ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104636.01,99.63,86.06,1099188.44,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099030.81,99.14
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104478.82,99.63,86.06,1099132.17,99.15
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104371.63,99.63,86.06,1099011.51,99.14
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1098892.12,99.15
1104214.43,99.63,86.06,1099023.43,99.16
1104214.43,99.63,86.06,1099023.43,99.16
1104214.43,99.63,86.06,1099023.43,99.16
1104214.43,99.63,86.06,1099023.43,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104214.43,99.63,86.06,1099011.2,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1104228.47,99.63,86.06,1099055.9,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103972.6,99.63,86.07,1098738.58,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103815.41,99.63,86.07,1098601.07,99.16
1103498.08,99.64,86.07,1098344.68,99.17
1103498.08,99.64,86.07,1098344.68,99.17
1103498.08,99.64,86.07,1098344.68,99.17
1103498.08,99.64,86.07,1098344.68,99.17
1103498.08,99.64,86.07,1098344.68,99.17
1103180.75,99.64,86.07,1097966.41,99.16
1103180.75,99.64,86.07,1097966.41,99.16
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098159.49,99.18
1103180.75,99.64,86.07,1098150.89,99.18
1103180.75,99.64,86.07,1098150.89,99.18
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103180.75,99.64,86.07,1098207.66,99.19
1103023.56,99.64,86.07,1098055.13,99.19
1103023.56,99.64,86.07,1098055.13,99.19
1103023.56,99.64,86.07,1098055.13,99.19
1103023.56,99.64,86.07,1098055.13,99.19
1103023.56,99.64,86.07,1098055.13,99.19
1102866.37,99.64,86.07,1097837.55,99.18
1102866.37,99.64,86.07,1097837.55,99.18
1102866.37,99.64,86.07,1097837.55,99.18
1102866.37,99.64,86.07,1097837.55,99.18
1102866.37,99.64,86.07,1097837.55,99.18
1102709.17,99.64,86.07,1097739.99,99.19
1102551.98,99.64,86.07,1097588.25,99.19
1102551.98,99.64,86.07,1097588.25,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102444.79,99.64,86.07,1097490.53,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.02,99.19
1102287.6,99.64,86.07,1097353.4,99.19
1102287.6,99.64,86.07,1097353.4,99.19
1102287.6,99.64,86.07,1097353.4,99.19
1102287.6,99.64,86.07,1097353.4,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097340.75,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097308.88,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102287.6,99.64,86.07,1097316.3,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1102029.05,99.64,86.08,1097057.76,99.19
1101921.86,99.64,86.08,1096955.23,99.19
1101921.86,99.64,86.08,1096955.23,99.19
1101921.86,99.64,86.08,1096955.23,99.19
1101764.67,99.64,86.08,1096797.59,99.19
1101764.67,99.64,86.08,1096797.59,99.19
1101764.67,99.64,86.08,1096797.59,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096660.08,99.19
1101607.48,99.64,86.08,1096608.34,99.19
1101607.48,99.64,86.08,1096669.39,99.2
1101607.48,99.64,86.08,1096669.39,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101615.9,99.64,86.08,1096704.85,99.2
1101632.74,99.64,86.08,1096710.84,99.2
1101632.74,99.64,86.08,1096771.01,99.21
1101632.74,99.64,86.08,1096771.01,99.21
1101632.74,99.64,86.08,1096771.01,99.21
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096735.32,99.2
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096644.64,99.19
1101632.74,99.64,86.08,1096846.52,99.21
1101632.74,99.64,86.08,1096846.52,99.21
1101632.74,99.64,86.08,1096846.52,99.21
1101632.74,99.64,86.08,1096846.52,99.21
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096986.87,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101652.39,99.65,86.08,1096973.56,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096871.03,99.22
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101545.2,99.65,86.08,1096923.12,99.23
1101388.0,99.65,86.08,1096785.61,99.23
1101401.89,99.65,86.08,1096833.4,99.23
1101401.89,99.65,86.08,1096833.4,99.23
1101401.89,99.65,86.08,1096833.4,99.23
1101401.89,99.65,86.08,1096785.71,99.23
1101401.89,99.65,86.08,1096785.71,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
1101084.56,99.65,86.08,1096465.73,99.23
