ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1144082.45,23.46,9.89,553714.07,11.35
1143969.01,23.46,9.89,553799.48,11.35
1144020.54,23.46,9.89,553783.87,11.36
1143970.54,23.46,9.89,553733.87,11.36
1143872.38,23.46,9.89,555172.05,11.39
1144032.7,23.47,9.9,555251.08,11.39
1144114.29,23.47,9.9,555089.59,11.39
1144114.29,23.47,9.9,555089.59,11.39
1143862.58,23.47,9.9,554883.87,11.38
1143878.83,23.47,9.9,554933.2,11.39
1143930.36,23.47,9.91,554932.97,11.39
1143930.36,23.47,9.91,554932.97,11.39
1144090.67,23.48,9.91,554932.6,11.39
1144244.94,23.48,9.92,554932.6,11.39
1143998.96,23.48,9.92,554975.26,11.39
1144164.86,23.49,9.92,554943.38,11.39
1143933.3,23.49,9.92,554932.6,11.39
1143984.83,23.49,9.92,554932.6,11.39
1144139.09,23.5,9.93,555839.39,11.41
1143879.16,23.49,9.93,555369.2,11.41
1143930.69,23.5,9.93,555562.22,11.41
1144091.01,23.5,9.94,555668.68,11.42
1144142.54,23.51,9.94,555668.45,11.42
1143882.61,23.5,9.94,556011.56,11.42
1143646.63,23.5,9.94,555740.01,11.42
1143698.16,23.51,9.94,555739.64,11.42
1143907.93,23.51,9.95,555739.64,11.42
1143841.73,23.51,9.95,555739.64,11.42
1144002.04,23.52,9.95,555793.93,11.43
1143766.06,23.52,9.95,555753.43,11.43
1143931.97,23.52,9.96,555739.64,11.43
1143700.4,23.52,9.95,555739.64,11.43
1143751.93,23.52,9.96,556750.42,11.45
1143542.7,23.52,9.95,556145.38,11.44
1143712.1,23.53,9.96,555830.92,11.43
1143705.25,23.53,9.96,557129.5,11.46
1143756.78,23.53,9.97,556997.91,11.46
1143808.31,23.54,9.97,556997.69,11.46
1143962.58,23.54,9.98,556997.32,11.46
1144122.9,23.55,9.98,556997.32,11.46
1143864.68,23.55,9.98,556724.27,11.46
1144018.95,23.55,9.99,556882.16,11.46
1144070.48,23.56,9.99,556902.25,11.47
1144122.01,23.56,10.0,557019.29,11.47
1144173.54,23.57,10.0,557333.7,11.48
1144190.53,23.57,10.0,557337.17,11.48
1143954.55,23.56,10.0,557088.85,11.48
1144114.87,23.57,10.0,558439.17,11.5
1143854.94,23.57,10.0,558011.67,11.5
1143618.96,23.56,10.0,557808.04,11.49
1143779.28,23.57,10.0,557807.84,11.49
1143609.35,23.57,10.0,557755.17,11.49
1143592.59,23.57,10.0,557765.23,11.49
1143592.59,23.57,10.0,557740.86,11.49
1143598.21,23.57,10.0,557755.51,11.49
1143609.44,23.57,10.0,557789.1,11.5
1143769.75,23.57,10.01,557785.88,11.5
1143821.28,23.58,10.01,557778.66,11.5
1143585.3,23.58,10.01,557778.66,11.5
1143745.62,23.58,10.02,557778.66,11.5
1143745.62,23.58,10.02,557727.14,11.5
1143899.89,23.59,10.02,558521.19,11.52
1143951.42,23.59,10.03,558503.46,11.52
1143951.42,23.59,10.03,558467.82,11.52
1143715.44,23.59,10.02,558495.72,11.52
1143766.97,23.6,10.03,558583.34,11.52
1143781.0,23.6,10.03,558629.11,11.52
1143832.53,23.6,10.03,558872.78,11.53
1143884.06,23.61,10.04,558872.55,11.53
1143624.13,23.6,10.04,558930.68,11.54
1143814.15,23.61,10.04,558930.31,11.54
1143568.47,23.61,10.04,558933.3,11.54
1143568.47,23.61,10.04,559056.56,11.54
1143568.47,23.61,10.04,559118.71,11.54
1143734.37,23.61,10.04,559115.72,11.54
1143502.81,23.61,10.04,559115.72,11.54
1143663.12,23.61,10.05,559115.72,11.54
1143714.65,23.62,10.05,559115.72,11.55
1143478.67,23.62,10.05,559518.81,11.56
1143478.67,23.62,10.05,559466.27,11.55
1143290.68,23.61,10.05,559262.63,11.55
1143342.21,23.62,10.05,559380.89,11.56
1143573.06,23.63,10.06,559324.47,11.56
1143733.38,23.63,10.07,559603.65,11.56
1143497.4,23.63,10.06,560071.57,11.57
1143260.88,23.63,10.06,559814.32,11.57
1143421.2,23.63,10.07,559814.12,11.57
1143472.73,23.64,10.07,559813.73,11.57
1143472.73,23.64,10.07,559699.12,11.57
1143524.26,23.64,10.08,559699.12,11.57
1143575.79,23.65,10.08,559699.12,11.57
1143575.79,23.65,10.08,559737.99,11.57
1143627.32,23.65,10.09,559737.99,11.58
1143610.56,23.65,10.09,560024.31,11.58
1143770.88,23.66,10.09,560018.48,11.58
1143544.9,23.66,10.09,559737.99,11.58
1143705.22,23.66,10.1,559737.99,11.58
1143756.75,23.67,10.1,561312.82,11.61
1143911.01,23.67,10.11,561312.22,11.62
1143821.93,23.67,10.11,561212.95,11.61
1143873.46,23.68,10.11,561212.95,11.62
1143881.88,23.68,10.11,561215.46,11.62
1144042.2,23.68,10.12,561215.46,11.62
1143806.22,23.68,10.11,561215.46,11.62
1143857.75,23.69,10.12,561373.31,11.62
1144018.07,23.69,10.13,561334.97,11.62
1143782.09,23.69,10.12,561356.76,11.63
1143782.09,23.69,10.12,561529.92,11.63
1143782.09,23.69,10.12,561529.92,11.63
1143936.35,23.7,10.13,561507.83,11.63
1143987.88,23.7,10.13,562868.41,11.66
1143987.88,23.7,10.13,562868.41,11.66
1144148.2,23.71,10.14,562994.62,11.66
1144030.61,23.7,10.14,562680.9,11.66
1144030.61,23.7,10.14,562638.66,11.66
1144261.47,23.71,10.15,562638.06,11.66
1144097.22,23.71,10.14,562623.1,11.66
1144148.75,23.72,10.15,562623.1,11.66
1144200.28,23.72,10.15,562623.1,11.66
1144251.81,23.73,10.16,562623.1,11.67
1144015.29,23.72,10.16,562696.57,11.67
1144066.82,23.73,10.16,562623.1,11.67
1144066.82,23.73,10.16,562659.05,11.67
1144265.09,23.73,10.17,563377.43,11.69
1144316.62,23.74,10.17,563279.92,11.69
1144103.86,23.74,10.17,563096.6,11.68
1144155.39,23.74,10.18,563616.16,11.7
1144315.71,23.75,10.18,563615.96,11.7
1144071.77,23.74,10.18,563816.26,11.7
1143862.54,23.74,10.17,563493.57,11.7
1143914.07,23.75,10.18,563493.18,11.7
1144068.33,23.75,10.19,563493.18,11.7
1144079.56,23.75,10.19,563609.76,11.7
1143909.63,23.75,10.18,563658.38,11.7
1143961.16,23.75,10.19,563645.25,11.7
1143822.82,23.75,10.19,563609.76,11.7
1143874.35,23.76,10.19,563609.76,11.71
1144028.62,23.77,10.2,564486.43,11.73
1143858.69,23.76,10.2,563986.68,11.72
1144019.0,23.77,10.2,563939.91,11.72
1143793.02,23.77,10.2,564878.45,11.74
1143793.02,23.77,10.2,564869.25,11.74
1143947.29,23.77,10.21,564899.76,11.74
1143998.82,23.78,10.21,564899.16,11.74
1144050.35,23.78,10.22,564899.16,11.74
1144101.88,23.79,10.22,564899.16,11.75
1144153.41,23.79,10.23,564899.16,11.75
1144164.64,23.79,10.23,564904.05,11.75
1144164.64,23.79,10.23,564904.05,11.75
1144216.17,23.8,10.23,565194.71,11.76
1144267.7,23.8,10.24,565485.76,11.76
1144007.77,23.8,10.23,565215.32,11.76
1144007.77,23.8,10.23,565215.32,11.76
1144059.3,23.8,10.24,565663.86,11.77
1144059.3,23.8,10.24,565667.82,11.77
1144110.83,23.81,10.24,566068.42,11.78
1144320.6,23.81,10.25,566077.07,11.78
1144320.6,23.81,10.25,566077.07,11.78
1144372.13,23.82,10.25,566076.77,11.78
1144423.66,23.83,10.26,566083.39,11.78
1144423.66,23.83,10.26,566083.39,11.78
1144357.45,23.83,10.26,566104.28,11.79
1144408.98,23.83,10.26,566167.59,11.79
1144460.51,23.84,10.27,566354.14,11.8
1144460.51,23.84,10.27,566354.14,11.8
1144658.79,23.84,10.28,566313.52,11.8
1144857.07,23.85,10.28,566067.82,11.79
1144857.07,23.85,10.28,566067.82,11.79
1144857.07,23.85,10.28,566067.82,11.79
1144908.6,23.86,10.29,567981.45,11.83
1145068.92,23.86,10.29,567981.25,11.84
1144824.98,23.86,10.29,567606.23,11.83
1144589.0,23.85,10.29,567605.84,11.83
1144640.53,23.86,10.29,567605.84,11.83
1144692.06,23.87,10.3,567605.84,11.83
1144692.06,23.87,10.3,567605.84,11.83
1144852.37,23.87,10.3,567825.16,11.84
1144903.9,23.88,10.31,567808.17,11.84
1144955.43,23.88,10.31,567867.64,11.84
1145006.96,23.89,10.32,568078.26,11.85
1144849.77,23.88,10.32,567960.38,11.85
1144901.3,23.89,10.32,568460.13,11.86
1144607.36,23.88,10.32,568018.74,11.85
1144518.28,23.88,10.32,568442.71,11.86
1144569.81,23.89,10.32,568442.49,11.86
1144621.34,23.89,10.33,568442.11,11.87
1144672.87,23.9,10.33,568442.11,11.87
1144833.18,23.91,10.34,568499.25,11.87
1144833.18,23.91,10.34,568499.25,11.87
1144884.71,23.91,10.34,568556.84,11.87
1144675.49,23.91,10.34,568596.14,11.88
1144439.51,23.9,10.34,568531.68,11.88
1144491.04,23.91,10.34,568620.52,11.88
1144700.81,23.92,10.35,568481.42,11.88
1144543.17,23.91,10.35,568345.72,11.87
1144594.7,23.92,10.35,569882.5,11.91
1144646.23,23.92,10.36,569882.27,11.91
1144697.76,23.93,10.36,569881.9,11.91
1144529.67,23.93,10.36,569618.24,11.91
1144581.2,23.93,10.37,569618.24,11.91
1144424.01,23.93,10.36,569465.71,11.91
1144314.01,23.93,10.36,569355.71,11.91
1144468.27,23.93,10.37,569355.71,11.91
1144666.55,23.94,10.38,569608.88,11.91
1144718.08,23.95,10.38,569824.51,11.92
1144883.98,23.95,10.39,569761.2,11.92
1144652.42,23.95,10.38,569724.07,11.92
1144669.56,23.95,10.38,569919.64,11.92
1144721.09,23.96,10.39,570759.59,11.94
1144772.62,23.96,10.39,570759.37,11.95
1144772.62,23.96,10.39,570687.6,11.95
1144824.15,23.97,10.4,570687.23,11.95
1144984.46,23.97,10.41,570687.23,11.95
1145035.99,23.98,10.41,570744.36,11.95
1145266.85,23.98,10.42,570712.62,11.95
1145030.87,23.98,10.42,570687.23,11.95
1145030.87,23.98,10.42,570795.94,11.96
1145082.4,23.99,10.42,570795.94,11.96
1145093.63,23.99,10.42,570799.17,11.96
1144923.7,23.99,10.42,571039.66,11.96
1144975.23,23.99,10.42,572282.41,11.99
1144975.23,23.99,10.42,572255.2,11.99
1144818.63,23.99,10.42,572059.14,11.99
1144870.16,23.99,10.43,572320.61,11.99
1144633.64,23.99,10.42,572043.98,11.99
1144843.41,24.0,10.43,572043.38,11.99
1144710.74,24.0,10.43,572043.38,11.99
1144900.76,24.0,10.44,572046.81,11.99
1144900.87,24.0,10.44,572043.38,11.99
1144900.87,24.0,10.44,572090.35,11.99
1144743.68,24.0,10.43,571939.04,11.99
1144897.95,24.01,10.44,571976.54,11.99
1144949.48,24.01,10.45,571998.33,12.0
1145180.34,24.02,10.45,571939.04,12.0
1145180.34,24.02,10.45,571892.07,12.0
1145340.65,24.03,10.46,571892.07,12.0
1145392.18,24.03,10.46,573293.6,12.03
1145392.18,24.03,10.46,573341.39,12.03
1145234.99,24.03,10.46,573184.2,12.03
1145286.52,24.03,10.47,573742.54,12.04
1145050.54,24.03,10.46,573540.43,12.04
1145050.54,24.03,10.46,573524.4,12.04
1144790.61,24.03,10.46,573005.47,12.03
1144842.14,24.03,10.47,573005.47,12.03
1145008.04,24.04,10.47,573005.47,12.03
1145059.57,24.04,10.48,573005.47,12.03
1145111.1,24.05,10.48,573005.47,12.03
1145265.37,24.05,10.49,573162.03,12.04
1145419.63,24.06,10.49,573220.35,12.04
1145188.07,24.06,10.49,573116.2,12.04
1145078.07,24.06,10.49,573006.2,12.04
1145129.6,24.06,10.5,573258.69,12.05
1144971.29,24.06,10.49,573426.35,12.05
1145022.82,24.06,10.5,574254.58,12.07
1145177.09,24.07,10.5,574261.66,12.07
1145228.62,24.08,10.51,574266.9,12.07
1145426.89,24.08,10.52,574255.66,12.07
1145273.14,24.08,10.52,574035.82,12.07
1145427.87,24.09,10.52,574073.65,12.07
1145187.48,24.08,10.52,574048.64,12.07
1145187.48,24.08,10.52,574071.64,12.07
1145347.79,24.09,10.52,574063.42,12.07
1145347.79,24.09,10.52,574030.49,12.07
1145347.79,24.09,10.52,573962.64,12.07
1145359.02,24.09,10.52,574067.65,12.07
1145359.02,24.09,10.52,574067.65,12.07
1145123.04,24.09,10.52,574061.36,12.08
1145283.36,24.09,10.53,574897.0,12.09
1145113.43,24.09,10.53,575096.82,12.1
1145267.7,24.1,10.53,575283.15,12.1
1145498.55,24.11,10.54,575360.69,12.11
1145550.08,24.11,10.54,575360.47,12.11
1145380.16,24.11,10.54,575155.3,12.11
1145144.18,24.11,10.54,575888.32,12.12
1145304.49,24.11,10.55,575887.95,12.12
1145458.76,24.12,10.55,575887.95,12.13
1145301.56,24.12,10.55,575735.42,12.12
1145455.83,24.12,10.56,575893.3,12.13
1145455.83,24.12,10.56,575893.3,12.13
1145285.9,24.12,10.55,575594.93,12.12
1145049.92,24.12,10.55,575659.98,12.12
1144999.92,24.12,10.55,575609.98,12.12
1145051.45,24.12,10.56,575563.79,12.12
1144816.71,24.12,10.55,575185.61,12.12
1144868.24,24.12,10.56,575211.39,12.12
1144551.17,24.12,10.55,574894.9,12.11
1144711.48,24.12,10.56,574800.01,12.11
1144485.5,24.12,10.56,576092.18,12.14
1144298.9,24.12,10.55,575983.53,12.14
1144453.17,24.13,10.56,576214.29,12.15
1144613.48,24.13,10.57,576214.09,12.15
1144613.48,24.13,10.57,576254.47,12.15
1144377.5,24.13,10.56,576254.08,12.15
1144537.82,24.13,10.57,576254.08,12.15
1144589.35,24.14,10.57,576254.08,12.15
1144640.88,24.15,10.58,576389.87,12.16
1144692.41,24.15,10.58,576399.64,12.16
1144466.43,24.15,10.58,576259.22,12.16
1144626.75,24.15,10.59,576254.08,12.16
1144626.75,24.15,10.59,576229.24,12.16
1144387.32,24.15,10.58,575825.12,12.15
1144401.65,24.15,10.58,575859.32,12.15
1144453.18,24.16,10.59,576977.44,12.18
1144504.71,24.16,10.59,577184.26,12.18
1144347.52,24.16,10.59,577031.93,12.18
1144399.05,24.16,10.6,577031.7,12.18
1144553.32,24.17,10.6,577031.33,12.19
1144707.58,24.18,10.61,577031.33,12.19
1144569.24,24.18,10.61,576806.05,12.18
1144620.77,24.18,10.61,576806.05,12.19
1144781.08,24.19,10.62,576984.03,12.19
1144935.35,24.19,10.63,577036.69,12.19
1144709.37,24.19,10.62,576806.05,12.19
1144869.69,24.2,10.63,578351.32,12.22
1144921.22,24.2,10.64,578188.12,12.22
1144972.75,24.21,10.64,578187.89,12.22
1144736.77,24.2,10.64,578104.61,12.22
1144897.08,24.21,10.64,578104.24,12.22
1144671.1,24.21,10.64,578104.24,12.23
1144722.63,24.21,10.65,578104.24,12.23
1144953.49,24.22,10.65,578171.3,12.23
1144953.49,24.22,10.65,578344.73,12.23
1145113.81,24.23,10.66,578334.55,12.24
1145165.34,24.23,10.67,578401.93,12.24
1145216.87,24.24,10.67,578631.69,12.25
1145447.73,24.25,10.68,580101.95,12.28
1145232.87,24.24,10.68,579982.83,12.28
1145062.94,24.24,10.67,580143.35,12.28
1144836.96,24.24,10.67,579843.11,12.28
1144888.49,24.24,10.68,579842.88,12.28
1144940.02,24.25,10.68,579842.51,12.28
1144690.34,24.24,10.68,579526.09,12.27
1144741.87,24.25,10.68,579526.09,12.28
1144505.35,24.25,10.68,579061.85,12.27
1144556.88,24.25,10.69,579061.85,12.27
1144717.2,24.26,10.69,579061.85,12.27
1144768.73,24.26,10.7,579636.56,12.28
1144820.26,24.27,10.7,580038.08,12.3
1144871.79,24.27,10.71,580513.38,12.31
1144635.81,24.27,10.7,580344.2,12.31
1144635.81,24.27,10.7,580228.32,12.3
1144796.13,24.28,10.71,580228.32,12.3
1144847.66,24.28,10.72,580228.32,12.31
1144847.66,24.28,10.72,580354.77,12.31
1144899.19,24.29,10.72,580354.77,12.31
1144727.43,24.28,10.72,580181.88,12.31
1144727.43,24.28,10.72,580132.77,12.31
1144490.91,24.28,10.71,580226.59,12.31
1144254.93,24.28,10.71,580226.59,12.31
1144424.32,24.28,10.72,580253.85,12.31
1144417.47,24.29,10.72,580226.59,12.31
1144469.0,24.29,10.72,580226.59,12.31
1144469.0,24.29,10.72,580278.48,12.32
1144210.79,24.29,10.72,580278.48,12.32
1144262.32,24.29,10.73,580278.48,12.32
1144262.32,24.29,10.73,580241.49,12.32
1144105.13,24.29,10.72,580101.99,12.32
1144105.13,24.29,10.72,580144.62,12.32
1144259.39,24.3,10.73,581184.62,12.34
1144425.3,24.3,10.74,581508.39,12.35
1144476.83,24.31,10.74,581508.16,12.35
1144245.26,24.3,10.74,581283.66,12.35
1143985.33,24.3,10.73,580959.98,12.34
1144139.6,24.31,10.74,580959.6,12.34
1144305.5,24.31,10.75,580959.6,12.34
1144357.03,24.32,10.75,580959.6,12.35
1144408.56,24.32,10.76,581091.14,12.35
1144177.0,24.32,10.76,581064.54,12.35
1144337.31,24.33,10.76,581040.31,12.35
1144337.31,24.33,10.76,581013.1,12.35
1144101.33,24.32,10.76,580932.4,12.35
1144255.6,24.33,10.76,582270.02,12.38
1144261.51,24.33,10.77,582272.66,12.38
1144091.58,24.33,10.76,582196.28,12.38
1144143.11,24.33,10.77,582221.39,12.38
1143827.54,24.33,10.76,581904.06,12.38
1143987.85,24.33,10.77,581903.85,12.38
1143727.93,24.33,10.76,581617.42,12.37
1143727.93,24.33,10.76,581664.68,12.37
1143779.46,24.34,10.77,581664.29,12.38
1143566.69,24.33,10.77,581516.24,12.37
1143618.22,24.34,10.77,581516.24,12.38
1143392.24,24.34,10.77,581516.24,12.38
1143443.77,24.34,10.77,581584.35,12.38
1143495.3,24.35,10.78,581664.51,12.38
1143546.83,24.35,10.79,581835.48,12.39
1143230.59,24.35,10.78,581518.15,12.38
1143440.36,24.35,10.79,582047.84,12.4
1143491.89,24.36,10.79,582641.3,12.41
1143359.22,24.36,10.79,582387.88,12.41
1143528.61,24.36,10.8,582387.28,12.41
1143580.14,24.37,10.8,582387.28,12.41
1143631.67,24.37,10.81,582387.28,12.41
1143314.6,24.37,10.8,582069.96,12.41
1143307.75,24.37,10.8,582094.61,12.41
1143468.07,24.38,10.81,582090.37,12.41
1143519.6,24.38,10.81,582104.74,12.41
1143261.39,24.38,10.81,582069.96,12.41
1143025.41,24.37,10.81,582069.96,12.41
1142868.21,24.37,10.81,581917.01,12.41
1143037.61,24.38,10.81,582533.26,12.42
1143030.76,24.38,10.81,582349.77,12.42
1143185.03,24.39,10.82,582554.27,12.43
1143236.56,24.39,10.82,583063.05,12.44
1143186.56,24.39,10.82,583013.05,12.44
1143238.09,24.4,10.83,583012.82,12.44
1143398.41,24.4,10.84,583012.45,12.44
1143404.02,24.4,10.84,583014.86,12.44
1143168.04,24.4,10.83,583014.86,12.44
1143219.57,24.4,10.84,583014.86,12.45
1142906.92,24.4,10.83,582697.54,12.44
1142736.99,24.4,10.83,582822.77,12.44
1142788.52,24.4,10.84,582822.77,12.45
1142788.52,24.4,10.84,582789.67,12.44
1142788.52,24.4,10.84,582786.68,12.44
1142620.31,24.4,10.83,582565.52,12.44
1142780.63,24.41,10.84,582711.08,12.44
1142691.54,24.41,10.84,582565.8,12.44
1142743.07,24.41,10.84,582565.52,12.44
1142794.6,24.42,10.85,582565.52,12.45
1142964.0,24.42,10.85,584109.31,12.48
1143015.53,24.43,10.86,584109.09,12.48
1143067.06,24.43,10.87,584108.72,12.48
1142792.0,24.43,10.86,583805.42,12.48
1142952.32,24.44,10.87,583805.42,12.48
1142716.34,24.43,10.87,583805.42,12.48
1142876.65,24.44,10.87,583883.02,12.49
1143030.92,24.45,10.88,583829.19,12.49
1143261.78,24.45,10.89,583805.42,12.49
1143025.8,24.45,10.88,584822.19,12.51
1143180.06,24.46,10.89,585000.55,12.52
1143231.59,24.46,10.9,585312.37,12.52
1143391.91,24.47,10.9,585312.16,12.53
1143165.93,24.47,10.9,585311.77,12.53
1143326.25,24.47,10.91,585311.77,12.53
1143090.27,24.47,10.9,585456.48,12.53
1142830.34,24.47,10.9,585050.06,12.52
1142984.6,24.47,10.91,585089.02,12.53
1143036.13,24.48,10.91,585031.48,12.53
1143190.4,24.48,10.92,585055.12,12.53
1143350.72,24.49,10.92,586926.05,12.57
1143770.39,24.5,10.94,587417.2,12.58
1143454.15,24.5,10.93,587102.71,12.58
1143614.46,24.5,10.94,587102.71,12.58
1143378.48,24.5,10.93,587102.71,12.58
1143118.56,24.5,10.93,587138.01,12.58
1142882.03,24.49,10.93,586869.17,12.58
1142652.09,24.49,10.93,586225.0,12.57
1142652.09,24.49,10.93,586264.75,12.57
1142948.01,24.5,10.93,586347.08,12.57
1142999.54,24.51,10.94,586347.08,12.57
1143209.31,24.51,10.94,586348.95,12.57
1143143.1,24.51,10.95,586347.08,12.57
1143194.63,24.52,10.95,586347.08,12.57
1143354.95,24.52,10.96,586347.08,12.58
1143585.81,24.53,10.96,586819.57,12.59
1143349.83,24.53,10.96,586693.58,12.59
1143401.36,24.53,10.97,587036.85,12.6
1143452.89,24.54,10.97,587453.57,12.61
1143504.42,24.54,10.98,587453.35,12.61
1143664.73,24.55,10.98,587452.98,12.61
1143716.26,24.56,10.99,587452.98,12.61
1143767.79,24.56,11.0,587452.98,12.61
1143558.57,24.56,10.99,587638.04,12.62
1143610.1,24.56,11.0,587638.04,12.62
1143661.63,24.57,11.0,588212.74,12.64
1143375.11,24.56,11.0,587796.24,12.63
1143286.02,24.56,11.0,587628.4,12.63
1143337.55,24.57,11.0,588039.87,12.64
1143389.08,24.58,11.01,588529.86,12.65
1143389.08,24.58,11.01,588527.5,12.65
1143389.08,24.58,11.01,588527.5,12.65
1143549.4,24.58,11.01,588527.3,12.65
1143600.93,24.59,11.02,588526.91,12.65
1143652.46,24.59,11.03,588526.91,12.66
1143652.46,24.59,11.03,588526.91,12.66
1143703.99,24.6,11.03,588526.91,12.66
1143755.52,24.6,11.04,588526.91,12.66
1143656.59,24.6,11.04,588833.43,12.67
1143708.12,24.61,11.04,589117.68,12.68
1143868.43,24.61,11.05,589084.44,12.68
1143632.45,24.61,11.04,588889.5,12.67
1143632.45,24.61,11.04,588889.5,12.67
1143801.85,24.62,11.05,590027.36,12.7
1143853.38,24.62,11.06,590027.14,12.7
1143578.32,24.62,11.05,589748.89,12.7
1143738.64,24.63,11.06,589748.51,12.7
1143747.06,24.63,11.06,589787.05,12.7
1143977.92,24.63,11.07,589787.05,12.7
1144208.78,24.64,11.07,589840.42,12.7
1144260.31,24.65,11.08,589895.01,12.71
1144458.58,24.65,11.09,589787.05,12.71
1144612.85,24.66,11.09,589787.05,12.71
1144376.87,24.66,11.09,591587.28,12.75
1144537.19,24.66,11.1,591798.29,12.75
1144588.72,24.67,11.1,591798.06,12.76
1144352.74,24.67,11.1,591508.5,12.75
1144352.74,24.67,11.1,591508.5,12.75
1144366.77,24.67,11.1,591511.09,12.75
1144527.09,24.67,11.11,591510.71,12.75
1144681.35,24.68,11.11,591510.71,12.75
1144732.88,24.69,11.12,591510.71,12.76
1144784.41,24.69,11.12,591735.99,12.76
1144835.94,24.7,11.13,591911.58,12.77
1145066.8,24.7,11.14,591919.26,12.77
1145066.8,24.7,11.14,591919.26,12.77
1145118.33,24.71,11.14,592474.68,12.78
1145169.86,24.72,11.15,592474.45,12.79
1145221.39,24.72,11.15,592474.08,12.79
1145272.92,24.73,11.16,592474.08,12.79
1145324.45,24.73,11.17,592474.08,12.79
1145088.47,24.73,11.16,593191.69,12.81
1144875.71,24.73,11.16,592912.09,12.8
1144705.78,24.72,11.16,592569.77,12.8
1144757.31,24.73,11.16,592569.77,12.8
1144757.31,24.73,11.16,592569.77,12.8
1144917.63,24.73,11.17,592569.77,12.8
1144969.16,24.74,11.17,593650.38,12.83
1144732.64,24.74,11.17,593381.58,12.82
1144930.91,24.74,11.18,593648.98,12.83
1144930.91,24.74,11.18,593648.98,12.83
1144670.99,24.74,11.17,593680.85,12.83
1144445.01,24.74,11.17,593432.53,12.83
1144605.32,24.74,11.18,593432.33,12.83
1144369.34,24.74,11.17,593431.94,12.83
1144369.34,24.74,11.17,593431.94,12.83
1144529.66,24.75,11.18,593431.94,12.83
1144581.19,24.75,11.19,593431.94,12.83
1144779.47,24.76,11.19,593459.58,12.84
1144933.73,24.77,11.2,593438.24,12.84
1145132.01,24.77,11.21,593431.94,12.84
1144896.03,24.77,11.21,594531.71,12.86
1144947.56,24.78,11.21,594807.72,12.87
1144729.98,24.77,11.21,594468.7,12.87
1144414.41,24.77,11.2,594151.37,12.86
1144326.86,24.77,11.2,594016.08,12.86
1144378.39,24.77,11.21,594312.97,12.87
1144429.92,24.78,11.21,594312.74,12.87
1144595.82,24.79,11.22,594312.37,12.87
1144647.35,24.79,11.22,594312.37,12.87
1144698.88,24.8,11.23,594312.37,12.87
1144750.41,24.8,11.24,594312.37,12.88
1144904.68,24.81,11.24,594594.37,12.88
1144610.74,24.8,11.24,594727.48,12.89
1144809.02,24.81,11.25,594850.97,12.89
1144515.07,24.81,11.24,594245.26,12.88
1144566.6,24.81,11.25,594791.05,12.89
1144335.04,24.81,11.24,595048.09,12.9
1144386.57,24.82,11.25,595047.86,12.9
1144540.84,24.82,11.26,595047.49,12.91
1144280.91,24.82,11.25,595066.2,12.91
1144332.44,24.82,11.26,595066.2,12.91
1144492.75,24.83,11.26,595066.2,12.91
1144248.81,24.83,11.26,594744.69,12.9
1144022.83,24.82,11.26,594745.09,12.91
1143728.89,24.82,11.25,594851.6,12.91
1143780.42,24.82,11.26,594851.21,12.91
1143935.15,24.83,11.26,595250.82,12.92
1143694.76,24.83,11.26,594851.21,12.91
1143855.08,24.83,11.27,595559.6,12.93
1143906.61,24.84,11.27,595595.32,12.93
1143906.61,24.84,11.27,595595.32,12.93
1143670.63,24.84,11.27,595955.47,12.94
1143670.63,24.84,11.27,595906.35,12.94
1143836.53,24.84,11.28,595905.75,12.94
1143604.96,24.84,11.27,595905.75,12.94
1143345.03,24.84,11.27,595640.28,12.94
1143175.11,24.83,11.27,595476.06,12.94
1143335.42,24.84,11.27,595476.06,12.94
1143109.44,24.84,11.27,595562.45,12.94
1143278.84,24.84,11.28,595503.37,12.94
1143180.68,24.84,11.28,595518.17,12.94
1143370.7,24.85,11.28,596110.34,12.96
1143422.23,24.86,11.29,595961.76,12.95
1143473.76,24.86,11.29,595941.08,12.96
1143525.29,24.87,11.3,596043.99,12.96
1143488.14,24.87,11.3,595559.14,12.95
1143648.46,24.87,11.31,597027.95,12.98
1143802.72,24.88,11.31,597027.35,12.99
1143854.25,24.89,11.32,597027.35,12.99
1143905.78,24.89,11.32,597027.35,12.99
1144060.05,24.9,11.33,597027.35,12.99
1143826.26,24.9,11.33,596752.3,12.99
1143877.79,24.9,11.33,597077.09,13.0
1143617.86,24.9,11.33,596831.63,12.99
1143783.76,24.9,11.34,596752.3,12.99
1143835.29,24.91,11.34,596752.3,13.0
1143613.73,24.91,11.34,597871.73,13.02
1143665.26,24.91,11.35,598040.21,13.03
