ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1042,5180,1615660,6212,1623660
1042,5180,1616130,6212,1624130
1043,5188,1617130,6212,1625130
1043,5188,1618130,6212,1626130
1043,5188,1618600,6212,1626600
1043,5188,1618820,6212,1626820
1043,5188,1619630,6212,1627630
1044,5190,1620630,6212,1628630
1044,5190,1621100,6212,1629100
1044,5190,1621570,6212,1629570
1045,5198,1622570,6212,1630570
1045,5198,1622570,6212,1630570
1046,5206,1622890,6212,1630890
1046,5206,1623700,6212,1631700
1046,5206,1623860,6212,1631860
1046,5206,1624670,6212,1632670
1046,5206,1625670,6212,1633670
1046,5206,1626130,6212,1634130
1046,5206,1626130,6212,1634130
1046,5206,1627130,6212,1635130
1046,5206,1627780,6212,1635780
1046,5206,1628780,6212,1636780
1047,5214,1629590,6212,1637590
1047,5214,1630590,6212,1638590
1047,5214,1630590,6212,1638590
1047,5214,1631590,6212,1639590
1047,5214,1631590,6212,1639590
1048,5222,1631590,6212,1639590
1048,5222,1632590,6212,1640590
1048,5222,1633240,6212,1641240
1049,5224,1634240,6212,1642240
1049,5224,1635240,6212,1643240
1049,5224,1636240,6212,1644240
1049,5224,1637240,6212,1645240
1049,5224,1638240,6212,1646240
1049,5224,1638240,6212,1646240
1049,5224,1638710,6212,1646710
1050,5232,1639710,6212,1647710
1051,5240,1647710,6212,1655710
1051,5240,1648710,6212,1656710
1051,5240,1648710,6212,1656710
1051,5240,1648710,6212,1656710
1051,5240,1649030,6212,1657030
1051,5240,1650030,6212,1658030
1051,5240,1650030,6212,1658030
1051,5240,1651030,6212,1659030
1051,5240,1651030,6212,1659030
1051,5240,1652030,6212,1660030
1051,5240,1653030,6212,1661030
1051,5240,1653350,6212,1661350
1051,5240,1653460,6212,1661460
1051,5240,1654460,6212,1662460
1051,5240,1654780,6212,1662780
1051,5240,1655780,6212,1663780
1051,5240,1656250,6212,1664250
1051,5240,1657060,6212,1665060
1051,5240,1657060,6212,1665060
1051,5240,1658060,6212,1666060
1051,5240,1659060,6212,1667060
1051,5240,1659060,6212,1667060
1052,5248,1660060,6212,1668060
1052,5248,1661060,6212,1669060
1052,5248,1662060,6212,1670060
1052,5248,1662280,6212,1670280
1052,5248,1663280,6212,1671280
1052,5248,1664090,6212,1672090
1052,5248,1664560,6212,1672560
1053,5252,1665030,6212,1673030
1053,5252,1666030,6212,1674030
1053,5252,1667030,6212,1675030
1053,5252,1667680,6212,1675680
1053,5252,1668680,6212,1676680
1054,5254,1669680,6212,1677680
1054,5254,1670490,6212,1678490
1054,5254,1671490,6212,1679490
1054,5254,1671810,6212,1679810
1054,5254,1672130,6212,1680130
1054,5254,1673130,6212,1681130
1054,5254,1674130,6212,1682130
1055,5262,1675130,6212,1683130
1055,5262,1676130,6212,1684130
1055,5262,1676780,6212,1684780
1055,5262,1677250,6212,1685250
1056,5270,1678250,6212,1686250
1056,5270,1679250,6212,1687250
1056,5270,1680060,6212,1688060
1056,5270,1681060,6212,1689060
1056,5270,1682060,6212,1690060
1056,5270,1682870,6212,1690870
1056,5270,1683330,6212,1691330
1056,5270,1684330,6212,1692330
1056,5270,1685330,6212,1693330
1056,5270,1685800,6212,1693800
1056,5270,1686800,6212,1694800
1056,5270,1687610,6212,1695610
1057,5272,1688420,6212,1696420
1057,5272,1689420,6212,1697420
1057,5272,1689420,6212,1697420
1057,5272,1690420,6212,1698420
1057,5272,1691230,6212,1699230
1057,5272,1692230,6212,1700230
1057,5272,1692230,6212,1700230
1057,5272,1693230,6212,1701230
1057,5272,1694230,6212,1702230
1057,5272,1695230,6212,1703230
1057,5272,1695700,6212,1703700
1057,5272,1696700,6212,1704700
1058,5274,1697510,6212,1705510
1058,5274,1698160,6212,1706160
1058,5274,1698630,6212,1706630
1058,5274,1698950,6212,1706950
1059,5282,1699950,6212,1707950
1059,5282,1700950,6212,1708950
1060,5290,1701950,6212,1709950
1060,5290,1701950,6212,1709950
1060,5290,1702420,6212,1710420
1060,5290,1702420,6212,1710420
1061,5298,1703420,6212,1711420
1061,5298,1704420,6212,1712420
1061,5298,1705230,6212,1713230
1061,5298,1706230,6212,1714230
1061,5298,1707230,6212,1715230
1061,5298,1708230,6212,1716230
1062,5300,1708700,6212,1716700
1062,5300,1709700,6212,1717700
1062,5300,1710020,6212,1718020
1063,5308,1711020,6212,1719020
1063,5308,1712020,6212,1720020
1064,5316,1712020,6212,1720020
1064,5316,1712490,6212,1720490
1064,5316,1713300,6212,1721300
1064,5316,1713300,6212,1721300
1064,5316,1714300,6212,1722300
1064,5316,1714770,6212,1722770
1064,5316,1715000,6212,1723000
1064,5316,1715470,6212,1723470
1064,5316,1715470,6212,1723470
1064,5316,1716470,6212,1724470
1064,5316,1716930,6212,1724930
1064,5316,1717400,6212,1725400
1064,5316,1718400,6212,1726400
1064,5316,1718860,6212,1726860
1064,5316,1719670,6212,1727670
1064,5316,1719670,6212,1727670
1064,5316,1720670,6212,1728670
1064,5316,1721670,6212,1729670
1065,5318,1722670,6212,1730670
1065,5318,1723670,6212,1731670
1065,5318,1724670,6212,1732670
1066,5326,1724670,6212,1732670
1066,5326,1724670,6212,1732670
1066,5326,1725140,6212,1733140
1066,5326,1725140,6212,1733140
1067,5334,1725950,6212,1733950
1067,5334,1726950,6212,1734950
1067,5334,1727950,6212,1735950
1068,5336,1728760,6212,1736760
1068,5336,1729230,6212,1737230
1068,5336,1730040,6212,1738040
1068,5336,1731040,6212,1739040
1068,5336,1732040,6212,1740040
1068,5336,1732690,6212,1740690
1068,5336,1733690,6212,1741690
1068,5336,1733690,6212,1741690
1068,5336,1734690,6212,1742690
1068,5336,1735690,6212,1743690
1068,5336,1736690,6212,1744690
1068,5336,1737010,6212,1745010
1068,5336,1737330,6212,1745330
1068,5336,1738330,6212,1746330
1068,5336,1739330,6212,1747330
1068,5336,1740330,6212,1748330
1068,5336,1741330,6212,1749330
1068,5336,1742140,6212,1750140
1068,5336,1742140,6212,1750140
1068,5336,1742610,6212,1750610
1068,5336,1743610,6212,1751610
1068,5336,1744610,6212,1752610
1068,5336,1744930,6212,1752930
1068,5336,1745930,6212,1753930
1068,5336,1746400,6212,1754400
1068,5336,1747210,6212,1755210
1069,5338,1747530,6212,1755530
1069,5338,1747530,6212,1755530
1070,5346,1747530,6212,1755530
1070,5346,1747530,6212,1755530
1070,5346,1748530,6212,1756530
1070,5346,1749530,6212,1757530
1070,5346,1750340,6212,1758340
1070,5346,1750340,6212,1758340
1070,5346,1751150,6212,1759150
1070,5346,1751150,6212,1759150
1071,5354,1751620,6212,1759620
1071,5354,1751620,6212,1759620
1071,5354,1752620,6212,1760620
1071,5354,1753620,6212,1761620
1071,5354,1753620,6212,1761620
1071,5354,1754430,6212,1762430
1072,5358,1754900,6212,1762900
1072,5358,1755900,6212,1763900
1072,5358,1756490,6212,1764490
1072,5358,1756810,6212,1764810
1072,5358,1756810,6212,1764810
1072,5358,1757810,6212,1765810
1072,5358,1758810,6212,1766810
1072,5358,1759810,6212,1767810
1072,5358,1760810,6212,1768810
1072,5358,1761360,6212,1769360
1072,5358,1761360,6212,1769360
1072,5358,1762360,6212,1770360
1072,5358,1763360,6212,1771360
1072,5358,1763360,6212,1771360
1072,5358,1763360,6212,1771360
1072,5358,1763910,6212,1771910
1072,5358,1764910,6212,1772910
1072,5358,1765910,6212,1773910
1072,5358,1766910,6212,1774910
1072,5358,1767130,6212,1775130
1072,5358,1767590,6212,1775590
1072,5358,1768590,6212,1776590
1072,5358,1769180,6212,1777180
1073,5366,1770180,6212,1778180
1073,5366,1771180,6212,1779180
1073,5366,1772180,6212,1780180
1073,5366,1773180,6212,1781180
1073,5366,1774180,6212,1782180
1073,5366,1774500,6212,1782500
1073,5366,1774500,6212,1782500
1073,5366,1775090,6212,1783090
1073,5366,1775090,6212,1783090
1073,5366,1775090,6212,1783090
1073,5366,1775090,6212,1783090
1073,5366,1775560,6212,1783560
1073,5366,1776560,6212,1784560
1074,5374,1777370,6212,1785370
1074,5374,1777370,6212,1785370
1074,5374,1777690,6212,1785690
1074,5374,1778690,6212,1786690
1074,5374,1779690,6212,1787690
1075,5382,1780690,6212,1788690
1075,5382,1781690,6212,1789690
1075,5382,1782500,6212,1790500
1076,5390,1783500,6212,1791500
1076,5390,1784500,6212,1792500
1076,5390,1785500,6212,1793500
1076,5390,1786500,6212,1794500
1076,5390,1787500,6212,1795500
1076,5390,1788050,6212,1796050
1076,5390,1788860,6212,1796860
1076,5390,1788860,6212,1796860
1076,5390,1789860,6212,1797860
1076,5390,1789860,6212,1797860
1076,5390,1790860,6212,1798860
1076,5390,1791860,6212,1799860
1076,5390,1792510,6212,1800510
1076,5390,1792510,6212,1800510
1076,5390,1793510,6212,1801510
1076,5390,1794510,6212,1802510
1076,5390,1794510,6212,1802510
1076,5390,1795320,6212,1803320
1077,5398,1795320,6212,1803320
1078,5406,1796320,6212,1804320
1078,5406,1796640,6212,1804640
1078,5406,1797640,6212,1805640
1079,5414,1798640,6212,1806640
1080,5422,1806640,6212,1814640
1080,5422,1807640,6212,1815640
1080,5422,1808290,6212,1816290
1080,5422,1809290,6212,1817290
1080,5422,1809290,6212,1817290
1080,5422,1810290,6212,1818290
1080,5422,1811290,6212,1819290
1080,5422,1812290,6212,1820290
1080,5422,1813290,6212,1821290
1080,5422,1813290,6212,1821290
1080,5422,1814100,6212,1822100
1080,5422,1815100,6212,1823100
1080,5422,1816100,6212,1824100
1080,5422,1817100,6212,1825100
1080,5422,1817450,6212,1825450
1080,5422,1817920,6212,1825920
1080,5422,1818920,6212,1826920
1080,5422,1819240,6212,1827240
1080,5422,1819890,6212,1827890
1080,5422,1820210,6212,1828210
1080,5422,1821210,6212,1829210
1080,5422,1822210,6212,1830210
1081,5430,1822580,6212,1830580
1082,5432,1823050,6212,1831050
1082,5432,1824050,6212,1832050
1083,5440,1824640,6212,1832640
1083,5440,1825450,6212,1833450
1083,5440,1825450,6212,1833450
1083,5440,1826450,6212,1834450
1083,5440,1827450,6212,1835450
1083,5440,1828450,6212,1836450
1084,5444,1829260,6212,1837260
1084,5444,1830260,6212,1838260
1084,5444,1831260,6212,1839260
1084,5444,1832260,6212,1840260
1084,5444,1832910,6212,1840910
1084,5444,1833910,6212,1841910
1084,5444,1834910,6212,1842910
1084,5444,1835910,6212,1843910
1084,5444,1836380,6212,1844380
1084,5444,1837380,6212,1845380
1084,5444,1838380,6212,1846380
1084,5444,1839380,6212,1847380
1084,5444,1839380,6212,1847380
1085,5446,1840380,6212,1848380
1085,5446,1841190,6212,1849190
1086,5448,1842190,6212,1850190
1087,5450,1843000,6212,1851000
1087,5450,1843810,6212,1851810
1087,5450,1843810,6212,1851810
1087,5450,1844810,6212,1852810
1087,5450,1845810,6212,1853810
1087,5450,1846460,6212,1854460
1087,5450,1847460,6212,1855460
1087,5450,1848270,6212,1856270
1087,5450,1848740,6212,1856740
1087,5450,1849060,6212,1857060
1088,5452,1849290,6212,1857290
1088,5452,1850290,6212,1858290
1088,5452,1851290,6212,1859290
1088,5452,1852100,6212,1860100
1088,5452,1853100,6212,1861100
1088,5452,1853910,6212,1861910
1088,5452,1853910,6212,1861910
1088,5452,1854910,6212,1862910
1088,5452,1855560,6212,1863560
1088,5452,1855560,6212,1863560
1089,5460,1855560,6212,1863560
1089,5460,1856030,6212,1864030
1089,5460,1856490,6212,1864490
1089,5460,1856810,6212,1864810
1089,5460,1857810,6212,1865810
1089,5460,1858620,6212,1866620
1089,5460,1859620,6212,1867620
1090,5468,1860090,6212,1868090
1090,5468,1861090,6212,1869090
1090,5468,1861740,6212,1869740
1090,5468,1862740,6212,1870740
1090,5468,1863740,6212,1871740
1090,5468,1864740,6212,1872740
1090,5468,1865550,6212,1873550
1090,5468,1866360,6212,1874360
1090,5468,1867360,6212,1875360
1090,5468,1868360,6212,1876360
1090,5468,1868690,6212,1876690
1090,5468,1869690,6212,1877690
1090,5468,1870690,6212,1878690
1090,5468,1871690,6212,1879690
1090,5468,1871690,6212,1879690
1090,5468,1872690,6212,1880690
1090,5468,1873690,6212,1881690
1090,5468,1874500,6212,1882500
1090,5468,1875500,6212,1883500
1090,5468,1876500,6212,1884500
1090,5468,1876660,6212,1884660
1090,5468,1877660,6212,1885660
1090,5468,1878470,6212,1886470
1090,5468,1879470,6212,1887470
1090,5468,1879470,6212,1887470
1090,5468,1880470,6212,1888470
1090,5468,1881470,6212,1889470
1090,5468,1882470,6212,1890470
1090,5468,1883470,6212,1891470
1090,5468,1883470,6212,1891470
1090,5468,1883790,6212,1891790
1091,5470,1884110,6212,1892110
1092,5478,1885110,6212,1893110
1092,5478,1885110,6212,1893110
1092,5478,1885110,6212,1893110
1092,5478,1885330,6212,1893330
1092,5478,1885920,6212,1893920
1092,5478,1886920,6212,1894920
1092,5478,1887920,6212,1895920
1092,5478,1888730,6212,1896730
1092,5478,1889380,6212,1897380
1092,5478,1890030,6212,1898030
1092,5478,1890840,6212,1898840
1092,5478,1890840,6212,1898840
1093,5482,1891840,6212,1899840
1093,5482,1892840,6212,1900840
1093,5482,1893310,6212,1901310
1093,5482,1894120,6212,1902120
1093,5482,1894120,6212,1902120
1093,5482,1894350,6212,1902350
1093,5482,1895350,6212,1903350
1093,5482,1895350,6212,1903350
1093,5482,1896160,6212,1904160
1093,5482,1897160,6212,1905160
1093,5482,1897640,6212,1905640
1093,5482,1898100,6212,1906100
1093,5482,1898910,6212,1906910
1093,5482,1899720,6212,1907720
1093,5482,1900530,6212,1908530
1094,5484,1901530,6212,1909530
1095,5492,1902530,6212,1910530
1095,5492,1903530,6212,1911530
1095,5492,1904530,6212,1912530
1095,5492,1905530,6212,1913530
1095,5492,1906530,6212,1914530
1095,5492,1906690,6212,1914690
1096,5500,1907500,6212,1915500
1096,5500,1908500,6212,1916500
1096,5500,1908960,6212,1916960
1096,5500,1909960,6212,1917960
1096,5500,1910960,6212,1918960
1096,5500,1911960,6212,1919960
1096,5500,1912550,6212,1920550
1096,5500,1913550,6212,1921550
1096,5500,1914360,6212,1922360
1096,5500,1915360,6212,1923360
1096,5500,1915590,6212,1923590
1096,5500,1915590,6212,1923590
1096,5500,1915910,6212,1923910
1096,5500,1916720,6212,1924720
1097,5504,1917720,6212,1925720
1098,5506,1918040,6212,1926040
1098,5506,1918410,6212,1926410
1098,5506,1918730,6212,1926730
1098,5506,1918730,6212,1926730
1098,5506,1918730,6212,1926730
1098,5506,1919200,6212,1927200
1098,5506,1919200,6212,1927200
1098,5506,1920200,6212,1928200
1099,5508,1921200,6212,1929200
1100,5510,1922200,6212,1930200
1100,5510,1922670,6212,1930670
1100,5510,1923670,6212,1931670
1100,5510,1924140,6212,1932140
1100,5510,1925140,6212,1933140
1101,5518,1926140,6212,1934140
1102,5520,1926610,6212,1934610
1102,5520,1927610,6212,1935610
1102,5520,1928610,6212,1936610
1103,5528,1929610,6212,1937610
1104,5530,1930610,6212,1938610
1104,5530,1930610,6212,1938610
1104,5530,1930610,6212,1938610
1104,5530,1931610,6212,1939610
1104,5530,1932260,6212,1940260
1104,5530,1933260,6212,1941260
1104,5530,1934260,6212,1942260
1104,5530,1935260,6212,1943260
1104,5530,1935260,6212,1943260
1104,5530,1935260,6212,1943260
1104,5530,1935260,6212,1943260
1104,5530,1936070,6212,1944070
1104,5530,1936530,6212,1944530
1104,5530,1937340,6212,1945340
1104,5530,1938340,6212,1946340
1104,5530,1939340,6212,1947340
1104,5530,1939930,6212,1947930
1105,5538,1940400,6212,1948400
1105,5538,1940400,6212,1948400
1105,5538,1940860,6212,1948860
1105,5538,1941670,6212,1949670
1105,5538,1942670,6212,1950670
1105,5538,1943140,6212,1951140
1105,5538,1943950,6212,1951950
1105,5538,1944950,6212,1952950
1106,5540,1945950,6212,1953950
1106,5540,1946950,6212,1954950
1107,5542,1947420,6212,1955420
1107,5542,1948420,6212,1956420
1108,5550,1949420,6212,1957420
1108,5550,1950070,6212,1958070
1108,5550,1951070,6212,1959070
1108,5550,1952070,6212,1960070
1109,5551,1952530,6212,1960530
1109,5551,1953530,6212,1961530
1109,5551,1954000,6212,1962000
1109,5551,1954230,6212,1962230
1110,5559,1954880,6212,1962880
1110,5559,1955880,6212,1963880
1110,5559,1956880,6212,1964880
1110,5559,1957530,6212,1965530
1110,5559,1958340,6212,1966340
1110,5559,1959340,6212,1967340
1111,5567,1967340,6212,1975340
1111,5567,1968150,6212,1976150
1111,5567,1968800,6212,1976800
1112,5575,1969800,6212,1977800
1112,5575,1970800,6212,1978800
1112,5575,1971610,6212,1979610
1112,5575,1971840,6212,1979840
1112,5575,1972840,6212,1980840
1112,5575,1973650,6212,1981650
1113,5583,1981650,6212,1989650
1113,5583,1982650,6212,1990650
1114,5591,1983460,6212,1991460
1114,5591,1984460,6212,1992460
1114,5591,1984930,6212,1992930
1114,5591,1985740,6212,1993740
1114,5591,1986550,6212,1994550
1114,5591,1987200,6212,1995200
1114,5591,1988200,6212,1996200
1114,5591,1989200,6212,1997200
1114,5591,1990200,6212,1998200
1114,5591,1990430,6212,1998430
1114,5591,1991430,6212,1999430
1114,5591,1992430,6212,2000430
1114,5591,1992890,6212,2000890
1114,5591,1993360,6212,2001360
1115,5599,1994360,6212,2002360
1115,5599,1995360,6212,2003360
1115,5599,1995630,6212,2003630
1115,5599,1995630,6212,2003630
1115,5599,1996630,6212,2004630
1115,5599,1996740,6212,2004740
1115,5599,1996740,6212,2004740
1115,5599,1997740,6212,2005740
1116,5607,1998740,6212,2006740
1116,5607,1999740,6212,2007740
1116,5607,2000210,6212,2008210
1116,5607,2001210,6212,2009210
1116,5607,2002020,6212,2010020
1116,5607,2003020,6212,2011020
1116,5607,2003830,6212,2011830
1116,5607,2004640,6212,2012640
1116,5607,2005640,6212,2013640
1116,5607,2006640,6212,2014640
1116,5607,2006960,6212,2014960
1116,5607,2006960,6212,2014960
1116,5607,2007960,6212,2015960
1116,5607,2008430,6212,2016430
1116,5607,2009430,6212,2017430
1116,5607,2010430,6212,2018430
1116,5607,2011240,6212,2019240
1116,5607,2011240,6212,2019240
1116,5607,2012240,6212,2020240
1116,5607,2013240,6212,2021240
1117,5615,2013240,6212,2021240
1117,5615,2014240,6212,2022240
1117,5615,2015240,6212,2023240
1117,5615,2016240,6212,2024240
1117,5615,2016240,6212,2024240
1117,5615,2017050,6212,2025050
1117,5615,2018050,6212,2026050
1117,5615,2019050,6212,2027050
1117,5615,2020050,6212,2028050
1117,5615,2021050,6212,2029050
1117,5615,2021700,6212,2029700
1117,5615,2022700,6212,2030700
1117,5615,2023700,6212,2031700
1118,5623,2024700,6212,2032700
1118,5623,2025700,6212,2033700
1118,5623,2025700,6212,2033700
1118,5623,2026510,6212,2034510
1118,5623,2027100,6212,2035100
1118,5623,2028100,6212,2036100
1119,5625,2029100,6212,2037100
1119,5625,2030100,6212,2038100
1119,5625,2030650,6212,2038650
1119,5625,2031650,6212,2039650
1119,5625,2032650,6212,2040650
1119,5625,2033650,6212,2041650
1119,5625,2033650,6212,2041650
1119,5625,2034460,6212,2042460
1119,5625,2035270,6212,2043270
1119,5625,2035740,6212,2043740
1120,5633,2036740,6212,2044740
1120,5633,2037740,6212,2045740
1120,5633,2038210,6212,2046210
1120,5633,2038670,6212,2046670
1120,5633,2039480,6212,2047480
1120,5633,2039950,6212,2047950
1120,5633,2040420,6212,2048420
1120,5633,2041420,6212,2049420
1121,5635,2041890,6212,2049890
1121,5635,2042890,6212,2050890
1121,5635,2043360,6212,2051360
1121,5635,2043360,6212,2051360
1121,5635,2044360,6212,2052360
1121,5635,2044360,6212,2052360
1121,5635,2045360,6212,2053360
1121,5635,2046360,6212,2054360
1121,5635,2047170,6212,2055170
1121,5635,2048170,6212,2056170
1121,5635,2048650,6212,2056650
1121,5635,2049120,6212,2057120
1121,5635,2049120,6212,2057120
1121,5635,2050120,6212,2058120
1121,5635,2050120,6212,2058120
1121,5635,2054120,6212,2062120
1121,5635,2054120,6212,2062120
1121,5635,2054580,6212,2062580
1121,5635,2055580,6212,2063580
1122,5643,2056580,6212,2064580
1122,5643,2057050,6212,2065050
1122,5643,2057700,6212,2065700
1123,5651,2058700,6212,2066700
1123,5651,2059700,6212,2067700
1123,5651,2060170,6212,2068170
1123,5651,2060980,6212,2068980
1123,5651,2060980,6212,2068980
1123,5651,2061790,6212,2069790
1123,5651,2061790,6212,2069790
1123,5651,2062260,6212,2070260
1123,5651,2063070,6212,2071070
1123,5651,2064070,6212,2072070
1123,5651,2064880,6212,2072880
1124,5653,2065350,6212,2073350
1124,5653,2065820,6212,2073820
1124,5653,2066820,6212,2074820
1124,5653,2067820,6212,2075820
1124,5653,2068820,6212,2076820
1124,5653,2069290,6212,2077290
1124,5653,2069290,6212,2077290
1124,5653,2069610,6212,2077610
1125,5654,2070080,6212,2078080
1125,5654,2070550,6212,2078550
1125,5654,2071360,6212,2079360
1125,5654,2071820,6212,2079820
1125,5654,2072630,6212,2080630
1125,5654,2073180,6212,2081180
1126,5662,2074180,6212,2082180
1126,5662,2075180,6212,2083180
1126,5662,2076180,6212,2084180
1126,5662,2077180,6212,2085180
1126,5662,2077990,6212,2085990
1127,5670,2077990,6212,2085990
1128,5678,2078100,6212,2086100
1128,5678,2078570,6212,2086570
1128,5678,2079570,6212,2087570
1129,5680,2080570,6212,2088570
1129,5680,2081220,6212,2089220
1129,5680,2082220,6212,2090220
1130,5688,2082220,6212,2090220
1130,5688,2082220,6212,2090220
1130,5688,2082330,6212,2090330
1130,5688,2083140,6212,2091140
1130,5688,2083360,6212,2091360
1130,5688,2084360,6212,2092360
1130,5688,2084360,6212,2092360
1130,5688,2084830,6212,2092830
1130,5688,2085300,6212,2093300
1130,5688,2086300,6212,2094300
1130,5688,2087300,6212,2095300
1130,5688,2088300,6212,2096300
1130,5688,2089300,6212,2097300
1130,5688,2090300,6212,2098300
1130,5688,2091110,6212,2099110
1130,5688,2092110,6212,2100110
1130,5688,2093110,6212,2101110
1130,5688,2093270,6212,2101270
1130,5688,2093740,6212,2101740
1130,5688,2094740,6212,2102740
1130,5688,2094740,6212,2102740
1130,5688,2095740,6212,2103740
1130,5688,2096390,6212,2104390
1130,5688,2097200,6212,2105200
1130,5688,2098200,6212,2106200
1130,5688,2099200,6212,2107200
1130,5688,2100200,6212,2108200
1130,5688,2101200,6212,2109200
1130,5688,2102200,6212,2110200
1130,5688,2103010,6212,2111010
1131,5696,2103480,6212,2111480
1131,5696,2104130,6212,2112130
1131,5696,2104680,6212,2112680
1131,5696,2104910,6212,2112910
1131,5696,2105910,6212,2113910
1131,5696,2106910,6212,2114910
1132,5704,2114910,6212,2122910
1132,5704,2115720,6212,2123720
1132,5704,2116720,6212,2124720
1132,5704,2117720,6212,2125720
1132,5704,2117720,6212,2125720
1132,5704,2118720,6212,2126720
1132,5704,2119720,6212,2127720
1132,5704,2120720,6212,2128720
1132,5704,2121190,6212,2129190
1132,5704,2122190,6212,2130190
1132,5704,2122510,6212,2130510
1132,5704,2123510,6212,2131510
1132,5704,2124510,6212,2132510
1133,5706,2124980,6212,2132980
1133,5706,2125980,6212,2133980
1133,5706,2126980,6212,2134980
1133,5706,2127790,6212,2135790
1133,5706,2128790,6212,2136790
1133,5706,2129790,6212,2137790
1133,5706,2130260,6212,2138260
1133,5706,2130260,6212,2138260
1133,5706,2130850,6212,2138850
1133,5706,2131850,6212,2139850
1133,5706,2132320,6212,2140320
1133,5706,2132320,6212,2140320
1133,5706,2133320,6212,2141320
1134,5708,2133910,6212,2141910
1134,5708,2134560,6212,2142560
1134,5708,2135370,6212,2143370
1134,5708,2135530,6212,2143530
1134,5708,2136180,6212,2144180
1134,5708,2136180,6212,2144180
1134,5708,2136410,6212,2144410
1134,5708,2137410,6212,2145410
1134,5708,2137410,6212,2145410
1134,5708,2138410,6212,2146410
1134,5708,2138880,6212,2146880
1134,5708,2139880,6212,2147880
1134,5708,2140880,6212,2148880
1134,5708,2141350,6212,2149350
1134,5708,2141670,6212,2149670
1134,5708,2141900,6212,2149900
1134,5708,2141900,6212,2149900
1134,5708,2142370,6212,2150370
1134,5708,2142370,6212,2150370
1134,5708,2143370,6212,2151370
1134,5708,2143530,6212,2151530
1135,5710,2144530,6212,2152530
1135,5710,2144690,6212,2152690
1135,5710,2145340,6212,2153340
1135,5710,2146340,6212,2154340
1135,5710,2146340,6212,2154340
1135,5710,2147150,6212,2155150
1135,5710,2148150,6212,2156150
1135,5710,2149150,6212,2157150
1135,5710,2149620,6212,2157620
1135,5710,2150430,6212,2158430
1135,5710,2151430,6212,2159430
1135,5710,2152240,6212,2160240
1135,5710,2153240,6212,2161240
1135,5710,2154240,6212,2162240
1135,5710,2155240,6212,2163240
1136,5712,2156240,6212,2164240
1136,5712,2156560,6212,2164560
1137,5714,2157560,6212,2165560
1137,5714,2158030,6212,2166030
1137,5714,2158840,6212,2166840
1137,5714,2159060,6212,2167060
1138,5722,2160060,6212,2168060
1139,5724,2160060,6212,2168060
1139,5724,2161060,6212,2169060
1139,5724,2161290,6212,2169290
1139,5724,2161290,6212,2169290
1139,5724,2162290,6212,2170290
1139,5724,2162760,6212,2170760
1140,5732,2162760,6212,2170760
1140,5732,2163570,6212,2171570
1140,5732,2164570,6212,2172570
1141,5740,2165220,6212,2173220
1141,5740,2165270,6212,2173270
1141,5740,2166270,6212,2174270
1141,5740,2167080,6212,2175080
1141,5740,2167550,6212,2175550
1141,5740,2168200,6212,2176200
1141,5740,2168200,6212,2176200
1141,5740,2169200,6212,2177200
1141,5740,2169200,6212,2177200
1141,5740,2170200,6212,2178200
1141,5740,2171200,6212,2179200
1141,5740,2171670,6212,2179670
1141,5740,2172670,6212,2180670
1142,5742,2173480,6212,2181480
1143,5750,2174480,6212,2182480
1143,5750,2175290,6212,2183290
1143,5750,2176290,6212,2184290
1143,5750,2177290,6212,2185290
1143,5750,2177760,6212,2185760
1143,5750,2178080,6212,2186080
1143,5750,2179080,6212,2187080
1143,5750,2179890,6212,2187890
1143,5750,2180890,6212,2188890
1143,5750,2181890,6212,2189890
1143,5750,2182890,6212,2190890
1144,5758,2182890,6212,2190890
1144,5758,2183360,6212,2191360
1144,5758,2184360,6212,2192360
1144,5758,2185360,6212,2193360
1144,5758,2185830,6212,2193830
1144,5758,2186050,6212,2194050
1144,5758,2186280,6212,2194280
1144,5758,2187280,6212,2195280
1144,5758,2187870,6212,2195870
1144,5758,2188680,6212,2196680
1144,5758,2189680,6212,2197680
1145,5766,2189910,6212,2197910
1145,5766,2190910,6212,2198910
1145,5766,2191910,6212,2199910
1145,5766,2192910,6212,2200910
1145,5766,2193910,6212,2201910
1145,5766,2194910,6212,2202910
1146,5774,2194910,6212,2202910
1146,5774,2195720,6212,2203720
1146,5774,2196530,6212,2204530
1146,5774,2197530,6212,2205530
1146,5774,2197530,6212,2205530
1146,5774,2198530,6212,2206530
1146,5774,2198530,6212,2206530
1146,5774,2199530,6212,2207530
1146,5774,2199530,6212,2207530
1146,5774,2200180,6212,2208180
1146,5774,2200180,6212,2208180
