ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
448,1580,1473280,6212,1473280
449,1588,1473750,6212,1473750
449,1588,1474750,6212,1474750
449,1588,1475750,6212,1475750
449,1588,1475750,6212,1475750
449,1588,1476750,6212,1476750
449,1588,1476750,6212,1476750
449,1588,1476750,6212,1476750
449,1588,1477220,6212,1477220
449,1588,1478220,6212,1478220
449,1588,1479220,6212,1479220
450,1596,1480220,6212,1480220
450,1596,1481220,6212,1481220
450,1596,1481380,6212,1481380
450,1596,1481970,6212,1481970
450,1596,1482970,6212,1482970
450,1596,1483290,6212,1483290
450,1596,1483760,6212,1483760
450,1596,1483760,6212,1483760
450,1596,1484760,6212,1484760
450,1596,1485570,6212,1485570
450,1596,1485570,6212,1485570
450,1596,1486380,6212,1486380
450,1596,1486850,6212,1486850
450,1596,1487850,6212,1487850
450,1596,1488310,6212,1488310
450,1596,1488310,6212,1488310
451,1604,1489310,6212,1489310
451,1604,1490310,6212,1490310
451,1604,1491120,6212,1491120
451,1604,1491590,6212,1491590
451,1604,1492590,6212,1492590
451,1604,1493590,6212,1493590
451,1604,1494590,6212,1494590
451,1604,1494590,6212,1494590
451,1604,1495590,6212,1495590
451,1604,1496590,6212,1496590
452,1612,1497400,6212,1497400
452,1612,1498400,6212,1498400
452,1612,1498950,6212,1498950
452,1612,1499420,6212,1499420
452,1612,1499890,6212,1499890
452,1612,1499890,6212,1499890
452,1612,1500210,6212,1500210
452,1612,1500210,6212,1500210
452,1612,1501210,6212,1501210
452,1612,1502210,6212,1502210
452,1612,1503210,6212,1503210
452,1612,1503860,6212,1503860
452,1612,1504180,6212,1504180
452,1612,1504180,6212,1504180
453,1620,1505180,6212,1505180
453,1620,1506180,6212,1506180
453,1620,1507180,6212,1507180
453,1620,1507990,6212,1507990
453,1620,1507990,6212,1507990
453,1620,1508990,6212,1508990
453,1620,1509640,6212,1509640
453,1620,1510190,6212,1510190
453,1620,1511190,6212,1511190
454,1628,1512190,6212,1512190
454,1628,1512190,6212,1512190
454,1628,1512190,6212,1512190
454,1628,1513190,6212,1513190
454,1628,1513190,6212,1513190
454,1628,1513660,6212,1513660
454,1628,1514660,6212,1514660
454,1628,1514980,6212,1514980
454,1628,1515450,6212,1515450
454,1628,1516450,6212,1516450
454,1628,1516920,6212,1516920
454,1628,1517390,6212,1517390
455,1636,1517860,6212,1517860
455,1636,1518670,6212,1518670
455,1636,1519670,6212,1519670
455,1636,1520670,6212,1520670
455,1636,1520670,6212,1520670
455,1636,1521670,6212,1521670
455,1636,1522670,6212,1522670
455,1636,1523220,6212,1523220
455,1636,1524220,6212,1524220
455,1636,1525220,6212,1525220
455,1636,1525680,6212,1525680
455,1636,1525680,6212,1525680
455,1636,1525680,6212,1525680
455,1636,1526680,6212,1526680
456,1644,1527680,6212,1527680
456,1644,1528490,6212,1528490
456,1644,1528960,6212,1528960
456,1644,1529960,6212,1529960
456,1644,1530330,6212,1530330
456,1644,1531330,6212,1531330
456,1644,1531330,6212,1531330
456,1644,1532330,6212,1532330
457,1652,1532800,6212,1532800
457,1652,1533390,6212,1533390
457,1652,1534390,6212,1534390
457,1652,1535200,6212,1535200
457,1652,1535200,6212,1535200
457,1652,1536200,6212,1536200
457,1652,1536420,6212,1536420
457,1652,1537420,6212,1537420
457,1652,1537650,6212,1537650
457,1652,1538120,6212,1538120
457,1652,1539120,6212,1539120
457,1652,1539440,6212,1539440
457,1652,1540440,6212,1540440
457,1652,1541440,6212,1541440
458,1660,1542440,6212,1542440
458,1660,1542440,6212,1542440
458,1660,1543440,6212,1543440
458,1660,1544440,6212,1544440
458,1660,1545250,6212,1545250
458,1660,1545300,6212,1545300
458,1660,1546300,6212,1546300
458,1660,1546620,6212,1546620
458,1660,1547620,6212,1547620
458,1660,1548620,6212,1548620
459,1668,1549620,6212,1549620
459,1668,1550620,6212,1550620
459,1668,1551620,6212,1551620
459,1668,1552620,6212,1552620
459,1668,1552620,6212,1552620
459,1668,1553620,6212,1553620
459,1668,1554620,6212,1554620
459,1668,1555090,6212,1555090
459,1668,1555310,6212,1555310
459,1668,1557310,6212,1557310
459,1668,1557310,6212,1557310
459,1668,1558310,6212,1558310
460,1676,1559310,6212,1559310
460,1676,1560120,6212,1560120
460,1676,1561120,6212,1561120
460,1676,1561120,6212,1561120
460,1676,1561440,6212,1561440
460,1676,1562440,6212,1562440
460,1676,1563250,6212,1563250
460,1676,1563250,6212,1563250
460,1676,1563250,6212,1563250
460,1676,1563720,6212,1563720
460,1676,1564190,6212,1564190
460,1676,1564190,6212,1564190
460,1676,1565190,6212,1565190
460,1676,1566190,6212,1566190
460,1676,1567000,6212,1567000
461,1684,1567810,6212,1567810
461,1684,1568810,6212,1568810
461,1684,1569810,6212,1569810
461,1684,1570810,6212,1570810
461,1684,1571810,6212,1571810
461,1684,1572810,6212,1572810
461,1684,1573270,6212,1573270
462,1692,1574270,6212,1574270
462,1692,1574740,6212,1574740
462,1692,1575210,6212,1575210
462,1692,1576210,6212,1576210
462,1692,1577020,6212,1577020
462,1692,1578020,6212,1578020
462,1692,1578020,6212,1578020
462,1692,1578830,6212,1578830
462,1692,1579830,6212,1579830
463,1700,1580830,6212,1580830
463,1700,1581640,6212,1581640
463,1700,1582640,6212,1582640
463,1700,1583290,6212,1583290
463,1700,1584290,6212,1584290
463,1700,1584880,6212,1584880
463,1700,1585880,6212,1585880
463,1700,1586690,6212,1586690
463,1700,1587690,6212,1587690
463,1700,1587690,6212,1587690
463,1700,1587690,6212,1587690
463,1700,1587690,6212,1587690
463,1700,1588160,6212,1588160
463,1700,1588710,6212,1588710
464,1708,1589300,6212,1589300
464,1708,1590300,6212,1590300
464,1708,1590300,6212,1590300
464,1708,1590300,6212,1590300
464,1708,1590770,6212,1590770
464,1708,1591580,6212,1591580
464,1708,1592580,6212,1592580
464,1708,1593580,6212,1593580
464,1708,1593810,6212,1593810
464,1708,1594810,6212,1594810
464,1708,1594810,6212,1594810
464,1708,1594970,6212,1594970
464,1708,1595440,6212,1595440
464,1708,1595660,6212,1595660
464,1708,1596660,6212,1596660
465,1716,1597470,6212,1597470
465,1716,1598280,6212,1598280
465,1716,1599280,6212,1599280
465,1716,1599930,6212,1599930
465,1716,1599930,6212,1599930
465,1716,1600930,6212,1600930
465,1716,1600930,6212,1600930
465,1716,1601930,6212,1601930
465,1716,1602930,6212,1602930
465,1716,1603930,6212,1603930
465,1716,1603930,6212,1603930
465,1716,1604930,6212,1604930
466,1718,1605930,6212,1605930
466,1718,1605930,6212,1605930
466,1718,1606930,6212,1606930
467,1720,1607930,6212,1607930
467,1720,1608250,6212,1608250
468,1722,1609250,6212,1609250
468,1722,1610060,6212,1610060
468,1722,1610870,6212,1610870
468,1722,1611330,6212,1611330
469,1726,1615330,6212,1615330
470,1728,1616330,6212,1616330
470,1728,1616330,6212,1616330
470,1728,1616980,6212,1616980
471,1730,1617980,6212,1617980
471,1730,1617980,6212,1617980
471,1730,1617980,6212,1617980
471,1730,1618530,6212,1618530
472,1732,1619530,6212,1619530
472,1732,1619530,6212,1619530
472,1732,1620180,6212,1620180
473,1734,1621180,6212,1621180
473,1734,1621660,6212,1621660
474,1736,1622660,6212,1622660
474,1736,1623660,6212,1623660
474,1736,1624130,6212,1624130
475,1738,1625130,6212,1625130
475,1738,1626130,6212,1626130
476,1740,1626600,6212,1626600
476,1740,1626820,6212,1626820
476,1740,1627630,6212,1627630
477,1742,1628630,6212,1628630
477,1742,1629100,6212,1629100
477,1742,1629570,6212,1629570
478,1744,1630570,6212,1630570
478,1744,1630570,6212,1630570
478,1744,1630890,6212,1630890
478,1744,1631700,6212,1631700
478,1744,1631860,6212,1631860
478,1744,1632670,6212,1632670
478,1744,1633670,6212,1633670
478,1744,1634130,6212,1634130
478,1744,1634130,6212,1634130
479,1746,1635130,6212,1635130
479,1746,1635780,6212,1635780
480,1748,1636780,6212,1636780
480,1748,1637590,6212,1637590
481,1750,1638590,6212,1638590
481,1750,1638590,6212,1638590
482,1752,1639590,6212,1639590
482,1752,1639590,6212,1639590
482,1752,1639590,6212,1639590
482,1752,1640590,6212,1640590
482,1752,1641240,6212,1641240
483,1754,1642240,6212,1642240
483,1754,1643240,6212,1643240
484,1756,1644240,6212,1644240
484,1756,1645240,6212,1645240
485,1758,1646240,6212,1646240
485,1758,1646240,6212,1646240
485,1758,1646710,6212,1646710
486,1760,1647710,6212,1647710
487,1768,1655710,6212,1655710
487,1768,1656710,6212,1656710
487,1768,1656710,6212,1656710
487,1768,1656710,6212,1656710
487,1768,1657030,6212,1657030
488,1770,1658030,6212,1658030
488,1770,1658030,6212,1658030
488,1770,1659030,6212,1659030
488,1770,1659030,6212,1659030
489,1772,1660030,6212,1660030
489,1772,1661030,6212,1661030
489,1772,1661350,6212,1661350
489,1772,1661460,6212,1661460
490,1774,1662460,6212,1662460
490,1774,1662780,6212,1662780
490,1774,1663780,6212,1663780
490,1774,1664250,6212,1664250
491,1776,1665060,6212,1665060
491,1776,1665060,6212,1665060
491,1776,1666060,6212,1666060
492,1778,1667060,6212,1667060
492,1778,1667060,6212,1667060
493,1780,1668060,6212,1668060
493,1780,1669060,6212,1669060
494,1782,1670060,6212,1670060
494,1782,1670280,6212,1670280
494,1782,1671280,6212,1671280
494,1782,1672090,6212,1672090
495,1784,1672560,6212,1672560
495,1784,1673030,6212,1673030
495,1784,1674030,6212,1674030
496,1786,1675030,6212,1675030
496,1786,1675680,6212,1675680
497,1788,1676680,6212,1676680
498,1790,1677680,6212,1677680
498,1790,1678490,6212,1678490
498,1790,1679490,6212,1679490
498,1790,1679810,6212,1679810
498,1790,1680130,6212,1680130
499,1798,1681130,6212,1681130
499,1798,1682130,6212,1682130
499,1798,1683130,6212,1683130
499,1798,1684130,6212,1684130
499,1798,1684780,6212,1684780
499,1798,1685250,6212,1685250
499,1798,1686250,6212,1686250
500,1806,1687250,6212,1687250
500,1806,1688060,6212,1688060
500,1806,1689060,6212,1689060
500,1806,1690060,6212,1690060
500,1806,1690870,6212,1690870
500,1806,1691330,6212,1691330
500,1806,1692330,6212,1692330
500,1806,1693330,6212,1693330
500,1806,1693800,6212,1693800
501,1814,1694800,6212,1694800
501,1814,1695610,6212,1695610
501,1814,1696420,6212,1696420
501,1814,1697420,6212,1697420
501,1814,1697420,6212,1697420
501,1814,1698420,6212,1698420
501,1814,1699230,6212,1699230
501,1814,1700230,6212,1700230
501,1814,1700230,6212,1700230
501,1814,1701230,6212,1701230
501,1814,1702230,6212,1702230
502,1822,1703230,6212,1703230
502,1822,1703700,6212,1703700
502,1822,1704700,6212,1704700
502,1822,1705510,6212,1705510
502,1822,1706160,6212,1706160
502,1822,1706630,6212,1706630
502,1822,1706950,6212,1706950
502,1822,1707950,6212,1707950
502,1822,1708950,6212,1708950
503,1830,1709950,6212,1709950
503,1830,1709950,6212,1709950
503,1830,1710420,6212,1710420
503,1830,1710420,6212,1710420
503,1830,1711420,6212,1711420
503,1830,1712420,6212,1712420
503,1830,1713230,6212,1713230
503,1830,1714230,6212,1714230
503,1830,1715230,6212,1715230
503,1830,1716230,6212,1716230
503,1830,1716700,6212,1716700
503,1830,1717700,6212,1717700
503,1830,1718020,6212,1718020
504,1838,1719020,6212,1719020
504,1838,1720020,6212,1720020
504,1838,1720020,6212,1720020
504,1838,1720490,6212,1720490
504,1838,1721300,6212,1721300
504,1838,1721300,6212,1721300
504,1838,1722300,6212,1722300
504,1838,1722770,6212,1722770
504,1838,1723000,6212,1723000
505,1846,1723470,6212,1723470
505,1846,1723470,6212,1723470
505,1846,1724470,6212,1724470
505,1846,1724930,6212,1724930
505,1846,1725400,6212,1725400
505,1846,1726400,6212,1726400
505,1846,1726860,6212,1726860
505,1846,1727670,6212,1727670
505,1846,1727670,6212,1727670
505,1846,1728670,6212,1728670
505,1846,1729670,6212,1729670
506,1854,1730670,6212,1730670
506,1854,1731670,6212,1731670
506,1854,1732670,6212,1732670
506,1854,1732670,6212,1732670
506,1854,1732670,6212,1732670
506,1854,1733140,6212,1733140
506,1854,1733140,6212,1733140
506,1854,1733950,6212,1733950
506,1854,1734950,6212,1734950
506,1854,1735950,6212,1735950
506,1854,1736760,6212,1736760
506,1854,1737230,6212,1737230
506,1854,1738040,6212,1738040
506,1854,1739040,6212,1739040
507,1862,1740040,6212,1740040
507,1862,1740690,6212,1740690
507,1862,1741690,6212,1741690
507,1862,1741690,6212,1741690
507,1862,1742690,6212,1742690
507,1862,1743690,6212,1743690
507,1862,1744690,6212,1744690
507,1862,1745010,6212,1745010
508,1870,1745330,6212,1745330
508,1870,1746330,6212,1746330
508,1870,1747330,6212,1747330
508,1870,1748330,6212,1748330
508,1870,1749330,6212,1749330
508,1870,1750140,6212,1750140
508,1870,1750140,6212,1750140
508,1870,1750610,6212,1750610
508,1870,1751610,6212,1751610
508,1870,1752610,6212,1752610
508,1870,1752930,6212,1752930
509,1872,1753930,6212,1753930
509,1872,1754400,6212,1754400
510,1874,1755210,6212,1755210
510,1874,1755530,6212,1755530
510,1874,1755530,6212,1755530
510,1874,1755530,6212,1755530
510,1874,1755530,6212,1755530
510,1874,1756530,6212,1756530
511,1876,1757530,6212,1757530
512,1878,1758340,6212,1758340
512,1878,1758340,6212,1758340
512,1878,1759150,6212,1759150
512,1878,1759150,6212,1759150
512,1878,1759620,6212,1759620
512,1878,1759620,6212,1759620
513,1880,1760620,6212,1760620
513,1880,1761620,6212,1761620
513,1880,1761620,6212,1761620
514,1882,1762430,6212,1762430
514,1882,1762900,6212,1762900
514,1882,1763900,6212,1763900
515,1884,1764490,6212,1764490
515,1884,1764810,6212,1764810
515,1884,1764810,6212,1764810
515,1884,1765810,6212,1765810
516,1886,1766810,6212,1766810
516,1886,1767810,6212,1767810
517,1890,1768810,6212,1768810
517,1890,1769360,6212,1769360
517,1890,1769360,6212,1769360
517,1890,1770360,6212,1770360
518,1892,1771360,6212,1771360
518,1892,1771360,6212,1771360
518,1892,1771360,6212,1771360
518,1892,1771910,6212,1771910
518,1892,1772910,6212,1772910
519,1894,1773910,6212,1773910
519,1894,1774910,6212,1774910
519,1894,1775130,6212,1775130
519,1894,1775590,6212,1775590
519,1894,1776590,6212,1776590
520,1896,1777180,6212,1777180
521,1898,1778180,6212,1778180
521,1898,1779180,6212,1779180
521,1898,1780180,6212,1780180
522,1900,1781180,6212,1781180
522,1900,1782180,6212,1782180
522,1900,1782500,6212,1782500
522,1900,1782500,6212,1782500
523,1902,1783090,6212,1783090
523,1902,1783090,6212,1783090
523,1902,1783090,6212,1783090
523,1902,1783090,6212,1783090
524,1904,1783560,6212,1783560
524,1904,1784560,6212,1784560
524,1904,1785370,6212,1785370
524,1904,1785370,6212,1785370
524,1904,1785690,6212,1785690
525,1906,1786690,6212,1786690
525,1906,1787690,6212,1787690
526,1908,1788690,6212,1788690
526,1908,1789690,6212,1789690
527,1910,1790500,6212,1790500
528,1912,1791500,6212,1791500
528,1912,1792500,6212,1792500
528,1912,1793500,6212,1793500
529,1914,1794500,6212,1794500
529,1914,1795500,6212,1795500
530,1918,1796050,6212,1796050
531,1920,1796860,6212,1796860
531,1920,1796860,6212,1796860
531,1920,1797860,6212,1797860
531,1920,1797860,6212,1797860
531,1920,1798860,6212,1798860
531,1920,1799860,6212,1799860
531,1920,1800510,6212,1800510
531,1920,1800510,6212,1800510
532,1924,1801510,6212,1801510
532,1924,1802510,6212,1802510
532,1924,1802510,6212,1802510
533,1926,1803320,6212,1803320
533,1926,1803320,6212,1803320
533,1926,1804320,6212,1804320
533,1926,1804640,6212,1804640
533,1926,1805640,6212,1805640
533,1926,1806640,6212,1806640
534,1934,1814640,6212,1814640
535,1936,1815640,6212,1815640
536,1940,1816290,6212,1816290
536,1940,1817290,6212,1817290
536,1940,1817290,6212,1817290
537,1942,1818290,6212,1818290
537,1942,1819290,6212,1819290
538,1944,1820290,6212,1820290
538,1944,1821290,6212,1821290
538,1944,1821290,6212,1821290
539,1946,1822100,6212,1822100
539,1946,1823100,6212,1823100
540,1954,1824100,6212,1824100
540,1954,1825100,6212,1825100
540,1954,1825450,6212,1825450
540,1954,1825920,6212,1825920
540,1954,1826920,6212,1826920
540,1954,1827240,6212,1827240
540,1954,1827890,6212,1827890
540,1954,1828210,6212,1828210
540,1954,1829210,6212,1829210
541,1962,1830210,6212,1830210
541,1962,1830580,6212,1830580
541,1962,1831050,6212,1831050
541,1962,1832050,6212,1832050
541,1962,1832640,6212,1832640
541,1962,1833450,6212,1833450
541,1962,1833450,6212,1833450
541,1962,1834450,6212,1834450
541,1962,1835450,6212,1835450
542,1970,1836450,6212,1836450
542,1970,1837260,6212,1837260
542,1970,1838260,6212,1838260
542,1970,1839260,6212,1839260
542,1970,1840260,6212,1840260
542,1970,1840910,6212,1840910
542,1970,1841910,6212,1841910
542,1970,1842910,6212,1842910
542,1970,1843910,6212,1843910
542,1970,1844380,6212,1844380
542,1970,1845380,6212,1845380
543,1978,1846380,6212,1846380
543,1978,1847380,6212,1847380
543,1978,1847380,6212,1847380
543,1978,1848380,6212,1848380
543,1978,1849190,6212,1849190
543,1978,1850190,6212,1850190
543,1978,1851000,6212,1851000
543,1978,1851810,6212,1851810
543,1978,1851810,6212,1851810
543,1978,1852810,6212,1852810
543,1978,1853810,6212,1853810
543,1978,1854460,6212,1854460
543,1978,1855460,6212,1855460
544,1986,1856270,6212,1856270
544,1986,1856740,6212,1856740
544,1986,1857060,6212,1857060
544,1986,1857290,6212,1857290
544,1986,1858290,6212,1858290
544,1986,1859290,6212,1859290
544,1986,1860100,6212,1860100
544,1986,1861100,6212,1861100
544,1986,1861910,6212,1861910
544,1986,1861910,6212,1861910
544,1986,1862910,6212,1862910
545,1994,1863560,6212,1863560
545,1994,1863560,6212,1863560
545,1994,1863560,6212,1863560
545,1994,1864030,6212,1864030
545,1994,1864490,6212,1864490
545,1994,1864810,6212,1864810
545,1994,1865810,6212,1865810
545,1994,1866620,6212,1866620
545,1994,1867620,6212,1867620
545,1994,1868090,6212,1868090
545,1994,1869090,6212,1869090
545,1994,1869740,6212,1869740
545,1994,1870740,6212,1870740
546,2002,1871740,6212,1871740
546,2002,1872740,6212,1872740
546,2002,1873550,6212,1873550
546,2002,1874360,6212,1874360
546,2002,1875360,6212,1875360
546,2002,1876360,6212,1876360
546,2002,1876690,6212,1876690
546,2002,1877690,6212,1877690
546,2002,1878690,6212,1878690
547,2010,1879690,6212,1879690
547,2010,1879690,6212,1879690
547,2010,1880690,6212,1880690
547,2010,1881690,6212,1881690
547,2010,1882500,6212,1882500
547,2010,1883500,6212,1883500
547,2010,1884500,6212,1884500
547,2010,1884660,6212,1884660
547,2010,1885660,6212,1885660
547,2010,1886470,6212,1886470
548,2018,1887470,6212,1887470
548,2018,1887470,6212,1887470
548,2018,1888470,6212,1888470
548,2018,1889470,6212,1889470
548,2018,1890470,6212,1890470
548,2018,1891470,6212,1891470
548,2018,1891470,6212,1891470
548,2018,1891790,6212,1891790
548,2018,1892110,6212,1892110
549,2026,1893110,6212,1893110
549,2026,1893110,6212,1893110
549,2026,1893110,6212,1893110
549,2026,1893330,6212,1893330
549,2026,1893920,6212,1893920
549,2026,1894920,6212,1894920
549,2026,1895920,6212,1895920
549,2026,1896730,6212,1896730
549,2026,1897380,6212,1897380
549,2026,1898030,6212,1898030
549,2026,1898840,6212,1898840
549,2026,1898840,6212,1898840
549,2026,1899840,6212,1899840
549,2026,1900840,6212,1900840
549,2026,1901310,6212,1901310
549,2026,1902120,6212,1902120
549,2026,1902120,6212,1902120
549,2026,1902350,6212,1902350
550,2034,1903350,6212,1903350
550,2034,1903350,6212,1903350
550,2034,1904160,6212,1904160
550,2034,1905160,6212,1905160
550,2034,1905640,6212,1905640
550,2034,1906100,6212,1906100
550,2034,1906910,6212,1906910
550,2034,1907720,6212,1907720
550,2034,1908530,6212,1908530
550,2034,1909530,6212,1909530
550,2034,1910530,6212,1910530
550,2034,1911530,6212,1911530
551,2042,1912530,6212,1912530
551,2042,1913530,6212,1913530
551,2042,1914530,6212,1914530
551,2042,1914690,6212,1914690
551,2042,1915500,6212,1915500
551,2042,1916500,6212,1916500
551,2042,1916960,6212,1916960
551,2042,1917960,6212,1917960
551,2042,1918960,6212,1918960
551,2042,1919960,6212,1919960
552,2050,1920550,6212,1920550
552,2050,1921550,6212,1921550
552,2050,1922360,6212,1922360
552,2050,1923360,6212,1923360
552,2050,1923590,6212,1923590
552,2050,1923590,6212,1923590
552,2050,1923910,6212,1923910
552,2050,1924720,6212,1924720
552,2050,1925720,6212,1925720
552,2050,1926040,6212,1926040
552,2050,1926410,6212,1926410
552,2050,1926730,6212,1926730
552,2050,1926730,6212,1926730
552,2050,1926730,6212,1926730
552,2050,1927200,6212,1927200
552,2050,1927200,6212,1927200
552,2050,1928200,6212,1928200
553,2058,1929200,6212,1929200
553,2058,1930200,6212,1930200
553,2058,1930670,6212,1930670
553,2058,1931670,6212,1931670
553,2058,1932140,6212,1932140
553,2058,1933140,6212,1933140
553,2058,1934140,6212,1934140
554,2066,1934610,6212,1934610
554,2066,1935610,6212,1935610
554,2066,1936610,6212,1936610
554,2066,1937610,6212,1937610
554,2066,1938610,6212,1938610
554,2066,1938610,6212,1938610
554,2066,1938610,6212,1938610
554,2066,1939610,6212,1939610
554,2066,1940260,6212,1940260
555,2074,1941260,6212,1941260
555,2074,1942260,6212,1942260
555,2074,1943260,6212,1943260
555,2074,1943260,6212,1943260
555,2074,1943260,6212,1943260
555,2074,1943260,6212,1943260
555,2074,1944070,6212,1944070
555,2074,1944530,6212,1944530
555,2074,1945340,6212,1945340
555,2074,1946340,6212,1946340
555,2074,1947340,6212,1947340
555,2074,1947930,6212,1947930
556,2082,1948400,6212,1948400
556,2082,1948400,6212,1948400
556,2082,1948860,6212,1948860
556,2082,1949670,6212,1949670
556,2082,1950670,6212,1950670
556,2082,1951140,6212,1951140
556,2082,1951950,6212,1951950
556,2082,1952950,6212,1952950
556,2082,1953950,6212,1953950
556,2082,1954950,6212,1954950
556,2082,1955420,6212,1955420
557,2090,1956420,6212,1956420
557,2090,1957420,6212,1957420
557,2090,1958070,6212,1958070
557,2090,1959070,6212,1959070
557,2090,1960070,6212,1960070
557,2090,1960530,6212,1960530
557,2090,1961530,6212,1961530
557,2090,1962000,6212,1962000
557,2090,1962230,6212,1962230
557,2090,1962880,6212,1962880
558,2092,1963880,6212,1963880
558,2092,1964880,6212,1964880
559,2094,1965530,6212,1965530
559,2094,1966340,6212,1966340
559,2094,1967340,6212,1967340
560,2102,1975340,6212,1975340
560,2102,1976150,6212,1976150
561,2104,1976800,6212,1976800
561,2104,1977800,6212,1977800
562,2106,1978800,6212,1978800
562,2106,1979610,6212,1979610
562,2106,1979840,6212,1979840
563,2108,1980840,6212,1980840
563,2108,1981650,6212,1981650
564,2116,1989650,6212,1989650
565,2118,1990650,6212,1990650
565,2118,1991460,6212,1991460
566,2120,1992460,6212,1992460
566,2120,1992930,6212,1992930
567,2124,1993740,6212,1993740
567,2124,1994550,6212,1994550
568,2126,1995200,6212,1995200
568,2126,1996200,6212,1996200
569,2128,1997200,6212,1997200
569,2128,1998200,6212,1998200
569,2128,1998430,6212,1998430
570,2130,1999430,6212,1999430
570,2130,2000430,6212,2000430
570,2130,2000890,6212,2000890
570,2130,2001360,6212,2001360
570,2130,2002360,6212,2002360
571,2132,2003360,6212,2003360
571,2132,2003630,6212,2003630
571,2132,2003630,6212,2003630
571,2132,2004630,6212,2004630
571,2132,2004740,6212,2004740
571,2132,2004740,6212,2004740
572,2136,2005740,6212,2005740
572,2136,2006740,6212,2006740
572,2136,2007740,6212,2007740
572,2136,2008210,6212,2008210
572,2136,2009210,6212,2009210
573,2138,2010020,6212,2010020
573,2138,2011020,6212,2011020
574,2140,2011830,6212,2011830
574,2140,2012640,6212,2012640
575,2142,2013640,6212,2013640
575,2142,2014640,6212,2014640
575,2142,2014960,6212,2014960
575,2142,2014960,6212,2014960
576,2144,2015960,6212,2015960
576,2144,2016430,6212,2016430
577,2148,2017430,6212,2017430
578,2150,2018430,6212,2018430
578,2150,2019240,6212,2019240
578,2150,2019240,6212,2019240
579,2152,2020240,6212,2020240
579,2152,2021240,6212,2021240
579,2152,2021240,6212,2021240
580,2154,2022240,6212,2022240
580,2154,2023240,6212,2023240
581,2156,2024240,6212,2024240
581,2156,2024240,6212,2024240
581,2156,2025050,6212,2025050
582,2158,2026050,6212,2026050
582,2158,2027050,6212,2027050
583,2160,2028050,6212,2028050
583,2160,2029050,6212,2029050
584,2162,2029700,6212,2029700
584,2162,2030700,6212,2030700
585,2164,2031700,6212,2031700
585,2164,2032700,6212,2032700
586,2166,2033700,6212,2033700
586,2166,2033700,6212,2033700
586,2166,2034510,6212,2034510
587,2170,2035100,6212,2035100
587,2170,2036100,6212,2036100
587,2170,2037100,6212,2037100
587,2170,2038100,6212,2038100
588,2172,2038650,6212,2038650
588,2172,2039650,6212,2039650
589,2174,2040650,6212,2040650
589,2174,2041650,6212,2041650
589,2174,2041650,6212,2041650
590,2176,2042460,6212,2042460
590,2176,2043270,6212,2043270
590,2176,2043740,6212,2043740
591,2178,2044740,6212,2044740
591,2178,2045740,6212,2045740
592,2180,2046210,6212,2046210
592,2180,2046670,6212,2046670
592,2180,2047480,6212,2047480
593,2182,2047950,6212,2047950
593,2182,2048420,6212,2048420
593,2182,2049420,6212,2049420
594,2184,2049890,6212,2049890
594,2184,2050890,6212,2050890
594,2184,2051360,6212,2051360
594,2184,2051360,6212,2051360
595,2188,2052360,6212,2052360
595,2188,2052360,6212,2052360
596,2190,2053360,6212,2053360
596,2190,2054360,6212,2054360
597,2192,2055170,6212,2055170
597,2192,2056170,6212,2056170
597,2192,2056650,6212,2056650
598,2194,2057120,6212,2057120
598,2194,2057120,6212,2057120
598,2194,2058120,6212,2058120
598,2194,2058120,6212,2058120
599,2198,2062120,6212,2062120
599,2198,2062120,6212,2062120
599,2198,2062580,6212,2062580
600,2200,2063580,6212,2063580
600,2200,2064580,6212,2064580
601,2202,2065050,6212,2065050
601,2202,2065700,6212,2065700
602,2206,2066700,6212,2066700
603,2208,2067700,6212,2067700
603,2208,2068170,6212,2068170
603,2208,2068980,6212,2068980
603,2208,2068980,6212,2068980
603,2208,2069790,6212,2069790
603,2208,2069790,6212,2069790
604,2210,2070260,6212,2070260
604,2210,2071070,6212,2071070
605,2212,2072070,6212,2072070
605,2212,2072880,6212,2072880
605,2212,2073350,6212,2073350
606,2214,2073820,6212,2073820
606,2214,2074820,6212,2074820
607,2216,2075820,6212,2075820
607,2216,2076820,6212,2076820
607,2216,2077290,6212,2077290
607,2216,2077290,6212,2077290
607,2216,2077610,6212,2077610
608,2218,2078080,6212,2078080
608,2218,2078550,6212,2078550
608,2218,2079360,6212,2079360
609,2220,2079820,6212,2079820
609,2220,2080630,6212,2080630
610,2222,2081180,6212,2081180
610,2222,2082180,6212,2082180
610,2222,2083180,6212,2083180
610,2222,2084180,6212,2084180
