ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
698050.21,13.91,1.28,182227.8,3.63
698082.32,13.92,1.29,181795.2,3.62
698030.21,13.92,1.29,181596.68,3.62
697903.89,13.92,1.29,181596.68,3.62
697903.89,13.92,1.29,181596.68,3.62
697903.89,13.92,1.29,181596.68,3.62
697777.58,13.92,1.29,181990.82,3.63
697504.95,13.91,1.28,181707.79,3.62
697242.32,13.91,1.28,181551.26,3.62
697116.0,13.91,1.28,181157.13,3.61
697148.11,13.91,1.28,180724.53,3.61
696906.0,13.91,1.28,180336.01,3.6
696779.68,13.91,1.28,180332.46,3.6
697082.95,13.92,1.29,180332.46,3.6
697115.05,13.92,1.29,179899.87,3.59
696745.47,13.92,1.28,180555.23,3.61
696619.16,13.92,1.28,180769.09,3.61
696459.16,13.91,1.28,180609.09,3.61
696459.16,13.91,1.28,180609.09,3.61
696583.89,13.92,1.29,180567.41,3.61
696457.58,13.92,1.29,180672.67,3.61
696060.11,13.91,1.28,180252.25,3.6
695783.26,13.91,1.27,179995.41,3.6
695656.95,13.91,1.27,179995.53,3.6
695530.63,13.91,1.27,180099.69,3.6
695404.32,13.91,1.28,179890.27,3.6
695278.0,13.91,1.28,179886.6,3.6
600102.21,12.01,1.48,276772.52,5.54
599986.42,12.01,1.48,276703.44,5.54
600316.95,12.01,1.49,276613.1,5.54
600608.53,12.02,1.49,277096.7,5.55
600492.74,12.02,1.49,277019.98,5.55
600492.74,12.02,1.49,277019.98,5.55
600376.95,12.02,1.49,276686.07,5.54
600376.95,12.02,1.49,276686.07,5.54
600261.16,12.02,1.49,276673.12,5.54
600166.42,12.02,1.49,276591.18,5.54
600029.58,12.02,1.49,277381.88,5.56
599685.89,12.01,1.49,276976.13,5.55
599685.89,12.01,1.49,276976.13,5.55
599548.63,12.01,1.49,277242.43,5.55
599770.74,12.02,1.49,277214.42,5.56
599770.74,12.02,1.49,277214.42,5.56
599817.89,12.02,1.5,276504.22,5.54
599681.05,12.02,1.49,276691.04,5.55
599749.26,12.02,1.5,279255.47,5.6
599654.53,12.03,1.5,279238.65,5.6
599834.53,12.03,1.5,279414.28,5.6
599739.79,12.03,1.5,279286.24,5.6
600010.32,12.04,1.51,279670.27,5.61
600370.32,12.05,1.52,279927.39,5.62
600233.47,12.05,1.52,279963.97,5.62
600138.74,12.05,1.52,279932.78,5.62
600138.74,12.05,1.52,279932.78,5.62
600001.89,12.05,1.52,279804.35,5.62
599907.16,12.05,1.52,279773.32,5.62
599770.32,12.05,1.52,279646.93,5.62
599675.58,12.05,1.52,279518.89,5.62
599538.74,12.05,1.52,279487.31,5.62
599606.95,12.05,1.52,279341.68,5.61
599512.21,12.05,1.52,279310.56,5.61
598670.11,12.05,1.53,279152.77,5.62
598285.37,12.05,1.52,278769.44,5.61
598155.37,12.04,1.52,278614.49,5.61
598018.53,12.04,1.52,278485.98,5.61
597923.79,12.04,1.52,278471.74,5.61
597786.95,12.04,1.52,278326.36,5.61
597692.21,12.04,1.52,278295.16,5.61
597555.37,12.04,1.52,278166.73,5.61
597906.95,12.05,1.53,278242.55,5.61
597770.11,12.05,1.53,278465.48,5.61
597675.37,12.05,1.53,278409.75,5.61
597538.53,12.05,1.53,278305.85,5.61
597422.74,12.05,1.53,278254.1,5.61
597135.89,12.05,1.52,277965.66,5.61
596981.89,12.04,1.52,277811.66,5.6
597050.11,12.05,1.52,277726.35,5.6
596934.32,12.05,1.52,278218.3,5.62
596647.47,12.04,1.52,277929.86,5.61
596715.68,12.05,1.52,277624.71,5.6
596329.37,12.04,1.51,277226.33,5.6
596213.58,12.04,1.51,277147.6,5.6
596281.79,12.04,1.52,277001.97,5.59
596187.05,12.04,1.52,276970.78,5.59
596050.21,12.04,1.52,276842.35,5.59
596272.32,12.05,1.52,276814.34,5.59
596135.47,12.05,1.52,277001.29,5.6
596203.68,12.05,1.53,277188.32,5.6
596108.95,12.05,1.53,277157.21,5.6
595972.11,12.05,1.53,277028.7,5.6
595777.79,12.05,1.52,276802.98,5.6
595683.05,12.05,1.52,276786.16,5.6
595304.11,12.05,1.52,275761.07,5.58
595351.26,12.05,1.52,275799.52,5.58
595247.26,12.05,1.52,275694.57,5.58
595152.53,12.05,1.52,275587.52,5.58
595015.68,12.05,1.52,275534.95,5.58
594920.95,12.05,1.52,275503.75,5.58
594724.11,12.04,1.52,275305.19,5.58
594587.26,12.04,1.52,275176.76,5.57
594471.47,12.04,1.52,275403.51,5.58
594376.74,12.05,1.52,275386.69,5.58
594444.95,12.05,1.52,275029.94,5.57
594308.11,12.05,1.52,274887.13,5.57
594213.37,12.05,1.52,274870.31,5.57
594213.37,12.05,1.52,274870.31,5.57
594076.53,12.05,1.52,274727.5,5.57
593981.79,12.05,1.52,274696.39,5.57
594050.0,12.05,1.53,274597.67,5.57
593913.16,12.05,1.53,274469.16,5.57
593818.42,12.05,1.53,274452.34,5.57
593681.58,12.05,1.53,274309.53,5.57
594194.74,12.06,1.54,275378.19,5.59
593920.53,12.06,1.53,274995.65,5.58
593767.16,12.06,1.53,274840.7,5.58
593767.16,12.06,1.53,274840.7,5.58
593577.68,12.05,1.53,274798.63,5.58
593482.95,12.06,1.53,274742.9,5.58
593882.95,12.06,1.54,275104.27,5.59
593767.16,12.06,1.54,275025.84,5.59
593835.37,12.07,1.54,274932.93,5.59
593740.63,12.07,1.54,274916.11,5.59
593478.0,12.07,1.54,274316.46,5.58
593525.16,12.07,1.54,274354.91,5.58
593430.42,12.07,1.54,274323.79,5.58
593430.42,12.07,1.54,274323.79,5.58
593430.42,12.07,1.54,274323.79,5.58
913730.0,18.59,1.74,402475.38,8.19
913519.47,18.59,1.74,402335.79,8.19
913330.0,18.59,1.74,402123.42,8.18
913119.47,18.59,1.74,401929.97,8.18
912930.0,18.59,1.74,401860.19,8.18
912930.0,18.59,1.74,401860.19,8.18
912424.74,18.58,1.74,400769.75,8.16
912214.21,18.58,1.74,400630.16,8.16
912024.74,18.58,1.74,400549.53,8.16
911814.21,18.58,1.74,400420.79,8.16
911624.74,18.58,1.74,400285.72,8.16
911247.79,18.58,1.73,399906.06,8.15
911505.89,18.58,1.74,400292.76,8.16
911485.37,18.59,1.74,399675.99,8.15
911226.74,18.58,1.74,399424.98,8.14
911226.74,18.58,1.74,399424.98,8.14
911226.74,18.58,1.74,399424.98,8.14
911037.26,18.58,1.74,399289.92,8.14
911037.26,18.58,1.74,399289.92,8.14
910826.74,18.58,1.74,398679.46,8.13
910806.21,18.58,1.74,398934.2,8.14
910582.53,18.58,1.74,398709.04,8.14
910562.0,18.58,1.74,397918.15,8.12
910541.47,18.58,1.74,397275.83,8.11
909109.89,18.59,1.74,396305.55,8.1
909109.89,18.59,1.74,396305.55,8.1
908899.37,18.59,1.74,396231.24,8.1
908878.84,18.59,1.75,395338.18,8.09
908689.37,18.59,1.75,395254.01,8.09
908478.84,18.59,1.75,395121.49,8.08
908289.37,18.59,1.75,394985.1,8.08
908743.47,18.6,1.76,393515.42,8.05
908532.95,18.6,1.75,393442.44,8.05
908343.47,18.6,1.75,393307.38,8.05
908132.95,18.6,1.75,393233.07,8.05
908132.95,18.6,1.75,393233.07,8.05
907909.37,18.59,1.75,395127.28,8.09
907909.37,18.59,1.75,395127.28,8.09
907719.89,18.59,1.75,395057.5,8.09
907688.84,18.6,1.75,394405.8,8.08
907478.32,18.6,1.75,394266.21,8.08
907288.84,18.6,1.75,394185.57,8.08
907078.32,18.6,1.75,394056.83,8.08
907078.32,18.6,1.75,394056.83,8.08
906888.84,18.6,1.75,393987.05,8.08
906868.32,18.6,1.76,393716.35,8.07
907135.26,18.61,1.76,393885.53,8.08
907114.74,18.61,1.77,393614.83,8.07
907114.74,18.61,1.77,393614.83,8.07
907246.84,18.61,1.77,393726.96,8.08
907226.32,18.62,1.77,393041.3,8.06
907226.32,18.62,1.77,393041.3,8.06
907015.79,18.62,1.77,392901.71,8.06
906805.26,18.61,1.77,392085.92,8.05
906594.74,18.61,1.77,392544.66,8.06
906194.74,18.61,1.77,392335.28,8.06
906005.26,18.61,1.77,392198.89,8.06
905794.74,18.61,1.77,392125.91,8.06
905605.26,18.61,1.77,392045.27,8.06
905605.26,18.61,1.77,392045.27,8.06
905394.74,18.61,1.77,391916.53,8.06
905394.74,18.61,1.77,391916.53,8.06
905205.26,18.61,1.77,391846.75,8.06
905184.74,18.61,1.77,391600.18,8.05
904974.21,18.61,1.77,391430.93,8.05
904763.68,18.61,1.77,391291.34,8.05
904574.21,18.61,1.77,391210.71,8.05
904363.68,18.61,1.77,391081.97,8.05
904363.68,18.61,1.77,391081.97,8.05
903956.21,18.61,1.76,390773.34,8.04
903956.21,18.61,1.76,390773.34,8.04
903745.68,18.61,1.76,390332.12,8.04
904003.79,18.61,1.77,390515.52,8.04
903814.32,18.61,1.77,390376.4,8.04
903793.79,18.62,1.77,390496.15,8.04
903573.79,18.61,1.77,390276.15,8.04
903573.79,18.61,1.77,390276.15,8.04
903384.32,18.61,1.77,390141.08,8.04
903384.32,18.61,1.77,390141.08,8.04
903173.79,18.61,1.77,390066.77,8.04
902984.32,18.61,1.77,389931.7,8.04
902773.79,18.61,1.77,389857.39,8.04
902563.26,18.61,1.77,389416.18,8.03
902542.74,18.61,1.77,389441.58,8.03
901195.37,18.62,1.77,389091.97,8.04
901005.89,18.62,1.77,388955.58,8.04
900597.26,18.61,1.77,388667.58,8.03
900386.74,18.61,1.77,388594.6,8.03
900653.68,18.62,1.77,388286.83,8.03
900633.16,18.62,1.78,387766.84,8.02
900338.42,18.62,1.77,387386.39,8.01
900141.47,18.61,1.77,387273.08,8.01
899720.42,18.61,1.77,387158.35,8.01
899911.26,18.62,1.77,386853.86,8.0
899975.16,18.62,1.78,386827.91,8.0
899764.63,18.62,1.78,386111.52,7.99
899575.16,18.62,1.78,385976.45,7.99
899810.42,18.63,1.78,386132.41,7.99
899052.53,18.63,1.78,385872.47,7.99
898842.0,18.63,1.78,385798.16,7.99
590430.42,12.24,1.71,367073.8,7.61
589504.11,12.24,1.71,366483.02,7.61
589377.79,12.24,1.71,366406.99,7.61
589251.47,12.24,1.71,366344.5,7.61
589460.42,12.24,1.72,366656.47,7.62
589669.37,12.25,1.72,366698.82,7.62
589722.53,12.25,1.73,366340.66,7.61
589564.63,12.25,1.73,366082.4,7.61
589438.32,12.25,1.73,366169.01,7.61
589438.32,12.25,1.73,366169.01,7.61
589312.0,12.25,1.73,366070.96,7.61
589312.0,12.25,1.73,366070.96,7.61
589386.21,12.26,1.73,365679.75,7.6
589386.21,12.26,1.73,365679.75,7.6
589207.26,12.25,1.73,365381.98,7.6
589260.42,12.26,1.73,365066.32,7.59
589102.53,12.26,1.73,364807.68,7.59
589407.26,12.26,1.74,365133.78,7.6
589727.26,12.27,1.75,365211.16,7.6
589600.95,12.27,1.75,365320.88,7.6
589385.68,12.27,1.74,365102.46,7.6
589259.37,12.27,1.74,365000.65,7.6
589133.05,12.27,1.74,364923.84,7.6
589196.74,12.27,1.75,365192.92,7.61
589260.42,12.28,1.75,365259.29,7.61
589134.11,12.28,1.75,365189.68,7.61
589343.05,12.28,1.75,365357.44,7.61
589216.74,12.28,1.75,365287.83,7.61
588374.63,12.28,1.76,364951.15,7.62
588438.32,12.29,1.76,365007.33,7.62
588052.0,12.28,1.75,364676.81,7.62
587746.74,12.28,1.75,364373.79,7.61
587620.42,12.28,1.75,364230.3,7.61
587315.16,12.27,1.74,363927.91,7.6
587315.16,12.27,1.74,363927.91,7.6
587188.84,12.27,1.74,363867.97,7.6
587062.53,12.27,1.74,363795.45,7.6
587062.53,12.27,1.74,363795.45,7.6
587126.21,12.27,1.75,363849.3,7.61
587454.63,12.28,1.75,363882.25,7.61
587328.32,12.28,1.75,364103.6,7.61
586953.58,12.27,1.75,363725.87,7.61
587017.26,12.28,1.75,363810.43,7.61
587337.26,12.29,1.76,364063.49,7.62
587210.95,12.29,1.76,363881.12,7.61
587084.63,12.29,1.76,363860.06,7.61
586698.32,12.28,1.75,363569.01,7.61
586572.0,12.28,1.75,363387.09,7.61
586445.68,12.28,1.75,363365.58,7.61
586319.37,12.28,1.75,363222.09,7.61
586018.32,12.27,1.75,362920.61,7.6
585892.0,12.27,1.75,362860.67,7.6
585765.68,12.27,1.75,362790.86,7.6
585639.37,12.27,1.75,362657.24,7.6
585513.05,12.27,1.75,362587.43,7.6
585576.74,12.28,1.75,362643.81,7.6
585640.42,12.28,1.75,362728.37,7.61
585968.84,12.29,1.76,362989.23,7.61
585808.84,12.28,1.76,362829.23,7.61
585682.53,12.28,1.76,362759.61,7.61
585556.21,12.28,1.76,362625.8,7.61
585446.21,12.28,1.76,362515.8,7.61
585446.21,12.28,1.76,362515.8,7.61
585509.89,12.29,1.76,362600.35,7.61
585573.58,12.29,1.76,362692.37,7.61
585447.26,12.29,1.76,362594.32,7.61
585447.26,12.29,1.76,362594.32,7.61
585320.95,12.29,1.76,362488.94,7.61
585105.68,12.28,1.76,362307.36,7.61
585169.37,12.29,1.76,362391.92,7.61
585043.05,12.29,1.76,362293.93,7.61
585106.74,12.29,1.77,362368.44,7.61
584980.42,12.29,1.77,362275.26,7.61
584980.42,12.29,1.77,362275.26,7.61
585044.11,12.3,1.77,362359.82,7.62
584917.79,12.29,1.77,362261.83,7.61
584791.47,12.29,1.77,362192.02,7.61
584665.16,12.29,1.77,362058.4,7.61
584728.84,12.3,1.77,362142.96,7.62
584792.53,12.3,1.78,362234.97,7.62
584792.53,12.3,1.78,362234.97,7.62
584407.79,12.29,1.77,361946.13,7.61
584281.47,12.29,1.77,361799.17,7.61
584281.47,12.29,1.77,361799.17,7.61
584155.16,12.29,1.77,361737.46,7.61
584028.84,12.29,1.77,361593.97,7.61
584348.84,12.3,1.78,361982.18,7.62
584222.53,12.3,1.78,361800.02,7.62
584096.21,12.3,1.78,361778.75,7.62
584096.21,12.3,1.78,361778.75,7.62
584159.89,12.31,1.78,361863.3,7.62
584033.58,12.31,1.78,361765.32,7.62
584097.26,12.31,1.78,361849.88,7.63
583970.95,12.31,1.78,361751.89,7.63
583584.63,12.3,1.78,361363.75,7.62
583458.32,12.3,1.78,361219.82,7.62
583332.0,12.3,1.78,361160.32,7.62
583205.68,12.3,1.78,361096.72,7.62
583079.37,12.3,1.78,360999.84,7.62
582953.05,12.3,1.78,360958.2,7.62
1010725.05,21.33,1.33,189027.45,3.99
1010525.05,21.33,1.33,188999.21,3.99
1010325.05,21.33,1.33,188987.49,3.99
1010325.05,21.33,1.33,188987.49,3.99
1010125.05,21.33,1.33,189361.81,4.0
1010125.05,21.33,1.33,189361.81,4.0
1010125.05,21.33,1.33,189361.81,4.0
1009761.05,21.33,1.33,189454.92,4.0
1009561.05,21.33,1.33,189411.84,4.0
1009361.05,21.33,1.33,189688.58,4.01
1009161.05,21.33,1.33,189666.07,4.01
1008961.05,21.33,1.33,189658.0,4.01
1008801.05,21.32,1.32,189498.0,4.01
1008993.79,21.33,1.33,189189.33,4.0
1008793.79,21.33,1.33,189251.98,4.0
1008491.05,21.33,1.33,188946.91,4.0
1008715.05,21.33,1.33,189322.69,4.0
1008715.05,21.33,1.33,189322.69,4.0
1008515.05,21.33,1.33,189332.11,4.01
1008505.05,21.34,1.34,189002.55,4.0
1008505.05,21.34,1.34,189002.55,4.0
1008495.05,21.34,1.34,188946.91,4.0
1008131.05,21.34,1.34,189697.63,4.01
1007931.05,21.34,1.34,189372.86,4.01
1008163.05,21.34,1.34,189833.14,4.02
1008163.05,21.34,1.34,189833.14,4.02
1007963.05,21.34,1.34,189810.63,4.02
1007763.05,21.34,1.34,189802.56,4.02
1007753.05,21.35,1.35,189802.56,4.02
1007391.05,21.34,1.34,189426.33,4.01
1007191.05,21.34,1.34,189588.59,4.02
1006991.05,21.34,1.34,189553.96,4.02
1006791.05,21.34,1.34,189523.04,4.02
1006791.05,21.34,1.34,189523.04,4.02
1006591.05,21.34,1.34,189426.33,4.02
1006391.05,21.34,1.34,189616.33,4.02
1006381.05,21.35,1.35,189592.77,4.02
1006181.05,21.35,1.35,189585.75,4.02
1006412.11,21.35,1.35,189585.75,4.02
1006636.11,21.36,1.36,189585.75,4.02
1006272.11,21.36,1.36,190005.25,4.03
1006272.11,21.36,1.36,190005.25,4.03
1005971.05,21.35,1.35,189625.06,4.02
1005971.05,21.35,1.35,189625.06,4.02
1005771.05,21.35,1.35,189585.75,4.02
1005571.05,21.35,1.35,190207.51,4.04
1005371.05,21.35,1.35,190077.71,4.04
1005506.32,21.36,1.36,190208.17,4.04
1005201.05,21.35,1.35,189995.75,4.04
1005201.05,21.35,1.35,189995.75,4.04
1005001.05,21.35,1.35,189973.25,4.04
1004801.05,21.35,1.35,189965.17,4.04
1004601.05,21.35,1.35,189965.17,4.04
1004591.05,21.36,1.36,190257.51,4.04
1004591.05,21.36,1.36,190257.51,4.04
1004391.05,21.36,1.36,190229.49,4.04
1004526.32,21.36,1.36,189965.17,4.04
1004757.37,21.37,1.37,191100.72,4.06
1004557.37,21.37,1.37,190932.25,4.06
1004357.37,21.37,1.37,190908.5,4.06
1004357.37,21.37,1.37,190908.5,4.06
1004357.37,21.37,1.37,190908.5,4.06
1004157.37,21.37,1.37,190901.67,4.06
1004157.37,21.37,1.37,190901.67,4.06
1004381.37,21.38,1.38,190901.67,4.06
1004181.37,21.38,1.38,191167.69,4.07
1003876.11,21.37,1.37,190807.14,4.06
1003512.11,21.37,1.37,190857.09,4.06
1003312.11,21.37,1.37,190859.91,4.06
1003536.11,21.37,1.37,190786.49,4.06
1003172.11,21.37,1.37,191511.84,4.08
1003396.11,21.38,1.38,191491.97,4.08
1003386.11,21.38,1.38,191061.09,4.07
1003186.11,21.38,1.38,190831.25,4.07
1002986.11,21.38,1.38,190820.54,4.07
1002986.11,21.38,1.38,190820.54,4.07
1002786.11,21.38,1.38,190820.54,4.07
1002586.11,21.38,1.38,191477.45,4.08
1002817.16,21.39,1.39,190949.61,4.07
1002617.16,21.39,1.39,190820.54,4.07
1002417.16,21.39,1.39,191730.73,4.09
1002063.16,21.38,1.38,191230.14,4.08
1002063.16,21.38,1.38,191230.14,4.08
1002063.16,21.38,1.38,191230.14,4.08
1001863.16,21.38,1.38,191324.85,4.08
1001663.16,21.38,1.38,191316.05,4.08
1001653.16,21.39,1.39,191294.27,4.08
1001877.16,21.39,1.39,191690.96,4.09
1001677.16,21.39,1.39,191724.55,4.09
1001326.11,21.39,1.39,191418.02,4.09
1001126.11,21.39,1.39,191006.73,4.08
1001126.11,21.39,1.39,191006.73,4.08
1000926.11,21.39,1.39,192664.29,4.12
1001150.11,21.4,1.4,192673.68,4.12
1001342.84,21.4,1.4,192639.61,4.12
1001174.42,21.4,1.4,191893.41,4.1
1001132.84,21.41,1.41,191604.86,4.1
1001132.84,21.41,1.41,191604.86,4.1
1000932.84,21.41,1.41,191598.96,4.1
1000731.79,21.4,1.4,191394.65,4.09
907064.21,19.4,1.51,177851.49,3.8
906843.89,19.4,1.51,177631.36,3.8
906463.16,19.39,1.5,177229.4,3.79
906284.21,19.39,1.5,177218.37,3.79
905994.42,19.39,1.49,176963.0,3.79
905815.47,19.39,1.5,178317.94,3.82
905636.53,19.39,1.5,177654.14,3.8
905457.58,19.39,1.5,177648.69,3.8
905457.58,19.39,1.5,177648.69,3.8
905278.63,19.39,1.5,177646.93,3.81
905099.68,19.39,1.5,177646.93,3.81
905110.74,19.39,1.5,177544.1,3.8
905060.74,19.39,1.5,177494.1,3.8
904881.79,19.39,1.5,177745.32,3.81
904651.05,19.39,1.5,177647.0,3.81
904472.11,19.39,1.5,177579.23,3.81
904293.16,19.39,1.5,177522.1,3.81
904114.21,19.39,1.5,177516.66,3.81
903935.26,19.39,1.5,177514.89,3.81
903756.32,19.39,1.5,177594.8,3.81
903577.37,19.39,1.5,177388.58,3.81
903577.37,19.39,1.5,177388.58,3.81
903398.42,19.39,1.5,177680.92,3.81
903219.47,19.39,1.5,177435.76,3.81
903481.26,19.4,1.51,177388.58,3.81
903337.47,19.4,1.5,177915.24,3.82
902621.68,19.39,1.5,176519.99,3.79
902621.68,19.39,1.5,176519.99,3.79
902442.74,19.39,1.5,176723.2,3.8
902263.79,19.39,1.5,176715.99,3.8
902274.84,19.4,1.5,176080.86,3.79
902108.95,19.4,1.5,176486.12,3.79
902108.95,19.4,1.5,176486.12,3.79
902466.84,19.41,1.51,176486.12,3.79
902287.89,19.41,1.51,176574.07,3.8
902298.95,19.41,1.51,176535.7,3.8
902298.95,19.41,1.51,176535.7,3.8
902298.95,19.41,1.51,176535.7,3.8
901972.11,19.4,1.51,176503.68,3.8
902233.89,19.41,1.52,176486.12,3.8
902233.89,19.41,1.52,176486.12,3.8
902054.95,19.41,1.52,177406.26,3.82
901876.0,19.41,1.52,177308.29,3.82
901887.05,19.42,1.52,177287.81,3.82
901898.11,19.42,1.53,177282.41,3.82
901719.16,19.42,1.53,177280.6,3.82
901540.21,19.42,1.53,177397.28,3.82
901361.26,19.42,1.53,177458.04,3.82
901182.32,19.42,1.53,177515.62,3.83
901003.37,19.42,1.53,177418.92,3.82
900632.63,19.42,1.52,177277.23,3.82
900453.68,19.42,1.52,177271.79,3.82
900715.47,19.42,1.53,177270.02,3.82
900334.74,19.42,1.52,177270.02,3.82
900155.79,19.42,1.52,177843.88,3.84
900166.84,19.42,1.53,178333.31,3.85
899987.89,19.42,1.53,178085.56,3.84
899987.89,19.42,1.53,178085.56,3.84
899998.95,19.43,1.53,177868.26,3.84
899820.0,19.43,1.53,177766.35,3.84
899641.05,19.43,1.53,177762.67,3.84
899652.11,19.43,1.53,177662.13,3.84
899473.16,19.43,1.54,177658.6,3.84
899618.42,19.44,1.54,177974.07,3.85
899439.47,19.44,1.54,178490.1,3.86
899640.32,19.44,1.55,178508.91,3.86
899461.37,19.44,1.55,178382.31,3.86
899472.42,19.45,1.55,178349.9,3.86
899293.47,19.45,1.55,178939.54,3.87
899293.47,19.45,1.55,178939.54,3.87
899293.47,19.45,1.55,178939.54,3.87
899293.47,19.45,1.55,178939.54,3.87
899555.26,19.45,1.56,179077.6,3.87
899793.16,19.46,1.57,179619.52,3.89
899994.0,19.47,1.57,179612.31,3.89
899815.05,19.47,1.57,179612.31,3.89
899815.05,19.47,1.57,179612.31,3.89
899815.05,19.47,1.57,179612.31,3.89
899434.32,19.46,1.57,179158.87,3.88
899445.37,19.47,1.57,179170.49,3.88
899266.42,19.47,1.57,179161.9,3.88
899087.47,19.47,1.57,179158.87,3.88
898887.68,19.46,1.57,179089.92,3.88
898708.74,19.46,1.57,179509.22,3.89
898708.74,19.46,1.57,179509.22,3.89
898548.74,19.46,1.57,179349.22,3.88
898810.53,19.47,1.57,179469.24,3.89
898595.16,19.47,1.57,179253.88,3.88
898416.21,19.47,1.57,179452.02,3.89
898427.26,19.47,1.57,179446.63,3.89
898438.32,19.47,1.58,179444.82,3.89
898259.37,19.47,1.58,179444.82,3.89
898404.63,19.48,1.58,179519.8,3.89
898404.63,19.48,1.58,179519.8,3.89
898225.68,19.48,1.59,179509.88,3.89
898225.68,19.48,1.59,179509.88,3.89
898046.74,19.48,1.59,179516.79,3.89
897867.79,19.48,1.59,180212.57,3.91
897688.84,19.48,1.59,180126.52,3.91
897688.84,19.48,1.59,180126.52,3.91
908463.47,19.72,1.82,271412.45,5.89
908263.47,19.72,1.82,271355.65,5.89
908263.47,19.72,1.82,271355.65,5.89
908063.47,19.72,1.82,271260.0,5.89
907863.47,19.72,1.82,271191.96,5.89
907578.0,19.71,1.82,270748.91,5.88
907399.05,19.71,1.82,270041.43,5.87
907283.79,19.72,1.82,269844.56,5.86
907273.79,19.72,1.82,269950.14,5.87
906914.21,19.71,1.82,269737.41,5.86
906156.32,19.71,1.82,269579.48,5.86
905956.32,19.71,1.82,269511.44,5.86
905956.32,19.71,1.82,269511.44,5.86
906076.84,19.72,1.82,269739.27,5.87
905876.84,19.72,1.82,269671.23,5.87
905876.84,19.72,1.82,269671.23,5.87
905876.84,19.72,1.82,269671.23,5.87
906088.95,19.73,1.83,269995.6,5.88
905910.0,19.73,1.83,269312.36,5.86
905910.0,19.73,1.83,269312.36,5.86
905954.74,19.73,1.84,269251.24,5.86
905754.74,19.73,1.83,269147.59,5.86
905976.21,19.74,1.84,269513.79,5.87
905776.21,19.74,1.84,269446.2,5.87
905576.21,19.74,1.84,269361.34,5.87
905204.74,19.73,1.84,268996.34,5.86
905004.74,19.73,1.84,268893.1,5.86
904804.74,19.73,1.84,268843.89,5.86
905034.32,19.74,1.84,268898.02,5.86
904853.26,19.73,1.84,268684.98,5.86
904843.26,19.74,1.84,268933.13,5.87
904643.26,19.74,1.84,268804.61,5.86
904273.68,19.73,1.84,268599.88,5.86
904503.26,19.74,1.84,269000.17,5.87
904324.32,19.74,1.84,268292.69,5.86
904324.32,19.74,1.84,268292.69,5.86
904032.74,19.73,1.84,267992.9,5.85
903917.47,19.73,1.84,267796.03,5.85
903757.47,19.73,1.84,267636.03,5.84
903747.47,19.74,1.84,267414.33,5.84
903547.47,19.74,1.84,267225.78,5.84
903187.89,19.73,1.83,266871.54,5.83
903187.89,19.73,1.83,266871.54,5.83
902987.89,19.73,1.83,266825.8,5.83
903108.42,19.73,1.84,266978.88,5.83
902908.42,19.73,1.84,266933.14,5.83
902898.42,19.74,1.84,267016.43,5.84
902719.47,19.74,1.84,266333.19,5.82
902719.47,19.74,1.84,266333.19,5.82
902519.47,19.74,1.84,266222.68,5.82
902519.47,19.74,1.84,266222.68,5.82
902519.47,19.74,1.84,266222.68,5.82
902214.21,19.74,1.84,265811.56,5.81
902334.74,19.74,1.85,266082.19,5.82
902134.74,19.74,1.85,266025.39,5.82
901934.74,19.74,1.85,265929.73,5.82
901734.74,19.74,1.85,265872.93,5.82
901534.74,19.74,1.85,265777.28,5.82
901334.74,19.74,1.85,265645.88,5.82
901334.74,19.74,1.85,265645.88,5.82
901564.32,19.75,1.85,266049.06,5.83
901364.32,19.75,1.85,265945.83,5.83
899932.74,19.75,1.86,265785.32,5.83
899732.74,19.75,1.86,265736.1,5.83
899732.74,19.75,1.86,265736.1,5.83
899732.74,19.75,1.86,265736.1,5.83
899442.21,19.75,1.85,265446.8,5.83
899242.21,19.75,1.85,265318.28,5.83
899242.21,19.75,1.85,265318.28,5.83
899042.21,19.75,1.85,265294.35,5.83
899042.21,19.75,1.85,265294.35,5.83
898842.21,19.75,1.85,265237.55,5.83
898642.21,19.75,1.85,265141.9,5.83
898351.68,19.74,1.85,264859.65,5.82
898241.68,19.74,1.84,264749.65,5.82
898041.68,19.74,1.84,264646.0,5.82
897759.58,19.73,1.84,264367.22,5.81
897559.58,19.73,1.84,264318.42,5.81
897190.0,19.73,1.83,263954.19,5.8
897180.0,19.73,1.84,264024.76,5.81
897180.0,19.73,1.84,264024.76,5.81
896980.0,19.73,1.84,263991.74,5.81
896780.0,19.73,1.84,263946.0,5.81
896780.0,19.73,1.84,263946.0,5.81
