ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
1607480.51,25.88,0.31,206023.16,3.32
1800934.27,29.0,0.33,212368.2,3.42
1800647.55,29.0,0.33,212340.9,3.42
1800647.55,29.0,0.33,212390.05,3.42
1800360.84,29.0,0.33,212485.35,3.42
1800074.13,29.0,0.33,212480.57,3.42
1799787.41,29.0,0.33,212480.57,3.42
1799500.7,29.0,0.33,213104.54,3.43
1799500.7,29.0,0.33,213323.36,3.44
1798818.88,28.99,0.32,212549.29,3.43
1798581.92,28.99,0.32,214705.95,3.46
1798739.97,28.99,0.32,214473.66,3.46
1798547.03,28.99,0.32,216941.26,3.5
1798547.03,28.99,0.32,216999.41,3.5
1797865.21,28.99,0.32,216225.35,3.49
1797578.5,28.99,0.32,217394.09,3.51
1797291.78,28.99,0.32,216921.84,3.5
1797005.07,28.99,0.32,216459.61,3.49
1797005.07,28.99,0.32,216456.91,3.49
1797005.07,28.99,0.32,216454.84,3.49
1796946.64,28.99,0.32,216304.16,3.49
1796794.83,28.99,0.32,216060.09,3.49
1796508.11,28.99,0.32,216060.09,3.49
1796221.4,28.99,0.32,216060.09,3.49
1796167.41,28.99,0.32,215935.15,3.49
1795880.7,28.99,0.32,217346.53,3.51
1795198.88,28.98,0.31,216572.46,3.5
1794912.17,28.98,0.31,216539.94,3.5
1794625.45,28.98,0.31,216539.94,3.5
1794625.45,28.98,0.31,216539.94,3.5
1794523.6,28.98,0.31,215457.44,3.48
1794523.6,28.98,0.31,215944.62,3.49
1794236.89,28.98,0.31,215941.66,3.49
1793950.17,28.98,0.31,215939.84,3.49
1793950.17,28.98,0.31,215939.84,3.49
1793366.78,28.97,0.3,215356.45,3.48
1793366.78,28.97,0.3,215356.45,3.48
1792872.97,28.97,0.3,214862.64,3.47
1793031.01,28.98,0.3,214862.64,3.47
1793031.01,28.98,0.3,215901.11,3.49
1792483.18,28.97,0.3,215331.98,3.48
1791989.37,28.97,0.29,214745.92,3.47
1791989.37,28.97,0.29,214353.74,3.46
1791702.66,28.97,0.29,214355.43,3.47
1791415.94,28.97,0.29,214321.22,3.47
1790922.13,28.96,0.29,213735.16,3.46
1790922.13,28.96,0.29,213735.16,3.46
1790240.31,28.95,0.28,212961.09,3.44
1789953.6,28.95,0.28,212958.13,3.44
1789638.78,28.95,0.28,212683.38,3.44
1789796.82,28.96,0.29,212681.57,3.44
1789796.82,28.96,0.29,212681.57,3.44
1789303.01,28.95,0.28,212095.51,3.43
1788928.25,28.95,0.28,212268.21,3.43
1788246.43,28.94,0.27,211494.14,3.42
1787564.62,28.94,0.26,210720.07,3.41
1786882.8,28.93,0.26,209946.0,3.4
1786200.98,28.92,0.25,209264.18,3.39
1785914.27,28.92,0.25,209116.44,3.39
1785627.55,28.92,0.25,209091.48,3.39
1785340.84,28.92,0.25,210310.18,3.41
1785296.22,28.92,0.25,210173.31,3.41
1785009.51,28.92,0.25,210168.54,3.41
1784722.8,28.92,0.25,210168.54,3.41
1784722.8,28.92,0.25,210168.54,3.41
1784668.81,28.92,0.25,210043.59,3.4
1783986.99,28.92,0.25,209269.52,3.39
1783986.99,28.92,0.25,209269.52,3.39
1784028.25,28.92,0.25,209758.49,3.4
1784028.25,28.92,0.25,209614.8,3.4
1783741.54,28.92,0.25,209340.18,3.39
1783741.54,28.92,0.25,209528.09,3.4
1783454.83,28.92,0.25,209528.09,3.4
1783454.83,28.92,0.25,209528.09,3.4
1783168.11,28.92,0.25,209528.09,3.4
1782674.3,28.92,0.25,208942.03,3.39
1782674.3,28.92,0.25,208988.14,3.39
1781992.48,28.91,0.24,208214.07,3.38
1781705.77,28.91,0.24,208185.63,3.38
1781023.95,28.91,0.23,207503.81,3.37
1780737.24,28.91,0.23,207486.14,3.37
1780895.28,28.91,0.24,208277.71,3.38
1780608.57,28.91,0.24,208245.19,3.38
1780608.57,28.91,0.24,208099.72,3.38
1780413.57,28.91,0.24,207689.33,3.37
1780454.83,28.91,0.24,207999.07,3.38
1779773.01,28.91,0.23,207225.0,3.37
1779773.01,28.91,0.23,207202.75,3.37
1779773.01,28.91,0.23,207163.68,3.36
1779773.01,28.91,0.23,207240.38,3.37
1779486.29,28.91,0.23,207235.6,3.37
1778905.87,28.9,0.23,206339.56,3.35
1778905.87,28.9,0.23,206321.6,3.35
1778619.16,28.9,0.23,206321.6,3.35
1778332.45,28.9,0.23,206959.94,3.36
1778034.48,28.9,0.23,206682.77,3.36
1778075.73,28.9,0.23,206385.74,3.35
1777789.02,28.9,0.23,206353.22,3.35
1777502.31,28.9,0.23,206223.94,3.35
1777169.09,28.9,0.23,205890.73,3.35
1777169.09,28.9,0.23,206003.51,3.35
1777011.29,28.9,0.23,207822.43,3.38
1776961.29,28.9,0.23,208123.91,3.38
1777119.34,28.9,0.23,208382.4,3.39
1776832.62,28.9,0.23,208379.43,3.39
1776545.91,28.9,0.23,208377.62,3.39
1776259.2,28.9,0.23,208753.21,3.4
1776117.17,28.9,0.23,211245.14,3.44
1776158.43,28.9,0.23,210971.1,3.43
1775773.67,28.9,0.23,210659.83,3.43
1775814.93,28.9,0.23,210558.27,3.43
1775528.22,28.9,0.23,210553.5,3.43
1775528.22,28.9,0.23,210553.5,3.43
1775528.22,28.9,0.23,210553.5,3.43
1775686.26,28.91,0.24,212272.54,3.46
1775686.26,28.91,0.24,212272.54,3.46
1775686.26,28.91,0.24,212272.54,3.46
1775399.55,28.91,0.24,213041.74,3.47
1775007.13,28.91,0.23,212294.5,3.46
1774415.91,28.9,0.23,211742.47,3.45
1774129.2,28.9,0.23,211689.99,3.45
1774170.45,28.9,0.23,211523.97,3.45
1774004.44,28.9,0.23,213147.9,3.47
1774004.44,28.9,0.23,213147.9,3.47
1774004.44,28.9,0.23,213115.38,3.47
1774004.44,28.9,0.23,213115.38,3.47
1774004.44,28.9,0.23,213265.21,3.47
1773717.73,28.9,0.23,213185.5,3.47
1773537.73,28.9,0.23,212360.05,3.46
1773251.01,28.9,0.23,212289.93,3.46
1773251.01,28.9,0.23,212289.93,3.46
1772964.3,28.9,0.23,212257.42,3.46
1772733.39,28.9,0.23,211868.05,3.45
1772446.68,28.9,0.23,211868.05,3.45
1772159.97,28.9,0.23,211865.12,3.45
1772318.01,28.9,0.23,211863.27,3.46
1772318.01,28.9,0.23,211863.27,3.46
1772031.29,28.9,0.23,212146.84,3.46
1772031.29,28.9,0.23,212146.84,3.46
1771789.27,28.9,0.23,214403.91,3.5
1771676.57,28.9,0.23,213298.39,3.48
1771389.86,28.9,0.23,212363.31,3.47
1771389.86,28.9,0.23,212363.31,3.47
1771103.15,28.9,0.23,212155.17,3.46
1770816.43,28.9,0.23,213249.21,3.48
1770529.72,28.9,0.23,213244.43,3.48
1770529.72,28.9,0.23,213244.43,3.48
1770243.01,28.9,0.23,213244.43,3.48
1769900.21,28.9,0.23,213267.45,3.48
1769900.21,28.9,0.23,214692.27,3.51
1769900.21,28.9,0.23,214692.27,3.51
1769613.5,28.9,0.23,214713.59,3.51
1769613.5,28.9,0.23,214713.59,3.51
1769326.78,28.9,0.23,214681.07,3.51
1769040.07,28.9,0.23,214681.07,3.51
1768753.36,28.9,0.23,214709.1,3.51
1768466.64,28.9,0.23,214648.56,3.51
1768179.93,28.9,0.23,214643.78,3.51
1767893.22,28.9,0.23,214643.78,3.51
1767893.22,28.9,0.23,214643.78,3.51
1767794.51,28.9,0.23,214196.12,3.5
1767507.8,28.9,0.23,214404.0,3.51
1767665.84,28.91,0.24,214327.71,3.51
1767581.12,28.91,0.24,214865.1,3.51
1767280.42,28.91,0.24,214541.57,3.51
1767280.42,28.91,0.24,214541.57,3.51
1767280.42,28.91,0.24,214541.57,3.51
1766895.66,28.91,0.23,214458.08,3.51
1766895.66,28.91,0.23,214458.08,3.51
1766608.95,28.91,0.23,213665.97,3.5
1766820.98,28.91,0.24,213907.92,3.5
1766820.98,28.91,0.24,213907.92,3.5
1766534.27,28.91,0.24,214771.5,3.51
1766247.55,28.91,0.24,213955.31,3.5
1766091.54,28.91,0.24,213819.22,3.5
1765933.53,28.91,0.24,213661.22,3.5
1765555.91,28.91,0.23,213301.96,3.49
1765555.91,28.91,0.23,213301.96,3.49
1765269.2,28.91,0.23,213269.44,3.49
1765269.2,28.91,0.23,213269.44,3.49
1765269.2,28.91,0.23,213269.44,3.49
1765427.24,28.91,0.24,213681.63,3.5
1765052.48,28.91,0.24,213339.44,3.49
1764765.77,28.91,0.24,213400.93,3.5
1764765.77,28.91,0.24,213400.93,3.5
1764765.77,28.91,0.24,213400.93,3.5
1764765.77,28.91,0.24,213400.93,3.5
1764479.06,28.91,0.24,212870.26,3.49
1764192.34,28.91,0.24,212776.26,3.49
1763891.64,28.91,0.24,211595.56,3.47
1763604.93,28.91,0.24,211590.78,3.47
1763318.22,28.91,0.24,211590.78,3.47
1763031.5,28.91,0.24,212176.09,3.48
1762744.79,28.91,0.24,212003.74,3.48
1762744.79,28.91,0.24,212003.74,3.48
1762458.08,28.91,0.24,211769.1,3.47
1762078.43,28.9,0.23,211353.81,3.47
1761791.71,28.9,0.23,211348.3,3.47
1761860.94,28.91,0.24,212569.22,3.49
1761748.25,28.91,0.24,211787.55,3.48
1761667.03,28.91,0.24,211030.28,3.46
1761667.03,28.91,0.24,211030.28,3.46
1761667.03,28.91,0.24,211030.28,3.46
1761522.87,28.91,0.24,211420.86,3.47
1761564.13,28.92,0.25,211420.65,3.47
1761277.41,28.92,0.25,210628.54,3.46
1761429.79,28.92,0.25,210775.19,3.46
1761143.08,28.92,0.25,211117.03,3.47
1760856.36,28.92,0.25,211045.82,3.47
1760856.36,28.92,0.25,211045.82,3.47
1760856.36,28.92,0.25,211045.82,3.47
1760757.66,28.92,0.25,210119.59,3.45
1760658.95,28.93,0.25,209800.59,3.45
1760372.24,28.93,0.25,209729.09,3.45
1760372.24,28.93,0.25,209729.09,3.45
1760085.52,28.93,0.25,209696.57,3.45
1759798.81,28.93,0.25,209696.57,3.45
1759956.85,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209696.57,3.45
1759670.14,28.93,0.26,209744.16,3.45
1759383.43,28.93,0.26,209733.88,3.45
1759298.71,28.93,0.26,209444.64,3.44
1758923.95,28.93,0.26,209407.33,3.44
1758623.25,28.93,0.26,209562.93,3.45
1758542.03,28.93,0.26,208948.7,3.44
1758209.86,28.93,0.26,208573.4,3.43
1758111.15,28.93,0.26,209386.75,3.45
1758111.15,28.93,0.26,209386.75,3.45
1758269.2,28.94,0.27,210370.23,3.46
1757971.22,28.93,0.26,210178.2,3.46
1757596.47,28.93,0.26,209566.01,3.45
1757309.76,28.93,0.26,209381.37,3.45
1757023.04,28.93,0.26,209376.59,3.45
1757023.04,28.93,0.26,209376.59,3.45
1757023.04,28.93,0.26,211913.3,3.49
1757023.04,28.93,0.26,211910.6,3.49
1757023.04,28.93,0.26,211908.53,3.49
1756924.34,28.93,0.26,211486.98,3.48
1756730.35,28.93,0.26,211006.19,3.48
1756429.65,28.93,0.26,211392.76,3.48
1756142.94,28.93,0.26,211815.06,3.49
1756142.94,28.93,0.26,211815.06,3.49
1756044.23,28.93,0.26,211223.18,3.48
1756334.3,28.94,0.27,211421.7,3.48
1756334.3,28.94,0.27,211419.74,3.48
1755786.47,28.93,0.26,210850.62,3.47
1755499.76,28.93,0.26,214892.76,3.54
1755213.04,28.93,0.26,214889.8,3.54
1755213.04,28.93,0.26,214887.98,3.54
1754926.33,28.93,0.26,214887.98,3.54
1754560.63,28.93,0.26,214595.89,3.54
1754841.61,28.94,0.26,214039.49,3.53
1754841.61,28.94,0.26,214808.68,3.54
1754999.65,28.94,0.27,214946.19,3.54
1754712.94,28.94,0.27,214154.08,3.53
1754523.32,28.94,0.27,213958.74,3.53
1754523.32,28.94,0.27,213926.22,3.53
1754286.36,28.94,0.27,213331.88,3.52
1754286.36,28.94,0.27,213327.05,3.52
1754108.29,28.94,0.27,212807.72,3.51
1754243.25,28.94,0.27,214996.26,3.55
1754401.29,28.95,0.28,214996.26,3.55
1754302.59,28.95,0.28,213912.96,3.53
1754065.63,28.95,0.28,214165.48,3.53
1753778.92,28.95,0.28,214060.55,3.53
1753492.2,28.95,0.28,214057.62,3.53
1753205.49,28.95,0.28,214055.77,3.53
1753205.49,28.95,0.28,214055.77,3.53
1753246.75,28.95,0.28,216243.57,3.57
1753246.75,28.95,0.28,216302.55,3.57
1752960.03,28.95,0.28,216299.59,3.57
1752673.32,28.95,0.28,216297.77,3.57
1752386.61,28.95,0.28,215120.46,3.55
1752287.9,28.95,0.28,214409.98,3.54
1752287.9,28.95,0.28,214411.21,3.54
1752445.94,28.96,0.29,214411.21,3.54
1752445.94,28.96,0.29,214914.59,3.55
1752159.23,28.96,0.29,214562.0,3.55
1751872.52,28.96,0.29,214411.21,3.54
1751872.52,28.96,0.29,214406.5,3.54
1751585.8,28.96,0.29,215193.36,3.56
1751299.09,28.96,0.29,215193.3,3.56
1751012.38,28.96,0.29,214710.37,3.55
1750725.66,28.96,0.29,214730.74,3.55
1750725.66,28.96,0.29,214730.74,3.55
1750725.66,28.96,0.29,214730.74,3.55
1750438.95,28.96,0.29,215654.03,3.57
1750152.24,28.96,0.29,215386.49,3.56
1749865.52,28.96,0.29,215383.53,3.56
1749578.81,28.96,0.29,215381.71,3.57
1749292.1,28.96,0.29,214589.61,3.55
1749184.09,28.96,0.29,214482.23,3.55
1749156.47,28.96,0.29,214448.88,3.55
1748906.75,28.96,0.29,213290.47,3.53
1748620.03,28.96,0.29,213844.85,3.54
1748620.03,28.96,0.29,214159.07,3.55
1748333.32,28.96,0.29,214146.26,3.55
1490770.11,24.69,0.48,314483.46,5.21
1490560.98,24.69,0.48,313785.91,5.2
1490500.53,24.69,0.48,312788.98,5.18
1490123.51,24.69,0.48,312398.31,5.18
1489874.39,24.69,0.48,311038.09,5.15
1489625.26,24.69,0.48,310971.98,5.15
1489705.26,24.69,0.48,311257.78,5.16
1489705.26,24.69,0.48,311254.8,5.16
1489893.16,24.7,0.49,311097.79,5.16
1489644.04,24.7,0.49,310201.59,5.14
1489724.04,24.7,0.49,310269.19,5.14
1489911.93,24.71,0.49,310639.43,5.15
1489534.91,24.7,0.49,310500.83,5.15
1489534.91,24.7,0.49,310438.89,5.15
1489722.81,24.71,0.5,310485.0,5.15
1489345.79,24.7,0.49,310371.6,5.15
1489096.67,24.7,0.49,310424.16,5.15
1488847.54,24.7,0.49,310427.09,5.15
1488598.42,24.7,0.49,310349.43,5.15
1488349.3,24.7,0.49,309462.35,5.14
1488349.3,24.7,0.49,309400.29,5.14
1488349.3,24.7,0.49,309352.19,5.13
1488100.18,24.7,0.49,309284.55,5.13
1488100.18,24.7,0.49,309222.61,5.13
1488100.18,24.7,0.49,309187.15,5.13
1488039.72,24.7,0.49,308088.9,5.11
1487790.6,24.7,0.49,308081.81,5.12
1487541.47,24.7,0.49,308034.95,5.12
1487292.35,24.7,0.49,308007.08,5.12
1487043.23,24.7,0.49,307843.5,5.11
1486982.77,24.71,0.5,306928.19,5.1
1486733.65,24.71,0.5,307511.31,5.11
1486484.53,24.71,0.5,307448.31,5.11
1486235.4,24.71,0.5,306338.43,5.09
1485986.28,24.71,0.5,306302.54,5.09
1485986.28,24.71,0.5,306254.95,5.09
1485687.16,24.7,0.49,305969.34,5.09
1485687.16,24.7,0.49,305945.18,5.09
1485438.04,24.7,0.49,305898.44,5.09
1485188.91,24.7,0.49,305870.45,5.09
1484939.79,24.7,0.49,305850.18,5.09
1484690.67,24.7,0.49,305795.73,5.09
1484770.67,24.71,0.5,305863.32,5.09
1484770.67,24.71,0.5,305830.31,5.09
1484770.67,24.71,0.5,305818.01,5.09
1484710.21,24.71,0.5,305068.77,5.08
1484710.21,24.71,0.5,305035.76,5.08
1484461.09,24.71,0.5,305207.63,5.08
1484393.61,24.71,0.5,304672.63,5.07
1484227.89,24.71,0.5,304422.92,5.07
1483978.77,24.71,0.5,304376.07,5.07
1484166.67,24.72,0.51,304656.9,5.07
1483910.53,24.72,0.51,303930.42,5.06
1483744.81,24.72,0.51,303698.19,5.06
1483495.68,24.72,0.51,303631.61,5.06
1483246.56,24.72,0.51,303623.47,5.06
1483179.09,24.72,0.51,303088.47,5.05
1482826.04,24.72,0.51,302666.09,5.05
1482826.04,24.72,0.51,302601.59,5.04
1482765.58,24.72,0.51,302667.22,5.05
1482516.46,24.72,0.51,302706.76,5.05
1482217.33,24.72,0.51,302446.96,5.04
1481968.21,24.72,0.51,302049.18,5.04
1481719.09,24.72,0.51,301968.73,5.04
1481440.95,24.71,0.5,301810.11,5.03
1481191.82,24.71,0.5,304232.49,5.08
1480942.7,24.71,0.5,304165.87,5.08
1480693.58,24.71,0.5,304157.77,5.08
1480444.46,24.71,0.5,304160.7,5.08
1480195.33,24.71,0.5,304083.04,5.08
1478202.35,24.71,0.5,303562.71,5.07
1478202.35,24.71,0.5,303529.7,5.07
1477953.23,24.71,0.5,302118.58,5.05
1477953.23,24.71,0.5,302106.28,5.05
1477704.11,24.71,0.5,302086.0,5.05
1477454.98,24.71,0.5,302031.55,5.05
1477454.98,24.71,0.5,302031.55,5.05
1477454.98,24.71,0.5,302031.55,5.05
1477394.53,24.71,0.5,301401.47,5.04
1477394.53,24.71,0.5,301401.47,5.04
1477394.53,24.71,0.5,301401.47,5.04
1477145.4,24.71,0.5,301404.41,5.04
1477084.95,24.72,0.51,301164.83,5.04
1477084.95,24.72,0.51,301164.83,5.04
1476835.82,24.72,0.51,301087.17,5.04
1476775.37,24.72,0.51,299992.25,5.02
1476526.25,24.72,0.51,300532.01,5.03
1476465.79,24.72,0.51,300165.99,5.03
1476219.33,24.72,0.51,300013.9,5.02
1476407.23,24.73,0.52,300110.27,5.03
1475908.98,24.73,0.52,299641.97,5.02
1475908.98,24.73,0.52,299641.97,5.02
1475908.98,24.73,0.52,299641.97,5.02
1475841.51,24.73,0.52,299106.97,5.01
1475464.49,24.72,0.51,298943.32,5.01
1475355.82,24.72,0.51,298834.86,5.01
1475002.77,24.72,0.51,298412.49,5.0
1474942.32,24.72,0.51,298642.77,5.01
1474693.19,24.72,0.51,298595.92,5.01
1474693.19,24.72,0.51,298595.92,5.01
1474693.19,24.72,0.51,298595.92,5.01
1474494.07,24.72,0.51,298411.72,5.0
1474574.07,24.72,0.51,298698.05,5.01
1474324.95,24.72,0.51,298651.19,5.01
1474264.49,24.73,0.52,298803.23,5.01
1474452.39,24.73,0.52,298899.59,5.01
1474452.39,24.73,0.52,298899.59,5.01
1474203.26,24.73,0.52,299140.91,5.02
1474203.26,24.73,0.52,299140.91,5.02
1474203.26,24.73,0.52,299140.91,5.02
1473954.14,24.73,0.52,299094.06,5.02
1473954.14,24.73,0.52,299094.06,5.02
1473954.14,24.73,0.52,299061.04,5.02
1473705.02,24.73,0.52,299033.18,5.02
1473455.89,24.73,0.52,298967.95,5.02
1473156.77,24.73,0.52,298683.75,5.01
1473096.32,24.73,0.52,298854.16,5.02
1472847.19,24.73,0.52,298857.09,5.02
1472598.07,24.73,0.52,298779.43,5.02
1472348.95,24.73,0.52,298711.72,5.02
1472099.82,24.73,0.52,298704.71,5.02
1471850.7,24.73,0.52,298684.43,5.02
1471850.7,24.73,0.52,298672.12,5.02
1471850.7,24.73,0.52,298639.11,5.02
1471473.68,24.73,0.52,298286.7,5.01
1471413.23,24.73,0.52,298374.91,5.01
1471164.11,24.73,0.52,298328.18,5.01
1470914.98,24.73,0.52,298300.19,5.01
1470994.98,24.73,0.52,298367.78,5.02
1470745.86,24.73,0.52,298540.15,5.02
1470745.86,24.73,0.52,298540.15,5.02
1470446.74,24.73,0.52,298255.46,5.02
1470197.61,24.73,0.52,298208.6,5.02
1470197.61,24.73,0.52,298208.6,5.02
1470327.02,24.73,0.52,297372.91,5.0
1469997.09,24.73,0.52,297471.23,5.0
1469740.95,24.73,0.52,296659.05,4.99
1469740.95,24.73,0.52,296584.08,4.99
1469740.95,24.73,0.52,296584.08,4.99
1469740.95,24.73,0.52,296584.08,4.99
1469386.56,24.73,0.52,296248.89,4.99
1469386.56,24.73,0.52,296215.88,4.99
1469130.42,24.73,0.52,295403.7,4.97
1467193.58,24.73,0.52,295403.7,4.98
1467343.16,24.74,0.52,295586.19,4.98
1467094.04,24.74,0.52,295558.32,4.98
1466844.91,24.74,0.52,295561.26,4.98
1467032.81,24.74,0.53,295792.3,4.99
1467032.81,24.74,0.53,295792.3,4.99
1466783.68,24.74,0.53,295795.23,4.99
1466534.56,24.74,0.53,295717.57,4.99
1466285.44,24.74,0.53,295701.26,4.99
1465674.91,24.74,0.53,294553.88,4.97
1465607.44,24.74,0.53,294018.89,4.96
1465254.39,24.74,0.53,293596.51,4.96
1465005.26,24.74,0.53,293513.93,4.96
1464937.79,24.74,0.53,292978.93,4.95
1464937.79,24.74,0.53,292978.93,4.95
1464583.4,24.74,0.53,292555.43,4.94
1464334.28,24.74,0.53,292534.34,4.94
1464334.28,24.74,0.53,292534.34,4.94
1464085.16,24.74,0.53,292505.68,4.94
1464017.68,24.74,0.53,291970.68,4.93
1464017.68,24.74,0.53,291906.17,4.93
1464017.68,24.74,0.53,291906.17,4.93
1464014.63,24.74,0.53,291833.8,4.93
1463954.18,24.75,0.54,291818.72,4.93
1463893.72,24.75,0.54,292177.06,4.94
1463516.7,24.74,0.53,291928.36,4.94
1463267.58,24.74,0.53,291881.62,4.94
1463267.58,24.74,0.53,291881.62,4.94
1463018.46,24.74,0.53,291853.63,4.94
1462769.33,24.74,0.53,291806.77,4.94
1462769.33,24.74,0.53,291755.56,4.94
1462520.21,24.74,0.53,291727.69,4.94
1462520.21,24.74,0.53,291695.38,4.94
1462264.07,24.74,0.53,290968.9,4.92
1462259.68,24.75,0.54,290898.01,4.92
1462010.56,24.75,0.54,290830.89,4.92
1461711.44,24.74,0.53,290532.9,4.92
1461711.44,24.74,0.53,290499.89,4.92
1461899.33,24.75,0.54,290905.46,4.92
1461899.33,24.75,0.54,290878.94,4.92
1461650.21,24.75,0.54,290812.32,4.92
1461446.25,24.75,0.54,290594.63,4.92
1461197.12,24.75,0.54,290586.53,4.92
1460820.11,24.74,0.53,290233.35,4.92
1460752.63,24.74,0.53,289698.35,4.91
1460902.21,24.75,0.54,289779.2,4.91
1460653.09,24.75,0.54,289758.93,4.91
1460849.23,24.75,0.54,290126.81,4.92
1460788.77,24.76,0.54,289354.53,4.9
1460539.65,24.76,0.54,289357.46,4.9
1460164.39,24.75,0.54,289005.13,4.9
1459915.26,24.75,0.54,288927.47,4.9
1459620.53,24.75,0.54,288052.24,4.88
1459371.4,24.75,0.54,287540.3,4.88
1459122.28,24.75,0.54,287133.02,4.87
1459122.28,24.75,0.54,287055.98,4.87
1459310.18,24.76,0.54,287152.35,4.87
1459061.05,24.76,0.54,287289.96,4.87
1458811.93,24.76,0.54,287243.1,4.87
1458434.91,24.75,0.54,286994.4,4.87
1458434.91,24.75,0.54,286994.4,4.87
1458367.44,24.75,0.54,286459.4,4.86
1458367.44,24.75,0.54,286426.39,4.86
1458517.02,24.76,0.55,286507.24,4.86
1458267.89,24.76,0.55,286479.37,4.86
1458018.77,24.76,0.55,286482.3,4.86
1458018.77,24.76,0.55,286482.3,4.86
1458206.67,24.76,0.55,286713.35,4.87
1457950.53,24.76,0.55,285986.87,4.86
1457583.51,24.76,0.55,285748.16,4.85
1457334.39,24.76,0.55,285701.31,4.85
1457510.0,24.76,0.55,285810.41,4.86
1457510.0,24.76,0.55,285759.9,4.86
1457449.54,24.77,0.56,285911.94,4.86
1457389.09,24.77,0.56,285977.57,4.86
1457096.46,24.76,0.55,285684.34,4.86
1457176.46,24.77,0.56,285921.03,4.86
1457176.46,24.77,0.56,285891.65,4.86
1456883.82,24.76,0.55,285598.43,4.85
1456634.7,24.76,0.55,285551.57,4.85
1456634.7,24.76,0.55,285551.57,4.85
1456385.58,24.76,0.55,285523.7,4.86
1456522.0,24.77,0.56,285458.87,4.85
1456222.88,24.77,0.56,285291.02,4.85
1455973.75,24.77,0.56,285653.31,4.86
1455724.63,24.77,0.56,285586.69,4.86
1455724.63,24.77,0.56,285529.08,4.86
1455568.63,24.76,0.55,285370.21,4.86
1455371.75,24.76,0.55,285140.68,4.85
1455371.75,24.76,0.55,285140.68,4.85
1455451.75,24.77,0.56,285110.24,4.85
1455451.75,24.77,0.56,285080.31,4.85
1455451.75,24.77,0.56,285080.31,4.85
1455202.63,24.77,0.56,284891.89,4.85
1454953.51,24.77,0.55,284883.79,4.85
1454886.04,24.77,0.56,284348.79,4.84
1454636.91,24.77,0.56,284301.94,4.84
1454788.42,24.77,0.56,284373.46,4.84
1454539.3,24.77,0.56,284345.59,4.84
1454539.3,24.77,0.56,284319.07,4.84
1454727.19,24.78,0.57,284415.43,4.84
1454727.19,24.78,0.57,284668.66,4.85
1453730.7,24.78,0.57,285601.6,4.87
1453730.7,24.78,0.57,285639.95,4.87
1453306.14,24.77,0.56,285226.06,4.86
1453057.02,24.77,0.56,285363.67,4.86
1452807.89,24.77,0.56,285316.81,4.86
1452558.77,24.77,0.56,285288.94,4.87
1452309.65,24.77,0.56,285100.53,4.86
1452060.53,24.77,0.56,285053.79,4.86
1451903.19,24.77,0.56,284894.91,4.86
1451903.19,24.77,0.56,284861.9,4.86
1451903.19,24.77,0.56,284849.6,4.86
1451654.07,24.77,0.56,284821.6,4.86
1451404.95,24.77,0.56,284755.02,4.86
1451258.46,24.77,0.56,284723.94,4.86
1451009.33,24.77,0.56,284715.79,4.86
1450760.21,24.77,0.56,284673.12,4.86
1450261.96,24.77,0.56,284782.33,4.86
1450261.96,24.77,0.56,284658.79,4.86
1450458.11,24.77,0.56,284833.6,4.86
1450201.96,24.77,0.56,284021.42,4.85
1450201.96,24.77,0.56,283970.2,4.85
1449847.58,24.77,0.56,283635.01,4.85
1449780.11,24.77,0.56,283100.01,4.84
1449427.05,24.77,0.56,282677.64,4.83
1449177.93,24.77,0.56,282641.14,4.83
1448921.79,24.77,0.56,281828.96,4.82
1448567.4,24.77,0.56,281493.76,4.81
1448339.05,24.77,0.56,281388.98,4.81
1448339.05,24.77,0.56,281356.67,4.81
1448089.93,24.77,0.56,281334.03,4.81
1448277.82,24.77,0.56,281651.4,4.82
1448357.82,24.78,0.57,281951.62,4.82
1447980.81,24.77,0.56,281701.49,4.82
1447731.68,24.77,0.56,281741.52,4.82
1447919.58,24.78,0.57,281983.13,4.83
1447663.44,24.78,0.57,281256.65,4.81
1447659.05,24.78,0.57,281185.76,4.81
1447282.04,24.78,0.57,280889.39,4.81
1447061.51,24.77,0.56,280681.78,4.81
1446812.39,24.77,0.56,280723.78,4.81
1446563.26,24.77,0.56,280607.05,4.81
1446314.14,24.77,0.56,280560.19,4.81
