ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79df-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
92,346,232310,6212,232310
93,348,233310,6212,233310
93,348,233310,6212,233310
93,348,233310,6212,233310
93,348,234120,6212,234120
93,348,234120,6212,234120
93,348,234120,6212,234120
93,348,235120,6212,235120
93,348,235930,6212,235930
93,348,235930,6212,235930
94,352,236930,6212,236930
94,352,237740,6212,237740
94,352,238740,6212,238740
95,354,239550,6212,239550
96,356,240550,6212,240550
96,356,241020,6212,241020
96,356,243020,6212,243020
96,356,243020,6212,243020
96,356,243020,6212,243020
97,358,243830,6212,243830
97,358,244300,6212,244300
97,358,244410,6212,244410
97,358,245410,6212,245410
98,360,246220,6212,246220
98,360,247220,6212,247220
98,360,247220,6212,247220
98,360,247220,6212,247220
98,360,247440,6212,247440
98,360,248090,6212,248090
99,368,249090,6212,249090
100,369,249900,6212,249900
100,369,250370,6212,250370
100,369,250370,6212,250370
100,369,251370,6212,251370
100,369,251370,6212,251370
100,369,251370,6212,251370
100,369,252370,6212,252370
100,369,252370,6212,252370
100,369,252370,6212,252370
101,371,253370,6212,253370
101,371,254370,6212,254370
101,371,254690,6212,254690
101,371,255500,6212,255500
102,373,256500,6212,256500
102,373,257500,6212,257500
103,375,258500,6212,258500
103,375,259500,6212,259500
104,377,260500,6212,260500
105,385,260500,6212,260500
105,385,260500,6212,260500
105,385,260970,6212,260970
106,386,261780,6212,261780
107,388,262780,6212,262780
107,388,263780,6212,263780
108,392,264430,6212,264430
109,394,265430,6212,265430
109,394,265430,6212,265430
109,394,265750,6212,265750
109,394,266750,6212,266750
109,394,266750,6212,266750
109,394,267340,6212,267340
109,394,268340,6212,268340
110,396,269340,6212,269340
111,404,269340,6212,269340
111,404,269340,6212,269340
111,404,269340,6212,269340
111,404,270340,6212,270340
111,404,270340,6212,270340
111,404,271340,6212,271340
111,404,279340,6212,279340
111,404,279810,6212,279810
112,406,280810,6212,280810
112,406,281810,6212,281810
112,406,282280,6212,282280
112,406,282280,6212,282280
113,408,283280,6212,283280
113,408,284280,6212,284280
114,410,285280,6212,285280
114,410,287280,6212,287280
114,410,288090,6212,288090
115,412,289090,6212,289090
115,412,290090,6212,290090
115,412,290900,6212,290900
115,412,290900,6212,290900
116,414,291900,6212,291900
116,414,292900,6212,292900
116,414,292900,6212,292900
117,416,293900,6212,293900
117,416,294710,6212,294710
118,424,294710,6212,294710
118,424,294710,6212,294710
119,432,295360,6212,295360
119,432,296170,6212,296170
119,432,296980,6212,296980
119,432,297450,6212,297450
119,432,298450,6212,298450
119,432,298450,6212,298450
120,434,299450,6212,299450
120,434,300450,6212,300450
120,434,300450,6212,300450
121,436,301450,6212,301450
122,444,301450,6212,301450
122,444,302450,6212,302450
122,444,303100,6212,303100
122,444,304100,6212,304100
122,444,304420,6212,304420
122,444,304420,6212,304420
123,448,304890,6212,304890
123,448,304890,6212,304890
124,450,305890,6212,305890
124,450,306120,6212,306120
124,450,307120,6212,307120
124,450,307590,6212,307590
124,450,308400,6212,308400
124,450,308870,6212,308870
