ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
851773.23,13.71,0.12,197326.28,3.18
851946.39,13.72,0.12,197256.26,3.18
852247.56,13.72,0.13,197649.02,3.18
852427.27,13.72,0.13,197730.58,3.18
852427.27,13.72,0.13,197583.98,3.18
852317.63,13.72,0.13,197480.66,3.18
852141.41,13.72,0.13,197328.25,3.18
851965.19,13.72,0.13,196908.86,3.17
851857.83,13.72,0.13,196801.5,3.17
851493.08,13.72,0.12,196368.98,3.16
851672.78,13.72,0.13,196450.54,3.16
851417.17,13.72,0.13,196229.79,3.16
851583.59,13.72,0.13,196153.04,3.16
851763.3,13.72,0.13,196153.04,3.16
851507.68,13.72,0.13,196403.31,3.16
851681.44,13.72,0.13,196425.24,3.17
851421.78,13.72,0.13,196263.04,3.16
851413.11,13.72,0.13,196011.2,3.16
851413.11,13.72,0.13,196011.2,3.16
851586.27,13.73,0.14,195941.18,3.16
851269.53,13.72,0.13,195624.45,3.15
851004.62,13.72,0.13,195359.54,3.15
851184.33,13.72,0.13,195350.67,3.15
850820.75,13.72,0.13,194743.92,3.14
850871.2,13.72,0.13,194936.38,3.14
850694.98,13.72,0.13,194516.99,3.14
850518.76,13.72,0.13,194097.6,3.13
850342.54,13.72,0.13,193678.21,3.12
850086.93,13.72,0.12,193588.5,3.12
850176.69,13.72,0.13,193440.09,3.12
850343.12,13.72,0.13,193363.34,3.12
850166.9,13.72,0.13,192943.95,3.11
850166.9,13.72,0.13,192943.95,3.11
849990.68,13.72,0.13,192524.56,3.11
849854.77,13.72,0.13,192576.49,3.11
850027.93,13.72,0.13,192506.48,3.11
849851.71,13.72,0.13,192087.09,3.1
849843.04,13.72,0.13,191835.25,3.1
849843.04,13.72,0.13,191842.36,3.1
849669.46,13.72,0.13,191425.61,3.09
849829.14,13.73,0.14,191515.58,3.09
849879.59,13.73,0.14,191655.64,3.1
849703.37,13.73,0.14,191236.25,3.09
849869.8,13.73,0.14,191159.5,3.09
850049.5,13.74,0.14,191150.63,3.09
850099.95,13.74,0.15,191343.09,3.09
849923.73,13.74,0.15,191190.68,3.09
850339.25,13.75,0.15,190978.17,3.09
850163.67,13.74,0.15,190896.19,3.09
849908.05,13.74,0.15,190806.48,3.08
849766.74,13.74,0.15,190622.02,3.08
849946.45,13.74,0.15,190613.15,3.08
849810.54,13.74,0.15,190413.91,3.08
849810.54,13.74,0.15,190507.32,3.08
849810.54,13.74,0.15,190507.32,3.08
849810.54,13.74,0.15,196053.99,3.17
849564.93,13.74,0.15,195915.55,3.17
849429.02,13.74,0.15,195768.24,3.17
849608.72,13.74,0.15,196157.08,3.17
849353.11,13.74,0.15,195898.24,3.17
852163.92,13.79,0.2,197763.99,3.2
852163.92,13.79,0.2,197734.03,3.2
852028.01,13.79,0.2,197734.03,3.2
852028.01,13.79,0.2,197764.57,3.2
852078.46,13.79,0.2,197886.79,3.2
852128.91,13.79,0.2,197960.64,3.2
852308.62,13.8,0.2,197951.77,3.2
852359.07,13.8,0.21,198144.23,3.21
852113.45,13.8,0.2,198064.25,3.21
852163.9,13.8,0.21,198186.47,3.21
852214.35,13.8,0.21,198260.32,3.21
852078.45,13.8,0.21,198312.25,3.21
852258.15,13.8,0.21,198303.38,3.21
852308.6,13.81,0.22,198495.84,3.22
852359.05,13.81,0.22,198622.46,3.22
852409.5,13.81,0.22,198696.71,3.22
852648.19,13.82,0.23,198756.66,3.22
852489.38,13.82,0.22,198644.77,3.22
852353.48,13.82,0.22,198445.53,3.22
852097.86,13.81,0.22,198355.81,3.22
852148.31,13.82,0.22,198594.32,3.22
852328.02,13.82,0.23,198585.45,3.22
852328.02,13.82,0.23,198564.25,3.22
852072.41,13.82,0.23,198425.8,3.22
852072.41,13.82,0.23,198451.22,3.22
852122.85,13.82,0.23,198692.41,3.22
852570.14,13.83,0.24,198783.48,3.22
852434.24,13.83,0.24,198835.41,3.23
852189.64,13.82,0.23,198698.98,3.22
852098.62,13.82,0.23,198312.41,3.22
851945.61,13.82,0.23,198183.41,3.22
851996.06,13.82,0.23,198310.03,3.22
852181.72,13.83,0.24,198371.6,3.22
852045.81,13.83,0.24,198172.36,3.22
852045.81,13.83,0.24,198179.47,3.22
852205.49,13.83,0.24,198272.88,3.22
851953.92,13.83,0.24,198188.31,3.22
851953.92,13.83,0.24,198281.72,3.22
852133.63,13.83,0.24,198445.44,3.22
852293.31,13.84,0.25,198538.85,3.22
852037.69,13.83,0.24,198484.27,3.22
852037.69,13.83,0.24,198483.5,3.22
852217.4,13.84,0.25,198647.22,3.23
859130.14,13.95,0.36,206546.27,3.35
858973.78,13.95,0.36,206391.06,3.35
858718.17,13.95,0.36,206336.37,3.35
858897.88,13.95,0.36,206327.51,3.35
858761.97,13.95,0.36,206270.71,3.35
859000.66,13.95,0.36,206582.67,3.36
859051.1,13.96,0.37,206709.28,3.36
858736.19,13.95,0.36,206394.37,3.35
858600.29,13.95,0.36,206303.85,3.35
858334.7,13.95,0.36,206043.99,3.35
858385.15,13.95,0.36,206118.24,3.35
858435.6,13.96,0.36,206240.46,3.35
858486.05,13.96,0.37,206314.31,3.35
858536.5,13.96,0.37,206440.92,3.36
858741.89,13.97,0.37,206584.91,3.36
858486.27,13.96,0.37,206573.9,3.36
858220.69,13.96,0.37,206314.15,3.36
858380.37,13.96,0.37,206407.56,3.36
858241.37,13.96,0.37,205569.91,3.34
858085.01,13.96,0.37,205419.23,3.34
857949.11,13.96,0.37,205271.92,3.34
857704.51,13.96,0.37,205022.53,3.34
857704.51,13.96,0.37,205022.53,3.34
857884.22,13.96,0.37,205186.25,3.34
857582.92,13.96,0.37,204989.07,3.34
857633.37,13.96,0.37,205115.69,3.34
857387.76,13.96,0.37,205070.47,3.34
857626.44,13.96,0.37,205242.32,3.34
857865.13,13.97,0.38,205302.27,3.34
857915.58,13.97,0.38,205540.78,3.35
858075.26,13.97,0.38,205634.19,3.35
858254.96,13.98,0.39,205797.91,3.35
858079.38,13.98,0.38,205628.69,3.35
858129.83,13.98,0.39,205755.3,3.35
857967.7,13.98,0.39,205702.41,3.35
857967.7,13.98,0.39,205701.98,3.35
857967.7,13.98,0.39,205701.98,3.35
858018.15,13.98,0.39,205776.23,3.35
857773.56,13.98,0.38,205639.8,3.35
857517.94,13.97,0.38,205585.22,3.35
857568.39,13.97,0.38,205711.84,3.35
857412.04,13.97,0.38,205560.65,3.35
857412.04,13.97,0.38,205685.63,3.35
857591.74,13.98,0.39,205742.61,3.35
857481.74,13.98,0.38,205632.61,3.35
857641.42,13.98,0.39,205722.58,3.35
857641.42,13.98,0.39,205625.48,3.35
857691.87,13.98,0.39,205765.53,3.35
857555.96,13.98,0.39,205765.53,3.35
857606.41,13.98,0.39,205887.75,3.36
857450.05,13.98,0.39,205736.83,3.35
857450.05,13.98,0.39,205708.95,3.35
857450.05,13.98,0.39,210398.44,3.43
860260.86,14.03,0.44,212499.71,3.47
860113.12,14.03,0.44,212422.88,3.46
860163.57,14.03,0.44,212496.73,3.47
859897.98,14.03,0.44,212236.87,3.46
859948.43,14.03,0.44,212363.48,3.46
859948.43,14.03,0.44,212363.48,3.46
860108.11,14.03,0.44,212472.22,3.47
859951.75,14.03,0.44,212321.03,3.46
859951.75,14.03,0.44,212321.03,3.46
860002.2,14.03,0.44,212447.64,3.47
859746.59,14.03,0.44,212357.93,3.47
859906.27,14.04,0.44,212466.66,3.47
860648.64,14.05,0.46,212777.66,3.47
861391.01,14.06,0.47,213088.65,3.48
861125.42,14.06,0.47,212917.9,3.48
861305.13,14.06,0.47,212909.04,3.48
861464.81,14.07,0.48,213175.03,3.48
861328.9,14.07,0.48,213226.99,3.48
861328.9,14.07,0.48,213226.99,3.48
861019.78,14.06,0.47,212721.5,3.47
860863.43,14.06,0.47,212572.16,3.47
860727.52,14.06,0.47,212372.89,3.47
860461.93,14.06,0.47,212201.38,3.47
860286.35,14.06,0.46,212118.33,3.47
860030.74,14.05,0.46,212063.75,3.46
860743.99,14.07,0.48,212149.26,3.47
860608.08,14.07,0.48,212092.47,3.47
861062.36,14.07,0.48,212073.88,3.47
860753.25,14.07,0.48,211568.4,3.46
861076.18,14.08,0.49,211736.02,3.46
861126.63,14.08,0.49,211862.63,3.46
860861.04,14.08,0.49,211602.77,3.46
860911.49,14.08,0.49,211677.02,3.46
861091.2,14.08,0.49,211668.16,3.46
860981.56,14.08,0.49,211529.71,3.46
861141.23,14.09,0.5,212018.46,3.47
861588.52,14.1,0.5,212109.53,3.47
861432.17,14.09,0.5,211958.34,3.47
861758.13,14.1,0.51,212012.78,3.47
861601.78,14.1,0.51,211861.86,3.47
861649.14,14.1,0.51,211520.15,3.46
861649.14,14.1,0.51,211520.15,3.46
861958.04,14.11,0.52,211566.37,3.46
862005.4,14.11,0.52,211224.66,3.46
862044.01,14.11,0.52,211015.54,3.45
862631.53,14.12,0.53,211140.77,3.46
862631.53,14.12,0.53,211140.77,3.46
862297.27,14.12,0.53,210641.06,3.45
862347.72,14.12,0.53,210767.67,3.45
862527.42,14.13,0.53,210824.65,3.45
862577.87,14.13,0.54,210951.26,3.46
862332.26,14.13,0.53,210871.28,3.45
862382.71,14.13,0.54,210945.53,3.46
862542.39,14.13,0.54,211038.94,3.46
862276.8,14.13,0.54,210752.97,3.45
862456.51,14.13,0.54,210916.69,3.46
862320.6,14.13,0.54,210826.17,3.46
862320.6,14.13,0.54,210833.28,3.46
862108.13,14.13,0.54,210600.94,3.45
862108.13,14.13,0.54,210600.94,3.45
862267.81,14.13,0.54,210690.91,3.45
862022.2,14.13,0.54,210645.69,3.45
862181.87,14.13,0.54,210899.12,3.46
862016.29,14.13,0.54,210739.9,3.46
861773.28,14.13,0.54,210520.91,3.45
861823.73,14.13,0.54,210647.52,3.45
861687.82,14.13,0.54,210590.73,3.45
861847.5,14.14,0.55,210699.46,3.46
861681.91,14.13,0.54,210626.15,3.45
861867.57,14.14,0.55,210596.96,3.45
862072.96,14.14,0.55,211131.79,3.46
862120.32,14.15,0.55,210790.09,3.46
862158.93,14.15,0.56,210580.97,3.46
861842.2,14.14,0.55,210264.24,3.45
861576.61,14.14,0.55,210092.54,3.45
861325.05,14.14,0.55,209821.1,3.44
861510.71,14.14,0.55,209791.91,3.44
861510.71,14.14,0.55,209784.38,3.44
861561.16,14.14,0.55,210001.75,3.45
861425.25,14.14,0.55,209911.23,3.45
861173.68,14.14,0.55,209826.66,3.45
861916.05,14.15,0.56,210137.66,3.45
861650.47,14.15,0.56,209873.32,3.45
861830.17,14.15,0.56,209864.45,3.45
861574.56,14.15,0.56,209726.01,3.44
861813.25,14.16,0.57,210165.39,3.45
861561.95,14.15,0.56,209943.87,3.45
861800.64,14.16,0.57,210003.83,3.45
861491.52,14.16,0.56,209498.34,3.44
861246.93,14.15,0.56,209248.95,3.44
861084.8,14.15,0.56,209403.34,3.44
861084.8,14.15,0.56,210507.95,3.46
861135.25,14.15,0.56,210534.35,3.46
861135.25,14.15,0.56,210630.52,3.46
861135.25,14.15,0.56,209865.57,3.45
861331.82,14.16,0.57,209803.06,3.45
861029.34,14.15,0.56,209718.26,3.45
861215.0,14.16,0.57,210079.5,3.45
861374.68,14.16,0.57,210172.91,3.46
861425.13,14.16,0.57,210314.85,3.46
861173.56,14.16,0.57,210053.6,3.45
861353.27,14.17,0.57,210189.53,3.46
861591.95,14.17,0.58,210363.64,3.46
861326.37,14.17,0.58,210192.13,3.46
861376.82,14.17,0.58,210318.75,3.46
861427.27,14.17,0.58,210393.0,3.46
861152.67,14.17,0.58,210351.17,3.46
864292.96,14.22,0.63,217607.28,3.58
864047.34,14.22,0.63,217361.75,3.58
864227.05,14.22,0.63,217352.88,3.58
864091.14,14.22,0.63,217205.57,3.57
863835.53,14.22,0.63,217067.13,3.57
864032.1,14.22,0.63,217495.22,3.58
864074.22,14.22,0.63,217422.35,3.58
864124.67,14.23,0.64,217548.97,3.58
864310.33,14.23,0.64,217610.54,3.58
864310.33,14.23,0.64,217617.65,3.58
864310.33,14.23,0.64,217610.12,3.58
864174.42,14.23,0.64,217610.12,3.58
863922.85,14.23,0.64,217525.54,3.58
864161.54,14.23,0.64,217585.5,3.58
864161.54,14.23,0.64,219825.26,3.62
864341.24,14.24,0.65,220068.39,3.62
864096.65,14.23,0.64,219903.16,3.62
863934.52,14.23,0.64,219965.17,3.62
864094.2,14.24,0.64,220058.58,3.63
863838.59,14.23,0.64,219778.53,3.62
863889.04,14.23,0.64,219920.47,3.62
863889.04,14.23,0.64,221365.39,3.65
864169.35,14.24,0.65,221169.1,3.64
863903.76,14.24,0.65,220997.59,3.64
863954.21,14.24,0.65,221124.2,3.64
864004.66,14.24,0.65,221198.45,3.65
864220.32,14.25,0.66,221143.85,3.65
864025.68,14.25,0.66,221051.14,3.64
864076.13,14.25,0.66,221390.13,3.65
864255.84,14.25,0.66,221381.26,3.65
864002.49,14.25,0.66,221122.92,3.65
864052.94,14.25,0.66,221315.38,3.65
863797.33,14.25,0.66,221225.66,3.65
863847.78,14.25,0.66,221078.35,3.65
863280.73,14.24,0.65,220360.14,3.64
863144.82,14.24,0.65,220412.07,3.64
863360.48,14.25,0.66,220964.38,3.65
863165.84,14.25,0.66,220732.76,3.64
863403.33,14.25,0.66,220575.2,3.64
863574.83,14.26,0.67,220430.47,3.64
863625.28,14.26,0.67,220557.08,3.64
866436.09,14.31,0.71,222107.29,3.67
866436.09,14.31,0.71,222106.87,3.67
866230.36,14.3,0.71,221984.67,3.67
866410.07,14.31,0.72,222041.64,3.67
866154.45,14.3,0.71,221952.01,3.67
866391.93,14.31,0.72,221794.44,3.66
866563.44,14.31,0.72,221649.72,3.66
866444.6,14.31,0.72,221639.97,3.66
866444.6,14.31,0.72,221639.97,3.66
866232.14,14.31,0.72,221467.61,3.66
866232.14,14.31,0.72,221527.27,3.66
865975.24,14.31,0.72,221244.82,3.65
865763.09,14.3,0.71,221029.2,3.65
865922.77,14.31,0.72,221122.61,3.65
866102.47,14.31,0.72,221286.33,3.66
865836.89,14.31,0.72,221234.07,3.66
865678.21,14.31,0.71,221042.42,3.65
865678.21,14.31,0.71,221000.74,3.65
865678.21,14.31,0.71,220982.76,3.65
865874.77,14.31,0.72,220920.24,3.65
865925.22,14.31,0.72,221147.32,3.66
865896.78,14.31,0.72,221314.84,3.66
865632.75,14.31,0.72,221029.78,3.65
865683.2,14.31,0.72,221156.39,3.66
865733.65,14.31,0.72,221230.64,3.66
865784.1,14.32,0.73,221357.25,3.66
865571.63,14.31,0.72,221129.73,3.66
865571.63,14.31,0.72,222848.09,3.69
865751.33,14.32,0.73,222905.07,3.69
865751.33,14.32,0.73,225232.75,3.73
866338.85,14.33,0.74,225357.97,3.73
866083.24,14.33,0.74,225268.34,3.73
865748.98,14.32,0.73,224768.62,3.72
865942.46,14.33,0.74,224596.58,3.72
866492.23,14.34,0.75,224884.13,3.72
866586.96,14.34,0.75,226827.65,3.75
866586.96,14.34,0.75,226827.23,3.75
866637.41,14.34,0.75,226953.84,3.76
866833.97,14.35,0.76,226991.79,3.76
866531.5,14.34,0.75,226891.06,3.76
866728.07,14.35,0.76,226828.55,3.75
866778.51,14.35,0.76,227055.62,3.76
866476.04,14.35,0.76,226954.89,3.76
866526.49,14.35,0.76,227081.51,3.76
866767.06,14.35,0.76,227151.72,3.76
866631.15,14.35,0.76,226952.48,3.76
866629.27,14.35,0.76,227166.76,3.76
866676.63,14.36,0.77,226825.06,3.76
866715.24,14.36,0.77,226615.94,3.75
866715.24,14.36,0.77,226615.94,3.75
866900.9,14.36,0.77,226586.75,3.75
866649.33,14.36,0.77,226468.63,3.75
866829.04,14.36,0.77,226857.4,3.76
866829.04,14.36,0.77,232505.02,3.85
866879.49,14.37,0.78,232631.63,3.86
866929.94,14.37,0.78,232705.88,3.86
866977.3,14.37,0.78,232364.18,3.85
867015.9,14.38,0.78,232155.06,3.85
866760.29,14.37,0.78,231896.29,3.85
866934.04,14.38,0.79,231836.37,3.84
866771.92,14.37,0.78,231618.19,3.84
866822.37,14.38,0.79,231857.11,3.85
866686.46,14.38,0.79,231909.04,3.85
870135.62,14.43,0.84,233888.67,3.88
870022.13,14.43,0.84,233940.39,3.88
870022.13,14.43,0.84,233940.39,3.88
870609.64,14.44,0.85,234065.62,3.88
870765.38,14.45,0.86,234055.9,3.88
870815.83,14.45,0.86,234182.51,3.89
870995.54,14.45,0.86,234239.49,3.89
870995.54,14.45,0.86,234239.49,3.89
871583.06,14.47,0.88,234364.72,3.89
871248.8,14.46,0.87,233865.0,3.88
870993.18,14.46,0.87,233775.37,3.88
871178.84,14.46,0.87,233746.18,3.88
871022.49,14.46,0.87,233595.44,3.88
870886.58,14.46,0.87,233396.2,3.88
871125.27,14.47,0.88,233967.91,3.89
870880.67,14.46,0.87,233668.7,3.88
870931.12,14.47,0.88,233795.31,3.88
870776.29,14.46,0.87,233694.56,3.88
870826.74,14.47,0.88,233768.81,3.88
871006.45,14.47,0.88,233759.94,3.88
871056.9,14.47,0.88,233952.4,3.89
871107.35,14.48,0.89,234079.01,3.89
870851.73,14.47,0.88,233989.38,3.89
871031.44,14.48,0.89,234046.35,3.89
871031.44,14.48,0.89,234046.35,3.89
870921.8,14.48,0.89,234103.24,3.89
871107.46,14.48,0.89,234074.05,3.89
871157.91,14.48,0.89,234291.42,3.9
871745.42,14.5,0.9,234416.65,3.9
871905.1,14.5,0.91,234506.62,3.9
871570.84,14.5,0.9,234006.9,3.89
871570.84,14.5,0.9,234006.9,3.89
874616.4,14.55,0.96,234194.04,3.9
874374.84,14.54,0.95,234119.2,3.89
874425.28,14.55,0.96,234259.26,3.9
874425.28,14.55,0.96,234259.26,3.9
874475.73,14.55,0.96,234385.87,3.9
874655.44,14.55,0.96,234442.85,3.9
874399.83,14.55,0.96,234353.21,3.9
874187.36,14.55,0.96,234195.32,3.9
874237.81,14.55,0.96,234321.94,3.9
874397.49,14.55,0.96,234430.67,3.9
874577.19,14.56,0.97,234421.8,3.9
874577.19,14.56,0.97,234421.8,3.9
874627.64,14.56,0.97,234614.26,3.91
874675.0,14.56,0.97,234272.56,3.9
874675.0,14.56,0.97,234279.67,3.9
874539.09,14.56,0.97,234329.7,3.9
874293.48,14.56,0.97,234249.72,3.9
874602.38,14.57,0.98,234295.93,3.9
874446.03,14.56,0.97,234165.4,3.9
874900.31,14.57,0.98,234146.81,3.9
875013.07,14.58,0.99,234199.38,3.9
875192.77,14.58,0.99,234190.51,3.9
875056.87,14.58,0.99,233993.17,3.9
875107.32,14.58,0.99,234185.63,3.9
874841.73,14.58,0.99,234015.65,3.9
874576.14,14.58,0.99,233844.14,3.9
874735.82,14.58,0.99,233937.55,3.9
874442.81,14.58,0.99,233668.55,3.9
874493.26,14.58,0.99,233810.49,3.9
874698.65,14.58,0.99,233895.98,3.9
874698.65,14.58,0.99,233895.98,3.9
874443.04,14.58,0.99,233806.26,3.9
874493.49,14.58,0.99,233991.38,3.9
874540.85,14.59,1.0,233649.67,3.9
874579.46,14.59,1.0,233440.55,3.89
874579.46,14.59,1.0,233533.97,3.9
874629.91,14.59,1.0,233386.66,3.89
874809.61,14.6,1.01,233879.14,3.9
874809.61,14.6,1.01,238007.93,3.97
874634.03,14.59,1.0,237924.88,3.97
874681.39,14.6,1.01,237583.18,3.96
874430.09,14.59,1.0,237435.66,3.96
874468.7,14.6,1.01,237226.54,3.96
874519.15,14.6,1.01,237353.16,3.96
874360.47,14.6,1.01,237181.36,3.96
874520.15,14.6,1.01,237290.1,3.96
874758.83,14.61,1.02,237350.05,3.96
874938.54,14.61,1.02,237593.18,3.97
874988.99,14.61,1.02,237719.79,3.97
875039.44,14.62,1.03,237794.04,3.97
874783.82,14.61,1.02,237783.03,3.97
875371.34,14.62,1.03,237908.26,3.97
875613.04,14.63,1.04,237573.1,3.97
875477.13,14.63,1.04,237425.79,3.97
875211.55,14.63,1.04,237254.28,3.97
874877.29,14.62,1.03,236754.56,3.96
874877.29,14.62,1.03,236761.68,3.96
874924.65,14.63,1.04,236419.97,3.95
875233.55,14.63,1.04,236466.19,3.95
875293.27,14.63,1.04,236348.24,3.95
875131.14,14.63,1.04,236141.21,3.95
875178.5,14.64,1.04,235799.5,3.94
875217.11,14.64,1.05,235590.38,3.94
874814.1,14.63,1.04,235211.39,3.93
873726.84,14.63,1.04,235210.97,3.94
873539.79,14.63,1.04,234928.44,3.93
873383.44,14.63,1.04,234779.1,3.93
873580.0,14.63,1.04,234716.59,3.93
873630.45,14.64,1.05,234943.66,3.94
873503.95,14.63,1.04,234969.76,3.94
873700.52,14.64,1.05,234907.24,3.94
880553.54,14.75,1.16,238795.45,4.0
880603.99,14.76,1.17,239022.52,4.01
880603.99,14.76,1.17,239115.94,4.01
880483.99,14.76,1.17,239196.96,4.01
880643.66,14.76,1.17,239290.36,4.01
880694.11,14.76,1.17,239432.3,4.01
880694.11,14.76,1.17,244978.97,4.11
880741.47,14.77,1.17,244637.26,4.1
881035.73,14.77,1.18,244662.01,4.1
883846.54,14.82,1.23,246527.77,4.13
883710.64,14.82,1.23,246527.77,4.13
883445.05,14.82,1.22,246356.25,4.13
883495.5,14.82,1.23,246482.87,4.13
883734.19,14.82,1.23,246654.72,4.14
884476.56,14.84,1.25,246965.72,4.14
884476.56,14.84,1.25,246972.83,4.14
884656.26,14.84,1.25,246963.96,4.14
884656.26,14.84,1.25,246963.96,4.14
884520.36,14.84,1.25,247005.05,4.14
884211.24,14.84,1.25,246499.57,4.14
884261.69,14.84,1.25,246692.03,4.14
884312.14,14.84,1.25,246818.64,4.14
884550.83,14.85,1.26,246990.49,4.15
884601.28,14.85,1.26,247117.1,4.15
884651.73,14.86,1.26,247191.35,4.15
884407.13,14.85,1.26,247054.92,4.15
884048.77,14.85,1.26,246727.39,4.14
883912.86,14.85,1.26,246538.99,4.14
883776.95,14.85,1.26,246391.68,4.14
883936.63,14.85,1.26,246485.08,4.14
883987.08,14.85,1.26,246627.02,4.14
883987.08,14.85,1.26,246720.44,4.15
883851.17,14.85,1.26,246720.44,4.15
883595.56,14.85,1.26,246630.72,4.15
883797.86,14.86,1.27,246270.64,4.14
883661.95,14.86,1.27,246213.84,4.14
883700.56,14.86,1.27,246144.62,4.14
883880.27,14.86,1.27,246135.75,4.14
890793.01,14.98,1.39,254034.8,4.27
890548.41,14.98,1.39,253898.36,4.27
890248.12,14.97,1.38,253639.99,4.27
889992.51,14.97,1.38,253501.55,4.26
889992.51,14.97,1.38,253501.13,4.26
890172.21,14.97,1.38,253882.05,4.27
890172.21,14.97,1.38,253882.05,4.27
889926.6,14.97,1.38,253631.13,4.27
889751.01,14.97,1.38,253548.08,4.27
889798.37,14.97,1.38,253206.37,4.26
890210.77,14.98,1.39,253348.96,4.26
890074.86,14.98,1.39,253258.44,4.26
890063.51,14.98,1.39,252706.78,4.25
889727.71,14.98,1.39,252457.93,4.25
889727.71,14.98,1.39,252457.93,4.25
889727.71,14.98,1.39,253200.32,4.26
889907.41,14.98,1.39,253191.45,4.26
889771.5,14.98,1.39,253243.41,4.26
889821.95,14.98,1.39,253435.87,4.27
889869.31,14.99,1.4,253094.16,4.26
889907.92,14.99,1.4,252885.05,4.26
889711.42,14.99,1.4,252719.67,4.26
889601.78,14.99,1.4,252776.56,4.26
889465.88,14.99,1.4,252577.29,4.26
889309.52,14.98,1.39,252426.1,4.25
889489.23,14.99,1.4,252417.23,4.25
889489.23,14.99,1.4,252045.3,4.25
889694.62,14.99,1.4,252338.87,4.25
889745.06,15.0,1.41,252465.48,4.26
889493.77,14.99,1.4,252440.08,4.26
889238.15,14.99,1.4,252183.47,4.25
889443.54,15.0,1.4,252327.46,4.25
889493.99,15.0,1.41,252180.15,4.25
889337.64,15.0,1.41,252028.24,4.25
889388.09,15.0,1.41,252396.51,4.26
889136.79,15.0,1.4,252248.99,4.25
889187.24,15.0,1.41,252375.6,4.26
889237.69,15.0,1.41,252449.85,4.26
889434.25,15.01,1.41,252387.34,4.26
889484.7,15.01,1.42,252614.42,4.26
889182.23,15.0,1.41,252513.69,4.26
889361.93,15.01,1.42,252504.82,4.26
889421.65,15.01,1.42,252845.53,4.27
888893.21,15.0,1.41,252266.21,4.26
888757.3,15.0,1.41,252118.89,4.26
888807.75,15.01,1.42,252311.35,4.26
888858.2,15.01,1.42,252437.96,4.26
889017.88,15.01,1.42,252546.7,4.27
890779.53,15.04,1.45,258494.61,4.37
890513.91,15.04,1.45,258395.16,4.36
890357.56,15.04,1.45,258244.02,4.36
890091.97,15.03,1.44,258072.51,4.36
890139.33,15.04,1.45,257730.8,4.35
890441.42,15.04,1.45,257712.82,4.35
890491.86,15.05,1.46,257839.44,4.36
890651.54,15.05,1.46,257948.17,4.36
891239.06,15.06,1.47,258073.4,4.36
890904.8,15.06,1.47,257573.68,4.35
890668.61,15.06,1.47,257418.87,4.35
890403.02,15.05,1.46,257247.36,4.35
890293.02,15.05,1.46,257137.36,4.35
890472.73,15.05,1.46,257128.5,4.35
895515.72,15.14,1.55,258421.01,4.37
895260.1,15.14,1.55,258282.57,4.37
895260.1,15.14,1.55,258282.57,4.37
895260.1,15.14,1.55,258282.57,4.37
895419.78,15.14,1.55,258632.32,4.37
895470.23,15.14,1.55,258758.93,4.38
895675.62,15.15,1.56,258902.92,4.38
895675.62,15.15,1.56,258902.92,4.38
895722.98,15.15,1.56,258561.22,4.37
895916.53,15.16,1.57,258473.61,4.37
895780.62,15.16,1.57,258473.61,4.37
896227.91,15.17,1.58,258564.68,4.38
896015.44,15.16,1.57,258392.32,4.37
895924.42,15.16,1.57,258005.76,4.37
896104.12,15.17,1.58,257996.89,4.37
896104.12,15.17,1.58,257996.89,4.37
895968.22,15.17,1.58,258048.82,4.37
896018.67,15.17,1.58,258241.28,4.37
895763.05,15.17,1.58,258151.64,4.37
895922.73,15.17,1.58,258245.05,4.37
896161.42,15.18,1.59,258706.11,4.38
896211.87,15.18,1.59,258832.72,4.38
896371.55,15.18,1.59,258941.45,4.39
896551.25,15.19,1.6,258932.58,4.39
896601.7,15.19,1.6,259125.04,4.39
896336.12,15.19,1.6,258865.29,4.39
896386.56,15.19,1.6,258991.91,4.39
896591.95,15.2,1.61,259135.9,4.39
896591.95,15.2,1.61,259143.01,4.39
896336.34,15.19,1.6,259053.37,4.39
896516.05,15.2,1.61,259044.51,4.39
896466.05,15.2,1.61,258994.51,4.39
896466.05,15.2,1.61,259087.92,4.39
896214.75,15.19,1.6,258940.41,4.39
895959.14,15.19,1.6,258801.96,4.39
895708.84,15.19,1.6,258594.56,4.38
895572.94,15.19,1.6,258395.32,4.38
895437.03,15.19,1.6,258338.53,4.38
895487.48,15.19,1.6,258579.72,4.39
895582.2,15.19,1.6,263514.2,4.47
895582.2,15.19,1.6,263521.31,4.47
895632.65,15.19,1.6,263647.93,4.47
895632.65,15.19,1.6,263647.93,4.47
902450.67,15.31,1.72,266612.49,4.52
902501.12,15.31,1.72,266686.74,4.53
902739.8,15.32,1.73,266741.38,4.53
