ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
716,2236,1685430,6212,1685430
716,2236,1686240,6212,1686240
716,2236,1686710,6212,1686710
716,2236,1687710,6212,1687710
716,2236,1688520,6212,1688520
716,2236,1689170,6212,1689170
716,2236,1690170,6212,1690170
716,2236,1690820,6212,1690820
716,2236,1691630,6212,1691630
717,2244,1692440,6212,1692440
717,2244,1692440,6212,1692440
717,2244,1693250,6212,1693250
717,2244,1694060,6212,1694060
717,2244,1694710,6212,1694710
717,2244,1695030,6212,1695030
717,2244,1695840,6212,1695840
717,2244,1695840,6212,1695840
717,2244,1695840,6212,1695840
717,2244,1696840,6212,1696840
717,2244,1697060,6212,1697060
717,2244,1697530,6212,1697530
717,2244,1697850,6212,1697850
717,2244,1698660,6212,1698660
717,2244,1699120,6212,1699120
717,2244,1699930,6212,1699930
717,2244,1700250,6212,1700250
718,2252,1701250,6212,1701250
719,2260,1702060,6212,1702060
719,2260,1702380,6212,1702380
719,2260,1702850,6212,1702850
719,2260,1703660,6212,1703660
719,2260,1703890,6212,1703890
719,2260,1704480,6212,1704480
719,2260,1704700,6212,1704700
719,2260,1705290,6212,1705290
719,2260,1705520,6212,1705520
719,2260,1705990,6212,1705990
719,2260,1706800,6212,1706800
719,2260,1707120,6212,1707120
719,2260,1707930,6212,1707930
720,2268,1708400,6212,1708400
720,2268,1708630,6212,1708630
720,2268,1709100,6212,1709100
720,2268,1709570,6212,1709570
720,2268,1710220,6212,1710220
720,2268,1711030,6212,1711030
720,2268,1711500,6212,1711500
720,2268,1711970,6212,1711970
720,2268,1712440,6212,1712440
720,2268,1712900,6212,1712900
720,2268,1713900,6212,1713900
720,2268,1713900,6212,1713900
720,2268,1714710,6212,1714710
720,2268,1715300,6212,1715300
721,2276,1715770,6212,1715770
721,2276,1716580,6212,1716580
721,2276,1717390,6212,1717390
721,2276,1717860,6212,1717860
721,2276,1718670,6212,1718670
721,2276,1719140,6212,1719140
721,2276,1720140,6212,1720140
721,2276,1720790,6212,1720790
721,2276,1721440,6212,1721440
721,2276,1722440,6212,1722440
721,2276,1723090,6212,1723090
721,2276,1723560,6212,1723560
721,2276,1723880,6212,1723880
722,2284,1724690,6212,1724690
722,2284,1725500,6212,1725500
722,2284,1725970,6212,1725970
722,2284,1726620,6212,1726620
722,2284,1727090,6212,1727090
722,2284,1727900,6212,1727900
722,2284,1727900,6212,1727900
722,2284,1727900,6212,1727900
722,2284,1728360,6212,1728360
722,2284,1729170,6212,1729170
722,2284,1729630,6212,1729630
722,2284,1729630,6212,1729630
722,2284,1729950,6212,1729950
722,2284,1730760,6212,1730760
723,2292,1731570,6212,1731570
723,2292,1732040,6212,1732040
723,2292,1732850,6212,1732850
723,2292,1733310,6212,1733310
723,2292,1733310,6212,1733310
723,2292,1733630,6212,1733630
723,2292,1734440,6212,1734440
723,2292,1734810,6212,1734810
723,2292,1735810,6212,1735810
723,2292,1735810,6212,1735810
723,2292,1736280,6212,1736280
723,2292,1737090,6212,1737090
723,2292,1737460,6212,1737460
723,2292,1738270,6212,1738270
724,2300,1739080,6212,1739080
724,2300,1739890,6212,1739890
724,2300,1740480,6212,1740480
724,2300,1741290,6212,1741290
724,2300,1742100,6212,1742100
724,2300,1742100,6212,1742100
724,2300,1742100,6212,1742100
724,2300,1742570,6212,1742570
724,2300,1742890,6212,1742890
724,2300,1743700,6212,1743700
724,2300,1744020,6212,1744020
724,2300,1744490,6212,1744490
724,2300,1744950,6212,1744950
724,2300,1744950,6212,1744950
724,2300,1745180,6212,1745180
725,2308,1745990,6212,1745990
725,2308,1746800,6212,1746800
725,2308,1747800,6212,1747800
725,2308,1748270,6212,1748270
725,2308,1749270,6212,1749270
725,2308,1750080,6212,1750080
725,2308,1750730,6212,1750730
725,2308,1751730,6212,1751730
725,2308,1751730,6212,1751730
725,2308,1752200,6212,1752200
725,2308,1752520,6212,1752520
725,2308,1753330,6212,1753330
725,2308,1754330,6212,1754330
725,2308,1754330,6212,1754330
725,2308,1754650,6212,1754650
725,2308,1755460,6212,1755460
725,2308,1756050,6212,1756050
726,2316,1756520,6212,1756520
726,2316,1756520,6212,1756520
726,2316,1757110,6212,1757110
726,2316,1757340,6212,1757340
726,2316,1757800,6212,1757800
726,2316,1758610,6212,1758610
726,2316,1759080,6212,1759080
726,2316,1759310,6212,1759310
726,2316,1759790,6212,1759790
726,2316,1760790,6212,1760790
726,2316,1761110,6212,1761110
727,2324,1762110,6212,1762110
727,2324,1762430,6212,1762430
727,2324,1762900,6212,1762900
727,2324,1763220,6212,1763220
727,2324,1763690,6212,1763690
727,2324,1764500,6212,1764500
727,2324,1765310,6212,1765310
728,2332,1766120,6212,1766120
728,2332,1766770,6212,1766770
728,2332,1767580,6212,1767580
728,2332,1767800,6212,1767800
728,2332,1768260,6212,1768260
728,2332,1768580,6212,1768580
728,2332,1769390,6212,1769390
728,2332,1770390,6212,1770390
728,2332,1770860,6212,1770860
728,2332,1771670,6212,1771670
728,2332,1772130,6212,1772130
728,2332,1772780,6212,1772780
728,2332,1773010,6212,1773010
728,2332,1774010,6212,1774010
728,2332,1775010,6212,1775010
729,2340,1775820,6212,1775820
729,2340,1776470,6212,1776470
729,2340,1777280,6212,1777280
729,2340,1778090,6212,1778090
729,2340,1778090,6212,1778090
729,2340,1778900,6212,1778900
729,2340,1778900,6212,1778900
729,2340,1779270,6212,1779270
729,2340,1780080,6212,1780080
729,2340,1781080,6212,1781080
729,2340,1781400,6212,1781400
729,2340,1782050,6212,1782050
729,2340,1782370,6212,1782370
729,2340,1783020,6212,1783020
730,2348,1783830,6212,1783830
730,2348,1784640,6212,1784640
730,2348,1785450,6212,1785450
730,2348,1785920,6212,1785920
730,2348,1786510,6212,1786510
730,2348,1786730,6212,1786730
730,2348,1787380,6212,1787380
730,2348,1788190,6212,1788190
730,2348,1788840,6212,1788840
730,2348,1789310,6212,1789310
731,2356,1790120,6212,1790120
731,2356,1791120,6212,1791120
732,2364,1792120,6212,1792120
732,2364,1792590,6212,1792590
732,2364,1792960,6212,1792960
732,2364,1793120,6212,1793120
732,2364,1793930,6212,1793930
732,2364,1794740,6212,1794740
732,2364,1795390,6212,1795390
732,2364,1795390,6212,1795390
732,2364,1795760,6212,1795760
732,2364,1796760,6212,1796760
732,2364,1797570,6212,1797570
732,2364,1797570,6212,1797570
732,2364,1798040,6212,1798040
732,2364,1798510,6212,1798510
732,2364,1798980,6212,1798980
732,2364,1799980,6212,1799980
732,2364,1800450,6212,1800450
733,2372,1801040,6212,1801040
733,2372,1801850,6212,1801850
733,2372,1802080,6212,1802080
733,2372,1802890,6212,1802890
733,2372,1803700,6212,1803700
733,2372,1804170,6212,1804170
733,2372,1804640,6212,1804640
733,2372,1804640,6212,1804640
733,2372,1804960,6212,1804960
733,2372,1805770,6212,1805770
733,2372,1806240,6212,1806240
733,2372,1806830,6212,1806830
733,2372,1806830,6212,1806830
733,2372,1807150,6212,1807150
734,2380,1807960,6212,1807960
734,2380,1807960,6212,1807960
734,2380,1808190,6212,1808190
734,2380,1809190,6212,1809190
734,2380,1810000,6212,1810000
734,2380,1810810,6212,1810810
734,2380,1811620,6212,1811620
734,2380,1812620,6212,1812620
734,2380,1813430,6212,1813430
734,2380,1813660,6212,1813660
734,2380,1814310,6212,1814310
734,2380,1814780,6212,1814780
734,2380,1815780,6212,1815780
734,2380,1816250,6212,1816250
734,2380,1816570,6212,1816570
734,2380,1817040,6212,1817040
734,2380,1818040,6212,1818040
734,2380,1818850,6212,1818850
735,2388,1819170,6212,1819170
735,2388,1820170,6212,1820170
735,2388,1820630,6212,1820630
735,2388,1821440,6212,1821440
735,2388,1822250,6212,1822250
735,2388,1822900,6212,1822900
735,2388,1823710,6212,1823710
735,2388,1824030,6212,1824030
735,2388,1824350,6212,1824350
735,2388,1824820,6212,1824820
735,2388,1824820,6212,1824820
735,2388,1825630,6212,1825630
735,2388,1825630,6212,1825630
735,2388,1825950,6212,1825950
735,2388,1826600,6212,1826600
736,2396,1826920,6212,1826920
736,2396,1827570,6212,1827570
736,2396,1828380,6212,1828380
736,2396,1828850,6212,1828850
736,2396,1829170,6212,1829170
736,2396,1829820,6212,1829820
737,2404,1830820,6212,1830820
737,2404,1831410,6212,1831410
737,2404,1832220,6212,1832220
737,2404,1833030,6212,1833030
737,2404,1833680,6212,1833680
738,2412,1834490,6212,1834490
738,2412,1835300,6212,1835300
738,2412,1835760,6212,1835760
738,2412,1836230,6212,1836230
738,2412,1836700,6212,1836700
738,2412,1837510,6212,1837510
738,2412,1837980,6212,1837980
738,2412,1838790,6212,1838790
738,2412,1839110,6212,1839110
738,2412,1839920,6212,1839920
738,2412,1840390,6212,1840390
738,2412,1840390,6212,1840390
739,2420,1841200,6212,1841200
739,2420,1841660,6212,1841660
739,2420,1842470,6212,1842470
739,2420,1843280,6212,1843280
739,2420,1844090,6212,1844090
739,2420,1844900,6212,1844900
739,2420,1845900,6212,1845900
739,2420,1845900,6212,1845900
739,2420,1846710,6212,1846710
739,2420,1846710,6212,1846710
739,2420,1847030,6212,1847030
739,2420,1847250,6212,1847250
739,2420,1847620,6212,1847620
739,2420,1847620,6212,1847620
739,2420,1847940,6212,1847940
739,2420,1848750,6212,1848750
739,2420,1848980,6212,1848980
739,2420,1849440,6212,1849440
739,2420,1849660,6212,1849660
739,2420,1849770,6212,1849770
740,2428,1850580,6212,1850580
740,2428,1851390,6212,1851390
740,2428,1851860,6212,1851860
740,2428,1852330,6212,1852330
740,2428,1852800,6212,1852800
740,2428,1853270,6212,1853270
740,2428,1853860,6212,1853860
740,2428,1854670,6212,1854670
740,2428,1854670,6212,1854670
740,2428,1855320,6212,1855320
740,2428,1856130,6212,1856130
741,2436,1856590,6212,1856590
741,2436,1857060,6212,1857060
741,2436,1857870,6212,1857870
741,2436,1858680,6212,1858680
741,2436,1859000,6212,1859000
741,2436,1859810,6212,1859810
741,2436,1859810,6212,1859810
741,2436,1859810,6212,1859810
741,2436,1860620,6212,1860620
741,2436,1860670,6212,1860670
741,2436,1861480,6212,1861480
741,2436,1862130,6212,1862130
741,2436,1862940,6212,1862940
741,2436,1862940,6212,1862940
741,2436,1862940,6212,1862940
742,2444,1863590,6212,1863590
742,2444,1864050,6212,1864050
742,2444,1864860,6212,1864860
742,2444,1865860,6212,1865860
742,2444,1866670,6212,1866670
742,2444,1867480,6212,1867480
742,2444,1867710,6212,1867710
742,2444,1868260,6212,1868260
742,2444,1868810,6212,1868810
742,2444,1868810,6212,1868810
742,2444,1869130,6212,1869130
742,2444,1869940,6212,1869940
743,2452,1870750,6212,1870750
743,2452,1871400,6212,1871400
743,2452,1871400,6212,1871400
743,2452,1871400,6212,1871400
743,2452,1872400,6212,1872400
743,2452,1872400,6212,1872400
743,2452,1872870,6212,1872870
743,2452,1873330,6212,1873330
743,2452,1873330,6212,1873330
743,2452,1873800,6212,1873800
743,2452,1873800,6212,1873800
743,2452,1874390,6212,1874390
743,2452,1875200,6212,1875200
743,2452,1876010,6212,1876010
743,2452,1877010,6212,1877010
743,2452,1877330,6212,1877330
743,2452,1878330,6212,1878330
743,2452,1878330,6212,1878330
743,2452,1878650,6212,1878650
743,2452,1879650,6212,1879650
743,2452,1880460,6212,1880460
743,2452,1880780,6212,1880780
743,2452,1881430,6212,1881430
743,2452,1882430,6212,1882430
743,2452,1883430,6212,1883430
743,2452,1884430,6212,1884430
743,2452,1884430,6212,1884430
744,2460,1884890,6212,1884890
744,2460,1885210,6212,1885210
744,2460,1885680,6212,1885680
744,2460,1885680,6212,1885680
744,2460,1886490,6212,1886490
744,2460,1886960,6212,1886960
744,2460,1887280,6212,1887280
744,2460,1887330,6212,1887330
744,2460,1887980,6212,1887980
744,2460,1888790,6212,1888790
744,2460,1889600,6212,1889600
744,2460,1889600,6212,1889600
744,2460,1890070,6212,1890070
744,2460,1890880,6212,1890880
744,2460,1891690,6212,1891690
745,2468,1892340,6212,1892340
745,2468,1892570,6212,1892570
745,2468,1893040,6212,1893040
745,2468,1893510,6212,1893510
745,2468,1894320,6212,1894320
745,2468,1894540,6212,1894540
745,2468,1895190,6212,1895190
745,2468,1895840,6212,1895840
745,2468,1896310,6212,1896310
745,2468,1896310,6212,1896310
746,2476,1897310,6212,1897310
746,2476,1897630,6212,1897630
746,2476,1898090,6212,1898090
746,2476,1898740,6212,1898740
746,2476,1899060,6212,1899060
746,2476,1899380,6212,1899380
747,2484,1899700,6212,1899700
747,2484,1899860,6212,1899860
747,2484,1900090,6212,1900090
747,2484,1900560,6212,1900560
747,2484,1901150,6212,1901150
747,2484,1901150,6212,1901150
747,2484,1901620,6212,1901620
747,2484,1902430,6212,1902430
747,2484,1903240,6212,1903240
747,2484,1903790,6212,1903790
747,2484,1904110,6212,1904110
747,2484,1905110,6212,1905110
747,2484,1905920,6212,1905920
747,2484,1905920,6212,1905920
747,2484,1906390,6212,1906390
747,2484,1906710,6212,1906710
747,2484,1907080,6212,1907080
747,2484,1907400,6212,1907400
748,2492,1908210,6212,1908210
748,2492,1908680,6212,1908680
748,2492,1909490,6212,1909490
748,2492,1909810,6212,1909810
748,2492,1910040,6212,1910040
748,2492,1910510,6212,1910510
748,2492,1911510,6212,1911510
748,2492,1912320,6212,1912320
748,2492,1912320,6212,1912320
748,2492,1912320,6212,1912320
748,2492,1912550,6212,1912550
748,2492,1913020,6212,1913020
748,2492,1914020,6212,1914020
748,2492,1914610,6212,1914610
748,2492,1915080,6212,1915080
748,2492,1915890,6212,1915890
749,2500,1916700,6212,1916700
749,2500,1917700,6212,1917700
749,2500,1918170,6212,1918170
749,2500,1918980,6212,1918980
749,2500,1919300,6212,1919300
749,2500,1919620,6212,1919620
749,2500,1920090,6212,1920090
749,2500,1920900,6212,1920900
749,2500,1921130,6212,1921130
749,2500,1921450,6212,1921450
749,2500,1921450,6212,1921450
749,2500,1921770,6212,1921770
749,2500,1922580,6212,1922580
749,2500,1923050,6212,1923050
749,2500,1923520,6212,1923520
749,2500,1924520,6212,1924520
749,2500,1924990,6212,1924990
749,2500,1924990,6212,1924990
750,2508,1925800,6212,1925800
750,2508,1926610,6212,1926610
750,2508,1927080,6212,1927080
750,2508,1927540,6212,1927540
750,2508,1928350,6212,1928350
750,2508,1929160,6212,1929160
750,2508,1929810,6212,1929810
750,2508,1930620,6212,1930620
750,2508,1930620,6212,1930620
750,2508,1931430,6212,1931430
751,2516,1932240,6212,1932240
751,2516,1932710,6212,1932710
751,2516,1933170,6212,1933170
751,2516,1933170,6212,1933170
751,2516,1933640,6212,1933640
751,2516,1934290,6212,1934290
751,2516,1934760,6212,1934760
751,2516,1935410,6212,1935410
751,2516,1935880,6212,1935880
751,2516,1936100,6212,1936100
751,2516,1936750,6212,1936750
751,2516,1937220,6212,1937220
751,2516,1937540,6212,1937540
751,2516,1937540,6212,1937540
751,2516,1938020,6212,1938020
751,2516,1938830,6212,1938830
752,2524,1939290,6212,1939290
752,2524,1939840,6212,1939840
752,2524,1940840,6212,1940840
752,2524,1941650,6212,1941650
752,2524,1942460,6212,1942460
752,2524,1942460,6212,1942460
752,2524,1942690,6212,1942690
752,2524,1943690,6212,1943690
752,2524,1944160,6212,1944160
752,2524,1944380,6212,1944380
752,2524,1945190,6212,1945190
753,2532,1946190,6212,1946190
753,2532,1947000,6212,1947000
753,2532,1947320,6212,1947320
753,2532,1947640,6212,1947640
753,2532,1948110,6212,1948110
754,2540,1948700,6212,1948700
754,2540,1949700,6212,1949700
754,2540,1950510,6212,1950510
754,2540,1950980,6212,1950980
754,2540,1951790,6212,1951790
754,2540,1952260,6212,1952260
754,2540,1953260,6212,1953260
754,2540,1953910,6212,1953910
754,2540,1954720,6212,1954720
754,2540,1955190,6212,1955190
754,2540,1955510,6212,1955510
754,2540,1956320,6212,1956320
754,2540,1957130,6212,1957130
755,2548,1957940,6212,1957940
755,2548,1958410,6212,1958410
755,2548,1959060,6212,1959060
755,2548,1959870,6212,1959870
755,2548,1960680,6212,1960680
755,2548,1961150,6212,1961150
755,2548,1961960,6212,1961960
755,2548,1961960,6212,1961960
755,2548,1962430,6212,1962430
755,2548,1963240,6212,1963240
755,2548,1964240,6212,1964240
755,2548,1964610,6212,1964610
755,2548,1965080,6212,1965080
755,2548,1965400,6212,1965400
755,2548,1966400,6212,1966400
756,2556,1967210,6212,1967210
756,2556,1968020,6212,1968020
756,2556,1968490,6212,1968490
756,2556,1969300,6212,1969300
756,2556,1969950,6212,1969950
756,2556,1970500,6212,1970500
756,2556,1970970,6212,1970970
756,2556,1971440,6212,1971440
756,2556,1972250,6212,1972250
756,2556,1973250,6212,1973250
757,2564,1974060,6212,1974060
757,2564,1974870,6212,1974870
757,2564,1975680,6212,1975680
757,2564,1976000,6212,1976000
757,2564,1976470,6212,1976470
757,2564,1976470,6212,1976470
757,2564,1977280,6212,1977280
757,2564,1978090,6212,1978090
757,2564,1978090,6212,1978090
757,2564,1978410,6212,1978410
757,2564,1979410,6212,1979410
757,2564,1980220,6212,1980220
757,2564,1980690,6212,1980690
757,2564,1980920,6212,1980920
757,2564,1980920,6212,1980920
757,2564,1981380,6212,1981380
757,2564,1981610,6212,1981610
757,2564,1982420,6212,1982420
758,2572,1982740,6212,1982740
758,2572,1983550,6212,1983550
758,2572,1984200,6212,1984200
758,2572,1984670,6212,1984670
758,2572,1985140,6212,1985140
759,2580,1986140,6212,1986140
759,2580,1986610,6212,1986610
759,2580,1986610,6212,1986610
759,2580,1987420,6212,1987420
759,2580,1988230,6212,1988230
759,2580,1989230,6212,1989230
759,2580,1990040,6212,1990040
759,2580,1990510,6212,1990510
759,2580,1991100,6212,1991100
759,2580,1992100,6212,1992100
760,2588,1992910,6212,1992910
760,2588,1993380,6212,1993380
761,2596,2001380,6212,2001380
761,2596,2002190,6212,2002190
761,2596,2002410,6212,2002410
761,2596,2003220,6212,2003220
761,2596,2003870,6212,2003870
761,2596,2004680,6212,2004680
761,2596,2005490,6212,2005490
761,2596,2005720,6212,2005720
761,2596,2006530,6212,2006530
761,2596,2007530,6212,2007530
762,2604,2008340,6212,2008340
762,2604,2008810,6212,2008810
762,2604,2009280,6212,2009280
762,2604,2009280,6212,2009280
762,2604,2009750,6212,2009750
762,2604,2010750,6212,2010750
762,2604,2010970,6212,2010970
762,2604,2011430,6212,2011430
762,2604,2012240,6212,2012240
762,2604,2012710,6212,2012710
762,2604,2013260,6212,2013260
762,2604,2014070,6212,2014070
762,2604,2014070,6212,2014070
762,2604,2014880,6212,2014880
762,2604,2015690,6212,2015690
763,2612,2016160,6212,2016160
763,2612,2016380,6212,2016380
763,2612,2016850,6212,2016850
763,2612,2017660,6212,2017660
763,2612,2018310,6212,2018310
763,2612,2018780,6212,2018780
763,2612,2019250,6212,2019250
763,2612,2019570,6212,2019570
763,2612,2020040,6212,2020040
763,2612,2020510,6212,2020510
763,2612,2020510,6212,2020510
763,2612,2021320,6212,2021320
763,2612,2021320,6212,2021320
763,2612,2021870,6212,2021870
763,2612,2022030,6212,2022030
763,2612,2023030,6212,2023030
763,2612,2023500,6212,2023500
763,2612,2024500,6212,2024500
764,2620,2024820,6212,2024820
764,2620,2025820,6212,2025820
764,2620,2025820,6212,2025820
764,2620,2026630,6212,2026630
764,2620,2027100,6212,2027100
764,2620,2027570,6212,2027570
764,2620,2028380,6212,2028380
764,2620,2029190,6212,2029190
764,2620,2029660,6212,2029660
764,2620,2030130,6212,2030130
764,2620,2030940,6212,2030940
764,2620,2030940,6212,2030940
764,2620,2030940,6212,2030940
764,2620,2031410,6212,2031410
764,2620,2031630,6212,2031630
764,2620,2032090,6212,2032090
764,2620,2032560,6212,2032560
765,2628,2033210,6212,2033210
765,2628,2033210,6212,2033210
765,2628,2034210,6212,2034210
765,2628,2034210,6212,2034210
765,2628,2034760,6212,2034760
765,2628,2035230,6212,2035230
765,2628,2035690,6212,2035690
765,2628,2036010,6212,2036010
765,2628,2036820,6212,2036820
765,2628,2036820,6212,2036820
765,2628,2037290,6212,2037290
765,2628,2038100,6212,2038100
765,2628,2038910,6212,2038910
765,2628,2039380,6212,2039380
765,2628,2039850,6212,2039850
766,2636,2040850,6212,2040850
766,2636,2041850,6212,2041850
766,2636,2041850,6212,2041850
766,2636,2042310,6212,2042310
767,2644,2043120,6212,2043120
767,2644,2043930,6212,2043930
767,2644,2044480,6212,2044480
767,2644,2044480,6212,2044480
767,2644,2044710,6212,2044710
767,2644,2044710,6212,2044710
767,2644,2045180,6212,2045180
767,2644,2045340,6212,2045340
767,2644,2045810,6212,2045810
767,2644,2046280,6212,2046280
767,2644,2046750,6212,2046750
767,2644,2047220,6212,2047220
767,2644,2047870,6212,2047870
767,2644,2048680,6212,2048680
767,2644,2049140,6212,2049140
767,2644,2049140,6212,2049140
767,2644,2050140,6212,2050140
768,2652,2050610,6212,2050610
768,2652,2051080,6212,2051080
768,2652,2051080,6212,2051080
768,2652,2051080,6212,2051080
768,2652,2051240,6212,2051240
768,2652,2052050,6212,2052050
768,2652,2052050,6212,2052050
768,2652,2052050,6212,2052050
768,2652,2052860,6212,2052860
768,2652,2053670,6212,2053670
768,2652,2053670,6212,2053670
768,2652,2053990,6212,2053990
768,2652,2054990,6212,2054990
768,2652,2055460,6212,2055460
768,2652,2055930,6212,2055930
768,2652,2056740,6212,2056740
768,2652,2057740,6212,2057740
768,2652,2058550,6212,2058550
768,2652,2059020,6212,2059020
768,2652,2060020,6212,2060020
768,2652,2060480,6212,2060480
769,2660,2061130,6212,2061130
769,2660,2061450,6212,2061450
769,2660,2062260,6212,2062260
769,2660,2063260,6212,2063260
769,2660,2063580,6212,2063580
769,2660,2064040,6212,2064040
769,2660,2064690,6212,2064690
769,2660,2065340,6212,2065340
769,2660,2065660,6212,2065660
769,2660,2065660,6212,2065660
769,2660,2065660,6212,2065660
769,2660,2065890,6212,2065890
769,2660,2066440,6212,2066440
769,2660,2067250,6212,2067250
769,2660,2067250,6212,2067250
769,2660,2067570,6212,2067570
769,2660,2067890,6212,2067890
769,2660,2068210,6212,2068210
770,2668,2069020,6212,2069020
770,2668,2069490,6212,2069490
770,2668,2070300,6212,2070300
770,2668,2071300,6212,2071300
770,2668,2072110,6212,2072110
770,2668,2072920,6212,2072920
770,2668,2073390,6212,2073390
770,2668,2073860,6212,2073860
770,2668,2074330,6212,2074330
770,2668,2074800,6212,2074800
770,2668,2075610,6212,2075610
770,2668,2076420,6212,2076420
771,2676,2076740,6212,2076740
771,2676,2077220,6212,2077220
771,2676,2077220,6212,2077220
771,2676,2078030,6212,2078030
771,2676,2078500,6212,2078500
771,2676,2078970,6212,2078970
771,2676,2079780,6212,2079780
771,2676,2079780,6212,2079780
772,2684,2080780,6212,2080780
772,2684,2081590,6212,2081590
772,2684,2082060,6212,2082060
772,2684,2082870,6212,2082870
772,2684,2083340,6212,2083340
772,2684,2083340,6212,2083340
772,2684,2083810,6212,2083810
772,2684,2084250,6212,2084250
772,2684,2084360,6212,2084360
772,2684,2084580,6212,2084580
772,2684,2084580,6212,2084580
772,2684,2084580,6212,2084580
772,2684,2084580,6212,2084580
773,2692,2085390,6212,2085390
773,2692,2086200,6212,2086200
773,2692,2086670,6212,2086670
773,2692,2086670,6212,2086670
773,2692,2086900,6212,2086900
773,2692,2086900,6212,2086900
773,2692,2087710,6212,2087710
773,2692,2088300,6212,2088300
773,2692,2088300,6212,2088300
773,2692,2088770,6212,2088770
773,2692,2089770,6212,2089770
773,2692,2090090,6212,2090090
773,2692,2090310,6212,2090310
773,2692,2090780,6212,2090780
773,2692,2091330,6212,2091330
773,2692,2092140,6212,2092140
773,2692,2093140,6212,2093140
773,2692,2093460,6212,2093460
773,2692,2094460,6212,2094460
774,2700,2095270,6212,2095270
774,2700,2095740,6212,2095740
774,2700,2096550,6212,2096550
774,2700,2097360,6212,2097360
774,2700,2097840,6212,2097840
774,2700,2098310,6212,2098310
774,2700,2098780,6212,2098780
774,2700,2098780,6212,2098780
774,2700,2099100,6212,2099100
774,2700,2099560,6212,2099560
774,2700,2100030,6212,2100030
774,2700,2100490,6212,2100490
774,2700,2101140,6212,2101140
775,2708,2101950,6212,2101950
775,2708,2102420,6212,2102420
775,2708,2102740,6212,2102740
775,2708,2103550,6212,2103550
775,2708,2104200,6212,2104200
775,2708,2105010,6212,2105010
775,2708,2105240,6212,2105240
775,2708,2105240,6212,2105240
775,2708,2105890,6212,2105890
775,2708,2106540,6212,2106540
775,2708,2106760,6212,2106760
775,2708,2106990,6212,2106990
775,2708,2107460,6212,2107460
775,2708,2107930,6212,2107930
775,2708,2108250,6212,2108250
775,2708,2108570,6212,2108570
775,2708,2109570,6212,2109570
775,2708,2109730,6212,2109730
775,2708,2110050,6212,2110050
776,2716,2110860,6212,2110860
776,2716,2111670,6212,2111670
776,2716,2112130,6212,2112130
776,2716,2112600,6212,2112600
776,2716,2112920,6212,2112920
776,2716,2113730,6212,2113730
776,2716,2114050,6212,2114050
776,2716,2114860,6212,2114860
776,2716,2115080,6212,2115080
776,2716,2115550,6212,2115550
776,2716,2115900,6212,2115900
776,2716,2116220,6212,2116220
776,2716,2116690,6212,2116690
777,2724,2117500,6212,2117500
777,2724,2118310,6212,2118310
777,2724,2118960,6212,2118960
777,2724,2119960,6212,2119960
777,2724,2120280,6212,2120280
777,2724,2120750,6212,2120750
777,2724,2121220,6212,2121220
777,2724,2121690,6212,2121690
777,2724,2122500,6212,2122500
777,2724,2122820,6212,2122820
777,2724,2123300,6212,2123300
777,2724,2123530,6212,2123530
777,2724,2124530,6212,2124530
777,2724,2125000,6212,2125000
777,2724,2125470,6212,2125470
777,2724,2125790,6212,2125790
778,2732,2126600,6212,2126600
778,2732,2127070,6212,2127070
778,2732,2127390,6212,2127390
778,2732,2127860,6212,2127860
778,2732,2128330,6212,2128330
778,2732,2128550,6212,2128550
778,2732,2129360,6212,2129360
778,2732,2129830,6212,2129830
778,2732,2130640,6212,2130640
778,2732,2131450,6212,2131450
778,2732,2132100,6212,2132100
778,2732,2132330,6212,2132330
778,2732,2133330,6212,2133330
778,2732,2133650,6212,2133650
779,2740,2134460,6212,2134460
779,2740,2135270,6212,2135270
779,2740,2135740,6212,2135740
779,2740,2135740,6212,2135740
780,2748,2136740,6212,2136740
780,2748,2137550,6212,2137550
780,2748,2137870,6212,2137870
780,2748,2138520,6212,2138520
780,2748,2138990,6212,2138990
780,2748,2139220,6212,2139220
780,2748,2139690,6212,2139690
780,2748,2140280,6212,2140280
780,2748,2140830,6212,2140830
781,2756,2141640,6212,2141640
781,2756,2142290,6212,2142290
781,2756,2142880,6212,2142880
781,2756,2143110,6212,2143110
781,2756,2143270,6212,2143270
781,2756,2144080,6212,2144080
781,2756,2144080,6212,2144080
781,2756,2144890,6212,2144890
781,2756,2145700,6212,2145700
781,2756,2146170,6212,2146170
781,2756,2146980,6212,2146980
781,2756,2147300,6212,2147300
781,2756,2147950,6212,2147950
782,2764,2148760,6212,2148760
782,2764,2148990,6212,2148990
782,2764,2148990,6212,2148990
