ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_206c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
1125,5508,4569370,6212,4569370
1125,5508,4570020,6212,4570020
1125,5508,4570020,6212,4570020
1125,5508,4570180,6212,4570180
1125,5508,4570660,6212,4570660
1125,5508,4570660,6212,4570660
1125,5508,4570660,6212,4570660
1125,5508,4571130,6212,4571130
1125,5508,4571130,6212,4571130
1125,5508,4571600,6212,4571600
1125,5508,4572070,6212,4572070
1125,5508,4573070,6212,4573070
1125,5508,4573880,6212,4573880
1125,5508,4573880,6212,4573880
1125,5508,4574350,6212,4574350
1125,5508,4574820,6212,4574820
1125,5508,4575820,6212,4575820
1125,5508,4575820,6212,4575820
1125,5508,4576290,6212,4576290
1125,5508,4576760,6212,4576760
1125,5508,4576760,6212,4576760
1125,5508,4577760,6212,4577760
1126,5516,4578570,6212,4578570
1126,5516,4579040,6212,4579040
1126,5516,4579510,6212,4579510
1126,5516,4580320,6212,4580320
1126,5516,4580320,6212,4580320
1126,5516,4580910,6212,4580910
1126,5516,4581500,6212,4581500
1126,5516,4582500,6212,4582500
1126,5516,4582970,6212,4582970
1127,5524,4583970,6212,4583970
1127,5524,4583970,6212,4583970
1127,5524,4584290,6212,4584290
1127,5524,4584760,6212,4584760
1127,5524,4584760,6212,4584760
1127,5524,4585080,6212,4585080
1127,5524,4585890,6212,4585890
1127,5524,4586360,6212,4586360
1128,5532,4587010,6212,4587010
1128,5532,4588010,6212,4588010
1128,5532,4588480,6212,4588480
1128,5532,4588950,6212,4588950
1128,5532,4589760,6212,4589760
1128,5532,4590760,6212,4590760
1128,5532,4591570,6212,4591570
1128,5532,4592380,6212,4592380
1128,5532,4592930,6212,4592930
1128,5532,4593740,6212,4593740
1128,5532,4594740,6212,4594740
1128,5532,4595390,6212,4595390
1128,5532,4596200,6212,4596200
1129,5540,4597010,6212,4597010
1129,5540,4597820,6212,4597820
1129,5540,4598630,6212,4598630
1129,5540,4598850,6212,4598850
1129,5540,4599320,6212,4599320
1129,5540,4599320,6212,4599320
1129,5540,4599320,6212,4599320
1129,5540,4599790,6212,4599790
1129,5540,4600790,6212,4600790
1129,5540,4601250,6212,4601250
1129,5540,4602250,6212,4602250
1129,5540,4602570,6212,4602570
1129,5540,4603380,6212,4603380
1129,5540,4604380,6212,4604380
1129,5540,4604700,6212,4604700
1129,5540,4604700,6212,4604700
1129,5540,4605510,6212,4605510
1129,5540,4605830,6212,4605830
1129,5540,4606300,6212,4606300
1129,5540,4606950,6212,4606950
1130,5548,4607760,6212,4607760
1130,5548,4608570,6212,4608570
1130,5548,4609380,6212,4609380
1130,5548,4609610,6212,4609610
1130,5548,4610610,6212,4610610
1130,5548,4611420,6212,4611420
1130,5548,4611890,6212,4611890
1130,5548,4612360,6212,4612360
1131,5556,4613360,6212,4613360
1131,5556,4613360,6212,4613360
1131,5556,4614010,6212,4614010
1131,5556,4614820,6212,4614820
1131,5556,4615630,6212,4615630
1131,5556,4615630,6212,4615630
1131,5556,4616100,6212,4616100
1132,5564,4616570,6212,4616570
1132,5564,4617380,6212,4617380
1132,5564,4617850,6212,4617850
1132,5564,4618660,6212,4618660
1132,5564,4618980,6212,4618980
1132,5564,4619300,6212,4619300
1132,5564,4619520,6212,4619520
1132,5564,4619520,6212,4619520
1132,5564,4620170,6212,4620170
1132,5564,4620720,6212,4620720
1132,5564,4620720,6212,4620720
1132,5564,4621720,6212,4621720
1132,5564,4622040,6212,4622040
1132,5564,4623040,6212,4623040
1132,5564,4623510,6212,4623510
1132,5564,4623510,6212,4623510
1132,5564,4624510,6212,4624510
1132,5564,4624740,6212,4624740
1132,5564,4625390,6212,4625390
1132,5564,4625860,6212,4625860
1133,5572,4626320,6212,4626320
1133,5572,4626790,6212,4626790
1133,5572,4626790,6212,4626790
1133,5572,4627060,6212,4627060
1133,5572,4627870,6212,4627870
1133,5572,4628340,6212,4628340
1133,5572,4628340,6212,4628340
1133,5572,4629150,6212,4629150
1133,5572,4630150,6212,4630150
1133,5572,4630960,6212,4630960
1133,5572,4631430,6212,4631430
1133,5572,4632240,6212,4632240
1133,5572,4633240,6212,4633240
1133,5572,4633460,6212,4633460
1133,5572,4634110,6212,4634110
1133,5572,4634430,6212,4634430
1134,5580,4635240,6212,4635240
1134,5580,4635890,6212,4635890
1134,5580,4635890,6212,4635890
1134,5580,4636360,6212,4636360
1134,5580,4636950,6212,4636950
1134,5580,4637950,6212,4637950
1134,5580,4638950,6212,4638950
1134,5580,4639170,6212,4639170
1135,5588,4640170,6212,4640170
1135,5588,4640630,6212,4640630
1135,5588,4641100,6212,4641100
1135,5588,4641910,6212,4641910
1135,5588,4642720,6212,4642720
1135,5588,4643720,6212,4643720
1135,5588,4644190,6212,4644190
1135,5588,4645000,6212,4645000
1135,5588,4645320,6212,4645320
1135,5588,4645640,6212,4645640
1136,5596,4646450,6212,4646450
1136,5596,4646450,6212,4646450
1136,5596,4647450,6212,4647450
1136,5596,4648260,6212,4648260
1136,5596,4648730,6212,4648730
1136,5596,4649200,6212,4649200
1136,5596,4649520,6212,4649520
1136,5596,4650330,6212,4650330
1136,5596,4650330,6212,4650330
1136,5596,4651140,6212,4651140
1136,5596,4651140,6212,4651140
1136,5596,4651460,6212,4651460
1136,5596,4652460,6212,4652460
1136,5596,4652460,6212,4652460
1136,5596,4653270,6212,4653270
1136,5596,4654080,6212,4654080
1137,5604,4654540,6212,4654540
1137,5604,4655010,6212,4655010
1137,5604,4655470,6212,4655470
1137,5604,4656120,6212,4656120
1137,5604,4656600,6212,4656600
1137,5604,4656920,6212,4656920
1137,5604,4657730,6212,4657730
1137,5604,4658540,6212,4658540
1137,5604,4658540,6212,4658540
1137,5604,4659540,6212,4659540
1137,5604,4660010,6212,4660010
1137,5604,4660820,6212,4660820
1137,5604,4660820,6212,4660820
1137,5604,4661630,6212,4661630
1137,5604,4662100,6212,4662100
1137,5604,4662100,6212,4662100
1138,5612,4662570,6212,4662570
1138,5612,4662730,6212,4662730
1138,5612,4663540,6212,4663540
1138,5612,4664350,6212,4664350
1138,5612,4664350,6212,4664350
1138,5612,4665160,6212,4665160
1138,5612,4665160,6212,4665160
1138,5612,4665630,6212,4665630
1138,5612,4666630,6212,4666630
1138,5612,4667220,6212,4667220
1138,5612,4668030,6212,4668030
1138,5612,4668620,6212,4668620
1138,5612,4668620,6212,4668620
1138,5612,4668940,6212,4668940
1138,5612,4669590,6212,4669590
1138,5612,4669910,6212,4669910
1139,5620,4670720,6212,4670720
1139,5620,4671530,6212,4671530
1139,5620,4672340,6212,4672340
1139,5620,4672660,6212,4672660
1139,5620,4672820,6212,4672820
1139,5620,4673470,6212,4673470
1139,5620,4673790,6212,4673790
1139,5620,4673790,6212,4673790
1139,5620,4674600,6212,4674600
1139,5620,4675410,6212,4675410
1139,5620,4675630,6212,4675630
1139,5620,4675630,6212,4675630
1139,5620,4676100,6212,4676100
1139,5620,4677100,6212,4677100
1139,5620,4677100,6212,4677100
1139,5620,4677910,6212,4677910
1140,5628,4678720,6212,4678720
1140,5628,4679180,6212,4679180
1140,5628,4679830,6212,4679830
1140,5628,4680150,6212,4680150
1140,5628,4680610,6212,4680610
1140,5628,4681610,6212,4681610
1140,5628,4681880,6212,4681880
1141,5636,4682880,6212,4682880
1141,5636,4683110,6212,4683110
1141,5636,4683110,6212,4683110
1141,5636,4683110,6212,4683110
1141,5636,4683580,6212,4683580
1141,5636,4683580,6212,4683580
1141,5636,4683950,6212,4683950
1141,5636,4684600,6212,4684600
1141,5636,4684920,6212,4684920
1141,5636,4684920,6212,4684920
1141,5636,4685390,6212,4685390
1141,5636,4686390,6212,4686390
1141,5636,4686440,6212,4686440
1141,5636,4686670,6212,4686670
1141,5636,4686670,6212,4686670
1141,5636,4687480,6212,4687480
1141,5636,4688130,6212,4688130
1141,5636,4688290,6212,4688290
1142,5644,4688760,6212,4688760
1142,5644,4689570,6212,4689570
1142,5644,4690570,6212,4690570
1142,5644,4691570,6212,4691570
1142,5644,4692030,6212,4692030
1142,5644,4692840,6212,4692840
1142,5644,4693490,6212,4693490
1142,5644,4694300,6212,4694300
1142,5644,4694300,6212,4694300
1142,5644,4695300,6212,4695300
1142,5644,4695770,6212,4695770
1142,5644,4696250,6212,4696250
1142,5644,4696720,6212,4696720
1142,5644,4697190,6212,4697190
1142,5644,4698000,6212,4698000
1142,5644,4698470,6212,4698470
1142,5644,4698470,6212,4698470
1143,5652,4698940,6212,4698940
1143,5652,4699750,6212,4699750
1143,5652,4699750,6212,4699750
1143,5652,4700220,6212,4700220
1143,5652,4700450,6212,4700450
1143,5652,4701260,6212,4701260
1143,5652,4701420,6212,4701420
1143,5652,4701420,6212,4701420
1143,5652,4702230,6212,4702230
1143,5652,4703040,6212,4703040
1143,5652,4703510,6212,4703510
1143,5652,4703970,6212,4703970
1143,5652,4704620,6212,4704620
1143,5652,4705270,6212,4705270
1144,5660,4706080,6212,4706080
1144,5660,4706400,6212,4706400
1144,5660,4707210,6212,4707210
1144,5660,4707860,6212,4707860
1144,5660,4707860,6212,4707860
1144,5660,4708670,6212,4708670
1144,5660,4708990,6212,4708990
1144,5660,4709800,6212,4709800
1144,5660,4710610,6212,4710610
1144,5660,4711080,6212,4711080
1144,5660,4711550,6212,4711550
1144,5660,4712360,6212,4712360
1144,5660,4712680,6212,4712680
1145,5668,4713000,6212,4713000
1145,5668,4713470,6212,4713470
1145,5668,4714280,6212,4714280
1145,5668,4715090,6212,4715090
1145,5668,4716090,6212,4716090
1145,5668,4716900,6212,4716900
1145,5668,4717360,6212,4717360
1145,5668,4717910,6212,4717910
1145,5668,4718720,6212,4718720
1145,5668,4719180,6212,4719180
1145,5668,4719650,6212,4719650
1145,5668,4720120,6212,4720120
1146,5676,4720600,6212,4720600
1146,5676,4721250,6212,4721250
1146,5676,4721720,6212,4721720
1146,5676,4722530,6212,4722530
1146,5676,4723530,6212,4723530
1146,5676,4724530,6212,4724530
1146,5676,4725000,6212,4725000
1146,5676,4725470,6212,4725470
1146,5676,4726020,6212,4726020
1146,5676,4726490,6212,4726490
1146,5676,4726960,6212,4726960
1146,5676,4727430,6212,4727430
1146,5676,4728020,6212,4728020
1147,5684,4728830,6212,4728830
1147,5684,4728830,6212,4728830
1148,5692,4729830,6212,4729830
1148,5692,4730830,6212,4730830
1148,5692,4730830,6212,4730830
1148,5692,4731480,6212,4731480
1148,5692,4731950,6212,4731950
1148,5692,4731950,6212,4731950
1148,5692,4732500,6212,4732500
1148,5692,4732820,6212,4732820
1148,5692,4733820,6212,4733820
1148,5692,4734630,6212,4734630
1148,5692,4735100,6212,4735100
1148,5692,4735910,6212,4735910
1148,5692,4736230,6212,4736230
1148,5692,4737040,6212,4737040
1148,5692,4737850,6212,4737850
1148,5692,4738320,6212,4738320
1148,5692,4739320,6212,4739320
1149,5700,4740130,6212,4740130
1149,5700,4740130,6212,4740130
1149,5700,4740600,6212,4740600
1149,5700,4740920,6212,4740920
1149,5700,4741080,6212,4741080
1149,5700,4741890,6212,4741890
1149,5700,4742700,6212,4742700
1149,5700,4743510,6212,4743510
1149,5700,4744320,6212,4744320
1149,5700,4745320,6212,4745320
1149,5700,4745320,6212,4745320
1149,5700,4746130,6212,4746130
1149,5700,4746940,6212,4746940
1150,5708,4747750,6212,4747750
1150,5708,4747910,6212,4747910
1150,5708,4748560,6212,4748560
1150,5708,4749030,6212,4749030
1150,5708,4749620,6212,4749620
1150,5708,4750430,6212,4750430
1150,5708,4751240,6212,4751240
1150,5708,4751240,6212,4751240
1150,5708,4751560,6212,4751560
1150,5708,4752030,6212,4752030
1150,5708,4752030,6212,4752030
1150,5708,4752260,6212,4752260
1150,5708,4752730,6212,4752730
1150,5708,4753540,6212,4753540
1150,5708,4753540,6212,4753540
1150,5708,4754010,6212,4754010
1151,5716,4754660,6212,4754660
1151,5716,4755130,6212,4755130
1151,5716,4755780,6212,4755780
1151,5716,4755780,6212,4755780
1151,5716,4756590,6212,4756590
1151,5716,4757060,6212,4757060
1151,5716,4757380,6212,4757380
1151,5716,4758190,6212,4758190
1151,5716,4759000,6212,4759000
1151,5716,4759470,6212,4759470
1151,5716,4759470,6212,4759470
1151,5716,4759470,6212,4759470
1151,5716,4759790,6212,4759790
1151,5716,4759950,6212,4759950
1151,5716,4760600,6212,4760600
1151,5716,4760600,6212,4760600
1151,5716,4760760,6212,4760760
1151,5716,4760760,6212,4760760
1151,5716,4761230,6212,4761230
1152,5724,4762040,6212,4762040
1152,5724,4763040,6212,4763040
1152,5724,4763260,6212,4763260
1152,5724,4764070,6212,4764070
1152,5724,4764390,6212,4764390
1152,5724,4765200,6212,4765200
1152,5724,4765520,6212,4765520
1152,5724,4766330,6212,4766330
1152,5724,4766980,6212,4766980
1152,5724,4767790,6212,4767790
1152,5724,4768600,6212,4768600
1152,5724,4769070,6212,4769070
1152,5724,4769530,6212,4769530
1153,5732,4770340,6212,4770340
1153,5732,4770340,6212,4770340
1153,5732,4770660,6212,4770660
1153,5732,4771130,6212,4771130
1153,5732,4771940,6212,4771940
1153,5732,4772750,6212,4772750
1153,5732,4773300,6212,4773300
1153,5732,4774110,6212,4774110
1153,5732,4774430,6212,4774430
1153,5732,4774900,6212,4774900
1153,5732,4775490,6212,4775490
1153,5732,4775950,6212,4775950
1153,5732,4775950,6212,4775950
1154,5740,4776410,6212,4776410
1154,5740,4776410,6212,4776410
1154,5740,4776880,6212,4776880
1154,5740,4777250,6212,4777250
1154,5740,4778060,6212,4778060
1154,5740,4779060,6212,4779060
1154,5740,4779290,6212,4779290
1154,5740,4779290,6212,4779290
1154,5740,4780290,6212,4780290
1154,5740,4781100,6212,4781100
1154,5740,4781910,6212,4781910
1154,5740,4782910,6212,4782910
1154,5740,4783380,6212,4783380
1154,5740,4784190,6212,4784190
1154,5740,4784660,6212,4784660
1154,5740,4785470,6212,4785470
1155,5748,4786470,6212,4786470
1156,5756,4787280,6212,4787280
1156,5756,4787750,6212,4787750
1156,5756,4787980,6212,4787980
1156,5756,4788630,6212,4788630
1156,5756,4788630,6212,4788630
1156,5756,4788980,6212,4788980
1156,5756,4789790,6212,4789790
1156,5756,4790260,6212,4790260
1156,5756,4790730,6212,4790730
1156,5756,4791200,6212,4791200
1156,5756,4792010,6212,4792010
1156,5756,4792480,6212,4792480
1156,5756,4792800,6212,4792800
1156,5756,4793270,6212,4793270
1156,5756,4793820,6212,4793820
1157,5764,4794630,6212,4794630
1157,5764,4795440,6212,4795440
1157,5764,4796440,6212,4796440
1157,5764,4797250,6212,4797250
1157,5764,4797570,6212,4797570
1157,5764,4798040,6212,4798040
1157,5764,4798850,6212,4798850
1157,5764,4799080,6212,4799080
1157,5764,4799730,6212,4799730
1157,5764,4800540,6212,4800540
1157,5764,4800860,6212,4800860
1157,5764,4801450,6212,4801450
1157,5764,4801770,6212,4801770
1158,5772,4802240,6212,4802240
1158,5772,4802240,6212,4802240
1158,5772,4802470,6212,4802470
1158,5772,4802470,6212,4802470
1158,5772,4802690,6212,4802690
1158,5772,4803690,6212,4803690
1158,5772,4804160,6212,4804160
1158,5772,4804480,6212,4804480
1158,5772,4804800,6212,4804800
1158,5772,4804800,6212,4804800
1158,5772,4804800,6212,4804800
1158,5772,4805270,6212,4805270
1158,5772,4805490,6212,4805490
1158,5772,4806080,6212,4806080
1158,5772,4806890,6212,4806890
1159,5780,4807210,6212,4807210
1159,5780,4807210,6212,4807210
1159,5780,4807670,6212,4807670
1159,5780,4808670,6212,4808670
1159,5780,4808990,6212,4808990
1159,5780,4809800,6212,4809800
1159,5780,4810270,6212,4810270
1159,5780,4811270,6212,4811270
1159,5780,4811730,6212,4811730
1159,5780,4812050,6212,4812050
1159,5780,4812520,6212,4812520
1159,5780,4813110,6212,4813110
1159,5780,4813580,6212,4813580
1159,5780,4814050,6212,4814050
1159,5780,4814370,6212,4814370
1159,5780,4814840,6212,4814840
1159,5780,4815650,6212,4815650
1159,5780,4816300,6212,4816300
1160,5788,4817110,6212,4817110
1160,5788,4817570,6212,4817570
1160,5788,4818220,6212,4818220
1160,5788,4818690,6212,4818690
1160,5788,4819500,6212,4819500
1160,5788,4820500,6212,4820500
1160,5788,4820820,6212,4820820
1160,5788,4821140,6212,4821140
1160,5788,4821950,6212,4821950
1160,5788,4821950,6212,4821950
1160,5788,4822540,6212,4822540
1160,5788,4823350,6212,4823350
1160,5788,4823580,6212,4823580
1160,5788,4824050,6212,4824050
1161,5796,4824860,6212,4824860
1161,5796,4825330,6212,4825330
1161,5796,4825800,6212,4825800
1161,5796,4826610,6212,4826610
1161,5796,4827080,6212,4827080
1161,5796,4827730,6212,4827730
1161,5796,4828190,6212,4828190
1161,5796,4828190,6212,4828190
1161,5796,4829000,6212,4829000
1161,5796,4829810,6212,4829810
1161,5796,4829810,6212,4829810
1161,5796,4830620,6212,4830620
1161,5796,4830620,6212,4830620
1162,5804,4831090,6212,4831090
1162,5804,4831550,6212,4831550
1162,5804,4832360,6212,4832360
1162,5804,4833360,6212,4833360
1162,5804,4834360,6212,4834360
1162,5804,4834360,6212,4834360
1162,5804,4835170,6212,4835170
1162,5804,4835170,6212,4835170
1162,5804,4835540,6212,4835540
1162,5804,4836010,6212,4836010
1162,5804,4836480,6212,4836480
1162,5804,4837290,6212,4837290
1162,5804,4837290,6212,4837290
1163,5812,4838290,6212,4838290
1163,5812,4838400,6212,4838400
1163,5812,4839210,6212,4839210
1163,5812,4839680,6212,4839680
1163,5812,4840490,6212,4840490
1164,5820,4841040,6212,4841040
1164,5820,4841500,6212,4841500
1164,5820,4841660,6212,4841660
1164,5820,4842310,6212,4842310
1164,5820,4843310,6212,4843310
1164,5820,4843960,6212,4843960
1164,5820,4843960,6212,4843960
1164,5820,4844960,6212,4844960
1164,5820,4845430,6212,4845430
1164,5820,4845430,6212,4845430
1164,5820,4846240,6212,4846240
1164,5820,4846240,6212,4846240
1164,5820,4846560,6212,4846560
1164,5820,4847560,6212,4847560
1164,5820,4847880,6212,4847880
1164,5820,4847880,6212,4847880
1164,5820,4848880,6212,4848880
1164,5820,4849690,6212,4849690
1164,5820,4850500,6212,4850500
1164,5820,4851310,6212,4851310
1165,5828,4851780,6212,4851780
1165,5828,4852590,6212,4852590
1165,5828,4852590,6212,4852590
1165,5828,4853060,6212,4853060
1165,5828,4853610,6212,4853610
1165,5828,4853720,6212,4853720
1165,5828,4854040,6212,4854040
1165,5828,4854510,6212,4854510
1165,5828,4855320,6212,4855320
1165,5828,4855970,6212,4855970
1165,5828,4856780,6212,4856780
1165,5828,4857590,6212,4857590
1165,5828,4858060,6212,4858060
1166,5836,4858530,6212,4858530
1166,5836,4859340,6212,4859340
1166,5836,4860150,6212,4860150
1166,5836,4861150,6212,4861150
1166,5836,4861620,6212,4861620
1166,5836,4861940,6212,4861940
1166,5836,4862170,6212,4862170
1166,5836,4862640,6212,4862640
1166,5836,4863110,6212,4863110
1166,5836,4863110,6212,4863110
1166,5836,4863580,6212,4863580
1166,5836,4863800,6212,4863800
1166,5836,4864020,6212,4864020
1166,5836,4864670,6212,4864670
1166,5836,4865480,6212,4865480
1166,5836,4865800,6212,4865800
1166,5836,4866610,6212,4866610
1167,5844,4867080,6212,4867080
1167,5844,4867630,6212,4867630
1167,5844,4867950,6212,4867950
1167,5844,4867950,6212,4867950
1167,5844,4868950,6212,4868950
1167,5844,4869600,6212,4869600
1167,5844,4870410,6212,4870410
1167,5844,4871220,6212,4871220
1167,5844,4871220,6212,4871220
1167,5844,4871450,6212,4871450
1167,5844,4871910,6212,4871910
1167,5844,4872380,6212,4872380
1167,5844,4872380,6212,4872380
1167,5844,4872380,6212,4872380
1167,5844,4872850,6212,4872850
1167,5844,4873310,6212,4873310
1167,5844,4873310,6212,4873310
1167,5844,4873310,6212,4873310
1167,5844,4874120,6212,4874120
1168,5852,4874770,6212,4874770
1168,5852,4875580,6212,4875580
1168,5852,4876390,6212,4876390
1168,5852,4876860,6212,4876860
1168,5852,4877180,6212,4877180
1168,5852,4877180,6212,4877180
1168,5852,4877400,6212,4877400
1168,5852,4878400,6212,4878400
1168,5852,4879050,6212,4879050
1168,5852,4879370,6212,4879370
1168,5852,4879370,6212,4879370
1168,5852,4879840,6212,4879840
1168,5852,4879840,6212,4879840
1168,5852,4880840,6212,4880840
1168,5852,4880840,6212,4880840
1168,5852,4881310,6212,4881310
1168,5852,4881780,6212,4881780
1168,5852,4882590,6212,4882590
1169,5860,4883590,6212,4883590
1169,5860,4884240,6212,4884240
1169,5860,4884470,6212,4884470
1170,5868,4885120,6212,4885120
1170,5868,4885590,6212,4885590
1170,5868,4886400,6212,4886400
1170,5868,4887210,6212,4887210
1170,5868,4887680,6212,4887680
1170,5868,4888230,6212,4888230
1170,5868,4888700,6212,4888700
1170,5868,4889510,6212,4889510
1170,5868,4889830,6212,4889830
1170,5868,4890640,6212,4890640
1170,5868,4891450,6212,4891450
1171,5876,4891920,6212,4891920
1171,5876,4891920,6212,4891920
1171,5876,4892240,6212,4892240
1171,5876,4892710,6212,4892710
1171,5876,4893520,6212,4893520
1171,5876,4894520,6212,4894520
1171,5876,4895330,6212,4895330
1171,5876,4896330,6212,4896330
1171,5876,4896650,6212,4896650
1171,5876,4897650,6212,4897650
1171,5876,4898650,6212,4898650
1171,5876,4899460,6212,4899460
1171,5876,4900110,6212,4900110
1171,5876,4900110,6212,4900110
1171,5876,4900760,6212,4900760
1171,5876,4901410,6212,4901410
1171,5876,4902220,6212,4902220
1172,5884,4902690,6212,4902690
1172,5884,4903010,6212,4903010
1172,5884,4903330,6212,4903330
1172,5884,4904140,6212,4904140
1172,5884,4904950,6212,4904950
1172,5884,4905760,6212,4905760
1172,5884,4905760,6212,4905760
1172,5884,4906570,6212,4906570
1172,5884,4907040,6212,4907040
1172,5884,4907850,6212,4907850
1172,5884,4908320,6212,4908320
1172,5884,4908790,6212,4908790
1172,5884,4909600,6212,4909600
1172,5884,4910600,6212,4910600
1172,5884,4910920,6212,4910920
1173,5892,4911390,6212,4911390
1173,5892,4912390,6212,4912390
1173,5892,4912860,6212,4912860
1173,5892,4913320,6212,4913320
1173,5892,4914320,6212,4914320
1173,5892,4915130,6212,4915130
1173,5892,4915130,6212,4915130
1173,5892,4915450,6212,4915450
1173,5892,4915450,6212,4915450
1173,5892,4915770,6212,4915770
1173,5892,4916240,6212,4916240
1173,5892,4917050,6212,4917050
1173,5892,4917270,6212,4917270
1173,5892,4917740,6212,4917740
1173,5892,4918550,6212,4918550
1173,5892,4919360,6212,4919360
1173,5892,4920170,6212,4920170
1174,5900,4920630,6212,4920630
1174,5900,4921440,6212,4921440
1174,5900,4921900,6212,4921900
1174,5900,4922370,6212,4922370
1174,5900,4922840,6212,4922840
1175,5908,4923840,6212,4923840
1175,5908,4924430,6212,4924430
1175,5908,4925240,6212,4925240
1175,5908,4926240,6212,4926240
1175,5908,4926560,6212,4926560
1175,5908,4926790,6212,4926790
1175,5908,4927790,6212,4927790
1175,5908,4928790,6212,4928790
1175,5908,4929600,6212,4929600
1175,5908,4929920,6212,4929920
1175,5908,4930390,6212,4930390
1175,5908,4930710,6212,4930710
1176,5916,4931520,6212,4931520
1176,5916,4931990,6212,4931990
1176,5916,4932640,6212,4932640
1176,5916,4932870,6212,4932870
1176,5916,4933680,6212,4933680
1176,5916,4934000,6212,4934000
1176,5916,4934000,6212,4934000
1176,5916,4934810,6212,4934810
1176,5916,4935280,6212,4935280
1176,5916,4935750,6212,4935750
1176,5916,4936750,6212,4936750
1176,5916,4937210,6212,4937210
1176,5916,4937440,6212,4937440
1176,5916,4938440,6212,4938440
1176,5916,4938910,6212,4938910
1176,5916,4939720,6212,4939720
1177,5924,4940530,6212,4940530
1177,5924,4941340,6212,4941340
1177,5924,4941340,6212,4941340
1177,5924,4941660,6212,4941660
1177,5924,4941660,6212,4941660
1177,5924,4941980,6212,4941980
1177,5924,4942790,6212,4942790
1177,5924,4943010,6212,4943010
1177,5924,4943480,6212,4943480
1177,5924,4944290,6212,4944290
1177,5924,4944880,6212,4944880
1177,5924,4945350,6212,4945350
1177,5924,4945670,6212,4945670
1177,5924,4946130,6212,4946130
1177,5924,4946600,6212,4946600
1178,5932,4947410,6212,4947410
1178,5932,4947870,6212,4947870
1178,5932,4948520,6212,4948520
1178,5932,4949330,6212,4949330
1178,5932,4949800,6212,4949800
1178,5932,4950260,6212,4950260
1178,5932,4950720,6212,4950720
1178,5932,4951530,6212,4951530
1178,5932,4952530,6212,4952530
1178,5932,4953530,6212,4953530
1179,5940,4954530,6212,4954530
1179,5940,4955120,6212,4955120
1179,5940,4955590,6212,4955590
1179,5940,4955910,6212,4955910
1179,5940,4956230,6212,4956230
1180,5948,4957040,6212,4957040
1180,5948,4957270,6212,4957270
1180,5948,4957740,6212,4957740
1180,5948,4958200,6212,4958200
1180,5948,4958660,6212,4958660
1180,5948,4959470,6212,4959470
1180,5948,4959630,6212,4959630
1180,5948,4960440,6212,4960440
1180,5948,4960910,6212,4960910
1180,5948,4960910,6212,4960910
1180,5948,4961910,6212,4961910
1180,5948,4962720,6212,4962720
1180,5948,4962940,6212,4962940
1180,5948,4962940,6212,4962940
1180,5948,4963750,6212,4963750
1180,5948,4964220,6212,4964220
1180,5948,4964450,6212,4964450
1180,5948,4964920,6212,4964920
1181,5956,4965470,6212,4965470
1181,5956,4965940,6212,4965940
1181,5956,4965940,6212,4965940
1181,5956,4965940,6212,4965940
1181,5956,4966260,6212,4966260
1181,5956,4967070,6212,4967070
1181,5956,4967880,6212,4967880
1181,5956,4968530,6212,4968530
1181,5956,4969340,6212,4969340
1181,5956,4969890,6212,4969890
1181,5956,4970360,6212,4970360
1181,5956,4971360,6212,4971360
1181,5956,4971470,6212,4971470
1181,5956,4971700,6212,4971700
1181,5956,4971920,6212,4971920
1181,5956,4972390,6212,4972390
1181,5956,4973390,6212,4973390
1181,5956,4973710,6212,4973710
1182,5964,4974180,6212,4974180
1182,5964,4974990,6212,4974990
1182,5964,4975800,6212,4975800
1182,5964,4976610,6212,4976610
1182,5964,4977080,6212,4977080
1182,5964,4977400,6212,4977400
1182,5964,4977870,6212,4977870
1182,5964,4978190,6212,4978190
1182,5964,4978660,6212,4978660
1182,5964,4979470,6212,4979470
1182,5964,4979840,6212,4979840
1182,5964,4980300,6212,4980300
1183,5972,4980890,6212,4980890
1183,5972,4981890,6212,4981890
1183,5972,4982360,6212,4982360
1183,5972,4982830,6212,4982830
1183,5972,4982830,6212,4982830
1183,5972,4983640,6212,4983640
1183,5972,4984450,6212,4984450
1183,5972,4984920,6212,4984920
1183,5972,4985240,6212,4985240
1183,5972,4986240,6212,4986240
1183,5972,4986890,6212,4986890
1183,5972,4987890,6212,4987890
1183,5972,4988350,6212,4988350
1183,5972,4988670,6212,4988670
1183,5972,4988670,6212,4988670
1183,5972,4989480,6212,4989480
1183,5972,4989480,6212,4989480
1183,5972,4989940,6212,4989940
1183,5972,4989940,6212,4989940
1183,5972,4990260,6212,4990260
1184,5980,4991070,6212,4991070
1184,5980,4991540,6212,4991540
