ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1344263.15,33.43,3.9,239962.58,5.97
1344263.15,33.43,3.9,239962.58,5.97
1343701.09,33.42,3.89,239907.16,5.97
1343402.96,33.42,3.89,239886.52,5.97
1343104.84,33.42,3.9,240087.06,5.97
1343104.84,33.42,3.9,240087.06,5.97
1342806.71,33.42,3.9,239879.03,5.97
1342806.71,33.42,3.9,239879.03,5.97
1342699.14,33.43,3.9,240104.59,5.98
1342588.47,33.43,3.9,239963.92,5.98
1342729.59,33.44,3.92,241012.99,6.0
1342729.59,33.44,3.92,241012.99,6.0
1342906.22,33.45,3.92,241017.29,6.0
1342762.17,33.45,3.92,241011.87,6.0
1342762.17,33.45,3.92,241011.87,6.0
1342216.78,33.44,3.92,240432.93,5.99
1342216.78,33.44,3.92,240432.93,5.99
1342216.78,33.44,3.92,240432.93,5.99
1341918.65,33.44,3.92,240485.12,5.99
1341620.52,33.45,3.92,240582.58,6.0
1341322.39,33.45,3.92,240399.65,5.99
1341026.59,33.45,3.92,240986.57,6.01
1340745.51,33.45,3.92,240994.1,6.01
1340778.95,33.46,3.93,241101.01,6.02
1340510.77,33.46,3.93,241105.53,6.02
1340050.98,33.46,3.93,240880.2,6.01
1339752.86,33.46,3.93,240847.61,6.01
1339752.86,33.46,3.93,240847.61,6.01
1339899.53,33.46,3.94,240922.35,6.02
1339601.4,33.46,3.94,240906.98,6.02
1339601.4,33.46,3.94,240906.98,6.02
1339601.4,33.46,3.94,240906.98,6.02
1339632.87,33.47,3.94,240925.78,6.02
1339333.97,33.47,3.94,241560.44,6.04
1339021.21,33.47,3.94,241681.0,6.04
1339021.21,33.47,3.94,241681.0,6.04
1338722.95,33.47,3.94,241112.53,6.03
1338451.39,33.46,3.94,240881.16,6.02
1338521.33,33.47,3.94,241459.61,6.04
1337872.26,33.46,3.93,240773.38,6.02
1337604.09,33.46,3.93,240772.13,6.02
1337604.09,33.46,3.93,240772.13,6.02
1337305.96,33.46,3.93,240745.31,6.02
1337007.84,33.46,3.94,241797.8,6.05
1336901.04,33.47,3.94,241217.47,6.04
1336628.87,33.47,3.94,240889.24,6.03
1336628.87,33.47,3.94,240889.24,6.03
1336628.87,33.47,3.94,240889.24,6.03
1337003.56,33.49,3.96,242491.88,6.07
1337003.56,33.49,3.96,242491.88,6.07
1336444.36,33.48,3.95,241580.26,6.05
1336444.36,33.48,3.95,241580.26,6.05
1336620.99,33.49,3.96,241585.11,6.05
1336620.99,33.49,3.96,241585.11,6.05
1336322.86,33.49,3.96,241559.36,6.05
1336024.73,33.49,3.96,241626.93,6.06
1336024.73,33.49,3.96,241626.93,6.06
1336055.88,33.49,3.97,241728.82,6.06
1336055.88,33.49,3.97,241728.82,6.06
1336055.88,33.49,3.97,241728.82,6.06
1336055.88,33.49,3.97,241728.82,6.06
1335945.99,33.5,3.97,241689.5,6.06
1335945.99,33.5,3.97,241689.5,6.06
1335945.99,33.5,3.97,241689.5,6.06
1335977.45,33.5,3.98,241651.98,6.06
1335680.18,33.5,3.97,241912.39,6.07
1335680.18,33.5,3.97,241912.39,6.07
1335708.55,33.51,3.98,241849.33,6.07
1335598.66,33.51,3.98,241729.47,6.07
1335598.66,33.51,3.98,241729.47,6.07
1335298.98,33.51,3.98,242808.08,6.09
1335298.98,33.51,3.98,242808.08,6.09
1335142.7,33.51,3.98,242652.36,6.09
1334874.52,33.51,3.98,242644.94,6.09
1334924.79,33.51,3.98,242675.36,6.09
1334615.22,33.51,3.98,242387.76,6.09
1334615.22,33.51,3.98,242387.76,6.09
1334615.22,33.51,3.98,242387.76,6.09
1334615.22,33.51,3.98,242387.76,6.09
1334457.96,33.5,3.98,242229.63,6.08
1334457.96,33.5,3.98,242229.63,6.08
1334457.96,33.5,3.98,242229.63,6.08
1334596.25,33.51,3.98,242275.23,6.08
1334596.25,33.51,3.98,242275.23,6.08
1334357.98,33.51,3.98,242238.07,6.08
1334059.85,33.51,3.98,242205.99,6.08
1334305.46,33.52,3.99,242632.1,6.1
1334197.89,33.52,3.99,242410.82,6.09
1333898.99,33.52,3.99,242328.36,6.09
1333636.88,33.53,4.0,243307.08,6.12
1333301.18,33.53,4.0,242990.42,6.11
1333221.24,33.53,4.0,242999.37,6.11
1332923.11,33.53,4.0,242967.94,6.11
1332624.99,33.53,4.0,243032.43,6.12
1332515.09,33.54,4.01,242987.22,6.12
1332515.09,33.54,4.01,242987.22,6.12
1332407.52,33.54,4.01,242970.65,6.12
1332108.62,33.54,4.01,242964.1,6.12
1331654.88,33.53,4.01,242636.42,6.11
1331356.75,33.54,4.01,243253.55,6.13
1331057.08,33.54,4.01,243117.88,6.13
1331404.61,33.55,4.02,243119.99,6.13
1331106.48,33.55,4.02,243164.91,6.13
1331106.48,33.55,4.02,243226.75,6.13
1331106.48,33.55,4.02,243226.75,6.13
1330996.58,33.55,4.02,243185.39,6.13
1330996.58,33.55,4.02,243185.39,6.13
1330500.62,33.55,4.02,243151.34,6.13
1330647.29,33.55,4.02,243672.31,6.14
1330278.68,33.55,4.02,243303.69,6.14
1330171.11,33.55,4.02,243040.66,6.13
1329934.35,33.55,4.02,242777.33,6.12
1329653.27,33.55,4.02,244014.98,6.16
1329561.58,33.55,4.02,243787.82,6.15
1329225.88,33.55,4.02,243585.61,6.15
1329225.88,33.55,4.02,243585.61,6.15
1329225.88,33.55,4.02,243585.61,6.15
1329145.94,33.56,4.03,243594.56,6.15
1329145.94,33.56,4.03,243594.56,6.15
1328847.81,33.56,4.03,243560.97,6.15
1329093.42,33.57,4.04,243603.87,6.15
1328795.29,33.57,4.04,243620.12,6.15
1328802.81,33.57,4.04,243695.07,6.16
1328802.81,33.57,4.04,243695.07,6.16
1328802.81,33.57,4.04,243695.07,6.16
1328695.24,33.57,4.04,243654.77,6.16
1328488.12,33.57,4.04,243626.93,6.16
1328488.12,33.57,4.04,243626.93,6.16
1328189.22,33.57,4.04,244034.33,6.17
1328335.89,33.58,4.05,244186.82,6.17
1328335.89,33.58,4.05,244186.82,6.17
1328036.21,33.58,4.05,244502.06,6.18
1327651.41,33.57,4.05,244387.32,6.18
1327383.24,33.58,4.05,244389.66,6.18
1327383.24,33.58,4.05,244389.66,6.18
1327529.91,33.58,4.06,244364.12,6.18
1327231.79,33.59,4.06,244406.95,6.18
1326846.98,33.58,4.05,244379.7,6.18
1326548.85,33.58,4.05,244351.99,6.19
1326548.85,33.58,4.05,244351.99,6.19
1326697.85,33.59,4.06,244576.79,6.19
1326401.23,33.58,4.05,244274.35,6.18
1326102.33,33.58,4.06,244145.76,6.18
1325804.2,33.59,4.06,244102.3,6.18
1325648.28,33.58,4.05,243946.37,6.18
1325348.6,33.58,4.05,244385.2,6.19
1325080.43,33.59,4.06,244384.27,6.19
1324782.3,33.59,4.06,244357.15,6.2
1324672.4,33.59,4.06,244373.31,6.2
1324793.19,33.6,4.07,244418.55,6.2
1324793.19,33.6,4.07,244418.55,6.2
1324497.39,33.6,4.07,244377.47,6.2
1324497.39,33.6,4.07,244377.47,6.2
1324198.49,33.6,4.07,244350.67,6.2
1323909.27,33.6,4.07,245070.33,6.22
1324066.42,33.61,4.08,245366.34,6.23
1323986.48,33.61,4.08,245375.29,6.23
1324133.16,33.62,4.09,245351.22,6.23
1324023.27,33.63,4.1,245337.93,6.23
1324023.27,33.63,4.1,245337.93,6.23
1323725.14,33.63,4.1,245388.51,6.23
1323756.6,33.63,4.1,245357.99,6.23
1323645.93,33.64,4.11,245331.39,6.23
1323347.81,33.64,4.11,246387.48,6.26
1323236.36,33.64,4.11,246740.95,6.27
1322968.19,33.64,4.11,246739.69,6.27
1322731.43,33.64,4.11,246493.57,6.27
1322433.31,33.64,4.11,246466.75,6.27
1322433.31,33.64,4.11,246466.75,6.27
1322135.18,33.64,4.11,246822.06,6.28
1321837.05,33.64,4.11,246639.59,6.28
1321729.48,33.65,4.12,246458.7,6.27
1321474.14,33.64,4.11,246256.4,6.27
1321474.14,33.64,4.11,246256.4,6.27
1321363.47,33.65,4.12,246751.82,6.28
1320978.66,33.64,4.11,246287.15,6.27
1321161.36,33.65,4.12,246508.17,6.28
1321089.92,33.65,4.12,246566.01,6.28
1321093.55,33.65,4.12,246569.79,6.28
1320825.38,33.66,4.13,246568.54,6.28
1320708.68,33.66,4.13,246749.13,6.29
1320410.55,33.66,4.13,246722.32,6.29
1320410.55,33.66,4.13,246722.32,6.29
1320112.42,33.66,4.13,246757.88,6.29
1320259.1,33.67,4.14,246739.18,6.29
1320259.1,33.67,4.14,246739.18,6.29
1320259.1,33.67,4.14,246739.18,6.29
1320259.1,33.67,4.14,246739.18,6.29
1319963.3,33.67,4.14,246849.05,6.3
1319963.3,33.67,4.14,246849.05,6.3
1319736.44,33.67,4.14,248014.28,6.33
1319448.89,33.67,4.14,247714.91,6.32
1319564.44,33.68,4.15,247637.53,6.32
1319564.44,33.68,4.15,247637.53,6.32
1319404.24,33.68,4.15,247470.49,6.32
1319404.24,33.68,4.15,247470.49,6.32
1319404.24,33.68,4.15,247470.49,6.32
1319404.24,33.68,4.15,247470.49,6.32
1319324.3,33.68,4.15,247479.44,6.32
1319324.3,33.68,4.15,247479.44,6.32
1319026.17,33.68,4.15,247443.15,6.32
1318916.28,33.69,4.16,247489.07,6.32
1318618.15,33.69,4.16,247470.88,6.32
1318322.35,33.69,4.16,247452.2,6.32
1318211.68,33.69,4.16,247431.56,6.32
1318295.23,33.7,4.17,248263.68,6.35
1317995.55,33.7,4.17,248305.97,6.35
1317727.38,33.7,4.17,248298.62,6.35
1317617.48,33.71,4.18,248278.61,6.35
1317617.48,33.71,4.18,248278.61,6.35
1317319.36,33.71,4.18,248318.73,6.35
1317021.23,33.71,4.18,248287.82,6.35
1316913.66,33.71,4.18,248419.11,6.36
1316913.66,33.71,4.18,248419.11,6.36
1317067.95,33.72,4.19,248323.43,6.36
1316769.82,33.72,4.19,248959.8,6.38
1316658.38,33.73,4.2,249203.13,6.38
1316578.44,33.73,4.2,249212.08,6.38
1316280.31,33.73,4.2,249184.07,6.39
1316280.31,33.73,4.2,249184.07,6.39
1316313.03,33.73,4.2,249275.9,6.39
1316014.91,33.73,4.2,249263.86,6.39
1315716.78,33.74,4.2,249384.7,6.39
1315420.97,33.74,4.21,249377.73,6.4
1315037.78,33.73,4.2,248997.81,6.39
1314738.88,33.73,4.2,248888.96,6.39
1314440.75,33.73,4.2,248915.36,6.39
1314332.7,33.73,4.2,248808.58,6.39
1314033.02,33.73,4.2,248931.9,6.39
1313764.85,33.73,4.2,248930.64,6.39
1313466.72,33.73,4.2,248906.45,6.39
1313168.59,33.74,4.2,249069.08,6.4
1312870.47,33.74,4.21,249080.59,6.4
1313019.47,33.74,4.21,248897.31,6.4
1312720.56,33.75,4.21,249661.49,6.42
1312619.58,33.75,4.22,249479.07,6.41
1312360.4,33.75,4.22,249496.83,6.42
1312490.44,33.75,4.22,249612.06,6.42
1312095.42,33.75,4.22,249299.41,6.41
1312095.42,33.75,4.22,249299.41,6.41
1312095.42,33.75,4.22,249299.41,6.41
1312095.42,33.75,4.22,249369.0,6.41
1311938.96,33.75,4.21,249214.14,6.41
1311938.96,33.75,4.21,249229.26,6.41
1311670.78,33.75,4.22,249222.09,6.41
1311560.89,33.75,4.22,249201.9,6.41
1311262.76,33.75,4.22,249272.81,6.42
1310964.63,33.75,4.22,249197.8,6.42
1310964.63,33.75,4.22,249384.67,6.42
1310668.83,33.75,4.22,250145.79,6.44
1310886.78,33.76,4.23,250417.68,6.45
1311002.32,33.78,4.24,250531.96,6.45
1311178.95,33.78,4.25,250536.81,6.46
1311178.95,33.78,4.25,250526.19,6.46
1311178.95,33.78,4.25,250538.27,6.46
1310880.82,33.79,4.25,250507.33,6.46
1310496.02,33.78,4.25,250557.08,6.46
1310496.28,33.78,4.25,250557.52,6.46
1310288.75,33.78,4.24,250340.1,6.45
1310288.75,33.78,4.24,250340.1,6.45
1310288.75,33.78,4.24,250340.1,6.45
1309779.16,33.77,4.24,250083.03,6.45
1309485.55,33.77,4.24,250086.18,6.45
1309731.16,33.78,4.25,250059.35,6.45
1309395.47,33.78,4.24,250031.71,6.45
1309395.47,33.78,4.24,250031.71,6.45
1309395.47,33.78,4.24,250031.71,6.45
1309097.34,33.78,4.25,250626.67,6.47
1309220.45,33.78,4.25,250220.09,6.46
1309220.45,33.78,4.25,250220.09,6.46
1309220.45,33.78,4.25,250220.09,6.46
1309366.35,33.79,4.26,251325.34,6.49
1309438.55,33.8,4.27,251421.57,6.49
1309438.55,33.8,4.27,251421.57,6.49
1309438.55,33.8,4.27,251421.57,6.49
1309008.13,33.8,4.27,251326.85,6.49
1308928.19,33.8,4.27,251335.8,6.49
1308928.19,33.8,4.27,251335.8,6.49
1308630.06,33.81,4.27,251314.22,6.49
1308630.06,33.81,4.27,251314.22,6.49
1308776.73,33.81,4.28,251297.73,6.49
1308478.61,33.81,4.28,251325.25,6.49
1308182.8,33.82,4.28,251294.06,6.5
1307798.0,33.81,4.28,251291.0,6.5
1307798.0,33.81,4.28,251291.0,6.5
1308042.83,33.82,4.29,251739.51,6.51
1308042.83,33.82,4.29,251739.51,6.51
1308042.83,33.82,4.29,251739.51,6.51
1307932.94,33.82,4.29,251834.63,6.51
1307932.94,33.82,4.29,251834.63,6.51
1307770.43,33.82,4.29,251729.06,6.51
1307470.75,33.82,4.29,251902.32,6.52
1307470.75,33.82,4.29,251902.32,6.52
1307202.58,33.82,4.29,251901.39,6.52
1306904.45,33.82,4.29,251874.25,6.52
1306746.22,33.82,4.29,251730.08,6.52
1306448.09,33.82,4.29,251763.93,6.52
1306491.38,33.82,4.29,252084.22,6.53
1306491.38,33.82,4.29,252084.22,6.53
1306520.52,33.83,4.3,252048.8,6.53
1306224.71,33.83,4.3,252043.04,6.53
1305861.22,33.83,4.29,251651.17,6.52
1305750.56,33.83,4.3,252099.06,6.53
1305640.66,33.83,4.3,251823.38,6.53
1305640.66,33.83,4.3,251823.38,6.53
1305340.98,33.84,4.3,252246.59,6.54
1305072.81,33.84,4.31,252247.03,6.54
1304774.68,33.84,4.31,252223.22,6.54
1304476.56,33.84,4.31,252247.21,6.54
1304178.43,33.84,4.31,252225.54,6.54
1303882.62,33.84,4.31,252209.93,6.55
1304028.52,33.85,4.32,252391.86,6.55
1304028.52,33.85,4.32,252391.86,6.55
1304028.52,33.85,4.32,252391.86,6.55
1303730.4,33.85,4.32,252204.27,6.55
1303430.72,33.85,4.32,252626.89,6.56
1303434.52,33.85,4.32,252728.2,6.56
1303136.98,33.85,4.32,252426.33,6.56
1302979.02,33.84,4.31,252319.34,6.55
1302710.85,33.85,4.31,252323.86,6.56
1302412.72,33.85,4.32,252295.98,6.56
1302412.72,33.85,4.32,252260.27,6.56
1302441.86,33.85,4.32,252301.27,6.56
1302488.32,33.85,4.32,252390.08,6.56
1302190.2,33.86,4.32,252359.73,6.56
1302339.2,33.86,4.33,252339.45,6.56
1302040.29,33.86,4.33,252774.88,6.57
1301742.17,33.87,4.33,252590.18,6.57
1301630.72,33.87,4.34,253073.47,6.59
1301362.55,33.87,4.34,253066.31,6.59
1301362.55,33.87,4.34,253066.31,6.59
1299007.48,33.88,4.35,253015.77,6.6
1298709.35,33.88,4.35,252994.86,6.6
1298411.23,33.88,4.35,253177.53,6.61
1298411.23,33.88,4.35,253177.53,6.61
1298113.1,33.88,4.35,253162.18,6.61
1298113.1,33.88,4.35,253162.18,6.61
1297817.29,33.89,4.35,253110.67,6.61
1297536.03,33.88,4.35,252836.73,6.6
1297237.12,33.88,4.35,253080.46,6.61
1297237.12,33.88,4.35,253080.46,6.61
1297010.91,33.88,4.35,252926.96,6.61
1297010.91,33.88,4.35,252926.96,6.61
1296639.32,33.88,4.35,252698.45,6.6
1296371.15,33.89,4.35,252697.52,6.61
1296073.02,33.89,4.35,252670.38,6.61
1296073.02,33.89,4.35,252641.42,6.61
1296073.02,33.89,4.35,252641.42,6.61
1296073.02,33.89,4.35,252641.42,6.61
1296073.02,33.89,4.35,252641.42,6.61
1296073.02,33.89,4.35,252675.2,6.61
1296073.02,33.89,4.35,252675.2,6.61
1295963.12,33.89,4.36,252706.57,6.61
1295963.12,33.89,4.36,252706.57,6.61
1295665.85,33.89,4.35,252614.29,6.61
1295555.96,33.89,4.36,252596.67,6.61
1295319.2,33.89,4.35,252352.52,6.6
1295211.63,33.89,4.36,252340.08,6.6
1295211.63,33.89,4.36,252340.08,6.6
1294912.73,33.89,4.36,252640.11,6.61
1294912.73,33.89,4.36,252640.11,6.61
1294614.6,33.89,4.36,252727.49,6.62
1294759.73,33.9,4.37,253047.74,6.63
1294760.12,33.9,4.37,253049.37,6.63
1294655.42,33.9,4.37,252945.48,6.62
1294387.25,33.9,4.37,252947.81,6.63
1294277.35,33.91,4.37,252918.15,6.63
1294167.46,33.91,4.38,252952.57,6.63
1294251.01,33.92,4.39,252918.95,6.63
1294251.01,33.92,4.39,252918.95,6.63
1294254.73,33.92,4.39,252933.83,6.63
1293958.93,33.92,4.39,252926.95,6.63
1293848.26,33.92,4.39,253333.94,6.64
1293848.26,33.92,4.39,253333.94,6.64
1293550.13,33.92,4.39,253462.47,6.65
1290991.58,33.93,4.4,253414.65,6.66
1290691.9,33.93,4.4,253796.97,6.67
1290611.96,33.93,4.41,253805.92,6.67
1290313.83,33.94,4.41,253769.61,6.67
1290313.83,33.94,4.41,253769.61,6.67
1290313.83,33.94,4.41,253633.94,6.67
1290313.83,33.94,4.41,253633.94,6.67
1290155.47,33.93,4.41,253476.11,6.67
1289770.67,33.93,4.4,253367.78,6.66
1289472.54,33.93,4.4,253386.78,6.67
1289501.68,33.93,4.41,253371.92,6.67
1289205.88,33.94,4.41,253360.6,6.67
1289205.88,33.94,4.41,253345.69,6.67
1288906.98,33.94,4.41,253697.38,6.68
1288906.98,33.94,4.41,253697.38,6.68
1288615.3,33.93,4.4,253556.41,6.68
1288317.17,33.93,4.41,253468.12,6.68
1288017.5,33.93,4.41,253695.42,6.68
1287749.32,33.94,4.41,253693.49,6.69
1287451.19,33.94,4.41,253667.88,6.69
1287451.19,33.94,4.41,253667.88,6.69
1287451.19,33.94,4.41,253667.88,6.69
1287480.34,33.94,4.42,253705.15,6.69
1287370.44,33.95,4.42,253685.3,6.69
1287074.64,33.95,4.42,253661.26,6.69
1286686.7,33.94,4.42,253261.58,6.68
1286691.61,33.94,4.42,253261.27,6.68
1286691.61,33.94,4.42,253261.27,6.68
1286641.61,33.94,4.41,253211.27,6.68
1286641.61,33.94,4.41,253211.27,6.68
1286641.61,33.94,4.41,253211.27,6.68
1286787.51,33.95,4.42,253212.48,6.68
1286489.38,33.95,4.42,254079.68,6.71
1286489.38,33.95,4.42,254079.68,6.71
1286189.71,33.95,4.42,254126.24,6.71
1285889.29,33.95,4.42,253839.85,6.7
1285621.12,33.95,4.42,253840.29,6.7
1285322.99,33.95,4.42,253811.78,6.7
1284941.98,33.94,4.42,253441.85,6.7
1285088.66,33.95,4.42,253496.92,6.7
1284790.53,33.95,4.43,253461.54,6.7
1284494.73,33.95,4.43,253435.34,6.7
1284384.06,33.96,4.43,253871.32,6.71
1284085.93,33.96,4.43,253865.32,6.71
1283739.6,33.96,4.43,253544.14,6.71
1283401.84,33.96,4.43,253667.22,6.71
1283192.54,33.95,4.42,253475.8,6.71
1282924.37,33.95,4.43,253478.14,6.71
1282626.24,33.95,4.43,253447.73,6.71
1282328.11,33.96,4.43,253504.61,6.71
1282573.72,33.97,4.44,253465.24,6.71
1282573.72,33.97,4.44,253465.24,6.71
1282277.92,33.97,4.44,253441.9,6.71
1281979.02,33.97,4.44,253693.84,6.72
1281680.89,33.97,4.44,253580.82,6.72
1281381.21,33.97,4.44,253980.63,6.73
1281381.21,33.97,4.44,253980.63,6.73
1281381.21,33.97,4.44,253980.63,6.73
1281113.04,33.97,4.44,254004.68,6.74
1281003.15,33.98,4.45,253985.67,6.74
1280705.02,33.98,4.45,253965.12,6.74
1280406.89,33.98,4.45,253948.76,6.74
1280438.36,33.99,4.46,254105.46,6.74
1280139.45,33.99,4.46,254090.12,6.75
1280139.45,33.99,4.46,254090.12,6.75
1280139.45,33.99,4.46,254090.12,6.75
1279842.18,33.98,4.45,253943.85,6.74
1279544.06,33.98,4.45,254306.75,6.75
1279432.61,33.99,4.46,254321.51,6.76
1279164.44,33.99,4.46,254319.59,6.76
1278866.31,33.99,4.46,254294.4,6.76
1278756.42,33.99,4.47,254326.92,6.76
1278458.29,34.0,4.47,254299.99,6.76
1278458.29,34.0,4.47,254299.99,6.76
1278251.17,33.99,4.46,254050.8,6.76
1277955.37,33.99,4.46,254037.04,6.76
1277955.37,33.99,4.46,254037.04,6.76
1277955.37,33.99,4.46,254052.85,6.76
1277656.47,33.99,4.47,254198.74,6.76
1277803.14,34.0,4.47,254276.21,6.77
1277503.46,34.0,4.48,254646.05,6.78
1277235.29,34.01,4.48,254650.56,6.78
1277235.29,34.01,4.48,254650.56,6.78
1276850.49,34.0,4.47,254263.9,6.77
1276850.49,34.0,4.47,254263.9,6.77
1276552.36,34.0,4.47,254242.39,6.77
1276254.23,34.0,4.47,254368.52,6.78
1275959.2,34.0,4.47,254616.73,6.79
1275878.38,34.01,4.48,256228.16,6.83
1275878.38,34.01,4.48,256228.16,6.83
1275954.28,34.02,4.49,255647.55,6.82
1276215.78,34.03,4.5,255412.81,6.81
1275841.64,34.03,4.5,255288.14,6.81
1275841.64,34.03,4.5,255288.14,6.81
1275841.64,34.03,4.5,255288.14,6.81
1275841.64,34.03,4.5,255312.49,6.81
1275685.17,34.02,4.49,255155.27,6.81
1275960.74,34.03,4.51,255159.12,6.81
1275960.74,34.03,4.51,255160.3,6.81
1275662.61,34.04,4.51,255131.56,6.81
1275364.48,34.04,4.51,255168.62,6.81
1275364.48,34.04,4.51,255168.62,6.81
1275066.35,34.04,4.51,255139.33,6.81
1275066.35,34.04,4.51,255139.33,6.81
1274730.66,34.03,4.5,255122.09,6.81
1274434.86,34.03,4.5,255277.63,6.82
1274463.23,34.04,4.51,255236.78,6.82
1274353.33,34.05,4.52,255115.18,6.82
1274498.46,34.05,4.52,256255.99,6.85
1274230.29,34.06,4.53,256246.28,6.85
1274022.75,34.05,4.52,255833.72,6.84
1273912.86,34.06,4.53,255817.52,6.84
1273528.06,34.05,4.52,255657.5,6.84
1273418.16,34.05,4.53,255695.68,6.84
1273308.27,34.06,4.53,255674.01,6.84
1273200.7,34.06,4.53,255658.76,6.84
1272901.79,34.06,4.54,255997.67,6.85
1272901.79,34.06,4.54,255997.67,6.85
1272930.94,34.07,4.54,256103.51,6.85
1272631.26,34.07,4.54,256502.53,6.87
1272363.09,34.07,4.55,256504.86,6.87
1272363.09,34.07,4.55,256504.86,6.87
1272064.96,34.08,4.55,256479.16,6.87
1271766.83,34.08,4.55,256514.76,6.87
1271468.7,34.08,4.55,256481.07,6.87
1271172.9,34.08,4.55,256465.55,6.88
1270874.0,34.08,4.55,256624.09,6.88
1270874.0,34.08,4.55,256624.09,6.88
1270575.87,34.08,4.55,256572.17,6.88
1270720.99,34.09,4.56,256824.26,6.89
1270452.82,34.09,4.56,256824.7,6.89
1270154.69,34.09,4.56,256796.19,6.89
1270044.8,34.1,4.57,256867.94,6.9
1270044.8,34.1,4.57,256867.94,6.9
1270044.8,34.1,4.57,256867.94,6.9
1269746.67,34.1,4.57,256811.01,6.9
1269450.87,34.1,4.57,256788.83,6.9
1269340.2,34.1,4.57,257252.04,6.91
1269124.06,34.11,4.58,257144.93,6.91
1268749.26,34.1,4.57,256842.66,6.9
1268555.82,34.1,4.57,257021.74,6.91
1268475.89,34.11,4.58,257030.69,6.91
1268475.89,34.11,4.58,257030.69,6.91
1268177.76,34.11,4.58,257002.67,6.91
1268067.86,34.11,4.58,256991.34,6.91
1267957.97,34.12,4.59,257018.21,6.92
1267850.4,34.12,4.59,257003.9,6.92
1267551.5,34.12,4.59,256987.59,6.92
1267698.17,34.13,4.6,256983.32,6.92
1267398.49,34.13,4.6,258121.84,6.95
1267318.56,34.14,4.61,258130.79,6.95
1267318.56,34.14,4.61,258130.79,6.95
1267208.66,34.14,4.61,258111.24,6.95
1267098.77,34.15,4.62,258092.16,6.96
1267098.77,34.15,4.62,258092.16,6.96
1266940.14,34.15,4.62,257934.33,6.95
1266642.01,34.15,4.62,257961.72,6.95
1266257.21,34.14,4.61,257572.65,6.94
1266149.64,34.15,4.62,257558.93,6.95
1265850.74,34.15,4.62,257539.33,6.95
1265879.88,34.15,4.62,258460.51,6.97
1265907.47,34.16,4.63,258773.99,6.98
1265827.53,34.17,4.64,258782.94,6.98
1265832.83,34.17,4.64,258802.66,6.99
1265534.7,34.17,4.64,258774.65,6.99
1265236.57,34.17,4.64,258795.46,6.99
1264938.45,34.17,4.64,258775.32,6.99
1264938.45,34.17,4.64,258775.32,6.99
1264830.88,34.17,4.64,258763.27,6.99
1264623.34,34.17,4.64,258762.36,6.99
1264324.44,34.17,4.64,258936.1,7.0
1264026.31,34.17,4.64,258815.21,7.0
1264026.31,34.17,4.64,258815.21,7.0
1263726.64,34.17,4.64,259111.74,7.01
1263646.7,34.18,4.65,259120.69,7.01
1263327.47,34.17,4.64,258801.87,7.0
1263029.34,34.17,4.64,258777.15,7.0
1262919.44,34.18,4.65,258762.53,7.0
1262621.32,34.18,4.65,258795.56,7.01
1262513.75,34.18,4.65,258772.5,7.01
1262214.84,34.19,4.66,258754.12,7.01
1262104.95,34.19,4.66,259486.77,7.03
1262104.95,34.19,4.66,259486.77,7.03
1261805.27,34.19,4.66,259462.93,7.03
1261537.1,34.19,4.66,259467.45,7.03
1261238.97,34.19,4.66,259434.86,7.03
1260940.84,34.2,4.67,259474.21,7.04
1260940.84,34.2,4.67,259474.21,7.04
1261087.52,34.2,4.67,259456.68,7.04
1260979.95,34.21,4.68,259429.61,7.04
1260595.15,34.2,4.67,259566.07,7.04
1260749.44,34.21,4.68,259476.68,7.04
1260749.44,34.21,4.68,259476.68,7.04
1260452.17,34.21,4.68,259316.17,7.04
1260068.97,34.2,4.67,259262.37,7.04
1259770.85,34.2,4.67,259729.46,7.05
1259471.17,34.2,4.67,259535.77,7.05
1259647.8,34.21,4.68,259540.62,7.05
1259349.67,34.21,4.68,259509.69,7.05
1259051.54,34.21,4.68,259541.49,7.05
1259056.84,34.21,4.68,259543.97,7.05
1258946.95,34.22,4.69,259522.53,7.05
1258651.14,34.22,4.69,259506.3,7.06
1258443.61,34.22,4.69,259190.46,7.05
1258443.61,34.22,4.69,259190.46,7.05
1258443.61,34.22,4.69,259190.46,7.05
1258144.71,34.22,4.69,259417.93,7.06
1257846.58,34.22,4.69,259275.61,7.05
1257846.58,34.22,4.69,259275.61,7.05
1257846.58,34.22,4.69,259275.61,7.05
1257848.15,34.22,4.69,259279.25,7.05
1257472.26,34.21,4.68,259599.83,7.06
1257351.9,34.22,4.69,259595.57,7.06
1257083.73,34.22,4.69,259593.15,7.07
1257083.73,34.22,4.69,259593.15,7.07
