ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
873282.51,14.06,1.0,446604.12,7.19
872661.82,14.05,0.99,445872.72,7.18
872495.55,14.05,0.99,445720.04,7.18
872329.27,14.05,0.99,445567.37,7.18
872238.59,14.05,0.99,445365.96,7.17
872083.2,14.05,0.99,445219.45,7.17
871916.92,14.05,0.99,445183.82,7.17
872202.59,14.06,0.99,444959.98,7.17
871770.63,14.05,0.99,444417.3,7.16
871149.95,14.04,0.98,443685.9,7.15
871041.21,14.04,0.98,443577.16,7.15
870609.26,14.04,0.97,443168.1,7.15
870453.87,14.04,0.97,443021.59,7.14
870021.92,14.03,0.97,442478.91,7.14
869855.64,14.03,0.97,442443.28,7.14
869423.69,14.03,0.96,441900.6,7.13
868991.73,14.02,0.96,441357.92,7.12
869295.7,14.03,0.96,441096.65,7.12
868863.75,14.02,0.96,440553.97,7.11
869149.41,14.03,0.97,440318.51,7.11
869725.81,14.04,0.98,440329.65,7.11
869825.01,14.04,0.98,440318.14,7.11
868779.86,14.05,0.98,439985.16,7.11
868624.47,14.05,0.98,439910.62,7.11
868627.94,14.05,0.98,439803.36,7.11
868627.94,14.05,0.98,439803.36,7.11
868010.35,14.05,0.98,439362.14,7.11
868010.35,14.05,0.98,439362.14,7.11
867426.19,14.04,0.97,438777.99,7.1
867335.51,14.04,0.97,438576.58,7.1
866903.55,14.03,0.97,438033.9,7.09
866903.55,14.03,0.97,438033.9,7.09
866737.28,14.03,0.97,437926.3,7.09
866305.32,14.03,0.96,437383.63,7.08
866609.29,14.03,0.97,437122.35,7.08
866609.29,14.03,0.97,437122.35,7.08
865900.03,14.02,0.96,436357.33,7.07
866008.58,14.03,0.96,436355.16,7.07
865853.19,14.03,0.96,436296.78,7.07
865583.3,14.02,0.96,436026.89,7.06
865412.62,14.02,0.96,435745.48,7.06
864980.66,14.02,0.95,435202.8,7.05
865152.63,14.02,0.96,435215.73,7.05
865152.63,14.02,0.96,435215.73,7.05
864986.35,14.02,0.95,435091.97,7.05
863941.2,14.02,0.96,434758.99,7.06
863785.81,14.02,0.96,434612.48,7.05
863619.53,14.02,0.96,434576.85,7.05
863464.15,14.02,0.96,434518.47,7.06
863486.6,14.02,0.96,434757.91,7.06
863320.33,14.02,0.96,434634.15,7.06
863164.94,14.02,0.96,434559.61,7.06
863336.9,14.03,0.96,434572.54,7.06
863015.24,14.02,0.96,434384.15,7.06
862287.67,14.02,0.95,433656.58,7.05
861578.4,14.01,0.94,432903.18,7.04
861918.74,14.01,0.95,433547.28,7.05
861752.47,14.01,0.95,433439.68,7.05
861752.47,14.01,0.95,433439.68,7.05
861404.78,14.01,0.94,433029.47,7.04
861246.05,14.01,0.94,432870.74,7.04
861155.36,14.0,0.94,432802.94,7.04
860999.98,14.0,0.94,432676.92,7.04
860833.7,14.0,0.94,432620.8,7.04
860401.75,14.0,0.93,432078.12,7.03
859971.06,13.99,0.93,431670.32,7.02
860251.52,14.0,0.93,431739.34,7.03
859875.67,13.99,0.93,431525.95,7.02
859554.01,13.99,0.93,431343.81,7.02
859831.8,14.0,0.93,431809.06,7.03
860117.46,14.01,0.94,431573.6,7.03
859962.07,14.01,0.94,431499.06,7.03
859530.12,14.0,0.94,430956.38,7.02
859363.85,14.0,0.94,430848.78,7.02
859208.46,14.0,0.94,430722.76,7.02
859042.18,14.0,0.94,430666.64,7.02
858678.12,13.99,0.93,430303.62,7.01
859482.52,14.01,0.94,430586.76,7.02
859327.13,14.01,0.94,430528.38,7.02
859607.58,14.01,0.95,430597.4,7.02
859441.31,14.01,0.95,430473.64,7.02
859285.92,14.01,0.95,430415.26,7.02
858777.92,14.01,0.94,429863.25,7.01
858611.64,14.01,0.94,429739.5,7.01
858404.29,14.0,0.94,429608.35,7.01
858248.9,14.0,0.94,429533.81,7.01
858082.62,14.0,0.94,429426.21,7.01
857706.78,14.0,0.93,429212.82,7.0
857551.39,14.0,0.93,429154.44,7.01
857385.12,14.0,0.93,429030.68,7.0
857670.78,14.0,0.94,428795.22,7.0
857373.43,14.0,0.94,428551.59,7.0
856645.85,13.99,0.93,427824.01,6.99
855600.69,13.99,0.93,427491.03,6.99
855623.15,13.99,0.93,427697.1,7.0
855467.76,13.99,0.93,427622.56,7.0
855501.1,14.0,0.93,427666.96,7.0
854791.84,13.99,0.92,426913.57,6.99
854814.29,13.99,0.92,427014.84,6.99
854648.02,13.99,0.92,426907.24,6.99
854744.02,13.99,0.93,426824.34,6.99
854588.64,13.99,0.93,426680.72,6.99
854588.64,13.99,0.93,426680.72,6.99
854422.36,13.99,0.93,426642.2,6.99
854266.97,13.99,0.93,426579.23,6.99
854438.94,13.99,0.93,426592.16,6.99
854272.66,13.99,0.93,426466.74,6.99
854117.28,13.99,0.93,426320.23,6.98
854139.73,14.0,0.93,426559.67,6.99
853973.46,13.99,0.93,426524.04,6.99
853818.07,13.99,0.93,426465.66,6.99
853651.79,13.99,0.93,426341.9,6.99
853496.41,13.99,0.93,426195.39,6.99
853330.13,13.99,0.93,426159.76,6.99
853174.74,13.99,0.93,426013.67,6.99
853208.09,14.0,0.93,426058.06,6.99
853041.81,14.0,0.93,426022.01,6.99
852844.46,13.99,0.93,425900.69,6.99
852866.91,13.99,0.93,426001.97,6.99
851725.75,13.99,0.93,425751.89,7.0
851759.1,14.0,0.93,425796.29,7.0
852028.66,14.0,0.94,426067.77,7.0
851873.27,14.0,0.94,425924.15,7.0
851164.01,13.99,0.93,425170.76,6.99
850997.73,13.99,0.93,425132.24,6.99
850621.89,13.99,0.92,424878.06,6.99
850466.5,13.99,0.92,424819.68,6.99
850300.23,13.99,0.92,424695.92,6.99
850671.73,13.99,0.93,424763.14,6.99
850516.34,13.99,0.93,424704.75,6.99
850326.16,13.99,0.93,424503.85,6.98
850159.88,13.99,0.93,424380.09,6.98
850004.5,13.99,0.93,424305.02,6.98
850026.95,13.99,0.93,424773.08,6.99
849860.68,13.99,0.93,424666.02,6.99
849705.29,13.99,0.93,424591.48,6.99
849539.02,13.99,0.93,424483.87,6.99
849819.47,14.0,0.93,424537.94,6.99
849841.93,14.0,0.93,424799.75,7.0
849937.93,14.0,0.94,424724.0,7.0
849782.54,14.0,0.94,424665.62,7.0
849616.27,14.0,0.94,424541.86,7.0
849294.6,14.0,0.93,424359.72,6.99
848997.9,14.0,0.93,424041.61,6.99
848676.23,13.99,0.93,423859.47,6.99
848520.85,13.99,0.93,423712.96,6.99
848354.57,13.99,0.93,423677.33,6.99
848199.18,13.99,0.93,423602.25,6.99
848032.91,13.99,0.93,423495.19,6.99
847877.52,13.99,0.93,423420.11,6.99
847711.25,13.99,0.93,423313.04,6.99
847555.86,13.99,0.93,423166.53,6.99
847589.2,13.99,0.93,423210.93,6.99
846544.04,14.0,0.93,422877.95,6.99
846400.07,13.99,0.93,422853.88,6.99
846422.53,14.0,0.93,422955.16,6.99
846455.87,14.0,0.93,422999.55,7.0
846455.87,14.0,0.93,422838.92,6.99
846616.95,14.0,0.94,423046.9,7.0
846450.68,14.0,0.94,423011.27,7.0
846731.13,14.01,0.94,423080.28,7.0
846575.74,14.01,0.94,422936.67,7.0
846669.77,14.01,0.94,423998.65,7.02
846692.22,14.01,0.95,424245.51,7.02
846316.38,14.01,0.94,423991.34,7.02
846349.72,14.01,0.94,424035.73,7.02
846183.45,14.01,0.94,423997.21,7.02
846469.11,14.02,0.95,423773.37,7.02
846491.57,14.02,0.95,423874.65,7.02
846336.18,14.02,0.95,423800.11,7.02
846336.18,14.02,0.95,423800.11,7.02
846723.16,14.02,0.96,427848.61,7.09
846673.16,14.02,0.96,427798.84,7.09
846506.89,14.02,0.96,427691.24,7.08
846540.23,14.03,0.96,427735.63,7.09
846242.88,14.02,0.96,427515.71,7.08
846512.44,14.03,0.96,427787.19,7.09
846357.06,14.03,0.96,427708.38,7.09
846390.4,14.03,0.96,427752.78,7.09
846224.12,14.03,0.96,427643.2,7.09
846068.74,14.03,0.96,427496.69,7.09
846320.84,14.03,0.97,427872.52,7.09
846492.81,14.04,0.97,427885.45,7.1
846326.53,14.04,0.97,427849.82,7.1
846171.14,14.04,0.97,427706.2,7.1
845171.14,14.02,0.96,426706.2,7.08
849223.1,14.09,1.03,428104.57,7.1
849056.83,14.09,1.03,428066.05,7.1
848901.44,14.09,1.03,427919.54,7.1
848735.17,14.09,1.02,427883.91,7.1
848579.78,14.09,1.02,427825.52,7.1
848413.5,14.09,1.02,427701.76,7.1
848717.47,14.1,1.03,427440.49,7.1
849003.14,14.1,1.04,427205.02,7.1
848293.87,14.09,1.03,426440.01,7.08
848138.48,14.09,1.03,426381.62,7.09
848299.56,14.1,1.03,426848.56,7.09
847571.98,14.09,1.02,426120.99,7.08
847413.25,14.09,1.02,425967.39,7.08
847131.38,14.08,1.02,425688.51,7.08
846965.11,14.08,1.02,425564.75,7.08
846806.18,14.08,1.01,425409.43,7.07
846096.91,14.07,1.0,424656.03,7.06
845941.52,14.07,1.0,424509.52,7.06
845775.25,14.07,1.0,424473.89,7.06
845619.86,14.07,1.0,424330.27,7.06
845791.82,14.07,1.01,424343.2,7.06
845415.98,14.07,1.0,424089.02,7.06
845249.71,14.07,1.0,424050.5,7.06
845249.71,14.07,1.0,424050.5,7.06
845094.32,14.07,1.0,423903.99,7.06
844928.05,14.07,1.0,423868.36,7.06
845197.61,14.07,1.01,424281.98,7.06
845228.6,14.07,1.01,423825.07,7.06
845151.47,14.08,1.01,423661.89,7.06
845785.91,14.09,1.02,423725.21,7.06
845785.91,14.09,1.02,423725.21,7.06
844740.75,14.09,1.02,423392.23,7.06
844585.37,14.09,1.02,423248.61,7.06
844419.09,14.09,1.02,423210.09,7.06
844419.09,14.09,1.02,423210.09,7.06
844043.25,14.08,1.02,422982.15,7.06
843525.2,14.08,1.01,422469.98,7.05
843369.81,14.08,1.01,422389.95,7.05
843400.81,14.08,1.01,421933.03,7.04
843234.53,14.08,1.01,421824.68,7.04
843466.14,14.08,1.02,421968.56,7.05
843310.75,14.08,1.02,421822.05,7.04
843202.02,14.08,1.02,421718.2,7.04
843373.99,14.09,1.02,421731.13,7.04
843207.71,14.08,1.02,421695.5,7.04
843207.71,14.08,1.02,421695.5,7.04
843368.79,14.09,1.02,422162.44,7.05
843213.41,14.09,1.02,422087.9,7.05
843244.4,14.09,1.03,421630.98,7.05
843078.12,14.09,1.03,421523.38,7.05
842922.74,14.09,1.03,421464.99,7.05
842845.6,14.09,1.03,421301.82,7.04
843126.05,14.1,1.03,421355.89,7.05
843126.05,14.1,1.03,421355.89,7.05
842837.68,14.09,1.03,421029.58,7.04
842671.4,14.09,1.03,420905.82,7.04
842516.01,14.09,1.03,420831.28,7.04
842538.47,14.09,1.03,421093.09,7.04
842372.19,14.09,1.03,420985.49,7.04
842544.16,14.1,1.03,420998.42,7.04
842168.32,14.09,1.03,420744.24,7.04
842168.32,14.09,1.03,420744.24,7.04
842453.98,14.1,1.04,420508.78,7.04
842156.63,14.1,1.03,420218.02,7.03
842001.24,14.1,1.03,420071.51,7.03
841834.96,14.1,1.03,420035.88,7.03
842104.53,14.1,1.04,420449.5,7.04
842137.87,14.1,1.04,420493.9,7.04
842160.33,14.11,1.04,420595.18,7.04
842001.6,14.1,1.04,420441.99,7.04
841292.33,14.09,1.03,419688.59,7.03
841136.94,14.09,1.03,419613.52,7.03
841136.94,14.09,1.03,419613.52,7.03
841136.94,14.09,1.03,419613.52,7.03
840761.1,14.09,1.02,419385.58,7.03
840761.1,14.09,1.02,419385.58,7.03
840794.44,14.09,1.03,419429.98,7.03
839749.29,14.09,1.03,419097.0,7.03
839583.01,14.09,1.03,418989.93,7.03
839427.62,14.09,1.03,418915.39,7.03
839261.35,14.09,1.03,418807.79,7.03
839105.96,14.09,1.03,418661.28,7.03
839128.42,14.09,1.03,418762.56,7.03
838962.14,14.09,1.03,418726.92,7.03
838806.75,14.09,1.03,418583.31,7.03
839441.2,14.11,1.04,418646.62,7.03
838923.15,14.1,1.03,418134.45,7.03
838756.87,14.1,1.03,418095.93,7.03
838459.52,14.09,1.03,417805.17,7.02
838459.52,14.09,1.03,417805.17,7.02
838304.13,14.09,1.03,417746.79,7.02
838137.86,14.09,1.03,417623.03,7.02
837982.47,14.09,1.03,417564.64,7.02
837816.2,14.09,1.03,417440.88,7.02
838620.6,14.11,1.04,417724.03,7.03
838906.26,14.11,1.05,417488.57,7.02
838398.25,14.11,1.04,416936.57,7.02
838242.86,14.11,1.04,416790.06,7.01
838076.59,14.11,1.04,416754.43,7.01
838357.04,14.11,1.05,416808.49,7.02
838201.66,14.11,1.05,416733.95,7.02
838224.11,14.11,1.05,416995.77,7.02
838057.84,14.11,1.05,416888.17,7.02
837902.45,14.11,1.05,416813.63,7.02
837526.61,14.11,1.04,416559.45,7.02
837360.33,14.11,1.04,416451.85,7.02
837062.98,14.1,1.04,416095.61,7.01
836907.59,14.1,1.04,416021.07,7.01
836741.32,14.1,1.04,415913.46,7.01
836032.05,14.09,1.03,415160.07,7.0
836065.39,14.1,1.03,415204.47,7.0
836334.96,14.1,1.04,415475.95,7.01
836365.95,14.1,1.04,415019.03,7.0
836210.56,14.1,1.04,414960.65,7.0
836133.43,14.1,1.04,414797.48,7.0
835967.15,14.1,1.04,414673.72,7.0
835811.76,14.1,1.04,414598.64,7.0
835645.49,14.1,1.04,414491.58,7.0
835490.1,14.1,1.04,414345.06,6.99
835331.37,14.1,1.04,414191.22,6.99
835165.1,14.1,1.04,414155.59,6.99
835009.71,14.1,1.04,414010.69,6.99
835009.71,14.1,1.04,414010.69,6.99
835009.71,14.1,1.04,414010.69,6.99
835105.71,14.1,1.04,413976.25,6.99
835139.05,14.1,1.04,414020.65,6.99
834763.21,14.1,1.04,413766.47,6.99
835032.78,14.11,1.04,414037.96,6.99
835667.22,14.12,1.05,414101.27,7.0
835369.87,14.11,1.05,413855.51,6.99
835203.59,14.11,1.05,413818.26,6.99
834827.75,14.11,1.04,413564.08,6.99
834672.36,14.11,1.04,413505.7,6.99
834672.36,14.11,1.04,413303.16,6.99
834506.09,14.11,1.04,413179.4,6.98
833966.85,14.1,1.03,412640.16,6.98
833811.46,14.1,1.03,412565.09,6.98
833645.18,14.1,1.03,412458.02,6.98
833489.8,14.1,1.03,412383.48,6.98
833583.82,14.1,1.04,413250.38,6.99
832538.67,14.1,1.04,412917.4,6.99
832710.63,14.11,1.04,412930.32,6.99
832192.58,14.1,1.03,412418.15,6.99
832026.31,14.1,1.03,412310.55,6.99
832241.22,14.1,1.04,412832.23,7.0
831597.9,14.1,1.04,411674.54,6.98
831631.24,14.1,1.04,411718.94,6.98
831475.85,14.1,1.04,411572.43,6.98
831475.85,14.1,1.04,411510.42,6.98
830430.7,14.11,1.04,411177.43,6.98
830482.16,14.11,1.04,411027.38,6.98
830751.73,14.11,1.05,411298.86,6.99
830585.45,14.11,1.05,411263.23,6.99
831298.06,14.12,1.06,417412.39,7.09
831111.85,14.12,1.06,417236.57,7.09
837112.59,14.22,1.16,418336.58,7.11
836746.75,14.22,1.15,418092.62,7.1
836591.36,14.22,1.15,417947.72,7.1
836425.09,14.22,1.15,417910.48,7.1
836597.06,14.22,1.16,417923.4,7.1
836441.67,14.22,1.16,417848.86,7.1
836441.67,14.22,1.16,417848.86,7.1
836703.01,14.23,1.16,418401.8,7.11
836536.74,14.23,1.16,418294.2,7.11
836381.35,14.23,1.16,418219.12,7.11
836083.99,14.22,1.16,417862.88,7.11
836117.34,14.23,1.16,417907.28,7.11
835819.98,14.22,1.16,417661.51,7.11
835653.71,14.22,1.16,417554.44,7.11
835676.16,14.22,1.16,417655.72,7.11
835378.81,14.22,1.15,417290.57,7.1
835001.19,14.21,1.15,416864.43,7.1
835191.22,14.22,1.15,416924.81,7.1
835035.83,14.22,1.15,416850.27,7.1
834869.56,14.22,1.15,416742.67,7.1
835150.01,14.22,1.16,416796.74,7.1
834994.62,14.22,1.16,416650.23,7.1
835155.7,14.23,1.16,417022.71,7.1
835155.7,14.23,1.16,417022.71,7.1
834989.43,14.23,1.16,416987.08,7.1
834834.04,14.23,1.16,416912.54,7.1
834458.2,14.22,1.16,416684.61,7.1
834458.2,14.22,1.16,416684.61,7.1
834291.92,14.22,1.16,416577.0,7.1
835096.32,14.23,1.17,416860.15,7.11
835096.32,14.23,1.17,416696.91,7.1
834940.94,14.23,1.17,416622.37,7.1
834774.66,14.23,1.17,416514.77,7.1
834909.26,14.24,1.17,422510.72,7.2
839094.84,14.31,1.24,423987.79,7.23
839365.65,14.31,1.25,423693.35,7.23
839043.99,14.31,1.25,423511.21,7.22
838888.6,14.31,1.25,423364.7,7.22
838722.33,14.31,1.25,423329.07,7.22
838566.94,14.31,1.25,423203.05,7.22
838566.94,14.31,1.25,422981.96,7.22
838400.67,14.31,1.25,422925.84,7.22
838245.28,14.31,1.25,422867.45,7.22
838632.26,14.32,1.25,423328.64,7.23
838124.26,14.31,1.25,422776.64,7.22
838155.25,14.31,1.25,422319.72,7.21
838078.11,14.32,1.25,422156.54,7.21
837911.84,14.32,1.25,422032.78,7.21
838101.87,14.32,1.25,422093.17,7.21
838382.32,14.32,1.26,422147.24,7.21
838226.93,14.32,1.26,422002.34,7.21
838278.4,14.33,1.26,421911.99,7.21
838300.86,14.33,1.26,422173.81,7.22
838134.58,14.33,1.26,422136.57,7.22
837843.39,14.32,1.26,421904.97,7.21
837688.0,14.32,1.26,421846.59,7.21
837521.73,14.32,1.26,421722.83,7.21
837555.07,14.32,1.26,421767.22,7.21
837840.73,14.33,1.27,421543.38,7.21
837464.89,14.33,1.26,421289.21,7.21
837309.5,14.33,1.26,421230.82,7.21
837331.96,14.33,1.26,421332.1,7.21
837010.3,14.33,1.26,421149.96,7.21
836315.88,14.32,1.25,420455.54,7.2
835606.61,14.31,1.24,419690.52,7.19
835440.34,14.31,1.24,419566.76,7.19
835284.95,14.31,1.24,419420.25,7.18
835318.29,14.31,1.25,419464.65,7.19
835152.02,14.31,1.25,419429.02,7.19
835492.36,14.32,1.25,419897.6,7.2
835664.33,14.32,1.26,419910.53,7.2
835316.64,14.32,1.25,419517.34,7.19
835339.09,14.32,1.26,419756.79,7.2
835643.06,14.33,1.26,419495.51,7.19
842356.41,14.44,1.38,427192.48,7.32
842201.03,14.44,1.38,427134.1,7.32
842034.75,14.44,1.38,427010.34,7.32
841876.02,14.44,1.38,426881.93,7.32
841876.02,14.44,1.38,426881.93,7.32
846074.46,14.51,1.45,433814.78,7.44
846107.8,14.51,1.45,433859.18,7.44
845952.42,14.51,1.45,433712.67,7.44
846221.98,14.52,1.46,433984.15,7.45
846055.71,14.52,1.45,433948.52,7.45
846359.68,14.53,1.46,433687.24,7.44
846393.02,14.53,1.47,433731.64,7.45
846415.48,14.53,1.47,433832.92,7.45
846260.09,14.53,1.47,433774.54,7.45
846101.36,14.53,1.47,433619.46,7.45
845935.08,14.53,1.46,433495.7,7.45
845637.73,14.52,1.46,433253.84,7.44
844910.15,14.51,1.45,432526.26,7.43
844910.15,14.51,1.45,432526.26,7.43
844754.77,14.51,1.45,432463.3,7.43
844788.11,14.52,1.45,432502.99,7.43
844412.27,14.51,1.45,432248.81,7.43
844245.99,14.51,1.45,432123.39,7.43
844549.96,14.52,1.45,431862.11,7.42
844819.53,14.53,1.46,432132.06,7.43
844819.53,14.53,1.46,432132.06,7.43
844852.87,14.53,1.46,432176.46,7.43
844875.33,14.53,1.47,432277.74,7.43
844906.32,14.53,1.47,431820.82,7.43
844750.93,14.53,1.47,431674.73,7.43
844584.66,14.53,1.47,431638.68,7.43
844429.27,14.53,1.47,431492.17,7.43
844053.43,14.53,1.46,431239.6,7.42
843887.15,14.53,1.46,431203.97,7.42
843887.15,14.53,1.46,431203.97,7.42
844463.55,14.54,1.47,431215.11,7.42
844308.16,14.54,1.47,431156.73,7.42
844231.03,14.54,1.47,430993.56,7.42
844264.37,14.54,1.48,431037.95,7.42
844098.09,14.54,1.48,430914.2,7.42
843942.71,14.54,1.48,430770.58,7.42
844212.27,14.55,1.48,431042.06,7.43
844046.0,14.55,1.48,431003.54,7.43
843890.61,14.55,1.48,430929.0,7.43
843724.34,14.55,1.48,430821.4,7.43
843348.49,14.54,1.48,430567.22,7.42
843193.11,14.54,1.48,430423.6,7.42
843193.11,14.54,1.48,430423.6,7.42
843851.47,14.55,1.49,430573.34,7.43
843554.11,14.55,1.48,430282.58,7.42
843395.38,14.55,1.48,430127.99,7.42
843229.11,14.55,1.48,430089.47,7.42
842833.35,14.54,1.48,429626.7,7.41
842105.77,14.53,1.47,428899.12,7.4
842391.43,14.54,1.47,428663.66,7.4
842236.05,14.54,1.47,428589.12,7.4
842069.77,14.54,1.47,428481.52,7.4
841914.38,14.54,1.47,428423.13,7.4
841748.11,14.54,1.47,428299.38,7.4
841020.53,14.53,1.46,427571.8,7.39
841306.19,14.54,1.47,427347.96,7.38
842110.59,14.55,1.49,427631.11,7.39
842300.62,14.55,1.49,427691.49,7.39
842352.09,14.55,1.49,427601.15,7.39
842196.7,14.55,1.49,427542.76,7.39
842368.67,14.56,1.49,427555.69,7.39
842368.67,14.56,1.49,427555.69,7.39
842202.39,14.56,1.49,427431.93,7.39
841694.39,14.55,1.49,426879.93,7.38
841539.0,14.55,1.49,426805.39,7.38
841539.0,14.55,1.49,426805.39,7.38
840493.84,14.55,1.49,426472.41,7.38
839784.58,14.54,1.48,425719.01,7.37
840062.37,14.55,1.49,426290.4,7.38
839896.09,14.55,1.49,426182.79,7.38
839522.03,14.54,1.48,425754.3,7.38
846235.37,14.66,1.6,433451.28,7.51
845526.11,14.65,1.59,432686.26,7.5
845370.72,14.65,1.59,432656.79,7.5
845204.45,14.65,1.59,432504.12,7.5
845484.9,14.66,1.59,432558.18,7.5
845187.55,14.65,1.59,432338.26,7.49
845032.16,14.65,1.59,432193.36,7.49
845054.61,14.65,1.59,432455.17,7.5
845087.96,14.66,1.59,432499.57,7.5
845087.96,14.66,1.59,432499.57,7.5
845087.96,14.66,1.59,432499.57,7.5
844921.68,14.66,1.59,432462.32,7.5
844766.29,14.66,1.59,432315.81,7.5
844788.75,14.66,1.59,432417.09,7.5
844412.91,14.65,1.59,432162.91,7.5
844246.63,14.65,1.59,432127.28,7.5
844091.24,14.65,1.59,432052.74,7.5
843924.97,14.65,1.59,431945.14,7.5
843769.58,14.65,1.59,431870.07,7.5
843603.31,14.65,1.59,431763.0,7.5
843447.92,14.65,1.59,431618.1,7.5
843447.92,14.65,1.59,431618.1,7.5
843736.6,14.66,1.59,431558.72,7.5
843570.32,14.66,1.59,431521.48,7.5
843592.78,14.66,1.6,431903.65,7.51
843437.39,14.66,1.6,431845.27,7.51
843271.11,14.66,1.6,431721.51,7.51
843115.73,14.66,1.6,431646.97,7.51
842949.45,14.66,1.6,431539.37,7.5
842794.06,14.66,1.59,431464.3,7.5
842627.79,14.66,1.59,431357.23,7.5
842253.72,14.65,1.59,431106.35,7.5
842098.34,14.65,1.59,431047.97,7.5
842378.79,14.66,1.6,431102.04,7.5
842212.52,14.66,1.59,430978.28,7.5
842057.13,14.66,1.59,430831.77,7.5
841759.77,14.65,1.59,430593.81,7.5
841593.5,14.65,1.59,430558.18,7.5
841879.16,14.66,1.6,430322.72,7.49
841879.16,14.66,1.6,430322.72,7.49
842040.24,14.67,1.6,430695.21,7.5
842073.58,14.67,1.6,430739.6,7.5
842073.58,14.67,1.6,430739.6,7.5
841455.99,14.67,1.6,430298.38,7.5
841300.6,14.67,1.6,430223.84,7.5
841300.6,14.67,1.6,430223.84,7.5
841104.39,14.67,1.6,430038.03,7.5
840807.04,14.66,1.6,429894.7,7.5
840640.76,14.66,1.6,429787.1,7.5
840485.38,14.66,1.6,429728.71,7.5
840646.46,14.67,1.6,429936.69,7.5
840480.18,14.66,1.6,429812.93,7.5
840104.34,14.66,1.6,429437.56,7.49
839948.95,14.66,1.59,429292.66,7.49
839948.95,14.66,1.59,429292.66,7.49
839239.68,14.65,1.59,428539.27,7.48
839520.14,14.66,1.59,428593.34,7.48
839353.86,14.66,1.59,428556.09,7.48
839198.48,14.66,1.59,428430.07,7.48
839413.39,14.66,1.6,429007.46,7.49
839446.73,14.66,1.6,429051.86,7.49
839280.46,14.66,1.6,428995.74,7.49
838983.1,14.66,1.59,428775.81,7.49
838827.72,14.66,1.59,428700.74,7.49
837782.56,14.66,1.6,428367.75,7.5
837616.28,14.66,1.6,428260.69,7.5
837460.9,14.66,1.6,428117.07,7.49
837085.06,14.65,1.59,427679.04,7.49
836918.78,14.65,1.59,427640.51,7.49
836763.39,14.65,1.59,427582.13,7.49
836597.12,14.65,1.59,427458.37,7.49
836866.68,14.66,1.6,427729.86,7.49
836490.84,14.65,1.59,427475.68,7.49
837295.24,14.67,1.61,427758.82,7.49
836787.24,14.66,1.6,427206.82,7.49
836787.24,14.66,1.6,427206.82,7.49
836631.85,14.66,1.6,427132.28,7.49
836806.23,14.67,1.6,426603.2,7.48
836639.95,14.67,1.6,426495.6,7.48
836910.77,14.67,1.61,426201.17,7.47
836752.04,14.67,1.61,426047.32,7.47
836752.04,14.67,1.61,426047.32,7.47
836596.65,14.67,1.61,425900.81,7.47
836376.13,14.67,1.61,425819.95,7.47
836034.94,14.67,1.6,425544.39,7.46
835340.52,14.66,1.59,424849.96,7.45
835174.24,14.66,1.59,424814.33,7.45
835018.86,14.66,1.59,424755.95,7.45
835052.2,14.66,1.59,424795.64,7.46
834885.92,14.66,1.59,424671.88,7.46
834885.92,14.66,1.59,424671.88,7.46
835171.58,14.67,1.6,424436.42,7.45
835194.04,14.67,1.6,424536.17,7.46
835852.4,14.68,1.62,424685.9,7.46
835830.44,14.68,1.62,424607.31,7.46
835675.05,14.68,1.62,424462.41,7.46
835057.46,14.68,1.62,424208.0,7.46
834891.18,14.68,1.62,424170.75,7.46
834735.79,14.68,1.62,424024.24,7.46
835107.29,14.69,1.62,424091.46,7.46
834941.02,14.69,1.62,424055.83,7.46
834941.02,14.69,1.62,424055.83,7.46
834963.47,14.69,1.63,424366.92,7.47
834808.09,14.69,1.62,424222.02,7.46
834808.09,14.69,1.62,424222.02,7.46
834641.81,14.69,1.62,424184.78,7.47
834927.47,14.7,1.63,423960.94,7.46
834605.81,14.7,1.63,423778.8,7.46
834450.42,14.7,1.63,423704.26,7.46
834450.42,14.7,1.63,423704.26,7.46
834284.15,14.7,1.63,423596.65,7.46
833962.48,14.7,1.63,423414.51,7.46
833807.1,14.7,1.63,423288.49,7.46
833497.57,14.69,1.63,423127.79,7.46
833530.91,14.69,1.63,423172.18,7.46
832821.64,14.68,1.62,422418.79,7.45
832655.37,14.68,1.62,422362.67,7.45
832499.98,14.68,1.62,422216.16,7.45
832333.71,14.68,1.62,422180.53,7.45
832178.32,14.68,1.62,422105.99,7.45
832012.04,14.68,1.62,421998.38,7.45
832034.5,14.68,1.62,422143.76,7.45
832034.5,14.68,1.62,422143.76,7.45
831325.23,14.67,1.61,421378.74,7.44
831169.85,14.67,1.61,421304.2,7.44
