ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f022-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
660,1788,1590120,6212,1590120
660,1788,1590120,6212,1590120
661,1796,1598120,6212,1598120
661,1796,1599120,6212,1599120
661,1796,1600120,6212,1600120
661,1796,1601120,6212,1601120
662,1804,1602120,6212,1602120
662,1804,1602350,6212,1602350
662,1804,1602400,6212,1602400
663,1812,1604400,6212,1604400
663,1812,1605400,6212,1605400
663,1812,1605950,6212,1605950
663,1812,1606760,6212,1606760
663,1812,1606760,6212,1606760
663,1812,1607760,6212,1607760
663,1812,1608230,6212,1608230
663,1812,1608700,6212,1608700
663,1812,1609170,6212,1609170
663,1812,1610170,6212,1610170
663,1812,1610170,6212,1610170
663,1812,1611170,6212,1611170
663,1812,1611170,6212,1611170
663,1812,1611820,6212,1611820
663,1812,1612630,6212,1612630
663,1812,1613630,6212,1613630
663,1812,1614100,6212,1614100
663,1812,1615100,6212,1615100
664,1820,1616100,6212,1616100
664,1820,1616910,6212,1616910
664,1820,1617910,6212,1617910
665,1828,1618720,6212,1618720
665,1828,1618720,6212,1618720
665,1828,1619720,6212,1619720
665,1828,1619720,6212,1619720
665,1828,1620310,6212,1620310
665,1828,1620770,6212,1620770
665,1828,1620770,6212,1620770
665,1828,1621770,6212,1621770
665,1828,1622580,6212,1622580
665,1828,1623580,6212,1623580
665,1828,1624390,6212,1624390
665,1828,1625200,6212,1625200
665,1828,1626200,6212,1626200
665,1828,1627200,6212,1627200
665,1828,1628200,6212,1628200
665,1828,1628670,6212,1628670
665,1828,1629670,6212,1629670
666,1836,1637670,6212,1637670
666,1836,1638480,6212,1638480
666,1836,1639480,6212,1639480
667,1844,1640480,6212,1640480
667,1844,1641480,6212,1641480
667,1844,1642290,6212,1642290
668,1852,1642760,6212,1642760
668,1852,1643760,6212,1643760
668,1852,1644760,6212,1644760
668,1852,1645760,6212,1645760
668,1852,1646760,6212,1646760
668,1852,1647760,6212,1647760
668,1852,1648760,6212,1648760
668,1852,1649080,6212,1649080
669,1860,1650080,6212,1650080
669,1860,1650890,6212,1650890
669,1860,1651890,6212,1651890
669,1860,1652890,6212,1652890
669,1860,1652890,6212,1652890
669,1860,1653480,6212,1653480
669,1860,1654290,6212,1654290
669,1860,1654290,6212,1654290
669,1860,1654760,6212,1654760
669,1860,1655080,6212,1655080
669,1860,1655400,6212,1655400
669,1860,1656400,6212,1656400
669,1860,1656400,6212,1656400
669,1860,1660400,6212,1660400
669,1860,1661210,6212,1661210
669,1860,1661580,6212,1661580
669,1860,1662130,6212,1662130
669,1860,1663130,6212,1663130
669,1860,1664130,6212,1664130
669,1860,1665130,6212,1665130
669,1860,1666130,6212,1666130
669,1860,1666600,6212,1666600
670,1868,1667600,6212,1667600
671,1876,1675600,6212,1675600
671,1876,1676600,6212,1676600
671,1876,1677070,6212,1677070
671,1876,1677070,6212,1677070
671,1876,1677070,6212,1677070
671,1876,1677070,6212,1677070
671,1876,1678070,6212,1678070
671,1876,1678390,6212,1678390
671,1876,1678860,6212,1678860
672,1884,1686860,6212,1686860
672,1884,1687860,6212,1687860
672,1884,1689860,6212,1689860
673,1892,1693860,6212,1693860
673,1892,1694860,6212,1694860
673,1892,1694860,6212,1694860
673,1892,1695860,6212,1695860
674,1900,1696670,6212,1696670
674,1900,1696670,6212,1696670
674,1900,1697140,6212,1697140
674,1900,1697140,6212,1697140
674,1900,1698140,6212,1698140
674,1900,1698950,6212,1698950
674,1900,1698950,6212,1698950
674,1900,1699180,6212,1699180
674,1900,1700180,6212,1700180
674,1900,1702180,6212,1702180
674,1900,1702990,6212,1702990
675,1908,1703990,6212,1703990
675,1908,1704460,6212,1704460
675,1908,1704460,6212,1704460
675,1908,1705460,6212,1705460
675,1908,1705460,6212,1705460
675,1908,1705780,6212,1705780
675,1908,1706590,6212,1706590
675,1908,1707400,6212,1707400
675,1908,1707990,6212,1707990
675,1908,1707990,6212,1707990
675,1908,1708220,6212,1708220
675,1908,1709030,6212,1709030
675,1908,1710030,6212,1710030
675,1908,1710030,6212,1710030
676,1916,1710840,6212,1710840
676,1916,1711840,6212,1711840
676,1916,1712650,6212,1712650
676,1916,1713650,6212,1713650
676,1916,1713650,6212,1713650
676,1916,1714460,6212,1714460
676,1916,1715010,6212,1715010
676,1916,1715010,6212,1715010
676,1916,1716010,6212,1716010
676,1916,1717010,6212,1717010
676,1916,1718010,6212,1718010
677,1924,1719010,6212,1719010
677,1924,1720010,6212,1720010
677,1924,1720480,6212,1720480
677,1924,1720800,6212,1720800
677,1924,1721800,6212,1721800
677,1924,1722800,6212,1722800
677,1924,1723800,6212,1723800
677,1924,1724800,6212,1724800
677,1924,1725610,6212,1725610
677,1924,1725610,6212,1725610
677,1924,1725610,6212,1725610
677,1924,1726420,6212,1726420
677,1924,1727420,6212,1727420
677,1924,1728420,6212,1728420
678,1932,1729420,6212,1729420
678,1932,1730420,6212,1730420
678,1932,1730890,6212,1730890
678,1932,1731120,6212,1731120
678,1932,1732120,6212,1732120
678,1932,1733120,6212,1733120
678,1932,1734120,6212,1734120
678,1932,1736120,6212,1736120
678,1932,1737120,6212,1737120
678,1932,1738120,6212,1738120
678,1932,1738120,6212,1738120
678,1932,1739120,6212,1739120
679,1940,1739930,6212,1739930
679,1940,1739930,6212,1739930
679,1940,1740740,6212,1740740
680,1948,1741740,6212,1741740
680,1948,1742060,6212,1742060
680,1948,1743060,6212,1743060
680,1948,1744060,6212,1744060
680,1948,1744380,6212,1744380
680,1948,1745380,6212,1745380
680,1948,1746380,6212,1746380
680,1948,1747380,6212,1747380
680,1948,1748380,6212,1748380
680,1948,1749190,6212,1749190
680,1948,1750190,6212,1750190
681,1956,1751190,6212,1751190
681,1956,1752190,6212,1752190
681,1956,1752190,6212,1752190
682,1964,1756190,6212,1756190
682,1964,1757000,6212,1757000
682,1964,1757810,6212,1757810
682,1964,1758810,6212,1758810
682,1964,1759810,6212,1759810
682,1964,1760810,6212,1760810
682,1964,1761130,6212,1761130
682,1964,1762130,6212,1762130
682,1964,1762940,6212,1762940
682,1964,1763940,6212,1763940
683,1972,1764940,6212,1764940
683,1972,1765410,6212,1765410
683,1972,1765570,6212,1765570
683,1972,1766380,6212,1766380
683,1972,1767380,6212,1767380
684,1980,1767850,6212,1767850
684,1980,1768440,6212,1768440
684,1980,1769250,6212,1769250
684,1980,1769250,6212,1769250
684,1980,1770250,6212,1770250
684,1980,1771250,6212,1771250
684,1980,1772250,6212,1772250
684,1980,1773250,6212,1773250
684,1980,1773720,6212,1773720
684,1980,1774530,6212,1774530
684,1980,1774530,6212,1774530
684,1980,1775530,6212,1775530
684,1980,1776000,6212,1776000
684,1980,1777000,6212,1777000
685,1988,1778000,6212,1778000
685,1988,1778650,6212,1778650
685,1988,1779650,6212,1779650
685,1988,1779880,6212,1779880
685,1988,1780880,6212,1780880
685,1988,1781690,6212,1781690
685,1988,1782690,6212,1782690
685,1988,1783160,6212,1783160
685,1988,1783160,6212,1783160
685,1988,1787160,6212,1787160
685,1988,1787750,6212,1787750
685,1988,1788750,6212,1788750
686,1996,1789400,6212,1789400
686,1996,1790400,6212,1790400
686,1996,1791400,6212,1791400
686,1996,1792400,6212,1792400
686,1996,1792870,6212,1792870
686,1996,1793340,6212,1793340
687,2004,1794340,6212,1794340
687,2004,1795340,6212,1795340
687,2004,1795340,6212,1795340
687,2004,1796340,6212,1796340
687,2004,1796570,6212,1796570
687,2004,1797220,6212,1797220
687,2004,1798220,6212,1798220
687,2004,1799030,6212,1799030
687,2004,1800030,6212,1800030
687,2004,1800350,6212,1800350
687,2004,1800820,6212,1800820
687,2004,1800820,6212,1800820
687,2004,1801290,6212,1801290
687,2004,1802290,6212,1802290
687,2004,1803290,6212,1803290
688,2012,1804290,6212,1804290
688,2012,1805290,6212,1805290
688,2012,1805290,6212,1805290
688,2012,1806290,6212,1806290
689,2020,1808290,6212,1808290
689,2020,1808520,6212,1808520
689,2020,1808520,6212,1808520
689,2020,1810520,6212,1810520
689,2020,1811520,6212,1811520
689,2020,1812330,6212,1812330
689,2020,1813330,6212,1813330
689,2020,1814330,6212,1814330
689,2020,1814650,6212,1814650
689,2020,1815650,6212,1815650
689,2020,1816650,6212,1816650
689,2020,1817650,6212,1817650
689,2020,1818460,6212,1818460
690,2028,1819460,6212,1819460
690,2028,1820460,6212,1820460
690,2028,1821460,6212,1821460
690,2028,1822270,6212,1822270
690,2028,1822270,6212,1822270
690,2028,1823270,6212,1823270
691,2036,1824080,6212,1824080
691,2036,1825080,6212,1825080
691,2036,1825080,6212,1825080
691,2036,1825670,6212,1825670
691,2036,1826670,6212,1826670
691,2036,1827670,6212,1827670
691,2036,1828670,6212,1828670
691,2036,1829480,6212,1829480
692,2044,1830480,6212,1830480
692,2044,1831480,6212,1831480
692,2044,1832480,6212,1832480
692,2044,1833480,6212,1833480
692,2044,1834480,6212,1834480
692,2044,1835480,6212,1835480
692,2044,1835950,6212,1835950
692,2044,1836170,6212,1836170
692,2044,1836980,6212,1836980
692,2044,1837980,6212,1837980
692,2044,1838980,6212,1838980
692,2044,1838980,6212,1838980
693,2052,1839980,6212,1839980
693,2052,1840210,6212,1840210
693,2052,1840760,6212,1840760
693,2052,1841080,6212,1841080
693,2052,1843080,6212,1843080
693,2052,1844080,6212,1844080
693,2052,1844550,6212,1844550
693,2052,1845550,6212,1845550
693,2052,1846550,6212,1846550
693,2052,1846550,6212,1846550
693,2052,1847550,6212,1847550
693,2052,1847780,6212,1847780
693,2052,1848780,6212,1848780
693,2052,1848780,6212,1848780
693,2052,1849780,6212,1849780
694,2060,1850780,6212,1850780
694,2060,1851780,6212,1851780
694,2060,1851780,6212,1851780
694,2060,1852590,6212,1852590
694,2060,1853590,6212,1853590
695,2068,1857590,6212,1857590
695,2068,1858590,6212,1858590
695,2068,1859590,6212,1859590
695,2068,1860590,6212,1860590
696,2076,1861400,6212,1861400
696,2076,1862400,6212,1862400
696,2076,1863400,6212,1863400
696,2076,1864400,6212,1864400
696,2076,1866400,6212,1866400
697,2084,1867400,6212,1867400
697,2084,1867400,6212,1867400
697,2084,1868210,6212,1868210
697,2084,1869210,6212,1869210
697,2084,1869680,6212,1869680
697,2084,1869840,6212,1869840
697,2084,1870840,6212,1870840
697,2084,1871840,6212,1871840
698,2092,1875840,6212,1875840
698,2092,1876840,6212,1876840
698,2092,1877310,6212,1877310
698,2092,1877780,6212,1877780
698,2092,1878590,6212,1878590
698,2092,1878590,6212,1878590
698,2092,1879060,6212,1879060
698,2092,1880060,6212,1880060
698,2092,1880870,6212,1880870
698,2092,1880870,6212,1880870
698,2092,1881870,6212,1881870
698,2092,1881870,6212,1881870
698,2092,1882340,6212,1882340
698,2092,1883340,6212,1883340
699,2100,1884340,6212,1884340
699,2100,1885340,6212,1885340
699,2100,1886340,6212,1886340
699,2100,1886810,6212,1886810
699,2100,1887810,6212,1887810
699,2100,1888280,6212,1888280
699,2100,1890280,6212,1890280
699,2100,1890600,6212,1890600
700,2108,1891410,6212,1891410
700,2108,1891880,6212,1891880
700,2108,1892350,6212,1892350
700,2108,1893160,6212,1893160
700,2108,1894160,6212,1894160
700,2108,1895160,6212,1895160
700,2108,1896160,6212,1896160
700,2108,1897160,6212,1897160
700,2108,1897810,6212,1897810
701,2116,1898810,6212,1898810
701,2116,1899810,6212,1899810
701,2116,1900810,6212,1900810
702,2124,1908810,6212,1908810
702,2124,1909130,6212,1909130
702,2124,1909780,6212,1909780
702,2124,1910780,6212,1910780
702,2124,1911150,6212,1911150
702,2124,1912150,6212,1912150
702,2124,1912960,6212,1912960
702,2124,1913960,6212,1913960
702,2124,1914280,6212,1914280
702,2124,1915280,6212,1915280
702,2124,1915930,6212,1915930
702,2124,1916930,6212,1916930
702,2124,1917740,6212,1917740
703,2132,1918740,6212,1918740
704,2140,1926740,6212,1926740
704,2140,1927740,6212,1927740
705,2148,1928210,6212,1928210
705,2148,1928210,6212,1928210
705,2148,1928210,6212,1928210
705,2148,1929210,6212,1929210
705,2148,1930020,6212,1930020
705,2148,1930490,6212,1930490
705,2148,1931490,6212,1931490
706,2156,1933490,6212,1933490
706,2156,1934490,6212,1934490
706,2156,1935490,6212,1935490
706,2156,1936490,6212,1936490
706,2156,1937490,6212,1937490
707,2164,1938490,6212,1938490
707,2164,1938810,6212,1938810
707,2164,1939620,6212,1939620
707,2164,1940270,6212,1940270
707,2164,1941270,6212,1941270
707,2164,1942270,6212,1942270
707,2164,1943270,6212,1943270
707,2164,1947270,6212,1947270
707,2164,1948080,6212,1948080
707,2164,1949080,6212,1949080
707,2164,1949400,6212,1949400
707,2164,1949720,6212,1949720
707,2164,1949720,6212,1949720
707,2164,1950040,6212,1950040
707,2164,1951040,6212,1951040
708,2172,1952040,6212,1952040
708,2172,1953040,6212,1953040
708,2172,1953040,6212,1953040
708,2172,1954040,6212,1954040
708,2172,1955040,6212,1955040
708,2172,1955040,6212,1955040
708,2172,1956040,6212,1956040
708,2172,1957040,6212,1957040
708,2172,1957850,6212,1957850
708,2172,1958850,6212,1958850
709,2180,1959850,6212,1959850
709,2180,1960850,6212,1960850
709,2180,1960850,6212,1960850
709,2180,1961850,6212,1961850
709,2180,1962070,6212,1962070
709,2180,1963070,6212,1963070
709,2180,1963540,6212,1963540
709,2180,1964540,6212,1964540
709,2180,1965540,6212,1965540
710,2188,1966350,6212,1966350
710,2188,1967350,6212,1967350
710,2188,1968350,6212,1968350
710,2188,1969350,6212,1969350
710,2188,1969810,6212,1969810
710,2188,1969810,6212,1969810
710,2188,1969810,6212,1969810
711,2196,1970810,6212,1970810
711,2196,1971810,6212,1971810
711,2196,1972280,6212,1972280
711,2196,1972600,6212,1972600
711,2196,1973600,6212,1973600
711,2196,1974600,6212,1974600
711,2196,1975410,6212,1975410
711,2196,1976410,6212,1976410
711,2196,1977220,6212,1977220
711,2196,1978220,6212,1978220
711,2196,1979030,6212,1979030
711,2196,1979840,6212,1979840
711,2196,1980650,6212,1980650
711,2196,1981650,6212,1981650
711,2196,1982650,6212,1982650
711,2196,1983650,6212,1983650
711,2196,1984120,6212,1984120
712,2204,1985120,6212,1985120
712,2204,1986120,6212,1986120
712,2204,1987120,6212,1987120
712,2204,1987590,6212,1987590
713,2212,1995590,6212,1995590
714,2220,1996240,6212,1996240
714,2220,1997240,6212,1997240
714,2220,1998050,6212,1998050
714,2220,1999050,6212,1999050
714,2220,2000050,6212,2000050
714,2220,2001050,6212,2001050
714,2220,2001050,6212,2001050
714,2220,2002050,6212,2002050
714,2220,2002860,6212,2002860
714,2220,2003330,6212,2003330
714,2220,2003560,6212,2003560
714,2220,2003780,6212,2003780
714,2220,2004590,6212,2004590
715,2228,2005590,6212,2005590
715,2228,2005910,6212,2005910
715,2228,2006910,6212,2006910
715,2228,2007140,6212,2007140
715,2228,2008140,6212,2008140
715,2228,2008610,6212,2008610
715,2228,2009070,6212,2009070
715,2228,2009880,6212,2009880
716,2236,2017880,6212,2017880
716,2236,2018880,6212,2018880
716,2236,2018880,6212,2018880
716,2236,2019880,6212,2019880
716,2236,2020690,6212,2020690
716,2236,2021690,6212,2021690
716,2236,2021690,6212,2021690
717,2244,2022340,6212,2022340
717,2244,2023340,6212,2023340
717,2244,2024150,6212,2024150
717,2244,2024620,6212,2024620
717,2244,2025620,6212,2025620
718,2252,2026620,6212,2026620
718,2252,2027620,6212,2027620
718,2252,2028430,6212,2028430
718,2252,2028430,6212,2028430
718,2252,2029430,6212,2029430
718,2252,2030240,6212,2030240
718,2252,2031240,6212,2031240
718,2252,2032240,6212,2032240
718,2252,2033240,6212,2033240
719,2260,2041240,6212,2041240
719,2260,2042240,6212,2042240
719,2260,2042560,6212,2042560
719,2260,2043560,6212,2043560
720,2268,2044560,6212,2044560
720,2268,2045560,6212,2045560
720,2268,2046370,6212,2046370
720,2268,2047370,6212,2047370
720,2268,2048370,6212,2048370
720,2268,2049370,6212,2049370
720,2268,2050370,6212,2050370
720,2268,2050690,6212,2050690
721,2276,2058690,6212,2058690
721,2276,2059500,6212,2059500
722,2284,2067500,6212,2067500
722,2284,2068500,6212,2068500
723,2292,2072500,6212,2072500
723,2292,2072500,6212,2072500
724,2300,2073500,6212,2073500
724,2300,2074500,6212,2074500
724,2300,2075310,6212,2075310
724,2300,2076310,6212,2076310
725,2308,2077120,6212,2077120
725,2308,2078120,6212,2078120
725,2308,2078930,6212,2078930
725,2308,2079740,6212,2079740
725,2308,2080740,6212,2080740
725,2308,2081740,6212,2081740
725,2308,2082740,6212,2082740
725,2308,2083550,6212,2083550
725,2308,2083870,6212,2083870
725,2308,2084870,6212,2084870
725,2308,2084870,6212,2084870
726,2316,2085870,6212,2085870
726,2316,2086870,6212,2086870
726,2316,2087870,6212,2087870
726,2316,2088870,6212,2088870
726,2316,2089100,6212,2089100
726,2316,2090100,6212,2090100
726,2316,2091100,6212,2091100
726,2316,2092100,6212,2092100
727,2324,2100100,6212,2100100
727,2324,2101100,6212,2101100
728,2332,2102100,6212,2102100
728,2332,2103100,6212,2103100
728,2332,2103100,6212,2103100
728,2332,2103100,6212,2103100
728,2332,2103910,6212,2103910
728,2332,2104910,6212,2104910
728,2332,2105560,6212,2105560
728,2332,2106560,6212,2106560
728,2332,2106560,6212,2106560
728,2332,2107560,6212,2107560
728,2332,2108370,6212,2108370
728,2332,2108370,6212,2108370
728,2332,2109370,6212,2109370
728,2332,2110370,6212,2110370
728,2332,2110740,6212,2110740
728,2332,2111330,6212,2111330
728,2332,2112330,6212,2112330
728,2332,2113330,6212,2113330
729,2340,2114330,6212,2114330
729,2340,2115330,6212,2115330
730,2348,2116140,6212,2116140
730,2348,2117140,6212,2117140
730,2348,2117140,6212,2117140
730,2348,2117460,6212,2117460
730,2348,2118460,6212,2118460
730,2348,2119270,6212,2119270
730,2348,2119590,6212,2119590
730,2348,2120400,6212,2120400
730,2348,2121400,6212,2121400
730,2348,2122400,6212,2122400
730,2348,2122860,6212,2122860
730,2348,2123670,6212,2123670
730,2348,2123990,6212,2123990
730,2348,2124990,6212,2124990
730,2348,2124990,6212,2124990
730,2348,2125990,6212,2125990
730,2348,2125990,6212,2125990
731,2356,2126990,6212,2126990
731,2356,2127640,6212,2127640
732,2364,2135640,6212,2135640
732,2364,2136640,6212,2136640
732,2364,2136960,6212,2136960
732,2364,2137280,6212,2137280
732,2364,2137750,6212,2137750
733,2372,2138400,6212,2138400
733,2372,2138720,6212,2138720
733,2372,2138720,6212,2138720
733,2372,2138720,6212,2138720
733,2372,2139720,6212,2139720
733,2372,2140190,6212,2140190
733,2372,2141000,6212,2141000
733,2372,2141000,6212,2141000
733,2372,2141470,6212,2141470
733,2372,2142280,6212,2142280
733,2372,2143280,6212,2143280
733,2372,2143750,6212,2143750
733,2372,2144220,6212,2144220
733,2372,2144220,6212,2144220
733,2372,2144540,6212,2144540
733,2372,2145350,6212,2145350
733,2372,2146350,6212,2146350
734,2380,2154350,6212,2154350
734,2380,2154830,6212,2154830
734,2380,2155640,6212,2155640
734,2380,2156640,6212,2156640
735,2388,2157450,6212,2157450
735,2388,2157450,6212,2157450
735,2388,2158450,6212,2158450
735,2388,2159450,6212,2159450
735,2388,2160260,6212,2160260
736,2396,2161260,6212,2161260
736,2396,2162260,6212,2162260
737,2404,2170260,6212,2170260
737,2404,2171260,6212,2171260
737,2404,2172260,6212,2172260
737,2404,2172720,6212,2172720
737,2404,2173190,6212,2173190
737,2404,2174190,6212,2174190
737,2404,2174660,6212,2174660
737,2404,2175130,6212,2175130
738,2412,2183130,6212,2183130
738,2412,2183130,6212,2183130
738,2412,2183600,6212,2183600
738,2412,2183600,6212,2183600
738,2412,2184190,6212,2184190
738,2412,2185190,6212,2185190
738,2412,2185660,6212,2185660
738,2412,2186660,6212,2186660
738,2412,2187660,6212,2187660
738,2412,2188660,6212,2188660
738,2412,2189470,6212,2189470
739,2420,2190470,6212,2190470
739,2420,2191470,6212,2191470
739,2420,2191790,6212,2191790
740,2428,2199790,6212,2199790
740,2428,2201790,6212,2201790
740,2428,2202600,6212,2202600
740,2428,2203070,6212,2203070
740,2428,2204070,6212,2204070
740,2428,2206070,6212,2206070
741,2436,2206300,6212,2206300
741,2436,2206300,6212,2206300
741,2436,2207300,6212,2207300
741,2436,2207300,6212,2207300
741,2436,2207300,6212,2207300
741,2436,2208110,6212,2208110
741,2436,2208580,6212,2208580
741,2436,2209580,6212,2209580
741,2436,2209740,6212,2209740
741,2436,2210290,6212,2210290
741,2436,2211290,6212,2211290
741,2436,2212290,6212,2212290
741,2436,2213290,6212,2213290
742,2444,2214290,6212,2214290
742,2444,2215100,6212,2215100
742,2444,2216100,6212,2216100
742,2444,2217100,6212,2217100
742,2444,2217100,6212,2217100
742,2444,2217570,6212,2217570
742,2444,2218380,6212,2218380
742,2444,2219380,6212,2219380
742,2444,2220380,6212,2220380
742,2444,2221190,6212,2221190
742,2444,2221650,6212,2221650
742,2444,2222650,6212,2222650
743,2452,2230650,6212,2230650
743,2452,2231300,6212,2231300
744,2460,2232300,6212,2232300
744,2460,2233300,6212,2233300
745,2468,2233770,6212,2233770
745,2468,2234770,6212,2234770
745,2468,2235770,6212,2235770
745,2468,2236770,6212,2236770
745,2468,2236770,6212,2236770
745,2468,2237140,6212,2237140
745,2468,2237950,6212,2237950
745,2468,2238500,6212,2238500
745,2468,2239500,6212,2239500
745,2468,2240310,6212,2240310
745,2468,2241310,6212,2241310
745,2468,2241780,6212,2241780
745,2468,2245780,6212,2245780
745,2468,2245780,6212,2245780
745,2468,2245780,6212,2245780
745,2468,2246590,6212,2246590
746,2476,2247590,6212,2247590
746,2476,2247590,6212,2247590
746,2476,2248400,6212,2248400
746,2476,2249210,6212,2249210
746,2476,2249210,6212,2249210
747,2484,2257210,6212,2257210
747,2484,2258210,6212,2258210
747,2484,2259210,6212,2259210
747,2484,2259210,6212,2259210
747,2484,2259760,6212,2259760
747,2484,2260760,6212,2260760
747,2484,2261760,6212,2261760
747,2484,2262760,6212,2262760
747,2484,2262920,6212,2262920
747,2484,2263920,6212,2263920
748,2492,2264730,6212,2264730
748,2492,2265540,6212,2265540
748,2492,2266540,6212,2266540
748,2492,2267540,6212,2267540
749,2500,2268540,6212,2268540
749,2500,2269540,6212,2269540
749,2500,2270350,6212,2270350
749,2500,2270570,6212,2270570
749,2500,2271040,6212,2271040
749,2500,2272040,6212,2272040
749,2500,2272850,6212,2272850
749,2500,2273850,6212,2273850
749,2500,2274850,6212,2274850
749,2500,2275850,6212,2275850
749,2500,2276850,6212,2276850
749,2500,2277850,6212,2277850
749,2500,2278170,6212,2278170
749,2500,2278170,6212,2278170
749,2500,2278980,6212,2278980
749,2500,2279980,6212,2279980
750,2508,2280980,6212,2280980
750,2508,2281570,6212,2281570
750,2508,2282380,6212,2282380
750,2508,2283380,6212,2283380
751,2516,2284190,6212,2284190
751,2516,2284190,6212,2284190
751,2516,2285000,6212,2285000
751,2516,2286000,6212,2286000
751,2516,2286810,6212,2286810
751,2516,2287810,6212,2287810
751,2516,2288810,6212,2288810
751,2516,2289620,6212,2289620
751,2516,2289840,6212,2289840
751,2516,2290060,6212,2290060
751,2516,2290650,6212,2290650
751,2516,2290650,6212,2290650
751,2516,2291460,6212,2291460
751,2516,2292460,6212,2292460
752,2524,2300460,6212,2300460
752,2524,2301050,6212,2301050
752,2524,2302050,6212,2302050
752,2524,2303050,6212,2303050
753,2532,2304050,6212,2304050
753,2532,2305050,6212,2305050
753,2532,2305700,6212,2305700
753,2532,2305700,6212,2305700
753,2532,2306700,6212,2306700
753,2532,2307700,6212,2307700
753,2532,2308170,6212,2308170
753,2532,2309170,6212,2309170
754,2540,2309640,6212,2309640
754,2540,2310640,6212,2310640
755,2548,2311640,6212,2311640
755,2548,2312640,6212,2312640
755,2548,2312960,6212,2312960
755,2548,2313960,6212,2313960
755,2548,2314190,6212,2314190
755,2548,2314660,6212,2314660
755,2548,2315660,6212,2315660
756,2556,2323660,6212,2323660
756,2556,2324660,6212,2324660
756,2556,2325660,6212,2325660
756,2556,2325820,6212,2325820
756,2556,2326820,6212,2326820
756,2556,2326820,6212,2326820
756,2556,2326820,6212,2326820
756,2556,2326820,6212,2326820
756,2556,2327820,6212,2327820
756,2556,2328470,6212,2328470
756,2556,2329280,6212,2329280
756,2556,2329750,6212,2329750
756,2556,2330750,6212,2330750
756,2556,2331750,6212,2331750
757,2564,2332750,6212,2332750
757,2564,2333750,6212,2333750
757,2564,2334400,6212,2334400
757,2564,2335210,6212,2335210
757,2564,2336210,6212,2336210
757,2564,2337210,6212,2337210
757,2564,2337760,6212,2337760
757,2564,2338570,6212,2338570
757,2564,2338570,6212,2338570
758,2572,2339380,6212,2339380
758,2572,2340380,6212,2340380
758,2572,2341190,6212,2341190
758,2572,2342190,6212,2342190
758,2572,2343000,6212,2343000
758,2572,2344000,6212,2344000
759,2580,2345000,6212,2345000
759,2580,2345220,6212,2345220
759,2580,2346220,6212,2346220
759,2580,2346810,6212,2346810
759,2580,2347810,6212,2347810
759,2580,2348810,6212,2348810
759,2580,2349810,6212,2349810
759,2580,2350810,6212,2350810
759,2580,2351810,6212,2351810
759,2580,2352620,6212,2352620
759,2580,2353620,6212,2353620
759,2580,2354620,6212,2354620
760,2588,2355620,6212,2355620
760,2588,2356430,6212,2356430
760,2588,2356750,6212,2356750
760,2588,2357750,6212,2357750
760,2588,2358750,6212,2358750
760,2588,2359750,6212,2359750
760,2588,2360220,6212,2360220
760,2588,2360870,6212,2360870
760,2588,2361190,6212,2361190
760,2588,2361190,6212,2361190
760,2588,2362190,6212,2362190
760,2588,2362190,6212,2362190
760,2588,2364190,6212,2364190
760,2588,2364190,6212,2364190
760,2588,2365190,6212,2365190
760,2588,2366000,6212,2366000
760,2588,2367000,6212,2367000
761,2596,2367470,6212,2367470
761,2596,2367470,6212,2367470
761,2596,2368470,6212,2368470
761,2596,2369470,6212,2369470
762,2604,2370470,6212,2370470
762,2604,2371280,6212,2371280
762,2604,2372280,6212,2372280
762,2604,2373090,6212,2373090
762,2604,2373560,6212,2373560
762,2604,2374110,6212,2374110
762,2604,2374110,6212,2374110
762,2604,2375110,6212,2375110
762,2604,2375110,6212,2375110
762,2604,2376110,6212,2376110
762,2604,2377110,6212,2377110
762,2604,2377920,6212,2377920
762,2604,2378390,6212,2378390
762,2604,2379390,6212,2379390
762,2604,2379390,6212,2379390
762,2604,2380390,6212,2380390
762,2604,2380860,6212,2380860
763,2612,2381860,6212,2381860
763,2612,2382860,6212,2382860
763,2612,2383320,6212,2383320
763,2612,2383790,6212,2383790
763,2612,2384260,6212,2384260
763,2612,2384490,6212,2384490
764,2620,2385040,6212,2385040
764,2620,2385510,6212,2385510
764,2620,2386100,6212,2386100
764,2620,2387100,6212,2387100
764,2620,2388100,6212,2388100
764,2620,2389100,6212,2389100
765,2628,2397100,6212,2397100
765,2628,2397100,6212,2397100
765,2628,2398100,6212,2398100
765,2628,2399100,6212,2399100
766,2636,2400100,6212,2400100
766,2636,2400100,6212,2400100
