ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
764,2620,2182680,6212,2182680
765,2628,2183680,6212,2183680
765,2628,2184150,6212,2184150
765,2628,2184620,6212,2184620
765,2628,2184620,6212,2184620
765,2628,2185090,6212,2185090
765,2628,2186090,6212,2186090
765,2628,2186560,6212,2186560
766,2636,2187210,6212,2187210
766,2636,2187530,6212,2187530
766,2636,2188530,6212,2188530
766,2636,2189080,6212,2189080
766,2636,2189300,6212,2189300
766,2636,2189890,6212,2189890
766,2636,2190700,6212,2190700
766,2636,2191510,6212,2191510
766,2636,2192510,6212,2192510
766,2636,2193510,6212,2193510
766,2636,2194160,6212,2194160
767,2644,2194630,6212,2194630
767,2644,2195100,6212,2195100
767,2644,2196100,6212,2196100
767,2644,2196910,6212,2196910
767,2644,2197230,6212,2197230
767,2644,2198040,6212,2198040
767,2644,2198510,6212,2198510
767,2644,2199510,6212,2199510
767,2644,2200320,6212,2200320
767,2644,2201320,6212,2201320
767,2644,2201430,6212,2201430
768,2652,2202240,6212,2202240
768,2652,2202470,6212,2202470
768,2652,2202790,6212,2202790
768,2652,2203340,6212,2203340
768,2652,2203800,6212,2203800
768,2652,2203800,6212,2203800
768,2652,2204610,6212,2204610
768,2652,2205610,6212,2205610
768,2652,2207610,6212,2207610
768,2652,2208080,6212,2208080
768,2652,2208730,6212,2208730
769,2660,2209540,6212,2209540
769,2660,2210540,6212,2210540
769,2660,2211540,6212,2211540
769,2660,2212010,6212,2212010
769,2660,2212480,6212,2212480
769,2660,2212960,6212,2212960
769,2660,2213770,6212,2213770
769,2660,2214000,6212,2214000
769,2660,2214470,6212,2214470
769,2660,2214790,6212,2214790
769,2660,2215600,6212,2215600
769,2660,2216600,6212,2216600
769,2660,2216920,6212,2216920
770,2668,2217730,6212,2217730
770,2668,2218380,6212,2218380
770,2668,2219190,6212,2219190
770,2668,2219660,6212,2219660
770,2668,2219660,6212,2219660
770,2668,2220470,6212,2220470
770,2668,2220940,6212,2220940
770,2668,2220940,6212,2220940
770,2668,2221400,6212,2221400
770,2668,2222400,6212,2222400
770,2668,2223210,6212,2223210
770,2668,2223430,6212,2223430
770,2668,2223660,6212,2223660
770,2668,2223660,6212,2223660
770,2668,2224130,6212,2224130
771,2676,2224720,6212,2224720
772,2684,2225720,6212,2225720
772,2684,2226530,6212,2226530
772,2684,2227000,6212,2227000
772,2684,2228000,6212,2228000
772,2684,2228320,6212,2228320
772,2684,2229130,6212,2229130
772,2684,2230130,6212,2230130
772,2684,2230680,6212,2230680
772,2684,2230680,6212,2230680
772,2684,2231150,6212,2231150
772,2684,2231620,6212,2231620
772,2684,2232620,6212,2232620
772,2684,2233430,6212,2233430
772,2684,2233750,6212,2233750
772,2684,2234750,6212,2234750
772,2684,2235750,6212,2235750
772,2684,2236560,6212,2236560
772,2684,2237370,6212,2237370
773,2692,2241370,6212,2241370
773,2692,2242180,6212,2242180
773,2692,2242650,6212,2242650
774,2700,2243300,6212,2243300
774,2700,2244110,6212,2244110
774,2700,2244660,6212,2244660
774,2700,2245470,6212,2245470
774,2700,2245790,6212,2245790
774,2700,2246600,6212,2246600
774,2700,2247600,6212,2247600
774,2700,2248250,6212,2248250
774,2700,2248720,6212,2248720
774,2700,2248950,6212,2248950
774,2700,2248950,6212,2248950
774,2700,2249760,6212,2249760
774,2700,2250760,6212,2250760
775,2708,2251570,6212,2251570
775,2708,2252030,6212,2252030
775,2708,2253030,6212,2253030
775,2708,2253500,6212,2253500
775,2708,2253820,6212,2253820
775,2708,2254820,6212,2254820
775,2708,2254820,6212,2254820
775,2708,2255280,6212,2255280
775,2708,2256090,6212,2256090
775,2708,2256900,6212,2256900
775,2708,2257710,6212,2257710
775,2708,2258180,6212,2258180
775,2708,2258650,6212,2258650
776,2716,2259120,6212,2259120
776,2716,2259930,6212,2259930
776,2716,2260580,6212,2260580
776,2716,2261050,6212,2261050
776,2716,2261520,6212,2261520
776,2716,2261980,6212,2261980
776,2716,2261980,6212,2261980
776,2716,2262300,6212,2262300
776,2716,2262300,6212,2262300
776,2716,2262530,6212,2262530
776,2716,2263180,6212,2263180
776,2716,2264180,6212,2264180
777,2724,2265180,6212,2265180
777,2724,2266180,6212,2266180
777,2724,2266500,6212,2266500
777,2724,2267500,6212,2267500
777,2724,2267500,6212,2267500
777,2724,2267960,6212,2267960
777,2724,2268960,6212,2268960
777,2724,2269280,6212,2269280
777,2724,2270090,6212,2270090
777,2724,2270560,6212,2270560
777,2724,2271030,6212,2271030
777,2724,2271490,6212,2271490
777,2724,2271950,6212,2271950
777,2724,2271950,6212,2271950
777,2724,2271950,6212,2271950
778,2732,2272950,6212,2272950
778,2732,2273270,6212,2273270
778,2732,2274080,6212,2274080
778,2732,2275080,6212,2275080
778,2732,2275310,6212,2275310
778,2732,2275310,6212,2275310
778,2732,2276310,6212,2276310
778,2732,2276310,6212,2276310
778,2732,2277120,6212,2277120
778,2732,2277590,6212,2277590
779,2740,2278590,6212,2278590
779,2740,2279140,6212,2279140
779,2740,2279790,6212,2279790
779,2740,2279790,6212,2279790
779,2740,2280160,6212,2280160
779,2740,2280970,6212,2280970
779,2740,2281440,6212,2281440
779,2740,2281670,6212,2281670
779,2740,2282480,6212,2282480
779,2740,2283480,6212,2283480
779,2740,2284480,6212,2284480
779,2740,2284480,6212,2284480
779,2740,2284640,6212,2284640
779,2740,2285110,6212,2285110
779,2740,2285580,6212,2285580
779,2740,2286390,6212,2286390
779,2740,2286390,6212,2286390
780,2748,2286860,6212,2286860
780,2748,2286860,6212,2286860
780,2748,2286970,6212,2286970
780,2748,2287290,6212,2287290
780,2748,2287940,6212,2287940
780,2748,2288100,6212,2288100
780,2748,2288910,6212,2288910
780,2748,2289910,6212,2289910
780,2748,2290020,6212,2290020
780,2748,2290830,6212,2290830
780,2748,2291150,6212,2291150
780,2748,2291150,6212,2291150
780,2748,2292150,6212,2292150
780,2748,2292620,6212,2292620
780,2748,2293430,6212,2293430
780,2748,2293430,6212,2293430
780,2748,2293430,6212,2293430
781,2756,2294240,6212,2294240
781,2756,2295240,6212,2295240
781,2756,2295240,6212,2295240
781,2756,2295240,6212,2295240
781,2756,2295560,6212,2295560
781,2756,2296020,6212,2296020
781,2756,2296020,6212,2296020
781,2756,2296490,6212,2296490
781,2756,2297490,6212,2297490
781,2756,2297650,6212,2297650
781,2756,2298650,6212,2298650
781,2756,2299460,6212,2299460
781,2756,2300460,6212,2300460
782,2764,2301460,6212,2301460
782,2764,2301690,6212,2301690
782,2764,2302690,6212,2302690
782,2764,2303340,6212,2303340
782,2764,2304340,6212,2304340
782,2764,2305150,6212,2305150
782,2764,2305620,6212,2305620
782,2764,2306620,6212,2306620
782,2764,2307080,6212,2307080
782,2764,2307540,6212,2307540
782,2764,2308010,6212,2308010
783,2772,2309010,6212,2309010
783,2772,2309480,6212,2309480
783,2772,2309480,6212,2309480
783,2772,2309480,6212,2309480
783,2772,2310290,6212,2310290
783,2772,2311100,6212,2311100
783,2772,2312100,6212,2312100
783,2772,2312100,6212,2312100
783,2772,2313100,6212,2313100
783,2772,2313750,6212,2313750
783,2772,2314210,6212,2314210
783,2772,2314680,6212,2314680
783,2772,2314790,6212,2314790
783,2772,2315790,6212,2315790
784,2780,2316790,6212,2316790
784,2780,2317110,6212,2317110
784,2780,2318110,6212,2318110
784,2780,2318920,6212,2318920
784,2780,2319730,6212,2319730
784,2780,2320730,6212,2320730
784,2780,2321200,6212,2321200
784,2780,2321660,6212,2321660
784,2780,2322470,6212,2322470
784,2780,2323280,6212,2323280
785,2788,2324090,6212,2324090
785,2788,2324090,6212,2324090
785,2788,2324560,6212,2324560
785,2788,2325210,6212,2325210
785,2788,2326020,6212,2326020
785,2788,2326830,6212,2326830
785,2788,2326830,6212,2326830
785,2788,2327830,6212,2327830
785,2788,2328830,6212,2328830
785,2788,2329480,6212,2329480
786,2796,2329800,6212,2329800
786,2796,2330170,6212,2330170
786,2796,2330170,6212,2330170
786,2796,2330640,6212,2330640
786,2796,2331450,6212,2331450
786,2796,2332260,6212,2332260
786,2796,2333070,6212,2333070
786,2796,2333070,6212,2333070
786,2796,2333070,6212,2333070
786,2796,2333070,6212,2333070
786,2796,2333720,6212,2333720
786,2796,2333950,6212,2333950
786,2796,2334950,6212,2334950
786,2796,2334950,6212,2334950
786,2796,2335760,6212,2335760
786,2796,2335760,6212,2335760
786,2796,2335920,6212,2335920
786,2796,2336380,6212,2336380
786,2796,2336380,6212,2336380
787,2804,2336850,6212,2336850
787,2804,2337850,6212,2337850
787,2804,2338850,6212,2338850
787,2804,2339850,6212,2339850
787,2804,2340080,6212,2340080
787,2804,2340890,6212,2340890
787,2804,2341350,6212,2341350
787,2804,2342350,6212,2342350
787,2804,2342820,6212,2342820
787,2804,2343820,6212,2343820
788,2812,2344630,6212,2344630
788,2812,2345630,6212,2345630
788,2812,2346100,6212,2346100
788,2812,2346910,6212,2346910
788,2812,2347560,6212,2347560
788,2812,2348560,6212,2348560
788,2812,2349560,6212,2349560
788,2812,2349560,6212,2349560
788,2812,2350560,6212,2350560
789,2820,2351210,6212,2351210
789,2820,2352210,6212,2352210
789,2820,2353020,6212,2353020
789,2820,2353480,6212,2353480
789,2820,2354480,6212,2354480
789,2820,2358480,6212,2358480
790,2828,2359130,6212,2359130
790,2828,2359780,6212,2359780
790,2828,2360250,6212,2360250
790,2828,2360720,6212,2360720
790,2828,2361720,6212,2361720
790,2828,2361720,6212,2361720
790,2828,2362040,6212,2362040
790,2828,2362850,6212,2362850
790,2828,2363320,6212,2363320
790,2828,2363910,6212,2363910
790,2828,2364370,6212,2364370
790,2828,2364740,6212,2364740
790,2828,2365740,6212,2365740
791,2836,2366740,6212,2366740
792,2844,2367740,6212,2367740
792,2844,2368210,6212,2368210
792,2844,2368320,6212,2368320
792,2844,2368790,6212,2368790
792,2844,2369110,6212,2369110
792,2844,2370110,6212,2370110
792,2844,2370920,6212,2370920
792,2844,2371380,6212,2371380
792,2844,2371850,6212,2371850
792,2844,2372320,6212,2372320
792,2844,2372790,6212,2372790
792,2844,2373790,6212,2373790
792,2844,2374110,6212,2374110
792,2844,2374570,6212,2374570
792,2844,2375380,6212,2375380
792,2844,2375850,6212,2375850
792,2844,2376320,6212,2376320
792,2844,2376640,6212,2376640
792,2844,2377100,6212,2377100
792,2844,2378100,6212,2378100
792,2844,2378910,6212,2378910
792,2844,2379720,6212,2379720
792,2844,2380190,6212,2380190
792,2844,2380420,6212,2380420
792,2844,2380890,6212,2380890
792,2844,2381050,6212,2381050
793,2852,2381700,6212,2381700
793,2852,2382020,6212,2382020
793,2852,2383020,6212,2383020
793,2852,2383180,6212,2383180
793,2852,2383990,6212,2383990
793,2852,2384800,6212,2384800
793,2852,2385020,6212,2385020
793,2852,2385830,6212,2385830
793,2852,2386640,6212,2386640
793,2852,2386960,6212,2386960
793,2852,2387960,6212,2387960
793,2852,2388960,6212,2388960
793,2852,2389190,6212,2389190
794,2860,2389660,6212,2389660
794,2860,2390120,6212,2390120
794,2860,2391120,6212,2391120
794,2860,2391580,6212,2391580
794,2860,2392040,6212,2392040
794,2860,2393040,6212,2393040
794,2860,2393630,6212,2393630
794,2860,2394440,6212,2394440
794,2860,2395250,6212,2395250
794,2860,2395710,6212,2395710
794,2860,2395710,6212,2395710
795,2868,2396710,6212,2396710
795,2868,2397520,6212,2397520
795,2868,2397840,6212,2397840
795,2868,2398490,6212,2398490
795,2868,2398810,6212,2398810
795,2868,2399810,6212,2399810
795,2868,2400280,6212,2400280
795,2868,2401280,6212,2401280
795,2868,2401930,6212,2401930
795,2868,2402520,6212,2402520
795,2868,2402990,6212,2402990
796,2876,2403640,6212,2403640
796,2876,2404110,6212,2404110
796,2876,2405110,6212,2405110
796,2876,2405580,6212,2405580
796,2876,2405580,6212,2405580
796,2876,2406390,6212,2406390
796,2876,2407200,6212,2407200
796,2876,2407570,6212,2407570
796,2876,2408160,6212,2408160
796,2876,2408710,6212,2408710
796,2876,2409520,6212,2409520
797,2884,2410330,6212,2410330
797,2884,2411330,6212,2411330
797,2884,2411330,6212,2411330
797,2884,2411330,6212,2411330
797,2884,2411800,6212,2411800
797,2884,2411800,6212,2411800
797,2884,2412800,6212,2412800
797,2884,2413800,6212,2413800
797,2884,2414800,6212,2414800
797,2884,2415350,6212,2415350
797,2884,2416350,6212,2416350
798,2892,2417350,6212,2417350
798,2892,2418160,6212,2418160
798,2892,2418160,6212,2418160
798,2892,2418480,6212,2418480
798,2892,2418950,6212,2418950
798,2892,2419410,6212,2419410
798,2892,2419960,6212,2419960
798,2892,2420280,6212,2420280
798,2892,2420600,6212,2420600
798,2892,2421600,6212,2421600
798,2892,2422600,6212,2422600
798,2892,2423410,6212,2423410
798,2892,2424060,6212,2424060
799,2900,2425060,6212,2425060
799,2900,2425060,6212,2425060
799,2900,2425530,6212,2425530
799,2900,2425760,6212,2425760
799,2900,2426080,6212,2426080
799,2900,2427080,6212,2427080
799,2900,2427550,6212,2427550
799,2900,2428200,6212,2428200
799,2900,2429010,6212,2429010
799,2900,2429010,6212,2429010
799,2900,2429010,6212,2429010
799,2900,2429330,6212,2429330
799,2900,2429980,6212,2429980
799,2900,2430630,6212,2430630
799,2900,2431630,6212,2431630
800,2908,2432440,6212,2432440
800,2908,2432760,6212,2432760
800,2908,2433230,6212,2433230
800,2908,2434230,6212,2434230
800,2908,2434230,6212,2434230
800,2908,2434880,6212,2434880
800,2908,2435350,6212,2435350
800,2908,2435670,6212,2435670
800,2908,2435670,6212,2435670
800,2908,2436670,6212,2436670
800,2908,2437140,6212,2437140
800,2908,2437950,6212,2437950
800,2908,2438270,6212,2438270
800,2908,2438270,6212,2438270
800,2908,2438740,6212,2438740
800,2908,2438740,6212,2438740
801,2916,2439060,6212,2439060
801,2916,2440060,6212,2440060
801,2916,2441060,6212,2441060
801,2916,2441530,6212,2441530
801,2916,2442340,6212,2442340
801,2916,2442810,6212,2442810
801,2916,2442970,6212,2442970
801,2916,2443970,6212,2443970
801,2916,2444290,6212,2444290
801,2916,2444610,6212,2444610
801,2916,2444610,6212,2444610
801,2916,2445420,6212,2445420
801,2916,2445740,6212,2445740
802,2924,2446210,6212,2446210
802,2924,2447210,6212,2447210
802,2924,2447860,6212,2447860
802,2924,2448860,6212,2448860
802,2924,2448860,6212,2448860
802,2924,2449860,6212,2449860
802,2924,2449860,6212,2449860
802,2924,2450860,6212,2450860
802,2924,2451080,6212,2451080
802,2924,2451550,6212,2451550
802,2924,2452100,6212,2452100
802,2924,2452750,6212,2452750
803,2932,2453750,6212,2453750
803,2932,2454560,6212,2454560
803,2932,2455030,6212,2455030
803,2932,2455840,6212,2455840
803,2932,2456840,6212,2456840
803,2932,2457840,6212,2457840
803,2932,2458430,6212,2458430
803,2932,2458750,6212,2458750
803,2932,2458750,6212,2458750
803,2932,2459560,6212,2459560
803,2932,2459910,6212,2459910
804,2940,2460910,6212,2460910
804,2940,2461720,6212,2461720
804,2940,2462720,6212,2462720
804,2940,2463720,6212,2463720
804,2940,2464530,6212,2464530
804,2940,2464850,6212,2464850
804,2940,2464850,6212,2464850
804,2940,2464850,6212,2464850
804,2940,2465500,6212,2465500
804,2940,2465970,6212,2465970
804,2940,2466780,6212,2466780
804,2940,2467250,6212,2467250
804,2940,2467250,6212,2467250
805,2948,2468060,6212,2468060
805,2948,2468710,6212,2468710
805,2948,2469520,6212,2469520
805,2948,2469990,6212,2469990
805,2948,2469990,6212,2469990
805,2948,2470990,6212,2470990
805,2948,2470990,6212,2470990
805,2948,2471990,6212,2471990
805,2948,2472800,6212,2472800
805,2948,2473270,6212,2473270
805,2948,2473740,6212,2473740
805,2948,2474740,6212,2474740
806,2956,2475290,6212,2475290
806,2956,2476100,6212,2476100
806,2956,2476100,6212,2476100
806,2956,2476910,6212,2476910
806,2956,2477380,6212,2477380
806,2956,2477380,6212,2477380
806,2956,2477850,6212,2477850
806,2956,2478850,6212,2478850
806,2956,2479170,6212,2479170
806,2956,2479980,6212,2479980
806,2956,2480980,6212,2480980
806,2956,2481450,6212,2481450
807,2964,2482260,6212,2482260
807,2964,2483260,6212,2483260
807,2964,2483260,6212,2483260
807,2964,2483420,6212,2483420
807,2964,2483580,6212,2483580
807,2964,2484050,6212,2484050
807,2964,2484860,6212,2484860
807,2964,2485330,6212,2485330
807,2964,2485800,6212,2485800
807,2964,2486610,6212,2486610
807,2964,2487610,6212,2487610
807,2964,2488610,6212,2488610
807,2964,2489610,6212,2489610
808,2972,2490420,6212,2490420
808,2972,2491420,6212,2491420
808,2972,2492420,6212,2492420
808,2972,2493230,6212,2493230
808,2972,2494230,6212,2494230
808,2972,2494230,6212,2494230
808,2972,2495230,6212,2495230
808,2972,2495880,6212,2495880
808,2972,2496530,6212,2496530
808,2972,2496750,6212,2496750
808,2972,2496750,6212,2496750
809,2980,2497560,6212,2497560
809,2980,2498370,6212,2498370
809,2980,2499370,6212,2499370
809,2980,2499920,6212,2499920
809,2980,2500240,6212,2500240
809,2980,2501050,6212,2501050
809,2980,2502050,6212,2502050
809,2980,2503050,6212,2503050
809,2980,2503050,6212,2503050
809,2980,2503050,6212,2503050
809,2980,2503050,6212,2503050
809,2980,2504050,6212,2504050
810,2988,2504520,6212,2504520
810,2988,2504520,6212,2504520
810,2988,2505330,6212,2505330
810,2988,2505330,6212,2505330
810,2988,2505330,6212,2505330
810,2988,2505920,6212,2505920
810,2988,2506920,6212,2506920
810,2988,2507510,6212,2507510
810,2988,2507980,6212,2507980
810,2988,2508440,6212,2508440
810,2988,2508760,6212,2508760
810,2988,2509080,6212,2509080
810,2988,2510080,6212,2510080
810,2988,2510080,6212,2510080
810,2988,2510080,6212,2510080
810,2988,2510550,6212,2510550
810,2988,2511550,6212,2511550
811,2996,2512360,6212,2512360
811,2996,2512360,6212,2512360
811,2996,2512830,6212,2512830
811,2996,2512830,6212,2512830
811,2996,2512830,6212,2512830
811,2996,2513640,6212,2513640
811,2996,2514640,6212,2514640
811,2996,2515230,6212,2515230
811,2996,2515230,6212,2515230
811,2996,2516230,6212,2516230
811,2996,2516700,6212,2516700
811,2996,2516700,6212,2516700
811,2996,2516700,6212,2516700
811,2996,2517510,6212,2517510
811,2996,2518320,6212,2518320
812,3004,2518970,6212,2518970
812,3004,2519410,6212,2519410
812,3004,2520220,6212,2520220
812,3004,2520770,6212,2520770
812,3004,2520770,6212,2520770
812,3004,2520770,6212,2520770
812,3004,2521240,6212,2521240
812,3004,2522240,6212,2522240
812,3004,2522560,6212,2522560
812,3004,2523560,6212,2523560
812,3004,2524210,6212,2524210
812,3004,2525210,6212,2525210
812,3004,2525440,6212,2525440
812,3004,2525900,6212,2525900
813,3012,2526370,6212,2526370
813,3012,2527020,6212,2527020
813,3012,2528020,6212,2528020
813,3012,2528480,6212,2528480
813,3012,2528950,6212,2528950
813,3012,2529320,6212,2529320
813,3012,2529780,6212,2529780
813,3012,2530100,6212,2530100
813,3012,2530570,6212,2530570
813,3012,2531040,6212,2531040
813,3012,2531850,6212,2531850
813,3012,2532500,6212,2532500
814,3020,2533500,6212,2533500
814,3020,2534090,6212,2534090
814,3020,2534560,6212,2534560
814,3020,2534560,6212,2534560
814,3020,2535030,6212,2535030
814,3020,2535400,6212,2535400
814,3020,2535870,6212,2535870
814,3020,2536680,6212,2536680
814,3020,2536680,6212,2536680
814,3020,2537680,6212,2537680
814,3020,2537910,6212,2537910
814,3020,2538910,6212,2538910
814,3020,2539380,6212,2539380
814,3020,2539850,6212,2539850
815,3028,2540850,6212,2540850
815,3028,2541660,6212,2541660
815,3028,2542130,6212,2542130
815,3028,2542130,6212,2542130
815,3028,2542940,6212,2542940
815,3028,2543260,6212,2543260
815,3028,2544260,6212,2544260
815,3028,2544910,6212,2544910
815,3028,2544910,6212,2544910
815,3028,2545720,6212,2545720
815,3028,2545720,6212,2545720
815,3028,2545720,6212,2545720
815,3028,2546040,6212,2546040
815,3028,2546360,6212,2546360
815,3028,2546360,6212,2546360
815,3028,2547170,6212,2547170
816,3036,2547980,6212,2547980
816,3036,2548200,6212,2548200
816,3036,2549010,6212,2549010
816,3036,2549820,6212,2549820
816,3036,2550290,6212,2550290
816,3036,2551100,6212,2551100
816,3036,2551330,6212,2551330
816,3036,2552140,6212,2552140
816,3036,2553140,6212,2553140
816,3036,2553190,6212,2553190
816,3036,2553660,6212,2553660
816,3036,2553980,6212,2553980
817,3044,2554980,6212,2554980
817,3044,2555790,6212,2555790
817,3044,2556020,6212,2556020
817,3044,2556830,6212,2556830
817,3044,2557830,6212,2557830
817,3044,2558830,6212,2558830
817,3044,2559300,6212,2559300
817,3044,2560110,6212,2560110
817,3044,2560580,6212,2560580
817,3044,2560900,6212,2560900
817,3044,2561900,6212,2561900
818,3052,2562710,6212,2562710
818,3052,2563180,6212,2563180
818,3052,2563180,6212,2563180
818,3052,2564180,6212,2564180
818,3052,2564180,6212,2564180
818,3052,2564990,6212,2564990
818,3052,2565450,6212,2565450
818,3052,2565450,6212,2565450
818,3052,2565450,6212,2565450
818,3052,2565610,6212,2565610
818,3052,2566420,6212,2566420
818,3052,2567420,6212,2567420
818,3052,2568070,6212,2568070
818,3052,2568720,6212,2568720
819,3060,2569530,6212,2569530
819,3060,2570000,6212,2570000
819,3060,2570000,6212,2570000
819,3060,2570810,6212,2570810
819,3060,2570810,6212,2570810
819,3060,2571040,6212,2571040
819,3060,2571850,6212,2571850
819,3060,2572850,6212,2572850
819,3060,2573660,6212,2573660
819,3060,2574310,6212,2574310
819,3060,2574310,6212,2574310
819,3060,2574630,6212,2574630
819,3060,2575440,6212,2575440
819,3060,2575440,6212,2575440
820,3068,2576090,6212,2576090
820,3068,2577090,6212,2577090
820,3068,2577900,6212,2577900
820,3068,2578220,6212,2578220
820,3068,2579220,6212,2579220
820,3068,2580220,6212,2580220
820,3068,2580690,6212,2580690
820,3068,2581690,6212,2581690
820,3068,2582690,6212,2582690
820,3068,2583500,6212,2583500
821,3076,2584310,6212,2584310
821,3076,2585310,6212,2585310
821,3076,2585860,6212,2585860
821,3076,2585860,6212,2585860
821,3076,2586860,6212,2586860
821,3076,2587180,6212,2587180
821,3076,2587830,6212,2587830
821,3076,2588300,6212,2588300
821,3076,2589110,6212,2589110
821,3076,2590110,6212,2590110
821,3076,2590430,6212,2590430
822,3084,2591080,6212,2591080
822,3084,2591890,6212,2591890
822,3084,2592890,6212,2592890
822,3084,2593360,6212,2593360
822,3084,2594170,6212,2594170
822,3084,2594820,6212,2594820
822,3084,2595050,6212,2595050
822,3084,2596050,6212,2596050
822,3084,2597050,6212,2597050
822,3084,2598050,6212,2598050
822,3084,2598280,6212,2598280
823,3092,2598870,6212,2598870
823,3092,2599680,6212,2599680
823,3092,2600490,6212,2600490
823,3092,2600960,6212,2600960
823,3092,2601430,6212,2601430
823,3092,2602240,6212,2602240
823,3092,2602710,6212,2602710
823,3092,2603180,6212,2603180
823,3092,2603180,6212,2603180
823,3092,2603730,6212,2603730
823,3092,2604540,6212,2604540
824,3100,2605540,6212,2605540
824,3100,2605540,6212,2605540
824,3100,2606350,6212,2606350
824,3100,2607160,6212,2607160
824,3100,2607630,6212,2607630
824,3100,2607630,6212,2607630
824,3100,2608440,6212,2608440
824,3100,2609440,6212,2609440
824,3100,2609440,6212,2609440
824,3100,2609910,6212,2609910
824,3100,2610910,6212,2610910
824,3100,2611380,6212,2611380
825,3108,2612190,6212,2612190
825,3108,2612840,6212,2612840
825,3108,2613300,6212,2613300
825,3108,2613760,6212,2613760
825,3108,2614570,6212,2614570
825,3108,2615380,6212,2615380
825,3108,2616190,6212,2616190
825,3108,2616190,6212,2616190
825,3108,2616350,6212,2616350
825,3108,2617160,6212,2617160
825,3108,2617480,6212,2617480
826,3116,2619480,6212,2619480
826,3116,2619700,6212,2619700
826,3116,2620700,6212,2620700
826,3116,2621170,6212,2621170
826,3116,2621980,6212,2621980
826,3116,2621980,6212,2621980
826,3116,2622300,6212,2622300
826,3116,2622620,6212,2622620
826,3116,2623090,6212,2623090
826,3116,2623090,6212,2623090
826,3116,2623560,6212,2623560
827,3124,2624560,6212,2624560
827,3124,2624780,6212,2624780
827,3124,2625780,6212,2625780
827,3124,2626240,6212,2626240
827,3124,2626350,6212,2626350
827,3124,2626810,6212,2626810
827,3124,2627040,6212,2627040
827,3124,2627510,6212,2627510
827,3124,2627510,6212,2627510
827,3124,2627990,6212,2627990
827,3124,2628800,6212,2628800
827,3124,2629610,6212,2629610
827,3124,2630420,6212,2630420
827,3124,2630740,6212,2630740
827,3124,2631200,6212,2631200
827,3124,2631520,6212,2631520
827,3124,2631990,6212,2631990
827,3124,2632800,6212,2632800
828,3132,2633800,6212,2633800
828,3132,2634610,6212,2634610
828,3132,2635420,6212,2635420
828,3132,2636230,6212,2636230
828,3132,2636230,6212,2636230
828,3132,2637040,6212,2637040
828,3132,2637040,6212,2637040
828,3132,2637510,6212,2637510
828,3132,2637510,6212,2637510
828,3132,2638320,6212,2638320
828,3132,2639130,6212,2639130
829,3140,2639940,6212,2639940
829,3140,2639940,6212,2639940
829,3140,2640750,6212,2640750
829,3140,2641070,6212,2641070
829,3140,2642070,6212,2642070
829,3140,2642070,6212,2642070
829,3140,2642880,6212,2642880
829,3140,2643880,6212,2643880
829,3140,2644350,6212,2644350
829,3140,2644820,6212,2644820
829,3140,2645280,6212,2645280
829,3140,2645600,6212,2645600
829,3140,2646600,6212,2646600
830,3148,2647600,6212,2647600
830,3148,2647600,6212,2647600
830,3148,2647920,6212,2647920
830,3148,2648570,6212,2648570
830,3148,2648570,6212,2648570
830,3148,2649220,6212,2649220
830,3148,2650030,6212,2650030
830,3148,2650840,6212,2650840
830,3148,2650840,6212,2650840
830,3148,2651310,6212,2651310
830,3148,2651780,6212,2651780
831,3156,2652780,6212,2652780
831,3156,2653240,6212,2653240
831,3156,2654240,6212,2654240
831,3156,2654560,6212,2654560
831,3156,2655560,6212,2655560
831,3156,2656370,6212,2656370
831,3156,2656840,6212,2656840
831,3156,2657840,6212,2657840
831,3156,2658840,6212,2658840
831,3156,2658840,6212,2658840
831,3156,2658840,6212,2658840
832,3164,2659650,6212,2659650
832,3164,2660120,6212,2660120
832,3164,2661120,6212,2661120
832,3164,2661340,6212,2661340
832,3164,2662150,6212,2662150
832,3164,2663150,6212,2663150
832,3164,2663610,6212,2663610
832,3164,2664610,6212,2664610
832,3164,2664830,6212,2664830
832,3164,2665640,6212,2665640
832,3164,2666110,6212,2666110
832,3164,2667110,6212,2667110
833,3172,2668110,6212,2668110
833,3172,2669110,6212,2669110
833,3172,2670110,6212,2670110
833,3172,2670920,6212,2670920
833,3172,2671390,6212,2671390
833,3172,2672390,6212,2672390
833,3172,2672860,6212,2672860
833,3172,2673860,6212,2673860
833,3172,2674670,6212,2674670
834,3180,2675140,6212,2675140
834,3180,2675950,6212,2675950
834,3180,2676950,6212,2676950
834,3180,2677950,6212,2677950
834,3180,2678540,6212,2678540
834,3180,2679540,6212,2679540
834,3180,2680350,6212,2680350
