ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
1064,5020,4320120,6212,4320120
1064,5020,4320590,6212,4320590
1064,5020,4320960,6212,4320960
1064,5020,4321770,6212,4321770
1064,5020,4322580,6212,4322580
1065,5028,4323390,6212,4323390
1065,5028,4323860,6212,4323860
1065,5028,4324670,6212,4324670
1065,5028,4325320,6212,4325320
1065,5028,4325480,6212,4325480
1065,5028,4325590,6212,4325590
1065,5028,4325590,6212,4325590
1065,5028,4326590,6212,4326590
1065,5028,4327400,6212,4327400
1065,5028,4328400,6212,4328400
1065,5028,4329210,6212,4329210
1065,5028,4330210,6212,4330210
1066,5036,4330680,6212,4330680
1066,5036,4331680,6212,4331680
1066,5036,4331910,6212,4331910
1066,5036,4332230,6212,4332230
1066,5036,4333230,6212,4333230
1066,5036,4333230,6212,4333230
1066,5036,4333700,6212,4333700
1066,5036,4334170,6212,4334170
1066,5036,4334980,6212,4334980
1066,5036,4335790,6212,4335790
1066,5036,4336110,6212,4336110
1066,5036,4336340,6212,4336340
1066,5036,4336450,6212,4336450
1066,5036,4337450,6212,4337450
1066,5036,4337450,6212,4337450
1067,5044,4338450,6212,4338450
1067,5044,4339450,6212,4339450
1067,5044,4340000,6212,4340000
1067,5044,4340810,6212,4340810
1067,5044,4341620,6212,4341620
1067,5044,4342210,6212,4342210
1067,5044,4343020,6212,4343020
1067,5044,4343490,6212,4343490
1067,5044,4344300,6212,4344300
1067,5044,4344770,6212,4344770
1068,5052,4345230,6212,4345230
1068,5052,4346040,6212,4346040
1068,5052,4346850,6212,4346850
1068,5052,4347320,6212,4347320
1068,5052,4347790,6212,4347790
1068,5052,4348600,6212,4348600
1068,5052,4349410,6212,4349410
1068,5052,4349410,6212,4349410
1068,5052,4349880,6212,4349880
1068,5052,4350200,6212,4350200
1068,5052,4351200,6212,4351200
1068,5052,4351670,6212,4351670
1068,5052,4351990,6212,4351990
1069,5060,4352800,6212,4352800
1069,5060,4353270,6212,4353270
1069,5060,4353500,6212,4353500
1069,5060,4353500,6212,4353500
1069,5060,4353820,6212,4353820
1069,5060,4354370,6212,4354370
1069,5060,4355180,6212,4355180
1069,5060,4355410,6212,4355410
1069,5060,4356220,6212,4356220
1069,5060,4356870,6212,4356870
1069,5060,4356870,6212,4356870
1069,5060,4357870,6212,4357870
1069,5060,4358870,6212,4358870
1069,5060,4359030,6212,4359030
1070,5068,4359840,6212,4359840
1070,5068,4360650,6212,4360650
1070,5068,4361460,6212,4361460
1070,5068,4362460,6212,4362460
1070,5068,4362930,6212,4362930
1071,5076,4366930,6212,4366930
1071,5076,4366930,6212,4366930
1071,5076,4366930,6212,4366930
1071,5076,4367930,6212,4367930
1071,5076,4368930,6212,4368930
1071,5076,4368930,6212,4368930
1071,5076,4369740,6212,4369740
1071,5076,4370740,6212,4370740
1071,5076,4371390,6212,4371390
1071,5076,4372390,6212,4372390
1071,5076,4372390,6212,4372390
1071,5076,4372850,6212,4372850
1071,5076,4372850,6212,4372850
1071,5076,4373320,6212,4373320
1071,5076,4373790,6212,4373790
1072,5084,4374260,6212,4374260
1072,5084,4375260,6212,4375260
1072,5084,4375730,6212,4375730
1072,5084,4375730,6212,4375730
1072,5084,4376200,6212,4376200
1072,5084,4376520,6212,4376520
1072,5084,4376990,6212,4376990
1072,5084,4377100,6212,4377100
1072,5084,4377570,6212,4377570
1072,5084,4378040,6212,4378040
1072,5084,4378850,6212,4378850
1072,5084,4378850,6212,4378850
1072,5084,4379850,6212,4379850
1073,5092,4380500,6212,4380500
1073,5092,4381310,6212,4381310
1073,5092,4381630,6212,4381630
1073,5092,4382630,6212,4382630
1073,5092,4383100,6212,4383100
1073,5092,4383910,6212,4383910
1073,5092,4384280,6212,4384280
1073,5092,4385090,6212,4385090
1073,5092,4386090,6212,4386090
1073,5092,4386740,6212,4386740
1073,5092,4386740,6212,4386740
1073,5092,4387210,6212,4387210
1073,5092,4388020,6212,4388020
1074,5100,4388830,6212,4388830
1074,5100,4389830,6212,4389830
1074,5100,4390830,6212,4390830
1074,5100,4391640,6212,4391640
1074,5100,4391990,6212,4391990
1074,5100,4392990,6212,4392990
1074,5100,4393800,6212,4393800
1074,5100,4394610,6212,4394610
1074,5100,4394840,6212,4394840
1074,5100,4394890,6212,4394890
1074,5100,4395890,6212,4395890
1075,5108,4396700,6212,4396700
1075,5108,4396700,6212,4396700
1075,5108,4396700,6212,4396700
1075,5108,4397700,6212,4397700
1075,5108,4398510,6212,4398510
1075,5108,4399320,6212,4399320
1075,5108,4400130,6212,4400130
1075,5108,4400360,6212,4400360
1075,5108,4401360,6212,4401360
1075,5108,4402360,6212,4402360
1076,5116,4403360,6212,4403360
1076,5116,4403830,6212,4403830
1076,5116,4404830,6212,4404830
1076,5116,4405480,6212,4405480
1076,5116,4405850,6212,4405850
1076,5116,4405850,6212,4405850
1076,5116,4406170,6212,4406170
1076,5116,4406170,6212,4406170
1076,5116,4406640,6212,4406640
1076,5116,4407450,6212,4407450
1076,5116,4407450,6212,4407450
1076,5116,4408450,6212,4408450
1076,5116,4409450,6212,4409450
1076,5116,4410260,6212,4410260
1077,5124,4410730,6212,4410730
1077,5124,4411200,6212,4411200
1077,5124,4411200,6212,4411200
1077,5124,4412010,6212,4412010
1077,5124,4413010,6212,4413010
1077,5124,4414010,6212,4414010
1077,5124,4415010,6212,4415010
1077,5124,4416010,6212,4416010
1077,5124,4416820,6212,4416820
1077,5124,4417290,6212,4417290
1078,5132,4417760,6212,4417760
1078,5132,4418230,6212,4418230
1078,5132,4419040,6212,4419040
1078,5132,4419410,6212,4419410
1078,5132,4420220,6212,4420220
1078,5132,4420690,6212,4420690
1078,5132,4421010,6212,4421010
1078,5132,4421170,6212,4421170
1078,5132,4421630,6212,4421630
1078,5132,4422440,6212,4422440
1078,5132,4422440,6212,4422440
1078,5132,4423440,6212,4423440
1078,5132,4423910,6212,4423910
1078,5132,4423910,6212,4423910
1078,5132,4424910,6212,4424910
1079,5140,4425910,6212,4425910
1079,5140,4426720,6212,4426720
1079,5140,4427190,6212,4427190
1079,5140,4428190,6212,4428190
1079,5140,4429190,6212,4429190
1079,5140,4429840,6212,4429840
1079,5140,4430650,6212,4430650
1079,5140,4431120,6212,4431120
1079,5140,4431120,6212,4431120
1079,5140,4431120,6212,4431120
1079,5140,4431440,6212,4431440
1080,5148,4431910,6212,4431910
1080,5148,4432230,6212,4432230
1080,5148,4432700,6212,4432700
1080,5148,4433250,6212,4433250
1080,5148,4433620,6212,4433620
1080,5148,4433620,6212,4433620
1080,5148,4434090,6212,4434090
1080,5148,4434900,6212,4434900
1080,5148,4435900,6212,4435900
1081,5156,4436900,6212,4436900
1081,5156,4436900,6212,4436900
1081,5156,4437710,6212,4437710
1081,5156,4438520,6212,4438520
1081,5156,4439520,6212,4439520
1081,5156,4439520,6212,4439520
1081,5156,4440330,6212,4440330
1081,5156,4440800,6212,4440800
1081,5156,4441800,6212,4441800
1081,5156,4442800,6212,4442800
1081,5156,4443270,6212,4443270
1081,5156,4444080,6212,4444080
1082,5164,4444890,6212,4444890
1082,5164,4445120,6212,4445120
1082,5164,4445930,6212,4445930
1082,5164,4446400,6212,4446400
1082,5164,4447050,6212,4447050
1082,5164,4447860,6212,4447860
1082,5164,4448860,6212,4448860
1082,5164,4449510,6212,4449510
1082,5164,4450060,6212,4450060
1083,5172,4450870,6212,4450870
1083,5172,4451870,6212,4451870
1083,5172,4452680,6212,4452680
1083,5172,4453490,6212,4453490
1083,5172,4454300,6212,4454300
1083,5172,4454890,6212,4454890
1083,5172,4455890,6212,4455890
1083,5172,4456440,6212,4456440
1083,5172,4456670,6212,4456670
1084,5180,4457480,6212,4457480
1084,5180,4457480,6212,4457480
1084,5180,4457480,6212,4457480
1084,5180,4458290,6212,4458290
1084,5180,4459290,6212,4459290
1084,5180,4460100,6212,4460100
1084,5180,4461100,6212,4461100
1084,5180,4461570,6212,4461570
1084,5180,4462380,6212,4462380
1084,5180,4462380,6212,4462380
1084,5180,4462540,6212,4462540
1084,5180,4463350,6212,4463350
1085,5188,4463900,6212,4463900
1085,5188,4464900,6212,4464900
1085,5188,4465900,6212,4465900
1085,5188,4466550,6212,4466550
1085,5188,4467020,6212,4467020
1085,5188,4467340,6212,4467340
1085,5188,4467340,6212,4467340
1085,5188,4468150,6212,4468150
1085,5188,4469150,6212,4469150
1085,5188,4469700,6212,4469700
1085,5188,4469700,6212,4469700
1085,5188,4470350,6212,4470350
1085,5188,4470670,6212,4470670
1085,5188,4470670,6212,4470670
1086,5196,4471670,6212,4471670
1086,5196,4472480,6212,4472480
1086,5196,4473480,6212,4473480
1086,5196,4474480,6212,4474480
1086,5196,4474950,6212,4474950
1086,5196,4475950,6212,4475950
1086,5196,4476950,6212,4476950
1086,5196,4477760,6212,4477760
1086,5196,4478230,6212,4478230
1087,5204,4479040,6212,4479040
1087,5204,4479690,6212,4479690
1087,5204,4480010,6212,4480010
1087,5204,4480170,6212,4480170
1087,5204,4481170,6212,4481170
1087,5204,4481640,6212,4481640
1087,5204,4482450,6212,4482450
1087,5204,4482610,6212,4482610
1087,5204,4482930,6212,4482930
1087,5204,4482930,6212,4482930
1087,5204,4483400,6212,4483400
1087,5204,4484400,6212,4484400
1087,5204,4485400,6212,4485400
1087,5204,4485400,6212,4485400
1087,5204,4486400,6212,4486400
1088,5212,4487400,6212,4487400
1089,5220,4487990,6212,4487990
1089,5220,4488800,6212,4488800
1089,5220,4488800,6212,4488800
1089,5220,4489800,6212,4489800
1089,5220,4489800,6212,4489800
1089,5220,4490270,6212,4490270
1089,5220,4490920,6212,4490920
1089,5220,4491730,6212,4491730
1089,5220,4492730,6212,4492730
1089,5220,4493540,6212,4493540
1089,5220,4494190,6212,4494190
1089,5220,4495000,6212,4495000
1089,5220,4495160,6212,4495160
1089,5220,4495810,6212,4495810
1089,5220,4495970,6212,4495970
1089,5220,4495970,6212,4495970
1089,5220,4496970,6212,4496970
1089,5220,4497340,6212,4497340
1089,5220,4497500,6212,4497500
1089,5220,4498310,6212,4498310
1089,5220,4498310,6212,4498310
1089,5220,4499120,6212,4499120
1089,5220,4499930,6212,4499930
1090,5228,4500740,6212,4500740
1090,5228,4501060,6212,4501060
1090,5228,4501870,6212,4501870
1090,5228,4501870,6212,4501870
1090,5228,4502870,6212,4502870
1090,5228,4503520,6212,4503520
1090,5228,4503520,6212,4503520
1090,5228,4504330,6212,4504330
1090,5228,4505330,6212,4505330
1090,5228,4505550,6212,4505550
1090,5228,4505550,6212,4505550
1091,5236,4506550,6212,4506550
1091,5236,4507020,6212,4507020
1091,5236,4508020,6212,4508020
1091,5236,4508250,6212,4508250
1091,5236,4509060,6212,4509060
1091,5236,4509060,6212,4509060
1091,5236,4510060,6212,4510060
1091,5236,4510870,6212,4510870
1091,5236,4511330,6212,4511330
1091,5236,4512140,6212,4512140
1091,5236,4512790,6212,4512790
1091,5236,4513790,6212,4513790
1092,5244,4514790,6212,4514790
1092,5244,4515020,6212,4515020
1092,5244,4516020,6212,4516020
1092,5244,4516340,6212,4516340
1092,5244,4516560,6212,4516560
1092,5244,4516560,6212,4516560
1092,5244,4517030,6212,4517030
1092,5244,4517680,6212,4517680
1092,5244,4518150,6212,4518150
1092,5244,4518960,6212,4518960
1092,5244,4519770,6212,4519770
1092,5244,4519770,6212,4519770
1092,5244,4520580,6212,4520580
1092,5244,4520580,6212,4520580
1092,5244,4521040,6212,4521040
1093,5252,4521510,6212,4521510
1093,5252,4522320,6212,4522320
1093,5252,4522320,6212,4522320
1093,5252,4522640,6212,4522640
1093,5252,4522960,6212,4522960
1093,5252,4522960,6212,4522960
1093,5252,4523420,6212,4523420
1093,5252,4523740,6212,4523740
1093,5252,4524200,6212,4524200
1093,5252,4524790,6212,4524790
1093,5252,4525250,6212,4525250
1093,5252,4526250,6212,4526250
1093,5252,4526570,6212,4526570
1093,5252,4527380,6212,4527380
1093,5252,4527850,6212,4527850
1093,5252,4528660,6212,4528660
1093,5252,4528660,6212,4528660
1094,5260,4529470,6212,4529470
1094,5260,4530470,6212,4530470
1094,5260,4530940,6212,4530940
1094,5260,4531260,6212,4531260
1094,5260,4532070,6212,4532070
1094,5260,4533070,6212,4533070
1094,5260,4533540,6212,4533540
1094,5260,4533700,6212,4533700
1094,5260,4534700,6212,4534700
1094,5260,4534700,6212,4534700
1094,5260,4535170,6212,4535170
1094,5260,4535400,6212,4535400
1094,5260,4536210,6212,4536210
1095,5268,4537020,6212,4537020
1095,5268,4538020,6212,4538020
1095,5268,4539020,6212,4539020
1095,5268,4539830,6212,4539830
1095,5268,4540830,6212,4540830
1095,5268,4541300,6212,4541300
1095,5268,4542300,6212,4542300
1095,5268,4542890,6212,4542890
1096,5276,4543700,6212,4543700
1096,5276,4544510,6212,4544510
1096,5276,4544980,6212,4544980
1096,5276,4545980,6212,4545980
1096,5276,4546790,6212,4546790
1096,5276,4546790,6212,4546790
1096,5276,4547160,6212,4547160
1096,5276,4548160,6212,4548160
1096,5276,4548810,6212,4548810
1096,5276,4549620,6212,4549620
1096,5276,4550430,6212,4550430
1097,5284,4550900,6212,4550900
1097,5284,4551370,6212,4551370
1097,5284,4552180,6212,4552180
1097,5284,4553180,6212,4553180
1097,5284,4553650,6212,4553650
1097,5284,4554120,6212,4554120
1097,5284,4554590,6212,4554590
1097,5284,4555590,6212,4555590
1097,5284,4556060,6212,4556060
1097,5284,4556530,6212,4556530
1098,5292,4557000,6212,4557000
1098,5292,4558000,6212,4558000
1098,5292,4559000,6212,4559000
1098,5292,4559000,6212,4559000
1098,5292,4560000,6212,4560000
1098,5292,4560810,6212,4560810
1098,5292,4561270,6212,4561270
1098,5292,4562080,6212,4562080
1098,5292,4562890,6212,4562890
1098,5292,4563890,6212,4563890
1099,5300,4564700,6212,4564700
1099,5300,4565510,6212,4565510
1099,5300,4565740,6212,4565740
1099,5300,4565740,6212,4565740
1099,5300,4566550,6212,4566550
1099,5300,4567550,6212,4567550
1099,5300,4568550,6212,4568550
1099,5300,4568780,6212,4568780
1099,5300,4569430,6212,4569430
1099,5300,4569750,6212,4569750
1099,5300,4570070,6212,4570070
1099,5300,4570230,6212,4570230
1099,5300,4571040,6212,4571040
1099,5300,4572040,6212,4572040
1100,5308,4572850,6212,4572850
1100,5308,4573500,6212,4573500
1100,5308,4573660,6212,4573660
1100,5308,4573660,6212,4573660
1100,5308,4574130,6212,4574130
1100,5308,4575130,6212,4575130
1100,5308,4575350,6212,4575350
1100,5308,4575580,6212,4575580
1100,5308,4575580,6212,4575580
1100,5308,4576580,6212,4576580
1100,5308,4577050,6212,4577050
1100,5308,4577370,6212,4577370
1100,5308,4577370,6212,4577370
1100,5308,4578370,6212,4578370
1100,5308,4579370,6212,4579370
1100,5308,4580180,6212,4580180
1101,5316,4580500,6212,4580500
1101,5316,4581500,6212,4581500
1101,5316,4581970,6212,4581970
1101,5316,4585970,6212,4585970
1101,5316,4586970,6212,4586970
1101,5316,4587440,6212,4587440
1101,5316,4587600,6212,4587600
1101,5316,4588060,6212,4588060
1102,5324,4588380,6212,4588380
1103,5332,4589380,6212,4589380
1103,5332,4589700,6212,4589700
1103,5332,4590070,6212,4590070
1103,5332,4590660,6212,4590660
1103,5332,4591120,6212,4591120
1103,5332,4591440,6212,4591440
1103,5332,4591440,6212,4591440
1103,5332,4592440,6212,4592440
1103,5332,4593090,6212,4593090
1104,5340,4594090,6212,4594090
1104,5340,4594680,6212,4594680
1104,5340,4594840,6212,4594840
1104,5340,4594840,6212,4594840
1104,5340,4594840,6212,4594840
1104,5340,4595060,6212,4595060
1104,5340,4596060,6212,4596060
1104,5340,4596870,6212,4596870
1104,5340,4597340,6212,4597340
1104,5340,4598340,6212,4598340
1104,5340,4598810,6212,4598810
1104,5340,4599620,6212,4599620
1104,5340,4599620,6212,4599620
1104,5340,4599620,6212,4599620
1104,5340,4599940,6212,4599940
1104,5340,4600410,6212,4600410
1104,5340,4600960,6212,4600960
1104,5340,4601960,6212,4601960
1104,5340,4602430,6212,4602430
1104,5340,4603430,6212,4603430
1104,5340,4604240,6212,4604240
1104,5340,4604710,6212,4604710
1104,5340,4604710,6212,4604710
1104,5340,4605190,6212,4605190
1104,5340,4605650,6212,4605650
1104,5340,4606120,6212,4606120
1104,5340,4606440,6212,4606440
1104,5340,4607250,6212,4607250
1104,5340,4608060,6212,4608060
1105,5348,4608710,6212,4608710
1105,5348,4609180,6212,4609180
1105,5348,4610180,6212,4610180
1105,5348,4610650,6212,4610650
1105,5348,4611110,6212,4611110
1105,5348,4611430,6212,4611430
1105,5348,4612240,6212,4612240
1105,5348,4612240,6212,4612240
1105,5348,4613050,6212,4613050
1105,5348,4613860,6212,4613860
1105,5348,4614180,6212,4614180
1106,5356,4614650,6212,4614650
1106,5356,4614970,6212,4614970
1106,5356,4615430,6212,4615430
1106,5356,4616240,6212,4616240
1106,5356,4616560,6212,4616560
1106,5356,4617560,6212,4617560
1106,5356,4617790,6212,4617790
1106,5356,4618260,6212,4618260
1106,5356,4618630,6212,4618630
1106,5356,4618630,6212,4618630
1106,5356,4619630,6212,4619630
1106,5356,4619630,6212,4619630
1106,5356,4620630,6212,4620630
1107,5364,4621280,6212,4621280
1107,5364,4621280,6212,4621280
1107,5364,4622090,6212,4622090
1107,5364,4622900,6212,4622900
1107,5364,4623710,6212,4623710
1107,5364,4623710,6212,4623710
1107,5364,4624520,6212,4624520
1107,5364,4625520,6212,4625520
1107,5364,4626330,6212,4626330
1107,5364,4626650,6212,4626650
1107,5364,4627460,6212,4627460
1108,5372,4627930,6212,4627930
1108,5372,4628160,6212,4628160
1108,5372,4629160,6212,4629160
1108,5372,4629970,6212,4629970
1108,5372,4630440,6212,4630440
1108,5372,4631250,6212,4631250
1108,5372,4632250,6212,4632250
1108,5372,4633250,6212,4633250
1108,5372,4633900,6212,4633900
1108,5372,4634130,6212,4634130
1109,5380,4635130,6212,4635130
1109,5380,4636130,6212,4636130
1109,5380,4636450,6212,4636450
1109,5380,4636610,6212,4636610
1109,5380,4637610,6212,4637610
1109,5380,4638420,6212,4638420
1109,5380,4638890,6212,4638890
1109,5380,4639260,6212,4639260
1109,5380,4640070,6212,4640070
1109,5380,4641070,6212,4641070
1109,5380,4641880,6212,4641880
1110,5388,4642880,6212,4642880
1110,5388,4643110,6212,4643110
1110,5388,4643270,6212,4643270
1110,5388,4643710,6212,4643710
1110,5388,4644520,6212,4644520
1110,5388,4645170,6212,4645170
1110,5388,4645540,6212,4645540
1110,5388,4646350,6212,4646350
1110,5388,4647350,6212,4647350
1110,5388,4648000,6212,4648000
1110,5388,4648460,6212,4648460
1110,5388,4649110,6212,4649110
1111,5396,4650110,6212,4650110
1111,5396,4650580,6212,4650580
1111,5396,4651050,6212,4651050
1111,5396,4652050,6212,4652050
1111,5396,4653050,6212,4653050
1111,5396,4653050,6212,4653050
1111,5396,4654050,6212,4654050
1111,5396,4654270,6212,4654270
1111,5396,4654590,6212,4654590
1111,5396,4655180,6212,4655180
1111,5396,4655400,6212,4655400
1111,5396,4655720,6212,4655720
1111,5396,4656720,6212,4656720
1111,5396,4657530,6212,4657530
1111,5396,4657530,6212,4657530
1112,5404,4658340,6212,4658340
1112,5404,4658340,6212,4658340
1112,5404,4658340,6212,4658340
1112,5404,4658810,6212,4658810
1112,5404,4659360,6212,4659360
1113,5412,4659590,6212,4659590
1113,5412,4660400,6212,4660400
1114,5420,4668400,6212,4668400
1114,5420,4669210,6212,4669210
1114,5420,4670210,6212,4670210
1114,5420,4670860,6212,4670860
1114,5420,4671090,6212,4671090
1114,5420,4671550,6212,4671550
1114,5420,4672550,6212,4672550
1115,5428,4673550,6212,4673550
1115,5428,4674010,6212,4674010
1115,5428,4674480,6212,4674480
1115,5428,4674950,6212,4674950
1115,5428,4675950,6212,4675950
1115,5428,4675950,6212,4675950
1115,5428,4676950,6212,4676950
1115,5428,4677760,6212,4677760
1115,5428,4678760,6212,4678760
1115,5428,4679570,6212,4679570
1115,5428,4679570,6212,4679570
1115,5428,4680570,6212,4680570
1115,5428,4681220,6212,4681220
1115,5428,4681690,6212,4681690
1115,5428,4682060,6212,4682060
1115,5428,4682430,6212,4682430
1115,5428,4682430,6212,4682430
1115,5428,4682660,6212,4682660
1115,5428,4683660,6212,4683660
1115,5428,4684130,6212,4684130
1115,5428,4685130,6212,4685130
1115,5428,4685940,6212,4685940
1115,5428,4686750,6212,4686750
1115,5428,4687070,6212,4687070
1115,5428,4687390,6212,4687390
1116,5436,4688200,6212,4688200
1116,5436,4688200,6212,4688200
1116,5436,4688750,6212,4688750
1116,5436,4689040,6212,4689040
1116,5436,4689510,6212,4689510
1116,5436,4689510,6212,4689510
1116,5436,4690320,6212,4690320
1116,5436,4690320,6212,4690320
1116,5436,4690670,6212,4690670
1116,5436,4691140,6212,4691140
1116,5436,4691610,6212,4691610
1116,5436,4691610,6212,4691610
1116,5436,4692610,6212,4692610
1116,5436,4692610,6212,4692610
1116,5436,4693610,6212,4693610
1116,5436,4694420,6212,4694420
1116,5436,4694420,6212,4694420
1116,5436,4694420,6212,4694420
1116,5436,4695230,6212,4695230
1117,5444,4696040,6212,4696040
1117,5444,4696360,6212,4696360
1117,5444,4696830,6212,4696830
1117,5444,4697640,6212,4697640
1117,5444,4698110,6212,4698110
1117,5444,4698580,6212,4698580
1117,5444,4699580,6212,4699580
1117,5444,4700390,6212,4700390
1117,5444,4700390,6212,4700390
1118,5452,4701390,6212,4701390
1118,5452,4701860,6212,4701860
1118,5452,4702330,6212,4702330
1118,5452,4703140,6212,4703140
1118,5452,4703510,6212,4703510
1118,5452,4704510,6212,4704510
1118,5452,4705510,6212,4705510
1118,5452,4705970,6212,4705970
1118,5452,4706970,6212,4706970
1118,5452,4706970,6212,4706970
1118,5452,4707430,6212,4707430
1118,5452,4708240,6212,4708240
1118,5452,4709240,6212,4709240
1119,5460,4710240,6212,4710240
1119,5460,4710470,6212,4710470
1119,5460,4710940,6212,4710940
1119,5460,4711750,6212,4711750
1119,5460,4712220,6212,4712220
1119,5460,4712540,6212,4712540
1119,5460,4712770,6212,4712770
1119,5460,4713090,6212,4713090
1119,5460,4713090,6212,4713090
1119,5460,4713410,6212,4713410
1119,5460,4714220,6212,4714220
1119,5460,4714540,6212,4714540
1119,5460,4715350,6212,4715350
1119,5460,4715820,6212,4715820
1119,5460,4716820,6212,4716820
1120,5468,4717820,6212,4717820
1120,5468,4717820,6212,4717820
1120,5468,4717820,6212,4717820
1121,5476,4718050,6212,4718050
1121,5476,4718520,6212,4718520
1121,5476,4718990,6212,4718990
1121,5476,4719220,6212,4719220
1121,5476,4719810,6212,4719810
1121,5476,4720620,6212,4720620
1121,5476,4721620,6212,4721620
1121,5476,4721620,6212,4721620
1121,5476,4722620,6212,4722620
1121,5476,4723620,6212,4723620
1121,5476,4724620,6212,4724620
1122,5484,4725430,6212,4725430
1122,5484,4725660,6212,4725660
1122,5484,4725980,6212,4725980
1122,5484,4726790,6212,4726790
1122,5484,4727790,6212,4727790
1122,5484,4728790,6212,4728790
1122,5484,4728790,6212,4728790
1122,5484,4729260,6212,4729260
1122,5484,4729910,6212,4729910
1122,5484,4730720,6212,4730720
1122,5484,4731530,6212,4731530
1122,5484,4732340,6212,4732340
1122,5484,4732660,6212,4732660
1122,5484,4733470,6212,4733470
1122,5484,4734470,6212,4734470
1122,5484,4734840,6212,4734840
1122,5484,4735650,6212,4735650
1122,5484,4735650,6212,4735650
1122,5484,4736020,6212,4736020
1122,5484,4736020,6212,4736020
1122,5484,4737020,6212,4737020
1122,5484,4737830,6212,4737830
1122,5484,4738150,6212,4738150
1123,5492,4738800,6212,4738800
1123,5492,4739800,6212,4739800
1123,5492,4740610,6212,4740610
1123,5492,4741420,6212,4741420
1123,5492,4741790,6212,4741790
1123,5492,4742790,6212,4742790
1123,5492,4743260,6212,4743260
1123,5492,4744260,6212,4744260
1123,5492,4744260,6212,4744260
1124,5500,4744730,6212,4744730
1124,5500,4745200,6212,4745200
1124,5500,4745670,6212,4745670
1124,5500,4745670,6212,4745670
1124,5500,4746140,6212,4746140
1124,5500,4747140,6212,4747140
1124,5500,4747950,6212,4747950
1124,5500,4748420,6212,4748420
1124,5500,4748880,6212,4748880
1124,5500,4749350,6212,4749350
1124,5500,4750350,6212,4750350
1125,5508,4751350,6212,4751350
1125,5508,4751670,6212,4751670
1125,5508,4752670,6212,4752670
1125,5508,4753480,6212,4753480
1125,5508,4753940,6212,4753940
1125,5508,4754940,6212,4754940
1125,5508,4755750,6212,4755750
1125,5508,4756750,6212,4756750
1125,5508,4757750,6212,4757750
1125,5508,4758750,6212,4758750
1126,5516,4759750,6212,4759750
1126,5516,4760750,6212,4760750
1126,5516,4760980,6212,4760980
1126,5516,4761530,6212,4761530
1126,5516,4762340,6212,4762340
1126,5516,4762340,6212,4762340
1126,5516,4762340,6212,4762340
1126,5516,4762810,6212,4762810
1126,5516,4762810,6212,4762810
1126,5516,4762810,6212,4762810
1126,5516,4762810,6212,4762810
1126,5516,4762970,6212,4762970
1126,5516,4763970,6212,4763970
1126,5516,4764970,6212,4764970
1126,5516,4765780,6212,4765780
1126,5516,4766100,6212,4766100
1126,5516,4766100,6212,4766100
1126,5516,4766260,6212,4766260
1127,5524,4767260,6212,4767260
1127,5524,4768070,6212,4768070
1127,5524,4768540,6212,4768540
1127,5524,4769540,6212,4769540
1127,5524,4770540,6212,4770540
1127,5524,4770860,6212,4770860
1127,5524,4771670,6212,4771670
1127,5524,4772260,6212,4772260
1127,5524,4772730,6212,4772730
1127,5524,4773540,6212,4773540
1128,5532,4774540,6212,4774540
1128,5532,4775010,6212,4775010
1128,5532,4775480,6212,4775480
1128,5532,4775950,6212,4775950
1128,5532,4776950,6212,4776950
1128,5532,4777270,6212,4777270
1128,5532,4777500,6212,4777500
1128,5532,4778500,6212,4778500
1128,5532,4778970,6212,4778970
1128,5532,4778970,6212,4778970
1128,5532,4779440,6212,4779440
1128,5532,4780440,6212,4780440
1128,5532,4781250,6212,4781250
1129,5540,4781620,6212,4781620
1129,5540,4782430,6212,4782430
1129,5540,4782750,6212,4782750
1129,5540,4782750,6212,4782750
1129,5540,4783070,6212,4783070
1129,5540,4783880,6212,4783880
1129,5540,4784350,6212,4784350
1129,5540,4785350,6212,4785350
1129,5540,4786160,6212,4786160
1129,5540,4786710,6212,4786710
1129,5540,4787180,6212,4787180
1129,5540,4787500,6212,4787500
1129,5540,4787500,6212,4787500
1130,5548,4788150,6212,4788150
1130,5548,4788150,6212,4788150
1130,5548,4788150,6212,4788150
1130,5548,4789150,6212,4789150
1130,5548,4789150,6212,4789150
1130,5548,4790150,6212,4790150
1130,5548,4790800,6212,4790800
1130,5548,4791260,6212,4791260
1130,5548,4791580,6212,4791580
1130,5548,4791580,6212,4791580
1130,5548,4792390,6212,4792390
1130,5548,4793390,6212,4793390
1131,5556,4793620,6212,4793620
1131,5556,4794270,6212,4794270
1131,5556,4795080,6212,4795080
1131,5556,4796080,6212,4796080
