ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
879631.45,34.08,20.46,605850.19,23.47
879683.38,34.09,20.47,605880.17,23.48
879547.18,34.1,20.48,605854.92,23.49
879599.11,34.11,20.49,605850.19,23.5
879549.11,34.11,20.49,605800.19,23.5
879256.96,34.11,20.49,605891.38,23.5
879256.96,34.11,20.49,605889.61,23.5
879308.89,34.12,20.5,605889.61,23.51
879172.68,34.13,20.51,606638.91,23.55
879394.0,34.14,20.52,606638.65,23.55
879257.8,34.15,20.53,606646.48,23.56
878960.27,34.15,20.53,606655.34,23.57
879181.59,34.16,20.54,606650.58,23.57
879353.4,34.18,20.56,606640.15,23.58
879217.2,34.18,20.56,607744.73,23.63
879428.48,34.2,20.58,608006.18,23.65
879710.34,34.22,20.6,608096.68,23.65
879574.14,34.23,20.61,608096.42,23.66
879459.98,34.23,20.61,607800.62,23.66
879142.68,34.23,20.61,607836.46,23.67
878974.34,34.23,20.61,607743.24,23.67
878784.67,34.22,20.6,607541.72,23.66
878836.61,34.24,20.62,607541.72,23.67
878888.54,34.25,20.63,607541.72,23.67
878940.47,34.26,20.64,607541.72,23.68
879208.6,34.28,20.66,607577.61,23.69
879121.08,34.28,20.66,607541.72,23.69
879128.53,34.28,20.66,607543.72,23.69
878992.33,34.29,20.67,607543.72,23.7
879044.26,34.3,20.68,608529.3,23.74
879044.26,34.3,20.68,608529.3,23.74
879096.19,34.31,20.69,608757.21,23.76
879317.51,34.33,20.71,608756.95,23.76
879029.98,34.32,20.7,608756.95,23.77
878893.78,34.33,20.71,608800.14,23.78
878616.96,34.32,20.7,608432.1,23.77
878480.76,34.33,20.71,608396.93,23.78
878532.69,34.34,20.72,608388.91,23.78
878227.7,34.34,20.72,608085.22,23.77
878020.89,34.33,20.71,607886.71,23.77
878072.82,34.34,20.72,607886.71,23.78
877932.82,34.34,20.72,607746.71,23.77
878187.88,34.36,20.74,608371.14,23.8
878239.81,34.37,20.75,608622.02,23.82
878461.13,34.39,20.77,608913.11,23.83
878461.13,34.39,20.77,608907.24,23.83
878513.06,34.4,20.78,608907.35,23.84
878376.86,34.41,20.79,608906.98,23.85
878428.79,34.42,20.8,608906.98,23.86
878292.58,34.43,20.81,608977.34,23.87
877995.06,34.42,20.8,608729.1,23.87
877858.85,34.43,20.81,608658.74,23.87
877597.59,34.42,20.8,608568.95,23.87
877597.59,34.42,20.8,608494.23,23.87
877461.38,34.43,20.81,608911.37,23.89
877682.7,34.45,20.83,608927.16,23.9
877538.02,34.45,20.83,608561.49,23.89
877585.05,34.46,20.84,609271.18,23.92
877806.37,34.47,20.85,609270.92,23.93
877508.85,34.47,20.85,609270.92,23.93
877830.49,34.48,20.86,609270.92,23.93
878085.55,34.5,20.88,609298.61,23.94
877991.97,34.5,20.88,609298.61,23.94
877995.69,34.5,20.88,609303.61,23.94
878047.63,34.51,20.89,609275.92,23.95
878055.08,34.52,20.89,609337.38,23.95
877793.82,34.51,20.89,609337.38,23.96
877845.75,34.52,20.9,609337.38,23.96
877709.54,34.53,20.91,609576.8,23.98
877930.86,34.55,20.93,609535.32,23.98
877633.34,34.54,20.92,609367.41,23.98
877685.27,34.55,20.93,609405.46,23.99
877899.84,34.57,20.95,610504.24,24.04
877599.06,34.56,20.94,610198.65,24.03
877651.0,34.58,20.96,610198.65,24.04
877502.75,34.57,20.95,610198.66,24.04
877724.07,34.59,20.97,610198.65,24.05
877652.19,34.59,20.97,610198.65,24.05
877515.98,34.6,20.98,610212.91,24.06
877379.78,34.61,20.99,610198.65,24.07
877431.71,34.62,21.0,610198.65,24.08
877483.64,34.63,21.01,610198.65,24.08
877228.0,34.63,21.01,611057.53,24.12
877449.32,34.64,21.02,611256.5,24.13
877621.13,34.66,21.04,611256.24,24.14
877628.29,34.66,21.04,611264.67,24.14
877492.08,34.67,21.05,611264.67,24.15
877420.2,34.67,21.05,611120.67,24.14
877472.13,34.68,21.06,611163.52,24.15
877256.1,34.67,21.05,611120.5,24.15
877477.43,34.69,21.07,611106.6,24.16
877199.41,34.68,21.06,611079.69,24.16
877063.2,34.69,21.07,611738.49,24.2
876780.38,34.69,21.07,611990.82,24.21
877629.44,34.73,21.11,612666.46,24.24
877359.25,34.73,21.11,612547.62,24.25
877580.57,34.74,21.12,612547.36,24.25
877444.36,34.75,21.13,612547.36,24.26
877099.27,34.75,21.13,612041.05,24.25
877151.2,34.76,21.14,612060.11,24.26
876853.67,34.76,21.14,612048.4,24.26
876853.67,34.76,21.14,612043.81,24.26
877121.8,34.77,21.15,612214.7,24.27
876925.41,34.77,21.15,612184.59,24.27
876977.34,34.78,21.16,612133.48,24.28
877029.28,34.8,21.18,612046.83,24.28
877250.6,34.81,21.19,613133.64,24.33
877250.6,34.81,21.19,613217.81,24.34
876972.8,34.81,21.19,613142.01,24.34
876816.86,34.82,21.2,613011.79,24.34
876680.66,34.82,21.2,613011.79,24.35
876901.98,34.84,21.22,613011.53,24.36
876765.77,34.85,21.23,613027.63,24.37
876629.57,34.86,21.24,613011.91,24.37
876629.57,34.86,21.24,613011.91,24.37
876332.04,34.85,21.23,613246.17,24.39
876195.84,34.86,21.24,613011.53,24.39
876059.63,34.87,21.25,613490.28,24.42
875933.23,34.88,21.26,613228.25,24.42
876188.09,34.89,21.27,613184.01,24.42
876409.41,34.91,21.29,613183.74,24.42
876510.56,34.92,21.3,613849.61,24.46
876738.63,34.94,21.31,613849.61,24.46
876441.11,34.93,21.31,613849.61,24.46
876035.88,34.92,21.3,613415.95,24.45
876035.88,34.92,21.3,613415.95,24.45
876304.0,34.94,21.32,613415.95,24.46
876107.61,34.93,21.31,613497.06,24.46
875719.38,34.93,21.31,612968.72,24.45
875947.45,34.95,21.33,612902.11,24.45
875653.18,34.94,21.32,612903.52,24.46
875437.54,34.94,21.31,612604.86,24.45
875759.18,34.95,21.33,613308.11,24.48
875665.6,34.95,21.33,612961.54,24.47
875390.94,34.95,21.33,612810.73,24.46
875437.97,34.96,21.34,612741.26,24.47
876425.67,35.01,21.39,615114.47,24.57
876431.26,35.01,21.39,615123.2,24.57
876431.26,35.01,21.39,615219.41,24.57
876099.99,35.01,21.39,614548.4,24.56
876271.8,35.02,21.4,614549.05,24.56
876083.78,35.02,21.4,614548.4,24.56
875735.87,35.02,21.39,614016.01,24.55
875451.6,35.01,21.39,614016.01,24.56
875773.24,35.03,21.41,614020.52,24.56
875706.66,35.03,21.41,614016.01,24.56
875758.59,35.04,21.42,614016.01,24.57
875758.59,35.04,21.42,614001.13,24.57
875979.91,35.06,21.44,614001.13,24.57
875682.38,35.05,21.43,614453.67,24.6
875734.32,35.07,21.44,614806.69,24.62
875962.38,35.08,21.46,614878.67,24.62
875962.38,35.08,21.46,615384.82,24.65
876014.31,35.09,21.47,615384.93,24.65
875878.11,35.1,21.48,615384.56,24.66
875930.04,35.12,21.5,615384.56,24.67
875981.97,35.13,21.51,615384.56,24.68
875697.7,35.13,21.5,614983.62,24.67
875749.63,35.14,21.52,615102.78,24.68
875801.57,35.15,21.53,615273.72,24.7
876022.89,35.17,21.55,615239.97,24.7
875725.36,35.16,21.54,615002.91,24.69
875946.68,35.18,21.56,616326.54,24.75
875946.68,35.18,21.56,616469.54,24.76
876006.47,35.18,21.56,616506.84,24.76
875870.27,35.19,21.57,616506.58,24.77
876042.08,35.21,21.58,616506.58,24.78
875905.88,35.21,21.59,616535.97,24.79
875952.16,35.22,21.6,616580.33,24.79
875952.16,35.22,21.6,616716.91,24.79
875706.78,35.21,21.59,616498.07,24.79
875428.76,35.2,21.58,616475.71,24.79
875480.7,35.22,21.6,616468.67,24.8
875702.02,35.23,21.61,616468.67,24.8
875753.95,35.25,21.63,616838.38,24.83
875925.76,35.26,21.64,617011.59,24.84
875647.74,35.26,21.64,616542.36,24.82
875511.54,35.27,21.64,617299.79,24.86
875563.47,35.28,21.66,617299.91,24.87
875269.67,35.27,21.65,616968.79,24.86
875597.26,35.29,21.67,616968.41,24.87
875263.46,35.29,21.67,616981.01,24.87
875315.4,35.3,21.68,616978.92,24.88
875367.33,35.31,21.69,616970.54,24.89
875587.61,35.33,21.71,616970.59,24.9
875409.36,35.33,21.71,617119.16,24.9
875251.22,35.32,21.7,616964.8,24.9
875423.03,35.34,21.72,616966.36,24.91
875286.83,35.35,21.73,616814.05,24.91
875150.62,35.36,21.74,617986.97,24.97
875014.42,35.36,21.74,617986.71,24.98
875066.35,35.38,21.76,617986.71,24.98
875287.67,35.39,21.77,617986.71,24.99
875339.6,35.41,21.79,617986.71,25.0
875347.05,35.41,21.79,618012.29,25.0
875049.53,35.4,21.78,618051.1,25.01
874913.32,35.41,21.79,618012.29,25.01
874965.25,35.43,21.8,618012.29,25.02
874687.24,35.42,21.8,617650.55,25.01
874739.17,35.43,21.81,618573.38,25.06
874602.96,35.44,21.82,618381.49,25.06
874466.76,35.45,21.83,618388.9,25.07
874518.69,35.46,21.84,618386.2,25.08
874570.62,35.48,21.86,618389.32,25.09
874791.94,35.49,21.87,618392.26,25.09
874655.74,35.5,21.88,618381.23,25.1
874707.67,35.52,21.9,618381.23,25.11
874759.6,35.53,21.91,619184.89,25.15
874560.51,35.53,21.91,618729.51,25.13
874612.44,35.54,21.92,619329.16,25.17
874612.44,35.54,21.92,619426.35,25.17
874476.23,35.55,21.93,619426.09,25.18
874744.36,35.57,21.94,619426.09,25.18
874547.97,35.56,21.94,619427.34,25.19
874816.1,35.58,21.96,619426.09,25.19
874619.71,35.58,21.96,619745.35,25.21
874671.64,35.59,21.97,619666.36,25.22
874535.43,35.6,21.98,619636.16,25.22
874587.36,35.62,21.99,619530.82,25.23
874764.08,35.63,22.01,620770.15,25.29
874628.34,35.64,22.02,620525.38,25.29
874578.34,35.64,22.02,620475.38,25.28
874442.14,35.65,22.03,620475.12,25.29
874305.93,35.66,22.04,620475.12,25.31
874169.73,35.67,22.05,620475.23,25.32
874391.05,35.68,22.06,620657.24,25.33
874254.84,35.69,22.07,620705.11,25.34
874119.96,35.69,22.07,621763.94,25.39
874387.21,35.72,22.1,621751.36,25.4
874387.21,35.72,22.1,621838.78,25.4
874945.53,35.75,22.13,621815.31,25.4
874997.47,35.76,22.14,621815.43,25.41
874848.64,35.76,22.14,621666.6,25.41
874712.44,35.76,22.14,621666.22,25.42
874436.89,35.76,22.14,621396.93,25.41
874120.03,35.75,22.13,621083.81,25.4
874171.97,35.76,22.14,621083.81,25.41
874223.9,35.78,22.16,621083.81,25.42
874395.71,35.79,22.17,621146.7,25.43
874447.64,35.81,22.19,621255.07,25.44
874668.96,35.82,22.2,621328.04,25.45
874720.9,35.84,22.22,622069.03,25.49
874442.88,35.83,22.21,622344.75,25.5
874145.35,35.83,22.21,622010.86,25.49
874366.67,35.84,22.22,622010.6,25.5
874230.47,35.85,22.23,622018.43,25.51
874552.11,35.87,22.25,622018.43,25.51
874552.11,35.87,22.25,622176.78,25.52
874415.91,35.88,22.26,622170.48,25.53
874467.84,35.89,22.27,622171.68,25.54
874519.77,35.91,22.28,622171.78,25.54
874370.19,35.9,22.28,622324.11,25.55
874372.05,35.9,22.28,622341.62,25.56
874235.84,35.91,22.29,622311.31,25.56
874287.78,35.93,22.31,622502.05,25.58
874151.57,35.94,22.32,622958.17,25.61
874015.36,35.95,22.33,622957.91,25.62
874067.3,35.96,22.34,622957.91,25.63
874295.36,35.98,22.36,623005.4,25.64
874147.12,35.97,22.35,622969.31,25.64
874147.12,35.97,22.35,622962.16,25.64
874010.91,35.98,22.36,622950.78,25.65
874279.04,36.0,22.38,623361.27,25.67
874082.65,36.0,22.38,623277.67,25.67
874313.77,36.01,22.39,623299.07,25.68
874162.5,36.01,22.39,623148.39,25.67
874372.2,36.03,22.41,624521.89,25.74
874584.72,36.05,22.43,624470.1,25.74
874448.51,36.06,22.44,624469.84,25.75
874669.83,36.08,22.46,624469.84,25.76
874533.63,36.08,22.46,624478.72,25.77
874384.04,36.08,22.46,624470.47,25.77
874384.04,36.08,22.46,624478.15,25.77
874247.84,36.09,22.47,626091.75,25.85
874531.98,36.11,22.49,625090.32,25.81
874466.0,36.11,22.49,624670.97,25.8
875270.56,36.15,22.53,626991.12,25.9
875536.0,36.18,22.56,626517.94,25.89
875399.79,36.19,22.57,626517.68,25.9
875399.79,36.19,22.57,626487.24,25.9
875451.72,36.2,22.58,626487.24,25.91
875451.72,36.2,22.58,626520.11,25.91
875623.54,36.22,22.6,626568.67,25.92
875844.86,36.23,22.61,626556.82,25.92
875566.84,36.23,22.61,626521.14,25.92
875269.31,36.22,22.6,626520.11,25.93
875321.25,36.24,22.62,626948.73,25.95
875185.04,36.25,22.63,626780.31,25.96
875411.26,36.26,22.64,626610.04,25.96
875411.26,36.26,22.64,626587.28,25.96
875276.51,36.26,22.64,627492.25,26.0
875589.53,36.28,22.66,627642.4,26.01
875522.94,36.28,22.66,627642.4,26.01
875386.73,36.29,22.67,627642.4,26.02
875438.67,36.31,22.69,627642.4,26.03
875330.53,36.31,22.68,627561.73,26.03
875194.32,36.31,22.69,627561.73,26.04
875415.64,36.33,22.71,627561.73,26.04
875467.58,36.35,22.72,627879.22,26.07
875639.39,36.36,22.74,628129.17,26.08
875503.18,36.37,22.75,628994.04,26.13
875555.11,36.39,22.77,628994.15,26.14
875555.11,36.39,22.77,628912.36,26.14
875607.05,36.4,22.78,628911.98,26.14
875658.98,36.41,22.79,628911.98,26.15
875522.77,36.42,22.8,628935.67,26.17
875694.58,36.44,22.82,628919.48,26.17
875746.51,36.46,22.84,628916.33,26.18
875448.99,36.45,22.83,628614.37,26.17
875670.31,36.47,22.85,628610.02,26.18
875670.31,36.47,22.85,628610.02,26.18
875352.39,36.46,22.84,628295.06,26.17
875054.86,36.45,22.83,629381.45,26.22
874918.65,36.46,22.84,629165.36,26.22
874782.45,36.47,22.85,629165.09,26.23
874834.38,36.49,22.87,629165.09,26.24
874841.83,36.49,22.87,629166.73,26.24
874705.63,36.5,22.88,629167.15,26.25
874569.42,36.51,22.89,629625.46,26.28
874621.35,36.52,22.9,629377.47,26.28
874673.29,36.54,22.91,629279.92,26.29
874682.6,36.54,22.92,629318.33,26.29
874734.53,36.55,22.93,629278.95,26.29
874598.32,36.56,22.94,629963.2,26.33
874462.12,36.57,22.95,629962.94,26.34
874514.05,36.58,22.96,629962.94,26.35
874519.64,36.58,22.96,629964.55,26.35
874528.95,36.58,22.96,629966.21,26.35
874392.75,36.59,22.97,629966.21,26.36
874402.06,36.59,22.97,629999.2,26.37
874130.95,36.59,22.97,629838.33,26.36
873994.74,36.6,22.98,629866.13,26.38
874002.19,36.6,22.98,629868.07,26.38
873865.99,36.61,22.99,629858.87,26.39
874087.31,36.62,23.0,629841.25,26.39
874139.24,36.64,23.02,630510.96,26.43
874311.05,36.66,23.04,630803.64,26.45
874174.85,36.67,23.05,630803.38,26.46
874038.64,36.68,23.05,630803.38,26.47
874090.57,36.69,23.07,630847.3,26.48
874140.01,36.69,23.07,631147.01,26.49
873842.48,36.69,23.07,630822.73,26.48
873846.21,36.69,23.07,630824.34,26.48
873898.14,36.7,23.08,630804.9,26.49
874119.46,36.72,23.1,630781.32,26.5
874119.46,36.72,23.1,630892.62,26.5
873983.25,36.73,23.11,630894.21,26.51
873847.05,36.74,23.12,631616.46,26.55
873898.98,36.75,23.13,631796.42,26.57
873601.45,36.75,23.13,631453.3,26.56
873323.44,36.74,23.12,631282.64,26.56
873149.0,36.74,23.12,631084.95,26.55
873012.79,36.75,23.13,631084.69,26.56
873234.11,36.76,23.14,631084.69,26.57
873286.04,36.78,23.16,631084.69,26.58
873286.04,36.78,23.16,631151.54,26.58
872988.52,36.77,23.15,631169.92,26.59
872988.52,36.77,23.15,631453.54,26.6
873040.45,36.79,23.17,631211.7,26.6
872787.28,36.78,23.16,630956.64,26.59
872665.78,36.79,23.17,631042.01,26.6
873419.04,36.83,23.21,633090.97,26.7
873292.8,36.84,23.22,632392.56,26.68
872932.12,36.84,23.22,631944.09,26.67
872775.85,36.83,23.21,631788.99,26.66
872996.12,36.85,23.23,631788.73,26.67
873048.05,36.87,23.25,631788.73,26.68
873099.99,36.88,23.26,631788.73,26.69
873271.8,36.9,23.28,631849.38,26.7
873279.25,36.9,23.28,631851.01,26.7
873500.57,36.92,23.3,631824.45,26.7
873364.36,36.93,23.31,632279.04,26.73
873066.84,36.92,23.3,632043.66,26.73
872790.9,36.91,23.29,631846.05,26.72
872654.69,36.92,23.3,631683.51,26.73
872909.75,36.94,23.32,633162.72,26.8
872961.68,36.96,23.34,633162.83,26.81
872825.48,36.97,23.35,633162.46,26.82
872877.41,36.98,23.36,633162.46,26.83
873098.73,37.0,23.38,633176.31,26.83
872962.52,37.01,23.39,633162.46,26.84
872826.32,37.02,23.4,633162.46,26.85
872638.3,37.02,23.4,632846.33,26.84
872643.89,37.02,23.4,632847.96,26.84
872507.68,37.03,23.41,633415.61,26.88
872210.16,37.02,23.4,633230.35,26.88
872519.59,37.03,23.41,633455.32,26.89
872532.79,37.03,23.41,633589.12,26.89
872315.57,37.03,23.41,633301.47,26.88
872058.07,37.03,23.41,633322.55,26.89
872058.07,37.03,23.41,633267.75,26.89
872110.0,37.05,23.43,633267.87,26.9
872110.0,37.05,23.43,633267.87,26.9
872331.32,37.06,23.44,633267.49,26.91
872033.8,37.06,23.44,633267.49,26.91
872085.73,37.07,23.45,633267.49,26.92
872137.66,37.09,23.47,633332.55,26.93
872146.98,37.09,23.47,633334.2,26.93
872198.91,37.1,23.48,633356.97,26.94
872206.26,37.1,23.48,633358.61,26.94
872070.05,37.11,23.49,633270.78,26.95
871933.85,37.12,23.5,634207.46,27.0
871985.78,37.14,23.52,634267.47,27.01
872207.1,37.16,23.54,634267.21,27.02
872214.75,37.16,23.54,634330.29,27.02
871917.22,37.15,23.53,634330.29,27.03
872138.54,37.17,23.55,634330.29,27.03
872310.35,37.19,23.56,634703.94,27.06
872012.83,37.18,23.56,634749.31,27.06
872064.76,37.2,23.57,634330.29,27.06
872116.69,37.21,23.59,635418.65,27.11
872327.97,37.23,23.61,635636.77,27.13
872918.45,37.27,23.64,635804.77,27.14
873139.77,37.28,23.66,635804.51,27.15
873077.41,37.28,23.66,635804.79,27.15
872796.51,37.28,23.66,636068.36,27.17
872796.51,37.28,23.66,635971.98,27.17
872848.45,37.3,23.68,635971.7,27.18
872740.31,37.3,23.68,635863.57,27.17
872792.24,37.31,23.69,635880.69,27.18
872844.17,37.33,23.71,635877.7,27.19
873015.98,37.34,23.72,635869.48,27.2
873237.31,37.36,23.74,635863.57,27.21
872959.29,37.35,23.73,636453.76,27.23
872671.76,37.35,23.73,636100.9,27.22
872723.7,37.36,23.74,636217.28,27.24
872945.02,37.38,23.76,636842.39,27.27
872996.95,37.4,23.78,636842.5,27.28
873252.0,37.42,23.8,636842.13,27.29
873252.0,37.42,23.8,636950.25,27.29
873252.0,37.42,23.8,636950.25,27.29
873099.45,37.41,23.79,636799.66,27.29
872963.25,37.42,23.8,636831.86,27.3
872827.04,37.43,23.81,636808.36,27.31
872529.52,37.43,23.81,637048.42,27.33
872581.45,37.44,23.82,637039.72,27.34
872633.38,37.46,23.84,637039.72,27.35
872497.18,37.47,23.85,638020.61,27.4
872718.5,37.49,23.86,638271.61,27.42
872582.29,37.5,23.88,638271.35,27.43
872582.29,37.5,23.88,638271.35,27.43
872582.29,37.5,23.88,638271.35,27.43
872634.22,37.51,23.89,638271.35,27.44
872806.04,37.53,23.91,638330.34,27.45
872508.51,37.52,23.9,637944.0,27.44
872560.44,37.54,23.92,637920.27,27.44
872622.1,37.54,23.92,638152.82,27.45
872674.03,37.56,23.94,638123.13,27.46
872725.96,37.57,23.95,638117.56,27.47
872589.76,37.58,23.96,639097.14,27.53
872844.81,37.6,23.98,639315.46,27.54
872844.81,37.6,23.98,639261.46,27.54
872896.74,37.62,24.0,639261.57,27.55
872948.68,37.63,24.01,639261.2,27.56
873120.49,37.65,24.03,639261.2,27.57
873341.81,37.67,24.05,639261.2,27.57
873205.6,37.68,24.06,639429.14,27.59
873069.4,37.69,24.07,639395.56,27.6
873076.85,37.69,24.07,639397.19,27.6
872798.83,37.68,24.06,639431.05,27.61
872850.76,37.7,24.08,639567.88,27.62
872902.7,37.71,24.09,640179.62,27.66
872954.63,37.73,24.11,640179.74,27.67
872954.63,37.73,24.11,640050.53,27.66
872657.1,37.72,24.1,640278.97,27.68
872709.03,37.74,24.12,640278.6,27.69
872880.84,37.76,24.14,640278.6,27.7
872932.78,37.77,24.15,640278.6,27.71
872796.57,37.78,24.16,640290.66,27.72
872796.57,37.78,24.16,640107.69,27.71
872843.93,37.79,24.16,640347.39,27.72
872895.86,37.8,24.18,640340.76,27.73
873117.18,37.82,24.2,640335.33,27.74
872909.47,37.81,24.19,640116.44,27.73
872961.4,37.83,24.21,641692.92,27.81
873007.68,37.83,24.21,641767.15,27.81
873059.61,37.85,24.23,641767.26,27.82
872887.34,37.84,24.22,641728.47,27.82
873107.62,37.86,24.24,641728.1,27.83
872971.41,37.87,24.25,641728.1,27.84
872971.41,37.87,24.25,641728.1,27.84
872835.21,37.88,24.26,641748.75,27.85
873007.02,37.9,24.28,641728.1,27.86
872870.82,37.91,24.29,642389.82,27.9
872922.75,37.93,24.31,642662.39,27.92
872709.88,37.92,24.3,642347.76,27.91
872573.67,37.93,24.31,642312.99,27.92
872437.47,37.94,24.32,642312.73,27.94
872437.47,37.94,24.32,642312.73,27.94
872137.83,37.94,24.32,642116.66,27.93
872137.83,37.94,24.32,642116.66,27.93
872359.15,37.95,24.33,642116.66,27.94
872061.62,37.95,24.33,642147.18,27.94
872282.94,37.97,24.35,642160.34,27.95
872334.87,37.98,24.36,642142.24,27.96
872056.86,37.98,24.35,642005.46,27.96
872108.79,37.99,24.37,641985.61,27.97
871811.26,37.99,24.37,641984.2,27.97
871675.06,38.0,24.38,642569.13,28.01
871731.89,38.01,24.39,642051.37,28.0
871590.79,38.02,24.4,642594.94,28.03
871845.84,38.04,24.42,642594.68,28.04
871795.84,38.04,24.42,642544.68,28.04
871659.64,38.05,24.43,642544.68,28.05
871711.57,38.07,24.45,642544.68,28.06
871445.09,38.06,24.44,642250.44,28.05
871445.09,38.06,24.44,642280.36,28.05
871666.41,38.08,24.46,642302.64,28.06
871530.2,38.09,24.47,642287.13,28.07
871582.13,38.11,24.49,642280.36,28.08
871294.61,38.1,24.48,642645.96,28.1
871033.35,38.09,24.47,642311.22,28.09
871301.47,38.11,24.49,642280.36,28.09
871353.41,38.13,24.51,643454.18,28.16
871157.01,38.13,24.51,643229.54,28.15
871208.95,38.14,24.52,643229.65,28.16
871380.76,38.16,24.54,643229.28,28.17
871244.55,38.17,24.55,643230.33,28.18
871250.14,38.17,24.55,643305.27,28.18
871470.42,38.19,24.57,643333.05,28.19
871334.21,38.2,24.58,643354.15,28.21
871198.01,38.21,24.59,643900.43,28.24
871198.01,38.21,24.59,643900.43,28.24
870919.99,38.21,24.59,643383.67,28.22
871091.8,38.22,24.6,643378.27,28.23
871091.8,38.22,24.6,643378.27,28.23
870955.6,38.24,24.61,644237.49,28.28
870819.39,38.25,24.63,644237.23,28.29
870871.32,38.26,24.64,644237.23,28.3
871092.64,38.28,24.66,644241.48,28.31
871144.58,38.3,24.68,644245.78,28.32
871144.58,38.3,24.68,644245.78,28.32
871008.37,38.31,24.69,644262.58,28.33
871180.18,38.32,24.7,644284.4,28.34
871043.98,38.34,24.72,644984.36,28.39
871043.98,38.34,24.72,644984.36,28.39
870746.45,38.33,24.71,644778.93,28.38
870974.52,38.35,24.73,644953.26,28.4
870680.24,38.34,24.72,645046.12,28.41
870732.18,38.36,24.74,645046.23,28.42
870784.11,38.38,24.75,645045.86,28.43
870836.04,38.39,24.77,645045.86,28.44
870564.32,38.38,24.76,644696.56,28.43
870456.18,38.38,24.76,644592.2,28.42
870627.99,38.4,24.78,644592.2,28.43
870679.92,38.42,24.8,644817.46,28.45
870731.85,38.43,24.81,645057.53,28.47
870953.18,38.45,24.83,645190.35,28.48
871005.11,38.47,24.85,645679.71,28.52
870697.58,38.46,24.84,646055.03,28.54
870561.38,38.47,24.85,646054.77,28.55
870425.17,38.48,24.86,646054.77,28.56
870646.49,38.5,24.88,646061.64,28.57
870348.97,38.5,24.87,646094.33,28.58
870400.9,38.51,24.89,646076.04,28.59
870452.83,38.53,24.91,646068.98,28.6
870504.76,38.54,24.92,646054.77,28.61
870368.56,38.55,24.93,646814.25,28.65
870216.01,38.55,24.93,646655.82,28.65
870267.94,38.57,24.95,646627.28,28.66
870482.51,38.58,24.96,646627.02,28.66
870346.31,38.6,24.98,646637.1,28.68
870346.31,38.6,24.98,646637.1,28.68
870518.12,38.61,24.99,646630.76,28.68
870381.91,38.63,25.01,646627.02,28.7
870433.85,38.64,25.02,647020.6,28.72
870433.85,38.64,25.02,646945.0,28.72
870297.64,38.65,25.03,647641.1,28.76
870036.33,38.65,25.03,647559.14,28.77
869903.99,38.66,25.04,646745.83,28.74
870191.74,38.68,25.06,647634.21,28.79
869913.73,38.67,25.05,647321.65,28.78
869777.52,38.69,25.07,647321.39,28.79
869777.52,38.69,25.07,647425.75,28.8
869829.45,38.7,25.08,647425.75,28.81
870050.78,38.72,25.1,647425.75,28.81
870058.42,38.72,25.1,647427.82,28.81
869760.9,38.72,25.09,647427.82,28.82
869982.22,38.73,25.11,647453.4,28.83
869684.69,38.73,25.11,647428.87,28.83
869548.48,38.74,25.12,648003.95,28.87
869548.48,38.74,25.12,648046.05,28.87
869422.08,38.75,25.13,647966.39,28.88
869210.54,38.75,25.12,647746.62,28.87
869650.17,38.78,25.16,648193.33,28.91
869513.96,38.79,25.17,648193.07,28.92
868983.98,38.78,25.16,647749.9,28.91
869035.91,38.8,25.18,647749.9,28.92
868899.71,38.81,25.19,647765.18,28.93
868628.8,38.8,25.18,647521.2,28.93
868883.85,38.83,25.21,647506.88,28.93
868747.65,38.84,25.22,647511.01,28.95
868747.65,38.84,25.22,647521.06,28.95
868611.44,38.85,25.23,647917.34,28.98
868475.24,38.86,25.24,647802.9,28.99
868129.71,38.85,25.23,647386.12,28.97
867993.51,38.86,25.24,647676.74,29.0
867805.49,38.86,25.24,647429.13,28.99
868026.81,38.88,25.26,647428.87,29.0
867729.28,38.87,25.25,647428.87,29.0
867949.56,38.89,25.27,647455.43,29.01
867638.3,38.88,25.26,647108.46,29.0
867690.23,38.9,25.28,647103.66,29.01
867918.3,38.92,25.3,647092.59,29.02
867970.23,38.94,25.32,647095.7,29.03
868022.16,38.95,25.33,647141.59,29.04
868074.1,38.97,25.35,647325.8,29.06
868294.37,38.99,25.37,648965.72,29.14
867997.89,38.98,25.36,648644.53,29.13
867845.24,38.98,25.36,648486.1,29.13
868017.05,39.0,25.38,648485.84,29.13
867700.57,38.99,25.37,647709.24,29.1
867752.5,39.01,25.39,647709.24,29.11
867759.95,39.01,25.39,647788.24,29.12
867623.75,39.02,25.4,647788.24,29.13
867329.48,39.01,25.39,647984.01,29.15
867329.48,39.01,25.39,647887.52,29.14
