ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2a7f-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
944336.61,21.44,7.82,393714.05,8.94
944200.4,21.44,7.82,393705.16,8.94
944252.33,21.45,7.83,394234.79,8.96
943954.81,21.45,7.82,394341.23,8.96
944176.13,21.45,7.83,394422.2,8.96
944077.3,21.45,7.83,394323.96,8.96
943858.31,21.45,7.83,394083.97,8.95
943910.24,21.45,7.83,394424.45,8.96
943612.71,21.45,7.83,394192.13,8.96
943784.52,21.45,7.83,394191.87,8.96
943648.32,21.46,7.84,394191.87,8.96
943648.32,21.46,7.84,394161.83,8.96
943492.24,21.45,7.83,394006.34,8.96
943492.24,21.45,7.83,394006.34,8.96
943492.24,21.45,7.83,394006.34,8.96
943492.24,21.45,7.83,394006.34,8.96
943492.24,21.45,7.83,394006.34,8.96
943356.04,21.46,7.83,394050.07,8.96
943219.83,21.46,7.84,394013.22,8.96
943441.15,21.46,7.84,394006.34,8.96
943143.62,21.46,7.84,395034.83,8.99
942877.14,21.46,7.84,394844.5,8.98
943171.98,21.46,7.84,395389.81,9.0
943755.27,21.48,7.86,395473.95,9.0
943976.59,21.49,7.87,395473.68,9.0
943451.83,21.48,7.86,394945.74,8.99
943299.28,21.48,7.86,394794.37,8.99
943163.07,21.48,7.86,394794.37,8.99
943013.49,21.48,7.86,394794.37,8.99
943013.49,21.48,7.86,394794.37,8.99
943341.08,21.49,7.87,394830.06,8.99
943172.45,21.49,7.87,394810.8,8.99
943036.25,21.49,7.87,394794.37,9.0
942900.04,21.49,7.87,395700.4,9.02
943111.32,21.5,7.88,395894.19,9.02
943160.54,21.5,7.88,395628.93,9.02
943046.24,21.51,7.88,395852.47,9.03
943367.88,21.51,7.89,395852.47,9.03
943231.68,21.52,7.9,395852.47,9.03
943095.47,21.52,7.9,395852.99,9.03
942959.27,21.52,7.9,395852.47,9.03
942823.06,21.52,7.9,395871.75,9.04
942823.06,21.52,7.9,395871.75,9.04
942686.86,21.52,7.9,395853.81,9.04
942738.79,21.53,7.91,395855.38,9.04
942602.58,21.53,7.91,396534.09,9.06
942466.38,21.53,7.91,396533.83,9.06
942518.31,21.54,7.92,396533.83,9.06
942451.72,21.54,7.92,396362.1,9.06
942679.79,21.54,7.92,396362.1,9.06
942679.79,21.54,7.92,396321.5,9.06
942900.07,21.55,7.93,396346.69,9.06
942900.07,21.55,7.93,396461.21,9.06
942638.81,21.55,7.93,396162.65,9.06
942690.74,21.55,7.93,396182.08,9.06
942945.79,21.56,7.94,396137.45,9.06
943117.6,21.57,7.95,397459.27,9.09
942823.33,21.56,7.94,397248.89,9.09
942687.13,21.57,7.95,397416.77,9.09
942739.06,21.57,7.95,397416.88,9.09
942632.78,21.57,7.95,397313.25,9.09
942496.58,21.57,7.95,397312.88,9.09
942360.37,21.57,7.95,397355.55,9.1
942224.17,21.57,7.95,397332.66,9.1
942087.96,21.58,7.96,397313.55,9.1
942139.9,21.58,7.96,397916.69,9.12
942360.17,21.59,7.97,397695.39,9.11
942412.1,21.59,7.97,398068.13,9.12
942633.43,21.6,7.98,398067.87,9.12
942685.36,21.61,7.99,398067.87,9.12
942549.15,21.61,7.99,398067.87,9.13
942601.08,21.61,7.99,398094.16,9.13
942601.08,21.61,7.99,398384.63,9.14
942653.02,21.62,8.0,398314.86,9.14
942375.0,21.62,7.99,398299.07,9.14
942092.18,21.61,7.99,398205.66,9.13
942893.16,21.63,8.01,400420.41,9.19
942756.95,21.64,8.02,400420.15,9.19
942978.27,21.64,8.02,400420.15,9.19
942949.56,21.65,8.03,399871.82,9.18
942642.04,21.64,8.02,399938.22,9.18
942863.36,21.65,8.03,399972.3,9.18
942727.15,21.65,8.03,399897.26,9.18
942650.15,21.65,8.03,402063.83,9.24
943375.81,21.68,8.06,401964.77,9.24
943239.61,21.68,8.06,401964.5,9.24
943125.43,21.68,8.06,401367.82,9.23
942989.23,21.68,8.06,401367.82,9.23
942853.02,21.68,8.06,401476.47,9.23
942586.54,21.68,8.06,400999.03,9.22
942059.7,21.67,8.05,400462.78,9.21
942119.5,21.67,8.05,400694.79,9.22
942347.56,21.68,8.06,400603.39,9.22
942399.5,21.68,8.06,400586.14,9.22
942399.5,21.68,8.06,400771.79,9.22
942263.29,21.69,8.07,401643.2,9.24
942472.32,21.7,8.08,401663.72,9.25
942472.32,21.7,8.08,401663.72,9.25
942693.64,21.7,8.08,401663.46,9.25
942497.99,21.7,8.08,401558.51,9.25
942361.78,21.71,8.08,401558.51,9.25
942193.44,21.7,8.08,401370.15,9.25
942040.89,21.7,8.08,401211.72,9.24
942040.89,21.7,8.08,401244.65,9.24
941904.68,21.7,8.08,401245.92,9.24
941506.49,21.69,8.07,400898.95,9.24
941508.35,21.69,8.07,400900.77,9.24
941372.14,21.7,8.08,401048.34,9.24
941372.14,21.7,8.08,400903.02,9.24
941074.62,21.69,8.07,401131.11,9.25
941048.69,21.7,8.08,402874.86,9.29
941969.75,21.72,8.1,402701.24,9.29
941651.89,21.72,8.1,402383.14,9.28
941921.33,21.73,8.1,402382.88,9.28
941973.26,21.73,8.11,402383.92,9.28
941820.71,21.73,8.11,402256.58,9.28
941570.75,21.73,8.11,401704.83,9.27
941622.69,21.73,8.11,401704.32,9.27
941486.48,21.73,8.11,401703.79,9.27
941538.41,21.74,8.12,401703.79,9.27
941538.41,21.74,8.12,401703.79,9.27
941480.56,21.74,8.12,401840.83,9.28
941344.35,21.74,8.12,401760.83,9.28
941344.35,21.74,8.12,401703.79,9.28
941396.28,21.75,8.12,402746.22,9.3
941617.6,21.75,8.13,403034.56,9.31
941669.54,21.76,8.14,403034.68,9.31
941372.01,21.75,8.13,402644.12,9.3
941235.8,21.76,8.14,402643.74,9.31
941235.8,21.76,8.14,402879.51,9.31
941287.74,21.76,8.14,402879.51,9.31
941459.55,21.77,8.15,402914.03,9.32
941680.87,21.78,8.16,402911.83,9.32
941852.68,21.78,8.16,402894.15,9.32
941904.61,21.79,8.17,402879.51,9.32
941725.16,21.79,8.16,402660.2,9.31
941427.63,21.78,8.16,403929.79,9.35
941599.44,21.79,8.17,404219.37,9.35
941463.24,21.79,8.17,404219.11,9.36
941327.03,21.79,8.17,404219.11,9.36
941378.96,21.8,8.18,404219.49,9.36
941242.76,21.8,8.18,404253.36,9.36
941470.82,21.81,8.19,404225.24,9.36
941274.89,21.8,8.18,404219.11,9.36
941116.75,21.8,8.18,404080.77,9.36
940980.54,21.8,8.18,404531.33,9.37
941152.35,21.81,8.19,404583.91,9.38
941373.67,21.82,8.2,404829.12,9.38
941545.49,21.82,8.2,404828.86,9.38
941253.33,21.82,8.2,404822.11,9.38
941117.13,21.82,8.2,404845.65,9.39
940980.92,21.82,8.2,404830.56,9.39
941032.85,21.83,8.21,404822.92,9.39
941084.79,21.83,8.21,404823.8,9.39
940948.58,21.84,8.22,405418.54,9.41
941000.51,21.84,8.22,405632.3,9.42
941052.44,21.85,8.23,405811.2,9.42
941104.38,21.85,8.23,405811.32,9.42
941113.49,21.85,8.23,405844.64,9.42
941341.56,21.86,8.24,405844.27,9.42
941205.35,21.86,8.24,405844.27,9.43
940911.08,21.86,8.24,405869.32,9.43
940633.07,21.85,8.23,405372.64,9.42
939543.42,21.87,8.25,405372.38,9.44
939628.82,21.87,8.25,405667.95,9.44
939628.82,21.87,8.25,405569.42,9.44
939492.62,21.87,8.25,405589.34,9.44
939664.43,21.88,8.26,405572.02,9.44
939716.36,21.89,8.26,405566.61,9.45
939937.68,21.89,8.27,405544.36,9.45
939640.16,21.89,8.27,406494.38,9.47
939503.95,21.89,8.27,406280.68,9.47
939555.88,21.9,8.27,406280.8,9.47
939276.02,21.89,8.27,405989.2,9.46
939139.82,21.89,8.27,405988.82,9.46
938951.8,21.89,8.27,405882.69,9.46
938673.79,21.88,8.26,405684.81,9.46
938901.85,21.89,8.27,405706.85,9.46
938953.79,21.9,8.28,405700.2,9.46
939005.72,21.9,8.28,405699.15,9.46
939057.65,21.91,8.29,405737.74,9.47
939109.58,21.91,8.29,405893.86,9.47
939364.64,21.92,8.3,407346.81,9.51
939416.57,21.93,8.31,407346.92,9.51
939122.3,21.92,8.3,407020.39,9.5
939174.23,21.93,8.31,407020.01,9.5
939346.04,21.94,8.32,407020.01,9.5
939567.36,21.94,8.32,407020.01,9.51
939256.1,21.94,8.32,406771.86,9.5
939119.9,21.94,8.32,406851.49,9.5
939171.83,21.95,8.32,406966.94,9.51
939035.62,21.95,8.33,406975.93,9.51
939207.43,21.95,8.33,408335.62,9.55
938909.91,21.95,8.33,408021.65,9.54
938631.89,21.95,8.32,407588.92,9.53
938683.82,21.95,8.33,407589.04,9.53
938495.81,21.95,8.33,407550.34,9.53
938359.6,21.95,8.33,407549.97,9.53
938223.4,21.95,8.33,407568.48,9.54
938223.4,21.95,8.33,407662.49,9.54
938275.33,21.96,8.34,407653.44,9.54
938327.26,21.96,8.34,407646.45,9.54
938379.19,21.97,8.35,407649.03,9.54
938607.26,21.98,8.35,408454.6,9.56
938659.19,21.98,8.36,408854.42,9.57
938711.12,21.99,8.37,408854.53,9.58
938416.85,21.98,8.36,408515.16,9.57
938468.78,21.99,8.37,408514.78,9.57
938332.58,21.99,8.37,408522.87,9.57
938384.51,21.99,8.37,408521.44,9.58
938248.31,22.0,8.38,408520.89,9.58
938112.1,22.0,8.38,408514.78,9.58
938164.03,22.0,8.38,409358.93,9.6
938432.16,22.01,8.39,409541.58,9.61
938419.09,22.01,8.39,409402.03,9.6
938157.83,22.01,8.39,409397.26,9.6
938425.96,22.02,8.4,409397.26,9.6
938316.79,22.02,8.39,409397.26,9.61
938180.58,22.02,8.4,409397.26,9.61
938232.51,22.02,8.4,409397.26,9.61
938460.58,22.03,8.41,409397.26,9.61
938460.58,22.03,8.41,409360.17,9.61
938460.58,22.03,8.41,409407.81,9.61
938245.41,22.03,8.41,409412.79,9.61
937951.14,22.02,8.4,409407.81,9.61
937633.04,22.02,8.4,409082.63,9.61
937642.35,22.02,8.4,409084.77,9.61
937694.29,22.02,8.4,409084.77,9.61
938015.93,22.03,8.41,409323.58,9.61
937949.34,22.03,8.41,409208.09,9.61
937688.08,22.03,8.41,409084.77,9.61
937956.21,22.03,8.41,409783.06,9.63
937820.0,22.04,8.42,409699.03,9.63
937820.0,22.04,8.42,409842.53,9.63
937732.49,22.04,8.41,410186.67,9.64
937960.55,22.04,8.42,410186.41,9.64
937683.74,22.04,8.42,409881.45,9.63
937547.53,22.04,8.42,409881.45,9.64
937547.53,22.04,8.42,409922.29,9.64
937411.33,22.04,8.42,409937.67,9.64
937275.12,22.04,8.42,409931.14,9.64
937446.93,22.05,8.43,409922.29,9.64
937162.66,22.05,8.43,410203.22,9.65
937214.59,22.05,8.43,410231.74,9.65
937078.39,22.05,8.43,410061.55,9.65
937250.2,22.06,8.44,410831.74,9.67
937422.01,22.07,8.45,410831.48,9.67
937285.8,22.07,8.45,410831.48,9.67
937285.8,22.07,8.45,410813.64,9.67
937285.8,22.07,8.45,410835.63,9.67
937007.79,22.07,8.45,410433.99,9.67
937059.72,22.07,8.45,410433.99,9.67
937111.65,22.08,8.46,410479.41,9.67
937283.46,22.09,8.46,410468.57,9.67
937504.78,22.09,8.47,410433.99,9.67
937556.71,22.1,8.48,410433.99,9.67
937556.71,22.1,8.48,410429.18,9.67
937608.65,22.1,8.48,412160.22,9.72
937292.68,22.1,8.48,411847.34,9.71
937104.67,22.09,8.47,411757.87,9.71
936968.46,22.1,8.48,411757.87,9.71
937020.39,22.1,8.48,411757.87,9.71
936884.19,22.1,8.48,411757.87,9.71
936936.12,22.11,8.49,411757.87,9.72
936638.59,22.1,8.48,411434.92,9.71
936502.39,22.11,8.49,411434.92,9.71
936504.25,22.11,8.49,411436.59,9.71
936556.18,22.11,8.49,411436.59,9.71
936278.17,22.11,8.49,410965.98,9.7
936499.49,22.12,8.49,411624.39,9.72
936363.28,22.12,8.5,411731.19,9.73
936372.59,22.12,8.5,411741.42,9.73
936424.53,22.12,8.5,411741.54,9.73
936476.46,22.13,8.51,411741.16,9.73
936320.18,22.13,8.51,411582.73,9.73
936372.12,22.13,8.51,411582.73,9.73
936372.12,22.13,8.51,411582.73,9.73
936543.93,22.14,8.52,411605.27,9.73
936595.86,22.14,8.52,411628.93,9.73
936459.65,22.15,8.53,411582.73,9.73
936162.13,22.14,8.52,411355.54,9.73
936025.92,22.14,8.52,412329.92,9.75
935837.91,22.14,8.52,412357.78,9.76
935889.84,22.15,8.53,412587.43,9.76
935753.63,22.15,8.53,412587.17,9.77
935805.56,22.15,8.53,412587.17,9.77
935669.36,22.16,8.53,412604.52,9.77
935890.68,22.16,8.54,412590.66,9.77
935942.61,22.17,8.55,412594.05,9.77
935806.41,22.17,8.55,412587.17,9.77
935508.88,22.17,8.55,413030.35,9.79
935560.81,22.17,8.55,413233.14,9.79
935782.13,22.18,8.56,413308.77,9.8
935645.93,22.18,8.56,413308.77,9.8
935697.86,22.19,8.57,413308.77,9.8
935749.79,22.19,8.57,413308.77,9.8
935801.72,22.2,8.58,413321.71,9.8
935534.2,22.19,8.57,413314.67,9.8
935256.18,22.19,8.57,412947.57,9.8
935119.98,22.19,8.57,412934.64,9.8
934983.77,22.19,8.57,413298.6,9.81
934847.57,22.19,8.57,413182.65,9.81
935075.63,22.2,8.58,413841.41,9.83
934781.36,22.2,8.58,413541.37,9.82
934833.29,22.2,8.58,413541.49,9.82
935061.36,22.21,8.59,413541.11,9.82
934925.15,22.21,8.59,413541.11,9.83
934788.95,22.22,8.59,413559.44,9.83
934840.88,22.22,8.6,413565.43,9.83
934704.68,22.22,8.6,413541.11,9.83
934568.47,22.23,8.6,414228.6,9.85
934432.26,22.23,8.61,414230.9,9.85
934432.26,22.23,8.61,414226.03,9.85
934284.02,22.23,8.6,414066.13,9.85
934284.02,22.23,8.6,414066.13,9.85
934553.46,22.23,8.61,414065.87,9.85
934605.39,22.24,8.62,414065.87,9.85
934469.19,22.24,8.62,414073.62,9.86
934221.97,22.24,8.62,414072.73,9.86
934393.78,22.25,8.62,414065.87,9.86
934445.72,22.25,8.63,414065.87,9.86
934497.65,22.26,8.64,414065.87,9.86
934366.34,22.26,8.64,415259.43,9.89
934630.88,22.27,8.65,415177.89,9.89
934383.67,22.26,8.64,415127.54,9.89
934227.39,22.26,8.64,414969.1,9.89
934011.37,22.26,8.64,414817.49,9.88
933875.16,22.26,8.64,414817.23,9.89
933927.09,22.26,8.64,414817.23,9.89
934148.41,22.27,8.65,414817.23,9.89
934200.35,22.28,8.66,414843.52,9.89
934372.16,22.28,8.66,414849.55,9.89
934184.14,22.28,8.66,414796.31,9.89
934047.94,22.28,8.66,414763.99,9.9
933911.73,22.29,8.67,415625.89,9.92
933633.71,22.28,8.66,415141.94,9.91
933685.65,22.29,8.67,415414.62,9.92
933368.32,22.28,8.66,415096.52,9.91
933070.79,22.28,8.66,415104.0,9.91
933122.72,22.28,8.66,415104.12,9.91
933344.04,22.29,8.67,415103.74,9.91
933344.04,22.29,8.67,415039.29,9.91
933395.98,22.29,8.67,415039.29,9.91
933259.77,22.3,8.68,415053.14,9.92
933514.83,22.31,8.69,415039.4,9.92
933514.83,22.31,8.69,415039.4,9.92
933378.62,22.31,8.69,415039.29,9.92
933430.55,22.31,8.69,415923.16,9.94
933294.35,22.32,8.7,415913.16,9.94
933158.14,22.32,8.7,415912.9,9.95
932860.62,22.31,8.69,416053.43,9.95
932724.41,22.32,8.69,416053.43,9.95
932588.21,22.32,8.7,416118.76,9.96
932816.27,22.33,8.7,416060.76,9.96
932988.08,22.33,8.71,416053.43,9.96
933040.02,22.34,8.72,416053.43,9.96
932778.75,22.33,8.71,415748.47,9.95
932642.55,22.34,8.72,416632.78,9.98
932648.14,22.34,8.72,416634.67,9.98
932700.07,22.34,8.72,416780.39,9.98
932382.14,22.34,8.72,416466.2,9.98
932204.13,22.33,8.71,416345.29,9.97
932256.06,22.34,8.72,416345.4,9.98
932256.06,22.34,8.72,416309.16,9.98
932427.87,22.35,8.73,416308.78,9.98
932350.13,22.35,8.72,416201.2,9.97
932355.71,22.35,8.72,416202.83,9.97
932407.65,22.35,8.73,416202.83,9.98
932271.44,22.35,8.73,416253.46,9.98
932492.76,22.36,8.74,416225.21,9.98
932544.69,22.37,8.75,416260.92,9.98
932764.97,22.37,8.75,417366.53,10.01
932628.77,22.38,8.76,417273.77,10.01
932331.24,22.37,8.75,417536.61,10.02
932195.03,22.37,8.75,417536.34,10.02
931912.23,22.37,8.75,417244.81,10.02
931759.68,22.37,8.75,417092.26,10.01
931623.48,22.37,8.75,417092.26,10.01
931435.46,22.37,8.74,416781.66,10.01
931656.78,22.37,8.75,416784.59,10.01
931828.59,22.38,8.76,416807.76,10.01
931692.39,22.38,8.76,417258.64,10.02
931394.86,22.38,8.76,417343.61,10.03
931456.6,22.38,8.76,417147.16,10.02
931353.93,22.39,8.77,417030.75,10.02
931179.75,22.39,8.77,417353.26,10.03
931401.08,22.4,8.78,417353.0,10.04
931572.89,22.4,8.78,417353.0,10.04
931275.36,22.4,8.78,417353.0,10.04
931496.68,22.41,8.79,417494.46,10.04
931548.61,22.41,8.79,417456.16,10.04
931287.72,22.41,8.79,417272.99,10.04
931339.65,22.41,8.79,417227.41,10.04
931339.65,22.41,8.79,417295.34,10.04
931391.58,22.42,8.8,417237.76,10.04
931391.58,22.42,8.8,417218.95,10.04
931094.06,22.41,8.79,417218.95,10.04
931145.99,22.42,8.8,418396.98,10.07
931009.78,22.42,8.8,418336.97,10.08
931231.1,22.43,8.81,418336.71,10.08
930933.58,22.43,8.81,418336.71,10.08
930797.37,22.43,8.81,418336.71,10.08
931025.44,22.44,8.82,418375.47,10.08
931197.25,22.44,8.82,418356.98,10.08
931061.04,22.45,8.83,418337.38,10.09
930766.77,22.44,8.82,419374.97,10.11
931004.64,22.45,8.83,418980.4,10.1
931066.51,22.46,8.83,418741.66,10.1
930910.57,22.46,8.84,419383.76,10.12
930772.43,22.45,8.83,419249.4,10.11
930490.9,22.45,8.83,418957.79,10.11
930662.71,22.46,8.84,418957.53,10.11
930714.65,22.46,8.84,418957.53,10.11
930578.44,22.46,8.84,418957.53,10.11
930289.54,22.46,8.84,418609.62,10.11
930153.34,22.46,8.84,418630.62,10.11
930325.15,22.47,8.85,418617.74,10.11
930546.47,22.48,8.86,418609.62,10.11
930248.94,22.47,8.85,419316.21,10.13
930070.92,22.47,8.85,419204.39,10.13
930070.92,22.47,8.85,419206.62,10.13
929076.86,22.45,8.83,418212.55,10.11
929128.79,22.46,8.84,418457.78,10.11
929300.6,22.46,8.84,418670.02,10.12
929472.41,22.47,8.85,418669.76,10.12
929693.73,22.48,8.86,418669.76,10.12
929745.66,22.49,8.87,418669.76,10.13
929609.46,22.49,8.87,418673.07,10.13
929609.46,22.49,8.87,418721.68,10.13
929473.25,22.49,8.87,418730.99,10.13
929473.25,22.49,8.87,418870.62,10.14
929525.19,22.5,8.88,418858.0,10.14
929227.66,22.49,8.87,419631.91,10.16
929453.88,22.5,8.88,419711.46,10.16
929461.33,22.5,8.88,419783.43,10.16
929456.98,22.5,8.88,419895.07,10.17
929216.21,22.5,8.88,419941.49,10.17
929268.14,22.51,8.89,419941.6,10.17
929489.46,22.51,8.89,419941.23,10.17
929297.94,22.51,8.89,419752.09,10.17
929161.73,22.51,8.89,419752.09,10.17
929333.54,22.52,8.9,419806.77,10.17
929385.47,22.53,8.91,419779.11,10.17
929097.95,22.52,8.9,419752.86,10.18
929149.88,22.53,8.91,419752.09,10.18
929013.67,22.53,8.91,420705.96,10.2
929235.0,22.54,8.92,420950.54,10.21
929098.79,22.54,8.92,420950.54,10.21
928899.7,22.54,8.92,420848.47,10.21
928899.7,22.54,8.92,420842.33,10.21
928951.63,22.54,8.92,420842.33,10.21
929003.56,22.55,8.93,420842.33,10.21
929055.49,22.55,8.93,420842.33,10.22
929005.49,22.55,8.93,420792.33,10.22
929226.81,22.56,8.94,420845.68,10.22
928929.29,22.56,8.94,420805.16,10.22
928793.08,22.56,8.94,420792.33,10.22
929014.4,22.57,8.95,421497.64,10.24
929018.13,22.57,8.95,421499.37,10.24
929018.13,22.57,8.95,421583.41,10.24
928720.6,22.56,8.94,421399.7,10.24
928941.92,22.57,8.95,421534.91,10.24
928870.04,22.57,8.95,421839.94,10.25
928733.83,22.57,8.95,421839.68,10.25
928905.65,22.58,8.96,421839.68,10.25
928905.65,22.58,8.96,421779.2,10.25
928905.65,22.58,8.96,421846.05,10.25
929160.7,22.59,8.97,421871.15,10.26
928849.44,22.58,8.96,421846.05,10.26
928901.37,22.59,8.97,421846.05,10.26
928765.17,22.59,8.97,422071.74,10.27
928817.1,22.6,8.98,421847.34,10.26
928869.03,22.6,8.98,421846.05,10.26
929090.35,22.61,8.99,423141.16,10.3
928792.83,22.61,8.99,422819.36,10.29
929020.89,22.61,8.99,422819.1,10.29
929020.89,22.61,8.99,422776.27,10.29
928726.62,22.61,8.99,422776.27,10.29
928898.43,22.62,9.0,422823.66,10.3
929119.75,22.63,9.0,422811.87,10.3
928904.11,22.62,9.0,422651.25,10.29
928911.56,22.62,9.0,422660.75,10.29
928917.15,22.62,9.0,422662.7,10.29
928780.94,22.62,9.0,422627.09,10.29
928780.94,22.62,9.0,422910.81,10.3
928832.87,22.63,9.01,422910.81,10.3
928535.35,22.62,9.0,423529.19,10.32
928540.93,22.62,9.0,423553.43,10.32
928388.38,22.62,9.0,423395.0,10.32
928388.38,22.62,9.0,423375.05,10.32
928440.32,22.63,9.01,423289.55,10.32
928309.01,22.63,9.01,423217.15,10.32
928525.43,22.64,9.02,423595.55,10.33
928389.23,22.64,9.02,423597.0,10.33
928294.75,22.64,9.02,423417.29,10.33
928158.54,22.64,9.02,423415.86,10.33
928207.68,22.64,9.02,423489.43,10.33
927915.53,22.64,9.02,423542.16,10.33
927779.32,22.64,9.02,423541.87,10.34
928034.38,22.65,9.03,423579.51,10.34
927846.58,22.65,9.03,423378.0,10.33
927898.51,22.65,9.03,423386.7,10.34
927762.31,22.65,9.03,423340.36,10.34
927626.1,22.66,9.04,423990.46,10.36
927489.9,22.66,9.04,423857.71,10.35
927489.9,22.66,9.04,423791.95,10.35
927711.22,22.67,9.05,423791.69,10.35
927413.69,22.66,9.04,423791.69,10.36
927635.01,22.67,9.05,423791.69,10.36
927635.01,22.67,9.05,425517.52,10.4
927498.81,22.67,9.05,424270.12,10.37
927550.74,22.68,9.06,423970.49,10.37
927544.55,22.68,9.06,426607.48,10.43
928108.9,22.7,9.08,426121.79,10.42
928280.71,22.71,9.09,426121.53,10.42
928198.66,22.71,9.09,425513.84,10.41
928062.46,22.71,9.09,425513.84,10.41
928062.46,22.71,9.09,425507.47,10.41
927717.36,22.71,9.09,424979.56,10.4
927581.16,22.71,9.09,424979.57,10.41
927633.09,22.72,9.1,425026.49,10.41
927685.02,22.72,9.1,424991.22,10.41
927736.95,22.73,9.11,424981.3,10.41
927788.89,22.74,9.11,424979.56,10.41
927487.38,22.73,9.11,424765.06,10.41
927707.66,22.74,9.12,426189.86,10.45
927935.73,22.75,9.13,426189.6,10.45
927641.45,22.74,9.12,426189.6,10.45
927369.02,22.74,9.12,426022.05,10.45
927420.96,22.74,9.12,426022.05,10.45
927420.96,22.74,9.12,425946.66,10.45
927284.75,22.75,9.12,425974.54,10.45
927336.68,22.75,9.13,425960.77,10.45
927157.02,22.75,9.13,425769.17,10.45
927378.34,22.76,9.14,425765.76,10.45
927430.27,22.76,9.14,425764.54,10.45
927132.75,22.76,9.14,426396.47,10.47
927354.07,22.77,9.14,426369.53,10.47
927574.35,22.77,9.15,426699.33,10.48
927438.14,22.78,9.16,426699.33,10.48
927490.07,22.78,9.16,426699.33,10.48
927542.0,22.79,9.17,426699.33,10.48
927547.59,22.79,9.17,426700.96,10.48
927599.52,22.79,9.17,426713.89,10.49
927302.0,22.79,9.17,426886.75,10.49
927522.28,22.8,9.18,426873.83,10.49
927743.6,22.81,9.19,426873.81,10.49
927592.32,22.8,9.18,426715.38,10.49
927456.12,22.81,9.18,427563.51,10.51
927508.05,22.81,9.19,428044.79,10.53
927508.05,22.81,9.19,428044.79,10.53
927371.84,22.81,9.19,428044.52,10.53
927183.83,22.81,9.19,427689.27,10.52
926886.3,22.81,9.18,427304.36,10.51
926619.82,22.8,9.18,427275.56,10.51
926847.88,22.81,9.19,427275.56,10.51
926711.68,22.81,9.19,427309.32,10.52
926883.49,22.82,9.2,427288.86,10.52
926727.21,22.82,9.2,427130.43,10.52
926591.01,22.82,9.2,427117.13,10.52
926642.94,22.82,9.2,427117.13,10.52
926506.74,22.83,9.21,427976.69,10.54
926249.22,22.82,9.2,427953.42,10.54
926249.22,22.82,9.2,427910.39,10.54
926256.67,22.82,9.2,427958.06,10.54
926125.48,22.83,9.2,427729.87,10.54
926297.29,22.83,9.21,427729.6,10.54
926161.08,22.84,9.21,427729.6,10.55
926382.4,22.84,9.22,427729.6,10.55
926094.88,22.84,9.22,427778.77,10.55
926316.2,22.85,9.23,427766.68,10.55
926137.95,22.84,9.22,427543.35,10.55
926001.75,22.85,9.23,427506.28,10.55
925875.34,22.85,9.23,428908.96,10.58
925937.21,22.85,9.23,428616.35,10.58
925780.93,22.85,9.23,428457.92,10.58
925771.75,22.85,9.23,428217.41,10.57
925993.07,22.86,9.24,428217.15,10.57
925919.59,22.86,9.24,428501.84,10.58
926048.6,22.87,9.25,428470.88,10.58
926220.41,22.87,9.25,428470.88,10.58
926220.41,22.87,9.25,428470.88,10.58
926084.2,22.88,9.26,428567.14,10.59
925817.72,22.87,9.25,428519.3,10.59
925510.2,22.87,9.25,428520.58,10.59
925355.78,22.86,9.24,428362.15,10.58
925219.58,22.87,9.25,428271.58,10.58
925271.51,22.87,9.25,428264.62,10.59
925271.51,22.87,9.25,428264.62,10.59
925135.31,22.87,9.25,428693.86,10.6
925356.63,22.88,9.26,428720.33,10.6
925059.1,22.88,9.26,428478.02,10.6
925111.03,22.88,9.26,428920.86,10.61
925332.35,22.89,9.27,428920.6,10.61
925504.16,22.9,9.28,428920.6,10.61
925326.15,22.9,9.28,428881.48,10.61
925038.62,22.89,9.27,428928.87,10.62
925038.62,22.89,9.27,428973.5,10.62
924860.6,22.89,9.27,429037.15,10.62
924912.54,22.9,9.27,428999.49,10.62
925133.86,22.9,9.28,428957.82,10.62
925185.79,22.91,9.29,428938.07,10.62
925859.31,22.93,9.31,432261.9,10.7
925902.86,22.93,9.31,431664.48,10.69
925766.65,22.93,9.31,431664.21,10.69
925706.9,22.94,9.32,431091.87,10.68
925570.69,22.94,9.32,431091.87,10.68
925247.82,22.94,9.32,430595.87,10.67
925475.88,22.94,9.32,430612.64,10.68
925647.7,22.95,9.33,430605.68,10.68
925699.63,22.96,9.34,430595.87,10.68
925546.98,22.96,9.33,430437.44,10.68
925546.98,22.96,9.33,430434.24,10.68
925802.04,22.96,9.34,430930.74,10.69
925853.97,22.97,9.35,431318.69,10.7
925569.7,22.97,9.35,430769.99,10.69
925621.63,22.97,9.35,431497.48,10.71
