ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
945,4068,3548310,6212,3548310
945,4068,3548630,6212,3548630
945,4068,3548630,6212,3548630
945,4068,3549630,6212,3549630
945,4068,3550100,6212,3550100
945,4068,3551100,6212,3551100
945,4068,3551100,6212,3551100
945,4068,3552100,6212,3552100
945,4068,3552570,6212,3552570
945,4068,3553220,6212,3553220
945,4068,3553550,6212,3553550
945,4068,3553550,6212,3553550
945,4068,3554550,6212,3554550
945,4068,3555200,6212,3555200
945,4068,3556010,6212,3556010
945,4068,3556820,6212,3556820
945,4068,3557820,6212,3557820
945,4068,3558820,6212,3558820
946,4076,3559820,6212,3559820
946,4076,3560630,6212,3560630
946,4076,3561440,6212,3561440
947,4084,3561910,6212,3561910
947,4084,3561910,6212,3561910
947,4084,3561910,6212,3561910
947,4084,3561910,6212,3561910
947,4084,3562910,6212,3562910
947,4084,3562910,6212,3562910
947,4084,3563910,6212,3563910
947,4084,3564020,6212,3564020
947,4084,3565020,6212,3565020
947,4084,3565490,6212,3565490
947,4084,3566490,6212,3566490
947,4084,3566810,6212,3566810
947,4084,3567810,6212,3567810
947,4084,3568810,6212,3568810
947,4084,3569810,6212,3569810
947,4084,3570810,6212,3570810
948,4092,3571810,6212,3571810
948,4092,3572280,6212,3572280
948,4092,3572830,6212,3572830
948,4092,3572830,6212,3572830
948,4092,3573300,6212,3573300
948,4092,3573300,6212,3573300
948,4092,3574300,6212,3574300
948,4092,3574300,6212,3574300
948,4092,3574300,6212,3574300
948,4092,3575300,6212,3575300
948,4092,3575620,6212,3575620
948,4092,3576620,6212,3576620
948,4092,3577090,6212,3577090
948,4092,3577900,6212,3577900
948,4092,3578900,6212,3578900
948,4092,3579710,6212,3579710
948,4092,3580710,6212,3580710
948,4092,3581710,6212,3581710
948,4092,3582520,6212,3582520
948,4092,3582840,6212,3582840
948,4092,3582840,6212,3582840
948,4092,3583840,6212,3583840
949,4100,3584840,6212,3584840
949,4100,3585650,6212,3585650
950,4108,3586300,6212,3586300
950,4108,3587110,6212,3587110
950,4108,3587110,6212,3587110
950,4108,3587110,6212,3587110
950,4108,3587110,6212,3587110
950,4108,3587580,6212,3587580
950,4108,3588050,6212,3588050
950,4108,3588370,6212,3588370
950,4108,3588370,6212,3588370
950,4108,3589370,6212,3589370
950,4108,3590370,6212,3590370
950,4108,3591370,6212,3591370
950,4108,3591370,6212,3591370
950,4108,3592370,6212,3592370
950,4108,3592370,6212,3592370
950,4108,3592840,6212,3592840
950,4108,3592840,6212,3592840
950,4108,3592840,6212,3592840
950,4108,3593840,6212,3593840
950,4108,3594840,6212,3594840
950,4108,3595160,6212,3595160
950,4108,3595970,6212,3595970
950,4108,3596780,6212,3596780
950,4108,3597010,6212,3597010
950,4108,3598010,6212,3598010
950,4108,3598820,6212,3598820
951,4116,3599820,6212,3599820
951,4116,3600820,6212,3600820
951,4116,3601820,6212,3601820
951,4116,3602820,6212,3602820
951,4116,3603820,6212,3603820
951,4116,3604290,6212,3604290
951,4116,3604290,6212,3604290
952,4124,3612290,6212,3612290
953,4132,3612760,6212,3612760
953,4132,3613230,6212,3613230
953,4132,3614040,6212,3614040
953,4132,3614850,6212,3614850
953,4132,3615850,6212,3615850
953,4132,3616400,6212,3616400
953,4132,3616870,6212,3616870
953,4132,3617870,6212,3617870
953,4132,3618870,6212,3618870
953,4132,3619680,6212,3619680
954,4140,3620680,6212,3620680
954,4140,3621150,6212,3621150
954,4140,3621150,6212,3621150
954,4140,3621620,6212,3621620
954,4140,3622620,6212,3622620
954,4140,3623620,6212,3623620
954,4140,3624430,6212,3624430
954,4140,3625430,6212,3625430
954,4140,3626430,6212,3626430
955,4148,3627240,6212,3627240
955,4148,3628240,6212,3628240
955,4148,3629050,6212,3629050
955,4148,3630050,6212,3630050
955,4148,3631050,6212,3631050
955,4148,3631050,6212,3631050
955,4148,3631700,6212,3631700
955,4148,3632350,6212,3632350
955,4148,3632350,6212,3632350
955,4148,3632820,6212,3632820
955,4148,3633140,6212,3633140
955,4148,3633950,6212,3633950
955,4148,3634600,6212,3634600
955,4148,3634760,6212,3634760
955,4148,3634920,6212,3634920
955,4148,3635380,6212,3635380
956,4156,3643380,6212,3643380
957,4164,3644380,6212,3644380
957,4164,3645380,6212,3645380
957,4164,3646030,6212,3646030
957,4164,3647030,6212,3647030
957,4164,3647500,6212,3647500
957,4164,3648500,6212,3648500
957,4164,3649500,6212,3649500
958,4172,3650310,6212,3650310
958,4172,3651310,6212,3651310
958,4172,3652120,6212,3652120
958,4172,3652930,6212,3652930
958,4172,3653740,6212,3653740
958,4172,3654390,6212,3654390
958,4172,3655200,6212,3655200
958,4172,3656200,6212,3656200
958,4172,3656850,6212,3656850
958,4172,3657660,6212,3657660
958,4172,3657890,6212,3657890
959,4180,3658700,6212,3658700
959,4180,3659510,6212,3659510
959,4180,3660510,6212,3660510
959,4180,3660510,6212,3660510
959,4180,3661320,6212,3661320
959,4180,3661970,6212,3661970
959,4180,3662290,6212,3662290
960,4188,3663290,6212,3663290
960,4188,3663760,6212,3663760
960,4188,3664080,6212,3664080
960,4188,3665080,6212,3665080
960,4188,3665080,6212,3665080
960,4188,3665550,6212,3665550
960,4188,3665550,6212,3665550
960,4188,3666360,6212,3666360
960,4188,3667360,6212,3667360
960,4188,3667360,6212,3667360
960,4188,3668360,6212,3668360
960,4188,3669360,6212,3669360
960,4188,3670360,6212,3670360
960,4188,3671360,6212,3671360
960,4188,3672170,6212,3672170
960,4188,3672640,6212,3672640
960,4188,3673110,6212,3673110
961,4196,3673920,6212,3673920
961,4196,3674080,6212,3674080
961,4196,3674080,6212,3674080
961,4196,3674890,6212,3674890
961,4196,3674890,6212,3674890
961,4196,3674890,6212,3674890
961,4196,3675700,6212,3675700
961,4196,3676350,6212,3676350
961,4196,3676940,6212,3676940
961,4196,3676940,6212,3676940
961,4196,3677260,6212,3677260
961,4196,3678260,6212,3678260
961,4196,3678260,6212,3678260
962,4204,3679260,6212,3679260
962,4204,3679730,6212,3679730
962,4204,3680730,6212,3680730
962,4204,3681730,6212,3681730
962,4204,3682540,6212,3682540
962,4204,3683540,6212,3683540
962,4204,3684540,6212,3684540
962,4204,3685350,6212,3685350
962,4204,3686350,6212,3686350
963,4212,3687160,6212,3687160
963,4212,3688160,6212,3688160
963,4212,3688630,6212,3688630
963,4212,3689630,6212,3689630
964,4220,3690630,6212,3690630
964,4220,3691100,6212,3691100
964,4220,3692100,6212,3692100
964,4220,3692100,6212,3692100
964,4220,3692650,6212,3692650
964,4220,3692650,6212,3692650
964,4220,3693650,6212,3693650
964,4220,3694460,6212,3694460
964,4220,3695460,6212,3695460
964,4220,3696110,6212,3696110
964,4220,3696920,6212,3696920
964,4220,3697390,6212,3697390
964,4220,3698390,6212,3698390
964,4220,3699200,6212,3699200
964,4220,3700200,6212,3700200
964,4220,3701200,6212,3701200
964,4220,3702010,6212,3702010
965,4228,3702820,6212,3702820
965,4228,3703050,6212,3703050
965,4228,3703370,6212,3703370
965,4228,3704020,6212,3704020
966,4236,3705020,6212,3705020
966,4236,3705020,6212,3705020
966,4236,3705480,6212,3705480
966,4236,3706480,6212,3706480
966,4236,3706480,6212,3706480
966,4236,3707290,6212,3707290
966,4236,3707940,6212,3707940
966,4236,3708410,6212,3708410
966,4236,3709410,6212,3709410
966,4236,3710410,6212,3710410
966,4236,3710870,6212,3710870
966,4236,3711680,6212,3711680
966,4236,3712150,6212,3712150
966,4236,3712380,6212,3712380
966,4236,3713380,6212,3713380
966,4236,3713850,6212,3713850
966,4236,3713850,6212,3713850
966,4236,3714320,6212,3714320
966,4236,3715320,6212,3715320
966,4236,3716320,6212,3716320
966,4236,3716320,6212,3716320
967,4244,3717130,6212,3717130
967,4244,3717600,6212,3717600
967,4244,3718410,6212,3718410
967,4244,3718880,6212,3718880
967,4244,3719340,6212,3719340
967,4244,3719810,6212,3719810
968,4252,3720810,6212,3720810
968,4252,3720810,6212,3720810
968,4252,3721360,6212,3721360
968,4252,3722360,6212,3722360
968,4252,3723360,6212,3723360
968,4252,3724010,6212,3724010
968,4252,3725010,6212,3725010
968,4252,3726010,6212,3726010
968,4252,3726330,6212,3726330
968,4252,3726330,6212,3726330
968,4252,3727140,6212,3727140
968,4252,3728140,6212,3728140
968,4252,3728790,6212,3728790
969,4260,3729600,6212,3729600
969,4260,3730070,6212,3730070
969,4260,3730720,6212,3730720
969,4260,3731720,6212,3731720
970,4268,3732720,6212,3732720
970,4268,3733720,6212,3733720
970,4268,3734190,6212,3734190
970,4268,3735000,6212,3735000
970,4268,3736000,6212,3736000
970,4268,3736810,6212,3736810
970,4268,3737810,6212,3737810
970,4268,3738460,6212,3738460
970,4268,3739460,6212,3739460
970,4268,3740460,6212,3740460
970,4268,3741110,6212,3741110
970,4268,3741110,6212,3741110
970,4268,3741430,6212,3741430
970,4268,3741430,6212,3741430
970,4268,3741900,6212,3741900
970,4268,3741900,6212,3741900
970,4268,3742220,6212,3742220
970,4268,3742540,6212,3742540
970,4268,3742770,6212,3742770
970,4268,3743770,6212,3743770
970,4268,3744770,6212,3744770
971,4276,3745360,6212,3745360
971,4276,3745360,6212,3745360
971,4276,3746170,6212,3746170
971,4276,3746170,6212,3746170
971,4276,3746170,6212,3746170
971,4276,3747170,6212,3747170
971,4276,3747980,6212,3747980
971,4276,3748980,6212,3748980
971,4276,3748980,6212,3748980
972,4284,3749980,6212,3749980
972,4284,3750630,6212,3750630
972,4284,3751440,6212,3751440
972,4284,3752250,6212,3752250
972,4284,3753250,6212,3753250
972,4284,3753570,6212,3753570
972,4284,3754570,6212,3754570
972,4284,3755570,6212,3755570
972,4284,3756380,6212,3756380
972,4284,3756850,6212,3756850
972,4284,3757660,6212,3757660
973,4292,3758140,6212,3758140
973,4292,3758950,6212,3758950
973,4292,3759950,6212,3759950
973,4292,3760270,6212,3760270
973,4292,3760270,6212,3760270
973,4292,3760730,6212,3760730
973,4292,3761320,6212,3761320
973,4292,3762320,6212,3762320
973,4292,3762640,6212,3762640
973,4292,3763110,6212,3763110
973,4292,3763110,6212,3763110
973,4292,3764110,6212,3764110
973,4292,3764580,6212,3764580
973,4292,3765230,6212,3765230
974,4300,3766230,6212,3766230
974,4300,3767230,6212,3767230
974,4300,3768230,6212,3768230
974,4300,3768230,6212,3768230
974,4300,3769230,6212,3769230
974,4300,3769700,6212,3769700
974,4300,3769700,6212,3769700
974,4300,3770700,6212,3770700
974,4300,3771510,6212,3771510
974,4300,3772510,6212,3772510
974,4300,3772830,6212,3772830
974,4300,3773300,6212,3773300
974,4300,3773770,6212,3773770
974,4300,3773770,6212,3773770
974,4300,3773990,6212,3773990
975,4308,3774800,6212,3774800
975,4308,3775270,6212,3775270
975,4308,3776080,6212,3776080
975,4308,3776550,6212,3776550
975,4308,3777550,6212,3777550
975,4308,3777870,6212,3777870
975,4308,3778330,6212,3778330
975,4308,3778800,6212,3778800
975,4308,3779450,6212,3779450
975,4308,3780450,6212,3780450
975,4308,3780920,6212,3780920
975,4308,3781920,6212,3781920
975,4308,3782730,6212,3782730
976,4316,3783730,6212,3783730
976,4316,3783730,6212,3783730
976,4316,3784730,6212,3784730
976,4316,3785730,6212,3785730
976,4316,3786540,6212,3786540
976,4316,3787540,6212,3787540
976,4316,3787770,6212,3787770
976,4316,3788770,6212,3788770
976,4316,3789770,6212,3789770
976,4316,3789770,6212,3789770
976,4316,3790770,6212,3790770
976,4316,3790770,6212,3790770
976,4316,3790770,6212,3790770
977,4324,3791580,6212,3791580
977,4324,3792580,6212,3792580
977,4324,3792580,6212,3792580
978,4332,3793580,6212,3793580
978,4332,3794170,6212,3794170
978,4332,3795170,6212,3795170
978,4332,3795820,6212,3795820
978,4332,3796290,6212,3796290
978,4332,3796760,6212,3796760
978,4332,3796980,6212,3796980
978,4332,3797980,6212,3797980
978,4332,3798980,6212,3798980
978,4332,3799630,6212,3799630
978,4332,3799850,6212,3799850
978,4332,3800850,6212,3800850
978,4332,3801850,6212,3801850
978,4332,3801850,6212,3801850
978,4332,3803850,6212,3803850
978,4332,3804660,6212,3804660
978,4332,3804660,6212,3804660
978,4332,3805470,6212,3805470
978,4332,3806470,6212,3806470
978,4332,3807470,6212,3807470
979,4340,3815470,6212,3815470
980,4348,3816470,6212,3816470
980,4348,3817020,6212,3817020
980,4348,3817490,6212,3817490
980,4348,3817810,6212,3817810
980,4348,3818810,6212,3818810
980,4348,3819180,6212,3819180
981,4356,3819990,6212,3819990
981,4356,3820990,6212,3820990
981,4356,3821800,6212,3821800
981,4356,3821800,6212,3821800
981,4356,3822800,6212,3822800
981,4356,3823610,6212,3823610
981,4356,3824080,6212,3824080
981,4356,3825080,6212,3825080
981,4356,3826080,6212,3826080
981,4356,3827080,6212,3827080
981,4356,3828080,6212,3828080
982,4364,3829080,6212,3829080
982,4364,3830080,6212,3830080
982,4364,3830300,6212,3830300
982,4364,3830300,6212,3830300
982,4364,3831300,6212,3831300
982,4364,3831770,6212,3831770
982,4364,3832770,6212,3832770
982,4364,3833090,6212,3833090
983,4372,3841090,6212,3841090
983,4372,3841550,6212,3841550
983,4372,3842360,6212,3842360
983,4372,3843360,6212,3843360
983,4372,3844170,6212,3844170
983,4372,3845170,6212,3845170
983,4372,3845170,6212,3845170
983,4372,3846170,6212,3846170
983,4372,3846490,6212,3846490
983,4372,3847300,6212,3847300
983,4372,3847770,6212,3847770
984,4380,3848580,6212,3848580
985,4388,3849580,6212,3849580
985,4388,3849580,6212,3849580
985,4388,3849900,6212,3849900
985,4388,3849900,6212,3849900
985,4388,3849900,6212,3849900
985,4388,3850900,6212,3850900
985,4388,3851370,6212,3851370
985,4388,3851840,6212,3851840
985,4388,3852310,6212,3852310
985,4388,3853310,6212,3853310
985,4388,3853860,6212,3853860
985,4388,3854860,6212,3854860
985,4388,3855860,6212,3855860
985,4388,3855860,6212,3855860
985,4388,3856860,6212,3856860
985,4388,3857670,6212,3857670
985,4388,3857900,6212,3857900
985,4388,3858370,6212,3858370
985,4388,3858600,6212,3858600
985,4388,3858600,6212,3858600
985,4388,3859410,6212,3859410
985,4388,3860410,6212,3860410
985,4388,3861410,6212,3861410
985,4388,3861410,6212,3861410
985,4388,3862410,6212,3862410
985,4388,3863000,6212,3863000
985,4388,3863230,6212,3863230
986,4396,3863880,6212,3863880
986,4396,3863880,6212,3863880
986,4396,3864350,6212,3864350
986,4396,3864820,6212,3864820
986,4396,3864980,6212,3864980
986,4396,3864980,6212,3864980
987,4404,3865980,6212,3865980
987,4404,3866980,6212,3866980
987,4404,3867980,6212,3867980
987,4404,3868980,6212,3868980
987,4404,3869790,6212,3869790
987,4404,3870790,6212,3870790
987,4404,3871020,6212,3871020
987,4404,3872020,6212,3872020
987,4404,3872340,6212,3872340
988,4412,3873340,6212,3873340
988,4412,3873340,6212,3873340
988,4412,3873810,6212,3873810
988,4412,3874280,6212,3874280
988,4412,3874750,6212,3874750
988,4412,3874750,6212,3874750
988,4412,3875560,6212,3875560
988,4412,3876030,6212,3876030
988,4412,3876840,6212,3876840
988,4412,3877840,6212,3877840
988,4412,3878840,6212,3878840
989,4420,3879650,6212,3879650
989,4420,3880120,6212,3880120
989,4420,3881120,6212,3881120
989,4420,3882120,6212,3882120
989,4420,3882930,6212,3882930
989,4420,3883250,6212,3883250
989,4420,3884250,6212,3884250
989,4420,3885250,6212,3885250
989,4420,3885250,6212,3885250
989,4420,3885250,6212,3885250
989,4420,3886250,6212,3886250
990,4428,3887250,6212,3887250
990,4428,3887620,6212,3887620
990,4428,3887620,6212,3887620
990,4428,3887620,6212,3887620
990,4428,3888170,6212,3888170
990,4428,3888640,6212,3888640
990,4428,3889640,6212,3889640
990,4428,3890450,6212,3890450
990,4428,3891450,6212,3891450
990,4428,3891770,6212,3891770
990,4428,3891770,6212,3891770
990,4428,3892770,6212,3892770
990,4428,3893240,6212,3893240
990,4428,3893890,6212,3893890
990,4428,3893890,6212,3893890
990,4428,3894890,6212,3894890
990,4428,3895360,6212,3895360
990,4428,3895820,6212,3895820
990,4428,3896140,6212,3896140
990,4428,3897140,6212,3897140
991,4436,3897950,6212,3897950
991,4436,3898270,6212,3898270
991,4436,3899270,6212,3899270
991,4436,3900080,6212,3900080
991,4436,3900890,6212,3900890
991,4436,3901360,6212,3901360
991,4436,3901830,6212,3901830
991,4436,3902640,6212,3902640
991,4436,3902640,6212,3902640
991,4436,3902870,6212,3902870
991,4436,3903870,6212,3903870
991,4436,3904870,6212,3904870
992,4444,3905870,6212,3905870
992,4444,3906340,6212,3906340
992,4444,3907340,6212,3907340
992,4444,3908340,6212,3908340
992,4444,3909340,6212,3909340
992,4444,3909340,6212,3909340
992,4444,3909340,6212,3909340
992,4444,3910340,6212,3910340
992,4444,3911340,6212,3911340
992,4444,3911340,6212,3911340
992,4444,3911710,6212,3911710
992,4444,3912710,6212,3912710
992,4444,3912710,6212,3912710
992,4444,3912710,6212,3912710
992,4444,3913710,6212,3913710
993,4452,3914710,6212,3914710
993,4452,3915520,6212,3915520
993,4452,3916520,6212,3916520
993,4452,3917520,6212,3917520
994,4460,3917990,6212,3917990
994,4460,3918460,6212,3918460
994,4460,3919270,6212,3919270
994,4460,3920270,6212,3920270
994,4460,3921270,6212,3921270
994,4460,3922270,6212,3922270
994,4460,3923270,6212,3923270
994,4460,3923270,6212,3923270
994,4460,3924270,6212,3924270
995,4468,3925270,6212,3925270
995,4468,3926270,6212,3926270
995,4468,3926270,6212,3926270
995,4468,3927080,6212,3927080
995,4468,3929080,6212,3929080
995,4468,3929080,6212,3929080
995,4468,3929080,6212,3929080
995,4468,3930080,6212,3930080
995,4468,3931080,6212,3931080
995,4468,3932080,6212,3932080
995,4468,3932730,6212,3932730
995,4468,3932780,6212,3932780
995,4468,3933240,6212,3933240
995,4468,3933470,6212,3933470
995,4468,3933470,6212,3933470
995,4468,3934470,6212,3934470
995,4468,3935280,6212,3935280
995,4468,3935750,6212,3935750
995,4468,3935750,6212,3935750
995,4468,3936750,6212,3936750
995,4468,3937560,6212,3937560
995,4468,3938560,6212,3938560
995,4468,3939030,6212,3939030
996,4476,3939840,6212,3939840
996,4476,3940650,6212,3940650
996,4476,3940970,6212,3940970
996,4476,3941620,6212,3941620
997,4484,3942620,6212,3942620
997,4484,3943620,6212,3943620
997,4484,3944090,6212,3944090
997,4484,3945090,6212,3945090
997,4484,3945900,6212,3945900
997,4484,3946490,6212,3946490
997,4484,3946490,6212,3946490
997,4484,3946950,6212,3946950
997,4484,3947950,6212,3947950
997,4484,3948410,6212,3948410
997,4484,3948570,6212,3948570
997,4484,3949040,6212,3949040
997,4484,3950040,6212,3950040
997,4484,3950690,6212,3950690
998,4492,3958690,6212,3958690
998,4492,3959160,6212,3959160
999,4500,3959970,6212,3959970
999,4500,3960290,6212,3960290
999,4500,3960880,6212,3960880
999,4500,3961530,6212,3961530
999,4500,3962000,6212,3962000
999,4500,3962470,6212,3962470
999,4500,3963470,6212,3963470
999,4500,3964280,6212,3964280
999,4500,3965280,6212,3965280
1000,4508,3966280,6212,3966280
1000,4508,3967280,6212,3967280
1000,4508,3968280,6212,3968280
1000,4508,3968750,6212,3968750
1000,4508,3968750,6212,3968750
1000,4508,3969750,6212,3969750
1000,4508,3969750,6212,3969750
1001,4516,3970220,6212,3970220
1001,4516,3971030,6212,3971030
1001,4516,3971840,6212,3971840
1001,4516,3972840,6212,3972840
1001,4516,3973650,6212,3973650
1001,4516,3974650,6212,3974650
1001,4516,3975650,6212,3975650
1001,4516,3976460,6212,3976460
1001,4516,3976920,6212,3976920
1001,4516,3977920,6212,3977920
1002,4524,3978920,6212,3978920
1002,4524,3978920,6212,3978920
1002,4524,3978920,6212,3978920
1002,4524,3979400,6212,3979400
1002,4524,3980400,6212,3980400
1002,4524,3980870,6212,3980870
1002,4524,3981340,6212,3981340
1002,4524,3982150,6212,3982150
1002,4524,3982960,6212,3982960
1002,4524,3983960,6212,3983960
1002,4524,3983960,6212,3983960
1002,4524,3984430,6212,3984430
1002,4524,3984430,6212,3984430
1002,4524,3985430,6212,3985430
1002,4524,3986430,6212,3986430
1002,4524,3987240,6212,3987240
1002,4524,3988240,6212,3988240
1003,4532,3989050,6212,3989050
1003,4532,3989860,6212,3989860
1003,4532,3990670,6212,3990670
1003,4532,3990670,6212,3990670
1003,4532,3990670,6212,3990670
1003,4532,3991140,6212,3991140
1003,4532,3992140,6212,3992140
1003,4532,3993140,6212,3993140
1003,4532,3993140,6212,3993140
1004,4540,3994140,6212,3994140
1004,4540,3994950,6212,3994950
1004,4540,3995950,6212,3995950
1004,4540,3995950,6212,3995950
1004,4540,3996950,6212,3996950
1004,4540,3996950,6212,3996950
1004,4540,3997420,6212,3997420
1004,4540,3998420,6212,3998420
1004,4540,3999420,6212,3999420
1004,4540,4000420,6212,4000420
1004,4540,4001230,6212,4001230
1004,4540,4002230,6212,4002230
1004,4540,4003040,6212,4003040
1004,4540,4003040,6212,4003040
1004,4540,4003040,6212,4003040
1004,4540,4003040,6212,4003040
1004,4540,4003850,6212,4003850
1005,4548,4004850,6212,4004850
1005,4548,4005850,6212,4005850
1005,4548,4006320,6212,4006320
1005,4548,4007320,6212,4007320
1006,4556,4008130,6212,4008130
1006,4556,4009130,6212,4009130
1006,4556,4009940,6212,4009940
1006,4556,4010940,6212,4010940
1006,4556,4011530,6212,4011530
1006,4556,4012530,6212,4012530
1006,4556,4013530,6212,4013530
1006,4556,4014000,6212,4014000
1006,4556,4014000,6212,4014000
1006,4556,4014810,6212,4014810
1006,4556,4015810,6212,4015810
1006,4556,4015810,6212,4015810
1006,4556,4016620,6212,4016620
1006,4556,4016620,6212,4016620
1006,4556,4017620,6212,4017620
1006,4556,4018090,6212,4018090
1006,4556,4018900,6212,4018900
1006,4556,4018900,6212,4018900
1006,4556,4018900,6212,4018900
1006,4556,4019250,6212,4019250
1006,4556,4019410,6212,4019410
1007,4564,4020410,6212,4020410
1007,4564,4021410,6212,4021410
1007,4564,4022410,6212,4022410
1007,4564,4022880,6212,4022880
1007,4564,4023350,6212,4023350
1007,4564,4024350,6212,4024350
1007,4564,4025350,6212,4025350
1007,4564,4025680,6212,4025680
1008,4572,4026140,6212,4026140
1008,4572,4026460,6212,4026460
1008,4572,4027270,6212,4027270
1008,4572,4028080,6212,4028080
1008,4572,4028550,6212,4028550
1008,4572,4029020,6212,4029020
1008,4572,4030020,6212,4030020
1008,4572,4030490,6212,4030490
1009,4580,4031490,6212,4031490
1009,4580,4032080,6212,4032080
1009,4580,4033080,6212,4033080
1009,4580,4034080,6212,4034080
1009,4580,4035080,6212,4035080
1009,4580,4035540,6212,4035540
1009,4580,4035540,6212,4035540
1009,4580,4035540,6212,4035540
1009,4580,4036540,6212,4036540
1009,4580,4037540,6212,4037540
1009,4580,4038010,6212,4038010
1009,4580,4039010,6212,4039010
1009,4580,4039820,6212,4039820
1009,4580,4040820,6212,4040820
1010,4588,4041820,6212,4041820
1010,4588,4042290,6212,4042290
1011,4596,4043100,6212,4043100
1011,4596,4044100,6212,4044100
1012,4604,4046100,6212,4046100
1013,4612,4054100,6212,4054100
1013,4612,4055100,6212,4055100
1013,4612,4055570,6212,4055570
1013,4612,4056040,6212,4056040
1013,4612,4057040,6212,4057040
1013,4612,4057850,6212,4057850
1013,4612,4058850,6212,4058850
1013,4612,4059170,6212,4059170
1013,4612,4060170,6212,4060170
1014,4620,4061170,6212,4061170
1014,4620,4062170,6212,4062170
1014,4620,4063170,6212,4063170
1014,4620,4064170,6212,4064170
1014,4620,4064630,6212,4064630
1014,4620,4065630,6212,4065630
1014,4620,4066630,6212,4066630
1014,4620,4067440,6212,4067440
1014,4620,4068440,6212,4068440
1014,4620,4068670,6212,4068670
1014,4620,4068670,6212,4068670
1014,4620,4069670,6212,4069670
1015,4628,4070670,6212,4070670
1015,4628,4071140,6212,4071140
1015,4628,4071460,6212,4071460
1015,4628,4071460,6212,4071460
1015,4628,4071920,6212,4071920
1015,4628,4072510,6212,4072510
1015,4628,4073510,6212,4073510
1015,4628,4074510,6212,4074510
1015,4628,4075510,6212,4075510
1015,4628,4076320,6212,4076320
1015,4628,4076970,6212,4076970
1016,4636,4077780,6212,4077780
1016,4636,4078240,6212,4078240
1016,4636,4079050,6212,4079050
1016,4636,4080050,6212,4080050
1016,4636,4080860,6212,4080860
1016,4636,4081670,6212,4081670
1016,4636,4082140,6212,4082140
1016,4636,4082790,6212,4082790
1016,4636,4083790,6212,4083790
1016,4636,4084790,6212,4084790
1016,4636,4084790,6212,4084790
1016,4636,4085440,6212,4085440
1016,4636,4085910,6212,4085910
1017,4644,4086910,6212,4086910
1018,4652,4087720,6212,4087720
1018,4652,4088040,6212,4088040
1018,4652,4088360,6212,4088360
1018,4652,4089360,6212,4089360
1018,4652,4090170,6212,4090170
1018,4652,4090640,6212,4090640
1018,4652,4091640,6212,4091640
1018,4652,4091640,6212,4091640
1018,4652,4092640,6212,4092640
1018,4652,4093450,6212,4093450
1018,4652,4093920,6212,4093920
1018,4652,4093920,6212,4093920
1018,4652,4094920,6212,4094920
1018,4652,4095920,6212,4095920
1018,4652,4096510,6212,4096510
1018,4652,4097320,6212,4097320
1019,4660,4098320,6212,4098320
1019,4660,4099320,6212,4099320
1019,4660,4100320,6212,4100320
1019,4660,4101130,6212,4101130
1019,4660,4101290,6212,4101290
1019,4660,4102290,6212,4102290
1019,4660,4102840,6212,4102840
1019,4660,4102950,6212,4102950
1019,4660,4102950,6212,4102950
1020,4668,4103760,6212,4103760
1020,4668,4103760,6212,4103760
1020,4668,4104570,6212,4104570
1020,4668,4105570,6212,4105570
1020,4668,4106380,6212,4106380
1020,4668,4106540,6212,4106540
1020,4668,4107540,6212,4107540
1020,4668,4108010,6212,4108010
1020,4668,4109010,6212,4109010
1020,4668,4110010,6212,4110010
1020,4668,4110480,6212,4110480
1020,4668,4110710,6212,4110710
1020,4668,4111080,6212,4111080
1020,4668,4112080,6212,4112080
1020,4668,4112550,6212,4112550
1020,4668,4113550,6212,4113550
1020,4668,4114360,6212,4114360
1021,4676,4115360,6212,4115360
1021,4676,4116360,6212,4116360
1021,4676,4117170,6212,4117170
1021,4676,4117980,6212,4117980
1021,4676,4118790,6212,4118790
1022,4684,4119260,6212,4119260
1022,4684,4119260,6212,4119260
1022,4684,4119730,6212,4119730
1022,4684,4120730,6212,4120730
1022,4684,4121200,6212,4121200
1022,4684,4122200,6212,4122200
1022,4684,4122660,6212,4122660
1022,4684,4122980,6212,4122980
1022,4684,4123450,6212,4123450
1022,4684,4123450,6212,4123450
1022,4684,4123450,6212,4123450
1022,4684,4123920,6212,4123920
1022,4684,4124920,6212,4124920
1022,4684,4125730,6212,4125730
1022,4684,4126730,6212,4126730
1023,4692,4127730,6212,4127730
1023,4692,4128050,6212,4128050
1023,4692,4129050,6212,4129050
1023,4692,4130050,6212,4130050
1023,4692,4131050,6212,4131050
1023,4692,4132050,6212,4132050
1023,4692,4132860,6212,4132860
