ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
725,2308,1906440,6212,1906440
725,2308,1907250,6212,1907250
725,2308,1907250,6212,1907250
725,2308,1907720,6212,1907720
725,2308,1908190,6212,1908190
725,2308,1908660,6212,1908660
725,2308,1909660,6212,1909660
725,2308,1909980,6212,1909980
725,2308,1910980,6212,1910980
725,2308,1911980,6212,1911980
725,2308,1912300,6212,1912300
725,2308,1913110,6212,1913110
725,2308,1913920,6212,1913920
725,2308,1914920,6212,1914920
726,2316,1915920,6212,1915920
726,2316,1916570,6212,1916570
726,2316,1916570,6212,1916570
727,2324,1917380,6212,1917380
727,2324,1917380,6212,1917380
727,2324,1918030,6212,1918030
727,2324,1918030,6212,1918030
727,2324,1919030,6212,1919030
727,2324,1919400,6212,1919400
727,2324,1919720,6212,1919720
727,2324,1919830,6212,1919830
727,2324,1920640,6212,1920640
727,2324,1921190,6212,1921190
727,2324,1922190,6212,1922190
727,2324,1922840,6212,1922840
727,2324,1923000,6212,1923000
727,2324,1924000,6212,1924000
727,2324,1925000,6212,1925000
727,2324,1925290,6212,1925290
727,2324,1926290,6212,1926290
727,2324,1926940,6212,1926940
727,2324,1927940,6212,1927940
727,2324,1928940,6212,1928940
728,2332,1929940,6212,1929940
728,2332,1930400,6212,1930400
728,2332,1930720,6212,1930720
728,2332,1931190,6212,1931190
728,2332,1931660,6212,1931660
728,2332,1932130,6212,1932130
729,2340,1932590,6212,1932590
729,2340,1933590,6212,1933590
729,2340,1934400,6212,1934400
729,2340,1935400,6212,1935400
729,2340,1936400,6212,1936400
729,2340,1937400,6212,1937400
729,2340,1938400,6212,1938400
729,2340,1939210,6212,1939210
729,2340,1939440,6212,1939440
729,2340,1939910,6212,1939910
729,2340,1940910,6212,1940910
729,2340,1940910,6212,1940910
729,2340,1941910,6212,1941910
730,2348,1942910,6212,1942910
730,2348,1943910,6212,1943910
730,2348,1944910,6212,1944910
730,2348,1945020,6212,1945020
730,2348,1945490,6212,1945490
730,2348,1946490,6212,1946490
730,2348,1946490,6212,1946490
730,2348,1946490,6212,1946490
730,2348,1946490,6212,1946490
730,2348,1947490,6212,1947490
730,2348,1947810,6212,1947810
730,2348,1948130,6212,1948130
730,2348,1949130,6212,1949130
730,2348,1949130,6212,1949130
730,2348,1950130,6212,1950130
730,2348,1951130,6212,1951130
730,2348,1951130,6212,1951130
730,2348,1951450,6212,1951450
731,2356,1952450,6212,1952450
731,2356,1952450,6212,1952450
731,2356,1953260,6212,1953260
731,2356,1954070,6212,1954070
731,2356,1954720,6212,1954720
731,2356,1955720,6212,1955720
731,2356,1955950,6212,1955950
731,2356,1955950,6212,1955950
731,2356,1955950,6212,1955950
731,2356,1956950,6212,1956950
732,2364,1964950,6212,1964950
732,2364,1965760,6212,1965760
732,2364,1966760,6212,1966760
732,2364,1967760,6212,1967760
732,2364,1967760,6212,1967760
732,2364,1968760,6212,1968760
732,2364,1969080,6212,1969080
733,2372,1969890,6212,1969890
733,2372,1970050,6212,1970050
733,2372,1970280,6212,1970280
733,2372,1970930,6212,1970930
734,2380,1971930,6212,1971930
734,2380,1972740,6212,1972740
734,2380,1972740,6212,1972740
734,2380,1973740,6212,1973740
734,2380,1974210,6212,1974210
734,2380,1974210,6212,1974210
735,2388,1982210,6212,1982210
735,2388,1982680,6212,1982680
735,2388,1983680,6212,1983680
735,2388,1984490,6212,1984490
735,2388,1984960,6212,1984960
735,2388,1985960,6212,1985960
735,2388,1986960,6212,1986960
735,2388,1987120,6212,1987120
735,2388,1987930,6212,1987930
735,2388,1987930,6212,1987930
735,2388,1988930,6212,1988930
735,2388,1989250,6212,1989250
735,2388,1990250,6212,1990250
735,2388,1991250,6212,1991250
735,2388,1991720,6212,1991720
735,2388,1991720,6212,1991720
735,2388,1991720,6212,1991720
735,2388,1991940,6212,1991940
735,2388,1992260,6212,1992260
735,2388,1992260,6212,1992260
735,2388,1993260,6212,1993260
736,2396,1994260,6212,1994260
736,2396,1994260,6212,1994260
736,2396,1994730,6212,1994730
736,2396,1995730,6212,1995730
736,2396,1996730,6212,1996730
736,2396,1997730,6212,1997730
736,2396,1998100,6212,1998100
736,2396,1998910,6212,1998910
737,2404,1999560,6212,1999560
737,2404,1999560,6212,1999560
737,2404,2000560,6212,2000560
737,2404,2001030,6212,2001030
737,2404,2002030,6212,2002030
737,2404,2003030,6212,2003030
737,2404,2003840,6212,2003840
737,2404,2004160,6212,2004160
737,2404,2004970,6212,2004970
737,2404,2005440,6212,2005440
737,2404,2006090,6212,2006090
737,2404,2006090,6212,2006090
738,2412,2007090,6212,2007090
738,2412,2007410,6212,2007410
738,2412,2008220,6212,2008220
738,2412,2009220,6212,2009220
738,2412,2009870,6212,2009870
738,2412,2010870,6212,2010870
738,2412,2011680,6212,2011680
738,2412,2011910,6212,2011910
738,2412,2011910,6212,2011910
738,2412,2012020,6212,2012020
739,2420,2012570,6212,2012570
739,2420,2013570,6212,2013570
739,2420,2014220,6212,2014220
739,2420,2014690,6212,2014690
739,2420,2014690,6212,2014690
739,2420,2014690,6212,2014690
739,2420,2015690,6212,2015690
739,2420,2016040,6212,2016040
739,2420,2017040,6212,2017040
739,2420,2017040,6212,2017040
739,2420,2017500,6212,2017500
739,2420,2017500,6212,2017500
739,2420,2018310,6212,2018310
739,2420,2019310,6212,2019310
739,2420,2019310,6212,2019310
739,2420,2019630,6212,2019630
739,2420,2020220,6212,2020220
739,2420,2020220,6212,2020220
740,2428,2021220,6212,2021220
740,2428,2021770,6212,2021770
740,2428,2022770,6212,2022770
740,2428,2022770,6212,2022770
740,2428,2023770,6212,2023770
740,2428,2024770,6212,2024770
740,2428,2024770,6212,2024770
740,2428,2024770,6212,2024770
740,2428,2025090,6212,2025090
740,2428,2026090,6212,2026090
740,2428,2026740,6212,2026740
740,2428,2027550,6212,2027550
741,2436,2028200,6212,2028200
741,2436,2029200,6212,2029200
741,2436,2029200,6212,2029200
741,2436,2029670,6212,2029670
741,2436,2030670,6212,2030670
742,2444,2031670,6212,2031670
742,2444,2032670,6212,2032670
742,2444,2032990,6212,2032990
742,2444,2033990,6212,2033990
742,2444,2034990,6212,2034990
742,2444,2035310,6212,2035310
742,2444,2035470,6212,2035470
742,2444,2036120,6212,2036120
742,2444,2037120,6212,2037120
742,2444,2038120,6212,2038120
742,2444,2038120,6212,2038120
742,2444,2038930,6212,2038930
742,2444,2039930,6212,2039930
742,2444,2040930,6212,2040930
742,2444,2041930,6212,2041930
742,2444,2042930,6212,2042930
743,2452,2043930,6212,2043930
743,2452,2044930,6212,2044930
743,2452,2045740,6212,2045740
743,2452,2046740,6212,2046740
743,2452,2047550,6212,2047550
743,2452,2048550,6212,2048550
743,2452,2049200,6212,2049200
743,2452,2050200,6212,2050200
743,2452,2050670,6212,2050670
743,2452,2051480,6212,2051480
743,2452,2052480,6212,2052480
744,2460,2052940,6212,2052940
744,2460,2053400,6212,2053400
744,2460,2053400,6212,2053400
744,2460,2053870,6212,2053870
744,2460,2054680,6212,2054680
744,2460,2054680,6212,2054680
744,2460,2055680,6212,2055680
744,2460,2056680,6212,2056680
744,2460,2056910,6212,2056910
744,2460,2057140,6212,2057140
745,2468,2058140,6212,2058140
745,2468,2058140,6212,2058140
745,2468,2058790,6212,2058790
745,2468,2058790,6212,2058790
745,2468,2059260,6212,2059260
745,2468,2060070,6212,2060070
745,2468,2060070,6212,2060070
745,2468,2060390,6212,2060390
745,2468,2061390,6212,2061390
745,2468,2061860,6212,2061860
745,2468,2062450,6212,2062450
745,2468,2063040,6212,2063040
745,2468,2064040,6212,2064040
745,2468,2065040,6212,2065040
745,2468,2065040,6212,2065040
745,2468,2065510,6212,2065510
746,2476,2065980,6212,2065980
746,2476,2066980,6212,2066980
746,2476,2067210,6212,2067210
746,2476,2067210,6212,2067210
746,2476,2068020,6212,2068020
746,2476,2068830,6212,2068830
746,2476,2068830,6212,2068830
746,2476,2069640,6212,2069640
746,2476,2070450,6212,2070450
746,2476,2071450,6212,2071450
746,2476,2071450,6212,2071450
746,2476,2071920,6212,2071920
746,2476,2072920,6212,2072920
746,2476,2073920,6212,2073920
746,2476,2074920,6212,2074920
747,2484,2075920,6212,2075920
747,2484,2076570,6212,2076570
747,2484,2077570,6212,2077570
747,2484,2078570,6212,2078570
747,2484,2079570,6212,2079570
747,2484,2079890,6212,2079890
747,2484,2080440,6212,2080440
747,2484,2081250,6212,2081250
747,2484,2082250,6212,2082250
748,2492,2083060,6212,2083060
748,2492,2083530,6212,2083530
748,2492,2083990,6212,2083990
748,2492,2084640,6212,2084640
748,2492,2085640,6212,2085640
748,2492,2085640,6212,2085640
748,2492,2086640,6212,2086640
748,2492,2086640,6212,2086640
748,2492,2086640,6212,2086640
748,2492,2086640,6212,2086640
748,2492,2086640,6212,2086640
748,2492,2087640,6212,2087640
749,2500,2088640,6212,2088640
749,2500,2089450,6212,2089450
749,2500,2089920,6212,2089920
749,2500,2090240,6212,2090240
749,2500,2091240,6212,2091240
749,2500,2092240,6212,2092240
749,2500,2092400,6212,2092400
749,2500,2093400,6212,2093400
749,2500,2094050,6212,2094050
749,2500,2095050,6212,2095050
749,2500,2095510,6212,2095510
749,2500,2095510,6212,2095510
749,2500,2096320,6212,2096320
749,2500,2097130,6212,2097130
749,2500,2098130,6212,2098130
749,2500,2099130,6212,2099130
750,2508,2099600,6212,2099600
750,2508,2100190,6212,2100190
750,2508,2101190,6212,2101190
751,2516,2102190,6212,2102190
751,2516,2103190,6212,2103190
751,2516,2104190,6212,2104190
751,2516,2105190,6212,2105190
751,2516,2106190,6212,2106190
751,2516,2106190,6212,2106190
751,2516,2107190,6212,2107190
751,2516,2108190,6212,2108190
751,2516,2109190,6212,2109190
752,2524,2110190,6212,2110190
752,2524,2110660,6212,2110660
752,2524,2111470,6212,2111470
752,2524,2111690,6212,2111690
752,2524,2111690,6212,2111690
752,2524,2111800,6212,2111800
752,2524,2111800,6212,2111800
752,2524,2112800,6212,2112800
752,2524,2113610,6212,2113610
752,2524,2114420,6212,2114420
752,2524,2115230,6212,2115230
752,2524,2116230,6212,2116230
752,2524,2117230,6212,2117230
752,2524,2117700,6212,2117700
752,2524,2118700,6212,2118700
752,2524,2119700,6212,2119700
752,2524,2120700,6212,2120700
752,2524,2121700,6212,2121700
753,2532,2122700,6212,2122700
753,2532,2123170,6212,2123170
753,2532,2123980,6212,2123980
753,2532,2124980,6212,2124980
754,2540,2125790,6212,2125790
754,2540,2126260,6212,2126260
754,2540,2127260,6212,2127260
754,2540,2128070,6212,2128070
754,2540,2128070,6212,2128070
754,2540,2129070,6212,2129070
754,2540,2130070,6212,2130070
754,2540,2130880,6212,2130880
754,2540,2131880,6212,2131880
755,2548,2132880,6212,2132880
755,2548,2133880,6212,2133880
755,2548,2134690,6212,2134690
755,2548,2135160,6212,2135160
755,2548,2136160,6212,2136160
755,2548,2137160,6212,2137160
755,2548,2138160,6212,2138160
755,2548,2139160,6212,2139160
755,2548,2140160,6212,2140160
755,2548,2140970,6212,2140970
755,2548,2141970,6212,2141970
756,2556,2142970,6212,2142970
756,2556,2143620,6212,2143620
756,2556,2143670,6212,2143670
756,2556,2143670,6212,2143670
756,2556,2144480,6212,2144480
757,2564,2145130,6212,2145130
757,2564,2145130,6212,2145130
757,2564,2146130,6212,2146130
757,2564,2147130,6212,2147130
757,2564,2147130,6212,2147130
757,2564,2147600,6212,2147600
757,2564,2148070,6212,2148070
757,2564,2149070,6212,2149070
757,2564,2149880,6212,2149880
757,2564,2150880,6212,2150880
757,2564,2150880,6212,2150880
757,2564,2151880,6212,2151880
757,2564,2152690,6212,2152690
757,2564,2152690,6212,2152690
757,2564,2153690,6212,2153690
757,2564,2153690,6212,2153690
757,2564,2154160,6212,2154160
757,2564,2155160,6212,2155160
757,2564,2156160,6212,2156160
757,2564,2156970,6212,2156970
758,2572,2157970,6212,2157970
758,2572,2158130,6212,2158130
758,2572,2159130,6212,2159130
758,2572,2160130,6212,2160130
758,2572,2161130,6212,2161130
759,2580,2169130,6212,2169130
759,2580,2170130,6212,2170130
759,2580,2170130,6212,2170130
759,2580,2170360,6212,2170360
759,2580,2171360,6212,2171360
759,2580,2171360,6212,2171360
759,2580,2172360,6212,2172360
759,2580,2173360,6212,2173360
760,2588,2174360,6212,2174360
760,2588,2174830,6212,2174830
760,2588,2175830,6212,2175830
760,2588,2175830,6212,2175830
760,2588,2176640,6212,2176640
760,2588,2176800,6212,2176800
760,2588,2177800,6212,2177800
760,2588,2178120,6212,2178120
760,2588,2178930,6212,2178930
760,2588,2179930,6212,2179930
761,2596,2180740,6212,2180740
761,2596,2181740,6212,2181740
761,2596,2182740,6212,2182740
761,2596,2183740,6212,2183740
761,2596,2184090,6212,2184090
761,2596,2185090,6212,2185090
761,2596,2185560,6212,2185560
761,2596,2186370,6212,2186370
761,2596,2187180,6212,2187180
762,2604,2189180,6212,2189180
763,2612,2190180,6212,2190180
763,2612,2190650,6212,2190650
763,2612,2191120,6212,2191120
763,2612,2191590,6212,2191590
763,2612,2192590,6212,2192590
763,2612,2193590,6212,2193590
763,2612,2194590,6212,2194590
763,2612,2194910,6212,2194910
763,2612,2195910,6212,2195910
763,2612,2196910,6212,2196910
763,2612,2197910,6212,2197910
763,2612,2198910,6212,2198910
763,2612,2198910,6212,2198910
763,2612,2199380,6212,2199380
764,2620,2200380,6212,2200380
764,2620,2200850,6212,2200850
764,2620,2201500,6212,2201500
764,2620,2202500,6212,2202500
764,2620,2202500,6212,2202500
764,2620,2202500,6212,2202500
764,2620,2203500,6212,2203500
764,2620,2203820,6212,2203820
764,2620,2204410,6212,2204410
765,2628,2204870,6212,2204870
765,2628,2205190,6212,2205190
765,2628,2206190,6212,2206190
765,2628,2207000,6212,2207000
765,2628,2207470,6212,2207470
765,2628,2208470,6212,2208470
765,2628,2208940,6212,2208940
765,2628,2209940,6212,2209940
765,2628,2210940,6212,2210940
765,2628,2211750,6212,2211750
765,2628,2212300,6212,2212300
765,2628,2212950,6212,2212950
765,2628,2213420,6212,2213420
765,2628,2214420,6212,2214420
766,2636,2215420,6212,2215420
766,2636,2215890,6212,2215890
766,2636,2216210,6212,2216210
766,2636,2217210,6212,2217210
766,2636,2217530,6212,2217530
766,2636,2218530,6212,2218530
766,2636,2219530,6212,2219530
766,2636,2220000,6212,2220000
766,2636,2221000,6212,2221000
766,2636,2221810,6212,2221810
767,2644,2222620,6212,2222620
767,2644,2222940,6212,2222940
767,2644,2223940,6212,2223940
767,2644,2224260,6212,2224260
767,2644,2225260,6212,2225260
767,2644,2226260,6212,2226260
767,2644,2226260,6212,2226260
768,2652,2227260,6212,2227260
768,2652,2227730,6212,2227730
768,2652,2228200,6212,2228200
768,2652,2228790,6212,2228790
768,2652,2229790,6212,2229790
768,2652,2230600,6212,2230600
768,2652,2231410,6212,2231410
768,2652,2232220,6212,2232220
768,2652,2233220,6212,2233220
768,2652,2233870,6212,2233870
768,2652,2234870,6212,2234870
768,2652,2235870,6212,2235870
768,2652,2236190,6212,2236190
768,2652,2237190,6212,2237190
768,2652,2237660,6212,2237660
768,2652,2237890,6212,2237890
768,2652,2238210,6212,2238210
768,2652,2238530,6212,2238530
768,2652,2239530,6212,2239530
768,2652,2240530,6212,2240530
768,2652,2240850,6212,2240850
768,2652,2240850,6212,2240850
768,2652,2240850,6212,2240850
768,2652,2241310,6212,2241310
769,2660,2242120,6212,2242120
769,2660,2242770,6212,2242770
769,2660,2242770,6212,2242770
769,2660,2243580,6212,2243580
769,2660,2244390,6212,2244390
769,2660,2244860,6212,2244860
769,2660,2245320,6212,2245320
769,2660,2245970,6212,2245970
770,2668,2246970,6212,2246970
770,2668,2246970,6212,2246970
770,2668,2247780,6212,2247780
770,2668,2248780,6212,2248780
770,2668,2249780,6212,2249780
770,2668,2250780,6212,2250780
770,2668,2250780,6212,2250780
770,2668,2251780,6212,2251780
770,2668,2252780,6212,2252780
770,2668,2253430,6212,2253430
770,2668,2254430,6212,2254430
770,2668,2254750,6212,2254750
770,2668,2255750,6212,2255750
771,2676,2256560,6212,2256560
771,2676,2256910,6212,2256910
772,2684,2257910,6212,2257910
772,2684,2257910,6212,2257910
772,2684,2257910,6212,2257910
772,2684,2258910,6212,2258910
772,2684,2259560,6212,2259560
772,2684,2260560,6212,2260560
772,2684,2261370,6212,2261370
772,2684,2262180,6212,2262180
772,2684,2263180,6212,2263180
772,2684,2263180,6212,2263180
772,2684,2263410,6212,2263410
772,2684,2264060,6212,2264060
772,2684,2264870,6212,2264870
772,2684,2265870,6212,2265870
772,2684,2266190,6212,2266190
772,2684,2267190,6212,2267190
772,2684,2267350,6212,2267350
772,2684,2267820,6212,2267820
772,2684,2268820,6212,2268820
772,2684,2268820,6212,2268820
772,2684,2269630,6212,2269630
773,2692,2270280,6212,2270280
773,2692,2271090,6212,2271090
774,2700,2272090,6212,2272090
774,2700,2272090,6212,2272090
774,2700,2272560,6212,2272560
774,2700,2273030,6212,2273030
774,2700,2273490,6212,2273490
774,2700,2274490,6212,2274490
774,2700,2274490,6212,2274490
774,2700,2274760,6212,2274760
774,2700,2275760,6212,2275760
774,2700,2276760,6212,2276760
774,2700,2277080,6212,2277080
774,2700,2278080,6212,2278080
774,2700,2278890,6212,2278890
774,2700,2279890,6212,2279890
774,2700,2280890,6212,2280890
774,2700,2281360,6212,2281360
774,2700,2282360,6212,2282360
774,2700,2283170,6212,2283170
774,2700,2283980,6212,2283980
774,2700,2284980,6212,2284980
774,2700,2285450,6212,2285450
774,2700,2286260,6212,2286260
774,2700,2287260,6212,2287260
775,2708,2288260,6212,2288260
776,2716,2288910,6212,2288910
776,2716,2289140,6212,2289140
776,2716,2289610,6212,2289610
776,2716,2290420,6212,2290420
776,2716,2290740,6212,2290740
776,2716,2291740,6212,2291740
776,2716,2292740,6212,2292740
776,2716,2293740,6212,2293740
776,2716,2294740,6212,2294740
776,2716,2295290,6212,2295290
776,2716,2296100,6212,2296100
776,2716,2296570,6212,2296570
776,2716,2297570,6212,2297570
776,2716,2298570,6212,2298570
776,2716,2299570,6212,2299570
777,2724,2300570,6212,2300570
777,2724,2301570,6212,2301570
777,2724,2302570,6212,2302570
777,2724,2302570,6212,2302570
777,2724,2303160,6212,2303160
777,2724,2303160,6212,2303160
777,2724,2304160,6212,2304160
777,2724,2305160,6212,2305160
777,2724,2306160,6212,2306160
777,2724,2307160,6212,2307160
777,2724,2308160,6212,2308160
777,2724,2308710,6212,2308710
778,2732,2309260,6212,2309260
779,2740,2310260,6212,2310260
779,2740,2311260,6212,2311260
779,2740,2311720,6212,2311720
779,2740,2312530,6212,2312530
779,2740,2313340,6212,2313340
779,2740,2314340,6212,2314340
779,2740,2314810,6212,2314810
779,2740,2315620,6212,2315620
779,2740,2316090,6212,2316090
779,2740,2316900,6212,2316900
779,2740,2317710,6212,2317710
779,2740,2318710,6212,2318710
779,2740,2319710,6212,2319710
779,2740,2320710,6212,2320710
779,2740,2321520,6212,2321520
779,2740,2322520,6212,2322520
780,2748,2323330,6212,2323330
780,2748,2323800,6212,2323800
780,2748,2324800,6212,2324800
780,2748,2324800,6212,2324800
780,2748,2325610,6212,2325610
781,2756,2326610,6212,2326610
781,2756,2326930,6212,2326930
781,2756,2326930,6212,2326930
781,2756,2327930,6212,2327930
781,2756,2328160,6212,2328160
781,2756,2329160,6212,2329160
781,2756,2330160,6212,2330160
781,2756,2330970,6212,2330970
781,2756,2331970,6212,2331970
781,2756,2332970,6212,2332970
781,2756,2333780,6212,2333780
781,2756,2334250,6212,2334250
781,2756,2335060,6212,2335060
781,2756,2336060,6212,2336060
782,2764,2337060,6212,2337060
782,2764,2337060,6212,2337060
782,2764,2337870,6212,2337870
782,2764,2338460,6212,2338460
783,2772,2339270,6212,2339270
783,2772,2339740,6212,2339740
783,2772,2339740,6212,2339740
783,2772,2340330,6212,2340330
783,2772,2341330,6212,2341330
783,2772,2341330,6212,2341330
783,2772,2341880,6212,2341880
783,2772,2342880,6212,2342880
783,2772,2343110,6212,2343110
783,2772,2344110,6212,2344110
783,2772,2344580,6212,2344580
783,2772,2345580,6212,2345580
783,2772,2346580,6212,2346580
783,2772,2347580,6212,2347580
783,2772,2348170,6212,2348170
783,2772,2348980,6212,2348980
783,2772,2349980,6212,2349980
783,2772,2350630,6212,2350630
783,2772,2351440,6212,2351440
784,2780,2352250,6212,2352250
785,2788,2353250,6212,2353250
785,2788,2354060,6212,2354060
785,2788,2355060,6212,2355060
785,2788,2356060,6212,2356060
785,2788,2357060,6212,2357060
785,2788,2358060,6212,2358060
785,2788,2358650,6212,2358650
785,2788,2359120,6212,2359120
785,2788,2359930,6212,2359930
785,2788,2360930,6212,2360930
785,2788,2361400,6212,2361400
785,2788,2362210,6212,2362210
785,2788,2362210,6212,2362210
785,2788,2362860,6212,2362860
785,2788,2362860,6212,2362860
785,2788,2363510,6212,2363510
785,2788,2364510,6212,2364510
786,2796,2365510,6212,2365510
787,2804,2365980,6212,2365980
787,2804,2366790,6212,2366790
787,2804,2367790,6212,2367790
787,2804,2368790,6212,2368790
787,2804,2369600,6212,2369600
787,2804,2370600,6212,2370600
787,2804,2371070,6212,2371070
787,2804,2372070,6212,2372070
787,2804,2372880,6212,2372880
787,2804,2373880,6212,2373880
787,2804,2374880,6212,2374880
787,2804,2375690,6212,2375690
787,2804,2375910,6212,2375910
787,2804,2376720,6212,2376720
788,2812,2377720,6212,2377720
788,2812,2378190,6212,2378190
788,2812,2379190,6212,2379190
788,2812,2380000,6212,2380000
788,2812,2380160,6212,2380160
789,2820,2380970,6212,2380970
789,2820,2381440,6212,2381440
789,2820,2381440,6212,2381440
789,2820,2382440,6212,2382440
789,2820,2383440,6212,2383440
789,2820,2384250,6212,2384250
789,2820,2384720,6212,2384720
789,2820,2385720,6212,2385720
789,2820,2386720,6212,2386720
789,2820,2387720,6212,2387720
789,2820,2387720,6212,2387720
789,2820,2388720,6212,2388720
789,2820,2388720,6212,2388720
789,2820,2389040,6212,2389040
789,2820,2389590,6212,2389590
789,2820,2390060,6212,2390060
789,2820,2390060,6212,2390060
789,2820,2390530,6212,2390530
789,2820,2391530,6212,2391530
789,2820,2392000,6212,2392000
789,2820,2392650,6212,2392650
789,2820,2392880,6212,2392880
790,2828,2393880,6212,2393880
790,2828,2394880,6212,2394880
790,2828,2395690,6212,2395690
790,2828,2396690,6212,2396690
790,2828,2396910,6212,2396910
790,2828,2397910,6212,2397910
790,2828,2398720,6212,2398720
790,2828,2399720,6212,2399720
790,2828,2400720,6212,2400720
790,2828,2400720,6212,2400720
791,2836,2401190,6212,2401190
791,2836,2401660,6212,2401660
791,2836,2401980,6212,2401980
791,2836,2402450,6212,2402450
791,2836,2403450,6212,2403450
791,2836,2404260,6212,2404260
791,2836,2405260,6212,2405260
792,2844,2406260,6212,2406260
792,2844,2406260,6212,2406260
792,2844,2406260,6212,2406260
792,2844,2407260,6212,2407260
792,2844,2407580,6212,2407580
792,2844,2408580,6212,2408580
792,2844,2409580,6212,2409580
792,2844,2410580,6212,2410580
792,2844,2410580,6212,2410580
792,2844,2410580,6212,2410580
792,2844,2411580,6212,2411580
792,2844,2412230,6212,2412230
792,2844,2413040,6212,2413040
792,2844,2414040,6212,2414040
792,2844,2414510,6212,2414510
792,2844,2414980,6212,2414980
792,2844,2415630,6212,2415630
792,2844,2416440,6212,2416440
792,2844,2416660,6212,2416660
792,2844,2416660,6212,2416660
792,2844,2416880,6212,2416880
792,2844,2417200,6212,2417200
792,2844,2417670,6212,2417670
793,2852,2418320,6212,2418320
793,2852,2418320,6212,2418320
793,2852,2418320,6212,2418320
794,2860,2419320,6212,2419320
794,2860,2419320,6212,2419320
794,2860,2420130,6212,2420130
794,2860,2420780,6212,2420780
794,2860,2420780,6212,2420780
794,2860,2421590,6212,2421590
794,2860,2421590,6212,2421590
794,2860,2422060,6212,2422060
794,2860,2423060,6212,2423060
794,2860,2424060,6212,2424060
794,2860,2425060,6212,2425060
794,2860,2425870,6212,2425870
794,2860,2426870,6212,2426870
794,2860,2426870,6212,2426870
794,2860,2427190,6212,2427190
794,2860,2428190,6212,2428190
794,2860,2428660,6212,2428660
794,2860,2429470,6212,2429470
794,2860,2429790,6212,2429790
794,2860,2430790,6212,2430790
794,2860,2431790,6212,2431790
795,2868,2432790,6212,2432790
795,2868,2432790,6212,2432790
795,2868,2433600,6212,2433600
796,2876,2434070,6212,2434070
796,2876,2434540,6212,2434540
796,2876,2434540,6212,2434540
796,2876,2435540,6212,2435540
796,2876,2436010,6212,2436010
796,2876,2437010,6212,2437010
796,2876,2437120,6212,2437120
796,2876,2437770,6212,2437770
796,2876,2438420,6212,2438420
796,2876,2439420,6212,2439420
796,2876,2439420,6212,2439420
796,2876,2439970,6212,2439970
796,2876,2440970,6212,2440970
796,2876,2441190,6212,2441190
796,2876,2441410,6212,2441410
796,2876,2442410,6212,2442410
796,2876,2443410,6212,2443410
796,2876,2444220,6212,2444220
796,2876,2445030,6212,2445030
796,2876,2445500,6212,2445500
796,2876,2445820,6212,2445820
796,2876,2446290,6212,2446290
796,2876,2446510,6212,2446510
796,2876,2446510,6212,2446510
796,2876,2447510,6212,2447510
797,2884,2447980,6212,2447980
797,2884,2448200,6212,2448200
797,2884,2448520,6212,2448520
797,2884,2448990,6212,2448990
797,2884,2449150,6212,2449150
797,2884,2449620,6212,2449620
797,2884,2450430,6212,2450430
798,2892,2451430,6212,2451430
798,2892,2451890,6212,2451890
798,2892,2452700,6212,2452700
798,2892,2452700,6212,2452700
798,2892,2453510,6212,2453510
798,2892,2454160,6212,2454160
798,2892,2454970,6212,2454970
798,2892,2455080,6212,2455080
798,2892,2455450,6212,2455450
798,2892,2456450,6212,2456450
798,2892,2457450,6212,2457450
798,2892,2457450,6212,2457450
798,2892,2458450,6212,2458450
798,2892,2459450,6212,2459450
798,2892,2460260,6212,2460260
799,2900,2461070,6212,2461070
799,2900,2461530,6212,2461530
799,2900,2462530,6212,2462530
799,2900,2463340,6212,2463340
799,2900,2463810,6212,2463810
800,2908,2464810,6212,2464810
800,2908,2465180,6212,2465180
800,2908,2466180,6212,2466180
800,2908,2466650,6212,2466650
800,2908,2466650,6212,2466650
800,2908,2466650,6212,2466650
800,2908,2467650,6212,2467650
800,2908,2468120,6212,2468120
800,2908,2469120,6212,2469120
800,2908,2470120,6212,2470120
800,2908,2470710,6212,2470710
800,2908,2471260,6212,2471260
800,2908,2471730,6212,2471730
800,2908,2472730,6212,2472730
800,2908,2473730,6212,2473730
800,2908,2474540,6212,2474540
800,2908,2475540,6212,2475540
801,2916,2476350,6212,2476350
801,2916,2477160,6212,2477160
801,2916,2477970,6212,2477970
801,2916,2478780,6212,2478780
802,2924,2479780,6212,2479780
802,2924,2479780,6212,2479780
802,2924,2480780,6212,2480780
802,2924,2481250,6212,2481250
802,2924,2481720,6212,2481720
802,2924,2482720,6212,2482720
802,2924,2483720,6212,2483720
802,2924,2484530,6212,2484530
802,2924,2484530,6212,2484530
