ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9b1b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
913885.03,21.43,7.83,385893.19,9.05
913603.3,21.43,7.83,385488.23,9.04
913325.31,21.42,7.82,385199.7,9.03
913204.28,21.42,7.83,385962.62,9.05
913204.28,21.42,7.83,385962.62,9.05
913086.35,21.42,7.83,385432.36,9.04
912917.43,21.43,7.83,385197.74,9.04
912917.43,21.43,7.83,385197.74,9.04
912635.7,21.42,7.82,384906.07,9.03
912499.74,21.42,7.83,384905.87,9.04
912499.74,21.42,7.83,384905.87,9.04
912551.43,21.43,7.83,384903.09,9.04
912603.12,21.43,7.84,384896.03,9.04
912786.84,21.44,7.84,386068.4,9.07
912650.88,21.44,7.85,386068.4,9.07
912451.2,21.44,7.84,385661.09,9.06
912451.2,21.44,7.84,385661.09,9.06
912451.2,21.44,7.84,385661.09,9.06
912315.24,21.44,7.84,385685.67,9.06
911227.57,21.46,7.86,385685.48,9.08
911279.26,21.46,7.86,386144.84,9.09
911143.3,21.46,7.87,386124.76,9.1
911007.34,21.46,7.87,386751.58,9.11
911014.38,21.46,7.87,386754.12,9.11
911646.54,21.48,7.89,387333.79,9.13
911356.87,21.48,7.88,387329.65,9.13
911408.56,21.48,7.89,387329.83,9.13
911250.91,21.48,7.89,387177.54,9.13
911051.24,21.48,7.88,387233.19,9.13
911234.95,21.49,7.89,387232.81,9.13
911098.99,21.49,7.89,387232.62,9.13
911150.68,21.49,7.9,387232.62,9.13
911150.68,21.49,7.9,387187.83,9.13
911014.72,21.5,7.9,387204.96,9.14
910669.94,21.49,7.89,386684.89,9.12
910669.94,21.49,7.89,386684.89,9.12
909582.26,21.5,7.91,386684.7,9.14
909851.09,21.51,7.92,386720.89,9.14
909715.13,21.51,7.92,386748.6,9.15
909766.82,21.52,7.92,386718.71,9.15
909422.03,21.51,7.92,386712.4,9.15
909286.07,21.52,7.92,386706.84,9.15
909246.03,21.52,7.92,386495.85,9.15
909088.38,21.52,7.92,386344.92,9.14
909140.07,21.52,7.93,386344.92,9.15
909140.07,21.52,7.93,386267.27,9.14
909004.11,21.52,7.93,386356.99,9.15
908726.12,21.52,7.92,386059.88,9.14
908717.88,21.52,7.93,386941.27,9.17
908531.19,21.53,7.93,386250.0,9.15
908800.01,21.53,7.94,387367.92,9.18
908803.81,21.53,7.94,387501.98,9.18
908803.81,21.53,7.94,387501.98,9.18
908614.13,21.53,7.93,387593.11,9.18
908339.6,21.53,7.93,387221.42,9.18
908339.6,21.53,7.93,387221.42,9.18
908126.65,21.53,7.93,386902.31,9.17
907990.69,21.53,7.93,386902.11,9.17
907990.69,21.53,7.93,386902.11,9.17
907645.9,21.52,7.93,385867.46,9.15
907509.94,21.52,7.93,385867.46,9.15
907373.98,21.53,7.93,385888.88,9.15
907238.02,21.53,7.93,385880.7,9.16
906910.03,21.52,7.93,385370.78,9.15
906961.72,21.53,7.93,386664.46,9.18
907145.43,21.53,7.94,386664.27,9.18
907145.43,21.53,7.94,386550.69,9.18
907009.47,21.54,7.94,386563.87,9.18
907278.3,21.55,7.95,386563.87,9.18
907157.27,21.55,7.95,387215.67,9.2
907409.11,21.56,7.96,387052.32,9.2
907460.8,21.56,7.97,387052.32,9.2
907171.13,21.56,7.96,386726.88,9.19
907222.82,21.56,7.97,386763.07,9.19
906878.04,21.56,7.96,386754.12,9.19
907061.75,21.57,7.97,386735.56,9.2
907061.75,21.57,7.97,386909.18,9.2
906925.79,21.57,7.97,386908.99,9.2
906716.65,21.56,7.97,386730.79,9.2
906768.34,21.57,7.97,386722.11,9.2
906632.38,21.57,7.98,386722.11,9.2
906816.1,21.58,7.98,388341.07,9.24
906680.14,21.58,7.99,388421.61,9.25
906731.83,21.59,7.99,388569.46,9.25
906597.51,21.59,7.99,388520.63,9.25
906602.06,21.59,7.99,388514.94,9.25
906492.06,21.58,7.99,388404.94,9.25
906764.09,21.59,8.0,388404.75,9.25
906628.13,21.59,8.0,388389.36,9.25
906811.85,21.6,8.01,388389.36,9.25
907080.67,21.61,8.02,388417.14,9.25
907080.67,21.61,8.02,388421.09,9.25
907080.67,21.61,8.02,388421.09,9.25
906944.71,21.61,8.02,388375.05,9.26
906625.04,21.61,8.01,387995.1,9.25
906504.01,21.61,8.01,388532.36,9.26
906504.01,21.61,8.01,388528.4,9.26
906169.23,21.6,8.01,388511.24,9.26
906169.23,21.6,8.01,388558.09,9.26
906220.92,21.61,8.01,388554.52,9.27
906477.13,21.62,8.02,388541.24,9.27
906477.13,21.62,8.02,388510.3,9.27
906187.46,21.62,8.02,388101.12,9.26
906423.23,21.62,8.03,388333.53,9.26
906424.75,21.62,8.03,388372.63,9.27
906288.79,21.63,8.03,388372.44,9.27
906560.82,21.64,8.04,388139.53,9.26
906424.86,21.64,8.04,388139.53,9.27
906424.86,21.64,8.04,388185.9,9.27
906288.9,21.64,8.04,388207.32,9.27
906152.94,21.64,8.04,388190.23,9.27
906152.94,21.64,8.04,388151.58,9.27
906152.94,21.64,8.04,388190.1,9.27
905863.27,21.64,8.04,388090.35,9.27
905727.31,21.64,8.04,388104.53,9.27
905911.02,21.65,8.05,388097.98,9.27
905962.71,21.65,8.05,390480.61,9.33
906146.43,21.66,8.06,390480.61,9.33
906025.4,21.66,8.06,390868.57,9.34
906025.4,21.66,8.06,390822.34,9.34
906294.23,21.67,8.07,390822.34,9.34
906527.39,21.68,8.08,390912.06,9.35
906391.43,21.68,8.09,390911.87,9.35
906255.47,21.68,8.09,390911.87,9.35
905965.8,21.68,8.08,390514.11,9.34
905427.11,21.67,8.08,389999.24,9.33
904884.04,21.66,8.07,389456.17,9.32
904594.37,21.66,8.06,389229.11,9.32
904436.72,21.66,8.06,389104.96,9.32
904620.43,21.66,8.07,389105.11,9.32
904484.47,21.66,8.07,389105.11,9.32
904348.51,21.67,8.07,389144.53,9.32
904348.51,21.67,8.07,389194.96,9.32
904400.2,21.67,8.08,389195.09,9.33
904264.24,21.67,8.08,389925.38,9.35
904256.0,21.68,8.08,389465.3,9.34
904535.13,21.69,8.1,389834.44,9.35
904015.11,21.68,8.09,389338.24,9.34
903879.15,21.69,8.09,389338.04,9.34
903743.19,21.69,8.09,389345.88,9.34
903794.89,21.69,8.1,389345.6,9.35
903116.12,21.68,8.09,388666.83,9.33
903167.81,21.69,8.09,388666.83,9.33
903031.85,21.69,8.09,388675.75,9.34
903215.56,21.7,8.1,390138.74,9.37
903079.6,21.7,8.1,390144.02,9.37
902734.82,21.69,8.1,389700.09,9.36
902786.51,21.7,8.1,390134.76,9.38
902650.55,21.7,8.1,390446.36,9.39
902927.01,21.71,8.11,390446.17,9.39
902594.59,21.7,8.11,390446.17,9.39
902594.59,21.7,8.11,390446.17,9.39
902863.41,21.71,8.12,390455.31,9.39
902915.11,21.72,8.12,390454.63,9.39
902915.11,21.72,8.12,390428.91,9.39
902794.08,21.72,8.13,390583.08,9.4
903135.53,21.73,8.14,390837.9,9.41
902941.57,21.73,8.13,390431.01,9.4
902749.38,21.73,8.13,390399.85,9.4
902613.42,21.73,8.13,390399.66,9.4
902613.42,21.73,8.13,390399.66,9.4
902797.14,21.74,8.14,390398.38,9.4
902801.83,21.74,8.14,390430.03,9.4
902457.05,21.73,8.14,390422.86,9.4
902508.74,21.74,8.14,390676.43,9.41
902508.74,21.74,8.14,390676.43,9.41
902230.75,21.73,8.14,390352.07,9.4
902094.79,21.73,8.14,390352.07,9.4
902363.61,21.74,8.15,390264.65,9.4
902599.38,21.75,8.16,390098.5,9.4
902835.15,21.76,8.16,392133.14,9.45
902699.19,21.76,8.17,392133.42,9.45
902563.23,21.76,8.17,392136.51,9.46
902563.23,21.76,8.17,392136.51,9.46
902218.45,21.76,8.16,391733.37,9.45
902487.27,21.77,8.17,391733.17,9.45
902351.31,21.77,8.17,391785.6,9.45
902151.64,21.77,8.17,391901.84,9.46
902151.64,21.77,8.17,391901.84,9.46
902203.33,21.77,8.18,391901.84,9.46
902255.02,21.78,8.18,391901.84,9.46
902255.02,21.78,8.18,391901.84,9.46
902306.71,21.78,8.19,391901.84,9.46
902358.4,21.79,8.19,391958.17,9.46
902222.44,21.79,8.19,392010.02,9.47
902222.44,21.79,8.19,392055.59,9.47
901877.66,21.78,8.19,391999.26,9.47
901249.36,21.77,8.18,391256.62,9.45
901177.26,21.78,8.18,391520.44,9.46
900977.44,21.78,8.18,391148.98,9.45
900841.48,21.78,8.18,391148.98,9.46
901025.2,21.79,8.19,391148.98,9.46
900889.24,21.79,8.19,391148.98,9.46
900753.28,21.79,8.2,391149.35,9.46
900617.32,21.79,8.2,391148.98,9.47
900327.64,21.79,8.19,390750.9,9.46
900599.68,21.8,8.2,392164.95,9.49
900651.37,21.8,8.21,392450.0,9.5
900515.41,21.81,8.21,392461.04,9.5
900567.1,21.81,8.22,392461.22,9.51
900835.93,21.82,8.22,392460.85,9.51
900501.14,21.81,8.22,392460.85,9.51
900684.86,21.82,8.23,392486.97,9.51
900548.9,21.82,8.23,392475.93,9.51
900548.9,21.82,8.23,392430.36,9.51
900412.94,21.83,8.23,392430.36,9.51
900412.94,21.83,8.23,392480.79,9.51
900412.94,21.83,8.23,392455.07,9.51
900412.94,21.83,8.23,392521.94,9.51
900412.94,21.83,8.23,392523.05,9.51
900276.98,21.83,8.23,392523.05,9.52
900141.02,21.83,8.23,392523.05,9.52
900192.71,21.84,8.24,392504.54,9.52
900461.53,21.84,8.25,392496.93,9.52
900171.86,21.84,8.24,392176.71,9.51
900035.9,21.84,8.25,392176.71,9.52
899899.94,21.84,8.25,392176.84,9.52
899742.29,21.84,8.24,392024.0,9.52
899606.33,21.84,8.25,392023.87,9.52
899790.04,21.85,8.25,392652.98,9.54
899654.08,21.85,8.26,392652.98,9.54
899319.3,21.85,8.25,392121.35,9.53
899319.3,21.85,8.25,392121.65,9.53
899370.99,21.85,8.26,392024.16,9.53
899422.68,21.86,8.26,393567.37,9.56
899286.72,21.86,8.26,393673.7,9.57
899150.76,21.86,8.27,393671.94,9.57
899419.59,21.87,8.27,393671.74,9.57
899655.35,21.88,8.28,393671.74,9.57
899519.39,21.88,8.29,393567.18,9.57
899383.44,21.88,8.29,393566.99,9.58
899247.48,21.89,8.29,393566.99,9.58
899111.52,21.89,8.29,393595.21,9.58
898975.56,21.89,8.29,393574.18,9.58
898839.6,21.89,8.3,393572.31,9.59
898844.29,21.89,8.3,393603.96,9.59
898708.33,21.89,8.3,393897.9,9.6
898579.84,21.9,8.3,393767.47,9.6
898436.41,21.9,8.3,393598.64,9.59
898300.45,21.9,8.3,393598.45,9.6
897955.67,21.89,8.3,393625.19,9.6
898007.36,21.9,8.3,393616.83,9.6
897791.55,21.9,8.3,393439.39,9.6
897791.55,21.9,8.3,393439.39,9.6
897683.9,21.89,8.3,393336.55,9.59
897683.9,21.89,8.3,393336.55,9.59
897547.94,21.9,8.3,393336.55,9.6
897599.63,21.9,8.31,393328.78,9.6
897651.32,21.91,8.31,393331.18,9.6
897703.02,21.91,8.32,393321.69,9.6
897567.06,21.91,8.32,393358.16,9.6
897431.1,21.92,8.32,393347.7,9.61
897699.92,21.93,8.33,394577.98,9.64
897563.96,21.93,8.33,394554.21,9.64
897428.0,21.93,8.33,394915.59,9.65
897359.76,21.93,8.34,394684.72,9.65
897156.08,21.93,8.34,394551.97,9.65
897020.12,21.94,8.34,394551.78,9.65
896675.34,21.93,8.33,394187.86,9.64
896727.03,21.94,8.34,394458.6,9.65
896591.07,21.94,8.34,394458.6,9.65
896642.76,21.94,8.35,394458.78,9.65
896911.59,21.95,8.36,394458.41,9.65
896775.63,21.95,8.36,394707.04,9.66
896827.32,21.96,8.36,394707.04,9.66
896827.32,21.96,8.36,394707.04,9.66
896691.36,21.96,8.37,394464.4,9.66
896555.4,21.96,8.37,394672.4,9.67
896607.09,21.97,8.37,394672.4,9.67
897239.25,21.99,8.39,395969.46,9.7
897103.29,21.99,8.4,395969.27,9.71
896967.33,21.99,8.4,395969.27,9.71
897019.02,22.0,8.4,396022.87,9.71
896674.24,21.99,8.4,395974.59,9.71
896538.28,22.0,8.4,396134.63,9.72
896402.32,22.0,8.4,396188.3,9.72
896266.36,22.0,8.4,396086.6,9.72
896284.39,22.01,8.41,397193.1,9.75
896858.48,22.03,8.43,396974.59,9.75
896910.17,22.03,8.44,396969.27,9.75
896413.2,22.02,8.43,396089.12,9.73
896277.24,22.03,8.43,396088.93,9.73
896460.95,22.03,8.44,397254.66,9.76
896410.95,22.03,8.44,397204.66,9.76
896410.95,22.03,8.44,397204.66,9.76
896462.64,22.04,8.44,397507.36,9.77
896646.36,22.05,8.45,397507.17,9.77
896646.36,22.05,8.45,397453.66,9.77
896103.29,22.04,8.44,396822.75,9.76
895967.33,22.04,8.45,396822.75,9.76
895967.33,22.04,8.45,396822.75,9.76
896236.15,22.05,8.45,396822.75,9.76
895891.37,22.04,8.45,396822.75,9.76
895755.41,22.05,8.45,396842.09,9.77
895807.1,22.05,8.46,396885.06,9.77
895671.14,22.05,8.46,396879.66,9.77
895671.14,22.05,8.46,397022.52,9.78
895535.18,22.06,8.46,397008.58,9.78
895586.87,22.06,8.47,396975.2,9.78
895600.96,22.06,8.47,396978.83,9.78
895465.0,22.06,8.47,397189.5,9.79
895465.0,22.06,8.47,397295.18,9.79
895733.83,22.07,8.48,397285.59,9.79
895597.87,22.08,8.48,397112.26,9.79
895461.91,22.08,8.48,397074.92,9.79
895513.6,22.08,8.49,397074.92,9.79
895377.64,22.09,8.49,397074.73,9.79
895219.99,22.08,8.49,396920.25,9.79
895084.03,22.09,8.49,396920.25,9.79
894948.07,22.09,8.49,396963.23,9.8
894812.11,22.09,8.49,396930.77,9.8
893724.43,22.11,8.51,396930.58,9.82
893588.47,22.11,8.51,396920.05,9.82
893588.47,22.11,8.51,396920.05,9.82
893388.8,22.1,8.51,396545.62,9.81
893267.77,22.11,8.51,397212.22,9.83
893267.77,22.11,8.51,397212.22,9.83
893500.94,22.12,8.52,397164.43,9.83
892980.92,22.11,8.51,396545.62,9.82
892844.96,22.11,8.52,396545.43,9.82
892500.18,22.11,8.51,397395.21,9.84
892364.22,22.11,8.51,397395.21,9.85
892364.22,22.11,8.51,397395.21,9.85
892415.91,22.11,8.52,397458.75,9.85
892257.88,22.11,8.52,397305.9,9.85
892121.92,22.11,8.52,397316.85,9.85
891832.25,22.11,8.51,397191.58,9.85
891883.94,22.11,8.52,397435.18,9.85
891747.98,22.12,8.52,397424.23,9.86
891799.68,22.12,8.53,397424.41,9.86
891663.72,22.12,8.53,397433.34,9.86
891527.76,22.13,8.53,397835.74,9.87
891399.26,22.13,8.53,397469.22,9.87
891087.53,22.12,8.53,397447.66,9.87
890944.11,22.12,8.53,397402.85,9.87
891212.93,22.13,8.54,397402.48,9.87
891264.62,22.14,8.54,397402.48,9.87
891316.32,22.15,8.55,397402.48,9.87
891044.4,22.15,8.55,397411.65,9.88
890908.44,22.15,8.56,397411.46,9.88
890563.65,22.15,8.55,397419.52,9.88
890832.48,22.16,8.56,397417.25,9.88
890487.69,22.15,8.55,397411.46,9.88
890351.73,22.15,8.56,397411.46,9.89
890215.77,22.15,8.56,397437.8,9.89
890079.81,22.16,8.56,397431.24,9.89
889790.14,22.15,8.55,397010.37,9.88
889654.18,22.15,8.56,396995.13,9.89
889518.22,22.15,8.56,397346.91,9.9
889389.73,22.16,8.56,397230.21,9.9
889246.3,22.16,8.56,396990.58,9.89
889253.34,22.16,8.56,396992.61,9.89
889522.17,22.17,8.57,397759.52,9.91
889386.21,22.17,8.57,397759.32,9.92
889056.36,22.16,8.57,397705.29,9.91
889609.2,22.18,8.59,398034.44,9.92
889473.24,22.18,8.59,398034.44,9.93
889473.24,22.18,8.59,398034.44,9.93
889487.33,22.18,8.59,398078.94,9.93
889351.37,22.19,8.59,398079.21,9.93
889061.7,22.18,8.59,398015.59,9.93
888921.62,22.18,8.58,398461.12,9.94
889198.09,22.19,8.59,398460.92,9.94
888945.51,22.19,8.59,398163.38,9.94
888809.55,22.19,8.59,398180.73,9.94
888861.24,22.19,8.6,398180.73,9.94
888518.82,22.19,8.59,398180.73,9.94
888382.86,22.19,8.59,398165.18,9.95
888651.69,22.2,8.6,398193.64,9.95
888515.73,22.2,8.61,398616.17,9.96
888412.73,22.2,8.61,398465.99,9.96
888464.42,22.21,8.61,398447.36,9.96
888736.45,22.22,8.62,398437.52,9.96
888920.17,22.23,8.63,399083.81,9.98
888575.38,22.22,8.63,398682.06,9.97
888406.46,22.22,8.63,398407.64,9.97
888270.5,22.23,8.63,398407.44,9.97
888539.33,22.24,8.64,398502.58,9.97
888249.65,22.23,8.63,398026.57,9.96
888113.69,22.23,8.64,398026.57,9.96
887831.96,22.23,8.63,397949.43,9.96
887696.0,22.23,8.63,397977.53,9.97
887560.05,22.23,8.63,397957.31,9.97
887222.73,22.23,8.63,399097.49,10.0
887086.77,22.23,8.63,399089.61,10.0
887130.99,22.23,8.64,399110.07,10.0
887182.68,22.24,8.64,399110.25,10.0
886900.96,22.23,8.64,398793.32,10.0
886765.0,22.24,8.64,399103.74,10.01
886475.32,22.23,8.63,398639.72,10.0
886346.83,22.23,8.64,398495.38,10.0
886203.4,22.23,8.64,398329.29,9.99
886203.4,22.23,8.64,398329.29,9.99
886067.44,22.24,8.64,398329.1,10.0
886336.27,22.25,8.65,398328.73,10.0
885991.48,22.24,8.64,398328.73,10.0
886227.25,22.25,8.65,398344.41,10.0
886091.29,22.25,8.66,398344.41,10.0
886142.98,22.26,8.66,398328.73,10.0
886194.68,22.26,8.67,398328.73,10.01
886246.37,22.27,8.67,398328.73,10.01
886110.41,22.27,8.67,398328.73,10.01
886294.12,22.28,8.68,399505.51,10.04
886158.16,22.28,8.69,399553.2,10.05
886022.2,22.28,8.69,399505.8,10.05
885744.21,22.28,8.68,399387.48,10.05
885608.25,22.28,8.68,399659.04,10.05
885877.07,22.29,8.69,400186.06,10.07
885677.4,22.29,8.69,399704.66,10.06
885399.4,22.28,8.68,399733.67,10.06
885109.73,22.28,8.68,399160.2,10.05
884981.24,22.28,8.68,399080.24,10.05
884837.81,22.28,8.68,398888.35,10.04
884556.08,22.27,8.68,399085.45,10.05
884556.08,22.27,8.68,399085.45,10.05
884556.08,22.27,8.68,399085.45,10.05
884221.3,22.27,8.67,398655.93,10.04
884272.99,22.27,8.68,398656.11,10.04
884456.7,22.28,8.69,398655.73,10.04
884456.7,22.28,8.69,398655.73,10.04
884508.39,22.29,8.69,398655.73,10.05
884560.08,22.29,8.7,398655.73,10.05
884828.91,22.3,8.71,398675.64,10.05
884494.13,22.3,8.7,398655.73,10.05
884677.84,22.31,8.71,399445.63,10.07
884541.88,22.31,8.71,399445.43,10.07
884541.88,22.31,8.71,399445.43,10.07
884593.57,22.31,8.72,399824.27,10.09
884457.61,22.32,8.72,399824.27,10.09
884321.65,22.32,8.72,399824.27,10.09
884185.69,22.32,8.73,399854.21,10.09
884185.69,22.32,8.73,399854.21,10.09
884049.73,22.32,8.73,399824.27,10.1
883913.77,22.33,8.73,400148.59,10.11
884097.48,22.33,8.74,400632.65,10.12
883968.99,22.34,8.74,400491.45,10.12
883679.32,22.33,8.73,400109.63,10.11
883535.89,22.33,8.74,399926.52,10.11
883587.58,22.34,8.74,399926.7,10.11
883267.91,22.33,8.74,399822.58,10.11
883131.95,22.33,8.74,399822.39,10.11
883131.95,22.33,8.74,399822.39,10.11
883131.95,22.33,8.74,399822.39,10.11
882131.95,22.31,8.72,398822.39,10.09
882315.66,22.32,8.73,398822.01,10.09
882179.7,22.33,8.73,398822.01,10.09
882231.4,22.33,8.74,398822.01,10.1
882283.09,22.34,8.74,398822.01,10.1
882147.13,22.34,8.74,398822.15,10.1
882147.13,22.34,8.74,398822.15,10.1
881947.45,22.34,8.74,398526.52,10.09
882131.17,22.34,8.75,398563.95,10.1
882182.86,22.35,8.75,398641.96,10.1
882046.9,22.35,8.76,398641.86,10.1
881757.23,22.35,8.75,398526.42,10.1
881621.27,22.35,8.75,398846.33,10.11
881463.62,22.35,8.75,398695.4,10.11
881732.44,22.36,8.76,399880.09,10.14
881596.48,22.36,8.76,399809.85,10.14
881596.48,22.36,8.76,399809.85,10.14
881648.17,22.36,8.77,400217.53,10.15
881831.88,22.37,8.78,400217.33,10.15
881883.58,22.38,8.78,400217.33,10.16
881747.62,22.38,8.78,400217.14,10.16
881747.62,22.38,8.78,400217.14,10.16
881402.83,22.37,8.78,399705.34,10.15
881671.66,22.38,8.79,399731.4,10.15
881336.87,22.38,8.78,399715.49,10.15
881277.91,22.38,8.79,399607.81,10.15
881277.91,22.38,8.79,399653.38,10.15
881038.23,22.38,8.78,399684.37,10.15
880825.28,22.38,8.78,399542.36,10.15
880689.32,22.38,8.78,399542.36,10.15
880399.65,22.37,8.78,399532.2,10.15
880263.69,22.38,8.78,399561.03,10.16
880315.38,22.38,8.79,399762.32,10.16
880179.42,22.38,8.79,399739.71,10.17
880043.46,22.39,8.79,399733.5,10.17
880312.28,22.4,8.8,399701.02,10.17
880176.32,22.4,8.8,399825.08,10.17
880228.02,22.4,8.81,399765.62,10.18
880279.71,22.41,8.81,399656.27,10.17
880143.75,22.41,8.82,399624.39,10.18
879798.96,22.41,8.81,400659.85,10.2
879850.66,22.41,8.82,400719.34,10.21
879714.7,22.41,8.82,400627.15,10.21
879578.74,22.42,8.82,400626.96,10.21
879762.45,22.43,8.83,400626.76,10.21
879562.78,22.42,8.83,400626.76,10.21
879831.6,22.43,8.84,400655.47,10.21
879883.29,22.44,8.84,400645.45,10.22
879685.91,22.43,8.84,400634.46,10.22
879549.95,22.44,8.84,400634.46,10.22
879413.99,22.44,8.84,400650.26,10.22
879278.03,22.44,8.84,400643.38,10.23
879142.07,22.44,8.85,400634.46,10.23
879414.11,22.45,8.86,400718.11,10.23
879465.8,22.46,8.86,400696.38,10.23
879734.62,22.47,8.87,400646.33,10.23
879598.66,22.47,8.87,400649.7,10.24
879462.71,22.47,8.88,400839.83,10.24
879326.75,22.48,8.88,400646.33,10.24
879190.79,22.48,8.88,400646.13,10.24
879054.83,22.48,8.88,400646.13,10.25
878918.87,22.48,8.89,400664.21,10.25
878918.87,22.48,8.89,400664.21,10.25
879154.63,22.49,8.9,402209.99,10.29
879154.63,22.49,8.9,402164.42,10.29
879018.68,22.49,8.9,402153.01,10.29
878882.72,22.5,8.9,402149.4,10.29
878746.76,22.5,8.9,402441.77,10.3
878618.26,22.5,8.9,402293.3,10.3
878474.84,22.5,8.91,402146.34,10.3
878746.87,22.51,8.92,402606.85,10.31
879018.91,22.52,8.93,402606.66,10.32
878882.95,22.53,8.93,402606.47,10.32
878746.99,22.53,8.93,402606.47,10.32
878412.2,22.52,8.93,402603.32,10.32
878463.89,22.53,8.93,402603.32,10.32
878515.59,22.53,8.94,402603.32,10.33
878379.63,22.54,8.94,402618.07,10.33
878648.45,22.55,8.95,402623.39,10.33
878700.14,22.55,8.96,402623.89,10.33
878355.36,22.55,8.95,402618.07,10.33
878407.05,22.55,8.96,402618.07,10.34
878458.74,22.56,8.96,403901.89,10.37
878322.78,22.56,8.96,404005.38,10.38
878186.82,22.56,8.97,403887.14,10.38
878050.86,22.56,8.97,404198.02,10.39
878102.55,22.57,8.97,404468.24,10.4
877974.06,22.57,8.98,404209.79,10.39
878025.75,22.58,8.98,404209.97,10.39
878294.58,22.59,8.99,404209.59,10.4
878151.15,22.59,8.99,404157.17,10.4
878151.15,22.59,8.99,404210.04,10.4
878202.84,22.6,9.0,404210.04,10.4
878066.88,22.6,9.0,404209.85,10.4
877788.89,22.59,9.0,403788.54,10.39
877788.89,22.59,9.0,403788.54,10.39
877652.93,22.6,9.0,403788.54,10.4
877458.97,22.59,9.0,403388.57,10.39
877323.01,22.59,9.0,403425.97,10.39
877187.05,22.6,9.0,403407.2,10.39
877238.75,22.6,9.01,403407.2,10.39
877102.79,22.61,9.01,403516.45,10.4
876966.83,22.61,9.01,403463.25,10.4
877018.52,22.61,9.02,403519.58,10.4
876673.73,22.61,9.01,403463.25,10.4
876725.43,22.61,9.02,403463.25,10.41
877453.51,22.64,9.04,404388.57,10.43
877317.55,22.64,9.04,404388.38,10.44
877317.55,22.64,9.04,404388.38,10.44
877369.24,22.65,9.05,404388.38,10.44
877605.01,22.66,9.06,405930.42,10.48
877656.7,22.66,9.07,405930.6,10.48
877925.52,22.67,9.08,405930.23,10.48
877925.52,22.67,9.08,405930.23,10.48
878161.29,22.68,9.09,405942.93,10.48
878025.33,22.68,9.09,405942.93,10.49
878025.33,22.68,9.09,405932.67,10.49
878297.37,22.69,9.1,405921.49,10.49
878161.41,22.7,9.1,405933.55,10.49
877969.22,22.69,9.1,405890.58,10.49
877833.26,22.7,9.1,405893.37,10.49
877488.48,22.69,9.09,405891.85,10.5
877352.52,22.69,9.1,405881.01,10.5
877216.56,22.69,9.1,406341.64,10.51
877113.56,22.7,9.1,405974.97,10.51
877349.33,22.71,9.11,406144.36,10.51
877401.02,22.71,9.12,406418.23,10.52
877232.1,22.71,9.12,406320.25,10.52
877415.81,22.72,9.13,406511.26,10.53
877467.5,22.73,9.13,407611.06,10.56
877519.2,22.74,9.14,407611.24,10.56
877383.24,22.74,9.14,407611.05,10.56
877434.93,22.74,9.15,407610.67,10.57
877298.97,22.75,9.15,407610.67,10.57
877163.01,22.75,9.15,408111.18,10.58
877027.05,22.75,9.15,407913.49,10.58
876989.97,22.76,9.16,409289.8,10.62
877225.74,22.77,9.17,409289.8,10.62
877494.56,22.78,9.18,409298.67,10.62
877546.25,22.78,9.19,409291.18,10.63
877465.4,22.78,9.19,407898.93,10.59
877120.61,22.78,9.18,407910.57,10.59
877172.31,22.78,9.19,407901.08,10.6
877172.31,22.78,9.19,407901.08,10.6
877356.02,22.79,9.2,409074.34,10.63
877356.02,22.79,9.2,409074.34,10.63
877539.73,22.8,9.21,409408.95,10.64
878113.83,22.82,9.23,410122.07,10.66
877977.87,22.83,9.23,410121.88,10.66
878246.69,22.84,9.24,410121.68,10.66
878298.38,22.84,9.25,410121.68,10.67
878162.42,22.84,9.25,410121.68,10.67
878026.46,22.85,9.25,410154.09,10.67
878078.16,22.85,9.26,410154.09,10.67
877942.2,22.85,9.26,410134.99,10.68
877597.41,22.85,9.25,410150.99,10.68
877461.45,22.85,9.25,410150.5,10.68
877513.14,22.86,9.26,410142.54,10.68
877377.18,22.86,9.26,410222.32,10.69
877318.22,22.86,9.27,410517.21,10.7
877369.91,22.87,9.27,410509.16,10.7
877154.1,22.87,9.27,410068.72,10.69
877205.79,22.87,9.28,410068.72,10.69
877069.83,22.87,9.28,410068.53,10.69
877338.66,22.88,9.29,411148.57,10.72
877125.7,22.88,9.29,410761.09,10.72
877177.4,22.89,9.29,411180.91,10.73
877019.75,22.89,9.29,411028.06,10.73
877071.44,22.89,9.3,411028.24,10.73
876726.65,22.89,9.29,410601.5,10.72
876726.65,22.89,9.29,410601.5,10.72
876590.69,22.89,9.29,410601.5,10.72
876454.73,22.89,9.3,410629.73,10.73
