ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
636,1596,1339610,6212,1356270
636,1596,1339610,6212,1357080
636,1596,1339830,6212,1357300
636,1596,1339830,6212,1357300
636,1596,1340830,6212,1358300
636,1596,1340830,6212,1358300
636,1596,1341830,6212,1359300
636,1596,1342830,6212,1360300
636,1596,1343830,6212,1361300
636,1596,1344830,6212,1362300
636,1596,1345640,6212,1363110
637,1604,1353640,6212,1371110
637,1604,1354640,6212,1372110
637,1604,1355110,6212,1372580
638,1612,1356110,6212,1373580
638,1612,1356570,6212,1374040
638,1612,1357380,6212,1374850
638,1612,1358380,6212,1375850
638,1612,1358850,6212,1376320
638,1612,1359850,6212,1377320
638,1612,1359850,6212,1377910
638,1612,1360500,6212,1378560
638,1612,1361500,6212,1379560
638,1612,1362500,6212,1380560
638,1612,1362970,6212,1381030
639,1620,1366970,6212,1385030
639,1620,1367970,6212,1386030
639,1620,1368970,6212,1387030
640,1628,1376970,6212,1395030
641,1636,1377970,6212,1396030
641,1636,1378970,6212,1397030
641,1636,1378970,6212,1397680
641,1636,1379620,6212,1398330
641,1636,1380430,6212,1399140
641,1636,1381430,6212,1400140
641,1636,1382430,6212,1401140
641,1636,1382430,6212,1401140
641,1636,1383430,6212,1402140
641,1636,1383430,6212,1402140
641,1636,1384240,6212,1402950
641,1636,1384240,6212,1402950
641,1636,1385240,6212,1403950
641,1636,1386050,6212,1404760
642,1644,1387050,6212,1405760
642,1644,1387600,6212,1406310
642,1644,1387600,6212,1406780
642,1644,1388600,6212,1407780
642,1644,1388830,6212,1408010
642,1644,1389830,6212,1409010
642,1644,1390830,6212,1410010
642,1644,1391640,6212,1410820
642,1644,1391640,6212,1411630
642,1644,1391640,6212,1412630
642,1644,1391640,6212,1413280
642,1644,1392640,6212,1414280
643,1652,1400640,6212,1422280
643,1652,1401450,6212,1423090
643,1652,1401450,6212,1423560
643,1652,1401450,6212,1423880
644,1660,1402450,6212,1424880
644,1660,1402770,6212,1425200
644,1660,1402770,6212,1425200
645,1668,1403770,6212,1426200
645,1668,1404770,6212,1427200
645,1668,1404770,6212,1427200
645,1668,1404770,6212,1428010
645,1668,1405230,6212,1428470
645,1668,1406230,6212,1429470
645,1668,1406690,6212,1429930
645,1668,1407500,6212,1430740
645,1668,1407500,6212,1431210
645,1668,1408500,6212,1432210
645,1668,1408500,6212,1433210
645,1668,1408500,6212,1433680
645,1668,1409500,6212,1434680
645,1668,1410500,6212,1435680
646,1676,1411500,6212,1436680
646,1676,1411820,6212,1437000
646,1676,1412820,6212,1438000
646,1676,1413820,6212,1439000
646,1676,1414820,6212,1440000
646,1676,1415820,6212,1441000
646,1676,1416630,6212,1441810
646,1676,1417440,6212,1442620
647,1684,1417900,6212,1443080
647,1684,1418060,6212,1443240
647,1684,1419060,6212,1444240
647,1684,1419060,6212,1445240
647,1684,1419170,6212,1445350
647,1684,1419170,6212,1445350
647,1684,1419980,6212,1446160
647,1684,1420790,6212,1446970
647,1684,1421790,6212,1447970
647,1684,1421790,6212,1447970
647,1684,1422790,6212,1448970
647,1684,1423020,6212,1449200
647,1684,1423830,6212,1450010
647,1684,1424830,6212,1451010
648,1692,1425640,6212,1451820
648,1692,1426640,6212,1452820
648,1692,1426640,6212,1452820
648,1692,1427450,6212,1453630
648,1692,1428450,6212,1454630
648,1692,1429450,6212,1455630
648,1692,1430450,6212,1456630
648,1692,1431260,6212,1457440
648,1692,1432070,6212,1458250
648,1692,1432070,6212,1458250
648,1692,1432540,6212,1458720
648,1692,1433540,6212,1459720
648,1692,1433540,6212,1459720
648,1692,1434540,6212,1460720
648,1692,1435540,6212,1461720
648,1692,1436010,6212,1462190
649,1700,1437010,6212,1463190
649,1700,1438010,6212,1464190
649,1700,1438010,6212,1464190
649,1700,1438010,6212,1465000
649,1700,1439010,6212,1466000
649,1700,1439820,6212,1466810
650,1708,1440820,6212,1467810
650,1708,1441290,6212,1468280
650,1708,1442290,6212,1469280
650,1708,1443290,6212,1470280
650,1708,1444290,6212,1471280
650,1708,1445290,6212,1472280
650,1708,1446290,6212,1473280
650,1708,1446760,6212,1473750
650,1708,1447760,6212,1474750
650,1708,1447760,6212,1475750
650,1708,1447760,6212,1475750
651,1716,1448760,6212,1476750
651,1716,1448760,6212,1476750
651,1716,1448760,6212,1476750
651,1716,1449230,6212,1477220
651,1716,1450230,6212,1478220
651,1716,1451230,6212,1479220
651,1716,1452230,6212,1480220
651,1716,1453230,6212,1481220
651,1716,1453390,6212,1481380
651,1716,1453980,6212,1481970
651,1716,1454980,6212,1482970
651,1716,1455300,6212,1483290
651,1716,1455300,6212,1483760
651,1716,1455300,6212,1483760
652,1724,1456300,6212,1484760
652,1724,1456300,6212,1485570
652,1724,1456300,6212,1485570
652,1724,1457110,6212,1486380
652,1724,1457580,6212,1486850
652,1724,1458580,6212,1487850
652,1724,1458580,6212,1488310
652,1724,1458580,6212,1488310
652,1724,1459580,6212,1489310
652,1724,1460580,6212,1490310
652,1724,1461390,6212,1491120
652,1724,1461860,6212,1491590
652,1724,1462860,6212,1492590
653,1732,1463860,6212,1493590
653,1732,1464860,6212,1494590
653,1732,1464860,6212,1494590
653,1732,1465860,6212,1495590
653,1732,1466860,6212,1496590
653,1732,1466860,6212,1497400
653,1732,1466860,6212,1498400
653,1732,1466860,6212,1498950
653,1732,1467330,6212,1499420
653,1732,1467800,6212,1499890
653,1732,1467800,6212,1499890
653,1732,1468120,6212,1500210
653,1732,1468120,6212,1500210
653,1732,1469120,6212,1501210
653,1732,1470120,6212,1502210
653,1732,1470120,6212,1503210
653,1732,1470120,6212,1503860
653,1732,1470440,6212,1504180
653,1732,1470440,6212,1504180
653,1732,1471440,6212,1505180
654,1740,1472440,6212,1506180
654,1740,1473440,6212,1507180
654,1740,1474250,6212,1507990
654,1740,1474250,6212,1507990
654,1740,1475250,6212,1508990
654,1740,1475250,6212,1509640
654,1740,1475250,6212,1510190
654,1740,1476250,6212,1511190
654,1740,1477250,6212,1512190
654,1740,1477250,6212,1512190
654,1740,1477250,6212,1512190
654,1740,1478250,6212,1513190
654,1740,1478250,6212,1513190
655,1748,1478720,6212,1513660
655,1748,1479720,6212,1514660
655,1748,1480040,6212,1514980
655,1748,1480510,6212,1515450
655,1748,1481510,6212,1516450
655,1748,1481980,6212,1516920
655,1748,1482450,6212,1517390
655,1748,1482920,6212,1517860
655,1748,1482920,6212,1518670
655,1748,1483920,6212,1519670
655,1748,1484920,6212,1520670
655,1748,1484920,6212,1520670
656,1756,1485920,6212,1521670
656,1756,1486920,6212,1522670
656,1756,1486920,6212,1523220
656,1756,1487920,6212,1524220
656,1756,1488920,6212,1525220
656,1756,1489380,6212,1525680
656,1756,1489380,6212,1525680
656,1756,1489380,6212,1525680
656,1756,1490380,6212,1526680
656,1756,1491380,6212,1527680
657,1764,1492190,6212,1528490
657,1764,1492660,6212,1528960
657,1764,1492660,6212,1529960
657,1764,1493030,6212,1530330
657,1764,1494030,6212,1531330
657,1764,1494030,6212,1531330
657,1764,1495030,6212,1532330
657,1764,1495500,6212,1532800
657,1764,1496090,6212,1533390
657,1764,1496090,6212,1534390
657,1764,1496900,6212,1535200
657,1764,1496900,6212,1535200
657,1764,1496900,6212,1536200
657,1764,1497120,6212,1536420
658,1772,1498120,6212,1537420
658,1772,1498120,6212,1537650
658,1772,1498590,6212,1538120
658,1772,1498590,6212,1539120
658,1772,1498590,6212,1539440
658,1772,1499590,6212,1540440
658,1772,1500590,6212,1541440
658,1772,1501590,6212,1542440
658,1772,1501590,6212,1542440
658,1772,1502590,6212,1543440
658,1772,1503590,6212,1544440
658,1772,1504400,6212,1545250
658,1772,1504450,6212,1545300
659,1780,1505450,6212,1546300
659,1780,1505450,6212,1546620
659,1780,1506450,6212,1547620
659,1780,1506450,6212,1548620
659,1780,1507450,6212,1549620
659,1780,1508450,6212,1550620
659,1780,1509450,6212,1551620
659,1780,1510450,6212,1552620
659,1780,1510450,6212,1552620
660,1788,1511450,6212,1553620
660,1788,1512450,6212,1554620
660,1788,1512920,6212,1555090
660,1788,1513140,6212,1555310
660,1788,1515140,6212,1557310
660,1788,1515140,6212,1557310
660,1788,1516140,6212,1558310
660,1788,1517140,6212,1559310
660,1788,1517950,6212,1560120
661,1796,1518950,6212,1561120
661,1796,1518950,6212,1561120
661,1796,1519270,6212,1561440
661,1796,1520270,6212,1562440
661,1796,1521080,6212,1563250
661,1796,1521080,6212,1563250
661,1796,1521080,6212,1563250
661,1796,1521080,6212,1563720
661,1796,1521550,6212,1564190
661,1796,1521550,6212,1564190
661,1796,1522550,6212,1565190
661,1796,1523550,6212,1566190
661,1796,1523550,6212,1567000
661,1796,1524360,6212,1567810
661,1796,1525360,6212,1568810
662,1804,1526360,6212,1569810
662,1804,1527360,6212,1570810
662,1804,1528360,6212,1571810
662,1804,1529360,6212,1572810
662,1804,1529820,6212,1573270
662,1804,1530820,6212,1574270
662,1804,1531290,6212,1574740
662,1804,1531760,6212,1575210
663,1812,1532760,6212,1576210
663,1812,1532760,6212,1577020
663,1812,1533760,6212,1578020
663,1812,1533760,6212,1578020
663,1812,1534570,6212,1578830
663,1812,1535570,6212,1579830
663,1812,1536570,6212,1580830
663,1812,1537380,6212,1581640
663,1812,1538380,6212,1582640
663,1812,1539030,6212,1583290
663,1812,1539030,6212,1584290
663,1812,1539030,6212,1584880
664,1820,1540030,6212,1585880
664,1820,1540840,6212,1586690
664,1820,1541840,6212,1587690
664,1820,1541840,6212,1587690
664,1820,1541840,6212,1587690
664,1820,1541840,6212,1587690
664,1820,1542310,6212,1588160
664,1820,1542860,6212,1588710
664,1820,1543450,6212,1589300
664,1820,1544450,6212,1590300
664,1820,1544450,6212,1590300
664,1820,1544450,6212,1590300
664,1820,1544450,6212,1590770
664,1820,1545260,6212,1591580
665,1828,1546260,6212,1592580
665,1828,1547260,6212,1593580
665,1828,1547490,6212,1593810
665,1828,1548490,6212,1594810
665,1828,1548490,6212,1594810
665,1828,1548650,6212,1594970
665,1828,1549120,6212,1595440
665,1828,1549340,6212,1595660
665,1828,1550340,6212,1596660
665,1828,1551150,6212,1597470
665,1828,1551960,6212,1598280
665,1828,1552960,6212,1599280
665,1828,1553610,6212,1599930
665,1828,1553610,6212,1599930
666,1836,1554610,6212,1600930
666,1836,1554610,6212,1600930
666,1836,1555610,6212,1601930
666,1836,1555610,6212,1602930
666,1836,1556610,6212,1603930
666,1836,1556610,6212,1603930
666,1836,1557610,6212,1604930
666,1836,1557610,6212,1605930
666,1836,1557610,6212,1605930
666,1836,1558610,6212,1606930
666,1836,1558610,6212,1607930
666,1836,1558930,6212,1608250
666,1836,1559930,6212,1609250
666,1836,1559930,6212,1610060
666,1836,1560740,6212,1610870
666,1836,1561200,6212,1611330
666,1836,1565200,6212,1615330
666,1836,1566200,6212,1616330
666,1836,1566200,6212,1616330
666,1836,1566850,6212,1616980
667,1844,1567850,6212,1617980
667,1844,1567850,6212,1617980
667,1844,1567850,6212,1617980
667,1844,1568400,6212,1618530
667,1844,1569400,6212,1619530
667,1844,1569400,6212,1619530
667,1844,1569400,6212,1620180
667,1844,1570400,6212,1621180
667,1844,1570880,6212,1621660
668,1852,1571880,6212,1622660
668,1852,1572880,6212,1623660
668,1852,1572880,6212,1624130
668,1852,1573880,6212,1625130
668,1852,1574880,6212,1626130
668,1852,1575350,6212,1626600
668,1852,1575570,6212,1626820
669,1860,1576380,6212,1627630
669,1860,1577380,6212,1628630
669,1860,1577850,6212,1629100
669,1860,1578320,6212,1629570
669,1860,1579320,6212,1630570
669,1860,1579320,6212,1630570
669,1860,1579640,6212,1630890
669,1860,1580450,6212,1631700
669,1860,1580610,6212,1631860
669,1860,1580610,6212,1632670
669,1860,1581610,6212,1633670
669,1860,1582070,6212,1634130
669,1860,1582070,6212,1634130
669,1860,1583070,6212,1635130
669,1860,1583070,6212,1635780
669,1860,1584070,6212,1636780
669,1860,1584880,6212,1637590
669,1860,1584880,6212,1638590
669,1860,1584880,6212,1638590
669,1860,1585880,6212,1639590
669,1860,1585880,6212,1639590
669,1860,1585880,6212,1639590
669,1860,1585880,6212,1640590
669,1860,1586530,6212,1641240
670,1868,1587530,6212,1642240
670,1868,1588530,6212,1643240
670,1868,1589530,6212,1644240
670,1868,1590530,6212,1645240
670,1868,1591530,6212,1646240
670,1868,1591530,6212,1646240
670,1868,1592000,6212,1646710
670,1868,1593000,6212,1647710
671,1876,1601000,6212,1655710
671,1876,1602000,6212,1656710
671,1876,1602000,6212,1656710
671,1876,1602000,6212,1656710
671,1876,1602320,6212,1657030
672,1884,1603320,6212,1658030
672,1884,1603320,6212,1658030
672,1884,1604320,6212,1659030
672,1884,1604320,6212,1659030
672,1884,1605320,6212,1660030
672,1884,1606320,6212,1661030
672,1884,1606640,6212,1661350
672,1884,1606750,6212,1661460
672,1884,1607750,6212,1662460
672,1884,1608070,6212,1662780
672,1884,1609070,6212,1663780
672,1884,1609070,6212,1664250
672,1884,1609880,6212,1665060
672,1884,1609880,6212,1665060
672,1884,1610880,6212,1666060
673,1892,1611880,6212,1667060
673,1892,1611880,6212,1667060
673,1892,1612880,6212,1668060
673,1892,1612880,6212,1669060
673,1892,1613880,6212,1670060
673,1892,1614100,6212,1670280
673,1892,1615100,6212,1671280
673,1892,1615910,6212,1672090
673,1892,1615910,6212,1672560
673,1892,1616380,6212,1673030
673,1892,1616380,6212,1674030
673,1892,1617380,6212,1675030
673,1892,1618030,6212,1675680
674,1900,1619030,6212,1676680
674,1900,1620030,6212,1677680
674,1900,1620840,6212,1678490
674,1900,1621840,6212,1679490
674,1900,1622160,6212,1679810
674,1900,1622480,6212,1680130
674,1900,1623480,6212,1681130
674,1900,1624480,6212,1682130
674,1900,1625480,6212,1683130
674,1900,1625480,6212,1684130
674,1900,1626130,6212,1684780
675,1908,1626600,6212,1685250
675,1908,1627600,6212,1686250
675,1908,1628600,6212,1687250
675,1908,1629410,6212,1688060
675,1908,1630410,6212,1689060
675,1908,1631410,6212,1690060
675,1908,1632220,6212,1690870
675,1908,1632220,6212,1691330
675,1908,1633220,6212,1692330
676,1916,1634220,6212,1693330
676,1916,1634690,6212,1693800
676,1916,1634690,6212,1694800
676,1916,1635500,6212,1695610
676,1916,1636310,6212,1696420
676,1916,1637310,6212,1697420
676,1916,1637310,6212,1697420
676,1916,1638310,6212,1698420
676,1916,1639120,6212,1699230
676,1916,1639120,6212,1700230
676,1916,1639120,6212,1700230
676,1916,1639120,6212,1701230
676,1916,1640120,6212,1702230
677,1924,1641120,6212,1703230
677,1924,1641590,6212,1703700
677,1924,1642590,6212,1704700
677,1924,1643400,6212,1705510
677,1924,1644050,6212,1706160
677,1924,1644520,6212,1706630
677,1924,1644840,6212,1706950
677,1924,1645840,6212,1707950
677,1924,1645840,6212,1708950
677,1924,1646840,6212,1709950
677,1924,1646840,6212,1709950
677,1924,1647310,6212,1710420
677,1924,1647310,6212,1710420
678,1932,1648310,6212,1711420
678,1932,1649310,6212,1712420
678,1932,1650120,6212,1713230
678,1932,1651120,6212,1714230
678,1932,1652120,6212,1715230
678,1932,1653120,6212,1716230
678,1932,1653590,6212,1716700
678,1932,1654590,6212,1717700
678,1932,1654590,6212,1718020
678,1932,1655590,6212,1719020
678,1932,1655590,6212,1720020
678,1932,1655590,6212,1720020
679,1940,1656060,6212,1720490
679,1940,1656870,6212,1721300
679,1940,1656870,6212,1721300
679,1940,1657870,6212,1722300
679,1940,1658340,6212,1722770
679,1940,1658570,6212,1723000
679,1940,1659040,6212,1723470
679,1940,1659040,6212,1723470
679,1940,1660040,6212,1724470
679,1940,1660500,6212,1724930
679,1940,1660970,6212,1725400
679,1940,1661970,6212,1726400
679,1940,1662430,6212,1726860
679,1940,1662430,6212,1727670
679,1940,1662430,6212,1727670
680,1948,1663430,6212,1728670
680,1948,1664430,6212,1729670
680,1948,1665430,6212,1730670
680,1948,1666430,6212,1731670
680,1948,1667430,6212,1732670
680,1948,1667430,6212,1732670
680,1948,1667430,6212,1732670
680,1948,1667900,6212,1733140
680,1948,1667900,6212,1733140
680,1948,1668710,6212,1733950
680,1948,1669710,6212,1734950
681,1956,1670710,6212,1735950
681,1956,1671520,6212,1736760
681,1956,1671990,6212,1737230
681,1956,1672800,6212,1738040
682,1964,1673800,6212,1739040
683,1972,1674800,6212,1740040
683,1972,1675450,6212,1740690
683,1972,1676450,6212,1741690
683,1972,1676450,6212,1741690
683,1972,1677450,6212,1742690
683,1972,1678450,6212,1743690
683,1972,1679450,6212,1744690
683,1972,1679770,6212,1745010
683,1972,1680090,6212,1745330
683,1972,1681090,6212,1746330
683,1972,1682090,6212,1747330
683,1972,1683090,6212,1748330
683,1972,1683090,6212,1749330
683,1972,1683900,6212,1750140
683,1972,1683900,6212,1750140
683,1972,1684370,6212,1750610
683,1972,1685370,6212,1751610
684,1980,1686370,6212,1752610
684,1980,1686690,6212,1752930
684,1980,1687690,6212,1753930
684,1980,1688160,6212,1754400
684,1980,1688970,6212,1755210
684,1980,1689290,6212,1755530
684,1980,1689290,6212,1755530
684,1980,1689290,6212,1755530
684,1980,1689290,6212,1755530
685,1988,1690290,6212,1756530
685,1988,1691290,6212,1757530
685,1988,1692100,6212,1758340
685,1988,1692100,6212,1758340
685,1988,1692910,6212,1759150
685,1988,1692910,6212,1759150
685,1988,1693380,6212,1759620
685,1988,1693380,6212,1759620
685,1988,1694380,6212,1760620
685,1988,1695380,6212,1761620
685,1988,1695380,6212,1761620
685,1988,1696190,6212,1762430
685,1988,1696660,6212,1762900
686,1996,1697660,6212,1763900
686,1996,1698250,6212,1764490
686,1996,1698570,6212,1764810
686,1996,1698570,6212,1764810
686,1996,1698570,6212,1765810
687,2004,1699570,6212,1766810
687,2004,1700570,6212,1767810
687,2004,1701570,6212,1768810
687,2004,1702120,6212,1769360
687,2004,1702120,6212,1769360
687,2004,1703120,6212,1770360
687,2004,1704120,6212,1771360
687,2004,1704120,6212,1771360
687,2004,1704120,6212,1771360
687,2004,1704670,6212,1771910
687,2004,1705670,6212,1772910
687,2004,1706670,6212,1773910
687,2004,1707670,6212,1774910
687,2004,1707890,6212,1775130
687,2004,1707890,6212,1775590
687,2004,1708890,6212,1776590
687,2004,1709480,6212,1777180
687,2004,1710480,6212,1778180
687,2004,1711480,6212,1779180
688,2012,1712480,6212,1780180
688,2012,1713480,6212,1781180
688,2012,1714480,6212,1782180
688,2012,1714800,6212,1782500
688,2012,1714800,6212,1782500
688,2012,1715390,6212,1783090
688,2012,1715390,6212,1783090
688,2012,1715390,6212,1783090
688,2012,1715390,6212,1783090
688,2012,1715390,6212,1783560
688,2012,1716390,6212,1784560
688,2012,1717200,6212,1785370
688,2012,1717200,6212,1785370
688,2012,1717520,6212,1785690
689,2020,1718520,6212,1786690
689,2020,1719520,6212,1787690
689,2020,1720520,6212,1788690
689,2020,1721520,6212,1789690
689,2020,1722330,6212,1790500
689,2020,1723330,6212,1791500
689,2020,1724330,6212,1792500
689,2020,1725330,6212,1793500
689,2020,1726330,6212,1794500
689,2020,1727330,6212,1795500
689,2020,1727880,6212,1796050
689,2020,1728690,6212,1796860
689,2020,1728690,6212,1796860
689,2020,1728690,6212,1797860
689,2020,1728690,6212,1797860
690,2028,1729690,6212,1798860
690,2028,1730690,6212,1799860
690,2028,1731340,6212,1800510
690,2028,1731340,6212,1800510
690,2028,1732340,6212,1801510
690,2028,1733340,6212,1802510
690,2028,1733340,6212,1802510
690,2028,1734150,6212,1803320
690,2028,1734150,6212,1803320
690,2028,1735150,6212,1804320
690,2028,1735470,6212,1804640
690,2028,1736470,6212,1805640
691,2036,1737470,6212,1806640
692,2044,1745470,6212,1814640
692,2044,1746470,6212,1815640
692,2044,1747120,6212,1816290
692,2044,1748120,6212,1817290
692,2044,1748120,6212,1817290
692,2044,1749120,6212,1818290
692,2044,1750120,6212,1819290
692,2044,1751120,6212,1820290
692,2044,1752120,6212,1821290
692,2044,1752120,6212,1821290
692,2044,1752930,6212,1822100
692,2044,1753930,6212,1823100
692,2044,1754930,6212,1824100
692,2044,1755930,6212,1825100
692,2044,1755930,6212,1825450
693,2052,1756400,6212,1825920
693,2052,1757400,6212,1826920
693,2052,1757720,6212,1827240
693,2052,1758370,6212,1827890
693,2052,1758690,6212,1828210
693,2052,1759690,6212,1829210
693,2052,1760690,6212,1830210
693,2052,1761060,6212,1830580
693,2052,1761530,6212,1831050
693,2052,1762530,6212,1832050
693,2052,1762530,6212,1832640
693,2052,1763340,6212,1833450
693,2052,1763340,6212,1833450
693,2052,1763340,6212,1834450
694,2060,1764340,6212,1835450
694,2060,1765340,6212,1836450
694,2060,1766150,6212,1837260
694,2060,1767150,6212,1838260
694,2060,1768150,6212,1839260
694,2060,1769150,6212,1840260
694,2060,1769800,6212,1840910
694,2060,1770800,6212,1841910
694,2060,1770800,6212,1842910
695,2068,1771800,6212,1843910
695,2068,1771800,6212,1844380
695,2068,1772800,6212,1845380
696,2076,1773800,6212,1846380
696,2076,1774800,6212,1847380
696,2076,1774800,6212,1847380
696,2076,1775800,6212,1848380
696,2076,1776610,6212,1849190
696,2076,1777610,6212,1850190
696,2076,1778420,6212,1851000
696,2076,1779230,6212,1851810
696,2076,1779230,6212,1851810
696,2076,1780230,6212,1852810
697,2084,1781230,6212,1853810
697,2084,1781880,6212,1854460
697,2084,1782880,6212,1855460
697,2084,1783690,6212,1856270
697,2084,1784160,6212,1856740
697,2084,1784480,6212,1857060
697,2084,1784710,6212,1857290
697,2084,1785710,6212,1858290
697,2084,1786710,6212,1859290
697,2084,1787520,6212,1860100
697,2084,1788520,6212,1861100
697,2084,1789330,6212,1861910
697,2084,1789330,6212,1861910
697,2084,1790330,6212,1862910
697,2084,1790330,6212,1863560
697,2084,1790330,6212,1863560
697,2084,1790330,6212,1863560
697,2084,1790800,6212,1864030
697,2084,1791260,6212,1864490
697,2084,1791580,6212,1864810
697,2084,1791580,6212,1865810
697,2084,1792390,6212,1866620
697,2084,1793390,6212,1867620
697,2084,1793860,6212,1868090
698,2092,1794860,6212,1869090
698,2092,1795510,6212,1869740
698,2092,1796510,6212,1870740
698,2092,1797510,6212,1871740
698,2092,1798510,6212,1872740
698,2092,1799320,6212,1873550
698,2092,1800130,6212,1874360
698,2092,1801130,6212,1875360
699,2100,1802130,6212,1876360
699,2100,1802460,6212,1876690
699,2100,1803460,6212,1877690
699,2100,1804460,6212,1878690
699,2100,1804460,6212,1879690
699,2100,1804460,6212,1879690
699,2100,1805460,6212,1880690
699,2100,1806460,6212,1881690
699,2100,1807270,6212,1882500
699,2100,1808270,6212,1883500
700,2108,1809270,6212,1884500
700,2108,1809430,6212,1884660
700,2108,1810430,6212,1885660
700,2108,1810430,6212,1886470
700,2108,1811430,6212,1887470
700,2108,1811430,6212,1887470
700,2108,1812430,6212,1888470
700,2108,1813430,6212,1889470
700,2108,1814430,6212,1890470
700,2108,1815430,6212,1891470
700,2108,1815430,6212,1891470
700,2108,1815750,6212,1891790
700,2108,1816070,6212,1892110
701,2116,1817070,6212,1893110
701,2116,1817070,6212,1893110
701,2116,1817070,6212,1893110
701,2116,1817290,6212,1893330
701,2116,1817290,6212,1893920
701,2116,1818290,6212,1894920
701,2116,1819290,6212,1895920
701,2116,1820100,6212,1896730
701,2116,1820750,6212,1897380
701,2116,1821400,6212,1898030
701,2116,1821400,6212,1898840
701,2116,1821400,6212,1898840
701,2116,1822400,6212,1899840
701,2116,1823400,6212,1900840
702,2124,1823870,6212,1901310
702,2124,1824680,6212,1902120
702,2124,1824680,6212,1902120
702,2124,1824910,6212,1902350
702,2124,1825910,6212,1903350
702,2124,1825910,6212,1903350
702,2124,1825910,6212,1904160
702,2124,1826910,6212,1905160
702,2124,1827390,6212,1905640
702,2124,1827850,6212,1906100
702,2124,1828660,6212,1906910
703,2132,1829470,6212,1907720
703,2132,1830280,6212,1908530
703,2132,1831280,6212,1909530
703,2132,1832280,6212,1910530
703,2132,1833280,6212,1911530
703,2132,1834280,6212,1912530
703,2132,1835280,6212,1913530
703,2132,1836280,6212,1914530
703,2132,1836440,6212,1914690
704,2140,1837250,6212,1915500
704,2140,1837250,6212,1916500
704,2140,1837710,6212,1916960
704,2140,1838710,6212,1917960
704,2140,1839710,6212,1918960
704,2140,1840710,6212,1919960
704,2140,1841300,6212,1920550
704,2140,1842300,6212,1921550
704,2140,1843110,6212,1922360
705,2148,1844110,6212,1923360
705,2148,1844110,6212,1923590
705,2148,1844110,6212,1923590
705,2148,1844430,6212,1923910
705,2148,1844430,6212,1924720
705,2148,1845430,6212,1925720
705,2148,1845750,6212,1926040
705,2148,1845750,6212,1926410
705,2148,1846070,6212,1926730
705,2148,1846070,6212,1926730
705,2148,1846070,6212,1926730
705,2148,1846070,6212,1927200
705,2148,1846070,6212,1927200
705,2148,1847070,6212,1928200
705,2148,1848070,6212,1929200
705,2148,1849070,6212,1930200
705,2148,1849540,6212,1930670
705,2148,1849540,6212,1931670
705,2148,1849540,6212,1932140
705,2148,1850540,6212,1933140
705,2148,1851540,6212,1934140
706,2156,1852010,6212,1934610
706,2156,1853010,6212,1935610
706,2156,1854010,6212,1936610
706,2156,1855010,6212,1937610
706,2156,1856010,6212,1938610
706,2156,1856010,6212,1938610
706,2156,1856010,6212,1938610
706,2156,1857010,6212,1939610
706,2156,1857660,6212,1940260
707,2164,1858660,6212,1941260
707,2164,1858660,6212,1942260
707,2164,1859660,6212,1943260
707,2164,1859660,6212,1943260
707,2164,1859660,6212,1943260
707,2164,1859660,6212,1943260
707,2164,1860470,6212,1944070
707,2164,1860930,6212,1944530
707,2164,1861740,6212,1945340
707,2164,1862740,6212,1946340
708,2172,1863740,6212,1947340
708,2172,1864330,6212,1947930
708,2172,1864800,6212,1948400
708,2172,1864800,6212,1948400
708,2172,1865260,6212,1948860
708,2172,1866070,6212,1949670
708,2172,1867070,6212,1950670
708,2172,1867540,6212,1951140
708,2172,1867540,6212,1951950
708,2172,1868540,6212,1952950
708,2172,1869540,6212,1953950
709,2180,1870540,6212,1954950
709,2180,1871010,6212,1955420
709,2180,1872010,6212,1956420
709,2180,1873010,6212,1957420
709,2180,1873660,6212,1958070
709,2180,1874660,6212,1959070
709,2180,1875660,6212,1960070
709,2180,1876120,6212,1960530
710,2188,1877120,6212,1961530
710,2188,1877590,6212,1962000
710,2188,1877820,6212,1962230
710,2188,1877820,6212,1962880
710,2188,1878820,6212,1963880
710,2188,1879820,6212,1964880
710,2188,1880470,6212,1965530
710,2188,1881280,6212,1966340
710,2188,1882280,6212,1967340
711,2196,1890280,6212,1975340
711,2196,1890280,6212,1976150
711,2196,1890280,6212,1976800
711,2196,1891280,6212,1977800
711,2196,1891280,6212,1978800
711,2196,1892090,6212,1979610
711,2196,1892320,6212,1979840
712,2204,1893320,6212,1980840
712,2204,1894130,6212,1981650
713,2212,1902130,6212,1989650
713,2212,1903130,6212,1990650
713,2212,1903940,6212,1991460
713,2212,1904940,6212,1992460
713,2212,1905410,6212,1992930
713,2212,1905410,6212,1993740
