ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6d06-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1365305.52,31.07,4.88,315750.07,7.18
1365305.52,31.07,4.88,315750.07,7.18
1365040.96,31.07,4.88,315787.72,7.19
1364776.4,31.07,4.88,315748.9,7.19
1364703.64,31.07,4.89,315743.43,7.19
1364213.03,31.07,4.88,315798.82,7.19
1364274.3,31.07,4.88,315759.02,7.19
1364274.3,31.07,4.88,315759.02,7.19
1364432.08,31.08,4.89,316145.23,7.2
1364592.03,31.09,4.9,317217.48,7.23
1363767.79,31.08,4.89,316392.93,7.21
1363978.28,31.08,4.9,316398.49,7.21
1363902.03,31.09,4.9,316378.16,7.21
1363903.43,31.09,4.9,316377.79,7.21
1363751.54,31.09,4.9,316412.22,7.21
1363486.98,31.09,4.9,316385.63,7.21
1363486.98,31.09,4.9,316411.88,7.21
1363486.98,31.09,4.9,316411.88,7.21
1363264.77,31.09,4.9,319109.24,7.28
1364047.66,31.11,4.92,319623.27,7.29
1364451.05,31.12,4.93,319429.59,7.29
1364416.49,31.13,4.94,319066.13,7.28
1364372.26,31.13,4.94,319049.52,7.28
1364296.01,31.14,4.95,319036.57,7.28
1364031.45,31.14,4.95,319071.89,7.28
1363766.89,31.14,4.95,319034.25,7.28
1363505.82,31.14,4.95,319028.53,7.29
1363240.1,31.14,4.95,319391.87,7.3
1362974.38,31.14,4.95,319287.59,7.3
1362708.66,31.14,4.95,319384.16,7.3
1362553.74,31.14,4.95,319230.77,7.3
1362509.51,31.14,4.96,319240.74,7.3
1362509.51,31.14,4.96,319240.74,7.3
1362696.33,31.15,4.96,319202.6,7.3
1362431.78,31.15,4.96,319236.99,7.3
1362167.22,31.15,4.97,319195.12,7.3
1361906.15,31.16,4.97,319241.6,7.3
1362021.68,31.16,4.97,319195.5,7.3
1361755.96,31.16,4.97,319926.47,7.32
1361678.55,31.17,4.98,320297.23,7.33
1361446.01,31.17,4.98,320302.56,7.33
1361446.01,31.17,4.98,320302.56,7.33
1361447.71,31.17,4.98,320304.83,7.33
1361156.45,31.17,4.98,319858.24,7.32
1361156.45,31.17,4.98,319858.24,7.32
1360891.89,31.17,4.98,319835.69,7.32
1360657.16,31.16,4.97,319837.5,7.33
1360657.16,31.16,4.97,319837.5,7.33
1360933.44,31.17,4.98,319822.34,7.33
1360933.84,31.17,4.98,319825.3,7.33
1360933.84,31.17,4.98,319769.05,7.32
1360933.84,31.17,4.98,319769.05,7.32
1360933.84,31.17,4.98,319810.62,7.33
1360669.28,31.17,4.98,319886.91,7.33
1360408.21,31.17,4.99,319812.18,7.33
1360142.49,31.17,4.99,319801.72,7.33
1359809.78,31.17,4.98,320213.22,7.34
1359809.78,31.17,4.98,320213.22,7.34
1359809.78,31.17,4.98,320213.22,7.34
1359553.48,31.17,4.98,320075.87,7.34
1359278.34,31.17,4.98,319995.71,7.34
1359488.83,31.18,4.99,320001.27,7.34
1359224.27,31.18,4.99,319975.16,7.34
1358959.71,31.18,4.99,319962.73,7.34
1358695.15,31.18,5.0,320050.7,7.35
1358434.08,31.19,5.0,320023.74,7.35
1358434.08,31.19,5.0,320017.28,7.35
1358434.08,31.19,5.0,320013.97,7.35
1358168.36,31.19,5.0,320021.2,7.35
1358239.06,31.19,5.0,320740.19,7.37
1358006.53,31.19,5.01,320731.16,7.37
1358006.53,31.19,5.01,320731.16,7.37
1357792.63,31.2,5.01,320743.28,7.37
1357792.63,31.2,5.01,320718.63,7.37
1357792.63,31.2,5.01,320718.63,7.37
1357792.63,31.2,5.01,320718.63,7.37
1357716.38,31.2,5.01,320697.32,7.37
1357903.2,31.21,5.02,320767.32,7.37
1357826.95,31.21,5.02,320725.58,7.37
1357565.88,31.21,5.02,320692.79,7.37
1357319.66,31.22,5.03,320691.66,7.38
1357435.19,31.22,5.03,321208.85,7.39
1357053.81,31.22,5.03,320816.85,7.38
1357053.81,31.22,5.03,320816.85,7.38
1357239.47,31.22,5.04,320683.81,7.38
1357162.06,31.23,5.04,322112.03,7.41
1356883.81,31.23,5.04,322082.05,7.41
1356502.43,31.22,5.03,321629.04,7.4
1356502.43,31.22,5.03,321629.04,7.4
1356224.19,31.22,5.04,321703.15,7.41
1355945.94,31.23,5.04,321626.95,7.41
1355713.41,31.23,5.04,321629.56,7.41
1355881.67,31.23,5.05,322076.96,7.42
1355602.27,31.24,5.05,322008.68,7.42
1355405.11,31.24,5.05,321866.81,7.42
1354759.24,31.23,5.04,321222.1,7.4
1354483.33,31.23,5.04,321491.69,7.41
1354218.77,31.23,5.04,321457.98,7.41
1354405.6,31.24,5.05,321507.4,7.42
1354159.37,31.24,5.05,321510.01,7.42
1353777.99,31.23,5.05,321481.18,7.42
1353596.72,31.23,5.04,321309.69,7.41
1353596.72,31.23,5.04,321309.69,7.41
1353332.17,31.23,5.04,321281.38,7.41
1353071.09,31.23,5.05,321789.4,7.43
1353151.22,31.24,5.05,321739.48,7.43
1353092.02,31.24,5.06,321398.54,7.42
1352793.31,31.24,5.06,321857.03,7.43
1350708.87,31.25,5.07,321801.92,7.45
1350708.87,31.25,5.07,321801.92,7.45
1350708.87,31.25,5.07,321801.92,7.45
1350430.62,31.25,5.07,321780.16,7.45
1350430.62,31.25,5.07,321780.16,7.45
1350340.69,31.26,5.07,321764.97,7.45
1350137.83,31.26,5.07,321665.42,7.45
1349905.29,31.26,5.07,321664.3,7.45
1349815.35,31.26,5.07,321711.51,7.45
1347730.91,31.27,5.08,321656.4,7.46
1347456.15,31.27,5.08,321623.65,7.46
1347365.05,31.28,5.09,321602.9,7.47
1347085.65,31.28,5.09,322172.28,7.48
1347249.27,31.28,5.1,322394.56,7.49
1347249.27,31.28,5.1,322394.56,7.49
1347173.02,31.29,5.1,322373.26,7.49
1347235.46,31.29,5.11,322415.82,7.49
1346970.9,31.29,5.11,322363.2,7.49
1346709.83,31.3,5.11,322362.45,7.49
1346444.11,31.3,5.11,323061.08,7.51
1346234.73,31.29,5.11,322849.14,7.5
1346043.0,31.3,5.11,322732.35,7.5
1346043.0,31.3,5.11,322732.35,7.5
1346043.0,31.3,5.11,322732.35,7.5
1346255.94,31.31,5.12,323196.13,7.52
1346023.41,31.31,5.12,323198.74,7.52
1345777.18,31.31,5.12,323194.83,7.52
1345586.47,31.31,5.12,323197.72,7.52
1345586.47,31.31,5.12,323197.72,7.52
1345321.91,31.31,5.12,323175.96,7.52
1345213.79,31.31,5.12,323068.13,7.52
1345213.79,31.31,5.12,323068.13,7.52
1344949.23,31.31,5.12,323052.17,7.52
1344684.67,31.31,5.12,323168.28,7.52
1344423.6,31.31,5.12,323063.69,7.52
1344600.9,31.32,5.13,323045.23,7.52
1344335.18,31.32,5.13,323445.46,7.53
1344335.18,31.32,5.13,323445.46,7.53
1344069.46,31.32,5.13,323424.19,7.54
1344025.23,31.32,5.14,323434.16,7.54
1343948.98,31.33,5.14,323414.12,7.54
1343684.42,31.33,5.14,323390.61,7.54
1343419.87,31.33,5.14,323441.82,7.54
1343184.97,31.33,5.14,323255.83,7.54
1343184.97,31.33,5.14,323255.83,7.54
1342923.9,31.33,5.14,323222.11,7.54
1343101.2,31.34,5.15,323199.11,7.54
1343101.2,31.34,5.15,323199.11,7.54
1342835.48,31.34,5.15,323969.19,7.56
1342758.07,31.34,5.15,324140.06,7.57
1342761.08,31.34,5.15,324137.66,7.57
1342482.84,31.34,5.16,324110.49,7.57
1342204.59,31.34,5.16,324163.59,7.57
1342209.67,31.34,5.16,324185.14,7.57
1341931.43,31.34,5.16,324154.33,7.57
1341656.67,31.34,5.16,324268.6,7.58
1341377.26,31.35,5.16,324210.23,7.58
1341380.65,31.35,5.16,324241.73,7.58
1341289.55,31.35,5.16,324190.21,7.58
1341010.14,31.35,5.17,324326.21,7.58
1341010.14,31.35,5.17,324326.21,7.58
1341010.14,31.35,5.17,324326.21,7.58
1340777.61,31.35,5.17,324331.53,7.58
1340840.05,31.36,5.17,324299.5,7.58
1340575.49,31.36,5.17,324415.13,7.59
1340310.93,31.36,5.18,324455.17,7.59
1340078.14,31.36,5.18,324447.74,7.59
1339961.03,31.37,5.18,325821.6,7.63
1339961.5,31.37,5.18,325823.4,7.63
1340093.38,31.38,5.19,325424.49,7.62
1339831.56,31.37,5.19,325204.61,7.62
1339599.02,31.38,5.19,325207.22,7.62
1339334.47,31.38,5.19,325176.31,7.62
1339069.91,31.38,5.19,325250.92,7.62
1339223.8,31.39,5.2,325172.28,7.62
1338962.73,31.39,5.2,325479.05,7.63
1338697.01,31.39,5.2,325382.86,7.63
1338431.29,31.39,5.2,325211.28,7.63
1338431.29,31.39,5.2,325211.28,7.63
1338353.88,31.39,5.21,325754.0,7.64
1338309.65,31.4,5.21,325763.97,7.64
1337926.62,31.39,5.21,325384.77,7.63
1337662.07,31.39,5.21,325349.64,7.64
1337397.51,31.4,5.21,325498.33,7.64
1337575.97,31.4,5.22,325472.22,7.64
1337202.95,31.4,5.21,325336.74,7.64
1337130.19,31.4,5.22,325937.67,7.65
1337307.49,31.41,5.22,325759.63,7.65
1336998.58,31.41,5.22,325527.74,7.65
1337117.24,31.42,5.23,326597.72,7.67
1337327.72,31.42,5.24,326603.29,7.67
1337063.16,31.43,5.24,326568.74,7.68
1336680.14,31.42,5.23,326671.27,7.68
1336686.82,31.42,5.24,326673.21,7.68
1336422.26,31.42,5.24,326568.34,7.68
1336423.2,31.42,5.24,326580.9,7.68
1336163.29,31.42,5.24,326730.11,7.68
1336134.24,31.43,5.24,328663.4,7.73
1335603.41,31.42,5.24,328085.36,7.72
1336561.32,31.45,5.27,328030.57,7.72
1336763.45,31.46,5.28,328012.26,7.72
1336763.45,31.46,5.28,328012.26,7.72
1336763.45,31.46,5.28,328012.26,7.72
1336498.89,31.46,5.28,328047.42,7.72
1336498.89,31.46,5.28,328047.42,7.72
1335442.98,31.47,5.28,327988.46,7.73
1335442.98,31.47,5.28,327968.81,7.73
1335068.32,31.46,5.28,328150.07,7.73
1334802.6,31.46,5.28,328060.11,7.73
1334536.88,31.46,5.28,328015.8,7.73
1334747.37,31.47,5.29,328020.96,7.73
1334747.37,31.47,5.29,328020.96,7.73
1334482.81,31.47,5.29,327986.82,7.74
1334218.25,31.47,5.29,328044.96,7.74
1333835.23,31.47,5.28,328004.85,7.74
1333835.23,31.47,5.28,328004.85,7.74
1333837.1,31.47,5.28,328028.47,7.74
1333760.85,31.47,5.29,328001.31,7.74
1333765.93,31.47,5.29,328053.53,7.74
1333947.88,31.48,5.3,328263.72,7.75
1333870.46,31.49,5.3,328145.35,7.75
1333604.74,31.49,5.3,328157.05,7.75
1333527.33,31.49,5.31,328855.18,7.77
1333144.31,31.49,5.3,328720.7,7.76
1333354.8,31.49,5.31,328726.26,7.76
1333090.24,31.49,5.31,328700.14,7.77
1332825.68,31.5,5.31,328687.71,7.77
1332825.68,31.5,5.31,328687.71,7.77
1332442.66,31.49,5.3,328929.9,7.77
1332447.89,31.49,5.3,328922.41,7.77
1332171.54,31.49,5.3,328619.24,7.77
1332171.54,31.49,5.3,328619.24,7.77
1332350.01,31.49,5.31,328622.05,7.77
1332277.24,31.5,5.31,328407.34,7.76
1331904.22,31.49,5.31,329252.49,7.79
1331826.81,31.5,5.31,328776.04,7.78
1331988.96,31.51,5.32,328456.9,7.77
1331721.08,31.51,5.32,329297.19,7.79
1331721.08,31.51,5.32,329297.19,7.79
1331488.54,31.51,5.32,329299.8,7.79
1331223.99,31.51,5.32,329266.73,7.79
1331147.74,31.51,5.33,329301.44,7.8
1331147.74,31.51,5.33,329283.65,7.8
1331041.12,31.51,5.33,329176.5,7.79
1331219.59,31.52,5.33,329158.14,7.79
1330958.52,31.52,5.34,329136.71,7.79
1330692.8,31.52,5.34,329447.27,7.8
1330754.07,31.53,5.34,329525.66,7.81
1330488.36,31.53,5.34,330073.2,7.82
1330488.36,31.53,5.34,330073.2,7.82
1330510.6,31.53,5.34,330062.38,7.82
1330402.47,31.53,5.34,329954.55,7.82
1330402.47,31.53,5.34,329954.55,7.82
1330188.81,31.53,5.34,329744.8,7.81
1329956.27,31.53,5.34,329741.63,7.82
1329956.27,31.53,5.34,329741.63,7.82
1330134.73,31.53,5.35,329715.82,7.82
1329751.71,31.53,5.34,329794.4,7.82
1329487.15,31.53,5.34,329753.03,7.82
1329222.6,31.53,5.35,329714.35,7.82
1328961.52,31.53,5.35,330043.76,7.83
1328695.8,31.53,5.35,329912.49,7.83
1328518.53,31.54,5.35,329869.24,7.83
1328518.53,31.54,5.35,329869.24,7.83
1328164.36,31.54,5.35,329749.68,7.83
1327931.83,31.54,5.35,329745.77,7.83
1327773.52,31.54,5.35,329587.73,7.83
1327951.99,31.54,5.36,329562.69,7.83
1327687.43,31.54,5.36,329713.79,7.83
1327687.43,31.54,5.36,329713.79,7.83
1327441.2,31.55,5.36,329704.62,7.84
1327503.64,31.55,5.37,329615.92,7.83
1327503.64,31.55,5.37,329615.92,7.83
1327242.57,31.55,5.37,329568.94,7.84
1326976.85,31.56,5.37,330558.78,7.86
1326790.02,31.56,5.37,330582.33,7.86
1326535.02,31.56,5.37,330584.19,7.87
1326535.02,31.56,5.37,330584.19,7.87
1326400.96,31.56,5.38,330421.14,7.86
1326400.96,31.56,5.38,330421.14,7.86
1326449.71,31.57,5.38,330400.6,7.86
1326589.92,31.58,5.39,330473.98,7.87
1326387.93,31.57,5.39,330286.95,7.86
1326387.93,31.57,5.39,330286.95,7.86
1326109.69,31.57,5.39,330266.59,7.86
1324025.25,31.58,5.4,330211.48,7.88
1323938.8,31.59,5.4,330174.72,7.88
1323659.39,31.59,5.4,330923.99,7.9
1323388.12,31.59,5.41,330868.44,7.9
1323753.77,31.6,5.41,331266.91,7.91
1323521.24,31.6,5.42,331257.75,7.91
1323256.68,31.6,5.42,331235.83,7.91
1322992.12,31.6,5.42,331322.41,7.91
1323170.59,31.61,5.43,331295.12,7.91
1322909.51,31.61,5.43,331269.41,7.92
1322677.71,31.61,5.43,331072.43,7.91
1322430.84,31.61,5.43,331889.57,7.93
1322234.72,31.61,5.43,331426.9,7.92
1322493.4,31.62,5.44,332072.15,7.94
1322260.86,31.63,5.44,332074.76,7.94
1321616.96,31.62,5.43,331912.59,7.94
1321540.71,31.62,5.44,331893.53,7.94
1321276.15,31.62,5.44,331946.17,7.94
1321276.15,31.62,5.44,331946.17,7.94
1320894.77,31.62,5.43,331652.85,7.94
1320894.77,31.62,5.43,331652.85,7.94
1321011.47,31.63,5.44,331598.13,7.94
1320750.4,31.63,5.44,331749.36,7.94
1320927.7,31.63,5.45,331699.02,7.94
1321722.31,31.65,5.47,333344.98,7.98
1321722.31,31.65,5.47,333344.98,7.98
1321560.73,31.65,5.47,333870.11,8.0
1321655.19,31.66,5.48,333870.44,8.0
1321205.0,31.66,5.47,333287.85,7.99
1321046.87,31.65,5.47,333130.02,7.98
1321109.31,31.66,5.48,333101.4,7.98
1321109.31,31.66,5.48,333101.4,7.98
1320902.09,31.66,5.47,333187.69,7.99
1320637.54,31.66,5.47,333139.34,7.99
1320637.54,31.66,5.47,333139.34,7.99
1320372.98,31.66,5.48,333131.41,7.99
1320554.93,31.67,5.48,333933.45,8.01
1320308.06,31.67,5.48,333704.68,8.0
1319316.33,31.65,5.47,332713.19,7.98
1319316.33,31.65,5.47,332713.19,7.98
1319023.99,31.65,5.46,332410.91,7.98
1318872.04,31.65,5.46,333340.7,8.0
1319765.54,31.67,5.48,333663.49,8.01
1319976.03,31.68,5.49,333668.65,8.01
1319981.11,31.68,5.49,333692.25,8.01
1319716.55,31.68,5.49,333658.12,8.01
1319558.24,31.68,5.49,333504.89,8.01
1319558.24,31.68,5.49,333504.89,8.01
1319401.92,31.67,5.49,333349.85,8.0
1319401.92,31.67,5.49,333349.85,8.0
1319137.37,31.67,5.49,333539.65,8.01
1319137.37,31.67,5.49,333539.65,8.01
1318910.36,31.68,5.49,333614.41,8.01
1318645.8,31.68,5.49,333421.93,8.01
1318413.0,31.68,5.49,335372.4,8.06
1319377.17,31.71,5.52,335956.01,8.07
1318876.34,31.7,5.51,334975.77,8.05
1318394.54,31.7,5.51,334648.47,8.05
1318350.32,31.7,5.52,334658.44,8.05
1318085.76,31.7,5.52,334621.88,8.05
1317821.2,31.7,5.52,334652.47,8.05
1317556.64,31.7,5.52,334629.33,8.05
1317295.57,31.71,5.52,334610.25,8.05
1316976.8,31.7,5.51,334291.55,8.05
1316711.08,31.7,5.52,334559.56,8.05
1316888.39,31.71,5.52,334639.8,8.06
1316810.97,31.71,5.53,334916.88,8.07
1316668.78,31.71,5.53,334951.58,8.07
1316436.25,31.71,5.53,334952.61,8.07
1316437.41,31.71,5.53,334944.57,8.07
1316437.41,31.71,5.53,334944.57,8.07
1316437.41,31.71,5.53,334944.57,8.07
1316437.41,31.71,5.53,334944.57,8.07
1316172.85,31.72,5.53,334912.44,8.07
1316172.85,31.72,5.53,334912.44,8.07
1316172.85,31.72,5.53,334912.44,8.07
1316096.6,31.72,5.53,334951.53,8.07
1315832.04,31.72,5.54,334910.61,8.07
1315897.97,31.73,5.54,335083.64,8.08
1315847.97,31.73,5.54,335033.64,8.08
1315847.97,31.73,5.54,335033.64,8.08
1315770.56,31.73,5.55,334928.08,8.08
1315947.86,31.74,5.55,334850.1,8.08
1316009.14,31.75,5.56,336307.21,8.11
1316009.14,31.75,5.56,336307.21,8.11
1315776.6,31.75,5.56,336312.54,8.11
1315776.6,31.75,5.56,336312.54,8.11
1315512.04,31.75,5.56,336288.06,8.12
1315247.48,31.75,5.56,336398.84,8.12
1314864.46,31.74,5.56,335944.03,8.11
1314599.9,31.75,5.56,335925.9,8.11
1314527.14,31.75,5.56,335813.75,8.11
1314261.42,31.75,5.57,336332.38,8.13
1314193.43,31.76,5.57,336247.61,8.13
1313918.29,31.76,5.57,336163.73,8.12
1313685.75,31.76,5.57,336161.28,8.13
1313864.22,31.77,5.58,336134.75,8.13
1313567.22,31.76,5.58,335918.14,8.12
1313302.66,31.76,5.58,336044.49,8.13
1313226.41,31.77,5.58,335935.58,8.13
1312965.34,31.77,5.58,335927.09,8.13
1312718.47,31.77,5.58,337090.19,8.16
1312966.47,31.78,5.6,337218.87,8.16
1312966.47,31.78,5.6,337218.87,8.16
1313176.96,31.79,5.61,337224.43,8.16
1313176.96,31.79,5.61,337224.43,8.16
1312912.4,31.79,5.61,337198.31,8.17
1312529.38,31.79,5.6,337284.72,8.17
1312333.08,31.79,5.6,337082.64,8.16
1312333.08,31.79,5.6,337082.64,8.16
1312068.52,31.79,5.6,337046.31,8.17
1311766.71,31.78,5.6,336848.7,8.16
1311690.46,31.79,5.6,336825.27,8.16
1311444.23,31.79,5.6,336821.36,8.16
1311225.63,31.79,5.6,336612.48,8.16
1310964.55,31.79,5.6,336689.75,8.16
1310717.68,31.79,5.6,337403.88,8.18
1310439.44,31.79,5.6,337376.71,8.18
1310439.44,31.79,5.6,337376.71,8.18
1310520.78,31.8,5.61,337355.99,8.19
1310520.78,31.8,5.61,337355.99,8.19
1310077.46,31.8,5.61,336959.56,8.18
1309987.52,31.8,5.61,337003.18,8.18
1309987.52,31.8,5.61,337003.18,8.18
1309987.52,31.8,5.61,337003.18,8.18
1309987.52,31.8,5.61,337003.18,8.18
1309987.52,31.8,5.61,337003.18,8.18
1309709.28,31.8,5.62,336981.67,8.18
1309709.28,31.8,5.62,336981.67,8.18
1309761.52,31.81,5.62,336953.88,8.18
1309762.45,31.81,5.62,336965.76,8.18
1309483.04,31.81,5.62,337360.44,8.19
1309391.94,31.81,5.63,337509.18,8.2
1309112.54,31.81,5.63,337548.56,8.2
1308880.0,31.82,5.63,337553.88,8.21
1308669.76,31.81,5.63,337357.24,8.2
1308405.2,31.81,5.63,337320.82,8.2
1308405.2,31.81,5.63,337320.82,8.2
1308140.64,31.81,5.63,337480.89,8.21
1308140.64,31.81,5.63,337480.89,8.21
1308193.58,31.82,5.63,339078.38,8.25
1308677.53,31.83,5.65,338064.18,8.22
1310334.23,31.88,5.69,340824.2,8.29
1310544.71,31.89,5.7,340829.36,8.29
1310468.46,31.89,5.71,340808.27,8.29
1310203.9,31.89,5.71,340791.98,8.3
1309939.35,31.9,5.71,340856.36,8.3
1310059.53,31.9,5.72,340806.15,8.3
1309793.81,31.9,5.72,341283.12,8.31
1309528.09,31.91,5.72,340925.11,8.31
1309315.45,31.91,5.72,341872.74,8.33
1309082.91,31.91,5.73,341878.07,8.33
1308818.35,31.91,5.73,341855.52,8.34
1308818.35,31.91,5.73,341959.31,8.34
1308742.1,31.92,5.73,341942.19,8.34
1308477.54,31.92,5.73,341963.14,8.34
1308477.54,31.92,5.73,341963.14,8.34
1308216.47,31.92,5.73,341949.89,8.34
1307950.75,31.92,5.74,342191.23,8.35
1308128.06,31.93,5.74,342287.98,8.35
1308280.79,31.94,5.75,342974.18,8.37
1308048.25,31.94,5.75,342966.26,8.37
1307802.03,31.94,5.76,342963.81,8.38
1307537.47,31.94,5.76,342940.63,8.38
1307715.94,31.95,5.76,343033.19,8.38
1307715.94,31.95,5.76,343033.19,8.38
1307451.38,31.95,5.77,342986.45,8.38
1307517.3,31.96,5.77,342941.41,8.38
1307517.3,31.96,5.77,342941.41,8.38
1307517.3,31.96,5.77,343994.71,8.41
1308223.27,31.98,5.8,345151.92,8.44
1307945.02,31.98,5.8,345126.08,8.44
1307666.78,31.98,5.8,345663.18,8.45
1307457.46,31.99,5.8,345489.32,8.45
1307200.56,31.98,5.8,345193.77,8.45
1307110.63,31.99,5.8,344921.13,8.44
1307115.27,31.99,5.8,344923.87,8.44
1306826.59,31.98,5.8,344508.49,8.43
1306571.59,31.98,5.8,345609.63,8.46
1306284.05,31.98,5.8,344772.3,8.44
1305987.98,31.98,5.8,344474.13,8.43
1305803.88,31.98,5.79,344260.66,8.43
1305803.88,31.98,5.79,344260.66,8.43
1305748.68,31.98,5.8,343889.65,8.42
1305605.42,31.98,5.8,344269.42,8.43
1305372.88,31.99,5.8,344268.3,8.44
1305649.16,32.0,5.81,344241.04,8.44
1305572.91,32.0,5.82,344289.01,8.44
1305308.35,32.0,5.82,344254.52,8.44
1304984.16,32.0,5.81,344400.22,8.44
1304723.09,32.0,5.82,344370.89,8.45
1304728.17,32.0,5.82,344374.29,8.45
1304462.45,32.0,5.82,344322.11,8.45
1304385.03,32.0,5.82,344932.21,8.46
1304228.84,32.0,5.82,344774.3,8.46
1303963.12,32.0,5.82,344634.62,8.46
1303746.48,32.0,5.82,344437.2,8.45
1303746.48,32.0,5.82,344437.2,8.45
1303746.48,32.0,5.82,344437.2,8.45
1303500.25,32.0,5.82,344433.24,8.46
1303549.01,32.01,5.83,344407.5,8.46
1303270.76,32.01,5.83,344453.11,8.46
1303270.76,32.01,5.83,344453.11,8.46
1302983.74,32.01,5.83,344428.12,8.46
1302705.49,32.01,5.83,344401.27,8.46
1302430.74,32.01,5.83,344374.4,8.46
1302430.74,32.01,5.83,344374.4,8.46
1302478.33,32.02,5.84,344883.18,8.48
1302641.95,32.03,5.85,344937.33,8.48
1302362.54,32.03,5.85,345225.16,8.49
1302075.52,32.03,5.85,345245.83,8.49
1301692.49,32.02,5.84,345115.09,8.49
1301856.85,32.03,5.85,345097.19,8.49
1301856.85,32.03,5.85,345097.19,8.49
1301573.31,32.03,5.85,345083.69,8.49
1301285.13,32.03,5.85,345276.48,8.5
1300996.94,32.03,5.85,345327.56,8.5
1300708.76,32.03,5.86,345446.51,8.51
1300708.76,32.03,5.86,345446.51,8.51
1300476.22,32.04,5.86,345451.84,8.51
1300323.81,32.03,5.86,345365.6,8.51
1300323.81,32.03,5.86,345365.6,8.51
1300024.84,32.03,5.85,345070.73,8.5
1300024.84,32.03,5.85,345070.73,8.5
1300024.84,32.03,5.85,345070.73,8.5
1300178.73,32.04,5.86,345036.11,8.5
1300178.73,32.04,5.86,345036.11,8.5
1300357.19,32.04,5.87,345089.07,8.5
1300357.19,32.04,5.87,345089.07,8.5
1300092.64,32.05,5.87,345049.88,8.51
1299831.56,32.05,5.87,345342.74,8.51
1299448.54,32.04,5.86,345291.14,8.51
1299201.67,32.04,5.87,345140.9,8.51
1298882.72,32.04,5.86,344822.57,8.51
1298650.18,32.04,5.86,344820.12,8.51
1298650.18,32.04,5.86,344820.12,8.51
1298830.49,32.05,5.88,345968.37,8.54
1298830.49,32.05,5.88,345968.37,8.54
1299008.96,32.06,5.88,345941.84,8.54
1298744.4,32.06,5.88,346067.56,8.54
1298744.4,32.06,5.88,346067.56,8.54
1298744.4,32.06,5.88,346067.56,8.54
1298744.4,32.06,5.88,346067.56,8.54
1298479.84,32.06,5.89,346008.65,8.54
1298545.77,32.07,5.89,345935.74,8.54
1298298.9,32.07,5.89,347170.42,8.58
1298298.9,32.07,5.89,347170.42,8.58
1297788.8,32.07,5.89,346589.93,8.56
1297788.8,32.07,5.89,346589.93,8.56
1297701.96,32.07,5.89,346275.83,8.56
1297615.13,32.07,5.9,346239.92,8.56
1297382.59,32.08,5.9,346237.46,8.56
1297118.03,32.08,5.9,346211.62,8.56
1296735.01,32.07,5.89,346076.57,8.56
1296470.45,32.07,5.9,346588.17,8.57
1296210.54,32.08,5.9,346554.92,8.58
1296210.54,32.08,5.9,346554.92,8.58
1296210.54,32.08,5.9,346554.92,8.58
1296382.99,32.08,5.91,346406.09,8.57
1296352.18,32.09,5.91,347740.14,8.61
1296058.57,32.09,5.91,347440.49,8.6
1296098.79,32.09,5.92,346894.96,8.59
1296098.79,32.09,5.92,346894.96,8.59
1295866.25,32.1,5.92,346922.25,8.59
1295611.25,32.1,5.92,346930.55,8.6
1295582.38,32.1,5.92,347002.74,8.6
1295317.82,32.1,5.92,346944.35,8.6
1295317.82,32.1,5.92,347096.72,8.6
1295053.26,32.1,5.93,346941.46,8.6
1295053.26,32.1,5.93,347091.01,8.6
1294831.05,32.11,5.93,347128.47,8.61
1294792.96,32.11,5.93,349065.16,8.66
1295222.59,32.13,5.95,348655.63,8.65
1294990.05,32.13,5.95,348653.17,8.65
1294725.49,32.13,5.96,348624.53,8.65
1294725.49,32.13,5.96,348624.53,8.65
1294450.68,32.13,5.95,348326.18,8.65
1294450.68,32.13,5.95,348326.18,8.65
1294450.68,32.13,5.95,348326.18,8.65
1294186.13,32.13,5.95,348526.05,8.65
1293921.57,32.13,5.95,348486.13,8.65
1293548.51,32.13,5.95,347714.97,8.64
1293553.16,32.13,5.95,347727.97,8.64
1293398.61,32.13,5.96,349288.84,8.68
1293398.61,32.13,5.96,349288.84,8.68
1293973.3,32.16,5.98,349242.86,8.68
1293740.76,32.16,5.98,349241.74,8.68
1293740.76,32.16,5.98,349241.74,8.68
1293191.7,32.15,5.97,348847.61,8.67
1292927.15,32.15,5.97,348822.62,8.67
1292662.59,32.15,5.98,349017.56,8.68
1292398.03,32.15,5.98,348870.18,8.68
1292136.96,32.16,5.98,348810.73,8.68
1291890.09,32.16,5.98,349462.15,8.7
1291592.94,32.16,5.98,348935.38,8.69
1292346.46,32.18,6.0,349732.15,8.71
1292113.92,32.18,6.0,349734.75,8.71
