ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1111,5722,1862570,6212,1862570
1111,5722,1863380,6212,1863380
1111,5722,1864380,6212,1864380
1111,5722,1865190,6212,1865190
1111,5722,1865660,6212,1865660
1112,5724,1866120,6212,1866120
1112,5724,1866120,6212,1866120
1112,5724,1866120,6212,1866120
1112,5724,1866120,6212,1866120
1112,5724,1867120,6212,1867120
1112,5724,1868120,6212,1868120
1112,5724,1868600,6212,1868600
1112,5724,1869600,6212,1869600
1112,5724,1870410,6212,1870410
1113,5732,1871410,6212,1871410
1113,5732,1871880,6212,1871880
1113,5732,1872880,6212,1872880
1113,5732,1873690,6212,1873690
1113,5732,1874160,6212,1874160
1113,5732,1875160,6212,1875160
1114,5740,1875160,6212,1875160
1115,5742,1876160,6212,1876160
1115,5742,1876630,6212,1876630
1115,5742,1877440,6212,1877440
1115,5742,1878440,6212,1878440
1115,5742,1878910,6212,1878910
1115,5742,1878910,6212,1878910
1115,5742,1879910,6212,1879910
1115,5742,1880380,6212,1880380
1115,5742,1881380,6212,1881380
1115,5742,1881850,6212,1881850
1115,5742,1882850,6212,1882850
1115,5742,1883320,6212,1883320
1115,5742,1884320,6212,1884320
1115,5742,1885320,6212,1885320
1115,5742,1885550,6212,1885550
1115,5742,1885870,6212,1885870
1115,5742,1885870,6212,1885870
1115,5742,1886870,6212,1886870
1115,5742,1887680,6212,1887680
1115,5742,1888000,6212,1888000
1115,5742,1889000,6212,1889000
1115,5742,1889470,6212,1889470
1115,5742,1890470,6212,1890470
1115,5742,1891470,6212,1891470
1115,5742,1892470,6212,1892470
1115,5742,1893470,6212,1893470
1115,5742,1894470,6212,1894470
1115,5742,1895470,6212,1895470
1116,5744,1896470,6212,1896470
1116,5744,1896470,6212,1896470
1116,5744,1897470,6212,1897470
1116,5744,1898280,6212,1898280
1116,5744,1899280,6212,1899280
1116,5744,1900280,6212,1900280
1116,5744,1901280,6212,1901280
1116,5744,1901600,6212,1901600
1116,5744,1902600,6212,1902600
1116,5744,1903410,6212,1903410
1116,5744,1904220,6212,1904220
1116,5744,1904220,6212,1904220
1117,5746,1904680,6212,1904680
1117,5746,1904680,6212,1904680
1117,5746,1905490,6212,1905490
1117,5746,1905810,6212,1905810
1117,5746,1906620,6212,1906620
1117,5746,1906940,6212,1906940
1117,5746,1907750,6212,1907750
1117,5746,1907750,6212,1907750
1117,5746,1907970,6212,1907970
1117,5746,1908780,6212,1908780
1117,5746,1909780,6212,1909780
1117,5746,1909780,6212,1909780
1117,5746,1910010,6212,1910010
1117,5746,1910820,6212,1910820
1117,5746,1911290,6212,1911290
1117,5746,1912290,6212,1912290
1117,5746,1913290,6212,1913290
1117,5746,1913290,6212,1913290
1117,5746,1914290,6212,1914290
1117,5746,1914940,6212,1914940
1117,5746,1915940,6212,1915940
1117,5746,1916490,6212,1916490
1117,5746,1916650,6212,1916650
1117,5746,1917460,6212,1917460
1117,5746,1917920,6212,1917920
1117,5746,1918390,6212,1918390
1117,5746,1919390,6212,1919390
1117,5746,1919390,6212,1919390
1117,5746,1919390,6212,1919390
1117,5746,1920390,6212,1920390
1117,5746,1920390,6212,1920390
1117,5746,1920860,6212,1920860
1117,5746,1921860,6212,1921860
1117,5746,1922860,6212,1922860
1117,5746,1923860,6212,1923860
1118,5748,1923860,6212,1923860
1119,5756,1924860,6212,1924860
1119,5756,1925860,6212,1925860
1119,5756,1926410,6212,1926410
1119,5756,1926410,6212,1926410
1119,5756,1926410,6212,1926410
1119,5756,1927410,6212,1927410
1119,5756,1928410,6212,1928410
1119,5756,1929410,6212,1929410
1120,5764,1929730,6212,1929730
1120,5764,1930540,6212,1930540
1120,5764,1930540,6212,1930540
1120,5764,1931540,6212,1931540
1120,5764,1932540,6212,1932540
1121,5766,1933190,6212,1933190
1121,5766,1933190,6212,1933190
1121,5766,1933840,6212,1933840
1121,5766,1934160,6212,1934160
1121,5766,1935160,6212,1935160
1122,5768,1936160,6212,1936160
1122,5768,1937160,6212,1937160
1122,5768,1938160,6212,1938160
1122,5768,1939160,6212,1939160
1122,5768,1940160,6212,1940160
1122,5768,1940480,6212,1940480
1122,5768,1940480,6212,1940480
1122,5768,1940480,6212,1940480
1122,5768,1941480,6212,1941480
1122,5768,1941940,6212,1941940
1122,5768,1942940,6212,1942940
1122,5768,1943170,6212,1943170
1122,5768,1944170,6212,1944170
1122,5768,1945170,6212,1945170
1122,5768,1945640,6212,1945640
1123,5776,1946640,6212,1946640
1123,5776,1947450,6212,1947450
1123,5776,1947820,6212,1947820
1123,5776,1948050,6212,1948050
1123,5776,1948510,6212,1948510
1123,5776,1948830,6212,1948830
1123,5776,1949830,6212,1949830
1123,5776,1950830,6212,1950830
1123,5776,1951830,6212,1951830
1123,5776,1952830,6212,1952830
1123,5776,1953830,6212,1953830
1123,5776,1953830,6212,1953830
1123,5776,1954640,6212,1954640
1124,5784,1955450,6212,1955450
1124,5784,1956450,6212,1956450
1124,5784,1956610,6212,1956610
1124,5784,1957610,6212,1957610
1125,5786,1958610,6212,1958610
1125,5786,1959610,6212,1959610
1125,5786,1960610,6212,1960610
1125,5786,1961610,6212,1961610
1125,5786,1962080,6212,1962080
1125,5786,1962730,6212,1962730
1125,5786,1963730,6212,1963730
1125,5786,1964380,6212,1964380
1125,5786,1964930,6212,1964930
1125,5786,1965480,6212,1965480
1125,5786,1966480,6212,1966480
1125,5786,1967290,6212,1967290
1125,5786,1967290,6212,1967290
1125,5786,1968100,6212,1968100
1126,5794,1968420,6212,1968420
1127,5796,1968880,6212,1968880
1127,5796,1969530,6212,1969530
1127,5796,1969530,6212,1969530
1127,5796,1970530,6212,1970530
1127,5796,1971530,6212,1971530
1127,5796,1972530,6212,1972530
1127,5796,1973530,6212,1973530
1128,5798,1974530,6212,1974530
1128,5798,1975530,6212,1975530
1128,5798,1976530,6212,1976530
1128,5798,1977530,6212,1977530
1128,5798,1978530,6212,1978530
1129,5806,1979530,6212,1979530
1129,5806,1980530,6212,1980530
1129,5806,1981530,6212,1981530
1129,5806,1982340,6212,1982340
1129,5806,1982340,6212,1982340
1129,5806,1983150,6212,1983150
1129,5806,1984150,6212,1984150
1129,5806,1984620,6212,1984620
1129,5806,1985620,6212,1985620
1129,5806,1986620,6212,1986620
1130,5814,1986620,6212,1986620
1130,5814,1986620,6212,1986620
1131,5822,1987620,6212,1987620
1132,5824,1988620,6212,1988620
1132,5824,1989210,6212,1989210
1132,5824,1989530,6212,1989530
1132,5824,1990530,6212,1990530
1132,5824,1991530,6212,1991530
1132,5824,1992340,6212,1992340
1132,5824,1993340,6212,1993340
1132,5824,1994340,6212,1994340
1132,5824,1995340,6212,1995340
1133,5832,1996340,6212,1996340
1133,5832,1997340,6212,1997340
1133,5832,1997810,6212,1997810
1133,5832,1998280,6212,1998280
1133,5832,1999280,6212,1999280
1133,5832,2000280,6212,2000280
1133,5832,2000280,6212,2000280
1133,5832,2001280,6212,2001280
1133,5832,2001280,6212,2001280
1133,5832,2002280,6212,2002280
1133,5832,2003280,6212,2003280
1133,5832,2004090,6212,2004090
1133,5832,2004900,6212,2004900
1133,5832,2004900,6212,2004900
1133,5832,2005710,6212,2005710
1133,5832,2006710,6212,2006710
1133,5832,2007710,6212,2007710
1133,5832,2007710,6212,2007710
1133,5832,2007930,6212,2007930
1133,5832,2007930,6212,2007930
1133,5832,2008930,6212,2008930
1133,5832,2009930,6212,2009930
1133,5832,2010930,6212,2010930
1133,5832,2010930,6212,2010930
1133,5832,2011400,6212,2011400
1134,5840,2011770,6212,2011770
1134,5840,2011770,6212,2011770
1134,5840,2011770,6212,2011770
1134,5840,2012770,6212,2012770
1134,5840,2013580,6212,2013580
1134,5840,2013580,6212,2013580
1134,5840,2014580,6212,2014580
1134,5840,2014900,6212,2014900
1134,5840,2015900,6212,2015900
1134,5840,2015900,6212,2015900
1134,5840,2016550,6212,2016550
1134,5840,2017550,6212,2017550
1134,5840,2017550,6212,2017550
1134,5840,2018020,6212,2018020
1134,5840,2019020,6212,2019020
1134,5840,2020020,6212,2020020
1134,5840,2021020,6212,2021020
1134,5840,2021340,6212,2021340
1134,5840,2022340,6212,2022340
1134,5840,2022800,6212,2022800
1134,5840,2023800,6212,2023800
1134,5840,2024800,6212,2024800
1134,5840,2025610,6212,2025610
1134,5840,2026610,6212,2026610
1134,5840,2027080,6212,2027080
1134,5840,2027890,6212,2027890
1135,5842,2028890,6212,2028890
1135,5842,2029700,6212,2029700
1135,5842,2030510,6212,2030510
1135,5842,2031510,6212,2031510
1135,5842,2032510,6212,2032510
1135,5842,2032980,6212,2032980
1135,5842,2032980,6212,2032980
1135,5842,2033450,6212,2033450
1135,5842,2034450,6212,2034450
1135,5842,2035450,6212,2035450
1135,5842,2036450,6212,2036450
1135,5842,2036450,6212,2036450
1135,5842,2037260,6212,2037260
1135,5842,2038260,6212,2038260
1135,5842,2039260,6212,2039260
1135,5842,2040260,6212,2040260
1135,5842,2041260,6212,2041260
1135,5842,2042260,6212,2042260
1135,5842,2043260,6212,2043260
1135,5842,2044260,6212,2044260
1135,5842,2045070,6212,2045070
1135,5842,2045880,6212,2045880
1135,5842,2046040,6212,2046040
1135,5842,2046500,6212,2046500
1135,5842,2046720,6212,2046720
1135,5842,2047720,6212,2047720
1135,5842,2047720,6212,2047720
1135,5842,2048530,6212,2048530
1135,5842,2049530,6212,2049530
1135,5842,2050530,6212,2050530
1136,5850,2051530,6212,2051530
1136,5850,2052530,6212,2052530
1137,5852,2053530,6212,2053530
1137,5852,2054530,6212,2054530
1137,5852,2055180,6212,2055180
1137,5852,2056180,6212,2056180
1137,5852,2057180,6212,2057180
1137,5852,2057650,6212,2057650
1137,5852,2057650,6212,2057650
1137,5852,2057650,6212,2057650
1137,5852,2058650,6212,2058650
1137,5852,2059650,6212,2059650
1137,5852,2059650,6212,2059650
1137,5852,2060650,6212,2060650
1137,5852,2061460,6212,2061460
1138,5854,2061690,6212,2061690
1138,5854,2062690,6212,2062690
1138,5854,2063690,6212,2063690
1138,5854,2064500,6212,2064500
1138,5854,2064500,6212,2064500
1138,5854,2065310,6212,2065310
1138,5854,2065790,6212,2065790
1138,5854,2066790,6212,2066790
1138,5854,2066950,6212,2066950
1138,5854,2067600,6212,2067600
1139,5856,2068600,6212,2068600
1139,5856,2069600,6212,2069600
1139,5856,2069600,6212,2069600
1139,5856,2070250,6212,2070250
1139,5856,2071250,6212,2071250
1139,5856,2072250,6212,2072250
1139,5856,2073250,6212,2073250
1139,5856,2073720,6212,2073720
1139,5856,2073720,6212,2073720
1139,5856,2074190,6212,2074190
1139,5856,2074420,6212,2074420
1139,5856,2074420,6212,2074420
1139,5856,2075420,6212,2075420
1139,5856,2076420,6212,2076420
1139,5856,2076420,6212,2076420
1139,5856,2077420,6212,2077420
1139,5856,2078420,6212,2078420
1139,5856,2079230,6212,2079230
1139,5856,2080230,6212,2080230
1139,5856,2080550,6212,2080550
1140,5864,2081550,6212,2081550
1140,5864,2082360,6212,2082360
1140,5864,2083360,6212,2083360
1140,5864,2083360,6212,2083360
1140,5864,2084360,6212,2084360
1140,5864,2084360,6212,2084360
1140,5864,2085360,6212,2085360
1141,5872,2093360,6212,2093360
1141,5872,2094360,6212,2094360
1141,5872,2095360,6212,2095360
1141,5872,2096360,6212,2096360
1142,5874,2096830,6212,2096830
1142,5874,2097480,6212,2097480
1142,5874,2098480,6212,2098480
1142,5874,2099480,6212,2099480
1142,5874,2100480,6212,2100480
1142,5874,2100800,6212,2100800
1142,5874,2101800,6212,2101800
1143,5876,2102800,6212,2102800
1143,5876,2103150,6212,2103150
1143,5876,2104150,6212,2104150
1143,5876,2105150,6212,2105150
1143,5876,2105370,6212,2105370
1143,5876,2105840,6212,2105840
1144,5877,2106160,6212,2106160
1144,5877,2106160,6212,2106160
1144,5877,2107160,6212,2107160
1144,5877,2108160,6212,2108160
1144,5877,2108480,6212,2108480
1144,5877,2109480,6212,2109480
1144,5877,2110480,6212,2110480
1144,5877,2110480,6212,2110480
1144,5877,2111290,6212,2111290
1144,5877,2111290,6212,2111290
1144,5877,2111290,6212,2111290
1144,5877,2112290,6212,2112290
1145,5885,2113290,6212,2113290
1145,5885,2113290,6212,2113290
1145,5885,2113610,6212,2113610
1145,5885,2114610,6212,2114610
1145,5885,2115610,6212,2115610
1145,5885,2116080,6212,2116080
1145,5885,2116080,6212,2116080
1145,5885,2116080,6212,2116080
1145,5885,2117080,6212,2117080
1145,5885,2118080,6212,2118080
1145,5885,2119080,6212,2119080
1145,5885,2120080,6212,2120080
1146,5887,2121080,6212,2121080
1146,5887,2121540,6212,2121540
1147,5889,2122540,6212,2122540
1147,5889,2123540,6212,2123540
1147,5889,2124540,6212,2124540
1147,5889,2125540,6212,2125540
1147,5889,2126540,6212,2126540
1147,5889,2126540,6212,2126540
1147,5889,2127190,6212,2127190
1147,5889,2128190,6212,2128190
1147,5889,2128190,6212,2128190
1147,5889,2129190,6212,2129190
1147,5889,2130190,6212,2130190
1147,5889,2131190,6212,2131190
1147,5889,2132190,6212,2132190
1147,5889,2133190,6212,2133190
1147,5889,2133660,6212,2133660
1147,5889,2134660,6212,2134660
1148,5891,2135470,6212,2135470
1148,5891,2136470,6212,2136470
1148,5891,2136470,6212,2136470
1148,5891,2136470,6212,2136470
1148,5891,2137470,6212,2137470
1149,5892,2138470,6212,2138470
1149,5892,2139470,6212,2139470
1149,5892,2140470,6212,2140470
1149,5892,2141470,6212,2141470
1149,5892,2141790,6212,2141790
1149,5892,2142250,6212,2142250
1149,5892,2142720,6212,2142720
1149,5892,2143270,6212,2143270
1149,5892,2144270,6212,2144270
1149,5892,2144270,6212,2144270
1149,5892,2144270,6212,2144270
1149,5892,2145270,6212,2145270
1149,5892,2146270,6212,2146270
1150,5900,2147270,6212,2147270
1150,5900,2148270,6212,2148270
1150,5900,2149080,6212,2149080
1150,5900,2150080,6212,2150080
1150,5900,2150080,6212,2150080
1150,5900,2151080,6212,2151080
1150,5900,2152080,6212,2152080
1150,5900,2152080,6212,2152080
1150,5900,2153080,6212,2153080
1150,5900,2153890,6212,2153890
1150,5900,2153890,6212,2153890
1151,5908,2154360,6212,2154360
1151,5908,2155360,6212,2155360
1151,5908,2155360,6212,2155360
1151,5908,2156360,6212,2156360
1151,5908,2157170,6212,2157170
1151,5908,2157490,6212,2157490
1151,5908,2158490,6212,2158490
1151,5908,2159490,6212,2159490
1151,5908,2160490,6212,2160490
1151,5908,2161490,6212,2161490
1151,5908,2162300,6212,2162300
1151,5908,2162950,6212,2162950
1151,5908,2163270,6212,2163270
1151,5908,2164270,6212,2164270
1151,5908,2165270,6212,2165270
1152,5916,2166270,6212,2166270
1152,5916,2167270,6212,2167270
1152,5916,2168270,6212,2168270
1152,5916,2168920,6212,2168920
1152,5916,2169920,6212,2169920
1152,5916,2169920,6212,2169920
1153,5918,2169920,6212,2169920
1153,5918,2170390,6212,2170390
1153,5918,2171040,6212,2171040
1153,5918,2172040,6212,2172040
1153,5918,2173040,6212,2173040
1153,5918,2174040,6212,2174040
1153,5918,2174360,6212,2174360
1153,5918,2175170,6212,2175170
1153,5918,2176170,6212,2176170
1153,5918,2177170,6212,2177170
1153,5918,2177170,6212,2177170
1154,5926,2185170,6212,2185170
1155,5927,2185400,6212,2185400
1155,5927,2186210,6212,2186210
1155,5927,2186530,6212,2186530
1155,5927,2187530,6212,2187530
1155,5927,2188530,6212,2188530
1155,5927,2188530,6212,2188530
1155,5927,2188530,6212,2188530
1155,5927,2189530,6212,2189530
1155,5927,2190530,6212,2190530
1155,5927,2190850,6212,2190850
1155,5927,2191850,6212,2191850
1155,5927,2192850,6212,2192850
1155,5927,2193660,6212,2193660
1155,5927,2193660,6212,2193660
1155,5927,2194660,6212,2194660
1155,5927,2194660,6212,2194660
1155,5927,2195130,6212,2195130
1155,5927,2195940,6212,2195940
1155,5927,2196530,6212,2196530
1155,5927,2196530,6212,2196530
1156,5935,2197000,6212,2197000
1156,5935,2197000,6212,2197000
1156,5935,2197470,6212,2197470
1156,5935,2198470,6212,2198470
1157,5937,2199280,6212,2199280
1157,5937,2199280,6212,2199280
1157,5937,2200280,6212,2200280
1157,5937,2201280,6212,2201280
1157,5937,2201280,6212,2201280
1157,5937,2202090,6212,2202090
1157,5937,2203090,6212,2203090
1157,5937,2203320,6212,2203320
1157,5937,2204320,6212,2204320
1157,5937,2204910,6212,2204910
1157,5937,2205910,6212,2205910
1157,5937,2206720,6212,2206720
1158,5945,2206720,6212,2206720
1158,5945,2207720,6212,2207720
1158,5945,2207720,6212,2207720
1158,5945,2207720,6212,2207720
1158,5945,2208720,6212,2208720
1158,5945,2208720,6212,2208720
1158,5945,2209530,6212,2209530
1158,5945,2210340,6212,2210340
1158,5945,2211340,6212,2211340
1158,5945,2211560,6212,2211560
1158,5945,2212370,6212,2212370
1158,5945,2213180,6212,2213180
1158,5945,2213180,6212,2213180
1158,5945,2213990,6212,2213990
1158,5945,2214990,6212,2214990
1158,5945,2214990,6212,2214990
1158,5945,2215990,6212,2215990
1158,5945,2216800,6212,2216800
1158,5945,2217800,6212,2217800
1158,5945,2217800,6212,2217800
1158,5945,2217800,6212,2217800
1158,5945,2218800,6212,2218800
1158,5945,2218800,6212,2218800
1158,5945,2219800,6212,2219800
1158,5945,2220800,6212,2220800
1158,5945,2221800,6212,2221800
1158,5945,2222800,6212,2222800
1158,5945,2222800,6212,2222800
1158,5945,2223610,6212,2223610
1158,5945,2224420,6212,2224420
1158,5945,2224420,6212,2224420
1158,5945,2225230,6212,2225230
1158,5945,2225230,6212,2225230
1158,5945,2226230,6212,2226230
1158,5945,2226230,6212,2226230
1158,5945,2227230,6212,2227230
1158,5945,2231230,6212,2231230
1158,5945,2231550,6212,2231550
1159,5953,2232550,6212,2232550
1159,5953,2233550,6212,2233550
1159,5953,2234550,6212,2234550
1159,5953,2234550,6212,2234550
1159,5953,2235550,6212,2235550
1159,5953,2236550,6212,2236550
1159,5953,2237550,6212,2237550
1159,5953,2238020,6212,2238020
1159,5953,2239020,6212,2239020
1159,5953,2239340,6212,2239340
1160,5955,2239990,6212,2239990
1160,5955,2239990,6212,2239990
1160,5955,2240990,6212,2240990
1160,5955,2241990,6212,2241990
1160,5955,2241990,6212,2241990
1160,5955,2242800,6212,2242800
1160,5955,2243800,6212,2243800
1160,5955,2244800,6212,2244800
1160,5955,2245030,6212,2245030
1160,5955,2245030,6212,2245030
1160,5955,2246030,6212,2246030
1160,5955,2246030,6212,2246030
1160,5955,2247030,6212,2247030
1160,5955,2247030,6212,2247030
1160,5955,2247500,6212,2247500
1161,5963,2247970,6212,2247970
1161,5963,2248970,6212,2248970
1161,5963,2249780,6212,2249780
1161,5963,2250250,6212,2250250
1162,5971,2251250,6212,2251250
1162,5971,2251250,6212,2251250
1162,5971,2251470,6212,2251470
1162,5971,2252470,6212,2252470
1162,5971,2252470,6212,2252470
1162,5971,2253470,6212,2253470
1162,5971,2254470,6212,2254470
1162,5971,2255470,6212,2255470
1162,5971,2256280,6212,2256280
1163,5979,2256930,6212,2256930
1163,5979,2256930,6212,2256930
1163,5979,2257200,6212,2257200
1163,5979,2257520,6212,2257520
1163,5979,2258330,6212,2258330
1163,5979,2258800,6212,2258800
1163,5979,2258800,6212,2258800
1164,5980,2259610,6212,2259610
1164,5980,2260420,6212,2260420
1164,5980,2260890,6212,2260890
1164,5980,2261890,6212,2261890
1164,5980,2262890,6212,2262890
1164,5980,2262890,6212,2262890
1164,5980,2262890,6212,2262890
1164,5980,2263700,6212,2263700
1164,5980,2263700,6212,2263700
1164,5980,2264700,6212,2264700
1164,5980,2265700,6212,2265700
1164,5980,2266700,6212,2266700
1164,5980,2267700,6212,2267700
1164,5980,2268170,6212,2268170
1164,5980,2268980,6212,2268980
1164,5980,2269980,6212,2269980
1164,5980,2270210,6212,2270210
1164,5980,2271210,6212,2271210
1164,5980,2272210,6212,2272210
1164,5980,2273020,6212,2273020
1164,5980,2273830,6212,2273830
1164,5980,2273830,6212,2273830
1164,5980,2273830,6212,2273830
1164,5980,2274300,6212,2274300
1164,5980,2275300,6212,2275300
1164,5980,2275300,6212,2275300
1164,5980,2275300,6212,2275300
1164,5980,2276300,6212,2276300
1164,5980,2277300,6212,2277300
1164,5980,2278300,6212,2278300
1164,5980,2278620,6212,2278620
1164,5980,2279620,6212,2279620
1164,5980,2280620,6212,2280620
1165,5982,2281620,6212,2281620
1165,5982,2282270,6212,2282270
1165,5982,2283270,6212,2283270
1165,5982,2284270,6212,2284270
1165,5982,2284740,6212,2284740
1165,5982,2285210,6212,2285210
1165,5982,2286210,6212,2286210
1165,5982,2287210,6212,2287210
1165,5982,2287210,6212,2287210
1165,5982,2288020,6212,2288020
1165,5982,2289020,6212,2289020
1165,5982,2290020,6212,2290020
1165,5982,2290830,6212,2290830
1165,5982,2290830,6212,2290830
1165,5982,2291830,6212,2291830
1165,5982,2292830,6212,2292830
1165,5982,2293150,6212,2293150
1165,5982,2294150,6212,2294150
1165,5982,2294370,6212,2294370
1165,5982,2295180,6212,2295180
1165,5982,2295990,6212,2295990
1166,5990,2296990,6212,2296990
1166,5990,2296990,6212,2296990
1166,5990,2297990,6212,2297990
1166,5990,2298800,6212,2298800
1167,5998,2299800,6212,2299800
1167,5998,2300270,6212,2300270
1167,5998,2300430,6212,2300430
1167,5998,2300430,6212,2300430
1167,5998,2301430,6212,2301430
1167,5998,2301900,6212,2301900
1167,5998,2302130,6212,2302130
1167,5998,2302940,6212,2302940
1167,5998,2303940,6212,2303940
1167,5998,2304940,6212,2304940
1167,5998,2305160,6212,2305160
1167,5998,2305160,6212,2305160
1167,5998,2305160,6212,2305160
1167,5998,2305630,6212,2305630
1167,5998,2306630,6212,2306630
1167,5998,2307440,6212,2307440
1167,5998,2307440,6212,2307440
1167,5998,2308250,6212,2308250
1167,5998,2309250,6212,2309250
1167,5998,2310250,6212,2310250
1167,5998,2311250,6212,2311250
1167,5998,2312250,6212,2312250
1167,5998,2312250,6212,2312250
1167,5998,2312900,6212,2312900
1167,5998,2312900,6212,2312900
1167,5998,2312900,6212,2312900
1167,5998,2312900,6212,2312900
1167,5998,2313220,6212,2313220
1167,5998,2314220,6212,2314220
1167,5998,2314220,6212,2314220
1167,5998,2314690,6212,2314690
1167,5998,2315690,6212,2315690
1167,5998,2316160,6212,2316160
1167,5998,2316160,6212,2316160
1167,5998,2317160,6212,2317160
1167,5998,2317630,6212,2317630
1167,5998,2318630,6212,2318630
1167,5998,2319440,6212,2319440
1167,5998,2320250,6212,2320250
1167,5998,2321250,6212,2321250
1167,5998,2321900,6212,2321900
1167,5998,2322900,6212,2322900
1167,5998,2323900,6212,2323900
1167,5998,2324710,6212,2324710
1167,5998,2325180,6212,2325180
1167,5998,2325770,6212,2325770
1167,5998,2326770,6212,2326770
1167,5998,2326770,6212,2326770
1167,5998,2327770,6212,2327770
1167,5998,2328770,6212,2328770
1167,5998,2329770,6212,2329770
1167,5998,2330770,6212,2330770
1167,5998,2330770,6212,2330770
1167,5998,2331770,6212,2331770
1167,5998,2332770,6212,2332770
1167,5998,2333580,6212,2333580
1167,5998,2333580,6212,2333580
1167,5998,2333810,6212,2333810
1167,5998,2333810,6212,2333810
1167,5998,2334280,6212,2334280
1167,5998,2335280,6212,2335280
1167,5998,2336280,6212,2336280
1167,5998,2336750,6212,2336750
1167,5998,2336800,6212,2336800
1167,5998,2337800,6212,2337800
1167,5998,2338800,6212,2338800
1167,5998,2339450,6212,2339450
1167,5998,2339820,6212,2339820
1167,5998,2339820,6212,2339820
1167,5998,2340630,6212,2340630
1168,6006,2341100,6212,2341100
1168,6006,2342100,6212,2342100
1168,6006,2343100,6212,2343100
1168,6006,2343100,6212,2343100
1168,6006,2343100,6212,2343100
1168,6006,2344100,6212,2344100
1168,6006,2344750,6212,2344750
1168,6006,2345750,6212,2345750
1168,6006,2346750,6212,2346750
1168,6006,2347120,6212,2347120
1168,6006,2348120,6212,2348120
1168,6006,2348440,6212,2348440
1168,6006,2349250,6212,2349250
1168,6006,2349250,6212,2349250
1168,6006,2350250,6212,2350250
1168,6006,2350720,6212,2350720
1168,6006,2351370,6212,2351370
1168,6006,2351370,6212,2351370
1168,6006,2352180,6212,2352180
1168,6006,2352650,6212,2352650
1168,6006,2353650,6212,2353650
1168,6006,2353880,6212,2353880
1168,6006,2354200,6212,2354200
1168,6006,2355010,6212,2355010
1168,6006,2355820,6212,2355820
1168,6006,2355820,6212,2355820
1168,6006,2355820,6212,2355820
1168,6006,2356630,6212,2356630
1168,6006,2357630,6212,2357630
1168,6006,2358630,6212,2358630
1168,6006,2358900,6212,2358900
1168,6006,2359900,6212,2359900
1168,6006,2359900,6212,2359900
1168,6006,2360900,6212,2360900
1168,6006,2361370,6212,2361370
1168,6006,2362370,6212,2362370
1168,6006,2363370,6212,2363370
1168,6006,2364370,6212,2364370
1168,6006,2364960,6212,2364960
1168,6006,2365430,6212,2365430
1168,6006,2366430,6212,2366430
1168,6006,2366750,6212,2366750
1168,6006,2367750,6212,2367750
1168,6006,2368750,6212,2368750
1169,6008,2368750,6212,2368750
1169,6008,2369750,6212,2369750
1169,6008,2370560,6212,2370560
1169,6008,2370560,6212,2370560
1170,6010,2371560,6212,2371560
1170,6010,2372030,6212,2372030
1170,6010,2372680,6212,2372680
1170,6010,2373680,6212,2373680
1170,6010,2374490,6212,2374490
1170,6010,2375490,6212,2375490
1170,6010,2376490,6212,2376490
1170,6010,2377490,6212,2377490
1170,6010,2378490,6212,2378490
1170,6010,2378960,6212,2378960
1170,6010,2379960,6212,2379960
1170,6010,2380430,6212,2380430
1170,6010,2381430,6212,2381430
1170,6010,2381430,6212,2381430
1170,6010,2382240,6212,2382240
1170,6010,2383240,6212,2383240
1170,6010,2383470,6212,2383470
1170,6010,2384470,6212,2384470
1170,6010,2385280,6212,2385280
1170,6010,2386280,6212,2386280
1170,6010,2386280,6212,2386280
1170,6010,2386610,6212,2386610
1170,6010,2387610,6212,2387610
1170,6010,2388080,6212,2388080
1170,6010,2388080,6212,2388080
1170,6010,2388890,6212,2388890
1170,6010,2388890,6212,2388890
1170,6010,2389890,6212,2389890
1170,6010,2390890,6212,2390890
1170,6010,2391890,6212,2391890
1170,6010,2391890,6212,2391890
1170,6010,2392890,6212,2392890
1170,6010,2393700,6212,2393700
1170,6010,2394700,6212,2394700
1170,6010,2395700,6212,2395700
1170,6010,2395700,6212,2395700
1170,6010,2396700,6212,2396700
1170,6010,2397700,6212,2397700
1170,6010,2398700,6212,2398700
1170,6010,2399510,6212,2399510
1170,6010,2400510,6212,2400510
1170,6010,2401510,6212,2401510
1170,6010,2402510,6212,2402510
1171,6011,2403510,6212,2403510
1171,6011,2403510,6212,2403510
1171,6011,2403510,6212,2403510
1171,6011,2404510,6212,2404510
1171,6011,2404510,6212,2404510
1171,6011,2404510,6212,2404510
1171,6011,2405510,6212,2405510
1171,6011,2405510,6212,2405510
1171,6011,2406320,6212,2406320
1171,6011,2406320,6212,2406320
1171,6011,2407320,6212,2407320
