ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
715,2228,2032240,6212,2032240
715,2228,2033240,6212,2033240
715,2228,2033470,6212,2033470
715,2228,2033940,6212,2033940
715,2228,2034940,6212,2034940
716,2236,2035750,6212,2035750
716,2236,2035980,6212,2035980
716,2236,2036980,6212,2036980
716,2236,2037790,6212,2037790
716,2236,2038790,6212,2038790
716,2236,2039790,6212,2039790
716,2236,2040790,6212,2040790
716,2236,2041790,6212,2041790
716,2236,2042790,6212,2042790
717,2244,2043790,6212,2043790
717,2244,2044790,6212,2044790
717,2244,2045790,6212,2045790
717,2244,2046250,6212,2046250
717,2244,2046900,6212,2046900
717,2244,2047900,6212,2047900
717,2244,2048370,6212,2048370
717,2244,2048420,6212,2048420
717,2244,2048890,6212,2048890
717,2244,2049210,6212,2049210
717,2244,2050210,6212,2050210
718,2252,2051210,6212,2051210
718,2252,2051860,6212,2051860
718,2252,2052860,6212,2052860
718,2252,2053180,6212,2053180
718,2252,2054180,6212,2054180
718,2252,2054990,6212,2054990
718,2252,2055990,6212,2055990
718,2252,2056640,6212,2056640
718,2252,2057450,6212,2057450
719,2260,2058100,6212,2058100
719,2260,2059100,6212,2059100
719,2260,2059690,6212,2059690
719,2260,2060040,6212,2060040
719,2260,2060850,6212,2060850
719,2260,2061850,6212,2061850
719,2260,2062080,6212,2062080
719,2260,2062730,6212,2062730
719,2260,2063540,6212,2063540
719,2260,2064540,6212,2064540
720,2268,2072540,6212,2072540
720,2268,2072770,6212,2072770
720,2268,2073000,6212,2073000
721,2276,2073590,6212,2073590
721,2276,2074590,6212,2074590
721,2276,2075590,6212,2075590
721,2276,2076400,6212,2076400
721,2276,2077400,6212,2077400
721,2276,2078210,6212,2078210
721,2276,2079210,6212,2079210
721,2276,2080210,6212,2080210
722,2284,2081210,6212,2081210
722,2284,2082210,6212,2082210
722,2284,2083020,6212,2083020
722,2284,2084020,6212,2084020
722,2284,2085020,6212,2085020
722,2284,2085480,6212,2085480
722,2284,2086130,6212,2086130
722,2284,2087130,6212,2087130
722,2284,2087600,6212,2087600
723,2292,2088600,6212,2088600
723,2292,2089600,6212,2089600
723,2292,2090600,6212,2090600
723,2292,2091600,6212,2091600
723,2292,2092190,6212,2092190
723,2292,2093000,6212,2093000
723,2292,2093000,6212,2093000
723,2292,2094000,6212,2094000
723,2292,2095000,6212,2095000
724,2300,2096000,6212,2096000
724,2300,2097000,6212,2097000
724,2300,2098000,6212,2098000
724,2300,2099000,6212,2099000
724,2300,2099810,6212,2099810
724,2300,2100810,6212,2100810
724,2300,2101810,6212,2101810
724,2300,2102810,6212,2102810
725,2308,2103620,6212,2103620
725,2308,2104620,6212,2104620
725,2308,2105170,6212,2105170
725,2308,2106170,6212,2106170
725,2308,2106490,6212,2106490
725,2308,2107490,6212,2107490
725,2308,2108490,6212,2108490
725,2308,2109490,6212,2109490
725,2308,2110490,6212,2110490
726,2316,2111490,6212,2111490
726,2316,2112490,6212,2112490
726,2316,2112950,6212,2112950
726,2316,2113950,6212,2113950
726,2316,2114950,6212,2114950
726,2316,2115950,6212,2115950
726,2316,2116950,6212,2116950
726,2316,2117950,6212,2117950
726,2316,2118420,6212,2118420
727,2324,2119420,6212,2119420
727,2324,2120420,6212,2120420
727,2324,2121420,6212,2121420
727,2324,2122230,6212,2122230
727,2324,2123040,6212,2123040
727,2324,2123040,6212,2123040
727,2324,2124040,6212,2124040
727,2324,2125040,6212,2125040
727,2324,2126040,6212,2126040
728,2332,2127040,6212,2127040
728,2332,2127510,6212,2127510
728,2332,2128320,6212,2128320
728,2332,2129320,6212,2129320
728,2332,2130320,6212,2130320
728,2332,2131320,6212,2131320
728,2332,2132320,6212,2132320
728,2332,2132790,6212,2132790
728,2332,2133250,6212,2133250
729,2340,2134250,6212,2134250
729,2340,2134800,6212,2134800
729,2340,2135020,6212,2135020
729,2340,2135670,6212,2135670
729,2340,2136670,6212,2136670
729,2340,2137670,6212,2137670
729,2340,2138670,6212,2138670
729,2340,2139480,6212,2139480
729,2340,2139940,6212,2139940
729,2340,2140940,6212,2140940
730,2348,2141590,6212,2141590
730,2348,2142590,6212,2142590
730,2348,2143590,6212,2143590
730,2348,2144060,6212,2144060
730,2348,2144530,6212,2144530
730,2348,2144900,6212,2144900
730,2348,2145900,6212,2145900
730,2348,2146900,6212,2146900
730,2348,2147900,6212,2147900
730,2348,2148710,6212,2148710
731,2356,2149520,6212,2149520
731,2356,2150520,6212,2150520
731,2356,2150840,6212,2150840
731,2356,2151840,6212,2151840
731,2356,2152840,6212,2152840
731,2356,2153840,6212,2153840
731,2356,2154310,6212,2154310
731,2356,2154310,6212,2154310
732,2364,2162310,6212,2162310
732,2364,2163310,6212,2163310
732,2364,2163770,6212,2163770
732,2364,2164420,6212,2164420
733,2372,2165420,6212,2165420
733,2372,2166420,6212,2166420
733,2372,2167420,6212,2167420
733,2372,2168420,6212,2168420
733,2372,2168890,6212,2168890
733,2372,2169440,6212,2169440
733,2372,2170440,6212,2170440
733,2372,2171440,6212,2171440
733,2372,2171910,6212,2171910
734,2380,2172910,6212,2172910
734,2380,2173720,6212,2173720
734,2380,2174720,6212,2174720
734,2380,2175530,6212,2175530
735,2388,2183530,6212,2183530
735,2388,2184530,6212,2184530
735,2388,2185180,6212,2185180
735,2388,2186180,6212,2186180
735,2388,2186500,6212,2186500
735,2388,2187500,6212,2187500
736,2396,2188500,6212,2188500
736,2396,2189500,6212,2189500
736,2396,2190500,6212,2190500
736,2396,2191500,6212,2191500
736,2396,2192500,6212,2192500
736,2396,2193500,6212,2193500
736,2396,2194500,6212,2194500
736,2396,2194970,6212,2194970
737,2404,2195970,6212,2195970
737,2404,2195970,6212,2195970
737,2404,2197970,6212,2197970
737,2404,2198440,6212,2198440
737,2404,2199440,6212,2199440
737,2404,2200440,6212,2200440
737,2404,2201440,6212,2201440
738,2412,2202440,6212,2202440
738,2412,2202440,6212,2202440
738,2412,2203250,6212,2203250
738,2412,2204250,6212,2204250
738,2412,2205250,6212,2205250
738,2412,2205250,6212,2205250
738,2412,2206250,6212,2206250
738,2412,2206900,6212,2206900
738,2412,2207370,6212,2207370
739,2420,2215370,6212,2215370
739,2420,2215690,6212,2215690
739,2420,2216690,6212,2216690
740,2428,2217150,6212,2217150
740,2428,2217610,6212,2217610
740,2428,2217930,6212,2217930
740,2428,2218930,6212,2218930
740,2428,2219930,6212,2219930
740,2428,2220740,6212,2220740
740,2428,2221740,6212,2221740
740,2428,2222740,6212,2222740
740,2428,2223740,6212,2223740
740,2428,2224740,6212,2224740
741,2436,2225200,6212,2225200
741,2436,2226200,6212,2226200
741,2436,2227200,6212,2227200
741,2436,2228200,6212,2228200
741,2436,2229200,6212,2229200
741,2436,2230200,6212,2230200
741,2436,2231010,6212,2231010
741,2436,2232010,6212,2232010
742,2444,2233010,6212,2233010
742,2444,2233820,6212,2233820
742,2444,2234820,6212,2234820
742,2444,2235820,6212,2235820
742,2444,2236820,6212,2236820
742,2444,2237820,6212,2237820
743,2452,2241820,6212,2241820
743,2452,2242820,6212,2242820
743,2452,2243820,6212,2243820
743,2452,2244820,6212,2244820
744,2460,2245820,6212,2245820
745,2468,2253820,6212,2253820
745,2468,2254290,6212,2254290
745,2468,2254760,6212,2254760
745,2468,2255570,6212,2255570
745,2468,2256570,6212,2256570
745,2468,2257380,6212,2257380
745,2468,2258190,6212,2258190
745,2468,2258660,6212,2258660
745,2468,2259660,6212,2259660
745,2468,2260470,6212,2260470
745,2468,2261470,6212,2261470
745,2468,2262470,6212,2262470
746,2476,2263470,6212,2263470
746,2476,2263580,6212,2263580
746,2476,2264580,6212,2264580
746,2476,2265230,6212,2265230
746,2476,2265390,6212,2265390
746,2476,2265860,6212,2265860
746,2476,2266860,6212,2266860
747,2484,2274860,6212,2274860
747,2484,2275860,6212,2275860
747,2484,2276670,6212,2276670
747,2484,2277670,6212,2277670
747,2484,2278140,6212,2278140
748,2492,2279140,6212,2279140
748,2492,2280140,6212,2280140
748,2492,2280950,6212,2280950
748,2492,2281950,6212,2281950
748,2492,2282950,6212,2282950
748,2492,2283760,6212,2283760
748,2492,2284760,6212,2284760
748,2492,2285570,6212,2285570
749,2500,2286030,6212,2286030
749,2500,2286840,6212,2286840
749,2500,2287650,6212,2287650
749,2500,2288460,6212,2288460
749,2500,2289460,6212,2289460
749,2500,2290460,6212,2290460
749,2500,2291270,6212,2291270
749,2500,2292270,6212,2292270
750,2508,2293270,6212,2293270
750,2508,2294270,6212,2294270
750,2508,2294270,6212,2294270
750,2508,2295270,6212,2295270
750,2508,2297270,6212,2297270
750,2508,2298080,6212,2298080
750,2508,2298550,6212,2298550
750,2508,2299550,6212,2299550
750,2508,2300550,6212,2300550
751,2516,2301550,6212,2301550
751,2516,2302100,6212,2302100
751,2516,2302910,6212,2302910
751,2516,2303720,6212,2303720
751,2516,2304310,6212,2304310
751,2516,2305310,6212,2305310
751,2516,2305780,6212,2305780
751,2516,2306250,6212,2306250
751,2516,2307250,6212,2307250
752,2524,2308060,6212,2308060
752,2524,2309060,6212,2309060
752,2524,2309530,6212,2309530
752,2524,2310530,6212,2310530
752,2524,2311530,6212,2311530
752,2524,2312530,6212,2312530
752,2524,2313000,6212,2313000
752,2524,2314000,6212,2314000
753,2532,2315000,6212,2315000
753,2532,2315000,6212,2315000
753,2532,2316000,6212,2316000
753,2532,2317000,6212,2317000
753,2532,2318000,6212,2318000
753,2532,2318220,6212,2318220
753,2532,2318540,6212,2318540
753,2532,2318910,6212,2318910
753,2532,2319720,6212,2319720
753,2532,2320720,6212,2320720
753,2532,2320720,6212,2320720
753,2532,2321720,6212,2321720
753,2532,2322720,6212,2322720
754,2540,2323370,6212,2323370
754,2540,2324370,6212,2324370
754,2540,2325370,6212,2325370
754,2540,2326180,6212,2326180
754,2540,2327180,6212,2327180
754,2540,2328180,6212,2328180
754,2540,2328180,6212,2328180
754,2540,2328340,6212,2328340
754,2540,2329340,6212,2329340
754,2540,2330340,6212,2330340
755,2548,2331150,6212,2331150
755,2548,2331960,6212,2331960
755,2548,2332960,6212,2332960
755,2548,2333960,6212,2333960
755,2548,2334610,6212,2334610
755,2548,2335420,6212,2335420
755,2548,2336420,6212,2336420
755,2548,2337420,6212,2337420
756,2556,2337880,6212,2337880
756,2556,2338200,6212,2338200
756,2556,2338660,6212,2338660
756,2556,2339660,6212,2339660
756,2556,2340660,6212,2340660
756,2556,2341660,6212,2341660
756,2556,2342660,6212,2342660
756,2556,2343130,6212,2343130
756,2556,2343940,6212,2343940
756,2556,2344940,6212,2344940
757,2564,2345750,6212,2345750
757,2564,2346750,6212,2346750
757,2564,2347400,6212,2347400
757,2564,2347720,6212,2347720
757,2564,2348720,6212,2348720
757,2564,2349530,6212,2349530
757,2564,2350340,6212,2350340
757,2564,2351340,6212,2351340
757,2564,2352340,6212,2352340
757,2564,2352660,6212,2352660
758,2572,2353660,6212,2353660
758,2572,2354660,6212,2354660
758,2572,2355310,6212,2355310
758,2572,2356310,6212,2356310
758,2572,2357310,6212,2357310
758,2572,2357630,6212,2357630
758,2572,2358630,6212,2358630
758,2572,2359630,6212,2359630
759,2580,2360630,6212,2360630
759,2580,2360950,6212,2360950
759,2580,2361950,6212,2361950
759,2580,2362950,6212,2362950
759,2580,2363950,6212,2363950
759,2580,2364950,6212,2364950
759,2580,2364950,6212,2364950
759,2580,2365950,6212,2365950
759,2580,2366760,6212,2366760
759,2580,2367570,6212,2367570
759,2580,2367890,6212,2367890
759,2580,2368700,6212,2368700
759,2580,2369020,6212,2369020
760,2588,2370020,6212,2370020
760,2588,2371020,6212,2371020
760,2588,2371830,6212,2371830
760,2588,2372830,6212,2372830
760,2588,2373150,6212,2373150
760,2588,2373470,6212,2373470
760,2588,2374470,6212,2374470
760,2588,2374700,6212,2374700
760,2588,2375700,6212,2375700
760,2588,2376510,6212,2376510
761,2596,2377510,6212,2377510
761,2596,2378510,6212,2378510
761,2596,2378830,6212,2378830
761,2596,2378830,6212,2378830
761,2596,2379830,6212,2379830
761,2596,2380830,6212,2380830
761,2596,2381830,6212,2381830
761,2596,2382290,6212,2382290
761,2596,2383290,6212,2383290
761,2596,2383760,6212,2383760
762,2604,2384760,6212,2384760
762,2604,2385410,6212,2385410
762,2604,2385880,6212,2385880
762,2604,2386880,6212,2386880
762,2604,2387880,6212,2387880
762,2604,2388880,6212,2388880
762,2604,2389880,6212,2389880
762,2604,2390470,6212,2390470
763,2612,2391470,6212,2391470
763,2612,2391940,6212,2391940
763,2612,2392750,6212,2392750
763,2612,2393750,6212,2393750
763,2612,2394220,6212,2394220
763,2612,2395030,6212,2395030
763,2612,2395840,6212,2395840
763,2612,2396840,6212,2396840
763,2612,2397840,6212,2397840
763,2612,2398650,6212,2398650
764,2620,2399650,6212,2399650
764,2620,2400650,6212,2400650
764,2620,2401650,6212,2401650
764,2620,2402650,6212,2402650
764,2620,2403650,6212,2403650
764,2620,2404120,6212,2404120
764,2620,2404930,6212,2404930
764,2620,2405400,6212,2405400
764,2620,2406400,6212,2406400
765,2628,2407400,6212,2407400
765,2628,2407870,6212,2407870
765,2628,2408680,6212,2408680
765,2628,2409680,6212,2409680
765,2628,2410150,6212,2410150
765,2628,2411150,6212,2411150
765,2628,2411610,6212,2411610
765,2628,2412610,6212,2412610
765,2628,2413610,6212,2413610
765,2628,2414610,6212,2414610
766,2636,2415260,6212,2415260
766,2636,2416260,6212,2416260
766,2636,2416910,6212,2416910
766,2636,2417230,6212,2417230
766,2636,2418230,6212,2418230
766,2636,2419230,6212,2419230
766,2636,2420230,6212,2420230
766,2636,2421230,6212,2421230
766,2636,2422230,6212,2422230
767,2644,2423230,6212,2423230
767,2644,2424040,6212,2424040
767,2644,2424850,6212,2424850
767,2644,2425660,6212,2425660
767,2644,2425980,6212,2425980
767,2644,2426980,6212,2426980
767,2644,2427210,6212,2427210
767,2644,2428020,6212,2428020
767,2644,2429020,6212,2429020
767,2644,2429830,6212,2429830
768,2652,2430830,6212,2430830
768,2652,2431830,6212,2431830
768,2652,2432640,6212,2432640
768,2652,2433640,6212,2433640
768,2652,2434450,6212,2434450
768,2652,2434920,6212,2434920
768,2652,2435920,6212,2435920
768,2652,2436240,6212,2436240
768,2652,2437240,6212,2437240
769,2660,2438240,6212,2438240
769,2660,2438710,6212,2438710
769,2660,2439710,6212,2439710
769,2660,2440710,6212,2440710
769,2660,2441710,6212,2441710
769,2660,2442520,6212,2442520
769,2660,2443520,6212,2443520
769,2660,2444520,6212,2444520
769,2660,2444990,6212,2444990
770,2668,2445990,6212,2445990
770,2668,2446990,6212,2446990
770,2668,2447990,6212,2447990
770,2668,2448460,6212,2448460
770,2668,2448620,6212,2448620
770,2668,2448850,6212,2448850
770,2668,2449660,6212,2449660
770,2668,2450660,6212,2450660
770,2668,2451130,6212,2451130
770,2668,2451600,6212,2451600
770,2668,2452600,6212,2452600
770,2668,2453600,6212,2453600
771,2676,2454070,6212,2454070
771,2676,2455070,6212,2455070
771,2676,2455880,6212,2455880
771,2676,2456880,6212,2456880
771,2676,2457690,6212,2457690
771,2676,2458690,6212,2458690
771,2676,2459690,6212,2459690
771,2676,2460690,6212,2460690
772,2684,2461690,6212,2461690
772,2684,2462340,6212,2462340
772,2684,2463340,6212,2463340
772,2684,2464340,6212,2464340
772,2684,2465340,6212,2465340
772,2684,2466340,6212,2466340
772,2684,2467150,6212,2467150
772,2684,2468150,6212,2468150
772,2684,2468150,6212,2468150
772,2684,2468520,6212,2468520
773,2692,2469330,6212,2469330
773,2692,2469920,6212,2469920
773,2692,2470730,6212,2470730
773,2692,2471200,6212,2471200
773,2692,2472200,6212,2472200
773,2692,2473200,6212,2473200
773,2692,2474200,6212,2474200
773,2692,2475010,6212,2475010
774,2700,2476010,6212,2476010
774,2700,2477010,6212,2477010
774,2700,2478010,6212,2478010
774,2700,2479010,6212,2479010
774,2700,2480010,6212,2480010
774,2700,2480820,6212,2480820
774,2700,2481470,6212,2481470
775,2708,2482470,6212,2482470
775,2708,2483470,6212,2483470
775,2708,2484120,6212,2484120
775,2708,2485120,6212,2485120
775,2708,2485580,6212,2485580
775,2708,2486580,6212,2486580
775,2708,2487050,6212,2487050
775,2708,2488050,6212,2488050
775,2708,2488370,6212,2488370
775,2708,2489180,6212,2489180
775,2708,2489650,6212,2489650
775,2708,2490460,6212,2490460
776,2716,2491460,6212,2491460
776,2716,2492270,6212,2492270
776,2716,2493270,6212,2493270
776,2716,2493270,6212,2493270
776,2716,2494270,6212,2494270
776,2716,2495270,6212,2495270
776,2716,2496270,6212,2496270
776,2716,2497080,6212,2497080
776,2716,2498080,6212,2498080
777,2724,2498730,6212,2498730
777,2724,2499540,6212,2499540
777,2724,2500540,6212,2500540
777,2724,2501540,6212,2501540
777,2724,2502090,6212,2502090
777,2724,2502090,6212,2502090
777,2724,2503090,6212,2503090
777,2724,2504090,6212,2504090
777,2724,2504900,6212,2504900
778,2732,2505900,6212,2505900
778,2732,2506900,6212,2506900
778,2732,2507900,6212,2507900
778,2732,2508900,6212,2508900
778,2732,2509900,6212,2509900
778,2732,2510900,6212,2510900
778,2732,2511710,6212,2511710
778,2732,2511710,6212,2511710
778,2732,2512520,6212,2512520
779,2740,2513520,6212,2513520
779,2740,2513840,6212,2513840
779,2740,2514650,6212,2514650
779,2740,2515650,6212,2515650
779,2740,2516650,6212,2516650
779,2740,2517120,6212,2517120
779,2740,2517350,6212,2517350
779,2740,2518350,6212,2518350
779,2740,2518820,6212,2518820
779,2740,2518930,6212,2518930
779,2740,2519390,6212,2519390
779,2740,2520390,6212,2520390
780,2748,2521390,6212,2521390
780,2748,2522390,6212,2522390
780,2748,2522710,6212,2522710
780,2748,2523710,6212,2523710
780,2748,2524710,6212,2524710
780,2748,2525710,6212,2525710
780,2748,2525930,6212,2525930
780,2748,2526930,6212,2526930
780,2748,2527740,6212,2527740
780,2748,2528740,6212,2528740
781,2756,2529740,6212,2529740
781,2756,2530740,6212,2530740
781,2756,2531060,6212,2531060
781,2756,2532060,6212,2532060
781,2756,2533060,6212,2533060
781,2756,2533380,6212,2533380
781,2756,2534380,6212,2534380
781,2756,2535380,6212,2535380
781,2756,2536380,6212,2536380
781,2756,2537190,6212,2537190
782,2764,2538000,6212,2538000
782,2764,2538810,6212,2538810
782,2764,2539280,6212,2539280
782,2764,2540280,6212,2540280
782,2764,2540750,6212,2540750
782,2764,2541560,6212,2541560
782,2764,2541880,6212,2541880
782,2764,2542530,6212,2542530
782,2764,2543530,6212,2543530
782,2764,2543750,6212,2543750
782,2764,2543750,6212,2543750
783,2772,2551750,6212,2551750
784,2780,2552750,6212,2552750
784,2780,2553560,6212,2553560
784,2780,2554560,6212,2554560
784,2780,2555560,6212,2555560
784,2780,2556560,6212,2556560
784,2780,2557560,6212,2557560
784,2780,2558560,6212,2558560
785,2788,2559560,6212,2559560
785,2788,2560560,6212,2560560
785,2788,2561560,6212,2561560
785,2788,2562030,6212,2562030
785,2788,2562500,6212,2562500
785,2788,2563500,6212,2563500
785,2788,2564500,6212,2564500
785,2788,2565050,6212,2565050
785,2788,2565520,6212,2565520
785,2788,2565840,6212,2565840
785,2788,2566840,6212,2566840
785,2788,2567650,6212,2567650
786,2796,2568120,6212,2568120
786,2796,2569120,6212,2569120
786,2796,2570120,6212,2570120
786,2796,2570930,6212,2570930
786,2796,2571740,6212,2571740
786,2796,2572740,6212,2572740
786,2796,2573550,6212,2573550
787,2804,2581550,6212,2581550
787,2804,2582550,6212,2582550
788,2812,2583550,6212,2583550
788,2812,2584550,6212,2584550
788,2812,2585550,6212,2585550
788,2812,2586550,6212,2586550
788,2812,2587550,6212,2587550
788,2812,2588550,6212,2588550
788,2812,2589200,6212,2589200
789,2820,2590200,6212,2590200
789,2820,2590200,6212,2590200
789,2820,2591200,6212,2591200
789,2820,2592200,6212,2592200
789,2820,2592520,6212,2592520
789,2820,2593520,6212,2593520
789,2820,2594330,6212,2594330
789,2820,2595330,6212,2595330
789,2820,2596330,6212,2596330
789,2820,2597330,6212,2597330
789,2820,2597490,6212,2597490
789,2820,2598490,6212,2598490
790,2828,2599490,6212,2599490
790,2828,2600490,6212,2600490
790,2828,2601490,6212,2601490
790,2828,2602490,6212,2602490
790,2828,2602810,6212,2602810
790,2828,2603810,6212,2603810
790,2828,2604810,6212,2604810
790,2828,2605460,6212,2605460
790,2828,2606460,6212,2606460
791,2836,2606930,6212,2606930
791,2836,2607930,6212,2607930
791,2836,2608400,6212,2608400
791,2836,2609400,6212,2609400
791,2836,2610400,6212,2610400
791,2836,2611400,6212,2611400
791,2836,2611870,6212,2611870
791,2836,2612870,6212,2612870
791,2836,2613100,6212,2613100
792,2844,2614100,6212,2614100
792,2844,2615100,6212,2615100
792,2844,2616100,6212,2616100
792,2844,2617100,6212,2617100
792,2844,2618100,6212,2618100
792,2844,2619100,6212,2619100
792,2844,2619650,6212,2619650
792,2844,2620650,6212,2620650
793,2852,2621650,6212,2621650
793,2852,2622650,6212,2622650
793,2852,2623120,6212,2623120
793,2852,2624120,6212,2624120
793,2852,2625120,6212,2625120
793,2852,2625930,6212,2625930
794,2860,2633930,6212,2633930
794,2860,2634930,6212,2634930
794,2860,2635150,6212,2635150
794,2860,2636150,6212,2636150
794,2860,2636470,6212,2636470
795,2868,2637470,6212,2637470
795,2868,2637940,6212,2637940
795,2868,2638750,6212,2638750
795,2868,2639220,6212,2639220
795,2868,2640220,6212,2640220
795,2868,2641220,6212,2641220
795,2868,2641690,6212,2641690
795,2868,2642500,6212,2642500
795,2868,2643500,6212,2643500
796,2876,2644310,6212,2644310
796,2876,2645310,6212,2645310
796,2876,2646310,6212,2646310
796,2876,2647310,6212,2647310
796,2876,2648120,6212,2648120
796,2876,2649120,6212,2649120
796,2876,2649120,6212,2649120
796,2876,2650120,6212,2650120
796,2876,2651120,6212,2651120
797,2884,2651930,6212,2651930
797,2884,2652930,6212,2652930
797,2884,2653930,6212,2653930
797,2884,2654740,6212,2654740
797,2884,2654900,6212,2654900
797,2884,2655130,6212,2655130
797,2884,2656130,6212,2656130
797,2884,2657130,6212,2657130
797,2884,2658130,6212,2658130
797,2884,2659130,6212,2659130
798,2892,2660130,6212,2660130
798,2892,2664130,6212,2664130
799,2900,2665130,6212,2665130
799,2900,2665780,6212,2665780
799,2900,2666780,6212,2666780
799,2900,2667250,6212,2667250
799,2900,2667720,6212,2667720
799,2900,2668720,6212,2668720
799,2900,2669040,6212,2669040
799,2900,2669150,6212,2669150
799,2900,2669470,6212,2669470
800,2908,2669790,6212,2669790
800,2908,2670790,6212,2670790
800,2908,2671790,6212,2671790
800,2908,2672790,6212,2672790
800,2908,2673260,6212,2673260
800,2908,2674260,6212,2674260
800,2908,2675070,6212,2675070
801,2916,2676070,6212,2676070
801,2916,2676880,6212,2676880
801,2916,2677880,6212,2677880
801,2916,2678880,6212,2678880
801,2916,2679690,6212,2679690
801,2916,2680690,6212,2680690
801,2916,2681690,6212,2681690
801,2916,2682010,6212,2682010
801,2916,2682010,6212,2682010
801,2916,2682600,6212,2682600
801,2916,2683070,6212,2683070
801,2916,2683540,6212,2683540
801,2916,2684540,6212,2684540
802,2924,2685000,6212,2685000
802,2924,2685470,6212,2685470
802,2924,2686470,6212,2686470
802,2924,2687470,6212,2687470
802,2924,2688470,6212,2688470
802,2924,2688790,6212,2688790
802,2924,2689790,6212,2689790
802,2924,2690440,6212,2690440
802,2924,2691440,6212,2691440
802,2924,2692440,6212,2692440
803,2932,2693030,6212,2693030
803,2932,2693500,6212,2693500
803,2932,2694500,6212,2694500
803,2932,2695500,6212,2695500
803,2932,2695730,6212,2695730
803,2932,2696540,6212,2696540
803,2932,2697540,6212,2697540
803,2932,2697860,6212,2697860
803,2932,2698860,6212,2698860
803,2932,2699020,6212,2699020
803,2932,2700020,6212,2700020
804,2940,2701020,6212,2701020
804,2940,2702020,6212,2702020
804,2940,2703020,6212,2703020
804,2940,2703490,6212,2703490
804,2940,2704490,6212,2704490
804,2940,2704490,6212,2704490
804,2940,2705490,6212,2705490
804,2940,2706490,6212,2706490
804,2940,2707300,6212,2707300
804,2940,2708300,6212,2708300
805,2948,2709110,6212,2709110
805,2948,2709110,6212,2709110
805,2948,2709430,6212,2709430
805,2948,2710430,6212,2710430
805,2948,2711430,6212,2711430
805,2948,2711430,6212,2711430
805,2948,2712240,6212,2712240
805,2948,2713240,6212,2713240
805,2948,2714240,6212,2714240
805,2948,2714470,6212,2714470
805,2948,2714470,6212,2714470
805,2948,2715470,6212,2715470
806,2956,2716280,6212,2716280
806,2956,2717280,6212,2717280
806,2956,2718280,6212,2718280
806,2956,2718750,6212,2718750
806,2956,2719560,6212,2719560
806,2956,2720370,6212,2720370
806,2956,2720840,6212,2720840
806,2956,2721840,6212,2721840
806,2956,2722650,6212,2722650
806,2956,2722970,6212,2722970
807,2964,2723970,6212,2723970
807,2964,2724970,6212,2724970
807,2964,2725440,6212,2725440
807,2964,2725910,6212,2725910
807,2964,2726910,6212,2726910
807,2964,2727910,6212,2727910
807,2964,2728720,6212,2728720
807,2964,2729530,6212,2729530
807,2964,2730530,6212,2730530
808,2972,2731530,6212,2731530
808,2972,2732340,6212,2732340
808,2972,2732340,6212,2732340
808,2972,2732990,6212,2732990
808,2972,2733990,6212,2733990
808,2972,2734460,6212,2734460
808,2972,2735460,6212,2735460
808,2972,2736270,6212,2736270
808,2972,2737270,6212,2737270
809,2980,2738270,6212,2738270
809,2980,2738590,6212,2738590
809,2980,2739590,6212,2739590
809,2980,2739910,6212,2739910
809,2980,2740720,6212,2740720
809,2980,2740720,6212,2740720
809,2980,2741190,6212,2741190
809,2980,2742190,6212,2742190
809,2980,2743190,6212,2743190
809,2980,2744190,6212,2744190
809,2980,2744660,6212,2744660
810,2988,2745470,6212,2745470
810,2988,2746280,6212,2746280
810,2988,2746870,6212,2746870
810,2988,2747190,6212,2747190
810,2988,2748000,6212,2748000
810,2988,2749000,6212,2749000
810,2988,2749810,6212,2749810
810,2988,2750810,6212,2750810
810,2988,2751130,6212,2751130
810,2988,2752130,6212,2752130
810,2988,2752360,6212,2752360
811,2996,2753170,6212,2753170
811,2996,2754170,6212,2754170
811,2996,2755170,6212,2755170
811,2996,2756170,6212,2756170
811,2996,2757170,6212,2757170
811,2996,2757490,6212,2757490
811,2996,2757960,6212,2757960
811,2996,2758960,6212,2758960
811,2996,2759960,6212,2759960
812,3004,2760960,6212,2760960
812,3004,2761960,6212,2761960
812,3004,2762960,6212,2762960
812,3004,2763960,6212,2763960
812,3004,2764430,6212,2764430
812,3004,2765430,6212,2765430
812,3004,2766240,6212,2766240
812,3004,2766460,6212,2766460
813,3012,2767460,6212,2767460
813,3012,2767460,6212,2767460
813,3012,2768110,6212,2768110
813,3012,2772110,6212,2772110
813,3012,2773110,6212,2773110
813,3012,2773920,6212,2773920
813,3012,2774920,6212,2774920
814,3020,2775920,6212,2775920
814,3020,2776240,6212,2776240
814,3020,2777050,6212,2777050
814,3020,2777860,6212,2777860
814,3020,2778860,6212,2778860
