ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
375993.53,6.14,0.97,164819.33,2.69
376810.77,6.16,0.99,165047.28,2.7
376142.88,6.15,0.98,164315.71,2.69
376943.61,6.16,0.99,164500.1,2.69
377395.28,6.17,1.0,164335.43,2.69
377358.57,6.17,1.0,164172.86,2.68
377827.2,6.18,1.01,164088.83,2.68
377716.27,6.18,1.0,163977.89,2.68
378205.81,6.19,1.01,163851.09,2.68
379006.54,6.2,1.03,164035.48,2.68
379992.31,6.22,1.04,164477.57,2.69
380481.85,6.23,1.05,164401.18,2.69
380481.85,6.23,1.05,164401.18,2.69
380003.96,6.22,1.05,163859.61,2.68
380804.69,6.23,1.06,164044.0,2.69
380767.99,6.23,1.06,163881.43,2.68
380657.05,6.23,1.06,163770.5,2.68
381125.68,6.24,1.07,163686.47,2.68
381594.31,6.25,1.08,163602.43,2.68
382062.93,6.26,1.09,163518.4,2.68
381585.04,6.25,1.08,162976.82,2.67
381018.34,6.24,1.07,162413.52,2.66
381819.07,6.26,1.08,162597.91,2.66
381819.07,6.26,1.08,162597.91,2.66
381341.18,6.25,1.08,162056.33,2.66
381809.81,6.26,1.09,161972.3,2.65
381758.08,6.26,1.09,161906.75,2.65
381280.19,6.25,1.08,161365.18,2.65
381228.47,6.25,1.08,161317.07,2.65
381718.01,6.26,1.09,161190.27,2.64
382186.64,6.27,1.1,161106.24,2.64
382655.26,6.28,1.11,161022.21,2.64
383123.89,6.29,1.11,160938.17,2.64
382456.0,6.28,1.1,160206.6,2.63
382404.27,6.28,1.1,160141.05,2.63
381926.38,6.27,1.1,159599.47,2.62
381926.38,6.27,1.1,159599.47,2.62
382322.97,6.28,1.1,159858.68,2.62
382044.17,6.27,1.1,159579.87,2.62
382512.79,6.28,1.11,159495.84,2.62
381844.9,6.27,1.1,158764.26,2.61
381177.01,6.26,1.09,158032.68,2.6
382162.77,6.28,1.11,158474.78,2.6
382162.77,6.28,1.11,158474.78,2.6
381663.96,6.27,1.1,157925.56,2.59
380996.07,6.26,1.09,157193.98,2.58
381813.31,6.28,1.1,157421.94,2.59
381894.5,6.28,1.1,157503.13,2.59
381653.57,6.27,1.1,157262.2,2.59
382639.33,6.29,1.12,157704.29,2.59
382161.44,6.28,1.11,157162.71,2.58
383147.2,6.3,1.13,157604.8,2.59
382669.31,6.29,1.12,157063.23,2.58
382191.42,6.29,1.11,156521.65,2.57
382992.15,6.3,1.13,156706.04,2.58
383460.78,6.31,1.14,156622.01,2.58
384446.54,6.33,1.15,157064.1,2.58
385247.27,6.34,1.17,157248.5,2.59
385356.94,6.34,1.17,157515.29,2.59
385195.55,6.34,1.17,157200.39,2.59
384717.66,6.33,1.16,156658.81,2.58
384256.73,6.33,1.15,156197.88,2.57
383588.83,6.32,1.14,155466.31,2.56
384078.38,6.33,1.15,155389.91,2.56
384078.38,6.33,1.15,155389.91,2.56
383600.48,6.32,1.15,154848.34,2.55
384090.03,6.33,1.16,154771.95,2.55
383612.14,6.32,1.15,154230.37,2.54
384101.68,6.33,1.16,154103.57,2.54
383623.79,6.32,1.15,153561.99,2.53
384113.33,6.33,1.16,153485.6,2.53
384930.56,6.35,1.17,153713.55,2.53
384431.76,6.34,1.17,153164.34,2.53
384900.38,6.35,1.17,153080.31,2.52
385369.01,6.36,1.18,152996.27,2.52
384680.2,6.35,1.17,152257.06,2.51
384181.39,6.34,1.17,151758.25,2.5
383492.59,6.33,1.16,151019.03,2.49
383014.69,6.32,1.15,150477.46,2.48
383483.32,6.33,1.16,150393.43,2.48
384300.56,6.34,1.17,150621.38,2.49
385286.32,6.36,1.19,151063.47,2.49
385234.59,6.36,1.19,150997.92,2.49
384566.7,6.35,1.18,150266.35,2.48
385056.24,6.36,1.19,150189.95,2.48
384578.35,6.35,1.18,149648.38,2.47
384079.54,6.35,1.17,149099.16,2.46
383603.05,6.34,1.17,148595.6,2.46
384071.67,6.35,1.18,148511.57,2.45
384872.41,6.36,1.19,148695.96,2.46
385858.17,6.38,1.21,149138.05,2.47
386658.9,6.39,1.22,149322.44,2.47
387127.53,6.4,1.23,149238.41,2.47
387617.07,6.41,1.24,149111.61,2.47
388085.7,6.42,1.25,149027.58,2.47
389601.53,6.45,1.27,149237.86,2.47
389972.24,6.45,1.28,149584.78,2.47
389972.24,6.45,1.28,149584.78,2.47
390053.44,6.45,1.28,149665.97,2.48
390325.84,6.46,1.29,149729.31,2.48
390872.43,6.47,1.3,150138.52,2.48
390820.71,6.47,1.3,150287.15,2.49
390820.71,6.47,1.3,150287.15,2.49
390468.27,6.46,1.29,149962.12,2.48
390416.54,6.46,1.29,149941.65,2.48
390364.82,6.46,1.29,149848.46,2.48
390313.1,6.46,1.29,149845.02,2.48
390261.37,6.46,1.29,149734.81,2.48
389593.48,6.45,1.28,149003.23,2.47
389115.59,6.45,1.27,148461.66,2.46
389063.87,6.45,1.28,148396.11,2.46
388585.97,6.44,1.27,147854.53,2.45
388534.25,6.44,1.27,147806.43,2.45
388904.97,6.45,1.27,147935.59,2.45
388238.47,6.44,1.26,147242.03,2.44
387876.03,6.43,1.26,146999.21,2.44
387824.3,6.43,1.26,147059.21,2.44
388132.32,6.44,1.27,147260.23,2.44
389074.94,6.45,1.28,147639.34,2.45
388598.45,6.45,1.28,147135.78,2.44
388546.72,6.45,1.28,147115.32,2.44
388495.0,6.45,1.28,147022.13,2.44
389227.46,6.46,1.29,147904.62,2.45
389211.35,6.46,1.29,147529.32,2.45
388734.85,6.45,1.28,147025.76,2.44
388838.35,6.46,1.28,147102.19,2.44
388851.85,6.46,1.28,147088.63,2.44
388983.84,6.46,1.29,147003.66,2.44
389635.85,6.47,1.3,147846.13,2.46
389619.74,6.47,1.3,147952.14,2.46
389143.24,6.46,1.29,147448.58,2.45
388775.46,6.46,1.29,146934.15,2.44
389329.9,6.47,1.3,146482.98,2.43
390114.67,6.48,1.31,147630.76,2.45
390098.56,6.48,1.31,147860.13,2.46
391029.6,6.5,1.33,148119.19,2.46
390977.87,6.5,1.33,148053.64,2.46
390856.05,6.5,1.33,147837.83,2.46
390804.33,6.5,1.33,147789.73,2.46
390752.6,6.5,1.33,147786.29,2.46
391123.32,6.51,1.33,148071.1,2.46
391107.21,6.51,1.34,148300.47,2.47
391107.21,6.51,1.34,148300.47,2.47
392362.38,6.53,1.36,148637.62,2.47
392346.27,6.53,1.36,148866.99,2.48
393277.3,6.55,1.37,149247.12,2.48
393241.83,6.55,1.37,149116.73,2.48
392765.33,6.54,1.37,148613.17,2.47
392749.22,6.54,1.37,148842.55,2.48
393680.25,6.56,1.39,149222.68,2.49
393664.14,6.56,1.39,149173.96,2.49
395023.38,6.58,1.41,150045.33,2.5
395007.27,6.58,1.41,150151.34,2.5
394867.27,6.58,1.41,150011.34,2.5
395809.9,6.6,1.43,150290.73,2.51
395793.79,6.6,1.43,150467.77,2.51
395127.29,6.59,1.42,149774.21,2.5
396058.32,6.6,1.43,149970.98,2.5
396042.21,6.61,1.43,150200.35,2.51
395679.77,6.6,1.43,149865.32,2.5
396308.65,6.61,1.44,150293.17,2.51
396292.54,6.61,1.44,150470.22,2.51
396085.65,6.61,1.44,150407.51,2.51
397016.68,6.63,1.46,150718.89,2.52
396760.18,6.63,1.45,150435.33,2.51
396638.36,6.63,1.45,150098.45,2.51
396479.81,6.62,1.45,149939.9,2.5
396192.81,6.62,1.45,149664.76,2.5
396377.78,6.62,1.45,149777.06,2.5
396361.67,6.62,1.45,149727.16,2.5
397304.29,6.64,1.47,150641.18,2.52
396304.29,6.62,1.45,149641.18,2.5
396252.57,6.62,1.45,149527.53,2.5
396623.28,6.63,1.46,149969.81,2.51
396931.3,6.64,1.46,150170.82,2.51
397862.34,6.65,1.48,150536.33,2.52
397499.9,6.65,1.48,150154.05,2.51
397483.79,6.65,1.48,150260.06,2.51
398414.82,6.67,1.49,150527.86,2.52
398398.71,6.67,1.49,150633.87,2.52
399329.74,6.68,1.51,150901.67,2.53
399278.02,6.68,1.51,150898.23,2.53
398622.99,6.67,1.5,150170.53,2.51
397967.97,6.66,1.49,149442.83,2.5
397992.94,6.66,1.49,149395.13,2.5
397941.22,6.66,1.49,149284.92,2.5
397476.19,6.66,1.49,148747.22,2.49
397011.16,6.65,1.48,148209.52,2.48
397417.49,6.66,1.49,148591.82,2.49
396952.47,6.65,1.48,148054.12,2.48
397349.06,6.66,1.49,148471.35,2.49
397374.03,6.66,1.49,148423.65,2.49
396909.0,6.65,1.48,147885.95,2.48
397813.98,6.67,1.5,148099.55,2.48
397568.96,6.67,1.49,147781.85,2.48
396932.61,6.66,1.48,147025.36,2.47
397209.88,6.66,1.49,148087.71,2.48
396744.86,6.65,1.48,147550.01,2.47
398260.69,6.68,1.51,147760.29,2.48
398244.57,6.68,1.51,147989.66,2.48
399499.74,6.7,1.53,148326.81,2.49
398844.71,6.69,1.52,147599.11,2.48
399121.99,6.7,1.53,148661.45,2.5
398656.96,6.69,1.52,148123.75,2.49
399075.14,6.7,1.53,148562.56,2.49
400940.97,6.73,1.56,149122.85,2.5
400285.94,6.72,1.55,148395.15,2.49
400269.83,6.72,1.55,148624.52,2.5
401200.87,6.74,1.57,148768.96,2.5
401150.87,6.74,1.57,148718.96,2.5
401099.14,6.74,1.57,148698.49,2.5
401495.73,6.75,1.57,148636.99,2.5
401866.45,6.75,1.58,148938.83,2.5
402174.47,6.76,1.59,149139.85,2.51
401519.44,6.75,1.58,148412.15,2.49
401927.62,6.76,1.58,148840.96,2.5
403194.38,6.78,1.61,149414.82,2.51
403178.27,6.78,1.61,149520.83,2.51
404120.89,6.8,1.62,149800.22,2.52
403655.86,6.79,1.62,149262.52,2.51
403667.66,6.79,1.62,149469.24,2.51
403012.63,6.78,1.61,148741.54,2.5
402996.52,6.78,1.61,148918.58,2.51
402636.49,6.78,1.6,148316.05,2.5
402636.49,6.78,1.6,148316.05,2.5
403781.49,6.8,1.63,148747.42,2.5
404189.67,6.81,1.63,149176.23,2.51
403639.64,6.8,1.62,148626.2,2.5
403303.86,6.79,1.62,148290.42,2.5
403468.13,6.8,1.62,148511.11,2.5
403372.18,6.8,1.62,148567.21,2.5
403320.46,6.8,1.62,148546.74,2.5
403247.79,6.79,1.62,148612.05,2.5
403196.07,6.8,1.62,148518.86,2.5
403288.07,6.8,1.63,148628.54,2.51
404291.04,6.82,1.64,149093.35,2.51
404563.44,6.82,1.65,149156.69,2.51
404511.72,6.82,1.65,149285.72,2.52
403872.57,6.81,1.64,148529.23,2.51
403820.84,6.81,1.64,148508.76,2.51
403769.12,6.81,1.64,148415.58,2.5
403717.39,6.81,1.64,148301.92,2.5
403717.39,6.81,1.64,148301.92,2.5
403354.95,6.81,1.63,147966.89,2.5
403751.54,6.81,1.64,148384.12,2.5
403414.69,6.81,1.64,148079.72,2.5
403362.97,6.81,1.64,148079.72,2.5
402587.95,6.8,1.63,147272.25,2.49
402571.84,6.8,1.63,147378.26,2.49
402507.43,6.8,1.63,146841.37,2.48
403901.55,6.82,1.65,147415.64,2.49
403523.4,6.82,1.64,146945.04,2.48
403261.58,6.81,1.64,146947.63,2.48
402807.45,6.81,1.63,146381.14,2.47
402755.72,6.81,1.63,146387.71,2.47
402704.0,6.81,1.64,146346.13,2.47
402442.18,6.8,1.63,146348.72,2.47
401988.05,6.8,1.62,145782.23,2.47
401752.43,6.79,1.62,145851.06,2.47
401803.13,6.8,1.62,145774.57,2.47
402261.46,6.8,1.63,146512.33,2.48
402741.85,6.81,1.64,147261.29,2.49
402328.06,6.81,1.64,147260.71,2.49
402609.6,6.82,1.65,147308.79,2.5
402557.88,6.82,1.65,147312.24,2.5
402694.71,6.82,1.65,147252.68,2.5
402752.65,6.83,1.65,147743.18,2.5
402597.1,6.82,1.65,147649.06,2.5
402919.57,6.83,1.66,147809.28,2.51
403290.29,6.84,1.66,147833.33,2.51
403427.11,6.84,1.67,147762.86,2.51
403913.64,6.85,1.68,149119.98,2.53
404284.36,6.86,1.68,149144.03,2.53
403803.39,6.85,1.68,148490.61,2.52
403775.41,6.85,1.68,148468.93,2.52
403711.81,6.85,1.68,148906.49,2.53
403648.22,6.85,1.68,148811.54,2.53
403596.5,6.85,1.68,148791.78,2.53
403733.32,6.85,1.68,148779.16,2.53
403870.15,6.86,1.68,149248.59,2.53
403507.7,6.85,1.68,148900.9,2.53
403455.98,6.85,1.68,148767.66,2.53
403455.98,6.85,1.68,148767.66,2.53
403404.26,6.85,1.68,148714.89,2.53
402990.46,6.85,1.68,148714.89,2.53
402938.74,6.85,1.68,148732.65,2.53
403357.37,6.86,1.69,149326.63,2.54
403319.15,6.86,1.69,149188.81,2.54
403455.98,6.87,1.69,149142.45,2.54
403404.25,6.87,1.69,149142.29,2.54
403786.84,6.87,1.7,149170.33,2.54
403723.25,6.87,1.7,149761.23,2.55
403671.52,6.87,1.7,149721.24,2.55
403643.54,6.87,1.7,150295.16,2.56
404077.26,6.88,1.71,150324.25,2.56
404046.35,6.88,1.71,150228.52,2.56
403994.63,6.88,1.71,150116.28,2.56
404319.99,6.89,1.72,150498.41,2.56
404268.27,6.89,1.72,150385.31,2.56
404216.54,6.89,1.72,150385.31,2.56
404353.37,6.89,1.72,150507.93,2.57
404301.64,6.89,1.72,150458.38,2.57
404249.92,6.89,1.72,150428.89,2.57
403887.48,6.89,1.72,150041.85,2.56
403835.75,6.89,1.72,149958.24,2.56
403421.96,6.89,1.72,149958.24,2.56
403370.24,6.89,1.72,149845.13,2.56
403090.4,6.89,1.71,149544.5,2.55
403038.68,6.89,1.71,149544.5,2.56
403311.09,6.89,1.72,149608.4,2.56
403311.09,6.89,1.72,149608.4,2.56
403259.36,6.89,1.72,149756.69,2.56
403396.19,6.9,1.72,149879.31,2.56
403766.91,6.9,1.73,150180.23,2.57
403343.05,6.9,1.72,149756.37,2.56
403291.32,6.9,1.72,149726.88,2.56
403239.6,6.9,1.72,149643.27,2.56
403187.87,6.9,1.72,149622.95,2.56
403187.87,6.9,1.72,149622.95,2.56
403136.15,6.9,1.72,149530.16,2.56
403084.42,6.9,1.72,149417.06,2.56
403032.7,6.9,1.73,149417.06,2.56
402980.98,6.9,1.73,149387.57,2.56
402929.25,6.9,1.73,149303.96,2.56
402877.53,6.9,1.73,149283.64,2.56
402515.09,6.89,1.72,148994.33,2.55
402515.09,6.89,1.72,148994.33,2.55
402463.36,6.89,1.72,148901.54,2.55
402190.95,6.89,1.72,148644.22,2.55
402561.67,6.9,1.72,148773.4,2.55
402698.49,6.9,1.73,149067.76,2.55
402646.77,6.9,1.73,149038.27,2.55
402646.77,6.9,1.73,149038.27,2.55
402646.77,6.9,1.73,149038.27,2.55
402595.05,6.9,1.73,148954.66,2.55
402543.32,6.9,1.73,148889.66,2.55
402491.6,6.9,1.73,148841.56,2.55
402439.87,6.9,1.73,148776.56,2.55
402388.15,6.9,1.73,148728.46,2.55
402336.43,6.9,1.73,148708.14,2.55
402284.7,6.9,1.73,148615.35,2.55
402284.7,6.9,1.73,148615.35,2.55
402610.07,6.91,1.74,148502.25,2.55
402558.34,6.91,1.74,148858.13,2.55
402264.21,6.9,1.73,148582.11,2.55
402212.49,6.9,1.73,148578.86,2.55
402349.31,6.91,1.73,148647.73,2.55
402297.59,6.91,1.73,148618.24,2.55
402245.86,6.91,1.74,148534.62,2.55
402194.14,6.91,1.74,148531.38,2.55
402194.14,6.91,1.74,148531.38,2.55
402194.14,6.91,1.74,148531.38,2.55
402142.42,6.91,1.74,148421.52,2.55
402090.69,6.91,1.74,148309.28,2.55
402038.97,6.91,1.74,148308.42,2.55
401844.84,6.91,1.73,148112.8,2.55
401981.66,6.91,1.74,148235.41,2.55
401619.22,6.9,1.73,147946.1,2.54
401756.05,6.91,1.73,148067.82,2.55
401704.32,6.91,1.73,147954.72,2.54
401704.32,6.91,1.73,147954.72,2.54
401652.6,6.91,1.73,147954.72,2.54
401600.87,6.91,1.74,147925.23,2.54
401280.87,6.9,1.73,147605.23,2.54
401651.59,6.91,1.74,147916.65,2.54
401447.46,6.91,1.73,147711.36,2.54
401772.83,6.91,1.74,147598.26,2.54
401909.65,6.92,1.74,148169.78,2.55
401857.93,6.92,1.74,148057.54,2.55
401994.75,6.92,1.75,148242.85,2.55
401632.31,6.91,1.74,147907.82,2.55
402003.03,6.92,1.75,148037.0,2.55
401640.59,6.91,1.74,147794.72,2.54
401588.86,6.92,1.74,147854.72,2.55
401725.69,6.92,1.75,147977.33,2.55
401388.6,6.91,1.74,147661.45,2.54
401336.88,6.91,1.74,147604.46,2.54
401148.34,6.91,1.74,147400.18,2.54
401096.61,6.91,1.74,147287.94,2.54
401369.02,6.92,1.74,147612.37,2.54
401211.92,6.91,1.74,147455.27,2.54
401582.64,6.92,1.75,147584.45,2.54
401530.91,6.92,1.75,147737.2,2.55
401479.19,6.92,1.75,147707.7,2.55
401841.34,6.93,1.76,148047.35,2.55
401978.17,6.93,1.76,148169.97,2.55
401926.45,6.93,1.76,148120.42,2.55
401874.72,6.93,1.76,148007.32,2.55
401823.0,6.93,1.76,148007.32,2.55
401771.27,6.93,1.76,148004.08,2.55
401408.83,6.93,1.75,147669.05,2.55
401408.83,6.93,1.75,147669.05,2.55
401779.55,6.93,1.76,147954.22,2.55
402051.96,6.94,1.77,148018.11,2.55
401893.41,6.94,1.76,147860.02,2.55
401841.68,6.94,1.76,147989.05,2.55
401789.96,6.94,1.77,147968.73,2.55
401926.78,6.94,1.77,148054.67,2.56
401875.06,6.94,1.77,147946.35,2.56
401512.62,6.94,1.76,147611.32,2.55
401460.89,6.94,1.76,147606.54,2.55
401409.17,6.94,1.76,147586.22,2.55
401787.86,6.94,1.77,147944.48,2.56
401437.44,6.94,1.77,147573.44,2.55
401385.72,6.94,1.77,147460.34,2.55
401091.59,6.93,1.76,147184.31,2.54
401039.87,6.93,1.76,147184.31,2.54
401410.58,6.94,1.77,147313.49,2.55
401358.86,6.94,1.77,147512.58,2.55
401307.14,6.94,1.77,147483.09,2.55
401443.96,6.94,1.77,147578.2,2.55
401392.24,6.94,1.77,147574.96,2.55
401340.51,6.95,1.77,147465.1,2.55
400978.07,6.94,1.77,147083.73,2.55
400926.35,6.94,1.77,146975.41,2.54
400874.62,6.94,1.77,146970.62,2.54
400822.9,6.94,1.77,146967.38,2.54
400771.17,6.94,1.77,146857.52,2.54
400719.45,6.94,1.77,146828.03,2.54
400305.66,6.94,1.77,146828.03,2.55
400442.48,6.95,1.77,146923.14,2.55
400390.76,6.95,1.77,146919.9,2.55
400339.03,6.95,1.77,146810.04,2.55
400287.31,6.95,1.78,146696.94,2.55
400235.59,6.95,1.78,146696.94,2.55
400560.95,6.95,1.78,146583.84,2.54
400402.4,6.95,1.78,146435.64,2.54
400350.68,6.95,1.78,146818.67,2.55
400298.95,6.95,1.78,146789.18,2.55
400092.06,6.95,1.78,146789.18,2.55
400040.33,6.95,1.78,146705.57,2.55
400312.74,6.96,1.79,146769.46,2.55
400683.46,6.97,1.79,147248.36,2.56
400494.92,6.96,1.79,147051.5,2.56
400443.19,6.96,1.79,147031.19,2.56
400391.47,6.96,1.79,146938.4,2.56
400391.47,6.96,1.79,146938.4,2.56
400339.75,6.96,1.79,146935.16,2.56
400288.02,6.96,1.79,146825.3,2.55
400288.02,6.96,1.79,146825.3,2.55
400236.3,6.97,1.79,146822.06,2.56
400373.12,6.97,1.8,146890.92,2.56
400321.4,6.97,1.8,146870.6,2.56
400269.67,6.97,1.8,146777.82,2.56
399975.54,6.96,1.79,146482.53,2.55
399923.82,6.96,1.79,146453.04,2.55
399872.1,6.96,1.79,146369.43,2.55
399820.37,6.97,1.79,146366.19,2.55
399526.24,6.96,1.79,146181.09,2.55
399417.69,6.96,1.79,146072.77,2.54
399365.97,6.96,1.79,145962.91,2.54
399314.24,6.96,1.79,145897.91,2.54
398951.8,6.95,1.78,145517.11,2.54
398951.8,6.95,1.78,145517.11,2.54
398900.08,6.95,1.78,145469.01,2.54
399225.44,6.96,1.79,145355.9,2.53
399173.72,6.96,1.79,145738.9,2.54
399015.17,6.96,1.79,145582.73,2.54
399385.88,6.97,1.79,145697.67,2.54
399098.8,6.96,1.79,145404.67,2.54
398736.35,6.95,1.78,145176.63,2.53
398684.63,6.96,1.78,145236.63,2.53
398957.04,6.96,1.79,145300.52,2.54
398905.31,6.96,1.79,145429.55,2.54
399230.68,6.97,1.79,145316.45,2.54
399503.08,6.97,1.8,146043.61,2.55
399503.08,6.97,1.8,146043.61,2.55
399451.36,6.97,1.8,146023.29,2.55
399399.64,6.97,1.8,145930.51,2.55
399347.91,6.97,1.8,145927.27,2.55
399296.19,6.97,1.8,145817.41,2.55
399568.59,6.98,1.81,145881.3,2.55
399516.87,6.98,1.81,146029.59,2.55
399465.15,6.98,1.81,146026.35,2.55
399413.42,6.98,1.81,145916.49,2.55
399550.25,6.98,1.81,146039.11,2.55
399498.52,6.98,1.81,145982.11,2.55
399635.35,6.99,1.82,146104.73,2.55
399772.17,6.99,1.82,146226.46,2.56
399435.09,6.99,1.81,145840.3,2.55
399435.09,6.99,1.81,145840.3,2.55
