ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eee3-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
397331.77,9.33,4.16,185563.07,4.36
397066.7,9.32,4.15,185436.53,4.35
397203.53,9.33,4.16,185436.53,4.36
397151.8,9.33,4.16,185436.53,4.36
397288.63,9.34,4.16,185442.4,4.36
397236.91,9.34,4.16,185446.55,4.36
396947.74,9.33,4.16,185079.2,4.35
396896.02,9.33,4.16,185069.18,4.35
396844.29,9.33,4.16,185549.33,4.36
397169.66,9.34,4.17,185754.9,4.37
397117.93,9.34,4.17,185754.9,4.37
397066.21,9.34,4.17,185754.9,4.37
396772.64,9.34,4.16,185493.54,4.36
396720.91,9.34,4.17,185600.61,4.37
396993.32,9.35,4.17,185631.06,4.37
397364.04,9.36,4.18,185585.94,4.37
397364.04,9.36,4.18,185585.94,4.37
397524.61,9.36,4.19,186679.77,4.4
397558.81,9.36,4.19,186728.84,4.4
397507.08,9.36,4.19,186728.84,4.4
397480.57,9.37,4.19,186563.54,4.4
397859.26,9.38,4.2,186563.54,4.4
397807.53,9.38,4.2,186569.49,4.4
397807.53,9.38,4.2,186569.49,4.4
397944.36,9.38,4.21,186564.96,4.4
397980.17,9.38,4.21,186669.24,4.4
397928.45,9.38,4.21,186667.81,4.4
398065.27,9.39,4.22,186667.81,4.4
397714.86,9.38,4.21,187091.31,4.41
397987.27,9.39,4.22,187173.48,4.42
397935.54,9.39,4.22,187387.27,4.42
397883.82,9.39,4.22,187387.27,4.42
397589.69,9.39,4.21,187156.35,4.42
397726.51,9.39,4.22,187156.35,4.42
397674.79,9.39,4.22,187156.35,4.42
397623.07,9.39,4.22,187157.08,4.42
397759.89,9.4,4.23,187156.42,4.42
397708.17,9.4,4.23,187156.35,4.42
397844.99,9.4,4.23,187156.35,4.42
397793.27,9.4,4.23,187723.46,4.44
397741.54,9.41,4.23,187723.46,4.44
398112.26,9.42,4.24,187723.46,4.44
398112.26,9.42,4.24,187723.46,4.44
397818.13,9.41,4.24,187402.78,4.43
397766.41,9.41,4.24,187402.78,4.43
397714.68,9.41,4.24,187410.86,4.43
397851.51,9.42,4.24,187402.79,4.44
396851.51,9.39,4.22,186402.79,4.41
396988.34,9.4,4.23,186402.78,4.41
397125.16,9.4,4.23,187254.31,4.43
396762.72,9.4,4.23,186941.73,4.43
396710.99,9.4,4.23,187004.12,4.43
396659.27,9.4,4.23,187004.12,4.43
396931.68,9.41,4.23,187004.12,4.43
397293.83,9.42,4.24,187007.06,4.43
397430.66,9.42,4.25,187004.7,4.43
397378.93,9.42,4.25,187004.12,4.43
397327.21,9.42,4.25,187705.88,4.45
397275.48,9.43,4.25,187781.3,4.46
397646.2,9.44,4.26,188158.08,4.46
397283.76,9.43,4.26,188022.75,4.46
397232.04,9.43,4.26,188022.75,4.46
397368.86,9.43,4.26,188022.75,4.46
397739.58,9.44,4.27,188022.75,4.46
397687.86,9.44,4.27,188091.4,4.47
397636.13,9.45,4.27,188134.82,4.47
397273.69,9.44,4.27,188076.17,4.47
396979.56,9.43,4.26,187708.61,4.46
397891.09,9.46,4.28,189453.27,4.5
398261.81,9.47,4.29,189453.27,4.5
398261.81,9.47,4.29,189485.88,4.5
398210.08,9.47,4.29,189485.88,4.5
397847.64,9.46,4.29,189485.88,4.51
397650.75,9.45,4.28,189332.2,4.5
397653.43,9.46,4.28,188772.4,4.49
397601.71,9.46,4.28,188881.04,4.49
397549.99,9.46,4.29,189063.55,4.5
397956.32,9.47,4.3,188872.75,4.49
397739.33,9.46,4.29,188653.22,4.49
397675.74,9.46,4.29,189753.95,4.52
398260.9,9.48,4.31,189814.48,4.52
398209.17,9.48,4.31,189814.48,4.52
398579.89,9.49,4.32,189814.48,4.52
398430.11,9.49,4.32,189537.13,4.51
398378.39,9.49,4.32,189537.13,4.52
397603.37,9.47,4.3,188822.87,4.5
397389.33,9.47,4.3,188845.02,4.5
397337.61,9.47,4.3,188825.69,4.5
397285.88,9.47,4.3,188822.87,4.5
397257.9,9.47,4.3,189583.93,4.52
397418.89,9.48,4.31,189405.89,4.52
397421.79,9.48,4.31,189407.17,4.52
397646.29,9.49,4.31,189553.39,4.52
397783.12,9.49,4.32,189553.39,4.52
397488.99,9.48,4.31,189250.86,4.52
397942.36,9.5,4.32,189250.86,4.52
398079.19,9.5,4.33,189250.86,4.52
398216.01,9.51,4.33,189251.13,4.52
398164.29,9.51,4.33,189250.86,4.52
398112.56,9.51,4.34,189250.86,4.52
397737.46,9.5,4.33,189831.73,4.53
397685.74,9.5,4.33,189458.03,4.53
397634.02,9.5,4.33,189948.78,4.54
397582.29,9.5,4.33,189948.78,4.54
397530.57,9.5,4.33,189948.78,4.54
397802.97,9.51,4.34,189951.71,4.54
397751.25,9.51,4.34,189949.03,4.54
397699.53,9.51,4.34,189948.79,4.54
397647.8,9.52,4.34,189948.8,4.55
397443.67,9.51,4.34,190162.15,4.55
397814.39,9.52,4.35,190285.43,4.55
397762.67,9.52,4.35,190445.47,4.56
397899.49,9.53,4.36,190445.47,4.56
397767.76,9.53,4.35,190362.26,4.56
397716.04,9.53,4.35,190362.26,4.56
397852.87,9.53,4.36,190362.26,4.56
397801.14,9.53,4.36,190362.66,4.56
397749.42,9.53,4.36,190362.26,4.56
397697.69,9.53,4.36,190362.26,4.56
397645.97,9.54,4.36,190822.39,4.58
397594.25,9.54,4.36,190719.7,4.57
397542.52,9.54,4.37,190719.7,4.58
397490.8,9.54,4.37,190719.7,4.58
397439.07,9.54,4.37,190719.7,4.58
397817.76,9.55,4.38,190723.19,4.58
398090.17,9.56,4.39,190719.7,4.58
398038.44,9.56,4.39,190719.7,4.58
397678.03,9.55,4.38,191232.35,4.59
397628.03,9.55,4.38,191182.35,4.59
398046.66,9.56,4.39,191508.04,4.6
397814.28,9.56,4.38,190887.39,4.59
397760.45,9.56,4.39,191299.7,4.6
397708.73,9.56,4.39,191299.7,4.6
397981.13,9.57,4.39,191299.7,4.6
397929.41,9.57,4.4,191303.96,4.6
397635.28,9.56,4.39,191299.7,4.6
397583.56,9.56,4.39,191417.86,4.6
397720.38,9.57,4.4,191350.24,4.6
397668.66,9.57,4.4,191346.61,4.6
397941.06,9.58,4.4,191898.09,4.62
398077.89,9.58,4.41,191974.75,4.62
398350.3,9.59,4.42,191974.75,4.62
398298.57,9.59,4.42,191974.75,4.62
398623.94,9.6,4.43,191977.09,4.62
398299.81,9.59,4.42,191710.63,4.62
398436.63,9.6,4.43,191708.3,4.62
398384.91,9.6,4.43,191854.02,4.62
398164.19,9.59,4.42,191630.54,4.62
398436.6,9.6,4.43,191611.14,4.62
398573.43,9.61,4.44,191738.5,4.62
398521.7,9.61,4.44,192937.76,4.65
398107.91,9.62,4.44,192937.76,4.66
397903.78,9.61,4.44,192602.18,4.65
397699.65,9.61,4.44,192491.36,4.65
398025.01,9.62,4.45,192491.36,4.65
397973.29,9.62,4.45,192491.36,4.65
397921.56,9.62,4.45,192491.91,4.65
398058.39,9.63,4.45,192492.06,4.65
398006.66,9.63,4.45,192491.37,4.66
398143.49,9.63,4.46,192491.36,4.66
398091.77,9.63,4.46,193228.48,4.68
398040.04,9.63,4.46,193191.58,4.68
397988.32,9.63,4.46,193191.58,4.68
397936.59,9.64,4.46,193191.58,4.68
398073.42,9.64,4.47,193193.85,4.68
398021.7,9.64,4.47,193194.39,4.68
397969.97,9.64,4.47,193191.58,4.68
398348.66,9.65,4.48,193550.64,4.69
398621.07,9.66,4.49,193712.4,4.7
398569.34,9.66,4.49,194011.5,4.7
398212.49,9.66,4.48,193784.57,4.7
398160.77,9.66,4.48,193784.57,4.7
398109.04,9.66,4.48,193784.57,4.7
398057.32,9.66,4.49,193865.17,4.7
398005.59,9.66,4.49,193807.43,4.7
398330.96,9.67,4.5,193784.57,4.7
398467.79,9.67,4.5,194258.59,4.72
398470.69,9.67,4.5,194260.06,4.72
398418.96,9.68,4.5,194242.84,4.72
398367.24,9.68,4.5,194315.15,4.72
398315.51,9.68,4.5,194315.15,4.72
398263.79,9.68,4.51,194315.15,4.72
398212.06,9.68,4.51,194315.15,4.72
398160.34,9.68,4.51,194325.5,4.72
398297.17,9.69,4.51,194330.68,4.73
398245.44,9.69,4.51,194315.15,4.73
398193.72,9.69,4.52,194333.22,4.73
398141.99,9.69,4.52,194501.57,4.73
398278.82,9.69,4.52,194501.57,4.73
398227.1,9.7,4.52,194501.57,4.74
398589.25,9.71,4.53,194501.57,4.74
398537.53,9.71,4.53,194506.57,4.74
398241.28,9.7,4.53,194203.58,4.73
398189.56,9.7,4.53,194198.58,4.73
398137.83,9.7,4.53,194663.9,4.74
398086.11,9.7,4.53,194771.34,4.75
398034.39,9.7,4.53,194762.97,4.75
397982.66,9.71,4.53,194762.97,4.75
397930.94,9.71,4.53,194762.97,4.75
398309.63,9.72,4.54,194769.63,4.75
398257.9,9.72,4.55,194765.69,4.75
398206.18,9.72,4.55,194762.99,4.75
398154.45,9.72,4.55,194764.43,4.75
398102.73,9.72,4.55,195174.0,4.77
398051.01,9.72,4.55,195172.93,4.77
397690.59,9.71,4.54,194832.97,4.76
397638.87,9.72,4.54,194832.97,4.76
397587.15,9.72,4.54,194832.97,4.76
397535.42,9.72,4.55,194846.42,4.76
397672.25,9.72,4.55,194836.5,4.76
397809.07,9.73,4.56,194834.96,4.76
397809.07,9.73,4.56,194833.25,4.76
397757.35,9.73,4.56,194833.88,4.77
397705.62,9.73,4.56,195337.92,4.78
397653.9,9.73,4.56,195195.85,4.78
397602.18,9.73,4.56,195195.85,4.78
397972.89,9.74,4.57,195195.85,4.78
398109.72,9.75,4.58,195195.85,4.78
398058.0,9.75,4.58,195198.74,4.78
398006.27,9.75,4.58,195195.85,4.78
397954.55,9.75,4.58,195195.85,4.78
397902.82,9.75,4.58,195736.31,4.8
397552.25,9.75,4.57,195458.92,4.79
397919.07,9.76,4.58,195900.07,4.8
397867.35,9.76,4.58,195900.07,4.8
398229.5,9.77,4.59,195900.07,4.8
398040.96,9.76,4.59,195697.33,4.8
398313.37,9.77,4.6,195700.27,4.8
398261.64,9.77,4.6,195697.33,4.8
398209.92,9.77,4.6,195697.33,4.8
398158.2,9.77,4.6,196384.0,4.82
398295.02,9.78,4.61,195724.89,4.81
397944.61,9.77,4.6,195344.75,4.8
397892.88,9.77,4.6,196276.45,4.82
398165.29,9.78,4.61,196276.45,4.82
398113.57,9.78,4.61,196276.45,4.82
398061.84,9.78,4.61,196374.64,4.83
398432.56,9.79,4.62,196298.8,4.83
398070.12,9.79,4.61,196276.45,4.83
397733.03,9.78,4.61,195975.5,4.82
397681.31,9.78,4.61,196366.72,4.83
397725.4,9.78,4.61,196804.49,4.84
398218.5,9.8,4.63,196946.72,4.85
397742.0,9.79,4.62,196575.5,4.84
397878.83,9.79,4.62,196575.5,4.84
397827.1,9.8,4.62,196575.5,4.84
397532.97,9.79,4.62,196213.8,4.83
397481.25,9.79,4.62,196213.8,4.83
397429.53,9.79,4.62,196217.73,4.83
397377.8,9.79,4.62,196218.35,4.84
397748.52,9.8,4.63,196213.92,4.84
397748.52,9.8,4.63,196196.59,4.84
397334.73,9.81,4.64,196196.59,4.84
397283.0,9.81,4.64,196742.71,4.86
396930.56,9.81,4.63,196277.47,4.85
397202.97,9.81,4.64,196785.17,4.86
397151.24,9.81,4.64,196785.17,4.86
397099.52,9.82,4.64,196785.17,4.86
397047.79,9.82,4.64,196889.83,4.87
396996.07,9.82,4.65,196846.38,4.87
397366.79,9.83,4.66,196834.23,4.87
397728.94,9.84,4.67,197745.24,4.89
397689.09,9.84,4.67,197458.56,4.89
397625.49,9.84,4.67,197556.18,4.89
397270.49,9.83,4.66,197278.16,4.88
397218.77,9.83,4.66,197278.16,4.88
397355.59,9.84,4.67,197278.16,4.89
397303.87,9.84,4.67,197278.16,4.89
397440.7,9.85,4.67,197284.11,4.89
397026.9,9.86,4.68,197284.11,4.9
396975.18,9.86,4.68,197279.87,4.9
397247.58,9.87,4.69,197278.16,4.9
397195.86,9.87,4.69,198009.04,4.92
396911.98,9.86,4.69,197760.25,4.91
396860.26,9.86,4.69,197710.91,4.91
396808.53,9.86,4.69,197710.91,4.91
396756.81,9.86,4.69,197710.91,4.92
396705.09,9.86,4.69,197737.94,4.92
396653.36,9.87,4.69,197717.16,4.92
396601.64,9.87,4.69,197717.86,4.92
396549.91,9.87,4.7,197902.7,4.92
396546.1,9.87,4.7,197777.62,4.92
396939.31,9.88,4.71,198221.54,4.93
396887.59,9.88,4.71,198221.54,4.94
396887.59,9.88,4.71,198221.54,4.94
396784.14,9.88,4.71,198272.77,4.94
397154.86,9.9,4.72,198299.75,4.94
397103.14,9.9,4.72,198271.89,4.94
397075.15,9.9,4.73,198286.62,4.94
397510.38,9.91,4.74,199347.46,4.97
397458.65,9.91,4.74,199347.46,4.97
397458.65,9.91,4.74,199347.46,4.97
397113.85,9.91,4.73,198868.83,4.96
397062.13,9.91,4.73,198868.83,4.96
397010.4,9.91,4.74,198969.97,4.97
397013.3,9.91,4.74,198985.38,4.97
396961.58,9.91,4.74,198951.3,4.97
397233.99,9.92,4.75,199991.09,4.99
397824.04,9.93,4.76,200643.37,5.01
397410.24,9.94,4.77,200643.37,5.02
397118.92,9.94,4.76,200340.38,5.01
397929.57,9.96,4.79,200461.25,5.02
398308.26,9.97,4.8,200461.25,5.02
397957.85,9.96,4.79,200461.25,5.02
397663.72,9.96,4.78,200160.34,5.01
397611.99,9.96,4.79,200162.26,5.01
397560.27,9.96,4.79,200161.32,5.01
397697.09,9.96,4.79,200160.34,5.01
397645.37,9.97,4.79,200217.11,5.02
397593.64,9.97,4.79,200242.3,5.02
397553.79,9.97,4.8,200193.01,5.02
397490.2,9.97,4.8,200428.26,5.03
397868.88,9.98,4.81,200428.26,5.03
397817.16,9.98,4.81,200428.26,5.03
397765.44,9.98,4.81,200429.7,5.03
397713.71,9.98,4.81,200428.26,5.03
397661.99,9.98,4.81,200428.26,5.03
397610.26,9.99,4.81,200651.5,5.04
397747.09,9.99,4.82,200862.54,5.05
397695.37,9.99,4.82,200972.35,5.05
397643.64,9.99,4.82,200972.35,5.05
397780.47,10.0,4.83,200972.35,5.05
397728.74,10.0,4.83,200973.65,5.05
397677.02,10.0,4.83,200973.56,5.05
397625.3,10.0,4.83,200972.35,5.06
397573.57,10.0,4.83,200973.34,5.06
397366.67,10.01,4.84,200984.03,5.06
397314.95,10.01,4.84,201296.1,5.07
397263.23,10.01,4.84,201164.4,5.07
397247.12,10.01,4.84,202493.33,5.1
397195.39,10.01,4.84,202493.33,5.11
396781.6,10.02,4.85,202493.33,5.12
396421.19,10.02,4.84,202206.91,5.11
396791.9,10.03,4.85,202206.91,5.11
396988.93,10.03,4.86,201685.38,5.1
396937.21,10.04,4.86,201695.0,5.1
397087.88,10.04,4.87,201283.92,5.09
397224.71,10.05,4.87,201276.39,5.09
396862.27,10.04,4.87,201274.31,5.09
396810.54,10.04,4.87,201274.31,5.09
396947.37,10.05,4.87,201790.58,5.11
396895.65,10.05,4.87,201521.17,5.1
396843.92,10.05,4.88,201713.02,5.11
396792.2,10.05,4.88,201713.02,5.11
396682.2,10.05,4.87,201603.02,5.11
396630.47,10.05,4.88,201603.02,5.11
396902.88,10.06,4.88,201603.02,5.11
396744.33,10.05,4.88,201444.24,5.1
397115.05,10.06,4.89,201526.25,5.11
397063.32,10.06,4.89,201543.16,5.11
396649.53,10.07,4.9,201543.16,5.12
396597.81,10.08,4.9,201591.53,5.12
396746.5,10.08,4.91,201551.43,5.12
396711.97,10.08,4.91,202454.54,5.15
396347.79,10.08,4.9,202044.24,5.14
396296.06,10.08,4.9,202044.24,5.14
396244.34,10.08,4.91,202044.24,5.14
396381.16,10.08,4.91,202048.09,5.14
396329.44,10.08,4.91,202045.06,5.14
396277.71,10.09,4.91,202044.99,5.14
396414.54,10.09,4.92,202387.67,5.15
396362.82,10.09,4.92,202460.55,5.16
396499.64,10.1,4.93,202580.4,5.16
396878.33,10.11,4.94,202580.4,5.16
397015.16,10.11,4.94,202580.4,5.16
397151.98,10.12,4.95,202580.4,5.16
397288.81,10.13,4.95,202580.49,5.16
397237.08,10.13,4.95,202580.63,5.16
397185.36,10.13,4.96,202580.4,5.17
397322.19,10.13,4.96,202580.4,5.17
397270.46,10.14,4.96,203774.5,5.2
397218.74,10.14,4.96,203774.5,5.2
397167.01,10.14,4.97,203774.5,5.2
397167.01,10.14,4.97,203807.01,5.2
397115.29,10.14,4.97,203809.39,5.2
397011.84,10.14,4.97,204145.8,5.21
397148.67,10.15,4.97,204023.18,5.21
396788.25,10.14,4.97,203621.31,5.2
396784.44,10.14,4.97,203583.29,5.2
396686.26,10.14,4.97,203595.14,5.21
396634.53,10.14,4.97,203595.14,5.21
396996.69,10.15,4.98,203595.14,5.21
397133.51,10.16,4.99,203597.47,5.21
397270.34,10.16,4.99,203596.12,5.21
397595.7,10.17,5.0,203595.14,5.21
397543.98,10.18,5.0,204409.92,5.23
397914.7,10.19,5.01,204586.13,5.24
397552.25,10.18,5.01,203595.14,5.21
397500.53,10.18,5.01,204854.79,5.25
397637.36,10.19,5.01,204854.79,5.25
397585.63,10.19,5.01,204854.79,5.25
397956.35,10.2,5.03,204854.79,5.25
397904.63,10.2,5.03,204897.04,5.25
397852.9,10.2,5.03,204912.68,5.25
397801.18,10.2,5.03,204937.07,5.26
397631.78,10.2,5.03,206117.93,5.29
398336.74,10.22,5.05,206104.79,5.29
398285.01,10.22,5.05,206104.79,5.29
398285.01,10.22,5.05,206104.79,5.29
398233.29,10.22,5.05,206104.79,5.29
398181.56,10.22,5.05,206104.79,5.29
398129.84,10.22,5.05,206163.85,5.29
397935.71,10.22,5.05,205991.07,5.29
397652.86,10.21,5.04,205690.44,5.28
397318.98,10.21,5.03,205393.79,5.28
397455.81,10.21,5.04,205350.72,5.28
397404.08,10.21,5.04,205366.1,5.28
397405.53,10.21,5.04,205367.94,5.28
397401.72,10.22,5.04,205740.65,5.29
397303.54,10.22,5.04,205526.56,5.28
397575.94,10.22,5.05,205526.56,5.29
397524.22,10.23,5.05,205526.56,5.29
397472.49,10.23,5.05,205540.65,5.29
397609.32,10.23,5.06,205529.44,5.29
397557.6,10.23,5.06,205530.47,5.29
397505.87,10.23,5.06,205531.54,5.29
397507.32,10.23,5.06,205533.63,5.29
397348.77,10.23,5.06,205375.61,5.29
397297.05,10.23,5.06,205391.96,5.29
397245.32,10.23,5.06,205889.49,5.3
397382.15,10.24,5.07,205889.49,5.31
397518.98,10.25,5.07,205889.49,5.31
397467.25,10.25,5.07,205889.49,5.31
397415.53,10.25,5.08,205889.74,5.31
397687.93,10.26,5.08,205889.51,5.31
397824.76,10.26,5.09,205889.49,5.31
397773.04,10.26,5.09,206756.39,5.33
397721.31,10.26,5.09,206693.91,5.33
398100.0,10.28,5.1,206693.91,5.34
397805.87,10.27,5.1,206487.1,5.33
397455.46,10.26,5.09,206487.1,5.33
397403.73,10.26,5.09,206489.98,5.33
397352.01,10.26,5.09,206488.27,5.33
397300.28,10.27,5.09,206487.1,5.34
397248.56,10.27,5.09,206487.1,5.34
397643.02,10.28,5.11,207488.22,5.36
397767.97,10.28,5.11,207216.99,5.36
397765.8,10.29,5.11,207217.46,5.36
397902.62,10.29,5.12,207217.46,5.36
397850.9,10.29,5.12,207217.46,5.36
398123.31,10.3,5.13,207217.46,5.36
397825.61,10.29,5.12,206915.44,5.35
397773.89,10.3,5.12,206920.41,5.36
397910.72,10.3,5.13,206918.4,5.36
398047.54,10.31,5.14,206916.16,5.36
397995.82,10.31,5.14,206972.01,5.36
397944.09,10.31,5.14,207808.72,5.38
397649.96,10.3,5.13,207488.14,5.38
397598.24,10.3,5.13,207488.14,5.38
397546.51,10.31,5.13,207488.14,5.38
397818.92,10.32,5.14,207525.09,5.38
397767.2,10.32,5.14,207526.58,5.38
397715.47,10.32,5.15,207516.07,5.38
397428.38,10.31,5.14,207120.64,5.37
397400.4,10.31,5.14,207156.6,5.38
397434.6,10.32,5.14,207722.93,5.39
397382.88,10.32,5.15,207722.93,5.39
397099.0,10.31,5.14,207516.82,5.39
397047.28,10.31,5.14,207516.82,5.39
396995.55,10.31,5.14,207516.82,5.39
396943.83,10.32,5.14,207554.31,5.39
396892.1,10.32,5.14,207555.67,5.4
396893.55,10.32,5.14,207564.31,5.4
396865.57,10.32,5.15,207576.91,5.4
396892.73,10.32,5.15,207448.36,5.39
397017.69,10.33,5.15,207746.73,5.4
396723.56,10.32,5.15,207463.38,5.4
396848.51,10.33,5.15,207476.27,5.4
396576.1,10.32,5.15,207225.92,5.39
396524.38,10.32,5.15,207225.92,5.39
396472.65,10.32,5.15,207225.92,5.4
396609.48,10.33,5.16,207225.92,5.4
396557.75,10.33,5.16,207229.85,5.4
396270.66,10.32,5.15,206971.73,5.39
396724.04,10.34,5.16,206967.84,5.39
396672.31,10.34,5.16,206967.8,5.39
396581.09,10.33,5.16,207411.24,5.41
396529.37,10.34,5.16,207425.6,5.41
396666.2,10.34,5.17,207688.25,5.41
396614.47,10.34,5.17,207688.25,5.42
396562.75,10.34,5.17,207688.25,5.42
396278.87,10.34,5.17,207475.34,5.41
396278.87,10.34,5.17,207475.34,5.41
396227.15,10.34,5.17,207475.34,5.41
396175.42,10.34,5.17,207504.57,5.42
396123.7,10.34,5.17,207478.76,5.42
395743.64,10.33,5.16,207091.48,5.41
395691.92,10.33,5.16,207428.73,5.42
396110.55,10.35,5.17,207550.08,5.42
396058.82,10.35,5.18,207550.08,5.42
396348.3,10.36,5.19,207891.45,5.43
396719.02,10.37,5.2,207891.45,5.43
396667.29,10.37,5.2,208118.05,5.44
396615.57,10.37,5.2,207916.24,5.44
396599.46,10.37,5.2,209092.38,5.47
397088.1,10.39,5.22,209006.56,5.47
397375.73,10.4,5.23,208959.6,5.47
397324.01,10.4,5.23,208959.6,5.47
397694.73,10.41,5.24,208959.6,5.47
397367.88,10.4,5.23,209002.08,5.47
397316.16,10.41,5.23,209022.56,5.47
396953.72,10.4,5.23,209022.26,5.47
397090.54,10.4,5.23,209006.1,5.48
397227.37,10.41,5.24,209002.08,5.48
397175.65,10.41,5.24,209451.08,5.49
397123.92,10.41,5.24,209416.17,5.49
397260.75,10.42,5.25,209603.41,5.5
397209.02,10.42,5.25,209603.41,5.5
397157.3,10.42,5.25,209603.41,5.5
397105.58,10.42,5.25,209611.35,5.5
397053.85,10.42,5.25,209615.95,5.5
397002.13,10.42,5.25,209603.84,5.5
397372.84,10.44,5.26,209973.03,5.51
397509.67,10.44,5.27,210075.71,5.52
397195.14,10.43,5.26,209680.61,5.51
397095.5,10.43,5.26,209851.51,5.51
397043.78,10.44,5.26,209851.51,5.52
397414.5,10.45,5.27,209851.51,5.52
397551.32,10.45,5.28,209851.51,5.52
397499.6,10.45,5.28,209866.61,5.52
397137.16,10.45,5.27,209862.12,5.52
397085.43,10.45,5.27,209864.14,5.52
396693.88,10.44,5.27,209480.75,5.51
396642.16,10.44,5.27,209978.66,5.53
396681.87,10.44,5.27,209940.56,5.53
396538.71,10.44,5.27,209716.21,5.52
396811.12,10.45,5.28,209716.21,5.52
396759.39,10.45,5.28,209716.21,5.53
397031.8,10.46,5.29,209727.24,5.53
396737.67,10.45,5.28,209717.24,5.53
396685.94,10.46,5.28,209716.21,5.53
396634.22,10.46,5.29,210139.29,5.54
395634.22,10.43,5.26,209139.29,5.52
395606.24,10.44,5.26,209108.76,5.52
396012.4,10.45,5.28,209438.0,5.53
395960.67,10.45,5.28,209438.0,5.53
395619.43,10.44,5.27,209269.19,5.52
395756.26,10.45,5.28,209269.19,5.53
395893.09,10.46,5.28,209269.19,5.53
395596.84,10.45,5.28,208966.21,5.52
395545.12,10.45,5.28,208980.8,5.52
396065.34,10.46,5.29,209089.55,5.52
396202.17,10.47,5.3,209194.97,5.53
396150.45,10.47,5.3,208998.61,5.52
396287.27,10.48,5.31,210340.17,5.56
396235.55,10.48,5.31,210340.17,5.56
396183.82,10.48,5.31,210340.17,5.56
396320.65,10.49,5.31,210340.17,5.57
396268.93,10.49,5.32,210344.1,5.57
396405.75,10.49,5.32,210342.6,5.57
396124.52,10.49,5.32,209955.68,5.56
396072.79,10.49,5.32,209957.66,5.56
396526.17,10.5,5.33,210675.66,5.58
396474.44,10.5,5.33,210837.82,5.59
396422.72,10.5,5.33,210837.82,5.59
396126.02,10.5,5.33,210516.4,5.58
396074.29,10.5,5.33,210516.4,5.58
396022.57,10.5,5.33,210521.39,5.58
395970.85,10.5,5.33,210517.26,5.58
396107.67,10.51,5.34,210516.42,5.58
396055.95,10.51,5.34,210746.15,5.59
396004.22,10.51,5.34,210817.66,5.6
396374.94,10.52,5.35,211068.66,5.6
396323.22,10.52,5.35,211068.66,5.6
396271.49,10.53,5.35,211068.66,5.61
396219.77,10.53,5.35,211068.66,5.61
395857.33,10.52,5.35,210764.42,5.6
395698.78,10.51,5.34,210606.48,5.6
395478.06,10.51,5.34,210448.05,5.59
395614.89,10.52,5.34,210465.14,5.59
395563.16,10.52,5.34,210462.11,5.6
395933.88,10.53,5.36,210460.41,5.6
395571.44,10.52,5.35,210900.42,5.61
395519.71,10.52,5.35,210721.29,5.61
395467.99,10.52,5.35,210696.13,5.61
395838.71,10.53,5.36,210696.13,5.61
395786.98,10.53,5.36,210696.13,5.61
395923.81,10.54,5.37,210696.13,5.61
395872.09,10.54,5.37,210719.47,5.61
396008.91,10.55,5.38,210699.72,5.61
395957.19,10.55,5.38,210696.13,5.61
395905.46,10.55,5.38,211388.74,5.63
395853.74,10.55,5.38,211449.08,5.64
395802.02,10.55,5.38,211449.08,5.64
396074.42,10.56,5.39,211449.08,5.64
396022.7,10.56,5.39,211461.99,5.64
395970.97,10.57,5.39,211463.88,5.64
395919.25,10.57,5.39,211458.38,5.64
395867.53,10.57,5.4,211742.21,5.65
396004.35,10.57,5.4,211946.47,5.66
395952.63,10.58,5.4,211926.18,5.66
395955.53,10.58,5.4,211927.48,5.66
395691.86,10.57,5.4,211712.25,5.66
395828.69,10.58,5.4,211712.25,5.66
396154.05,10.59,5.41,211712.25,5.66
396290.88,10.59,5.42,211712.25,5.66
396661.6,10.6,5.43,211712.77,5.66
396609.87,10.61,5.43,211714.45,5.66
396558.15,10.61,5.43,211712.25,5.66
396506.43,10.61,5.44,212849.84,5.69
396643.25,10.61,5.44,213096.87,5.7
396591.53,10.62,5.44,213096.87,5.7
396539.8,10.62,5.44,213096.87,5.71
396488.08,10.62,5.45,213174.21,5.71
396436.36,10.62,5.45,213096.87,5.71
396420.24,10.62,5.45,213283.54,5.72
396617.27,10.63,5.46,214038.47,5.74
397413.59,10.65,5.48,214125.42,5.74
397361.87,10.65,5.48,214125.42,5.74
397310.14,10.66,5.48,214125.42,5.74
397582.55,10.67,5.49,214133.94,5.74
397530.83,10.67,5.49,214137.14,5.75
397178.38,10.66,5.49,213689.01,5.73
397126.66,10.66,5.49,213677.29,5.74
397521.12,10.67,5.5,214739.01,5.76
397748.18,10.68,5.51,214723.75,5.77
397450.48,10.67,5.5,214422.54,5.76
396996.35,10.66,5.49,214123.98,5.75
