ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
903,3732,3382030,6212,3710820
903,3732,3383030,6212,3711820
903,3732,3383580,6212,3712370
903,3732,3384580,6212,3713370
903,3732,3385050,6212,3713840
904,3740,3386050,6212,3714840
904,3740,3387050,6212,3715840
904,3740,3387700,6212,3716490
904,3740,3388700,6212,3717490
904,3740,3388700,6212,3718490
904,3740,3389510,6212,3719300
904,3740,3389510,6212,3719770
904,3740,3389980,6212,3720240
904,3740,3389980,6212,3720240
904,3740,3390790,6212,3721050
904,3740,3391790,6212,3722050
905,3748,3392790,6212,3723050
905,3748,3393790,6212,3724050
905,3748,3394010,6212,3724270
905,3748,3395010,6212,3725270
905,3748,3395170,6212,3725430
905,3748,3395490,6212,3725750
905,3748,3396490,6212,3726750
905,3748,3397040,6212,3727300
905,3748,3397360,6212,3727620
905,3748,3397360,6212,3727620
905,3748,3398360,6212,3728620
905,3748,3398360,6212,3728620
905,3748,3398520,6212,3728780
905,3748,3398750,6212,3729010
905,3748,3399750,6212,3730010
905,3748,3400750,6212,3731010
906,3756,3401560,6212,3731820
906,3756,3402020,6212,3732280
906,3756,3403020,6212,3733280
906,3756,3403830,6212,3734090
906,3756,3404830,6212,3735090
906,3756,3404830,6212,3735090
906,3756,3405300,6212,3735560
906,3756,3406300,6212,3736560
906,3756,3406300,6212,3737370
906,3756,3407300,6212,3738370
906,3756,3408300,6212,3739370
906,3756,3408300,6212,3739370
907,3764,3409110,6212,3740180
907,3764,3409920,6212,3740990
907,3764,3410390,6212,3741460
907,3764,3410710,6212,3741780
907,3764,3410940,6212,3742010
907,3764,3410940,6212,3743010
907,3764,3411940,6212,3744010
907,3764,3412940,6212,3745010
907,3764,3413750,6212,3745820
907,3764,3414750,6212,3746820
907,3764,3415750,6212,3747820
908,3772,3416560,6212,3748630
908,3772,3417560,6212,3749630
908,3772,3418210,6212,3750280
908,3772,3418210,6212,3750280
908,3772,3418210,6212,3751280
908,3772,3419210,6212,3752280
908,3772,3420210,6212,3753280
908,3772,3420860,6212,3753930
908,3772,3421860,6212,3754930
908,3772,3422670,6212,3755740
909,3780,3423670,6212,3756740
909,3780,3424670,6212,3757740
909,3780,3425670,6212,3758740
909,3780,3426670,6212,3759740
909,3780,3427670,6212,3760740
909,3780,3428140,6212,3761210
909,3780,3428460,6212,3761530
909,3780,3428780,6212,3761850
909,3780,3429250,6212,3762320
910,3788,3430060,6212,3763130
910,3788,3431060,6212,3764130
910,3788,3431870,6212,3764940
910,3788,3431870,6212,3764940
910,3788,3432340,6212,3765410
910,3788,3432670,6212,3765740
910,3788,3432670,6212,3765740
910,3788,3432890,6212,3765960
910,3788,3433890,6212,3766960
910,3788,3434540,6212,3767610
910,3788,3434540,6212,3767610
910,3788,3435010,6212,3768080
910,3788,3436010,6212,3769080
910,3788,3436010,6212,3769080
910,3788,3436010,6212,3769080
910,3788,3436010,6212,3770080
911,3796,3437010,6212,3771080
911,3796,3437120,6212,3771190
911,3796,3437930,6212,3772000
911,3796,3438740,6212,3772810
911,3796,3439740,6212,3773810
911,3796,3439740,6212,3774810
911,3796,3443740,6212,3778810
912,3804,3444550,6212,3779620
912,3804,3445020,6212,3780090
912,3804,3445020,6212,3780560
912,3804,3445020,6212,3780880
912,3804,3445240,6212,3781100
912,3804,3446240,6212,3782100
912,3804,3446240,6212,3782100
912,3804,3447240,6212,3783100
912,3804,3448240,6212,3784100
912,3804,3448240,6212,3785100
912,3804,3448710,6212,3785570
912,3804,3449710,6212,3786570
913,3812,3450710,6212,3787570
913,3812,3450710,6212,3788570
913,3812,3450710,6212,3788570
913,3812,3450710,6212,3788570
913,3812,3451710,6212,3789570
913,3812,3451710,6212,3789570
913,3812,3452710,6212,3790570
913,3812,3453520,6212,3791380
913,3812,3453520,6212,3791380
913,3812,3453520,6212,3792380
913,3812,3454520,6212,3793380
913,3812,3455520,6212,3794380
913,3812,3455520,6212,3794380
913,3812,3455520,6212,3795190
913,3812,3455520,6212,3796000
913,3812,3456520,6212,3797000
913,3812,3456520,6212,3797000
913,3812,3457520,6212,3798000
913,3812,3458520,6212,3799000
913,3812,3459520,6212,3800000
913,3812,3460520,6212,3801000
913,3812,3460520,6212,3802000
914,3820,3461330,6212,3802810
914,3820,3462330,6212,3803810
914,3820,3462330,6212,3804270
914,3820,3462330,6212,3804590
914,3820,3463330,6212,3805590
914,3820,3463330,6212,3805590
914,3820,3464330,6212,3806590
914,3820,3465330,6212,3807590
914,3820,3465330,6212,3807590
914,3820,3465550,6212,3807810
914,3820,3466550,6212,3808810
914,3820,3466550,6212,3808810
914,3820,3466550,6212,3809810
914,3820,3467020,6212,3810280
914,3820,3467020,6212,3811090
914,3820,3467020,6212,3811090
914,3820,3468020,6212,3812090
914,3820,3468490,6212,3812560
914,3820,3468650,6212,3812720
915,3828,3469650,6212,3813720
915,3828,3470460,6212,3814530
915,3828,3471110,6212,3815180
915,3828,3471580,6212,3815650
915,3828,3471580,6212,3815650
915,3828,3472580,6212,3816650
915,3828,3473580,6212,3817650
915,3828,3473580,6212,3818650
915,3828,3474580,6212,3819650
915,3828,3475230,6212,3820300
915,3828,3476230,6212,3821300
916,3836,3477230,6212,3822300
916,3836,3477460,6212,3822530
916,3836,3477460,6212,3822530
916,3836,3478110,6212,3823180
916,3836,3479110,6212,3824180
916,3836,3480110,6212,3825180
916,3836,3481110,6212,3826180
916,3836,3482110,6212,3827180
916,3836,3483110,6212,3828180
916,3836,3483920,6212,3828990
917,3844,3484920,6212,3829990
917,3844,3485920,6212,3830990
917,3844,3486920,6212,3831990
917,3844,3487920,6212,3832990
917,3844,3487920,6212,3832990
917,3844,3487920,6212,3832990
917,3844,3488920,6212,3833990
917,3844,3488920,6212,3833990
917,3844,3489920,6212,3834990
917,3844,3490730,6212,3835800
917,3844,3491540,6212,3836610
917,3844,3491540,6212,3836610
917,3844,3491540,6212,3836610
917,3844,3491540,6212,3837610
918,3852,3492090,6212,3838160
918,3852,3493090,6212,3839160
918,3852,3493410,6212,3839480
918,3852,3494410,6212,3840480
918,3852,3494410,6212,3841480
918,3852,3495060,6212,3842130
918,3852,3495060,6212,3842130
918,3852,3496060,6212,3843130
918,3852,3497060,6212,3844130
918,3852,3497060,6212,3845130
918,3852,3497530,6212,3845600
918,3852,3498530,6212,3846600
919,3860,3499340,6212,3847410
919,3860,3500340,6212,3848410
919,3860,3501340,6212,3849410
919,3860,3501340,6212,3849410
919,3860,3502340,6212,3850410
919,3860,3502340,6212,3851060
919,3860,3503340,6212,3852060
919,3860,3504340,6212,3853060
919,3860,3505340,6212,3854060
919,3860,3505990,6212,3854710
920,3868,3506990,6212,3855710
920,3868,3507990,6212,3856710
920,3868,3507990,6212,3856710
920,3868,3508310,6212,3857030
920,3868,3508960,6212,3857680
920,3868,3509280,6212,3858000
920,3868,3509280,6212,3858000
920,3868,3510280,6212,3859000
920,3868,3511280,6212,3860000
920,3868,3511280,6212,3860000
920,3868,3511930,6212,3860650
920,3868,3511930,6212,3860650
920,3868,3511930,6212,3860650
920,3868,3511930,6212,3860650
920,3868,3512930,6212,3861650
920,3868,3513400,6212,3862120
920,3868,3514400,6212,3863120
920,3868,3514400,6212,3863670
921,3876,3514870,6212,3864140
921,3876,3514870,6212,3865140
921,3876,3514870,6212,3866140
921,3876,3514870,6212,3866140
921,3876,3514870,6212,3867140
921,3876,3515870,6212,3868140
921,3876,3515980,6212,3868250
921,3876,3515980,6212,3869250
921,3876,3516630,6212,3869900
921,3876,3516630,6212,3870710
921,3876,3516860,6212,3870940
921,3876,3517860,6212,3871940
921,3876,3518670,6212,3872750
921,3876,3518670,6212,3873750
921,3876,3519130,6212,3874210
921,3876,3519130,6212,3874210
921,3876,3520130,6212,3875210
921,3876,3521130,6212,3876210
922,3884,3522130,6212,3877210
922,3884,3523130,6212,3878210
922,3884,3524130,6212,3879210
922,3884,3524130,6212,3879210
922,3884,3525130,6212,3880210
922,3884,3526130,6212,3881210
922,3884,3526290,6212,3881370
922,3884,3527290,6212,3882370
922,3884,3528290,6212,3883370
922,3884,3528290,6212,3887370
922,3884,3528290,6212,3888370
922,3884,3528290,6212,3889370
922,3884,3529290,6212,3890370
922,3884,3530290,6212,3891370
923,3892,3531290,6212,3892370
923,3892,3532100,6212,3893180
923,3892,3532100,6212,3893180
923,3892,3532100,6212,3893500
923,3892,3532260,6212,3893660
923,3892,3532730,6212,3894130
923,3892,3533540,6212,3894940
923,3892,3534010,6212,3895410
923,3892,3534010,6212,3895640
923,3892,3534010,6212,3896110
923,3892,3535010,6212,3897110
923,3892,3535010,6212,3897110
923,3892,3535330,6212,3897430
923,3892,3536330,6212,3898430
923,3892,3536650,6212,3898750
923,3892,3537650,6212,3899750
923,3892,3538120,6212,3900220
923,3892,3538350,6212,3900450
923,3892,3538350,6212,3901450
923,3892,3538350,6212,3901450
924,3900,3539160,6212,3902260
924,3900,3539160,6212,3902580
924,3900,3539160,6212,3903580
924,3900,3539160,6212,3903580
924,3900,3539160,6212,3903580
924,3900,3540160,6212,3904580
924,3900,3540160,6212,3904580
924,3900,3541160,6212,3905580
924,3900,3542160,6212,3906580
924,3900,3542160,6212,3907580
924,3900,3543160,6212,3908580
924,3900,3543480,6212,3908900
924,3900,3544290,6212,3909710
924,3900,3545290,6212,3910710
924,3900,3545290,6212,3911710
924,3900,3545760,6212,3912180
924,3900,3546760,6212,3913180
925,3908,3547760,6212,3914180
925,3908,3548760,6212,3915180
925,3908,3549760,6212,3916180
925,3908,3550760,6212,3917180
925,3908,3550760,6212,3918180
925,3908,3551570,6212,3918990
925,3908,3552380,6212,3919800
925,3908,3553380,6212,3920800
925,3908,3554380,6212,3921800
926,3916,3555380,6212,3922800
926,3916,3555850,6212,3923270
926,3916,3556850,6212,3924270
926,3916,3556850,6212,3924270
926,3916,3557310,6212,3924730
926,3916,3558310,6212,3925730
926,3916,3559310,6212,3926730
926,3916,3560310,6212,3927730
926,3916,3560310,6212,3927730
926,3916,3560310,6212,3928380
927,3924,3561310,6212,3929380
927,3924,3562120,6212,3930190
927,3924,3562120,6212,3931190
927,3924,3562590,6212,3931660
927,3924,3563590,6212,3932660
927,3924,3564400,6212,3933470
927,3924,3565400,6212,3934470
927,3924,3565400,6212,3935470
927,3924,3565670,6212,3935740
927,3924,3566140,6212,3936210
927,3924,3566950,6212,3937020
927,3924,3566950,6212,3937020
927,3924,3567950,6212,3938020
927,3924,3568950,6212,3939020
927,3924,3568950,6212,3939020
927,3924,3569420,6212,3939490
927,3924,3569420,6212,3940490
928,3932,3570420,6212,3941490
928,3932,3571420,6212,3942490
928,3932,3571890,6212,3942960
928,3932,3572890,6212,3943960
928,3932,3573360,6212,3944430
928,3932,3573360,6212,3944900
928,3932,3574360,6212,3945900
928,3932,3575360,6212,3946900
928,3932,3576360,6212,3947900
928,3932,3576680,6212,3948220
928,3932,3576730,6212,3948270
928,3932,3577190,6212,3948730
928,3932,3577190,6212,3949380
929,3940,3577660,6212,3949850
929,3940,3578250,6212,3950440
929,3940,3578620,6212,3950810
929,3940,3579620,6212,3951810
929,3940,3580620,6212,3952810
929,3940,3581080,6212,3953270
929,3940,3581550,6212,3953740
929,3940,3581550,6212,3954200
929,3940,3581550,6212,3955200
929,3940,3582140,6212,3955790
929,3940,3582610,6212,3956260
929,3940,3583080,6212,3956730
929,3940,3583080,6212,3956730
930,3948,3584080,6212,3957730
930,3948,3584430,6212,3958080
930,3948,3585240,6212,3958890
930,3948,3585290,6212,3958940
930,3948,3586290,6212,3959940
930,3948,3587290,6212,3960940
930,3948,3588290,6212,3961940
930,3948,3590290,6212,3963940
930,3948,3590760,6212,3964410
930,3948,3591760,6212,3965410
931,3956,3592570,6212,3966220
931,3956,3593380,6212,3967030
931,3956,3593380,6212,3967840
931,3956,3594190,6212,3968650
931,3956,3595190,6212,3969650
931,3956,3595190,6212,3969650
931,3956,3595190,6212,3970460
931,3956,3595190,6212,3970460
931,3956,3596190,6212,3971460
931,3956,3596840,6212,3972110
931,3956,3597070,6212,3972340
931,3956,3598070,6212,3973340
931,3956,3598070,6212,3973340
931,3956,3598070,6212,3973560
931,3956,3598880,6212,3974370
932,3964,3599880,6212,3975370
932,3964,3600880,6212,3976370
932,3964,3601690,6212,3977180
932,3964,3602690,6212,3978180
932,3964,3602690,6212,3978650
932,3964,3603690,6212,3979650
932,3964,3604280,6212,3980240
932,3964,3604280,6212,3980240
932,3964,3605280,6212,3981240
932,3964,3606090,6212,3982050
932,3964,3606550,6212,3982510
933,3972,3607550,6212,3983510
933,3972,3608360,6212,3984320
933,3972,3610360,6212,3986320
933,3972,3611360,6212,3987320
933,3972,3612360,6212,3988320
933,3972,3612360,6212,3988320
933,3972,3613360,6212,3989320
933,3972,3613360,6212,3990320
933,3972,3613360,6212,3991320
933,3972,3614360,6212,3992320
934,3980,3615360,6212,3993320
934,3980,3615680,6212,3993640
934,3980,3616150,6212,3994110
934,3980,3617150,6212,3995110
934,3980,3617960,6212,3995920
934,3980,3617960,6212,3995920
934,3980,3617960,6212,3996730
934,3980,3618430,6212,3997200
934,3980,3618900,6212,3997670
934,3980,3619130,6212,3997900
934,3980,3619600,6212,3998370
934,3980,3619600,6212,3998370
934,3980,3619600,6212,3999370
935,3988,3627600,6212,4007370
935,3988,3628250,6212,4008020
935,3988,3629250,6212,4009020
935,3988,3629250,6212,4009020
935,3988,3630060,6212,4009830
936,3996,3631060,6212,4010830
936,3996,3631220,6212,4010990
936,3996,3632030,6212,4011800
936,3996,3632030,6212,4012610
936,3996,3632500,6212,4013080
936,3996,3632970,6212,4013550
936,3996,3632970,6212,4014360
936,3996,3633780,6212,4015170
936,3996,3634780,6212,4016170
936,3996,3635780,6212,4017170
936,3996,3635780,6212,4017490
936,3996,3636780,6212,4018490
936,3996,3637780,6212,4019490
937,4004,3638250,6212,4019960
937,4004,3639250,6212,4020960
937,4004,3640060,6212,4021770
937,4004,3640060,6212,4022770
937,4004,3641060,6212,4023770
937,4004,3641060,6212,4024770
937,4004,3642060,6212,4025770
937,4004,3642060,6212,4026320
937,4004,3643060,6212,4027320
937,4004,3643060,6212,4027320
937,4004,3643390,6212,4027650
937,4004,3644390,6212,4028650
937,4004,3644390,6212,4028650
937,4004,3644710,6212,4028970
937,4004,3644710,6212,4028970
937,4004,3645180,6212,4029440
937,4004,3645180,6212,4029900
938,4012,3646180,6212,4030900
938,4012,3647180,6212,4031900
938,4012,3647410,6212,4032130
938,4012,3647410,6212,4033130
938,4012,3648410,6212,4034130
938,4012,3648410,6212,4034600
938,4012,3649410,6212,4035600
938,4012,3650410,6212,4036600
938,4012,3650410,6212,4036920
938,4012,3651410,6212,4037920
938,4012,3651410,6212,4038920
938,4012,3652410,6212,4039920
938,4012,3652410,6212,4040920
938,4012,3652410,6212,4040920
939,4020,3653410,6212,4041920
939,4020,3653410,6212,4042920
939,4020,3653410,6212,4043920
939,4020,3654410,6212,4044920
939,4020,3655410,6212,4045920
939,4020,3656410,6212,4046920
939,4020,3656410,6212,4046920
939,4020,3657410,6212,4047920
939,4020,3657870,6212,4048380
939,4020,3658520,6212,4049030
939,4020,3659520,6212,4050030
939,4020,3660330,6212,4050840
939,4020,3660800,6212,4051310
939,4020,3660800,6212,4052310
940,4028,3661260,6212,4052770
940,4028,3661260,6212,4053240
940,4028,3661260,6212,4053240
940,4028,3661730,6212,4053710
940,4028,3662730,6212,4054710
940,4028,3663730,6212,4055710
940,4028,3667730,6212,4059710
940,4028,3668730,6212,4060710
941,4036,3669730,6212,4061710
941,4036,3669730,6212,4062710
941,4036,3670730,6212,4063710
941,4036,3670730,6212,4063710
941,4036,3670840,6212,4063820
941,4036,3671840,6212,4064820
941,4036,3672840,6212,4065820
941,4036,3673310,6212,4066290
941,4036,3673470,6212,4066450
941,4036,3673930,6212,4066910
941,4036,3673930,6212,4066910
941,4036,3673930,6212,4067910
941,4036,3674090,6212,4068070
941,4036,3675090,6212,4069070
941,4036,3676090,6212,4070070
941,4036,3677090,6212,4071070
942,4044,3678090,6212,4072070
942,4044,3679090,6212,4073070
942,4044,3680090,6212,4074070
942,4044,3680090,6212,4074880
942,4044,3680900,6212,4075690
942,4044,3680900,6212,4076690
942,4044,3680900,6212,4076690
942,4044,3681710,6212,4077500
942,4044,3682180,6212,4077970
942,4044,3682410,6212,4078200
942,4044,3682410,6212,4079200
942,4044,3682410,6212,4080010
942,4044,3683410,6212,4081010
942,4044,3684410,6212,4082010
943,4052,3684730,6212,4082330
943,4052,3685730,6212,4083330
943,4052,3686380,6212,4083980
943,4052,3686380,6212,4083980
943,4052,3686380,6212,4084980
943,4052,3687380,6212,4085980
943,4052,3688380,6212,4086980
943,4052,3688380,6212,4086980
943,4052,3689190,6212,4087790
943,4052,3690190,6212,4088790
943,4052,3690840,6212,4089440
943,4052,3691840,6212,4090440
944,4060,3692490,6212,4091090
944,4060,3692490,6212,4091320
944,4060,3693490,6212,4092320
944,4060,3693960,6212,4092790
944,4060,3693960,6212,4092790
944,4060,3693960,6212,4093790
944,4060,3694960,6212,4094790
944,4060,3695960,6212,4095790
944,4060,3696330,6212,4096160
944,4060,3697330,6212,4097160
944,4060,3697330,6212,4098160
944,4060,3698330,6212,4099160
945,4068,3699330,6212,4100160
945,4068,3699550,6212,4100380
945,4068,3700550,6212,4101380
945,4068,3700550,6212,4101380
945,4068,3701550,6212,4102380
945,4068,3701550,6212,4102380
945,4068,3702140,6212,4102970
945,4068,3703140,6212,4103970
945,4068,3704140,6212,4104970
945,4068,3705140,6212,4105970
945,4068,3706140,6212,4106970
945,4068,3706140,6212,4107970
945,4068,3707140,6212,4108970
945,4068,3707140,6212,4108970
946,4076,3708140,6212,4109970
946,4076,3709140,6212,4110970
946,4076,3710140,6212,4111970
946,4076,3711140,6212,4112970
946,4076,3712140,6212,4113970
946,4076,3713140,6212,4114970
946,4076,3714140,6212,4115970
946,4076,3714140,6212,4116440
946,4076,3715140,6212,4117440
946,4076,3715140,6212,4118090
946,4076,3715140,6212,4118680
947,4084,3715610,6212,4119150
947,4084,3716610,6212,4120150
947,4084,3717420,6212,4120960
947,4084,3718420,6212,4121960
947,4084,3719420,6212,4122960
947,4084,3720420,6212,4123960
947,4084,3721230,6212,4124770
947,4084,3722230,6212,4125770
947,4084,3722230,6212,4125770
948,4092,3723230,6212,4126770
949,4100,3731230,6212,4134770
949,4100,3732230,6212,4135770
949,4100,3732230,6212,4135770
949,4100,3732230,6212,4136770
949,4100,3733230,6212,4137770
949,4100,3733500,6212,4138040
949,4100,3734500,6212,4139040
949,4100,3734500,6212,4139040
949,4100,3734500,6212,4139040
949,4100,3735500,6212,4140040
949,4100,3735500,6212,4140040
949,4100,3736500,6212,4141040
949,4100,3737500,6212,4142040
949,4100,3737500,6212,4143040
949,4100,3738500,6212,4144040
950,4108,3739500,6212,4145040
950,4108,3740500,6212,4146040
950,4108,3741500,6212,4147040
950,4108,3741500,6212,4148040
950,4108,3741830,6212,4148370
950,4108,3742830,6212,4149370
950,4108,3743830,6212,4150370
950,4108,3744830,6212,4151370
950,4108,3744830,6212,4152180
950,4108,3745830,6212,4153180
950,4108,3746300,6212,4153650
950,4108,3746300,6212,4153650
951,4116,3747300,6212,4154650
951,4116,3748300,6212,4155650
951,4116,3748300,6212,4155650
951,4116,3748770,6212,4156120
951,4116,3749240,6212,4156590
951,4116,3749240,6212,4156590
951,4116,3749710,6212,4157060
951,4116,3749710,6212,4157870
951,4116,3750180,6212,4158340
951,4116,3750650,6212,4158810
951,4116,3751650,6212,4159810
951,4116,3752460,6212,4160620
951,4116,3752460,6212,4160620
951,4116,3752930,6212,4161090
951,4116,3752930,6212,4162090
951,4116,3752930,6212,4162410
952,4124,3753930,6212,4163410
952,4124,3754400,6212,4163880
952,4124,3754400,6212,4164880
952,4124,3754870,6212,4165350
952,4124,3755870,6212,4166350
952,4124,3756340,6212,4166820
952,4124,3756570,6212,4167050
952,4124,3757570,6212,4168050
952,4124,3757570,6212,4168050
952,4124,3758570,6212,4169050
952,4124,3759570,6212,4170050
953,4132,3760570,6212,4171050
953,4132,3761160,6212,4171640
953,4132,3762160,6212,4172640
953,4132,3762480,6212,4172960
953,4132,3762480,6212,4173770
953,4132,3763480,6212,4174770
953,4132,3763950,6212,4175240
953,4132,3763950,6212,4176240
953,4132,3763950,6212,4177240
953,4132,3763950,6212,4177240
953,4132,3763950,6212,4177710
953,4132,3764420,6212,4178180
953,4132,3764420,6212,4178180
953,4132,3764420,6212,4178990
953,4132,3764420,6212,4179800
953,4132,3764890,6212,4180270
953,4132,3764890,6212,4180270
953,4132,3765890,6212,4181270
953,4132,3765890,6212,4181270
953,4132,3766360,6212,4181740
953,4132,3767360,6212,4182740
953,4132,3767360,6212,4182740
953,4132,3767360,6212,4182740
953,4132,3768170,6212,4183550
953,4132,3768170,6212,4184200
954,4140,3769170,6212,4185200
954,4140,3770170,6212,4186200
954,4140,3770170,6212,4186670
955,4148,3771170,6212,4187670
955,4148,3772170,6212,4188670
955,4148,3772170,6212,4188670
955,4148,3772640,6212,4189140
955,4148,3773450,6212,4189950
955,4148,3774450,6212,4190950
955,4148,3774450,6212,4190950
955,4148,3775450,6212,4191950
955,4148,3776450,6212,4192950
955,4148,3777450,6212,4193950
955,4148,3777450,6212,4193950
955,4148,3778450,6212,4194950
955,4148,3779450,6212,4195950
955,4148,3779770,6212,4196270
956,4156,3780770,6212,4197270
956,4156,3780770,6212,4197270
956,4156,3781770,6212,4198270
956,4156,3782580,6212,4199080
956,4156,3782580,6212,4199080
956,4156,3782580,6212,4200080
956,4156,3783040,6212,4200540
956,4156,3784040,6212,4201540
956,4156,3785040,6212,4202540
956,4156,3786040,6212,4203540
956,4156,3786040,6212,4203540
956,4156,3786040,6212,4203540
956,4156,3787040,6212,4204540
956,4156,3787690,6212,4205190
956,4156,3788690,6212,4206190
956,4156,3788690,6212,4207190
956,4156,3789160,6212,4207660
956,4156,3790160,6212,4208660
956,4156,3790970,6212,4209470
956,4156,3790970,6212,4210120
956,4156,3790970,6212,4210340
956,4156,3790970,6212,4211340
956,4156,3790970,6212,4212340
957,4164,3791970,6212,4213340
957,4164,3792130,6212,4213500
957,4164,3793130,6212,4214500
957,4164,3793130,6212,4215150
957,4164,3793130,6212,4215150
957,4164,3793940,6212,4215960
957,4164,3794410,6212,4216430
957,4164,3795410,6212,4217430
957,4164,3796410,6212,4218430
957,4164,3797410,6212,4219430
957,4164,3798410,6212,4220430
957,4164,3798730,6212,4220750
958,4172,3799730,6212,4221750
958,4172,3799730,6212,4222560
958,4172,3800730,6212,4223560
958,4172,3801730,6212,4224560
958,4172,3802730,6212,4225560
958,4172,3803200,6212,4226030
958,4172,3804200,6212,4227030
958,4172,3804200,6212,4228030
958,4172,3804200,6212,4228250
958,4172,3804200,6212,4228720
958,4172,3804670,6212,4229190
958,4172,3805130,6212,4229650
958,4172,3805130,6212,4229650
959,4180,3806130,6212,4230650
959,4180,3807130,6212,4231650
959,4180,3807130,6212,4231650
959,4180,3807680,6212,4232200
959,4180,3808330,6212,4232850
959,4180,3809140,6212,4233660
959,4180,3809140,6212,4234660
959,4180,3809600,6212,4235120
959,4180,3810600,6212,4236120
959,4180,3811600,6212,4237120
959,4180,3811760,6212,4237280
959,4180,3811760,6212,4237280
959,4180,3812570,6212,4238090
959,4180,3812570,6212,4239090
959,4180,3813030,6212,4239550
959,4180,3813030,6212,4240360
959,4180,3814030,6212,4241360
960,4188,3815030,6212,4242360
960,4188,3815840,6212,4243170
960,4188,3816840,6212,4244170
960,4188,3817160,6212,4244490
960,4188,3818160,6212,4245490
960,4188,3819160,6212,4246490
960,4188,3819810,6212,4247140
960,4188,3820810,6212,4248140
960,4188,3820810,6212,4249140
961,4196,3821810,6212,4250140
961,4196,3822130,6212,4250460
961,4196,3822600,6212,4250930
961,4196,3822600,6212,4251740
961,4196,3822600,6212,4252550
961,4196,3823410,6212,4253360
961,4196,3824220,6212,4254170
961,4196,3824220,6212,4254170
961,4196,3824450,6212,4254400
961,4196,3824450,6212,4255400
961,4196,3824920,6212,4255870
961,4196,3824920,6212,4255870
961,4196,3825920,6212,4256870
961,4196,3826920,6212,4257870
961,4196,3827570,6212,4258520
961,4196,3827570,6212,4258840
961,4196,3827570,6212,4259650
961,4196,3828570,6212,4260650
961,4196,3828570,6212,4260650
962,4204,3829570,6212,4261650
962,4204,3830380,6212,4262460
962,4204,3830380,6212,4263460
962,4204,3831380,6212,4264460
962,4204,3831380,6212,4264460
962,4204,3831380,6212,4265460
962,4204,3832380,6212,4266460
962,4204,3833380,6212,4267460
962,4204,3834380,6212,4268460
962,4204,3834700,6212,4268780
962,4204,3834700,6212,4269590
962,4204,3835020,6212,4269910
962,4204,3836020,6212,4270910
963,4212,3837020,6212,4271910
963,4212,3837020,6212,4272720
963,4212,3837020,6212,4273190
963,4212,3838020,6212,4274190
963,4212,3839020,6212,4275190
963,4212,3839340,6212,4275510
963,4212,3839340,6212,4276510
963,4212,3839810,6212,4276980
963,4212,3840810,6212,4277980
963,4212,3840810,6212,4278980
963,4212,3841810,6212,4279980
963,4212,3841810,6212,4279980
963,4212,3842810,6212,4280980
963,4212,3843810,6212,4281980
963,4212,3844280,6212,4282450
964,4220,3845280,6212,4283450
964,4220,3845930,6212,4284100
964,4220,3846740,6212,4284910
964,4220,3846740,6212,4285910
964,4220,3846740,6212,4285910
964,4220,3846740,6212,4285910
964,4220,3847740,6212,4286910
964,4220,3848550,6212,4287720
964,4220,3848550,6212,4288530
964,4220,3848870,6212,4288850
964,4220,3849870,6212,4289850
964,4220,3849870,6212,4289850
964,4220,3849870,6212,4290310
964,4220,3849870,6212,4290310
964,4220,3850870,6212,4291310
964,4220,3851340,6212,4291780
965,4228,3852150,6212,4292590
965,4228,3853150,6212,4293590
965,4228,3853960,6212,4294400
965,4228,3854960,6212,4295400
965,4228,3855960,6212,4296400
965,4228,3855960,6212,4296400
965,4228,3855960,6212,4297400
965,4228,3856960,6212,4298400
965,4228,3856960,6212,4298400
965,4228,3857960,6212,4299400
965,4228,3857960,6212,4300400
965,4228,3858960,6212,4301400
965,4228,3858960,6212,4301400
965,4228,3858960,6212,4301400
966,4236,3859960,6212,4302400
966,4236,3860960,6212,4303400
966,4236,3860960,6212,4303400
966,4236,3861960,6212,4304400
966,4236,3862610,6212,4305050
966,4236,3863610,6212,4306050
966,4236,3863610,6212,4307050
966,4236,3864610,6212,4308050
966,4236,3864610,6212,4309050
966,4236,3864610,6212,4309050
966,4236,3865610,6212,4310050
966,4236,3866610,6212,4311050
966,4236,3867610,6212,4312050
966,4236,3867610,6212,4312860
966,4236,3867610,6212,4312860
967,4244,3868610,6212,4313860
967,4244,3869420,6212,4314670
967,4244,3870420,6212,4315670
967,4244,3871420,6212,4316670
967,4244,3872420,6212,4317670
967,4244,3872420,6212,4318670
967,4244,3872740,6212,4318990
967,4244,3872740,6212,4319990
967,4244,3873550,6212,4320800
967,4244,3874550,6212,4321800
967,4244,3874550,6212,4322800
