ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
739,2420,2148050,6212,2226550
739,2420,2148050,6212,2226550
740,2428,2148860,6212,2227360
740,2428,2149860,6212,2228360
740,2428,2149860,6212,2228360
740,2428,2150860,6212,2229360
740,2428,2151860,6212,2230360
740,2428,2151860,6212,2230830
740,2428,2152410,6212,2231380
740,2428,2153410,6212,2232380
740,2428,2154410,6212,2233380
740,2428,2155410,6212,2234380
741,2436,2155880,6212,2234850
741,2436,2155880,6212,2235850
741,2436,2156880,6212,2236850
741,2436,2156880,6212,2237500
741,2436,2157350,6212,2237970
741,2436,2157350,6212,2237970
741,2436,2158350,6212,2238970
741,2436,2159350,6212,2239970
741,2436,2160350,6212,2240970
741,2436,2161160,6212,2241780
741,2436,2161160,6212,2242100
741,2436,2161970,6212,2242910
741,2436,2161970,6212,2242910
741,2436,2162290,6212,2243230
742,2444,2163290,6212,2244230
742,2444,2164290,6212,2245230
742,2444,2164610,6212,2245550
742,2444,2164840,6212,2245780
742,2444,2165070,6212,2246010
742,2444,2165070,6212,2246820
742,2444,2165880,6212,2247630
742,2444,2165880,6212,2248630
742,2444,2166200,6212,2248950
742,2444,2167010,6212,2249760
742,2444,2168010,6212,2250760
742,2444,2168470,6212,2251220
742,2444,2169470,6212,2252220
742,2444,2169470,6212,2252220
743,2452,2170470,6212,2253220
743,2452,2171280,6212,2254030
743,2452,2171440,6212,2254190
743,2452,2172440,6212,2255190
743,2452,2172660,6212,2255410
743,2452,2173660,6212,2256410
743,2452,2173660,6212,2256410
743,2452,2173660,6212,2257410
743,2452,2173660,6212,2258060
743,2452,2174660,6212,2259060
743,2452,2174660,6212,2259060
743,2452,2175660,6212,2260060
743,2452,2176660,6212,2261060
743,2452,2177660,6212,2262060
743,2452,2177660,6212,2262060
743,2452,2177660,6212,2262710
744,2460,2178130,6212,2263180
744,2460,2179130,6212,2264180
744,2460,2180130,6212,2265180
744,2460,2180130,6212,2265650
744,2460,2180590,6212,2266110
744,2460,2181060,6212,2266580
744,2460,2182060,6212,2267580
745,2468,2183060,6212,2268580
745,2468,2184060,6212,2269580
745,2468,2184060,6212,2270580
745,2468,2184060,6212,2270580
745,2468,2185060,6212,2271580
745,2468,2185280,6212,2271800
745,2468,2185280,6212,2271800
745,2468,2185600,6212,2272120
745,2468,2185600,6212,2273120
745,2468,2185600,6212,2273120
745,2468,2185600,6212,2273670
746,2476,2186600,6212,2274670
746,2476,2187070,6212,2275140
746,2476,2188070,6212,2276140
746,2476,2189070,6212,2277140
746,2476,2190070,6212,2278140
746,2476,2190540,6212,2278610
746,2476,2191540,6212,2279610
746,2476,2191860,6212,2279930
746,2476,2192860,6212,2280930
746,2476,2192860,6212,2280930
746,2476,2193860,6212,2281930
746,2476,2194020,6212,2282090
746,2476,2194490,6212,2282560
747,2484,2195490,6212,2283560
747,2484,2195490,6212,2283560
747,2484,2195490,6212,2283560
747,2484,2195960,6212,2284030
747,2484,2196960,6212,2285030
747,2484,2196960,6212,2285680
747,2484,2197960,6212,2286680
747,2484,2197960,6212,2287150
747,2484,2198770,6212,2287960
747,2484,2199770,6212,2288960
747,2484,2200580,6212,2289770
747,2484,2201390,6212,2290580
747,2484,2202390,6212,2291580
747,2484,2202390,6212,2292580
747,2484,2202860,6212,2293050
748,2492,2203860,6212,2294050
749,2500,2204860,6212,2295050
749,2500,2205180,6212,2295370
749,2500,2205180,6212,2295370
749,2500,2205830,6212,2296020
749,2500,2206640,6212,2296830
749,2500,2206960,6212,2297150
749,2500,2207960,6212,2298150
749,2500,2208960,6212,2299150
749,2500,2208960,6212,2300150
749,2500,2208960,6212,2301150
749,2500,2209280,6212,2301470
749,2500,2210280,6212,2302470
749,2500,2210280,6212,2302470
749,2500,2211280,6212,2303470
749,2500,2211280,6212,2303470
749,2500,2211280,6212,2304470
749,2500,2212280,6212,2305470
749,2500,2213090,6212,2306280
749,2500,2213090,6212,2307280
749,2500,2213090,6212,2308280
749,2500,2213090,6212,2308280
749,2500,2213410,6212,2308600
749,2500,2214220,6212,2309410
750,2508,2215220,6212,2310410
750,2508,2216220,6212,2311410
750,2508,2217220,6212,2312410
750,2508,2217220,6212,2313220
750,2508,2217220,6212,2313220
750,2508,2218220,6212,2314220
750,2508,2218220,6212,2314700
750,2508,2219220,6212,2315700
750,2508,2220220,6212,2316700
750,2508,2220220,6212,2317510
750,2508,2221030,6212,2318320
750,2508,2222030,6212,2319320
750,2508,2223030,6212,2320320
750,2508,2224030,6212,2321320
750,2508,2225030,6212,2322320
750,2508,2226030,6212,2323320
751,2516,2226840,6212,2324130
751,2516,2226840,6212,2324130
751,2516,2226840,6212,2325130
751,2516,2227840,6212,2326130
751,2516,2228650,6212,2326940
751,2516,2229650,6212,2327940
751,2516,2229650,6212,2328410
751,2516,2229650,6212,2328410
751,2516,2230650,6212,2329410
751,2516,2231120,6212,2329880
751,2516,2231120,6212,2330880
751,2516,2231120,6212,2331470
751,2516,2231120,6212,2331470
751,2516,2231930,6212,2332280
751,2516,2231930,6212,2333090
751,2516,2231930,6212,2333090
751,2516,2232930,6212,2334090
751,2516,2233400,6212,2334560
751,2516,2233510,6212,2334670
752,2524,2234100,6212,2335260
752,2524,2235100,6212,2336260
752,2524,2235100,6212,2337260
752,2524,2235100,6212,2337260
752,2524,2236100,6212,2338260
752,2524,2236100,6212,2338910
752,2524,2236910,6212,2339720
752,2524,2236910,6212,2340720
752,2524,2237910,6212,2341720
752,2524,2238910,6212,2342720
752,2524,2239910,6212,2343720
752,2524,2240910,6212,2344720
752,2524,2241380,6212,2345190
752,2524,2241380,6212,2345840
753,2532,2245380,6212,2349840
753,2532,2245380,6212,2349840
753,2532,2245610,6212,2350070
753,2532,2245610,6212,2350540
753,2532,2246610,6212,2351540
754,2540,2247610,6212,2352540
754,2540,2247770,6212,2352700
754,2540,2248580,6212,2353510
754,2540,2249580,6212,2354510
754,2540,2250050,6212,2354980
754,2540,2250050,6212,2355790
754,2540,2251050,6212,2356790
754,2540,2251050,6212,2356790
754,2540,2252050,6212,2357790
755,2548,2253050,6212,2358790
755,2548,2253510,6212,2359250
755,2548,2254510,6212,2360250
755,2548,2254510,6212,2360710
755,2548,2254510,6212,2361710
755,2548,2254510,6212,2361710
756,2556,2255510,6212,2362710
756,2556,2256320,6212,2363520
756,2556,2256320,6212,2363520
756,2556,2257320,6212,2364520
756,2556,2258320,6212,2365520
756,2556,2259320,6212,2366520
756,2556,2260320,6212,2367520
756,2556,2261320,6212,2368520
756,2556,2261320,6212,2368520
756,2556,2262320,6212,2369520
756,2556,2262320,6212,2369520
756,2556,2262320,6212,2369520
756,2556,2263130,6212,2370330
756,2556,2263600,6212,2370800
756,2556,2264410,6212,2371610
756,2556,2265410,6212,2372610
756,2556,2265640,6212,2372840
756,2556,2266110,6212,2373310
756,2556,2266110,6212,2373310
756,2556,2266580,6212,2373780
757,2564,2267580,6212,2374780
757,2564,2268580,6212,2375780
757,2564,2269390,6212,2376590
757,2564,2270390,6212,2377590
757,2564,2271390,6212,2378590
757,2564,2272390,6212,2379590
757,2564,2273390,6212,2380590
757,2564,2273390,6212,2380590
757,2564,2273710,6212,2380910
757,2564,2274180,6212,2381380
757,2564,2274650,6212,2381850
757,2564,2275650,6212,2382850
757,2564,2275650,6212,2382850
757,2564,2276650,6212,2383850
757,2564,2276650,6212,2384320
757,2564,2276650,6212,2384320
757,2564,2277300,6212,2384970
757,2564,2278300,6212,2385970
757,2564,2279300,6212,2386970
757,2564,2279300,6212,2387970
758,2572,2280300,6212,2388970
758,2572,2281300,6212,2389970
758,2572,2282300,6212,2390970
758,2572,2282300,6212,2390970
758,2572,2283300,6212,2391970
758,2572,2283300,6212,2391970
758,2572,2284110,6212,2392780
758,2572,2284920,6212,2393590
758,2572,2285920,6212,2394590
759,2580,2286920,6212,2395590
759,2580,2287390,6212,2396060
759,2580,2287610,6212,2396280
759,2580,2287610,6212,2397280
759,2580,2288420,6212,2398090
759,2580,2288420,6212,2398090
759,2580,2288420,6212,2398320
760,2588,2289420,6212,2399320
760,2588,2290420,6212,2400320
760,2588,2291420,6212,2401320
760,2588,2292420,6212,2402320
760,2588,2293420,6212,2403320
760,2588,2294420,6212,2404320
760,2588,2295420,6212,2405320
760,2588,2296230,6212,2406130
760,2588,2297230,6212,2407130
760,2588,2297230,6212,2407600
760,2588,2297700,6212,2408070
760,2588,2298700,6212,2409070
760,2588,2298700,6212,2409070
760,2588,2298700,6212,2409070
760,2588,2299350,6212,2409720
760,2588,2300350,6212,2410720
760,2588,2300820,6212,2411190
760,2588,2301820,6212,2412190
760,2588,2302820,6212,2413190
760,2588,2303140,6212,2413510
760,2588,2303370,6212,2413740
761,2596,2304370,6212,2414740
761,2596,2305370,6212,2415740
761,2596,2305370,6212,2415740
761,2596,2306370,6212,2416740
761,2596,2307370,6212,2417740
761,2596,2308180,6212,2418550
761,2596,2309180,6212,2419550
761,2596,2309180,6212,2420550
762,2604,2310180,6212,2421550
762,2604,2311180,6212,2422550
762,2604,2311180,6212,2423100
762,2604,2312180,6212,2424100
762,2604,2313180,6212,2425100
762,2604,2313650,6212,2425570
762,2604,2313650,6212,2425570
762,2604,2314650,6212,2426570
763,2612,2315650,6212,2427570
763,2612,2315650,6212,2427570
763,2612,2315880,6212,2427800
763,2612,2316880,6212,2428800
763,2612,2316880,6212,2428800
763,2612,2316880,6212,2428800
763,2612,2317690,6212,2429610
763,2612,2318690,6212,2430610
763,2612,2318690,6212,2431610
763,2612,2319340,6212,2432260
763,2612,2319660,6212,2432580
763,2612,2319660,6212,2432580
763,2612,2320310,6212,2433230
763,2612,2321120,6212,2434040
763,2612,2321120,6212,2434040
763,2612,2322120,6212,2435040
763,2612,2322120,6212,2435040
763,2612,2322280,6212,2435200
763,2612,2323280,6212,2436200
763,2612,2323280,6212,2436200
763,2612,2323650,6212,2436570
763,2612,2323650,6212,2436570
763,2612,2323650,6212,2437380
763,2612,2323650,6212,2437380
763,2612,2323810,6212,2437540
763,2612,2323810,6212,2438540
763,2612,2323810,6212,2439010
763,2612,2324290,6212,2439490
763,2612,2325290,6212,2440490
763,2612,2325610,6212,2440810
764,2620,2326610,6212,2441810
764,2620,2326930,6212,2442130
764,2620,2327740,6212,2442940
764,2620,2328740,6212,2443940
764,2620,2329740,6212,2444940
764,2620,2330740,6212,2445940
764,2620,2331550,6212,2446750
764,2620,2332550,6212,2447750
764,2620,2333550,6212,2448750
764,2620,2334360,6212,2449560
764,2620,2334360,6212,2450370
765,2628,2335170,6212,2451180
765,2628,2336170,6212,2452180
765,2628,2336760,6212,2452770
765,2628,2337760,6212,2453770
765,2628,2338760,6212,2454770
765,2628,2338990,6212,2455000
765,2628,2339990,6212,2456000
765,2628,2339990,6212,2456000
765,2628,2339990,6212,2456000
765,2628,2340800,6212,2456810
765,2628,2340800,6212,2457810
765,2628,2341450,6212,2458460
766,2636,2341920,6212,2458930
766,2636,2342290,6212,2459300
766,2636,2343100,6212,2460110
766,2636,2343420,6212,2460430
766,2636,2344420,6212,2461430
766,2636,2345230,6212,2462240
766,2636,2346230,6212,2463240
766,2636,2346230,6212,2464050
767,2644,2347230,6212,2465050
767,2644,2348040,6212,2465860
767,2644,2348040,6212,2466180
767,2644,2349040,6212,2467180
767,2644,2349360,6212,2467500
767,2644,2350360,6212,2468500
767,2644,2350360,6212,2468500
767,2644,2350360,6212,2468500
767,2644,2350360,6212,2468820
767,2644,2351170,6212,2469630
767,2644,2351490,6212,2469950
767,2644,2351490,6212,2470950
767,2644,2352490,6212,2471950
767,2644,2352960,6212,2472420
767,2644,2352960,6212,2472420
767,2644,2353960,6212,2473420
767,2644,2354430,6212,2473890
767,2644,2355430,6212,2474890
767,2644,2355430,6212,2475890
767,2644,2355900,6212,2476360
767,2644,2356900,6212,2477360
768,2652,2357370,6212,2477830
768,2652,2358370,6212,2478830
768,2652,2358370,6212,2479480
768,2652,2358840,6212,2479950
768,2652,2359160,6212,2480270
768,2652,2360160,6212,2481270
768,2652,2361160,6212,2482270
768,2652,2361320,6212,2482430
768,2652,2362320,6212,2483430
768,2652,2363320,6212,2484430
768,2652,2364320,6212,2485430
768,2652,2365130,6212,2486240
769,2660,2365680,6212,2486790
770,2668,2366680,6212,2487790
770,2668,2367680,6212,2488790
770,2668,2367680,6212,2488790
770,2668,2368680,6212,2489790
770,2668,2369680,6212,2490790
770,2668,2370150,6212,2491260
770,2668,2370960,6212,2492070
770,2668,2371430,6212,2492540
770,2668,2372240,6212,2493350
770,2668,2372240,6212,2493350
770,2668,2373240,6212,2494350
770,2668,2373890,6212,2495000
770,2668,2374700,6212,2495810
770,2668,2375700,6212,2496810
770,2668,2376510,6212,2497620
770,2668,2377510,6212,2498620
770,2668,2377830,6212,2498940
771,2676,2378830,6212,2499940
771,2676,2378830,6212,2499940
771,2676,2379830,6212,2500940
771,2676,2380830,6212,2501940
771,2676,2381640,6212,2502750
771,2676,2381960,6212,2503070
771,2676,2382960,6212,2504070
771,2676,2383770,6212,2504880
771,2676,2384240,6212,2505350
771,2676,2384710,6212,2505820
771,2676,2385180,6212,2506290
771,2676,2385180,6212,2506290
771,2676,2386180,6212,2507290
771,2676,2386650,6212,2507760
772,2684,2387650,6212,2508760
772,2684,2387650,6212,2509230
772,2684,2388650,6212,2510230
772,2684,2389120,6212,2510700
772,2684,2389120,6212,2510700
772,2684,2389120,6212,2511250
772,2684,2389120,6212,2512250
772,2684,2390120,6212,2513250
772,2684,2390120,6212,2514250
772,2684,2391120,6212,2515250
772,2684,2391440,6212,2515570
772,2684,2392440,6212,2516570
772,2684,2392440,6212,2516570
772,2684,2392900,6212,2517030
772,2684,2392900,6212,2517680
772,2684,2392900,6212,2518680
772,2684,2392900,6212,2519490
772,2684,2393710,6212,2520300
772,2684,2393710,6212,2520300
773,2692,2394710,6212,2521300
773,2692,2395520,6212,2522110
773,2692,2396520,6212,2523110
773,2692,2397520,6212,2524110
773,2692,2398330,6212,2524920
773,2692,2398920,6212,2525510
773,2692,2399920,6212,2526510
773,2692,2400920,6212,2527510
774,2700,2401730,6212,2528320
774,2700,2401730,6212,2529320
774,2700,2402730,6212,2530320
774,2700,2403730,6212,2531320
774,2700,2404540,6212,2532130
774,2700,2404540,6212,2533130
774,2700,2405000,6212,2533590
774,2700,2406000,6212,2534590
774,2700,2406810,6212,2535400
774,2700,2407620,6212,2536210
774,2700,2408620,6212,2537210
774,2700,2408620,6212,2537210
774,2700,2408620,6212,2537210
775,2708,2409620,6212,2538210
775,2708,2410620,6212,2539210
775,2708,2411620,6212,2540210
775,2708,2412090,6212,2540680
775,2708,2413090,6212,2541680
775,2708,2414090,6212,2542680
775,2708,2414200,6212,2542790
775,2708,2415200,6212,2543790
776,2716,2416200,6212,2544790
776,2716,2417200,6212,2545790
776,2716,2418200,6212,2546790
776,2716,2419200,6212,2547790
776,2716,2419670,6212,2548260
776,2716,2420670,6212,2549260
776,2716,2421480,6212,2550070
776,2716,2421850,6212,2550440
776,2716,2422320,6212,2550910
776,2716,2422780,6212,2551370
776,2716,2422780,6212,2551690
776,2716,2422780,6212,2551690
776,2716,2422780,6212,2551690
776,2716,2422940,6212,2551850
776,2716,2422940,6212,2551850
777,2724,2423940,6212,2552850
777,2724,2424750,6212,2553660
777,2724,2425750,6212,2554660
777,2724,2426750,6212,2555660
777,2724,2426750,6212,2555660
777,2724,2427750,6212,2556660
777,2724,2428220,6212,2557130
777,2724,2429220,6212,2558130
778,2732,2429690,6212,2558600
778,2732,2429690,6212,2558600
778,2732,2429690,6212,2558600
778,2732,2430690,6212,2559600
778,2732,2431160,6212,2560070
778,2732,2431160,6212,2560070
778,2732,2431390,6212,2560300
778,2732,2431390,6212,2561300
778,2732,2431390,6212,2561300
778,2732,2432200,6212,2562110
779,2740,2433200,6212,2563110
779,2740,2433520,6212,2563430
779,2740,2433990,6212,2563900
779,2740,2433990,6212,2564900
779,2740,2433990,6212,2564900
779,2740,2434990,6212,2565900
779,2740,2435540,6212,2566450
779,2740,2435540,6212,2566450
779,2740,2435540,6212,2566450
779,2740,2436010,6212,2566920
779,2740,2437010,6212,2567920
779,2740,2437010,6212,2567920
779,2740,2437010,6212,2568920
779,2740,2437820,6212,2569730
779,2740,2438630,6212,2570540
779,2740,2438630,6212,2570540
780,2748,2439630,6212,2571540
780,2748,2439630,6212,2572540
780,2748,2440100,6212,2573010
780,2748,2441100,6212,2574010
780,2748,2442100,6212,2575010
780,2748,2442570,6212,2575480
780,2748,2442570,6212,2575480
780,2748,2442890,6212,2575800
780,2748,2442890,6212,2575800
780,2748,2442890,6212,2575800
780,2748,2443700,6212,2576610
780,2748,2443700,6212,2577090
780,2748,2443930,6212,2577320
780,2748,2444930,6212,2578320
780,2748,2444930,6212,2578320
780,2748,2445930,6212,2579320
780,2748,2446930,6212,2580320
780,2748,2447090,6212,2580480
780,2748,2448090,6212,2581480
780,2748,2448090,6212,2581480
780,2748,2448090,6212,2581940
780,2748,2448740,6212,2582590
780,2748,2449740,6212,2583590
780,2748,2450200,6212,2584050
780,2748,2451010,6212,2584860
780,2748,2451820,6212,2585670
780,2748,2451820,6212,2585670
780,2748,2452820,6212,2586670
781,2756,2453820,6212,2587670
781,2756,2454820,6212,2588670
781,2756,2455820,6212,2589670
781,2756,2456820,6212,2590670
781,2756,2457820,6212,2591670
781,2756,2458290,6212,2592140
781,2756,2458290,6212,2592950
781,2756,2458290,6212,2593950
781,2756,2459290,6212,2594950
781,2756,2460290,6212,2595950
781,2756,2460290,6212,2595950
781,2756,2460610,6212,2596270
781,2756,2460770,6212,2596430
781,2756,2461770,6212,2597430
782,2764,2462770,6212,2598430
782,2764,2462770,6212,2598430
782,2764,2463420,6212,2599080
782,2764,2463420,6212,2599080
782,2764,2464420,6212,2600080
782,2764,2464890,6212,2600550
782,2764,2465890,6212,2601550
782,2764,2466890,6212,2602550
782,2764,2467700,6212,2603360
782,2764,2468700,6212,2604360
782,2764,2468700,6212,2605010
783,2772,2476700,6212,2613010
784,2780,2477700,6212,2614010
784,2780,2478700,6212,2615010
784,2780,2478700,6212,2615010
784,2780,2479700,6212,2616010
784,2780,2479700,6212,2616010
784,2780,2480700,6212,2617010
784,2780,2481020,6212,2617330
784,2780,2482020,6212,2618330
784,2780,2482020,6212,2618330
784,2780,2483020,6212,2619330
784,2780,2483020,6212,2619330
784,2780,2484020,6212,2620330
784,2780,2485020,6212,2621330
785,2788,2486020,6212,2622330
785,2788,2486020,6212,2622330
785,2788,2486020,6212,2622330
785,2788,2486020,6212,2622330
785,2788,2486020,6212,2623330
785,2788,2486020,6212,2623330
785,2788,2486020,6212,2623330
785,2788,2486830,6212,2624140
785,2788,2486830,6212,2625140
785,2788,2487150,6212,2625460
785,2788,2487960,6212,2626270
785,2788,2488280,6212,2626590
785,2788,2489090,6212,2627400
785,2788,2489090,6212,2628400
785,2788,2490090,6212,2629400
785,2788,2490090,6212,2629870
785,2788,2491090,6212,2630870
785,2788,2491560,6212,2631340
785,2788,2491560,6212,2631340
785,2788,2491670,6212,2631450
785,2788,2492670,6212,2632450
786,2796,2493480,6212,2633260
786,2796,2494290,6212,2634070
786,2796,2494880,6212,2634660
786,2796,2494880,6212,2635660
786,2796,2494880,6212,2635660
786,2796,2495880,6212,2636660
786,2796,2496690,6212,2637470
786,2796,2496690,6212,2637470
786,2796,2497690,6212,2638470
787,2804,2505690,6212,2646470
787,2804,2506690,6212,2647470
787,2804,2507500,6212,2648280
788,2812,2508500,6212,2649280
788,2812,2508500,6212,2649280
788,2812,2508500,6212,2649280
788,2812,2508500,6212,2649930
788,2812,2508660,6212,2650090
788,2812,2509130,6212,2650560
788,2812,2510130,6212,2651560
788,2812,2510780,6212,2652210
788,2812,2511780,6212,2653210
788,2812,2511780,6212,2653210
788,2812,2512780,6212,2654210
788,2812,2512780,6212,2654680
788,2812,2513100,6212,2655000
788,2812,2514100,6212,2656000
788,2812,2515100,6212,2657000
789,2820,2516100,6212,2658000
789,2820,2517100,6212,2659000
789,2820,2517100,6212,2659320
789,2820,2517100,6212,2660320
789,2820,2517750,6212,2660970
789,2820,2518560,6212,2661780
789,2820,2519560,6212,2662780
789,2820,2520020,6212,2663240
789,2820,2520020,6212,2663240
789,2820,2520020,6212,2664240
789,2820,2520070,6212,2664290
789,2820,2520070,6212,2665290
789,2820,2520070,6212,2666290
789,2820,2520540,6212,2666760
789,2820,2521540,6212,2667760
789,2820,2521540,6212,2668760
789,2820,2522540,6212,2669760
789,2820,2522860,6212,2670080
790,2828,2523860,6212,2671080
790,2828,2524860,6212,2672080
790,2828,2525330,6212,2672550
790,2828,2525800,6212,2673020
790,2828,2526800,6212,2674020
790,2828,2527800,6212,2675020
790,2828,2528610,6212,2675830
790,2828,2529610,6212,2676830
790,2828,2530080,6212,2677300
791,2836,2531080,6212,2678300
791,2836,2531310,6212,2678530
791,2836,2532310,6212,2679530
791,2836,2533310,6212,2680530
791,2836,2534310,6212,2681530
791,2836,2534630,6212,2681850
791,2836,2534630,6212,2681850
791,2836,2535630,6212,2682850
791,2836,2536630,6212,2683850
791,2836,2537630,6212,2684850
791,2836,2538630,6212,2685850
791,2836,2538630,6212,2686850
791,2836,2538630,6212,2687850
792,2844,2539630,6212,2688850
792,2844,2540440,6212,2689660
792,2844,2541440,6212,2690660
792,2844,2542440,6212,2691660
792,2844,2543090,6212,2692310
792,2844,2544090,6212,2693310
792,2844,2544090,6212,2693780
792,2844,2544090,6212,2694250
792,2844,2544410,6212,2694570
792,2844,2545410,6212,2695570
792,2844,2546220,6212,2696380
793,2852,2547220,6212,2697380
793,2852,2548220,6212,2698380
793,2852,2549030,6212,2699190
793,2852,2550030,6212,2700190
793,2852,2550030,6212,2700660
793,2852,2550350,6212,2700980
793,2852,2551350,6212,2701980
793,2852,2551350,6212,2701980
793,2852,2551350,6212,2701980
793,2852,2552350,6212,2702980
793,2852,2552820,6212,2703450
793,2852,2553820,6212,2704450
794,2860,2554820,6212,2705450
794,2860,2554820,6212,2706450
794,2860,2555290,6212,2706920
794,2860,2555290,6212,2707920
794,2860,2556290,6212,2708920
794,2860,2557290,6212,2709920
794,2860,2558290,6212,2710920
794,2860,2559290,6212,2711920
794,2860,2559290,6212,2712920
794,2860,2560100,6212,2713730
794,2860,2560560,6212,2714190
795,2868,2561210,6212,2714840
795,2868,2561210,6212,2715840
795,2868,2561210,6212,2716840
795,2868,2561210,6212,2716840
795,2868,2561370,6212,2717000
795,2868,2561690,6212,2717320
795,2868,2561690,6212,2717320
795,2868,2562690,6212,2718320
795,2868,2563690,6212,2719320
795,2868,2563690,6212,2719690
795,2868,2564690,6212,2720690
795,2868,2564690,6212,2721500
795,2868,2565160,6212,2721970
795,2868,2566160,6212,2722970
795,2868,2566810,6212,2723620
795,2868,2567620,6212,2724430
795,2868,2568090,6212,2724900
796,2876,2569090,6212,2725900
796,2876,2569320,6212,2726130
796,2876,2570130,6212,2726940
796,2876,2570600,6212,2727410
796,2876,2571410,6212,2728220
796,2876,2572220,6212,2729030
796,2876,2573030,6212,2729840
796,2876,2574030,6212,2730840
796,2876,2574030,6212,2730840
796,2876,2574680,6212,2731490
796,2876,2575680,6212,2732490
797,2884,2576680,6212,2733490
797,2884,2576680,6212,2734300
797,2884,2577680,6212,2735300
797,2884,2578680,6212,2736300
797,2884,2579680,6212,2737300
797,2884,2580680,6212,2738300
797,2884,2581680,6212,2739300
797,2884,2581680,6212,2739620
797,2884,2582680,6212,2740620
797,2884,2583150,6212,2741090
797,2884,2584150,6212,2742090
798,2892,2585150,6212,2743090
798,2892,2585960,6212,2743900
798,2892,2585960,6212,2744900
798,2892,2585960,6212,2745370
798,2892,2586960,6212,2746370
798,2892,2587960,6212,2747370
798,2892,2588770,6212,2748180
798,2892,2589770,6212,2749180
798,2892,2590230,6212,2749640
798,2892,2591040,6212,2750450
799,2900,2591850,6212,2751260
799,2900,2591850,6212,2751580
799,2900,2592850,6212,2752580
799,2900,2593660,6212,2753390
799,2900,2594470,6212,2754200
799,2900,2595280,6212,2755010
799,2900,2596280,6212,2756010
799,2900,2596750,6212,2756480
799,2900,2597750,6212,2757480
800,2908,2598560,6212,2758290
800,2908,2598560,6212,2758760
800,2908,2599370,6212,2759570
800,2908,2600180,6212,2760380
800,2908,2600180,6212,2761380
800,2908,2600340,6212,2761540
800,2908,2601340,6212,2762540
800,2908,2601810,6212,2763010
800,2908,2602620,6212,2763820
800,2908,2603620,6212,2764820
800,2908,2604270,6212,2765470
800,2908,2604920,6212,2766120
801,2916,2605730,6212,2766930
801,2916,2605730,6212,2766930
801,2916,2606730,6212,2767930
801,2916,2607730,6212,2768930
801,2916,2608730,6212,2769930
801,2916,2608730,6212,2770930
801,2916,2609540,6212,2771740
801,2916,2609770,6212,2771970
801,2916,2610770,6212,2772970
801,2916,2611770,6212,2773970
801,2916,2611770,6212,2774970
801,2916,2612770,6212,2775970
802,2924,2613580,6212,2776780
802,2924,2613900,6212,2777100
802,2924,2614900,6212,2778100
802,2924,2615710,6212,2778910
802,2924,2616710,6212,2779910
802,2924,2617520,6212,2780720
802,2924,2618520,6212,2781720
802,2924,2619330,6212,2782530
802,2924,2619330,6212,2783340
802,2924,2620330,6212,2784340
803,2932,2621330,6212,2785340
803,2932,2622330,6212,2786340
803,2932,2623330,6212,2787340
803,2932,2623330,6212,2787800
803,2932,2623800,6212,2788270
803,2932,2624610,6212,2789080
803,2932,2625080,6212,2789550
803,2932,2625540,6212,2790010
803,2932,2625540,6212,2790010
803,2932,2625860,6212,2790330
803,2932,2626330,6212,2790800
803,2932,2627330,6212,2791800
803,2932,2628330,6212,2792800
803,2932,2628800,6212,2793270
804,2940,2629800,6212,2794270
804,2940,2630800,6212,2795270
804,2940,2630800,6212,2795270
804,2940,2631610,6212,2796080
804,2940,2632610,6212,2797080
804,2940,2632840,6212,2797310
804,2940,2632840,6212,2797960
804,2940,2632840,6212,2798420
804,2940,2633840,6212,2799420
804,2940,2634840,6212,2800420
804,2940,2634840,6212,2801420
804,2940,2634840,6212,2802420
804,2940,2634840,6212,2802420
804,2940,2635310,6212,2802890
804,2940,2636120,6212,2803700
805,2948,2637120,6212,2804700
805,2948,2637120,6212,2805510
805,2948,2638120,6212,2806510
805,2948,2639120,6212,2807510
805,2948,2640120,6212,2808510
805,2948,2640930,6212,2809320
805,2948,2641930,6212,2810320
805,2948,2642740,6212,2811130
805,2948,2643740,6212,2812130
806,2956,2644740,6212,2813130
806,2956,2645390,6212,2813780
806,2956,2645390,6212,2813780
806,2956,2646200,6212,2814590
806,2956,2646200,6212,2815400
806,2956,2646200,6212,2815400
806,2956,2646520,6212,2815720
806,2956,2646750,6212,2815950
806,2956,2646750,6212,2815950
807,2964,2647750,6212,2816950
807,2964,2647750,6212,2816950
807,2964,2648750,6212,2817950
807,2964,2649750,6212,2818950
807,2964,2650750,6212,2819950
807,2964,2650750,6212,2820420
807,2964,2651560,6212,2821230
807,2964,2651560,6212,2821460
807,2964,2652210,6212,2822110
