ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1559423.37,37.02,1.81,211619.97,5.02
1559053.6,37.02,1.81,211612.13,5.03
1558683.83,37.02,1.81,211641.7,5.03
1558314.05,37.02,1.81,211871.39,5.03
1558274.45,37.03,1.81,211804.56,5.03
1557931.52,37.03,1.82,211796.64,5.03
1557686.69,37.03,1.82,211737.35,5.03
1558515.29,37.06,1.84,212383.92,5.05
1558145.51,37.06,1.85,212367.03,5.05
1558145.51,37.06,1.85,212367.03,5.05
1557962.62,37.06,1.85,211979.94,5.04
1557894.73,37.07,1.85,212121.76,5.05
1557524.95,37.07,1.85,212182.49,5.05
1557155.18,37.07,1.85,212210.22,5.05
1556910.34,37.07,1.85,212161.07,5.05
1556970.89,37.08,1.86,212804.31,5.07
1556726.05,37.08,1.86,212800.96,5.07
1556760.9,37.09,1.87,213337.98,5.08
1556516.06,37.09,1.87,213289.12,5.08
1556516.06,37.09,1.87,213266.51,5.08
1556327.23,37.09,1.87,213327.43,5.08
1556146.01,37.1,1.88,213264.07,5.08
1556230.23,37.1,1.88,213631.22,5.09
1555985.4,37.11,1.88,213627.58,5.09
1555740.56,37.11,1.88,213578.44,5.09
1555361.79,37.1,1.88,213471.1,5.09
1555470.59,37.11,1.89,214055.68,5.11
1555413.89,37.12,1.89,214235.79,5.11
1555774.89,37.13,1.9,214392.83,5.12
1555664.2,37.13,1.9,214321.79,5.12
1555419.37,37.13,1.9,214328.57,5.12
1555530.44,37.14,1.91,214332.6,5.12
1555516.76,37.15,1.92,214151.63,5.11
1555122.76,37.14,1.92,214126.38,5.11
1555122.76,37.14,1.92,214150.07,5.12
1554752.99,37.14,1.92,214280.56,5.12
1554752.99,37.14,1.92,214280.56,5.12
1554383.21,37.14,1.92,214363.89,5.12
1554138.38,37.15,1.92,214304.6,5.12
1553551.14,37.14,1.91,213781.9,5.11
1553306.3,37.14,1.91,213766.98,5.11
1552981.62,37.14,1.91,213553.79,5.11
1553170.88,37.15,1.91,213546.34,5.11
1553170.88,37.15,1.91,213529.7,5.11
1552801.1,37.15,1.91,214901.13,5.14
1552801.1,37.15,1.91,214918.71,5.14
1552801.1,37.15,1.91,214918.71,5.14
1552801.1,37.15,1.91,214906.27,5.14
1552437.01,37.14,1.91,214977.33,5.14
1551659.77,37.14,1.9,214189.81,5.13
1551316.85,37.14,1.9,214185.63,5.13
1551164.24,37.14,1.9,214215.81,5.13
1551124.64,37.14,1.91,214196.33,5.13
1550754.87,37.14,1.91,214257.11,5.13
1550385.1,37.14,1.91,214200.7,5.13
1550469.32,37.15,1.91,214191.06,5.13
1550288.11,37.15,1.92,214556.25,5.14
1550288.11,37.15,1.92,214556.25,5.14
1550106.89,37.15,1.92,214182.1,5.13
1550106.89,37.15,1.92,214196.41,5.13
1549712.88,37.15,1.91,214261.83,5.14
1549531.66,37.15,1.92,215130.49,5.16
1549188.74,37.15,1.92,215133.85,5.16
1549007.52,37.15,1.92,215117.06,5.16
1549368.52,37.17,1.93,215274.11,5.16
1549452.75,37.17,1.94,215261.71,5.16
1549082.98,37.17,1.94,215328.34,5.17
1548713.21,37.17,1.94,215316.04,5.17
1548343.43,37.17,1.94,215263.29,5.17
1547949.43,37.17,1.94,215615.95,5.18
1547949.43,37.17,1.94,215593.72,5.18
1548231.01,37.18,1.95,215659.39,5.18
1547912.53,37.17,1.94,215838.48,5.18
1548004.38,37.18,1.95,215998.48,5.19
1547542.0,37.18,1.94,215617.49,5.18
1547739.45,37.19,1.95,215837.27,5.19
1547550.61,37.19,1.95,215997.2,5.19
1547626.39,37.2,1.96,214840.39,5.16
1547626.39,37.2,1.96,214840.39,5.16
1547296.24,37.2,1.96,215501.35,5.18
1547390.2,37.21,1.97,216038.25,5.19
1547145.36,37.21,1.98,215989.24,5.19
1546976.79,37.21,1.98,215591.09,5.19
1546976.79,37.21,1.98,215613.65,5.19
1546868.24,37.21,1.98,215510.22,5.18
1546474.97,37.21,1.97,215314.38,5.18
1546031.53,37.21,1.97,215044.55,5.18
1545688.6,37.21,1.97,215041.77,5.18
1545768.38,37.21,1.98,215352.15,5.18
1545523.54,37.22,1.98,215303.29,5.18
1545523.54,37.22,1.98,215291.44,5.18
1545523.54,37.22,1.98,215304.89,5.18
1545414.62,37.21,1.98,215196.56,5.18
1545233.4,37.22,1.98,215210.69,5.18
1545017.15,37.21,1.98,215025.33,5.18
1544647.37,37.21,1.98,214999.83,5.18
1544647.37,37.21,1.98,215044.31,5.18
1544275.09,37.21,1.97,214841.11,5.18
1544464.35,37.22,1.98,215258.75,5.19
1544094.57,37.22,1.98,215283.88,5.19
1543724.8,37.22,1.98,215238.17,5.19
1543479.96,37.22,1.98,215189.31,5.19
1543600.24,37.23,1.99,216286.04,5.22
1543230.47,37.23,1.99,216500.19,5.22
1543049.25,37.24,2.0,216588.72,5.23
1542679.47,37.24,2.0,216648.66,5.23
1542434.64,37.24,2.0,216645.02,5.23
1542276.08,37.24,1.99,216497.11,5.23
1542765.31,37.25,2.01,216790.79,5.23
1542422.39,37.25,2.01,216792.38,5.24
1542422.39,37.25,2.01,216777.99,5.24
1542052.61,37.25,2.01,216751.06,5.24
1542371.68,37.27,2.02,216892.22,5.24
1541811.53,37.26,2.02,216424.87,5.23
1541441.76,37.26,2.02,216458.94,5.23
1541071.99,37.26,2.02,216432.84,5.23
1540702.21,37.26,2.02,216422.77,5.23
1540702.21,37.26,2.02,216422.77,5.23
1540332.44,37.26,2.02,216618.47,5.24
1539762.47,37.26,2.01,216123.63,5.23
1539388.37,37.25,2.01,215762.36,5.22
1539356.38,37.26,2.01,215723.7,5.22
1539401.69,37.26,2.02,216312.89,5.24
1539196.86,37.26,2.02,216102.06,5.23
1538853.94,37.26,2.02,216105.42,5.23
1538484.16,37.26,2.02,216084.7,5.23
1538484.16,37.26,2.02,216084.7,5.23
1538302.95,37.26,2.02,216074.41,5.23
1537933.17,37.26,2.02,216170.56,5.24
1537563.4,37.26,2.02,216081.03,5.24
1537563.4,37.26,2.02,216075.68,5.24
1537193.63,37.26,2.02,216487.54,5.25
1536850.7,37.26,2.02,216483.36,5.25
1536480.93,37.26,2.02,216462.68,5.25
1536565.16,37.27,2.03,216527.52,5.25
1536806.25,37.28,2.05,216745.58,5.26
1536515.46,37.28,2.04,216450.15,5.25
1536145.69,37.28,2.04,216382.01,5.25
1535775.92,37.28,2.04,216380.73,5.25
1535381.91,37.28,2.04,217042.9,5.27
1535038.99,37.28,2.04,217044.49,5.27
1534397.4,37.27,2.03,216584.63,5.26
1534340.7,37.28,2.04,216681.98,5.26
1534095.86,37.28,2.04,216715.59,5.27
1533726.09,37.28,2.04,216692.57,5.27
1533817.93,37.29,2.04,216703.58,5.27
1533817.93,37.29,2.04,216659.1,5.27
1533951.14,37.29,2.05,216611.34,5.27
1533581.36,37.29,2.05,216676.86,5.27
1533492.86,37.3,2.05,216911.16,5.28
1533492.86,37.3,2.05,216962.34,5.28
1533123.09,37.3,2.05,216935.66,5.28
1532765.67,37.29,2.05,216667.55,5.27
1532726.06,37.3,2.06,216616.26,5.27
1532231.73,37.29,2.05,216371.87,5.27
1532073.1,37.29,2.05,216211.81,5.26
1532152.88,37.3,2.06,216914.61,5.28
1532152.88,37.3,2.06,216914.61,5.28
1531948.05,37.3,2.05,216691.17,5.28
1531578.27,37.3,2.05,217142.05,5.29
1531578.27,37.3,2.05,217142.05,5.29
1531333.44,37.3,2.05,217148.84,5.29
1531522.69,37.31,2.06,217441.35,5.3
1531184.16,37.31,2.06,217091.29,5.29
1530187.12,37.29,2.05,216095.29,5.27
1529813.03,37.29,2.04,215803.49,5.26
1529512.86,37.28,2.04,215444.79,5.25
1529307.23,37.28,2.03,215323.12,5.25
1529307.23,37.28,2.03,215324.95,5.25
1529379.86,37.29,2.04,216036.05,5.27
1529379.86,37.29,2.04,216036.37,5.27
1529588.95,37.3,2.05,216142.7,5.27
1529431.84,37.3,2.05,215986.98,5.27
1529088.91,37.3,2.05,215988.57,5.27
1528930.78,37.3,2.05,215835.41,5.27
1529010.55,37.31,2.06,215844.7,5.27
1528640.78,37.31,2.06,215818.24,5.27
1528640.78,37.31,2.06,215818.24,5.27
1528470.87,37.31,2.06,215384.69,5.26
1528101.1,37.31,2.06,215440.73,5.26
1527731.33,37.31,2.06,215536.27,5.26
1527838.4,37.32,2.07,217148.54,5.3
1527781.7,37.32,2.07,217509.25,5.31
1527411.93,37.32,2.07,216989.81,5.3
1527355.23,37.33,2.08,217087.17,5.31
1526922.6,37.33,2.07,216815.02,5.3
1526579.67,37.33,2.08,216810.2,5.3
1526209.9,37.33,2.08,216880.44,5.3
1525840.13,37.33,2.08,216859.08,5.31
1525552.09,37.32,2.07,216579.88,5.3
1525182.32,37.32,2.07,216547.96,5.3
1525671.55,37.34,2.09,216841.64,5.31
1525111.4,37.33,2.08,216374.29,5.3
1524916.55,37.33,2.08,216260.78,5.29
1524546.78,37.33,2.08,216213.23,5.29
1524546.78,37.33,2.08,216234.71,5.29
1524177.01,37.33,2.08,216621.48,5.31
1523966.62,37.33,2.08,216345.21,5.3
1523966.62,37.33,2.08,216383.39,5.3
1523623.7,37.33,2.08,216375.46,5.3
1523229.89,37.32,2.07,215961.95,5.29
1523229.89,37.32,2.07,215942.31,5.29
1523056.29,37.33,2.08,215851.41,5.29
1522678.9,37.33,2.08,216030.87,5.3
1522639.3,37.33,2.08,216075.22,5.3
1522592.19,37.33,2.08,216029.61,5.3
1522222.42,37.33,2.08,215997.57,5.3
1522048.81,37.33,2.08,215908.14,5.3
1521857.31,37.33,2.08,215943.87,5.3
1521937.09,37.34,2.09,216216.51,5.3
1521937.09,37.34,2.09,216236.06,5.31
1521559.7,37.34,2.09,216111.81,5.3
1521559.7,37.34,2.09,216111.81,5.3
1521189.93,37.34,2.09,216078.54,5.3
1520820.15,37.34,2.09,217063.33,5.33
1520919.61,37.35,2.1,217000.53,5.33
1520919.61,37.35,2.1,217000.53,5.33
1520749.71,37.35,2.1,216566.97,5.32
1520406.78,37.35,2.1,216564.26,5.32
1520162.54,37.35,2.1,216471.0,5.32
1519792.76,37.35,2.11,216449.14,5.32
1519422.99,37.35,2.11,216691.5,5.33
1519507.22,37.36,2.11,216613.87,5.33
1519207.05,37.36,2.11,216254.7,5.32
1518837.28,37.36,2.11,216234.05,5.32
1518667.37,37.36,2.11,215800.49,5.31
1518324.45,37.36,2.11,215798.62,5.31
1518324.45,37.36,2.11,215798.62,5.31
1517954.67,37.36,2.11,215775.63,5.31
1517954.67,37.36,2.11,215769.44,5.31
1517583.52,37.35,2.11,217192.67,5.35
1517152.51,37.35,2.11,216922.56,5.34
1516782.73,37.35,2.11,217161.68,5.35
1516866.96,37.36,2.11,217104.37,5.35
1516651.33,37.36,2.11,216890.97,5.34
1516445.71,37.35,2.11,216731.38,5.34
1516075.93,37.35,2.11,216693.93,5.34
1516091.29,37.36,2.11,217314.51,5.36
1515910.07,37.36,2.12,217237.07,5.35
1515665.23,37.37,2.12,217187.92,5.35
1515460.4,37.36,2.12,217065.63,5.35
1515117.48,37.36,2.12,217063.76,5.35
1514747.7,37.36,2.12,217181.41,5.36
1514377.93,37.36,2.12,217158.42,5.36
1514008.16,37.36,2.12,217191.24,5.36
1513763.32,37.37,2.12,217187.88,5.36
1513763.32,37.37,2.12,217232.71,5.36
1513593.42,37.37,2.12,216799.15,5.35
1513349.17,37.37,2.12,216705.9,5.35
1512979.4,37.37,2.12,216679.11,5.35
1512979.4,37.37,2.12,216634.28,5.35
1512609.62,37.37,2.12,216617.7,5.35
1512609.62,37.37,2.12,216665.96,5.35
1512239.85,37.37,2.12,216816.84,5.36
1512239.85,37.37,2.12,216782.81,5.36
1512200.25,37.38,2.13,216747.08,5.36
1512200.25,37.38,2.13,216763.8,5.36
1511830.47,37.38,2.13,216962.02,5.36
1511660.57,37.38,2.13,216528.46,5.35
1511229.56,37.38,2.13,216258.35,5.35
1510984.72,37.38,2.13,216265.13,5.35
1510767.65,37.38,2.13,216049.62,5.35
1510522.81,37.38,2.13,215990.33,5.35
1510179.88,37.38,2.13,215991.92,5.35
1509810.11,37.38,2.13,216058.28,5.35
1509440.34,37.38,2.13,216060.15,5.35
1509440.34,37.38,2.13,216060.15,5.35
1509629.6,37.39,2.14,216117.07,5.35
1509259.82,37.39,2.14,216081.98,5.35
1508870.0,37.39,2.13,215894.27,5.35
1508688.78,37.39,2.14,215835.67,5.35
1508929.88,37.4,2.15,216053.21,5.36
1508560.1,37.41,2.15,216050.36,5.36
1508307.83,37.4,2.15,216092.25,5.36
1507972.0,37.41,2.16,216199.21,5.36
1507629.07,37.41,2.16,216187.71,5.36
1507259.3,37.41,2.16,216205.55,5.37
1506889.53,37.41,2.16,216219.51,5.37
1506519.75,37.41,2.16,216278.27,5.37
1506519.75,37.41,2.16,216317.06,5.37
1505963.03,37.4,2.15,215736.79,5.36
1505620.1,37.4,2.15,215721.66,5.36
1505620.1,37.4,2.15,215721.66,5.36
1505250.33,37.4,2.15,215632.57,5.36
1504880.55,37.4,2.15,215679.44,5.36
1504506.46,37.4,2.15,215573.58,5.36
1504677.82,37.41,2.16,215199.23,5.35
1504308.05,37.41,2.16,215138.8,5.35
1503938.28,37.41,2.16,215173.35,5.35
1503583.73,37.41,2.16,215771.95,5.37
1503599.3,37.41,2.16,216231.92,5.38
1503229.53,37.41,2.16,216322.55,5.38
1502886.6,37.41,2.17,216324.14,5.39
1502847.0,37.42,2.17,216298.89,5.39
1502946.46,37.42,2.18,216414.02,5.39
1502946.46,37.42,2.18,216409.75,5.39
1502576.69,37.42,2.18,216776.35,5.4
1502206.91,37.42,2.18,216921.72,5.4
1501863.99,37.42,2.18,216914.16,5.41
1501807.28,37.43,2.18,217152.0,5.41
1501509.42,37.43,2.18,216853.94,5.41
1501294.26,37.43,2.18,217103.52,5.41
1501294.26,37.43,2.18,217103.52,5.41
1501004.72,37.42,2.18,216833.79,5.41
1500634.94,37.42,2.18,216552.95,5.4
1500265.17,37.42,2.18,216399.33,5.4
1500546.75,37.43,2.19,216352.47,5.4
1500336.36,37.43,2.18,216145.95,5.39
1500224.87,37.43,2.18,216517.92,5.4
1500059.65,37.43,2.19,216247.32,5.4
1499847.2,37.44,2.19,216250.19,5.4
1499602.36,37.44,2.19,216222.22,5.4
1499317.21,37.44,2.19,215999.42,5.39
1499260.51,37.44,2.19,216096.78,5.4
1498890.73,37.44,2.19,216243.33,5.4
1498641.73,37.44,2.19,216892.5,5.42
1498271.96,37.44,2.19,216763.25,5.42
1498271.96,37.44,2.19,216763.25,5.42
1497902.19,37.44,2.19,216875.38,5.42
1497739.68,37.44,2.19,217478.27,5.44
1497581.13,37.44,2.19,217354.8,5.43
1497242.59,37.44,2.19,217815.35,5.45
1497069.34,37.44,2.19,217612.62,5.44
1496665.63,37.44,2.19,217312.79,5.44
1496665.63,37.44,2.19,217366.21,5.44
1496264.62,37.44,2.19,217120.64,5.43
1496247.86,37.44,2.19,217350.01,5.44
1495905.32,37.45,2.2,216529.91,5.42
1495905.32,37.45,2.2,216528.9,5.42
1495660.48,37.45,2.2,216540.5,5.42
1495615.88,37.46,2.21,216626.74,5.43
1495587.87,37.47,2.21,216453.14,5.42
1495587.87,37.47,2.21,216529.68,5.42
1495575.11,37.47,2.22,216530.11,5.43
1495181.48,37.47,2.22,216217.75,5.42
1494811.71,37.47,2.22,216193.66,5.42
1494566.87,37.47,2.22,216144.88,5.42
1494756.13,37.48,2.22,216562.48,5.43
1494392.03,37.47,2.22,216211.16,5.42
1494581.29,37.48,2.23,216268.08,5.42
1494211.52,37.48,2.23,216441.25,5.43
1493841.74,37.48,2.23,216509.99,5.43
1493494.82,37.48,2.23,216462.42,5.43
1493151.89,37.48,2.23,216464.01,5.43
1493151.89,37.48,2.23,216447.18,5.43
1492782.12,37.48,2.23,216425.13,5.43
1492581.95,37.48,2.23,216240.82,5.43
1492581.95,37.48,2.23,216212.3,5.43
1492355.79,37.48,2.22,216144.37,5.43
1491577.14,37.47,2.21,215498.75,5.41
1491577.14,37.47,2.21,215498.75,5.41
1491264.24,37.47,2.21,215228.67,5.41
1490894.46,37.47,2.21,215220.83,5.41
1490978.69,37.47,2.22,215346.83,5.41
1490608.92,37.47,2.22,215215.5,5.41
1490239.15,37.47,2.22,215672.33,5.42
1489896.22,37.47,2.22,215709.65,5.43
1490385.45,37.49,2.24,216003.33,5.43
1490015.68,37.49,2.24,215941.47,5.43
1489711.26,37.49,2.23,215654.95,5.43
1489341.49,37.49,2.23,215779.14,5.43
1489341.49,37.49,2.23,215779.14,5.43
1488971.72,37.49,2.23,215810.49,5.43
1488813.58,37.48,2.23,215653.17,5.43
1489002.84,37.49,2.24,216230.18,5.44
1488664.3,37.49,2.24,216105.25,5.44
1488664.3,37.49,2.24,216105.25,5.44
1488664.3,37.49,2.24,216105.25,5.44
1488290.21,37.49,2.23,215716.19,5.43
1488045.37,37.49,2.23,215722.97,5.44
1488020.51,37.5,2.24,216230.97,5.45
1487673.58,37.5,2.24,217023.83,5.47
1487784.66,37.51,2.25,217027.54,5.47
1487727.96,37.51,2.25,217129.71,5.47
1487358.18,37.51,2.25,217102.95,5.48
1486798.04,37.51,2.25,216635.6,5.46
1486741.34,37.51,2.25,216732.95,5.47
1486371.56,37.51,2.25,216787.12,5.47
1486001.79,37.51,2.25,216781.44,5.47
1485607.79,37.51,2.25,216724.14,5.47
1485264.86,37.51,2.25,216716.57,5.47
1484895.09,37.51,2.25,217592.76,5.5
1485176.66,37.52,2.26,218144.46,5.51
1485176.66,37.52,2.26,218144.46,5.51
1485495.73,37.53,2.27,218285.63,5.52
1485439.03,37.54,2.28,218237.12,5.51
1485217.84,37.54,2.27,219769.25,5.55
1484848.07,37.54,2.27,219836.66,5.56
1484478.3,37.54,2.27,219780.96,5.56
1484108.53,37.54,2.27,219748.96,5.56
1483738.75,37.54,2.28,220427.76,5.58
1483438.58,37.53,2.27,221591.54,5.61
1483193.75,37.53,2.27,221771.24,5.61
1483193.75,37.53,2.27,221771.24,5.61
1482850.82,37.54,2.27,221772.83,5.61
1482850.82,37.54,2.27,221772.83,5.61
1482481.05,37.54,2.27,221746.38,5.61
1482111.27,37.54,2.27,221805.21,5.62
1481541.3,37.53,2.27,221310.37,5.61
1481296.46,37.53,2.27,221261.22,5.61
1480926.69,37.53,2.27,221244.67,5.61
1480926.69,37.53,2.27,221244.67,5.61
1480734.16,37.53,2.26,220973.42,5.6
1480545.33,37.53,2.27,220634.81,5.59
1480175.55,37.53,2.27,220646.15,5.6
1480175.55,37.53,2.27,220646.15,5.6
1479805.78,37.53,2.27,220863.91,5.6
1479640.57,37.54,2.27,220347.78,5.59
1479640.57,37.54,2.27,220347.78,5.59
1479242.45,37.54,2.27,220613.19,5.6
1479423.52,37.55,2.28,221021.8,5.61
1479084.98,37.55,2.28,220857.74,5.61
1478683.98,37.55,2.28,220729.82,5.6
1478517.99,37.55,2.29,220293.94,5.59
1478329.15,37.55,2.29,219912.84,5.59
1478301.14,37.56,2.3,219739.24,5.58
1477926.65,37.56,2.3,220106.42,5.59
1477681.81,37.56,2.3,220057.28,5.59
1477338.89,37.57,2.3,220060.63,5.6
1476969.11,37.57,2.3,220039.92,5.6
1476396.21,37.56,2.29,219509.84,5.58
1476396.21,37.56,2.29,219509.84,5.58
1476026.43,37.56,2.29,219498.9,5.59
1475781.6,37.56,2.29,219495.54,5.59
1475600.38,37.57,2.3,219110.93,5.58
1475339.41,37.57,2.3,218522.84,5.56
1475700.41,37.58,2.32,218679.88,5.57
1475700.41,37.58,2.32,218679.88,5.57
1475330.64,37.58,2.32,218681.22,5.57
1474954.73,37.58,2.31,218319.25,5.56
1474584.96,37.58,2.31,218396.34,5.57
1474321.98,37.58,2.31,218265.59,5.56
1474321.98,37.58,2.31,218265.59,5.56
1474152.07,37.58,2.31,217832.03,5.55
1473907.83,37.58,2.31,217738.77,5.55
1473907.83,37.58,2.31,217738.77,5.55
1473538.05,37.58,2.31,217857.28,5.56
1473629.9,37.59,2.32,217906.87,5.56
1473520.13,37.59,2.32,217797.23,5.56
1473653.33,37.6,2.33,217749.47,5.56
1473862.42,37.61,2.34,217855.8,5.56
1473519.88,37.61,2.34,217193.06,5.54
1473519.88,37.61,2.34,217193.06,5.54
1473142.49,37.61,2.34,217368.73,5.55
1473129.73,37.62,2.35,217369.15,5.55
1473073.03,37.62,2.35,217916.25,5.57
1472703.26,37.62,2.36,217958.91,5.57
1472458.42,37.63,2.36,217910.05,5.57
1472088.65,37.63,2.36,217861.87,5.57
1471843.81,37.63,2.36,217858.23,5.57
1471474.04,37.63,2.36,217835.45,5.57
1471663.3,37.64,2.37,217892.37,5.57
1471623.7,37.65,2.37,218390.57,5.59
1470171.45,37.65,2.37,218899.96,5.61
1470171.45,37.65,2.37,218899.96,5.61
1469992.51,37.64,2.37,218690.0,5.6
1469598.51,37.64,2.37,218310.62,5.59
1469553.6,37.65,2.37,218840.95,5.61
1469308.76,37.65,2.38,219152.85,5.62
1469150.21,37.65,2.37,218996.28,5.61
1468560.65,37.64,2.37,218491.78,5.6
1468286.64,37.64,2.37,220237.57,5.65
1467912.55,37.64,2.36,219876.25,5.64
1467742.64,37.64,2.37,219442.69,5.63
1467311.63,37.64,2.37,219172.58,5.62
1467311.63,37.64,2.37,219172.58,5.62
1466941.86,37.64,2.37,218927.7,5.62
1466697.02,37.64,2.37,218911.47,5.62
1467047.36,37.66,2.38,218857.57,5.62
1466704.44,37.66,2.38,218846.07,5.62
1466294.28,37.65,2.38,218414.32,5.61
1465693.03,37.65,2.37,218114.56,5.6
1465693.03,37.65,2.37,218114.56,5.6
1465323.26,37.65,2.37,218058.9,5.6
1465266.56,37.65,2.37,218051.47,5.6
1465266.56,37.65,2.37,218051.47,5.6
1465358.32,37.67,2.39,218718.55,5.62
1464988.55,37.67,2.39,219160.64,5.63
1464618.78,37.67,2.39,219051.19,5.63
1464373.94,37.67,2.39,219301.38,5.64
1464004.17,37.67,2.39,219289.21,5.64
1464004.17,37.67,2.39,219289.21,5.64
1463634.39,37.67,2.39,219338.03,5.65
1463634.39,37.67,2.39,219338.03,5.65
1463634.39,37.67,2.39,219338.03,5.65
1463577.69,37.68,2.39,219434.63,5.65
1463693.16,37.68,2.4,219264.02,5.65
1463636.45,37.69,2.41,219361.37,5.65
1463266.68,37.69,2.41,219370.07,5.65
1463056.3,37.69,2.4,219208.55,5.65
1463545.53,37.7,2.42,219502.23,5.65
1463545.53,37.7,2.42,219502.23,5.65
1463451.34,37.71,2.42,220319.85,5.68
1462751.96,37.7,2.41,219611.04,5.66
1462382.19,37.7,2.42,219790.95,5.67
1461822.05,37.69,2.41,219323.6,5.65
1461467.5,37.69,2.41,219295.36,5.66
1461124.58,37.69,2.41,219291.92,5.66
1460754.8,37.69,2.41,219270.01,5.66
1460754.8,37.69,2.41,219270.01,5.66
1460754.8,37.69,2.41,219283.68,5.66
1460454.63,37.69,2.41,218991.35,5.65
1460538.86,37.7,2.41,219177.26,5.66
1460144.86,37.69,2.41,219048.93,5.65
1459775.09,37.69,2.41,218984.84,5.65
1459775.09,37.69,2.41,218971.17,5.65
1459405.32,37.69,2.41,219844.13,5.68
1459516.39,37.7,2.42,219847.84,5.68
1459516.39,37.7,2.42,219871.77,5.68
1459476.79,37.7,2.42,219846.22,5.68
1459107.01,37.7,2.42,219906.27,5.68
1458737.24,37.7,2.42,220020.63,5.69
1458367.47,37.7,2.42,220958.29,5.71
1458012.93,37.7,2.43,220441.16,5.7
1457670.0,37.7,2.43,220442.74,5.7
1457300.23,37.7,2.43,220416.29,5.7
1457300.23,37.7,2.43,220399.47,5.7
1456930.45,37.7,2.43,220399.54,5.7
1456930.45,37.7,2.43,220433.87,5.7
1456764.46,37.71,2.43,220053.89,5.7
1456599.25,37.71,2.44,220577.57,5.71
1456599.25,37.71,2.44,220577.57,5.71
1456354.41,37.72,2.44,220612.66,5.71
1456154.78,37.72,2.44,220605.92,5.71
1455960.64,37.71,2.43,220494.25,5.71
1455590.87,37.71,2.43,220520.89,5.71
1455420.96,37.72,2.44,220087.33,5.7
1455420.96,37.72,2.44,220074.68,5.7
1455210.86,37.71,2.43,219867.05,5.7
1454841.09,37.71,2.43,219956.36,5.7
1454498.16,37.71,2.44,219948.79,5.7
1454097.15,37.71,2.43,219654.79,5.7
1453727.38,37.71,2.44,219802.64,5.7
1453296.37,37.71,2.43,219532.53,5.7
1453051.53,37.72,2.43,219483.67,5.7
1452681.76,37.72,2.44,219466.37,5.7
1452519.26,37.72,2.44,219710.22,5.71
1452149.48,37.72,2.44,219715.05,5.71
1452241.33,37.73,2.45,219548.48,5.7
1452152.82,37.73,2.45,220173.69,5.72
1452393.92,37.74,2.47,220483.84,5.73
1452393.92,37.74,2.47,220483.84,5.73
1452393.92,37.74,2.47,220482.5,5.73
1452712.98,37.76,2.48,220623.66,5.73
1452343.21,37.76,2.48,220657.29,5.74
1452427.44,37.77,2.49,220742.2,5.74
1452182.6,37.77,2.49,220738.56,5.74
1451422.62,37.76,2.48,220053.72,5.72
1451134.58,37.76,2.47,219739.82,5.72
1450972.68,37.75,2.47,220770.07,5.74
1450289.8,37.75,2.46,220086.94,5.73
1449946.87,37.75,2.47,220085.07,5.73
1449946.87,37.75,2.47,220085.07,5.73
1449577.1,37.75,2.47,220062.07,5.73
1449577.1,37.75,2.47,220062.07,5.73
1449137.47,37.74,2.46,219891.51,5.73
1448767.7,37.74,2.46,220132.58,5.73
1448522.86,37.75,2.46,220083.57,5.74
1448278.02,37.75,2.47,220080.08,5.74
1448033.18,37.75,2.47,220031.3,5.74
1447703.72,37.75,2.46,219703.39,5.73
1447300.0,37.75,2.46,219402.73,5.72
1446930.23,37.75,2.46,219309.22,5.72
1447014.46,37.76,2.47,219285.01,5.72
1447014.46,37.76,2.47,219285.01,5.72
1446769.62,37.76,2.47,219281.29,5.72
1446426.69,37.76,2.47,219278.51,5.72
1446426.69,37.76,2.47,219278.51,5.72
1446227.44,37.76,2.47,218685.52,5.71
1445857.67,37.76,2.47,218663.83,5.71
1445857.67,37.76,2.47,218663.83,5.71
1445857.67,37.76,2.47,218663.83,5.71
1445691.68,37.76,2.47,218304.43,5.7
1445321.9,37.76,2.47,218323.04,5.7
1444952.13,37.76,2.47,218299.99,5.71
1444912.53,37.77,2.48,218446.9,5.71
1444612.36,37.76,2.48,218329.76,5.71
1444612.36,37.76,2.48,218329.76,5.71
1444572.75,37.77,2.48,218291.42,5.71
1444383.92,37.77,2.48,217836.72,5.7
1444383.92,37.77,2.48,217836.72,5.7
1444006.53,37.77,2.49,218201.47,5.71
1444006.53,37.77,2.49,218201.47,5.71
1443848.39,37.77,2.48,218048.04,5.7
1443505.47,37.77,2.48,218040.48,5.71
1443505.47,37.77,2.48,218040.48,5.71
1443233.62,37.77,2.48,219410.82,5.74
1443233.62,37.77,2.48,219430.22,5.74
1443067.63,37.77,2.48,220448.46,5.77
1443067.63,37.77,2.48,220448.46,5.77
