ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5637-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
2204453.28,35.49,0.31,190575.31,3.07
2203934.66,35.48,0.31,190046.2,3.06
2203526.17,35.48,0.31,189930.96,3.06
2203117.68,35.48,0.31,189815.72,3.06
2202752.81,35.48,0.31,189762.47,3.06
2202257.25,35.48,0.31,189378.79,3.05
2202079.71,35.48,0.31,189191.34,3.05
2202033.92,35.48,0.31,189194.68,3.05
2201515.3,35.48,0.31,188665.57,3.04
2201304.91,35.48,0.3,188644.55,3.04
2200786.3,35.47,0.3,188115.44,3.03
2200421.43,35.47,0.3,188109.58,3.03
2200502.22,35.48,0.31,188162.67,3.03
2200126.56,35.47,0.3,188226.46,3.03
2200126.56,35.47,0.3,188225.88,3.03
2199761.69,35.47,0.3,188119.9,3.03
2199592.97,35.47,0.3,187941.27,3.03
2199790.42,35.48,0.31,187893.94,3.03
2199082.88,35.47,0.3,187176.49,3.02
2198680.07,35.47,0.3,187205.3,3.02
2198680.07,35.47,0.3,187503.73,3.02
2198307.78,35.47,0.3,187205.91,3.02
2198307.78,35.47,0.3,187163.25,3.02
2197789.16,35.46,0.29,186634.13,3.01
2198088.14,35.47,0.3,187224.65,3.02
2198088.14,35.47,0.3,187120.06,3.02
2197380.6,35.46,0.29,186402.62,3.01
2196977.79,35.46,0.29,186381.67,3.01
2196463.98,35.46,0.29,185989.97,3.0
2196061.16,35.46,0.29,185972.04,3.0
2196392.51,35.46,0.3,186223.62,3.01
2196049.58,35.46,0.3,186224.51,3.01
2196049.58,35.46,0.3,186205.01,3.01
2195860.66,35.46,0.29,186075.22,3.01
2195495.79,35.46,0.29,186077.21,3.01
2195126.02,35.46,0.29,186314.84,3.01
2194756.24,35.46,0.29,186277.09,3.01
2194386.47,35.46,0.29,186214.06,3.01
2193983.66,35.46,0.29,186233.86,3.01
2194034.85,35.47,0.3,186218.86,3.01
2194034.85,35.47,0.3,186218.86,3.01
2193790.01,35.47,0.3,186468.05,3.01
2193790.01,35.47,0.3,186429.28,3.01
2193545.17,35.47,0.3,186380.42,3.01
2193257.91,35.47,0.29,186138.37,3.01
2192855.1,35.47,0.29,186550.41,3.02
2192855.1,35.47,0.29,186550.41,3.02
2192850.79,35.47,0.3,186658.39,3.02
2192143.26,35.46,0.29,185940.95,3.01
2191624.64,35.46,0.29,185411.84,3.0
2191624.64,35.46,0.29,185523.83,3.0
2191329.42,35.46,0.29,185097.47,2.99
2190926.6,35.46,0.29,185367.15,3.0
2190550.64,35.45,0.29,185367.92,3.0
2189843.1,35.45,0.28,184650.47,2.99
2189779.58,35.45,0.28,184562.65,2.99
2189376.76,35.45,0.28,184540.44,2.99
2189131.93,35.45,0.28,184424.8,2.99
2188762.15,35.45,0.28,185187.46,3.0
2188243.54,35.45,0.28,184658.35,2.99
2187900.61,35.45,0.28,184655.5,2.99
2187655.77,35.45,0.28,184606.64,2.99
2187937.35,35.46,0.28,185123.28,3.0
2187567.57,35.45,0.28,185101.37,3.0
2186860.04,35.45,0.28,184383.92,2.99
2186490.26,35.45,0.28,184449.27,2.99
2186120.49,35.45,0.28,184427.79,2.99
2186120.49,35.45,0.28,184427.79,2.99
2185750.72,35.45,0.28,184376.51,2.99
2185347.91,35.45,0.28,184397.68,2.99
2185029.43,35.45,0.28,184055.85,2.99
2184510.82,35.44,0.27,183526.74,2.98
2184108.0,35.44,0.27,183509.38,2.98
2183705.19,35.44,0.27,183516.76,2.98
2183648.49,35.44,0.27,183614.12,2.98
2183648.49,35.44,0.27,183614.12,2.98
2183245.68,35.44,0.27,183596.59,2.98
2183000.84,35.44,0.27,183630.58,2.98
2182505.28,35.44,0.27,183246.89,2.98
2181053.04,35.44,0.27,183249.1,2.98
2181053.04,35.44,0.27,183233.2,2.98
2180996.33,35.44,0.27,183330.56,2.98
2180996.33,35.44,0.27,183316.88,2.98
2180477.72,35.44,0.27,182787.77,2.97
2180107.95,35.44,0.27,183618.76,2.98
2179400.41,35.43,0.27,182901.32,2.97
2179400.41,35.43,0.27,182901.32,2.97
2178881.79,35.43,0.26,182372.21,2.97
2178478.98,35.43,0.26,182361.77,2.97
2177771.44,35.42,0.26,181644.32,2.95
2177368.63,35.42,0.26,181640.97,2.96
2177003.76,35.42,0.26,181579.87,2.95
2176957.96,35.43,0.26,181583.21,2.95
2176541.0,35.42,0.26,181023.06,2.95
2176171.23,35.42,0.26,181437.61,2.95
2175806.36,35.42,0.26,181381.87,2.95
2175887.15,35.43,0.26,181804.89,2.96
2175586.98,35.42,0.26,181783.56,2.96
2175586.98,35.42,0.26,181783.56,2.96
2175015.33,35.42,0.26,181337.11,2.95
2174598.37,35.42,0.25,180776.96,2.94
2174286.72,35.42,0.25,180590.5,2.94
2174230.01,35.42,0.25,180763.56,2.94
2174230.01,35.42,0.25,180763.56,2.94
2174230.01,35.42,0.25,180763.56,2.94
2173847.46,35.42,0.25,180744.98,2.94
2173444.65,35.42,0.25,180773.17,2.95
2173041.84,35.42,0.25,180753.36,2.95
2172827.58,35.42,0.26,180740.3,2.95
2172424.76,35.42,0.26,180746.04,2.95
2172039.11,35.41,0.25,180379.67,2.94
2171636.29,35.41,0.25,180364.48,2.94
2171391.45,35.42,0.25,180315.7,2.94
2171177.19,35.42,0.25,180310.97,2.94
2170774.38,35.42,0.25,180702.7,2.95
2170529.54,35.42,0.25,180698.98,2.95
2170146.99,35.42,0.25,180611.3,2.95
2170146.99,35.42,0.25,180635.62,2.95
2170146.99,35.42,0.25,180635.04,2.95
2170146.99,35.42,0.25,180634.46,2.95
2170146.99,35.42,0.25,180610.14,2.95
2169771.02,35.42,0.25,180616.11,2.95
2169526.19,35.42,0.25,180567.1,2.95
2169123.37,35.42,0.25,180546.86,2.95
2168953.47,35.42,0.26,180113.3,2.94
2168953.47,35.42,0.26,180139.11,2.94
2168953.47,35.42,0.26,180121.16,2.94
2168522.46,35.42,0.25,179851.05,2.94
2168522.46,35.42,0.25,179871.49,2.94
2168522.46,35.42,0.25,179872.48,2.94
2168522.46,35.42,0.25,179855.2,2.94
2168449.82,35.42,0.26,179872.93,2.94
2168235.55,35.42,0.26,179857.3,2.94
2168235.55,35.42,0.26,179857.3,2.94
2167832.74,35.42,0.26,179842.52,2.94
2167429.93,35.42,0.26,180021.31,2.94
2167481.12,35.42,0.26,180125.51,2.94
2167236.28,35.43,0.26,180122.01,2.94
2166991.44,35.43,0.26,180072.91,2.94
2166777.18,35.43,0.27,180872.49,2.96
2166401.21,35.43,0.27,180878.46,2.96
2165998.4,35.43,0.27,180851.05,2.96
2165998.4,35.43,0.27,180851.05,2.96
2165925.76,35.43,0.27,180875.71,2.96
2165680.92,35.43,0.27,180872.31,2.96
2165680.92,35.43,0.27,180849.92,2.96
2165066.9,35.43,0.26,180250.29,2.95
2165256.16,35.43,0.27,180307.21,2.95
2165011.32,35.43,0.27,180618.54,2.96
2164841.42,35.44,0.27,180184.98,2.95
2164597.17,35.44,0.27,180091.72,2.95
2164194.36,35.44,0.27,180070.98,2.95
2163980.1,35.44,0.27,180058.81,2.95
2163597.55,35.44,0.27,182239.82,2.98
2163223.45,35.43,0.27,181879.08,2.98
2162820.64,35.43,0.27,182064.58,2.98
2162417.82,35.43,0.27,181872.44,2.98
2162203.56,35.43,0.27,182551.07,2.99
2161821.79,35.43,0.27,182362.7,2.99
2161521.62,35.43,0.27,181889.47,2.98
2161589.78,35.43,0.27,181105.12,2.97
2161213.81,35.43,0.27,181109.34,2.97
2160968.97,35.43,0.27,181060.55,2.97
2160584.97,35.43,0.27,180904.63,2.97
2160202.42,35.43,0.27,180329.42,2.96
2160145.72,35.43,0.27,180509.55,2.96
2159900.88,35.44,0.27,180460.69,2.96
2159531.24,35.44,0.27,180834.23,2.97
2159231.07,35.43,0.27,180498.77,2.96
2158828.26,35.43,0.27,180504.53,2.96
2158670.32,35.43,0.27,181674.91,2.98
2158267.51,35.43,0.27,181655.17,2.98
2157948.69,35.43,0.26,181336.35,2.98
2157948.69,35.43,0.26,181336.35,2.98
2157582.92,35.43,0.27,180788.2,2.97
2157582.92,35.43,0.27,180810.88,2.97
2157338.08,35.43,0.27,180807.24,2.97
2156925.85,35.43,0.26,180692.35,2.97
2156711.59,35.43,0.27,180679.32,2.97
2156466.75,35.43,0.27,180686.11,2.97
2156466.75,35.43,0.27,180670.54,2.97
2156063.94,35.43,0.27,180662.48,2.97
2156115.12,35.43,0.27,180811.53,2.97
2155900.86,35.43,0.27,181045.83,2.98
2155498.05,35.43,0.27,181431.37,2.98
2155577.83,35.44,0.28,181684.86,2.99
2155577.83,35.44,0.28,181684.86,2.99
2155577.83,35.44,0.28,181703.95,2.99
2155373.0,35.44,0.27,181494.21,2.98
2155127.39,35.43,0.27,181215.98,2.98
2155323.68,35.44,0.28,180994.57,2.98
2155134.85,35.44,0.28,181354.63,2.98
2154758.88,35.44,0.28,181355.73,2.98
2154702.18,35.45,0.28,181453.08,2.98
2154702.18,35.45,0.28,181497.09,2.99
2154702.18,35.45,0.28,181497.86,2.99
2154299.36,35.44,0.28,181475.32,2.99
2154242.66,35.45,0.28,181692.98,2.99
2154242.66,35.45,0.28,181692.98,2.99
2154242.66,35.45,0.28,181692.4,2.99
2154028.4,35.45,0.29,181715.85,2.99
2153809.56,35.45,0.28,181672.95,2.99
2153427.01,35.45,0.28,181097.74,2.98
2153024.2,35.45,0.28,181076.29,2.98
2152779.36,35.45,0.28,181027.19,2.98
2152859.13,35.45,0.29,181336.58,2.99
2152456.32,35.45,0.29,181349.84,2.99
2152242.06,35.45,0.29,181330.97,2.99
2152242.06,35.45,0.29,181286.19,2.99
2151839.25,35.45,0.29,181680.69,2.99
2151457.47,35.45,0.29,181972.73,3.0
2151074.92,35.45,0.29,181764.8,3.0
2150860.66,35.45,0.29,181892.16,3.0
2151015.93,35.46,0.3,182420.6,3.01
2150707.36,35.46,0.29,182102.94,3.0
2150462.52,35.46,0.29,182053.8,3.0
2150539.56,35.46,0.3,182449.93,3.01
2150163.59,35.46,0.3,182454.14,3.01
2149760.78,35.46,0.3,182432.7,3.01
2149811.97,35.46,0.3,182454.91,3.01
2149409.15,35.46,0.3,182435.89,3.01
2149194.89,35.46,0.3,182422.15,3.01
2149024.99,35.47,0.31,181988.6,3.0
2148592.36,35.46,0.31,181716.45,3.0
2148592.36,35.46,0.31,181763.17,3.0
2148189.55,35.46,0.31,181909.84,3.0
2147795.54,35.46,0.3,181763.9,3.0
2147392.73,35.46,0.3,182052.91,3.01
2147473.52,35.46,0.31,182105.99,3.01
2147186.5,35.46,0.3,182228.45,3.01
2146783.68,35.46,0.3,182137.36,3.01
2146617.69,35.46,0.31,181719.59,3.0
2146428.86,35.46,0.31,181357.72,3.0
2146626.31,35.47,0.31,181783.79,3.0
2146569.61,35.47,0.32,181771.66,3.0
2146532.97,35.48,0.32,181936.03,3.01
2146323.13,35.47,0.32,181721.94,3.0
2146323.13,35.47,0.32,181689.44,3.0
2146323.13,35.47,0.32,181689.44,3.0
2146323.13,35.47,0.32,181689.44,3.0
2146078.29,35.48,0.32,181677.85,3.0
2145889.46,35.48,0.32,182173.39,3.01
2144362.35,35.48,0.32,181974.4,3.01
2143980.58,35.48,0.32,181802.14,3.01
2143735.74,35.48,0.32,182046.88,3.01
2143370.87,35.48,0.32,181991.14,3.01
2142989.1,35.48,0.32,181740.84,3.01
2142607.32,35.48,0.32,181688.48,3.01
2142688.11,35.48,0.32,182116.11,3.02
2142312.14,35.48,0.32,182111.24,3.02
2141969.21,35.48,0.32,182103.94,3.02
2141596.93,35.48,0.32,181744.51,3.01
2141227.15,35.48,0.32,181727.05,3.01
2140982.32,35.48,0.32,181636.42,3.01
2140768.06,35.48,0.32,181620.48,3.01
2140523.22,35.48,0.32,181571.49,3.01
2140137.56,35.48,0.32,181200.51,3.0
2139767.79,35.48,0.32,181286.71,3.01
2139398.92,35.48,0.32,181919.66,3.02
2139029.15,35.48,0.32,181883.16,3.02
2138659.37,35.48,0.32,181850.4,3.02
2138289.6,35.48,0.32,182209.05,3.02
2138378.8,35.48,0.32,182155.11,3.02
2137996.25,35.48,0.32,181579.91,3.01
2137996.25,35.48,0.32,181579.91,3.01
2137593.43,35.48,0.32,181602.34,3.01
2137348.6,35.48,0.32,181598.83,3.01
2137005.67,35.48,0.32,181599.72,3.02
2136711.06,35.48,0.32,181316.92,3.01
2136496.8,35.48,0.32,181301.64,3.01
2136440.1,35.48,0.32,181398.99,3.01
2136459.98,35.49,0.33,181383.93,3.01
2136075.92,35.48,0.32,181547.92,3.02
2136075.92,35.48,0.32,181528.42,3.02
2135867.48,35.48,0.32,181402.37,3.01
2136056.73,35.49,0.33,181730.44,3.02
2135857.98,35.49,0.32,181748.62,3.02
2135613.14,35.49,0.32,181699.76,3.02
2135398.88,35.49,0.33,181702.37,3.02
2135029.11,35.49,0.33,181940.0,3.02
2134814.85,35.49,0.33,182044.0,3.03
2134814.85,35.49,0.33,182044.0,3.03
2134440.75,35.49,0.32,181807.47,3.02
2134070.98,35.49,0.32,181929.62,3.03
2133826.14,35.49,0.32,181925.98,3.03
2133611.88,35.49,0.33,182761.21,3.04
2133242.11,35.49,0.33,182538.29,3.04
2132872.46,35.49,0.33,182821.17,3.04
2132950.5,35.49,0.33,182827.94,3.04
2132568.72,35.49,0.33,182781.26,3.04
2132354.46,35.49,0.33,182761.33,3.04
2132109.62,35.5,0.33,182712.19,3.04
2132298.88,35.5,0.34,183129.32,3.05
2132298.88,35.5,0.34,183167.47,3.05
2132084.62,35.5,0.34,183158.89,3.05
2131870.36,35.5,0.34,183181.13,3.05
2131870.36,35.5,0.34,183181.13,3.05
2131467.55,35.5,0.34,183164.22,3.05
2131064.73,35.5,0.34,183149.46,3.05
2130840.79,35.5,0.34,183111.7,3.05
2130075.69,35.5,0.34,184459.64,3.07
2130075.69,35.5,0.34,184459.64,3.07
2129861.43,35.5,0.34,185247.13,3.09
2129861.43,35.5,0.34,185247.13,3.09
2129499.27,35.5,0.34,184927.51,3.08
2129121.88,35.5,0.34,184851.41,3.08
2128907.62,35.5,0.34,185311.16,3.09
2128531.65,35.5,0.34,185312.26,3.09
2128128.84,35.5,0.34,185289.72,3.09
2127726.03,35.5,0.34,185311.54,3.09
2127556.12,35.5,0.35,184877.98,3.08
2127310.52,35.5,0.34,184606.07,3.08
2127253.82,35.5,0.35,184703.43,3.08
2126821.56,35.5,0.34,184431.65,3.08
2126418.75,35.5,0.34,184412.45,3.08
2126418.75,35.5,0.34,184397.74,3.08
2126015.93,35.5,0.34,184385.05,3.08
2125943.29,35.5,0.35,184598.0,3.08
2125943.29,35.5,0.35,184598.0,3.08
2125540.47,35.5,0.35,184430.3,3.08
2124762.47,35.5,0.35,183857.93,3.07
2124552.08,35.5,0.35,184093.18,3.08
2124177.98,35.49,0.34,183732.7,3.07
2123933.15,35.5,0.34,183766.3,3.07
2123718.89,35.5,0.34,183764.9,3.07
2123474.05,35.5,0.34,183715.75,3.07
2123229.21,35.5,0.34,183712.4,3.07
2122984.37,35.5,0.34,183663.3,3.07
2122818.0,35.51,0.35,183670.91,3.07
2122818.0,35.51,0.35,183670.91,3.07
2122624.77,35.51,0.35,183654.57,3.07
2122662.97,35.51,0.35,184971.29,3.09
2122367.85,35.51,0.35,184374.38,3.08
2121986.07,35.51,0.35,184357.35,3.08
2121986.07,35.51,0.35,184541.77,3.09
2121986.07,35.51,0.35,184573.48,3.09
2122175.33,35.51,0.35,184990.57,3.1
2121982.11,35.51,0.36,184789.59,3.09
2121982.11,35.51,0.36,186602.49,3.12
2121617.11,35.51,0.36,186057.71,3.11
2121472.87,35.51,0.35,185884.56,3.11
2121228.03,35.52,0.35,185835.78,3.11
2120885.1,35.52,0.36,185838.43,3.11
2120473.64,35.51,0.35,185723.53,3.11
2120473.64,35.51,0.35,185699.85,3.11
2120662.32,35.52,0.36,185793.26,3.11
2120851.57,35.53,0.36,186210.86,3.12
2120481.8,35.53,0.36,186153.76,3.12
2120481.8,35.53,0.36,186115.13,3.12
2119953.36,35.52,0.36,188439.6,3.16
2119779.49,35.52,0.36,187622.96,3.14
2116848.16,35.52,0.36,187577.48,3.15
2116483.29,35.52,0.36,187478.33,3.15
2116238.45,35.52,0.36,187429.54,3.15
2115862.48,35.52,0.36,187430.64,3.15
2115789.84,35.53,0.37,187409.28,3.15
2115446.91,35.53,0.37,187395.57,3.15
2115072.81,35.52,0.36,187034.25,3.14
2114684.58,35.52,0.36,186143.71,3.13
2114314.81,35.52,0.36,186170.48,3.13
2113945.04,35.52,0.36,186148.9,3.13
2113575.27,35.52,0.36,186125.36,3.13
2113330.43,35.52,0.36,186121.64,3.13
2113110.57,35.52,0.36,185944.3,3.13
2112740.8,35.52,0.36,186665.19,3.14
2112375.8,35.52,0.36,187533.53,3.15
2112152.89,35.52,0.36,187464.54,3.15
2111938.63,35.52,0.36,187488.75,3.15
2111989.82,35.53,0.37,187474.11,3.15
2111646.9,35.53,0.37,187470.68,3.15
2111265.12,35.53,0.37,187399.95,3.15
2110895.35,35.53,0.37,187378.03,3.15
2110525.57,35.52,0.37,187379.5,3.15
2110525.57,35.52,0.37,187379.5,3.15
2110695.66,35.53,0.37,187331.87,3.15
2110301.65,35.53,0.37,187316.42,3.15
2110265.01,35.53,0.37,187321.56,3.15
2110265.01,35.53,0.37,187824.34,3.16
2109895.24,35.53,0.37,187761.07,3.16
2109492.43,35.53,0.37,187814.04,3.16
2109278.17,35.53,0.37,187783.72,3.16
2109349.62,35.53,0.38,187241.66,3.15
2108946.8,35.53,0.38,187209.59,3.15
2108577.03,35.53,0.38,186682.2,3.15
2108234.1,35.53,0.38,186685.56,3.15
2108019.84,35.54,0.38,187610.21,3.16
2107650.07,35.53,0.38,187582.06,3.16
2104454.41,35.53,0.38,187540.49,3.17
2104280.8,35.53,0.38,187393.46,3.16
2104035.97,35.53,0.38,187795.41,3.17
2104206.05,35.54,0.39,187747.77,3.17
2103961.21,35.54,0.39,188149.41,3.18
2103583.82,35.54,0.39,188277.48,3.18
2103664.61,35.54,0.39,188958.59,3.19
2103419.77,35.55,0.39,188909.58,3.19
2103238.55,35.55,0.4,188594.69,3.19
2103192.76,35.55,0.4,188598.03,3.19
2102822.98,35.55,0.4,188632.41,3.19
2102578.15,35.55,0.4,188628.92,3.19
2102208.37,35.55,0.4,188631.28,3.19
2101963.54,35.55,0.4,188582.42,3.19
2101593.76,35.55,0.4,188562.47,3.19
2101211.21,35.55,0.4,188494.36,3.19
2100966.37,35.56,0.4,188490.72,3.19
2100596.6,35.56,0.4,188761.32,3.2
2100210.94,35.55,0.4,188352.11,3.19
2099808.13,35.55,0.4,188363.41,3.19
2099808.13,35.55,0.4,188363.41,3.19
2099405.32,35.55,0.4,188341.15,3.19
2099405.32,35.55,0.4,188341.15,3.19
2099160.48,35.55,0.4,188324.92,3.19
2098777.93,35.55,0.4,189247.65,3.21
2098777.93,35.55,0.4,189247.65,3.21
2098408.16,35.55,0.4,188996.37,3.2
2098197.77,35.55,0.39,188703.04,3.2
2097828.0,35.55,0.39,188646.23,3.2
2097425.18,35.55,0.39,188627.23,3.2
2097425.18,35.55,0.39,188627.23,3.2
2097425.18,35.55,0.39,188627.23,3.2
2097189.61,35.55,0.39,191214.96,3.24
2096786.79,35.55,0.39,191261.8,3.24
2096730.09,35.55,0.4,191254.37,3.24
2096730.09,35.55,0.4,191254.37,3.24
2096347.54,35.55,0.4,190638.03,3.23
2096154.85,35.55,0.39,190446.68,3.23
2095785.2,35.55,0.39,190655.47,3.23
2095570.94,35.55,0.39,190612.44,3.23
2095168.13,35.55,0.39,190598.85,3.23
2095248.15,35.55,0.4,190042.28,3.22
2095033.88,35.55,0.4,190724.73,3.24
2094867.89,35.56,0.4,190698.3,3.24
2094947.67,35.56,0.41,191140.93,3.24
2094702.83,35.56,0.41,191113.38,3.24
2094480.61,35.56,0.4,190897.9,3.24
2094104.64,35.56,0.41,190898.38,3.24
2093701.83,35.56,0.41,190876.47,3.24
2093299.02,35.56,0.41,190897.62,3.24
2092921.63,35.56,0.41,191368.28,3.25
2092618.11,35.56,0.4,191312.17,3.25
2092807.37,35.56,0.41,191369.08,3.25
2092430.72,35.56,0.41,191155.29,3.25
2092185.88,35.56,0.41,191403.12,3.25
2091842.96,35.56,0.41,191406.48,3.25
2091460.41,35.56,0.41,191342.25,3.25
2091175.25,35.56,0.41,191062.59,3.25
2090805.48,35.56,0.41,191038.77,3.25
2090591.22,35.56,0.41,191024.26,3.25
2090421.31,35.56,0.41,190590.7,3.24
2090051.54,35.56,0.41,190680.98,3.24
2089618.91,35.56,0.41,190408.83,3.24
2089249.14,35.56,0.41,190373.74,3.24
2089034.88,35.56,0.41,190362.54,3.24
2088864.98,35.56,0.41,189928.98,3.23
2088433.97,35.56,0.41,189658.87,3.23
2088059.87,35.56,0.41,189361.62,3.22
2087670.87,35.56,0.41,188970.87,3.22
2087670.87,35.56,0.41,188970.87,3.22
2087670.87,35.56,0.41,188922.56,3.22
2087301.09,35.56,0.41,189461.21,3.23
2087301.09,35.56,0.41,189461.21,3.23
2086912.09,35.56,0.41,189394.82,3.23
2086912.09,35.56,0.41,189362.1,3.23
2086742.19,35.56,0.41,188928.54,3.22
2086311.18,35.56,0.41,188658.43,3.22
2086106.35,35.56,0.4,188535.7,3.21
2085703.53,35.56,0.4,188678.74,3.22
2085489.27,35.56,0.41,188906.0,3.22
2085275.01,35.56,0.41,189165.95,3.23
2085275.01,35.56,0.41,189137.96,3.23
2085030.17,35.56,0.41,189089.1,3.22
2084700.01,35.56,0.41,188771.94,3.22
2084317.45,35.56,0.41,188954.49,3.22
2083952.59,35.56,0.41,188898.75,3.22
2083952.59,35.56,0.41,188898.75,3.22
2083633.75,35.55,0.4,188580.26,3.22
2083388.91,35.55,0.4,188576.62,3.22
2083006.36,35.55,0.4,188234.9,3.21
2083006.36,35.55,0.4,188276.75,3.21
2082641.49,35.55,0.4,188273.4,3.21
2082271.72,35.55,0.4,187858.93,3.21
2082215.02,35.56,0.4,187956.29,3.21
2081839.05,35.56,0.41,187956.76,3.21
2081839.05,35.56,0.41,187934.37,3.21
2081436.24,35.56,0.41,187912.46,3.21
2081191.4,35.56,0.41,187924.06,3.21
2080946.56,35.56,0.41,187875.2,3.21
2080997.75,35.56,0.41,187901.52,3.21
2080594.94,35.56,0.41,187881.76,3.21
2080192.12,35.56,0.41,187866.91,3.21
2079977.86,35.56,0.41,188013.96,3.21
2079763.6,35.57,0.41,188249.11,3.22
2079518.77,35.57,0.41,188245.47,3.22
2079518.77,35.57,0.41,188245.47,3.22
2079518.77,35.57,0.41,188269.93,3.22
2079273.93,35.57,0.41,188276.71,3.22
2079065.49,35.57,0.41,188118.98,3.22
2078662.67,35.57,0.41,188328.97,3.22
2078417.83,35.57,0.41,188269.68,3.22
2078236.61,35.57,0.41,188162.14,3.22
2078316.39,35.57,0.42,188171.43,3.22
2078316.39,35.57,0.42,188168.95,3.22
2078071.55,35.58,0.42,188419.94,3.23
2077826.72,35.58,0.42,188426.73,3.23
2077442.71,35.58,0.41,188260.44,3.22
2077261.49,35.58,0.42,188585.13,3.23
2076918.57,35.58,0.42,188588.48,3.23
2076548.79,35.58,0.42,188567.77,3.23
2076183.92,35.58,0.42,188512.18,3.23
2075814.15,35.58,0.42,188527.1,3.23
2075632.93,35.58,0.42,188498.55,3.23
2075632.93,35.58,0.42,188518.86,3.23
2075388.09,35.58,0.42,188459.57,3.23
2075018.32,35.58,0.42,188566.05,3.23
2074648.55,35.58,0.42,188452.81,3.23
2074837.81,35.59,0.42,188509.73,3.23
2074468.04,35.59,0.42,188841.05,3.24
2074098.26,35.59,0.42,188670.57,3.24
2074098.26,35.59,0.42,188645.71,3.24
2073722.29,35.58,0.42,188651.68,3.24
2073508.03,35.59,0.43,188635.2,3.24
2073303.2,35.58,0.42,188425.45,3.23
2072900.39,35.58,0.42,188411.81,3.23
2072517.84,35.58,0.42,187836.61,3.22
2072135.29,35.58,0.42,187628.68,3.22
2071732.48,35.58,0.42,187645.14,3.22
2071358.38,35.58,0.42,187539.28,3.22
2070955.57,35.58,0.42,187534.38,3.22
2070587.47,35.58,0.42,187515.35,3.22
2070184.66,35.58,0.42,187504.53,3.22
2069781.84,35.58,0.42,187738.17,3.23
2069567.58,35.58,0.42,187837.16,3.23
2069202.72,35.58,0.42,187833.65,3.23
2068837.85,35.58,0.42,187780.4,3.23
2068593.01,35.58,0.42,187836.84,3.23
2068870.44,35.58,0.43,187838.26,3.23
2068870.44,35.58,0.43,187857.38,3.23
2068488.66,35.58,0.43,187834.88,3.23
2068295.44,35.59,0.43,187879.62,3.23
2067913.66,35.59,0.43,187846.58,3.23
2067668.83,35.59,0.43,187853.36,3.23
2067854.33,35.59,0.44,187412.22,3.23
2067472.55,35.59,0.44,187391.1,3.23
2067472.55,35.59,0.44,187391.1,3.23
2067227.72,35.59,0.44,187331.81,3.23
2067034.49,35.6,0.44,187696.1,3.23
2066619.21,35.59,0.43,187328.05,3.23
2066619.21,35.59,0.43,187328.05,3.23
2066460.66,35.59,0.43,187178.83,3.22
2066603.72,35.59,0.44,187873.98,3.24
2066034.24,35.59,0.43,187276.3,3.23
2066106.47,35.59,0.44,188091.36,3.24
2065724.69,35.59,0.44,188219.6,3.24
2065554.79,35.6,0.44,187786.05,3.24
2065744.04,35.6,0.44,187842.96,3.24
2065813.85,35.61,0.45,188084.26,3.24
2065448.98,35.61,0.45,188078.41,3.24
2065073.01,35.6,0.45,188074.42,3.24
2064670.2,35.6,0.45,188056.97,3.24
2064453.13,35.6,0.45,187931.26,3.24
2064453.13,35.6,0.45,187931.26,3.24
2064070.58,35.6,0.45,188151.67,3.25
2060874.91,35.6,0.45,188110.1,3.25
2060498.82,35.59,0.45,188255.98,3.25
2060284.55,35.6,0.45,188279.19,3.25
2060284.55,35.6,0.45,188330.5,3.25
2059895.55,35.6,0.45,188103.05,3.25
2059492.74,35.59,0.45,188086.3,3.25
2059341.69,35.59,0.45,187927.36,3.25
2059269.05,35.6,0.45,187913.27,3.25
2058866.24,35.6,0.45,188095.72,3.25
2058523.31,35.6,0.45,188093.5,3.25
2058153.54,35.6,0.45,188070.85,3.25
2058080.89,35.6,0.45,188124.22,3.25
2057866.63,35.6,0.46,188720.88,3.26
2057496.86,35.6,0.46,188821.72,3.27
2057576.63,35.6,0.46,189451.64,3.28
2057202.54,35.6,0.46,189033.08,3.27
2057202.54,35.6,0.46,189111.16,3.27
2057021.32,35.6,0.46,188925.69,3.27
2057092.77,35.61,0.46,188752.03,3.27
2056698.77,35.6,0.46,188682.44,3.27
2056888.03,35.61,0.46,188739.35,3.27
2056968.81,35.61,0.47,188792.43,3.27
2056787.59,35.62,0.47,189314.36,3.28
2056422.73,35.62,0.47,189626.4,3.28
2056128.11,35.61,0.47,189395.62,3.28
2055752.15,35.61,0.47,189401.59,3.28
2055537.88,35.61,0.47,189385.11,3.28
2055163.79,35.61,0.46,189279.24,3.28
2054760.97,35.61,0.46,189265.6,3.28
