ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
749,2500,2204670,6212,2204670
749,2500,2205670,6212,2205670
749,2500,2206670,6212,2206670
749,2500,2207480,6212,2207480
749,2500,2208480,6212,2208480
749,2500,2209290,6212,2209290
749,2500,2210290,6212,2210290
749,2500,2211290,6212,2211290
749,2500,2211750,6212,2211750
749,2500,2212220,6212,2212220
749,2500,2212540,6212,2212540
749,2500,2213350,6212,2213350
749,2500,2213350,6212,2213350
749,2500,2213350,6212,2213350
749,2500,2214160,6212,2214160
750,2508,2215160,6212,2215160
750,2508,2216160,6212,2216160
750,2508,2216160,6212,2216160
750,2508,2216810,6212,2216810
750,2508,2217810,6212,2217810
750,2508,2218810,6212,2218810
750,2508,2219810,6212,2219810
750,2508,2219810,6212,2219810
750,2508,2219810,6212,2219810
750,2508,2219810,6212,2219810
750,2508,2220810,6212,2220810
750,2508,2221810,6212,2221810
750,2508,2222620,6212,2222620
750,2508,2223620,6212,2223620
750,2508,2223940,6212,2223940
750,2508,2224940,6212,2224940
751,2516,2225940,6212,2225940
751,2516,2226940,6212,2226940
751,2516,2227940,6212,2227940
752,2524,2228750,6212,2228750
752,2524,2228980,6212,2228980
752,2524,2229980,6212,2229980
752,2524,2230980,6212,2230980
752,2524,2231790,6212,2231790
753,2532,2232790,6212,2232790
753,2532,2233260,6212,2233260
753,2532,2234070,6212,2234070
754,2540,2242070,6212,2242070
754,2540,2242300,6212,2242300
754,2540,2243300,6212,2243300
754,2540,2243570,6212,2243570
754,2540,2244570,6212,2244570
754,2540,2245570,6212,2245570
754,2540,2246040,6212,2246040
754,2540,2246040,6212,2246040
754,2540,2246360,6212,2246360
754,2540,2246680,6212,2246680
754,2540,2246910,6212,2246910
754,2540,2247910,6212,2247910
754,2540,2247910,6212,2247910
754,2540,2248380,6212,2248380
754,2540,2248380,6212,2248380
754,2540,2248970,6212,2248970
754,2540,2249970,6212,2249970
754,2540,2253970,6212,2253970
755,2548,2254780,6212,2254780
756,2556,2255780,6212,2255780
756,2556,2256000,6212,2256000
756,2556,2256650,6212,2256650
756,2556,2257650,6212,2257650
756,2556,2258460,6212,2258460
756,2556,2258920,6212,2258920
756,2556,2259080,6212,2259080
756,2556,2259890,6212,2259890
756,2556,2260360,6212,2260360
756,2556,2260680,6212,2260680
756,2556,2261150,6212,2261150
756,2556,2261960,6212,2261960
756,2556,2262550,6212,2262550
756,2556,2262780,6212,2262780
756,2556,2263590,6212,2263590
757,2564,2264060,6212,2264060
757,2564,2265060,6212,2265060
757,2564,2266060,6212,2266060
757,2564,2266870,6212,2266870
757,2564,2267870,6212,2267870
757,2564,2268680,6212,2268680
757,2564,2268680,6212,2268680
757,2564,2269490,6212,2269490
757,2564,2270490,6212,2270490
757,2564,2271490,6212,2271490
757,2564,2271860,6212,2271860
757,2564,2272860,6212,2272860
757,2564,2272860,6212,2272860
757,2564,2273670,6212,2273670
757,2564,2274140,6212,2274140
757,2564,2274250,6212,2274250
758,2572,2275250,6212,2275250
758,2572,2276250,6212,2276250
758,2572,2277250,6212,2277250
758,2572,2278250,6212,2278250
758,2572,2278250,6212,2278250
758,2572,2279250,6212,2279250
758,2572,2279480,6212,2279480
758,2572,2279700,6212,2279700
758,2572,2280510,6212,2280510
758,2572,2281510,6212,2281510
758,2572,2282510,6212,2282510
758,2572,2283510,6212,2283510
758,2572,2283510,6212,2283510
759,2580,2284510,6212,2284510
759,2580,2285510,6212,2285510
759,2580,2286510,6212,2286510
759,2580,2287510,6212,2287510
759,2580,2288510,6212,2288510
759,2580,2288510,6212,2288510
759,2580,2288510,6212,2288510
759,2580,2289510,6212,2289510
759,2580,2289510,6212,2289510
759,2580,2289730,6212,2289730
759,2580,2290200,6212,2290200
759,2580,2291200,6212,2291200
760,2588,2292200,6212,2292200
760,2588,2293200,6212,2293200
761,2596,2294010,6212,2294010
761,2596,2295010,6212,2295010
761,2596,2296010,6212,2296010
761,2596,2296470,6212,2296470
761,2596,2296930,6212,2296930
761,2596,2297930,6212,2297930
761,2596,2298740,6212,2298740
761,2596,2299740,6212,2299740
761,2596,2300740,6212,2300740
761,2596,2301550,6212,2301550
761,2596,2302360,6212,2302360
762,2604,2303360,6212,2303360
762,2604,2303360,6212,2303360
762,2604,2304360,6212,2304360
762,2604,2304830,6212,2304830
762,2604,2305290,6212,2305290
762,2604,2305760,6212,2305760
762,2604,2305760,6212,2305760
762,2604,2306570,6212,2306570
762,2604,2307570,6212,2307570
762,2604,2308380,6212,2308380
763,2612,2308850,6212,2308850
763,2612,2309850,6212,2309850
763,2612,2310850,6212,2310850
763,2612,2311660,6212,2311660
763,2612,2312470,6212,2312470
763,2612,2312940,6212,2312940
763,2612,2313260,6212,2313260
763,2612,2314070,6212,2314070
763,2612,2314540,6212,2314540
763,2612,2315540,6212,2315540
763,2612,2316010,6212,2316010
763,2612,2316010,6212,2316010
763,2612,2317010,6212,2317010
763,2612,2317480,6212,2317480
764,2620,2318480,6212,2318480
764,2620,2318950,6212,2318950
764,2620,2319950,6212,2319950
764,2620,2320420,6212,2320420
764,2620,2321420,6212,2321420
764,2620,2322420,6212,2322420
764,2620,2323420,6212,2323420
764,2620,2323420,6212,2323420
764,2620,2323580,6212,2323580
764,2620,2323900,6212,2323900
764,2620,2324710,6212,2324710
765,2628,2325180,6212,2325180
765,2628,2325180,6212,2325180
765,2628,2326180,6212,2326180
766,2636,2327180,6212,2327180
766,2636,2328180,6212,2328180
766,2636,2328650,6212,2328650
766,2636,2329650,6212,2329650
766,2636,2330120,6212,2330120
766,2636,2331120,6212,2331120
766,2636,2332120,6212,2332120
766,2636,2333120,6212,2333120
766,2636,2333930,6212,2333930
766,2636,2333930,6212,2333930
766,2636,2334930,6212,2334930
766,2636,2335930,6212,2335930
767,2644,2336930,6212,2336930
767,2644,2337740,6212,2337740
767,2644,2338330,6212,2338330
767,2644,2339330,6212,2339330
767,2644,2340330,6212,2340330
767,2644,2341140,6212,2341140
767,2644,2341140,6212,2341140
767,2644,2342140,6212,2342140
767,2644,2343140,6212,2343140
767,2644,2343460,6212,2343460
767,2644,2343460,6212,2343460
767,2644,2344270,6212,2344270
767,2644,2344270,6212,2344270
767,2644,2345080,6212,2345080
767,2644,2345400,6212,2345400
767,2644,2346400,6212,2346400
768,2652,2347050,6212,2347050
768,2652,2348050,6212,2348050
768,2652,2348520,6212,2348520
768,2652,2348520,6212,2348520
768,2652,2349520,6212,2349520
768,2652,2349680,6212,2349680
769,2660,2350680,6212,2350680
769,2660,2351150,6212,2351150
769,2660,2351960,6212,2351960
769,2660,2351960,6212,2351960
769,2660,2352960,6212,2352960
769,2660,2353960,6212,2353960
769,2660,2354960,6212,2354960
769,2660,2355960,6212,2355960
769,2660,2356770,6212,2356770
769,2660,2357230,6212,2357230
769,2660,2358230,6212,2358230
769,2660,2359040,6212,2359040
769,2660,2359040,6212,2359040
769,2660,2359040,6212,2359040
769,2660,2359360,6212,2359360
769,2660,2360360,6212,2360360
769,2660,2361360,6212,2361360
769,2660,2362360,6212,2362360
769,2660,2362360,6212,2362360
769,2660,2363360,6212,2363360
770,2668,2364360,6212,2364360
770,2668,2365360,6212,2365360
770,2668,2366360,6212,2366360
770,2668,2366820,6212,2366820
771,2676,2370820,6212,2370820
771,2676,2371290,6212,2371290
771,2676,2372290,6212,2372290
771,2676,2373290,6212,2373290
772,2684,2381290,6212,2381290
772,2684,2382290,6212,2382290
772,2684,2382290,6212,2382290
772,2684,2383290,6212,2383290
773,2692,2384290,6212,2384290
773,2692,2385290,6212,2385290
773,2692,2386290,6212,2386290
773,2692,2387290,6212,2387290
773,2692,2387760,6212,2387760
773,2692,2388760,6212,2388760
773,2692,2389570,6212,2389570
773,2692,2390570,6212,2390570
773,2692,2391570,6212,2391570
773,2692,2392570,6212,2392570
774,2700,2393380,6212,2393380
775,2708,2394380,6212,2394380
775,2708,2395380,6212,2395380
775,2708,2396380,6212,2396380
775,2708,2396850,6212,2396850
775,2708,2397660,6212,2397660
776,2716,2405660,6212,2405660
776,2716,2406660,6212,2406660
776,2716,2407310,6212,2407310
776,2716,2407310,6212,2407310
776,2716,2408120,6212,2408120
776,2716,2409120,6212,2409120
776,2716,2409590,6212,2409590
776,2716,2409590,6212,2409590
776,2716,2410590,6212,2410590
776,2716,2411400,6212,2411400
777,2724,2413400,6212,2413400
777,2724,2414210,6212,2414210
777,2724,2415210,6212,2415210
777,2724,2416020,6212,2416020
778,2732,2416830,6212,2416830
778,2732,2417300,6212,2417300
778,2732,2418300,6212,2418300
778,2732,2419300,6212,2419300
778,2732,2419300,6212,2419300
778,2732,2419300,6212,2419300
778,2732,2420110,6212,2420110
779,2740,2421110,6212,2421110
779,2740,2421110,6212,2421110
779,2740,2421580,6212,2421580
779,2740,2422580,6212,2422580
779,2740,2422580,6212,2422580
779,2740,2422900,6212,2422900
779,2740,2423900,6212,2423900
779,2740,2424370,6212,2424370
779,2740,2424370,6212,2424370
779,2740,2425370,6212,2425370
779,2740,2426370,6212,2426370
779,2740,2427370,6212,2427370
779,2740,2428180,6212,2428180
779,2740,2429180,6212,2429180
779,2740,2429770,6212,2429770
779,2740,2430580,6212,2430580
779,2740,2431580,6212,2431580
779,2740,2432390,6212,2432390
779,2740,2432860,6212,2432860
779,2740,2432860,6212,2432860
780,2748,2433860,6212,2433860
780,2748,2434860,6212,2434860
780,2748,2435860,6212,2435860
780,2748,2436860,6212,2436860
781,2756,2437670,6212,2437670
781,2756,2438670,6212,2438670
781,2756,2439480,6212,2439480
781,2756,2439950,6212,2439950
781,2756,2440420,6212,2440420
781,2756,2441420,6212,2441420
781,2756,2441420,6212,2441420
781,2756,2442230,6212,2442230
781,2756,2442700,6212,2442700
781,2756,2443700,6212,2443700
781,2756,2445700,6212,2445700
781,2756,2446510,6212,2446510
781,2756,2446830,6212,2446830
781,2756,2447830,6212,2447830
782,2764,2448830,6212,2448830
782,2764,2449830,6212,2449830
782,2764,2450640,6212,2450640
782,2764,2451640,6212,2451640
782,2764,2451640,6212,2451640
782,2764,2452640,6212,2452640
782,2764,2453640,6212,2453640
782,2764,2454640,6212,2454640
782,2764,2454640,6212,2454640
782,2764,2455290,6212,2455290
782,2764,2455750,6212,2455750
783,2772,2456560,6212,2456560
783,2772,2457560,6212,2457560
783,2772,2457560,6212,2457560
783,2772,2458370,6212,2458370
783,2772,2458960,6212,2458960
783,2772,2459770,6212,2459770
783,2772,2460240,6212,2460240
783,2772,2460240,6212,2460240
783,2772,2460790,6212,2460790
783,2772,2461790,6212,2461790
783,2772,2462020,6212,2462020
784,2780,2463020,6212,2463020
784,2780,2464020,6212,2464020
784,2780,2464020,6212,2464020
784,2780,2464830,6212,2464830
784,2780,2465830,6212,2465830
784,2780,2466830,6212,2466830
784,2780,2466830,6212,2466830
784,2780,2466830,6212,2466830
784,2780,2467830,6212,2467830
784,2780,2468300,6212,2468300
784,2780,2468300,6212,2468300
784,2780,2469300,6212,2469300
784,2780,2469770,6212,2469770
785,2788,2470770,6212,2470770
785,2788,2471770,6212,2471770
785,2788,2472770,6212,2472770
785,2788,2473770,6212,2473770
786,2796,2474580,6212,2474580
786,2796,2475580,6212,2475580
786,2796,2476050,6212,2476050
786,2796,2476860,6212,2476860
786,2796,2477670,6212,2477670
786,2796,2478670,6212,2478670
786,2796,2479670,6212,2479670
786,2796,2480670,6212,2480670
786,2796,2481140,6212,2481140
786,2796,2481140,6212,2481140
786,2796,2482140,6212,2482140
786,2796,2482140,6212,2482140
787,2804,2490140,6212,2490140
787,2804,2491140,6212,2491140
788,2812,2492140,6212,2492140
788,2812,2492950,6212,2492950
788,2812,2493600,6212,2493600
788,2812,2493600,6212,2493600
788,2812,2494600,6212,2494600
788,2812,2495600,6212,2495600
788,2812,2496410,6212,2496410
788,2812,2497410,6212,2497410
788,2812,2498410,6212,2498410
788,2812,2498730,6212,2498730
788,2812,2499730,6212,2499730
788,2812,2499730,6212,2499730
788,2812,2500540,6212,2500540
788,2812,2501540,6212,2501540
788,2812,2502540,6212,2502540
789,2820,2503540,6212,2503540
789,2820,2503860,6212,2503860
789,2820,2504860,6212,2504860
789,2820,2504860,6212,2504860
789,2820,2504860,6212,2504860
789,2820,2505860,6212,2505860
789,2820,2506860,6212,2506860
789,2820,2507860,6212,2507860
789,2820,2508860,6212,2508860
789,2820,2509860,6212,2509860
790,2828,2510670,6212,2510670
790,2828,2511140,6212,2511140
791,2836,2512140,6212,2512140
791,2836,2513140,6212,2513140
791,2836,2514140,6212,2514140
791,2836,2514140,6212,2514140
791,2836,2514610,6212,2514610
792,2844,2518610,6212,2518610
792,2844,2519610,6212,2519610
792,2844,2520610,6212,2520610
793,2852,2521610,6212,2521610
793,2852,2521830,6212,2521830
793,2852,2522830,6212,2522830
793,2852,2523830,6212,2523830
793,2852,2524830,6212,2524830
793,2852,2524830,6212,2524830
793,2852,2524830,6212,2524830
793,2852,2525830,6212,2525830
793,2852,2526830,6212,2526830
793,2852,2526830,6212,2526830
793,2852,2527480,6212,2527480
793,2852,2528290,6212,2528290
793,2852,2528610,6212,2528610
793,2852,2529420,6212,2529420
793,2852,2530420,6212,2530420
793,2852,2530420,6212,2530420
793,2852,2530420,6212,2530420
793,2852,2531420,6212,2531420
793,2852,2532230,6212,2532230
793,2852,2532390,6212,2532390
794,2860,2533390,6212,2533390
794,2860,2534200,6212,2534200
794,2860,2534200,6212,2534200
794,2860,2535200,6212,2535200
794,2860,2536200,6212,2536200
794,2860,2537200,6212,2537200
794,2860,2538200,6212,2538200
794,2860,2539200,6212,2539200
794,2860,2539200,6212,2539200
794,2860,2539200,6212,2539200
794,2860,2540200,6212,2540200
794,2860,2541200,6212,2541200
794,2860,2541570,6212,2541570
794,2860,2542570,6212,2542570
794,2860,2542570,6212,2542570
795,2868,2543570,6212,2543570
795,2868,2544040,6212,2544040
795,2868,2545040,6212,2545040
795,2868,2546040,6212,2546040
795,2868,2547040,6212,2547040
795,2868,2548040,6212,2548040
795,2868,2548270,6212,2548270
795,2868,2549270,6212,2549270
795,2868,2550270,6212,2550270
796,2876,2551080,6212,2551080
796,2876,2552080,6212,2552080
797,2884,2553080,6212,2553080
797,2884,2554080,6212,2554080
797,2884,2554080,6212,2554080
797,2884,2554670,6212,2554670
797,2884,2554670,6212,2554670
797,2884,2555670,6212,2555670
797,2884,2556670,6212,2556670
797,2884,2557670,6212,2557670
797,2884,2558140,6212,2558140
797,2884,2558610,6212,2558610
797,2884,2559420,6212,2559420
797,2884,2560230,6212,2560230
797,2884,2561230,6212,2561230
797,2884,2562230,6212,2562230
797,2884,2562460,6212,2562460
797,2884,2563460,6212,2563460
797,2884,2564460,6212,2564460
797,2884,2565270,6212,2565270
797,2884,2565730,6212,2565730
797,2884,2565730,6212,2565730
798,2892,2566730,6212,2566730
798,2892,2566730,6212,2566730
798,2892,2567200,6212,2567200
798,2892,2567670,6212,2567670
798,2892,2568670,6212,2568670
798,2892,2569130,6212,2569130
798,2892,2569130,6212,2569130
798,2892,2569450,6212,2569450
799,2900,2570100,6212,2570100
799,2900,2571100,6212,2571100
799,2900,2572100,6212,2572100
799,2900,2573100,6212,2573100
799,2900,2574100,6212,2574100
799,2900,2575100,6212,2575100
799,2900,2575570,6212,2575570
799,2900,2576570,6212,2576570
800,2908,2577570,6212,2577570
800,2908,2577890,6212,2577890
800,2908,2577890,6212,2577890
800,2908,2578050,6212,2578050
800,2908,2578700,6212,2578700
800,2908,2579170,6212,2579170
800,2908,2579330,6212,2579330
800,2908,2580330,6212,2580330
800,2908,2581330,6212,2581330
800,2908,2582330,6212,2582330
800,2908,2583330,6212,2583330
800,2908,2583490,6212,2583490
800,2908,2583810,6212,2583810
800,2908,2584280,6212,2584280
800,2908,2585280,6212,2585280
800,2908,2586280,6212,2586280
800,2908,2587280,6212,2587280
801,2916,2588280,6212,2588280
801,2916,2589280,6212,2589280
801,2916,2590280,6212,2590280
801,2916,2590280,6212,2590280
801,2916,2590600,6212,2590600
801,2916,2591600,6212,2591600
801,2916,2592600,6212,2592600
801,2916,2593410,6212,2593410
801,2916,2594220,6212,2594220
801,2916,2595220,6212,2595220
801,2916,2595680,6212,2595680
801,2916,2596680,6212,2596680
801,2916,2597680,6212,2597680
802,2924,2598680,6212,2598680
802,2924,2599000,6212,2599000
802,2924,2599000,6212,2599000
802,2924,2599000,6212,2599000
802,2924,2599000,6212,2599000
802,2924,2599810,6212,2599810
803,2932,2600280,6212,2600280
803,2932,2600750,6212,2600750
803,2932,2601750,6212,2601750
803,2932,2602750,6212,2602750
803,2932,2603750,6212,2603750
803,2932,2603750,6212,2603750
803,2932,2604220,6212,2604220
803,2932,2604380,6212,2604380
803,2932,2605380,6212,2605380
803,2932,2606190,6212,2606190
803,2932,2607000,6212,2607000
803,2932,2608000,6212,2608000
803,2932,2609000,6212,2609000
803,2932,2610000,6212,2610000
803,2932,2610000,6212,2610000
803,2932,2610470,6212,2610470
803,2932,2611280,6212,2611280
804,2940,2612280,6212,2612280
804,2940,2613280,6212,2613280
804,2940,2614090,6212,2614090
804,2940,2615090,6212,2615090
804,2940,2615090,6212,2615090
804,2940,2616090,6212,2616090
804,2940,2616560,6212,2616560
804,2940,2617030,6212,2617030
804,2940,2617510,6212,2617510
804,2940,2618510,6212,2618510
804,2940,2619510,6212,2619510
805,2948,2620060,6212,2620060
805,2948,2621060,6212,2621060
805,2948,2622060,6212,2622060
805,2948,2622060,6212,2622060
805,2948,2622610,6212,2622610
805,2948,2622930,6212,2622930
806,2956,2623930,6212,2623930
806,2956,2623930,6212,2623930
806,2956,2624930,6212,2624930
806,2956,2625740,6212,2625740
806,2956,2626740,6212,2626740
806,2956,2627740,6212,2627740
806,2956,2628740,6212,2628740
806,2956,2629740,6212,2629740
806,2956,2630740,6212,2630740
807,2964,2638740,6212,2638740
807,2964,2639740,6212,2639740
807,2964,2640210,6212,2640210
807,2964,2640210,6212,2640210
807,2964,2640680,6212,2640680
808,2972,2641680,6212,2641680
809,2980,2649680,6212,2649680
809,2980,2650140,6212,2650140
809,2980,2650610,6212,2650610
809,2980,2651260,6212,2651260
809,2980,2651480,6212,2651480
809,2980,2652070,6212,2652070
809,2980,2653070,6212,2653070
809,2980,2654070,6212,2654070
809,2980,2655070,6212,2655070
809,2980,2656070,6212,2656070
809,2980,2657070,6212,2657070
809,2980,2658070,6212,2658070
809,2980,2659070,6212,2659070
810,2988,2660070,6212,2660070
810,2988,2661070,6212,2661070
810,2988,2661300,6212,2661300
810,2988,2662300,6212,2662300
810,2988,2663300,6212,2663300
810,2988,2663620,6212,2663620
810,2988,2664270,6212,2664270
811,2996,2664740,6212,2664740
811,2996,2665550,6212,2665550
811,2996,2666360,6212,2666360
811,2996,2666680,6212,2666680
811,2996,2667680,6212,2667680
811,2996,2668490,6212,2668490
811,2996,2669490,6212,2669490
811,2996,2669960,6212,2669960
811,2996,2670960,6212,2670960
811,2996,2671770,6212,2671770
811,2996,2671770,6212,2671770
811,2996,2672770,6212,2672770
811,2996,2673420,6212,2673420
811,2996,2673970,6212,2673970
812,3004,2674970,6212,2674970
812,3004,2675560,6212,2675560
813,3012,2683560,6212,2683560
814,3020,2684030,6212,2684030
814,3020,2684030,6212,2684030
814,3020,2685030,6212,2685030
814,3020,2686030,6212,2686030
814,3020,2686840,6212,2686840
814,3020,2687650,6212,2687650
814,3020,2688650,6212,2688650
814,3020,2689650,6212,2689650
814,3020,2690650,6212,2690650
814,3020,2691460,6212,2691460
814,3020,2691780,6212,2691780
814,3020,2692780,6212,2692780
814,3020,2693780,6212,2693780
814,3020,2694250,6212,2694250
814,3020,2694570,6212,2694570
815,3028,2695570,6212,2695570
815,3028,2696160,6212,2696160
815,3028,2697160,6212,2697160
815,3028,2697380,6212,2697380
815,3028,2698380,6212,2698380
815,3028,2699380,6212,2699380
815,3028,2699380,6212,2699380
815,3028,2700380,6212,2700380
815,3028,2700850,6212,2700850
816,3036,2708850,6212,2708850
816,3036,2709400,6212,2709400
816,3036,2710400,6212,2710400
816,3036,2711400,6212,2711400
816,3036,2712400,6212,2712400
817,3044,2713400,6212,2713400
817,3044,2714210,6212,2714210
818,3052,2715020,6212,2715020
818,3052,2716020,6212,2716020
818,3052,2716830,6212,2716830
818,3052,2717830,6212,2717830
818,3052,2718640,6212,2718640
818,3052,2719450,6212,2719450
818,3052,2720450,6212,2720450
818,3052,2720450,6212,2720450
818,3052,2721260,6212,2721260
818,3052,2721730,6212,2721730
818,3052,2721730,6212,2721730
818,3052,2722540,6212,2722540
818,3052,2722860,6212,2722860
818,3052,2723860,6212,2723860
818,3052,2724860,6212,2724860
818,3052,2724860,6212,2724860
818,3052,2725180,6212,2725180
818,3052,2725990,6212,2725990
818,3052,2726990,6212,2726990
818,3052,2727990,6212,2727990
818,3052,2728460,6212,2728460
818,3052,2728780,6212,2728780
818,3052,2728780,6212,2728780
819,3060,2729780,6212,2729780
820,3068,2730430,6212,2730430
820,3068,2730900,6212,2730900
820,3068,2731370,6212,2731370
820,3068,2732370,6212,2732370
820,3068,2733370,6212,2733370
820,3068,2733370,6212,2733370
820,3068,2733690,6212,2733690
820,3068,2734160,6212,2734160
820,3068,2735160,6212,2735160
820,3068,2736160,6212,2736160
820,3068,2737160,6212,2737160
820,3068,2737160,6212,2737160
821,3076,2738160,6212,2738160
821,3076,2739160,6212,2739160
821,3076,2740160,6212,2740160
821,3076,2741160,6212,2741160
821,3076,2741750,6212,2741750
821,3076,2742750,6212,2742750
821,3076,2743560,6212,2743560
821,3076,2744030,6212,2744030
821,3076,2745030,6212,2745030
821,3076,2746030,6212,2746030
821,3076,2747030,6212,2747030
821,3076,2748030,6212,2748030
822,3084,2749030,6212,2749030
822,3084,2749840,6212,2749840
822,3084,2750840,6212,2750840
822,3084,2751840,6212,2751840
822,3084,2752840,6212,2752840
822,3084,2753650,6212,2753650
822,3084,2753650,6212,2753650
822,3084,2754650,6212,2754650
822,3084,2755120,6212,2755120
822,3084,2755930,6212,2755930
822,3084,2756930,6212,2756930
822,3084,2757930,6212,2757930
823,3092,2758740,6212,2758740
823,3092,2758740,6212,2758740
824,3100,2762740,6212,2762740
824,3100,2763740,6212,2763740
824,3100,2763740,6212,2763740
824,3100,2763740,6212,2763740
825,3108,2764740,6212,2764740
825,3108,2765740,6212,2765740
825,3108,2766740,6212,2766740
825,3108,2766740,6212,2766740
825,3108,2767740,6212,2767740
825,3108,2768740,6212,2768740
825,3108,2769740,6212,2769740
825,3108,2769740,6212,2769740
825,3108,2769740,6212,2769740
825,3108,2770210,6212,2770210
825,3108,2770210,6212,2770210
825,3108,2771210,6212,2771210
825,3108,2771680,6212,2771680
825,3108,2772490,6212,2772490
825,3108,2773490,6212,2773490
825,3108,2773490,6212,2773490
825,3108,2774490,6212,2774490
825,3108,2775300,6212,2775300
825,3108,2776110,6212,2776110
826,3116,2784110,6212,2784110
826,3116,2784920,6212,2784920
827,3124,2785920,6212,2785920
827,3124,2786510,6212,2786510
827,3124,2786510,6212,2786510
827,3124,2787510,6212,2787510
827,3124,2788510,6212,2788510
827,3124,2789160,6212,2789160
828,3132,2789810,6212,2789810
828,3132,2790810,6212,2790810
829,3140,2798810,6212,2798810
829,3140,2799810,6212,2799810
829,3140,2800620,6212,2800620
829,3140,2801210,6212,2801210
830,3148,2802210,6212,2802210
830,3148,2803210,6212,2803210
830,3148,2803210,6212,2803210
830,3148,2804210,6212,2804210
830,3148,2805210,6212,2805210
830,3148,2805860,6212,2805860
830,3148,2806330,6212,2806330
830,3148,2807140,6212,2807140
830,3148,2808140,6212,2808140
830,3148,2808610,6212,2808610
830,3148,2809080,6212,2809080
830,3148,2810080,6212,2810080
830,3148,2810080,6212,2810080
830,3148,2810890,6212,2810890
830,3148,2810890,6212,2810890
830,3148,2810890,6212,2810890
830,3148,2811890,6212,2811890
830,3148,2812890,6212,2812890
831,3156,2813700,6212,2813700
831,3156,2813700,6212,2813700
831,3156,2814700,6212,2814700
831,3156,2814700,6212,2814700
832,3164,2815700,6212,2815700
832,3164,2816700,6212,2816700
832,3164,2816700,6212,2816700
832,3164,2817700,6212,2817700
832,3164,2818700,6212,2818700
832,3164,2819700,6212,2819700
832,3164,2820290,6212,2820290
832,3164,2820290,6212,2820290
832,3164,2821290,6212,2821290
832,3164,2822290,6212,2822290
832,3164,2823290,6212,2823290
832,3164,2823760,6212,2823760
832,3164,2824570,6212,2824570
832,3164,2825040,6212,2825040
832,3164,2826040,6212,2826040
832,3164,2828040,6212,2828040
833,3172,2829040,6212,2829040
833,3172,2830040,6212,2830040
833,3172,2830360,6212,2830360
833,3172,2830360,6212,2830360
833,3172,2831360,6212,2831360
833,3172,2832360,6212,2832360
833,3172,2833360,6212,2833360
833,3172,2834170,6212,2834170
833,3172,2834980,6212,2834980
833,3172,2835980,6212,2835980
833,3172,2836790,6212,2836790
833,3172,2836790,6212,2836790
833,3172,2837600,6212,2837600
834,3180,2838250,6212,2838250
834,3180,2838720,6212,2838720
834,3180,2839720,6212,2839720
834,3180,2840190,6212,2840190
834,3180,2841190,6212,2841190
834,3180,2841840,6212,2841840
834,3180,2841840,6212,2841840
835,3188,2842840,6212,2842840
835,3188,2843840,6212,2843840
835,3188,2844840,6212,2844840
835,3188,2845300,6212,2845300
835,3188,2846300,6212,2846300
835,3188,2846300,6212,2846300
835,3188,2847300,6212,2847300
835,3188,2847620,6212,2847620
835,3188,2848430,6212,2848430
835,3188,2848430,6212,2848430
835,3188,2849430,6212,2849430
835,3188,2850430,6212,2850430
835,3188,2850900,6212,2850900
835,3188,2851900,6212,2851900
835,3188,2851900,6212,2851900
835,3188,2852710,6212,2852710
836,3196,2853710,6212,2853710
836,3196,2854710,6212,2854710
836,3196,2855520,6212,2855520
836,3196,2856170,6212,2856170
836,3196,2856640,6212,2856640
836,3196,2856960,6212,2856960
836,3196,2857960,6212,2857960
836,3196,2858960,6212,2858960
836,3196,2859960,6212,2859960
837,3204,2860770,6212,2860770
837,3204,2861770,6212,2861770
837,3204,2862770,6212,2862770
837,3204,2863580,6212,2863580
837,3204,2867580,6212,2867580
837,3204,2868050,6212,2868050
837,3204,2868600,6212,2868600
837,3204,2869070,6212,2869070
838,3212,2870070,6212,2870070
838,3212,2870880,6212,2870880
838,3212,2871880,6212,2871880
838,3212,2872350,6212,2872350
838,3212,2873160,6212,2873160
838,3212,2874160,6212,2874160
838,3212,2875160,6212,2875160
838,3212,2876160,6212,2876160
838,3212,2876160,6212,2876160
838,3212,2876380,6212,2876380
838,3212,2877190,6212,2877190
838,3212,2878190,6212,2878190
838,3212,2879190,6212,2879190
838,3212,2879190,6212,2879190
838,3212,2880190,6212,2880190
838,3212,2881190,6212,2881190
838,3212,2882190,6212,2882190
839,3220,2883190,6212,2883190
839,3220,2884190,6212,2884190
839,3220,2884660,6212,2884660
839,3220,2885660,6212,2885660
840,3228,2886130,6212,2886130
840,3228,2887130,6212,2887130
840,3228,2888130,6212,2888130
840,3228,2889130,6212,2889130
