ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
650,1708,1304160,6212,1304160
650,1708,1305160,6212,1305160
650,1708,1306160,6212,1306160
650,1708,1307160,6212,1307160
650,1708,1307160,6212,1307160
650,1708,1307160,6212,1307160
651,1716,1307160,6212,1307160
651,1716,1307710,6212,1307710
651,1716,1308710,6212,1308710
651,1716,1309710,6212,1309710
651,1716,1310030,6212,1310030
651,1716,1311030,6212,1311030
651,1716,1312030,6212,1312030
651,1716,1313030,6212,1313030
651,1716,1314030,6212,1314030
652,1724,1315030,6212,1315030
652,1724,1316030,6212,1316030
652,1724,1316840,6212,1316840
652,1724,1317650,6212,1317650
652,1724,1318460,6212,1318460
652,1724,1319270,6212,1319270
652,1724,1319270,6212,1319270
652,1724,1320270,6212,1320270
652,1724,1321080,6212,1321080
652,1724,1322080,6212,1322080
652,1724,1323080,6212,1323080
653,1732,1323550,6212,1323550
653,1732,1324360,6212,1324360
653,1732,1325360,6212,1325360
653,1732,1325360,6212,1325360
653,1732,1325680,6212,1325680
653,1732,1326680,6212,1326680
653,1732,1327680,6212,1327680
653,1732,1328490,6212,1328490
653,1732,1329490,6212,1329490
654,1740,1329960,6212,1329960
654,1740,1330960,6212,1330960
654,1740,1331960,6212,1331960
654,1740,1332960,6212,1332960
654,1740,1333430,6212,1333430
654,1740,1335430,6212,1335430
654,1740,1335900,6212,1335900
654,1740,1336900,6212,1336900
654,1740,1336900,6212,1336900
654,1740,1337710,6212,1337710
655,1748,1338710,6212,1338710
655,1748,1339710,6212,1339710
655,1748,1339940,6212,1339940
655,1748,1340940,6212,1340940
655,1748,1341940,6212,1341940
655,1748,1342940,6212,1342940
655,1748,1343410,6212,1343410
655,1748,1344410,6212,1344410
656,1756,1345410,6212,1345410
656,1756,1346410,6212,1346410
656,1756,1346630,6212,1346630
656,1756,1347630,6212,1347630
656,1756,1347950,6212,1347950
656,1756,1348950,6212,1348950
656,1756,1349950,6212,1349950
656,1756,1350950,6212,1350950
656,1756,1351950,6212,1351950
656,1756,1352760,6212,1352760
657,1764,1353760,6212,1353760
657,1764,1354760,6212,1354760
657,1764,1355080,6212,1355080
657,1764,1355890,6212,1355890
657,1764,1356700,6212,1356700
657,1764,1356700,6212,1356700
657,1764,1357510,6212,1357510
657,1764,1357510,6212,1357510
657,1764,1358320,6212,1358320
658,1772,1358790,6212,1358790
658,1772,1359110,6212,1359110
658,1772,1359580,6212,1359580
658,1772,1359580,6212,1359580
658,1772,1360230,6212,1360230
658,1772,1361230,6212,1361230
658,1772,1362040,6212,1362040
658,1772,1362850,6212,1362850
658,1772,1363850,6212,1363850
658,1772,1364660,6212,1364660
658,1772,1365660,6212,1365660
658,1772,1366130,6212,1366130
658,1772,1366450,6212,1366450
658,1772,1367260,6212,1367260
658,1772,1367260,6212,1367260
659,1780,1368260,6212,1368260
659,1780,1369260,6212,1369260
659,1780,1369260,6212,1369260
659,1780,1369260,6212,1369260
659,1780,1369260,6212,1369260
659,1780,1370260,6212,1370260
659,1780,1370730,6212,1370730
659,1780,1371730,6212,1371730
659,1780,1372540,6212,1372540
659,1780,1373540,6212,1373540
659,1780,1374130,6212,1374130
659,1780,1374360,6212,1374360
659,1780,1375170,6212,1375170
660,1788,1375640,6212,1375640
660,1788,1376110,6212,1376110
660,1788,1377110,6212,1377110
660,1788,1378110,6212,1378110
660,1788,1378920,6212,1378920
660,1788,1379730,6212,1379730
660,1788,1380730,6212,1380730
660,1788,1381730,6212,1381730
661,1796,1382730,6212,1382730
661,1796,1383730,6212,1383730
661,1796,1384540,6212,1384540
661,1796,1384860,6212,1384860
661,1796,1385670,6212,1385670
661,1796,1386670,6212,1386670
661,1796,1386900,6212,1386900
661,1796,1387370,6212,1387370
661,1796,1388370,6212,1388370
661,1796,1389370,6212,1389370
661,1796,1390370,6212,1390370
661,1796,1390370,6212,1390370
661,1796,1391180,6212,1391180
662,1804,1392180,6212,1392180
662,1804,1393180,6212,1393180
662,1804,1393180,6212,1393180
662,1804,1393990,6212,1393990
662,1804,1394800,6212,1394800
662,1804,1394800,6212,1394800
662,1804,1395800,6212,1395800
662,1804,1396800,6212,1396800
662,1804,1397020,6212,1397020
662,1804,1397490,6212,1397490
662,1804,1397960,6212,1397960
663,1812,1398960,6212,1398960
663,1812,1399610,6212,1399610
663,1812,1400420,6212,1400420
663,1812,1400740,6212,1400740
663,1812,1401060,6212,1401060
663,1812,1402060,6212,1402060
663,1812,1402060,6212,1402060
663,1812,1403060,6212,1403060
663,1812,1403870,6212,1403870
663,1812,1404870,6212,1404870
664,1820,1405870,6212,1405870
664,1820,1406870,6212,1406870
664,1820,1407680,6212,1407680
664,1820,1407900,6212,1407900
664,1820,1408900,6212,1408900
664,1820,1408900,6212,1408900
664,1820,1409900,6212,1409900
664,1820,1410900,6212,1410900
664,1820,1411710,6212,1411710
664,1820,1411940,6212,1411940
664,1820,1412940,6212,1412940
665,1828,1414940,6212,1414940
665,1828,1415940,6212,1415940
665,1828,1415940,6212,1415940
665,1828,1416940,6212,1416940
665,1828,1417940,6212,1417940
665,1828,1418940,6212,1418940
665,1828,1419750,6212,1419750
665,1828,1420070,6212,1420070
666,1836,1420540,6212,1420540
666,1836,1421350,6212,1421350
666,1836,1422350,6212,1422350
666,1836,1422350,6212,1422350
666,1836,1423350,6212,1423350
666,1836,1424160,6212,1424160
666,1836,1425160,6212,1425160
666,1836,1426160,6212,1426160
667,1844,1427160,6212,1427160
667,1844,1427970,6212,1427970
667,1844,1428560,6212,1428560
667,1844,1429560,6212,1429560
667,1844,1430370,6212,1430370
667,1844,1431370,6212,1431370
667,1844,1432370,6212,1432370
667,1844,1432840,6212,1432840
667,1844,1433840,6212,1433840
667,1844,1434840,6212,1434840
668,1852,1435840,6212,1435840
668,1852,1436840,6212,1436840
668,1852,1437160,6212,1437160
668,1852,1437160,6212,1437160
668,1852,1438160,6212,1438160
668,1852,1438390,6212,1438390
668,1852,1438980,6212,1438980
668,1852,1438980,6212,1438980
668,1852,1439980,6212,1439980
668,1852,1440980,6212,1440980
668,1852,1441450,6212,1441450
668,1852,1441450,6212,1441450
668,1852,1441450,6212,1441450
668,1852,1441450,6212,1441450
668,1852,1442450,6212,1442450
668,1852,1442450,6212,1442450
668,1852,1442770,6212,1442770
669,1860,1443770,6212,1443770
669,1860,1444770,6212,1444770
669,1860,1445420,6212,1445420
669,1860,1446420,6212,1446420
669,1860,1447230,6212,1447230
669,1860,1448230,6212,1448230
669,1860,1449230,6212,1449230
669,1860,1450230,6212,1450230
670,1868,1451230,6212,1451230
670,1868,1451460,6212,1451460
670,1868,1451460,6212,1451460
670,1868,1452460,6212,1452460
670,1868,1452460,6212,1452460
670,1868,1453270,6212,1453270
670,1868,1453270,6212,1453270
670,1868,1454080,6212,1454080
670,1868,1455080,6212,1455080
670,1868,1455550,6212,1455550
670,1868,1456550,6212,1456550
670,1868,1457360,6212,1457360
671,1876,1458010,6212,1458010
671,1876,1459010,6212,1459010
671,1876,1460010,6212,1460010
671,1876,1460010,6212,1460010
671,1876,1460820,6212,1460820
671,1876,1461820,6212,1461820
671,1876,1462820,6212,1462820
671,1876,1463820,6212,1463820
671,1876,1464820,6212,1464820
672,1884,1465820,6212,1465820
672,1884,1466820,6212,1466820
672,1884,1467820,6212,1467820
672,1884,1468820,6212,1468820
672,1884,1469820,6212,1469820
672,1884,1470820,6212,1470820
672,1884,1470820,6212,1470820
672,1884,1471290,6212,1471290
672,1884,1472100,6212,1472100
673,1892,1473100,6212,1473100
673,1892,1473910,6212,1473910
673,1892,1474910,6212,1474910
673,1892,1475910,6212,1475910
673,1892,1476230,6212,1476230
673,1892,1477040,6212,1477040
673,1892,1477510,6212,1477510
673,1892,1478510,6212,1478510
673,1892,1479510,6212,1479510
673,1892,1479510,6212,1479510
673,1892,1480320,6212,1480320
673,1892,1481130,6212,1481130
673,1892,1481600,6212,1481600
673,1892,1481820,6212,1481820
673,1892,1482820,6212,1482820
674,1900,1483820,6212,1483820
674,1900,1484630,6212,1484630
674,1900,1485630,6212,1485630
674,1900,1485630,6212,1485630
674,1900,1485630,6212,1485630
674,1900,1486630,6212,1486630
674,1900,1487280,6212,1487280
675,1908,1495280,6212,1495280
675,1908,1495750,6212,1495750
675,1908,1496750,6212,1496750
675,1908,1497750,6212,1497750
675,1908,1497750,6212,1497750
676,1916,1498750,6212,1498750
676,1916,1499750,6212,1499750
676,1916,1500750,6212,1500750
676,1916,1501750,6212,1501750
676,1916,1501750,6212,1501750
676,1916,1501750,6212,1501750
676,1916,1502750,6212,1502750
676,1916,1503750,6212,1503750
676,1916,1504560,6212,1504560
676,1916,1504880,6212,1504880
676,1916,1505880,6212,1505880
677,1924,1506530,6212,1506530
677,1924,1507340,6212,1507340
677,1924,1507500,6212,1507500
677,1924,1507730,6212,1507730
677,1924,1508380,6212,1508380
677,1924,1509380,6212,1509380
677,1924,1509380,6212,1509380
677,1924,1510380,6212,1510380
677,1924,1511380,6212,1511380
677,1924,1512380,6212,1512380
677,1924,1513380,6212,1513380
677,1924,1514190,6212,1514190
678,1932,1515190,6212,1515190
678,1932,1515660,6212,1515660
678,1932,1516660,6212,1516660
678,1932,1517310,6212,1517310
678,1932,1518310,6212,1518310
678,1932,1519120,6212,1519120
678,1932,1520120,6212,1520120
678,1932,1520770,6212,1520770
678,1932,1521360,6212,1521360
678,1932,1521830,6212,1521830
679,1940,1522830,6212,1522830
679,1940,1523830,6212,1523830
679,1940,1523830,6212,1523830
679,1940,1523830,6212,1523830
679,1940,1524830,6212,1524830
679,1940,1525830,6212,1525830
679,1940,1526640,6212,1526640
679,1940,1526640,6212,1526640
679,1940,1527450,6212,1527450
679,1940,1528450,6212,1528450
679,1940,1528910,6212,1528910
679,1940,1529560,6212,1529560
679,1940,1530030,6212,1530030
679,1940,1530030,6212,1530030
679,1940,1530190,6212,1530190
680,1948,1531190,6212,1531190
680,1948,1531190,6212,1531190
680,1948,1532190,6212,1532190
680,1948,1533190,6212,1533190
680,1948,1534190,6212,1534190
680,1948,1535190,6212,1535190
680,1948,1535190,6212,1535190
680,1948,1536190,6212,1536190
680,1948,1537190,6212,1537190
680,1948,1537420,6212,1537420
680,1948,1537890,6212,1537890
680,1948,1537890,6212,1537890
680,1948,1538360,6212,1538360
681,1956,1539360,6212,1539360
681,1956,1539830,6212,1539830
681,1956,1539830,6212,1539830
681,1956,1540640,6212,1540640
681,1956,1541110,6212,1541110
681,1956,1542110,6212,1542110
681,1956,1542430,6212,1542430
681,1956,1543430,6212,1543430
681,1956,1543430,6212,1543430
681,1956,1544240,6212,1544240
681,1956,1545050,6212,1545050
681,1956,1545050,6212,1545050
681,1956,1546050,6212,1546050
682,1964,1546520,6212,1546520
682,1964,1547330,6212,1547330
682,1964,1547800,6212,1547800
682,1964,1548800,6212,1548800
682,1964,1548800,6212,1548800
682,1964,1548800,6212,1548800
682,1964,1549800,6212,1549800
682,1964,1549800,6212,1549800
682,1964,1550800,6212,1550800
682,1964,1551800,6212,1551800
682,1964,1552610,6212,1552610
682,1964,1553610,6212,1553610
682,1964,1553610,6212,1553610
683,1972,1554610,6212,1554610
683,1972,1555610,6212,1555610
683,1972,1555610,6212,1555610
683,1972,1556610,6212,1556610
683,1972,1556610,6212,1556610
683,1972,1556610,6212,1556610
683,1972,1557610,6212,1557610
683,1972,1558610,6212,1558610
683,1972,1558840,6212,1558840
684,1980,1566840,6212,1566840
684,1980,1566840,6212,1566840
684,1980,1567310,6212,1567310
685,1988,1568310,6212,1568310
685,1988,1568960,6212,1568960
685,1988,1569960,6212,1569960
685,1988,1570770,6212,1570770
685,1988,1571240,6212,1571240
685,1988,1571240,6212,1571240
685,1988,1571240,6212,1571240
685,1988,1572050,6212,1572050
685,1988,1572860,6212,1572860
685,1988,1573860,6212,1573860
685,1988,1574860,6212,1574860
685,1988,1575860,6212,1575860
685,1988,1576670,6212,1576670
685,1988,1577480,6212,1577480
686,1996,1578480,6212,1578480
686,1996,1579480,6212,1579480
686,1996,1580480,6212,1580480
686,1996,1581290,6212,1581290
686,1996,1582100,6212,1582100
686,1996,1583100,6212,1583100
686,1996,1583570,6212,1583570
686,1996,1584570,6212,1584570
686,1996,1585570,6212,1585570
687,2004,1586040,6212,1586040
687,2004,1586040,6212,1586040
687,2004,1586850,6212,1586850
687,2004,1587850,6212,1587850
687,2004,1587850,6212,1587850
687,2004,1587850,6212,1587850
687,2004,1588320,6212,1588320
687,2004,1589320,6212,1589320
687,2004,1590320,6212,1590320
687,2004,1591130,6212,1591130
687,2004,1592130,6212,1592130
687,2004,1592130,6212,1592130
687,2004,1592940,6212,1592940
688,2012,1593940,6212,1593940
688,2012,1594260,6212,1594260
688,2012,1595260,6212,1595260
688,2012,1596260,6212,1596260
688,2012,1596260,6212,1596260
689,2020,1604260,6212,1604260
689,2020,1605260,6212,1605260
689,2020,1606260,6212,1606260
689,2020,1607260,6212,1607260
689,2020,1608260,6212,1608260
689,2020,1608730,6212,1608730
689,2020,1608730,6212,1608730
689,2020,1609730,6212,1609730
690,2028,1610730,6212,1610730
690,2028,1611200,6212,1611200
690,2028,1612200,6212,1612200
690,2028,1613200,6212,1613200
690,2028,1614200,6212,1614200
690,2028,1615200,6212,1615200
690,2028,1616200,6212,1616200
690,2028,1616360,6212,1616360
691,2036,1617360,6212,1617360
691,2036,1618360,6212,1618360
691,2036,1619360,6212,1619360
691,2036,1620360,6212,1620360
691,2036,1621170,6212,1621170
691,2036,1621170,6212,1621170
691,2036,1621640,6212,1621640
691,2036,1621640,6212,1621640
691,2036,1622450,6212,1622450
691,2036,1623450,6212,1623450
691,2036,1624450,6212,1624450
691,2036,1625450,6212,1625450
691,2036,1625450,6212,1625450
691,2036,1626450,6212,1626450
691,2036,1626450,6212,1626450
691,2036,1626450,6212,1626450
691,2036,1626450,6212,1626450
691,2036,1626450,6212,1626450
692,2044,1626920,6212,1626920
692,2044,1627240,6212,1627240
692,2044,1628240,6212,1628240
692,2044,1629240,6212,1629240
692,2044,1630050,6212,1630050
692,2044,1631050,6212,1631050
692,2044,1632050,6212,1632050
692,2044,1632050,6212,1632050
692,2044,1633050,6212,1633050
692,2044,1633050,6212,1633050
692,2044,1633050,6212,1633050
692,2044,1634050,6212,1634050
693,2052,1634370,6212,1634370
693,2052,1635370,6212,1635370
693,2052,1636370,6212,1636370
693,2052,1636840,6212,1636840
693,2052,1637840,6212,1637840
693,2052,1638840,6212,1638840
693,2052,1639840,6212,1639840
693,2052,1639840,6212,1639840
693,2052,1640160,6212,1640160
694,2060,1641160,6212,1641160
694,2060,1642160,6212,1642160
694,2060,1643160,6212,1643160
694,2060,1644160,6212,1644160
694,2060,1645160,6212,1645160
694,2060,1646160,6212,1646160
694,2060,1646160,6212,1646160
694,2060,1647160,6212,1647160
694,2060,1647160,6212,1647160
694,2060,1648160,6212,1648160
694,2060,1649160,6212,1649160
695,2068,1650160,6212,1650160
695,2068,1650710,6212,1650710
695,2068,1651710,6212,1651710
695,2068,1652180,6212,1652180
695,2068,1653180,6212,1653180
695,2068,1654180,6212,1654180
695,2068,1655180,6212,1655180
695,2068,1656180,6212,1656180
695,2068,1657180,6212,1657180
696,2076,1658180,6212,1658180
696,2076,1658180,6212,1658180
696,2076,1658180,6212,1658180
696,2076,1659180,6212,1659180
696,2076,1659180,6212,1659180
696,2076,1660180,6212,1660180
696,2076,1661180,6212,1661180
696,2076,1661830,6212,1661830
696,2076,1661830,6212,1661830
696,2076,1662830,6212,1662830
696,2076,1662830,6212,1662830
696,2076,1663830,6212,1663830
697,2084,1664830,6212,1664830
697,2084,1665830,6212,1665830
697,2084,1666640,6212,1666640
697,2084,1667450,6212,1667450
697,2084,1668000,6212,1668000
697,2084,1668000,6212,1668000
697,2084,1668000,6212,1668000
697,2084,1668000,6212,1668000
697,2084,1669000,6212,1669000
697,2084,1669810,6212,1669810
697,2084,1669810,6212,1669810
697,2084,1670810,6212,1670810
697,2084,1671280,6212,1671280
697,2084,1672280,6212,1672280
698,2092,1673280,6212,1673280
698,2092,1673510,6212,1673510
698,2092,1674320,6212,1674320
698,2092,1674320,6212,1674320
698,2092,1674790,6212,1674790
698,2092,1675790,6212,1675790
698,2092,1676260,6212,1676260
698,2092,1676850,6212,1676850
698,2092,1676850,6212,1676850
698,2092,1677320,6212,1677320
698,2092,1678320,6212,1678320
699,2100,1679320,6212,1679320
699,2100,1679910,6212,1679910
699,2100,1679910,6212,1679910
699,2100,1680910,6212,1680910
699,2100,1681720,6212,1681720
699,2100,1681720,6212,1681720
699,2100,1682040,6212,1682040
699,2100,1683040,6212,1683040
699,2100,1683850,6212,1683850
699,2100,1684070,6212,1684070
699,2100,1684390,6212,1684390
699,2100,1685390,6212,1685390
699,2100,1685390,6212,1685390
699,2100,1685860,6212,1685860
699,2100,1685860,6212,1685860
699,2100,1686860,6212,1686860
700,2108,1687860,6212,1687860
700,2108,1688330,6212,1688330
700,2108,1689330,6212,1689330
700,2108,1690330,6212,1690330
700,2108,1690330,6212,1690330
700,2108,1690980,6212,1690980
700,2108,1691460,6212,1691460
700,2108,1691460,6212,1691460
700,2108,1691460,6212,1691460
700,2108,1692460,6212,1692460
700,2108,1692460,6212,1692460
700,2108,1692920,6212,1692920
700,2108,1693570,6212,1693570
700,2108,1694570,6212,1694570
701,2116,1695570,6212,1695570
701,2116,1696570,6212,1696570
701,2116,1696570,6212,1696570
701,2116,1696730,6212,1696730
701,2116,1697730,6212,1697730
701,2116,1697730,6212,1697730
701,2116,1697730,6212,1697730
701,2116,1698730,6212,1698730
701,2116,1699380,6212,1699380
701,2116,1699610,6212,1699610
701,2116,1699610,6212,1699610
701,2116,1700080,6212,1700080
701,2116,1701080,6212,1701080
701,2116,1701080,6212,1701080
701,2116,1701080,6212,1701080
701,2116,1702080,6212,1702080
701,2116,1703080,6212,1703080
701,2116,1703190,6212,1703190
702,2124,1703650,6212,1703650
702,2124,1704460,6212,1704460
702,2124,1704690,6212,1704690
702,2124,1704690,6212,1704690
702,2124,1705500,6212,1705500
702,2124,1706310,6212,1706310
702,2124,1707310,6212,1707310
702,2124,1707580,6212,1707580
702,2124,1708580,6212,1708580
702,2124,1708580,6212,1708580
702,2124,1708740,6212,1708740
702,2124,1708740,6212,1708740
702,2124,1709550,6212,1709550
703,2132,1710550,6212,1710550
703,2132,1711550,6212,1711550
703,2132,1712020,6212,1712020
703,2132,1712020,6212,1712020
703,2132,1712020,6212,1712020
703,2132,1712020,6212,1712020
703,2132,1712830,6212,1712830
703,2132,1713830,6212,1713830
703,2132,1714640,6212,1714640
703,2132,1715640,6212,1715640
703,2132,1716640,6212,1716640
703,2132,1717450,6212,1717450
704,2140,1718450,6212,1718450
704,2140,1719450,6212,1719450
704,2140,1720450,6212,1720450
704,2140,1721450,6212,1721450
704,2140,1722100,6212,1722100
704,2140,1722910,6212,1722910
704,2140,1723910,6212,1723910
704,2140,1724910,6212,1724910
704,2140,1725720,6212,1725720
704,2140,1726720,6212,1726720
704,2140,1726720,6212,1726720
705,2148,1727720,6212,1727720
705,2148,1727720,6212,1727720
705,2148,1728530,6212,1728530
705,2148,1729530,6212,1729530
705,2148,1730000,6212,1730000
705,2148,1731000,6212,1731000
705,2148,1731470,6212,1731470
705,2148,1732470,6212,1732470
705,2148,1732470,6212,1732470
705,2148,1733470,6212,1733470
705,2148,1733790,6212,1733790
705,2148,1734790,6212,1734790
706,2156,1735790,6212,1735790
706,2156,1736600,6212,1736600
706,2156,1737600,6212,1737600
706,2156,1737920,6212,1737920
706,2156,1738920,6212,1738920
706,2156,1739390,6212,1739390
706,2156,1739610,6212,1739610
706,2156,1740610,6212,1740610
706,2156,1741080,6212,1741080
706,2156,1741400,6212,1741400
706,2156,1742210,6212,1742210
706,2156,1743020,6212,1743020
706,2156,1743020,6212,1743020
707,2164,1744020,6212,1744020
707,2164,1745020,6212,1745020
707,2164,1746020,6212,1746020
707,2164,1746020,6212,1746020
707,2164,1746830,6212,1746830
707,2164,1746830,6212,1746830
707,2164,1747830,6212,1747830
707,2164,1748060,6212,1748060
707,2164,1749060,6212,1749060
707,2164,1749060,6212,1749060
707,2164,1750060,6212,1750060
707,2164,1750060,6212,1750060
708,2172,1751060,6212,1751060
708,2172,1752060,6212,1752060
708,2172,1752530,6212,1752530
708,2172,1753530,6212,1753530
708,2172,1753530,6212,1753530
708,2172,1754530,6212,1754530
708,2172,1755340,6212,1755340
708,2172,1755810,6212,1755810
708,2172,1756810,6212,1756810
708,2172,1757810,6212,1757810
708,2172,1758620,6212,1758620
709,2180,1759090,6212,1759090
709,2180,1760090,6212,1760090
709,2180,1760090,6212,1760090
709,2180,1760900,6212,1760900
709,2180,1760900,6212,1760900
709,2180,1760900,6212,1760900
709,2180,1761710,6212,1761710
709,2180,1762710,6212,1762710
709,2180,1763710,6212,1763710
709,2180,1764710,6212,1764710
709,2180,1765300,6212,1765300
709,2180,1765620,6212,1765620
709,2180,1765940,6212,1765940
710,2188,1773940,6212,1773940
710,2188,1774490,6212,1774490
710,2188,1774960,6212,1774960
711,2196,1775960,6212,1775960
711,2196,1776960,6212,1776960
711,2196,1776960,6212,1776960
711,2196,1777430,6212,1777430
711,2196,1778240,6212,1778240
711,2196,1779240,6212,1779240
711,2196,1780240,6212,1780240
711,2196,1781240,6212,1781240
711,2196,1781710,6212,1781710
711,2196,1782710,6212,1782710
711,2196,1782710,6212,1782710
712,2204,1783710,6212,1783710
712,2204,1784710,6212,1784710
712,2204,1784710,6212,1784710
712,2204,1785360,6212,1785360
712,2204,1786360,6212,1786360
712,2204,1787360,6212,1787360
712,2204,1787910,6212,1787910
712,2204,1787910,6212,1787910
712,2204,1787910,6212,1787910
712,2204,1788910,6212,1788910
712,2204,1789910,6212,1789910
712,2204,1789910,6212,1789910
713,2212,1790380,6212,1790380
713,2212,1791190,6212,1791190
713,2212,1791560,6212,1791560
713,2212,1791880,6212,1791880
713,2212,1792880,6212,1792880
713,2212,1793880,6212,1793880
713,2212,1793880,6212,1793880
713,2212,1794880,6212,1794880
713,2212,1795880,6212,1795880
713,2212,1796350,6212,1796350
713,2212,1796350,6212,1796350
713,2212,1797350,6212,1797350
713,2212,1798350,6212,1798350
714,2220,1799350,6212,1799350
714,2220,1800350,6212,1800350
714,2220,1801350,6212,1801350
714,2220,1802160,6212,1802160
714,2220,1802630,6212,1802630
714,2220,1803630,6212,1803630
714,2220,1804630,6212,1804630
714,2220,1805630,6212,1805630
715,2228,1806630,6212,1806630
715,2228,1807630,6212,1807630
715,2228,1808630,6212,1808630
715,2228,1809100,6212,1809100
715,2228,1809910,6212,1809910
715,2228,1809910,6212,1809910
715,2228,1809910,6212,1809910
715,2228,1809910,6212,1809910
715,2228,1810380,6212,1810380
715,2228,1810380,6212,1810380
715,2228,1810850,6212,1810850
715,2228,1811850,6212,1811850
715,2228,1811850,6212,1811850
715,2228,1812850,6212,1812850
716,2236,1813170,6212,1813170
716,2236,1814170,6212,1814170
716,2236,1814490,6212,1814490
716,2236,1815490,6212,1815490
716,2236,1816490,6212,1816490
716,2236,1816490,6212,1816490
716,2236,1816490,6212,1816490
716,2236,1816490,6212,1816490
716,2236,1817490,6212,1817490
716,2236,1818490,6212,1818490
717,2244,1819490,6212,1819490
717,2244,1820490,6212,1820490
717,2244,1820490,6212,1820490
717,2244,1821490,6212,1821490
717,2244,1822490,6212,1822490
717,2244,1823490,6212,1823490
717,2244,1824040,6212,1824040
717,2244,1824690,6212,1824690
717,2244,1825160,6212,1825160
718,2252,1826160,6212,1826160
718,2252,1827160,6212,1827160
718,2252,1828160,6212,1828160
718,2252,1829160,6212,1829160
718,2252,1830160,6212,1830160
718,2252,1831160,6212,1831160
718,2252,1831970,6212,1831970
718,2252,1832970,6212,1832970
719,2260,1833970,6212,1833970
719,2260,1833970,6212,1833970
719,2260,1834970,6212,1834970
719,2260,1835970,6212,1835970
719,2260,1836970,6212,1836970
719,2260,1837970,6212,1837970
719,2260,1838970,6212,1838970
719,2260,1839130,6212,1839130
719,2260,1839590,6212,1839590
719,2260,1839590,6212,1839590
719,2260,1839590,6212,1839590
719,2260,1840060,6212,1840060
720,2268,1841060,6212,1841060
720,2268,1842060,6212,1842060
720,2268,1843060,6212,1843060
720,2268,1843870,6212,1843870
720,2268,1843870,6212,1843870
720,2268,1844870,6212,1844870
720,2268,1845870,6212,1845870
720,2268,1846030,6212,1846030
720,2268,1846840,6212,1846840
720,2268,1847310,6212,1847310
720,2268,1847310,6212,1847310
720,2268,1847630,6212,1847630
720,2268,1847950,6212,1847950
720,2268,1848950,6212,1848950
720,2268,1849760,6212,1849760
720,2268,1850570,6212,1850570
720,2268,1851570,6212,1851570
720,2268,1852570,6212,1852570
720,2268,1852570,6212,1852570
721,2276,1853570,6212,1853570
722,2284,1861570,6212,1861570
722,2284,1861570,6212,1861570
722,2284,1862570,6212,1862570
722,2284,1863380,6212,1863380
722,2284,1864380,6212,1864380
722,2284,1865190,6212,1865190
722,2284,1865660,6212,1865660
722,2284,1866120,6212,1866120
722,2284,1866120,6212,1866120
722,2284,1866120,6212,1866120
722,2284,1866120,6212,1866120
722,2284,1867120,6212,1867120
722,2284,1868120,6212,1868120
722,2284,1868600,6212,1868600
722,2284,1869600,6212,1869600
722,2284,1870410,6212,1870410
723,2292,1871410,6212,1871410
723,2292,1871880,6212,1871880
723,2292,1872880,6212,1872880
723,2292,1873690,6212,1873690
723,2292,1874160,6212,1874160
723,2292,1875160,6212,1875160
723,2292,1875160,6212,1875160
723,2292,1876160,6212,1876160
723,2292,1876630,6212,1876630
723,2292,1877440,6212,1877440
724,2300,1878440,6212,1878440
724,2300,1878910,6212,1878910
724,2300,1878910,6212,1878910
724,2300,1879910,6212,1879910
724,2300,1880380,6212,1880380
724,2300,1881380,6212,1881380
724,2300,1881850,6212,1881850
724,2300,1882850,6212,1882850
724,2300,1883320,6212,1883320
724,2300,1884320,6212,1884320
724,2300,1885320,6212,1885320
725,2308,1885550,6212,1885550
725,2308,1885870,6212,1885870
725,2308,1885870,6212,1885870
725,2308,1886870,6212,1886870
725,2308,1887680,6212,1887680
725,2308,1888000,6212,1888000
725,2308,1889000,6212,1889000
725,2308,1889470,6212,1889470
725,2308,1890470,6212,1890470
725,2308,1891470,6212,1891470
725,2308,1892470,6212,1892470
726,2316,1893470,6212,1893470
726,2316,1894470,6212,1894470
726,2316,1895470,6212,1895470
726,2316,1896470,6212,1896470
726,2316,1896470,6212,1896470
726,2316,1897470,6212,1897470
726,2316,1898280,6212,1898280
726,2316,1899280,6212,1899280
726,2316,1900280,6212,1900280
727,2324,1901280,6212,1901280
727,2324,1901600,6212,1901600
727,2324,1902600,6212,1902600
727,2324,1903410,6212,1903410
727,2324,1904220,6212,1904220
727,2324,1904220,6212,1904220
727,2324,1904680,6212,1904680
727,2324,1904680,6212,1904680
727,2324,1905490,6212,1905490
727,2324,1905810,6212,1905810
727,2324,1906620,6212,1906620
727,2324,1906940,6212,1906940
727,2324,1907750,6212,1907750
