ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
2205030.98,35.5,0.32,192219.09,3.09
2204512.36,35.49,0.32,191689.98,3.09
2204147.49,35.49,0.32,191634.23,3.09
2204104.12,35.5,0.32,191404.81,3.08
2204076.12,35.5,0.33,191193.59,3.08
2203517.32,35.5,0.33,190705.62,3.07
2203678.71,35.5,0.33,190608.96,3.07
2203997.77,35.51,0.34,190738.08,3.07
2203424.86,35.51,0.34,190233.57,3.07
2203675.76,35.51,0.34,190839.61,3.08
2203105.78,35.51,0.34,190344.77,3.07
2203077.77,35.51,0.34,190133.55,3.06
2202753.46,35.51,0.34,189782.73,3.06
2202920.69,35.52,0.34,189690.31,3.06
2202920.69,35.52,0.34,189717.84,3.06
2202877.32,35.52,0.35,189488.42,3.06
2202668.59,35.52,0.35,189350.93,3.05
2202866.04,35.53,0.35,189303.6,3.05
2202158.5,35.52,0.35,188586.15,3.04
2202130.5,35.53,0.35,188374.93,3.04
2204600.3,35.57,0.39,191510.24,3.09
2205089.53,35.58,0.4,191791.87,3.09
2207559.32,35.62,0.44,194927.17,3.14
2206986.42,35.61,0.44,194422.67,3.14
2206894.51,35.61,0.44,194746.47,3.14
2207779.38,35.63,0.45,195646.14,3.16
2207016.48,35.62,0.45,194951.64,3.15
2206988.47,35.62,0.45,194740.42,3.14
2206415.56,35.62,0.45,194235.92,3.14
2206401.88,35.63,0.45,194042.89,3.13
2206312.37,35.62,0.45,193718.19,3.13
2205969.45,35.62,0.45,193720.17,3.13
2206854.32,35.64,0.47,194619.84,3.14
2206700.01,35.64,0.47,194553.94,3.14
2206672.01,35.64,0.47,194368.3,3.14
2206644.0,35.65,0.48,194182.65,3.14
2206615.99,35.66,0.48,193971.43,3.13
2206246.22,35.66,0.48,193948.12,3.13
2206218.21,35.66,0.49,193736.9,3.13
2206707.44,35.67,0.5,194018.53,3.14
2209177.24,35.71,0.54,197153.84,3.19
2208932.4,35.71,0.54,197402.52,3.19
2209817.28,35.73,0.55,198302.18,3.21
2209572.44,35.73,0.55,198253.32,3.21
2209502.3,35.73,0.56,198275.97,3.21
2209488.62,35.74,0.56,198082.94,3.2
2210373.49,35.75,0.58,198982.61,3.22
2210855.52,35.76,0.59,199085.54,3.22
2210078.28,35.75,0.58,198372.84,3.21
2209505.38,35.75,0.57,197842.76,3.2
2210714.46,35.77,0.59,198937.04,3.22
2210581.56,35.77,0.59,198846.96,3.22
2210553.55,35.77,0.6,198661.32,3.21
2210511.09,35.78,0.6,198432.8,3.21
2209748.18,35.77,0.6,197738.3,3.2
2209665.27,35.77,0.6,197723.8,3.2
2209651.59,35.78,0.6,197530.77,3.2
2209406.76,35.78,0.6,197527.13,3.2
2209036.98,35.78,0.6,197558.97,3.2
2208449.75,35.77,0.6,197036.27,3.19
2208079.98,35.77,0.6,197008.75,3.19
2207835.14,35.78,0.6,196959.89,3.19
2208116.72,35.78,0.61,197476.53,3.2
2208103.03,35.79,0.61,197283.5,3.2
2207340.13,35.78,0.6,196563.43,3.19
2207312.12,35.79,0.61,196352.2,3.18
2207284.11,35.79,0.62,196140.98,3.18
2209753.91,35.83,0.66,199276.29,3.23
2209740.23,35.84,0.66,199083.26,3.23
2209712.22,35.84,0.67,198897.62,3.23
2209649.28,35.84,0.67,199098.96,3.23
2209090.83,35.84,0.66,198611.76,3.22
2209062.82,35.85,0.67,198400.54,3.22
2208697.95,35.85,0.67,198344.79,3.22
2208641.25,35.85,0.67,198442.14,3.22
2209526.13,35.86,0.69,199341.81,3.24
2209161.26,35.86,0.69,199338.46,3.24
2208916.42,35.87,0.69,199372.06,3.24
2208329.19,35.86,0.68,198849.36,3.23
2206850.1,35.86,0.68,198822.57,3.23
2207734.97,35.87,0.7,199722.23,3.25
2207678.27,35.88,0.7,199819.59,3.25
2208563.14,35.89,0.71,200719.26,3.26
2207975.91,35.89,0.71,200196.56,3.25
2207962.23,35.89,0.71,200003.53,3.25
2207199.32,35.89,0.71,199309.03,3.24
2207199.32,35.89,0.71,199309.03,3.24
2206626.42,35.88,0.7,198804.53,3.23
2206583.95,35.89,0.71,198576.01,3.23
2205806.72,35.88,0.7,197863.31,3.22
2206015.81,35.89,0.71,197957.59,3.22
2205987.8,35.9,0.72,197746.37,3.22
2206306.86,35.9,0.73,197875.48,3.22
2205733.96,35.9,0.72,197345.4,3.21
2205026.42,35.89,0.72,196627.96,3.2
2204983.96,35.9,0.72,196399.44,3.2
2205473.19,35.91,0.73,196681.07,3.2
2205403.04,35.91,0.73,196703.72,3.2
2206287.92,35.92,0.75,197603.39,3.22
2205715.01,35.92,0.74,197098.88,3.21
2205196.39,35.92,0.74,196569.77,3.2
2204937.87,35.92,0.74,196301.34,3.2
2204881.17,35.92,0.74,196474.39,3.2
2205766.04,35.93,0.76,197374.06,3.22
2206975.13,35.95,0.78,198468.34,3.23
2206803.99,35.96,0.78,199293.62,3.25
2207142.14,35.97,0.79,199426.36,3.25
2207114.13,35.97,0.8,199240.71,3.25
2206595.51,35.97,0.79,198711.6,3.24
2206553.05,35.97,0.8,198483.08,3.24
2207042.28,35.99,0.81,198764.71,3.24
2206999.82,35.99,0.82,198536.2,3.24
2206754.98,35.99,0.82,198487.41,3.24
2206167.75,35.99,0.81,197964.71,3.23
2206139.74,35.99,0.82,197779.07,3.23
2205894.9,35.99,0.82,197775.35,3.23
2205187.37,35.99,0.81,197057.91,3.22
2206072.24,36.0,0.83,197957.57,3.23
2206072.24,36.0,0.83,197957.57,3.23
2206072.24,36.0,0.83,197957.57,3.23
2207281.33,36.02,0.85,199051.85,3.25
2207253.32,36.03,0.85,198866.2,3.25
2207008.48,36.03,0.85,198817.2,3.25
2206980.47,36.04,0.86,198631.55,3.24
2206422.02,36.03,0.85,198144.35,3.24
2206659.5,36.04,0.86,199044.9,3.25
2206659.5,36.04,0.86,199044.9,3.25
2206631.5,36.04,0.86,198833.68,3.25
2208851.94,36.08,0.9,201053.46,3.28
2209736.81,36.09,0.91,201953.13,3.3
2210621.69,36.11,0.93,202852.79,3.31
2210940.75,36.12,0.94,202981.91,3.32
2210367.84,36.11,0.93,202477.4,3.31
2211252.72,36.13,0.95,203377.07,3.32
2211224.71,36.13,0.95,203191.43,3.32
2211211.03,36.14,0.96,202998.4,3.32
2211033.49,36.14,0.96,202810.96,3.31
2210788.66,36.14,0.96,202807.47,3.32
2210543.82,36.14,0.96,202758.37,3.31
2209985.37,36.14,0.95,202271.16,3.31
2209957.36,36.14,0.96,202085.51,3.3
2209786.22,36.14,0.96,202910.8,3.32
2210995.3,36.16,0.98,204005.08,3.34
2211314.37,36.17,0.99,204134.19,3.34
2211069.53,36.18,0.99,204130.79,3.34
2212710.47,36.2,1.02,205440.81,3.36
2212214.06,36.2,1.01,204950.53,3.35
2212403.32,36.2,1.02,205007.44,3.35
2212158.48,36.21,1.02,205318.51,3.36
2211588.5,36.2,1.01,204823.67,3.35
2211015.6,36.2,1.01,204293.59,3.34
2210844.46,36.2,1.01,205118.88,3.36
2210286.0,36.2,1.01,204631.67,3.35
2210922.56,36.21,1.03,204935.75,3.36
2211411.79,36.22,1.04,205217.38,3.36
2210704.25,36.22,1.03,204499.94,3.35
2209996.71,36.21,1.03,203782.49,3.34
2209438.26,36.21,1.02,203295.29,3.33
2209075.07,36.21,1.02,202589.16,3.32
2209004.93,36.21,1.02,202611.8,3.32
2208692.02,36.21,1.02,202341.72,3.32
2208664.01,36.21,1.03,202130.5,3.31
2208419.17,36.21,1.03,202081.72,3.31
2208250.45,36.21,1.03,201903.09,3.31
2207487.55,36.21,1.02,201183.01,3.3
2207430.84,36.21,1.02,201362.75,3.3
2207186.01,36.21,1.02,201313.89,3.3
2207142.64,36.22,1.03,201084.47,3.3
2207072.5,36.22,1.03,201107.12,3.3
2207029.13,36.22,1.04,200877.7,3.3
2207001.59,36.22,1.04,200840.25,3.3
2206973.59,36.23,1.04,200654.61,3.29
2206655.54,36.23,1.04,200338.73,3.29
2206770.54,36.23,1.04,202014.52,3.32
2206007.64,36.22,1.03,201294.44,3.31
2208477.43,36.26,1.08,204429.75,3.36
2208232.6,36.26,1.08,204426.11,3.36
2208509.7,36.28,1.09,204276.98,3.36
2207936.79,36.27,1.08,203772.48,3.35
2207691.96,36.27,1.08,203779.26,3.35
2207929.44,36.28,1.09,204679.81,3.36
2207901.43,36.28,1.09,204494.17,3.36
2208390.66,36.29,1.1,204775.8,3.37
2207820.68,36.29,1.1,204280.96,3.36
2207807.0,36.29,1.1,204087.94,3.35
2207886.78,36.3,1.11,204341.43,3.36
2210356.58,36.34,1.15,207476.74,3.41
2212588.9,36.38,1.19,209711.49,3.45
2212368.03,36.37,1.18,209498.54,3.44
2212285.12,36.37,1.18,209458.47,3.44
2212406.01,36.38,1.19,209453.24,3.44
2211818.77,36.37,1.18,208930.54,3.44
2211647.63,36.38,1.19,209755.82,3.45
2211590.93,36.38,1.19,209853.18,3.45
2213231.87,36.41,1.22,211163.2,3.47
2214440.96,36.43,1.24,212257.48,3.49
2214412.95,36.43,1.24,212071.83,3.49
2214356.25,36.44,1.24,212288.89,3.49
2214356.25,36.44,1.24,212265.59,3.49
2214648.71,36.44,1.25,212548.14,3.5
2214075.81,36.44,1.24,212018.06,3.49
2213995.83,36.44,1.24,212013.23,3.49
2213232.92,36.43,1.24,211318.73,3.48
2213442.01,36.44,1.25,211413.0,3.48
2213197.17,36.44,1.25,211363.9,3.48
2213276.95,36.45,1.25,211673.28,3.49
2213486.03,36.46,1.26,211767.56,3.49
2212927.23,36.45,1.26,211279.59,3.48
2213812.11,36.47,1.27,212179.26,3.5
2213798.43,36.47,1.28,211986.23,3.49
2213416.65,36.47,1.28,211938.12,3.49
2212669.1,36.47,1.27,211261.82,3.48
2212096.2,36.46,1.27,210731.74,3.47
2211963.29,36.46,1.27,210641.66,3.47
2211808.98,36.46,1.27,210575.77,3.47
2211564.15,36.46,1.27,210526.62,3.47
2212053.38,36.48,1.28,210808.25,3.48
2212025.37,36.48,1.28,210597.03,3.47
2211997.36,36.49,1.29,210411.39,3.47
2211819.83,36.49,1.29,210223.94,3.47
2211791.82,36.49,1.3,210012.72,3.46
2211204.59,36.49,1.29,209490.02,3.46
2210631.68,36.48,1.29,208959.94,3.45
2209854.45,36.48,1.28,208247.24,3.44
2209873.81,36.48,1.28,208247.37,3.44
2209845.8,36.48,1.29,208061.73,3.43
2210562.85,36.5,1.3,210043.65,3.47
2209855.31,36.49,1.3,209326.2,3.46
2210016.7,36.5,1.3,209229.55,3.46
2209879.5,36.5,1.3,208636.05,3.45
2209851.49,36.5,1.31,208424.83,3.44
2209355.93,36.5,1.3,208017.27,3.44
2208783.03,36.49,1.3,207512.77,3.43
2208418.93,36.49,1.3,207162.28,3.42
2208362.23,36.49,1.3,207342.39,3.43
2208681.29,36.5,1.31,207471.5,3.43
2208866.76,36.51,1.31,207862.07,3.44
2209751.63,36.52,1.33,208761.74,3.45
2212221.43,36.56,1.37,211897.04,3.5
2214691.23,36.6,1.41,215032.35,3.55
2214446.39,36.61,1.41,214983.2,3.55
2213873.48,36.6,1.4,214453.13,3.55
2212346.38,36.6,1.4,214254.14,3.54
2212555.47,36.61,1.41,214348.42,3.55
2212310.63,36.61,1.41,214345.06,3.55
2212139.49,36.62,1.42,215170.35,3.56
2211376.58,36.61,1.41,214475.85,3.55
2211205.44,36.61,1.42,215301.13,3.56
2211694.67,36.62,1.43,215582.76,3.57
2212461.32,36.64,1.45,216951.72,3.59
2212118.39,36.64,1.45,216945.51,3.59
2213283.78,36.66,1.47,217778.02,3.61
2213920.33,36.68,1.49,218082.1,3.61
2213675.5,36.68,1.49,218033.32,3.61
2213156.88,36.68,1.48,217504.2,3.6
2212912.04,36.68,1.48,217500.48,3.61
2212734.51,36.68,1.48,217313.04,3.6
2211971.6,36.68,1.48,216592.96,3.59
2211943.59,36.68,1.48,216381.74,3.59
2211915.58,36.69,1.49,216196.09,3.59
2211887.58,36.69,1.49,216010.45,3.58
2211180.04,36.69,1.49,215293.0,3.57
2211269.24,36.69,1.49,215239.07,3.57
2210506.33,36.68,1.49,214544.57,3.56
2212976.13,36.73,1.53,217679.87,3.61
2212948.12,36.73,1.53,217494.23,3.61
2212703.28,36.73,1.53,217501.01,3.61
2212333.51,36.73,1.53,217483.56,3.61
2212038.9,36.73,1.53,217200.77,3.61
2211468.92,36.73,1.53,216705.94,3.6
2211412.22,36.73,1.53,216808.1,3.6
2211099.31,36.73,1.53,216563.6,3.6
2210921.78,36.73,1.53,216376.16,3.59
2210921.78,36.73,1.53,216376.16,3.59
2210768.87,36.73,1.53,216700.85,3.6
2210958.13,36.73,1.53,216690.11,3.6
2210746.97,36.73,1.53,216363.9,3.59
2210502.13,36.73,1.53,216315.04,3.59
2209929.23,36.73,1.52,215784.96,3.59
2209564.36,36.73,1.52,215871.3,3.59
2208991.45,36.72,1.52,215341.22,3.58
2208991.45,36.72,1.52,215341.22,3.58
2209352.46,36.73,1.53,215486.22,3.58
2209181.32,36.74,1.53,216311.5,3.6
2208936.48,36.74,1.53,216307.86,3.6
2208363.57,36.73,1.53,215777.79,3.59
2207741.65,36.73,1.52,215257.07,3.58
2207615.56,36.73,1.53,215038.91,3.58
2208780.94,36.75,1.55,215871.41,3.59
2208399.17,36.75,1.55,215824.74,3.59
2207922.73,36.75,1.55,215325.14,3.58
2207677.9,36.75,1.55,215313.31,3.58
2207303.8,36.75,1.54,215380.96,3.59
2208188.67,36.76,1.56,216280.63,3.6
2208012.19,36.77,1.56,216373.08,3.6
2207835.7,36.77,1.56,216544.43,3.61
2209044.79,36.79,1.58,217638.71,3.62
2209016.78,36.79,1.59,217453.07,3.62
2208988.77,36.8,1.6,217241.84,3.62
2209239.35,36.81,1.6,217098.83,3.62
2208611.75,36.81,1.6,217857.85,3.63
2209820.84,36.83,1.62,218952.12,3.65
2209247.93,36.82,1.62,218422.05,3.64
2211717.73,36.86,1.66,221557.35,3.69
2211347.96,36.86,1.66,221600.13,3.69
2210978.19,36.86,1.66,221566.11,3.69
2210405.28,36.86,1.66,221061.61,3.69
2210234.14,36.86,1.66,221886.9,3.7
2210870.69,36.88,1.68,222194.66,3.71
2211079.78,36.89,1.69,222288.94,3.71
2210593.99,36.89,1.68,221673.55,3.7
2210523.84,36.89,1.69,221696.2,3.7
2210467.14,36.89,1.69,221807.22,3.7
2210423.78,36.9,1.69,221577.8,3.7
2210410.1,36.9,1.7,221384.78,3.7
2210435.91,36.9,1.7,221210.27,3.69
2210191.07,36.91,1.7,221235.55,3.69
2210510.14,36.91,1.71,221364.66,3.7
2211182.31,36.93,1.72,222144.29,3.71
2211391.4,36.94,1.73,222238.56,3.71
2210715.87,36.94,1.73,222329.62,3.71
2210735.72,36.94,1.73,222442.27,3.72
2211258.49,36.95,1.75,222797.09,3.72
2211013.66,36.95,1.75,222748.23,3.72
2210454.86,36.95,1.74,222260.26,3.72
2210210.02,36.95,1.74,222256.62,3.72
2209965.18,36.95,1.74,222207.52,3.72
2209720.34,36.95,1.74,222204.12,3.72
2209133.11,36.95,1.74,221681.42,3.71
2210299.35,36.97,1.76,224035.83,3.75
2209729.37,36.96,1.75,223540.99,3.74
2209463.58,36.96,1.75,223145.6,3.73
2209393.44,36.96,1.75,223168.25,3.73
2208717.65,36.96,1.75,222362.86,3.72
2211187.45,37.0,1.79,225498.16,3.77
2212072.32,37.01,1.8,226397.83,3.79
2212261.58,37.02,1.81,226454.75,3.79
2212204.88,37.03,1.81,226823.25,3.8
2213089.76,37.04,1.83,227722.92,3.81
2212413.97,37.03,1.82,226917.53,3.8
2212577.57,37.04,1.83,227278.12,3.8
2212332.73,37.04,1.83,227229.34,3.8
2211962.96,37.04,1.83,227210.51,3.8
2211934.95,37.05,1.83,227024.87,3.8
2211960.77,37.05,1.83,226850.36,3.8
2212442.8,37.06,1.84,226953.29,3.8
2212068.7,37.05,1.84,226716.76,3.8
2211703.83,37.05,1.84,226663.51,3.8
2212376.01,37.07,1.85,227443.13,3.81
2212339.36,37.07,1.85,227752.56,3.82
2211766.46,37.06,1.85,227222.48,3.81
2208835.12,37.06,1.85,227178.68,3.81
2208663.98,37.07,1.86,228003.96,3.83
2208419.14,37.07,1.86,228000.24,3.83
2208248.0,37.07,1.86,228825.53,3.84
2209233.78,37.09,1.88,229478.57,3.85
2208864.01,37.09,1.88,229616.21,3.86
2209053.27,37.1,1.89,229673.12,3.86
2208377.48,37.1,1.88,228867.73,3.84
2209014.03,37.11,1.9,229171.81,3.85
2208651.88,37.11,1.9,229074.45,3.85
2208274.49,37.11,1.9,229024.11,3.85
2208029.65,37.11,1.9,229335.18,3.85
2207885.41,37.11,1.9,229162.04,3.85
2207542.48,37.11,1.9,229160.9,3.85
2206866.7,37.11,1.89,228355.51,3.84
2206690.21,37.11,1.9,228447.96,3.84
2206513.72,37.11,1.9,228663.86,3.85
2206594.51,37.12,1.9,228716.94,3.85
2206224.74,37.12,1.9,228694.41,3.85
2205842.96,37.12,1.9,228640.83,3.85
2205478.09,37.12,1.9,228880.44,3.85
2205113.23,37.12,1.9,228824.69,3.85
2205113.23,37.12,1.9,228823.73,3.85
2205283.31,37.12,1.91,228776.09,3.85
2204897.65,37.12,1.91,228484.29,3.85
2204861.01,37.12,1.91,228797.04,3.85
2204861.01,37.12,1.91,228797.04,3.85
2204491.24,37.12,1.91,229031.08,3.86
2204109.46,37.12,1.91,228967.25,3.86
2204052.76,37.13,1.91,229552.86,3.87
2203989.82,37.13,1.91,229754.2,3.87
2203671.28,37.13,1.92,230037.88,3.88
2203226.26,37.13,1.91,229672.63,3.87
2202856.49,37.13,1.92,229630.06,3.87
2202370.7,37.13,1.91,229014.67,3.86
2202005.84,37.13,1.91,228958.96,3.86
2198959.89,37.12,1.91,228900.11,3.86
2198452.68,37.12,1.91,228267.4,3.85
2198207.84,37.12,1.91,228218.62,3.85
2198377.92,37.13,1.92,228620.88,3.86
2198133.08,37.13,1.92,228571.78,3.86
2197768.22,37.13,1.92,228568.38,3.86
2197849.0,37.14,1.92,228621.47,3.86
2197604.17,37.14,1.92,228618.06,3.86
2197118.38,37.14,1.92,228002.67,3.85
2197081.74,37.14,1.92,228635.83,3.86
2196716.87,37.14,1.92,228637.82,3.87
2196472.03,37.14,1.92,228588.96,3.87
2196107.16,37.14,1.92,228527.86,3.86
2195862.33,37.14,1.92,228524.22,3.87
2195497.46,37.14,1.92,228471.17,3.87
2195115.68,37.14,1.92,228417.59,3.86
2194870.85,37.15,1.92,228368.73,3.86
2194505.98,37.15,1.93,228362.67,3.87
2194120.32,37.14,1.92,227953.46,3.86
2193950.73,37.14,1.93,228206.11,3.86
2193950.73,37.14,1.93,228206.11,3.86
2194635.29,37.16,1.94,229738.05,3.89
2194635.29,37.16,1.94,229738.05,3.89
2194390.45,37.17,1.94,229734.41,3.89
2194021.58,37.17,1.94,230250.66,3.9
2194043.36,37.17,1.94,230286.34,3.9
2193367.57,37.16,1.94,229480.95,3.89
2193147.72,37.16,1.94,229303.61,3.89
2193075.31,37.16,1.94,229283.97,3.89
2192710.44,37.16,1.94,229228.22,3.89
2192710.44,37.16,1.94,229228.22,3.89
2192710.44,37.16,1.94,229228.22,3.89
2192545.2,37.16,1.94,229125.03,3.88
2192180.34,37.16,1.94,229121.67,3.88
2192123.63,37.17,1.95,229219.03,3.89
2192123.63,37.17,1.95,229189.86,3.89
2191373.49,37.16,1.94,228532.5,3.88
2191175.03,37.16,1.94,228374.82,3.87
2190930.19,37.16,1.94,228408.43,3.87
2190444.4,37.16,1.94,227793.04,3.86
2190079.54,37.16,1.94,227739.79,3.86
2190168.73,37.16,1.94,228165.33,3.87
2189682.95,37.16,1.94,227549.93,3.86
2189197.16,37.16,1.93,226934.54,3.85
2189276.93,37.16,1.94,226943.83,3.85
2189032.1,37.16,1.94,227155.88,3.86
2188827.27,37.16,1.94,226999.13,3.85
2188462.4,37.16,1.94,226943.42,3.85
2188097.53,37.16,1.94,226940.02,3.85
2187732.66,37.16,1.94,226942.01,3.85
2187056.87,37.16,1.93,226136.62,3.84
2186672.81,37.15,1.93,225775.23,3.84
2186862.07,37.16,1.93,225764.33,3.84
2186497.2,37.16,1.93,225703.24,3.84
2186252.36,37.16,1.93,225691.77,3.84
2185909.43,37.16,1.93,225695.51,3.84
2185544.57,37.16,1.93,225639.76,3.84
2185246.34,37.16,1.93,225393.64,3.83
2184881.47,37.16,1.93,225390.28,3.83
2184395.68,37.16,1.93,224774.89,3.82
2183909.9,37.15,1.93,224159.5,3.81
2183545.03,37.15,1.93,224223.08,3.82
2183180.16,37.15,1.93,224100.39,3.81
2182815.29,37.15,1.93,224102.38,3.81
2182314.84,37.15,1.92,223468.14,3.8
2181829.05,37.15,1.92,222852.75,3.79
2181464.18,37.15,1.92,222791.65,3.79
2181090.09,37.14,1.92,222859.73,3.8
2180845.25,37.15,1.92,222787.38,3.79
2180845.25,37.15,1.92,222787.38,3.79
2180845.25,37.15,1.92,222787.89,3.79
2180475.47,37.15,1.92,222762.83,3.79
2180475.47,37.15,1.92,222762.83,3.79
2180230.64,37.15,1.92,222818.39,3.8
2180230.64,37.15,1.92,222818.39,3.8
2180054.15,37.15,1.92,222910.85,3.8
2179689.28,37.15,1.92,222920.75,3.8
2180770.15,37.17,1.94,225045.17,3.84
2180405.29,37.17,1.94,224989.42,3.84
2180185.35,37.17,1.94,225035.63,3.84
2179527.9,37.17,1.94,224445.06,3.83
2179527.9,37.17,1.94,224445.06,3.83
2179283.07,37.17,1.94,224396.2,3.83
2179438.0,37.17,1.94,224888.71,3.84
2179056.22,37.17,1.94,224906.79,3.84
2179286.99,37.18,1.95,226268.47,3.86
2179286.99,37.18,1.95,226268.47,3.86
2178969.24,37.18,1.95,225947.29,3.86
2178724.4,37.18,1.95,225943.65,3.86
2178359.54,37.18,1.95,225887.9,3.86
2178359.54,37.18,1.95,225887.9,3.86
2177994.67,37.18,1.95,225884.54,3.86
2177384.19,37.18,1.95,224982.11,3.84
2177327.49,37.18,1.95,225079.46,3.84
2177082.65,37.18,1.95,225113.3,3.84
2177082.65,37.18,1.95,225113.3,3.84
2176837.81,37.19,1.95,225064.15,3.84
2176592.97,37.19,1.95,225060.8,3.85
2176348.14,37.19,1.95,225011.93,3.85
2176006.8,37.19,1.95,224669.02,3.84
2175761.97,37.19,1.95,224665.38,3.84
2175380.19,37.19,1.95,224617.27,3.84
2174803.5,37.19,1.94,224129.3,3.83
2174317.71,37.18,1.94,223513.91,3.82
2174072.87,37.18,1.94,223465.05,3.82
2174072.87,37.18,1.94,223465.05,3.82
2175266.21,37.2,1.96,225397.68,3.86
2175021.37,37.21,1.96,225394.04,3.86
2175452.71,37.22,1.97,226080.53,3.87
2175044.21,37.22,1.97,225965.29,3.87
2174799.38,37.22,1.97,225972.08,3.87
2174742.67,37.22,1.97,226074.25,3.87
2174822.45,37.23,1.98,226083.53,3.87
2174822.45,37.23,1.98,226083.53,3.87
2174577.61,37.23,1.98,226334.53,3.87
2174332.77,37.23,1.98,226341.32,3.88
2174530.22,37.24,1.98,226711.64,3.88
2174044.44,37.23,1.98,226096.25,3.87
2173674.66,37.23,1.98,226127.53,3.87
2173292.89,37.23,1.98,226079.42,3.87
2172924.02,37.23,1.98,226545.81,3.88
2172914.08,37.24,1.99,226605.75,3.88
2172337.56,37.24,1.98,226118.55,3.88
2172337.56,37.24,1.98,226118.55,3.88
2172092.72,37.24,1.99,226069.4,3.88
2171847.89,37.24,1.99,226066.04,3.88
2171478.11,37.24,1.99,226029.66,3.88
2171105.83,37.24,1.98,225670.05,3.87
2170724.05,37.24,1.98,225647.25,3.87
2170479.21,37.24,1.98,225598.39,3.87
2170479.21,37.24,1.98,225598.39,3.87
2170110.34,37.24,1.98,225522.87,3.87
2170053.64,37.24,1.99,225702.7,3.87
2169848.81,37.24,1.98,225492.95,3.87
2169776.41,37.25,1.99,226104.47,3.88
2169072.35,37.24,1.98,225392.28,3.87
2168827.52,37.24,1.98,225343.42,3.87
2168582.68,37.25,1.98,225339.78,3.87
2168771.94,37.25,1.99,225396.7,3.87
2168527.1,37.25,1.99,225707.76,3.88
2168157.33,37.25,1.99,225800.5,3.88
2167787.56,37.25,1.99,225774.95,3.88
2167417.78,37.25,1.99,225862.99,3.88
2167236.56,37.26,1.99,225858.95,3.88
2166991.73,37.26,1.99,225865.74,3.88
2166746.89,37.26,1.99,225806.45,3.88
2166502.05,37.26,1.99,225869.26,3.88
2166303.38,37.26,1.99,225624.22,3.88
2166303.38,37.26,1.99,225643.31,3.88
2166058.55,37.26,1.99,225528.01,3.88
2166001.84,37.27,1.99,225625.36,3.88
2165757.01,37.27,1.99,225658.96,3.88
2165512.17,37.27,1.99,225665.75,3.88
2165512.17,37.27,1.99,225665.75,3.88
2165267.33,37.27,1.99,225606.46,3.88
2165267.33,37.27,1.99,225606.46,3.88
2165022.49,37.28,1.99,225613.25,3.88
2164965.79,37.28,2.0,225715.42,3.89
2165135.88,37.29,2.0,225667.78,3.89
2165136.22,37.29,2.0,225693.24,3.89
2164977.67,37.28,2.0,225535.59,3.88
2164692.52,37.28,2.0,225256.45,3.88
2164635.82,37.29,2.0,225842.05,3.89
2164261.72,37.28,2.0,225481.57,3.88
2164016.88,37.28,2.0,225488.36,3.89
2163960.18,37.29,2.0,225590.53,3.89
2164149.44,37.3,2.0,225647.44,3.89
2164149.44,37.3,2.0,225647.44,3.89
2163904.6,37.3,2.0,225958.51,3.89
2163659.77,37.3,2.01,225909.36,3.89
2163414.93,37.3,2.01,225906.01,3.9
2163198.68,37.3,2.0,225744.03,3.89
2163198.68,37.3,2.0,225775.31,3.89
2162816.13,37.3,2.0,225726.4,3.89
2159884.79,37.3,2.01,225682.59,3.9
2159639.95,37.3,2.01,225633.59,3.9
2159583.25,37.31,2.01,225813.56,3.9
2159583.25,37.31,2.01,225813.56,3.9
2159338.41,37.31,2.01,225877.06,3.9
2159093.58,37.31,2.01,225761.06,3.9
2158898.73,37.31,2.01,225575.12,3.9
2158978.5,37.31,2.01,225584.41,3.9
2158733.67,37.32,2.01,225835.51,3.9
2158390.74,37.32,2.01,225834.04,3.9
2158145.9,37.32,2.01,225784.9,3.9
2158225.68,37.33,2.02,226094.33,3.91
2158168.98,37.33,2.02,226191.68,3.91
2157924.14,37.33,2.02,226203.28,3.91
2158003.91,37.34,2.02,226212.57,3.91
2157629.82,37.33,2.02,225852.08,3.91
2157629.82,37.33,2.02,225852.08,3.91
2157573.12,37.34,2.02,226212.79,3.91
2157644.57,37.34,2.03,226157.23,3.91
2157250.57,37.34,2.02,228408.31,3.95
2157439.82,37.34,2.03,228397.41,3.95
2157439.82,37.34,2.03,228397.41,3.95
2157383.12,37.35,2.03,228494.77,3.96
2157138.29,37.35,2.03,228528.37,3.96
2156843.67,37.35,2.03,228245.59,3.95
2156609.55,37.35,2.03,228669.37,3.96
2156552.85,37.36,2.03,228766.72,3.96
2158113.22,37.39,2.06,229257.71,3.97
2157868.38,37.39,2.06,229291.32,3.97
