ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
717,2244,2035780,6212,2134980
718,2252,2036590,6212,2135790
718,2252,2037590,6212,2136790
718,2252,2037590,6212,2137790
718,2252,2038060,6212,2138260
718,2252,2038060,6212,2138260
718,2252,2038650,6212,2138850
718,2252,2039650,6212,2139850
718,2252,2040120,6212,2140320
718,2252,2040120,6212,2140320
718,2252,2040120,6212,2141320
718,2252,2040710,6212,2141910
718,2252,2041360,6212,2142560
718,2252,2042170,6212,2143370
718,2252,2042330,6212,2143530
719,2260,2042980,6212,2144180
719,2260,2042980,6212,2144180
719,2260,2043210,6212,2144410
719,2260,2044210,6212,2145410
719,2260,2044210,6212,2145410
719,2260,2045210,6212,2146410
719,2260,2045680,6212,2146880
719,2260,2046680,6212,2147880
719,2260,2047680,6212,2148880
719,2260,2047680,6212,2149350
719,2260,2048000,6212,2149670
719,2260,2048230,6212,2149900
719,2260,2048230,6212,2149900
719,2260,2048700,6212,2150370
719,2260,2048700,6212,2150370
719,2260,2049700,6212,2151370
719,2260,2049860,6212,2151530
719,2260,2049860,6212,2152530
719,2260,2050020,6212,2152690
719,2260,2050020,6212,2153340
719,2260,2051020,6212,2154340
719,2260,2051020,6212,2154340
719,2260,2051830,6212,2155150
720,2268,2052830,6212,2156150
720,2268,2053830,6212,2157150
720,2268,2054300,6212,2157620
720,2268,2055110,6212,2158430
720,2268,2056110,6212,2159430
720,2268,2056920,6212,2160240
720,2268,2057920,6212,2161240
720,2268,2058920,6212,2162240
721,2276,2059920,6212,2163240
721,2276,2060920,6212,2164240
721,2276,2061240,6212,2164560
721,2276,2062240,6212,2165560
721,2276,2062710,6212,2166030
721,2276,2063520,6212,2166840
721,2276,2063740,6212,2167060
721,2276,2064740,6212,2168060
721,2276,2064740,6212,2168060
721,2276,2064740,6212,2169060
721,2276,2064740,6212,2169290
721,2276,2064740,6212,2169290
721,2276,2065740,6212,2170290
721,2276,2065740,6212,2170760
721,2276,2065740,6212,2170760
721,2276,2066550,6212,2171570
722,2284,2067550,6212,2172570
722,2284,2068200,6212,2173220
722,2284,2068250,6212,2173270
722,2284,2068250,6212,2174270
722,2284,2069060,6212,2175080
722,2284,2069530,6212,2175550
722,2284,2070180,6212,2176200
722,2284,2070180,6212,2176200
722,2284,2071180,6212,2177200
722,2284,2071180,6212,2177200
722,2284,2072180,6212,2178200
722,2284,2073180,6212,2179200
723,2292,2073650,6212,2179670
723,2292,2074650,6212,2180670
723,2292,2075460,6212,2181480
723,2292,2076460,6212,2182480
723,2292,2077270,6212,2183290
723,2292,2078270,6212,2184290
723,2292,2079270,6212,2185290
723,2292,2079740,6212,2185760
723,2292,2080060,6212,2186080
723,2292,2081060,6212,2187080
724,2300,2081870,6212,2187890
724,2300,2082870,6212,2188890
724,2300,2083870,6212,2189890
724,2300,2084870,6212,2190890
724,2300,2084870,6212,2190890
724,2300,2085340,6212,2191360
724,2300,2085340,6212,2192360
724,2300,2086340,6212,2193360
724,2300,2086810,6212,2193830
724,2300,2087030,6212,2194050
724,2300,2087030,6212,2194280
725,2308,2088030,6212,2195280
725,2308,2088620,6212,2195870
725,2308,2089430,6212,2196680
726,2316,2090430,6212,2197680
726,2316,2090660,6212,2197910
726,2316,2091660,6212,2198910
726,2316,2092660,6212,2199910
726,2316,2093660,6212,2200910
726,2316,2093660,6212,2201910
726,2316,2094660,6212,2202910
726,2316,2094660,6212,2202910
726,2316,2095470,6212,2203720
726,2316,2096280,6212,2204530
726,2316,2096280,6212,2205530
726,2316,2096280,6212,2205530
726,2316,2096280,6212,2206530
726,2316,2096280,6212,2206530
726,2316,2097280,6212,2207530
726,2316,2097280,6212,2207530
726,2316,2097930,6212,2208180
726,2316,2097930,6212,2208180
726,2316,2098930,6212,2209180
726,2316,2099740,6212,2209990
726,2316,2100740,6212,2210990
726,2316,2101740,6212,2211990
726,2316,2101960,6212,2212210
727,2324,2102960,6212,2213210
727,2324,2102960,6212,2214210
727,2324,2103960,6212,2215210
727,2324,2103960,6212,2216210
727,2324,2103960,6212,2216210
727,2324,2104430,6212,2216680
727,2324,2105430,6212,2217680
727,2324,2105900,6212,2218150
727,2324,2106710,6212,2218960
727,2324,2107710,6212,2219960
727,2324,2108710,6212,2220960
727,2324,2109300,6212,2221550
728,2332,2110300,6212,2222550
728,2332,2111300,6212,2223550
728,2332,2112300,6212,2224550
728,2332,2113300,6212,2225550
728,2332,2114300,6212,2226550
728,2332,2114300,6212,2226550
728,2332,2115110,6212,2227360
729,2340,2116110,6212,2228360
729,2340,2116110,6212,2228360
729,2340,2117110,6212,2229360
729,2340,2118110,6212,2230360
729,2340,2118580,6212,2230830
729,2340,2119130,6212,2231380
729,2340,2120130,6212,2232380
730,2348,2121130,6212,2233380
730,2348,2122130,6212,2234380
730,2348,2122600,6212,2234850
730,2348,2122600,6212,2235850
730,2348,2123600,6212,2236850
730,2348,2124250,6212,2237500
730,2348,2124250,6212,2237970
730,2348,2124250,6212,2237970
730,2348,2125250,6212,2238970
730,2348,2126250,6212,2239970
730,2348,2127250,6212,2240970
730,2348,2128060,6212,2241780
730,2348,2128380,6212,2242100
730,2348,2129190,6212,2242910
730,2348,2129190,6212,2242910
730,2348,2129510,6212,2243230
731,2356,2130510,6212,2244230
731,2356,2131510,6212,2245230
731,2356,2131830,6212,2245550
731,2356,2132060,6212,2245780
731,2356,2132060,6212,2246010
731,2356,2132870,6212,2246820
731,2356,2133680,6212,2247630
731,2356,2134680,6212,2248630
731,2356,2135000,6212,2248950
731,2356,2135810,6212,2249760
731,2356,2136810,6212,2250760
732,2364,2137270,6212,2251220
732,2364,2138270,6212,2252220
732,2364,2138270,6212,2252220
732,2364,2139270,6212,2253220
732,2364,2140080,6212,2254030
732,2364,2140240,6212,2254190
732,2364,2141240,6212,2255190
732,2364,2141460,6212,2255410
732,2364,2141460,6212,2256410
732,2364,2141460,6212,2256410
733,2372,2142460,6212,2257410
733,2372,2143110,6212,2258060
733,2372,2144110,6212,2259060
733,2372,2144110,6212,2259060
733,2372,2145110,6212,2260060
733,2372,2146110,6212,2261060
733,2372,2147110,6212,2262060
733,2372,2147110,6212,2262060
733,2372,2147760,6212,2262710
733,2372,2148230,6212,2263180
733,2372,2149230,6212,2264180
733,2372,2150230,6212,2265180
733,2372,2150700,6212,2265650
733,2372,2151160,6212,2266110
733,2372,2151160,6212,2266580
733,2372,2152160,6212,2267580
733,2372,2153160,6212,2268580
733,2372,2154160,6212,2269580
733,2372,2155160,6212,2270580
733,2372,2155160,6212,2270580
733,2372,2156160,6212,2271580
733,2372,2156380,6212,2271800
733,2372,2156380,6212,2271800
733,2372,2156700,6212,2272120
733,2372,2156700,6212,2273120
733,2372,2156700,6212,2273120
733,2372,2157250,6212,2273670
733,2372,2157250,6212,2274670
733,2372,2157720,6212,2275140
734,2380,2158720,6212,2276140
734,2380,2159720,6212,2277140
734,2380,2160720,6212,2278140
734,2380,2161190,6212,2278610
734,2380,2162190,6212,2279610
734,2380,2162510,6212,2279930
734,2380,2163510,6212,2280930
734,2380,2163510,6212,2280930
734,2380,2164510,6212,2281930
734,2380,2164510,6212,2282090
734,2380,2164980,6212,2282560
735,2388,2165980,6212,2283560
735,2388,2165980,6212,2283560
735,2388,2165980,6212,2283560
735,2388,2165980,6212,2284030
735,2388,2166980,6212,2285030
735,2388,2167630,6212,2285680
735,2388,2168630,6212,2286680
735,2388,2168630,6212,2287150
735,2388,2169440,6212,2287960
735,2388,2169440,6212,2288960
735,2388,2170250,6212,2289770
735,2388,2171060,6212,2290580
735,2388,2172060,6212,2291580
735,2388,2173060,6212,2292580
736,2396,2173530,6212,2293050
736,2396,2174530,6212,2294050
736,2396,2175530,6212,2295050
736,2396,2175530,6212,2295370
736,2396,2175530,6212,2295370
736,2396,2176180,6212,2296020
736,2396,2176990,6212,2296830
736,2396,2177310,6212,2297150
736,2396,2178310,6212,2298150
737,2404,2179310,6212,2299150
737,2404,2180310,6212,2300150
738,2412,2181310,6212,2301150
738,2412,2181630,6212,2301470
738,2412,2182630,6212,2302470
738,2412,2182630,6212,2302470
738,2412,2183630,6212,2303470
738,2412,2183630,6212,2303470
739,2420,2184630,6212,2304470
739,2420,2185630,6212,2305470
739,2420,2186440,6212,2306280
739,2420,2187440,6212,2307280
739,2420,2188440,6212,2308280
739,2420,2188440,6212,2308280
739,2420,2188760,6212,2308600
739,2420,2188760,6212,2309410
739,2420,2188760,6212,2310410
739,2420,2189760,6212,2311410
739,2420,2190760,6212,2312410
739,2420,2191570,6212,2313220
739,2420,2191570,6212,2313220
739,2420,2192570,6212,2314220
739,2420,2192570,6212,2314700
739,2420,2193570,6212,2315700
739,2420,2194570,6212,2316700
739,2420,2194570,6212,2317510
739,2420,2195380,6212,2318320
739,2420,2196380,6212,2319320
740,2428,2197380,6212,2320320
740,2428,2198380,6212,2321320
740,2428,2199380,6212,2322320
740,2428,2200380,6212,2323320
740,2428,2201190,6212,2324130
740,2428,2201190,6212,2324130
740,2428,2202190,6212,2325130
740,2428,2203190,6212,2326130
740,2428,2204000,6212,2326940
740,2428,2204000,6212,2327940
741,2436,2204470,6212,2328410
741,2436,2204470,6212,2328410
741,2436,2204470,6212,2329410
741,2436,2204940,6212,2329880
741,2436,2205940,6212,2330880
741,2436,2206530,6212,2331470
741,2436,2206530,6212,2331470
741,2436,2206530,6212,2332280
741,2436,2207340,6212,2333090
741,2436,2207340,6212,2333090
741,2436,2208340,6212,2334090
741,2436,2208810,6212,2334560
741,2436,2208920,6212,2334670
741,2436,2209510,6212,2335260
741,2436,2210510,6212,2336260
741,2436,2211510,6212,2337260
741,2436,2211510,6212,2337260
742,2444,2212510,6212,2338260
742,2444,2212510,6212,2338910
742,2444,2213320,6212,2339720
742,2444,2214320,6212,2340720
742,2444,2214320,6212,2341720
742,2444,2215320,6212,2342720
742,2444,2216320,6212,2343720
742,2444,2217320,6212,2344720
742,2444,2217790,6212,2345190
742,2444,2218440,6212,2345840
743,2452,2222440,6212,2349840
743,2452,2222440,6212,2349840
743,2452,2222440,6212,2350070
743,2452,2222910,6212,2350540
743,2452,2223910,6212,2351540
743,2452,2224910,6212,2352540
743,2452,2224910,6212,2352700
743,2452,2224910,6212,2353510
743,2452,2225910,6212,2354510
743,2452,2225910,6212,2354980
743,2452,2225910,6212,2355790
743,2452,2226910,6212,2356790
743,2452,2226910,6212,2356790
743,2452,2227910,6212,2357790
743,2452,2228910,6212,2358790
743,2452,2229370,6212,2359250
743,2452,2230370,6212,2360250
743,2452,2230370,6212,2360710
743,2452,2231370,6212,2361710
743,2452,2231370,6212,2361710
744,2460,2232370,6212,2362710
744,2460,2233180,6212,2363520
744,2460,2233180,6212,2363520
744,2460,2234180,6212,2364520
744,2460,2235180,6212,2365520
744,2460,2236180,6212,2366520
744,2460,2237180,6212,2367520
744,2460,2237180,6212,2368520
744,2460,2237180,6212,2368520
744,2460,2238180,6212,2369520
744,2460,2238180,6212,2369520
744,2460,2238180,6212,2369520
744,2460,2238990,6212,2370330
744,2460,2239460,6212,2370800
744,2460,2240270,6212,2371610
745,2468,2241270,6212,2372610
745,2468,2241500,6212,2372840
745,2468,2241970,6212,2373310
745,2468,2241970,6212,2373310
745,2468,2242440,6212,2373780
745,2468,2243440,6212,2374780
745,2468,2243440,6212,2375780
745,2468,2244250,6212,2376590
745,2468,2245250,6212,2377590
745,2468,2245250,6212,2378590
745,2468,2245250,6212,2379590
745,2468,2246250,6212,2380590
745,2468,2246250,6212,2380590
745,2468,2246570,6212,2380910
745,2468,2246570,6212,2381380
745,2468,2247040,6212,2381850
745,2468,2248040,6212,2382850
745,2468,2248040,6212,2382850
746,2476,2249040,6212,2383850
746,2476,2249510,6212,2384320
746,2476,2249510,6212,2384320
746,2476,2250160,6212,2384970
746,2476,2251160,6212,2385970
746,2476,2252160,6212,2386970
746,2476,2253160,6212,2387970
746,2476,2254160,6212,2388970
746,2476,2255160,6212,2389970
747,2484,2256160,6212,2390970
747,2484,2256160,6212,2390970
747,2484,2257160,6212,2391970
747,2484,2257160,6212,2391970
747,2484,2257970,6212,2392780
747,2484,2258780,6212,2393590
747,2484,2259780,6212,2394590
747,2484,2260780,6212,2395590
747,2484,2261250,6212,2396060
747,2484,2261250,6212,2396280
747,2484,2261250,6212,2397280
747,2484,2262060,6212,2398090
747,2484,2262060,6212,2398090
747,2484,2262290,6212,2398320
747,2484,2263290,6212,2399320
748,2492,2264290,6212,2400320
748,2492,2264290,6212,2401320
748,2492,2265290,6212,2402320
748,2492,2265290,6212,2403320
748,2492,2266290,6212,2404320
748,2492,2267290,6212,2405320
748,2492,2268100,6212,2406130
748,2492,2269100,6212,2407130
748,2492,2269570,6212,2407600
748,2492,2269570,6212,2408070
748,2492,2270570,6212,2409070
748,2492,2270570,6212,2409070
748,2492,2270570,6212,2409070
748,2492,2271220,6212,2409720
749,2500,2272220,6212,2410720
749,2500,2272690,6212,2411190
749,2500,2273690,6212,2412190
749,2500,2274690,6212,2413190
749,2500,2275010,6212,2413510
749,2500,2275240,6212,2413740
749,2500,2276240,6212,2414740
749,2500,2277240,6212,2415740
749,2500,2277240,6212,2415740
749,2500,2278240,6212,2416740
750,2508,2279240,6212,2417740
750,2508,2280050,6212,2418550
750,2508,2281050,6212,2419550
750,2508,2282050,6212,2420550
750,2508,2283050,6212,2421550
750,2508,2284050,6212,2422550
750,2508,2284050,6212,2423100
750,2508,2284050,6212,2424100
750,2508,2285050,6212,2425100
750,2508,2285050,6212,2425570
750,2508,2285050,6212,2425570
750,2508,2286050,6212,2426570
751,2516,2287050,6212,2427570
751,2516,2287050,6212,2427570
751,2516,2287050,6212,2427800
751,2516,2288050,6212,2428800
751,2516,2288050,6212,2428800
751,2516,2288050,6212,2428800
751,2516,2288860,6212,2429610
751,2516,2289860,6212,2430610
751,2516,2290860,6212,2431610
751,2516,2291510,6212,2432260
751,2516,2291830,6212,2432580
751,2516,2291830,6212,2432580
751,2516,2291830,6212,2433230
751,2516,2292640,6212,2434040
751,2516,2292640,6212,2434040
751,2516,2293640,6212,2435040
751,2516,2293640,6212,2435040
751,2516,2293800,6212,2435200
751,2516,2294800,6212,2436200
751,2516,2294800,6212,2436200
751,2516,2295170,6212,2436570
751,2516,2295170,6212,2436570
752,2524,2295980,6212,2437380
752,2524,2295980,6212,2437380
752,2524,2296140,6212,2437540
752,2524,2297140,6212,2438540
752,2524,2297610,6212,2439010
752,2524,2298090,6212,2439490
752,2524,2299090,6212,2440490
752,2524,2299410,6212,2440810
752,2524,2300410,6212,2441810
752,2524,2300730,6212,2442130
752,2524,2300730,6212,2442940
752,2524,2301730,6212,2443940
752,2524,2302730,6212,2444940
753,2532,2303730,6212,2445940
753,2532,2304540,6212,2446750
753,2532,2305540,6212,2447750
753,2532,2306540,6212,2448750
753,2532,2306540,6212,2449560
753,2532,2307350,6212,2450370
753,2532,2307350,6212,2451180
753,2532,2308350,6212,2452180
753,2532,2308350,6212,2452770
753,2532,2308350,6212,2453770
753,2532,2309350,6212,2454770
753,2532,2309580,6212,2455000
754,2540,2310580,6212,2456000
754,2540,2310580,6212,2456000
754,2540,2310580,6212,2456000
754,2540,2311390,6212,2456810
754,2540,2312390,6212,2457810
754,2540,2313040,6212,2458460
754,2540,2313510,6212,2458930
754,2540,2313880,6212,2459300
754,2540,2314690,6212,2460110
754,2540,2314690,6212,2460430
754,2540,2314690,6212,2461430
754,2540,2315500,6212,2462240
754,2540,2316500,6212,2463240
754,2540,2317310,6212,2464050
754,2540,2317310,6212,2465050
755,2548,2318120,6212,2465860
755,2548,2318120,6212,2466180
755,2548,2319120,6212,2467180
755,2548,2319440,6212,2467500
755,2548,2320440,6212,2468500
755,2548,2320440,6212,2468500
755,2548,2320440,6212,2468500
755,2548,2320760,6212,2468820
755,2548,2321570,6212,2469630
755,2548,2321890,6212,2469950
755,2548,2321890,6212,2470950
755,2548,2321890,6212,2471950
755,2548,2322360,6212,2472420
755,2548,2322360,6212,2472420
755,2548,2323360,6212,2473420
755,2548,2323830,6212,2473890
755,2548,2324830,6212,2474890
756,2556,2325830,6212,2475890
756,2556,2326300,6212,2476360
756,2556,2327300,6212,2477360
756,2556,2327770,6212,2477830
756,2556,2328770,6212,2478830
756,2556,2329420,6212,2479480
756,2556,2329890,6212,2479950
756,2556,2330210,6212,2480270
756,2556,2330210,6212,2481270
756,2556,2331210,6212,2482270
756,2556,2331370,6212,2482430
756,2556,2332370,6212,2483430
757,2564,2333370,6212,2484430
757,2564,2333370,6212,2485430
757,2564,2334180,6212,2486240
757,2564,2334730,6212,2486790
757,2564,2334730,6212,2487790
757,2564,2335730,6212,2488790
757,2564,2335730,6212,2488790
757,2564,2336730,6212,2489790
757,2564,2337730,6212,2490790
757,2564,2338200,6212,2491260
757,2564,2339010,6212,2492070
757,2564,2339010,6212,2492540
758,2572,2339820,6212,2493350
758,2572,2339820,6212,2493350
758,2572,2340820,6212,2494350
758,2572,2340820,6212,2495000
758,2572,2340820,6212,2495810
758,2572,2341820,6212,2496810
758,2572,2342630,6212,2497620
758,2572,2343630,6212,2498620
758,2572,2343630,6212,2498940
758,2572,2344630,6212,2499940
758,2572,2344630,6212,2499940
758,2572,2345630,6212,2500940
758,2572,2346630,6212,2501940
759,2580,2347440,6212,2502750
759,2580,2347760,6212,2503070
759,2580,2348760,6212,2504070
759,2580,2349570,6212,2504880
759,2580,2350040,6212,2505350
759,2580,2350510,6212,2505820
759,2580,2350510,6212,2506290
759,2580,2350510,6212,2506290
759,2580,2350510,6212,2507290
759,2580,2350980,6212,2507760
759,2580,2351980,6212,2508760
759,2580,2352450,6212,2509230
759,2580,2353450,6212,2510230
759,2580,2353920,6212,2510700
759,2580,2353920,6212,2510700
760,2588,2354470,6212,2511250
760,2588,2355470,6212,2512250
760,2588,2356470,6212,2513250
760,2588,2357470,6212,2514250
760,2588,2358470,6212,2515250
760,2588,2358790,6212,2515570
760,2588,2358790,6212,2516570
760,2588,2358790,6212,2516570
760,2588,2359250,6212,2517030
760,2588,2359900,6212,2517680
760,2588,2360900,6212,2518680
761,2596,2361710,6212,2519490
761,2596,2362520,6212,2520300
761,2596,2362520,6212,2520300
761,2596,2363520,6212,2521300
761,2596,2364330,6212,2522110
761,2596,2365330,6212,2523110
761,2596,2366330,6212,2524110
761,2596,2367140,6212,2524920
761,2596,2367730,6212,2525510
762,2604,2368730,6212,2526510
762,2604,2369730,6212,2527510
762,2604,2370540,6212,2528320
762,2604,2371540,6212,2529320
762,2604,2372540,6212,2530320
762,2604,2373540,6212,2531320
762,2604,2374350,6212,2532130
762,2604,2374350,6212,2533130
762,2604,2374810,6212,2533590
762,2604,2375810,6212,2534590
763,2612,2376620,6212,2535400
763,2612,2376620,6212,2536210
763,2612,2377620,6212,2537210
763,2612,2377620,6212,2537210
763,2612,2377620,6212,2537210
763,2612,2378620,6212,2538210
763,2612,2379620,6212,2539210
763,2612,2380620,6212,2540210
763,2612,2380620,6212,2540680
763,2612,2381620,6212,2541680
763,2612,2381620,6212,2542680
763,2612,2381730,6212,2542790
763,2612,2382730,6212,2543790
763,2612,2383730,6212,2544790
764,2620,2384730,6212,2545790
764,2620,2384730,6212,2546790
764,2620,2385730,6212,2547790
764,2620,2386200,6212,2548260
764,2620,2387200,6212,2549260
764,2620,2387200,6212,2550070
764,2620,2387570,6212,2550440
764,2620,2388040,6212,2550910
764,2620,2388500,6212,2551370
764,2620,2388820,6212,2551690
764,2620,2388820,6212,2551690
764,2620,2388820,6212,2551690
764,2620,2388980,6212,2551850
764,2620,2388980,6212,2551850
764,2620,2388980,6212,2552850
764,2620,2389790,6212,2553660
764,2620,2390790,6212,2554660
764,2620,2391790,6212,2555660
764,2620,2391790,6212,2555660
764,2620,2391790,6212,2556660
765,2628,2392260,6212,2557130
765,2628,2393260,6212,2558130
765,2628,2393730,6212,2558600
765,2628,2393730,6212,2558600
765,2628,2393730,6212,2558600
766,2636,2394730,6212,2559600
766,2636,2394730,6212,2560070
766,2636,2394730,6212,2560070
766,2636,2394960,6212,2560300
766,2636,2395960,6212,2561300
766,2636,2395960,6212,2561300
766,2636,2396770,6212,2562110
766,2636,2397770,6212,2563110
766,2636,2398090,6212,2563430
766,2636,2398560,6212,2563900
766,2636,2399560,6212,2564900
766,2636,2399560,6212,2564900
766,2636,2399560,6212,2565900
766,2636,2399560,6212,2566450
766,2636,2399560,6212,2566450
766,2636,2399560,6212,2566450
766,2636,2400030,6212,2566920
766,2636,2401030,6212,2567920
766,2636,2401030,6212,2567920
766,2636,2402030,6212,2568920
766,2636,2402840,6212,2569730
766,2636,2403650,6212,2570540
766,2636,2403650,6212,2570540
766,2636,2404650,6212,2571540
766,2636,2405650,6212,2572540
766,2636,2405650,6212,2573010
766,2636,2406650,6212,2574010
767,2644,2407650,6212,2575010
767,2644,2408120,6212,2575480
767,2644,2408120,6212,2575480
767,2644,2408440,6212,2575800
767,2644,2408440,6212,2575800
767,2644,2408440,6212,2575800
767,2644,2409250,6212,2576610
767,2644,2409730,6212,2577090
767,2644,2409960,6212,2577320
767,2644,2410960,6212,2578320
767,2644,2410960,6212,2578320
767,2644,2411960,6212,2579320
767,2644,2412960,6212,2580320
767,2644,2413120,6212,2580480
767,2644,2414120,6212,2581480
767,2644,2414120,6212,2581480
768,2652,2414580,6212,2581940
768,2652,2415230,6212,2582590
768,2652,2416230,6212,2583590
768,2652,2416230,6212,2584050
768,2652,2417040,6212,2584860
768,2652,2417850,6212,2585670
768,2652,2417850,6212,2585670
768,2652,2418850,6212,2586670
768,2652,2419850,6212,2587670
768,2652,2420850,6212,2588670
769,2660,2421850,6212,2589670
769,2660,2422850,6212,2590670
769,2660,2423850,6212,2591670
769,2660,2424320,6212,2592140
769,2660,2425130,6212,2592950
769,2660,2426130,6212,2593950
769,2660,2427130,6212,2594950
769,2660,2428130,6212,2595950
769,2660,2428130,6212,2595950
769,2660,2428450,6212,2596270
769,2660,2428610,6212,2596430
769,2660,2429610,6212,2597430
770,2668,2430610,6212,2598430
770,2668,2430610,6212,2598430
770,2668,2431260,6212,2599080
770,2668,2431260,6212,2599080
770,2668,2432260,6212,2600080
770,2668,2432730,6212,2600550
770,2668,2433730,6212,2601550
770,2668,2434730,6212,2602550
770,2668,2435540,6212,2603360
770,2668,2436540,6212,2604360
771,2676,2437190,6212,2605010
772,2684,2445190,6212,2613010
772,2684,2446190,6212,2614010
772,2684,2446190,6212,2615010
772,2684,2446190,6212,2615010
772,2684,2447190,6212,2616010
772,2684,2447190,6212,2616010
772,2684,2448190,6212,2617010
772,2684,2448510,6212,2617330
772,2684,2449510,6212,2618330
772,2684,2449510,6212,2618330
772,2684,2450510,6212,2619330
772,2684,2450510,6212,2619330
772,2684,2450510,6212,2620330
773,2692,2451510,6212,2621330
773,2692,2451510,6212,2622330
773,2692,2451510,6212,2622330
773,2692,2451510,6212,2622330
773,2692,2451510,6212,2622330
773,2692,2452510,6212,2623330
773,2692,2452510,6212,2623330
773,2692,2452510,6212,2623330
773,2692,2453320,6212,2624140
773,2692,2453320,6212,2625140
773,2692,2453640,6212,2625460
773,2692,2454450,6212,2626270
773,2692,2454770,6212,2626590
773,2692,2455580,6212,2627400
773,2692,2456580,6212,2628400
773,2692,2457580,6212,2629400
774,2700,2458050,6212,2629870
774,2700,2459050,6212,2630870
774,2700,2459520,6212,2631340
774,2700,2459520,6212,2631340
774,2700,2459630,6212,2631450
774,2700,2459630,6212,2632450
774,2700,2460440,6212,2633260
774,2700,2461250,6212,2634070
774,2700,2461840,6212,2634660
774,2700,2461840,6212,2635660
774,2700,2461840,6212,2635660
774,2700,2462840,6212,2636660
774,2700,2463650,6212,2637470
774,2700,2463650,6212,2637470
774,2700,2464650,6212,2638470
775,2708,2472650,6212,2646470
776,2716,2473650,6212,2647470
776,2716,2474460,6212,2648280
776,2716,2475460,6212,2649280
776,2716,2475460,6212,2649280
776,2716,2475460,6212,2649280
776,2716,2476110,6212,2649930
776,2716,2476270,6212,2650090
776,2716,2476740,6212,2650560
776,2716,2477740,6212,2651560
776,2716,2478390,6212,2652210
776,2716,2479390,6212,2653210
776,2716,2479390,6212,2653210
777,2724,2480390,6212,2654210
777,2724,2480860,6212,2654680
777,2724,2481180,6212,2655000
777,2724,2482180,6212,2656000
777,2724,2483180,6212,2657000
777,2724,2484180,6212,2658000
777,2724,2485180,6212,2659000
777,2724,2485500,6212,2659320
777,2724,2486500,6212,2660320
777,2724,2487150,6212,2660970
778,2732,2487960,6212,2661780
778,2732,2488960,6212,2662780
778,2732,2489420,6212,2663240
778,2732,2489420,6212,2663240
778,2732,2490420,6212,2664240
778,2732,2490470,6212,2664290
778,2732,2491470,6212,2665290
778,2732,2492470,6212,2666290
778,2732,2492470,6212,2666760
778,2732,2493470,6212,2667760
778,2732,2494470,6212,2668760
778,2732,2495470,6212,2669760
778,2732,2495790,6212,2670080
779,2740,2496790,6212,2671080
779,2740,2497790,6212,2672080
779,2740,2498260,6212,2672550
779,2740,2498730,6212,2673020
779,2740,2499730,6212,2674020
779,2740,2500730,6212,2675020
779,2740,2501540,6212,2675830
779,2740,2502540,6212,2676830
779,2740,2503010,6212,2677300
780,2748,2504010,6212,2678300
780,2748,2504010,6212,2678530
781,2756,2505010,6212,2679530
781,2756,2506010,6212,2680530
781,2756,2507010,6212,2681530
781,2756,2507330,6212,2681850
781,2756,2507330,6212,2681850
781,2756,2508330,6212,2682850
781,2756,2508330,6212,2683850
781,2756,2509330,6212,2684850
781,2756,2510330,6212,2685850
781,2756,2511330,6212,2686850
782,2764,2512330,6212,2687850
782,2764,2513330,6212,2688850
782,2764,2514140,6212,2689660
782,2764,2515140,6212,2690660
782,2764,2516140,6212,2691660
782,2764,2516790,6212,2692310
782,2764,2517790,6212,2693310
782,2764,2517790,6212,2693780
782,2764,2517790,6212,2694250
782,2764,2518110,6212,2694570
782,2764,2518110,6212,2695570
782,2764,2518920,6212,2696380
782,2764,2519920,6212,2697380
783,2772,2520920,6212,2698380
783,2772,2521730,6212,2699190
783,2772,2522730,6212,2700190
783,2772,2522730,6212,2700660
783,2772,2523050,6212,2700980
783,2772,2523050,6212,2701980
783,2772,2523050,6212,2701980
783,2772,2523050,6212,2701980
783,2772,2524050,6212,2702980
783,2772,2524520,6212,2703450
783,2772,2525520,6212,2704450
783,2772,2525520,6212,2705450
783,2772,2526520,6212,2706450
783,2772,2526990,6212,2706920
783,2772,2527990,6212,2707920
784,2780,2528990,6212,2708920
784,2780,2529990,6212,2709920
784,2780,2530990,6212,2710920
784,2780,2531990,6212,2711920
784,2780,2532990,6212,2712920
784,2780,2533800,6212,2713730
784,2780,2533800,6212,2714190
784,2780,2534450,6212,2714840
784,2780,2535450,6212,2715840
785,2788,2536450,6212,2716840
785,2788,2536450,6212,2716840
785,2788,2536610,6212,2717000
785,2788,2536930,6212,2717320
785,2788,2536930,6212,2717320
785,2788,2537930,6212,2718320
785,2788,2537930,6212,2719320
785,2788,2537930,6212,2719690
785,2788,2538930,6212,2720690
