ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_bf96-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1296770.63,29.31,3.13,212057.13,4.79
1296468.7,29.31,3.13,211758.23,4.79
1296268.77,29.3,3.13,211650.78,4.78
1295981.75,29.3,3.13,211675.91,4.79
1295698.21,29.3,3.13,211656.03,4.79
1295598.33,29.31,3.13,211642.3,4.79
1295310.14,29.31,3.13,212041.99,4.8
1295210.27,29.31,3.14,212174.69,4.8
1295210.27,29.31,3.14,212174.69,4.8
1294977.73,29.31,3.14,212172.08,4.8
1294977.73,29.31,3.14,212172.08,4.8
1294981.11,29.31,3.14,212177.01,4.8
1294981.11,29.31,3.14,212234.37,4.8
1295159.58,29.32,3.14,212208.63,4.8
1294786.56,29.31,3.14,212250.48,4.81
1294467.51,29.31,3.13,211931.57,4.8
1294467.51,29.31,3.13,211931.57,4.8
1294391.26,29.31,3.14,211909.05,4.8
1294126.7,29.31,3.14,211880.47,4.8
1294308.65,29.32,3.14,212140.56,4.81
1294042.93,29.32,3.15,211987.73,4.8
1294104.21,29.33,3.15,212832.33,4.82
1293838.49,29.33,3.15,212863.18,4.82
1293605.95,29.33,3.15,212860.01,4.83
1293341.4,29.33,3.15,212833.1,4.83
1293265.15,29.33,3.16,212866.09,4.83
1293188.9,29.34,3.16,212847.9,4.83
1292927.82,29.34,3.16,212826.31,4.83
1292662.1,29.34,3.16,213055.57,4.84
1292352.44,29.33,3.16,212767.77,4.83
1292086.72,29.33,3.16,212582.75,4.83
1291821.0,29.33,3.16,212895.89,4.83
1291821.0,29.33,3.16,212895.89,4.83
1291821.0,29.33,3.16,212897.68,4.83
1291588.46,29.34,3.16,212893.72,4.84
1291323.91,29.34,3.16,212866.58,4.84
1291247.66,29.34,3.16,212913.42,4.84
1290983.1,29.34,3.16,212875.39,4.84
1290722.03,29.34,3.17,212859.04,4.84
1290563.99,29.34,3.16,212699.37,4.84
1290298.27,29.34,3.16,213020.92,4.84
1290298.27,29.34,3.16,213020.92,4.84
1290398.46,29.35,3.17,213332.51,4.85
1290398.46,29.35,3.17,213414.72,4.85
1289768.52,29.34,3.16,212955.1,4.84
1289535.98,29.34,3.17,212951.14,4.85
1289271.43,29.34,3.17,212924.0,4.85
1289006.87,29.34,3.17,212985.73,4.85
1289006.87,29.34,3.17,212925.6,4.85
1288709.87,29.34,3.16,212608.15,4.84
1288412.87,29.33,3.16,212296.73,4.83
1288148.32,29.33,3.16,212248.51,4.83
1288153.39,29.33,3.16,212333.95,4.84
1288153.39,29.33,3.16,212356.42,4.84
1287941.63,29.33,3.16,212151.9,4.83
1287941.63,29.33,3.16,212151.9,4.83
1287680.56,29.33,3.16,212129.87,4.83
1287414.84,29.33,3.16,212289.87,4.84
1287337.43,29.34,3.16,212326.3,4.84
1287398.7,29.34,3.17,212559.07,4.84
1287493.17,29.35,3.17,212559.4,4.85
1287493.17,29.35,3.17,212559.4,4.85
1287493.17,29.35,3.17,212559.4,4.85
1287228.61,29.35,3.17,212529.37,4.85
1286964.05,29.35,3.17,212578.63,4.85
1287142.52,29.36,3.18,212550.52,4.85
1287069.75,29.36,3.18,212528.98,4.85
1287069.75,29.36,3.18,212598.74,4.85
1286862.54,29.36,3.18,212383.68,4.85
1286596.82,29.36,3.18,212374.51,4.85
1286596.82,29.36,3.18,212374.51,4.85
1286596.82,29.36,3.18,212374.51,4.85
1286331.1,29.36,3.18,213193.15,4.87
1285947.5,29.35,3.18,213060.97,4.86
1286123.74,29.36,3.18,213189.56,4.87
1286079.51,29.36,3.19,213199.53,4.87
1286003.26,29.37,3.19,213160.0,4.87
1285927.01,29.37,3.2,213195.19,4.87
1285662.45,29.37,3.2,213175.2,4.87
1285401.38,29.37,3.2,213152.88,4.87
1285135.66,29.37,3.2,213526.33,4.88
1284869.94,29.38,3.2,213243.16,4.88
1284604.22,29.38,3.2,213695.98,4.89
1284371.68,29.38,3.2,213692.81,4.89
1284212.91,29.37,3.2,213534.78,4.88
1284136.66,29.38,3.2,213510.84,4.88
1284136.66,29.38,3.2,213510.84,4.88
1283765.27,29.37,3.2,213327.23,4.88
1283500.72,29.37,3.2,213356.49,4.88
1283236.16,29.37,3.2,213317.13,4.88
1282975.09,29.37,3.2,213350.86,4.88
1283090.62,29.38,3.2,213316.72,4.88
1282824.9,29.38,3.21,213829.31,4.9
1282747.49,29.39,3.21,214015.66,4.9
1282514.95,29.39,3.21,214020.99,4.9
1282514.95,29.39,3.21,214020.99,4.9
1282514.95,29.39,3.21,214020.99,4.9
1282218.42,29.38,3.21,213720.93,4.9
1282218.42,29.38,3.21,213720.93,4.9
1281953.86,29.38,3.21,213698.38,4.9
1281662.61,29.38,3.2,213381.49,4.89
1281662.61,29.38,3.2,213381.49,4.89
1281938.89,29.39,3.21,213366.34,4.89
1281938.89,29.39,3.21,213433.8,4.89
1281940.58,29.39,3.21,213436.08,4.89
1281940.58,29.39,3.21,213436.08,4.89
1281940.58,29.39,3.21,213436.08,4.89
1281676.02,29.39,3.21,213526.98,4.9
1281414.95,29.39,3.21,213505.86,4.9
1281149.23,29.39,3.21,213427.51,4.9
1280816.52,29.38,3.21,213838.12,4.91
1280816.52,29.38,3.21,213838.12,4.91
1280816.52,29.38,3.21,213838.12,4.91
1280560.23,29.39,3.21,213701.33,4.9
1280285.08,29.39,3.21,213621.17,4.9
1280495.57,29.39,3.22,213626.73,4.9
1280231.01,29.39,3.22,213600.61,4.9
1279966.45,29.4,3.22,213588.19,4.91
1279701.9,29.4,3.22,213668.17,4.91
1279440.82,29.4,3.22,213631.96,4.91
1279440.82,29.4,3.22,213593.18,4.91
1279445.9,29.4,3.22,213640.42,4.91
1279180.18,29.4,3.22,213587.58,4.91
1279250.89,29.4,3.23,214383.87,4.93
1279018.35,29.41,3.23,214374.84,4.93
1279018.35,29.41,3.23,214374.84,4.93
1278804.45,29.41,3.23,214386.97,4.93
1278804.45,29.41,3.23,214386.97,4.93
1278804.45,29.41,3.23,214386.97,4.93
1278804.45,29.41,3.23,214386.97,4.93
1278728.2,29.41,3.23,214365.66,4.93
1278915.02,29.42,3.24,214442.53,4.93
1278838.77,29.42,3.24,214396.71,4.93
1278577.7,29.42,3.25,214361.13,4.93
1278331.48,29.42,3.25,214360.01,4.93
1278447.01,29.43,3.25,214877.17,4.95
1278065.63,29.42,3.25,214485.2,4.94
1278065.63,29.42,3.25,214485.2,4.94
1278251.29,29.43,3.26,214352.16,4.94
1278173.88,29.44,3.26,215780.38,4.97
1277895.64,29.44,3.26,215750.4,4.97
1277514.25,29.43,3.25,215297.39,4.96
1277514.25,29.43,3.25,215297.39,4.96
1277236.01,29.43,3.25,215367.18,4.96
1276957.77,29.43,3.26,215296.98,4.96
1276725.23,29.43,3.26,215299.59,4.96
1276893.49,29.44,3.26,215722.86,4.97
1276614.09,29.44,3.26,215677.21,4.97
1276416.93,29.44,3.27,215535.16,4.97
1275768.51,29.43,3.26,214886.74,4.96
1275492.6,29.43,3.26,215156.33,4.96
1275228.04,29.43,3.26,215122.62,4.97
1275414.87,29.44,3.27,215172.19,4.97
1275168.64,29.44,3.27,215174.8,4.97
1274787.26,29.44,3.26,215145.85,4.97
1274605.99,29.43,3.26,214974.37,4.96
1274605.99,29.43,3.26,214974.37,4.96
1274341.44,29.43,3.26,214946.02,4.96
1274080.37,29.43,3.26,215453.62,4.98
1274160.49,29.44,3.27,215404.12,4.98
1274101.29,29.45,3.27,215063.18,4.97
1273802.58,29.45,3.27,215521.67,4.98
1271718.14,29.45,3.28,215466.56,4.99
1271718.14,29.45,3.28,215466.56,4.99
1271718.14,29.45,3.28,215466.56,4.99
1271439.89,29.45,3.28,215444.8,4.99
1271439.89,29.45,3.28,215444.8,4.99
1271349.96,29.46,3.28,215429.6,4.99
1271147.1,29.45,3.28,215330.06,4.99
1270914.56,29.45,3.28,215328.93,4.99
1270824.62,29.46,3.28,215375.91,4.99
1268740.18,29.46,3.29,215320.8,5.0
1268465.42,29.46,3.29,215288.32,5.0
1268374.33,29.47,3.29,215267.54,5.0
1268094.92,29.47,3.29,215840.0,5.02
1268258.54,29.47,3.3,216059.19,5.02
1268258.54,29.47,3.3,216059.19,5.02
1268182.29,29.48,3.3,216037.9,5.02
1268244.73,29.48,3.31,216079.12,5.02
1267980.17,29.48,3.31,216054.9,5.02
1267719.1,29.49,3.31,216027.09,5.02
1267453.38,29.49,3.31,216724.31,5.04
1267244.01,29.48,3.31,216512.36,5.04
1267052.27,29.49,3.31,216397.99,5.04
1267052.27,29.49,3.31,216397.99,5.04
1267052.27,29.49,3.31,216397.99,5.04
1267265.21,29.49,3.32,216860.77,5.05
1267032.68,29.5,3.32,216863.38,5.05
1266786.45,29.5,3.32,216859.47,5.05
1266595.74,29.49,3.32,216862.35,5.05
1266595.74,29.49,3.32,216862.35,5.05
1266317.5,29.49,3.32,216835.18,5.05
1266208.73,29.49,3.32,216727.39,5.05
1266208.73,29.49,3.32,216727.39,5.05
1265930.48,29.49,3.32,216780.29,5.05
1265652.24,29.49,3.32,216719.94,5.05
1265377.48,29.49,3.32,216718.84,5.05
1265541.1,29.5,3.33,217032.11,5.06
1265261.69,29.5,3.33,217018.81,5.06
1265261.69,29.5,3.33,217018.81,5.06
1264982.29,29.5,3.33,217077.4,5.06
1264906.03,29.51,3.33,217058.34,5.06
1264829.78,29.51,3.34,217041.2,5.06
1264565.23,29.51,3.34,217087.44,5.07
1264304.15,29.51,3.34,217057.92,5.07
1264069.26,29.51,3.34,216890.23,5.06
1264069.26,29.51,3.34,216890.23,5.06
1263803.54,29.51,3.34,216864.27,5.06
1263980.84,29.52,3.34,217556.3,5.08
1263980.84,29.52,3.34,217556.3,5.08
1263715.12,29.52,3.34,217585.93,5.08
1263670.89,29.52,3.35,217595.9,5.08
1263673.9,29.52,3.35,217593.5,5.08
1263409.35,29.52,3.35,217565.45,5.08
1263144.79,29.52,3.35,217549.19,5.08
1263144.79,29.52,3.35,217549.19,5.08
1262880.23,29.52,3.35,217589.32,5.09
1262619.16,29.52,3.35,217547.89,5.09
1262353.44,29.52,3.35,217712.7,5.09
1262353.44,29.52,3.35,217709.17,5.09
1262276.03,29.53,3.36,217532.01,5.09
1262010.31,29.53,3.36,217896.69,5.1
1262010.31,29.53,3.36,217896.69,5.1
1262010.31,29.53,3.36,217896.69,5.1
1261777.77,29.53,3.36,217902.01,5.1
1261840.21,29.54,3.36,217869.97,5.1
1261575.65,29.54,3.36,217977.41,5.1
1261311.09,29.54,3.37,218017.02,5.11
1261078.3,29.54,3.37,218015.88,5.11
1260961.19,29.54,3.37,219392.07,5.14
1260961.19,29.54,3.37,219357.53,5.14
1261093.08,29.55,3.38,218958.62,5.13
1260831.26,29.55,3.38,218738.74,5.13
1260598.72,29.55,3.38,218741.35,5.13
1260334.16,29.55,3.38,218710.44,5.13
1260069.6,29.55,3.38,218803.05,5.13
1260223.5,29.56,3.39,218721.21,5.13
1259962.43,29.56,3.39,219009.17,5.14
1259696.71,29.56,3.39,218916.55,5.14
1259430.99,29.56,3.39,218745.41,5.13
1259430.99,29.56,3.39,218745.41,5.13
1259353.57,29.57,3.39,219288.14,5.15
1259309.34,29.57,3.4,219298.1,5.15
1258927.25,29.57,3.39,219002.38,5.14
1258662.69,29.57,3.39,218967.25,5.14
1258398.14,29.57,3.39,219115.38,5.15
1258576.6,29.57,3.4,219090.86,5.15
1258203.58,29.57,3.4,218954.35,5.15
1258130.81,29.57,3.4,219555.29,5.16
1258308.12,29.58,3.41,219377.24,5.16
1257999.21,29.58,3.4,219145.36,5.15
1258117.86,29.59,3.41,220215.34,5.18
1258328.35,29.59,3.42,220220.9,5.18
1258063.79,29.59,3.42,220186.36,5.18
1257680.77,29.59,3.42,220278.14,5.18
1257681.7,29.59,3.42,220319.22,5.18
1257417.14,29.59,3.42,220221.86,5.18
1257419.01,29.59,3.42,220229.05,5.18
1257159.11,29.59,3.42,221877.12,5.22
1257130.05,29.6,3.42,222070.02,5.23
1256599.23,29.59,3.42,221491.98,5.22
1257557.14,29.62,3.45,221681.94,5.22
1257759.27,29.63,3.45,221663.63,5.22
1257759.27,29.63,3.45,221663.63,5.22
1257759.27,29.63,3.45,221673.06,5.22
1257494.71,29.63,3.46,221708.06,5.22
1257498.09,29.63,3.46,221711.05,5.22
1256442.19,29.63,3.46,221652.31,5.23
1256445.57,29.63,3.46,221655.22,5.23
1256070.91,29.63,3.45,221837.41,5.23
1255805.19,29.63,3.45,221746.46,5.23
1255539.47,29.63,3.45,221702.15,5.23
1255749.95,29.64,3.46,221707.31,5.23
1255749.95,29.64,3.46,221707.31,5.23
1255485.4,29.64,3.46,221673.17,5.23
1255220.84,29.64,3.46,221732.26,5.24
1254837.82,29.63,3.46,221691.23,5.23
1254837.82,29.63,3.46,221691.23,5.23
1254837.82,29.63,3.46,221691.23,5.23
1254761.56,29.64,3.46,221664.04,5.24
1254768.25,29.64,3.46,221665.99,5.24
1254950.2,29.64,3.47,221876.91,5.24
1254872.79,29.65,3.47,221757.81,5.24
1254607.07,29.65,3.47,221769.51,5.24
1254529.65,29.65,3.48,222467.64,5.26
1254146.63,29.65,3.47,222333.15,5.26
1254357.12,29.65,3.48,222338.72,5.26
1254092.56,29.65,3.48,222312.6,5.26
1253828.0,29.66,3.48,222300.17,5.26
1253828.0,29.66,3.48,222300.17,5.26
1253444.98,29.65,3.48,222529.03,5.26
1253444.98,29.65,3.48,222527.72,5.26
1253168.63,29.65,3.47,222224.55,5.26
1253168.63,29.65,3.47,222224.55,5.26
1253347.1,29.65,3.48,222240.6,5.26
1253274.33,29.66,3.48,221993.08,5.25
1252901.31,29.65,3.48,222871.13,5.27
1252823.9,29.65,3.48,222394.68,5.26
1252986.05,29.66,3.49,222075.54,5.26
1252718.17,29.66,3.49,222915.83,5.28
1252718.17,29.66,3.49,222915.83,5.28
1252485.64,29.66,3.49,222918.44,5.28
1252221.08,29.67,3.49,222885.37,5.28
1252144.83,29.67,3.5,222920.06,5.28
1252144.83,29.67,3.5,222889.86,5.28
1252035.06,29.67,3.49,222780.09,5.28
1252213.53,29.68,3.5,222763.61,5.28
1251952.46,29.68,3.5,222740.87,5.28
1251686.74,29.68,3.5,223052.29,5.29
1251748.02,29.68,3.51,223129.99,5.29
1251482.3,29.68,3.51,223675.6,5.31
1251544.01,29.69,3.51,223719.59,5.31
1251544.01,29.69,3.51,223719.59,5.31
1251435.23,29.68,3.51,223612.35,5.3
1251435.23,29.68,3.51,223612.35,5.3
1251220.1,29.68,3.51,223395.4,5.3
1250987.56,29.68,3.51,223392.23,5.3
1250987.56,29.68,3.51,223392.23,5.3
1251166.03,29.69,3.52,223366.42,5.3
1250783.01,29.68,3.51,223441.7,5.3
1250518.45,29.68,3.51,223386.13,5.3
1250253.89,29.68,3.51,223356.55,5.3
1249992.82,29.69,3.51,223694.26,5.31
1249727.1,29.69,3.51,223563.1,5.31
1249549.82,29.69,3.52,223519.85,5.31
1249549.82,29.69,3.52,223519.85,5.31
1249195.66,29.69,3.51,223400.28,5.31
1248963.12,29.69,3.52,223396.38,5.31
1248804.99,29.69,3.51,223238.55,5.31
1248983.46,29.69,3.52,223213.5,5.31
1248718.9,29.69,3.52,223355.8,5.31
1248718.9,29.69,3.52,223355.8,5.31
1248472.68,29.7,3.52,223346.64,5.31
1248535.12,29.7,3.53,223267.7,5.31
1248535.12,29.7,3.53,223267.7,5.31
1248274.05,29.7,3.53,223236.98,5.31
1248008.33,29.7,3.53,224203.26,5.34
1247821.5,29.71,3.53,224233.15,5.34
1247566.49,29.71,3.53,224235.0,5.34
1247566.49,29.71,3.53,224235.0,5.34
1247432.43,29.71,3.54,224071.95,5.34
1247432.43,29.71,3.54,224071.95,5.34
1247481.19,29.72,3.54,224051.41,5.34
1247621.39,29.72,3.55,224124.9,5.34
1247401.15,29.72,3.55,223918.26,5.33
1247401.15,29.72,3.55,223918.26,5.33
1247122.91,29.72,3.55,223898.1,5.34
1245038.46,29.73,3.55,223842.98,5.34
1244952.01,29.73,3.56,223805.93,5.34
1244672.61,29.73,3.56,224555.07,5.36
1244401.34,29.73,3.56,224499.65,5.36
1244401.34,29.73,3.56,224499.65,5.36
1244123.09,29.73,3.56,224735.94,5.37
1243890.55,29.73,3.56,224734.82,5.37
1243626.0,29.73,3.56,224704.84,5.37
1243804.46,29.74,3.57,224782.86,5.37
1243539.9,29.74,3.57,224757.05,5.38
1243253.15,29.74,3.57,224502.75,5.37
1242992.07,29.74,3.57,224444.75,5.37
1242726.36,29.74,3.57,225000.87,5.38
1242417.44,29.74,3.56,225082.4,5.39
1242537.26,29.75,3.57,225146.97,5.39
1241811.89,29.74,3.56,224486.52,5.38
1241767.66,29.74,3.57,224496.49,5.38
1241503.1,29.74,3.57,224461.36,5.38
1241503.1,29.74,3.57,224461.36,5.38
1241121.72,29.74,3.56,224168.04,5.37
1241121.72,29.74,3.56,224168.04,5.37
1241238.42,29.74,3.57,224212.32,5.37
1240973.86,29.74,3.57,224179.81,5.37
1241155.81,29.75,3.58,224159.42,5.37
1241155.81,29.75,3.58,224159.42,5.37
1241155.81,29.75,3.58,224159.42,5.37
1241271.35,29.76,3.59,224695.72,5.39
1241332.63,29.76,3.59,224898.0,5.39
1241255.21,29.77,3.6,225528.16,5.41
1241097.18,29.76,3.59,225370.43,5.4
1241191.64,29.77,3.6,225370.76,5.41
1241191.64,29.77,3.6,225370.76,5.41
1240984.42,29.77,3.6,225682.84,5.41
1240719.86,29.77,3.6,225652.81,5.41
1240719.86,29.77,3.6,225652.81,5.41
1240455.31,29.77,3.6,225733.97,5.42
1240072.28,29.76,3.59,225279.43,5.41
1239807.72,29.77,3.59,225211.95,5.41
1238815.99,29.75,3.58,224220.47,5.38
1238815.99,29.75,3.58,224220.47,5.38
1238523.66,29.74,3.57,223918.19,5.38
1238342.39,29.74,3.57,223758.6,5.37
1238342.39,29.74,3.57,223758.6,5.37
1238524.34,29.75,3.58,223740.02,5.37
1238524.34,29.75,3.58,223740.02,5.37
1238258.62,29.75,3.58,224755.54,5.4
1238102.0,29.75,3.57,224599.78,5.4
1238102.0,29.75,3.57,224599.78,5.4
1237944.46,29.74,3.57,224441.44,5.39
1237944.46,29.74,3.57,224441.44,5.39
1238190.77,29.76,3.58,224924.64,5.41
1238200.3,29.76,3.58,224964.37,5.41
1237720.48,29.75,3.58,224512.64,5.4
1237487.94,29.75,3.58,224499.27,5.4
1237223.38,29.75,3.58,224600.11,5.4
1237401.85,29.76,3.59,224541.2,5.4
1237325.6,29.77,3.59,224489.16,5.4
1237064.53,29.77,3.59,224781.44,5.41
1236987.12,29.77,3.6,224680.27,5.41
1236721.4,29.77,3.6,224482.24,5.4
1236455.68,29.77,3.6,225266.18,5.42
1236223.14,29.77,3.6,225257.02,5.43
1235958.58,29.77,3.6,225235.08,5.43
1235639.63,29.77,3.6,224916.13,5.42
1235375.07,29.77,3.6,224946.5,5.42
1234992.05,29.76,3.59,224562.16,5.41
1234915.79,29.77,3.59,224539.96,5.41
1234741.7,29.77,3.59,224336.47,5.41
1234480.62,29.77,3.59,224320.77,5.41
1234480.62,29.77,3.59,224320.77,5.41
1234480.62,29.77,3.59,224320.77,5.41
1234480.62,29.77,3.59,224320.77,5.41
1234480.62,29.77,3.59,224320.77,5.41
1234214.91,29.77,3.59,224414.06,5.41
1234214.91,29.77,3.59,224414.06,5.41
1235166.95,29.79,3.62,225834.31,5.45
1234871.03,29.79,3.62,225681.04,5.44
1234638.49,29.79,3.62,225667.67,5.45
1234700.93,29.8,3.62,225719.34,5.45
1234650.93,29.8,3.62,225669.34,5.45
1234650.93,29.8,3.62,225669.34,5.45
1234574.68,29.8,3.63,225630.18,5.45
1234753.15,29.81,3.63,225604.28,5.45
1234819.07,29.81,3.64,225971.43,5.46
1234819.07,29.81,3.64,225971.43,5.46
1234553.35,29.81,3.64,225928.07,5.46
1234553.35,29.81,3.64,225928.07,5.46
1234297.06,29.82,3.64,225708.88,5.45
1234078.36,29.82,3.64,226969.41,5.48
1234288.85,29.83,3.65,226974.57,5.48
1234024.29,29.83,3.65,226940.43,5.49
1233948.04,29.83,3.66,226990.75,5.49
1233683.48,29.83,3.66,226956.56,5.49
1233610.72,29.84,3.66,226934.51,5.49
1233345.0,29.84,3.66,227349.42,5.5
1233088.7,29.84,3.66,227351.57,5.5
1232753.19,29.83,3.66,227133.93,5.5
1232483.8,29.83,3.65,226905.84,5.49
1232162.07,29.83,3.65,227124.44,5.5
1232117.85,29.83,3.66,227134.41,5.5
1231853.29,29.83,3.66,227099.28,5.5
1231588.73,29.83,3.66,227187.65,5.5
1231324.17,29.83,3.66,227272.33,5.51
1231324.17,29.83,3.66,227272.33,5.51
1231506.12,29.84,3.67,227474.04,5.51
1231506.12,29.84,3.67,227474.04,5.51
1231259.26,29.84,3.67,227319.22,5.51
1231589.21,29.86,3.68,228815.27,5.55
1231924.62,29.87,3.69,228693.5,5.54
1231924.62,29.87,3.69,228693.5,5.54
1231692.09,29.87,3.69,228696.1,5.55
1231285.1,29.86,3.69,228511.93,5.54
1231208.85,29.87,3.69,228492.87,5.54
1230962.62,29.87,3.69,228488.97,5.54
1231310.49,29.88,3.7,228519.21,5.54
1231045.93,29.88,3.7,228492.75,5.55
1230784.86,29.88,3.7,228470.79,5.55
1230506.61,29.88,3.71,228443.62,5.55
1230506.61,29.88,3.71,228443.62,5.55
1230240.89,29.88,3.71,228908.76,5.56
1230240.89,29.88,3.71,228908.76,5.56
1230163.48,29.88,3.71,229005.83,5.56
1230086.07,29.89,3.71,229302.05,5.57
1230086.07,29.89,3.71,229302.05,5.57
1230086.07,29.89,3.71,229623.61,5.58
1230086.07,29.89,3.71,229623.61,5.58
1230086.07,29.89,3.71,229623.61,5.58
1229807.82,29.89,3.71,229676.49,5.58
1229968.69,29.89,3.72,229812.9,5.59
1230017.44,29.9,3.72,229777.37,5.59
1230017.44,29.9,3.72,229777.37,5.59
1229742.69,29.9,3.73,229753.28,5.59
1229651.59,29.9,3.73,230151.13,5.6
1229372.18,29.9,3.73,230131.99,5.6
1229092.78,29.9,3.73,230180.67,5.6
1228895.54,29.9,3.73,230052.16,5.6
1228663.01,29.9,3.73,230042.99,5.6
1228663.01,29.9,3.73,230042.99,5.6
1228398.45,29.9,3.73,230021.06,5.6
1228398.45,29.9,3.73,230021.06,5.6
1228398.45,29.9,3.73,230021.06,5.6
1228576.91,29.91,3.74,230127.22,5.6
1228312.36,29.91,3.74,230015.92,5.6
1227929.33,29.91,3.73,230022.3,5.6
1227856.57,29.91,3.74,230063.89,5.6
1227609.7,29.91,3.74,230133.11,5.61
1227535.07,29.92,3.74,230737.8,5.62
1227440.66,29.92,3.75,230590.09,5.62
1227208.13,29.92,3.75,230580.93,5.62
1226943.57,29.92,3.75,230622.53,5.62
1226679.01,29.92,3.75,230660.36,5.63
1226414.45,29.92,3.75,230555.05,5.63
1226181.66,29.92,3.75,230698.57,5.63
1226183.59,29.92,3.75,230702.39,5.63
1226152.01,29.93,3.76,231553.26,5.65
1225919.47,29.93,3.76,231536.29,5.65
1225919.47,29.93,3.76,231536.29,5.65
1225668.08,29.93,3.76,230743.95,5.63
1225403.53,29.93,3.76,230729.82,5.64
1225581.99,29.94,3.77,230837.53,5.64
1225646.28,29.95,3.77,231230.25,5.65
1225381.72,29.95,3.77,231173.56,5.65
1225135.5,29.95,3.78,231171.11,5.65
1224874.43,29.95,3.78,232058.26,5.67
1224519.68,29.94,3.77,231987.03,5.67
1224519.68,29.94,3.77,231987.03,5.67
1224957.51,29.96,3.79,232223.26,5.68
1225006.26,29.97,3.8,232196.01,5.68
1225006.26,29.97,3.8,232196.01,5.68
1225006.26,29.97,3.8,232196.01,5.68
1224728.02,29.97,3.8,232803.62,5.7
1224454.42,29.97,3.8,232774.75,5.7
1225568.58,30.0,3.83,234511.05,5.74
1225217.83,30.0,3.83,234399.89,5.74
1224927.04,30.0,3.83,234144.16,5.73
1224899.19,30.0,3.83,234341.12,5.74
1224899.19,30.0,3.83,234341.12,5.74
1224655.37,30.0,3.83,234045.08,5.73
1224422.83,30.0,3.83,234046.1,5.73
1224158.27,30.0,3.83,234014.55,5.73
1224434.55,30.01,3.84,234051.1,5.74
1224312.16,30.01,3.84,234026.59,5.74
1224312.16,30.01,3.84,234026.59,5.74
1224235.91,30.01,3.84,234008.95,5.74
1224163.15,30.02,3.85,234053.38,5.74
1223897.43,30.02,3.85,234018.25,5.74
1223608.74,30.01,3.84,234002.92,5.74
1223531.33,30.02,3.85,234699.72,5.76
1223265.61,30.02,3.85,234585.03,5.76
1223484.46,30.03,3.86,234584.5,5.76
1223219.9,30.03,3.86,234556.09,5.76
1223219.9,30.03,3.86,234655.19,5.76
1222955.34,30.03,3.86,234712.49,5.76
1222879.09,30.03,3.86,234677.63,5.76
1222721.54,30.03,3.86,234519.45,5.76
1222460.47,30.03,3.86,234497.73,5.76
1222308.06,30.03,3.86,234656.51,5.76
1222308.06,30.03,3.86,234656.51,5.76
1222308.06,30.03,3.86,234638.4,5.76
1222061.84,30.03,3.86,234634.44,5.77
1222123.11,30.04,3.86,234586.91,5.77
1221857.39,30.04,3.87,234458.36,5.76
1221857.39,30.04,3.87,234458.36,5.76
1221570.37,30.04,3.87,234433.37,5.76
1221304.65,30.04,3.87,235247.66,5.79
1221026.41,30.04,3.87,235220.52,5.79
1221034.19,30.04,3.87,235202.66,5.79
1221082.95,30.04,3.87,235268.37,5.79
1221247.73,30.05,3.88,235227.83,5.79
1220972.97,30.05,3.88,235200.82,5.79
1220693.56,30.05,3.88,235818.88,5.81
1220310.54,30.05,3.88,235517.8,5.8
1220516.21,30.06,3.89,236225.37,5.82
1220516.21,30.06,3.89,236225.37,5.82
1220229.19,30.06,3.89,236248.73,5.82
1219942.17,30.06,3.89,236226.93,5.82
1219682.35,30.06,3.89,236068.73,5.82
1219398.81,30.06,3.89,236053.66,5.82
1219399.75,30.06,3.89,236067.57,5.82
1219111.56,30.06,3.89,236204.96,5.82
1219443.75,30.07,3.9,236061.33,5.82
1219443.75,30.07,3.9,236061.33,5.82
1219160.88,30.06,3.9,235794.04,5.81
1219160.88,30.06,3.9,235794.04,5.81
1219160.88,30.06,3.9,235794.04,5.81
1218763.7,30.06,3.89,236117.66,5.82
1218763.7,30.06,3.89,236117.66,5.82
1218918.54,30.06,3.9,236349.26,5.83
1218672.32,30.07,3.9,236345.1,5.83
1218394.07,30.07,3.9,236375.65,5.83
1218115.83,30.07,3.9,236407.99,5.84
1217732.8,30.06,3.9,236122.96,5.83
1217454.56,30.06,3.9,236030.62,5.83
1217135.4,30.06,3.89,235711.46,5.82
1216860.64,30.06,3.89,235817.77,5.82
1216867.44,30.06,3.89,235828.33,5.83
1217296.1,30.08,3.91,237244.97,5.86
1217296.1,30.08,3.91,237244.97,5.86
1217382.78,30.08,3.92,237012.84,5.86
1217150.24,30.08,3.92,237011.72,5.86
1217150.24,30.08,3.92,237011.72,5.86
1217150.24,30.08,3.92,237011.72,5.86
1217150.24,30.08,3.92,237011.72,5.86
