ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
747,2484,2210050,6212,2273120
747,2484,2210050,6212,2273120
747,2484,2210600,6212,2273670
747,2484,2211600,6212,2274670
747,2484,2212070,6212,2275140
747,2484,2213070,6212,2276140
747,2484,2214070,6212,2277140
747,2484,2215070,6212,2278140
747,2484,2215070,6212,2278610
747,2484,2216070,6212,2279610
747,2484,2216390,6212,2279930
747,2484,2217390,6212,2280930
747,2484,2217390,6212,2280930
748,2492,2218390,6212,2281930
748,2492,2218550,6212,2282090
748,2492,2218550,6212,2282560
748,2492,2219550,6212,2283560
748,2492,2219550,6212,2283560
748,2492,2219550,6212,2283560
748,2492,2220020,6212,2284030
748,2492,2220020,6212,2285030
748,2492,2220670,6212,2285680
748,2492,2221670,6212,2286680
748,2492,2222140,6212,2287150
748,2492,2222140,6212,2287960
748,2492,2223140,6212,2288960
748,2492,2223950,6212,2289770
748,2492,2223950,6212,2290580
749,2500,2224950,6212,2291580
749,2500,2225950,6212,2292580
749,2500,2226420,6212,2293050
749,2500,2227420,6212,2294050
749,2500,2228420,6212,2295050
749,2500,2228420,6212,2295370
749,2500,2228420,6212,2295370
749,2500,2228420,6212,2296020
749,2500,2228420,6212,2296830
749,2500,2228740,6212,2297150
749,2500,2229740,6212,2298150
749,2500,2230740,6212,2299150
750,2508,2231740,6212,2300150
750,2508,2232740,6212,2301150
750,2508,2233060,6212,2301470
750,2508,2233060,6212,2302470
750,2508,2233060,6212,2302470
750,2508,2234060,6212,2303470
750,2508,2234060,6212,2303470
750,2508,2235060,6212,2304470
750,2508,2236060,6212,2305470
750,2508,2236870,6212,2306280
751,2516,2237870,6212,2307280
751,2516,2238870,6212,2308280
751,2516,2238870,6212,2308280
751,2516,2239190,6212,2308600
751,2516,2240000,6212,2309410
751,2516,2241000,6212,2310410
752,2524,2242000,6212,2311410
752,2524,2243000,6212,2312410
752,2524,2243810,6212,2313220
752,2524,2243810,6212,2313220
752,2524,2244810,6212,2314220
752,2524,2244810,6212,2314700
752,2524,2245810,6212,2315700
752,2524,2246810,6212,2316700
752,2524,2247620,6212,2317510
752,2524,2248430,6212,2318320
752,2524,2249430,6212,2319320
752,2524,2250430,6212,2320320
752,2524,2250430,6212,2321320
752,2524,2251430,6212,2322320
752,2524,2252430,6212,2323320
752,2524,2253240,6212,2324130
752,2524,2253240,6212,2324130
752,2524,2254240,6212,2325130
752,2524,2254240,6212,2326130
752,2524,2255050,6212,2326940
753,2532,2256050,6212,2327940
753,2532,2256050,6212,2328410
753,2532,2256050,6212,2328410
753,2532,2257050,6212,2329410
753,2532,2257520,6212,2329880
753,2532,2258520,6212,2330880
753,2532,2259110,6212,2331470
753,2532,2259110,6212,2331470
753,2532,2259110,6212,2332280
753,2532,2259920,6212,2333090
753,2532,2259920,6212,2333090
753,2532,2260920,6212,2334090
753,2532,2261390,6212,2334560
753,2532,2261500,6212,2334670
753,2532,2261500,6212,2335260
753,2532,2262500,6212,2336260
754,2540,2263500,6212,2337260
754,2540,2263500,6212,2337260
754,2540,2264500,6212,2338260
754,2540,2265150,6212,2338910
754,2540,2265150,6212,2339720
754,2540,2266150,6212,2340720
754,2540,2266150,6212,2341720
754,2540,2267150,6212,2342720
754,2540,2267150,6212,2343720
755,2548,2268150,6212,2344720
755,2548,2268150,6212,2345190
755,2548,2268800,6212,2345840
756,2556,2272800,6212,2349840
756,2556,2272800,6212,2349840
756,2556,2272800,6212,2350070
756,2556,2273270,6212,2350540
756,2556,2274270,6212,2351540
756,2556,2274270,6212,2352540
756,2556,2274430,6212,2352700
756,2556,2275240,6212,2353510
756,2556,2276240,6212,2354510
756,2556,2276710,6212,2354980
756,2556,2276710,6212,2355790
756,2556,2277710,6212,2356790
756,2556,2277710,6212,2356790
756,2556,2278710,6212,2357790
756,2556,2278710,6212,2358790
756,2556,2278710,6212,2359250
756,2556,2279710,6212,2360250
756,2556,2280170,6212,2360710
756,2556,2281170,6212,2361710
756,2556,2281170,6212,2361710
756,2556,2282170,6212,2362710
756,2556,2282170,6212,2363520
756,2556,2282170,6212,2363520
757,2564,2283170,6212,2364520
757,2564,2284170,6212,2365520
757,2564,2285170,6212,2366520
757,2564,2285170,6212,2367520
757,2564,2286170,6212,2368520
757,2564,2286170,6212,2368520
757,2564,2287170,6212,2369520
757,2564,2287170,6212,2369520
757,2564,2287170,6212,2369520
757,2564,2287170,6212,2370330
757,2564,2287640,6212,2370800
757,2564,2287640,6212,2371610
757,2564,2288640,6212,2372610
757,2564,2288870,6212,2372840
757,2564,2288870,6212,2373310
757,2564,2288870,6212,2373310
757,2564,2289340,6212,2373780
757,2564,2290340,6212,2374780
757,2564,2291340,6212,2375780
757,2564,2292150,6212,2376590
757,2564,2293150,6212,2377590
758,2572,2294150,6212,2378590
758,2572,2295150,6212,2379590
759,2580,2296150,6212,2380590
759,2580,2296150,6212,2380590
759,2580,2296470,6212,2380910
759,2580,2296940,6212,2381380
759,2580,2297410,6212,2381850
759,2580,2298410,6212,2382850
759,2580,2298410,6212,2382850
759,2580,2299410,6212,2383850
759,2580,2299880,6212,2384320
759,2580,2299880,6212,2384320
759,2580,2300530,6212,2384970
759,2580,2301530,6212,2385970
759,2580,2302530,6212,2386970
759,2580,2303530,6212,2387970
759,2580,2304530,6212,2388970
760,2588,2305530,6212,2389970
760,2588,2306530,6212,2390970
760,2588,2306530,6212,2390970
760,2588,2307530,6212,2391970
760,2588,2307530,6212,2391970
760,2588,2308340,6212,2392780
760,2588,2309150,6212,2393590
761,2596,2310150,6212,2394590
761,2596,2310150,6212,2395590
761,2596,2310620,6212,2396060
761,2596,2310840,6212,2396280
761,2596,2311840,6212,2397280
761,2596,2311840,6212,2398090
761,2596,2311840,6212,2398090
761,2596,2312070,6212,2398320
761,2596,2313070,6212,2399320
761,2596,2314070,6212,2400320
762,2604,2315070,6212,2401320
762,2604,2316070,6212,2402320
762,2604,2317070,6212,2403320
762,2604,2317070,6212,2404320
762,2604,2318070,6212,2405320
762,2604,2318880,6212,2406130
762,2604,2319880,6212,2407130
762,2604,2320350,6212,2407600
762,2604,2320820,6212,2408070
762,2604,2321820,6212,2409070
762,2604,2321820,6212,2409070
762,2604,2321820,6212,2409070
762,2604,2321820,6212,2409720
762,2604,2322820,6212,2410720
762,2604,2323290,6212,2411190
762,2604,2323290,6212,2412190
762,2604,2324290,6212,2413190
762,2604,2324610,6212,2413510
762,2604,2324840,6212,2413740
762,2604,2325840,6212,2414740
762,2604,2326840,6212,2415740
762,2604,2326840,6212,2415740
762,2604,2327840,6212,2416740
762,2604,2327840,6212,2417740
762,2604,2328650,6212,2418550
762,2604,2329650,6212,2419550
762,2604,2329650,6212,2420550
762,2604,2329650,6212,2421550
762,2604,2329650,6212,2422550
762,2604,2330200,6212,2423100
762,2604,2331200,6212,2424100
763,2612,2332200,6212,2425100
763,2612,2332670,6212,2425570
763,2612,2332670,6212,2425570
763,2612,2332670,6212,2426570
763,2612,2333670,6212,2427570
763,2612,2333670,6212,2427570
763,2612,2333900,6212,2427800
763,2612,2334900,6212,2428800
763,2612,2334900,6212,2428800
763,2612,2334900,6212,2428800
763,2612,2335710,6212,2429610
763,2612,2336710,6212,2430610
763,2612,2337710,6212,2431610
763,2612,2338360,6212,2432260
763,2612,2338680,6212,2432580
763,2612,2338680,6212,2432580
764,2620,2339330,6212,2433230
764,2620,2340140,6212,2434040
764,2620,2340140,6212,2434040
764,2620,2341140,6212,2435040
764,2620,2341140,6212,2435040
764,2620,2341300,6212,2435200
764,2620,2342300,6212,2436200
764,2620,2342300,6212,2436200
764,2620,2342670,6212,2436570
764,2620,2342670,6212,2436570
764,2620,2343480,6212,2437380
764,2620,2343480,6212,2437380
764,2620,2343640,6212,2437540
764,2620,2344640,6212,2438540
764,2620,2345110,6212,2439010
764,2620,2345590,6212,2439490
764,2620,2346590,6212,2440490
764,2620,2346910,6212,2440810
765,2628,2347910,6212,2441810
765,2628,2348230,6212,2442130
765,2628,2349040,6212,2442940
765,2628,2349040,6212,2443940
765,2628,2350040,6212,2444940
765,2628,2351040,6212,2445940
765,2628,2351040,6212,2446750
765,2628,2351040,6212,2447750
765,2628,2352040,6212,2448750
765,2628,2352850,6212,2449560
765,2628,2353660,6212,2450370
765,2628,2354470,6212,2451180
765,2628,2354470,6212,2452180
766,2636,2355060,6212,2452770
766,2636,2356060,6212,2453770
766,2636,2356060,6212,2454770
766,2636,2356290,6212,2455000
766,2636,2357290,6212,2456000
766,2636,2357290,6212,2456000
766,2636,2357290,6212,2456000
766,2636,2357290,6212,2456810
766,2636,2357290,6212,2457810
766,2636,2357290,6212,2458460
766,2636,2357290,6212,2458930
766,2636,2357660,6212,2459300
766,2636,2358470,6212,2460110
766,2636,2358790,6212,2460430
766,2636,2359790,6212,2461430
766,2636,2360600,6212,2462240
766,2636,2361600,6212,2463240
766,2636,2362410,6212,2464050
767,2644,2363410,6212,2465050
767,2644,2363410,6212,2465860
767,2644,2363730,6212,2466180
767,2644,2364730,6212,2467180
767,2644,2364730,6212,2467500
767,2644,2365730,6212,2468500
767,2644,2365730,6212,2468500
767,2644,2365730,6212,2468500
767,2644,2366050,6212,2468820
767,2644,2366860,6212,2469630
767,2644,2367180,6212,2469950
767,2644,2368180,6212,2470950
767,2644,2368180,6212,2471950
767,2644,2368650,6212,2472420
767,2644,2368650,6212,2472420
767,2644,2369650,6212,2473420
767,2644,2369650,6212,2473890
768,2652,2370650,6212,2474890
768,2652,2371650,6212,2475890
768,2652,2372120,6212,2476360
768,2652,2372120,6212,2477360
768,2652,2372120,6212,2477830
768,2652,2373120,6212,2478830
768,2652,2373770,6212,2479480
768,2652,2373770,6212,2479950
768,2652,2374090,6212,2480270
768,2652,2375090,6212,2481270
768,2652,2376090,6212,2482270
768,2652,2376250,6212,2482430
768,2652,2376250,6212,2483430
768,2652,2377250,6212,2484430
769,2660,2378250,6212,2485430
769,2660,2379060,6212,2486240
769,2660,2379610,6212,2486790
769,2660,2380610,6212,2487790
769,2660,2380610,6212,2488790
769,2660,2380610,6212,2488790
769,2660,2381610,6212,2489790
769,2660,2382610,6212,2490790
769,2660,2383080,6212,2491260
769,2660,2383080,6212,2492070
769,2660,2383550,6212,2492540
769,2660,2384360,6212,2493350
769,2660,2384360,6212,2493350
769,2660,2384360,6212,2494350
770,2668,2385010,6212,2495000
770,2668,2385820,6212,2495810
770,2668,2386820,6212,2496810
770,2668,2386820,6212,2497620
770,2668,2386820,6212,2498620
770,2668,2387140,6212,2498940
770,2668,2388140,6212,2499940
770,2668,2388140,6212,2499940
770,2668,2389140,6212,2500940
770,2668,2390140,6212,2501940
770,2668,2390950,6212,2502750
770,2668,2391270,6212,2503070
771,2676,2392270,6212,2504070
771,2676,2393080,6212,2504880
771,2676,2393550,6212,2505350
771,2676,2393550,6212,2505820
771,2676,2393550,6212,2506290
771,2676,2393550,6212,2506290
771,2676,2394550,6212,2507290
771,2676,2395020,6212,2507760
771,2676,2396020,6212,2508760
771,2676,2396490,6212,2509230
771,2676,2397490,6212,2510230
771,2676,2397490,6212,2510700
771,2676,2397490,6212,2510700
771,2676,2397490,6212,2511250
771,2676,2398490,6212,2512250
771,2676,2399490,6212,2513250
772,2684,2400490,6212,2514250
772,2684,2401490,6212,2515250
772,2684,2401810,6212,2515570
772,2684,2402810,6212,2516570
772,2684,2402810,6212,2516570
772,2684,2403270,6212,2517030
772,2684,2403920,6212,2517680
772,2684,2404920,6212,2518680
772,2684,2405730,6212,2519490
772,2684,2406540,6212,2520300
772,2684,2406540,6212,2520300
773,2692,2407540,6212,2521300
773,2692,2408350,6212,2522110
773,2692,2409350,6212,2523110
773,2692,2410350,6212,2524110
773,2692,2411160,6212,2524920
773,2692,2411750,6212,2525510
773,2692,2411750,6212,2526510
773,2692,2412750,6212,2527510
773,2692,2412750,6212,2528320
773,2692,2413750,6212,2529320
774,2700,2414750,6212,2530320
774,2700,2415750,6212,2531320
774,2700,2416560,6212,2532130
774,2700,2417560,6212,2533130
774,2700,2418020,6212,2533590
774,2700,2418020,6212,2534590
774,2700,2418830,6212,2535400
774,2700,2418830,6212,2536210
774,2700,2419830,6212,2537210
774,2700,2419830,6212,2537210
774,2700,2419830,6212,2537210
774,2700,2420830,6212,2538210
774,2700,2421830,6212,2539210
774,2700,2421830,6212,2540210
775,2708,2422300,6212,2540680
775,2708,2422300,6212,2541680
775,2708,2423300,6212,2542680
775,2708,2423410,6212,2542790
775,2708,2424410,6212,2543790
775,2708,2425410,6212,2544790
775,2708,2426410,6212,2545790
775,2708,2427410,6212,2546790
775,2708,2428410,6212,2547790
775,2708,2428880,6212,2548260
776,2716,2429880,6212,2549260
776,2716,2430690,6212,2550070
776,2716,2431060,6212,2550440
776,2716,2431060,6212,2550910
776,2716,2431060,6212,2551370
776,2716,2431380,6212,2551690
776,2716,2431380,6212,2551690
776,2716,2431380,6212,2551690
776,2716,2431540,6212,2551850
776,2716,2431540,6212,2551850
776,2716,2432540,6212,2552850
776,2716,2432540,6212,2553660
776,2716,2433540,6212,2554660
776,2716,2434540,6212,2555660
776,2716,2434540,6212,2555660
776,2716,2434540,6212,2556660
776,2716,2435010,6212,2557130
776,2716,2436010,6212,2558130
777,2724,2436480,6212,2558600
777,2724,2436480,6212,2558600
777,2724,2436480,6212,2558600
777,2724,2437480,6212,2559600
777,2724,2437950,6212,2560070
777,2724,2437950,6212,2560070
777,2724,2437950,6212,2560300
777,2724,2438950,6212,2561300
777,2724,2438950,6212,2561300
777,2724,2439760,6212,2562110
777,2724,2440760,6212,2563110
777,2724,2440760,6212,2563430
777,2724,2440760,6212,2563900
777,2724,2441760,6212,2564900
777,2724,2441760,6212,2564900
777,2724,2442760,6212,2565900
777,2724,2443310,6212,2566450
777,2724,2443310,6212,2566450
777,2724,2443310,6212,2566450
777,2724,2443780,6212,2566920
777,2724,2443780,6212,2567920
777,2724,2443780,6212,2567920
777,2724,2443780,6212,2568920
778,2732,2444590,6212,2569730
778,2732,2444590,6212,2570540
778,2732,2444590,6212,2570540
778,2732,2444590,6212,2571540
778,2732,2445590,6212,2572540
778,2732,2446060,6212,2573010
778,2732,2447060,6212,2574010
779,2740,2448060,6212,2575010
779,2740,2448060,6212,2575480
779,2740,2448060,6212,2575480
779,2740,2448060,6212,2575800
779,2740,2448060,6212,2575800
779,2740,2448060,6212,2575800
779,2740,2448870,6212,2576610
779,2740,2449350,6212,2577090
779,2740,2449350,6212,2577320
779,2740,2449350,6212,2578320
779,2740,2449350,6212,2578320
779,2740,2450350,6212,2579320
779,2740,2450350,6212,2580320
779,2740,2450510,6212,2580480
779,2740,2451510,6212,2581480
779,2740,2451510,6212,2581480
779,2740,2451970,6212,2581940
779,2740,2452620,6212,2582590
779,2740,2453620,6212,2583590
779,2740,2454080,6212,2584050
779,2740,2454890,6212,2584860
779,2740,2455700,6212,2585670
779,2740,2455700,6212,2585670
779,2740,2456700,6212,2586670
779,2740,2457700,6212,2587670
779,2740,2458700,6212,2588670
779,2740,2458700,6212,2589670
779,2740,2458700,6212,2590670
779,2740,2459700,6212,2591670
780,2748,2460170,6212,2592140
780,2748,2460980,6212,2592950
780,2748,2461980,6212,2593950
780,2748,2462980,6212,2594950
780,2748,2462980,6212,2595950
780,2748,2462980,6212,2595950
780,2748,2463300,6212,2596270
780,2748,2463460,6212,2596430
780,2748,2464460,6212,2597430
780,2748,2465460,6212,2598430
780,2748,2465460,6212,2598430
780,2748,2466110,6212,2599080
780,2748,2466110,6212,2599080
780,2748,2467110,6212,2600080
780,2748,2467580,6212,2600550
780,2748,2467580,6212,2601550
781,2756,2468580,6212,2602550
781,2756,2469390,6212,2603360
781,2756,2470390,6212,2604360
781,2756,2471040,6212,2605010
782,2764,2479040,6212,2613010
782,2764,2479040,6212,2614010
782,2764,2480040,6212,2615010
782,2764,2480040,6212,2615010
782,2764,2481040,6212,2616010
782,2764,2481040,6212,2616010
782,2764,2481040,6212,2617010
782,2764,2481360,6212,2617330
782,2764,2482360,6212,2618330
782,2764,2482360,6212,2618330
782,2764,2482360,6212,2619330
782,2764,2482360,6212,2619330
782,2764,2483360,6212,2620330
783,2772,2484360,6212,2621330
783,2772,2485360,6212,2622330
783,2772,2485360,6212,2622330
783,2772,2485360,6212,2622330
783,2772,2485360,6212,2622330
783,2772,2486360,6212,2623330
783,2772,2486360,6212,2623330
783,2772,2486360,6212,2623330
783,2772,2487170,6212,2624140
783,2772,2488170,6212,2625140
783,2772,2488490,6212,2625460
783,2772,2489300,6212,2626270
783,2772,2489620,6212,2626590
783,2772,2490430,6212,2627400
784,2780,2491430,6212,2628400
784,2780,2492430,6212,2629400
784,2780,2492430,6212,2629870
784,2780,2492430,6212,2630870
784,2780,2492430,6212,2631340
784,2780,2492430,6212,2631340
784,2780,2492540,6212,2631450
784,2780,2493540,6212,2632450
784,2780,2494350,6212,2633260
784,2780,2494350,6212,2634070
784,2780,2494940,6212,2634660
784,2780,2495940,6212,2635660
784,2780,2495940,6212,2635660
784,2780,2496940,6212,2636660
784,2780,2497750,6212,2637470
784,2780,2497750,6212,2637470
784,2780,2498750,6212,2638470
785,2788,2506750,6212,2646470
786,2796,2507750,6212,2647470
786,2796,2507750,6212,2648280
786,2796,2508750,6212,2649280
786,2796,2508750,6212,2649280
786,2796,2508750,6212,2649280
786,2796,2509400,6212,2649930
786,2796,2509560,6212,2650090
786,2796,2510030,6212,2650560
786,2796,2511030,6212,2651560
786,2796,2511030,6212,2652210
786,2796,2512030,6212,2653210
786,2796,2512030,6212,2653210
786,2796,2513030,6212,2654210
786,2796,2513500,6212,2654680
787,2804,2513820,6212,2655000
787,2804,2514820,6212,2656000
787,2804,2514820,6212,2657000
787,2804,2515820,6212,2658000
787,2804,2515820,6212,2659000
787,2804,2515820,6212,2659320
787,2804,2515820,6212,2660320
787,2804,2515820,6212,2660970
787,2804,2516630,6212,2661780
787,2804,2517630,6212,2662780
787,2804,2518090,6212,2663240
787,2804,2518090,6212,2663240
787,2804,2518090,6212,2664240
787,2804,2518140,6212,2664290
787,2804,2518140,6212,2665290
788,2812,2519140,6212,2666290
788,2812,2519610,6212,2666760
788,2812,2519610,6212,2667760
788,2812,2519610,6212,2668760
788,2812,2520610,6212,2669760
788,2812,2520930,6212,2670080
788,2812,2521930,6212,2671080
788,2812,2522930,6212,2672080
788,2812,2523400,6212,2672550
788,2812,2523870,6212,2673020
788,2812,2524870,6212,2674020
788,2812,2524870,6212,2675020
788,2812,2525680,6212,2675830
788,2812,2526680,6212,2676830
788,2812,2526680,6212,2677300
788,2812,2526680,6212,2678300
788,2812,2526910,6212,2678530
789,2820,2527910,6212,2679530
789,2820,2528910,6212,2680530
789,2820,2528910,6212,2681530
789,2820,2529230,6212,2681850
789,2820,2529230,6212,2681850
789,2820,2530230,6212,2682850
789,2820,2531230,6212,2683850
789,2820,2532230,6212,2684850
789,2820,2533230,6212,2685850
789,2820,2534230,6212,2686850
789,2820,2535230,6212,2687850
789,2820,2536230,6212,2688850
789,2820,2537040,6212,2689660
789,2820,2537040,6212,2690660
790,2828,2538040,6212,2691660
790,2828,2538040,6212,2692310
790,2828,2539040,6212,2693310
790,2828,2539510,6212,2693780
790,2828,2539980,6212,2694250
790,2828,2540300,6212,2694570
790,2828,2541300,6212,2695570
790,2828,2542110,6212,2696380
790,2828,2543110,6212,2697380
790,2828,2544110,6212,2698380
790,2828,2544920,6212,2699190
790,2828,2544920,6212,2700190
791,2836,2545390,6212,2700660
791,2836,2545390,6212,2700980
791,2836,2546390,6212,2701980
791,2836,2546390,6212,2701980
791,2836,2546390,6212,2701980
791,2836,2547390,6212,2702980
791,2836,2547860,6212,2703450
791,2836,2548860,6212,2704450
791,2836,2548860,6212,2705450
791,2836,2548860,6212,2706450
791,2836,2549330,6212,2706920
791,2836,2550330,6212,2707920
791,2836,2551330,6212,2708920
791,2836,2552330,6212,2709920
791,2836,2552330,6212,2710920
791,2836,2552330,6212,2711920
791,2836,2552330,6212,2712920
792,2844,2553140,6212,2713730
792,2844,2553600,6212,2714190
792,2844,2554250,6212,2714840
792,2844,2554250,6212,2715840
792,2844,2555250,6212,2716840
792,2844,2555250,6212,2716840
792,2844,2555410,6212,2717000
792,2844,2555730,6212,2717320
792,2844,2555730,6212,2717320
792,2844,2556730,6212,2718320
792,2844,2556730,6212,2719320
792,2844,2556730,6212,2719690
792,2844,2557730,6212,2720690
792,2844,2558540,6212,2721500
792,2844,2559010,6212,2721970
792,2844,2560010,6212,2722970
792,2844,2560660,6212,2723620
793,2852,2561470,6212,2724430
793,2852,2561470,6212,2724900
793,2852,2561470,6212,2725900
793,2852,2561700,6212,2726130
793,2852,2562510,6212,2726940
793,2852,2562980,6212,2727410
793,2852,2563790,6212,2728220
793,2852,2564600,6212,2729030
793,2852,2565410,6212,2729840
793,2852,2566410,6212,2730840
793,2852,2566410,6212,2730840
793,2852,2566410,6212,2731490
793,2852,2566410,6212,2732490
793,2852,2567410,6212,2733490
794,2860,2568220,6212,2734300
794,2860,2569220,6212,2735300
794,2860,2570220,6212,2736300
794,2860,2571220,6212,2737300
794,2860,2572220,6212,2738300
794,2860,2572220,6212,2739300
794,2860,2572220,6212,2739620
794,2860,2573220,6212,2740620
794,2860,2573690,6212,2741090
794,2860,2574690,6212,2742090
794,2860,2575690,6212,2743090
794,2860,2575690,6212,2743900
795,2868,2576690,6212,2744900
795,2868,2576690,6212,2745370
795,2868,2577690,6212,2746370
795,2868,2578690,6212,2747370
795,2868,2579500,6212,2748180
795,2868,2580500,6212,2749180
795,2868,2580500,6212,2749640
795,2868,2581310,6212,2750450
795,2868,2582120,6212,2751260
795,2868,2582440,6212,2751580
796,2876,2583440,6212,2752580
796,2876,2584250,6212,2753390
796,2876,2585060,6212,2754200
796,2876,2585060,6212,2755010
796,2876,2585060,6212,2756010
796,2876,2585530,6212,2756480
796,2876,2586530,6212,2757480
796,2876,2587340,6212,2758290
796,2876,2587810,6212,2758760
796,2876,2588620,6212,2759570
796,2876,2589430,6212,2760380
797,2884,2590430,6212,2761380
797,2884,2590590,6212,2761540
797,2884,2590590,6212,2762540
797,2884,2591060,6212,2763010
797,2884,2591870,6212,2763820
797,2884,2591870,6212,2764820
797,2884,2592520,6212,2765470
797,2884,2593170,6212,2766120
797,2884,2593980,6212,2766930
797,2884,2593980,6212,2766930
797,2884,2594980,6212,2767930
797,2884,2595980,6212,2768930
797,2884,2595980,6212,2769930
798,2892,2596980,6212,2770930
798,2892,2597790,6212,2771740
798,2892,2598020,6212,2771970
798,2892,2598020,6212,2772970
798,2892,2598020,6212,2773970
798,2892,2598020,6212,2774970
798,2892,2599020,6212,2775970
798,2892,2599020,6212,2776780
798,2892,2599340,6212,2777100
798,2892,2600340,6212,2778100
798,2892,2600340,6212,2778910
798,2892,2601340,6212,2779910
798,2892,2602150,6212,2780720
798,2892,2602150,6212,2781720
798,2892,2602960,6212,2782530
798,2892,2603770,6212,2783340
798,2892,2604770,6212,2784340
799,2900,2605770,6212,2785340
799,2900,2605770,6212,2786340
799,2900,2606770,6212,2787340
799,2900,2607230,6212,2787800
799,2900,2607230,6212,2788270
799,2900,2607230,6212,2789080
799,2900,2607700,6212,2789550
799,2900,2608160,6212,2790010
799,2900,2608160,6212,2790010
799,2900,2608480,6212,2790330
799,2900,2608480,6212,2790800
799,2900,2609480,6212,2791800
799,2900,2610480,6212,2792800
799,2900,2610480,6212,2793270
799,2900,2610480,6212,2794270
799,2900,2611480,6212,2795270
799,2900,2611480,6212,2795270
799,2900,2612290,6212,2796080
800,2908,2613290,6212,2797080
800,2908,2613520,6212,2797310
800,2908,2614170,6212,2797960
800,2908,2614630,6212,2798420
800,2908,2615630,6212,2799420
800,2908,2616630,6212,2800420
800,2908,2617630,6212,2801420
800,2908,2618630,6212,2802420
800,2908,2618630,6212,2802420
800,2908,2619100,6212,2802890
800,2908,2619100,6212,2803700
800,2908,2619100,6212,2804700
800,2908,2619100,6212,2805510
800,2908,2619100,6212,2806510
801,2916,2620100,6212,2807510
801,2916,2620100,6212,2808510
801,2916,2620910,6212,2809320
802,2924,2621910,6212,2810320
802,2924,2622720,6212,2811130
802,2924,2623720,6212,2812130
802,2924,2624720,6212,2813130
802,2924,2625370,6212,2813780
802,2924,2625370,6212,2813780
802,2924,2626180,6212,2814590
802,2924,2626180,6212,2815400
802,2924,2626180,6212,2815400
802,2924,2626180,6212,2815720
802,2924,2626410,6212,2815950
802,2924,2626410,6212,2815950
802,2924,2627410,6212,2816950
802,2924,2627410,6212,2816950
802,2924,2628410,6212,2817950
802,2924,2629410,6212,2818950
802,2924,2630410,6212,2819950
802,2924,2630880,6212,2820420
802,2924,2631690,6212,2821230
802,2924,2631920,6212,2821460
802,2924,2632570,6212,2822110
802,2924,2633570,6212,2823110
802,2924,2634570,6212,2824110
803,2932,2635380,6212,2824920
803,2932,2636190,6212,2825730
803,2932,2637190,6212,2826730
803,2932,2638000,6212,2827540
803,2932,2638000,6212,2828010
803,2932,2638140,6212,2828150
803,2932,2638140,6212,2828960
803,2932,2638950,6212,2829770
803,2932,2638950,6212,2830770
803,2932,2639950,6212,2831770
803,2932,2640410,6212,2832230
803,2932,2641410,6212,2833230
803,2932,2641410,6212,2834230
803,2932,2641410,6212,2834550
803,2932,2641410,6212,2835550
803,2932,2641890,6212,2836030
804,2940,2642890,6212,2837030
804,2940,2642890,6212,2838030
804,2940,2643890,6212,2839030
804,2940,2644890,6212,2840030
804,2940,2645700,6212,2840840
804,2940,2646510,6212,2841650
804,2940,2647320,6212,2842460
804,2940,2648320,6212,2843460
804,2940,2648320,6212,2843460
805,2948,2649320,6212,2844460
805,2948,2649790,6212,2844930
805,2948,2650790,6212,2845930
805,2948,2651600,6212,2846740
805,2948,2651600,6212,2847110
805,2948,2652600,6212,2848110
805,2948,2653410,6212,2848920
805,2948,2653410,6212,2848920
805,2948,2653410,6212,2848920
805,2948,2653410,6212,2848920
805,2948,2653730,6212,2849240
805,2948,2653730,6212,2849240
805,2948,2654730,6212,2850240
805,2948,2654960,6212,2850470
805,2948,2654960,6212,2850940
805,2948,2655770,6212,2851750
805,2948,2655770,6212,2852750
805,2948,2655770,6212,2853750
805,2948,2655770,6212,2853750
805,2948,2655770,6212,2853750
805,2948,2656420,6212,2854400
805,2948,2656740,6212,2854720
806,2956,2657740,6212,2855720
806,2956,2657740,6212,2856190
806,2956,2658740,6212,2857190
806,2956,2658740,6212,2858190
806,2956,2659740,6212,2859190
806,2956,2659740,6212,2859190
806,2956,2660740,6212,2860190
806,2956,2661740,6212,2861190
806,2956,2661740,6212,2861660
806,2956,2662060,6212,2861980
806,2956,2662520,6212,2862440
806,2956,2662520,6212,2862910
806,2956,2662520,6212,2863910
807,2964,2663520,6212,2864910
807,2964,2663520,6212,2865910
807,2964,2664520,6212,2866910
807,2964,2665520,6212,2867910
807,2964,2666170,6212,2868560
807,2964,2666170,6212,2869110
807,2964,2666170,6212,2870110
807,2964,2666170,6212,2871110
