ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1124971.92,45.44,8.93,352998.8,14.26
1124628.99,45.45,8.93,352994.62,14.26
1124628.99,45.45,8.93,352994.62,14.26
1124259.22,45.45,8.93,352974.32,14.27
1124078.0,45.46,8.94,353004.49,14.28
1123708.23,45.46,8.94,352988.32,14.28
1123668.62,45.47,8.95,352965.53,14.28
1123629.02,45.48,8.96,353470.14,14.31
1123629.02,45.48,8.96,353470.14,14.31
1123259.24,45.49,8.97,353440.9,14.31
1123259.24,45.49,8.97,353440.9,14.31
1123259.24,45.49,8.97,353440.9,14.31
1122866.7,45.48,8.96,353097.42,14.3
1122496.93,45.48,8.96,353460.7,14.32
1122154.0,45.49,8.97,353462.28,14.33
1121972.78,45.49,8.98,353444.26,14.33
1121972.78,45.49,8.98,353469.14,14.33
1121672.61,45.49,8.97,353085.58,14.32
1121372.44,45.48,8.96,352864.46,14.31
1121372.44,45.48,8.96,352864.46,14.31
1121643.24,45.5,8.98,352894.55,14.31
1121273.47,45.5,8.98,352856.12,14.32
1121100.41,45.5,8.98,353008.73,14.33
1121100.41,45.5,8.98,353008.73,14.33
1120730.64,45.5,8.98,352848.69,14.33
1120733.53,45.5,8.98,352886.21,14.33
1120363.76,45.5,8.99,353367.48,14.35
1120363.76,45.5,8.99,353367.48,14.35
1120363.76,45.5,8.99,353367.48,14.35
1120001.6,45.51,8.99,353047.14,14.35
1119812.77,45.52,9.0,353516.42,14.37
1119469.84,45.52,9.0,353514.55,14.37
1119100.07,45.52,9.01,353491.56,14.38
1118849.63,45.52,9.0,353441.15,14.38
1118668.41,45.53,9.01,353526.16,14.39
1118487.19,45.54,9.02,353463.62,14.39
1118117.42,45.54,9.02,353435.14,14.39
1118117.42,45.54,9.02,353435.14,14.39
1118117.42,45.54,9.02,353435.14,14.39
1118201.65,45.55,9.03,354008.22,14.42
1118020.43,45.56,9.04,354038.71,14.43
1117634.04,45.55,9.03,353502.59,14.41
1117291.11,45.56,9.04,353495.02,14.41
1117472.17,45.57,9.05,354599.43,14.46
1117290.95,45.58,9.06,354582.78,14.46
1117290.95,45.58,9.06,354582.78,14.46
1117132.03,45.57,9.06,354424.71,14.46
1117132.03,45.57,9.06,354424.71,14.46
1117132.03,45.57,9.06,354424.71,14.46
1116996.29,45.57,9.06,354202.29,14.45
1116703.35,45.57,9.05,353996.64,14.44
1116333.58,45.57,9.05,354000.24,14.45
1116333.58,45.57,9.05,354000.24,14.45
1116152.36,45.58,9.06,354028.03,14.46
1115782.58,45.58,9.06,353986.71,14.46
1115412.81,45.58,9.07,354073.22,14.47
1115497.04,45.6,9.08,354704.68,14.5
1115497.04,45.6,9.08,354704.68,14.5
1115497.04,45.6,9.08,354704.68,14.5
1115497.04,45.6,9.08,354704.68,14.5
1115497.04,45.6,9.08,354719.54,14.5
1115127.27,45.6,9.08,354725.65,14.51
1115127.27,45.6,9.08,354725.65,14.51
1114784.34,45.6,9.09,354726.0,14.51
1114785.79,45.6,9.09,354729.22,14.51
1114401.78,45.6,9.08,354440.99,14.5
1114401.78,45.6,9.08,354440.99,14.5
1114401.78,45.6,9.08,354440.99,14.5
1114184.71,45.59,9.08,354223.83,14.49
1113814.94,45.6,9.08,354198.61,14.5
1113814.94,45.6,9.08,354198.61,14.5
1113633.72,45.6,9.09,354218.07,14.51
1113633.72,45.6,9.09,354214.89,14.51
1113263.94,45.61,9.09,354194.98,14.51
1113263.94,45.61,9.09,354194.98,14.51
1112894.17,45.61,9.09,354185.53,14.52
1112524.4,45.61,9.1,354416.3,14.53
1112154.63,45.62,9.1,354304.35,14.53
1112154.63,45.62,9.1,354290.48,14.53
1111784.85,45.62,9.11,354346.34,14.54
1112000.37,45.64,9.12,354349.21,14.54
1111650.33,45.63,9.11,354325.63,14.54
1111280.55,45.63,9.12,354373.99,14.55
1110910.78,45.64,9.12,354344.47,14.56
1110541.01,45.64,9.13,354315.01,14.56
1110171.24,45.65,9.13,355207.06,14.6
1110375.14,45.66,9.14,354770.64,14.59
1110186.3,45.67,9.15,354405.56,14.58
1110186.3,45.67,9.15,354405.56,14.58
1110159.7,45.67,9.16,355617.29,14.63
1109816.77,45.68,9.16,355612.47,14.64
1109306.05,45.67,9.16,355089.02,14.62
1109124.83,45.68,9.17,355069.63,14.62
1109129.17,45.68,9.17,355074.07,14.62
1108759.39,45.69,9.17,355115.92,14.63
1108759.39,45.69,9.17,355194.07,14.64
1108389.62,45.69,9.17,355169.19,14.64
1108389.62,45.69,9.17,355169.19,14.64
1108389.62,45.69,9.17,355169.19,14.64
1108019.85,45.69,9.18,355142.21,14.65
1108019.85,45.69,9.18,355142.21,14.65
1107808.38,45.69,9.17,354929.81,14.64
1107438.6,45.69,9.18,355303.45,14.66
1107627.28,45.71,9.19,355179.54,14.66
1107257.51,45.71,9.19,355669.85,14.68
1106914.58,45.71,9.2,355661.92,14.69
1106914.58,45.71,9.2,355661.92,14.69
1106699.41,45.71,9.2,355425.13,14.68
1106329.63,45.71,9.2,355408.24,14.69
1105959.86,45.72,9.2,355501.29,14.7
1105590.09,45.72,9.21,355446.38,14.7
1105590.09,45.72,9.21,355446.38,14.7
1105605.44,45.73,9.22,355399.18,14.7
1105235.67,45.74,9.22,355788.02,14.72
1105336.08,45.75,9.23,356290.57,14.75
1105336.08,45.75,9.23,356290.57,14.75
1105336.08,45.75,9.23,356290.57,14.75
1105336.08,45.75,9.23,356290.57,14.75
1104978.7,45.75,9.24,356220.19,14.75
1104635.77,45.76,9.24,356216.01,14.76
1104333.94,45.75,9.24,355931.5,14.75
1104334.68,45.75,9.24,355932.86,14.75
1103964.9,45.76,9.24,355912.17,14.75
1103964.9,45.76,9.24,355912.17,14.75
1103964.9,45.76,9.24,355912.17,14.75
1103586.3,45.75,9.23,355568.49,14.74
1103586.3,45.75,9.23,355568.49,14.74
1103216.53,45.75,9.24,355574.86,14.75
1103300.76,45.77,9.25,355642.14,14.75
1102930.99,45.77,9.25,355559.72,14.75
1102930.99,45.77,9.25,355546.68,14.75
1102931.72,45.77,9.25,355545.98,14.75
1102931.72,45.77,9.25,355545.98,14.75
1102931.72,45.77,9.25,355545.98,14.75
1102561.95,45.77,9.26,355876.98,14.77
1102192.18,45.78,9.26,355962.0,14.78
1102192.18,45.78,9.26,355962.0,14.78
1102192.18,45.78,9.26,355939.72,14.78
1101822.41,45.78,9.27,355890.96,14.79
1101479.48,45.78,9.27,355894.32,14.79
1101298.26,45.79,9.28,355877.53,14.8
1100928.49,45.8,9.28,355907.08,14.8
1100558.71,45.8,9.29,355882.38,14.81
1100164.71,45.79,9.28,355563.28,14.8
1100164.71,45.79,9.28,355563.28,14.8
1099176.58,45.77,9.26,354564.75,14.76
1098806.81,45.77,9.26,354538.57,14.77
1098437.04,45.78,9.26,354714.14,14.78
1098278.53,45.77,9.26,354556.33,14.78
1097908.76,45.78,9.26,354608.06,14.79
1097538.99,45.78,9.27,354538.62,14.79
1097538.99,45.78,9.27,354538.62,14.79
1097538.99,45.78,9.27,354563.61,14.79
1097196.06,45.79,9.27,354555.69,14.8
1097196.06,45.79,9.27,354555.69,14.8
1097384.73,45.8,9.29,354585.16,14.8
1097384.73,45.8,9.29,354585.16,14.8
1097014.96,45.8,9.29,354557.78,14.8
1096833.74,45.81,9.3,354547.0,14.81
1096463.97,45.82,9.3,354531.12,14.81
1096468.08,45.82,9.3,354551.65,14.81
1096468.08,45.82,9.3,354551.65,14.81
1096468.08,45.82,9.3,354551.65,14.81
1096286.86,45.82,9.31,354743.1,14.83
1096286.86,45.82,9.31,354743.1,14.83
1096286.86,45.82,9.31,354743.1,14.83
1096286.86,45.82,9.31,354740.08,14.83
1096105.64,45.83,9.32,355000.7,14.84
1096105.64,45.83,9.32,355000.7,14.84
1095735.87,45.84,9.32,355301.97,14.86
1095385.82,45.83,9.32,355305.31,14.87
1095042.89,45.83,9.32,355297.74,14.87
1094673.12,45.84,9.32,355388.3,14.88
1094673.12,45.84,9.32,355388.3,14.88
1094303.35,45.84,9.33,355305.15,14.88
1094303.35,45.84,9.33,355305.15,14.88
1094303.35,45.84,9.33,355305.15,14.88
1094303.35,45.84,9.33,355305.15,14.88
1093933.58,45.85,9.33,355507.29,14.9
1093933.58,45.85,9.33,355507.29,14.9
1093752.36,45.85,9.34,355933.94,14.92
1093752.36,45.85,9.34,355933.94,14.92
1093754.22,45.85,9.34,355935.98,14.92
1093853.68,45.87,9.35,356213.08,14.94
1093691.17,45.88,9.36,355447.24,14.91
1093287.46,45.88,9.36,356090.06,14.94
1093288.19,45.88,9.36,356103.99,14.94
1093291.09,45.88,9.36,356108.6,14.94
1092948.16,45.88,9.37,356088.05,14.95
1092766.94,45.89,9.38,356121.75,14.96
1092766.94,45.89,9.38,356121.75,14.96
1092766.94,45.89,9.38,356121.75,14.96
1092766.94,45.89,9.38,356121.75,14.96
1092766.94,45.89,9.38,356121.75,14.96
1092766.94,45.89,9.38,356121.75,14.96
1089835.6,45.92,9.41,356076.27,15.0
1089465.83,45.93,9.41,356054.71,15.01
1089465.83,45.93,9.41,356054.71,15.01
1089465.83,45.93,9.41,356054.71,15.01
1089284.61,45.93,9.42,356036.72,15.01
1088914.84,45.94,9.42,356139.2,15.02
1088545.06,45.94,9.43,356025.82,15.03
1088363.84,45.95,9.44,356619.46,15.06
1088363.84,45.95,9.44,356619.46,15.06
1088363.84,45.95,9.44,356597.45,15.06
1088416.77,45.96,9.45,356788.15,15.07
1088416.99,45.96,9.45,356788.37,15.07
1087419.96,45.94,9.43,355790.73,15.03
1087311.21,45.94,9.42,355682.66,15.03
1087311.21,45.94,9.42,355682.66,15.03
1087311.21,45.94,9.42,355682.66,15.03
1086968.28,45.94,9.43,355679.14,15.03
1086968.28,45.94,9.43,355701.41,15.03
1086787.06,45.95,9.44,355681.22,15.04
1086802.42,45.96,9.45,355705.59,15.04
1086432.65,45.97,9.45,355688.35,15.05
1086393.04,45.98,9.46,355673.03,15.05
1086023.27,45.98,9.47,356248.23,15.08
1085653.5,45.98,9.47,356271.23,15.09
1085283.72,45.99,9.48,356446.5,15.1
1084940.8,45.99,9.48,356442.98,15.11
1084571.02,46.0,9.48,356422.06,15.12
1084201.25,46.0,9.49,356455.06,15.12
1084020.03,46.01,9.5,356435.52,15.13
1083650.26,46.01,9.5,356411.73,15.13
1083280.49,46.02,9.5,356912.28,15.16
1083280.49,46.02,9.5,356912.28,15.16
1083280.49,46.02,9.5,356890.01,15.16
1082977.44,46.02,9.51,356753.63,15.16
1082963.64,46.03,9.52,356990.69,15.17
1082963.64,46.03,9.52,356990.69,15.17
1082963.64,46.03,9.52,356990.69,15.17
1082950.88,46.05,9.53,356972.09,15.18
1082769.66,46.05,9.54,356992.25,15.18
1082769.66,46.05,9.54,356992.25,15.18
1082769.66,46.05,9.54,356992.25,15.18
1082769.66,46.05,9.54,356992.25,15.18
1082399.89,46.06,9.55,357003.69,15.19
1082008.78,46.05,9.54,356615.5,15.18
1081969.18,46.06,9.55,356574.41,15.18
1081787.96,46.07,9.56,356618.4,15.19
1081787.96,46.07,9.56,356618.4,15.19
1081872.19,46.08,9.57,356595.98,15.19
1081872.56,46.08,9.57,356622.86,15.19
1081832.95,46.09,9.58,356593.83,15.19
1081463.18,46.1,9.59,358381.68,15.28
1081463.18,46.1,9.59,358371.86,15.28
1081463.18,46.1,9.59,358371.86,15.28
1081308.81,46.11,9.59,358379.0,15.28
1081127.59,46.12,9.6,358362.13,15.29
1081127.59,46.12,9.6,358362.13,15.29
1080757.81,46.12,9.61,358344.86,15.29
1080576.59,46.13,9.62,358373.95,15.3
1080576.59,46.13,9.62,358373.95,15.3
1080576.59,46.13,9.62,358373.95,15.3
1080206.82,46.13,9.62,358354.09,15.3
1079837.05,46.14,9.62,358335.0,15.31
1079837.05,46.14,9.62,358335.0,15.31
1079453.05,46.13,9.62,357766.95,15.29
1079453.05,46.13,9.62,357766.95,15.29
1079453.05,46.13,9.62,357766.95,15.29
1079505.98,46.14,9.63,358595.59,15.33
1079466.37,46.15,9.64,358926.65,15.35
1079466.37,46.15,9.64,358926.65,15.35
1079466.37,46.15,9.64,358926.65,15.35
1079468.24,46.15,9.64,358933.5,15.35
1079468.24,46.15,9.64,358933.5,15.35
1079468.24,46.15,9.64,358933.5,15.35
1079125.31,46.16,9.65,358935.08,15.35
1078755.54,46.16,9.65,358913.04,15.36
1078385.76,46.16,9.65,358905.19,15.36
1078385.76,46.16,9.65,358905.19,15.36
1078469.99,46.18,9.67,358938.97,15.37
1078169.82,46.17,9.66,358753.13,15.36
1078130.22,46.18,9.67,358859.17,15.37
1077760.45,46.19,9.67,359488.85,15.41
1077760.45,46.19,9.67,359488.85,15.41
1077760.45,46.19,9.67,359488.85,15.41
1074829.11,46.22,9.71,359443.37,15.46
1074829.11,46.22,9.71,359443.37,15.46
1074490.57,46.22,9.71,359426.02,15.46
1074490.57,46.22,9.71,359426.02,15.46
1074190.4,46.22,9.71,359338.2,15.46
1073883.29,46.22,9.71,359448.17,15.47
1073728.92,46.23,9.72,359455.32,15.48
1073359.15,46.24,9.73,359434.74,15.48
1073359.15,46.24,9.73,359434.74,15.48
1073360.59,46.24,9.73,359441.32,15.48
1073360.59,46.24,9.73,359441.32,15.48
1072990.82,46.24,9.73,359480.43,15.49
1072990.82,46.24,9.73,359466.81,15.49
1072621.05,46.25,9.74,359433.31,15.5
1072621.05,46.25,9.74,359433.31,15.5
1072621.05,46.25,9.74,359433.31,15.5
1072621.05,46.25,9.74,359433.31,15.5
1072623.94,46.25,9.74,359438.77,15.5
1072442.72,46.25,9.74,359415.66,15.5
1072442.72,46.25,9.74,359415.66,15.5
1072072.95,46.26,9.75,359412.61,15.51
1071703.18,46.26,9.75,359820.72,15.53
1071787.4,46.28,9.77,360069.28,15.55
1071787.4,46.28,9.77,360069.28,15.55
1071444.48,46.28,9.77,360072.64,15.55
1071074.7,46.28,9.77,360046.87,15.56
1070824.54,46.28,9.77,359790.23,15.55
1070824.54,46.28,9.77,359790.23,15.55
1070828.88,46.28,9.77,359795.78,15.55
1070459.1,46.28,9.77,359825.99,15.56
1070459.1,46.28,9.77,359825.99,15.56
1070089.33,46.29,9.78,359800.5,15.56
1070089.33,46.29,9.78,359800.5,15.56
1069719.56,46.29,9.78,359783.85,15.57
1069325.55,46.28,9.77,359549.56,15.56
1069144.34,46.29,9.78,359546.39,15.57
1069144.34,46.29,9.78,359546.39,15.57
1068963.12,46.3,9.79,359543.05,15.57
1068963.12,46.3,9.79,359543.05,15.57
1068964.98,46.3,9.79,359549.62,15.57
1068595.21,46.31,9.79,359916.2,15.6
1068440.83,46.31,9.8,359923.35,15.6
1068071.06,46.32,9.81,359902.77,15.61
1068071.06,46.32,9.81,359902.77,15.61
1067701.29,46.32,9.81,359974.8,15.62
1067331.51,46.33,9.82,359916.43,15.62
1067331.51,46.33,9.82,359916.43,15.62
1067150.29,46.34,9.83,359903.58,15.63
1066969.07,46.34,9.83,359879.35,15.63
1066969.07,46.34,9.83,359879.35,15.63
1066969.07,46.34,9.83,359879.35,15.63
1066969.07,46.34,9.83,359879.35,15.63
1066599.3,46.35,9.84,359875.99,15.64
1066600.75,46.35,9.84,359880.73,15.64
1066230.98,46.35,9.84,360439.62,15.67
1066020.59,46.35,9.84,360210.82,15.66
1065677.66,46.35,9.84,360208.95,15.67
1065693.02,46.37,9.86,360240.35,15.67
1065653.42,46.38,9.87,360229.43,15.68
1065283.64,46.38,9.87,360200.93,15.68
1065283.64,46.38,9.87,360200.93,15.68
1065102.42,46.39,9.88,360178.6,15.69
1064732.65,46.39,9.88,360766.15,15.72
1064732.65,46.39,9.88,360766.15,15.72
1064370.49,46.4,9.89,361160.68,15.74
1064370.49,46.4,9.89,361160.68,15.74
1064160.11,46.39,9.88,361083.36,15.74
1064160.11,46.39,9.88,361083.36,15.74
1064017.22,46.39,9.88,360373.06,15.71
1063597.97,46.39,9.88,360806.44,15.74
1063597.97,46.39,9.88,360806.44,15.74
1063597.97,46.39,9.88,360828.77,15.74
1063255.04,46.4,9.89,360824.59,15.75
1063255.04,46.4,9.89,360809.37,15.75
1063255.04,46.4,9.89,360809.37,15.75
1062885.27,46.4,9.89,360788.71,15.75
1062885.27,46.4,9.89,360788.71,15.75
1062566.81,46.4,9.89,360468.02,15.74
1062197.04,46.4,9.89,360525.66,15.75
1062197.04,46.4,9.89,360525.66,15.75
1062197.04,46.4,9.89,360525.66,15.75
1061827.26,46.4,9.89,360493.79,15.75
1061827.26,46.4,9.89,360493.79,15.75
1061457.49,46.41,9.9,360461.81,15.76
1061457.49,46.41,9.9,360461.81,15.76
1061087.72,46.41,9.9,360839.82,15.78
1060914.11,46.42,9.91,360747.3,15.78
1060755.36,46.42,9.91,360588.97,15.78
1060755.36,46.42,9.91,360588.97,15.78
1060831.98,46.43,9.92,360804.05,15.79
1060489.05,46.44,9.93,360807.4,15.8
1060489.05,46.44,9.93,360807.4,15.8
1060119.28,46.44,9.93,360779.18,15.8
1059749.51,46.44,9.93,360796.98,15.81
1059356.95,46.44,9.93,360531.98,15.8
1059432.61,46.45,9.94,360589.11,15.81
1059432.61,46.45,9.94,360589.11,15.81
1059432.61,46.45,9.94,360589.11,15.81
1059062.84,46.45,9.94,360615.16,15.82
1058769.9,46.45,9.94,360512.92,15.82
1058769.9,46.45,9.94,360512.92,15.82
1058384.47,46.44,9.93,360781.1,15.83
1058388.81,46.44,9.93,360803.79,15.83
1058388.81,46.44,9.93,360823.14,15.83
1058388.81,46.44,9.93,360823.14,15.83
1058388.81,46.44,9.93,360823.14,15.83
1058488.27,46.45,9.94,360912.47,15.84
1058178.38,46.46,9.95,360837.32,15.84
1057941.68,46.47,9.96,361157.76,15.86
1057941.68,46.47,9.96,361157.76,15.86
1057598.75,46.47,9.96,361153.58,15.87
1057228.98,46.48,9.97,361132.42,15.88
1056859.2,46.48,9.97,361142.9,15.88
1056819.6,46.49,9.98,361278.38,15.89
1056449.83,46.5,9.99,362229.98,15.94
1056449.83,46.5,9.99,362214.65,15.94
1056213.51,46.51,10.0,362265.12,15.95
1055890.59,46.51,10.0,361586.08,15.93
1055890.59,46.51,10.0,361586.08,15.93
1055890.59,46.51,10.0,361586.08,15.93
1055547.66,46.52,10.01,361584.21,15.93
1055549.52,46.52,10.01,361586.29,15.93
1055019.28,46.51,10.01,361447.17,15.94
1055019.28,46.51,10.01,361447.17,15.94
1055019.28,46.51,10.01,361447.17,15.94
1055019.28,46.51,10.01,361462.27,15.94
1054979.67,46.53,10.02,361440.48,15.94
1054798.45,46.53,10.03,361507.13,15.95
1054617.23,46.54,10.04,361458.55,15.95
1054247.46,46.55,10.04,361431.18,15.96
1054247.46,46.55,10.04,361415.97,15.96
1053947.29,46.54,10.03,361525.45,15.96
1053577.52,46.55,10.04,361429.33,15.97
1053207.75,46.55,10.04,361847.18,15.99
1053207.75,46.55,10.04,361866.26,15.99
1053168.14,46.56,10.05,362017.16,16.01
1053168.14,46.56,10.05,362017.16,16.01
1053170.02,46.56,10.05,362019.89,16.01
1053171.89,46.56,10.05,362022.24,16.01
1052828.96,46.57,10.06,362023.83,16.01
1052789.35,46.58,10.07,361998.58,16.02
1052789.35,46.58,10.07,361998.58,16.02
1052419.58,46.58,10.08,362062.74,16.03
1052049.81,46.59,10.08,362022.43,16.03
1052134.04,46.6,10.09,361989.78,16.03
1051788.91,46.59,10.09,361645.78,16.02
1051419.14,46.6,10.09,362193.98,16.05
1051049.36,46.6,10.09,362034.75,16.05
1050637.18,46.59,10.09,361620.36,16.04
1050637.18,46.59,10.09,361663.09,16.04
1050250.79,46.59,10.08,361332.07,16.03
1049876.97,46.59,10.08,361650.16,16.05
1049534.04,46.59,10.09,361647.94,16.06
1049494.44,46.61,10.1,361626.5,16.06
1049313.22,46.62,10.11,361666.55,16.07
1049314.88,46.62,10.11,361670.39,16.07
1049314.88,46.62,10.11,361714.46,16.07
1048945.11,46.62,10.11,361685.31,16.07
1048575.34,46.62,10.12,361778.8,16.09
1048205.56,46.63,10.12,361688.6,16.09
1048205.56,46.63,10.12,361728.42,16.09
1048205.56,46.63,10.12,361728.42,16.09
1047835.79,46.63,10.13,362224.43,16.12
1047466.02,46.64,10.13,362145.68,16.12
1047466.02,46.64,10.13,362106.16,16.12
1047466.02,46.64,10.13,362152.93,16.12
1047466.75,46.64,10.13,362155.37,16.12
1047123.83,46.64,10.14,362151.93,16.13
1047123.83,46.64,10.14,362151.93,16.13
1047123.83,46.64,10.14,362174.27,16.13
1047208.06,46.66,10.15,362154.13,16.13
1046907.89,46.65,10.14,361992.75,16.13
1046907.89,46.65,10.14,361992.75,16.13
1046538.11,46.65,10.15,362056.06,16.14
1046356.89,46.66,10.16,361994.1,16.14
1045962.89,46.65,10.15,361986.66,16.15
1045962.89,46.65,10.15,361986.66,16.15
1045962.89,46.65,10.15,361986.66,16.15
1045962.89,46.65,10.15,361964.32,16.15
1045593.12,46.66,10.15,362447.33,16.17
1045692.58,46.67,10.17,362680.33,16.19
1045692.58,46.67,10.17,362680.33,16.19
1045692.58,46.67,10.17,362680.33,16.19
1045692.58,46.67,10.17,362680.33,16.19
1045692.58,46.67,10.17,362680.33,16.19
1045692.58,46.67,10.17,362680.33,16.19
1045658.26,46.69,10.19,363397.3,16.23
1045658.26,46.69,10.19,363421.76,16.23
1045658.26,46.69,10.19,363421.76,16.23
1045315.33,46.7,10.19,363417.58,16.24
1044945.56,46.7,10.2,363396.9,16.24
1044945.56,46.7,10.2,363396.9,16.24
1044949.9,46.7,10.2,363416.62,16.24
1044949.9,46.7,10.2,363416.62,16.24
1044460.41,46.7,10.19,362872.69,16.22
1044090.64,46.7,10.2,362882.69,16.23
1044090.64,46.7,10.2,362882.69,16.23
1044090.64,46.7,10.2,362882.69,16.23
1044090.64,46.7,10.2,362882.69,16.23
1044090.64,46.7,10.2,362882.69,16.23
1043720.86,46.71,10.2,362912.61,16.24
1043507.12,46.7,10.2,362703.55,16.23
1043137.35,46.71,10.2,362657.06,16.24
1043097.75,46.72,10.21,362845.63,16.25
1043124.68,46.74,10.23,363741.61,16.3
1042551.37,46.73,10.23,363149.22,16.28
1042208.44,46.74,10.23,363146.43,16.28
1042292.67,46.75,10.24,363126.24,16.29
1042292.67,46.75,10.24,363126.24,16.29
1041922.9,46.75,10.25,363180.69,16.3
1041622.73,46.75,10.24,362942.68,16.29
1041252.96,46.75,10.25,362902.02,16.29
1040858.95,46.74,10.24,362879.35,16.3
1040943.18,46.76,10.25,363243.91,16.32
1040573.41,46.76,10.26,363002.3,16.31
1040203.64,46.77,10.26,362930.57,16.32
1039833.87,46.77,10.27,363360.99,16.34
1039490.94,46.78,10.27,363364.34,16.35
1039121.17,46.78,10.28,363336.38,16.36
1039121.17,46.78,10.28,363336.38,16.36
1039121.17,46.78,10.28,363336.38,16.36
1039121.17,46.78,10.28,363336.38,16.36
1039121.17,46.78,10.28,363336.38,16.36
1038751.39,46.79,10.28,363357.12,16.37
1038357.39,46.78,10.27,362981.86,16.35
1038357.39,46.78,10.27,362981.86,16.35
1037987.62,46.78,10.28,362968.56,16.36
1037806.4,46.79,10.29,362951.83,16.36
1037890.63,46.8,10.3,362955.6,16.37
1037520.85,46.81,10.3,363434.06,16.4
1037520.85,46.81,10.3,363434.06,16.4
1037217.52,46.8,10.3,363147.86,16.39
1036924.58,46.8,10.29,362852.5,16.38
1036554.81,46.8,10.3,362863.56,16.38
1036400.43,46.81,10.31,362870.7,16.39
1036030.66,46.81,10.31,362841.89,16.4
1035825.03,46.81,10.31,362551.66,16.38
1035825.03,46.81,10.31,362551.66,16.38
1035431.03,46.8,10.3,362294.11,16.38
1035061.26,46.81,10.3,362375.92,16.39
1034691.49,46.81,10.31,362301.42,16.39
1034533.64,46.81,10.3,362143.4,16.39
1034533.64,46.81,10.3,362143.4,16.39
1034163.87,46.81,10.31,362122.98,16.39
1033794.1,46.82,10.31,362242.23,16.4
1033794.1,46.82,10.31,362242.23,16.4
1033424.32,46.82,10.32,362233.65,16.41
1033054.55,46.83,10.32,362298.88,16.42
1033054.55,46.83,10.32,362298.88,16.42
1033270.07,46.84,10.34,362297.52,16.42
1032920.03,46.84,10.33,362278.18,16.43
1032920.03,46.84,10.33,362278.18,16.43
1032920.03,46.84,10.33,362278.18,16.43
1032920.03,46.84,10.33,362278.18,16.43
1032920.03,46.84,10.33,362278.18,16.43
1032920.03,46.84,10.33,362278.18,16.43
1032726.51,46.83,10.33,362113.3,16.42
1032356.73,46.84,10.33,362169.16,16.43
1031986.96,46.84,10.34,362169.65,16.44
1031617.19,46.85,10.34,363058.2,16.49
1031270.26,46.85,10.35,362691.19,16.48
1031586.32,46.87,10.37,364099.8,16.54
1031593.87,46.89,10.38,363342.73,16.51
1031704.94,46.9,10.4,363346.75,16.52
1031704.94,46.9,10.4,363346.75,16.52
1031704.94,46.9,10.4,363346.75,16.52
1031310.94,46.89,10.39,363321.5,16.52
1030943.8,46.9,10.39,363364.59,16.53
1031132.47,46.91,10.41,363422.78,16.53
1031132.47,46.91,10.41,363445.11,16.54
1030762.7,46.92,10.41,363396.55,16.54
1030392.93,46.92,10.42,363378.57,16.55
1030023.15,46.93,10.42,363623.76,16.57
1030023.15,46.93,10.42,363623.76,16.57
1029673.11,46.92,10.42,363526.76,16.57
1029726.04,46.93,10.43,363941.18,16.59
1029726.04,46.93,10.43,363941.18,16.59
1029544.82,46.94,10.44,364051.79,16.6
1029505.22,46.96,10.45,364388.81,16.62
1029162.29,46.96,10.46,364385.28,16.63
1028945.21,46.96,10.45,364270.32,16.62
1028945.21,46.96,10.45,364253.18,16.62
1028945.21,46.96,10.45,364253.18,16.62
1028945.21,46.96,10.45,364237.96,16.62
1028575.44,46.96,10.46,364216.98,16.63
1028575.44,46.96,10.46,364216.98,16.63
1028575.81,46.96,10.46,364236.75,16.63
1028206.04,46.97,10.46,364257.58,16.64
1028206.04,46.97,10.46,364257.58,16.64
1026726.94,46.98,10.48,364334.86,16.67
1026357.17,46.99,10.49,364215.77,16.67
1026357.17,46.99,10.49,364215.77,16.67
1026357.17,46.99,10.49,364215.77,16.67
1026014.24,46.99,10.49,364217.36,16.68
1025644.47,47.0,10.5,364195.32,16.69
1025644.47,47.0,10.5,364195.32,16.69
1025274.7,47.0,10.5,364187.47,16.7
1024904.93,47.01,10.51,364232.39,16.71
1024906.37,47.01,10.51,364238.96,16.71
1024906.37,47.01,10.51,364238.96,16.71
1024536.6,47.01,10.51,364187.17,16.71
1024536.6,47.01,10.51,364187.17,16.71
1024355.38,47.02,10.52,364185.46,16.72
1024355.38,47.02,10.52,364200.32,16.72
1024355.38,47.02,10.52,364200.32,16.72
1023985.61,47.03,10.52,364501.16,16.74
1023804.39,47.04,10.53,364528.86,16.75
1023804.39,47.04,10.53,364528.86,16.75
1023461.46,47.04,10.54,364529.21,16.75
1023280.24,47.05,10.55,364510.25,16.76
1022980.07,47.04,10.54,364399.67,16.76
1022980.07,47.04,10.54,364399.67,16.76
