ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1718861.72,40.52,3.82,269937.66,6.36
1718506.79,40.52,3.82,269941.4,6.36
1718506.79,40.52,3.82,269941.4,6.36
1718325.57,40.52,3.83,269986.14,6.37
1718325.57,40.52,3.83,269986.14,6.37
1717955.8,40.52,3.83,269954.74,6.37
1717955.8,40.52,3.83,269954.74,6.37
1715024.46,40.53,3.83,269909.26,6.38
1714654.69,40.53,3.84,269885.96,6.38
1714473.47,40.53,3.84,270358.74,6.39
1714473.47,40.53,3.84,270358.74,6.39
1714557.7,40.54,3.85,270505.71,6.4
1714557.7,40.54,3.85,270505.71,6.4
1714376.48,40.54,3.85,271067.71,6.41
1714324.87,40.55,3.85,271041.48,6.41
1713943.09,40.55,3.86,271112.12,6.41
1713943.09,40.55,3.86,271112.12,6.41
1713943.09,40.55,3.86,271112.12,6.41
1713943.09,40.55,3.86,271112.12,6.41
1713600.17,40.55,3.86,271107.94,6.42
1713230.39,40.55,3.86,271087.65,6.42
1712846.39,40.55,3.85,271176.56,6.42
1712930.62,40.55,3.86,271222.09,6.42
1712930.62,40.55,3.86,271222.09,6.42
1712560.85,40.55,3.86,271193.61,6.42
1712308.56,40.55,3.86,270962.98,6.42
1712308.56,40.55,3.86,270962.98,6.42
1711938.79,40.55,3.86,270940.1,6.42
1711830.23,40.55,3.86,270832.14,6.42
1711830.23,40.55,3.86,270832.14,6.42
1711460.46,40.55,3.86,271122.98,6.42
1711098.3,40.55,3.86,270911.87,6.42
1710720.91,40.55,3.86,271257.81,6.43
1710326.91,40.55,3.85,270876.96,6.42
1709945.14,40.55,3.85,270851.37,6.42
1709751.91,40.55,3.86,270800.88,6.42
1709408.99,40.55,3.86,270801.23,6.42
1709408.99,40.55,3.86,270801.23,6.42
1709227.77,40.56,3.86,270782.27,6.43
1709227.77,40.56,3.86,270782.27,6.43
1708857.99,40.56,3.86,270773.23,6.43
1708557.82,40.55,3.86,270325.72,6.42
1708557.82,40.55,3.86,270325.72,6.42
1708188.05,40.55,3.86,270342.9,6.42
1708272.28,40.56,3.87,270338.54,6.42
1707902.51,40.56,3.87,270319.25,6.42
1707532.73,40.56,3.87,270378.04,6.42
1707532.73,40.56,3.87,270378.04,6.42
1707532.73,40.56,3.87,270378.04,6.42
1707162.96,40.56,3.87,270930.18,6.44
1706781.19,40.56,3.87,270931.09,6.44
1706781.19,40.56,3.87,270931.09,6.44
1706438.26,40.57,3.87,270934.45,6.44
1706438.26,40.57,3.87,270934.45,6.44
1706438.26,40.57,3.87,270934.45,6.44
1706438.26,40.57,3.87,271086.2,6.44
1706438.26,40.57,3.87,271086.2,6.44
1706438.26,40.57,3.87,271086.2,6.44
1706068.49,40.57,3.87,271065.49,6.45
1705698.71,40.57,3.87,271117.21,6.45
1705328.94,40.57,3.87,271081.23,6.45
1705289.34,40.57,3.88,271055.77,6.45
1704934.79,40.57,3.88,271701.87,6.47
1704934.79,40.57,3.88,271701.87,6.47
1704582.7,40.58,3.88,271945.48,6.47
1704272.82,40.58,3.88,271844.91,6.47
1704296.22,40.58,3.89,271874.7,6.47
1704039.88,40.58,3.89,271808.57,6.47
1704013.55,40.59,3.89,272467.5,6.49
1703670.62,40.59,3.89,272469.09,6.49
1703300.85,40.59,3.89,272442.64,6.49
1703300.85,40.59,3.89,272442.64,6.49
1703353.78,40.59,3.9,272482.88,6.49
1703353.78,40.59,3.9,272482.88,6.49
1702985.69,40.59,3.9,272470.11,6.5
1702985.69,40.59,3.9,272470.11,6.5
1702985.69,40.59,3.9,272470.11,6.5
1702804.47,40.6,3.91,272436.62,6.5
1702623.25,40.6,3.91,272422.1,6.5
1702229.24,40.6,3.9,272029.01,6.49
1702229.24,40.6,3.9,272029.01,6.49
1702229.24,40.6,3.9,272029.01,6.49
1702313.47,40.6,3.91,272443.39,6.5
1701929.47,40.6,3.91,272056.24,6.49
1701929.47,40.6,3.91,272056.24,6.49
1701929.47,40.6,3.91,272056.24,6.49
1702013.7,40.61,3.91,273028.91,6.51
1702013.7,40.61,3.91,273028.91,6.51
1701619.7,40.6,3.91,272618.42,6.5
1701237.15,40.6,3.91,272592.48,6.51
1701321.38,40.61,3.92,273149.44,6.52
1701321.38,40.61,3.92,273149.44,6.52
1700938.83,40.61,3.92,273620.01,6.53
1700938.83,40.61,3.92,273620.01,6.53
1700556.28,40.61,3.92,273746.73,6.54
1700556.28,40.61,3.92,273746.73,6.54
1700381.64,40.61,3.92,273289.88,6.53
1700381.64,40.61,3.92,273289.88,6.53
1699977.64,40.61,3.92,273116.14,6.52
1699977.64,40.61,3.92,273116.14,6.52
1699977.64,40.61,3.92,273116.14,6.52
1700218.73,40.62,3.93,274746.57,6.56
1700218.73,40.62,3.93,274746.57,6.56
1698688.53,40.63,3.94,275410.44,6.59
1698688.53,40.63,3.94,275410.44,6.59
1698669.29,40.63,3.94,274991.74,6.58
1697821.87,40.62,3.93,274349.44,6.56
1697458.68,40.62,3.93,274541.61,6.57
1697879.4,40.63,3.95,274485.94,6.57
1697866.64,40.64,3.95,274486.37,6.57
1697496.87,40.64,3.95,274462.28,6.57
1697127.1,40.64,3.95,274519.5,6.57
1697296.58,40.65,3.96,275475.37,6.6
1697115.36,40.65,3.97,275436.25,6.6
1697115.36,40.65,3.97,275407.3,6.6
1696934.14,40.66,3.97,275392.31,6.6
1696934.14,40.66,3.97,275421.62,6.6
1697018.37,40.66,3.98,275407.62,6.6
1696837.15,40.67,3.98,276362.31,6.62
1696467.38,40.67,3.98,276614.61,6.63
1695960.17,40.66,3.98,275981.99,6.62
1695960.17,40.66,3.98,275981.99,6.62
1695566.16,40.66,3.97,275567.49,6.61
1695223.24,40.66,3.97,275570.84,6.61
1694853.46,40.66,3.97,275547.03,6.61
1694483.69,40.66,3.97,275572.28,6.61
1694567.92,40.67,3.98,275558.55,6.61
1694567.92,40.67,3.98,275529.24,6.61
1694567.92,40.67,3.98,275529.24,6.61
1694173.92,40.66,3.98,275509.33,6.61
1694258.15,40.67,3.98,275920.47,6.62
1694076.93,40.68,3.99,275721.63,6.62
1694076.93,40.68,3.99,275721.63,6.62
1693895.71,40.68,3.99,275682.55,6.62
1693948.64,40.69,4.0,276770.53,6.65
1693572.67,40.69,4.0,276770.34,6.65
1693169.86,40.69,4.0,276749.09,6.65
1692787.31,40.69,4.0,276690.66,6.65
1692787.31,40.69,4.0,276690.66,6.65
1692593.31,40.69,4.0,276669.14,6.65
1692593.31,40.69,4.0,276702.25,6.65
1692485.17,40.69,4.0,276595.03,6.65
1692091.17,40.68,4.0,276163.74,6.64
1691748.24,40.69,4.0,276158.92,6.64
1691378.47,40.69,4.0,276186.47,6.64
1691378.47,40.69,4.0,276186.47,6.64
1691378.47,40.69,4.0,276186.47,6.64
1691378.84,40.69,4.0,276188.73,6.64
1691378.84,40.69,4.0,276188.73,6.64
1691271.73,40.68,4.0,276082.8,6.64
1691090.51,40.69,4.0,276034.98,6.64
1691090.51,40.69,4.0,276034.98,6.64
1690720.74,40.69,4.0,276085.65,6.64
1690720.74,40.69,4.0,276085.65,6.64
1690804.97,40.7,4.01,276054.98,6.64
1690804.97,40.7,4.01,276054.98,6.64
1690435.19,40.7,4.01,276345.37,6.65
1690065.42,40.7,4.01,276250.85,6.65
1690065.42,40.7,4.01,276250.85,6.65
1689682.87,40.7,4.01,277023.89,6.67
1689313.1,40.7,4.01,277422.58,6.68
1689119.1,40.7,4.02,277027.37,6.68
1688736.55,40.7,4.02,276879.93,6.67
1688736.55,40.7,4.02,276879.93,6.67
1688578.05,40.7,4.01,276722.12,6.67
1688578.05,40.7,4.01,276722.12,6.67
1688321.98,40.7,4.02,276869.85,6.68
1688321.98,40.7,4.02,276869.85,6.68
1687919.17,40.7,4.02,276889.26,6.68
1687919.17,40.7,4.02,276889.26,6.68
1687773.18,40.71,4.02,277521.77,6.69
1687220.48,40.71,4.02,277034.71,6.68
1686817.66,40.71,4.02,277016.19,6.68
1686474.74,40.71,4.02,277019.55,6.69
1686071.92,40.71,4.02,277008.59,6.69
1685702.15,40.71,4.02,276982.82,6.69
1685520.93,40.71,4.03,276977.58,6.69
1685126.93,40.71,4.02,276583.99,6.68
1685087.32,40.71,4.03,276597.23,6.68
1685140.25,40.72,4.03,276579.55,6.68
1685140.25,40.72,4.03,276579.55,6.68
1684770.48,40.72,4.04,277013.96,6.7
1684400.71,40.72,4.04,277194.63,6.7
1681205.04,40.72,4.04,277153.05,6.71
1681023.82,40.73,4.05,277441.41,6.72
1680621.01,40.73,4.05,277495.1,6.72
1680218.2,40.73,4.05,277441.06,6.72
1680218.2,40.73,4.05,277441.06,6.72
1679815.38,40.73,4.05,277431.35,6.73
1679472.46,40.73,4.05,277427.16,6.73
1679102.68,40.73,4.05,277406.48,6.73
1679186.91,40.74,4.06,277465.95,6.73
1678831.98,40.74,4.06,277469.69,6.73
1678533.26,40.73,4.06,277191.89,6.73
1678163.49,40.73,4.06,277150.04,6.73
1677793.71,40.73,4.06,277123.65,6.73
1677399.71,40.73,4.05,277789.17,6.75
1677092.41,40.73,4.06,277772.07,6.75
1676726.89,40.73,4.06,277275.84,6.74
1676726.89,40.73,4.06,277275.84,6.74
1676726.89,40.73,4.06,277275.84,6.74
1676290.39,40.73,4.06,277171.8,6.73
1676362.62,40.74,4.06,277148.75,6.74
1676362.62,40.74,4.06,277148.75,6.74
1676362.62,40.74,4.06,277148.75,6.74
1676019.69,40.74,4.06,277146.53,6.74
1675625.69,40.73,4.06,277191.91,6.74
1675625.69,40.73,4.06,277217.72,6.74
1675255.92,40.74,4.06,277195.08,6.74
1675271.27,40.74,4.07,277232.88,6.74
1675231.67,40.75,4.07,277203.7,6.74
1675050.45,40.75,4.08,277187.72,6.74
1674892.31,40.75,4.07,277034.26,6.74
1674892.31,40.75,4.07,277034.26,6.74
1674892.31,40.75,4.07,277016.31,6.74
1674892.31,40.75,4.07,277016.31,6.74
1674522.54,40.75,4.07,277495.29,6.75
1674522.54,40.75,4.07,277495.29,6.75
1674522.54,40.75,4.07,277495.29,6.75
1674522.54,40.75,4.07,277495.29,6.75
1674152.77,40.75,4.08,277139.21,6.75
1673157.23,40.74,4.06,276142.85,6.72
1673241.46,40.74,4.07,277351.05,6.75
1672941.29,40.74,4.06,277201.99,6.75
1672730.9,40.74,4.06,277190.62,6.75
1672730.9,40.74,4.06,277211.21,6.75
1672336.9,40.73,4.06,276766.96,6.74
1672336.9,40.73,4.06,276762.8,6.74
1671955.13,40.73,4.06,276728.06,6.74
1671796.99,40.73,4.05,276588.69,6.74
1671415.21,40.73,4.05,276567.17,6.74
1671257.08,40.73,4.05,276413.11,6.74
1671257.08,40.73,4.05,276413.11,6.74
1670894.66,40.73,4.05,277680.85,6.77
1670894.66,40.73,4.05,277680.85,6.77
1670894.66,40.73,4.05,277680.85,6.77
1671261.21,40.75,4.07,277792.67,6.77
1670918.28,40.75,4.07,277790.8,6.77
1671002.51,40.76,4.08,277769.63,6.77
1671002.51,40.76,4.08,277769.63,6.77
1670632.74,40.76,4.08,277836.15,6.78
1670632.74,40.76,4.08,277836.15,6.78
1670262.96,40.76,4.08,277784.52,6.78
1669893.19,40.76,4.08,277981.74,6.79
1669523.42,40.76,4.08,277887.45,6.78
1669184.88,40.76,4.09,277891.48,6.79
1669184.88,40.76,4.09,277891.48,6.79
1668826.28,40.76,4.09,278246.17,6.8
1668826.28,40.76,4.09,278246.17,6.8
1668263.53,40.76,4.08,277880.96,6.79
1668263.53,40.76,4.08,277880.96,6.79
1667485.05,40.75,4.07,277102.99,6.77
1667485.05,40.75,4.07,277102.99,6.77
1667142.12,40.75,4.07,277089.7,6.77
1666931.74,40.75,4.07,276944.36,6.77
1666931.74,40.75,4.07,276944.36,6.77
1666561.96,40.75,4.07,277006.11,6.77
1666646.19,40.75,4.08,276957.3,6.77
1666646.19,40.75,4.08,276957.3,6.77
1666464.97,40.76,4.08,276930.07,6.77
1666095.2,40.76,4.08,277259.91,6.78
1666055.6,40.76,4.09,277147.14,6.78
1666005.6,40.76,4.09,277097.14,6.78
1665710.94,40.77,4.09,278207.13,6.81
1665474.24,40.77,4.09,278014.68,6.81
1665585.31,40.78,4.1,278018.39,6.81
1665585.31,40.78,4.1,278018.39,6.81
1665585.31,40.78,4.1,278000.83,6.81
1665215.54,40.78,4.1,277976.79,6.81
1665217.6,40.78,4.1,277984.05,6.81
1664847.83,40.78,4.1,278045.66,6.81
1664478.05,40.78,4.1,278008.06,6.81
1664084.05,40.77,4.1,277974.0,6.81
1663708.08,40.77,4.1,277972.25,6.81
1663526.86,40.78,4.1,277968.06,6.81
1663172.32,40.78,4.11,278708.18,6.83
1662983.48,40.78,4.11,278467.05,6.83
1662606.1,40.78,4.11,278381.94,6.83
1662203.28,40.78,4.11,278362.25,6.83
1662254.47,40.79,4.12,278387.93,6.83
1661984.73,40.79,4.11,278109.79,6.83
1661581.91,40.79,4.11,278091.72,6.83
1661581.91,40.79,4.11,278091.72,6.83
1661179.1,40.79,4.12,278075.82,6.83
1660776.29,40.79,4.12,278287.04,6.83
1660373.47,40.79,4.12,278126.71,6.83
1660373.47,40.79,4.12,278145.7,6.83
1660021.67,40.78,4.11,278466.72,6.84
1659576.66,40.78,4.11,278142.96,6.84
1659233.73,40.78,4.12,278146.32,6.84
1659317.96,40.79,4.12,278122.62,6.84
1659122.9,40.79,4.12,277883.64,6.83
1658918.88,40.79,4.12,277667.27,6.83
1658549.11,40.79,4.12,277728.88,6.83
1658564.47,40.79,4.12,277675.3,6.83
1658383.25,40.8,4.13,277665.64,6.83
1658383.25,40.8,4.13,277665.64,6.83
1658177.62,40.79,4.13,277535.76,6.83
1657807.85,40.79,4.13,277991.23,6.84
1657438.08,40.8,4.13,277851.54,6.84
1657068.3,40.8,4.13,278512.17,6.86
1656725.38,40.8,4.13,278512.52,6.86
1656725.38,40.8,4.13,278512.52,6.86
1656725.38,40.8,4.13,278503.59,6.86
1656725.38,40.8,4.13,278503.59,6.86
1656544.16,40.8,4.13,278484.62,6.86
1656174.38,40.8,4.13,278503.4,6.86
1656174.38,40.8,4.13,278503.4,6.86
1655804.61,40.8,4.14,278485.42,6.86
1655804.61,40.8,4.14,278485.42,6.86
1655434.84,40.8,4.14,278469.01,6.86
1655434.84,40.8,4.14,278469.01,6.86
1655395.23,40.81,4.14,278771.73,6.87
1655395.23,40.81,4.14,278771.73,6.87
1655025.46,40.81,4.14,278843.64,6.88
1654844.24,40.81,4.15,279056.22,6.88
1654501.31,40.82,4.15,279057.81,6.88
1654501.31,40.82,4.15,279057.81,6.88
1654285.52,40.81,4.14,278848.69,6.88
1654285.52,40.81,4.14,278848.69,6.88
1653915.74,40.81,4.15,278825.67,6.88
1653545.97,40.82,4.15,278909.74,6.88
1653176.2,40.82,4.15,278889.82,6.89
1653176.2,40.82,4.15,278889.82,6.89
1653176.2,40.82,4.15,278889.82,6.89
1652806.42,40.82,4.15,278901.74,6.89
1652412.42,40.81,4.14,278468.32,6.88
1652231.2,40.82,4.15,278375.55,6.88
1651876.27,40.82,4.15,278377.53,6.88
1651514.11,40.82,4.15,278760.37,6.89
1651521.86,40.82,4.16,278858.82,6.89
1651140.08,40.82,4.16,278833.17,6.89
1650758.3,40.83,4.16,278926.3,6.9
1650376.53,40.83,4.16,278922.56,6.9
1650014.11,40.83,4.16,278989.59,6.9
1650225.52,40.84,4.18,280398.13,6.94
1650225.74,40.84,4.18,280409.28,6.94
1649804.71,40.84,4.17,279722.18,6.92
1649461.79,40.84,4.18,279707.04,6.93
1649461.79,40.84,4.18,279707.04,6.93
1649092.01,40.84,4.18,279744.74,6.93
1648722.24,40.84,4.18,279710.85,6.93
1648806.47,40.85,4.18,279693.26,6.93
1648806.47,40.85,4.18,279693.26,6.93
1648436.7,40.85,4.19,279694.38,6.93
1648082.16,40.85,4.19,280753.77,6.96
1647739.23,40.85,4.19,280749.59,6.96
1647823.46,40.86,4.2,280730.73,6.96
1647691.82,40.87,4.2,280328.45,6.95
1647322.05,40.87,4.2,280383.83,6.96
1647282.45,40.88,4.21,280345.4,6.96
1646888.45,40.87,4.2,280320.81,6.96
1646888.45,40.87,4.2,280320.81,6.96
1646541.52,40.87,4.21,281980.62,7.0
1646811.01,40.89,4.22,282160.83,7.01
1646468.08,40.89,4.22,282153.26,7.01
1646468.08,40.89,4.22,282153.26,7.01
1646167.91,40.89,4.22,281955.95,7.0
1645722.19,40.88,4.22,281184.67,6.99
1645722.19,40.88,4.22,281184.67,6.99
1645722.19,40.88,4.22,281184.67,6.99
1644975.32,40.87,4.21,280699.82,6.97
1644605.55,40.88,4.21,280686.64,6.98
1644605.55,40.88,4.21,280686.64,6.98
1644399.92,40.87,4.21,280414.76,6.97
1644399.92,40.87,4.21,280414.76,6.97
1644218.7,40.88,4.21,280440.23,6.97
1644037.48,40.88,4.21,280426.85,6.97
1644037.48,40.88,4.21,280426.85,6.97
1644037.48,40.88,4.21,280426.85,6.97
1644037.48,40.88,4.21,280426.85,6.97
1643667.71,40.88,4.21,280404.78,6.97
1643241.3,40.88,4.21,279975.8,6.96
1642871.52,40.88,4.21,279969.03,6.97
1642871.52,40.88,4.21,279969.03,6.97
1642501.75,40.88,4.21,280476.45,6.98
1642320.53,40.88,4.21,280505.22,6.98
1642161.98,40.88,4.21,280366.03,6.98
1641819.05,40.88,4.21,280367.62,6.98
1641601.97,40.88,4.21,280145.6,6.98
1641232.2,40.88,4.21,280119.15,6.98
1641232.2,40.88,4.21,280119.15,6.98
1640862.43,40.88,4.21,280151.71,6.98
1640822.83,40.88,4.22,280129.45,6.98
1640057.75,40.88,4.21,279421.46,6.96
1640057.75,40.88,4.21,279421.46,6.96
1640057.75,40.88,4.21,279421.46,6.96
1639702.82,40.88,4.21,279425.2,6.97
1639321.05,40.88,4.21,279404.95,6.97
1639321.05,40.88,4.21,279404.95,6.97
1639281.44,40.88,4.22,279386.45,6.97
1639365.67,40.89,4.22,279906.02,6.98
1638995.9,40.89,4.23,280039.7,6.99
1638995.9,40.89,4.23,280039.7,6.99
1638995.9,40.89,4.23,280039.7,6.99
1638995.9,40.89,4.23,280039.7,6.99
1638995.9,40.89,4.23,280039.7,6.99
1638645.76,40.89,4.23,280401.1,7.0
1638263.98,40.89,4.23,280555.37,7.0
1637921.05,40.9,4.23,280558.73,7.0
1637551.28,40.9,4.23,280534.91,7.01
1637551.28,40.9,4.23,280534.91,7.01
1637181.51,40.9,4.23,280527.07,7.01
1636964.43,40.89,4.23,280386.69,7.0
1636964.43,40.89,4.23,280386.69,7.0
1636964.43,40.89,4.23,280386.69,7.0
1636594.66,40.89,4.23,280401.86,7.01
1636594.66,40.89,4.23,280401.86,7.01
1636647.59,40.9,4.24,280381.09,7.01
1636277.82,40.9,4.24,280639.84,7.02
1635902.31,40.9,4.23,280371.11,7.01
1635532.54,40.9,4.23,280159.91,7.01
1635162.76,40.9,4.23,280517.0,7.02
1634780.99,40.9,4.24,280730.1,7.02
1634780.99,40.9,4.24,280730.1,7.02
1634399.21,40.9,4.24,280652.35,7.02
1634079.98,40.9,4.23,280334.59,7.02
1634342.76,40.91,4.25,281154.74,7.04
1634342.76,40.91,4.25,281154.74,7.04
1633999.83,40.92,4.25,281151.3,7.04
1633841.69,40.91,4.25,281030.36,7.04
1633841.69,40.91,4.25,281030.36,7.04
1633471.92,40.91,4.25,281008.45,7.04
1633471.92,40.91,4.25,281008.45,7.04
1633471.92,40.91,4.25,281008.45,7.04
1633556.15,40.92,4.26,281106.01,7.04
1633556.15,40.92,4.26,281106.01,7.04
1633516.55,40.93,4.26,281080.74,7.04
1633146.77,40.93,4.26,281001.34,7.04
1632752.77,40.92,4.26,282230.58,7.07
1632752.77,40.92,4.26,282230.58,7.07
1632533.23,40.93,4.26,282224.98,7.08
1632532.83,40.94,4.27,281897.97,7.07
1632532.83,40.94,4.27,281897.97,7.07
1632189.9,40.94,4.27,281896.1,7.07
1631820.13,40.94,4.27,281873.11,7.07
1631668.65,40.94,4.27,282092.75,7.08
1631298.88,40.94,4.28,282578.17,7.09
1630929.11,40.94,4.28,282561.78,7.09
1630929.11,40.94,4.28,282561.78,7.09
1630930.21,40.94,4.28,282561.62,7.09
1630930.21,40.94,4.28,282561.62,7.09
1630930.21,40.94,4.28,282561.62,7.09
1630636.74,40.94,4.27,282266.85,7.09
1630289.82,40.94,4.27,281930.53,7.08
1630047.43,40.94,4.28,282985.06,7.11
1629704.5,40.94,4.28,283009.67,7.11
1629812.53,40.96,4.29,282798.85,7.11
1629517.4,40.95,4.29,282568.13,7.1
1629517.4,40.95,4.29,282568.13,7.1
1629517.4,40.95,4.29,282568.13,7.1
1629147.63,40.95,4.29,282544.79,7.1
1629147.63,40.95,4.29,282544.79,7.1
1628777.86,40.96,4.29,282516.52,7.1
1628408.08,40.96,4.29,282659.09,7.11
1628226.86,40.96,4.3,282549.1,7.11
1627844.31,40.96,4.3,282530.53,7.11
1627474.54,40.96,4.3,282487.53,7.11
1627474.54,40.96,4.3,282487.53,7.11
1627181.6,40.96,4.29,282200.89,7.1
1627000.38,40.96,4.3,282675.59,7.12
1626630.61,40.96,4.3,282547.72,7.12
1626275.68,40.96,4.3,282551.46,7.12
1625893.13,40.96,4.3,282463.78,7.12
1625440.1,40.96,4.3,282285.83,7.11
1625440.1,40.96,4.3,282285.83,7.11
1625089.82,40.96,4.3,285329.43,7.19
1625089.82,40.96,4.3,285329.43,7.19
1625961.01,41.0,4.33,285642.7,7.2
1625579.23,41.0,4.33,285615.29,7.2
1625004.16,40.99,4.33,285036.17,7.19
1624715.54,40.99,4.33,284193.81,7.17
1624333.76,40.99,4.33,284257.89,7.17
1623951.99,40.99,4.33,284340.58,7.18
1623951.99,40.99,4.33,284340.58,7.18
1623570.21,40.99,4.33,284297.72,7.18
1623201.34,40.99,4.33,284851.82,7.19
1623047.81,41.0,4.34,284688.26,7.19
1623047.81,41.0,4.34,284677.77,7.19
1622975.41,41.01,4.35,284592.04,7.19
1622975.41,41.01,4.35,284592.04,7.19
1622460.28,41.0,4.34,284187.96,7.18
1622105.35,41.0,4.34,284186.2,7.18
1622105.35,41.0,4.34,284186.2,7.18
1622105.35,41.0,4.34,284186.2,7.18
1621723.57,41.0,4.34,284164.29,7.19
1621795.8,41.01,4.35,284209.44,7.19
1621414.02,41.01,4.35,284181.05,7.19
1621417.37,41.02,4.36,284157.47,7.19
1621417.37,41.02,4.36,284157.47,7.19
1621417.37,41.02,4.36,284157.47,7.19
1621224.15,41.02,4.36,284497.49,7.2
1621224.15,41.02,4.36,284497.49,7.2
1620842.37,41.02,4.36,284529.27,7.2
1620448.37,41.02,4.36,284149.72,7.19
1620341.61,41.02,4.36,284045.52,7.19
1620341.61,41.02,4.36,284045.52,7.19
1619959.83,41.02,4.36,284663.88,7.21
1619604.9,41.02,4.36,284664.84,7.21
1619604.9,41.02,4.36,284664.84,7.21
1619223.13,41.02,4.36,284640.21,7.21
1619171.52,41.02,4.37,284667.53,7.21
1619171.52,41.02,4.37,284667.53,7.21
1618789.74,41.03,4.37,284636.74,7.21
1618789.74,41.03,4.37,284636.74,7.21
1618407.97,41.03,4.37,284731.64,7.22
1618407.97,41.03,4.37,284731.64,7.22
1618065.04,41.03,4.37,284734.99,7.22
1618065.04,41.03,4.37,284734.99,7.22
1618025.44,41.03,4.38,284707.97,7.22
1616573.19,41.04,4.38,285311.3,7.24
1616573.19,41.04,4.38,285311.3,7.24
1616573.19,41.04,4.38,285311.3,7.24
1616657.42,41.05,4.39,285396.3,7.25
1616275.65,41.05,4.39,285376.77,7.25
1616275.65,41.05,4.39,285376.77,7.25
1616118.54,41.04,4.39,285222.13,7.24
1615937.32,41.05,4.39,285163.45,7.24
1615555.54,41.05,4.39,285446.3,7.25
1615161.54,41.04,4.39,285416.01,7.25
1615161.54,41.04,4.39,285416.01,7.25
1614791.77,41.04,4.39,286036.32,7.27
1614791.77,41.04,4.39,286036.32,7.27
1614422.0,41.05,4.39,285617.99,7.26
1614422.0,41.05,4.39,285617.99,7.26
1614422.0,41.05,4.39,285617.99,7.26
1614127.34,41.05,4.39,286318.89,7.28
1614165.02,41.05,4.4,286343.64,7.28
1613795.25,41.05,4.4,285987.66,7.28
1613795.25,41.05,4.4,285987.66,7.28
1613413.47,41.06,4.4,285914.54,7.28
1613413.47,41.06,4.4,285914.54,7.28
1613413.47,41.06,4.4,285914.54,7.28
1613058.54,41.06,4.4,285918.28,7.28
1612704.0,41.06,4.4,285742.74,7.27
1612326.61,41.06,4.4,285869.0,7.28
1612326.61,41.06,4.4,285869.0,7.28
1611944.83,41.06,4.4,285848.75,7.28
1611944.83,41.06,4.4,285848.75,7.28
1611563.06,41.06,4.41,285838.23,7.28
1611563.06,41.06,4.41,285838.23,7.28
1611563.06,41.06,4.41,285838.23,7.28
1611563.06,41.06,4.41,285838.23,7.28
1611171.77,41.06,4.4,285562.74,7.28
1611171.77,41.06,4.4,285562.74,7.28
1610789.99,41.06,4.4,285724.69,7.28
1610579.6,41.05,4.4,285542.54,7.28
1610579.6,41.05,4.4,285542.54,7.28
1610579.6,41.05,4.4,285542.54,7.28
1610651.83,41.06,4.41,285509.15,7.28
1610274.44,41.06,4.41,285265.61,7.27
1609905.57,41.06,4.41,285251.4,7.28
1609705.9,41.07,4.41,285821.75,7.29
1609337.3,41.07,4.41,285717.42,7.29
1608994.37,41.07,4.41,285713.99,7.29
1608624.6,41.07,4.42,285692.08,7.29
1608269.67,41.07,4.42,285693.03,7.3
1608269.67,41.07,4.42,285693.03,7.3
1607974.54,41.07,4.41,285396.86,7.29
1607562.35,41.06,4.41,285049.71,7.28
1607646.58,41.07,4.41,285109.1,7.28
1607276.81,41.07,4.42,285090.85,7.28
1607276.81,41.07,4.42,285090.85,7.28
1606907.04,41.07,4.42,285056.35,7.29
1606513.03,41.07,4.41,286000.23,7.31
1606513.03,41.07,4.41,286000.23,7.31
1606623.66,41.07,4.42,286250.45,7.32
1606749.98,41.09,4.43,286434.3,7.32
1606368.2,41.09,4.44,286409.67,7.33
1605986.43,41.09,4.44,286501.22,7.33
1605604.65,41.09,4.44,286432.74,7.33
1605261.72,41.09,4.44,286434.33,7.33
1604891.95,41.09,4.44,286407.88,7.33
1604891.95,41.09,4.44,286407.88,7.33
1604522.18,41.09,4.44,286413.03,7.34
1604522.18,41.09,4.44,286413.03,7.34
1604340.96,41.1,4.45,286424.24,7.34
1604159.74,41.1,4.45,286399.75,7.34
1603783.77,41.1,4.45,286394.88,7.34
1603783.77,41.1,4.45,286394.88,7.34
1603868.0,41.11,4.46,286392.17,7.34
1603715.84,41.11,4.46,286853.63,7.35
1603346.06,41.11,4.46,286859.6,7.36
1603346.06,41.11,4.46,286859.6,7.36
1603347.51,41.11,4.46,286868.25,7.36
1603133.29,41.11,4.46,287016.18,7.36
1602755.9,41.11,4.46,286835.14,7.36
1602353.09,41.11,4.46,286852.42,7.36
1602010.16,41.11,4.46,286852.78,7.36
1601640.39,41.11,4.46,286827.92,7.36
