ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
652752.06,14.19,1.5,369670.22,8.04
652747.31,14.19,1.5,369694.08,8.04
652578.32,14.19,1.5,369497.23,8.04
652384.81,14.19,1.5,369429.88,8.04
652523.76,14.2,1.51,370120.11,8.05
651508.37,14.2,1.51,369662.15,8.06
652047.14,14.21,1.52,368953.59,8.04
651850.3,14.21,1.52,368880.39,8.04
651715.2,14.21,1.52,368759.96,8.04
651585.15,14.21,1.52,367858.72,8.02
651844.29,14.22,1.53,368384.42,8.04
651709.19,14.22,1.53,368311.5,8.04
652380.1,14.24,1.55,368408.66,8.04
652245.01,14.24,1.55,368288.23,8.04
652915.92,14.26,1.57,368432.91,8.05
652670.97,14.26,1.56,368127.13,8.04
652535.87,14.26,1.56,368006.7,8.04
652157.35,14.25,1.56,367695.45,8.03
651904.22,14.25,1.55,367359.89,8.03
653038.38,14.27,1.58,367717.4,8.04
652995.23,14.27,1.58,367619.56,8.04
652327.44,14.27,1.58,367014.09,8.03
653096.55,14.29,1.6,367265.5,8.04
653077.92,14.29,1.6,367192.72,8.04
653858.09,14.31,1.62,367786.64,8.05
653722.99,14.32,1.62,367666.21,8.05
653384.36,14.31,1.62,367343.34,8.05
654518.51,14.34,1.64,367700.85,8.05
654383.41,14.34,1.64,367580.42,8.05
653857.1,14.33,1.64,366977.52,8.04
654991.25,14.35,1.66,367335.03,8.05
655343.06,14.36,1.67,367876.42,8.06
655207.96,14.36,1.67,367755.99,8.06
655878.88,14.38,1.69,367795.37,8.06
655743.78,14.38,1.69,367674.94,8.06
656414.69,14.4,1.71,367714.32,8.07
656371.55,14.4,1.71,367616.48,8.07
657705.56,14.43,1.74,368432.79,8.09
657270.46,14.43,1.74,367997.7,8.08
657622.27,14.44,1.74,368539.09,8.09
656606.89,14.44,1.75,368055.62,8.09
656606.89,14.44,1.75,368055.62,8.09
656471.79,14.44,1.75,367935.19,8.09
656226.84,14.44,1.75,367734.71,8.09
656850.88,14.45,1.76,367727.21,8.09
656850.88,14.45,1.76,367727.21,8.09
656715.78,14.46,1.76,367357.78,8.09
656715.78,14.46,1.76,367357.78,8.09
656925.11,14.46,1.77,367235.1,8.08
657549.15,14.48,1.79,367941.7,8.1
657477.37,14.48,1.79,368024.36,8.1
657342.27,14.48,1.79,367903.93,8.1
657038.8,14.47,1.78,367898.22,8.1
656552.5,14.47,1.77,367301.96,8.09
657223.41,14.48,1.79,367446.63,8.1
657362.36,14.49,1.8,368136.86,8.11
658750.34,14.52,1.83,369231.27,8.14
659902.26,14.55,1.86,369259.51,8.14
659596.07,14.55,1.86,368584.95,8.13
659596.07,14.55,1.86,368584.95,8.13
659460.98,14.55,1.86,368512.03,8.13
660131.89,14.57,1.87,368609.19,8.13
659604.49,14.56,1.87,368096.32,8.12
658902.6,14.55,1.85,367342.18,8.11
658767.5,14.55,1.85,367269.26,8.11
658239.95,14.54,1.84,366666.36,8.1
658239.95,14.54,1.84,366666.36,8.1
658910.87,14.55,1.86,366658.23,8.1
658775.77,14.56,1.86,366585.32,8.1
659446.68,14.57,1.88,366682.48,8.1
658973.43,14.57,1.87,365877.97,8.09
658668.14,14.57,1.87,365466.06,8.08
657668.14,14.55,1.85,364466.06,8.06
657668.14,14.55,1.85,364466.06,8.06
657539.9,14.55,1.85,364616.58,8.07
657305.64,14.54,1.85,364272.5,8.06
657198.43,14.55,1.85,364146.38,8.06
657017.18,14.54,1.85,363983.93,8.06
656583.32,14.54,1.85,363602.5,8.05
656852.85,14.55,1.85,363919.58,8.06
656474.33,14.54,1.85,363712.69,8.06
656280.82,14.54,1.85,363536.88,8.05
655992.36,14.54,1.85,363241.31,8.05
655823.37,14.54,1.85,363190.9,8.05
655281.54,14.53,1.84,362670.68,8.04
655088.03,14.53,1.84,362602.46,8.04
654574.9,14.52,1.83,362006.91,8.03
654357.47,14.51,1.82,361817.39,8.03
654481.27,14.52,1.83,361835.79,8.03
654318.53,14.52,1.83,361572.22,8.02
654159.76,14.52,1.82,361419.48,8.02
654018.05,14.52,1.82,361862.58,8.03
653851.11,14.52,1.82,361683.04,8.03
654165.59,14.53,1.83,361526.53,8.03
654165.59,14.53,1.83,361526.53,8.03
653908.62,14.53,1.83,362071.9,8.04
653713.32,14.52,1.83,361711.18,8.04
653837.12,14.53,1.84,361758.89,8.04
654112.9,14.54,1.85,361534.95,8.04
653950.16,14.54,1.85,361847.57,8.04
654132.24,14.54,1.85,361635.58,8.04
654008.21,14.54,1.85,361438.5,8.04
653826.96,14.54,1.85,362405.33,8.06
653856.83,14.55,1.85,362135.96,8.06
653528.83,14.54,1.85,362078.94,8.06
653708.49,14.55,1.85,362218.49,8.06
653993.53,14.56,1.86,362548.01,8.07
654117.33,14.56,1.87,362528.93,8.07
653954.59,14.56,1.87,362280.31,8.07
653812.89,14.56,1.87,362660.38,8.08
652797.5,14.56,1.87,362202.42,8.08
652630.55,14.56,1.87,362079.47,8.08
652506.52,14.56,1.87,361874.13,8.08
652783.98,14.57,1.88,362644.63,8.1
652783.98,14.57,1.88,362644.63,8.1
652688.07,14.57,1.88,362497.3,8.09
652492.77,14.57,1.88,362136.58,8.09
652616.56,14.58,1.89,362184.28,8.09
652315.54,14.57,1.88,361920.4,8.08
652341.56,14.58,1.88,361750.49,8.08
652272.04,14.57,1.88,361663.6,8.08
652437.29,14.58,1.89,361500.76,8.08
652619.38,14.59,1.89,361946.68,8.09
652495.34,14.59,1.89,361787.46,8.09
652502.86,14.59,1.9,361640.18,8.09
651487.47,14.59,1.9,361156.71,8.09
651318.48,14.59,1.9,361909.19,8.11
651318.48,14.59,1.9,361909.19,8.11
651563.5,14.6,1.91,362217.2,8.12
651687.3,14.61,1.91,362198.12,8.12
651713.32,14.61,1.92,361999.21,8.11
651713.32,14.61,1.92,361999.21,8.11
651713.32,14.61,1.92,361999.21,8.11
651713.32,14.61,1.92,361999.21,8.11
651550.58,14.61,1.92,361919.62,8.11
651252.58,14.6,1.91,361469.86,8.11
650632.39,14.6,1.91,361653.66,8.12
650438.88,14.6,1.91,361455.24,8.11
650438.88,14.6,1.91,361455.24,8.11
650085.82,14.6,1.9,360986.19,8.1
650209.62,14.6,1.91,361033.89,8.11
650046.88,14.6,1.91,360848.79,8.11
649884.14,14.6,1.91,360681.8,8.1
649738.22,14.6,1.91,361072.47,8.11
649614.19,14.6,1.91,360904.9,8.11
649235.66,14.59,1.9,360758.67,8.11
649235.66,14.59,1.9,360758.67,8.11
649054.41,14.59,1.9,360465.15,8.1
648039.03,14.6,1.9,359981.68,8.11
647870.04,14.6,1.9,360122.28,8.11
647676.53,14.6,1.9,359873.02,8.11
647378.53,14.59,1.9,359567.42,8.1
647014.11,14.59,1.9,359266.14,8.1
646906.89,14.6,1.9,359521.2,8.11
646914.41,14.6,1.91,359314.8,8.11
646745.42,14.6,1.91,359163.18,8.11
646990.44,14.6,1.91,359716.62,8.12
647114.23,14.61,1.92,359700.28,8.12
646951.49,14.61,1.92,359448.05,8.12
646582.97,14.6,1.91,359049.75,8.11
646582.97,14.6,1.91,359049.75,8.11
646425.44,14.6,1.91,358893.0,8.11
646451.46,14.6,1.91,359198.92,8.11
646305.55,14.6,1.91,358972.03,8.11
646509.51,14.61,1.92,358870.41,8.11
646328.26,14.61,1.92,359674.24,8.13
646241.36,14.61,1.92,359532.67,8.13
645965.76,14.61,1.92,359184.15,8.12
646089.56,14.61,1.92,359231.86,8.13
645764.08,14.61,1.92,358881.81,8.12
645601.34,14.61,1.92,359125.94,8.13
644950.37,14.61,1.92,358700.68,8.13
643934.99,14.62,1.92,358217.21,8.13
643423.1,14.61,1.91,357760.49,8.12
643126.33,14.6,1.91,357474.43,8.12
643250.13,14.61,1.91,357462.9,8.12
643525.91,14.61,1.92,357224.85,8.11
643363.17,14.61,1.92,357546.7,8.12
642742.98,14.61,1.92,357092.84,8.12
642364.46,14.61,1.91,357270.61,8.12
642359.71,14.61,1.92,357226.24,8.12
642483.51,14.62,1.92,357244.63,8.13
642320.77,14.61,1.92,357041.58,8.12
642158.03,14.61,1.92,356921.85,8.12
642012.12,14.61,1.92,357155.58,8.13
642419.33,14.62,1.93,356942.69,8.13
642238.08,14.62,1.93,357432.3,8.14
641875.58,14.62,1.93,357211.41,8.14
641494.88,14.62,1.92,356064.89,8.11
642473.27,14.64,1.95,356292.85,8.12
641457.89,14.65,1.95,355809.38,8.12
641264.01,14.64,1.95,355679.42,8.12
641387.81,14.65,1.96,355752.42,8.12
641225.06,14.65,1.96,355518.71,8.12
641225.06,14.65,1.96,355518.71,8.12
641062.32,14.65,1.96,355375.03,8.12
641062.32,14.65,1.96,355375.03,8.12
641088.35,14.65,1.96,355646.07,8.13
640929.58,14.65,1.96,355504.8,8.12
640822.37,14.65,1.96,355325.18,8.12
640969.12,14.65,1.96,355192.66,8.12
640969.12,14.65,1.96,355192.66,8.12
640969.12,14.65,1.96,355192.66,8.12
640800.13,14.65,1.96,355725.67,8.13
640934.62,14.66,1.97,355856.1,8.14
642532.31,14.7,2.01,357429.27,8.18
642532.31,14.7,2.01,357429.27,8.18
642532.31,14.7,2.01,357429.27,8.18
642656.11,14.7,2.01,357476.98,8.18
642493.37,14.7,2.01,357160.7,8.17
642351.66,14.7,2.01,357624.69,8.19
642351.66,14.7,2.01,357624.69,8.19
642184.72,14.7,2.01,357299.5,8.18
641879.43,14.7,2.01,357354.12,8.19
642148.96,14.71,2.02,357321.02,8.19
642283.45,14.72,2.02,357615.64,8.19
642407.25,14.72,2.03,357663.34,8.2
642109.88,14.72,2.02,357364.67,8.19
641947.14,14.72,2.02,357157.44,8.19
641784.4,14.72,2.02,357012.58,8.19
641638.48,14.72,2.02,357353.13,8.2
641514.45,14.72,2.02,357002.42,8.19
641157.92,14.71,2.02,356742.58,8.18
640976.67,14.71,2.02,357159.77,8.2
641006.55,14.71,2.02,356949.84,8.19
640802.94,14.71,2.02,356744.93,8.19
640926.74,14.72,2.03,356921.69,8.2
640764.0,14.72,2.03,356706.16,8.19
640622.29,14.72,2.03,356535.78,8.19
639606.91,14.72,2.03,356052.3,8.2
638591.52,14.73,2.03,355568.83,8.2
637576.14,14.73,2.04,355085.36,8.2
637737.19,14.73,2.04,355838.67,8.22
637613.15,14.74,2.04,355109.81,8.21
637890.62,14.74,2.05,356514.87,8.24
638266.31,14.76,2.06,356360.78,8.24
638390.11,14.76,2.07,356346.18,8.24
638390.11,14.76,2.07,356346.18,8.24
638182.11,14.76,2.07,356187.23,8.24
638019.37,14.76,2.07,355956.66,8.23
637856.63,14.76,2.06,356254.67,8.24
637710.72,14.76,2.06,356076.24,8.24
637065.81,14.75,2.05,355406.5,8.23
636941.77,14.75,2.05,355214.89,8.22
636941.77,14.75,2.05,355214.89,8.22
636760.52,14.75,2.05,355636.75,8.24
637070.8,14.75,2.06,355604.92,8.24
637070.8,14.75,2.06,355604.92,8.24
636864.03,14.75,2.06,355392.44,8.23
636864.03,14.75,2.06,355392.44,8.23
636636.99,14.75,2.05,355403.86,8.23
636538.98,14.75,2.05,355176.09,8.23
635523.6,14.75,2.06,354692.62,8.23
636094.19,14.77,2.07,354699.66,8.23
636120.22,14.77,2.08,354498.44,8.23
635957.48,14.77,2.08,354805.46,8.24
634942.09,14.77,2.08,354321.99,8.24
634942.09,14.77,2.08,354321.99,8.24
634756.7,14.78,2.09,354730.62,8.26
634880.5,14.79,2.1,354803.62,8.26
633865.11,14.79,2.1,354320.15,8.27
633478.79,14.79,2.09,354212.1,8.27
633504.82,14.79,2.1,353877.34,8.26
633780.6,14.8,2.1,354238.61,8.27
633634.69,14.8,2.1,353994.68,8.27
633510.65,14.8,2.11,353857.73,8.27
633329.4,14.8,2.1,354449.75,8.28
633329.4,14.8,2.1,354449.75,8.28
633329.4,14.8,2.1,354449.75,8.28
633170.51,14.8,2.1,354083.0,8.27
632966.9,14.8,2.1,354203.68,8.28
632588.38,14.79,2.1,353904.01,8.27
632712.18,14.79,2.1,353892.47,8.27
632549.44,14.79,2.1,353637.44,8.27
632825.22,14.8,2.11,354004.81,8.28
632662.48,14.8,2.11,353777.86,8.28
632662.48,14.8,2.11,353777.86,8.28
632555.27,14.8,2.11,353612.31,8.28
632562.78,14.81,2.11,354022.2,8.29
632404.02,14.8,2.11,353887.82,8.28
632404.02,14.8,2.11,353887.82,8.28
632245.12,14.8,2.11,353562.21,8.28
632066.23,14.8,2.11,353959.31,8.29
632378.8,14.81,2.12,354059.53,8.29
631976.79,14.8,2.11,353636.38,8.28
631814.05,14.8,2.11,353361.37,8.28
631651.31,14.8,2.11,353238.58,8.28
631505.4,14.8,2.11,353577.34,8.29
631381.36,14.8,2.11,353238.08,8.28
630365.97,14.81,2.12,352754.61,8.29
630184.72,14.81,2.11,352776.48,8.29
630204.5,14.81,2.12,353134.26,8.3
630338.99,14.82,2.12,353186.12,8.3
629323.6,14.82,2.13,352702.65,8.31
629447.4,14.83,2.13,352721.04,8.31
629284.66,14.83,2.13,352434.08,8.3
629142.96,14.83,2.13,352836.29,8.31
629304.01,14.83,2.14,352617.97,8.31
629179.97,14.83,2.14,352401.18,8.31
629071.2,14.83,2.14,352305.9,8.31
628889.95,14.83,2.14,352333.49,8.31
627874.57,14.83,2.14,351875.52,8.31
627874.57,14.83,2.14,351875.52,8.31
627746.32,14.83,2.14,352298.09,8.33
627515.1,14.83,2.14,351996.97,8.32
627638.89,14.84,2.15,352015.36,8.32
627804.15,14.84,2.15,351740.94,8.32
627662.45,14.85,2.15,352138.15,8.33
627934.02,14.85,2.16,351948.42,8.32
626918.64,14.86,2.16,351464.95,8.33
626983.37,14.86,2.17,351323.64,8.33
626685.37,14.86,2.16,351115.59,8.32
626504.12,14.85,2.16,350988.77,8.32
626335.13,14.85,2.16,351789.63,8.34
626330.38,14.86,2.16,351946.12,8.35
625912.83,14.85,2.16,351509.22,8.34
626036.63,14.86,2.16,351442.55,8.34
625873.89,14.86,2.16,351253.55,8.34
625873.89,14.86,2.16,351253.55,8.34
625495.37,14.85,2.16,350817.44,8.33
625186.71,14.85,2.16,351101.3,8.34
625251.44,14.85,2.16,350928.54,8.34
625508.71,14.86,2.17,350771.74,8.33
625130.19,14.85,2.16,351185.52,8.34
625001.94,14.85,2.16,350859.15,8.34
624703.95,14.85,2.15,350640.09,8.33
624469.69,14.84,2.15,350618.96,8.33
624593.49,14.85,2.16,350621.91,8.34
625032.31,14.86,2.17,350849.62,8.34
624890.6,14.86,2.17,350598.74,8.34
624912.42,14.87,2.17,350436.89,8.34
624788.39,14.87,2.17,350353.69,8.34
624607.14,14.87,2.17,350876.53,8.35
624607.14,14.87,2.17,350876.53,8.35
624626.91,14.87,2.18,350846.49,8.35
624433.4,14.87,2.18,350928.05,8.36
624123.94,14.86,2.17,350807.45,8.35
624247.74,14.87,2.18,350745.07,8.35
624273.77,14.87,2.18,350593.13,8.35
624072.74,14.87,2.18,350392.1,8.35
624098.77,14.87,2.18,350315.65,8.35
623936.03,14.87,2.18,350619.92,8.36
623936.03,14.87,2.18,350619.92,8.36
623828.81,14.87,2.18,350456.8,8.36
624086.09,14.88,2.19,350281.04,8.35
624086.09,14.88,2.19,350281.04,8.35
624086.09,14.88,2.19,350281.04,8.35
624245.1,14.89,2.19,351333.95,8.38
624051.59,14.89,2.19,351278.33,8.38
624364.15,14.9,2.2,351378.55,8.38
623348.77,14.9,2.21,350895.08,8.39
623075.49,14.89,2.2,350540.4,8.38
623075.49,14.89,2.2,350540.4,8.38
622824.71,14.89,2.2,350359.7,8.38
622850.74,14.89,2.2,350180.78,8.37
621835.35,14.9,2.21,349697.31,8.38
621672.61,14.9,2.2,349485.24,8.37
621672.61,14.9,2.2,349485.24,8.37
621509.87,14.9,2.2,349766.46,8.38
621402.66,14.9,2.21,349586.92,8.38
621402.66,14.9,2.21,349586.92,8.38
621221.41,14.9,2.2,349424.71,8.38
621052.42,14.9,2.2,349804.63,8.39
621047.68,14.9,2.21,349846.79,8.39
621171.48,14.91,2.21,349849.74,8.4
621539.99,14.92,2.22,349602.58,8.39
621346.11,14.91,2.22,350046.81,8.4
621372.13,14.92,2.22,349847.16,8.4
621226.22,14.92,2.22,349679.31,8.4
621102.18,14.92,2.22,350934.18,8.43
621539.98,14.93,2.24,351290.47,8.44
621663.78,14.94,2.24,351228.1,8.44
621760.32,14.94,2.25,350374.17,8.42
621597.58,14.94,2.25,350167.98,8.42
621360.26,14.94,2.25,350338.38,8.42
621386.29,14.94,2.25,350686.25,8.43
621240.38,14.94,2.25,350548.79,8.43
621305.1,14.95,2.25,350457.32,8.43
621543.13,14.95,2.26,350277.22,8.43
621374.14,14.95,2.26,351015.51,8.45
621619.16,14.96,2.27,351289.92,8.45
621742.95,14.97,2.27,351322.11,8.46
621366.04,14.96,2.27,351068.48,8.45
621203.3,14.96,2.27,350773.44,8.45
621040.56,14.96,2.27,351038.78,8.46
621066.59,14.96,2.27,350746.55,8.45
620718.99,14.97,2.28,350473.09,8.45
619703.61,14.97,2.28,350015.12,8.46
619325.08,14.97,2.27,349618.98,8.45
619406.64,14.97,2.28,349610.22,8.45
619406.64,14.97,2.28,349610.22,8.45
618391.25,14.97,2.28,349126.75,8.45
618391.25,14.97,2.28,349126.75,8.45
618210.0,14.97,2.28,349397.49,8.46
618479.54,14.98,2.29,349419.44,8.46
618286.03,14.98,2.29,349588.87,8.47
618161.99,14.98,2.29,350594.62,8.5
617783.47,14.97,2.28,350382.32,8.49
617683.71,14.98,2.28,349795.15,8.48
618135.5,14.99,2.3,349822.24,8.48
617972.76,14.99,2.3,349539.12,8.48
617972.76,14.99,2.3,349539.12,8.48
617972.76,14.99,2.3,349539.12,8.48
617831.06,14.99,2.3,349568.33,8.48
617533.06,14.98,2.29,349998.1,8.49
617366.11,14.98,2.29,349751.26,8.49
617570.07,14.99,2.3,349613.11,8.49
617590.45,14.99,2.3,349233.68,8.48
617314.85,14.99,2.3,349173.29,8.48
617057.88,14.99,2.3,349638.92,8.49
616737.88,14.98,2.29,349318.92,8.49
616870.38,14.99,2.3,349306.74,8.49
616994.17,15.0,2.3,349354.44,8.49
616831.43,15.0,2.3,349082.59,8.49
616689.73,15.0,2.3,349432.33,8.5
616522.78,15.0,2.3,349013.61,8.49
616310.68,14.99,2.3,348800.59,8.48
616116.57,14.99,2.3,348639.24,8.48
616116.57,14.99,2.3,348639.24,8.48
615992.53,14.99,2.3,348716.44,8.48
615703.25,14.98,2.29,348515.09,8.48
615703.25,14.98,2.29,348515.09,8.48
615603.5,14.98,2.29,349223.7,8.5
615603.5,14.98,2.29,349223.7,8.5
615786.07,14.99,2.3,348851.87,8.49
615348.27,14.98,2.29,348436.31,8.48
615472.07,14.99,2.3,348468.5,8.49
615472.07,14.99,2.3,348468.5,8.49
615309.33,14.99,2.3,348275.61,8.48
615146.59,14.99,2.3,348131.92,8.48
615000.68,14.99,2.3,348423.97,8.49
615486.01,15.0,2.31,348559.63,8.5
615178.48,15.0,2.3,348363.25,8.49
614997.23,15.0,2.3,348158.85,8.49
614838.33,15.0,2.3,348522.55,8.5
614634.73,14.99,2.3,348247.78,8.5
614947.29,15.01,2.31,348348.01,8.5
614784.55,15.0,2.31,348043.18,8.49
614621.81,15.0,2.31,348274.95,8.5
614399.97,15.0,2.31,348060.01,8.5
614768.48,15.01,2.32,347863.34,8.49
614850.04,15.01,2.32,347769.93,8.49
614668.79,15.01,2.32,348157.32,8.5
614474.91,15.01,2.32,347743.74,8.49
614267.54,15.01,2.31,348173.44,8.51
614098.55,15.01,2.31,347709.95,8.5
614324.31,15.01,2.32,348475.62,8.52
614448.11,15.02,2.33,348464.09,8.52
614285.37,15.02,2.33,348207.05,8.51
614285.37,15.02,2.33,348207.05,8.51
614122.63,15.02,2.33,348503.19,8.52
613959.89,15.02,2.33,348306.42,8.52
613852.68,15.02,2.33,348176.98,8.52
613852.68,15.02,2.33,348176.98,8.52
613671.43,15.02,2.33,348272.96,8.52
613502.44,15.02,2.33,348141.9,8.52
613308.93,15.02,2.33,347992.15,8.52
613621.5,15.03,2.34,347882.19,8.52
613458.75,15.03,2.34,347731.3,8.52
613296.01,15.03,2.34,348059.55,8.53
613150.1,15.03,2.34,347683.69,8.52
612134.72,15.03,2.34,347200.22,8.53
612010.68,15.03,2.34,347613.36,8.54
612211.44,15.04,2.35,347220.45,8.53
612102.67,15.04,2.35,347129.17,8.53
612102.67,15.04,2.35,347129.17,8.53
611933.68,15.04,2.35,347096.24,8.53
611740.17,15.04,2.34,347513.15,8.54
611863.97,15.04,2.35,347498.55,8.54
611570.8,15.04,2.35,347195.02,8.54
611281.52,15.03,2.34,346845.69,8.53
611118.78,15.03,2.34,346615.12,8.53
610771.18,15.04,2.35,346341.66,8.53
610608.44,15.04,2.34,346623.95,8.54
610288.44,15.03,2.34,346303.95,8.53
609273.06,15.04,2.34,345845.99,8.53
609127.14,15.04,2.34,345641.44,8.53
609003.1,15.04,2.34,345488.38,8.53
608842.05,15.04,2.34,345993.8,8.54
608803.1,15.04,2.35,345728.65,8.54
607787.72,15.05,2.35,345245.18,8.55
607608.63,15.05,2.35,344799.49,8.54
606994.69,15.05,2.35,345009.12,8.55
606994.69,15.05,2.35,345009.12,8.55
606979.85,15.05,2.36,344957.69,8.55
607294.34,15.06,2.37,346092.43,8.58
606278.95,15.06,2.37,345608.96,8.59
606278.95,15.06,2.37,345608.96,8.59
606448.06,15.07,2.38,345524.59,8.59
606455.57,15.07,2.38,344913.39,8.57
606416.63,15.08,2.39,345015.72,8.58
606213.03,15.08,2.39,345003.12,8.58
605921.02,15.07,2.38,344695.86,8.57
605758.28,15.07,2.38,344455.73,8.57
605788.15,15.08,2.38,344303.4,8.57
605788.15,15.08,2.38,344303.4,8.57
605773.31,15.08,2.39,344531.04,8.58
605610.57,15.08,2.39,344365.46,8.57
605503.36,15.08,2.39,344576.05,8.58
605322.11,15.08,2.39,344423.67,8.58
605153.12,15.08,2.39,344289.99,8.58
604959.61,15.08,2.38,344185.37,8.58
605272.17,15.09,2.39,344075.42,8.58
605109.43,15.09,2.39,343923.61,8.57
604800.78,15.09,2.39,344241.31,8.59
604676.74,15.09,2.4,344072.53,8.58
604934.01,15.1,2.4,343849.67,8.58
603918.63,15.1,2.41,343366.2,8.59
603772.21,15.1,2.41,344057.18,8.6
603791.98,15.1,2.41,343967.69,8.6
603791.98,15.1,2.41,343967.69,8.6
604037.0,15.11,2.42,344108.19,8.61
604160.8,15.12,2.42,344126.58,8.61
604001.84,15.11,2.42,343975.4,8.61
603839.09,15.11,2.42,344053.54,8.61
603865.12,15.12,2.42,343721.24,8.6
602849.74,15.12,2.43,343237.77,8.61
602849.74,15.12,2.43,343237.77,8.61
602687.0,15.12,2.43,343439.69,8.62
602579.78,15.12,2.43,343267.1,8.61
602587.3,15.12,2.43,343124.32,8.61
602746.31,15.13,2.44,343742.04,8.63
602741.57,15.13,2.44,343855.19,8.63
602702.63,15.14,2.45,343715.96,8.63
602539.88,15.14,2.45,343550.81,8.63
602241.89,15.13,2.44,343205.63,8.62
602407.14,15.14,2.45,343493.81,8.63
602299.93,15.14,2.45,343522.56,8.64
601935.51,15.15,2.46,343290.91,8.64
601754.26,15.15,2.46,343029.23,8.63
601585.27,15.15,2.45,342884.79,8.63
601391.76,15.15,2.45,343122.69,8.64
601284.55,15.15,2.45,343033.85,8.64
601103.3,15.15,2.45,343175.03,8.65
600934.31,15.15,2.45,342937.46,8.64
600740.8,15.14,2.45,342870.87,8.64
599725.41,15.15,2.46,342387.4,8.65
598710.03,15.15,2.46,341903.93,8.65
598833.83,15.16,2.47,341976.94,8.66
598859.85,15.17,2.47,341807.38,8.66
598697.11,15.17,2.47,341606.35,8.65
598551.2,15.17,2.47,341898.62,8.66
598427.16,15.17,2.47,341742.33,8.66
598245.91,15.17,2.47,341550.72,8.66
598245.91,15.17,2.47,341550.72,8.66
598525.54,15.17,2.48,342200.92,8.68
598346.65,15.17,2.48,342033.76,8.67
597331.27,15.18,2.49,341550.29,8.68
597455.06,15.19,2.49,341535.69,8.68
597455.06,15.19,2.49,341535.69,8.68
596439.68,15.19,2.5,341052.21,8.69
596465.71,15.19,2.5,340862.21,8.68
596302.97,15.19,2.5,341124.88,8.69
596157.05,15.19,2.5,340933.59,8.69
595141.67,15.2,2.51,340450.11,8.69
594126.28,15.2,2.51,339966.64,8.7
594126.28,15.2,2.51,339966.64,8.7
594002.25,15.21,2.51,339809.69,8.7
593821.0,15.2,2.51,340226.84,8.71
593662.23,15.2,2.51,340068.07,8.71
593533.98,15.2,2.51,339782.85,8.7
593495.04,15.21,2.52,339878.41,8.71
593307.65,15.2,2.51,339931.58,8.71
593073.4,15.2,2.51,339795.13,8.71
593238.66,15.21,2.52,339584.63,8.71
593075.92,15.21,2.52,339376.89,8.7
592968.71,15.21,2.52,339400.33,8.71
593225.98,15.22,2.53,340201.06,8.73
592857.46,15.21,2.52,340030.97,8.72
592688.47,15.21,2.52,339648.51,8.72
592390.47,15.2,2.51,339350.72,8.71
592385.72,15.21,2.51,339535.02,8.72
591370.34,15.21,2.52,339051.55,8.72
591494.14,15.22,2.53,339124.56,8.73
591494.14,15.22,2.53,339124.56,8.73
591331.4,15.22,2.53,338827.65,8.72
591168.66,15.22,2.53,339079.12,8.73
590790.13,15.21,2.52,338873.67,8.72
589774.75,15.22,2.52,338390.2,8.73
589800.77,15.22,2.53,338265.24,8.73
589693.56,15.22,2.53,338138.05,8.73
589512.31,15.22,2.53,338269.59,8.73
589343.32,15.22,2.53,338005.14,8.73
589338.58,15.22,2.53,338208.46,8.74
589010.58,15.22,2.52,337875.48,8.73
589134.38,15.22,2.53,337948.49,8.73
589134.38,15.22,2.53,337948.49,8.73
588971.64,15.22,2.53,337755.22,8.73
589247.42,15.23,2.54,337590.08,8.73
589290.28,15.24,2.54,337968.78,8.74
589290.28,15.24,2.54,337968.78,8.74
589166.24,15.24,2.54,337796.56,8.74
589173.75,15.24,2.55,337615.87,8.73
589004.76,15.24,2.55,338178.18,8.75
588004.76,15.22,2.53,337178.18,8.73
588000.02,15.22,2.53,337362.09,8.73
588123.82,15.23,2.54,337365.04,8.74
587952.68,15.22,2.53,337236.2,8.73
587789.94,15.22,2.53,337023.5,8.73
587648.23,15.22,2.53,336949.9,8.73
587481.29,15.22,2.53,337001.58,8.73
587481.29,15.22,2.53,337001.58,8.73
587481.29,15.22,2.53,337001.58,8.73
587357.25,15.22,2.53,337453.8,8.75
587096.38,15.22,2.53,337189.35,8.74
586915.13,15.22,2.53,336663.69,8.73
586915.13,15.22,2.53,336663.69,8.73
586934.91,15.22,2.53,336898.69,8.74
586741.4,15.22,2.53,336661.51,8.73
586865.19,15.23,2.54,336693.7,8.74
586718.77,15.23,2.53,336579.01,8.73
586556.03,15.22,2.53,336333.34,8.73
586393.29,15.22,2.53,336544.97,8.74
586230.55,15.22,2.53,336395.87,8.74
586123.34,15.23,2.53,336252.71,8.73
585942.09,15.22,2.53,336172.0,8.73
585961.87,15.23,2.54,336402.27,8.74
