ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acf4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
879689.9,14.16,1.47,585174.14,9.42
879058.41,14.16,1.46,584434.98,9.41
878956.92,14.15,1.46,584225.82,9.41
878763.41,14.15,1.46,584040.38,9.41
878581.92,14.15,1.46,583751.21,9.4
878839.13,14.16,1.47,583505.79,9.4
879081.92,14.17,1.47,583191.78,9.4
878364.37,14.16,1.46,582420.06,9.39
878364.37,14.16,1.46,582198.71,9.38
878195.38,14.16,1.46,582075.31,9.38
878440.4,14.16,1.47,582305.77,9.39
877737.27,14.15,1.46,581602.65,9.38
877568.28,14.15,1.46,581495.46,9.38
877374.77,14.15,1.46,581338.45,9.38
877012.27,14.15,1.46,581074.26,9.37
877332.47,14.15,1.46,581138.28,9.38
876889.74,14.15,1.46,580587.89,9.37
876730.98,14.15,1.45,580429.12,9.37
876099.49,14.14,1.45,579819.87,9.36
875431.7,14.14,1.44,579214.4,9.35
875185.76,14.13,1.44,578860.79,9.35
875016.77,14.13,1.44,578668.43,9.35
874823.26,14.13,1.44,578596.6,9.35
874380.54,14.13,1.44,578046.2,9.34
874637.75,14.13,1.44,577800.77,9.34
874832.94,14.14,1.44,582892.24,9.42
874663.95,14.14,1.44,582785.06,9.42
874136.41,14.13,1.44,582203.35,9.41
873942.9,14.13,1.44,582046.34,9.41
873311.41,14.12,1.43,581307.18,9.4
873142.42,14.12,1.43,581199.99,9.4
872763.89,14.12,1.42,580888.74,9.4
872759.15,14.12,1.43,580896.38,9.4
872657.66,14.12,1.42,580687.22,9.39
872411.73,14.11,1.42,580333.61,9.39
872242.74,14.11,1.42,580141.25,9.39
872580.48,14.12,1.43,580614.92,9.4
872257.86,14.12,1.42,580251.4,9.39
871626.37,14.11,1.42,579512.24,9.38
871457.38,14.11,1.42,579405.05,9.38
871263.87,14.11,1.41,579248.04,9.38
875325.41,14.17,1.48,580938.99,9.41
875029.85,14.17,1.48,580643.43,9.4
874014.47,14.17,1.48,580159.96,9.41
873382.98,14.16,1.47,579550.7,9.4
873213.99,14.16,1.47,579347.37,9.4
872198.6,14.16,1.47,578863.89,9.4
872005.09,14.16,1.47,578797.31,9.4
872291.63,14.17,1.48,578928.7,9.4
872190.14,14.17,1.47,578719.53,9.4
871558.65,14.16,1.47,577980.37,9.39
871558.65,14.16,1.47,577980.37,9.39
870543.27,14.16,1.47,577496.9,9.39
869911.78,14.15,1.46,576887.64,9.39
869742.79,14.15,1.46,576690.04,9.38
869742.79,14.15,1.46,576690.04,9.38
869738.04,14.15,1.46,576809.0,9.39
869106.55,14.15,1.45,576069.84,9.38
869376.09,14.15,1.46,576095.61,9.38
869182.58,14.15,1.46,576176.9,9.38
869457.58,14.16,1.47,575895.1,9.38
869095.08,14.16,1.46,575630.9,9.38
868799.52,14.15,1.46,575335.35,9.37
868833.17,14.15,1.46,575106.32,9.37
869075.96,14.16,1.47,574792.31,9.36
868846.07,14.16,1.46,574626.14,9.36
868110.74,14.15,1.45,573890.8,9.35
867941.75,14.15,1.45,573783.62,9.35
868186.76,14.15,1.46,573997.86,9.36
868017.77,14.15,1.46,573890.68,9.36
868017.77,14.15,1.46,576680.79,9.4
867639.25,14.15,1.45,576369.53,9.4
867276.75,14.14,1.45,576105.34,9.4
866261.36,14.15,1.45,575647.37,9.4
866701.75,14.15,1.46,576719.63,9.42
866508.24,14.15,1.46,576562.62,9.42
866751.03,14.16,1.47,576248.61,9.41
867357.05,14.17,1.48,576292.13,9.42
867188.06,14.17,1.48,576094.52,9.41
867322.55,14.17,1.48,576350.33,9.42
871138.9,14.24,1.54,577718.96,9.44
870969.91,14.24,1.54,577521.35,9.44
870776.4,14.23,1.54,577454.76,9.44
870830.03,14.24,1.54,577514.11,9.44
870316.91,14.23,1.54,577000.98,9.43
870063.78,14.23,1.53,576747.86,9.43
870063.78,14.23,1.53,576747.86,9.43
869894.79,14.23,1.53,576555.5,9.43
869701.28,14.23,1.53,576483.66,9.43
869701.28,14.23,1.53,576483.66,9.43
868685.9,14.23,1.54,576000.19,9.43
868685.9,14.23,1.54,576000.19,9.43
868955.43,14.23,1.54,576025.96,9.44
868761.92,14.23,1.54,576107.25,9.44
868761.92,14.23,1.54,576107.25,9.44
868110.96,14.23,1.54,575693.06,9.44
867831.4,14.23,1.53,575478.05,9.43
867388.68,14.22,1.53,574927.66,9.43
866757.19,14.21,1.52,574188.49,9.42
866588.2,14.21,1.52,574081.31,9.42
866394.69,14.21,1.52,573924.3,9.41
865951.96,14.21,1.51,573373.9,9.41
865951.96,14.21,1.51,573373.9,9.41
865320.47,14.2,1.51,572634.74,9.4
865151.48,14.2,1.51,572511.34,9.4
864957.97,14.2,1.51,572370.55,9.4
864788.98,14.2,1.51,572175.87,9.39
864595.47,14.2,1.5,572106.35,9.39
863963.98,14.19,1.5,571367.19,9.38
863794.99,14.19,1.5,571260.0,9.38
864040.01,14.19,1.5,571474.25,9.39
863871.02,14.19,1.5,571367.06,9.39
863677.51,14.19,1.5,571210.06,9.39
863677.51,14.19,1.5,571210.06,9.39
863508.52,14.19,1.5,571012.45,9.38
863315.01,14.19,1.5,570945.86,9.38
863146.02,14.19,1.5,570838.68,9.38
862130.63,14.19,1.5,570355.2,9.39
861937.12,14.19,1.5,570198.2,9.39
860921.74,14.19,1.5,569714.73,9.39
860290.25,14.19,1.49,568975.56,9.38
859992.25,14.18,1.49,568683.17,9.38
860531.91,14.19,1.5,568666.03,9.38
860744.93,14.2,1.5,568495.72,9.38
860035.8,14.19,1.5,567214.19,9.36
859673.3,14.19,1.5,566950.0,9.36
859294.77,14.19,1.5,566638.74,9.36
859539.79,14.19,1.5,567362.09,9.37
859336.61,14.19,1.5,567042.2,9.36
859167.62,14.19,1.5,566935.01,9.36
858974.11,14.19,1.5,566778.0,9.36
858611.61,14.19,1.5,566513.81,9.36
858442.62,14.19,1.5,566316.2,9.36
858437.87,14.19,1.5,566435.17,9.36
858437.87,14.19,1.5,566435.17,9.36
858268.88,14.19,1.5,566327.98,9.36
857890.36,14.18,1.49,566065.02,9.36
857696.85,14.18,1.49,565908.01,9.36
858059.11,14.19,1.5,565952.3,9.36
857865.6,14.19,1.5,566088.76,9.36
857464.35,14.18,1.49,565773.82,9.36
857295.36,14.18,1.49,565649.44,9.36
857295.36,14.18,1.49,565649.44,9.36
857101.85,14.18,1.49,565509.62,9.36
856932.86,14.18,1.49,565402.43,9.36
857177.87,14.19,1.49,565616.68,9.36
857717.54,14.2,1.51,565599.55,9.36
856702.15,14.2,1.51,565116.07,9.37
856323.63,14.2,1.5,564804.82,9.36
856154.64,14.19,1.5,564610.14,9.36
855961.13,14.19,1.5,564540.63,9.36
855792.14,14.19,1.5,564343.02,9.36
855787.4,14.2,1.5,564461.98,9.36
855618.41,14.19,1.5,564264.37,9.36
855863.42,14.2,1.51,564636.96,9.37
855484.9,14.19,1.5,564257.79,9.36
855727.69,14.2,1.51,563943.78,9.36
855214.56,14.19,1.5,563430.65,9.35
855484.09,14.2,1.51,563456.42,9.35
855290.58,14.2,1.51,563605.63,9.36
855121.59,14.2,1.51,563410.95,9.36
854928.08,14.2,1.51,563341.43,9.36
854565.58,14.2,1.5,563077.24,9.35
854565.58,14.2,1.5,563077.24,9.35
854778.6,14.2,1.51,562906.93,9.35
854436.59,14.2,1.5,563025.92,9.35
854243.08,14.2,1.5,562853.04,9.35
854096.66,14.19,1.5,562667.9,9.35
853927.67,14.19,1.5,562544.5,9.35
854172.69,14.2,1.51,562774.96,9.35
854122.69,14.2,1.51,562724.96,9.35
854122.69,14.2,1.51,562724.96,9.35
854142.46,14.2,1.51,562720.22,9.36
853948.95,14.2,1.51,562647.17,9.36
853948.95,14.2,1.51,562647.17,9.36
853779.96,14.2,1.51,562539.98,9.36
853586.45,14.2,1.51,562382.97,9.35
853207.93,14.19,1.5,562071.72,9.35
853038.94,14.19,1.5,561874.11,9.35
853283.95,14.2,1.51,562246.69,9.36
853125.19,14.2,1.5,562112.04,9.35
852956.2,14.19,1.5,561916.99,9.35
852956.2,14.19,1.5,561916.99,9.35
851940.81,14.2,1.5,561433.52,9.36
851747.3,14.2,1.5,561364.38,9.36
851578.31,14.2,1.5,561166.77,9.35
851804.08,14.2,1.51,561518.45,9.36
851635.09,14.2,1.51,561320.84,9.36
851441.58,14.2,1.51,561254.25,9.36
851698.79,14.21,1.51,560997.54,9.36
851391.25,14.2,1.51,560647.12,9.35
851648.46,14.21,1.52,560401.69,9.35
851479.47,14.21,1.52,560209.33,9.35
851285.96,14.21,1.52,560137.5,9.35
850568.41,14.2,1.51,559365.79,9.34
850279.13,14.19,1.5,559077.52,9.33
850110.14,14.19,1.5,558970.33,9.33
849916.63,14.19,1.5,558813.33,9.33
849747.64,14.19,1.5,558618.65,9.33
849554.13,14.19,1.5,558549.13,9.33
849191.63,14.19,1.5,558284.94,9.33
849350.64,14.19,1.5,558257.99,9.33
849345.9,14.2,1.5,558458.26,9.33
849123.79,14.19,1.5,558274.23,9.33
849282.8,14.2,1.5,558423.53,9.33
849089.29,14.2,1.5,558315.98,9.33
848915.73,14.2,1.5,557579.73,9.32
848547.21,14.19,1.5,557210.56,9.32
848547.21,14.19,1.5,557210.56,9.32
848260.43,14.19,1.5,556929.67,9.32
848091.44,14.19,1.5,556805.3,9.31
848086.7,14.19,1.5,556830.13,9.32
847917.71,14.19,1.5,556637.77,9.31
847724.2,14.19,1.5,556565.93,9.32
847426.2,14.18,1.49,556343.26,9.31
847128.2,14.18,1.49,556067.33,9.31
846765.7,14.18,1.49,555803.13,9.31
846765.7,14.18,1.49,555803.13,9.31
847022.91,14.19,1.49,555557.71,9.3
846853.92,14.18,1.49,555363.03,9.3
846660.41,14.18,1.49,555293.51,9.3
846935.41,14.19,1.5,555011.71,9.3
847094.42,14.2,1.5,554984.77,9.3
846079.03,14.2,1.5,554501.29,9.3
845361.49,14.19,1.5,553729.58,9.29
845167.98,14.19,1.49,553775.91,9.3
845425.19,14.19,1.5,553530.49,9.29
845425.19,14.19,1.5,553530.49,9.29
844879.85,14.19,1.49,552985.15,9.28
844710.86,14.19,1.49,552787.54,9.28
844710.86,14.19,1.49,552787.54,9.28
844183.31,14.18,1.49,552205.83,9.27
843989.8,14.18,1.49,552139.25,9.28
844202.82,14.18,1.49,551968.94,9.27
844009.31,14.18,1.49,552253.29,9.28
844175.54,14.19,1.49,551969.35,9.28
844006.55,14.19,1.49,551862.16,9.28
843909.99,14.19,1.49,551658.97,9.27
844044.48,14.19,1.5,551785.54,9.28
844064.25,14.19,1.5,551600.58,9.27
843870.74,14.19,1.5,551707.0,9.28
844410.41,14.2,1.51,551689.86,9.28
844241.42,14.2,1.51,551566.46,9.28
843226.03,14.2,1.51,551082.99,9.28
843032.52,14.2,1.51,550942.2,9.28
842863.53,14.2,1.51,550747.52,9.28
842670.02,14.2,1.51,550678.0,9.28
842689.8,14.2,1.51,550673.26,9.28
842496.29,14.2,1.51,550599.36,9.28
842765.82,14.21,1.52,550623.66,9.28
842572.31,14.21,1.52,550706.42,9.29
842572.31,14.21,1.52,550706.42,9.29
842398.75,14.21,1.52,550055.1,9.28
842111.98,14.21,1.51,549689.28,9.27
841942.99,14.2,1.51,549491.68,9.27
841942.99,14.2,1.51,549491.68,9.27
841942.99,14.2,1.51,549491.68,9.27
841892.99,14.2,1.51,549441.68,9.27
841699.48,14.2,1.51,549375.09,9.27
841530.49,14.2,1.51,549296.41,9.27
841232.49,14.2,1.51,549042.83,9.27
841038.98,14.2,1.51,548857.32,9.27
841281.77,14.2,1.51,548543.31,9.26
841112.78,14.2,1.51,548436.12,9.26
841112.78,14.2,1.51,548436.12,9.26
840599.65,14.2,1.5,547923.0,9.25
840599.65,14.2,1.5,547923.0,9.25
840440.88,14.19,1.5,547767.45,9.25
840247.37,14.19,1.5,547610.44,9.25
840247.37,14.19,1.5,547610.44,9.25
840267.15,14.2,1.5,547605.7,9.25
840267.15,14.2,1.5,547605.7,9.25
839251.77,14.2,1.51,547122.23,9.26
838600.8,14.2,1.5,546708.03,9.26
838407.29,14.2,1.5,546634.54,9.26
838407.29,14.2,1.5,546634.54,9.26
838566.3,14.2,1.51,546607.59,9.26
838203.8,14.2,1.51,546343.4,9.25
838203.8,14.2,1.51,546343.4,9.25
838199.06,14.2,1.51,546543.67,9.26
838030.07,14.2,1.51,546420.27,9.26
838030.07,14.2,1.51,546420.27,9.26
837836.56,14.2,1.51,546279.48,9.26
837836.56,14.2,1.51,546279.48,9.26
837667.57,14.2,1.51,546081.87,9.26
837802.06,14.2,1.51,546337.68,9.26
837633.07,14.2,1.51,546145.32,9.26
837439.56,14.2,1.51,546073.48,9.26
837270.57,14.2,1.51,545966.3,9.26
836972.57,14.2,1.5,545712.72,9.26
836594.05,14.19,1.5,545401.47,9.25
836728.53,14.2,1.5,545528.04,9.25
836520.54,14.19,1.5,545393.26,9.25
837154.93,14.2,1.51,545526.34,9.26
836985.94,14.2,1.51,545419.15,9.26
836334.98,14.2,1.51,545004.96,9.26
835927.42,14.2,1.51,544531.82,9.25
836172.43,14.2,1.51,544746.06,9.25
835809.93,14.2,1.51,544481.87,9.25
836067.14,14.21,1.52,544225.15,9.25
835704.64,14.21,1.51,543960.96,9.25
835054.64,14.2,1.5,543310.96,9.24
835213.65,14.2,1.51,543284.01,9.24
834686.1,14.19,1.5,542713.59,9.23
834492.59,14.19,1.5,542798.84,9.23
834114.07,14.19,1.5,542487.58,9.23
833945.08,14.19,1.5,542295.22,9.23
834190.09,14.19,1.5,542661.84,9.23
834021.1,14.19,1.5,542554.65,9.23
833370.14,14.19,1.5,542140.46,9.23
833072.14,14.19,1.49,541848.06,9.23
832878.63,14.19,1.49,541691.05,9.23
832680.64,14.18,1.49,541537.48,9.22
832937.85,14.19,1.5,541280.76,9.22
832937.85,14.19,1.5,541280.76,9.22
832220.3,14.18,1.49,540520.34,9.21
832220.3,14.18,1.49,540520.34,9.21
832051.31,14.18,1.49,540322.73,9.21
831672.78,14.17,1.48,539944.28,9.2
831479.28,14.17,1.48,539877.69,9.2
831748.81,14.18,1.49,539898.66,9.2
831555.3,14.18,1.49,539979.02,9.21
831555.3,14.18,1.49,539979.02,9.21
831386.31,14.18,1.49,539871.84,9.21
831192.8,14.18,1.48,539714.83,9.21
830745.63,14.17,1.48,539277.75,9.2
830447.63,14.17,1.47,538985.26,9.19
829432.25,14.17,1.48,538501.79,9.2
828416.86,14.17,1.48,538043.83,9.2
828956.52,14.18,1.49,538026.69,9.2
828787.53,14.18,1.49,537829.08,9.2
828787.53,14.18,1.49,537829.08,9.2
828594.02,14.18,1.49,537762.5,9.2
827578.64,14.18,1.49,537279.03,9.21
826563.25,14.18,1.49,536821.06,9.21
826394.26,14.18,1.49,536623.46,9.21
826015.74,14.18,1.49,536312.2,9.21
825822.23,14.18,1.49,536245.62,9.21
825822.23,14.18,1.49,536245.62,9.21
826091.76,14.18,1.49,536271.39,9.21
826091.76,14.18,1.49,536271.39,9.21
826091.76,14.18,1.49,536294.74,9.21
826091.76,14.18,1.49,536294.74,9.21
825898.25,14.18,1.49,536376.03,9.21
825729.26,14.18,1.49,536181.35,9.21
825535.75,14.18,1.49,536111.84,9.21
825366.76,14.18,1.49,535914.23,9.21
825173.25,14.18,1.49,535847.64,9.21
825332.26,14.18,1.49,535820.69,9.21
824953.74,14.18,1.49,535509.44,9.2
824953.74,14.18,1.49,535493.4,9.2
824760.23,14.18,1.49,535578.56,9.21
825029.76,14.18,1.49,535602.86,9.21
824651.24,14.18,1.49,535384.94,9.21
824896.25,14.18,1.49,535811.49,9.21
824727.26,14.18,1.49,535616.81,9.21
824348.74,14.18,1.49,535239.68,9.21
824155.23,14.18,1.49,535170.17,9.21
823139.84,14.18,1.49,534686.7,9.21
823159.62,14.18,1.49,534681.95,9.21
822966.11,14.18,1.49,534608.05,9.21
822668.11,14.18,1.48,534315.66,9.21
822499.12,14.18,1.48,534123.3,9.21
822305.61,14.18,1.48,534051.46,9.21
822013.6,14.17,1.48,533763.22,9.2
822270.81,14.18,1.49,533506.51,9.2
822101.82,14.18,1.48,533308.9,9.2
821908.31,14.18,1.48,533242.31,9.2
820892.93,14.18,1.49,532784.35,9.2
820892.93,14.18,1.49,532784.35,9.2
821170.74,14.18,1.49,532687.05,9.2
820977.23,14.18,1.49,532968.71,9.21
821136.24,14.19,1.5,532941.76,9.21
820608.69,14.18,1.49,532371.34,9.2
820415.18,14.18,1.49,532456.49,9.2
820246.19,14.18,1.49,532332.12,9.2
820052.68,14.18,1.49,532192.3,9.2
820072.46,14.18,1.49,532187.56,9.2
819878.95,14.18,1.49,532092.76,9.2
819898.72,14.18,1.49,532088.01,9.2
819705.21,14.18,1.49,531993.21,9.2
819536.22,14.18,1.49,531795.61,9.2
819342.71,14.18,1.49,531729.02,9.2
819173.72,14.18,1.49,531536.66,9.2
819168.98,14.18,1.49,531638.76,9.2
818792.18,14.18,1.48,531260.21,9.2
818807.39,14.18,1.49,530787.35,9.19
817792.01,14.18,1.49,530303.88,9.2
818003.63,14.19,1.49,530436.67,9.2
817834.64,14.18,1.49,530312.3,9.2
817641.13,14.18,1.49,530172.48,9.2
817472.14,14.18,1.49,529980.12,9.2
817174.14,14.18,1.49,529687.73,9.19
817174.14,14.18,1.49,529707.03,9.19
817175.5,14.18,1.49,529708.42,9.19
817170.76,14.18,1.49,529810.52,9.19
817190.54,14.18,1.49,529805.78,9.2
817443.83,14.19,1.5,530057.68,9.2
817274.84,14.19,1.5,529933.31,9.2
816898.04,14.18,1.49,529675.87,9.2
816704.53,14.18,1.49,529536.05,9.2
816507.36,14.18,1.49,529348.97,9.19
816507.36,14.18,1.49,529348.97,9.19
816338.37,14.18,1.49,529241.78,9.19
816144.86,14.18,1.49,529084.77,9.19
816160.07,14.18,1.49,528611.92,9.18
816404.52,14.19,1.49,528787.64,9.19
817010.55,14.2,1.51,528831.16,9.19
817550.21,14.21,1.52,528814.02,9.19
817023.85,14.2,1.51,528293.36,9.18
817023.85,14.2,1.51,528293.36,9.18
817281.06,14.21,1.52,528036.65,9.18
817895.83,14.22,1.53,527999.14,9.18
817368.28,14.21,1.52,527428.72,9.17
816981.96,14.21,1.52,527125.04,9.17
816997.17,14.21,1.52,526652.19,9.16
816828.18,14.21,1.52,526459.83,9.16
817251.89,14.22,1.53,526849.0,9.17
816236.51,14.22,1.53,526365.53,9.17
815747.25,14.21,1.52,525842.08,9.16
815747.25,14.21,1.52,525842.08,9.16
815553.74,14.21,1.52,525770.24,9.16
815553.74,14.21,1.52,525770.24,9.16
815384.75,14.21,1.52,525577.88,9.16
815384.75,14.21,1.52,525577.88,9.16
815191.24,14.21,1.52,525506.05,9.16
815191.24,14.21,1.52,525506.05,9.16
815206.45,14.21,1.52,525033.2,9.15
815108.44,14.21,1.52,524857.99,9.15
814934.88,14.21,1.52,524206.68,9.14
814648.1,14.21,1.52,523840.86,9.14
814479.11,14.21,1.52,523644.01,9.14
814479.11,14.21,1.52,523644.01,9.14
814613.6,14.21,1.52,523867.41,9.14
814613.6,14.21,1.52,523867.41,9.14
814444.61,14.21,1.52,523672.36,9.14
814689.62,14.22,1.53,524042.47,9.15
814520.63,14.22,1.53,523919.07,9.15
814327.12,14.22,1.53,523778.27,9.15
814342.33,14.22,1.53,523305.42,9.14
814056.79,14.22,1.53,522951.14,9.13
813405.83,14.22,1.52,522536.94,9.13
813663.04,14.22,1.53,522280.23,9.13
813663.04,14.22,1.53,522257.13,9.13
812647.65,14.23,1.53,521773.66,9.13
812478.66,14.23,1.53,521576.05,9.13
811810.87,14.22,1.53,520970.58,9.13
811432.35,14.22,1.53,520591.33,9.12
811238.84,14.22,1.52,520524.74,9.12
811069.85,14.22,1.52,520401.34,9.12
810876.34,14.22,1.52,520260.55,9.12
810678.34,14.21,1.52,520099.8,9.12
810509.35,14.21,1.52,519907.44,9.12
810315.84,14.21,1.52,519835.61,9.12
809788.29,14.2,1.51,519265.19,9.11
809619.3,14.2,1.51,519070.14,9.11
809425.79,14.2,1.51,519000.99,9.11
809256.8,14.2,1.51,518876.62,9.11
809063.29,14.2,1.51,518736.8,9.11
808894.3,14.2,1.51,518613.4,9.1
808705.52,14.2,1.51,518437.45,9.1
808700.77,14.2,1.51,518461.31,9.1
808720.55,14.2,1.51,518456.56,9.1
808715.81,14.2,1.51,518526.41,9.11
808064.85,14.2,1.51,518112.22,9.11
807895.86,14.2,1.51,517915.37,9.1
808233.6,14.21,1.52,518393.55,9.11
807910.98,14.2,1.51,518030.01,9.11
808188.79,14.21,1.52,517932.71,9.11
807995.28,14.21,1.52,518214.37,9.11
806979.9,14.21,1.52,517730.9,9.12
806806.34,14.21,1.52,516994.66,9.11
806519.56,14.21,1.52,516713.76,9.1
806350.57,14.21,1.52,516521.4,9.1
806345.83,14.21,1.52,516635.12,9.1
806345.83,14.21,1.52,516635.12,9.1
806172.27,14.21,1.52,515983.8,9.09
806027.31,14.21,1.52,515797.74,9.09
805858.32,14.21,1.52,515600.13,9.09
805495.82,14.21,1.51,515335.94,9.09
805749.04,14.21,1.52,515510.12,9.09
805555.53,14.21,1.52,515443.53,9.09
805812.74,14.22,1.53,515198.11,9.09
805643.75,14.22,1.52,515000.5,9.09
805897.04,14.22,1.53,515382.47,9.1
805728.05,14.22,1.53,515275.28,9.1
805010.5,14.21,1.52,514503.57,9.08
804633.71,14.21,1.51,514125.01,9.08
804628.96,14.21,1.52,514132.66,9.08
804886.17,14.22,1.52,513887.23,9.08
804168.63,14.21,1.51,513115.52,9.06
804774.65,14.22,1.53,513159.04,9.07
805031.87,14.23,1.53,512913.62,9.06
804862.87,14.22,1.53,512721.26,9.06
804669.37,14.22,1.53,512649.42,9.06
804143.0,14.22,1.52,512128.76,9.05
803974.01,14.22,1.52,511936.41,9.05
804219.03,14.22,1.53,512303.02,9.06
803840.5,14.22,1.52,511924.57,9.05
803572.95,14.21,1.52,511602.86,9.05
803403.96,14.21,1.52,511408.18,9.05
803210.45,14.21,1.52,511338.67,9.05
803210.45,14.21,1.52,511338.67,9.05
803423.47,14.22,1.52,511162.63,9.04
803229.96,14.22,1.52,511447.26,9.05
803229.96,14.22,1.52,511447.26,9.05
802909.96,14.21,1.52,511127.26,9.05
802909.96,14.21,1.52,511127.26,9.05
803179.5,14.22,1.52,511151.56,9.05
802985.99,14.22,1.52,511234.32,9.05
802607.46,14.21,1.52,510923.07,9.05
802627.24,14.21,1.52,510918.33,9.05
802627.24,14.21,1.52,510944.79,9.05
802433.73,14.21,1.52,510871.73,9.05
802703.26,14.22,1.53,510897.5,9.05
802698.52,14.22,1.53,511111.88,9.05
802529.53,14.22,1.53,510916.83,9.05
802336.02,14.22,1.53,510847.69,9.05
802044.01,14.21,1.52,510559.17,9.05
801665.49,14.21,1.52,510298.97,9.04
800650.1,14.21,1.52,509815.5,9.05
800481.11,14.21,1.52,509708.31,9.05
800287.6,14.21,1.52,509551.3,9.05
800128.64,14.21,1.51,509395.05,9.04
799959.65,14.21,1.51,509194.64,9.04
800204.66,14.21,1.52,509565.93,9.05
800204.66,14.21,1.52,509565.93,9.05
800035.67,14.21,1.52,509442.53,9.05
800030.93,14.21,1.52,509466.39,9.05
799861.94,14.21,1.52,509359.2,9.05
799668.43,14.21,1.52,509202.19,9.05
799438.54,14.21,1.52,508943.37,9.05
799269.55,14.21,1.52,508745.76,9.04
799076.04,14.21,1.51,508679.18,9.04
798907.05,14.21,1.51,508481.57,9.04
798256.09,14.21,1.51,508067.37,9.04
798256.09,14.21,1.51,508067.37,9.04
798062.58,14.2,1.51,508000.79,9.04
797047.2,14.21,1.51,507517.32,9.05
797047.2,14.21,1.51,507517.51,9.05
796338.06,14.2,1.51,506235.98,9.03
796595.28,14.21,1.52,505979.26,9.03
796426.28,14.21,1.52,505872.08,9.03
795708.74,14.2,1.51,505111.66,9.01
795515.23,14.2,1.51,504954.65,9.01
795535.0,14.2,1.51,504949.91,9.01
794884.04,14.2,1.51,504535.71,9.01
794879.3,14.2,1.51,504605.56,9.02
794710.31,14.2,1.51,504413.21,9.01
795048.05,14.21,1.52,504886.19,9.02
794879.06,14.21,1.52,504688.58,9.02
794685.55,14.21,1.51,504621.99,9.02
794516.56,14.21,1.51,504429.63,9.02
794323.05,14.21,1.51,504357.8,9.02
794154.06,14.21,1.51,504163.12,9.02
793960.55,14.2,1.51,504093.6,9.02
793791.56,14.2,1.51,503901.25,9.02
793598.05,14.2,1.51,503829.41,9.02
793598.05,14.2,1.51,503829.41,9.02
793873.05,14.21,1.52,503547.61,9.01
793704.06,14.21,1.52,503352.93,9.01
793158.72,14.2,1.51,502807.6,9.0
792965.21,14.2,1.51,502738.08,9.0
792796.22,14.2,1.51,502659.37,9.0
792796.22,14.2,1.51,502659.37,9.0
792796.22,14.2,1.51,502659.37,9.0
792602.71,14.2,1.51,502473.89,9.0
792282.71,14.2,1.5,502153.89,9.0
792282.71,14.2,1.5,502153.89,9.0
792302.49,14.2,1.51,502149.14,9.0
792073.08,14.19,1.5,501866.82,8.99
791879.57,14.19,1.5,501772.02,8.99
791710.58,14.19,1.5,501579.66,8.99
791710.58,14.19,1.5,501579.66,8.99
791845.07,14.2,1.5,501831.04,9.0
792102.28,14.2,1.51,501585.61,8.99
791933.29,14.2,1.51,501478.43,8.99
791215.74,14.19,1.5,500706.72,8.98
791022.23,14.19,1.5,500549.71,8.98
790853.24,14.19,1.5,500426.31,8.98
790659.73,14.19,1.5,500285.52,8.98
790659.73,14.19,1.5,500285.52,8.98
790934.73,14.2,1.51,500003.72,8.98
790199.4,14.19,1.5,499268.38,8.96
790474.4,14.2,1.5,498986.58,8.96
790305.41,14.19,1.5,498875.23,8.96
790305.41,14.19,1.5,498875.23,8.96
789290.02,14.2,1.5,498417.26,8.97
789096.51,14.2,1.5,498258.69,8.96
788927.52,14.2,1.5,498151.5,8.96
789062.01,14.2,1.51,498278.07,8.97
788764.01,14.2,1.5,497984.86,8.96
788218.67,14.19,1.5,497439.52,8.95
788049.68,14.19,1.49,497316.12,8.95
788294.7,14.19,1.5,497546.58,8.96
787775.23,14.19,1.49,496808.89,8.95
787606.24,14.19,1.49,496611.29,8.94
786870.9,14.17,1.48,495875.95,8.93
786677.39,14.17,1.48,495809.36,8.93
786677.39,14.17,1.48,495809.36,8.93
786890.41,14.18,1.49,495639.06,8.93
786696.9,14.18,1.49,495923.41,8.94
786954.11,14.19,1.49,495666.69,8.93
786785.12,14.18,1.49,495474.33,8.93
786591.61,14.18,1.49,495402.5,8.93
786750.62,14.19,1.5,495375.55,8.93
786557.11,14.19,1.5,495460.7,8.94
786388.12,14.19,1.49,495263.85,8.93
785670.57,14.18,1.48,494503.43,8.92
785670.57,14.18,1.48,494503.43,8.92
785477.06,14.18,1.48,494436.09,8.92
785108.54,14.17,1.48,494134.83,8.92
785648.2,14.18,1.49,494117.69,8.92
785479.21,14.18,1.49,493994.29,8.92
785724.23,14.19,1.5,494224.76,8.92
785739.44,14.19,1.5,493751.9,8.92
785452.66,14.19,1.49,493396.39,8.91
