ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
856568.66,16.53,2.94,177472.15,3.43
856432.71,16.53,2.94,177809.04,3.43
856296.75,16.54,2.94,177706.14,3.43
856160.79,16.54,2.94,177706.14,3.43
856024.83,16.54,2.94,177750.18,3.43
855752.91,16.54,2.94,177647.27,3.43
855804.6,16.54,2.95,177682.16,3.43
855668.64,16.54,2.95,177682.43,3.43
855532.68,16.54,2.95,177579.26,3.43
855396.72,16.54,2.95,177476.35,3.43
855580.43,16.55,2.95,177790.13,3.44
855580.43,16.55,2.95,177790.13,3.44
855444.47,16.55,2.95,177687.22,3.44
855496.16,16.55,2.96,177871.04,3.44
855360.2,16.55,2.96,177768.14,3.44
855224.24,16.55,2.96,177768.14,3.44
855496.28,16.56,2.97,177750.58,3.44
855360.32,16.56,2.97,178073.25,3.45
855017.9,16.56,2.96,177727.05,3.44
855017.9,16.56,2.96,177727.05,3.44
854881.94,16.56,2.96,177707.44,3.44
854749.92,16.56,2.96,177555.48,3.44
854749.92,16.56,2.96,177555.48,3.44
854801.61,16.56,2.96,177634.0,3.44
854511.94,16.55,2.96,177350.22,3.44
854233.94,16.55,2.95,177072.2,3.43
854097.98,16.55,2.95,177072.46,3.43
853962.02,16.55,2.95,176969.29,3.43
854230.84,16.56,2.96,177043.77,3.43
854230.84,16.56,2.96,177043.77,3.43
854230.84,16.56,2.96,177043.77,3.43
854282.54,16.56,2.97,177318.39,3.44
853937.75,16.56,2.96,177108.25,3.43
853801.79,16.56,2.96,177005.35,3.43
853801.79,16.56,2.96,177005.35,3.43
853665.83,16.56,2.96,177005.35,3.43
853529.87,16.56,2.96,176985.73,3.43
853798.7,16.56,2.97,177235.16,3.44
853641.05,16.56,2.97,177103.34,3.44
853692.74,16.57,2.97,177226.45,3.44
853556.78,16.57,2.97,177162.26,3.44
853211.99,16.56,2.96,176889.53,3.43
853076.03,16.56,2.97,176869.92,3.43
852940.07,16.56,2.97,176786.62,3.43
852804.11,16.56,2.97,176767.01,3.43
852855.81,16.57,2.97,176845.53,3.44
853039.52,16.57,2.98,176930.17,3.44
853091.21,16.58,2.98,177162.42,3.44
853360.03,16.58,2.99,177236.9,3.44
853411.73,16.59,2.99,177511.52,3.45
853275.77,16.59,2.99,177511.78,3.45
853327.46,16.59,2.99,177570.43,3.45
853327.46,16.59,2.99,177570.43,3.45
853327.46,16.59,2.99,177570.43,3.45
853109.03,16.59,2.99,177394.15,3.45
853160.72,16.59,2.99,177517.25,3.45
853344.44,16.6,3.0,177711.03,3.46
852999.65,16.59,2.99,177500.9,3.45
852863.69,16.59,3.0,177481.28,3.45
852863.69,16.59,3.0,177481.28,3.45
852915.39,16.59,3.0,177559.81,3.45
852779.43,16.6,3.0,177560.07,3.46
852643.47,16.6,3.0,177456.9,3.45
852912.29,16.6,3.01,177531.38,3.46
852912.29,16.6,3.01,177531.38,3.46
852622.62,16.6,3.0,177324.43,3.45
852332.94,16.59,3.0,177117.49,3.45
852332.94,16.59,3.0,177117.49,3.45
852196.98,16.59,3.0,177272.83,3.45
852061.02,16.59,3.0,177238.66,3.45
851945.04,16.59,3.0,177190.11,3.45
851736.24,16.59,2.99,176985.93,3.45
851787.93,16.59,3.0,177079.01,3.45
851651.97,16.59,3.0,176976.1,3.45
851516.01,16.59,3.0,176976.1,3.45
851516.01,16.59,3.0,176976.1,3.45
851406.01,16.59,3.0,176866.1,3.45
851270.05,16.59,3.0,176866.37,3.45
851134.09,16.59,3.0,176763.2,3.45
851402.92,16.6,3.0,176837.68,3.45
851266.96,16.6,3.01,176993.01,3.45
851538.99,16.61,3.01,176975.46,3.45
851341.61,16.61,3.01,176845.9,3.45
851393.31,16.61,3.01,177253.8,3.46
851393.31,16.61,3.01,177253.8,3.46
851257.35,16.61,3.01,177150.89,3.46
851065.16,16.61,3.01,176927.87,3.45
850929.2,16.61,3.01,176927.87,3.45
851112.91,16.61,3.02,177179.96,3.46
851112.91,16.61,3.02,177179.96,3.46
851381.74,16.62,3.02,177377.41,3.46
851245.78,16.62,3.02,177274.5,3.46
850900.99,16.62,3.02,177093.93,3.46
850952.68,16.62,3.02,177277.75,3.46
850816.72,16.62,3.02,177174.84,3.46
850680.76,16.62,3.02,177174.84,3.46
850544.8,16.62,3.02,177071.93,3.46
850255.13,16.62,3.02,176790.06,3.45
849167.45,16.62,3.02,176789.86,3.46
849436.28,16.63,3.03,177196.99,3.47
849300.32,16.63,3.03,177094.08,3.47
849300.32,16.63,3.03,177094.08,3.47
849102.94,16.63,3.03,176865.81,3.46
848966.98,16.63,3.03,176865.81,3.46
848966.98,16.63,3.03,176865.81,3.46
848831.02,16.63,3.03,176762.9,3.46
848695.06,16.63,3.03,176762.9,3.46
848559.1,16.63,3.03,176659.99,3.46
848401.69,16.63,3.03,176506.82,3.46
848670.52,16.63,3.04,176914.45,3.47
848534.56,16.63,3.04,176767.77,3.46
848398.6,16.63,3.04,176621.08,3.46
848201.22,16.63,3.03,176392.31,3.46
848252.91,16.63,3.04,176392.31,3.46
848304.6,16.64,3.04,176392.31,3.46
848356.29,16.64,3.05,176392.31,3.46
848625.12,16.65,3.05,177338.27,3.48
848489.16,16.65,3.05,177338.27,3.48
848353.2,16.65,3.05,177338.27,3.48
848217.24,16.65,3.05,177486.78,3.48
848489.27,16.66,3.06,177685.09,3.49
848672.99,16.66,3.07,177685.09,3.49
848328.2,16.66,3.06,177321.0,3.48
848192.24,16.66,3.06,177321.0,3.48
848461.07,16.66,3.07,177854.42,3.49
848512.76,16.67,3.07,178188.55,3.5
848564.45,16.67,3.08,178188.55,3.5
848616.14,16.68,3.08,178188.55,3.5
848667.83,16.68,3.08,178188.55,3.5
848531.87,16.68,3.08,178747.11,3.51
848395.91,16.68,3.08,178747.11,3.51
848631.68,16.69,3.09,178964.45,3.52
848683.38,16.69,3.1,179179.21,3.52
848547.42,16.69,3.1,179209.53,3.53
848411.46,16.69,3.1,179209.53,3.53
848463.15,16.7,3.1,179209.53,3.53
848118.36,16.69,3.09,178808.42,3.52
847982.4,16.69,3.1,179096.96,3.53
847846.44,16.69,3.1,178970.24,3.52
847710.48,16.69,3.1,178970.24,3.52
847979.31,16.7,3.1,179098.58,3.53
847634.52,16.69,3.1,178970.27,3.52
847634.52,16.69,3.1,178970.27,3.52
847498.56,16.69,3.1,178970.24,3.53
847498.56,16.69,3.1,178994.63,3.53
847498.56,16.69,3.1,178994.63,3.53
847775.03,16.7,3.11,179469.47,3.54
847775.03,16.7,3.11,179416.42,3.53
847639.07,16.7,3.11,179416.42,3.54
847690.76,16.71,3.11,179416.42,3.54
847494.14,16.7,3.11,179269.82,3.53
847545.84,16.71,3.11,179715.34,3.54
847256.16,16.7,3.11,179521.19,3.54
847307.86,16.71,3.11,179634.23,3.54
847171.9,16.71,3.11,179634.23,3.54
847035.94,16.71,3.11,179634.23,3.54
847035.94,16.71,3.11,179610.87,3.54
846899.98,16.71,3.11,179759.82,3.55
846764.02,16.71,3.11,179610.87,3.54
847032.84,16.72,3.12,179610.87,3.54
846896.88,16.72,3.12,179610.87,3.55
846552.1,16.71,3.11,179745.59,3.55
846552.1,16.71,3.11,179745.59,3.55
846828.56,16.72,3.12,179731.42,3.55
846692.6,16.72,3.12,180088.8,3.56
846556.64,16.72,3.12,180088.8,3.56
846420.68,16.72,3.12,180088.8,3.56
846472.37,16.72,3.13,180088.8,3.56
846336.41,16.72,3.13,180272.88,3.56
846336.41,16.72,3.13,180272.88,3.56
846200.45,16.72,3.13,180272.88,3.56
845858.03,16.72,3.12,179924.95,3.56
846134.49,16.73,3.13,179924.95,3.56
845046.81,16.73,3.14,179924.95,3.56
844910.85,16.73,3.14,180248.27,3.57
844910.85,16.73,3.14,180233.1,3.57
844774.89,16.73,3.14,180248.78,3.57
844826.58,16.74,3.14,180248.78,3.57
844690.62,16.74,3.14,180248.78,3.57
844690.62,16.74,3.14,180349.09,3.57
844534.82,16.73,3.14,180193.9,3.57
844192.39,16.73,3.13,179824.6,3.56
844244.09,16.73,3.14,179824.6,3.56
844108.13,16.73,3.14,180193.81,3.57
844376.95,16.74,3.14,180193.81,3.57
843376.95,16.72,3.13,179193.81,3.55
843032.17,16.72,3.12,179193.81,3.55
843083.86,16.72,3.13,179193.81,3.55
842947.9,16.72,3.13,179534.93,3.56
842947.9,16.72,3.13,179534.93,3.56
842999.59,16.73,3.13,179615.52,3.56
843051.28,16.73,3.13,179615.52,3.56
842915.32,16.73,3.13,179615.52,3.57
842779.36,16.73,3.14,179902.04,3.57
842643.4,16.73,3.14,179777.34,3.57
842507.44,16.73,3.14,179777.34,3.57
842371.48,16.73,3.14,179884.88,3.57
842093.49,16.73,3.13,179668.06,3.57
841957.53,16.73,3.13,179643.82,3.57
841821.57,16.73,3.13,179560.53,3.57
841821.57,16.73,3.13,179560.53,3.57
841685.61,16.73,3.13,179496.15,3.57
841549.65,16.73,3.14,179484.44,3.57
841413.69,16.73,3.14,180285.96,3.59
841413.69,16.73,3.14,180285.96,3.59
841465.38,16.74,3.14,180003.05,3.58
841671.5,16.74,3.15,180055.89,3.58
841528.07,16.74,3.15,180791.47,3.6
841628.69,16.75,3.15,180452.15,3.59
841578.69,16.75,3.15,180402.15,3.59
841413.89,16.75,3.15,180164.44,3.59
841277.93,16.75,3.15,180102.33,3.59
841549.97,16.75,3.16,180088.36,3.59
841414.01,16.75,3.16,180728.54,3.6
841465.7,16.76,3.16,180483.66,3.59
841734.52,16.77,3.17,180469.22,3.59
842021.49,16.77,3.18,182102.06,3.63
842091.21,16.78,3.18,181747.62,3.62
842215.54,16.78,3.19,181823.33,3.62
842346.21,16.78,3.19,182108.36,3.63
842210.25,16.79,3.19,182139.01,3.63
842074.29,16.79,3.19,182048.16,3.63
841938.33,16.79,3.19,182218.96,3.63
842339.0,16.8,3.2,185237.37,3.69
842462.01,16.8,3.21,184636.89,3.68
843978.53,16.83,3.24,184752.27,3.69
843842.57,16.84,3.24,184688.93,3.68
843706.61,16.84,3.24,184676.19,3.69
843424.88,16.83,3.24,184486.05,3.68
843476.58,16.84,3.24,184486.05,3.68
843528.27,16.84,3.24,184880.01,3.69
843392.31,16.84,3.24,184628.18,3.69
843392.31,16.84,3.24,184646.92,3.69
843668.77,16.85,3.25,184504.79,3.68
843540.28,16.85,3.25,185421.75,3.7
843413.19,16.85,3.25,184862.85,3.69
843413.19,16.85,3.25,184862.85,3.69
843277.23,16.85,3.25,185056.82,3.7
843277.23,16.85,3.25,185056.82,3.7
843251.93,16.85,3.25,185454.89,3.71
843487.7,16.86,3.26,186464.49,3.73
843351.74,16.86,3.26,185652.57,3.71
843351.74,16.86,3.26,185681.19,3.71
843403.43,16.86,3.26,185385.21,3.71
843455.12,16.86,3.27,186722.94,3.73
843385.08,16.87,3.27,186093.64,3.72
844024.29,16.88,3.28,186407.95,3.73
843888.33,16.88,3.29,186343.58,3.73
843730.68,16.88,3.28,186185.93,3.72
843438.0,16.88,3.28,186479.61,3.73
843706.83,16.88,3.29,186467.9,3.73
843890.54,16.89,3.29,188538.22,3.77
843754.58,16.89,3.29,187194.18,3.75
843675.23,16.89,3.29,189751.44,3.8
843675.23,16.89,3.29,189751.44,3.8
843625.23,16.89,3.29,189701.44,3.8
843233.83,16.88,3.29,189253.25,3.79
843261.06,16.88,3.29,188584.91,3.78
844366.97,16.91,3.31,188353.77,3.77
844384.88,16.91,3.32,188309.72,3.77
844248.92,16.91,3.32,188257.81,3.77
844112.96,16.91,3.32,188233.63,3.77
844112.96,16.91,3.32,188233.63,3.77
844112.96,16.91,3.32,188221.59,3.77
844374.15,16.92,3.32,189248.94,3.79
844425.84,16.92,3.33,188878.6,3.79
844697.87,16.93,3.34,188398.56,3.78
844749.56,16.93,3.34,188346.67,3.78
844646.56,16.94,3.34,189676.03,3.8
844551.81,16.94,3.34,189510.89,3.8
844327.2,16.93,3.34,189251.59,3.8
844169.55,16.93,3.34,189094.05,3.79
844171.9,16.93,3.34,189109.87,3.79
843963.13,16.93,3.33,188923.74,3.79
843827.17,16.93,3.33,188923.55,3.79
843827.17,16.93,3.33,188948.48,3.79
844096.0,16.94,3.34,188948.48,3.79
843960.04,16.94,3.34,189052.36,3.79
844011.73,16.94,3.34,189021.81,3.79
843812.06,16.94,3.34,188903.19,3.79
843676.1,16.94,3.34,188829.86,3.79
843331.31,16.93,3.34,189205.53,3.8
843600.14,16.94,3.34,189239.34,3.8
843659.3,16.94,3.35,189144.84,3.8
843552.94,16.94,3.35,189795.11,3.81
843409.51,16.94,3.35,189533.99,3.81
843273.55,16.94,3.35,189533.8,3.81
843325.24,16.95,3.35,189533.8,3.81
843189.28,16.95,3.35,189533.8,3.81
843053.32,16.95,3.35,189693.86,3.81
842846.41,16.94,3.35,189518.38,3.81
843030.13,16.95,3.35,189509.76,3.81
843081.82,16.95,3.36,189374.15,3.81
842945.86,16.96,3.36,189422.92,3.81
842663.65,16.95,3.35,189981.57,3.82
842925.01,16.96,3.36,190154.8,3.83
842789.05,16.96,3.36,190154.61,3.83
842454.27,16.95,3.36,189836.15,3.82
842730.73,16.96,3.36,189843.89,3.82
842966.5,16.97,3.37,189836.15,3.82
842830.54,16.97,3.37,189836.15,3.82
842498.12,16.96,3.37,189882.55,3.82
842549.81,16.97,3.37,189862.15,3.82
842549.81,16.97,3.37,189831.6,3.82
842785.58,16.97,3.38,189805.6,3.82
842649.62,16.97,3.38,190807.32,3.84
842918.44,16.98,3.38,191172.52,3.85
842573.66,16.98,3.38,190734.84,3.84
842625.35,16.98,3.38,190735.02,3.84
842489.39,16.98,3.38,190734.65,3.84
842353.43,16.98,3.38,190734.65,3.84
842217.47,16.98,3.39,190793.11,3.85
841925.74,16.98,3.38,190648.14,3.84
841977.43,16.98,3.38,190622.23,3.84
841793.36,16.98,3.38,190387.98,3.84
841593.68,16.97,3.38,190092.06,3.83
841311.95,16.97,3.37,189893.59,3.83
841175.99,16.97,3.37,189903.75,3.83
841444.82,16.98,3.38,189861.03,3.83
841107.5,16.97,3.38,190492.35,3.84
841283.75,16.98,3.38,190563.76,3.85
841147.79,16.98,3.38,190563.57,3.85
841199.48,16.98,3.39,190563.57,3.85
841063.52,16.98,3.39,190563.57,3.85
840927.56,16.98,3.39,190723.71,3.85
840791.6,16.98,3.39,190576.94,3.85
840791.6,16.98,3.39,190577.84,3.85
841068.06,16.99,3.4,190564.47,3.85
840932.1,16.99,3.4,191123.31,3.86
840687.58,16.99,3.39,190615.25,3.85
840551.62,16.99,3.39,190921.11,3.86
840361.95,16.99,3.39,190786.37,3.86
840146.14,16.98,3.39,190600.47,3.85
840010.18,16.98,3.39,190600.28,3.85
840282.21,16.99,3.39,190600.28,3.85
840146.25,16.99,3.4,190606.16,3.85
840197.95,17.0,3.4,190606.92,3.86
840249.64,17.0,3.4,190600.28,3.86
840113.68,17.0,3.4,190600.28,3.86
840297.39,17.01,3.41,191661.78,3.88
840007.72,17.0,3.41,191105.07,3.87
839871.76,17.0,3.41,191295.19,3.87
839735.8,17.0,3.41,191295.65,3.87
839787.49,17.01,3.41,191295.56,3.87
839971.2,17.01,3.42,191294.99,3.87
839835.24,17.01,3.42,191354.13,3.88
839699.28,17.01,3.42,191316.05,3.88
839700.72,17.01,3.42,191316.4,3.88
839700.72,17.01,3.42,191316.4,3.88
839564.76,17.01,3.42,191853.4,3.89
839436.27,17.02,3.42,191823.56,3.89
839436.27,17.02,3.42,191870.41,3.89
839436.27,17.02,3.42,191870.41,3.89
839292.84,17.02,3.42,191852.35,3.89
839156.88,17.02,3.42,191852.15,3.89
839020.92,17.02,3.42,191852.15,3.89
838884.96,17.02,3.42,192023.5,3.9
839153.79,17.02,3.43,191927.41,3.89
839205.48,17.03,3.43,191853.1,3.89
839441.25,17.04,3.44,192436.82,3.91
839096.46,17.03,3.43,192088.15,3.9
838967.97,17.03,3.43,191926.53,3.9
838967.97,17.03,3.43,191903.17,3.9
839152.43,17.04,3.44,192816.34,3.91
839204.13,17.04,3.44,192816.52,3.92
839255.82,17.04,3.45,192816.15,3.92
839119.86,17.05,3.45,192816.15,3.92
839171.55,17.05,3.45,192816.15,3.92
839035.59,17.05,3.45,192869.93,3.92
839307.63,17.06,3.46,192816.15,3.92
839171.67,17.06,3.46,193725.81,3.94
839035.71,17.06,3.46,193602.26,3.94
839304.53,17.07,3.47,193602.06,3.94
838969.75,17.06,3.46,193602.06,3.94
838802.47,17.06,3.46,193394.51,3.93
838666.51,17.06,3.46,193427.14,3.93
838699.19,17.06,3.46,193456.99,3.93
838563.23,17.06,3.46,193444.2,3.94
838427.27,17.06,3.46,193424.37,3.94
838478.96,17.06,3.47,193688.79,3.94
838200.97,17.06,3.46,193528.49,3.94
838473.0,17.07,3.47,193355.36,3.94
838280.81,17.06,3.47,193349.71,3.94
838065.01,17.06,3.46,193075.99,3.93
837929.05,17.06,3.47,193048.55,3.93
838112.76,17.07,3.47,194008.5,3.95
838115.03,17.07,3.47,194070.42,3.95
838166.73,17.07,3.48,194070.6,3.95
838218.42,17.08,3.48,194070.23,3.95
838082.46,17.08,3.48,194070.23,3.95
838134.15,17.08,3.48,194083.3,3.96
838185.84,17.08,3.49,194070.23,3.96
838237.53,17.09,3.49,194070.23,3.96
838506.36,17.09,3.5,195121.63,3.98
838161.57,17.09,3.49,194805.12,3.97
838213.27,17.09,3.5,195092.25,3.98
838077.31,17.09,3.5,195092.05,3.98
837941.35,17.09,3.5,195092.05,3.98
837993.04,17.1,3.5,195092.05,3.98
838269.5,17.11,3.51,195110.5,3.98
838133.54,17.11,3.51,195099.4,3.98
837997.58,17.11,3.51,195092.05,3.98
837861.62,17.11,3.51,195637.28,3.99
837725.66,17.11,3.51,195617.27,4.0
837777.35,17.11,3.52,195617.45,4.0
837961.06,17.12,3.52,195617.07,4.0
838012.76,17.12,3.53,195617.07,4.0
838284.79,17.13,3.53,195633.02,4.0
837942.37,17.12,3.53,195364.59,3.99
837806.41,17.13,3.53,195360.64,3.99
837811.11,17.13,3.53,195410.62,3.99
837675.15,17.13,3.53,195398.62,3.99
837726.84,17.13,3.53,195398.62,4.0
837590.88,17.13,3.53,196706.49,4.02
837859.7,17.14,3.54,196706.3,4.02
837723.74,17.14,3.54,196706.3,4.02
837378.96,17.13,3.54,196943.45,4.03
837647.78,17.14,3.54,196982.91,4.03
837699.48,17.14,3.55,196889.25,4.03
837774.16,17.15,3.55,196925.45,4.03
837484.48,17.14,3.55,196530.98,4.02
837370.93,17.14,3.55,196517.39,4.02
838051.6,17.16,3.56,198707.42,4.07
838320.42,17.17,3.57,198707.23,4.07
838504.13,17.17,3.58,198707.23,4.07
838368.17,17.17,3.58,198762.61,4.07
838232.21,17.17,3.58,198760.81,4.07
837858.37,17.17,3.57,197851.87,4.05
837513.59,17.16,3.57,197833.91,4.05
836969.75,17.17,3.57,198182.87,4.07
836969.75,17.17,3.57,198211.13,4.07
836833.79,17.17,3.57,198210.94,4.07
836697.83,17.17,3.57,198210.94,4.07
836697.83,17.17,3.57,198210.94,4.07
836538.28,17.17,3.57,197990.48,4.06
836402.32,17.17,3.57,198066.41,4.07
836671.15,17.18,3.58,198067.99,4.07
836535.19,17.18,3.58,197990.48,4.07
836586.88,17.18,3.58,198394.99,4.07
836638.57,17.18,3.59,198521.83,4.08
836293.79,17.18,3.58,198141.16,4.07
836345.48,17.18,3.59,198550.56,4.08
836209.52,17.18,3.59,198550.37,4.08
836210.28,17.18,3.59,198550.83,4.08
836074.32,17.18,3.59,198550.83,4.08
836074.32,17.18,3.59,198726.77,4.08
836074.32,17.18,3.59,198726.77,4.08
835938.36,17.19,3.59,198762.8,4.09
835938.36,17.19,3.59,198830.67,4.09
835802.4,17.19,3.59,198818.71,4.09
836071.22,17.19,3.6,198794.64,4.09
835781.55,17.19,3.59,198500.07,4.08
835645.59,17.19,3.59,198921.63,4.09
835517.1,17.19,3.59,198871.63,4.09
835403.29,17.19,3.59,198871.69,4.09
835216.54,17.19,3.59,198746.98,4.09
835080.58,17.19,3.59,198746.78,4.09
835349.4,17.2,3.6,198746.78,4.09
835401.09,17.2,3.6,198746.78,4.09
835265.13,17.2,3.6,198792.83,4.09
835316.83,17.2,3.61,198769.64,4.09
835368.52,17.21,3.61,198779.79,4.09
835232.56,17.21,3.61,198746.78,4.1
835284.25,17.21,3.62,199887.89,4.12
835148.29,17.21,3.62,199887.7,4.12
835012.33,17.21,3.62,199887.7,4.12
834876.37,17.22,3.62,199914.02,4.12
835060.08,17.22,3.63,199899.17,4.12
834924.12,17.22,3.63,199887.74,4.12
834854.08,17.22,3.63,201068.62,4.15
835623.74,17.24,3.65,201450.19,4.16
835526.57,17.24,3.65,201217.7,4.15
835248.57,17.24,3.64,200953.28,4.15
835051.19,17.23,3.64,200715.15,4.14
835051.19,17.23,3.64,200701.01,4.14
834915.23,17.24,3.64,200700.81,4.14
835184.06,17.24,3.65,200700.81,4.14
835048.1,17.24,3.65,201010.26,4.15
835060.09,17.24,3.65,201077.28,4.15
834924.13,17.24,3.65,201040.35,4.15
834788.17,17.24,3.65,200920.72,4.15
834630.52,17.24,3.65,200763.07,4.15
834509.49,17.24,3.65,201507.63,4.16
834366.07,17.24,3.65,200993.99,4.15
834293.26,17.25,3.65,201108.31,4.16
834562.09,17.25,3.66,201108.11,4.16
834566.79,17.25,3.66,201127.65,4.16
834222.0,17.25,3.65,201127.65,4.16
834086.04,17.25,3.65,201127.65,4.16
833950.08,17.25,3.65,201415.24,4.17
834001.77,17.25,3.66,201316.11,4.16
833865.81,17.25,3.66,201177.31,4.16
833868.16,17.25,3.66,201180.52,4.16
833919.85,17.26,3.66,201225.87,4.16
833791.36,17.26,3.66,201817.42,4.18
833835.59,17.26,3.67,201752.53,4.18
833835.59,17.26,3.67,201831.5,4.18
833570.18,17.26,3.66,201543.36,4.17
833570.18,17.26,3.66,201569.73,4.17
833839.0,17.27,3.67,201569.54,4.17
834022.71,17.27,3.68,201569.54,4.17
833886.75,17.27,3.68,201698.89,4.18
834158.79,17.28,3.68,201578.45,4.18
833966.6,17.28,3.68,201481.6,4.17
833966.6,17.28,3.68,201481.6,4.17
833750.79,17.27,3.68,201247.03,4.17
833551.12,17.27,3.67,201238.11,4.17
833206.34,17.26,3.67,201988.76,4.19
833475.16,17.27,3.68,202104.14,4.19
833482.21,17.27,3.68,202112.47,4.19
833548.83,17.28,3.68,201880.42,4.18
833802.63,17.28,3.69,203095.27,4.21
833808.94,17.29,3.69,203084.91,4.21
834141.55,17.29,3.7,203306.44,4.21
834141.55,17.29,3.7,203293.93,4.21
834193.24,17.3,3.7,203294.11,4.22
834462.06,17.3,3.71,203293.73,4.22
834142.06,17.3,3.7,202973.73,4.21
834142.06,17.3,3.7,202973.73,4.21
834193.75,17.3,3.71,202973.73,4.21
833921.83,17.3,3.71,203020.56,4.21
833924.18,17.3,3.71,203023.65,4.21
833788.22,17.31,3.71,203028.79,4.21
833788.22,17.31,3.71,203028.79,4.21
833839.92,17.31,3.71,203181.24,4.22
833839.92,17.31,3.71,203181.24,4.22
833703.96,17.31,3.71,203940.7,4.23
833703.96,17.31,3.71,203940.7,4.23
833568.0,17.31,3.71,203940.51,4.24
833568.0,17.31,3.71,203940.51,4.24
833461.64,17.31,3.71,203736.98,4.23
833325.68,17.31,3.71,203736.98,4.23
833594.5,17.32,3.72,203861.86,4.24
833594.5,17.32,3.72,203861.86,4.24
833458.54,17.32,3.72,203838.26,4.24
833113.76,17.31,3.72,203833.46,4.24
832793.76,17.31,3.71,203513.46,4.23
832680.2,17.31,3.71,204529.57,4.25
832724.42,17.31,3.72,203517.79,4.23
833121.01,17.32,3.73,203782.01,4.24
833119.92,17.33,3.73,204346.98,4.25
832983.96,17.33,3.73,204346.79,4.25
833260.42,17.33,3.74,204346.79,4.25
833312.11,17.34,3.74,204362.18,4.25
833176.15,17.34,3.74,204354.02,4.25
833040.19,17.34,3.74,204346.79,4.25
833091.88,17.34,3.75,204745.24,4.26
832955.92,17.34,3.75,204701.88,4.26
833007.62,17.35,3.75,205043.63,4.27
832871.66,17.35,3.75,205043.44,4.27
832923.35,17.35,3.76,205043.44,4.27
832787.39,17.35,3.76,205074.95,4.27
832839.08,17.36,3.76,205057.92,4.27
832496.66,17.35,3.76,204993.34,4.27
832360.7,17.35,3.76,204984.84,4.27
832621.88,17.36,3.76,205304.23,4.28
832857.65,17.37,3.77,205319.98,4.28
832721.69,17.37,3.77,206120.69,4.3
832585.73,17.37,3.77,206120.49,4.3
832585.73,17.37,3.77,206231.96,4.3
832449.77,17.37,3.77,206298.6,4.3
832449.77,17.37,3.77,206298.6,4.3
832633.49,17.38,3.78,206271.43,4.3
832286.34,17.37,3.77,205874.78,4.3
832288.94,17.37,3.77,205892.07,4.3
832152.98,17.37,3.77,205852.6,4.3
832152.98,17.37,3.77,205852.6,4.3
832204.67,17.37,3.78,206554.18,4.31
832083.64,17.38,3.78,206255.72,4.31
832127.87,17.38,3.78,205930.11,4.3
831984.44,17.38,3.78,206558.58,4.32
831848.48,17.38,3.79,206558.39,4.32
831712.52,17.38,3.79,206558.39,4.32
831576.56,17.38,3.79,206558.39,4.32
831440.6,17.38,3.79,206575.46,4.32
831440.6,17.38,3.79,206575.46,4.32
831304.64,17.38,3.79,206563.47,4.32
831573.47,17.39,3.8,206558.39,4.32
831288.49,17.39,3.79,206262.41,4.31
831340.18,17.39,3.79,206262.41,4.31
831204.22,17.39,3.8,206858.3,4.33
831387.93,17.4,3.8,206858.11,4.33
831251.98,17.4,3.8,206858.11,4.33
831251.98,17.4,3.8,206812.54,4.33
830164.3,17.41,3.81,206812.34,4.34
830215.99,17.41,3.81,206812.34,4.34
830080.03,17.41,3.81,206965.68,4.34
829944.07,17.41,3.81,206934.24,4.34
829944.07,17.41,3.81,206934.24,4.34
829609.28,17.41,3.81,206569.49,4.33
829473.32,17.41,3.81,207089.0,4.35
829405.09,17.41,3.81,206906.91,4.34
829412.13,17.41,3.81,206960.22,4.34
829771.13,17.42,3.82,207570.9,4.36
829771.13,17.42,3.82,207596.54,4.36
829552.7,17.41,3.82,207366.69,4.35
829416.74,17.41,3.82,207366.49,4.35
829280.78,17.42,3.82,207369.68,4.35
829332.47,17.42,3.82,207368.34,4.36
829050.74,17.41,3.82,207085.45,4.35
829050.74,17.41,3.82,207141.14,4.35
829102.43,17.42,3.82,207139.34,4.35
829102.43,17.42,3.82,207139.34,4.35
828966.47,17.42,3.82,207139.29,4.35
828809.49,17.42,3.82,206982.3,4.35
828861.18,17.42,3.83,207344.78,4.36
829044.89,17.43,3.83,207496.75,4.36
828908.93,17.43,3.83,207697.5,4.37
828908.93,17.43,3.83,207697.5,4.37
828772.97,17.43,3.83,207697.31,4.37
828824.66,17.43,3.84,207697.31,4.37
828688.7,17.43,3.84,207697.31,4.37
827688.7,17.42,3.82,206697.31,4.35
827552.74,17.42,3.82,206785.34,4.35
827604.44,17.42,3.83,206718.41,4.35
827840.21,17.43,3.83,206697.31,4.35
827550.53,17.42,3.83,206574.59,4.35
827414.57,17.42,3.83,207367.97,4.37
