ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
694109.68,25.17,11.57,365306.67,13.25
694161.37,25.18,11.58,365299.87,13.25
694025.41,25.18,11.59,366046.59,13.28
693684.41,25.17,11.58,365964.0,13.28
693953.23,25.19,11.59,365963.8,13.28
693953.23,25.19,11.59,366046.37,13.29
693817.27,25.19,11.6,366046.37,13.29
693681.31,25.2,11.6,366047.96,13.3
693336.53,25.19,11.59,366046.84,13.3
693612.99,25.2,11.61,366046.37,13.3
693477.03,25.21,11.61,366176.87,13.31
693144.61,25.2,11.6,366065.06,13.31
693196.3,25.21,11.61,366046.37,13.31
693060.34,25.21,11.62,366526.24,13.33
692924.38,25.22,11.62,366339.75,13.33
692924.38,25.22,11.62,366373.71,13.33
693193.21,25.23,11.64,366373.52,13.34
693057.25,25.24,11.64,366373.52,13.34
692722.46,25.23,11.63,366391.76,13.34
693057.0,25.24,11.65,366381.58,13.34
692513.16,25.26,11.66,366960.16,13.38
692497.93,25.27,11.67,367025.6,13.39
692500.28,25.27,11.67,367040.8,13.39
692129.05,25.26,11.66,366678.71,13.38
691993.09,25.26,11.67,366678.52,13.39
691857.13,25.27,11.67,366678.52,13.39
692125.96,25.28,11.69,366741.76,13.4
691990.0,25.29,11.69,366691.76,13.4
691990.0,25.29,11.69,366687.2,13.4
691854.04,25.29,11.69,366675.73,13.4
691718.08,25.29,11.7,367418.64,13.44
691560.43,25.29,11.69,367261.3,13.43
691492.19,25.3,11.7,366719.71,13.42
691572.02,25.3,11.71,367182.61,13.44
691581.41,25.3,11.71,367185.02,13.44
691445.46,25.31,11.71,367184.82,13.44
691714.28,25.32,11.73,367184.82,13.44
691275.98,25.31,11.72,366768.83,13.43
690931.2,25.31,11.71,366768.83,13.43
691114.91,25.32,11.72,367016.49,13.45
690826.15,25.31,11.72,366716.46,13.44
690690.19,25.32,11.72,366469.71,13.43
690554.23,25.32,11.72,366534.11,13.44
690418.27,25.32,11.73,366868.28,13.46
690469.96,25.33,11.74,366980.32,13.46
690180.29,25.33,11.73,366516.59,13.45
689180.29,25.3,11.7,365516.59,13.42
689044.33,25.3,11.71,365746.1,13.43
688908.37,25.31,11.71,365745.91,13.44
688772.41,25.31,11.72,365745.91,13.44
688636.45,25.32,11.72,365772.99,13.45
688905.27,25.33,11.73,365786.93,13.45
688907.62,25.33,11.73,365789.63,13.45
688771.66,25.33,11.74,365764.83,13.45
688655.68,25.33,11.74,366344.77,13.48
688655.68,25.33,11.74,366303.45,13.47
688534.65,25.34,11.74,366002.33,13.47
688460.75,25.34,11.75,365953.16,13.47
688324.79,25.35,11.75,365952.97,13.48
688123.04,25.35,11.75,366007.09,13.48
688306.75,25.36,11.77,366007.09,13.49
688306.75,25.36,11.77,366056.55,13.49
687306.75,25.34,11.74,365056.55,13.46
687542.52,25.35,11.75,365085.74,13.46
687778.29,25.36,11.77,365063.76,13.46
687642.33,25.37,11.77,365056.55,13.47
687694.02,25.38,11.78,365859.85,13.5
687745.71,25.39,11.79,366180.85,13.52
687797.4,25.4,11.8,366595.24,13.54
687661.44,25.4,11.81,366595.05,13.54
687371.77,25.39,11.8,366150.75,13.53
687235.81,25.4,11.8,366150.75,13.53
687099.85,25.4,11.81,366227.48,13.54
687151.54,25.41,11.82,366190.9,13.54
687335.26,25.42,11.83,366299.98,13.55
687151.18,25.42,11.82,366356.79,13.55
687015.22,25.42,11.83,366313.57,13.56
686946.98,25.43,11.84,366666.87,13.57
686811.02,25.44,11.84,366666.68,13.58
686794.99,25.44,11.85,366856.72,13.59
686846.68,25.45,11.86,366856.72,13.59
686557.01,25.44,11.85,366614.37,13.59
686421.05,25.45,11.85,366738.21,13.6
686604.76,25.46,11.87,366732.21,13.6
686604.76,25.46,11.87,366679.77,13.6
686656.46,25.47,11.88,366679.15,13.6
686520.5,25.48,11.88,366663.85,13.61
686520.5,25.48,11.88,366663.85,13.61
686392.0,25.48,11.88,367430.04,13.64
686436.23,25.49,11.89,367441.02,13.64
686300.27,25.49,11.9,367440.82,13.65
686569.09,25.51,11.91,367440.82,13.65
686214.31,25.5,11.9,367509.07,13.66
686078.35,25.5,11.91,367475.44,13.66
685942.39,25.51,11.91,367440.82,13.66
686233.62,25.52,11.93,369339.32,13.74
686914.28,25.56,11.96,369474.14,13.75
687468.55,25.58,11.99,369560.82,13.75
687476.01,25.58,11.99,369535.63,13.75
687340.05,25.59,11.99,369535.44,13.76
687391.74,25.6,12.0,369535.44,13.76
687575.45,25.61,12.02,369672.93,13.77
687844.28,25.63,12.03,369647.79,13.77
687895.97,25.64,12.04,369674.13,13.78
688079.68,25.65,12.05,369674.74,13.78
687943.72,25.65,12.06,369632.89,13.78
687631.9,25.65,12.05,370865.6,13.83
687679.56,25.65,12.05,370966.85,13.84
687949.0,25.66,12.07,371182.06,13.85
687635.99,25.65,12.06,370836.69,13.84
687635.99,25.65,12.06,370836.69,13.84
687635.99,25.65,12.06,370836.69,13.84
687500.03,25.66,12.06,370836.49,13.84
687364.07,25.66,12.07,370988.25,13.85
687228.11,25.67,12.07,370878.19,13.85
687228.11,25.67,12.07,370878.19,13.85
687092.15,25.67,12.08,370836.49,13.86
686802.07,25.67,12.07,370582.59,13.85
686688.51,25.67,12.07,370717.0,13.86
687617.94,25.71,12.12,372462.64,13.93
687481.98,25.72,12.12,372462.44,13.93
687261.68,25.72,12.12,371824.17,13.91
687261.68,25.72,12.12,371824.17,13.91
686823.94,25.71,12.11,371259.95,13.9
687092.77,25.72,12.13,371259.95,13.9
686956.81,25.73,12.13,371304.38,13.91
686820.85,25.73,12.13,371267.57,13.91
686623.47,25.73,12.13,371259.95,13.91
686421.79,25.72,12.13,371082.39,13.9
686690.62,25.74,12.14,371464.9,13.92
686742.31,25.75,12.15,371359.8,13.92
686606.35,25.75,12.15,371370.31,13.93
686470.39,25.75,12.16,371895.19,13.95
686125.61,25.75,12.15,371525.75,13.94
686394.43,25.76,12.16,371525.56,13.94
686394.43,25.76,12.16,371525.56,13.94
686394.43,25.76,12.16,371525.56,13.94
686446.12,25.77,12.17,371525.56,13.95
686248.74,25.77,12.17,371528.02,13.95
686248.74,25.77,12.17,371528.02,13.95
686112.78,25.77,12.17,371525.56,13.95
686381.61,25.79,12.19,371525.56,13.96
686245.65,25.79,12.19,371835.55,13.97
686245.65,25.79,12.19,371835.55,13.97
686109.69,25.79,12.2,371836.44,13.98
685918.89,25.79,12.2,371874.9,13.98
686847.93,25.83,12.24,373335.56,14.04
687175.54,25.85,12.25,373336.22,14.04
687180.49,25.85,12.25,373352.86,14.04
687044.53,25.85,12.26,373353.2,14.05
686600.95,25.84,12.25,373352.0,14.05
686652.64,25.85,12.26,373352.0,14.06
686704.34,25.86,12.27,373380.85,14.06
686568.38,25.87,12.27,373358.5,14.07
686432.42,25.87,12.28,373352.0,14.07
686296.46,25.88,12.28,373886.27,14.1
686348.15,25.89,12.29,373928.71,14.1
686399.84,25.9,12.3,373928.89,14.11
686668.66,25.91,12.32,373928.51,14.11
686668.66,25.91,12.32,373876.33,14.11
686670.94,25.91,12.32,373940.47,14.11
686670.94,25.91,12.32,373940.47,14.11
686534.98,25.92,12.32,373940.47,14.12
686534.98,25.92,12.32,373940.47,14.12
686399.02,25.92,12.32,373953.49,14.12
686292.13,25.92,12.32,373845.14,14.12
686156.17,25.92,12.33,373832.46,14.12
685811.38,25.91,12.32,373832.13,14.13
685675.42,25.92,12.32,374068.68,14.14
686009.95,25.93,12.34,374061.9,14.14
685874.0,25.94,12.34,374349.15,14.16
685738.04,25.94,12.35,374348.96,14.16
685602.08,25.95,12.35,374348.96,14.17
685466.12,25.95,12.36,374351.11,14.17
685330.16,25.96,12.36,374491.33,14.18
685067.07,25.95,12.36,374427.63,14.18
685339.1,25.97,12.37,374303.69,14.18
685339.1,25.97,12.37,374303.69,14.18
685607.93,25.98,12.39,374285.25,14.18
685607.93,25.98,12.39,374285.25,14.18
685471.97,25.99,12.39,375048.31,14.22
685471.97,25.99,12.39,375003.93,14.22
685471.97,25.99,12.39,375052.99,14.22
685369.58,25.99,12.4,375077.14,14.23
685183.23,25.99,12.39,374949.93,14.22
685047.27,25.99,12.4,374949.74,14.23
685316.09,26.01,12.41,374949.74,14.23
685367.78,26.02,12.42,374949.74,14.23
685231.82,26.02,12.43,374977.03,14.24
685283.52,26.03,12.44,374950.12,14.24
685147.56,26.04,12.44,374951.44,14.25
685011.6,26.04,12.45,375672.06,14.28
685063.29,26.05,12.46,375897.91,14.3
684865.91,26.05,12.45,375643.17,14.29
684865.91,26.05,12.45,375643.17,14.29
684729.95,26.05,12.46,375642.98,14.29
684593.99,26.06,12.46,375678.58,14.3
684645.68,26.07,12.47,375649.31,14.3
684829.39,26.08,12.49,375649.29,14.31
684881.09,26.09,12.5,375841.73,14.32
684881.09,26.09,12.5,375841.73,14.32
684881.09,26.09,12.5,375841.73,14.32
684881.09,26.09,12.5,375841.73,14.32
685149.91,26.11,12.51,375819.13,14.32
684805.13,26.1,12.5,375759.94,14.32
684515.45,26.09,12.49,376517.03,14.35
684515.45,26.09,12.49,376517.03,14.35
684456.49,26.1,12.5,376370.56,14.35
684320.53,26.1,12.51,376370.37,14.36
684107.57,26.1,12.51,376095.78,14.35
684107.57,26.1,12.51,376095.78,14.35
683971.61,26.11,12.51,376095.78,14.36
683974.73,26.11,12.51,376181.01,14.36
684243.55,26.12,12.53,376280.62,14.37
684243.55,26.12,12.53,376280.62,14.37
684243.55,26.12,12.53,376280.62,14.37
684107.59,26.13,12.53,376294.23,14.37
683971.63,26.13,12.54,376393.72,14.38
683774.25,26.13,12.53,376300.86,14.38
683825.94,26.14,12.54,376923.69,14.41
683885.1,26.15,12.55,376874.79,14.41
684274.44,26.17,12.57,376987.87,14.42
684138.48,26.17,12.58,376987.67,14.42
684190.17,26.18,12.59,376987.67,14.43
684054.21,26.19,12.59,377026.42,14.43
683918.25,26.19,12.6,376990.14,14.44
683782.29,26.2,12.6,377220.63,14.45
683646.33,26.2,12.61,377069.44,14.45
683517.84,26.21,12.61,377433.57,14.47
683849.82,26.22,12.63,377633.51,14.48
683849.82,26.22,12.63,377633.51,14.48
682762.14,26.26,12.67,377633.32,14.53
682518.18,26.26,12.66,377707.01,14.53
682787.0,26.27,12.68,377706.82,14.53
682838.69,26.28,12.69,377706.82,14.54
682890.39,26.29,12.7,377706.82,14.54
682754.43,26.3,12.7,377722.33,14.55
683026.46,26.31,12.72,377706.82,14.55
682681.68,26.31,12.71,377798.71,14.56
682545.72,26.31,12.72,377713.66,14.56
682409.76,26.32,12.72,378527.97,14.6
682461.45,26.33,12.73,378710.86,14.61
682325.49,26.33,12.74,378710.67,14.61
682594.31,26.35,12.75,378710.67,14.62
682594.31,26.35,12.75,378710.67,14.62
682249.53,26.34,12.74,378752.06,14.62
682113.57,26.34,12.75,378750.03,14.63
681977.61,26.35,12.75,378737.55,14.63
682029.3,26.36,12.76,378721.07,14.64
681893.34,26.36,12.77,378810.42,14.65
681805.92,26.37,12.77,379294.21,14.67
681809.07,26.38,12.78,379145.14,14.67
681673.11,26.38,12.79,379144.95,14.67
681724.81,26.39,12.8,379144.95,14.68
681588.85,26.4,12.8,379182.99,14.69
681452.89,26.4,12.81,379161.47,14.69
681452.89,26.4,12.81,379110.89,14.69
681636.6,26.42,12.82,379113.34,14.69
681820.31,26.43,12.83,380044.26,14.73
681820.31,26.43,12.83,380044.26,14.73
682096.6,26.45,12.85,380178.83,14.74
681833.54,26.44,12.84,379932.99,14.73
681877.77,26.45,12.85,380198.99,14.75
682061.48,26.46,12.87,380198.8,14.75
681908.53,26.46,12.86,380040.78,14.75
681750.12,26.45,12.86,379882.12,14.74
681415.33,26.45,12.85,379648.31,14.73
680327.65,26.49,12.89,379648.12,14.78
680191.69,26.49,12.9,379648.12,14.79
680055.73,26.5,12.9,379683.62,14.79
680239.45,26.51,12.91,379660.52,14.8
680103.49,26.52,12.92,379648.12,14.8
680372.31,26.53,12.93,380585.61,14.84
680313.34,26.54,12.94,380886.0,14.86
680133.96,26.54,12.95,380636.14,14.85
680185.66,26.55,12.96,380636.32,14.86
680049.7,26.56,12.96,380635.95,14.86
680101.39,26.57,12.97,380635.95,14.87
680153.08,26.58,12.98,380661.54,14.87
680204.77,26.59,12.99,380660.3,14.88
680388.48,26.6,13.01,380676.0,14.88
680440.18,26.61,13.02,380836.38,14.9
680304.22,26.62,13.02,381882.35,14.94
680487.93,26.63,13.04,381882.15,14.95
680539.62,26.64,13.05,381882.15,14.95
680320.82,26.64,13.04,381637.72,14.94
680372.51,26.65,13.05,381637.72,14.95
680424.21,26.66,13.06,381637.72,14.95
680288.25,26.66,13.07,381637.72,14.96
680288.25,26.66,13.07,381637.72,14.96
680339.94,26.67,13.08,381637.72,14.96
680523.65,26.69,13.09,381637.72,14.97
680245.66,26.68,13.08,381442.28,14.96
680109.7,26.68,13.09,382844.41,15.02
680378.52,26.7,13.1,382844.21,15.02
680210.82,26.7,13.1,382766.19,15.02
680074.86,26.7,13.11,382766.19,15.03
680074.86,26.7,13.11,382766.19,15.03
679730.07,26.69,13.1,382840.19,15.03
679730.07,26.69,13.1,382652.94,15.03
679781.77,26.7,13.11,382616.1,15.03
679645.81,26.71,13.11,382629.84,15.04
679659.2,26.71,13.11,382626.71,15.04
679523.24,26.71,13.12,382696.41,15.05
679387.28,26.72,13.12,382575.8,15.05
679251.32,26.72,13.13,383015.96,15.07
679115.36,26.73,13.13,382816.76,15.07
679167.06,26.74,13.14,382816.94,15.07
679435.88,26.76,13.16,382816.57,15.08
679091.1,26.75,13.15,382816.57,15.08
679142.79,26.76,13.16,382834.42,15.08
678987.56,26.75,13.16,382675.76,15.08
678987.56,26.75,13.16,382675.76,15.08
679039.25,26.76,13.17,382666.65,15.08
679039.25,26.76,13.17,382666.65,15.08
679039.25,26.76,13.17,382666.65,15.08
679090.94,26.77,13.18,382658.01,15.09
679274.65,26.79,13.19,382657.9,15.09
679510.42,26.8,13.21,384040.67,15.15
679510.42,26.8,13.21,384040.67,15.15
679247.07,26.8,13.2,383781.67,15.14
679111.11,26.8,13.21,383869.26,15.15
679113.46,26.8,13.21,383878.31,15.15
678977.5,26.81,13.21,383878.11,15.16
679246.33,26.82,13.23,383878.11,15.16
679110.37,26.83,13.23,383981.27,15.17
678974.41,26.83,13.24,383997.88,15.18
679026.1,26.84,13.25,383902.61,15.18
678890.14,26.85,13.25,384337.41,15.2
678754.18,26.86,13.26,384312.15,15.21
678805.87,26.87,13.27,384545.01,15.22
678669.91,26.87,13.28,384544.82,15.23
678721.6,26.88,13.29,384544.82,15.23
678585.64,26.89,13.29,384544.82,15.24
678240.86,26.88,13.28,384315.9,15.23
678104.9,26.88,13.29,384415.76,15.24
677968.94,26.89,13.29,384411.83,15.25
678237.76,26.9,13.31,384315.9,15.25
678134.76,26.91,13.32,385178.97,15.29
678139.46,26.91,13.32,385184.49,15.29
678378.54,26.93,13.33,385132.01,15.29
678443.89,26.93,13.33,385165.35,15.29
678307.93,26.93,13.34,385165.15,15.29
678359.62,26.95,13.35,385165.15,15.3
678223.66,26.95,13.35,385165.15,15.31
678407.37,26.96,13.37,385200.6,15.31
678459.06,26.98,13.38,385185.12,15.32
678727.89,26.99,13.4,385165.15,15.32
678591.93,27.0,13.4,386094.31,15.36
678643.62,27.01,13.41,386410.87,15.38
678507.66,27.01,13.42,386410.68,15.38
678371.7,27.02,13.42,386410.68,15.39
678423.39,27.03,13.43,386410.68,15.39
678475.08,27.04,13.44,386412.32,15.4
678275.41,27.03,13.44,386419.08,15.4
677985.74,27.03,13.43,385924.95,15.38
678169.45,27.04,13.44,385962.03,15.39
678033.49,27.05,13.45,385974.89,15.4
678045.23,27.05,13.45,385978.98,15.4
677715.32,27.04,13.44,385855.95,15.39
677586.82,27.04,13.45,386701.16,15.43
677591.77,27.04,13.45,386703.16,15.43
677635.99,27.05,13.46,386690.56,15.44
677819.71,27.07,13.47,386690.36,15.44
677474.92,27.06,13.46,386596.38,15.44
677338.96,27.07,13.47,386596.38,15.45
677203.0,27.07,13.47,386787.84,15.46
677479.46,27.09,13.49,386635.05,15.46
677531.15,27.1,13.5,386596.38,15.46
677188.73,27.09,13.49,386596.38,15.46
676989.06,27.08,13.49,386377.22,15.46
676853.1,27.09,13.49,387311.23,15.5
677154.88,27.11,13.51,387431.11,15.51
677161.93,27.11,13.51,387433.51,15.51
677306.93,27.12,13.52,387469.73,15.51
677170.97,27.12,13.53,387469.54,15.52
677035.01,27.13,13.53,387469.54,15.53
677035.01,27.13,13.53,387469.54,15.53
676598.98,27.12,13.52,387239.42,15.52
676867.81,27.14,13.54,387283.86,15.53
676919.5,27.15,13.55,387263.26,15.53
676574.71,27.14,13.54,387247.48,15.53
676851.18,27.15,13.56,387539.98,15.55
676508.75,27.15,13.55,387427.7,15.55
676372.79,27.15,13.55,387337.75,15.55
676372.79,27.15,13.55,387262.29,15.55
676652.3,27.17,13.57,388064.52,15.58
676508.87,27.17,13.58,387879.26,15.58
676372.91,27.18,13.58,387879.06,15.59
676556.62,27.19,13.6,387879.06,15.59
676420.66,27.2,13.6,388012.83,15.6
676284.7,27.2,13.61,388043.93,15.61
676007.47,27.2,13.6,387774.86,15.6
676016.86,27.2,13.6,387776.92,15.6
676068.55,27.21,13.61,387733.96,15.6
675932.59,27.21,13.62,387706.9,15.61
676149.26,27.23,13.63,388723.45,15.65
676168.0,27.24,13.64,388572.76,15.65
676436.82,27.25,13.66,388572.56,15.66
676620.53,27.27,13.67,388572.56,15.66
676484.57,27.27,13.68,388572.56,15.67
676348.61,27.28,13.68,388944.29,15.69
676212.65,27.29,13.69,388739.79,15.69
675890.27,27.28,13.68,388785.07,15.69
675934.5,27.29,13.69,389812.47,15.74
676279.73,27.31,13.72,389713.99,15.74
675841.99,27.3,13.71,389305.81,15.73
675706.03,27.31,13.71,389305.61,15.73
675889.75,27.32,13.73,389305.61,15.74
675753.79,27.33,13.73,389311.5,15.75
675617.83,27.34,13.74,389305.62,15.75
675801.54,27.35,13.75,389305.61,15.76
675801.54,27.35,13.75,389305.61,15.76
675509.86,27.34,13.75,389042.37,15.75
675509.86,27.34,13.75,389042.37,15.75
675778.69,27.36,13.76,389603.56,15.77
675778.69,27.36,13.76,389603.56,15.77
675489.02,27.35,13.75,389378.81,15.77
675200.86,27.34,13.75,389079.18,15.76
675010.29,27.34,13.74,389012.48,15.75
674874.33,27.34,13.75,388542.86,15.74
674738.37,27.35,13.75,389535.51,15.79
674974.14,27.36,13.77,389535.32,15.79
674978.84,27.36,13.77,389552.32,15.79
675030.53,27.38,13.78,389552.32,15.8
675035.23,27.38,13.78,389554.34,15.8
675035.23,27.38,13.78,389554.34,15.8
674899.27,27.38,13.79,389566.36,15.8
674950.96,27.39,13.8,389562.91,15.81
674815.0,27.4,13.8,389563.81,15.82
674822.04,27.4,13.8,389565.82,15.82
674686.08,27.4,13.81,389556.35,15.82
674869.8,27.42,13.82,390597.07,15.87
674921.49,27.43,13.83,390805.69,15.88
674973.18,27.44,13.84,390805.87,15.89
674837.22,27.45,13.85,390805.49,15.89
674555.78,27.44,13.84,390507.3,15.88
674419.82,27.44,13.85,390515.75,15.89
674283.86,27.45,13.85,390508.07,15.9
674335.55,27.46,13.86,390507.3,15.9
673990.77,27.45,13.86,390119.19,15.89
674042.46,27.46,13.87,390503.29,15.91
674303.65,27.48,13.88,390842.86,15.93
674355.34,27.49,13.89,391205.68,15.95
674219.38,27.5,13.9,391205.49,15.95
673933.49,27.49,13.89,390929.41,15.95
673933.49,27.49,13.89,390929.41,15.95
673596.34,27.48,13.88,390650.54,15.94
673832.11,27.5,13.9,390650.54,15.94
673696.15,27.5,13.91,390677.41,15.95
673406.48,27.49,13.9,390244.19,15.93
673675.31,27.51,13.91,390240.63,15.94
673675.31,27.51,13.91,390223.35,15.93
673539.35,27.52,13.92,390209.96,15.94
673194.56,27.51,13.91,390514.39,15.96
673378.27,27.52,13.93,390455.57,15.96
673249.78,27.53,13.93,390281.58,15.96
673174.95,27.54,13.94,391020.03,15.99
673038.99,27.54,13.95,391019.84,16.0
673038.99,27.54,13.95,391019.84,16.0
672903.03,27.55,13.95,391019.84,16.01
673171.86,27.56,13.97,391089.77,16.01
673171.86,27.56,13.97,391247.66,16.02
673035.9,27.57,13.97,391247.67,16.03
673087.59,27.58,13.98,391188.61,16.03
672951.63,27.59,13.99,391190.07,16.04
672658.17,27.58,13.98,390890.04,16.03
672328.32,27.57,13.97,391689.29,16.06
672999.85,27.6,14.01,392180.17,16.08
672999.85,27.6,14.01,392180.17,16.08
672815.77,27.6,14.0,391930.36,16.08
672520.45,27.59,14.0,391497.98,16.06
672789.28,27.61,14.01,391497.79,16.07
672840.97,27.62,14.03,391497.79,16.07
672496.18,27.61,14.02,391497.79,16.07
672360.22,27.62,14.02,391541.41,16.08
672099.51,27.61,14.02,391321.32,16.08
672375.97,27.63,14.03,391285.72,16.08
672033.55,27.62,14.02,391277.7,16.08
672217.26,27.63,14.04,392102.83,16.12
672096.24,27.64,14.04,392036.24,16.12
672786.43,27.67,14.08,392410.41,16.14
672303.7,27.67,14.07,392455.89,16.15
672355.39,27.68,14.08,392456.07,16.16
672219.43,27.68,14.09,392455.69,16.16
672219.43,27.68,14.09,392455.69,16.16
672083.47,27.69,14.09,392460.67,16.17
671947.51,27.69,14.1,392456.13,16.18
671999.2,27.71,14.11,392455.76,16.18
671863.24,27.71,14.12,392723.52,16.2
672260.05,27.73,14.13,393103.62,16.22
672124.09,27.74,14.14,393095.02,16.22
671988.13,27.74,14.15,393094.83,16.23
671988.13,27.74,14.15,393094.83,16.23
671852.17,27.75,14.15,393094.83,16.24
671861.56,27.75,14.15,393160.64,16.24
671861.56,27.75,14.15,393160.64,16.24
671913.25,27.76,14.16,393160.64,16.24
671777.29,27.77,14.17,393219.11,16.25
671934.36,27.77,14.18,393692.22,16.27
671798.4,27.78,14.18,393673.24,16.28
671293.27,27.76,14.17,393120.78,16.26
671157.31,27.77,14.17,393081.3,16.26
671348.49,27.79,14.19,393752.27,16.3
671609.85,27.8,14.21,393989.85,16.31
671297.74,27.79,14.2,393681.3,16.3
671146.1,27.79,14.19,393483.12,16.29
671010.14,27.8,14.2,393482.92,16.3
670874.18,27.8,14.21,393482.92,16.31
671057.89,27.82,14.22,393507.94,16.31
670868.22,27.81,14.22,393523.99,16.31
670732.26,27.82,14.22,393503.61,16.32
670596.3,27.82,14.23,393483.06,16.33
670596.3,27.82,14.23,393483.06,16.33
670324.38,27.84,14.24,393789.9,16.35
670376.07,27.85,14.25,393788.01,16.36
670376.07,27.85,14.25,393788.01,16.36
670427.76,27.86,14.26,393788.19,16.36
670291.8,27.86,14.27,393787.81,16.37
670155.84,27.87,14.27,393821.63,16.38
669068.16,27.92,14.32,393821.43,16.43
668932.2,27.92,14.33,393790.08,16.44
669204.24,27.94,14.35,393944.82,16.45
669473.06,27.96,14.36,393962.35,16.45
669195.07,27.95,14.35,393787.62,16.45
669059.11,27.96,14.36,394537.48,16.49
668819.81,27.95,14.36,393853.93,16.46
668864.04,27.96,14.37,394454.15,16.49
668728.08,27.97,14.37,394453.96,16.5
668779.77,27.98,14.38,394453.96,16.5
668779.77,27.98,14.38,394453.96,16.5
668643.81,27.99,14.39,394453.96,16.51
668695.5,28.0,14.4,394455.59,16.52
668964.33,28.01,14.42,394486.9,16.52
668828.37,28.02,14.42,394506.68,16.53
668692.41,28.03,14.43,395231.43,16.57
668556.45,28.03,14.44,395070.35,16.57
668420.49,28.04,14.44,395070.15,16.57
668284.53,28.04,14.45,395070.15,16.58
668148.57,28.05,14.45,395091.43,16.59
668042.21,28.05,14.45,395157.0,16.59
668042.21,28.05,14.45,395157.0,16.59
667906.25,28.06,14.46,395137.21,16.6
668175.07,28.07,14.48,395135.73,16.6
668039.11,28.08,14.48,395487.46,16.62
667841.73,28.07,14.48,395271.96,16.62
666754.05,28.12,14.53,395271.77,16.67
667030.52,28.14,14.54,395200.87,16.67
667082.21,28.15,14.56,395957.17,16.71
666946.25,28.16,14.56,395956.98,16.72
666997.94,28.17,14.57,395956.98,16.72
666861.98,28.18,14.58,395967.84,16.73
666868.65,28.18,14.58,395971.31,16.73
666732.69,28.18,14.59,395969.11,16.74
666536.08,28.18,14.58,395723.17,16.73
666587.77,28.19,14.59,395714.51,16.73
666856.6,28.21,14.61,396125.97,16.75
666908.29,28.22,14.62,396348.84,16.77
666772.33,28.22,14.63,396451.37,16.78
666772.33,28.22,14.63,396451.37,16.78
666574.95,28.22,14.62,396492.02,16.79
666574.95,28.22,14.62,396492.02,16.79
666574.95,28.22,14.62,396492.02,16.79
666438.99,28.23,14.63,396491.83,16.79
666707.81,28.24,14.65,396491.83,16.8
666363.03,28.23,14.64,396491.83,16.8
666631.85,28.25,14.65,396534.73,16.8
666495.89,28.26,14.66,396491.83,16.81
666767.93,28.28,14.68,396491.83,16.81
666631.97,28.28,14.69,396971.81,16.84
666496.01,28.29,14.69,396900.5,16.85
666496.01,28.29,14.69,396900.5,16.85
666360.05,28.29,14.7,397183.56,16.86
666411.74,28.31,14.71,397183.74,16.87
666193.32,28.3,14.7,396956.08,16.86
665848.53,28.29,14.69,396803.29,16.86
665656.34,28.28,14.69,396573.76,16.85
665656.34,28.28,14.69,396573.76,16.85
665708.04,28.3,14.7,396573.38,16.86
665572.08,28.3,14.71,396573.38,16.86
665436.12,28.31,14.71,396602.46,16.87
665436.12,28.31,14.71,396602.46,16.87
665300.16,28.32,14.72,396592.71,16.88
665535.93,28.33,14.74,396573.38,16.88
665341.97,28.33,14.73,396986.98,16.9
665525.69,28.34,14.75,397142.27,16.91
665525.69,28.34,14.75,397142.27,16.91
665794.51,28.36,14.76,397531.16,16.93
665449.73,28.35,14.76,397511.16,16.94
665294.42,28.35,14.75,397356.85,16.93
665294.42,28.35,14.75,397356.85,16.93
665158.46,28.35,14.76,397356.65,16.94
665022.5,28.36,14.76,397356.65,16.94
664886.54,28.37,14.77,397414.68,16.95
664750.58,28.37,14.78,397491.6,16.96
664802.28,28.38,14.79,397359.8,16.97
664681.25,28.39,14.79,398174.51,17.01
664481.58,28.38,14.79,397974.71,17.0
664714.74,28.41,14.81,397812.28,17.0
664785.95,28.41,14.82,397979.25,17.01
664649.99,28.42,14.82,397979.06,17.02
664659.12,28.42,14.82,398023.36,17.02
664927.95,28.44,14.84,398023.36,17.02
664583.16,28.43,14.83,398260.51,17.04
664851.99,28.45,14.85,398299.97,17.04
664856.18,28.45,14.85,398330.57,17.04
664907.87,28.46,14.86,398236.91,17.04
664563.09,28.45,14.85,398214.88,17.05
664637.18,28.46,14.87,399595.4,17.11
664632.8,28.47,14.88,399608.86,17.12
665211.6,28.51,14.92,399553.96,17.13
665263.29,28.52,14.93,399554.14,17.13
665532.11,28.54,14.94,399553.76,17.13
665396.15,28.55,14.95,399553.76,17.14
665260.19,28.55,14.96,399583.48,17.15
665311.88,28.57,14.97,399578.67,17.16
664991.88,28.56,14.96,399258.67,17.14
664855.93,28.56,14.97,399241.54,17.15
