ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
688,2012,1931860,6212,1931860
688,2012,1931860,6212,1931860
688,2012,1932860,6212,1932860
688,2012,1933860,6212,1933860
688,2012,1934330,6212,1934330
688,2012,1935330,6212,1935330
688,2012,1936330,6212,1936330
688,2012,1936800,6212,1936800
688,2012,1937800,6212,1937800
688,2012,1937800,6212,1937800
689,2020,1938800,6212,1938800
689,2020,1939610,6212,1939610
689,2020,1939770,6212,1939770
689,2020,1939770,6212,1939770
689,2020,1940770,6212,1940770
689,2020,1941770,6212,1941770
689,2020,1942580,6212,1942580
689,2020,1943050,6212,1943050
689,2020,1944050,6212,1944050
689,2020,1945050,6212,1945050
690,2028,1946050,6212,1946050
690,2028,1947050,6212,1947050
691,2036,1955050,6212,1955050
691,2036,1956050,6212,1956050
691,2036,1956860,6212,1956860
691,2036,1957510,6212,1957510
692,2044,1965510,6212,1965510
692,2044,1966510,6212,1966510
692,2044,1967510,6212,1967510
692,2044,1968510,6212,1968510
693,2052,1969160,6212,1969160
693,2052,1970160,6212,1970160
693,2052,1970270,6212,1970270
693,2052,1971270,6212,1971270
694,2060,1979270,6212,1979270
694,2060,1979270,6212,1979270
694,2060,1980270,6212,1980270
694,2060,1981270,6212,1981270
694,2060,1982270,6212,1982270
694,2060,1982920,6212,1982920
694,2060,1983920,6212,1983920
695,2068,1984390,6212,1984390
696,2076,1992390,6212,1992390
696,2076,1993200,6212,1993200
696,2076,1993520,6212,1993520
696,2076,1994520,6212,1994520
696,2076,1995520,6212,1995520
696,2076,1996330,6212,1996330
696,2076,1996790,6212,1996790
696,2076,1997790,6212,1997790
696,2076,1998790,6212,1998790
696,2076,1998790,6212,1998790
696,2076,1999260,6212,1999260
697,2084,2001260,6212,2001260
697,2084,2002070,6212,2002070
697,2084,2002540,6212,2002540
697,2084,2003010,6212,2003010
697,2084,2004010,6212,2004010
697,2084,2004330,6212,2004330
697,2084,2005330,6212,2005330
698,2092,2006330,6212,2006330
698,2092,2006560,6212,2006560
698,2092,2007560,6212,2007560
698,2092,2008370,6212,2008370
698,2092,2009370,6212,2009370
698,2092,2010370,6212,2010370
698,2092,2010370,6212,2010370
698,2092,2011180,6212,2011180
698,2092,2012180,6212,2012180
698,2092,2012650,6212,2012650
698,2092,2013650,6212,2013650
698,2092,2014460,6212,2014460
698,2092,2014680,6212,2014680
698,2092,2015490,6212,2015490
699,2100,2016490,6212,2016490
699,2100,2016490,6212,2016490
699,2100,2017490,6212,2017490
699,2100,2017960,6212,2017960
699,2100,2017960,6212,2017960
699,2100,2017960,6212,2017960
699,2100,2018610,6212,2018610
699,2100,2019610,6212,2019610
699,2100,2020420,6212,2020420
700,2108,2028420,6212,2028420
700,2108,2028740,6212,2028740
700,2108,2028740,6212,2028740
700,2108,2029060,6212,2029060
700,2108,2029870,6212,2029870
701,2116,2037870,6212,2037870
701,2116,2038870,6212,2038870
701,2116,2038870,6212,2038870
702,2124,2039870,6212,2039870
702,2124,2040870,6212,2040870
702,2124,2040870,6212,2040870
702,2124,2041870,6212,2041870
702,2124,2042870,6212,2042870
702,2124,2043680,6212,2043680
702,2124,2044680,6212,2044680
702,2124,2045000,6212,2045000
702,2124,2045320,6212,2045320
702,2124,2046130,6212,2046130
702,2124,2047130,6212,2047130
703,2132,2048130,6212,2048130
703,2132,2048600,6212,2048600
703,2132,2049600,6212,2049600
703,2132,2050410,6212,2050410
703,2132,2051410,6212,2051410
703,2132,2052220,6212,2052220
703,2132,2053030,6212,2053030
703,2132,2054030,6212,2054030
703,2132,2054840,6212,2054840
704,2140,2055390,6212,2055390
704,2140,2056390,6212,2056390
704,2140,2056860,6212,2056860
704,2140,2057860,6212,2057860
704,2140,2058330,6212,2058330
704,2140,2059330,6212,2059330
704,2140,2060330,6212,2060330
704,2140,2061140,6212,2061140
705,2148,2065140,6212,2065140
706,2156,2073140,6212,2073140
706,2156,2073610,6212,2073610
706,2156,2074420,6212,2074420
706,2156,2074420,6212,2074420
707,2164,2082420,6212,2082420
707,2164,2082420,6212,2082420
707,2164,2083420,6212,2083420
708,2172,2083890,6212,2083890
708,2172,2084890,6212,2084890
708,2172,2085890,6212,2085890
708,2172,2086360,6212,2086360
708,2172,2087360,6212,2087360
708,2172,2088010,6212,2088010
708,2172,2089010,6212,2089010
708,2172,2089010,6212,2089010
708,2172,2089010,6212,2089010
708,2172,2090010,6212,2090010
708,2172,2090330,6212,2090330
708,2172,2091330,6212,2091330
708,2172,2091980,6212,2091980
708,2172,2092790,6212,2092790
709,2180,2093790,6212,2093790
709,2180,2095790,6212,2095790
709,2180,2096110,6212,2096110
709,2180,2096660,6212,2096660
709,2180,2097660,6212,2097660
709,2180,2098660,6212,2098660
709,2180,2099660,6212,2099660
709,2180,2100660,6212,2100660
709,2180,2100880,6212,2100880
709,2180,2101100,6212,2101100
709,2180,2101100,6212,2101100
710,2188,2102100,6212,2102100
710,2188,2102420,6212,2102420
710,2188,2102420,6212,2102420
710,2188,2103420,6212,2103420
710,2188,2103420,6212,2103420
710,2188,2104420,6212,2104420
710,2188,2105230,6212,2105230
710,2188,2106230,6212,2106230
710,2188,2106230,6212,2106230
710,2188,2107230,6212,2107230
710,2188,2108230,6212,2108230
711,2196,2109230,6212,2109230
711,2196,2109450,6212,2109450
711,2196,2109920,6212,2109920
711,2196,2110920,6212,2110920
711,2196,2111920,6212,2111920
711,2196,2112920,6212,2112920
711,2196,2113730,6212,2113730
711,2196,2114730,6212,2114730
711,2196,2115730,6212,2115730
711,2196,2115960,6212,2115960
711,2196,2116280,6212,2116280
712,2204,2117090,6212,2117090
712,2204,2118090,6212,2118090
712,2204,2118410,6212,2118410
712,2204,2118640,6212,2118640
712,2204,2119640,6212,2119640
712,2204,2120190,6212,2120190
712,2204,2121190,6212,2121190
712,2204,2122190,6212,2122190
712,2204,2122190,6212,2122190
712,2204,2123190,6212,2123190
712,2204,2124190,6212,2124190
713,2212,2125190,6212,2125190
713,2212,2125190,6212,2125190
713,2212,2126190,6212,2126190
713,2212,2127190,6212,2127190
713,2212,2128190,6212,2128190
713,2212,2129000,6212,2129000
713,2212,2130000,6212,2130000
713,2212,2131000,6212,2131000
713,2212,2132000,6212,2132000
714,2220,2140000,6212,2140000
715,2228,2141000,6212,2141000
715,2228,2141590,6212,2141590
715,2228,2141700,6212,2141700
715,2228,2141700,6212,2141700
715,2228,2142700,6212,2142700
715,2228,2143700,6212,2143700
715,2228,2144700,6212,2144700
715,2228,2145020,6212,2145020
715,2228,2145340,6212,2145340
715,2228,2146340,6212,2146340
716,2236,2150340,6212,2150340
716,2236,2151340,6212,2151340
716,2236,2151660,6212,2151660
717,2244,2159660,6212,2159660
717,2244,2160660,6212,2160660
718,2252,2161660,6212,2161660
718,2252,2162660,6212,2162660
718,2252,2164660,6212,2164660
719,2260,2172660,6212,2172660
719,2260,2173660,6212,2173660
720,2268,2177660,6212,2177660
720,2268,2177660,6212,2177660
720,2268,2178470,6212,2178470
720,2268,2178940,6212,2178940
721,2276,2186940,6212,2186940
721,2276,2186940,6212,2186940
721,2276,2187590,6212,2187590
721,2276,2188400,6212,2188400
721,2276,2190400,6212,2190400
721,2276,2191400,6212,2191400
721,2276,2191720,6212,2191720
721,2276,2192720,6212,2192720
721,2276,2193530,6212,2193530
721,2276,2193530,6212,2193530
721,2276,2194340,6212,2194340
721,2276,2195340,6212,2195340
722,2284,2196340,6212,2196340
722,2284,2197340,6212,2197340
722,2284,2198340,6212,2198340
722,2284,2199340,6212,2199340
722,2284,2200150,6212,2200150
722,2284,2201150,6212,2201150
723,2292,2203150,6212,2203150
723,2292,2204150,6212,2204150
723,2292,2204620,6212,2204620
724,2300,2212620,6212,2212620
724,2300,2212850,6212,2212850
724,2300,2213660,6212,2213660
724,2300,2213660,6212,2213660
724,2300,2214130,6212,2214130
724,2300,2215130,6212,2215130
724,2300,2215290,6212,2215290
724,2300,2216290,6212,2216290
724,2300,2217100,6212,2217100
725,2308,2225100,6212,2225100
725,2308,2225100,6212,2225100
725,2308,2226100,6212,2226100
726,2316,2227100,6212,2227100
726,2316,2227910,6212,2227910
726,2316,2228560,6212,2228560
726,2316,2229370,6212,2229370
726,2316,2231370,6212,2231370
726,2316,2232370,6212,2232370
726,2316,2232690,6212,2232690
726,2316,2233340,6212,2233340
727,2324,2234340,6212,2234340
727,2324,2238340,6212,2238340
727,2324,2239340,6212,2239340
727,2324,2240340,6212,2240340
727,2324,2241340,6212,2241340
728,2332,2242340,6212,2242340
728,2332,2243340,6212,2243340
728,2332,2244340,6212,2244340
728,2332,2245340,6212,2245340
729,2340,2253340,6212,2253340
730,2348,2261340,6212,2261340
730,2348,2262340,6212,2262340
730,2348,2263150,6212,2263150
730,2348,2264150,6212,2264150
730,2348,2265150,6212,2265150
731,2356,2266150,6212,2266150
731,2356,2267150,6212,2267150
731,2356,2267150,6212,2267150
731,2356,2267620,6212,2267620
731,2356,2268620,6212,2268620
732,2364,2276620,6212,2276620
732,2364,2277620,6212,2277620
732,2364,2277620,6212,2277620
733,2372,2285620,6212,2285620
733,2372,2286430,6212,2286430
733,2372,2287430,6212,2287430
733,2372,2288430,6212,2288430
734,2380,2296430,6212,2296430
735,2388,2304430,6212,2304430
735,2388,2304430,6212,2304430
735,2388,2305430,6212,2305430
736,2396,2306430,6212,2306430
736,2396,2306590,6212,2306590
736,2396,2307590,6212,2307590
736,2396,2309590,6212,2309590
736,2396,2309810,6212,2309810
736,2396,2310810,6212,2310810
736,2396,2311460,6212,2311460
736,2396,2312460,6212,2312460
736,2396,2313460,6212,2313460
737,2404,2313930,6212,2313930
737,2404,2314390,6212,2314390
737,2404,2315390,6212,2315390
737,2404,2315710,6212,2315710
737,2404,2316520,6212,2316520
738,2412,2324520,6212,2324520
738,2412,2325520,6212,2325520
738,2412,2325520,6212,2325520
738,2412,2326520,6212,2326520
738,2412,2327520,6212,2327520
738,2412,2327990,6212,2327990
739,2420,2335990,6212,2335990
739,2420,2336800,6212,2336800
740,2428,2337800,6212,2337800
740,2428,2338800,6212,2338800
740,2428,2339800,6212,2339800
740,2428,2340610,6212,2340610
740,2428,2340960,6212,2340960
740,2428,2341960,6212,2341960
740,2428,2341960,6212,2341960
740,2428,2342960,6212,2342960
740,2428,2343430,6212,2343430
740,2428,2344240,6212,2344240
740,2428,2344240,6212,2344240
741,2436,2345240,6212,2345240
741,2436,2346050,6212,2346050
741,2436,2347050,6212,2347050
741,2436,2348050,6212,2348050
741,2436,2348860,6212,2348860
741,2436,2349860,6212,2349860
741,2436,2350090,6212,2350090
741,2436,2351090,6212,2351090
741,2436,2352090,6212,2352090
741,2436,2353090,6212,2353090
741,2436,2353090,6212,2353090
741,2436,2353090,6212,2353090
742,2444,2354090,6212,2354090
742,2444,2354360,6212,2354360
742,2444,2355360,6212,2355360
742,2444,2355360,6212,2355360
742,2444,2356170,6212,2356170
742,2444,2357170,6212,2357170
742,2444,2358170,6212,2358170
742,2444,2358400,6212,2358400
742,2444,2359400,6212,2359400
742,2444,2360400,6212,2360400
743,2452,2361400,6212,2361400
743,2452,2362400,6212,2362400
743,2452,2363400,6212,2363400
743,2452,2364210,6212,2364210
743,2452,2365210,6212,2365210
743,2452,2366020,6212,2366020
743,2452,2367020,6212,2367020
743,2452,2367020,6212,2367020
743,2452,2367490,6212,2367490
743,2452,2368300,6212,2368300
743,2452,2369110,6212,2369110
743,2452,2369480,6212,2369480
743,2452,2369480,6212,2369480
744,2460,2370480,6212,2370480
744,2460,2371480,6212,2371480
744,2460,2372480,6212,2372480
744,2460,2372480,6212,2372480
744,2460,2373480,6212,2373480
744,2460,2373950,6212,2373950
744,2460,2373950,6212,2373950
744,2460,2374760,6212,2374760
745,2468,2378760,6212,2378760
745,2468,2379760,6212,2379760
746,2476,2387760,6212,2387760
746,2476,2387990,6212,2387990
746,2476,2388990,6212,2388990
746,2476,2389990,6212,2389990
746,2476,2390990,6212,2390990
746,2476,2390990,6212,2390990
746,2476,2391990,6212,2391990
746,2476,2392990,6212,2392990
746,2476,2393990,6212,2393990
747,2484,2394800,6212,2394800
747,2484,2395030,6212,2395030
747,2484,2395030,6212,2395030
747,2484,2395260,6212,2395260
747,2484,2395730,6212,2395730
747,2484,2396200,6212,2396200
747,2484,2397200,6212,2397200
747,2484,2398200,6212,2398200
747,2484,2398670,6212,2398670
747,2484,2398670,6212,2398670
747,2484,2399670,6212,2399670
747,2484,2401670,6212,2401670
748,2492,2402670,6212,2402670
749,2500,2410670,6212,2410670
749,2500,2411480,6212,2411480
749,2500,2412480,6212,2412480
749,2500,2413480,6212,2413480
749,2500,2414480,6212,2414480
749,2500,2415290,6212,2415290
749,2500,2416290,6212,2416290
749,2500,2417100,6212,2417100
750,2508,2417570,6212,2417570
750,2508,2418040,6212,2418040
750,2508,2419040,6212,2419040
750,2508,2419500,6212,2419500
750,2508,2419500,6212,2419500
750,2508,2420150,6212,2420150
750,2508,2420800,6212,2420800
750,2508,2420800,6212,2420800
750,2508,2422800,6212,2422800
750,2508,2423260,6212,2423260
751,2516,2424260,6212,2424260
751,2516,2425260,6212,2425260
751,2516,2425910,6212,2425910
751,2516,2426720,6212,2426720
751,2516,2426950,6212,2426950
751,2516,2427950,6212,2427950
751,2516,2427950,6212,2427950
751,2516,2427950,6212,2427950
751,2516,2428420,6212,2428420
751,2516,2429070,6212,2429070
751,2516,2430070,6212,2430070
751,2516,2430540,6212,2430540
751,2516,2430540,6212,2430540
751,2516,2431010,6212,2431010
752,2524,2431660,6212,2431660
752,2524,2432660,6212,2432660
752,2524,2433470,6212,2433470
752,2524,2434470,6212,2434470
753,2532,2442470,6212,2442470
753,2532,2442790,6212,2442790
753,2532,2443790,6212,2443790
753,2532,2444790,6212,2444790
753,2532,2445020,6212,2445020
753,2532,2445240,6212,2445240
753,2532,2445560,6212,2445560
753,2532,2446370,6212,2446370
754,2540,2450370,6212,2450370
754,2540,2450370,6212,2450370
754,2540,2451370,6212,2451370
754,2540,2452370,6212,2452370
754,2540,2453370,6212,2453370
754,2540,2454370,6212,2454370
755,2548,2455180,6212,2455180
755,2548,2455500,6212,2455500
755,2548,2456150,6212,2456150
755,2548,2457150,6212,2457150
755,2548,2457960,6212,2457960
755,2548,2459960,6212,2459960
755,2548,2460430,6212,2460430
755,2548,2460800,6212,2460800
755,2548,2461030,6212,2461030
756,2556,2462030,6212,2462030
756,2556,2463030,6212,2463030
756,2556,2465030,6212,2465030
756,2556,2466030,6212,2466030
756,2556,2466840,6212,2466840
756,2556,2467160,6212,2467160
756,2556,2468160,6212,2468160
756,2556,2469160,6212,2469160
756,2556,2469160,6212,2469160
757,2564,2469970,6212,2469970
757,2564,2470970,6212,2470970
757,2564,2471200,6212,2471200
757,2564,2472200,6212,2472200
757,2564,2473200,6212,2473200
757,2564,2474200,6212,2474200
757,2564,2474520,6212,2474520
757,2564,2475520,6212,2475520
757,2564,2476330,6212,2476330
758,2572,2477330,6212,2477330
758,2572,2477650,6212,2477650
759,2580,2485650,6212,2485650
759,2580,2486650,6212,2486650
759,2580,2487650,6212,2487650
759,2580,2488460,6212,2488460
759,2580,2488690,6212,2488690
759,2580,2489010,6212,2489010
759,2580,2490010,6212,2490010
759,2580,2490010,6212,2490010
759,2580,2490820,6212,2490820
759,2580,2491820,6212,2491820
760,2588,2492820,6212,2492820
760,2588,2493140,6212,2493140
760,2588,2493140,6212,2493140
760,2588,2494140,6212,2494140
760,2588,2495140,6212,2495140
760,2588,2496140,6212,2496140
760,2588,2497140,6212,2497140
760,2588,2497610,6212,2497610
760,2588,2498080,6212,2498080
761,2596,2506080,6212,2506080
762,2604,2514080,6212,2514080
762,2604,2515080,6212,2515080
763,2612,2516080,6212,2516080
763,2612,2517080,6212,2517080
763,2612,2518080,6212,2518080
763,2612,2519080,6212,2519080
763,2612,2520080,6212,2520080
763,2612,2520080,6212,2520080
763,2612,2520730,6212,2520730
763,2612,2521730,6212,2521730
763,2612,2522730,6212,2522730
763,2612,2523730,6212,2523730
764,2620,2524730,6212,2524730
764,2620,2525200,6212,2525200
764,2620,2526200,6212,2526200
764,2620,2527200,6212,2527200
764,2620,2527200,6212,2527200
764,2620,2528200,6212,2528200
764,2620,2529200,6212,2529200
764,2620,2529670,6212,2529670
764,2620,2529830,6212,2529830
764,2620,2530830,6212,2530830
764,2620,2531640,6212,2531640
765,2628,2532450,6212,2532450
766,2636,2540450,6212,2540450
766,2636,2541450,6212,2541450
766,2636,2542450,6212,2542450
766,2636,2543260,6212,2543260
766,2636,2544070,6212,2544070
767,2644,2552070,6212,2552070
767,2644,2553070,6212,2553070
767,2644,2554070,6212,2554070
768,2652,2558070,6212,2558070
768,2652,2559070,6212,2559070
768,2652,2559070,6212,2559070
768,2652,2559300,6212,2559300
768,2652,2560300,6212,2560300
768,2652,2562300,6212,2562300
768,2652,2562770,6212,2562770
769,2660,2563580,6212,2563580
769,2660,2564050,6212,2564050
769,2660,2565050,6212,2565050
769,2660,2566050,6212,2566050
769,2660,2566600,6212,2566600
769,2660,2567410,6212,2567410
769,2660,2568410,6212,2568410
769,2660,2568410,6212,2568410
769,2660,2568410,6212,2568410
769,2660,2569410,6212,2569410
770,2668,2570220,6212,2570220
770,2668,2571030,6212,2571030
770,2668,2572030,6212,2572030
770,2668,2573030,6212,2573030
770,2668,2573030,6212,2573030
770,2668,2573500,6212,2573500
770,2668,2573730,6212,2573730
770,2668,2574540,6212,2574540
770,2668,2575190,6212,2575190
770,2668,2576000,6212,2576000
770,2668,2576000,6212,2576000
770,2668,2576810,6212,2576810
771,2676,2577810,6212,2577810
771,2676,2577810,6212,2577810
771,2676,2578810,6212,2578810
771,2676,2579280,6212,2579280
771,2676,2579280,6212,2579280
771,2676,2580090,6212,2580090
771,2676,2580900,6212,2580900
771,2676,2581710,6212,2581710
771,2676,2582180,6212,2582180
771,2676,2582340,6212,2582340
771,2676,2583340,6212,2583340
771,2676,2584340,6212,2584340
772,2684,2592340,6212,2592340
773,2692,2593150,6212,2593150
773,2692,2593370,6212,2593370
773,2692,2594370,6212,2594370
773,2692,2594370,6212,2594370
773,2692,2595370,6212,2595370
773,2692,2596370,6212,2596370
773,2692,2596840,6212,2596840
773,2692,2597650,6212,2597650
773,2692,2598650,6212,2598650
773,2692,2599110,6212,2599110
773,2692,2600110,6212,2600110
773,2692,2600110,6212,2600110
774,2700,2600920,6212,2600920
774,2700,2601470,6212,2601470
774,2700,2601790,6212,2601790
774,2700,2602790,6212,2602790
774,2700,2603600,6212,2603600
774,2700,2603600,6212,2603600
774,2700,2603820,6212,2603820
774,2700,2604820,6212,2604820
774,2700,2605630,6212,2605630
774,2700,2606280,6212,2606280
774,2700,2607280,6212,2607280
775,2708,2608090,6212,2608090
775,2708,2608900,6212,2608900
775,2708,2609710,6212,2609710
775,2708,2609710,6212,2609710
775,2708,2610710,6212,2610710
775,2708,2611710,6212,2611710
775,2708,2612520,6212,2612520
775,2708,2613520,6212,2613520
775,2708,2613990,6212,2613990
776,2716,2614800,6212,2614800
776,2716,2614800,6212,2614800
776,2716,2615800,6212,2615800
776,2716,2615800,6212,2615800
776,2716,2617800,6212,2617800
776,2716,2618270,6212,2618270
776,2716,2618270,6212,2618270
776,2716,2620270,6212,2620270
776,2716,2620740,6212,2620740
776,2716,2620900,6212,2620900
776,2716,2621220,6212,2621220
776,2716,2622220,6212,2622220
777,2724,2630220,6212,2630220
777,2724,2630440,6212,2630440
777,2724,2630670,6212,2630670
777,2724,2630670,6212,2630670
778,2732,2631670,6212,2631670
778,2732,2631670,6212,2631670
778,2732,2631990,6212,2631990
778,2732,2631990,6212,2631990
778,2732,2632800,6212,2632800
778,2732,2632800,6212,2632800
778,2732,2633800,6212,2633800
778,2732,2634800,6212,2634800
778,2732,2634800,6212,2634800
779,2740,2642800,6212,2642800
779,2740,2642800,6212,2642800
779,2740,2643800,6212,2643800
779,2740,2644800,6212,2644800
779,2740,2645800,6212,2645800
779,2740,2646800,6212,2646800
780,2748,2647270,6212,2647270
780,2748,2647270,6212,2647270
780,2748,2648080,6212,2648080
780,2748,2648240,6212,2648240
780,2748,2649240,6212,2649240
780,2748,2649710,6212,2649710
780,2748,2650710,6212,2650710
780,2748,2651710,6212,2651710
781,2756,2655710,6212,2655710
781,2756,2656710,6212,2656710
781,2756,2657180,6212,2657180
781,2756,2658180,6212,2658180
781,2756,2658180,6212,2658180
781,2756,2658400,6212,2658400
781,2756,2658870,6212,2658870
781,2756,2659870,6212,2659870
781,2756,2660460,6212,2660460
781,2756,2661460,6212,2661460
781,2756,2662270,6212,2662270
782,2764,2663270,6212,2663270
782,2764,2663590,6212,2663590
782,2764,2664590,6212,2664590
782,2764,2665060,6212,2665060
782,2764,2665870,6212,2665870
782,2764,2666870,6212,2666870
782,2764,2667330,6212,2667330
782,2764,2668330,6212,2668330
782,2764,2669140,6212,2669140
782,2764,2669300,6212,2669300
782,2764,2670300,6212,2670300
783,2772,2671300,6212,2671300
783,2772,2671300,6212,2671300
783,2772,2672300,6212,2672300
783,2772,2673300,6212,2673300
783,2772,2674110,6212,2674110
783,2772,2675110,6212,2675110
783,2772,2676110,6212,2676110
783,2772,2676430,6212,2676430
783,2772,2677240,6212,2677240
783,2772,2677240,6212,2677240
784,2780,2678240,6212,2678240
784,2780,2679240,6212,2679240
784,2780,2680050,6212,2680050
784,2780,2681050,6212,2681050
784,2780,2681520,6212,2681520
784,2780,2682520,6212,2682520
784,2780,2683330,6212,2683330
784,2780,2684330,6212,2684330
784,2780,2685330,6212,2685330
785,2788,2689330,6212,2689330
785,2788,2689800,6212,2689800
785,2788,2690800,6212,2690800
785,2788,2691610,6212,2691610
785,2788,2692610,6212,2692610
786,2796,2693420,6212,2693420
786,2796,2694420,6212,2694420
786,2796,2694890,6212,2694890
786,2796,2695700,6212,2695700
786,2796,2696700,6212,2696700
786,2796,2697700,6212,2697700
786,2796,2697700,6212,2697700
786,2796,2698700,6212,2698700
786,2796,2699700,6212,2699700
786,2796,2699700,6212,2699700
787,2804,2700700,6212,2700700
787,2804,2701170,6212,2701170
787,2804,2701980,6212,2701980
788,2812,2709980,6212,2709980
788,2812,2709980,6212,2709980
789,2820,2717980,6212,2717980
789,2820,2718450,6212,2718450
789,2820,2722450,6212,2722450
789,2820,2723450,6212,2723450
790,2828,2724450,6212,2724450
790,2828,2725260,6212,2725260
790,2828,2725480,6212,2725480
790,2828,2727480,6212,2727480
790,2828,2731480,6212,2731480
791,2836,2732480,6212,2732480
791,2836,2732480,6212,2732480
791,2836,2733290,6212,2733290
791,2836,2734290,6212,2734290
791,2836,2736290,6212,2736290
791,2836,2737290,6212,2737290
791,2836,2737760,6212,2737760
791,2836,2738760,6212,2738760
791,2836,2738760,6212,2738760
791,2836,2738760,6212,2738760
791,2836,2738760,6212,2738760
791,2836,2739410,6212,2739410
792,2844,2740410,6212,2740410
792,2844,2740780,6212,2740780
792,2844,2741780,6212,2741780
792,2844,2742780,6212,2742780
792,2844,2743780,6212,2743780
792,2844,2744780,6212,2744780
792,2844,2745780,6212,2745780
792,2844,2745780,6212,2745780
792,2844,2746780,6212,2746780
792,2844,2747780,6212,2747780
793,2852,2755780,6212,2755780
794,2860,2756780,6212,2756780
794,2860,2757250,6212,2757250
794,2860,2757900,6212,2757900
794,2860,2758900,6212,2758900
794,2860,2759710,6212,2759710
794,2860,2759710,6212,2759710
794,2860,2760710,6212,2760710
794,2860,2761710,6212,2761710
794,2860,2762710,6212,2762710
795,2868,2763710,6212,2763710
795,2868,2763710,6212,2763710
795,2868,2764520,6212,2764520
795,2868,2765520,6212,2765520
795,2868,2765520,6212,2765520
795,2868,2766520,6212,2766520
795,2868,2767520,6212,2767520
795,2868,2768330,6212,2768330
795,2868,2769330,6212,2769330
795,2868,2770330,6212,2770330
796,2876,2771330,6212,2771330
796,2876,2772330,6212,2772330
796,2876,2773330,6212,2773330
796,2876,2773650,6212,2773650
796,2876,2774110,6212,2774110
796,2876,2774920,6212,2774920
797,2884,2782920,6212,2782920
797,2884,2782920,6212,2782920
797,2884,2783390,6212,2783390
797,2884,2784390,6212,2784390
797,2884,2785200,6212,2785200
797,2884,2785430,6212,2785430
797,2884,2786430,6212,2786430
798,2892,2787430,6212,2787430
798,2892,2788430,6212,2788430
798,2892,2789430,6212,2789430
798,2892,2789660,6212,2789660
798,2892,2789660,6212,2789660
798,2892,2790660,6212,2790660
798,2892,2791310,6212,2791310
798,2892,2792310,6212,2792310
798,2892,2792310,6212,2792310
798,2892,2793120,6212,2793120
798,2892,2793590,6212,2793590
799,2900,2794400,6212,2794400
799,2900,2794950,6212,2794950
799,2900,2795950,6212,2795950
799,2900,2796420,6212,2796420
799,2900,2797420,6212,2797420
799,2900,2801420,6212,2801420
800,2908,2802420,6212,2802420
800,2908,2802420,6212,2802420
800,2908,2802890,6212,2802890
800,2908,2803890,6212,2803890
800,2908,2804890,6212,2804890
800,2908,2805210,6212,2805210
800,2908,2806210,6212,2806210
800,2908,2807020,6212,2807020
800,2908,2808020,6212,2808020
800,2908,2808020,6212,2808020
800,2908,2808490,6212,2808490
801,2916,2809300,6212,2809300
801,2916,2810300,6212,2810300
801,2916,2811300,6212,2811300
801,2916,2812300,6212,2812300
801,2916,2813110,6212,2813110
801,2916,2814110,6212,2814110
802,2924,2818110,6212,2818110
802,2924,2819110,6212,2819110
802,2924,2820110,6212,2820110
802,2924,2821110,6212,2821110
802,2924,2822110,6212,2822110
802,2924,2822920,6212,2822920
802,2924,2823920,6212,2823920
802,2924,2823920,6212,2823920
803,2932,2824570,6212,2824570
803,2932,2825570,6212,2825570
803,2932,2826380,6212,2826380
803,2932,2827380,6212,2827380
803,2932,2827750,6212,2827750
803,2932,2828750,6212,2828750
803,2932,2829400,6212,2829400
803,2932,2829720,6212,2829720
803,2932,2830720,6212,2830720
803,2932,2831530,6212,2831530
804,2940,2832340,6212,2832340
804,2940,2833150,6212,2833150
804,2940,2834150,6212,2834150
804,2940,2835150,6212,2835150
804,2940,2836150,6212,2836150
804,2940,2836150,6212,2836150
804,2940,2837150,6212,2837150
804,2940,2838150,6212,2838150
804,2940,2839150,6212,2839150
805,2948,2847150,6212,2847150
806,2956,2848150,6212,2848150
806,2956,2849150,6212,2849150
806,2956,2850150,6212,2850150
806,2956,2850150,6212,2850150
806,2956,2851150,6212,2851150
807,2964,2859150,6212,2859150
807,2964,2860150,6212,2860150
807,2964,2861150,6212,2861150
807,2964,2861150,6212,2861150
807,2964,2862150,6212,2862150
807,2964,2862370,6212,2862370
807,2964,2863370,6212,2863370
808,2972,2863840,6212,2863840
808,2972,2864840,6212,2864840
808,2972,2865300,6212,2865300
808,2972,2865620,6212,2865620
808,2972,2866080,6212,2866080
808,2972,2866890,6212,2866890
808,2972,2867700,6212,2867700
809,2980,2875700,6212,2875700
809,2980,2875700,6212,2875700
809,2980,2876700,6212,2876700
809,2980,2877510,6212,2877510
