ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
797,2884,2398980,6212,2398980
797,2884,2399980,6212,2399980
797,2884,2400980,6212,2400980
797,2884,2401300,6212,2401300
797,2884,2402300,6212,2402300
797,2884,2403300,6212,2403300
797,2884,2403300,6212,2403300
798,2892,2404110,6212,2404110
798,2892,2404920,6212,2404920
798,2892,2405150,6212,2405150
798,2892,2405960,6212,2405960
798,2892,2405960,6212,2405960
798,2892,2406420,6212,2406420
798,2892,2406420,6212,2406420
798,2892,2406890,6212,2406890
798,2892,2406890,6212,2406890
798,2892,2407890,6212,2407890
798,2892,2408890,6212,2408890
798,2892,2409700,6212,2409700
799,2900,2410700,6212,2410700
799,2900,2411700,6212,2411700
799,2900,2412700,6212,2412700
799,2900,2413020,6212,2413020
799,2900,2414020,6212,2414020
799,2900,2415020,6212,2415020
799,2900,2416020,6212,2416020
799,2900,2417020,6212,2417020
799,2900,2417020,6212,2417020
799,2900,2418020,6212,2418020
800,2908,2418830,6212,2418830
800,2908,2419830,6212,2419830
800,2908,2420640,6212,2420640
800,2908,2421450,6212,2421450
800,2908,2421820,6212,2421820
800,2908,2422290,6212,2422290
800,2908,2423290,6212,2423290
800,2908,2423760,6212,2423760
800,2908,2424760,6212,2424760
800,2908,2425230,6212,2425230
801,2916,2425700,6212,2425700
801,2916,2426510,6212,2426510
801,2916,2427510,6212,2427510
801,2916,2428510,6212,2428510
801,2916,2429510,6212,2429510
801,2916,2429510,6212,2429510
801,2916,2430320,6212,2430320
801,2916,2431320,6212,2431320
801,2916,2431970,6212,2431970
802,2924,2432520,6212,2432520
802,2924,2432520,6212,2432520
802,2924,2432990,6212,2432990
802,2924,2433640,6212,2433640
802,2924,2434290,6212,2434290
802,2924,2435290,6212,2435290
802,2924,2435290,6212,2435290
802,2924,2436290,6212,2436290
802,2924,2437290,6212,2437290
802,2924,2438290,6212,2438290
803,2932,2439290,6212,2439290
803,2932,2439520,6212,2439520
803,2932,2440520,6212,2440520
803,2932,2440840,6212,2440840
803,2932,2441840,6212,2441840
803,2932,2442840,6212,2442840
803,2932,2442840,6212,2442840
803,2932,2443840,6212,2443840
803,2932,2443840,6212,2443840
803,2932,2444840,6212,2444840
803,2932,2445490,6212,2445490
803,2932,2446490,6212,2446490
803,2932,2446960,6212,2446960
804,2940,2447430,6212,2447430
804,2940,2447430,6212,2447430
804,2940,2448430,6212,2448430
804,2940,2449240,6212,2449240
804,2940,2450240,6212,2450240
804,2940,2451240,6212,2451240
804,2940,2451240,6212,2451240
804,2940,2451240,6212,2451240
804,2940,2451240,6212,2451240
804,2940,2451470,6212,2451470
804,2940,2451470,6212,2451470
804,2940,2452470,6212,2452470
804,2940,2452470,6212,2452470
804,2940,2452790,6212,2452790
804,2940,2452790,6212,2452790
804,2940,2452790,6212,2452790
805,2948,2453440,6212,2453440
805,2948,2454440,6212,2454440
805,2948,2455440,6212,2455440
805,2948,2455900,6212,2455900
805,2948,2455900,6212,2455900
805,2948,2456900,6212,2456900
805,2948,2456900,6212,2456900
805,2948,2456900,6212,2456900
805,2948,2457900,6212,2457900
805,2948,2458220,6212,2458220
806,2956,2458870,6212,2458870
806,2956,2459240,6212,2459240
806,2956,2460240,6212,2460240
806,2956,2461240,6212,2461240
806,2956,2462240,6212,2462240
806,2956,2463050,6212,2463050
806,2956,2464050,6212,2464050
806,2956,2464860,6212,2464860
806,2956,2465860,6212,2465860
806,2956,2465860,6212,2465860
807,2964,2466860,6212,2466860
807,2964,2467860,6212,2467860
807,2964,2467860,6212,2467860
807,2964,2468860,6212,2468860
807,2964,2469860,6212,2469860
807,2964,2470860,6212,2470860
807,2964,2471330,6212,2471330
807,2964,2472140,6212,2472140
807,2964,2472950,6212,2472950
807,2964,2473420,6212,2473420
808,2972,2473880,6212,2473880
808,2972,2474880,6212,2474880
808,2972,2475880,6212,2475880
808,2972,2476690,6212,2476690
808,2972,2476690,6212,2476690
808,2972,2477500,6212,2477500
808,2972,2478500,6212,2478500
808,2972,2479310,6212,2479310
808,2972,2479780,6212,2479780
808,2972,2479780,6212,2479780
808,2972,2480100,6212,2480100
808,2972,2480260,6212,2480260
808,2972,2481260,6212,2481260
809,2980,2482070,6212,2482070
809,2980,2482070,6212,2482070
809,2980,2483070,6212,2483070
809,2980,2484070,6212,2484070
809,2980,2485070,6212,2485070
809,2980,2486070,6212,2486070
809,2980,2486440,6212,2486440
809,2980,2486920,6212,2486920
809,2980,2487920,6212,2487920
809,2980,2488390,6212,2488390
810,2988,2489390,6212,2489390
810,2988,2489860,6212,2489860
810,2988,2490860,6212,2490860
810,2988,2490860,6212,2490860
810,2988,2491670,6212,2491670
810,2988,2492670,6212,2492670
810,2988,2493670,6212,2493670
810,2988,2493670,6212,2493670
810,2988,2494480,6212,2494480
810,2988,2495290,6212,2495290
810,2988,2496290,6212,2496290
810,2988,2496290,6212,2496290
811,2996,2497290,6212,2497290
811,2996,2498290,6212,2498290
811,2996,2498610,6212,2498610
811,2996,2499420,6212,2499420
811,2996,2500420,6212,2500420
811,2996,2501230,6212,2501230
811,2996,2502230,6212,2502230
811,2996,2503230,6212,2503230
812,3004,2504230,6212,2504230
812,3004,2504880,6212,2504880
812,3004,2504880,6212,2504880
812,3004,2505880,6212,2505880
813,3012,2513880,6212,2513880
813,3012,2513880,6212,2513880
813,3012,2514690,6212,2514690
813,3012,2515690,6212,2515690
813,3012,2515690,6212,2515690
813,3012,2516690,6212,2516690
813,3012,2516690,6212,2516690
813,3012,2517690,6212,2517690
814,3020,2518690,6212,2518690
814,3020,2519690,6212,2519690
814,3020,2520240,6212,2520240
814,3020,2521240,6212,2521240
814,3020,2521240,6212,2521240
814,3020,2522240,6212,2522240
814,3020,2522240,6212,2522240
814,3020,2523240,6212,2523240
814,3020,2525240,6212,2525240
815,3028,2525710,6212,2525710
815,3028,2526180,6212,2526180
815,3028,2526180,6212,2526180
815,3028,2527180,6212,2527180
815,3028,2527180,6212,2527180
815,3028,2527990,6212,2527990
816,3036,2528990,6212,2528990
816,3036,2529990,6212,2529990
816,3036,2530310,6212,2530310
816,3036,2531310,6212,2531310
816,3036,2532120,6212,2532120
816,3036,2533120,6212,2533120
816,3036,2533120,6212,2533120
816,3036,2534120,6212,2534120
816,3036,2534120,6212,2534120
816,3036,2534590,6212,2534590
816,3036,2534910,6212,2534910
816,3036,2535130,6212,2535130
817,3044,2536130,6212,2536130
817,3044,2536500,6212,2536500
817,3044,2536500,6212,2536500
817,3044,2536500,6212,2536500
817,3044,2537500,6212,2537500
817,3044,2538500,6212,2538500
817,3044,2539500,6212,2539500
817,3044,2540500,6212,2540500
817,3044,2541310,6212,2541310
817,3044,2542310,6212,2542310
818,3052,2543310,6212,2543310
818,3052,2543310,6212,2543310
818,3052,2544310,6212,2544310
818,3052,2544310,6212,2544310
818,3052,2544900,6212,2544900
818,3052,2544900,6212,2544900
818,3052,2545710,6212,2545710
818,3052,2545710,6212,2545710
818,3052,2546710,6212,2546710
818,3052,2547360,6212,2547360
819,3060,2548360,6212,2548360
819,3060,2548680,6212,2548680
819,3060,2548680,6212,2548680
819,3060,2548680,6212,2548680
819,3060,2548680,6212,2548680
819,3060,2548680,6212,2548680
819,3060,2548680,6212,2548680
819,3060,2549680,6212,2549680
819,3060,2550680,6212,2550680
819,3060,2550680,6212,2550680
819,3060,2551680,6212,2551680
819,3060,2552150,6212,2552150
819,3060,2553150,6212,2553150
819,3060,2553960,6212,2553960
819,3060,2554960,6212,2554960
820,3068,2555960,6212,2555960
820,3068,2555960,6212,2555960
820,3068,2556770,6212,2556770
820,3068,2557770,6212,2557770
820,3068,2558770,6212,2558770
820,3068,2558770,6212,2558770
820,3068,2559770,6212,2559770
820,3068,2560240,6212,2560240
820,3068,2561240,6212,2561240
821,3076,2561710,6212,2561710
821,3076,2562710,6212,2562710
821,3076,2563710,6212,2563710
821,3076,2563710,6212,2563710
821,3076,2564710,6212,2564710
821,3076,2565710,6212,2565710
821,3076,2566710,6212,2566710
821,3076,2567710,6212,2567710
821,3076,2567710,6212,2567710
821,3076,2568710,6212,2568710
821,3076,2568710,6212,2568710
821,3076,2568870,6212,2568870
822,3084,2569680,6212,2569680
822,3084,2570680,6212,2570680
822,3084,2570680,6212,2570680
822,3084,2571000,6212,2571000
822,3084,2571000,6212,2571000
822,3084,2571470,6212,2571470
822,3084,2571790,6212,2571790
822,3084,2572790,6212,2572790
822,3084,2573790,6212,2573790
822,3084,2573790,6212,2573790
822,3084,2574600,6212,2574600
823,3092,2574920,6212,2574920
824,3100,2575920,6212,2575920
824,3100,2576920,6212,2576920
824,3100,2577920,6212,2577920
824,3100,2577920,6212,2577920
824,3100,2578390,6212,2578390
824,3100,2579390,6212,2579390
824,3100,2580040,6212,2580040
824,3100,2580040,6212,2580040
824,3100,2580040,6212,2580040
824,3100,2580040,6212,2580040
824,3100,2581040,6212,2581040
824,3100,2581040,6212,2581040
824,3100,2581040,6212,2581040
825,3108,2582040,6212,2582040
825,3108,2583040,6212,2583040
825,3108,2584040,6212,2584040
825,3108,2584360,6212,2584360
825,3108,2584830,6212,2584830
825,3108,2585830,6212,2585830
825,3108,2586830,6212,2586830
825,3108,2587300,6212,2587300
825,3108,2587300,6212,2587300
825,3108,2588110,6212,2588110
826,3116,2589110,6212,2589110
826,3116,2589110,6212,2589110
826,3116,2589920,6212,2589920
826,3116,2590920,6212,2590920
826,3116,2590920,6212,2590920
826,3116,2590920,6212,2590920
826,3116,2591730,6212,2591730
826,3116,2592540,6212,2592540
826,3116,2593540,6212,2593540
826,3116,2594010,6212,2594010
826,3116,2595010,6212,2595010
826,3116,2596010,6212,2596010
826,3116,2596240,6212,2596240
826,3116,2596470,6212,2596470
826,3116,2597470,6212,2597470
826,3116,2597470,6212,2597470
827,3124,2598470,6212,2598470
827,3124,2599470,6212,2599470
827,3124,2599940,6212,2599940
827,3124,2600750,6212,2600750
827,3124,2601750,6212,2601750
827,3124,2602750,6212,2602750
827,3124,2603750,6212,2603750
827,3124,2604210,6212,2604210
827,3124,2604210,6212,2604210
827,3124,2605210,6212,2605210
828,3132,2606210,6212,2606210
828,3132,2606210,6212,2606210
828,3132,2607020,6212,2607020
828,3132,2607020,6212,2607020
828,3132,2607020,6212,2607020
828,3132,2608020,6212,2608020
828,3132,2608020,6212,2608020
828,3132,2608020,6212,2608020
829,3140,2608480,6212,2608480
829,3140,2609480,6212,2609480
829,3140,2610480,6212,2610480
829,3140,2610480,6212,2610480
829,3140,2612480,6212,2612480
829,3140,2612710,6212,2612710
829,3140,2612710,6212,2612710
829,3140,2613710,6212,2613710
829,3140,2613710,6212,2613710
829,3140,2614520,6212,2614520
829,3140,2614520,6212,2614520
829,3140,2615520,6212,2615520
829,3140,2615520,6212,2615520
829,3140,2615520,6212,2615520
829,3140,2616520,6212,2616520
829,3140,2617170,6212,2617170
829,3140,2617170,6212,2617170
829,3140,2617980,6212,2617980
829,3140,2618980,6212,2618980
829,3140,2619440,6212,2619440
829,3140,2619440,6212,2619440
829,3140,2619910,6212,2619910
829,3140,2620380,6212,2620380
829,3140,2621190,6212,2621190
829,3140,2621510,6212,2621510
830,3148,2622510,6212,2622510
830,3148,2623510,6212,2623510
830,3148,2624320,6212,2624320
830,3148,2624320,6212,2624320
830,3148,2624790,6212,2624790
830,3148,2625790,6212,2625790
830,3148,2626790,6212,2626790
830,3148,2627440,6212,2627440
830,3148,2628440,6212,2628440
831,3156,2629440,6212,2629440
831,3156,2630440,6212,2630440
831,3156,2630440,6212,2630440
831,3156,2631440,6212,2631440
831,3156,2632440,6212,2632440
831,3156,2633440,6212,2633440
831,3156,2634440,6212,2634440
831,3156,2635440,6212,2635440
831,3156,2636440,6212,2636440
831,3156,2636440,6212,2636440
832,3164,2637250,6212,2637250
832,3164,2637710,6212,2637710
832,3164,2639710,6212,2639710
832,3164,2639710,6212,2639710
832,3164,2640030,6212,2640030
832,3164,2641030,6212,2641030
832,3164,2641680,6212,2641680
832,3164,2642490,6212,2642490
832,3164,2643490,6212,2643490
832,3164,2644300,6212,2644300
833,3172,2645110,6212,2645110
833,3172,2645110,6212,2645110
833,3172,2645110,6212,2645110
833,3172,2646110,6212,2646110
833,3172,2647110,6212,2647110
833,3172,2647920,6212,2647920
833,3172,2648390,6212,2648390
833,3172,2649200,6212,2649200
833,3172,2650010,6212,2650010
833,3172,2651010,6212,2651010
834,3180,2651820,6212,2651820
834,3180,2652280,6212,2652280
834,3180,2652280,6212,2652280
834,3180,2652280,6212,2652280
834,3180,2652280,6212,2652280
834,3180,2652600,6212,2652600
834,3180,2653600,6212,2653600
834,3180,2653600,6212,2653600
834,3180,2654070,6212,2654070
834,3180,2655070,6212,2655070
834,3180,2655540,6212,2655540
834,3180,2655540,6212,2655540
834,3180,2656010,6212,2656010
835,3188,2664010,6212,2664010
835,3188,2664820,6212,2664820
835,3188,2665140,6212,2665140
835,3188,2666140,6212,2666140
835,3188,2666140,6212,2666140
836,3196,2667140,6212,2667140
836,3196,2667950,6212,2667950
836,3196,2668950,6212,2668950
836,3196,2668950,6212,2668950
836,3196,2669760,6212,2669760
836,3196,2669760,6212,2669760
836,3196,2670410,6212,2670410
836,3196,2671220,6212,2671220
836,3196,2672030,6212,2672030
836,3196,2672030,6212,2672030
836,3196,2673030,6212,2673030
836,3196,2673030,6212,2673030
836,3196,2673030,6212,2673030
836,3196,2673140,6212,2673140
836,3196,2673690,6212,2673690
837,3204,2674690,6212,2674690
837,3204,2675690,6212,2675690
837,3204,2675690,6212,2675690
837,3204,2676690,6212,2676690
837,3204,2676690,6212,2676690
837,3204,2676920,6212,2676920
838,3212,2684920,6212,2684920
838,3212,2685920,6212,2685920
838,3212,2686920,6212,2686920
838,3212,2687920,6212,2687920
838,3212,2688150,6212,2688150
838,3212,2689150,6212,2689150
839,3220,2690150,6212,2690150
839,3220,2690150,6212,2690150
839,3220,2690150,6212,2690150
839,3220,2690150,6212,2690150
839,3220,2690620,6212,2690620
839,3220,2691620,6212,2691620
839,3220,2692620,6212,2692620
839,3220,2693620,6212,2693620
839,3220,2693620,6212,2693620
840,3228,2694620,6212,2694620
840,3228,2695620,6212,2695620
840,3228,2696620,6212,2696620
840,3228,2697620,6212,2697620
840,3228,2698620,6212,2698620
840,3228,2699620,6212,2699620
840,3228,2700620,6212,2700620
841,3236,2701620,6212,2701620
841,3236,2702620,6212,2702620
841,3236,2702780,6212,2702780
841,3236,2703250,6212,2703250
841,3236,2703250,6212,2703250
841,3236,2704250,6212,2704250
841,3236,2705250,6212,2705250
841,3236,2706250,6212,2706250
841,3236,2706840,6212,2706840
841,3236,2707840,6212,2707840
841,3236,2708210,6212,2708210
841,3236,2708210,6212,2708210
842,3244,2709210,6212,2709210
842,3244,2710210,6212,2710210
842,3244,2711210,6212,2711210
842,3244,2711860,6212,2711860
842,3244,2712860,6212,2712860
842,3244,2713860,6212,2713860
842,3244,2714090,6212,2714090
842,3244,2714410,6212,2714410
842,3244,2714410,6212,2714410
842,3244,2715410,6212,2715410
843,3252,2716410,6212,2716410
843,3252,2716410,6212,2716410
843,3252,2716410,6212,2716410
843,3252,2716960,6212,2716960
843,3252,2717960,6212,2717960
843,3252,2718770,6212,2718770
843,3252,2719770,6212,2719770
843,3252,2720420,6212,2720420
843,3252,2721420,6212,2721420
843,3252,2722420,6212,2722420
844,3260,2723230,6212,2723230
844,3260,2723700,6212,2723700
844,3260,2723700,6212,2723700
844,3260,2724170,6212,2724170
844,3260,2725170,6212,2725170
844,3260,2726170,6212,2726170
844,3260,2726330,6212,2726330
844,3260,2727330,6212,2727330
844,3260,2728330,6212,2728330
844,3260,2728330,6212,2728330
844,3260,2729330,6212,2729330
844,3260,2730330,6212,2730330
844,3260,2730490,6212,2730490
845,3268,2731300,6212,2731300
845,3268,2732300,6212,2732300
845,3268,2733300,6212,2733300
845,3268,2734300,6212,2734300
845,3268,2735300,6212,2735300
845,3268,2736110,6212,2736110
845,3268,2736580,6212,2736580
845,3268,2737580,6212,2737580
845,3268,2738050,6212,2738050
845,3268,2738050,6212,2738050
846,3276,2738520,6212,2738520
846,3276,2739520,6212,2739520
846,3276,2740520,6212,2740520
846,3276,2740750,6212,2740750
846,3276,2740750,6212,2740750
846,3276,2741750,6212,2741750
846,3276,2742750,6212,2742750
846,3276,2743210,6212,2743210
846,3276,2743210,6212,2743210
846,3276,2743210,6212,2743210
847,3284,2744210,6212,2744210
847,3284,2745210,6212,2745210
847,3284,2746210,6212,2746210
847,3284,2747020,6212,2747020
847,3284,2747480,6212,2747480
847,3284,2747480,6212,2747480
847,3284,2748480,6212,2748480
847,3284,2749480,6212,2749480
847,3284,2750480,6212,2750480
847,3284,2750800,6212,2750800
847,3284,2750800,6212,2750800
848,3292,2751800,6212,2751800
848,3292,2752120,6212,2752120
848,3292,2752670,6212,2752670
848,3292,2753220,6212,2753220
848,3292,2753220,6212,2753220
848,3292,2753220,6212,2753220
848,3292,2753380,6212,2753380
848,3292,2753750,6212,2753750
848,3292,2754750,6212,2754750
848,3292,2755750,6212,2755750
848,3292,2755750,6212,2755750
848,3292,2756070,6212,2756070
848,3292,2756070,6212,2756070
848,3292,2756880,6212,2756880
848,3292,2757350,6212,2757350
849,3300,2758350,6212,2758350
849,3300,2759000,6212,2759000
849,3300,2759000,6212,2759000
849,3300,2760000,6212,2760000
849,3300,2760470,6212,2760470
849,3300,2760940,6212,2760940
849,3300,2761940,6212,2761940
850,3308,2762410,6212,2762410
850,3308,2763220,6212,2763220
850,3308,2764220,6212,2764220
850,3308,2765220,6212,2765220
850,3308,2766220,6212,2766220
850,3308,2767220,6212,2767220
850,3308,2767220,6212,2767220
850,3308,2768220,6212,2768220
850,3308,2769220,6212,2769220
850,3308,2770030,6212,2770030
850,3308,2770030,6212,2770030
850,3308,2770030,6212,2770030
851,3316,2771030,6212,2771030
851,3316,2771030,6212,2771030
851,3316,2772030,6212,2772030
851,3316,2772030,6212,2772030
851,3316,2773030,6212,2773030
851,3316,2774030,6212,2774030
851,3316,2774030,6212,2774030
851,3316,2775030,6212,2775030
852,3324,2775260,6212,2775260
853,3332,2776260,6212,2776260
853,3332,2776260,6212,2776260
853,3332,2777260,6212,2777260
853,3332,2778260,6212,2778260
853,3332,2778260,6212,2778260
853,3332,2778260,6212,2778260
853,3332,2778720,6212,2778720
853,3332,2779720,6212,2779720
853,3332,2780530,6212,2780530
853,3332,2780990,6212,2780990
853,3332,2780990,6212,2780990
853,3332,2781800,6212,2781800
853,3332,2781800,6212,2781800
854,3340,2782800,6212,2782800
854,3340,2783800,6212,2783800
854,3340,2784610,6212,2784610
854,3340,2785070,6212,2785070
854,3340,2785880,6212,2785880
854,3340,2786880,6212,2786880
854,3340,2787880,6212,2787880
854,3340,2788690,6212,2788690
854,3340,2789500,6212,2789500
854,3340,2789960,6212,2789960
854,3340,2789960,6212,2789960
855,3348,2790430,6212,2790430
855,3348,2791430,6212,2791430
855,3348,2792240,6212,2792240
855,3348,2793240,6212,2793240
855,3348,2794050,6212,2794050
855,3348,2794050,6212,2794050
855,3348,2795050,6212,2795050
855,3348,2795050,6212,2795050
855,3348,2795520,6212,2795520
856,3356,2795990,6212,2795990
856,3356,2796800,6212,2796800
856,3356,2796800,6212,2796800
856,3356,2797270,6212,2797270
856,3356,2798080,6212,2798080
856,3356,2799080,6212,2799080
856,3356,2800080,6212,2800080
856,3356,2800240,6212,2800240
856,3356,2800710,6212,2800710
856,3356,2801710,6212,2801710
856,3356,2802520,6212,2802520
856,3356,2802520,6212,2802520
856,3356,2802520,6212,2802520
856,3356,2802990,6212,2802990
856,3356,2803800,6212,2803800
856,3356,2804800,6212,2804800
856,3356,2805610,6212,2805610
856,3356,2805610,6212,2805610
856,3356,2805830,6212,2805830
856,3356,2806830,6212,2806830
856,3356,2806830,6212,2806830
856,3356,2806830,6212,2806830
856,3356,2807830,6212,2807830
856,3356,2807830,6212,2807830
856,3356,2807830,6212,2807830
856,3356,2808640,6212,2808640
856,3356,2809640,6212,2809640
856,3356,2809640,6212,2809640
856,3356,2809800,6212,2809800
857,3364,2810800,6212,2810800
857,3364,2811800,6212,2811800
857,3364,2812270,6212,2812270
857,3364,2813270,6212,2813270
857,3364,2814270,6212,2814270
857,3364,2815270,6212,2815270
857,3364,2815270,6212,2815270
857,3364,2815270,6212,2815270
857,3364,2815270,6212,2815270
857,3364,2815270,6212,2815270
857,3364,2815270,6212,2815270
858,3372,2816270,6212,2816270
858,3372,2817080,6212,2817080
858,3372,2817080,6212,2817080
858,3372,2817080,6212,2817080
858,3372,2818080,6212,2818080
858,3372,2819080,6212,2819080
858,3372,2820080,6212,2820080
858,3372,2820890,6212,2820890
858,3372,2821360,6212,2821360
858,3372,2821360,6212,2821360
858,3372,2822360,6212,2822360
858,3372,2823360,6212,2823360
858,3372,2824360,6212,2824360
859,3380,2824830,6212,2824830
859,3380,2824830,6212,2824830
859,3380,2825300,6212,2825300
859,3380,2826300,6212,2826300
859,3380,2827300,6212,2827300
859,3380,2828300,6212,2828300
859,3380,2828620,6212,2828620
859,3380,2828620,6212,2828620
859,3380,2828620,6212,2828620
860,3388,2829620,6212,2829620
860,3388,2830430,6212,2830430
860,3388,2831430,6212,2831430
860,3388,2831430,6212,2831430
860,3388,2832430,6212,2832430
860,3388,2832900,6212,2832900
860,3388,2833900,6212,2833900
860,3388,2834710,6212,2834710
860,3388,2835180,6212,2835180
860,3388,2835730,6212,2835730
861,3396,2836730,6212,2836730
861,3396,2837730,6212,2837730
861,3396,2838730,6212,2838730
861,3396,2838730,6212,2838730
861,3396,2839200,6212,2839200
861,3396,2840010,6212,2840010
861,3396,2841010,6212,2841010
861,3396,2842010,6212,2842010
861,3396,2842330,6212,2842330
861,3396,2842330,6212,2842330
861,3396,2842330,6212,2842330
862,3404,2843330,6212,2843330
862,3404,2843920,6212,2843920
862,3404,2844920,6212,2844920
862,3404,2845570,6212,2845570
862,3404,2845680,6212,2845680
862,3404,2846680,6212,2846680
862,3404,2847680,6212,2847680
862,3404,2848150,6212,2848150
862,3404,2849150,6212,2849150
863,3412,2850150,6212,2850150
863,3412,2850620,6212,2850620
863,3412,2851620,6212,2851620
863,3412,2852620,6212,2852620
863,3412,2853430,6212,2853430
863,3412,2854080,6212,2854080
863,3412,2855080,6212,2855080
863,3412,2856080,6212,2856080
863,3412,2857080,6212,2857080
863,3412,2857080,6212,2857080
864,3420,2858080,6212,2858080
864,3420,2859080,6212,2859080
864,3420,2859080,6212,2859080
864,3420,2859080,6212,2859080
864,3420,2860080,6212,2860080
864,3420,2860300,6212,2860300
864,3420,2861300,6212,2861300
864,3420,2862300,6212,2862300
864,3420,2862300,6212,2862300
864,3420,2862950,6212,2862950
864,3420,2862950,6212,2862950
865,3428,2863950,6212,2863950
865,3428,2863950,6212,2863950
865,3428,2864950,6212,2864950
865,3428,2865420,6212,2865420
865,3428,2865890,6212,2865890
865,3428,2865890,6212,2865890
865,3428,2865890,6212,2865890
865,3428,2866890,6212,2866890
865,3428,2867890,6212,2867890
865,3428,2868890,6212,2868890
865,3428,2869890,6212,2869890
865,3428,2870050,6212,2870050
865,3428,2870860,6212,2870860
865,3428,2870860,6212,2870860
865,3428,2871670,6212,2871670
866,3436,2872220,6212,2872220
866,3436,2873030,6212,2873030
866,3436,2873840,6212,2873840
866,3436,2874840,6212,2874840
866,3436,2875070,6212,2875070
866,3436,2875070,6212,2875070
866,3436,2876070,6212,2876070
866,3436,2877070,6212,2877070
866,3436,2877540,6212,2877540
867,3444,2878540,6212,2878540
867,3444,2878540,6212,2878540
867,3444,2879540,6212,2879540
867,3444,2880540,6212,2880540
867,3444,2881350,6212,2881350
867,3444,2882350,6212,2882350
867,3444,2882900,6212,2882900
867,3444,2882900,6212,2882900
867,3444,2883370,6212,2883370
867,3444,2884180,6212,2884180
867,3444,2884730,6212,2884730
867,3444,2884730,6212,2884730
868,3452,2885380,6212,2885380
868,3452,2886380,6212,2886380
868,3452,2887380,6212,2887380
868,3452,2887380,6212,2887380
868,3452,2888190,6212,2888190
868,3452,2889000,6212,2889000
868,3452,2889000,6212,2889000
868,3452,2890000,6212,2890000
868,3452,2891000,6212,2891000
868,3452,2891550,6212,2891550
869,3460,2892550,6212,2892550
869,3460,2892550,6212,2892550
869,3460,2893360,6212,2893360
869,3460,2894360,6212,2894360
869,3460,2895170,6212,2895170
869,3460,2895640,6212,2895640
869,3460,2896640,6212,2896640
869,3460,2896640,6212,2896640
869,3460,2897450,6212,2897450
869,3460,2897450,6212,2897450
869,3460,2897930,6212,2897930
869,3460,2898930,6212,2898930
870,3468,2899930,6212,2899930
870,3468,2900930,6212,2900930
870,3468,2901930,6212,2901930
870,3468,2901930,6212,2901930
870,3468,2902930,6212,2902930
870,3468,2902930,6212,2902930
870,3468,2903930,6212,2903930
870,3468,2904400,6212,2904400
871,3476,2905400,6212,2905400
871,3476,2905870,6212,2905870
871,3476,2906870,6212,2906870
871,3476,2907870,6212,2907870
871,3476,2908870,6212,2908870
871,3476,2908870,6212,2908870
871,3476,2909460,6212,2909460
871,3476,2909920,6212,2909920
871,3476,2909920,6212,2909920
871,3476,2910140,6212,2910140
871,3476,2910950,6212,2910950
872,3484,2911420,6212,2911420
872,3484,2912420,6212,2912420
872,3484,2912420,6212,2912420
872,3484,2913420,6212,2913420
872,3484,2914420,6212,2914420
872,3484,2915070,6212,2915070
872,3484,2916070,6212,2916070
872,3484,2916540,6212,2916540
872,3484,2917540,6212,2917540
873,3492,2918540,6212,2918540
873,3492,2919540,6212,2919540
873,3492,2919540,6212,2919540
873,3492,2920540,6212,2920540
873,3492,2921190,6212,2921190
873,3492,2921190,6212,2921190
873,3492,2922000,6212,2922000
873,3492,2923000,6212,2923000
873,3492,2923230,6212,2923230
874,3500,2924230,6212,2924230
874,3500,2924230,6212,2924230
874,3500,2924230,6212,2924230
874,3500,2924550,6212,2924550
874,3500,2925550,6212,2925550
874,3500,2925550,6212,2925550
874,3500,2925550,6212,2925550
874,3500,2925550,6212,2925550
874,3500,2926360,6212,2926360
874,3500,2927360,6212,2927360
874,3500,2928360,6212,2928360
874,3500,2928830,6212,2928830
874,3500,2928830,6212,2928830
874,3500,2928830,6212,2928830
874,3500,2928830,6212,2928830
874,3500,2928830,6212,2928830
875,3508,2929830,6212,2929830
875,3508,2929970,6212,2929970
875,3508,2930970,6212,2930970
875,3508,2931780,6212,2931780
875,3508,2932780,6212,2932780
875,3508,2933590,6212,2933590
875,3508,2934400,6212,2934400
875,3508,2935400,6212,2935400
875,3508,2935400,6212,2935400
875,3508,2935400,6212,2935400
875,3508,2935630,6212,2935630
875,3508,2935790,6212,2935790
875,3508,2935790,6212,2935790
875,3508,2936110,6212,2936110
875,3508,2936110,6212,2936110
875,3508,2936270,6212,2936270
875,3508,2937270,6212,2937270
876,3516,2938080,6212,2938080
876,3516,2939080,6212,2939080
876,3516,2939080,6212,2939080
876,3516,2940080,6212,2940080
876,3516,2940080,6212,2940080
876,3516,2940890,6212,2940890
