ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
1129,5540,4619160,6212,4619160
1129,5540,4619630,6212,4619630
1129,5540,4619950,6212,4619950
1129,5540,4620950,6212,4620950
1129,5540,4621950,6212,4621950
1130,5548,4622950,6212,4622950
1130,5548,4623600,6212,4623600
1130,5548,4624070,6212,4624070
1130,5548,4625070,6212,4625070
1130,5548,4625230,6212,4625230
1130,5548,4625880,6212,4625880
1130,5548,4626880,6212,4626880
1130,5548,4626880,6212,4626880
1130,5548,4627880,6212,4627880
1130,5548,4627880,6212,4627880
1130,5548,4627880,6212,4627880
1130,5548,4627880,6212,4627880
1131,5556,4628530,6212,4628530
1131,5556,4629340,6212,4629340
1131,5556,4629340,6212,4629340
1131,5556,4630340,6212,4630340
1131,5556,4630340,6212,4630340
1131,5556,4630340,6212,4630340
1131,5556,4630800,6212,4630800
1131,5556,4631610,6212,4631610
1131,5556,4632610,6212,4632610
1131,5556,4633070,6212,4633070
1131,5556,4634070,6212,4634070
1131,5556,4635070,6212,4635070
1131,5556,4636070,6212,4636070
1132,5564,4637070,6212,4637070
1132,5564,4637230,6212,4637230
1132,5564,4638230,6212,4638230
1132,5564,4638600,6212,4638600
1132,5564,4639600,6212,4639600
1132,5564,4640600,6212,4640600
1132,5564,4641070,6212,4641070
1132,5564,4642070,6212,4642070
1132,5564,4643070,6212,4643070
1132,5564,4643070,6212,4643070
1132,5564,4644070,6212,4644070
1133,5572,4645070,6212,4645070
1133,5572,4645540,6212,4645540
1133,5572,4646540,6212,4646540
1133,5572,4647540,6212,4647540
1133,5572,4651540,6212,4651540
1133,5572,4651860,6212,4651860
1134,5580,4652860,6212,4652860
1134,5580,4653180,6212,4653180
1134,5580,4653650,6212,4653650
1134,5580,4654460,6212,4654460
1134,5580,4655460,6212,4655460
1134,5580,4656460,6212,4656460
1134,5580,4656460,6212,4656460
1134,5580,4657460,6212,4657460
1134,5580,4658460,6212,4658460
1134,5580,4658930,6212,4658930
1135,5588,4659930,6212,4659930
1135,5588,4659930,6212,4659930
1135,5588,4660580,6212,4660580
1135,5588,4660580,6212,4660580
1135,5588,4661390,6212,4661390
1135,5588,4662390,6212,4662390
1135,5588,4663390,6212,4663390
1135,5588,4663390,6212,4663390
1135,5588,4663710,6212,4663710
1135,5588,4664710,6212,4664710
1135,5588,4664710,6212,4664710
1135,5588,4665710,6212,4665710
1135,5588,4666710,6212,4666710
1136,5596,4667520,6212,4667520
1136,5596,4668330,6212,4668330
1136,5596,4669330,6212,4669330
1136,5596,4670330,6212,4670330
1136,5596,4671140,6212,4671140
1136,5596,4671140,6212,4671140
1136,5596,4671610,6212,4671610
1136,5596,4672610,6212,4672610
1136,5596,4673610,6212,4673610
1136,5596,4673610,6212,4673610
1137,5604,4674610,6212,4674610
1138,5612,4682610,6212,4682610
1138,5612,4683610,6212,4683610
1138,5612,4684610,6212,4684610
1138,5612,4684610,6212,4684610
1138,5612,4685610,6212,4685610
1138,5612,4686420,6212,4686420
1138,5612,4687420,6212,4687420
1138,5612,4687650,6212,4687650
1138,5612,4687650,6212,4687650
1138,5612,4687650,6212,4687650
1138,5612,4688650,6212,4688650
1139,5620,4689120,6212,4689120
1139,5620,4689120,6212,4689120
1139,5620,4690120,6212,4690120
1139,5620,4691120,6212,4691120
1139,5620,4691120,6212,4691120
1139,5620,4692120,6212,4692120
1139,5620,4693120,6212,4693120
1139,5620,4694120,6212,4694120
1139,5620,4695120,6212,4695120
1139,5620,4695120,6212,4695120
1139,5620,4695120,6212,4695120
1139,5620,4696120,6212,4696120
1139,5620,4696120,6212,4696120
1140,5628,4696590,6212,4696590
1140,5628,4697590,6212,4697590
1140,5628,4698590,6212,4698590
1140,5628,4699060,6212,4699060
1140,5628,4700060,6212,4700060
1140,5628,4701060,6212,4701060
1140,5628,4701540,6212,4701540
1140,5628,4702350,6212,4702350
1140,5628,4703160,6212,4703160
1141,5636,4703810,6212,4703810
1141,5636,4704810,6212,4704810
1141,5636,4705810,6212,4705810
1141,5636,4705810,6212,4705810
1141,5636,4706810,6212,4706810
1141,5636,4707460,6212,4707460
1141,5636,4708460,6212,4708460
1142,5644,4709460,6212,4709460
1142,5644,4710460,6212,4710460
1142,5644,4710460,6212,4710460
1142,5644,4711270,6212,4711270
1142,5644,4711740,6212,4711740
1142,5644,4712740,6212,4712740
1142,5644,4713210,6212,4713210
1142,5644,4714210,6212,4714210
1142,5644,4715210,6212,4715210
1142,5644,4716210,6212,4716210
1143,5652,4717210,6212,4717210
1143,5652,4717210,6212,4717210
1143,5652,4717210,6212,4717210
1143,5652,4718210,6212,4718210
1143,5652,4719020,6212,4719020
1143,5652,4720020,6212,4720020
1143,5652,4720610,6212,4720610
1143,5652,4721420,6212,4721420
1143,5652,4722420,6212,4722420
1143,5652,4723420,6212,4723420
1144,5660,4724420,6212,4724420
1144,5660,4725420,6212,4725420
1144,5660,4726420,6212,4726420
1144,5660,4727420,6212,4727420
1144,5660,4728230,6212,4728230
1144,5660,4729230,6212,4729230
1144,5660,4730230,6212,4730230
1144,5660,4731230,6212,4731230
1144,5660,4731700,6212,4731700
1144,5660,4731700,6212,4731700
1145,5668,4732700,6212,4732700
1145,5668,4733700,6212,4733700
1145,5668,4734250,6212,4734250
1145,5668,4735250,6212,4735250
1145,5668,4735570,6212,4735570
1145,5668,4735570,6212,4735570
1145,5668,4736030,6212,4736030
1145,5668,4736500,6212,4736500
1145,5668,4737500,6212,4737500
1145,5668,4738500,6212,4738500
1145,5668,4738960,6212,4738960
1146,5676,4739960,6212,4739960
1146,5676,4739960,6212,4739960
1146,5676,4739960,6212,4739960
1146,5676,4740770,6212,4740770
1146,5676,4741770,6212,4741770
1146,5676,4742770,6212,4742770
1146,5676,4743770,6212,4743770
1146,5676,4744770,6212,4744770
1146,5676,4745360,6212,4745360
1146,5676,4746360,6212,4746360
1147,5684,4747360,6212,4747360
1148,5692,4748360,6212,4748360
1148,5692,4748590,6212,4748590
1148,5692,4748590,6212,4748590
1148,5692,4748590,6212,4748590
1148,5692,4749590,6212,4749590
1148,5692,4750590,6212,4750590
1148,5692,4751590,6212,4751590
1148,5692,4752140,6212,4752140
1148,5692,4753140,6212,4753140
1148,5692,4754140,6212,4754140
1148,5692,4754790,6212,4754790
1148,5692,4755260,6212,4755260
1148,5692,4756070,6212,4756070
1149,5700,4757070,6212,4757070
1149,5700,4757540,6212,4757540
1149,5700,4757540,6212,4757540
1149,5700,4758540,6212,4758540
1149,5700,4758540,6212,4758540
1149,5700,4759540,6212,4759540
1149,5700,4760130,6212,4760130
1149,5700,4760290,6212,4760290
1149,5700,4761290,6212,4761290
1149,5700,4761940,6212,4761940
1149,5700,4762940,6212,4762940
1149,5700,4763410,6212,4763410
1149,5700,4763410,6212,4763410
1149,5700,4763640,6212,4763640
1149,5700,4763870,6212,4763870
1150,5708,4764870,6212,4764870
1150,5708,4765870,6212,4765870
1150,5708,4766870,6212,4766870
1150,5708,4767680,6212,4767680
1150,5708,4768680,6212,4768680
1150,5708,4769680,6212,4769680
1150,5708,4770000,6212,4770000
1150,5708,4771000,6212,4771000
1150,5708,4771470,6212,4771470
1150,5708,4771940,6212,4771940
1150,5708,4771940,6212,4771940
1150,5708,4771940,6212,4771940
1151,5716,4772750,6212,4772750
1151,5716,4773560,6212,4773560
1151,5716,4774370,6212,4774370
1151,5716,4775370,6212,4775370
1151,5716,4776370,6212,4776370
1151,5716,4776370,6212,4776370
1151,5716,4776590,6212,4776590
1151,5716,4777590,6212,4777590
1151,5716,4777590,6212,4777590
1151,5716,4778590,6212,4778590
1151,5716,4779400,6212,4779400
1151,5716,4779400,6212,4779400
1152,5724,4780400,6212,4780400
1152,5724,4780720,6212,4780720
1152,5724,4781530,6212,4781530
1152,5724,4782000,6212,4782000
1152,5724,4783000,6212,4783000
1152,5724,4784000,6212,4784000
1152,5724,4785000,6212,4785000
1152,5724,4785810,6212,4785810
1152,5724,4785810,6212,4785810
1152,5724,4786620,6212,4786620
1153,5732,4787620,6212,4787620
1153,5732,4788620,6212,4788620
1153,5732,4788620,6212,4788620
1153,5732,4789090,6212,4789090
1153,5732,4790090,6212,4790090
1153,5732,4791090,6212,4791090
1153,5732,4792090,6212,4792090
1153,5732,4792090,6212,4792090
1153,5732,4792320,6212,4792320
1153,5732,4792320,6212,4792320
1153,5732,4793320,6212,4793320
1153,5732,4794320,6212,4794320
1154,5740,4795320,6212,4795320
1154,5740,4795790,6212,4795790
1154,5740,4796790,6212,4796790
1154,5740,4797260,6212,4797260
1154,5740,4797260,6212,4797260
1154,5740,4798260,6212,4798260
1154,5740,4798260,6212,4798260
1154,5740,4799070,6212,4799070
1154,5740,4799300,6212,4799300
1154,5740,4799300,6212,4799300
1154,5740,4800300,6212,4800300
1155,5748,4802300,6212,4802300
1155,5748,4803300,6212,4803300
1155,5748,4804110,6212,4804110
1155,5748,4805110,6212,4805110
1155,5748,4806110,6212,4806110
1155,5748,4806110,6212,4806110
1155,5748,4806580,6212,4806580
1155,5748,4807580,6212,4807580
1155,5748,4808580,6212,4808580
1156,5756,4809580,6212,4809580
1156,5756,4810050,6212,4810050
1156,5756,4811050,6212,4811050
1156,5756,4811210,6212,4811210
1156,5756,4811580,6212,4811580
1156,5756,4811900,6212,4811900
1156,5756,4811900,6212,4811900
1156,5756,4812900,6212,4812900
1156,5756,4813370,6212,4813370
1156,5756,4813370,6212,4813370
1157,5764,4814370,6212,4814370
1157,5764,4815370,6212,4815370
1157,5764,4816370,6212,4816370
1157,5764,4817370,6212,4817370
1157,5764,4817530,6212,4817530
1157,5764,4817530,6212,4817530
1157,5764,4818180,6212,4818180
1158,5772,4819180,6212,4819180
1158,5772,4819180,6212,4819180
1158,5772,4819640,6212,4819640
1158,5772,4820230,6212,4820230
1158,5772,4820700,6212,4820700
1158,5772,4820700,6212,4820700
1158,5772,4821700,6212,4821700
1158,5772,4822510,6212,4822510
1158,5772,4822980,6212,4822980
1158,5772,4823450,6212,4823450
1159,5780,4824450,6212,4824450
1159,5780,4824450,6212,4824450
1159,5780,4825450,6212,4825450
1159,5780,4826450,6212,4826450
1159,5780,4827450,6212,4827450
1159,5780,4828450,6212,4828450
1159,5780,4829450,6212,4829450
1159,5780,4830450,6212,4830450
1159,5780,4830450,6212,4830450
1159,5780,4831450,6212,4831450
1160,5788,4831920,6212,4831920
1160,5788,4832570,6212,4832570
1160,5788,4833570,6212,4833570
1160,5788,4834570,6212,4834570
1160,5788,4835570,6212,4835570
1160,5788,4835800,6212,4835800
1160,5788,4836800,6212,4836800
1161,5796,4837800,6212,4837800
1161,5796,4838120,6212,4838120
1161,5796,4838120,6212,4838120
1161,5796,4838440,6212,4838440
1161,5796,4838440,6212,4838440
1161,5796,4839250,6212,4839250
1161,5796,4839690,6212,4839690
1161,5796,4839690,6212,4839690
1161,5796,4840690,6212,4840690
1161,5796,4840690,6212,4840690
1161,5796,4841690,6212,4841690
1161,5796,4842690,6212,4842690
1161,5796,4843500,6212,4843500
1161,5796,4843500,6212,4843500
1161,5796,4843500,6212,4843500
1161,5796,4844310,6212,4844310
1162,5804,4845310,6212,4845310
1162,5804,4846120,6212,4846120
1162,5804,4847120,6212,4847120
1162,5804,4847120,6212,4847120
1162,5804,4848120,6212,4848120
1162,5804,4849120,6212,4849120
1162,5804,4849390,6212,4849390
1162,5804,4849620,6212,4849620
1162,5804,4849620,6212,4849620
1163,5812,4850620,6212,4850620
1163,5812,4851620,6212,4851620
1163,5812,4852090,6212,4852090
1163,5812,4853090,6212,4853090
1163,5812,4853090,6212,4853090
1163,5812,4854090,6212,4854090
1163,5812,4855090,6212,4855090
1163,5812,4855900,6212,4855900
1163,5812,4856900,6212,4856900
1163,5812,4857900,6212,4857900
1164,5820,4858710,6212,4858710
1164,5820,4858940,6212,4858940
1164,5820,4859590,6212,4859590
1164,5820,4860590,6212,4860590
1164,5820,4860590,6212,4860590
1164,5820,4861590,6212,4861590
1164,5820,4861590,6212,4861590
1164,5820,4862590,6212,4862590
1164,5820,4863590,6212,4863590
1164,5820,4864590,6212,4864590
1164,5820,4864590,6212,4864590
1164,5820,4864590,6212,4864590
1165,5828,4865590,6212,4865590
1165,5828,4866590,6212,4866590
1165,5828,4866750,6212,4866750
1165,5828,4867220,6212,4867220
1165,5828,4868220,6212,4868220
1165,5828,4869030,6212,4869030
1165,5828,4869680,6212,4869680
1165,5828,4869680,6212,4869680
1165,5828,4870680,6212,4870680
1165,5828,4871490,6212,4871490
1166,5836,4872490,6212,4872490
1166,5836,4873140,6212,4873140
1166,5836,4874140,6212,4874140
1166,5836,4874370,6212,4874370
1166,5836,4874830,6212,4874830
1166,5836,4875300,6212,4875300
1166,5836,4876300,6212,4876300
1166,5836,4876300,6212,4876300
1166,5836,4877300,6212,4877300
1166,5836,4878300,6212,4878300
1166,5836,4878300,6212,4878300
1166,5836,4879300,6212,4879300
1166,5836,4879520,6212,4879520
1167,5844,4880520,6212,4880520
1167,5844,4880520,6212,4880520
1167,5844,4880840,6212,4880840
1167,5844,4880840,6212,4880840
1167,5844,4881650,6212,4881650
1167,5844,4882460,6212,4882460
1167,5844,4882920,6212,4882920
1167,5844,4882920,6212,4882920
1167,5844,4882920,6212,4882920
1167,5844,4882920,6212,4882920
1167,5844,4883570,6212,4883570
1167,5844,4884570,6212,4884570
1167,5844,4884570,6212,4884570
1167,5844,4885570,6212,4885570
1167,5844,4885890,6212,4885890
1167,5844,4885890,6212,4885890
1167,5844,4886890,6212,4886890
1168,5852,4887540,6212,4887540
1168,5852,4887540,6212,4887540
1168,5852,4887860,6212,4887860
1168,5852,4888860,6212,4888860
1168,5852,4889330,6212,4889330
1168,5852,4890330,6212,4890330
1168,5852,4890800,6212,4890800
1168,5852,4891610,6212,4891610
1168,5852,4892610,6212,4892610
1168,5852,4893610,6212,4893610
1168,5852,4893930,6212,4893930
1168,5852,4894930,6212,4894930
1169,5860,4895400,6212,4895400
1169,5860,4895870,6212,4895870
1169,5860,4896340,6212,4896340
1169,5860,4897340,6212,4897340
1169,5860,4897340,6212,4897340
1169,5860,4897660,6212,4897660
1170,5868,4905660,6212,4905660
1170,5868,4905660,6212,4905660
1170,5868,4906660,6212,4906660
1170,5868,4907470,6212,4907470
1170,5868,4908470,6212,4908470
1170,5868,4908470,6212,4908470
1170,5868,4908470,6212,4908470
1170,5868,4908470,6212,4908470
1170,5868,4908470,6212,4908470
1171,5876,4909470,6212,4909470
1171,5876,4910470,6212,4910470
1171,5876,4911470,6212,4911470
1171,5876,4911470,6212,4911470
1171,5876,4911470,6212,4911470
1171,5876,4911940,6212,4911940
1171,5876,4911940,6212,4911940
1171,5876,4912490,6212,4912490
1171,5876,4913490,6212,4913490
1171,5876,4914490,6212,4914490
1171,5876,4914490,6212,4914490
1171,5876,4914490,6212,4914490
1172,5884,4915300,6212,4915300
1172,5884,4916300,6212,4916300
1172,5884,4917110,6212,4917110
1172,5884,4917110,6212,4917110
1172,5884,4917920,6212,4917920
1172,5884,4918920,6212,4918920
1172,5884,4919920,6212,4919920
1172,5884,4919920,6212,4919920
1172,5884,4920920,6212,4920920
1172,5884,4921920,6212,4921920
1173,5892,4922920,6212,4922920
1173,5892,4922920,6212,4922920
1173,5892,4923390,6212,4923390
1173,5892,4924390,6212,4924390
1173,5892,4924390,6212,4924390
1173,5892,4925390,6212,4925390
1173,5892,4926390,6212,4926390
1173,5892,4927390,6212,4927390
1173,5892,4928390,6212,4928390
1173,5892,4929040,6212,4929040
1174,5900,4930040,6212,4930040
1174,5900,4930040,6212,4930040
1174,5900,4931040,6212,4931040
1174,5900,4932040,6212,4932040
1174,5900,4932040,6212,4932040
1174,5900,4932360,6212,4932360
1174,5900,4933360,6212,4933360
1174,5900,4933360,6212,4933360
1174,5900,4933360,6212,4933360
1175,5908,4933830,6212,4933830
1175,5908,4933830,6212,4933830
1175,5908,4934300,6212,4934300
1175,5908,4934300,6212,4934300
1175,5908,4935300,6212,4935300
1175,5908,4936300,6212,4936300
1175,5908,4936950,6212,4936950
1175,5908,4937950,6212,4937950
1175,5908,4938760,6212,4938760
1175,5908,4938760,6212,4938760
1175,5908,4939310,6212,4939310
1175,5908,4940310,6212,4940310
1175,5908,4940310,6212,4940310
1175,5908,4941310,6212,4941310
1176,5916,4941780,6212,4941780
1176,5916,4941780,6212,4941780
1176,5916,4942780,6212,4942780
1176,5916,4943780,6212,4943780
1176,5916,4944780,6212,4944780
1176,5916,4945780,6212,4945780
1176,5916,4946780,6212,4946780
1176,5916,4946780,6212,4946780
1176,5916,4947590,6212,4947590
1176,5916,4948400,6212,4948400
1176,5916,4949400,6212,4949400
1176,5916,4949400,6212,4949400
1176,5916,4949400,6212,4949400
1177,5924,4950210,6212,4950210
1177,5924,4950530,6212,4950530
1177,5924,4950530,6212,4950530
1177,5924,4951530,6212,4951530
1177,5924,4952530,6212,4952530
1177,5924,4953120,6212,4953120
1177,5924,4953350,6212,4953350
1177,5924,4954160,6212,4954160
1177,5924,4955160,6212,4955160
1177,5924,4956160,6212,4956160
1177,5924,4956160,6212,4956160
1177,5924,4956160,6212,4956160
1177,5924,4956160,6212,4956160
1177,5924,4956160,6212,4956160
1178,5932,4956380,6212,4956380
1178,5932,4957380,6212,4957380
1178,5932,4957380,6212,4957380
1178,5932,4958380,6212,4958380
1178,5932,4959380,6212,4959380
1178,5932,4960380,6212,4960380
1178,5932,4961380,6212,4961380
1178,5932,4961380,6212,4961380
1178,5932,4961380,6212,4961380
1178,5932,4961600,6212,4961600
1178,5932,4961600,6212,4961600
1179,5940,4962600,6212,4962600
1179,5940,4962600,6212,4962600
1179,5940,4963600,6212,4963600
1179,5940,4964600,6212,4964600
1179,5940,4965600,6212,4965600
1179,5940,4966250,6212,4966250
1179,5940,4967250,6212,4967250
1179,5940,4967250,6212,4967250
1179,5940,4968060,6212,4968060
1179,5940,4968380,6212,4968380
1179,5940,4968380,6212,4968380
1180,5948,4969380,6212,4969380
1180,5948,4969380,6212,4969380
1180,5948,4970380,6212,4970380
1180,5948,4971380,6212,4971380
1180,5948,4971380,6212,4971380
1180,5948,4972380,6212,4972380
1180,5948,4973380,6212,4973380
1180,5948,4973380,6212,4973380
1180,5948,4974190,6212,4974190
1180,5948,4975190,6212,4975190
1180,5948,4976190,6212,4976190
1180,5948,4977190,6212,4977190
1180,5948,4978000,6212,4978000
1180,5948,4978650,6212,4978650
1180,5948,4978650,6212,4978650
1181,5956,4979460,6212,4979460
1181,5956,4979460,6212,4979460
1181,5956,4980460,6212,4980460
1181,5956,4980460,6212,4980460
1181,5956,4980930,6212,4980930
1181,5956,4981400,6212,4981400
1181,5956,4982400,6212,4982400
1181,5956,4982400,6212,4982400
1181,5956,4983210,6212,4983210
1181,5956,4983860,6212,4983860
1181,5956,4984670,6212,4984670
1181,5956,4985670,6212,4985670
1181,5956,4986130,6212,4986130
1181,5956,4986130,6212,4986130
1182,5964,4987130,6212,4987130
1182,5964,4988130,6212,4988130
1182,5964,4989130,6212,4989130
1182,5964,4989780,6212,4989780
1182,5964,4990780,6212,4990780
1182,5964,4991780,6212,4991780
1182,5964,4992590,6212,4992590
1182,5964,4993590,6212,4993590
1182,5964,4993590,6212,4993590
1182,5964,4993810,6212,4993810
1182,5964,4993810,6212,4993810
1183,5972,4994810,6212,4994810
1183,5972,4995620,6212,4995620
1183,5972,4995620,6212,4995620
1183,5972,4996620,6212,4996620
1183,5972,4997430,6212,4997430
1183,5972,4997430,6212,4997430
1183,5972,4997430,6212,4997430
1183,5972,4997750,6212,4997750
1183,5972,4998750,6212,4998750
1183,5972,4998750,6212,4998750
1183,5972,4999750,6212,4999750
1183,5972,4999750,6212,4999750
1183,5972,5000750,6212,5000750
1183,5972,5001560,6212,5001560
1184,5980,5002370,6212,5002370
1184,5980,5002920,6212,5002920
1184,5980,5002920,6212,5002920
1184,5980,5003240,6212,5003240
1184,5980,5003240,6212,5003240
1184,5980,5004050,6212,5004050
1184,5980,5005050,6212,5005050
1184,5980,5005860,6212,5005860
1184,5980,5006860,6212,5006860
1184,5980,5006860,6212,5006860
1184,5980,5007860,6212,5007860
1184,5980,5008860,6212,5008860
1184,5980,5008860,6212,5008860
1185,5988,5010860,6212,5010860
1185,5988,5011860,6212,5011860
1185,5988,5012410,6212,5012410
1185,5988,5013220,6212,5013220
1185,5988,5013540,6212,5013540
1185,5988,5014010,6212,5014010
1185,5988,5015010,6212,5015010
1185,5988,5015010,6212,5015010
1185,5988,5015010,6212,5015010
1185,5988,5016010,6212,5016010
1186,5996,5017010,6212,5017010
1186,5996,5018010,6212,5018010
1186,5996,5018170,6212,5018170
1186,5996,5018720,6212,5018720
1186,5996,5019720,6212,5019720
1186,5996,5020720,6212,5020720
1186,5996,5021720,6212,5021720
1186,5996,5022040,6212,5022040
1186,5996,5022040,6212,5022040
1186,5996,5022040,6212,5022040
1186,5996,5022360,6212,5022360
1186,5996,5022360,6212,5022360
1186,5996,5022360,6212,5022360
1186,5996,5022830,6212,5022830
1187,6004,5023830,6212,5023830
1187,6004,5024380,6212,5024380
1187,6004,5025380,6212,5025380
1187,6004,5026380,6212,5026380
1187,6004,5027380,6212,5027380
1187,6004,5027850,6212,5027850
1187,6004,5028660,6212,5028660
1187,6004,5028660,6212,5028660
1187,6004,5028660,6212,5028660
1187,6004,5028660,6212,5028660
1188,6012,5029310,6212,5029310
1188,6012,5029310,6212,5029310
1188,6012,5029310,6212,5029310
1188,6012,5030120,6212,5030120
1188,6012,5030120,6212,5030120
1188,6012,5030440,6212,5030440
1188,6012,5030910,6212,5030910
1188,6012,5031910,6212,5031910
1188,6012,5031910,6212,5031910
1188,6012,5031910,6212,5031910
1188,6012,5032380,6212,5032380
1188,6012,5032610,6212,5032610
1188,6012,5033610,6212,5033610
1189,6020,5034080,6212,5034080
1189,6020,5035080,6212,5035080
1189,6020,5036080,6212,5036080
1189,6020,5037080,6212,5037080
1189,6020,5039080,6212,5039080
1189,6020,5039890,6212,5039890
1189,6020,5039890,6212,5039890
1190,6028,5040360,6212,5040360
1190,6028,5040830,6212,5040830
1191,6036,5041200,6212,5041200
1191,6036,5041200,6212,5041200
1191,6036,5041360,6212,5041360
1191,6036,5042170,6212,5042170
1191,6036,5042170,6212,5042170
1191,6036,5042170,6212,5042170
1191,6036,5042170,6212,5042170
1191,6036,5043170,6212,5043170
1191,6036,5043170,6212,5043170
1192,6044,5044170,6212,5044170
1192,6044,5044760,6212,5044760
1192,6044,5044760,6212,5044760
1192,6044,5045760,6212,5045760
1192,6044,5046230,6212,5046230
1192,6044,5047230,6212,5047230
1192,6044,5047700,6212,5047700
1192,6044,5047700,6212,5047700
1192,6044,5047700,6212,5047700
1193,6052,5048700,6212,5048700
1193,6052,5048860,6212,5048860
1193,6052,5049860,6212,5049860
1193,6052,5049860,6212,5049860
1193,6052,5050510,6212,5050510
1193,6052,5051510,6212,5051510
1193,6052,5051510,6212,5051510
1193,6052,5052510,6212,5052510
1193,6052,5053510,6212,5053510
1193,6052,5054100,6212,5054100
1193,6052,5055100,6212,5055100
1193,6052,5056100,6212,5056100
1193,6052,5057100,6212,5057100
1194,6060,5058100,6212,5058100
1194,6060,5058910,6212,5058910
1194,6060,5058910,6212,5058910
1194,6060,5059910,6212,5059910
1194,6060,5060910,6212,5060910
1194,6060,5060910,6212,5060910
1194,6060,5061720,6212,5061720
1194,6060,5062200,6212,5062200
1194,6060,5062200,6212,5062200
1194,6060,5063010,6212,5063010
1194,6060,5064010,6212,5064010
1194,6060,5064010,6212,5064010
1195,6068,5065010,6212,5065010
1195,6068,5065330,6212,5065330
1195,6068,5066330,6212,5066330
1195,6068,5067140,6212,5067140
1195,6068,5067600,6212,5067600
1195,6068,5068600,6212,5068600
1195,6068,5068920,6212,5068920
1195,6068,5069380,6212,5069380
1195,6068,5070380,6212,5070380
1195,6068,5071380,6212,5071380
1195,6068,5071380,6212,5071380
1196,6076,5072190,6212,5072190
1196,6076,5073190,6212,5073190
1196,6076,5074190,6212,5074190
1196,6076,5075190,6212,5075190
1196,6076,5075190,6212,5075190
1196,6076,5075780,6212,5075780
1196,6076,5076100,6212,5076100
1196,6076,5076100,6212,5076100
1196,6076,5077100,6212,5077100
1196,6076,5078100,6212,5078100
1196,6076,5078910,6212,5078910
1196,6076,5078910,6212,5078910
1196,6076,5079230,6212,5079230
1196,6076,5079230,6212,5079230
1197,6084,5080230,6212,5080230
1197,6084,5081230,6212,5081230
1197,6084,5081550,6212,5081550
1197,6084,5081550,6212,5081550
1197,6084,5082020,6212,5082020
1197,6084,5082020,6212,5082020
1197,6084,5082490,6212,5082490
1197,6084,5083490,6212,5083490
1197,6084,5083960,6212,5083960
1197,6084,5084960,6212,5084960
1197,6084,5085070,6212,5085070
1197,6084,5085540,6212,5085540
1197,6084,5086090,6212,5086090
1197,6084,5087090,6212,5087090
1197,6084,5087090,6212,5087090
1197,6084,5089090,6212,5089090
1197,6084,5089320,6212,5089320
1197,6084,5089790,6212,5089790
1197,6084,5090790,6212,5090790
1198,6092,5091600,6212,5091600
1198,6092,5092070,6212,5092070
1198,6092,5092070,6212,5092070
1198,6092,5093070,6212,5093070
1198,6092,5093540,6212,5093540
1198,6092,5093540,6212,5093540
1198,6092,5094010,6212,5094010
1198,6092,5094470,6212,5094470
1198,6092,5094470,6212,5094470
1198,6092,5095470,6212,5095470
1198,6092,5095470,6212,5095470
1198,6092,5095470,6212,5095470
1198,6092,5095470,6212,5095470
1198,6092,5096470,6212,5096470
1198,6092,5097280,6212,5097280
1198,6092,5097280,6212,5097280
1199,6100,5098280,6212,5098280
1199,6100,5098280,6212,5098280
1199,6100,5099090,6212,5099090
1199,6100,5100090,6212,5100090
1199,6100,5101090,6212,5101090
1199,6100,5102090,6212,5102090
1199,6100,5102090,6212,5102090
1199,6100,5102900,6212,5102900
1199,6100,5103370,6212,5103370
1199,6100,5103370,6212,5103370
1200,6108,5104370,6212,5104370
1200,6108,5104370,6212,5104370
1200,6108,5105370,6212,5105370
1200,6108,5105370,6212,5105370
1200,6108,5105370,6212,5105370
1200,6108,5106370,6212,5106370
1200,6108,5106600,6212,5106600
1201,6116,5114600,6212,5114600
1201,6116,5115600,6212,5115600
1201,6116,5115920,6212,5115920
1201,6116,5116730,6212,5116730
1201,6116,5117540,6212,5117540
1201,6116,5118010,6212,5118010
1201,6116,5118010,6212,5118010
1201,6116,5118010,6212,5118010
1201,6116,5118010,6212,5118010
1201,6116,5118470,6212,5118470
1201,6116,5118940,6212,5118940
1202,6124,5119940,6212,5119940
1202,6124,5120410,6212,5120410
1202,6124,5121410,6212,5121410
1202,6124,5121410,6212,5121410
1202,6124,5122410,6212,5122410
1202,6124,5123410,6212,5123410
1202,6124,5123870,6212,5123870
1202,6124,5124870,6212,5124870
1203,6132,5125870,6212,5125870
1203,6132,5126870,6212,5126870
1203,6132,5127340,6212,5127340
1203,6132,5128340,6212,5128340
1203,6132,5128340,6212,5128340
1203,6132,5128930,6212,5128930
1203,6132,5129930,6212,5129930
