ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b4a5-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1404547.71,32.37,6.79,395738.38,9.12
1404392.28,32.37,6.79,395579.35,9.12
1404136.54,32.37,6.79,395436.28,9.12
1403933.47,32.36,6.79,395185.44,9.11
1403677.73,32.37,6.79,395935.61,9.13
1403440.72,32.37,6.79,395318.54,9.12
1403252.73,32.37,6.8,395414.73,9.12
1403654.91,32.38,6.81,396297.07,9.14
1403399.17,32.38,6.81,396292.19,9.14
1402865.18,32.38,6.8,395671.4,9.13
1402865.18,32.38,6.8,395671.4,9.13
1402609.44,32.38,6.8,395668.88,9.13
1402353.7,32.38,6.81,395817.31,9.14
1402097.96,32.38,6.81,395672.93,9.14
1402097.96,32.38,6.81,395668.88,9.14
1402097.96,32.38,6.81,395958.15,9.14
1401955.55,32.38,6.81,397653.34,9.19
1402558.18,32.41,6.83,397152.05,9.18
1402302.44,32.41,6.83,397144.65,9.18
1402009.27,32.41,6.83,396851.48,9.17
1401753.53,32.41,6.83,396851.48,9.18
1401497.79,32.41,6.84,396903.9,9.18
1401242.05,32.41,6.84,396874.31,9.18
1400986.31,32.41,6.84,396851.48,9.18
1400986.31,32.41,6.84,397559.46,9.2
1400988.6,32.41,6.84,397560.43,9.2
1400808.41,32.42,6.84,397686.32,9.2
1400752.45,32.42,6.85,397097.9,9.19
1400599.1,32.42,6.85,397231.48,9.2
1400788.55,32.43,6.86,397226.8,9.2
1400788.55,32.43,6.86,397226.8,9.2
1400532.81,32.43,6.86,397224.08,9.2
1400535.09,32.43,6.86,397225.05,9.2
1400382.58,32.43,6.86,397225.05,9.2
1400126.84,32.43,6.86,397557.5,9.21
1400019.13,32.43,6.86,397450.99,9.21
1399796.45,32.43,6.85,397145.73,9.2
1399540.71,32.43,6.86,397118.54,9.2
1399284.97,32.43,6.86,397640.76,9.22
1399029.24,32.43,6.86,397433.2,9.21
1398811.27,32.44,6.86,397231.93,9.21
1398811.27,32.44,6.86,397231.93,9.21
1398811.27,32.44,6.86,397231.93,9.21
1398555.53,32.44,6.86,397224.54,9.21
1398555.53,32.44,6.86,397224.54,9.21
1398299.79,32.44,6.86,397224.54,9.22
1398299.79,32.44,6.86,397224.54,9.22
1398299.79,32.44,6.86,398011.55,9.23
1398526.45,32.44,6.87,401541.59,9.32
1400473.3,32.5,6.92,401701.68,9.32
1400765.36,32.51,6.94,401224.54,9.31
1400471.85,32.51,6.94,401181.14,9.31
1400216.11,32.51,6.94,401176.27,9.32
1400149.23,32.52,6.94,401173.75,9.32
1399893.49,32.52,6.95,401173.75,9.32
1399637.75,32.52,6.95,401260.82,9.32
1399637.75,32.52,6.95,401611.82,9.33
1399410.09,32.52,6.95,401449.36,9.33
1399885.8,32.54,6.97,403022.73,9.37
1399531.87,32.54,6.97,402320.43,9.35
1399276.13,32.54,6.97,402315.55,9.36
1398550.2,32.53,6.96,401548.87,9.34
1398294.46,32.53,6.96,401546.35,9.34
1398038.72,32.54,6.96,401552.32,9.34
1397782.98,32.54,6.96,401635.82,9.35
1397972.43,32.54,6.97,401546.35,9.35
1397716.69,32.55,6.97,401546.35,9.35
1397649.81,32.55,6.98,402228.2,9.37
1397394.07,32.55,6.98,402098.9,9.37
1397157.62,32.55,6.98,401942.86,9.36
1396901.88,32.55,6.98,401938.03,9.37
1397091.33,32.56,6.99,401935.46,9.37
1396854.88,32.56,6.98,402035.42,9.37
1396788.0,32.56,6.99,401976.44,9.37
1396788.0,32.56,6.99,402388.63,9.38
1396721.11,32.57,6.99,401935.46,9.37
1396493.46,32.57,6.99,404018.73,9.42
1397437.27,32.59,7.02,404521.51,9.43
1397181.53,32.59,7.02,404516.64,9.44
1396853.11,32.59,7.02,403612.76,9.42
1396853.11,32.59,7.02,403613.84,9.42
1396597.37,32.6,7.02,403611.32,9.42
1396963.44,32.61,7.03,403750.61,9.42
1396963.44,32.61,7.03,403686.12,9.42
1396644.07,32.6,7.03,403611.32,9.42
1396388.33,32.6,7.03,405432.97,9.47
1396734.22,32.61,7.04,404500.31,9.44
1396549.68,32.61,7.04,404656.33,9.45
1396549.68,32.61,7.04,404656.33,9.45
1396549.68,32.61,7.04,404656.33,9.45
1398188.4,32.66,7.08,407077.34,9.51
1397932.66,32.66,7.08,407072.46,9.51
1398122.11,32.66,7.09,407069.94,9.51
1398122.11,32.66,7.09,407069.94,9.51
1397866.37,32.67,7.09,407193.75,9.52
1397940.24,32.67,7.1,407084.48,9.51
1397640.63,32.67,7.09,407069.94,9.51
1397640.63,32.67,7.09,409121.28,9.56
1397412.98,32.67,7.1,408404.55,9.55
1398897.95,32.71,7.13,409709.99,9.58
1398642.22,32.71,7.13,409702.59,9.58
1399216.75,32.72,7.15,410392.54,9.6
1398584.15,32.71,7.14,409734.35,9.58
1398584.15,32.71,7.14,409734.35,9.58
1398517.27,32.72,7.14,409734.35,9.59
1398517.27,32.72,7.14,409734.35,9.59
1398261.53,32.72,7.15,409734.35,9.59
1398261.53,32.72,7.15,410249.81,9.6
1398261.53,32.72,7.15,410075.94,9.6
1398005.79,32.72,7.15,410177.85,9.6
1397863.38,32.73,7.15,411810.19,9.64
1398088.77,32.74,7.16,410822.2,9.62
1398088.77,32.74,7.16,410822.2,9.62
1397833.04,32.74,7.16,410817.37,9.62
1397577.3,32.74,7.17,410814.8,9.62
1397717.23,32.75,7.17,410807.33,9.63
1397274.2,32.74,7.17,410731.68,9.63
1396972.5,32.74,7.17,410416.95,9.62
1397138.28,32.75,7.17,410463.9,9.62
1397212.14,32.75,7.18,410439.27,9.62
1397212.14,32.75,7.18,410439.27,9.62
1396956.4,32.76,7.18,410416.95,9.62
1396719.39,32.76,7.18,412019.19,9.66
1396824.69,32.77,7.19,411882.3,9.66
1396898.55,32.78,7.2,411874.9,9.66
1396642.81,32.78,7.2,411874.9,9.67
1396596.19,32.78,7.21,411749.55,9.66
1396670.06,32.79,7.21,411996.19,9.67
1396414.32,32.79,7.21,411936.71,9.67
1396114.71,32.78,7.21,411749.55,9.67
1396114.71,32.78,7.21,411749.55,9.67
1394068.8,32.8,7.22,411742.15,9.69
1394197.11,32.8,7.23,412404.39,9.7
1395336.41,32.83,7.26,415056.21,9.77
1394892.43,32.83,7.25,413773.87,9.74
1394636.69,32.83,7.26,413769.0,9.74
1394636.69,32.83,7.26,413769.0,9.74
1394826.14,32.84,7.26,413766.47,9.74
1394826.14,32.84,7.26,413766.47,9.74
1394828.55,32.84,7.26,413768.88,9.74
1394828.55,32.84,7.26,413768.88,9.74
1394828.55,32.84,7.26,414214.2,9.75
1394424.97,32.84,7.26,414010.68,9.75
1394601.59,32.85,7.27,418166.68,9.85
1393778.99,32.84,7.26,417318.49,9.83
1397152.74,32.91,7.34,418247.16,9.85
1396897.0,32.92,7.34,418242.28,9.86
1396641.27,32.92,7.34,418239.76,9.86
1396839.12,32.93,7.35,418339.03,9.86
1396583.38,32.93,7.35,418312.76,9.86
1396327.64,32.93,7.36,418261.68,9.86
1396071.9,32.93,7.36,418682.07,9.88
1396005.02,32.94,7.36,418651.76,9.88
1396078.88,32.94,7.37,418944.4,9.89
1396078.88,32.94,7.37,419234.89,9.89
1395823.14,32.95,7.37,419230.02,9.89
1395523.54,32.94,7.37,418838.97,9.89
1395267.8,32.94,7.37,418836.45,9.89
1395115.56,32.94,7.37,418756.19,9.89
1395135.36,32.94,7.37,418772.36,9.89
1394879.62,32.94,7.37,418920.8,9.89
1394623.88,32.94,7.37,418955.52,9.9
1394752.19,32.95,7.38,418803.45,9.89
1394496.45,32.95,7.38,418774.0,9.9
1394694.3,32.96,7.39,419588.72,9.92
1394438.56,32.96,7.39,419585.18,9.92
1394182.82,32.97,7.39,419577.78,9.92
1393888.77,32.96,7.39,419176.0,9.91
1393505.18,32.96,7.38,418924.96,9.91
1393694.64,32.96,7.39,418924.96,9.91
1393694.64,32.96,7.39,420599.44,9.95
1393438.9,32.97,7.39,419378.09,9.92
1393220.6,32.97,7.39,419709.89,9.93
1393251.14,32.97,7.4,422296.99,9.99
1392995.4,32.97,7.4,422289.59,10.0
1392995.4,32.97,7.4,422289.59,10.0
1394580.87,33.01,7.44,422823.52,10.01
1394325.13,33.01,7.44,422823.52,10.01
1394514.58,33.02,7.45,423072.14,10.02
1395372.99,33.04,7.47,423146.18,10.02
1395375.39,33.04,7.47,423170.73,10.02
1395375.39,33.04,7.47,423187.77,10.02
1394990.2,33.04,7.46,423016.15,10.02
1394923.32,33.04,7.47,423868.36,10.04
1394856.44,33.05,7.47,423494.89,10.03
1394619.42,33.05,7.48,423111.36,10.03
1394724.72,33.06,7.49,424091.71,10.05
1394724.72,33.06,7.49,424091.71,10.05
1394089.22,33.05,7.48,423359.47,10.04
1393833.48,33.05,7.48,423354.59,10.04
1394022.94,33.06,7.49,423352.07,10.04
1393767.2,33.06,7.49,423564.11,10.05
1393511.46,33.07,7.49,423361.91,10.05
1393255.72,33.07,7.49,423362.93,10.05
1393283.8,33.07,7.49,425437.57,10.1
1393264.39,33.07,7.5,424835.49,10.08
1393454.0,33.09,7.51,424604.6,10.08
1392921.73,33.08,7.51,424246.8,10.08
1392665.99,33.08,7.51,424239.4,10.08
1392410.25,33.08,7.51,424239.4,10.08
1392343.37,33.09,7.51,424348.01,10.08
1392087.63,33.09,7.52,424320.33,10.09
1392020.75,33.09,7.52,424260.37,10.09
1391572.33,33.09,7.51,423795.64,10.08
1391316.59,33.09,7.52,424171.22,10.09
1391060.85,33.09,7.52,424139.87,10.09
1390993.97,33.1,7.52,424234.34,10.09
1390738.23,33.1,7.52,424226.94,10.1
1390482.49,33.1,7.53,424226.94,10.1
1390482.49,33.1,7.53,424336.03,10.1
1390485.92,33.1,7.53,424337.27,10.1
1390419.04,33.1,7.53,424520.46,10.11
1390352.16,33.11,7.54,424397.65,10.11
1390096.42,33.11,7.54,424380.9,10.11
1390096.42,33.11,7.54,424380.9,10.11
1390096.42,33.11,7.54,424380.9,10.11
1390029.54,33.12,7.54,424337.27,10.11
1389773.8,33.12,7.54,424940.08,10.13
1389518.06,33.12,7.55,424796.94,10.13
1389262.32,33.12,7.55,424792.07,10.13
1389006.58,33.12,7.55,424789.54,10.13
1388750.84,33.13,7.55,425540.12,10.15
1388750.84,33.13,7.55,425649.47,10.15
1388495.11,33.13,7.55,425278.49,10.15
1388239.37,33.13,7.55,425168.37,10.15
1388447.54,33.14,7.56,425123.02,10.15
1388575.76,33.15,7.57,426116.58,10.17
1387965.77,33.14,7.57,425392.51,10.16
1387710.03,33.14,7.57,425387.64,10.16
1387454.29,33.15,7.57,425385.12,10.16
1387198.55,33.15,7.57,425385.12,10.16
1387272.42,33.15,7.58,425760.62,10.18
1387423.52,33.16,7.58,427913.82,10.23
1388436.91,33.19,7.62,428091.96,10.23
1388436.91,33.19,7.62,428091.96,10.23
1388105.06,33.19,7.61,427676.36,10.23
1387649.86,33.18,7.61,427115.12,10.21
1387649.86,33.18,7.61,427115.12,10.21
1387394.12,33.19,7.61,427110.29,10.22
1387394.12,33.19,7.61,427110.29,10.22
1386970.5,33.18,7.61,426686.67,10.21
1386714.76,33.18,7.61,426684.1,10.21
1386459.02,33.18,7.61,426862.43,10.22
1386203.29,33.18,7.61,426888.92,10.22
1385947.55,33.19,7.61,426877.13,10.22
1385691.81,33.19,7.61,426828.91,10.22
1385691.81,33.19,7.61,426828.91,10.22
1385522.54,33.19,7.62,427140.29,10.23
1385266.8,33.19,7.62,427132.89,10.24
1384924.59,33.19,7.62,426676.7,10.23
1384924.59,33.19,7.62,426676.7,10.23
1384668.85,33.2,7.62,426676.7,10.23
1384413.11,33.2,7.62,427022.84,10.24
1384157.37,33.2,7.63,427027.1,10.24
1384523.45,33.21,7.64,426676.7,10.23
1384523.45,33.21,7.64,428644.89,10.28
1384440.65,33.22,7.64,428664.91,10.28
1384914.42,33.24,7.66,428456.7,10.28
1385103.87,33.24,7.67,428452.02,10.28
1384718.68,33.24,7.66,428449.3,10.28
1384462.94,33.24,7.67,428890.17,10.3
1384207.2,33.24,7.67,428743.81,10.3
1384140.32,33.25,7.67,428683.12,10.3
1384214.18,33.25,7.68,428694.81,10.3
1384422.36,33.26,7.69,430505.7,10.34
1384346.25,33.26,7.69,429955.03,10.33
1384753.8,33.28,7.7,430218.86,10.34
1384498.06,33.28,7.7,430211.46,10.34
1384242.32,33.28,7.71,430227.74,10.34
1384327.03,33.29,7.71,430428.18,10.35
1384071.29,33.29,7.71,430538.43,10.35
1383815.55,33.29,7.72,430458.32,10.36
1384101.91,33.3,7.72,431294.98,10.38
1383846.17,33.3,7.73,431165.62,10.38
1383661.82,33.3,7.72,430650.9,10.36
1384590.94,33.32,7.75,432130.49,10.4
1384335.2,33.32,7.75,432125.62,10.4
1384524.65,33.33,7.76,432123.09,10.4
1384268.91,33.33,7.76,432393.39,10.41
1384111.2,33.33,7.76,432236.04,10.41
1384111.2,33.33,7.76,432590.28,10.42
1383855.46,33.33,7.76,432294.64,10.41
1384159.89,33.34,7.77,435751.97,10.5
1383721.56,33.34,7.76,435393.38,10.49
1383465.82,33.34,7.76,435385.98,10.49
1383210.08,33.34,7.77,435385.98,10.49
1385497.5,33.4,7.83,435659.75,10.5
1385678.55,33.41,7.83,436050.33,10.51
1383632.64,33.42,7.85,436042.93,10.53
1383394.64,33.42,7.85,435685.46,10.53
1383138.91,33.42,7.85,435652.35,10.53
1382883.17,33.42,7.85,436264.01,10.54
1383169.52,33.43,7.86,435977.35,10.54
1383169.52,33.43,7.86,435977.35,10.54
1382836.16,33.43,7.86,435816.71,10.54
1382618.2,33.43,7.86,436417.96,10.55
1382825.39,33.44,7.87,436540.4,10.56
1382569.65,33.44,7.87,436533.0,10.56
1382413.08,33.44,7.87,436373.98,10.56
1382413.08,33.44,7.87,436373.98,10.56
1382157.35,33.44,7.87,436373.98,10.56
1382346.8,33.45,7.88,436622.59,10.57
1382420.66,33.46,7.88,436439.35,10.56
1382164.92,33.46,7.89,437696.0,10.6
1381909.18,33.46,7.89,436835.34,10.58
1381653.44,33.46,7.89,436502.19,10.57
1381397.71,33.46,7.89,437181.14,10.59
1381141.97,33.47,7.89,437181.14,10.59
1381141.97,33.47,7.89,437181.14,10.59
1380886.23,33.47,7.89,437181.14,10.6
1380503.85,33.46,7.89,436763.37,10.59
1380503.85,33.46,7.89,436763.37,10.59
1380248.11,33.47,7.89,436763.71,10.59
1380181.22,33.47,7.9,436763.44,10.59
1379925.49,33.47,7.9,436763.37,10.59
1379477.25,33.47,7.89,436335.33,10.59
1379221.51,33.47,7.89,436413.53,10.59
1379295.37,33.47,7.9,436481.94,10.59
1379039.63,33.48,7.9,436835.67,10.6
1379039.63,33.48,7.9,436835.67,10.6
1379039.63,33.48,7.9,436835.67,10.6
1378881.92,33.47,7.9,436676.63,10.6
1378815.04,33.48,7.9,436671.51,10.6
1378515.43,33.47,7.9,436333.59,10.6
1378704.89,33.48,7.91,436331.31,10.6
1378449.15,33.48,7.91,436331.31,10.6
1378193.41,33.49,7.91,436396.0,10.6
1377937.67,33.49,7.91,436355.93,10.6
1377681.93,33.49,7.92,436338.74,10.61
1377529.42,33.49,7.91,436761.92,10.62
1377273.68,33.49,7.92,436712.46,10.62
1377017.94,33.49,7.92,436816.09,10.62
1377017.94,33.49,7.92,436871.68,10.63
1377017.94,33.49,7.92,436862.42,10.63
1376951.06,33.5,7.92,436857.3,10.63
1377024.92,33.5,7.93,436855.02,10.63
1377024.92,33.5,7.93,436855.02,10.63
1376958.04,33.51,7.94,437870.18,10.66
1377390.4,33.52,7.95,441496.94,10.74
1379097.95,33.56,7.99,440692.71,10.73
1379097.95,33.56,7.99,440692.71,10.73
1379097.95,33.56,7.99,440692.71,10.73
1379171.81,33.57,8.0,440685.31,10.73
1378916.07,33.57,8.0,440685.31,10.73
1378660.33,33.58,8.0,440898.31,10.74
1378168.31,33.57,8.0,441331.41,10.75
1378357.76,33.58,8.0,441273.77,10.75
1378102.02,33.58,8.01,441118.41,10.75
1377846.29,33.58,8.01,442468.33,10.78
1377677.02,33.59,8.01,442313.21,10.78
1378440.02,33.61,8.03,442998.41,10.8
1378184.28,33.61,8.03,442991.01,10.8
1378184.28,33.61,8.03,443000.94,10.8
1377881.87,33.6,8.03,442701.55,10.8
1377626.13,33.6,8.03,442924.32,10.8
1377642.23,33.61,8.04,442303.53,10.79
1377575.35,33.62,8.04,442192.41,10.79
1377649.21,33.62,8.05,442080.8,10.79
1377393.48,33.63,8.05,442087.35,10.79
1377326.59,33.63,8.06,442673.93,10.81
1377516.05,33.64,8.07,442677.67,10.81
1377260.31,33.64,8.07,442934.74,10.82
1376960.7,33.64,8.06,442952.43,10.82
1376960.7,33.64,8.06,442952.43,10.82
1376704.97,33.64,8.06,442952.43,10.82
1376638.08,33.64,8.07,442952.43,10.83
1376382.34,33.65,8.07,442953.58,10.83
1376126.61,33.65,8.07,442952.43,10.83
1376126.61,33.65,8.07,442952.43,10.83
1375890.15,33.64,8.07,442697.03,10.83
1375898.62,33.64,8.07,442702.25,10.83
1375642.88,33.65,8.07,442708.32,10.83
1375387.14,33.65,8.07,442702.25,10.83
1375387.14,33.65,8.07,442702.25,10.83
1375320.26,33.65,8.08,442702.25,10.83
1375064.52,33.66,8.08,443067.56,10.84
1375064.52,33.66,8.08,443067.56,10.84
1374808.78,33.66,8.08,443062.69,10.85
1374808.78,33.66,8.08,443024.28,10.85
1374998.23,33.67,8.09,443021.76,10.85
1374742.49,33.67,8.09,443202.48,10.85
1374486.75,33.67,8.1,443081.59,10.85
1374231.01,33.67,8.1,443021.76,10.86
1374078.5,33.67,8.1,443756.06,10.87
1374206.81,33.68,8.1,443262.03,10.86
1374225.53,33.68,8.1,443231.94,10.86
1374037.55,33.68,8.11,444154.18,10.89
1373728.61,33.68,8.11,443731.76,10.88
1373856.92,33.69,8.12,443731.76,10.88
1373601.18,33.69,8.12,443724.36,10.88
1373345.44,33.69,8.12,443724.36,10.89
1372322.48,33.7,8.13,444092.09,10.91
1372104.52,33.71,8.13,443897.68,10.9
1371999.86,33.71,8.14,443913.16,10.91
1371932.98,33.71,8.14,443913.16,10.91
1371866.1,33.72,8.15,443913.31,10.91
1372055.55,33.73,8.15,443913.16,10.91
1372221.33,33.74,8.16,443913.16,10.91
1371965.59,33.74,8.17,444278.97,10.93
1372131.37,33.75,8.17,444290.33,10.93
1371875.63,33.75,8.18,445906.9,10.97
1371619.89,33.75,8.18,445899.5,10.97
1371364.15,33.75,8.18,446022.54,10.98
1371108.42,33.76,8.18,446100.78,10.98
1371109.56,33.76,8.18,446101.98,10.98
1370853.82,33.76,8.18,446275.94,10.99
1371004.92,33.76,8.19,446593.98,11.0
1371279.01,33.77,8.2,448649.15,11.05
1371712.24,33.79,8.22,448143.51,11.04
1371786.11,33.8,8.22,448136.11,11.04
1371530.37,33.8,8.23,448136.11,11.04
1372288.99,33.82,8.24,448533.3,11.05
1371913.8,33.81,8.24,447982.73,11.04
1371913.8,33.81,8.24,448025.6,11.04
1371913.8,33.81,8.24,448030.51,11.04
1371658.06,33.81,8.24,448219.87,11.05
1371847.51,33.82,8.25,448064.16,11.05
1371847.51,33.82,8.25,448047.28,11.05
1371591.77,33.83,8.25,448099.42,11.05
1371336.03,33.83,8.25,448930.18,11.07
1371089.66,33.83,8.26,448579.28,11.07
1371096.6,33.83,8.26,448876.68,11.08
1370840.86,33.84,8.26,448871.81,11.08
1370186.44,33.83,8.25,448404.42,11.07
1370186.44,33.83,8.25,448424.34,11.07
1369842.39,33.82,8.25,448294.4,11.07
1369629.98,33.82,8.25,448078.73,11.06
1369632.26,33.82,8.25,448081.02,11.06
1369376.52,33.82,8.25,448078.49,11.07
1369565.98,33.83,8.26,448202.3,11.07
1369731.75,33.84,8.27,448081.58,11.07
1369440.24,33.83,8.26,447650.69,11.06
1369373.35,33.84,8.27,447906.63,11.07
1369401.44,33.84,8.27,449563.68,11.11
1369382.02,33.85,8.27,448659.87,11.09
1369575.25,33.86,8.29,449366.2,11.11
1369100.57,33.85,8.28,449197.61,11.11
1368809.06,33.85,8.28,449048.49,11.1
1368998.51,33.86,8.28,449043.81,11.11
1368998.51,33.86,8.28,448980.77,11.1
1368998.51,33.86,8.28,448915.4,11.1
1368742.77,33.86,8.29,448912.69,11.11
1368675.89,33.87,8.29,448934.36,11.11
1368609.0,33.87,8.3,448912.69,11.11
1368353.26,33.87,8.3,448912.69,11.11
1367968.07,33.87,8.29,448912.69,11.11
1367712.34,33.87,8.3,449355.25,11.13
1367712.34,33.87,8.3,449499.43,11.13
1367456.6,33.87,8.3,449221.56,11.13
1367389.71,33.88,8.3,449521.97,11.14
1367392.0,33.88,8.3,449522.95,11.14
1367392.0,33.88,8.3,449685.8,11.14
1367392.0,33.88,8.3,449685.8,11.14
1367136.26,33.88,8.31,449680.92,11.14
1366880.52,33.88,8.31,449678.4,11.15
1367078.38,33.89,8.32,449748.0,11.15
1366822.64,33.89,8.32,449704.58,11.15
1366822.64,33.89,8.32,449704.58,11.15
1366566.9,33.89,8.32,449678.4,11.15
1366566.9,33.89,8.32,449676.67,11.15
1366311.16,33.9,8.32,450215.47,11.17
1366311.16,33.9,8.32,450215.47,11.17
1366055.42,33.9,8.32,450086.38,11.17
1366480.26,33.91,8.33,450619.3,11.18
1366224.52,33.91,8.34,450614.43,11.18
1365968.78,33.91,8.34,450611.9,11.19
1365533.62,33.91,8.33,450384.0,11.18
1365277.89,33.91,8.34,450384.0,11.19
1365022.15,33.91,8.34,450442.63,11.19
1365211.6,33.92,8.35,450394.86,11.19
1365144.72,33.93,8.35,450446.19,11.19
1365077.83,33.93,8.36,451181.86,11.22
1365077.83,33.93,8.36,451181.86,11.22
1364712.0,33.93,8.35,451090.99,11.21
1364757.13,33.93,8.35,451053.38,11.21
1364446.9,33.93,8.35,450810.98,11.21
1364380.02,33.93,8.36,450805.86,11.21
1364313.14,33.94,8.36,450803.58,11.21
1364057.4,33.94,8.37,450803.58,11.22
1363801.66,33.94,8.37,450980.53,11.22
1363545.92,33.95,8.37,450936.67,11.23
1363735.38,33.95,8.38,450812.54,11.22
1363479.64,33.96,8.38,451679.03,11.25
1363481.92,33.96,8.38,451702.05,11.25
1363226.18,33.96,8.38,451525.17,11.25
1363300.05,33.97,8.39,451517.77,11.25
1363044.31,33.97,8.39,451517.77,11.25
1362788.57,33.97,8.4,451517.77,11.25
1362532.83,33.97,8.4,451996.76,11.27
1362147.64,33.97,8.39,451737.23,11.26
1361891.9,33.97,8.39,451508.13,11.26
1361919.98,33.97,8.39,451579.69,11.26
1362636.74,34.0,8.42,453425.29,11.31
1362826.19,34.0,8.43,453420.61,11.31
1362826.19,34.0,8.43,453420.61,11.31
1362570.46,34.01,8.43,453417.9,11.32
1362314.72,34.01,8.43,453529.28,11.32
1362013.06,34.01,8.43,452902.23,11.31
1361757.32,34.01,8.44,452839.2,11.31
1361418.31,34.0,8.43,452484.47,11.3
1361162.57,34.01,8.43,452507.11,11.31
1361095.69,34.01,8.44,452436.11,11.31
1360839.95,34.01,8.44,453136.92,11.33
1360839.95,34.01,8.44,453136.92,11.33
1360913.81,34.02,8.45,453266.98,11.33
1360974.79,34.02,8.45,453452.34,11.34
1360974.79,34.02,8.45,453452.34,11.34
1360719.06,34.02,8.45,453444.94,11.34
1360463.32,34.03,8.45,453444.94,11.34
1360749.67,34.04,8.46,453784.23,11.35
1360493.93,34.04,8.46,453473.06,11.35
1362147.26,34.08,8.51,456309.57,11.42
1362221.12,34.09,8.51,456302.17,11.42
1360175.21,34.1,8.53,456302.17,11.44
1360175.21,34.1,8.53,456302.17,11.44
1359952.52,34.11,8.53,457112.18,11.46
1360506.84,34.12,8.55,456987.54,11.46
1360506.84,34.12,8.55,456987.54,11.46
1360251.1,34.12,8.55,456987.54,11.46
1360051.5,34.12,8.55,457247.49,11.47
1360051.5,34.12,8.55,458604.62,11.51
1360172.16,34.13,8.56,460908.13,11.57
1361388.68,34.17,8.6,460996.8,11.57
1361074.23,34.17,8.6,459568.26,11.54
1360818.49,34.17,8.6,459563.39,11.54
1361381.32,34.19,8.61,460232.66,11.56
1361381.32,34.19,8.61,460232.66,11.56
1361381.32,34.19,8.61,460232.66,11.56
1361125.59,34.19,8.62,460230.14,11.56
1360869.85,34.19,8.62,460230.14,11.56
1360869.85,34.19,8.62,460418.1,11.57
1360802.96,34.2,8.62,460267.89,11.57
1360954.07,34.2,8.63,463065.3,11.64
1361964.65,34.24,8.66,463144.31,11.64
1361708.91,34.24,8.66,463139.44,11.64
1361898.37,34.25,8.67,463136.92,11.65
1361642.63,34.25,8.67,463577.87,11.66
1361386.89,34.25,8.68,463155.37,11.65
1361038.58,34.25,8.68,462382.16,11.64
1361038.58,34.25,8.68,462796.45,11.65
1360690.84,34.24,8.67,464728.58,11.7
1360235.64,34.24,8.67,464157.62,11.68
1362088.1,34.29,8.71,465364.44,11.71
1361588.86,34.28,8.71,464202.9,11.69
1361588.86,34.28,8.71,464202.9,11.69
1361365.24,34.28,8.71,464042.74,11.69
1361109.5,34.29,8.71,464035.34,11.69
1361109.5,34.29,8.71,464035.34,11.69
1361109.5,34.29,8.71,464035.34,11.69
1360853.76,34.29,8.71,464035.34,11.69
1360598.03,34.29,8.72,464183.23,11.7
1360531.14,34.3,8.72,464059.83,11.7
1360720.6,34.3,8.73,464035.34,11.7
1360464.86,34.31,8.73,464095.18,11.7
1360397.97,34.31,8.74,464483.55,11.72
1360142.24,34.31,8.74,464629.06,11.72
1359886.5,34.32,8.74,464624.19,11.72
1359942.01,34.32,8.74,464925.2,11.73
1359875.13,34.32,8.75,464922.67,11.73
1359808.25,34.33,8.75,464922.67,11.74
1360006.1,34.34,8.76,464988.61,11.74
1360006.1,34.34,8.76,465504.01,11.75
1360006.1,34.34,8.76,465372.56,11.75
1360043.54,34.34,8.76,467995.93,11.82
1359778.44,34.34,8.77,466614.05,11.78
1360009.78,34.35,8.77,465731.22,11.76
1361071.84,34.38,8.81,467842.67,11.82
1360816.1,34.38,8.81,467842.67,11.82
1361005.55,34.39,8.82,467842.67,11.82
1360938.67,34.4,8.82,467842.94,11.82
1360682.93,34.4,8.83,467842.67,11.83
1360616.05,34.41,8.83,467842.67,11.83
1359616.05,34.39,8.82,466842.67,11.81
1359360.31,34.39,8.82,467011.92,11.82
1359104.57,34.39,8.82,467032.76,11.82
1358906.15,34.39,8.82,466818.04,11.81
1358530.96,34.39,8.81,467059.58,11.82
1358275.22,34.39,8.81,467064.42,11.82
1358275.22,34.39,8.81,467064.42,11.82
1358057.6,34.38,8.81,466857.65,11.82
1357801.86,34.39,8.81,466850.25,11.82
1357546.12,34.39,8.81,466850.25,11.83
1357546.12,34.39,8.81,466850.25,11.83
1357735.58,34.4,8.82,467020.58,11.83
1357901.36,34.41,8.83,466873.41,11.83
1357901.36,34.41,8.83,466873.41,11.83
1357834.47,34.41,8.84,466850.25,11.83
1357908.34,34.42,8.85,467599.98,11.85
1357652.6,34.42,8.85,467711.28,11.86
1357311.08,34.42,8.84,467894.82,11.86
