ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
752,2524,2191590,6212,2191590
752,2524,2192590,6212,2192590
753,2532,2193590,6212,2193590
753,2532,2194590,6212,2194590
753,2532,2194910,6212,2194910
753,2532,2195910,6212,2195910
753,2532,2196910,6212,2196910
753,2532,2197910,6212,2197910
753,2532,2198910,6212,2198910
753,2532,2198910,6212,2198910
753,2532,2199380,6212,2199380
753,2532,2200380,6212,2200380
754,2540,2200850,6212,2200850
754,2540,2201500,6212,2201500
754,2540,2202500,6212,2202500
754,2540,2202500,6212,2202500
754,2540,2202500,6212,2202500
754,2540,2203500,6212,2203500
754,2540,2203820,6212,2203820
754,2540,2204410,6212,2204410
754,2540,2204870,6212,2204870
754,2540,2205190,6212,2205190
754,2540,2206190,6212,2206190
754,2540,2207000,6212,2207000
754,2540,2207470,6212,2207470
754,2540,2208470,6212,2208470
755,2548,2208940,6212,2208940
755,2548,2209940,6212,2209940
755,2548,2210940,6212,2210940
755,2548,2211750,6212,2211750
755,2548,2212300,6212,2212300
755,2548,2212950,6212,2212950
755,2548,2213420,6212,2213420
755,2548,2214420,6212,2214420
755,2548,2215420,6212,2215420
756,2556,2215890,6212,2215890
756,2556,2216210,6212,2216210
756,2556,2217210,6212,2217210
756,2556,2217530,6212,2217530
756,2556,2218530,6212,2218530
756,2556,2219530,6212,2219530
756,2556,2220000,6212,2220000
756,2556,2221000,6212,2221000
756,2556,2221810,6212,2221810
756,2556,2222620,6212,2222620
756,2556,2222940,6212,2222940
757,2564,2223940,6212,2223940
757,2564,2224260,6212,2224260
757,2564,2225260,6212,2225260
757,2564,2226260,6212,2226260
757,2564,2226260,6212,2226260
757,2564,2227260,6212,2227260
757,2564,2227730,6212,2227730
757,2564,2228200,6212,2228200
757,2564,2228790,6212,2228790
757,2564,2229790,6212,2229790
757,2564,2230600,6212,2230600
758,2572,2231410,6212,2231410
758,2572,2232220,6212,2232220
758,2572,2233220,6212,2233220
758,2572,2233870,6212,2233870
758,2572,2234870,6212,2234870
758,2572,2235870,6212,2235870
758,2572,2236190,6212,2236190
758,2572,2237190,6212,2237190
758,2572,2237660,6212,2237660
758,2572,2237890,6212,2237890
758,2572,2238210,6212,2238210
758,2572,2238530,6212,2238530
759,2580,2239530,6212,2239530
759,2580,2240530,6212,2240530
759,2580,2240850,6212,2240850
759,2580,2240850,6212,2240850
759,2580,2240850,6212,2240850
759,2580,2241310,6212,2241310
759,2580,2242120,6212,2242120
759,2580,2242770,6212,2242770
759,2580,2242770,6212,2242770
759,2580,2243580,6212,2243580
759,2580,2244390,6212,2244390
759,2580,2244860,6212,2244860
759,2580,2245320,6212,2245320
760,2588,2245970,6212,2245970
760,2588,2246970,6212,2246970
760,2588,2246970,6212,2246970
760,2588,2247780,6212,2247780
760,2588,2248780,6212,2248780
760,2588,2249780,6212,2249780
760,2588,2250780,6212,2250780
760,2588,2250780,6212,2250780
760,2588,2251780,6212,2251780
760,2588,2252780,6212,2252780
761,2596,2253430,6212,2253430
761,2596,2254430,6212,2254430
761,2596,2254750,6212,2254750
761,2596,2255750,6212,2255750
761,2596,2256560,6212,2256560
761,2596,2256910,6212,2256910
761,2596,2257910,6212,2257910
761,2596,2257910,6212,2257910
761,2596,2257910,6212,2257910
761,2596,2258910,6212,2258910
761,2596,2259560,6212,2259560
761,2596,2260560,6212,2260560
761,2596,2261370,6212,2261370
762,2604,2262180,6212,2262180
762,2604,2263180,6212,2263180
762,2604,2263180,6212,2263180
763,2612,2263410,6212,2263410
763,2612,2264060,6212,2264060
763,2612,2264870,6212,2264870
763,2612,2265870,6212,2265870
763,2612,2266190,6212,2266190
763,2612,2267190,6212,2267190
763,2612,2267350,6212,2267350
763,2612,2267820,6212,2267820
763,2612,2268820,6212,2268820
763,2612,2268820,6212,2268820
764,2620,2269630,6212,2269630
764,2620,2270280,6212,2270280
764,2620,2271090,6212,2271090
764,2620,2272090,6212,2272090
764,2620,2272090,6212,2272090
764,2620,2272560,6212,2272560
764,2620,2273030,6212,2273030
764,2620,2273490,6212,2273490
764,2620,2274490,6212,2274490
764,2620,2274490,6212,2274490
764,2620,2274760,6212,2274760
764,2620,2275760,6212,2275760
765,2628,2276760,6212,2276760
765,2628,2277080,6212,2277080
765,2628,2278080,6212,2278080
765,2628,2278890,6212,2278890
765,2628,2279890,6212,2279890
765,2628,2280890,6212,2280890
765,2628,2281360,6212,2281360
765,2628,2282360,6212,2282360
765,2628,2283170,6212,2283170
766,2636,2283980,6212,2283980
766,2636,2284980,6212,2284980
766,2636,2285450,6212,2285450
766,2636,2286260,6212,2286260
766,2636,2287260,6212,2287260
766,2636,2288260,6212,2288260
766,2636,2288910,6212,2288910
766,2636,2289140,6212,2289140
766,2636,2289610,6212,2289610
766,2636,2290420,6212,2290420
766,2636,2290740,6212,2290740
767,2644,2291740,6212,2291740
767,2644,2292740,6212,2292740
767,2644,2293740,6212,2293740
767,2644,2294740,6212,2294740
767,2644,2295290,6212,2295290
767,2644,2296100,6212,2296100
767,2644,2296570,6212,2296570
767,2644,2297570,6212,2297570
767,2644,2298570,6212,2298570
767,2644,2299570,6212,2299570
767,2644,2300570,6212,2300570
767,2644,2301570,6212,2301570
767,2644,2302570,6212,2302570
767,2644,2302570,6212,2302570
767,2644,2303160,6212,2303160
767,2644,2303160,6212,2303160
767,2644,2304160,6212,2304160
767,2644,2305160,6212,2305160
768,2652,2306160,6212,2306160
768,2652,2307160,6212,2307160
768,2652,2308160,6212,2308160
768,2652,2308710,6212,2308710
768,2652,2309260,6212,2309260
768,2652,2310260,6212,2310260
768,2652,2311260,6212,2311260
768,2652,2311720,6212,2311720
768,2652,2312530,6212,2312530
769,2660,2313340,6212,2313340
769,2660,2314340,6212,2314340
769,2660,2314810,6212,2314810
769,2660,2315620,6212,2315620
769,2660,2316090,6212,2316090
769,2660,2316900,6212,2316900
769,2660,2317710,6212,2317710
769,2660,2318710,6212,2318710
769,2660,2319710,6212,2319710
770,2668,2320710,6212,2320710
770,2668,2321520,6212,2321520
770,2668,2322520,6212,2322520
770,2668,2323330,6212,2323330
770,2668,2323800,6212,2323800
770,2668,2324800,6212,2324800
770,2668,2324800,6212,2324800
770,2668,2325610,6212,2325610
770,2668,2326610,6212,2326610
770,2668,2326930,6212,2326930
770,2668,2326930,6212,2326930
771,2676,2327930,6212,2327930
771,2676,2328160,6212,2328160
771,2676,2329160,6212,2329160
771,2676,2330160,6212,2330160
771,2676,2330970,6212,2330970
771,2676,2331970,6212,2331970
771,2676,2332970,6212,2332970
771,2676,2333780,6212,2333780
771,2676,2334250,6212,2334250
771,2676,2335060,6212,2335060
772,2684,2336060,6212,2336060
772,2684,2337060,6212,2337060
772,2684,2337060,6212,2337060
772,2684,2337870,6212,2337870
772,2684,2338460,6212,2338460
772,2684,2339270,6212,2339270
772,2684,2339740,6212,2339740
772,2684,2339740,6212,2339740
772,2684,2340330,6212,2340330
772,2684,2341330,6212,2341330
772,2684,2341330,6212,2341330
773,2692,2341880,6212,2341880
773,2692,2342880,6212,2342880
773,2692,2343110,6212,2343110
773,2692,2344110,6212,2344110
773,2692,2344580,6212,2344580
773,2692,2345580,6212,2345580
773,2692,2346580,6212,2346580
773,2692,2347580,6212,2347580
773,2692,2348170,6212,2348170
773,2692,2348980,6212,2348980
774,2700,2349980,6212,2349980
774,2700,2350630,6212,2350630
774,2700,2351440,6212,2351440
774,2700,2352250,6212,2352250
774,2700,2353250,6212,2353250
774,2700,2354060,6212,2354060
774,2700,2355060,6212,2355060
774,2700,2356060,6212,2356060
775,2708,2357060,6212,2357060
775,2708,2358060,6212,2358060
775,2708,2358650,6212,2358650
775,2708,2359120,6212,2359120
775,2708,2359930,6212,2359930
775,2708,2360930,6212,2360930
775,2708,2361400,6212,2361400
775,2708,2362210,6212,2362210
775,2708,2362210,6212,2362210
775,2708,2362860,6212,2362860
775,2708,2362860,6212,2362860
776,2716,2363510,6212,2363510
776,2716,2364510,6212,2364510
776,2716,2365510,6212,2365510
776,2716,2365980,6212,2365980
776,2716,2366790,6212,2366790
776,2716,2367790,6212,2367790
776,2716,2368790,6212,2368790
776,2716,2369600,6212,2369600
777,2724,2370600,6212,2370600
777,2724,2371070,6212,2371070
777,2724,2372070,6212,2372070
777,2724,2372880,6212,2372880
777,2724,2373880,6212,2373880
777,2724,2374880,6212,2374880
777,2724,2375690,6212,2375690
777,2724,2375910,6212,2375910
777,2724,2376720,6212,2376720
777,2724,2377720,6212,2377720
778,2732,2378190,6212,2378190
778,2732,2379190,6212,2379190
778,2732,2380000,6212,2380000
778,2732,2380160,6212,2380160
778,2732,2380970,6212,2380970
778,2732,2381440,6212,2381440
778,2732,2381440,6212,2381440
778,2732,2382440,6212,2382440
778,2732,2383440,6212,2383440
778,2732,2384250,6212,2384250
778,2732,2384720,6212,2384720
779,2740,2385720,6212,2385720
779,2740,2386720,6212,2386720
779,2740,2387720,6212,2387720
779,2740,2387720,6212,2387720
779,2740,2388720,6212,2388720
779,2740,2388720,6212,2388720
779,2740,2389040,6212,2389040
779,2740,2389590,6212,2389590
779,2740,2390060,6212,2390060
779,2740,2390060,6212,2390060
779,2740,2390530,6212,2390530
779,2740,2391530,6212,2391530
779,2740,2392000,6212,2392000
779,2740,2392650,6212,2392650
779,2740,2392880,6212,2392880
780,2748,2393880,6212,2393880
780,2748,2394880,6212,2394880
780,2748,2395690,6212,2395690
780,2748,2396690,6212,2396690
780,2748,2396910,6212,2396910
780,2748,2397910,6212,2397910
780,2748,2398720,6212,2398720
780,2748,2399720,6212,2399720
780,2748,2400720,6212,2400720
780,2748,2400720,6212,2400720
781,2756,2401190,6212,2401190
781,2756,2401660,6212,2401660
781,2756,2401980,6212,2401980
781,2756,2402450,6212,2402450
781,2756,2403450,6212,2403450
781,2756,2404260,6212,2404260
781,2756,2405260,6212,2405260
781,2756,2406260,6212,2406260
781,2756,2406260,6212,2406260
781,2756,2406260,6212,2406260
781,2756,2407260,6212,2407260
781,2756,2407580,6212,2407580
782,2764,2408580,6212,2408580
782,2764,2409580,6212,2409580
782,2764,2410580,6212,2410580
782,2764,2410580,6212,2410580
782,2764,2410580,6212,2410580
782,2764,2411580,6212,2411580
782,2764,2412230,6212,2412230
782,2764,2413040,6212,2413040
782,2764,2414040,6212,2414040
782,2764,2414510,6212,2414510
782,2764,2414980,6212,2414980
782,2764,2415630,6212,2415630
783,2772,2416440,6212,2416440
783,2772,2416660,6212,2416660
783,2772,2416660,6212,2416660
783,2772,2416880,6212,2416880
783,2772,2417200,6212,2417200
783,2772,2417670,6212,2417670
783,2772,2418320,6212,2418320
783,2772,2418320,6212,2418320
783,2772,2418320,6212,2418320
783,2772,2419320,6212,2419320
783,2772,2419320,6212,2419320
783,2772,2420130,6212,2420130
783,2772,2420780,6212,2420780
783,2772,2420780,6212,2420780
783,2772,2421590,6212,2421590
783,2772,2421590,6212,2421590
783,2772,2422060,6212,2422060
783,2772,2423060,6212,2423060
784,2780,2424060,6212,2424060
784,2780,2425060,6212,2425060
784,2780,2425870,6212,2425870
784,2780,2426870,6212,2426870
784,2780,2426870,6212,2426870
784,2780,2427190,6212,2427190
784,2780,2428190,6212,2428190
784,2780,2428660,6212,2428660
784,2780,2429470,6212,2429470
784,2780,2429790,6212,2429790
784,2780,2430790,6212,2430790
785,2788,2431790,6212,2431790
785,2788,2432790,6212,2432790
785,2788,2432790,6212,2432790
785,2788,2433600,6212,2433600
785,2788,2434070,6212,2434070
785,2788,2434540,6212,2434540
785,2788,2434540,6212,2434540
785,2788,2435540,6212,2435540
785,2788,2436010,6212,2436010
785,2788,2437010,6212,2437010
785,2788,2437120,6212,2437120
786,2796,2437770,6212,2437770
786,2796,2438420,6212,2438420
786,2796,2439420,6212,2439420
786,2796,2439420,6212,2439420
786,2796,2439970,6212,2439970
786,2796,2440970,6212,2440970
786,2796,2441190,6212,2441190
786,2796,2441410,6212,2441410
786,2796,2442410,6212,2442410
786,2796,2443410,6212,2443410
786,2796,2444220,6212,2444220
786,2796,2445030,6212,2445030
786,2796,2445500,6212,2445500
786,2796,2445820,6212,2445820
786,2796,2446290,6212,2446290
786,2796,2446510,6212,2446510
786,2796,2446510,6212,2446510
787,2804,2447510,6212,2447510
787,2804,2447980,6212,2447980
788,2812,2448200,6212,2448200
788,2812,2448520,6212,2448520
788,2812,2448990,6212,2448990
788,2812,2449150,6212,2449150
788,2812,2449620,6212,2449620
788,2812,2450430,6212,2450430
788,2812,2451430,6212,2451430
788,2812,2451890,6212,2451890
788,2812,2452700,6212,2452700
788,2812,2452700,6212,2452700
788,2812,2453510,6212,2453510
789,2820,2454160,6212,2454160
789,2820,2454970,6212,2454970
789,2820,2455080,6212,2455080
789,2820,2455450,6212,2455450
789,2820,2456450,6212,2456450
789,2820,2457450,6212,2457450
789,2820,2457450,6212,2457450
789,2820,2458450,6212,2458450
789,2820,2459450,6212,2459450
789,2820,2460260,6212,2460260
789,2820,2461070,6212,2461070
790,2828,2461530,6212,2461530
790,2828,2462530,6212,2462530
790,2828,2463340,6212,2463340
790,2828,2463810,6212,2463810
790,2828,2464810,6212,2464810
790,2828,2465180,6212,2465180
790,2828,2466180,6212,2466180
790,2828,2466650,6212,2466650
790,2828,2466650,6212,2466650
790,2828,2466650,6212,2466650
790,2828,2467650,6212,2467650
790,2828,2468120,6212,2468120
790,2828,2469120,6212,2469120
790,2828,2470120,6212,2470120
790,2828,2470710,6212,2470710
790,2828,2471260,6212,2471260
790,2828,2471730,6212,2471730
790,2828,2472730,6212,2472730
790,2828,2473730,6212,2473730
791,2836,2474540,6212,2474540
791,2836,2475540,6212,2475540
791,2836,2476350,6212,2476350
791,2836,2477160,6212,2477160
791,2836,2477970,6212,2477970
791,2836,2478780,6212,2478780
791,2836,2479780,6212,2479780
791,2836,2479780,6212,2479780
791,2836,2480780,6212,2480780
791,2836,2481250,6212,2481250
792,2844,2481720,6212,2481720
792,2844,2482720,6212,2482720
792,2844,2483720,6212,2483720
792,2844,2484530,6212,2484530
792,2844,2484530,6212,2484530
792,2844,2485530,6212,2485530
792,2844,2486080,6212,2486080
792,2844,2486890,6212,2486890
792,2844,2487120,6212,2487120
792,2844,2487350,6212,2487350
792,2844,2488160,6212,2488160
792,2844,2488620,6212,2488620
793,2852,2489430,6212,2489430
793,2852,2489430,6212,2489430
793,2852,2490240,6212,2490240
793,2852,2490710,6212,2490710
793,2852,2491030,6212,2491030
793,2852,2492030,6212,2492030
793,2852,2492030,6212,2492030
793,2852,2492350,6212,2492350
794,2860,2500350,6212,2500350
794,2860,2500510,6212,2500510
794,2860,2501510,6212,2501510
794,2860,2502320,6212,2502320
794,2860,2502550,6212,2502550
794,2860,2503030,6212,2503030
794,2860,2503500,6212,2503500
794,2860,2503970,6212,2503970
794,2860,2503970,6212,2503970
795,2868,2504560,6212,2504560
795,2868,2505560,6212,2505560
795,2868,2506560,6212,2506560
795,2868,2507370,6212,2507370
795,2868,2508370,6212,2508370
795,2868,2509370,6212,2509370
795,2868,2509840,6212,2509840
795,2868,2509840,6212,2509840
795,2868,2510650,6212,2510650
796,2876,2511650,6212,2511650
796,2876,2512240,6212,2512240
796,2876,2513050,6212,2513050
796,2876,2513520,6212,2513520
796,2876,2514520,6212,2514520
796,2876,2515330,6212,2515330
796,2876,2515560,6212,2515560
796,2876,2515780,6212,2515780
796,2876,2516780,6212,2516780
796,2876,2517250,6212,2517250
796,2876,2518250,6212,2518250
797,2884,2519250,6212,2519250
797,2884,2519900,6212,2519900
797,2884,2520220,6212,2520220
797,2884,2520540,6212,2520540
797,2884,2521540,6212,2521540
797,2884,2522540,6212,2522540
797,2884,2523350,6212,2523350
797,2884,2524160,6212,2524160
797,2884,2524630,6212,2524630
797,2884,2525630,6212,2525630
797,2884,2525950,6212,2525950
798,2892,2526950,6212,2526950
798,2892,2527540,6212,2527540
798,2892,2528350,6212,2528350
798,2892,2529350,6212,2529350
798,2892,2530160,6212,2530160
798,2892,2530480,6212,2530480
798,2892,2530950,6212,2530950
798,2892,2530950,6212,2530950
798,2892,2531240,6212,2531240
798,2892,2532240,6212,2532240
798,2892,2533240,6212,2533240
798,2892,2533470,6212,2533470
799,2900,2534280,6212,2534280
799,2900,2534600,6212,2534600
799,2900,2535600,6212,2535600
799,2900,2536600,6212,2536600
799,2900,2537070,6212,2537070
799,2900,2537880,6212,2537880
799,2900,2538880,6212,2538880
799,2900,2539690,6212,2539690
799,2900,2540500,6212,2540500
800,2908,2541090,6212,2541090
800,2908,2541900,6212,2541900
800,2908,2542550,6212,2542550
800,2908,2543550,6212,2543550
800,2908,2544360,6212,2544360
800,2908,2545010,6212,2545010
800,2908,2545120,6212,2545120
800,2908,2545710,6212,2545710
800,2908,2546180,6212,2546180
800,2908,2546180,6212,2546180
800,2908,2546530,6212,2546530
800,2908,2547530,6212,2547530
800,2908,2547530,6212,2547530
801,2916,2548180,6212,2548180
801,2916,2549180,6212,2549180
801,2916,2549650,6212,2549650
801,2916,2550460,6212,2550460
801,2916,2551460,6212,2551460
801,2916,2551460,6212,2551460
801,2916,2552460,6212,2552460
801,2916,2553270,6212,2553270
801,2916,2554270,6212,2554270
802,2924,2555080,6212,2555080
802,2924,2556080,6212,2556080
802,2924,2557080,6212,2557080
802,2924,2557890,6212,2557890
802,2924,2558210,6212,2558210
802,2924,2559210,6212,2559210
802,2924,2559440,6212,2559440
802,2924,2559440,6212,2559440
802,2924,2559910,6212,2559910
802,2924,2560280,6212,2560280
802,2924,2561280,6212,2561280
802,2924,2562280,6212,2562280
802,2924,2562330,6212,2562330
802,2924,2563330,6212,2563330
803,2932,2564330,6212,2564330
803,2932,2564800,6212,2564800
803,2932,2565610,6212,2565610
803,2932,2566610,6212,2566610
803,2932,2567080,6212,2567080
803,2932,2567550,6212,2567550
803,2932,2568020,6212,2568020
803,2932,2569020,6212,2569020
804,2940,2569490,6212,2569490
804,2940,2569810,6212,2569810
804,2940,2570620,6212,2570620
804,2940,2571430,6212,2571430
804,2940,2572430,6212,2572430
804,2940,2573430,6212,2573430
804,2940,2574080,6212,2574080
804,2940,2574550,6212,2574550
804,2940,2574550,6212,2574550
804,2940,2574870,6212,2574870
804,2940,2575870,6212,2575870
804,2940,2576680,6212,2576680
805,2948,2577140,6212,2577140
805,2948,2578140,6212,2578140
805,2948,2578950,6212,2578950
805,2948,2579950,6212,2579950
805,2948,2580950,6212,2580950
805,2948,2580950,6212,2580950
805,2948,2581760,6212,2581760
805,2948,2582570,6212,2582570
805,2948,2583380,6212,2583380
805,2948,2583610,6212,2583610
806,2956,2584610,6212,2584610
806,2956,2585610,6212,2585610
806,2956,2586610,6212,2586610
806,2956,2587080,6212,2587080
806,2956,2587310,6212,2587310
806,2956,2587860,6212,2587860
806,2956,2588670,6212,2588670
806,2956,2589480,6212,2589480
806,2956,2589480,6212,2589480
806,2956,2590480,6212,2590480
806,2956,2590480,6212,2590480
806,2956,2590950,6212,2590950
806,2956,2591270,6212,2591270
807,2964,2592270,6212,2592270
807,2964,2593270,6212,2593270
807,2964,2594270,6212,2594270
807,2964,2594590,6212,2594590
807,2964,2595590,6212,2595590
807,2964,2595590,6212,2595590
807,2964,2596050,6212,2596050
807,2964,2597050,6212,2597050
807,2964,2597640,6212,2597640
807,2964,2598640,6212,2598640
808,2972,2598960,6212,2598960
809,2980,2599770,6212,2599770
810,2988,2607770,6212,2607770
810,2988,2608090,6212,2608090
810,2988,2608090,6212,2608090
810,2988,2608090,6212,2608090
810,2988,2609090,6212,2609090
810,2988,2609900,6212,2609900
810,2988,2610900,6212,2610900
810,2988,2611900,6212,2611900
810,2988,2612490,6212,2612490
810,2988,2612490,6212,2612490
810,2988,2613490,6212,2613490
810,2988,2613490,6212,2613490
810,2988,2614040,6212,2614040
810,2988,2614370,6212,2614370
811,2996,2615370,6212,2615370
811,2996,2615530,6212,2615530
811,2996,2616340,6212,2616340
811,2996,2616340,6212,2616340
811,2996,2617340,6212,2617340
811,2996,2617560,6212,2617560
811,2996,2618560,6212,2618560
811,2996,2619560,6212,2619560
811,2996,2619780,6212,2619780
811,2996,2620780,6212,2620780
811,2996,2621780,6212,2621780
811,2996,2621780,6212,2621780
812,3004,2622590,6212,2622590
812,3004,2623590,6212,2623590
812,3004,2623910,6212,2623910
812,3004,2624910,6212,2624910
812,3004,2624910,6212,2624910
812,3004,2625380,6212,2625380
812,3004,2625380,6212,2625380
812,3004,2625700,6212,2625700
812,3004,2626510,6212,2626510
812,3004,2627060,6212,2627060
812,3004,2628060,6212,2628060
812,3004,2628870,6212,2628870
812,3004,2629870,6212,2629870
812,3004,2630330,6212,2630330
812,3004,2630490,6212,2630490
812,3004,2630720,6212,2630720
812,3004,2630720,6212,2630720
812,3004,2631720,6212,2631720
812,3004,2632040,6212,2632040
812,3004,2632500,6212,2632500
812,3004,2632500,6212,2632500
812,3004,2632500,6212,2632500
812,3004,2632970,6212,2632970
812,3004,2633970,6212,2633970
812,3004,2633970,6212,2633970
812,3004,2633970,6212,2633970
812,3004,2634440,6212,2634440
812,3004,2635250,6212,2635250
812,3004,2635250,6212,2635250
812,3004,2636250,6212,2636250
813,3012,2637250,6212,2637250
813,3012,2637570,6212,2637570
813,3012,2638570,6212,2638570
813,3012,2639380,6212,2639380
813,3012,2640380,6212,2640380
813,3012,2641380,6212,2641380
813,3012,2642030,6212,2642030
813,3012,2643030,6212,2643030
813,3012,2644030,6212,2644030
814,3020,2645030,6212,2645030
814,3020,2645500,6212,2645500
814,3020,2645970,6212,2645970
814,3020,2646970,6212,2646970
814,3020,2647780,6212,2647780
814,3020,2648590,6212,2648590
814,3020,2649400,6212,2649400
814,3020,2650400,6212,2650400
814,3020,2651050,6212,2651050
814,3020,2651050,6212,2651050
814,3020,2651050,6212,2651050
814,3020,2651270,6212,2651270
815,3028,2652080,6212,2652080
815,3028,2653080,6212,2653080
815,3028,2653080,6212,2653080
815,3028,2654080,6212,2654080
815,3028,2654400,6212,2654400
815,3028,2655210,6212,2655210
815,3028,2656020,6212,2656020
815,3028,2656490,6212,2656490
815,3028,2657490,6212,2657490
815,3028,2658490,6212,2658490
816,3036,2659080,6212,2659080
816,3036,2660080,6212,2660080
816,3036,2660550,6212,2660550
816,3036,2661550,6212,2661550
816,3036,2662550,6212,2662550
816,3036,2663360,6212,2663360
816,3036,2664170,6212,2664170
816,3036,2664640,6212,2664640
816,3036,2664750,6212,2664750
816,3036,2665220,6212,2665220
816,3036,2665220,6212,2665220
816,3036,2666030,6212,2666030
817,3044,2666840,6212,2666840
817,3044,2667000,6212,2667000
817,3044,2667810,6212,2667810
817,3044,2667810,6212,2667810
817,3044,2668810,6212,2668810
817,3044,2669810,6212,2669810
817,3044,2670030,6212,2670030
817,3044,2671030,6212,2671030
817,3044,2671840,6212,2671840
817,3044,2671840,6212,2671840
817,3044,2672310,6212,2672310
817,3044,2673120,6212,2673120
817,3044,2673590,6212,2673590
818,3052,2674400,6212,2674400
818,3052,2674400,6212,2674400
818,3052,2674400,6212,2674400
818,3052,2674400,6212,2674400
818,3052,2675210,6212,2675210
818,3052,2675860,6212,2675860
818,3052,2676860,6212,2676860
818,3052,2676860,6212,2676860
818,3052,2677670,6212,2677670
818,3052,2677670,6212,2677670
818,3052,2678670,6212,2678670
818,3052,2679130,6212,2679130
818,3052,2679130,6212,2679130
819,3060,2679780,6212,2679780
819,3060,2680780,6212,2680780
819,3060,2681780,6212,2681780
819,3060,2682780,6212,2682780
819,3060,2683590,6212,2683590
819,3060,2683960,6212,2683960
819,3060,2684960,6212,2684960
819,3060,2685960,6212,2685960
819,3060,2686280,6212,2686280
819,3060,2687280,6212,2687280
820,3068,2687740,6212,2687740
820,3068,2688740,6212,2688740
820,3068,2689330,6212,2689330
820,3068,2689800,6212,2689800
820,3068,2690020,6212,2690020
820,3068,2691020,6212,2691020
820,3068,2692020,6212,2692020
820,3068,2692020,6212,2692020
820,3068,2693020,6212,2693020
820,3068,2693830,6212,2693830
820,3068,2694830,6212,2694830
821,3076,2695480,6212,2695480
821,3076,2696480,6212,2696480
821,3076,2697480,6212,2697480
821,3076,2698480,6212,2698480
821,3076,2698640,6212,2698640
821,3076,2699450,6212,2699450
821,3076,2699770,6212,2699770
821,3076,2700090,6212,2700090
821,3076,2701090,6212,2701090
821,3076,2701090,6212,2701090
821,3076,2701740,6212,2701740
821,3076,2702210,6212,2702210
822,3084,2703020,6212,2703020
822,3084,2703490,6212,2703490
822,3084,2704300,6212,2704300
822,3084,2705300,6212,2705300
822,3084,2706300,6212,2706300
822,3084,2707300,6212,2707300
822,3084,2708300,6212,2708300
822,3084,2709110,6212,2709110
823,3092,2709920,6212,2709920
823,3092,2710920,6212,2710920
823,3092,2711730,6212,2711730
823,3092,2712730,6212,2712730
823,3092,2713540,6212,2713540
823,3092,2713860,6212,2713860
823,3092,2714330,6212,2714330
823,3092,2715330,6212,2715330
823,3092,2715880,6212,2715880
824,3100,2716880,6212,2716880
824,3100,2717690,6212,2717690
824,3100,2718010,6212,2718010
824,3100,2718820,6212,2718820
824,3100,2719170,6212,2719170
824,3100,2719390,6212,2719390
824,3100,2719610,6212,2719610
824,3100,2720610,6212,2720610
824,3100,2721610,6212,2721610
824,3100,2722080,6212,2722080
824,3100,2722890,6212,2722890
824,3100,2723360,6212,2723360
824,3100,2723820,6212,2723820
825,3108,2724820,6212,2724820
825,3108,2725820,6212,2725820
825,3108,2726280,6212,2726280
825,3108,2726600,6212,2726600
825,3108,2727600,6212,2727600
825,3108,2728410,6212,2728410
825,3108,2728880,6212,2728880
825,3108,2729690,6212,2729690
825,3108,2730010,6212,2730010
825,3108,2730820,6212,2730820
826,3116,2731630,6212,2731630
826,3116,2732090,6212,2732090
826,3116,2733090,6212,2733090
826,3116,2734090,6212,2734090
826,3116,2735090,6212,2735090
826,3116,2735740,6212,2735740
826,3116,2736740,6212,2736740
826,3116,2737740,6212,2737740
827,3124,2738740,6212,2738740
827,3124,2739550,6212,2739550
827,3124,2740550,6212,2740550
827,3124,2741200,6212,2741200
827,3124,2742200,6212,2742200
827,3124,2742660,6212,2742660
827,3124,2743470,6212,2743470
827,3124,2743470,6212,2743470
827,3124,2744470,6212,2744470
827,3124,2745280,6212,2745280
827,3124,2745440,6212,2745440
827,3124,2745760,6212,2745760
828,3132,2746230,6212,2746230
828,3132,2747230,6212,2747230
828,3132,2747880,6212,2747880
828,3132,2748880,6212,2748880
828,3132,2749110,6212,2749110
828,3132,2749920,6212,2749920
828,3132,2750730,6212,2750730
828,3132,2751200,6212,2751200
828,3132,2752010,6212,2752010
828,3132,2753010,6212,2753010
828,3132,2753170,6212,2753170
828,3132,2753170,6212,2753170
829,3140,2753720,6212,2753720
829,3140,2754720,6212,2754720
829,3140,2755040,6212,2755040
829,3140,2755200,6212,2755200
829,3140,2755670,6212,2755670
829,3140,2756480,6212,2756480
829,3140,2757480,6212,2757480
829,3140,2758480,6212,2758480
829,3140,2758480,6212,2758480
829,3140,2758480,6212,2758480
829,3140,2759290,6212,2759290
