ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
810208.94,42.37,16.79,430304.89,22.5
810142.06,42.38,16.81,430304.89,22.51
809842.45,42.37,16.8,429966.14,22.5
809842.45,42.37,16.8,429966.14,22.5
809775.57,42.39,16.81,430059.02,22.51
808752.62,42.42,16.85,431126.62,22.61
808752.62,42.42,16.85,431177.2,22.62
808496.88,42.43,16.86,430958.02,22.62
808770.28,42.46,16.88,430371.37,22.59
808514.54,42.46,16.89,430403.4,22.61
808238.35,42.46,16.89,431560.6,22.67
807982.61,42.47,16.89,431435.69,22.68
807984.89,42.47,16.89,431438.22,22.68
807764.5,42.46,16.89,431224.82,22.67
806764.5,42.43,16.86,430224.82,22.63
805764.5,42.4,16.83,429224.82,22.59
805518.12,42.41,16.84,429882.57,22.63
805518.12,42.41,16.84,429856.54,22.63
805518.12,42.41,16.84,429890.24,22.63
805253.02,42.42,16.85,429610.2,22.63
804997.28,42.43,16.85,429605.32,22.64
805283.64,42.45,16.88,429602.8,22.65
805027.9,42.46,16.89,429765.73,22.67
805189.56,42.49,16.91,429320.3,22.65
804933.83,42.5,16.92,429215.88,22.66
804678.09,42.5,16.93,429408.33,22.68
804611.2,42.52,16.94,430300.82,22.74
804544.32,42.53,16.96,429906.64,22.73
804288.58,42.54,16.97,429954.55,22.74
803955.23,42.54,16.96,429746.4,22.74
803699.49,42.54,16.97,429741.53,22.75
803443.75,42.55,16.98,429942.85,22.77
803443.75,42.55,16.98,429945.01,22.77
803443.75,42.55,16.98,429925.13,22.77
803443.75,42.55,16.98,429945.54,22.77
803188.01,42.56,16.99,429896.08,22.78
803377.46,42.58,17.01,429756.48,22.78
803149.81,42.59,17.02,431785.67,22.9
803941.02,42.65,17.07,432311.94,22.93
803941.02,42.65,17.07,432265.7,22.93
803941.02,42.65,17.07,432316.37,22.93
803685.28,42.66,17.08,432311.5,22.94
803429.54,42.66,17.09,432308.97,22.96
803129.87,42.67,17.09,431407.29,22.92
802874.13,42.68,17.1,431739.64,22.95
803160.48,42.7,17.12,431471.65,22.94
803160.48,42.7,17.12,431471.65,22.94
802904.75,42.71,17.13,431436.75,22.95
802904.75,42.71,17.13,431412.43,22.95
802649.01,42.72,17.14,432481.06,23.02
802334.37,42.71,17.14,432268.07,23.01
802532.39,42.74,17.17,432264.11,23.02
802721.84,42.76,17.19,432259.43,23.03
802466.1,42.77,17.2,432256.72,23.04
802279.15,42.77,17.2,432125.58,23.04
802023.41,42.78,17.21,432125.58,23.05
802024.56,42.78,17.21,432156.81,23.05
801639.37,42.77,17.2,432552.81,23.08
801639.37,42.77,17.2,432552.81,23.08
801639.37,42.77,17.2,432552.81,23.08
801383.63,42.78,17.21,432189.32,23.07
801669.98,42.81,17.23,433630.1,23.15
801669.98,42.81,17.23,433604.07,23.15
801669.98,42.81,17.23,433604.07,23.15
801432.96,42.82,17.24,433469.55,23.16
801177.22,42.82,17.25,433462.15,23.17
801177.22,42.82,17.25,433462.15,23.17
800695.19,42.82,17.25,433043.58,23.16
800625.62,42.83,17.25,432178.89,23.12
800369.88,42.83,17.26,432523.13,23.15
800114.14,42.84,17.27,432341.65,23.15
799858.4,42.85,17.28,432710.48,23.18
800419.43,42.89,17.32,433991.05,23.26
800419.43,42.89,17.32,434021.66,23.26
800191.77,42.9,17.33,433859.5,23.26
799936.03,42.91,17.34,433979.98,23.28
800411.74,42.96,17.39,434791.3,23.34
800368.0,42.97,17.39,434616.66,23.33
800368.0,42.97,17.39,434601.07,23.33
800112.26,42.98,17.4,434631.36,23.35
800114.55,42.98,17.4,434633.64,23.35
799760.61,42.98,17.4,434445.47,23.35
799760.61,42.98,17.4,434466.29,23.35
799761.76,42.98,17.4,434467.44,23.35
799798.25,42.99,17.41,434426.85,23.35
799798.25,42.99,17.41,434426.85,23.35
799542.51,42.99,17.42,434358.65,23.36
799286.77,43.0,17.43,434268.9,23.37
799219.89,43.02,17.45,434591.45,23.39
799153.01,43.03,17.46,434424.05,23.39
798897.27,43.04,17.47,434275.52,23.4
798641.53,43.05,17.48,434644.76,23.43
798385.79,43.06,17.49,434637.59,23.44
798385.79,43.06,17.49,434637.59,23.44
798130.05,43.07,17.5,434637.37,23.46
798130.05,43.07,17.5,434587.33,23.45
798063.17,43.09,17.51,434609.63,23.46
797807.43,43.1,17.52,434625.53,23.48
797807.43,43.1,17.52,434625.53,23.48
797740.55,43.11,17.54,434592.17,23.49
797484.81,43.12,17.55,434587.33,23.5
797484.81,43.12,17.55,434587.33,23.5
797484.81,43.12,17.55,434587.33,23.5
797229.07,43.13,17.56,435029.92,23.54
797162.19,43.15,17.57,435138.39,23.55
797162.19,43.15,17.57,435109.49,23.55
796906.45,43.16,17.58,435104.66,23.56
797192.8,43.18,17.6,435102.09,23.57
797125.92,43.19,17.62,435102.09,23.58
796870.18,43.2,17.63,435193.35,23.59
796657.69,43.2,17.63,435243.68,23.6
796401.95,43.21,17.64,435102.09,23.61
796146.21,43.22,17.65,435102.09,23.62
795890.48,43.23,17.65,435711.91,23.67
795823.59,43.24,17.67,435773.24,23.68
795827.02,43.24,17.67,435821.08,23.68
795760.14,43.26,17.69,435815.96,23.69
795760.14,43.26,17.69,435754.8,23.69
795693.26,43.28,17.7,435752.52,23.7
795693.26,43.28,17.7,435805.5,23.7
795626.38,43.29,17.72,435805.5,23.71
795626.38,43.29,17.72,435805.5,23.71
795370.64,43.3,17.73,435860.63,23.73
795114.9,43.31,17.74,435842.95,23.74
795048.02,43.33,17.75,435848.52,23.75
794792.28,43.33,17.76,436510.88,23.8
794536.54,43.34,17.77,436499.9,23.81
794280.8,43.35,17.78,436492.5,23.83
794213.92,43.37,17.8,436492.5,23.84
794287.78,43.39,17.82,436608.38,23.85
794032.04,43.4,17.83,436495.9,23.86
793776.3,43.41,17.83,436492.5,23.87
793520.57,43.42,17.84,437044.8,23.91
793274.19,43.43,17.85,436989.86,23.92
793009.09,43.44,17.86,436976.66,23.94
792753.35,43.45,17.87,436971.79,23.95
792951.2,43.47,17.9,436969.26,23.95
792951.2,43.47,17.9,437013.78,23.96
792367.64,43.45,17.88,436431.8,23.93
792111.9,43.46,17.89,436550.48,23.95
791812.3,43.45,17.88,436285.0,23.94
791428.71,43.44,17.87,436262.85,23.95
791428.71,43.44,17.87,436262.85,23.95
791172.97,43.45,17.88,436197.36,23.96
791172.97,43.45,17.88,436197.36,23.96
790917.23,43.46,17.89,437203.52,24.03
790737.04,43.48,17.9,437149.47,24.04
791210.64,43.52,17.94,437200.38,24.05
790690.01,43.51,17.93,436776.32,24.03
790690.01,43.51,17.93,436642.99,24.03
790434.27,43.52,17.94,436638.12,24.04
790178.53,43.53,17.95,436635.59,24.05
789922.79,43.54,17.96,436699.49,24.07
789922.79,43.54,17.96,436891.79,24.08
789667.06,43.55,17.97,436836.15,24.09
789667.06,43.55,17.97,436836.04,24.09
789671.63,43.55,17.97,436842.78,24.09
789415.89,43.56,17.98,436864.01,24.11
789178.87,43.57,18.0,437002.04,24.13
788942.19,43.58,18.01,437206.11,24.15
788942.19,43.58,18.01,437206.11,24.15
788837.53,43.59,18.02,437023.33,24.15
788581.79,43.6,18.03,437018.51,24.16
788581.79,43.6,18.03,437018.56,24.16
788771.24,43.63,18.05,437015.99,24.17
788771.24,43.63,18.05,437015.99,24.17
788515.5,43.64,18.06,437238.57,24.2
788515.5,43.64,18.06,437238.57,24.2
788515.5,43.64,18.06,437238.57,24.2
788259.77,43.65,18.07,437211.8,24.21
788259.77,43.65,18.07,437211.8,24.21
787874.58,43.64,18.06,437267.1,24.22
787948.44,43.66,18.08,437248.54,24.23
787711.42,43.67,18.09,437898.08,24.27
788640.46,43.72,18.14,438770.98,24.32
788384.72,43.73,18.15,438763.58,24.34
788185.12,43.72,18.15,438618.1,24.33
787470.28,43.71,18.13,438083.89,24.32
787214.54,43.72,18.14,438083.89,24.33
786958.8,43.73,18.15,438885.41,24.39
786703.06,43.74,18.16,438690.85,24.39
786920.59,43.76,18.19,438529.64,24.39
786766.74,43.76,18.19,440385.56,24.5
787964.87,43.83,18.26,440869.35,24.52
787709.13,43.84,18.27,440864.48,24.54
787453.39,43.85,18.28,440861.95,24.55
787642.84,43.87,18.3,440861.95,24.56
787108.84,43.86,18.29,440241.16,24.53
786853.1,43.87,18.3,440528.07,24.56
786597.36,43.88,18.31,440294.87,24.56
786341.63,43.89,18.32,440448.22,24.59
786095.25,43.9,18.33,440916.87,24.63
785878.58,43.92,18.34,440734.78,24.63
785622.84,43.93,18.35,440727.38,24.64
785367.1,43.94,18.36,440727.38,24.66
785111.36,43.95,18.37,440937.02,24.68
785111.36,43.95,18.37,440937.02,24.68
784855.62,43.96,18.38,440735.4,24.68
784627.96,43.97,18.4,442409.64,24.79
782582.05,44.05,18.48,442402.24,24.9
782582.05,44.05,18.48,442402.24,24.9
782582.05,44.05,18.48,442402.24,24.9
782357.29,44.06,18.49,441676.78,24.88
782691.61,44.1,18.52,441724.64,24.89
783442.0,44.15,18.58,441874.52,24.9
783570.31,44.18,18.6,441867.13,24.91
783570.31,44.18,18.6,441867.13,24.91
783759.76,44.2,18.62,441867.13,24.92
783759.76,44.2,18.62,441867.13,24.92
783554.63,44.19,18.62,441913.79,24.92
783298.89,44.2,18.63,441906.5,24.94
782913.7,44.19,18.62,441867.13,24.94
782657.96,44.2,18.63,443218.0,25.03
782657.96,44.2,18.63,443218.0,25.03
782430.3,44.22,18.64,443144.18,25.04
782298.7,44.23,18.66,442305.94,25.01
782986.09,44.29,18.71,443457.13,25.08
782730.35,44.3,18.72,443449.96,25.1
782663.46,44.32,18.74,443449.73,25.11
782663.46,44.32,18.74,443449.73,25.11
782663.46,44.32,18.74,443449.73,25.11
782663.46,44.32,18.74,443449.73,25.11
782829.24,44.34,18.76,443476.7,25.12
782573.5,44.35,18.78,443449.94,25.13
782573.5,44.35,18.78,443505.93,25.13
782573.5,44.35,18.78,443490.33,25.13
782506.62,44.37,18.79,443490.12,25.14
782439.74,44.38,18.81,443844.66,25.18
782242.61,44.38,18.8,443845.8,25.18
782242.61,44.38,18.8,443805.41,25.18
782242.61,44.38,18.8,443866.33,25.18
781986.87,44.39,18.81,443871.6,25.2
782273.22,44.41,18.84,444312.0,25.22
782017.48,44.42,18.85,444304.6,25.24
781761.75,44.43,18.86,444304.6,25.25
781762.89,44.43,18.86,444311.74,25.25
781762.89,44.43,18.86,444869.9,25.29
781507.15,44.44,18.87,444935.54,25.3
781440.27,44.46,18.89,444937.5,25.31
781520.36,44.46,18.89,444992.77,25.32
781520.36,44.46,18.89,444992.77,25.32
781236.74,44.46,18.88,444709.15,25.31
780713.6,44.44,18.87,444184.37,25.29
780841.91,44.46,18.89,444116.77,25.29
780547.86,44.46,18.88,444444.95,25.31
780737.31,44.48,18.9,444312.25,25.31
780737.31,44.48,18.9,444312.25,25.31
780670.43,44.5,18.92,444116.77,25.31
780414.69,44.51,18.93,445019.52,25.38
780347.81,44.52,18.95,445014.4,25.39
780092.07,44.53,18.96,445012.12,25.4
779706.88,44.52,18.95,444636.03,25.39
779451.14,44.53,18.96,444676.08,25.41
779640.59,44.56,18.98,444636.03,25.41
779384.86,44.57,18.99,444638.78,25.43
779317.97,44.58,19.01,445278.61,25.47
779062.23,44.6,19.02,444999.3,25.47
779064.52,44.6,19.02,445002.63,25.47
778808.78,44.61,19.03,445233.09,25.5
778553.04,44.62,19.04,445228.26,25.52
778575.96,44.62,19.04,445501.03,25.53
778410.29,44.61,19.04,445307.7,25.52
778154.55,44.63,19.05,445305.13,25.54
777898.81,44.64,19.06,445927.47,25.59
778088.26,44.66,19.09,445736.09,25.58
777832.52,44.67,19.1,445305.13,25.57
777832.52,44.67,19.1,445305.13,25.57
777960.83,44.69,19.12,446176.41,25.63
777742.87,44.71,19.13,446181.36,25.65
777725.97,44.72,19.14,446211.64,25.66
777915.42,44.74,19.17,446206.95,25.66
777659.68,44.75,19.18,446204.24,25.68
777403.94,44.76,19.19,446378.49,25.7
777183.79,44.76,19.18,446165.33,25.69
777257.66,44.78,19.2,446064.57,25.7
777151.81,44.78,19.21,446158.07,25.71
777151.81,44.78,19.21,446158.07,25.71
776766.61,44.77,19.2,448530.17,25.85
777099.89,44.81,19.23,448797.07,25.88
776844.16,44.82,19.25,448789.67,25.89
777858.32,44.9,19.33,448837.17,25.91
777602.58,44.92,19.34,448837.17,25.93
777602.58,44.92,19.34,448837.17,25.93
777888.93,44.94,19.37,448891.97,25.93
777376.84,44.93,19.35,448837.17,25.94
777566.29,44.95,19.38,448837.17,25.95
777329.84,44.95,19.37,450154.78,26.03
777329.84,44.95,19.37,450154.78,26.03
777290.39,44.97,19.4,450768.93,26.08
777180.16,44.98,19.41,449559.08,26.02
777152.97,45.01,19.43,450020.15,26.06
777152.97,45.01,19.43,450020.15,26.06
776897.23,45.02,19.45,450015.28,26.08
777242.41,45.04,19.47,450262.3,26.09
777431.86,45.06,19.49,450259.77,26.1
777431.86,45.06,19.49,450259.77,26.1
777431.86,45.06,19.49,450259.77,26.1
777364.98,45.08,19.51,450301.6,26.11
777109.24,45.09,19.52,450305.19,26.13
776739.24,45.08,19.51,449935.19,26.11
776739.24,45.08,19.51,449935.19,26.11
776739.24,45.08,19.51,449935.19,26.11
776483.5,45.09,19.52,449892.07,26.13
776483.5,45.09,19.52,449892.07,26.13
776227.76,45.1,19.53,450560.76,26.18
776177.76,45.1,19.53,450510.76,26.18
776177.76,45.1,19.53,450510.76,26.18
776110.88,45.12,19.54,450395.36,26.18
775855.14,45.13,19.56,450462.41,26.2
775788.26,45.15,19.57,450457.29,26.21
775532.52,45.16,19.58,450455.01,26.23
775465.64,45.18,19.6,450455.01,26.24
775229.18,45.17,19.6,450420.56,26.24
775229.18,45.17,19.6,450418.82,26.24
774973.44,45.18,19.61,450468.26,26.26
774973.44,45.18,19.61,450468.26,26.26
774973.44,45.18,19.61,450468.26,26.26
774717.71,45.19,19.62,450450.3,26.28
774461.97,45.2,19.63,450431.41,26.29
774206.23,45.22,19.64,450491.13,26.31
773956.63,45.21,19.63,450275.35,26.3
773956.63,45.21,19.63,450275.35,26.3
773889.74,45.23,19.65,450764.54,26.34
773889.74,45.23,19.65,450769.61,26.34
773889.74,45.23,19.65,450769.61,26.34
773822.86,45.24,19.67,450764.49,26.36
773822.86,45.24,19.67,450764.49,26.36
773567.12,45.26,19.68,450762.21,26.37
773311.38,45.27,19.69,450835.42,26.39
773244.5,45.28,19.71,450780.97,26.4
773244.5,45.28,19.71,450780.97,26.4
773244.5,45.28,19.71,450780.97,26.4
772988.76,45.3,19.72,450766.41,26.41
772988.76,45.3,19.72,450766.41,26.41
772988.76,45.3,19.72,450766.41,26.41
772733.02,45.31,19.73,451158.64,26.45
772922.48,45.33,19.76,451257.88,26.47
772922.48,45.33,19.76,451257.88,26.47
772666.74,45.34,19.77,451519.95,26.5
772411.0,45.35,19.78,451515.12,26.51
772155.26,45.37,19.79,451512.55,26.53
771899.52,45.38,19.8,451720.8,26.56
771899.52,45.38,19.8,451720.8,26.56
771504.33,45.37,19.79,451391.9,26.54
771437.45,45.38,19.81,451208.02,26.55
771626.9,45.41,19.83,451183.65,26.55
771371.16,45.42,19.85,451781.6,26.6
771371.16,45.42,19.85,451781.6,26.6
770985.97,45.41,19.84,451565.82,26.6
770985.97,45.41,19.84,451565.82,26.6
770802.33,45.43,19.85,451389.52,26.6
771141.96,45.45,19.88,452148.02,26.65
771075.08,45.47,19.9,452142.9,26.66
770819.34,45.48,19.91,452140.62,26.68
770819.34,45.48,19.91,452140.62,26.68
770330.79,45.47,19.89,451584.26,26.65
770075.05,45.48,19.91,451624.3,26.67
770075.05,45.48,19.91,451624.3,26.67
770075.05,45.48,19.91,451624.3,26.67
770264.5,45.5,19.93,451584.26,26.68
770430.28,45.53,19.95,451584.26,26.69
770504.14,45.55,19.98,452432.16,26.75
770248.41,45.56,19.99,452224.89,26.75
770248.41,45.56,19.99,452224.89,26.75
769992.67,45.57,20.0,452575.97,26.79
769736.93,45.59,20.01,452568.57,26.8
769736.93,45.59,20.01,452568.57,26.8
769481.19,45.6,20.02,452568.57,26.82
769504.1,45.6,20.03,453050.26,26.85
769504.1,45.6,20.03,453050.26,26.85
769437.22,45.62,20.04,453103.25,26.86
769181.48,45.63,20.06,453069.44,26.88
769114.6,45.65,20.07,453050.26,26.89
768851.21,45.64,20.07,452710.54,26.87
768595.47,45.65,20.08,452710.54,26.89
768339.73,45.66,20.09,453151.11,26.93
768719.5,45.69,20.11,453751.03,26.97
768272.85,45.68,20.11,453277.11,26.95
768205.97,45.7,20.13,453271.99,26.96
768139.09,45.72,20.14,453269.71,26.98
768139.09,45.72,20.14,453269.71,26.98
768328.54,45.74,20.17,453269.71,26.99
768072.8,45.75,20.18,453333.96,27.01
767817.06,45.77,20.19,453287.89,27.02
767502.37,45.76,20.18,452984.22,27.01
767502.37,45.76,20.18,452984.22,27.01
767435.49,45.78,20.2,452966.03,27.02
767435.49,45.78,20.2,452966.03,27.02
767179.75,45.79,20.21,453765.99,27.08
766804.56,45.78,20.2,453137.5,27.05
766737.68,45.8,20.22,453578.77,27.09
766481.94,45.81,20.23,453573.95,27.11
766226.2,45.82,20.25,453571.38,27.12
765970.46,45.83,20.26,453598.42,27.14
765970.46,45.83,20.26,453598.42,27.14
765714.72,45.84,20.27,453571.5,27.16
765714.72,45.84,20.27,453787.8,27.17
765458.98,45.86,20.28,453787.67,27.19
765817.08,45.88,20.31,453787.67,27.19
765561.34,45.9,20.32,454262.09,27.23
765305.6,45.91,20.33,454369.0,27.26
765406.59,45.91,20.34,454502.5,27.26
765150.85,45.93,20.35,454497.63,27.28
765150.85,45.93,20.35,454497.63,27.28
765150.85,45.93,20.35,454497.63,27.28
765083.97,45.95,20.37,454495.1,27.29
765083.97,45.95,20.37,454495.1,27.29
765017.09,45.96,20.39,454495.1,27.31
764752.26,45.96,20.38,454230.27,27.3
764496.52,45.97,20.39,454364.79,27.32
764498.75,45.97,20.39,454386.78,27.32
764243.01,45.98,20.41,454295.72,27.33
764432.46,46.01,20.43,454267.24,27.34
764176.72,46.02,20.44,454892.35,27.39
763791.53,46.01,20.43,454589.82,27.38
763980.99,46.03,20.46,454885.13,27.41
763595.79,46.02,20.45,454751.06,27.41
763785.25,46.05,20.47,454746.38,27.42
763529.51,46.06,20.48,454743.66,27.43
763273.77,46.07,20.5,454967.27,27.46
763037.31,46.07,20.49,454775.52,27.46
763037.31,46.07,20.49,454775.52,27.46
762781.58,46.08,20.5,455709.55,27.53
762781.58,46.08,20.5,455709.55,27.53
762783.86,46.08,20.5,455710.76,27.53
762528.12,46.09,20.52,454744.87,27.49
762814.48,46.12,20.54,454959.42,27.51
762655.62,46.11,20.54,454800.57,27.5
762655.62,46.11,20.54,454800.57,27.5
762340.99,46.11,20.53,455989.76,27.58
762309.87,46.13,20.55,455511.24,27.56
762309.87,46.13,20.55,455511.24,27.56
762353.31,46.15,20.57,455546.01,27.58
762542.77,46.17,20.6,455541.33,27.58
762390.25,46.17,20.6,455538.61,27.59
762134.52,46.18,20.61,455675.33,27.61
761878.78,46.19,20.62,455577.14,27.62
761623.04,46.21,20.63,455587.52,27.64
761812.49,46.23,20.66,457103.31,27.74
761540.63,46.23,20.65,457366.22,27.76
761540.63,46.23,20.65,457366.22,27.76
762116.51,46.29,20.72,457257.2,27.77
762116.51,46.29,20.72,457257.2,27.77
762116.51,46.29,20.72,457257.2,27.77
762116.51,46.29,20.72,457257.2,27.77
761857.4,46.3,20.72,457088.61,27.78
761601.66,46.31,20.74,457083.43,27.79
761601.66,46.31,20.74,457083.43,27.79
761345.93,46.32,20.75,457081.21,27.81
761090.19,46.34,20.76,457109.94,27.83
761023.31,46.35,20.78,457099.28,27.84
761212.76,46.38,20.81,457082.15,27.85
761212.76,46.38,20.81,457082.15,27.85
760827.57,46.37,20.8,457081.21,27.86
760827.57,46.37,20.8,457081.21,27.86
760760.68,46.39,20.81,457353.31,27.89
760504.95,46.4,20.83,457372.01,27.91
760249.21,46.41,20.84,457436.05,27.93
760512.34,46.44,20.87,457428.65,27.93
760512.34,46.44,20.87,457428.65,27.93
760256.6,46.45,20.88,457428.65,27.95
760000.86,46.47,20.89,457490.79,27.97
760074.72,46.49,20.91,457452.27,27.98
759818.98,46.5,20.93,457428.65,27.99
759563.24,46.51,20.94,457954.19,28.04
759307.51,46.53,20.95,457947.65,28.06
759240.62,46.55,20.97,458172.84,28.09
758984.89,46.56,20.99,458168.01,28.11
758775.28,46.55,20.98,458270.7,28.12
758415.45,46.54,20.97,457869.78,28.1
758415.45,46.54,20.97,457869.78,28.1
758159.71,46.56,20.98,457867.21,28.12
758092.83,46.58,21.0,457928.09,28.13
758458.9,46.6,21.03,457961.33,28.14
758458.9,46.6,21.03,457961.33,28.14
758458.9,46.6,21.03,457961.33,28.14
758458.9,46.6,21.03,457961.33,28.14
758203.16,46.62,21.04,457867.48,28.15
757883.79,46.61,21.04,457870.64,28.16
757883.79,46.61,21.04,457870.64,28.16
757628.05,46.62,21.05,458571.11,28.22
757381.67,46.64,21.06,458420.75,28.23
757446.17,46.66,21.09,458629.31,28.25
757635.63,46.69,21.11,458624.63,28.26
757635.63,46.69,21.11,458624.63,28.26
757379.89,46.7,21.12,458621.91,28.28
756994.7,46.69,21.11,459006.87,28.31
756738.96,46.7,21.13,458768.19,28.31
756483.22,46.71,21.14,459415.58,28.37
756255.56,46.73,21.16,459708.5,28.41
756255.56,46.73,21.16,459682.47,28.4
756255.56,46.73,21.16,459682.47,28.4
756179.32,46.75,21.17,459093.27,28.38
756306.35,46.78,21.21,459600.23,28.43
756050.61,46.8,21.22,459634.52,28.45
755794.87,46.81,21.24,459648.15,28.47
755668.79,46.82,21.24,459423.8,28.46
755668.79,46.82,21.24,459457.49,28.47
755742.65,46.84,21.27,459412.23,28.47
755486.91,46.85,21.28,459503.13,28.5
755187.31,46.84,21.27,459265.88,28.49
754931.57,46.86,21.28,459164.94,28.5
754675.83,46.87,21.3,459648.99,28.55
754429.45,46.88,21.31,459321.9,28.54
754164.35,46.9,21.32,459496.46,28.57
753908.61,46.91,21.34,459489.06,28.59
753908.61,46.91,21.34,459489.06,28.59
753929.01,46.91,21.34,459507.54,28.59
753673.27,46.93,21.35,459507.54,28.61
753606.39,46.94,21.37,459560.53,28.63
753350.65,46.96,21.38,459507.56,28.64
753094.91,46.97,21.4,459507.54,28.66
753028.03,46.99,21.42,459873.91,28.7
753225.88,47.02,21.44,459714.83,28.7
752970.14,47.03,21.46,460331.13,28.75
752970.14,47.03,21.46,460331.13,28.75
752972.43,47.03,21.46,460332.29,28.75
752972.43,47.03,21.46,460332.29,28.75
752972.43,47.03,21.46,460332.29,28.75
752972.43,47.03,21.46,460332.29,28.75
752972.43,47.03,21.46,460332.29,28.75
752588.84,47.02,21.45,459935.68,28.74
752333.1,47.03,21.46,459930.5,28.75
752619.45,47.06,21.49,459928.28,28.76
752621.74,47.06,21.49,459951.3,28.76
752288.39,47.05,21.48,460017.66,28.77
752288.39,47.05,21.48,460011.24,28.77
752032.65,47.07,21.49,459990.97,28.79
752032.65,47.07,21.49,459990.97,28.79
751776.91,47.08,21.51,459964.46,28.81
751776.91,47.08,21.51,459964.46,28.81
751521.17,47.09,21.52,459944.88,28.82
751595.03,47.12,21.54,460503.71,28.87
751385.43,47.11,21.54,460127.43,28.85
751584.24,47.14,21.56,460089.14,28.86
751319.14,47.15,21.58,460727.04,28.91
751319.14,47.15,21.58,460727.04,28.91
751319.14,47.15,21.58,460727.04,28.91
751447.45,47.18,21.6,460719.64,28.92
751062.26,47.17,21.59,460325.14,28.91
750768.21,47.16,21.58,460360.1,28.92
750512.47,47.17,21.6,460362.47,28.93
750256.74,47.18,21.61,460325.14,28.95
750001.0,47.2,21.62,460925.77,29.01
750074.86,47.22,21.65,460746.55,29.01
750264.31,47.25,21.67,460527.68,29.0
750532.29,47.29,21.72,462080.26,29.12
750373.43,47.29,21.72,461921.59,29.11
750447.29,47.31,21.74,461914.19,29.12
750191.55,47.33,21.75,462119.61,29.15
750191.55,47.33,21.75,462203.8,29.16
749470.43,47.31,21.74,461365.06,29.12
749470.43,47.31,21.74,461328.32,29.12
749470.43,47.31,21.74,461328.32,29.12
749471.57,47.31,21.74,461338.04,29.12
749545.43,47.34,21.76,461174.91,29.12
749478.55,47.36,21.78,461162.38,29.14
749480.84,47.36,21.78,461163.35,29.14
749225.1,47.37,21.8,461133.6,29.16
749227.21,47.37,21.8,461157.64,29.16
749227.21,47.37,21.8,461170.37,29.16
749425.06,47.4,21.82,461899.56,29.21
749358.17,47.42,21.84,462019.21,29.23
749102.44,47.43,21.86,462227.33,29.27
748728.85,47.42,21.85,462293.9,29.28
748473.11,47.43,21.86,462286.72,29.3
748217.37,47.45,21.87,462286.5,29.32
747961.63,47.46,21.89,462346.82,29.34
747705.89,47.48,21.9,462288.36,29.35
747547.03,47.47,21.9,462129.51,29.35
747291.29,47.48,21.91,462128.63,29.36
746968.18,47.47,21.9,461812.24,29.35
746712.44,47.49,21.91,461969.78,29.38
746456.7,47.5,21.93,461825.76,29.39
746646.15,47.53,21.96,462254.91,29.43
746390.41,47.54,21.97,462250.08,29.44
746134.67,47.56,21.98,462247.51,29.46
746134.67,47.56,21.98,462264.1,29.46
745878.94,47.57,22.0,462264.1,29.48
745623.2,47.58,22.01,462356.02,29.51
745238.01,47.57,22.0,461972.37,29.49
744982.27,47.59,22.01,461888.86,29.5
744726.53,47.6,22.03,462562.22,29.57
743703.57,47.66,22.09,462681.19,29.65
743403.97,47.65,22.08,462259.58,29.63
743620.71,47.69,22.12,462306.02,29.65
743566.81,47.7,22.13,462252.12,29.65
743756.26,47.73,22.15,462186.05,29.66
743689.38,47.75,22.17,462125.94,29.67
743433.64,47.76,22.19,462565.03,29.72
743177.9,47.78,22.2,462546.41,29.74
743177.9,47.78,22.2,462546.41,29.74
742922.16,47.79,22.22,462541.58,29.75
742666.43,47.8,22.23,462539.01,29.77
742281.23,47.79,22.22,462364.88,29.77
742025.5,47.81,22.23,462795.71,29.82
742025.5,47.81,22.23,462806.4,29.82
742099.36,47.83,22.26,462676.28,29.82
742099.36,47.83,22.26,462716.23,29.83
742032.48,47.85,22.28,462416.58,29.82
741776.74,47.87,22.29,462415.52,29.84
741521.0,47.88,22.31,463106.62,29.9
741521.0,47.88,22.31,463108.52,29.9
741221.4,47.87,22.3,462924.91,29.9
740965.66,47.89,22.31,462668.93,29.9
740965.66,47.89,22.31,462656.76,29.9
740709.92,47.9,22.33,462651.58,29.92
740454.18,47.92,22.34,462649.36,29.94
740387.3,47.94,22.36,462675.13,29.96
740320.42,47.96,22.38,462656.66,29.97
740064.68,47.97,22.4,462649.9,29.99
739808.94,47.99,22.41,462844.12,30.02
739742.06,48.01,22.43,463011.58,30.05
739742.06,48.01,22.43,462804.49,30.04
739931.51,48.04,22.46,463679.96,30.1
739675.77,48.05,22.48,463675.08,30.12
739420.03,48.06,22.49,463672.56,30.14
739421.17,48.06,22.49,463682.28,30.14
