ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_617f-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1308255.69,30.29,4.72,272348.03,6.31
1307999.95,30.29,4.72,272413.92,6.31
1307999.95,30.29,4.72,272413.97,6.31
1307847.44,30.29,4.71,272487.48,6.31
1307591.7,30.29,4.72,272367.59,6.31
1307483.99,30.29,4.71,272258.55,6.31
1307303.85,30.29,4.71,272076.67,6.3
1307048.11,30.29,4.71,272057.62,6.3
1306792.37,30.29,4.71,272791.75,6.32
1306536.64,30.29,4.71,272701.72,6.32
1306280.9,30.29,4.72,272696.85,6.32
1306280.9,30.29,4.72,272696.85,6.32
1306280.9,30.29,4.72,272696.85,6.32
1306025.16,30.29,4.72,272694.32,6.32
1306025.16,30.29,4.72,272682.48,6.32
1305769.42,30.29,4.72,273129.62,6.34
1305769.42,30.29,4.72,273129.62,6.34
1305769.42,30.29,4.72,273129.62,6.34
1305769.42,30.29,4.72,273129.62,6.34
1305513.68,30.29,4.72,273123.21,6.34
1305257.94,30.29,4.72,272707.79,6.33
1305002.2,30.3,4.72,273100.73,6.34
1304755.82,30.3,4.72,272832.86,6.34
1304679.58,30.3,4.73,272835.7,6.34
1304423.84,30.3,4.73,272828.31,6.34
1304168.1,30.3,4.73,272828.31,6.34
1304168.1,30.3,4.73,272828.31,6.34
1303912.37,30.3,4.73,272963.62,6.34
1303656.63,30.3,4.73,272872.94,6.34
1303589.74,30.31,4.74,272845.29,6.34
1303334.01,30.31,4.74,272828.31,6.34
1303078.27,30.31,4.74,273149.12,6.35
1302822.53,30.31,4.74,272996.33,6.35
1302566.79,30.31,4.74,272988.94,6.35
1302311.05,30.31,4.74,272988.94,6.35
1302500.5,30.32,4.75,273189.77,6.36
1302244.76,30.32,4.75,272988.94,6.36
1302177.88,30.33,4.75,273276.04,6.36
1301922.14,30.33,4.75,273032.23,6.36
1301685.69,30.33,4.75,272988.94,6.36
1301429.95,30.33,4.75,273524.43,6.37
1301619.4,30.33,4.76,273703.74,6.38
1301382.95,30.33,4.76,273596.75,6.38
1301316.07,30.34,4.76,273591.64,6.38
1301316.07,30.34,4.76,273591.64,6.38
1301249.18,30.34,4.77,273589.35,6.38
1300993.44,30.34,4.77,273589.35,6.38
1301182.9,30.35,4.77,273714.19,6.38
1300927.16,30.35,4.78,273708.12,6.39
1300860.28,30.35,4.78,273589.35,6.38
1300860.28,30.35,4.78,273589.35,6.38
1300604.54,30.35,4.78,273589.35,6.39
1300394.14,30.35,4.78,273416.64,6.38
1300394.14,30.35,4.78,273416.64,6.38
1300008.95,30.35,4.77,274179.73,6.4
1299753.21,30.35,4.77,274035.69,6.4
1299753.21,30.35,4.77,274071.32,6.4
1300039.57,30.36,4.78,274063.92,6.4
1300039.57,30.36,4.78,274084.75,6.4
1300039.57,30.36,4.78,274084.75,6.4
1299783.83,30.36,4.78,274084.75,6.4
1299528.09,30.36,4.78,274164.65,6.4
1299194.73,30.35,4.78,274108.98,6.4
1299194.73,30.35,4.78,274107.49,6.4
1298939.0,30.35,4.78,274083.26,6.4
1299012.86,30.36,4.79,275149.76,6.43
1298713.26,30.36,4.78,274548.2,6.42
1298713.26,30.36,4.78,274555.36,6.42
1298476.24,30.36,4.78,274264.15,6.41
1299429.21,30.38,4.81,276141.21,6.46
1299173.48,30.38,4.81,276133.81,6.46
1299461.57,30.39,4.82,276093.02,6.46
1299394.68,30.39,4.82,276093.02,6.46
1299394.68,30.39,4.82,276093.02,6.46
1299327.8,30.4,4.82,276093.02,6.46
1299327.8,30.4,4.82,276093.02,6.46
1299072.06,30.4,4.83,276228.68,6.46
1299072.06,30.4,4.83,276228.68,6.46
1299072.06,30.4,4.83,276228.68,6.46
1298816.32,30.4,4.83,276145.67,6.46
1298560.59,30.4,4.83,276582.56,6.48
1298726.36,30.41,4.84,276208.57,6.47
1298726.36,30.41,4.84,276208.57,6.47
1298470.63,30.41,4.84,276890.75,6.48
1298214.89,30.41,4.84,276885.88,6.49
1298148.0,30.42,4.84,276883.35,6.49
1298081.12,30.42,4.85,276883.35,6.49
1297779.6,30.42,4.84,276583.82,6.48
1297945.38,30.42,4.85,276627.22,6.48
1298019.25,30.43,4.86,276604.01,6.48
1298019.25,30.43,4.86,276604.01,6.48
1297763.51,30.43,4.86,276583.82,6.49
1297507.77,30.43,4.86,277866.0,6.52
1297252.03,30.43,4.86,277717.52,6.52
1297325.89,30.44,4.87,277710.13,6.52
1297070.15,30.44,4.87,277710.13,6.52
1297268.01,30.45,4.87,277859.61,6.52
1297341.87,30.45,4.88,277743.5,6.52
1297086.13,30.46,4.88,277710.13,6.52
1296786.53,30.45,4.88,277343.17,6.51
1296786.53,30.45,4.88,277341.97,6.51
1294740.62,30.46,4.89,277334.57,6.52
1294868.93,30.47,4.89,278299.1,6.55
1294868.93,30.47,4.89,278299.1,6.55
1294613.19,30.47,4.89,278123.17,6.55
1294357.45,30.47,4.9,278411.1,6.55
1294357.45,30.47,4.9,278411.1,6.55
1293973.86,30.46,4.89,278490.05,6.56
1294040.61,30.47,4.89,278514.57,6.56
1294040.61,30.47,4.89,278514.57,6.56
1294040.61,30.47,4.89,278514.57,6.56
1294040.61,30.47,4.89,278514.57,6.56
1293973.73,30.47,4.9,278509.45,6.56
1293717.99,30.47,4.9,278507.17,6.56
1293462.25,30.47,4.9,278507.17,6.56
1293462.25,30.47,4.9,278507.17,6.56
1293206.51,30.47,4.9,278543.24,6.56
1292950.77,30.47,4.9,278530.48,6.56
1293148.62,30.48,4.91,278798.86,6.57
1292892.88,30.48,4.91,278719.8,6.57
1292637.14,30.48,4.91,278983.46,6.58
1292381.41,30.49,4.91,278978.28,6.58
1292314.52,30.49,4.92,278976.06,6.58
1292388.39,30.5,4.92,279039.23,6.58
1292388.39,30.5,4.92,279039.23,6.58
1292132.65,30.5,4.92,278984.47,6.58
1291841.13,30.49,4.92,278756.75,6.58
1291585.39,30.49,4.92,278748.34,6.58
1291433.15,30.49,4.92,278757.97,6.58
1291434.29,30.49,4.92,278759.11,6.58
1291178.56,30.49,4.92,279247.28,6.59
1290922.82,30.49,4.92,279351.17,6.6
1291051.13,30.5,4.93,279406.03,6.6
1290795.39,30.5,4.93,279401.16,6.6
1290993.24,30.51,4.94,279398.63,6.6
1290737.5,30.51,4.94,279527.93,6.61
1290481.76,30.51,4.94,279434.58,6.61
1290180.41,30.51,4.93,279101.9,6.6
1289796.82,30.5,4.93,279065.95,6.6
1289986.27,30.51,4.94,280001.26,6.62
1289986.27,30.51,4.94,280001.26,6.62
1289749.26,30.51,4.94,279751.62,6.62
1289550.9,30.51,4.94,279379.38,6.61
1289251.3,30.51,4.94,279329.36,6.61
1288995.56,30.51,4.94,279321.96,6.61
1288995.56,30.51,4.94,279321.96,6.61
1288995.56,30.51,4.94,279357.6,6.61
1288739.83,30.51,4.94,279357.6,6.61
1288929.28,30.52,4.95,279522.61,6.62
1288724.14,30.52,4.94,279248.29,6.61
1288725.29,30.52,4.94,279249.43,6.61
1288725.29,30.52,4.94,279324.9,6.61
1288340.1,30.51,4.94,279341.3,6.62
1288220.02,30.51,4.94,279774.39,6.63
1288153.14,30.52,4.94,279652.76,6.63
1287897.4,30.52,4.95,280511.55,6.65
1287660.38,30.52,4.95,280379.1,6.65
1287660.38,30.52,4.95,280379.1,6.65
1287395.28,30.52,4.95,279689.92,6.63
1287130.18,30.52,4.95,279841.47,6.64
1287319.64,30.53,4.96,279836.79,6.64
1287063.9,30.53,4.96,279834.07,6.64
1286808.16,30.53,4.96,280090.06,6.65
1286552.42,30.53,4.96,279901.73,6.64
1286552.42,30.53,4.96,279901.73,6.64
1286485.54,30.54,4.97,279836.11,6.64
1286229.8,30.54,4.97,280533.66,6.66
1286162.92,30.54,4.97,280404.22,6.66
1285907.18,30.55,4.97,280427.79,6.66
1285651.44,30.55,4.97,280420.39,6.66
1285584.56,30.55,4.98,280420.39,6.66
1285328.82,30.55,4.98,280589.24,6.67
1285261.94,30.56,4.98,280478.06,6.67
1284866.75,30.55,4.98,280311.8,6.67
1284611.01,30.55,4.98,280254.14,6.67
1284355.27,30.55,4.98,280705.09,6.68
1284288.39,30.56,4.98,280719.2,6.68
1284032.65,30.56,4.98,280734.55,6.68
1283776.91,30.56,4.99,280727.15,6.68
1283779.13,30.56,4.99,280729.11,6.68
1283779.13,30.56,4.99,280729.06,6.68
1283712.25,30.56,4.99,280729.06,6.68
1283645.37,30.57,4.99,280729.06,6.69
1283389.63,30.57,5.0,280863.58,6.69
1283389.63,30.57,5.0,280837.24,6.69
1283389.63,30.57,5.0,280837.24,6.69
1283322.75,30.57,5.0,280726.69,6.69
1283067.01,30.58,5.0,280702.72,6.69
1282811.27,30.58,5.0,281430.09,6.71
1282555.53,30.58,5.0,281267.67,6.71
1282299.79,30.58,5.0,281260.27,6.71
1282044.06,30.58,5.01,281260.27,6.71
1282044.06,30.58,5.01,281260.27,6.71
1281788.32,30.58,5.01,281736.2,6.72
1281532.58,30.58,5.01,281579.87,6.72
1281722.03,30.59,5.02,281260.27,6.71
1281485.01,30.59,5.02,282506.59,6.74
1281248.33,30.59,5.02,281697.06,6.73
1281003.24,30.6,5.02,281767.11,6.73
1280747.5,30.6,5.02,281762.23,6.73
1280491.76,30.6,5.02,281759.71,6.73
1280565.63,30.6,5.03,281759.71,6.73
1280565.63,30.6,5.03,281795.51,6.73
1280309.89,30.61,5.03,282276.37,6.75
1280313.32,30.61,5.03,282281.42,6.75
1280246.44,30.61,5.04,282049.53,6.74
1280179.55,30.61,5.04,281949.0,6.74
1280179.55,30.61,5.04,282037.34,6.74
1279923.82,30.62,5.04,281896.59,6.74
1279924.96,30.62,5.04,281897.79,6.74
1279501.34,30.61,5.03,281460.95,6.73
1279245.6,30.61,5.04,282158.37,6.75
1278989.86,30.61,5.04,282153.2,6.75
1278734.12,30.61,5.04,282150.98,6.75
1278478.38,30.61,5.04,282150.98,6.76
1278222.65,30.61,5.04,282312.0,6.76
1278245.33,30.61,5.04,282336.89,6.76
1277989.59,30.62,5.04,282320.61,6.76
1277733.85,30.62,5.04,282857.63,6.78
1277487.47,30.62,5.04,282405.5,6.77
1277490.9,30.62,5.05,282406.74,6.77
1277225.8,30.62,5.05,282177.11,6.76
1276970.07,30.62,5.05,282169.71,6.77
1276714.33,30.62,5.05,282169.71,6.77
1276496.7,30.62,5.04,282008.35,6.76
1276496.7,30.62,5.04,282008.35,6.76
1276240.97,30.62,5.05,282008.35,6.77
1275985.23,30.62,5.05,282398.65,6.78
1276174.68,30.63,5.06,282314.7,6.78
1275817.57,30.62,5.05,282245.67,6.77
1276505.45,30.65,5.07,283879.14,6.82
1276249.71,30.65,5.08,283874.31,6.82
1275956.53,30.65,5.07,283253.52,6.8
1276030.4,30.65,5.08,283250.95,6.8
1276219.85,30.66,5.09,283500.08,6.81
1276010.25,30.66,5.09,283277.23,6.81
1275625.06,30.65,5.08,283250.95,6.81
1275369.32,30.65,5.08,284624.66,6.84
1275226.91,30.66,5.08,284662.62,6.84
1275766.02,30.67,5.1,285423.22,6.86
1275510.28,30.68,5.1,285418.35,6.86
1275254.55,30.68,5.1,285415.82,6.87
1275508.94,30.69,5.11,285227.44,6.86
1275253.2,30.69,5.11,285227.44,6.86
1275539.55,30.7,5.12,285287.82,6.87
1275539.55,30.7,5.12,285287.82,6.87
1275283.81,30.7,5.12,285292.48,6.87
1274950.46,30.69,5.12,285358.73,6.87
1274770.27,30.7,5.12,286445.65,6.9
1274611.41,30.69,5.12,286287.15,6.89
1274611.41,30.69,5.12,286287.15,6.89
1274752.6,30.7,5.13,286019.77,6.89
1274752.6,30.7,5.13,286019.77,6.89
1274025.65,30.69,5.12,285278.95,6.87
1273769.91,30.7,5.12,285271.55,6.87
1273514.17,30.7,5.12,285271.55,6.88
1273703.62,30.7,5.13,285935.65,6.89
1273592.17,30.71,5.13,285719.95,6.89
1271546.26,30.72,5.14,285712.55,6.9
1271309.8,30.71,5.14,285180.08,6.89
1270487.2,30.7,5.13,284331.89,6.87
1270231.47,30.7,5.13,284229.91,6.87
1270517.82,30.71,5.14,285754.02,6.91
1270517.82,30.71,5.14,285754.02,6.91
1270212.54,30.71,5.13,285510.84,6.9
1270101.67,30.71,5.14,284699.41,6.88
1270949.77,30.74,5.16,286150.26,6.92
1270694.03,30.74,5.16,286142.86,6.92
1270536.32,30.73,5.16,285983.82,6.92
1270536.32,30.73,5.16,285983.82,6.92
1270280.58,30.73,5.16,285983.82,6.92
1270470.03,30.74,5.17,286148.84,6.92
1270543.9,30.75,5.18,286032.89,6.92
1270288.16,30.75,5.18,285991.54,6.92
1270032.42,30.75,5.18,287076.08,6.95
1269776.68,30.75,5.18,286535.72,6.94
1269520.94,30.75,5.18,286603.37,6.94
1269265.2,30.76,5.18,286598.19,6.94
1269265.2,30.76,5.18,286598.19,6.94
1269009.47,30.76,5.18,286595.97,6.95
1268627.08,30.75,5.18,286372.1,6.94
1268627.08,30.75,5.18,286345.76,6.94
1268371.34,30.75,5.18,286388.33,6.94
1268304.46,30.76,5.18,286367.17,6.94
1268048.72,30.76,5.18,286345.76,6.95
1268229.77,30.77,5.19,286547.32,6.95
1267974.04,30.77,5.19,286626.42,6.96
1268047.9,30.77,5.2,286965.06,6.96
1267792.16,30.78,5.2,286957.66,6.97
1267792.16,30.78,5.2,286993.46,6.97
1267792.16,30.78,5.2,286993.46,6.97
1267633.3,30.77,5.2,286834.6,6.96
1267566.42,30.78,5.2,286834.6,6.96
1267266.82,30.77,5.2,286853.59,6.97
1266880.03,30.77,5.19,286433.04,6.96
1266624.29,30.77,5.19,286433.04,6.96
1266368.55,30.77,5.2,286472.7,6.96
1266112.81,30.77,5.2,286433.04,6.96
1265857.07,30.77,5.2,286433.04,6.96
1266215.17,30.78,5.21,287134.36,6.98
1265959.43,30.78,5.21,287188.74,6.98
1265703.7,30.78,5.21,287181.35,6.98
1265703.7,30.78,5.21,287181.35,6.98
1265703.7,30.78,5.21,287181.4,6.98
1265636.81,30.79,5.22,287181.4,6.99
1265142.98,30.78,5.21,286733.75,6.98
1265142.98,30.78,5.21,286733.75,6.98
1265076.09,30.79,5.21,286927.0,6.98
1265076.09,30.79,5.21,286927.0,6.98
1265273.94,30.79,5.22,286761.84,6.98
1265273.94,30.79,5.22,286812.48,6.98
1265273.94,30.79,5.22,286812.48,6.98
1265347.81,30.8,5.23,286784.38,6.98
1265092.07,30.8,5.23,287725.73,7.01
1264836.33,30.8,5.23,287649.33,7.01
1264769.45,30.81,5.23,287848.07,7.01
1264385.86,30.8,5.23,287757.96,7.01
1264130.12,30.8,5.23,287753.08,7.01
1263874.38,30.8,5.23,287750.56,7.01
1263618.64,30.81,5.23,287894.2,7.02
1263619.78,30.81,5.23,287896.15,7.02
1263364.05,30.81,5.23,287752.51,7.02
1263387.87,30.81,5.23,287768.93,7.02
1263085.46,30.8,5.23,287463.26,7.01
1262829.72,30.8,5.23,288489.46,7.04
1262762.84,30.81,5.23,287995.78,7.03
1262705.32,30.81,5.24,287647.0,7.02
1262769.82,30.82,5.25,288176.98,7.03
1262514.09,30.82,5.25,288169.81,7.03
1262447.2,30.83,5.25,288169.59,7.04
1262636.65,30.83,5.26,288212.61,7.04
1262380.92,30.84,5.26,288173.51,7.04
1262083.6,30.83,5.26,287869.78,7.03
1262083.6,30.83,5.26,287869.78,7.03
1261827.86,30.83,5.26,287865.86,7.03
1261760.98,30.84,5.26,288097.78,7.04
1261505.24,30.84,5.26,287961.81,7.04
1261249.5,30.84,5.26,288660.79,7.06
1261249.5,30.84,5.26,288660.79,7.06
1261013.05,30.84,5.26,288341.66,7.05
1261013.05,30.84,5.26,288341.66,7.05
1260757.31,30.84,5.26,288334.27,7.05
1260501.57,30.84,5.26,288417.91,7.06
1260501.57,30.84,5.26,288417.91,7.06
1260434.69,30.84,5.27,288374.53,7.06
1260178.95,30.84,5.27,288356.62,7.06
1260178.95,30.84,5.27,288469.56,7.06
1259923.21,30.84,5.27,288447.59,7.06
1259923.21,30.84,5.27,288445.3,7.06
1260112.66,30.85,5.28,288972.16,7.08
1259856.92,30.85,5.28,288748.68,7.07
1259601.18,30.86,5.28,289084.42,7.08
1259345.45,30.86,5.28,289077.02,7.08
1259192.93,30.85,5.28,288835.62,7.08
1259321.24,30.86,5.29,288835.62,7.08
1259321.24,30.86,5.29,288835.62,7.08
1259065.51,30.86,5.29,288888.39,7.08
1258809.77,30.87,5.29,288869.32,7.08
1258938.08,30.87,5.3,288835.62,7.08
1258682.34,30.87,5.3,289478.83,7.1
1258426.6,30.88,5.3,289485.35,7.1
1257403.64,30.88,5.31,289604.32,7.11
1257147.91,30.88,5.31,289611.21,7.11
1257081.02,30.89,5.31,289532.2,7.11
1257014.14,30.89,5.32,289499.25,7.11
1256947.26,30.9,5.32,289484.84,7.12
1257136.71,30.9,5.33,290460.21,7.14
1257302.49,30.91,5.34,290452.81,7.14
1257046.75,30.91,5.34,290452.81,7.14
1257212.53,30.92,5.35,290523.23,7.15
1256956.79,30.92,5.35,290452.81,7.15
1256701.05,30.92,5.35,290808.49,7.16
1256445.31,30.93,5.35,290777.11,7.16
1256244.07,30.93,5.35,290732.28,7.16
1256295.97,30.93,5.36,290895.66,7.16
1255992.96,30.93,5.36,291500.92,7.18
1255992.96,30.93,5.36,291372.3,7.18
1256158.74,30.94,5.36,291364.9,7.18
1256091.86,30.94,5.37,291364.9,7.18
1256165.72,30.95,5.38,291423.92,7.18
1255909.98,30.95,5.38,291374.23,7.18
1255909.98,30.95,5.38,291460.98,7.18
1255534.79,30.94,5.37,291251.98,7.18
1255534.79,30.94,5.37,291250.38,7.18
1255534.79,30.94,5.37,291250.38,7.18
1255279.05,30.95,5.37,291241.05,7.18
1255468.5,30.95,5.38,292008.16,7.2
1255468.5,30.95,5.38,292008.16,7.2
1255212.76,30.96,5.38,291821.28,7.2
1254957.02,30.96,5.38,292232.76,7.21
1254701.29,30.96,5.38,292227.89,7.21
1254316.1,30.95,5.38,292260.8,7.21
1254060.36,30.95,5.38,292258.28,7.21
1253804.62,30.95,5.38,292286.91,7.22
1253811.04,30.96,5.38,292254.25,7.22
1253490.78,30.95,5.38,291899.52,7.21
1253304.38,30.95,5.37,291727.55,7.2
1253304.38,30.95,5.37,291727.55,7.2
1253048.65,30.95,5.37,291698.92,7.2
1253238.1,30.96,5.38,291698.92,7.21
1253403.88,30.97,5.39,292321.44,7.22
1253112.36,30.96,5.39,291911.18,7.21
1253045.48,30.96,5.39,291698.92,7.21
1253045.48,30.96,5.39,291698.92,7.21
1252978.59,30.97,5.4,292636.63,7.23
1252722.86,30.97,5.4,292631.8,7.23
1252655.97,30.98,5.4,292629.23,7.24
1252419.52,30.97,5.4,292328.27,7.23
1252608.97,30.98,5.41,292328.27,7.23
1252608.97,30.98,5.41,292409.5,7.23
1252608.97,30.98,5.41,292380.73,7.23
1252353.23,30.98,5.41,292439.8,7.23
1252286.35,30.99,5.41,292400.0,7.24
1252219.47,30.99,5.42,292380.73,7.24
1251963.73,30.99,5.42,293104.79,7.26
1251578.54,30.99,5.41,292757.09,7.25
1251322.8,30.99,5.41,292888.79,7.25
1251322.8,30.99,5.41,292886.48,7.25
1251067.06,30.99,5.41,292879.09,7.25
1251000.18,30.99,5.42,292879.09,7.26
1251003.73,30.99,5.42,292883.42,7.26
1251003.73,30.99,5.42,293004.08,7.26
1251003.73,30.99,5.42,293043.97,7.26
1250747.99,30.99,5.42,293043.97,7.26
1250492.25,31.0,5.42,293080.72,7.26
1250690.1,31.0,5.43,293043.97,7.26
1250434.36,31.01,5.43,293480.73,7.28
1250434.36,31.01,5.43,293480.73,7.28
1250178.63,31.01,5.43,293266.65,7.27
1250179.89,31.01,5.43,293267.65,7.27
1249924.15,31.01,5.43,293678.95,7.29
1249947.5,31.01,5.44,293656.78,7.29
1249691.76,31.01,5.44,293651.9,7.29
1249691.76,31.01,5.44,293651.9,7.29
1249436.02,31.01,5.44,293649.38,7.29
1249180.28,31.01,5.44,293649.38,7.29
1249113.4,31.02,5.44,293831.08,7.3
1248857.66,31.02,5.45,293805.63,7.3
1248601.92,31.02,5.45,293664.8,7.3
1248800.73,31.03,5.46,294435.43,7.32
1248724.49,31.03,5.46,294456.05,7.32
1248657.61,31.04,5.46,294450.93,7.32
1248657.61,31.04,5.46,294450.93,7.32
1248261.82,31.03,5.46,294109.13,7.31
1248261.82,31.03,5.46,294106.61,7.31
1248006.08,31.03,5.46,294104.33,7.31
1247939.19,31.04,5.46,294104.33,7.31
1247872.31,31.04,5.47,294127.52,7.32
1247616.57,31.04,5.47,294125.95,7.32
1247360.83,31.04,5.47,294104.33,7.32
1247105.1,31.05,5.47,294705.92,7.34
1246719.91,31.04,5.47,294316.75,7.33
1246464.17,31.04,5.47,294261.38,7.33
1246464.17,31.04,5.47,294261.38,7.33
1246208.43,31.04,5.47,294253.98,7.33
1246282.29,31.05,5.48,294253.98,7.33
1246026.55,31.05,5.48,294432.6,7.34
1245770.81,31.05,5.48,294312.29,7.34
1245515.07,31.05,5.48,294279.42,7.34
1245723.25,31.06,5.49,295729.29,7.37
1245687.33,31.07,5.5,295412.78,7.37
1245687.33,31.07,5.5,295412.78,7.37
1245431.59,31.07,5.5,295405.38,7.37
1245395.12,31.07,5.5,295406.44,7.37
1245395.12,31.07,5.5,295333.81,7.37
1245139.38,31.08,5.5,295490.8,7.37
1244883.64,31.08,5.5,295485.8,7.38
1244251.04,31.07,5.49,294925.93,7.36
1243995.3,31.07,5.49,294828.54,7.36
1244258.43,31.08,5.5,295385.41,7.38
1244002.69,31.08,5.51,295203.19,7.38
1243935.81,31.08,5.51,295004.73,7.37
1243680.07,31.09,5.51,295515.41,7.39
1243680.07,31.09,5.51,295515.41,7.39
1243753.93,31.09,5.52,295508.02,7.39
1243753.93,31.09,5.52,295508.02,7.39
1243753.93,31.09,5.52,295479.25,7.39
1243498.2,31.09,5.52,295479.25,7.39
1243242.46,31.09,5.52,296160.53,7.41
1243026.02,31.09,5.52,295884.29,7.4
1242770.28,31.09,5.52,295613.08,7.4
1242770.28,31.09,5.52,295652.65,7.4
1242872.23,31.1,5.53,295529.54,7.4
1240826.32,31.11,5.54,295529.54,7.41
1240827.58,31.11,5.54,295530.86,7.41
1240808.17,31.12,5.54,297160.25,7.45
1240585.23,31.11,5.54,296786.92,7.44
1240588.66,31.11,5.54,296883.34,7.45
1240332.93,31.12,5.54,296875.94,7.45
1240120.49,31.11,5.54,296689.02,7.44
1240120.49,31.11,5.54,296689.02,7.44
1240520.23,31.13,5.55,296870.64,7.45
1240264.49,31.13,5.56,296870.64,7.45
1239572.6,31.12,5.55,296066.0,7.43
1239316.86,31.12,5.55,296496.83,7.45
1239674.96,31.13,5.56,296107.78,7.44
1239674.96,31.13,5.56,296107.78,7.44
1239674.96,31.13,5.56,296107.78,7.44
1239419.22,31.13,5.56,296066.0,7.44
1239163.48,31.13,5.56,297199.97,7.47
1239165.77,31.13,5.56,297222.48,7.47
1239108.24,31.14,5.57,296822.17,7.46
1239108.24,31.14,5.57,296822.17,7.46
1238843.15,31.14,5.57,296723.3,7.46
1238587.41,31.14,5.57,296718.43,7.46
1238266.25,31.14,5.56,296568.49,7.46
1238010.51,31.14,5.57,296565.96,7.46
1237754.77,31.14,5.57,296996.8,7.47
1237687.89,31.15,5.57,296757.19,7.47
1237687.89,31.15,5.57,296757.19,7.47
1237877.34,31.15,5.58,296698.27,7.47
1237810.46,31.16,5.58,296565.96,7.47
1237810.46,31.16,5.58,296565.96,7.47
1237743.58,31.16,5.59,297447.29,7.49
1237743.58,31.16,5.59,297447.29,7.49
1237487.84,31.16,5.59,297441.89,7.49
1237232.1,31.17,5.59,297434.49,7.49
1237232.1,31.17,5.59,297434.49,7.49
1237232.1,31.17,5.59,297361.14,7.49
1236976.36,31.17,5.59,297361.14,7.49
1236720.62,31.17,5.59,297501.83,7.5
1236653.74,31.17,5.6,297380.63,7.5
1236268.55,31.17,5.59,297207.07,7.49
1236012.81,31.17,5.59,297187.58,7.49
1235945.93,31.17,5.6,297568.17,7.51
1235690.19,31.17,5.6,297521.57,7.51
1235434.45,31.18,5.6,297565.16,7.51
1235434.45,31.18,5.6,297565.3,7.51
1235367.57,31.18,5.61,297560.18,7.51
1235300.69,31.19,5.61,297557.9,7.51
1235498.54,31.19,5.62,297557.9,7.51
1235498.54,31.19,5.62,297557.9,7.51
1235501.97,31.19,5.62,297561.69,7.51
1235505.4,31.19,5.62,297562.67,7.51
1235249.66,31.2,5.62,297582.42,7.52
1235249.66,31.2,5.62,297582.42,7.52
1234993.92,31.2,5.62,297563.67,7.52
1234738.18,31.2,5.62,297563.28,7.52
1234354.59,31.19,5.62,297787.16,7.53
1234287.71,31.2,5.62,298183.08,7.54
1234031.97,31.2,5.62,298171.38,7.54
1233965.09,31.2,5.63,298166.27,7.54
1232965.09,31.19,5.61,297166.27,7.52
1232709.35,31.19,5.61,297163.99,7.52
1232453.61,31.19,5.62,297204.03,7.52
1232232.07,31.19,5.61,296979.17,7.52
1232429.93,31.19,5.62,296939.13,7.52
1232174.19,31.2,5.62,297485.75,7.53
1232174.19,31.2,5.62,297485.75,7.53
1232021.95,31.19,5.62,297743.83,7.54
1231784.93,31.19,5.62,297654.53,7.54
1231548.24,31.2,5.62,297099.15,7.53
1231548.24,31.2,5.62,297099.15,7.53
1231758.0,31.21,5.63,297963.86,7.55
1231923.78,31.21,5.64,297956.46,7.55
1231923.78,31.21,5.64,297956.46,7.55
1231856.9,31.22,5.65,297956.46,7.55
1231930.76,31.23,5.65,298015.48,7.55
1231675.03,31.23,5.65,297998.75,7.56
1231351.54,31.22,5.65,297644.02,7.55
1231095.81,31.22,5.65,297622.83,7.55
1230840.07,31.23,5.65,297601.73,7.55
1230584.33,31.23,5.65,298608.61,7.58
1230773.78,31.24,5.66,298901.79,7.59
1230773.78,31.24,5.66,298809.91,7.58
1230395.01,31.23,5.66,298636.46,7.58
1230328.13,31.23,5.66,298631.34,7.58
1230072.39,31.24,5.66,298629.06,7.58
1229816.65,31.24,5.66,298629.06,7.59
1229560.91,31.24,5.66,298701.56,7.59
1229560.91,31.24,5.66,298701.56,7.59
1229560.91,31.24,5.66,298608.97,7.59
1229305.17,31.24,5.67,298553.34,7.59
1229238.29,31.24,5.67,298536.47,7.59
1229427.74,31.25,5.68,299238.13,7.61
1229172.0,31.25,5.68,299289.87,7.61
1228916.26,31.26,5.68,299285.04,7.61
1228990.13,31.26,5.69,299282.47,7.61
1228734.39,31.26,5.69,299494.11,7.62
1228478.65,31.27,5.69,299335.86,7.62
1228242.19,31.26,5.69,299170.32,7.61
1227986.46,31.26,5.69,299116.93,7.62
1227730.72,31.27,5.69,300013.3,7.64
1227561.45,31.27,5.7,299725.15,7.63
1227305.71,31.27,5.7,299717.75,7.64
1227152.36,31.27,5.7,299593.69,7.63
1227152.36,31.27,5.7,299593.69,7.63
1227226.22,31.28,5.71,299593.69,7.64
1226203.26,31.29,5.71,299593.69,7.64
1226136.38,31.29,5.72,300232.9,7.66
1226069.5,31.3,5.72,300290.56,7.66
