ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1931021.86,38.96,2.71,248310.16,5.01
1930965.16,38.96,2.72,248548.0,5.02
1930185.61,38.96,2.71,247771.01,5.0
1929900.45,38.95,2.7,247452.46,4.99
1929723.97,38.96,2.71,247544.91,5.0
1929804.75,38.96,2.71,247871.28,5.0
1929434.98,38.96,2.71,247851.58,5.0
1929265.08,38.96,2.72,247418.02,5.0
1928862.26,38.96,2.72,247403.26,5.0
1928492.49,38.96,2.72,247521.83,5.0
1928411.48,38.97,2.72,247601.71,5.0
1928008.67,38.97,2.72,247655.19,5.01
1927951.97,38.97,2.72,247606.68,5.01
1927707.13,38.98,2.72,247557.9,5.01
1927337.36,38.98,2.72,247587.97,5.01
1927115.13,38.97,2.72,247425.16,5.0
1926870.3,38.98,2.72,247421.44,5.0
1926015.62,38.97,2.72,246466.17,4.99
1925958.92,38.98,2.72,246829.1,5.0
1925849.14,38.98,2.72,246722.75,4.99
1925446.33,38.98,2.72,246662.52,4.99
1925043.51,38.98,2.72,246659.17,4.99
1924673.74,38.98,2.72,246510.09,4.99
1924519.53,38.98,2.72,246499.27,4.99
1924164.98,38.98,2.72,247211.01,5.01
1923822.06,38.98,2.72,247203.45,5.01
1923794.05,38.99,2.73,247029.85,5.01
1923624.14,38.99,2.74,246596.29,5.0
1923254.37,38.99,2.74,246670.77,5.0
1922884.6,38.99,2.74,246628.54,5.0
1922884.6,38.99,2.74,246628.54,5.0
1922514.83,38.99,2.74,246798.32,5.01
1922345.23,38.99,2.74,248519.15,5.04
1922288.53,39.0,2.74,248616.51,5.04
1922043.7,39.0,2.74,248623.3,5.05
1921798.86,39.01,2.75,248564.01,5.04
1921554.02,39.01,2.75,248514.86,5.05
1921332.58,39.01,2.74,248268.69,5.04
1921521.84,39.01,2.75,248596.76,5.05
1921363.46,39.01,2.75,248443.55,5.04
1921363.46,39.01,2.75,248443.55,5.04
1921118.62,39.01,2.75,248440.19,5.05
1920355.71,39.01,2.74,247720.12,5.03
1920129.55,39.01,2.74,247610.88,5.03
1919884.72,39.01,2.74,247617.66,5.03
1919640.47,39.01,2.74,247524.41,5.03
1919395.63,39.01,2.74,247465.12,5.03
1918632.08,39.01,2.74,247183.96,5.03
1918575.38,39.02,2.74,247281.32,5.03
1918330.54,39.02,2.74,247232.54,5.03
1918330.54,39.02,2.74,247232.54,5.03
1918330.54,39.02,2.74,247232.54,5.03
1918330.54,39.02,2.74,247232.54,5.03
1918085.71,39.02,2.75,247228.82,5.03
1917840.87,39.03,2.75,247180.04,5.03
1917596.03,39.03,2.75,247176.32,5.03
1917232.84,39.03,2.75,247230.62,5.03
1917232.84,39.03,2.75,247230.62,5.03
1916743.17,39.04,2.75,247178.12,5.03
1916984.26,39.05,2.76,247396.19,5.04
1916739.42,39.05,2.76,247402.98,5.04
1916494.59,39.06,2.76,247343.69,5.04
1916249.75,39.06,2.76,247294.54,5.04
1916439.01,39.07,2.77,247622.61,5.05
1916064.91,39.06,2.76,247386.08,5.04
1916008.21,39.07,2.77,247483.44,5.05
1916289.78,39.08,2.77,247866.94,5.05
1916289.78,39.08,2.77,247866.94,5.05
1916289.78,39.08,2.77,247866.94,5.05
1916044.95,39.08,2.78,247863.59,5.06
1916044.95,39.08,2.78,247863.59,5.06
1915693.89,39.08,2.78,247265.86,5.04
1915637.19,39.08,2.78,247363.21,5.05
1915525.7,39.08,2.78,247420.56,5.05
1915468.99,39.09,2.78,247593.62,5.05
1915412.29,39.09,2.79,247690.97,5.06
1912480.96,39.1,2.79,247645.49,5.06
1912480.96,39.1,2.79,247645.49,5.06
1912236.12,39.1,2.79,247652.28,5.06
1912179.42,39.11,2.79,247825.33,5.07
1911934.58,39.11,2.79,247766.04,5.07
1911689.74,39.11,2.79,247772.83,5.07
1911444.91,39.12,2.8,247713.54,5.07
1911246.24,39.11,2.79,247468.27,5.06
1911001.4,39.12,2.79,247419.49,5.06
1910756.56,39.12,2.79,247415.77,5.07
1910511.73,39.12,2.79,247366.63,5.07
1910511.73,39.12,2.79,247366.63,5.07
1910681.81,39.13,2.8,247318.99,5.07
1910681.81,39.13,2.8,247318.99,5.07
1910436.97,39.13,2.8,247315.63,5.07
1910380.27,39.14,2.8,247901.24,5.08
1910135.43,39.14,2.8,247852.1,5.08
1909890.59,39.14,2.81,247848.74,5.08
1909645.76,39.15,2.81,247799.6,5.08
1909645.76,39.15,2.81,247799.6,5.08
1909400.92,39.15,2.81,247796.24,5.08
1909344.22,39.16,2.81,247893.6,5.08
1909541.67,39.16,2.82,248353.85,5.09
1909484.97,39.17,2.82,248451.21,5.1
1909484.97,39.17,2.82,248451.21,5.1
1909804.03,39.18,2.83,248592.37,5.1
1909747.33,39.19,2.83,248765.43,5.1
1909747.33,39.19,2.83,248765.43,5.1
1909719.32,39.19,2.84,248566.26,5.1
1909474.49,39.2,2.84,248517.4,5.1
1909229.65,39.2,2.84,248513.76,5.1
1908739.97,39.21,2.84,248461.26,5.1
1908495.14,39.21,2.84,248412.11,5.1
1908130.27,39.21,2.84,248356.36,5.1
1907885.43,39.21,2.85,248353.01,5.1
1907885.43,39.21,2.85,248353.01,5.1
1907520.56,39.21,2.85,248349.65,5.11
1907520.56,39.21,2.85,248349.65,5.11
1907275.72,39.22,2.85,248300.87,5.11
1907219.02,39.22,2.85,248398.23,5.11
1906876.1,39.22,2.85,248395.52,5.11
1906631.26,39.23,2.85,248391.8,5.11
1906261.49,39.23,2.85,248369.91,5.11
1905891.71,39.23,2.85,248377.26,5.11
1905891.71,39.23,2.85,248377.26,5.11
1905519.43,39.22,2.85,247988.08,5.1
1905519.43,39.22,2.85,247988.08,5.1
1905274.59,39.23,2.85,247939.22,5.1
1905635.59,39.24,2.86,248096.27,5.11
1905231.88,39.24,2.86,247961.74,5.11
1905175.18,39.24,2.86,248134.79,5.11
1904958.92,39.24,2.86,247972.81,5.11
1904958.92,39.24,2.86,247969.72,5.11
1904714.09,39.24,2.86,247966.08,5.11
1904714.09,39.24,2.86,249469.78,5.14
1904469.25,39.25,2.86,249757.11,5.15
1904224.41,39.25,2.86,249707.97,5.15
1903979.58,39.25,2.86,249704.61,5.15
1903216.67,39.24,2.86,249010.11,5.13
1902646.69,39.24,2.85,248515.27,5.13
1899715.35,39.24,2.86,248469.79,5.13
1900399.92,39.27,2.88,248501.54,5.13
1900589.18,39.27,2.88,248558.45,5.14
1901976.25,39.31,2.92,249731.06,5.16
1901612.15,39.31,2.92,249784.67,5.16
1901149.77,39.3,2.91,249403.68,5.16
1900806.84,39.3,2.91,249407.04,5.16
1900996.1,39.31,2.92,249650.39,5.16
1900626.33,39.31,2.92,249629.67,5.16
1900650.9,39.32,2.93,248971.37,5.15
1900595.41,39.32,2.93,249496.0,5.16
1899953.83,39.32,2.93,249128.36,5.16
1899584.06,39.32,2.93,249282.03,5.16
1900073.29,39.33,2.94,249575.71,5.17
1898573.03,39.33,2.94,250098.63,5.18
1897806.51,39.32,2.94,249329.21,5.17
1897436.74,39.33,2.94,249210.96,5.17
1894505.4,39.33,2.94,249165.48,5.17
1894135.63,39.33,2.94,249243.24,5.18
1893781.08,39.33,2.94,249767.37,5.19
1893860.86,39.34,2.95,249776.66,5.19
1893940.63,39.35,2.95,250365.27,5.2
1893380.49,39.34,2.95,249897.92,5.19
1893022.2,39.34,2.95,249217.2,5.18
1893044.27,39.35,2.96,249247.74,5.18
1893044.27,39.35,2.96,249247.74,5.18
1892611.65,39.35,2.96,249034.78,5.18
1892624.04,39.35,2.96,249029.04,5.18
1892567.33,39.35,2.96,249126.4,5.18
1892581.79,39.35,2.96,249117.55,5.18
1892336.95,39.36,2.96,249124.34,5.18
1892280.25,39.36,2.96,249297.39,5.19
1891904.28,39.36,2.97,249303.36,5.19
1892074.37,39.37,2.97,249255.73,5.19
1891700.27,39.37,2.97,248979.35,5.18
1891455.43,39.37,2.97,248920.06,5.18
1891256.76,39.37,2.96,248675.03,5.18
1891011.93,39.37,2.97,248626.16,5.18
1890767.09,39.37,2.97,248622.52,5.18
1890710.39,39.38,2.97,249208.13,5.19
1890653.69,39.39,2.97,249305.49,5.19
1890250.87,39.39,2.97,249285.24,5.19
1890330.65,39.39,2.98,249557.88,5.2
1889927.84,39.39,2.98,249547.36,5.2
1886996.5,39.4,2.98,249501.88,5.21
1886939.8,39.4,2.99,249599.23,5.21
1887129.06,39.41,2.99,249927.3,5.22
1886843.9,39.41,2.99,249608.75,5.21
1886067.06,39.4,2.98,248912.78,5.2
1886245.98,39.41,2.99,248859.31,5.2
1886245.98,39.41,2.99,248859.31,5.2
1886001.14,39.41,2.99,248810.17,5.2
1885756.3,39.41,2.99,248806.81,5.2
1885756.3,39.41,2.99,250221.11,5.23
1885579.82,39.41,2.99,250913.46,5.24
1885215.72,39.41,2.99,250666.91,5.24
1884812.91,39.41,2.99,250681.12,5.24
1884485.99,39.41,2.98,250377.12,5.24
1884429.29,39.41,2.99,250474.48,5.24
1884918.52,39.43,3.0,250768.16,5.25
1884673.68,39.43,3.0,250719.02,5.25
1884428.85,39.43,3.0,250715.66,5.25
1884618.11,39.44,3.01,251043.73,5.25
1884215.29,39.44,3.01,251025.8,5.25
1883812.48,39.44,3.01,251019.61,5.26
1883567.64,39.44,3.01,250970.6,5.26
1883273.03,39.44,3.01,250760.54,5.25
1882956.56,39.44,3.01,250770.46,5.25
1882984.18,39.45,3.02,250309.67,5.24
1882739.34,39.45,3.02,250306.18,5.25
1882336.53,39.45,3.02,250424.9,5.25
1881776.38,39.45,3.01,249957.55,5.24
1881606.48,39.45,3.02,249523.99,5.23
1881242.38,39.45,3.01,249277.44,5.23
1881084.44,39.45,3.01,249127.77,5.22
1883404.14,39.5,3.07,253131.97,5.31
1883159.3,39.51,3.07,253083.11,5.31
1883049.54,39.5,3.07,252976.99,5.31
1883049.54,39.5,3.07,252976.99,5.31
1882805.29,39.51,3.07,252883.74,5.31
1882748.59,39.51,3.07,252981.09,5.31
1882503.75,39.51,3.07,252977.45,5.31
1882503.75,39.51,3.07,252977.45,5.31
1882258.91,39.52,3.07,252928.31,5.31
1882059.37,39.52,3.07,252748.58,5.31
1882002.67,39.52,3.07,252921.63,5.31
1881599.86,39.52,3.07,252796.04,5.31
1881599.86,39.52,3.07,252796.04,5.31
1881355.02,39.52,3.07,252792.68,5.31
1881355.02,39.52,3.07,252792.68,5.31
1881298.32,39.53,3.08,252890.04,5.31
1881053.48,39.53,3.08,252841.26,5.31
1880808.65,39.54,3.08,252837.54,5.31
1880446.23,39.54,3.08,252804.4,5.32
1880389.53,39.54,3.08,252977.45,5.32
1880332.83,39.55,3.09,253074.81,5.32
1880332.83,39.55,3.09,253121.7,5.32
1880522.09,39.56,3.09,253449.77,5.33
1880133.86,39.56,3.09,254000.12,5.34
1880133.86,39.56,3.09,254000.12,5.34
1880061.45,39.56,3.1,253926.1,5.34
1879816.61,39.57,3.1,253877.1,5.34
1879442.52,39.56,3.1,253640.57,5.34
1878738.47,39.56,3.09,252998.38,5.33
1878395.54,39.56,3.09,252995.67,5.33
1878395.54,39.56,3.09,252948.79,5.33
1878338.84,39.56,3.09,253046.14,5.33
1878094.0,39.57,3.1,253042.65,5.33
1878037.3,39.57,3.1,253215.7,5.34
1877667.53,39.57,3.1,253193.84,5.34
1877856.78,39.58,3.11,253250.76,5.34
1877611.95,39.58,3.11,253201.61,5.34
1877367.11,39.59,3.11,253198.26,5.34
1877003.92,39.59,3.11,253252.56,5.34
1876661.38,39.59,3.11,252497.73,5.33
1876616.46,39.59,3.12,253110.33,5.34
1876242.37,39.59,3.11,253004.47,5.34
1875872.6,39.59,3.11,253103.19,5.34
1875502.82,39.59,3.11,253037.73,5.34
1875506.75,39.59,3.11,253097.82,5.34
1875136.97,39.59,3.11,253328.96,5.35
1875136.97,39.59,3.11,253328.96,5.35
1875136.97,39.59,3.11,253328.96,5.35
1875326.23,39.6,3.12,253804.53,5.36
1874956.46,39.6,3.12,253716.31,5.36
1874711.62,39.6,3.12,253667.17,5.36
1874348.43,39.61,3.12,253721.47,5.36
1874103.59,39.61,3.12,253718.12,5.36
1873945.46,39.61,3.12,253566.72,5.36
1874078.66,39.61,3.13,253518.96,5.36
1873299.1,39.61,3.12,252742.19,5.34
1873072.95,39.6,3.12,252492.79,5.34
1873262.21,39.61,3.12,253283.93,5.36
1873262.21,39.61,3.12,253283.93,5.36
1872923.67,39.61,3.12,253194.77,5.36
1872866.97,39.62,3.13,253292.13,5.36
1872866.97,39.62,3.13,253292.13,5.36
1872810.26,39.62,3.13,253465.18,5.36
1872436.17,39.62,3.13,253036.06,5.35
1872035.16,39.62,3.13,252928.14,5.35
1872035.16,39.62,3.13,252928.14,5.35
1872035.16,39.62,3.13,252928.14,5.35
1871692.23,39.62,3.13,252931.5,5.35
1871349.69,39.62,3.13,252176.67,5.34
1871292.99,39.63,3.13,252274.02,5.34
1871482.25,39.64,3.14,252602.09,5.35
1871112.48,39.64,3.14,252573.87,5.35
1871054.53,39.64,3.15,253179.12,5.36
1870684.76,39.64,3.15,253201.68,5.37
1870687.99,39.64,3.15,253214.83,5.37
1870318.22,39.64,3.15,253200.53,5.37
1870073.38,39.65,3.15,253151.39,5.37
1870016.68,39.65,3.15,253248.74,5.37
1869771.84,39.66,3.15,253245.39,5.37
1869941.93,39.67,3.16,253686.01,5.38
1869567.83,39.66,3.15,253449.48,5.38
1869757.09,39.67,3.16,253506.39,5.38
1869757.09,39.67,3.16,253506.39,5.38
1869469.05,39.67,3.16,253289.63,5.37
1869469.05,39.67,3.16,253289.63,5.37
1869099.28,39.67,3.16,253393.95,5.38
1868332.76,39.66,3.15,252624.53,5.36
1867962.99,39.66,3.15,252586.75,5.36
1868042.76,39.67,3.16,253217.49,5.38
1867757.61,39.66,3.15,252898.94,5.37
1867757.61,39.66,3.15,252898.94,5.37
1867512.77,39.67,3.15,252905.73,5.37
1867267.93,39.67,3.15,252846.44,5.37
1866905.77,39.67,3.15,252997.85,5.38
1866849.07,39.68,3.16,253095.21,5.38
1866875.92,39.68,3.16,253104.57,5.38
1866498.53,39.68,3.16,252857.73,5.38
1866578.31,39.68,3.16,253130.36,5.38
1866748.39,39.69,3.17,253082.73,5.38
1866503.55,39.7,3.17,253089.52,5.38
1866258.71,39.7,3.17,253030.23,5.38
1866258.71,39.7,3.17,253011.85,5.38
1871300.53,39.81,3.28,260975.39,5.55
1871055.69,39.81,3.28,260926.61,5.55
1871055.69,39.81,3.28,260926.61,5.55
1870681.6,39.81,3.27,260507.23,5.54
1870436.76,39.81,3.27,260503.51,5.54
1870142.15,39.8,3.27,260272.73,5.54
1870142.15,39.8,3.27,260272.73,5.54
1869897.31,39.81,3.27,260223.94,5.54
1870086.57,39.82,3.28,261050.15,5.56
1869712.47,39.81,3.27,260620.2,5.55
1869901.73,39.82,3.28,260677.12,5.55
1869845.03,39.83,3.28,261045.62,5.56
1869600.19,39.83,3.28,261041.9,5.56
1869355.35,39.83,3.28,260993.04,5.56
1869355.35,39.83,3.28,260993.04,5.56
1869012.43,39.83,3.29,260994.63,5.56
1868767.59,39.84,3.29,260990.99,5.56
1868937.67,39.84,3.29,260943.35,5.56
1868567.9,39.85,3.29,260916.9,5.56
1868198.13,39.85,3.29,260950.81,5.57
1868198.13,39.85,3.29,260950.81,5.57
1868198.13,39.85,3.29,260950.81,5.57
1868198.13,39.85,3.29,261177.51,5.57
1867822.16,39.85,3.3,261180.7,5.57
1867482.85,39.85,3.3,261100.82,5.57
1867426.14,39.85,3.3,261686.43,5.58
1867052.05,39.85,3.29,261449.9,5.58
1867831.22,39.87,3.32,263921.97,5.63
1867496.3,39.87,3.32,263660.85,5.63
1867093.48,39.87,3.32,263636.22,5.63
1867120.33,39.87,3.32,263645.58,5.63
1866717.52,39.87,3.32,263666.81,5.63
1866906.77,39.88,3.32,263723.73,5.63
1867039.98,39.89,3.33,264408.91,5.65
1866657.43,39.89,3.33,263833.71,5.64
1866600.72,39.89,3.33,263931.06,5.64
1866600.72,39.89,3.33,263912.68,5.64
1866277.54,39.89,3.34,263787.36,5.64
1866061.29,39.89,3.33,263625.61,5.64
1865816.45,39.9,3.33,263576.47,5.64
1865816.45,39.9,3.33,263576.47,5.64
1865442.36,39.89,3.33,263147.48,5.63
1865197.52,39.89,3.33,263144.13,5.63
1864902.91,39.89,3.32,262934.06,5.62
1864658.07,39.89,3.33,262884.92,5.62
1864413.23,39.9,3.33,262881.56,5.63
1864355.28,39.9,3.33,263486.82,5.64
1864605.15,39.91,3.34,264998.04,5.67
1864202.34,39.91,3.34,264981.29,5.67
1863799.53,39.91,3.34,264967.0,5.67
1863742.83,39.92,3.34,265140.06,5.68
1863692.83,39.92,3.34,265090.06,5.68
1863290.01,39.92,3.34,265138.8,5.68
1863004.86,39.91,3.34,264820.25,5.67
1862760.02,39.92,3.34,264805.33,5.67
1862357.21,39.91,3.34,264751.75,5.67
1861954.39,39.91,3.34,264746.26,5.68
1861709.55,39.92,3.34,264786.47,5.68
1861464.72,39.92,3.34,264733.75,5.68
1861219.88,39.92,3.34,264730.11,5.68
1861219.88,39.92,3.34,264730.11,5.68
1865011.83,40.01,3.43,270182.43,5.8
1865222.98,40.03,3.45,270836.53,5.81
1865412.24,40.04,3.45,270825.63,5.81
1865195.36,40.03,3.45,270616.46,5.81
1864705.69,40.04,3.45,270641.06,5.81
1864705.69,40.04,3.45,270641.06,5.81
1864350.76,40.04,3.45,270639.93,5.81
1863968.98,40.04,3.45,270617.39,5.81
1863912.28,40.05,3.46,270606.35,5.81
1863530.5,40.05,3.46,270782.08,5.82
1863530.5,40.05,3.46,270782.08,5.82
1863530.5,40.05,3.46,270782.08,5.82
1863285.66,40.05,3.46,270765.39,5.82
1863285.66,40.05,3.46,270765.39,5.82
1863285.66,40.05,3.46,270765.39,5.82
1863285.66,40.05,3.46,270765.39,5.82
1862911.57,40.05,3.45,270876.22,5.82
1863100.83,40.05,3.46,270976.54,5.83
1863100.83,40.05,3.46,270976.54,5.83
1862719.05,40.06,3.46,270951.77,5.83
1862474.21,40.06,3.46,270993.58,5.83
1862417.51,40.06,3.47,271417.17,5.84
1862417.51,40.06,3.47,271417.17,5.84
1862172.68,40.07,3.47,271364.34,5.84
1861927.84,40.07,3.47,271360.98,5.84
1861565.42,40.07,3.47,271340.9,5.84
1861305.23,40.07,3.47,272399.17,5.86
1860962.3,40.08,3.47,272402.52,5.87
1860598.2,40.07,3.47,272254.9,5.86
1860693.71,40.08,3.48,272045.63,5.86
1860882.97,40.09,3.48,272034.88,5.86
1860508.87,40.09,3.48,272024.83,5.86
1860139.1,40.09,3.48,272004.11,5.86
1860082.4,40.09,3.48,272114.75,5.87
1859712.63,40.09,3.48,272116.63,5.87
1859712.63,40.09,3.48,272116.63,5.87
1859655.93,40.1,3.49,272303.76,5.87
1859286.15,40.1,3.49,272470.04,5.88
1858939.22,40.1,3.49,272424.76,5.88
1858882.52,40.11,3.49,272652.08,5.88
1858850.51,40.12,3.5,273850.8,5.91
1858930.29,40.12,3.51,273837.53,5.91
1858163.77,40.12,3.5,273068.11,5.9
1858296.97,40.12,3.51,273319.35,5.9
1858052.13,40.13,3.51,273304.43,5.9
1857995.43,40.13,3.51,273623.01,5.91
1857743.37,40.14,3.51,273066.53,5.9
1857746.6,40.14,3.51,273079.67,5.9
1857746.6,40.14,3.51,273079.67,5.9
1857746.6,40.14,3.51,273079.67,5.9
1857935.86,40.14,3.52,273474.44,5.91
1858105.95,40.15,3.53,273457.61,5.91
1858239.15,40.16,3.53,273733.71,5.92
1857994.31,40.16,3.53,273724.41,5.92
1857994.31,40.16,3.53,273724.41,5.92
1857994.31,40.16,3.53,273724.41,5.92
1857620.21,40.16,3.53,273691.54,5.92
1857563.51,40.17,3.53,274043.18,5.93
1857318.67,40.17,3.53,274039.69,5.93
1856470.58,40.16,3.52,273246.45,5.91
1856270.78,40.16,3.52,273112.57,5.91
1855888.23,40.16,3.52,273094.0,5.91
1855888.23,40.16,3.52,273138.01,5.91
1855730.09,40.16,3.52,272998.63,5.91
1855919.35,40.16,3.53,273405.44,5.92
1855724.51,40.16,3.52,273130.59,5.91
1855479.67,40.16,3.52,273127.24,5.91
1855479.67,40.16,3.52,273127.24,5.91
1855422.97,40.17,3.53,273115.11,5.91
1855040.42,40.17,3.53,273027.43,5.91
1855120.19,40.18,3.53,273017.02,5.91
1855120.19,40.18,3.53,272973.0,5.91
1854769.91,40.18,3.54,275686.05,5.97
1854773.64,40.18,3.54,275743.14,5.97
1855580.81,40.21,3.56,276144.79,5.98
1855237.88,40.21,3.56,276142.57,5.98
1854868.11,40.21,3.56,276119.92,5.99
1854868.11,40.21,3.56,276119.92,5.99
1854498.34,40.21,3.56,276167.61,5.99
1854128.57,40.21,3.57,276134.64,5.99
1854128.57,40.21,3.57,276134.64,5.99
1853758.79,40.21,3.57,276109.37,5.99
1853552.42,40.21,3.57,275354.26,5.97
1853552.42,40.21,3.57,275354.26,5.97
1852959.88,40.21,3.57,274427.51,5.96
1852903.18,40.22,3.57,275017.02,5.97
1852846.48,40.22,3.57,275252.1,5.98
1852482.38,40.22,3.57,275259.52,5.98
1851030.13,40.22,3.57,275299.04,5.98
1850660.36,40.22,3.57,275611.12,5.99
1850660.36,40.22,3.57,275611.12,5.99
1850740.14,40.23,3.58,275597.85,5.99
1850377.98,40.23,3.58,275341.66,5.99
1850377.98,40.23,3.58,275341.66,5.99
1850377.98,40.23,3.58,275341.66,5.99
1850548.06,40.24,3.59,275615.54,5.99
1850170.67,40.24,3.59,275549.58,5.99
1850170.67,40.24,3.59,275549.58,5.99
1850250.45,40.25,3.59,275679.09,6.0
1850005.61,40.25,3.59,275663.42,6.0
1850186.68,40.26,3.6,276726.06,6.02
1849941.84,40.26,3.6,276717.38,6.02
1849697.0,40.26,3.6,276829.75,6.03
1849321.1,40.26,3.6,276358.91,6.02
1848945.13,40.26,3.6,276357.16,6.02
1848700.29,40.26,3.6,276238.08,6.02
1848889.55,40.27,3.6,276227.18,6.02
1848694.7,40.27,3.6,276105.32,6.01
1848638.0,40.28,3.61,276094.28,6.02
1848393.17,40.28,3.61,276074.74,6.02
1848019.07,40.28,3.6,276185.58,6.02
1848208.33,40.28,3.61,276285.9,6.02
1847963.49,40.29,3.61,276328.18,6.02
1847989.3,40.29,3.61,276783.92,6.03
1847694.69,40.28,3.6,276460.67,6.03
1847637.99,40.29,3.61,276884.26,6.04
1847479.85,40.29,3.61,276744.88,6.04
1847423.15,40.29,3.61,276732.75,6.04
1847178.32,40.3,3.61,276682.29,6.04
1846814.22,40.29,3.61,276534.67,6.03
1846814.22,40.29,3.61,276490.66,6.03
1846569.38,40.3,3.61,276487.3,6.03
1846569.38,40.3,3.61,276487.3,6.03
1846166.57,40.3,3.61,276467.61,6.03
1846109.87,40.3,3.61,276457.75,6.04
1845413.69,40.3,3.6,275711.09,6.02
1846612.96,40.32,3.63,276869.83,6.05
1846210.15,40.32,3.63,276891.56,6.05
1846210.15,40.32,3.63,276891.56,6.05
1846210.15,40.32,3.63,276939.17,6.05
1845664.33,40.32,3.63,276559.46,6.04
1845664.33,40.32,3.63,276559.46,6.04
1845321.41,40.32,3.63,276561.05,6.04
1844966.48,40.32,3.63,276564.79,6.04
1844584.7,40.32,3.63,276541.58,6.05
1844181.89,40.32,3.63,276523.05,6.05
1843812.11,40.32,3.63,276578.96,6.05
1843812.11,40.32,3.63,276545.58,6.05
1844001.37,40.33,3.64,277077.29,6.06
1843598.56,40.33,3.64,277085.82,6.06
1840667.22,40.34,3.65,277040.34,6.07
1840264.41,40.34,3.65,277021.36,6.07
1840268.14,40.34,3.65,277064.23,6.07
1840268.14,40.34,3.65,277616.7,6.09
1839973.52,40.33,3.64,277203.28,6.08
1839728.68,40.34,3.64,277183.75,6.08
1839728.68,40.34,3.64,277667.01,6.09
1839325.87,40.34,3.64,277657.48,6.09
1839356.33,40.34,3.65,279321.05,6.13
1838953.52,40.34,3.65,279317.69,6.13
1838708.68,40.34,3.65,279316.2,6.13
1838420.64,40.34,3.64,279137.87,6.12
1838310.86,40.34,3.64,279031.51,6.12
1838066.02,40.34,3.64,279141.02,6.13
1837777.98,40.34,3.64,278706.39,6.12
1837533.15,40.34,3.64,278586.85,6.12
1837159.05,40.34,3.63,278185.31,6.11
1837102.35,40.34,3.64,278581.42,6.12
1838338.28,40.37,3.66,280397.93,6.16
1837968.51,40.37,3.66,280946.93,6.17
1837723.67,40.37,3.66,280950.55,6.17
1837723.67,40.37,3.66,280950.55,6.17
1837384.36,40.38,3.67,280093.68,6.15
1837002.58,40.38,3.67,280149.1,6.16
1836696.05,40.38,3.67,281538.37,6.19
1836503.35,40.38,3.67,281473.41,6.19
1837295.94,40.4,3.69,281799.82,6.2
1838250.4,40.43,3.72,283431.5,6.23
1838361.47,40.44,3.73,283435.53,6.23
1837967.47,40.43,3.72,283410.27,6.23
1837585.7,40.43,3.72,283363.89,6.23
1837340.86,40.44,3.72,283304.6,6.24
1837301.25,40.44,3.73,283370.98,6.24
1837301.25,40.44,3.73,283370.98,6.24
1836919.48,40.44,3.73,283788.44,6.25
1836738.26,40.45,3.73,283748.18,6.25
1836356.48,40.45,3.73,283425.14,6.24
1836061.87,40.44,3.73,283236.0,6.24
1835767.26,40.44,3.72,282847.25,6.23
1835385.48,40.44,3.73,282760.25,6.23
1835003.71,40.44,3.73,282719.46,6.23
1834660.78,40.44,3.73,282715.28,6.23
1834278.23,40.44,3.73,282692.34,6.23
1834238.62,40.45,3.73,282837.67,6.24
1834322.85,40.45,3.74,282832.82,6.24
1833953.08,40.45,3.74,282812.88,6.24
1833583.31,40.45,3.74,282998.05,6.24
1833402.09,40.46,3.74,282820.8,6.24
1833032.32,40.46,3.74,282810.78,6.24
1832649.77,40.46,3.75,282727.47,6.24
1832468.55,40.46,3.75,282723.46,6.24
1832084.54,40.46,3.74,284001.21,6.27
1831701.99,40.46,3.74,285580.87,6.31
1831326.02,40.46,3.75,285581.64,6.31
1831410.25,40.46,3.75,285964.33,6.32
1831040.48,40.46,3.75,285934.68,6.32
1830886.11,40.47,3.76,285941.83,6.32
1830704.89,40.47,3.76,285924.95,6.32
1830704.89,40.47,3.76,285924.95,6.32
1832250.58,40.51,3.79,287191.97,6.35
1832031.04,40.51,3.8,288216.76,6.37
1832031.04,40.51,3.8,288216.76,6.37
1832138.29,40.52,3.81,288021.36,6.37
1832138.29,40.52,3.81,288021.36,6.37
1832138.29,40.52,3.81,288021.36,6.37
1831781.55,40.52,3.81,287418.24,6.36
1832289.68,40.54,3.83,288057.48,6.37
1831895.68,40.54,3.83,287698.57,6.37
1831492.87,40.54,3.83,287676.36,6.37
1831311.65,40.54,3.83,287688.06,6.37
1831272.04,40.55,3.84,287669.26,6.37
1831356.27,40.55,3.84,287655.54,6.37
1831071.12,40.55,3.84,287456.31,6.37
1830728.19,40.55,3.84,287444.81,6.37
1830325.38,40.55,3.84,287467.91,6.37
