ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
742,2444,2126230,6212,2237500
742,2444,2126700,6212,2237970
742,2444,2126700,6212,2237970
742,2444,2127700,6212,2238970
742,2444,2128700,6212,2239970
742,2444,2129700,6212,2240970
742,2444,2129700,6212,2241780
742,2444,2130020,6212,2242100
742,2444,2130830,6212,2242910
742,2444,2130830,6212,2242910
742,2444,2130830,6212,2243230
742,2444,2131830,6212,2244230
742,2444,2132830,6212,2245230
742,2444,2132830,6212,2245550
742,2444,2133060,6212,2245780
742,2444,2133060,6212,2246010
742,2444,2133870,6212,2246820
743,2452,2134680,6212,2247630
743,2452,2134680,6212,2248630
743,2452,2134680,6212,2248950
743,2452,2134680,6212,2249760
743,2452,2135680,6212,2250760
743,2452,2136140,6212,2251220
744,2460,2137140,6212,2252220
744,2460,2137140,6212,2252220
744,2460,2138140,6212,2253220
744,2460,2138950,6212,2254030
744,2460,2139110,6212,2254190
744,2460,2140110,6212,2255190
744,2460,2140330,6212,2255410
744,2460,2141330,6212,2256410
744,2460,2141330,6212,2256410
744,2460,2142330,6212,2257410
744,2460,2142980,6212,2258060
744,2460,2143980,6212,2259060
744,2460,2143980,6212,2259060
744,2460,2143980,6212,2260060
745,2468,2144980,6212,2261060
745,2468,2145980,6212,2262060
745,2468,2145980,6212,2262060
745,2468,2146630,6212,2262710
745,2468,2147100,6212,2263180
745,2468,2148100,6212,2264180
745,2468,2148100,6212,2265180
745,2468,2148100,6212,2265650
745,2468,2148100,6212,2266110
745,2468,2148100,6212,2266580
745,2468,2149100,6212,2267580
745,2468,2150100,6212,2268580
746,2476,2151100,6212,2269580
746,2476,2152100,6212,2270580
746,2476,2152100,6212,2270580
746,2476,2153100,6212,2271580
746,2476,2153320,6212,2271800
746,2476,2153320,6212,2271800
746,2476,2153320,6212,2272120
746,2476,2154320,6212,2273120
746,2476,2154320,6212,2273120
746,2476,2154870,6212,2273670
746,2476,2155870,6212,2274670
746,2476,2156340,6212,2275140
746,2476,2157340,6212,2276140
746,2476,2158340,6212,2277140
746,2476,2159340,6212,2278140
746,2476,2159340,6212,2278610
746,2476,2160340,6212,2279610
746,2476,2160660,6212,2279930
746,2476,2161660,6212,2280930
746,2476,2161660,6212,2280930
746,2476,2162660,6212,2281930
746,2476,2162820,6212,2282090
746,2476,2162820,6212,2282560
746,2476,2163820,6212,2283560
746,2476,2163820,6212,2283560
746,2476,2163820,6212,2283560
746,2476,2164290,6212,2284030
746,2476,2164290,6212,2285030
746,2476,2164940,6212,2285680
746,2476,2165940,6212,2286680
747,2484,2166410,6212,2287150
747,2484,2166410,6212,2287960
747,2484,2167410,6212,2288960
747,2484,2168220,6212,2289770
747,2484,2168220,6212,2290580
748,2492,2169220,6212,2291580
748,2492,2170220,6212,2292580
748,2492,2170690,6212,2293050
748,2492,2171690,6212,2294050
748,2492,2172690,6212,2295050
748,2492,2172690,6212,2295370
748,2492,2172690,6212,2295370
748,2492,2172690,6212,2296020
748,2492,2172690,6212,2296830
748,2492,2173010,6212,2297150
748,2492,2174010,6212,2298150
748,2492,2175010,6212,2299150
749,2500,2176010,6212,2300150
749,2500,2177010,6212,2301150
749,2500,2177330,6212,2301470
749,2500,2177330,6212,2302470
749,2500,2177330,6212,2302470
749,2500,2178330,6212,2303470
749,2500,2178330,6212,2303470
749,2500,2179330,6212,2304470
749,2500,2180330,6212,2305470
749,2500,2181140,6212,2306280
750,2508,2182140,6212,2307280
750,2508,2183140,6212,2308280
750,2508,2183140,6212,2308280
750,2508,2183460,6212,2308600
750,2508,2184270,6212,2309410
750,2508,2185270,6212,2310410
750,2508,2186270,6212,2311410
750,2508,2187270,6212,2312410
750,2508,2188080,6212,2313220
750,2508,2188080,6212,2313220
750,2508,2189080,6212,2314220
750,2508,2189080,6212,2314700
750,2508,2190080,6212,2315700
750,2508,2191080,6212,2316700
750,2508,2191890,6212,2317510
750,2508,2192700,6212,2318320
750,2508,2193700,6212,2319320
750,2508,2194700,6212,2320320
750,2508,2194700,6212,2321320
751,2516,2195700,6212,2322320
751,2516,2196700,6212,2323320
751,2516,2197510,6212,2324130
751,2516,2197510,6212,2324130
751,2516,2198510,6212,2325130
751,2516,2198510,6212,2326130
752,2524,2199320,6212,2326940
752,2524,2200320,6212,2327940
752,2524,2200320,6212,2328410
752,2524,2200320,6212,2328410
752,2524,2201320,6212,2329410
752,2524,2201790,6212,2329880
752,2524,2202790,6212,2330880
752,2524,2203380,6212,2331470
752,2524,2203380,6212,2331470
752,2524,2203380,6212,2332280
752,2524,2204190,6212,2333090
752,2524,2204190,6212,2333090
752,2524,2205190,6212,2334090
752,2524,2205660,6212,2334560
752,2524,2205770,6212,2334670
752,2524,2205770,6212,2335260
753,2532,2206770,6212,2336260
753,2532,2207770,6212,2337260
753,2532,2207770,6212,2337260
753,2532,2208770,6212,2338260
753,2532,2209420,6212,2338910
753,2532,2209420,6212,2339720
753,2532,2210420,6212,2340720
753,2532,2210420,6212,2341720
753,2532,2211420,6212,2342720
753,2532,2211420,6212,2343720
754,2540,2212420,6212,2344720
754,2540,2212420,6212,2345190
754,2540,2213070,6212,2345840
755,2548,2217070,6212,2349840
755,2548,2217070,6212,2349840
755,2548,2217070,6212,2350070
755,2548,2217540,6212,2350540
755,2548,2218540,6212,2351540
755,2548,2218540,6212,2352540
755,2548,2218700,6212,2352700
755,2548,2219510,6212,2353510
755,2548,2220510,6212,2354510
755,2548,2220980,6212,2354980
755,2548,2220980,6212,2355790
755,2548,2221980,6212,2356790
755,2548,2221980,6212,2356790
755,2548,2222980,6212,2357790
755,2548,2222980,6212,2358790
755,2548,2222980,6212,2359250
755,2548,2223980,6212,2360250
756,2556,2224440,6212,2360710
756,2556,2225440,6212,2361710
756,2556,2225440,6212,2361710
756,2556,2226440,6212,2362710
756,2556,2226440,6212,2363520
756,2556,2226440,6212,2363520
756,2556,2227440,6212,2364520
756,2556,2228440,6212,2365520
756,2556,2229440,6212,2366520
756,2556,2229440,6212,2367520
756,2556,2230440,6212,2368520
756,2556,2230440,6212,2368520
756,2556,2231440,6212,2369520
756,2556,2231440,6212,2369520
756,2556,2231440,6212,2369520
756,2556,2231440,6212,2370330
756,2556,2231910,6212,2370800
756,2556,2231910,6212,2371610
756,2556,2232910,6212,2372610
756,2556,2233140,6212,2372840
756,2556,2233140,6212,2373310
756,2556,2233140,6212,2373310
756,2556,2233610,6212,2373780
756,2556,2234610,6212,2374780
756,2556,2235610,6212,2375780
756,2556,2236420,6212,2376590
757,2564,2237420,6212,2377590
757,2564,2238420,6212,2378590
757,2564,2239420,6212,2379590
758,2572,2240420,6212,2380590
758,2572,2240420,6212,2380590
758,2572,2240740,6212,2380910
758,2572,2241210,6212,2381380
758,2572,2241680,6212,2381850
758,2572,2242680,6212,2382850
758,2572,2242680,6212,2382850
758,2572,2243680,6212,2383850
758,2572,2244150,6212,2384320
758,2572,2244150,6212,2384320
758,2572,2244800,6212,2384970
758,2572,2245800,6212,2385970
758,2572,2246800,6212,2386970
758,2572,2247800,6212,2387970
758,2572,2248800,6212,2388970
759,2580,2249800,6212,2389970
759,2580,2250800,6212,2390970
759,2580,2250800,6212,2390970
759,2580,2251800,6212,2391970
759,2580,2251800,6212,2391970
759,2580,2252610,6212,2392780
759,2580,2253420,6212,2393590
760,2588,2254420,6212,2394590
760,2588,2254420,6212,2395590
760,2588,2254890,6212,2396060
760,2588,2255110,6212,2396280
760,2588,2256110,6212,2397280
760,2588,2256110,6212,2398090
760,2588,2256110,6212,2398090
760,2588,2256340,6212,2398320
760,2588,2257340,6212,2399320
760,2588,2258340,6212,2400320
760,2588,2259340,6212,2401320
760,2588,2260340,6212,2402320
760,2588,2261340,6212,2403320
760,2588,2261340,6212,2404320
760,2588,2262340,6212,2405320
761,2596,2263150,6212,2406130
761,2596,2264150,6212,2407130
761,2596,2264620,6212,2407600
761,2596,2265090,6212,2408070
762,2604,2266090,6212,2409070
762,2604,2266090,6212,2409070
762,2604,2266090,6212,2409070
762,2604,2266090,6212,2409720
762,2604,2267090,6212,2410720
762,2604,2267560,6212,2411190
762,2604,2267560,6212,2412190
762,2604,2268560,6212,2413190
762,2604,2268880,6212,2413510
762,2604,2269110,6212,2413740
762,2604,2270110,6212,2414740
762,2604,2271110,6212,2415740
762,2604,2271110,6212,2415740
762,2604,2272110,6212,2416740
762,2604,2273110,6212,2417740
762,2604,2273920,6212,2418550
762,2604,2274920,6212,2419550
762,2604,2274920,6212,2420550
762,2604,2274920,6212,2421550
762,2604,2274920,6212,2422550
762,2604,2275470,6212,2423100
762,2604,2276470,6212,2424100
762,2604,2277470,6212,2425100
762,2604,2277940,6212,2425570
762,2604,2277940,6212,2425570
762,2604,2277940,6212,2426570
763,2612,2278940,6212,2427570
763,2612,2278940,6212,2427570
763,2612,2279170,6212,2427800
763,2612,2280170,6212,2428800
763,2612,2280170,6212,2428800
763,2612,2280170,6212,2428800
763,2612,2280980,6212,2429610
763,2612,2281980,6212,2430610
763,2612,2282980,6212,2431610
763,2612,2283630,6212,2432260
763,2612,2283950,6212,2432580
763,2612,2283950,6212,2432580
764,2620,2284600,6212,2433230
764,2620,2285410,6212,2434040
764,2620,2285410,6212,2434040
764,2620,2286410,6212,2435040
764,2620,2286410,6212,2435040
764,2620,2286570,6212,2435200
764,2620,2287570,6212,2436200
764,2620,2287570,6212,2436200
764,2620,2287940,6212,2436570
764,2620,2287940,6212,2436570
764,2620,2288750,6212,2437380
764,2620,2288750,6212,2437380
764,2620,2288910,6212,2437540
764,2620,2289910,6212,2438540
764,2620,2290380,6212,2439010
764,2620,2290860,6212,2439490
764,2620,2291860,6212,2440490
764,2620,2292180,6212,2440810
765,2628,2293180,6212,2441810
765,2628,2293500,6212,2442130
765,2628,2294310,6212,2442940
765,2628,2294310,6212,2443940
765,2628,2295310,6212,2444940
765,2628,2296310,6212,2445940
765,2628,2296310,6212,2446750
765,2628,2296310,6212,2447750
765,2628,2297310,6212,2448750
765,2628,2298120,6212,2449560
765,2628,2298930,6212,2450370
766,2636,2299740,6212,2451180
766,2636,2299740,6212,2452180
766,2636,2300330,6212,2452770
766,2636,2301330,6212,2453770
766,2636,2302330,6212,2454770
766,2636,2302560,6212,2455000
766,2636,2303560,6212,2456000
766,2636,2303560,6212,2456000
766,2636,2303560,6212,2456000
766,2636,2303560,6212,2456810
766,2636,2303560,6212,2457810
766,2636,2303560,6212,2458460
766,2636,2303560,6212,2458930
766,2636,2303930,6212,2459300
766,2636,2304740,6212,2460110
766,2636,2305060,6212,2460430
766,2636,2306060,6212,2461430
766,2636,2306870,6212,2462240
767,2644,2307870,6212,2463240
767,2644,2308680,6212,2464050
767,2644,2309680,6212,2465050
767,2644,2309680,6212,2465860
767,2644,2310000,6212,2466180
767,2644,2311000,6212,2467180
767,2644,2311000,6212,2467500
767,2644,2312000,6212,2468500
767,2644,2312000,6212,2468500
767,2644,2312000,6212,2468500
767,2644,2312320,6212,2468820
767,2644,2313130,6212,2469630
767,2644,2313450,6212,2469950
767,2644,2314450,6212,2470950
768,2652,2315450,6212,2471950
768,2652,2315920,6212,2472420
768,2652,2315920,6212,2472420
768,2652,2316920,6212,2473420
768,2652,2316920,6212,2473890
768,2652,2317920,6212,2474890
768,2652,2318920,6212,2475890
768,2652,2319390,6212,2476360
768,2652,2320390,6212,2477360
768,2652,2320390,6212,2477830
768,2652,2321390,6212,2478830
769,2660,2322040,6212,2479480
769,2660,2322040,6212,2479950
769,2660,2322360,6212,2480270
769,2660,2323360,6212,2481270
769,2660,2324360,6212,2482270
769,2660,2324520,6212,2482430
769,2660,2325520,6212,2483430
769,2660,2326520,6212,2484430
769,2660,2327520,6212,2485430
769,2660,2328330,6212,2486240
769,2660,2328880,6212,2486790
770,2668,2329880,6212,2487790
770,2668,2329880,6212,2488790
770,2668,2329880,6212,2488790
770,2668,2330880,6212,2489790
770,2668,2331880,6212,2490790
770,2668,2332350,6212,2491260
770,2668,2332350,6212,2492070
770,2668,2332820,6212,2492540
770,2668,2333630,6212,2493350
770,2668,2333630,6212,2493350
770,2668,2333630,6212,2494350
770,2668,2334280,6212,2495000
770,2668,2335090,6212,2495810
770,2668,2336090,6212,2496810
770,2668,2336090,6212,2497620
771,2676,2337090,6212,2498620
771,2676,2337410,6212,2498940
771,2676,2338410,6212,2499940
771,2676,2338410,6212,2499940
771,2676,2339410,6212,2500940
771,2676,2340410,6212,2501940
771,2676,2341220,6212,2502750
771,2676,2341540,6212,2503070
771,2676,2342540,6212,2504070
772,2684,2343350,6212,2504880
772,2684,2343820,6212,2505350
772,2684,2343820,6212,2505820
772,2684,2343820,6212,2506290
772,2684,2343820,6212,2506290
772,2684,2344820,6212,2507290
772,2684,2345290,6212,2507760
772,2684,2346290,6212,2508760
772,2684,2346760,6212,2509230
772,2684,2347760,6212,2510230
772,2684,2347760,6212,2510700
772,2684,2347760,6212,2510700
772,2684,2347760,6212,2511250
772,2684,2348760,6212,2512250
772,2684,2349760,6212,2513250
772,2684,2350760,6212,2514250
772,2684,2351760,6212,2515250
772,2684,2352080,6212,2515570
772,2684,2353080,6212,2516570
772,2684,2353080,6212,2516570
772,2684,2353540,6212,2517030
772,2684,2354190,6212,2517680
772,2684,2355190,6212,2518680
772,2684,2356000,6212,2519490
772,2684,2356810,6212,2520300
772,2684,2356810,6212,2520300
773,2692,2357810,6212,2521300
773,2692,2358620,6212,2522110
773,2692,2359620,6212,2523110
773,2692,2360620,6212,2524110
774,2700,2361430,6212,2524920
774,2700,2362020,6212,2525510
774,2700,2362020,6212,2526510
774,2700,2363020,6212,2527510
774,2700,2363020,6212,2528320
774,2700,2364020,6212,2529320
774,2700,2365020,6212,2530320
775,2708,2366020,6212,2531320
775,2708,2366830,6212,2532130
775,2708,2367830,6212,2533130
775,2708,2368290,6212,2533590
775,2708,2368290,6212,2534590
775,2708,2369100,6212,2535400
775,2708,2369100,6212,2536210
775,2708,2370100,6212,2537210
775,2708,2370100,6212,2537210
775,2708,2370100,6212,2537210
775,2708,2371100,6212,2538210
775,2708,2372100,6212,2539210
775,2708,2372100,6212,2540210
775,2708,2372570,6212,2540680
775,2708,2372570,6212,2541680
775,2708,2373570,6212,2542680
775,2708,2373680,6212,2542790
775,2708,2374680,6212,2543790
776,2716,2375680,6212,2544790
776,2716,2376680,6212,2545790
776,2716,2377680,6212,2546790
776,2716,2378680,6212,2547790
776,2716,2379150,6212,2548260
776,2716,2380150,6212,2549260
776,2716,2380960,6212,2550070
776,2716,2381330,6212,2550440
776,2716,2381330,6212,2550910
776,2716,2381330,6212,2551370
776,2716,2381650,6212,2551690
776,2716,2381650,6212,2551690
776,2716,2381650,6212,2551690
776,2716,2381810,6212,2551850
776,2716,2381810,6212,2551850
776,2716,2382810,6212,2552850
776,2716,2382810,6212,2553660
776,2716,2383810,6212,2554660
777,2724,2384810,6212,2555660
777,2724,2384810,6212,2555660
777,2724,2384810,6212,2556660
777,2724,2385280,6212,2557130
777,2724,2386280,6212,2558130
777,2724,2386750,6212,2558600
777,2724,2386750,6212,2558600
777,2724,2386750,6212,2558600
777,2724,2387750,6212,2559600
777,2724,2388220,6212,2560070
777,2724,2388220,6212,2560070
777,2724,2388220,6212,2560300
777,2724,2389220,6212,2561300
777,2724,2389220,6212,2561300
778,2732,2390030,6212,2562110
778,2732,2391030,6212,2563110
778,2732,2391030,6212,2563430
778,2732,2391030,6212,2563900
778,2732,2392030,6212,2564900
778,2732,2392030,6212,2564900
778,2732,2393030,6212,2565900
778,2732,2393580,6212,2566450
778,2732,2393580,6212,2566450
778,2732,2393580,6212,2566450
778,2732,2394050,6212,2566920
778,2732,2394050,6212,2567920
778,2732,2394050,6212,2567920
779,2740,2395050,6212,2568920
779,2740,2395860,6212,2569730
779,2740,2395860,6212,2570540
779,2740,2395860,6212,2570540
779,2740,2396860,6212,2571540
779,2740,2397860,6212,2572540
779,2740,2398330,6212,2573010
779,2740,2399330,6212,2574010
780,2748,2400330,6212,2575010
780,2748,2400330,6212,2575480
780,2748,2400330,6212,2575480
780,2748,2400330,6212,2575800
780,2748,2400330,6212,2575800
780,2748,2400330,6212,2575800
780,2748,2401140,6212,2576610
780,2748,2401620,6212,2577090
780,2748,2401620,6212,2577320
780,2748,2402620,6212,2578320
780,2748,2402620,6212,2578320
780,2748,2403620,6212,2579320
780,2748,2403620,6212,2580320
780,2748,2403780,6212,2580480
780,2748,2404780,6212,2581480
780,2748,2404780,6212,2581480
780,2748,2405240,6212,2581940
780,2748,2405890,6212,2582590
780,2748,2406890,6212,2583590
780,2748,2407350,6212,2584050
780,2748,2408160,6212,2584860
781,2756,2408970,6212,2585670
781,2756,2408970,6212,2585670
781,2756,2409970,6212,2586670
781,2756,2410970,6212,2587670
781,2756,2411970,6212,2588670
782,2764,2412970,6212,2589670
782,2764,2413970,6212,2590670
782,2764,2414970,6212,2591670
782,2764,2415440,6212,2592140
782,2764,2416250,6212,2592950
782,2764,2417250,6212,2593950
782,2764,2418250,6212,2594950
782,2764,2418250,6212,2595950
782,2764,2418250,6212,2595950
782,2764,2418570,6212,2596270
782,2764,2418730,6212,2596430
782,2764,2419730,6212,2597430
782,2764,2420730,6212,2598430
782,2764,2420730,6212,2598430
782,2764,2421380,6212,2599080
782,2764,2421380,6212,2599080
782,2764,2422380,6212,2600080
782,2764,2422850,6212,2600550
782,2764,2423850,6212,2601550
782,2764,2424850,6212,2602550
782,2764,2425660,6212,2603360
782,2764,2426660,6212,2604360
782,2764,2427310,6212,2605010
783,2772,2435310,6212,2613010
783,2772,2435310,6212,2614010
783,2772,2436310,6212,2615010
783,2772,2436310,6212,2615010
783,2772,2437310,6212,2616010
783,2772,2437310,6212,2616010
783,2772,2438310,6212,2617010
783,2772,2438630,6212,2617330
784,2780,2439630,6212,2618330
784,2780,2439630,6212,2618330
784,2780,2440630,6212,2619330
784,2780,2440630,6212,2619330
784,2780,2441630,6212,2620330
784,2780,2442630,6212,2621330
784,2780,2443630,6212,2622330
784,2780,2443630,6212,2622330
784,2780,2443630,6212,2622330
784,2780,2443630,6212,2622330
784,2780,2444630,6212,2623330
784,2780,2444630,6212,2623330
784,2780,2444630,6212,2623330
784,2780,2445440,6212,2624140
784,2780,2446440,6212,2625140
784,2780,2446760,6212,2625460
784,2780,2447570,6212,2626270
784,2780,2447890,6212,2626590
785,2788,2448700,6212,2627400
785,2788,2449700,6212,2628400
785,2788,2450700,6212,2629400
785,2788,2450700,6212,2629870
785,2788,2451700,6212,2630870
785,2788,2451700,6212,2631340
785,2788,2451700,6212,2631340
785,2788,2451810,6212,2631450
785,2788,2452810,6212,2632450
785,2788,2453620,6212,2633260
785,2788,2453620,6212,2634070
785,2788,2454210,6212,2634660
785,2788,2455210,6212,2635660
785,2788,2455210,6212,2635660
785,2788,2456210,6212,2636660
785,2788,2457020,6212,2637470
785,2788,2457020,6212,2637470
786,2796,2458020,6212,2638470
787,2804,2466020,6212,2646470
787,2804,2467020,6212,2647470
787,2804,2467020,6212,2648280
787,2804,2468020,6212,2649280
787,2804,2468020,6212,2649280
787,2804,2468020,6212,2649280
787,2804,2468670,6212,2649930
787,2804,2468830,6212,2650090
787,2804,2469300,6212,2650560
787,2804,2470300,6212,2651560
787,2804,2470300,6212,2652210
787,2804,2471300,6212,2653210
787,2804,2471300,6212,2653210
787,2804,2472300,6212,2654210
787,2804,2472770,6212,2654680
787,2804,2473090,6212,2655000
787,2804,2474090,6212,2656000
787,2804,2474090,6212,2657000
787,2804,2475090,6212,2658000
787,2804,2475090,6212,2659000
787,2804,2475090,6212,2659320
787,2804,2475090,6212,2660320
787,2804,2475090,6212,2660970
787,2804,2475900,6212,2661780
788,2812,2476900,6212,2662780
788,2812,2477360,6212,2663240
788,2812,2477360,6212,2663240
788,2812,2477360,6212,2664240
788,2812,2477410,6212,2664290
788,2812,2477410,6212,2665290
789,2820,2478410,6212,2666290
789,2820,2478880,6212,2666760
789,2820,2478880,6212,2667760
789,2820,2478880,6212,2668760
789,2820,2479880,6212,2669760
789,2820,2480200,6212,2670080
789,2820,2481200,6212,2671080
789,2820,2482200,6212,2672080
790,2828,2482670,6212,2672550
790,2828,2483140,6212,2673020
790,2828,2484140,6212,2674020
790,2828,2484140,6212,2675020
790,2828,2484950,6212,2675830
790,2828,2485950,6212,2676830
790,2828,2485950,6212,2677300
790,2828,2485950,6212,2678300
790,2828,2486180,6212,2678530
790,2828,2487180,6212,2679530
790,2828,2488180,6212,2680530
790,2828,2488180,6212,2681530
790,2828,2488500,6212,2681850
790,2828,2488500,6212,2681850
790,2828,2489500,6212,2682850
791,2836,2490500,6212,2683850
791,2836,2491500,6212,2684850
791,2836,2492500,6212,2685850
791,2836,2493500,6212,2686850
791,2836,2494500,6212,2687850
791,2836,2495500,6212,2688850
791,2836,2496310,6212,2689660
791,2836,2496310,6212,2690660
791,2836,2497310,6212,2691660
791,2836,2497310,6212,2692310
791,2836,2498310,6212,2693310
791,2836,2498780,6212,2693780
791,2836,2499250,6212,2694250
791,2836,2499570,6212,2694570
791,2836,2500570,6212,2695570
791,2836,2501380,6212,2696380
791,2836,2502380,6212,2697380
791,2836,2503380,6212,2698380
791,2836,2504190,6212,2699190
791,2836,2504190,6212,2700190
791,2836,2504660,6212,2700660
791,2836,2504660,6212,2700980
791,2836,2505660,6212,2701980
791,2836,2505660,6212,2701980
791,2836,2505660,6212,2701980
791,2836,2506660,6212,2702980
791,2836,2507130,6212,2703450
791,2836,2508130,6212,2704450
791,2836,2508130,6212,2705450
791,2836,2508130,6212,2706450
792,2844,2508600,6212,2706920
793,2852,2509600,6212,2707920
793,2852,2510600,6212,2708920
793,2852,2511600,6212,2709920
793,2852,2511600,6212,2710920
793,2852,2511600,6212,2711920
793,2852,2511600,6212,2712920
793,2852,2512410,6212,2713730
793,2852,2512870,6212,2714190
793,2852,2513520,6212,2714840
793,2852,2513520,6212,2715840
793,2852,2514520,6212,2716840
793,2852,2514520,6212,2716840
793,2852,2514680,6212,2717000
793,2852,2515000,6212,2717320
793,2852,2515000,6212,2717320
793,2852,2516000,6212,2718320
793,2852,2516000,6212,2719320
793,2852,2516000,6212,2719690
793,2852,2517000,6212,2720690
793,2852,2517810,6212,2721500
793,2852,2518280,6212,2721970
793,2852,2519280,6212,2722970
793,2852,2519930,6212,2723620
793,2852,2520740,6212,2724430
793,2852,2520740,6212,2724900
793,2852,2520740,6212,2725900
793,2852,2520970,6212,2726130
793,2852,2521780,6212,2726940
793,2852,2522250,6212,2727410
794,2860,2523060,6212,2728220
794,2860,2523870,6212,2729030
794,2860,2524680,6212,2729840
794,2860,2525680,6212,2730840
794,2860,2525680,6212,2730840
794,2860,2525680,6212,2731490
794,2860,2525680,6212,2732490
795,2868,2526680,6212,2733490
795,2868,2527490,6212,2734300
795,2868,2528490,6212,2735300
795,2868,2529490,6212,2736300
795,2868,2530490,6212,2737300
795,2868,2531490,6212,2738300
795,2868,2531490,6212,2739300
795,2868,2531490,6212,2739620
795,2868,2532490,6212,2740620
795,2868,2532960,6212,2741090
795,2868,2533960,6212,2742090
795,2868,2534960,6212,2743090
795,2868,2534960,6212,2743900
796,2876,2535960,6212,2744900
796,2876,2535960,6212,2745370
796,2876,2536960,6212,2746370
796,2876,2537960,6212,2747370
796,2876,2538770,6212,2748180
796,2876,2539770,6212,2749180
796,2876,2539770,6212,2749640
796,2876,2540580,6212,2750450
796,2876,2541390,6212,2751260
796,2876,2541710,6212,2751580
796,2876,2542710,6212,2752580
797,2884,2543520,6212,2753390
797,2884,2544330,6212,2754200
797,2884,2544330,6212,2755010
797,2884,2544330,6212,2756010
797,2884,2544800,6212,2756480
797,2884,2545800,6212,2757480
797,2884,2546610,6212,2758290
797,2884,2547080,6212,2758760
797,2884,2547890,6212,2759570
797,2884,2548700,6212,2760380
798,2892,2549700,6212,2761380
798,2892,2549860,6212,2761540
798,2892,2549860,6212,2762540
798,2892,2550330,6212,2763010
798,2892,2551140,6212,2763820
798,2892,2551140,6212,2764820
799,2900,2551790,6212,2765470
799,2900,2552440,6212,2766120
799,2900,2553250,6212,2766930
799,2900,2553250,6212,2766930
799,2900,2554250,6212,2767930
799,2900,2555250,6212,2768930
799,2900,2555250,6212,2769930
800,2908,2556250,6212,2770930
800,2908,2557060,6212,2771740
800,2908,2557290,6212,2771970
800,2908,2557290,6212,2772970
800,2908,2557290,6212,2773970
800,2908,2557290,6212,2774970
800,2908,2558290,6212,2775970
800,2908,2558290,6212,2776780
800,2908,2558610,6212,2777100
800,2908,2559610,6212,2778100
800,2908,2559610,6212,2778910
800,2908,2560610,6212,2779910
800,2908,2561420,6212,2780720
800,2908,2561420,6212,2781720
800,2908,2562230,6212,2782530
800,2908,2563040,6212,2783340
800,2908,2564040,6212,2784340
800,2908,2565040,6212,2785340
800,2908,2565040,6212,2786340
800,2908,2566040,6212,2787340
800,2908,2566500,6212,2787800
800,2908,2566500,6212,2788270
800,2908,2566500,6212,2789080
800,2908,2566970,6212,2789550
801,2916,2567430,6212,2790010
801,2916,2567430,6212,2790010
801,2916,2567750,6212,2790330
801,2916,2567750,6212,2790800
801,2916,2568750,6212,2791800
802,2924,2569750,6212,2792800
802,2924,2569750,6212,2793270
802,2924,2569750,6212,2794270
802,2924,2570750,6212,2795270
802,2924,2570750,6212,2795270
802,2924,2571560,6212,2796080
802,2924,2572560,6212,2797080
802,2924,2572790,6212,2797310
802,2924,2573440,6212,2797960
802,2924,2573900,6212,2798420
802,2924,2574900,6212,2799420
802,2924,2575900,6212,2800420
802,2924,2576900,6212,2801420
802,2924,2577900,6212,2802420
802,2924,2577900,6212,2802420
802,2924,2578370,6212,2802890
802,2924,2578370,6212,2803700
802,2924,2578370,6212,2804700
802,2924,2578370,6212,2805510
802,2924,2578370,6212,2806510
802,2924,2579370,6212,2807510
802,2924,2579370,6212,2808510
802,2924,2580180,6212,2809320
802,2924,2581180,6212,2810320
802,2924,2581990,6212,2811130
802,2924,2582990,6212,2812130
802,2924,2583990,6212,2813130
802,2924,2584640,6212,2813780
802,2924,2584640,6212,2813780
802,2924,2585450,6212,2814590
802,2924,2585450,6212,2815400
802,2924,2585450,6212,2815400
802,2924,2585450,6212,2815720
802,2924,2585680,6212,2815950
802,2924,2585680,6212,2815950
802,2924,2586680,6212,2816950
802,2924,2586680,6212,2816950
802,2924,2587680,6212,2817950
803,2932,2588680,6212,2818950
803,2932,2589680,6212,2819950
803,2932,2590150,6212,2820420
804,2940,2590960,6212,2821230
804,2940,2591190,6212,2821460
804,2940,2591840,6212,2822110
804,2940,2592840,6212,2823110
804,2940,2593840,6212,2824110
804,2940,2594650,6212,2824920
804,2940,2595460,6212,2825730
804,2940,2596460,6212,2826730
804,2940,2597270,6212,2827540
804,2940,2597270,6212,2828010
804,2940,2597410,6212,2828150
804,2940,2597410,6212,2828960
804,2940,2598220,6212,2829770
804,2940,2598220,6212,2830770
804,2940,2599220,6212,2831770
804,2940,2599680,6212,2832230
804,2940,2600680,6212,2833230
