ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d70f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
952,4124,3733280,6212,4417430
952,4124,3733280,6212,4418430
952,4124,3733500,6212,4418650
953,4132,3734500,6212,4419650
953,4132,3734500,6212,4419650
954,4140,3735310,6212,4420460
954,4140,3735310,6212,4420460
954,4140,3736310,6212,4421460
954,4140,3736310,6212,4422270
954,4140,3737310,6212,4423270
954,4140,3738310,6212,4424270
954,4140,3739310,6212,4425270
954,4140,3739310,6212,4425270
954,4140,3740310,6212,4426270
954,4140,3740630,6212,4426590
954,4140,3741100,6212,4427060
954,4140,3742100,6212,4428060
954,4140,3743100,6212,4429060
955,4148,3744100,6212,4430060
955,4148,3745100,6212,4431060
955,4148,3745420,6212,4431380
955,4148,3746230,6212,4432190
955,4148,3746230,6212,4433190
955,4148,3746700,6212,4433660
955,4148,3747700,6212,4434660
955,4148,3748510,6212,4435470
955,4148,3749320,6212,4436280
955,4148,3749320,6212,4436280
955,4148,3750320,6212,4437280
955,4148,3750320,6212,4437280
955,4148,3751320,6212,4438280
955,4148,3751320,6212,4439280
955,4148,3751320,6212,4440090
955,4148,3752320,6212,4441090
955,4148,3752320,6212,4441090
955,4148,3752540,6212,4441310
955,4148,3753540,6212,4442310
955,4148,3753860,6212,4442630
956,4156,3754860,6212,4443630
956,4156,3755860,6212,4444630
956,4156,3755860,6212,4445630
956,4156,3756180,6212,4445950
956,4156,3757180,6212,4446950
956,4156,3758180,6212,4447950
956,4156,3759180,6212,4448950
956,4156,3759180,6212,4449320
956,4156,3759770,6212,4449910
956,4156,3760770,6212,4450910
957,4164,3761230,6212,4451370
957,4164,3761230,6212,4451370
957,4164,3761230,6212,4452370
957,4164,3761230,6212,4453180
957,4164,3762230,6212,4454180
957,4164,3763230,6212,4455180
957,4164,3763550,6212,4455500
957,4164,3763550,6212,4455500
958,4172,3764550,6212,4456500
958,4172,3764550,6212,4457310
958,4172,3764550,6212,4457770
958,4172,3765010,6212,4458230
958,4172,3765010,6212,4458880
958,4172,3766010,6212,4459880
958,4172,3766480,6212,4460350
958,4172,3767480,6212,4461350
958,4172,3767480,6212,4461350
958,4172,3767480,6212,4461350
958,4172,3767480,6212,4462350
958,4172,3767480,6212,4462350
958,4172,3768480,6212,4463350
958,4172,3769480,6212,4464350
958,4172,3769480,6212,4464350
958,4172,3769480,6212,4464350
958,4172,3770480,6212,4465350
958,4172,3771480,6212,4466350
958,4172,3772290,6212,4467160
958,4172,3773290,6212,4468160
959,4180,3774290,6212,4469160
959,4180,3774760,6212,4469630
959,4180,3774760,6212,4470440
959,4180,3775760,6212,4471440
959,4180,3776760,6212,4472440
959,4180,3777760,6212,4473440
959,4180,3777920,6212,4473600
959,4180,3778920,6212,4474600
959,4180,3779920,6212,4475600
959,4180,3779920,6212,4476600
959,4180,3779920,6212,4476600
959,4180,3780920,6212,4477600
959,4180,3780920,6212,4477820
959,4180,3781240,6212,4478140
959,4180,3781240,6212,4478950
959,4180,3782240,6212,4479950
959,4180,3783050,6212,4480760
959,4180,3784050,6212,4481760
959,4180,3784050,6212,4481760
959,4180,3784050,6212,4482230
959,4180,3784050,6212,4482230
959,4180,3784860,6212,4483040
959,4180,3784860,6212,4483040
959,4180,3784860,6212,4484040
959,4180,3784860,6212,4484040
959,4180,3785670,6212,4484850
959,4180,3785670,6212,4485850
960,4188,3786670,6212,4486850
960,4188,3787140,6212,4487320
960,4188,3788140,6212,4488320
960,4188,3789140,6212,4489320
960,4188,3789140,6212,4489320
960,4188,3790140,6212,4490320
960,4188,3790140,6212,4490320
960,4188,3790140,6212,4491320
960,4188,3790140,6212,4492320
960,4188,3791140,6212,4493320
960,4188,3791140,6212,4493970
960,4188,3791950,6212,4494780
960,4188,3791950,6212,4495780
960,4188,3791950,6212,4495780
961,4196,3792420,6212,4496250
961,4196,3793230,6212,4497060
961,4196,3794230,6212,4498060
961,4196,3794230,6212,4498060
961,4196,3794230,6212,4498060
961,4196,3795230,6212,4499060
961,4196,3796040,6212,4499870
961,4196,3796040,6212,4500870
961,4196,3796040,6212,4501870
961,4196,3796040,6212,4502870
961,4196,3796040,6212,4503870
961,4196,3796040,6212,4504680
962,4204,3804040,6212,4512680
963,4212,3805040,6212,4513680
963,4212,3805040,6212,4514680
963,4212,3805040,6212,4515680
963,4212,3805850,6212,4516490
963,4212,3806850,6212,4517490
963,4212,3807850,6212,4518490
963,4212,3808660,6212,4519300
963,4212,3808660,6212,4519300
963,4212,3808660,6212,4519300
963,4212,3809210,6212,4519850
963,4212,3809210,6212,4519850
963,4212,3810210,6212,4520850
963,4212,3810320,6212,4520960
963,4212,3810320,6212,4521960
963,4212,3810320,6212,4522960
963,4212,3811320,6212,4523960
963,4212,3811320,6212,4523960
963,4212,3812130,6212,4524770
963,4212,3812720,6212,4525360
963,4212,3813720,6212,4526360
964,4220,3814370,6212,4527010
964,4220,3815370,6212,4528010
964,4220,3816370,6212,4529010
964,4220,3817370,6212,4530010
965,4228,3818370,6212,4531010
965,4228,3819370,6212,4532010
965,4228,3820370,6212,4533010
965,4228,3821180,6212,4533820
965,4228,3822180,6212,4534820
965,4228,3823180,6212,4535820
965,4228,3823180,6212,4536470
965,4228,3823180,6212,4536470
965,4228,3824180,6212,4537470
965,4228,3824730,6212,4538020
965,4228,3824730,6212,4539020
965,4228,3824730,6212,4540020
965,4228,3825380,6212,4540670
965,4228,3826190,6212,4541480
965,4228,3826190,6212,4542480
965,4228,3826190,6212,4542480
965,4228,3826190,6212,4543480
965,4228,3827190,6212,4544480
965,4228,3827660,6212,4544950
965,4228,3828310,6212,4545600
965,4228,3829120,6212,4546410
965,4228,3829120,6212,4547410
965,4228,3829590,6212,4547880
965,4228,3829590,6212,4547880
966,4236,3830240,6212,4548530
967,4244,3831240,6212,4549530
967,4244,3831240,6212,4549530
967,4244,3831240,6212,4550530
967,4244,3832050,6212,4551340
967,4244,3832860,6212,4552150
967,4244,3832860,6212,4552470
967,4244,3833860,6212,4553470
967,4244,3834670,6212,4554280
967,4244,3834670,6212,4555280
967,4244,3834670,6212,4555280
967,4244,3835670,6212,4556280
967,4244,3836670,6212,4557280
967,4244,3836670,6212,4558280
967,4244,3837130,6212,4558740
967,4244,3837130,6212,4559740
967,4244,3837130,6212,4560740
967,4244,3837680,6212,4561290
967,4244,3838330,6212,4561940
967,4244,3838330,6212,4562260
967,4244,3838330,6212,4563260
967,4244,3838330,6212,4563260
967,4244,3838330,6212,4563260
967,4244,3838330,6212,4564260
967,4244,3839330,6212,4565260
967,4244,3840330,6212,4566260
967,4244,3841330,6212,4567260
967,4244,3841330,6212,4567260
967,4244,3841800,6212,4567730
967,4244,3842120,6212,4568050
967,4244,3842770,6212,4568700
967,4244,3843770,6212,4569700
967,4244,3843770,6212,4570700
967,4244,3843770,6212,4571170
968,4252,3851770,6212,4579170
968,4252,3851770,6212,4579170
969,4260,3852770,6212,4580170
969,4260,3852770,6212,4581170
969,4260,3853090,6212,4581490
969,4260,3854090,6212,4582490
970,4268,3854900,6212,4583300
970,4268,3855900,6212,4584300
970,4268,3855900,6212,4584300
970,4268,3855900,6212,4584300
970,4268,3855900,6212,4584300
970,4268,3856900,6212,4585300
970,4268,3856900,6212,4585300
970,4268,3857900,6212,4586300
970,4268,3857900,6212,4587300
970,4268,3857900,6212,4587770
970,4268,3857900,6212,4587770
970,4268,3857900,6212,4587770
970,4268,3858710,6212,4588580
970,4268,3858710,6212,4588580
970,4268,3859710,6212,4589580
970,4268,3860710,6212,4590580
970,4268,3861180,6212,4591050
970,4268,3861180,6212,4592050
970,4268,3862180,6212,4593050
970,4268,3863180,6212,4594050
970,4268,3863450,6212,4594320
970,4268,3863450,6212,4595130
970,4268,3863450,6212,4595130
970,4268,3864450,6212,4596130
970,4268,3864450,6212,4597130
971,4276,3865450,6212,4598130
971,4276,3865450,6212,4599130
971,4276,3866450,6212,4600130
971,4276,3866920,6212,4600600
971,4276,3867730,6212,4601410
971,4276,3867730,6212,4601410
971,4276,3868540,6212,4602220
971,4276,3868540,6212,4603220
971,4276,3868540,6212,4603220
971,4276,3869540,6212,4604220
971,4276,3870350,6212,4605030
971,4276,3871350,6212,4606030
971,4276,3871350,6212,4607030
971,4276,3872350,6212,4608030
971,4276,3873350,6212,4609030
971,4276,3873350,6212,4609840
971,4276,3874160,6212,4610650
971,4276,3874970,6212,4611460
971,4276,3874970,6212,4612460
971,4276,3874970,6212,4612460
971,4276,3874970,6212,4612460
971,4276,3875970,6212,4613460
971,4276,3875970,6212,4613460
972,4284,3876970,6212,4614460
972,4284,3877200,6212,4614690
972,4284,3878200,6212,4615690
973,4292,3878790,6212,4616280
973,4292,3879440,6212,4616930
973,4292,3880440,6212,4617930
973,4292,3880440,6212,4618390
973,4292,3881250,6212,4619200
973,4292,3882250,6212,4620200
973,4292,3882250,6212,4621200
973,4292,3883250,6212,4622200
973,4292,3883250,6212,4623200
973,4292,3883480,6212,4623430
973,4292,3883480,6212,4624240
973,4292,3883710,6212,4624470
973,4292,3884710,6212,4625470
973,4292,3884710,6212,4625470
973,4292,3884710,6212,4625470
974,4300,3885710,6212,4626470
974,4300,3885710,6212,4626470
974,4300,3885710,6212,4627280
974,4300,3886710,6212,4628280
974,4300,3886710,6212,4629280
974,4300,3887030,6212,4629600
974,4300,3888030,6212,4630600
974,4300,3888030,6212,4631600
974,4300,3888030,6212,4632600
974,4300,3889030,6212,4633600
974,4300,3889030,6212,4634600
974,4300,3890030,6212,4635600
974,4300,3890030,6212,4636410
974,4300,3891030,6212,4637410
974,4300,3891840,6212,4638220
974,4300,3892000,6212,4638380
974,4300,3892000,6212,4639380
974,4300,3892470,6212,4639850
974,4300,3893470,6212,4640850
974,4300,3893470,6212,4641850
974,4300,3894470,6212,4642850
975,4308,3895470,6212,4643850
975,4308,3895940,6212,4644320
975,4308,3896420,6212,4644800
975,4308,3896420,6212,4645800
975,4308,3896420,6212,4646800
975,4308,3897420,6212,4647800
975,4308,3897740,6212,4648120
975,4308,3897740,6212,4649120
975,4308,3898200,6212,4649580
975,4308,3898200,6212,4649580
975,4308,3898200,6212,4649580
975,4308,3898200,6212,4650580
975,4308,3898200,6212,4651580
975,4308,3898670,6212,4652050
975,4308,3899670,6212,4653050
975,4308,3900480,6212,4653860
975,4308,3900480,6212,4653860
975,4308,3901480,6212,4654860
975,4308,3902480,6212,4655860
975,4308,3903480,6212,4656860
975,4308,3904130,6212,4657510
976,4316,3905130,6212,4658510
976,4316,3905130,6212,4658510
976,4316,3906130,6212,4659510
976,4316,3907130,6212,4660510
976,4316,3907130,6212,4661510
976,4316,3907130,6212,4662510
976,4316,3908130,6212,4663510
976,4316,3908130,6212,4663510
976,4316,3909130,6212,4664510
976,4316,3909130,6212,4665510
976,4316,3909130,6212,4666160
976,4316,3909130,6212,4666160
977,4324,3909780,6212,4666810
977,4324,3910590,6212,4667620
977,4324,3911400,6212,4668430
977,4324,3912400,6212,4669430
977,4324,3912400,6212,4669430
977,4324,3912720,6212,4669750
977,4324,3913720,6212,4670750
977,4324,3914720,6212,4671750
977,4324,3914720,6212,4671750
977,4324,3915370,6212,4672400
977,4324,3915370,6212,4673400
977,4324,3915370,6212,4673400
977,4324,3915370,6212,4673400
977,4324,3916370,6212,4674400
977,4324,3917020,6212,4675050
977,4324,3917020,6212,4676050
977,4324,3918020,6212,4677050
977,4324,3919020,6212,4678050
977,4324,3919490,6212,4678520
977,4324,3919860,6212,4678890
977,4324,3920860,6212,4679890
977,4324,3921860,6212,4680890
977,4324,3922330,6212,4681360
977,4324,3922330,6212,4681360
977,4324,3922800,6212,4681830
978,4332,3923800,6212,4682830
978,4332,3924800,6212,4683830
978,4332,3925450,6212,4684480
979,4340,3926260,6212,4685290
979,4340,3926260,6212,4685290
979,4340,3926260,6212,4685290
979,4340,3927260,6212,4686290
979,4340,3928260,6212,4687290
979,4340,3929260,6212,4688290
979,4340,3929260,6212,4688290
979,4340,3929260,6212,4696290
979,4340,3930260,6212,4697290
979,4340,3931260,6212,4698290
979,4340,3931260,6212,4698290
979,4340,3931260,6212,4698290
979,4340,3931260,6212,4698290
979,4340,3932260,6212,4699290
979,4340,3932260,6212,4700290
979,4340,3932260,6212,4700290
979,4340,3932730,6212,4700760
979,4340,3933050,6212,4701080
979,4340,3933050,6212,4702080
980,4348,3934050,6212,4703080
980,4348,3934860,6212,4703890
980,4348,3935330,6212,4704360
980,4348,3935330,6212,4712360
980,4348,3935330,6212,4713360
980,4348,3935330,6212,4713360
980,4348,3936330,6212,4714360
980,4348,3936800,6212,4714830
980,4348,3936800,6212,4715830
980,4348,3936800,6212,4716640
980,4348,3936800,6212,4717640
980,4348,3936800,6212,4718640
980,4348,3936800,6212,4719640
980,4348,3937800,6212,4720640
980,4348,3937800,6212,4720640
980,4348,3937800,6212,4721640
980,4348,3938800,6212,4722640
980,4348,3939800,6212,4723640
980,4348,3939800,6212,4724640
980,4348,3939800,6212,4724640
980,4348,3939800,6212,4725450
980,4348,3940610,6212,4726260
980,4348,3941610,6212,4727260
980,4348,3941610,6212,4728260
980,4348,3941610,6212,4728730
980,4348,3941610,6212,4729730
980,4348,3941610,6212,4730200
980,4348,3942610,6212,4731200
980,4348,3942840,6212,4731430
980,4348,3943840,6212,4732430
980,4348,3944490,6212,4733080
981,4356,3945490,6212,4734080
981,4356,3946300,6212,4734890
981,4356,3947300,6212,4735890
981,4356,3947770,6212,4736360
981,4356,3947770,6212,4737360
981,4356,3948770,6212,4738360
981,4356,3949090,6212,4738680
981,4356,3950090,6212,4739680
981,4356,3950560,6212,4740150
981,4356,3951030,6212,4740620
981,4356,3952030,6212,4741620
981,4356,3953030,6212,4742620
981,4356,3954030,6212,4743620
981,4356,3955030,6212,4744620
982,4364,3956030,6212,4745620
982,4364,3956030,6212,4745620
982,4364,3956030,6212,4746620
982,4364,3956030,6212,4747620
982,4364,3956030,6212,4747620
982,4364,3957030,6212,4748620
982,4364,3957500,6212,4749090
982,4364,3957500,6212,4750090
982,4364,3958500,6212,4751090
983,4372,3959310,6212,4751900
983,4372,3959780,6212,4752370
983,4372,3960780,6212,4753370
983,4372,3960780,6212,4753370
983,4372,3961100,6212,4753690
983,4372,3961420,6212,4754010
983,4372,3962420,6212,4755010
983,4372,3963230,6212,4755820
983,4372,3964230,6212,4756820
983,4372,3964460,6212,4757050
983,4372,3964460,6212,4758050
983,4372,3964930,6212,4758520
983,4372,3965930,6212,4759520
983,4372,3966930,6212,4760520
983,4372,3967090,6212,4760680
983,4372,3967090,6212,4761680
984,4380,3968090,6212,4762680
984,4380,3969090,6212,4763680
984,4380,3969090,6212,4764680
984,4380,3970090,6212,4765680
984,4380,3971090,6212,4766680
984,4380,3971090,6212,4767490
984,4380,3971410,6212,4767810
984,4380,3971880,6212,4768280
984,4380,3971880,6212,4769280
984,4380,3971880,6212,4770280
984,4380,3971880,6212,4771280
984,4380,3971880,6212,4772280
984,4380,3971880,6212,4772280
984,4380,3972110,6212,4772510
984,4380,3973110,6212,4773510
984,4380,3974110,6212,4774510
984,4380,3975110,6212,4775510
984,4380,3976110,6212,4776510
984,4380,3976430,6212,4776830
984,4380,3977020,6212,4777420
984,4380,3977490,6212,4777890
984,4380,3977490,6212,4778890
984,4380,3977490,6212,4779890
984,4380,3977960,6212,4780360
985,4388,3978960,6212,4781360
985,4388,3979280,6212,4781680
985,4388,3979280,6212,4781680
985,4388,3980280,6212,4782680
985,4388,3981280,6212,4783680
985,4388,3982280,6212,4784680
985,4388,3982280,6212,4785680
986,4396,3982750,6212,4786150
986,4396,3983300,6212,4786700
986,4396,3983300,6212,4787700
986,4396,3984110,6212,4788510
986,4396,3984760,6212,4789160
986,4396,3985760,6212,4790160
986,4396,3985980,6212,4790380
986,4396,3985980,6212,4790380
986,4396,3985980,6212,4790380
986,4396,3985980,6212,4790380
986,4396,3986980,6212,4791380
986,4396,3986980,6212,4791380
986,4396,3986980,6212,4791380
986,4396,3987980,6212,4792380
986,4396,3987980,6212,4793380
987,4404,3991980,6212,4797380
987,4404,3992980,6212,4798380
987,4404,3992980,6212,4798850
987,4404,3992980,6212,4799660
988,4412,3993980,6212,4800660
988,4412,3994980,6212,4801660
988,4412,3994980,6212,4802660
988,4412,3995980,6212,4803660
988,4412,3996980,6212,4804660
988,4412,3996980,6212,4804660
988,4412,3996980,6212,4804660
988,4412,3997980,6212,4805660
988,4412,3997980,6212,4806660
988,4412,3998790,6212,4807470
988,4412,3998790,6212,4807470
988,4412,3998790,6212,4808470
988,4412,3999790,6212,4809470
988,4412,4000600,6212,4810280
988,4412,4000600,6212,4810280
988,4412,4001600,6212,4811280
988,4412,4002410,6212,4812090
988,4412,4002730,6212,4812410
988,4412,4002730,6212,4813410
988,4412,4002730,6212,4814410
988,4412,4003540,6212,4815220
988,4412,4004010,6212,4815690
988,4412,4005010,6212,4816690
989,4420,4005600,6212,4817280
989,4420,4006070,6212,4817750
989,4420,4006070,6212,4818560
990,4428,4007070,6212,4819560
990,4428,4007540,6212,4820030
990,4428,4008540,6212,4821030
990,4428,4009540,6212,4822030
990,4428,4009700,6212,4822190
990,4428,4009700,6212,4823190
990,4428,4010510,6212,4824000
990,4428,4010510,6212,4825000
990,4428,4010510,6212,4825000
990,4428,4010510,6212,4825810
990,4428,4010980,6212,4826280
990,4428,4010980,6212,4826600
990,4428,4011790,6212,4827410
990,4428,4012020,6212,4827640
990,4428,4012020,6212,4828640
990,4428,4013020,6212,4829640
990,4428,4013340,6212,4829960
990,4428,4014150,6212,4830770
990,4428,4014150,6212,4831770
990,4428,4014960,6212,4832580
990,4428,4014960,6212,4833580
990,4428,4014960,6212,4833580
990,4428,4014960,6212,4834230
990,4428,4015190,6212,4834460
990,4428,4015190,6212,4835460
990,4428,4016190,6212,4836460
990,4428,4016190,6212,4837460
990,4428,4016190,6212,4837460
990,4428,4016190,6212,4838270
990,4428,4017190,6212,4839270
990,4428,4017190,6212,4839270
990,4428,4018190,6212,4840270
990,4428,4019190,6212,4841270
990,4428,4019190,6212,4842080
990,4428,4019190,6212,4842300
990,4428,4019780,6212,4842890
990,4428,4019780,6212,4843890
991,4436,4020780,6212,4844890
991,4436,4020780,6212,4845890
991,4436,4021780,6212,4846890
991,4436,4022130,6212,4847240
992,4444,4022780,6212,4847890
992,4444,4022780,6212,4848890
992,4444,4023780,6212,4849890
992,4444,4023780,6212,4849890
992,4444,4024590,6212,4850700
992,4444,4024590,6212,4850700
992,4444,4025400,6212,4851510
992,4444,4026400,6212,4852510
992,4444,4027210,6212,4853320
992,4444,4028210,6212,4854320
992,4444,4029210,6212,4855320
992,4444,4029210,6212,4856320
992,4444,4030210,6212,4857320
992,4444,4030210,6212,4857640
992,4444,4030210,6212,4858640
993,4452,4031210,6212,4859640
993,4452,4031210,6212,4860640
993,4452,4032210,6212,4861640
993,4452,4032210,6212,4861870
993,4452,4033210,6212,4862870
993,4452,4034210,6212,4863870
993,4452,4034210,6212,4863870
993,4452,4034530,6212,4864190
993,4452,4034530,6212,4864780
993,4452,4034530,6212,4865430
993,4452,4035530,6212,4866430
993,4452,4036530,6212,4867430
993,4452,4036530,6212,4867430
993,4452,4037530,6212,4868430
993,4452,4037530,6212,4869430
993,4452,4037530,6212,4869800
993,4452,4037850,6212,4870120
993,4452,4038850,6212,4871120
993,4452,4039310,6212,4871580
993,4452,4040310,6212,4872580
994,4460,4041310,6212,4873580
994,4460,4042310,6212,4874580
994,4460,4043120,6212,4875390
994,4460,4043120,6212,4876390
994,4460,4044120,6212,4877390
994,4460,4044930,6212,4878200
994,4460,4045930,6212,4879200
994,4460,4046930,6212,4880200
994,4460,4047930,6212,4881200
994,4460,4048740,6212,4882010
994,4460,4048740,6212,4882820
994,4460,4049740,6212,4883820
994,4460,4049740,6212,4883820
994,4460,4049740,6212,4884050
995,4468,4050210,6212,4884520
995,4468,4051210,6212,4885520
995,4468,4051210,6212,4885520
996,4476,4052210,6212,4886520
996,4476,4053210,6212,4887520
996,4476,4054210,6212,4888520
996,4476,4054210,6212,4889520
996,4476,4054760,6212,4890070
996,4476,4055080,6212,4890390
996,4476,4055080,6212,4891200
996,4476,4055190,6212,4891310
996,4476,4055840,6212,4891960
996,4476,4056840,6212,4892960
996,4476,4057840,6212,4893960
996,4476,4058840,6212,4894960
996,4476,4058840,6212,4895770
996,4476,4059210,6212,4896140
996,4476,4059680,6212,4896610
996,4476,4060150,6212,4897080
996,4476,4061150,6212,4898080
996,4476,4061150,6212,4899080
997,4484,4062150,6212,4900080
997,4484,4062150,6212,4901080
997,4484,4062150,6212,4901080
997,4484,4063150,6212,4902080
997,4484,4063150,6212,4902890
997,4484,4063700,6212,4903440
997,4484,4063700,6212,4903440
997,4484,4064700,6212,4904440
997,4484,4064700,6212,4904440
997,4484,4065700,6212,4905440
997,4484,4066510,6212,4906250
997,4484,4066980,6212,4906720
997,4484,4067450,6212,4907190
997,4484,4068450,6212,4908190
997,4484,4069450,6212,4909190
997,4484,4070450,6212,4910190
998,4492,4071450,6212,4911190
998,4492,4072450,6212,4912190
998,4492,4073260,6212,4913000
998,4492,4074260,6212,4914000
999,4500,4074730,6212,4914470
999,4500,4075730,6212,4915470
999,4500,4076730,6212,4916470
999,4500,4077730,6212,4917470
999,4500,4078730,6212,4918470
999,4500,4078730,6212,4918470
999,4500,4078730,6212,4919280
999,4500,4079730,6212,4920280
999,4500,4080730,6212,4921280
999,4500,4080730,6212,4921280
1000,4508,4081730,6212,4922280
1000,4508,4082730,6212,4923280
1000,4508,4082730,6212,4923750
1000,4508,4082890,6212,4923910
1000,4508,4083700,6212,4924720
1000,4508,4083920,6212,4924940
1000,4508,4084730,6212,4925750
1000,4508,4084730,6212,4926220
1000,4508,4084730,6212,4926220
1000,4508,4085730,6212,4927220
1000,4508,4086730,6212,4928220
1000,4508,4087730,6212,4929220
1000,4508,4088730,6212,4930220
1000,4508,4089200,6212,4930690
1000,4508,4090200,6212,4931690
1000,4508,4091200,6212,4932690
1001,4516,4092200,6212,4933690
1001,4516,4092670,6212,4934160
1001,4516,4093670,6212,4935160
1001,4516,4094480,6212,4935970
1001,4516,4094480,6212,4936440
1001,4516,4094950,6212,4936910
1001,4516,4095950,6212,4937910
1001,4516,4096270,6212,4938230
1001,4516,4096740,6212,4938700
1001,4516,4097740,6212,4939700
1001,4516,4098740,6212,4940700
1001,4516,4099060,6212,4941020
1001,4516,4100060,6212,4942020
1001,4516,4100170,6212,4942130
1001,4516,4101170,6212,4943130
1001,4516,4102170,6212,4944130
1001,4516,4102170,6212,4944450
1001,4516,4102170,6212,4944450
1001,4516,4102820,6212,4945100
1002,4524,4103820,6212,4946100
1002,4524,4103820,6212,4946910
1002,4524,4104820,6212,4947910
1002,4524,4104820,6212,4947910
1002,4524,4105820,6212,4948910
1002,4524,4105820,6212,4948910
1002,4524,4106820,6212,4949910
1002,4524,4107820,6212,4950910
1002,4524,4108820,6212,4951910
1002,4524,4109820,6212,4952910
1002,4524,4109820,6212,4952910
1002,4524,4109820,6212,4952910
1002,4524,4110290,6212,4953380
1003,4532,4111290,6212,4954380
1003,4532,4111640,6212,4954730
1003,4532,4111800,6212,4954890
1003,4532,4112800,6212,4955890
1003,4532,4112800,6212,4956890
1003,4532,4112800,6212,4957890
1004,4540,4113610,6212,4958700
1004,4540,4113610,6212,4959700
1004,4540,4113610,6212,4959700
1004,4540,4113610,6212,4960700
1004,4540,4114080,6212,4961170
1004,4540,4114890,6212,4961980
1004,4540,4115440,6212,4962530
1004,4540,4116250,6212,4963340
1004,4540,4116250,6212,4964340
1004,4540,4117250,6212,4965340
1004,4540,4117250,6212,4965340
1004,4540,4118250,6212,4966340
1004,4540,4118250,6212,4967340
1004,4540,4119250,6212,4968340
1004,4540,4120060,6212,4969150
1004,4540,4121060,6212,4970150
1004,4540,4121870,6212,4970960
1004,4540,4121870,6212,4971440
1004,4540,4122100,6212,4971670
1004,4540,4123100,6212,4972670
1004,4540,4123750,6212,4973320
1004,4540,4124750,6212,4974320
1004,4540,4124750,6212,4975320
1005,4548,4125750,6212,4976320
1005,4548,4126750,6212,4977320
1005,4548,4126750,6212,4978320
1005,4548,4127750,6212,4979320
1005,4548,4127980,6212,4979550
1005,4548,4127980,6212,4980200
1005,4548,4127980,6212,4981010
1005,4548,4128300,6212,4981330
1005,4548,4128300,6212,4981330
1005,4548,4129300,6212,4982330
1005,4548,4129300,6212,4982800
1005,4548,4129300,6212,4983800
1005,4548,4130300,6212,4984800
1005,4548,4130300,6212,4984800
1005,4548,4130770,6212,4985270
1005,4548,4131770,6212,4986270
1005,4548,4131770,6212,4986270
1005,4548,4131770,6212,4986740
1005,4548,4131770,6212,4987740
1005,4548,4131770,6212,4987740
1006,4556,4132360,6212,4988330
1006,4556,4133360,6212,4989330
1006,4556,4133360,6212,4989330
1006,4556,4133360,6212,4990330
1006,4556,4133360,6212,4990980
1006,4556,4134170,6212,4991790
1006,4556,4135170,6212,4992790
1007,4564,4136170,6212,4993790
1007,4564,4137170,6212,4994790
1007,4564,4137630,6212,4995250
1007,4564,4138440,6212,4996060
1007,4564,4139440,6212,4997060
1007,4564,4140440,6212,4998060
1007,4564,4140440,6212,4999060
1007,4564,4140440,6212,5000060
1007,4564,4141440,6212,5001060
1007,4564,4142250,6212,5001870
1007,4564,4142250,6212,5001870
1007,4564,4142480,6212,5002100
1007,4564,4143030,6212,5002650
1007,4564,4144030,6212,5003650
1007,4564,4144030,6212,5003650
1007,4564,4145030,6212,5004650
1008,4572,4146030,6212,5005650
1008,4572,4147030,6212,5006650
1008,4572,4147680,6212,5007300
1008,4572,4148680,6212,5008300
1008,4572,4149680,6212,5009300
1008,4572,4150490,6212,5010110
1008,4572,4151300,6212,5010920
1008,4572,4151300,6212,5010920
1008,4572,4152300,6212,5011920
1009,4580,4152770,6212,5012390
1009,4580,4152770,6212,5013390
1009,4580,4153240,6212,5013860
1009,4580,4153890,6212,5014510
1009,4580,4154890,6212,5015510
1009,4580,4155890,6212,5016510
1009,4580,4156350,6212,5016970
1009,4580,4157350,6212,5017970
1009,4580,4158160,6212,5018780
1009,4580,4158160,6212,5019780
1009,4580,4158160,6212,5020250
1009,4580,4158970,6212,5021060
1009,4580,4158970,6212,5021060
1009,4580,4158970,6212,5021870
1009,4580,4159780,6212,5022680
1009,4580,4159780,6212,5022680
1009,4580,4160250,6212,5023150
1009,4580,4160250,6212,5023150
1009,4580,4161060,6212,5023960
1009,4580,4161870,6212,5024770
1010,4588,4162680,6212,5025580
1010,4588,4163490,6212,5026390
1011,4596,4164490,6212,5027390
1011,4596,4164490,6212,5028390
1011,4596,4165490,6212,5029390
1011,4596,4166300,6212,5030200
1011,4596,4167300,6212,5031200
1011,4596,4168110,6212,5032010
1011,4596,4169110,6212,5033010
1011,4596,4170110,6212,5034010
1011,4596,4170110,6212,5035010
1011,4596,4170580,6212,5035480
1012,4604,4178580,6212,5043480
1012,4604,4179050,6212,5043950
1012,4604,4180050,6212,5044950
1012,4604,4180160,6212,5045060
