ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1437798.11,34.81,5.3,336549.34,8.15
1440199.66,34.87,5.37,337557.78,8.17
1440346.33,34.88,5.38,337531.05,8.17
1440346.33,34.88,5.38,337531.05,8.17
1440078.16,34.88,5.38,337534.88,8.18
1439968.27,34.89,5.38,337581.9,8.18
1439670.14,34.89,5.38,337551.26,8.18
1439372.01,34.89,5.38,337621.55,8.18
1439073.88,34.89,5.39,337805.51,8.19
1439073.88,34.89,5.39,337766.49,8.19
1438689.08,34.89,5.38,337738.96,8.19
1438689.08,34.89,5.38,337738.96,8.19
1438689.08,34.89,5.38,337738.96,8.19
1438835.76,34.89,5.39,337714.93,8.19
1438674.17,34.89,5.39,337520.75,8.19
1438466.64,34.89,5.38,337013.21,8.17
1438466.64,34.89,5.38,337013.21,8.17
1438552.51,34.9,5.39,337259.7,8.18
1438441.84,34.9,5.39,337176.15,8.18
1438254.11,34.9,5.4,338529.73,8.22
1438046.57,34.9,5.4,338592.38,8.22
1437778.4,34.9,5.4,338590.27,8.22
1438109.71,34.92,5.41,338345.38,8.22
1438014.42,34.93,5.42,337699.45,8.2
1437346.38,34.92,5.41,337129.79,8.19
1437346.38,34.92,5.41,337129.79,8.19
1437356.98,34.92,5.41,337185.74,8.19
1437247.08,34.92,5.42,337494.02,8.2
1437135.64,34.93,5.42,338404.0,8.22
1437135.64,34.93,5.42,338404.0,8.22
1437135.64,34.93,5.42,338404.0,8.22
1436857.66,34.93,5.42,338408.52,8.23
1436857.66,34.93,5.42,338408.52,8.23
1436559.53,34.93,5.42,338381.08,8.23
1436559.53,34.93,5.42,338426.78,8.23
1436618.62,34.94,5.43,338427.32,8.23
1436618.62,34.94,5.43,338427.32,8.23
1436325.01,34.94,5.43,338434.55,8.23
1436215.12,34.94,5.44,338411.97,8.23
1435916.99,34.94,5.44,338583.56,8.24
1435618.87,34.94,5.44,338578.12,8.24
1435425.42,34.94,5.44,338146.32,8.23
1435117.48,34.94,5.44,338113.74,8.23
1434821.68,34.94,5.44,338063.67,8.23
1434599.73,34.95,5.44,338839.38,8.25
1434291.79,34.95,5.44,338929.54,8.26
1434291.79,34.95,5.44,338883.85,8.26
1433906.98,34.94,5.44,339059.13,8.26
1433599.04,34.94,5.44,338964.08,8.26
1433745.72,34.95,5.45,339006.95,8.26
1433635.82,34.96,5.45,338978.51,8.27
1433635.82,34.96,5.45,338978.51,8.27
1433330.21,34.96,5.45,339378.04,8.28
1433330.21,34.96,5.45,339378.04,8.28
1433037.24,34.96,5.45,339235.36,8.28
1433037.24,34.96,5.45,339235.36,8.28
1432713.68,34.96,5.46,339202.77,8.28
1432820.85,34.97,5.47,339609.41,8.29
1432820.85,34.97,5.47,339609.41,8.29
1432820.85,34.97,5.47,339659.12,8.29
1432713.28,34.97,5.47,339646.26,8.29
1432389.71,34.97,5.47,339644.43,8.29
1432389.71,34.97,5.47,339614.26,8.29
1431808.56,34.97,5.47,339004.08,8.28
1431485.0,34.97,5.47,338998.68,8.28
1431485.0,34.97,5.47,338998.68,8.28
1431605.01,34.98,5.48,338984.21,8.28
1431283.77,34.98,5.48,339098.54,8.29
1430959.43,34.98,5.48,339089.42,8.29
1430643.75,34.98,5.48,339214.94,8.29
1430258.94,34.97,5.47,339850.74,8.31
1430258.94,34.97,5.47,339850.74,8.31
1429925.95,34.97,5.47,339604.78,8.31
1429925.95,34.97,5.47,339604.78,8.31
1430072.63,34.98,5.48,339774.24,8.31
1430072.63,34.98,5.48,339808.54,8.31
1429804.46,34.98,5.48,339800.5,8.31
1429506.33,34.99,5.49,339778.99,8.32
1429208.2,34.99,5.49,339794.09,8.32
1429096.76,34.99,5.49,340400.83,8.33
1429096.76,34.99,5.49,340400.83,8.33
1429016.82,35.0,5.5,340409.06,8.34
1429020.89,35.0,5.5,340412.34,8.34
1428729.21,34.99,5.49,340358.69,8.34
1427974.27,34.98,5.48,339580.2,8.32
1427233.93,34.97,5.47,338899.13,8.3
1426936.66,34.97,5.47,338397.44,8.29
1426733.3,34.96,5.46,338406.52,8.29
1426525.77,34.96,5.46,338722.65,8.3
1426525.77,34.96,5.46,338722.65,8.3
1426415.88,34.97,5.47,338702.59,8.3
1426415.88,34.97,5.47,338702.59,8.3
1426126.68,34.96,5.46,338080.65,8.29
1426016.78,34.97,5.47,338061.28,8.29
1425757.39,34.97,5.47,338418.94,8.3
1425382.59,34.96,5.46,338428.56,8.3
1426098.53,34.99,5.49,339684.25,8.33
1426098.53,34.99,5.49,339684.25,8.33
1425830.36,34.99,5.49,339688.08,8.34
1425720.46,35.0,5.5,339715.94,8.34
1425562.23,34.99,5.49,339561.81,8.34
1425264.1,34.99,5.49,339536.81,8.34
1425592.0,35.0,5.5,339512.72,8.34
1425298.91,35.01,5.51,338839.45,8.32
1425298.91,35.01,5.51,338839.45,8.32
1425298.91,35.01,5.51,338839.45,8.32
1425298.91,35.01,5.51,338839.45,8.32
1424917.24,35.0,5.5,338597.93,8.32
1424917.24,35.0,5.5,338597.93,8.32
1424619.11,35.01,5.51,338585.71,8.32
1424320.98,35.01,5.51,338707.62,8.32
1424025.18,35.01,5.51,338746.94,8.33
1424025.18,35.01,5.51,338746.94,8.33
1424025.18,35.01,5.51,338746.94,8.33
1423702.24,35.0,5.5,338786.2,8.33
1423403.33,35.01,5.51,338714.66,8.33
1423141.23,35.01,5.51,338900.04,8.34
1423141.23,35.01,5.51,338900.04,8.34
1423295.52,35.02,5.52,338861.49,8.34
1422912.33,35.01,5.51,338849.85,8.34
1422644.15,35.01,5.51,338847.73,8.34
1422366.17,35.01,5.51,338846.48,8.34
1422068.04,35.02,5.52,338821.79,8.34
1422068.04,35.02,5.52,338821.79,8.34
1422068.04,35.02,5.52,338821.79,8.34
1421769.91,35.02,5.52,339003.11,8.35
1421559.16,35.01,5.51,339515.73,8.36
1421559.16,35.01,5.51,339515.73,8.36
1421804.77,35.02,5.52,339451.03,8.36
1421804.77,35.02,5.52,339451.03,8.36
1421804.77,35.02,5.52,339451.03,8.36
1421804.77,35.02,5.52,339451.03,8.36
1421506.64,35.02,5.52,339429.44,8.36
1421170.95,35.02,5.52,338978.61,8.35
1420875.15,35.02,5.52,338947.77,8.35
1420594.06,35.02,5.52,339547.28,8.37
1420286.12,35.02,5.52,339604.43,8.37
1420431.25,35.03,5.53,341132.53,8.41
1420483.67,35.04,5.54,341040.4,8.41
1420164.44,35.04,5.54,340721.24,8.41
1419856.5,35.04,5.54,340827.35,8.41
1419856.5,35.04,5.54,340827.35,8.41
1419551.65,35.04,5.54,340783.24,8.41
1419393.37,35.04,5.54,340629.79,8.41
1419008.57,35.03,5.53,340229.32,8.4
1418897.4,35.04,5.54,341937.22,8.44
1418897.4,35.04,5.54,341937.22,8.44
1418897.4,35.04,5.54,341937.22,8.44
1419074.03,35.04,5.54,341941.45,8.44
1419465.12,35.06,5.56,341771.95,8.44
1419465.12,35.06,5.56,341771.95,8.44
1419196.95,35.06,5.57,341775.79,8.44
1419196.95,35.06,5.57,341775.79,8.44
1419087.05,35.07,5.57,341755.52,8.45
1418788.92,35.07,5.57,341722.2,8.45
1418679.03,35.07,5.58,341708.34,8.45
1418569.13,35.08,5.58,341747.41,8.45
1418271.01,35.08,5.58,341920.81,8.46
1418271.01,35.08,5.58,341920.81,8.46
1417886.2,35.07,5.58,341888.24,8.46
1417591.17,35.08,5.58,341875.89,8.46
1417313.19,35.08,5.58,341880.41,8.46
1417561.12,35.09,5.59,341963.73,8.46
1417561.12,35.09,5.59,341963.73,8.46
1417047.39,35.08,5.58,341906.26,8.46
1416936.72,35.08,5.58,342436.45,8.48
1417182.33,35.09,5.59,342035.32,8.47
1416846.62,35.09,5.59,341741.07,8.46
1416899.43,35.1,5.6,342089.61,8.48
1416899.43,35.1,5.6,342089.61,8.48
1416899.43,35.1,5.6,342089.61,8.48
1416692.32,35.1,5.6,343048.15,8.5
1416501.48,35.1,5.61,343228.85,8.51
1416501.48,35.1,5.61,343228.85,8.51
1416972.5,35.13,5.63,344591.22,8.54
1416972.5,35.13,5.63,344591.22,8.54
1416972.5,35.13,5.63,344591.22,8.54
1416664.56,35.13,5.63,344569.71,8.54
1416553.11,35.13,5.63,344740.08,8.55
1416553.11,35.13,5.63,344740.08,8.55
1416553.11,35.13,5.63,344740.08,8.55
1416553.11,35.13,5.63,344693.63,8.55
1416256.49,35.13,5.63,344456.43,8.54
1416176.55,35.13,5.63,344464.66,8.55
1415908.38,35.13,5.63,344468.5,8.55
1415600.44,35.13,5.64,344453.68,8.55
1415292.5,35.14,5.64,344626.75,8.56
1415292.5,35.14,5.64,344626.75,8.56
1415292.5,35.14,5.64,344673.74,8.56
1414986.88,35.14,5.64,344536.31,8.56
1414986.88,35.14,5.64,344536.31,8.56
1414678.17,35.14,5.64,344565.87,8.56
1414448.34,35.14,5.64,344862.53,8.57
1414448.34,35.14,5.64,344862.53,8.57
1414338.45,35.14,5.65,344842.47,8.57
1413950.84,35.14,5.65,344461.89,8.56
1413652.72,35.15,5.65,344431.25,8.56
1413354.59,35.15,5.65,344544.01,8.57
1413056.46,35.15,5.65,344492.61,8.57
1412760.66,35.15,5.65,344419.06,8.57
1412650.76,35.15,5.66,344399.68,8.57
1412650.76,35.15,5.66,344352.69,8.57
1412650.76,35.15,5.66,344352.69,8.57
1412369.68,35.16,5.66,344987.29,8.59
1412259.78,35.16,5.66,345015.15,8.59
1412015.75,35.16,5.66,344525.77,8.58
1412015.75,35.16,5.66,344525.77,8.58
1412015.75,35.16,5.66,344579.7,8.58
1411644.16,35.16,5.66,344420.92,8.58
1411793.16,35.17,5.67,344406.38,8.58
1411793.16,35.17,5.67,344406.38,8.58
1411793.16,35.17,5.67,344406.38,8.58
1411797.34,35.17,5.67,344411.07,8.58
1411686.67,35.17,5.68,344394.48,8.58
1411686.67,35.17,5.68,344394.48,8.58
1411686.67,35.17,5.68,344394.48,8.58
1411018.63,35.17,5.67,343732.45,8.57
1410633.82,35.16,5.66,344209.61,8.58
1410525.2,35.16,5.66,344101.26,8.58
1410608.75,35.17,5.67,343844.2,8.57
1410340.57,35.17,5.67,343840.77,8.57
1410340.57,35.17,5.67,343840.77,8.57
1410340.57,35.17,5.67,343840.77,8.57
1409702.49,35.16,5.66,342907.78,8.55
1409702.49,35.16,5.66,342907.78,8.55
1409591.04,35.17,5.67,343922.46,8.58
1409591.04,35.17,5.67,343922.46,8.58
1408753.34,35.15,5.66,343128.27,8.56
1408455.21,35.15,5.66,343102.14,8.56
1407936.56,35.15,5.65,342391.43,8.55
1407638.43,35.15,5.65,342472.89,8.55
1407815.06,35.16,5.66,342476.52,8.55
1407815.06,35.16,5.66,342476.52,8.55
1406652.5,35.17,5.67,343018.97,8.58
1406652.5,35.17,5.67,343018.97,8.58
1406449.15,35.16,5.67,343130.06,8.58
1406449.15,35.16,5.67,343130.06,8.58
1406151.02,35.16,5.67,343084.31,8.58
1405855.22,35.17,5.67,343039.15,8.58
1405696.59,35.16,5.67,342880.8,8.58
1405586.7,35.17,5.67,342858.93,8.58
1405287.79,35.17,5.67,342946.52,8.58
1404902.99,35.16,5.67,342989.37,8.58
1404902.99,35.16,5.67,342989.37,8.58
1404640.89,35.17,5.67,343176.44,8.59
1404640.89,35.17,5.67,343176.44,8.59
1404305.19,35.17,5.67,342888.22,8.59
1404011.58,35.17,5.67,342888.5,8.59
1404166.65,35.18,5.68,342848.4,8.59
1403843.08,35.18,5.68,342857.78,8.59
1403843.08,35.18,5.68,342857.78,8.59
1403843.08,35.18,5.68,342857.78,8.59
1403843.08,35.18,5.68,342857.78,8.59
1403535.14,35.18,5.68,342847.87,8.59
1403425.25,35.18,5.69,342829.47,8.59
1403425.25,35.18,5.69,342829.47,8.59
1403101.68,35.18,5.69,342812.37,8.6
1402778.12,35.18,5.69,342793.11,8.6
1402456.88,35.18,5.69,342801.44,8.6
1402132.54,35.19,5.69,342786.45,8.6
1401808.98,35.19,5.69,342777.27,8.6
1401808.98,35.19,5.69,342777.27,8.6
1401483.87,35.19,5.69,342771.97,8.61
1401483.87,35.19,5.69,342771.97,8.61
1401483.87,35.19,5.69,342771.97,8.61
1401376.3,35.19,5.7,342843.09,8.61
1400993.1,35.19,5.69,342799.75,8.61
1400882.43,35.19,5.7,342768.52,8.61
1400574.49,35.19,5.7,342849.24,8.61
1400892.06,35.2,5.71,343941.66,8.64
1400567.42,35.2,5.7,343630.24,8.64
1400567.42,35.2,5.7,343630.24,8.64
1400712.54,35.2,5.71,344042.15,8.65
1400444.37,35.21,5.71,344038.75,8.65
1400179.68,35.21,5.72,346536.78,8.71
1400099.74,35.21,5.72,346545.02,8.72
1399801.61,35.22,5.72,346575.01,8.72
1401184.18,35.26,5.77,347158.1,8.74
1400886.06,35.26,5.77,347158.71,8.74
1400437.51,35.26,5.77,346241.66,8.72
1400437.51,35.26,5.77,346167.33,8.72
1400200.75,35.26,5.76,346349.63,8.72
1400347.43,35.26,5.77,346323.15,8.72
1399962.62,35.26,5.77,346355.77,8.72
1399664.5,35.26,5.77,346294.61,8.72
1399664.5,35.26,5.77,346294.61,8.72
1399368.69,35.26,5.77,346294.79,8.73
1399368.69,35.26,5.77,346294.79,8.73
1399378.05,35.26,5.77,346399.72,8.73
1399407.19,35.27,5.78,346355.17,8.73
1399108.29,35.27,5.78,346707.7,8.74
1398840.12,35.27,5.78,346699.67,8.74
1398840.12,35.27,5.78,346699.67,8.74
1398578.01,35.27,5.78,346461.96,8.74
1398242.31,35.27,5.78,346328.36,8.74
1397944.18,35.27,5.78,346306.85,8.74
1397944.18,35.27,5.78,346306.85,8.74
1397646.06,35.28,5.78,346465.54,8.74
1397646.06,35.28,5.78,346465.54,8.74
1397536.16,35.28,5.79,346466.4,8.75
1397428.59,35.28,5.79,346461.15,8.75
1397133.56,35.29,5.79,346747.69,8.76
1396855.58,35.29,5.8,346745.27,8.76
1397001.48,35.3,5.8,347257.39,8.77
1396792.43,35.29,5.8,347036.77,8.77
1396792.43,35.29,5.8,347036.77,8.77
1396682.54,35.3,5.81,347293.92,8.78
1396682.54,35.3,5.81,347293.92,8.78
1396682.54,35.3,5.81,347293.92,8.78
1397491.06,35.33,5.83,348534.66,8.81
1397183.12,35.33,5.84,348593.08,8.81
1396688.86,35.32,5.83,348660.75,8.82
1396175.11,35.32,5.83,347880.23,8.8
1395867.17,35.32,5.83,347860.59,8.8
1395559.23,35.32,5.83,347806.03,8.8
1395253.61,35.32,5.83,348390.97,8.82
1395142.17,35.33,5.84,348860.46,8.83
1394849.21,35.33,5.84,348616.71,8.83
1394849.21,35.33,5.84,348616.71,8.83
1394464.4,35.32,5.83,348732.54,8.83
1394503.4,35.33,5.84,348928.68,8.84
1394503.4,35.33,5.84,348928.68,8.84
1394503.4,35.33,5.84,348928.68,8.84
1394562.49,35.34,5.85,348929.23,8.84
1394294.32,35.34,5.85,348920.11,8.84
1394441.0,35.35,5.86,348893.39,8.85
1394163.01,35.35,5.86,348892.13,8.85
1393490.83,35.35,5.86,348322.47,8.84
1393193.56,35.34,5.85,347972.61,8.83
1392986.03,35.34,5.85,348035.73,8.83
1392469.05,35.33,5.84,347653.16,8.82
1392170.93,35.33,5.84,347757.45,8.83
1392170.93,35.33,5.84,347757.45,8.83
1391872.8,35.34,5.85,347802.86,8.83
1391613.4,35.34,5.85,349630.22,8.88
1391503.51,35.34,5.85,349593.36,8.88
1391417.26,35.35,5.86,349279.74,8.87
1391417.26,35.35,5.86,349279.74,8.87
1391109.32,35.35,5.86,349309.04,8.88
1391956.58,35.38,5.89,349594.41,8.89
1391956.58,35.38,5.89,349594.41,8.89
1391648.64,35.38,5.89,349558.41,8.89
1391340.7,35.38,5.89,349530.85,8.89
1390955.89,35.38,5.89,349505.63,8.89
1390955.89,35.38,5.89,349505.63,8.89
1390650.28,35.38,5.89,349786.03,8.9
1390382.1,35.38,5.89,349782.63,8.9
1390382.1,35.38,5.89,349782.63,8.9
1390699.68,35.39,5.9,350066.77,8.91
1390390.96,35.39,5.9,349880.86,8.91
1390390.96,35.39,5.9,349880.86,8.91
1390390.96,35.39,5.9,349880.79,8.91
1390283.39,35.4,5.91,349710.17,8.9
1389983.33,35.4,5.91,349856.91,8.91
1389983.33,35.4,5.91,349856.91,8.91
1389487.36,35.39,5.9,349732.63,8.91
1389732.2,35.4,5.91,350723.92,8.93
1389732.2,35.4,5.91,350723.92,8.93
1389290.51,35.4,5.91,350614.12,8.93
1389180.48,35.4,5.91,350013.82,8.92
1389180.48,35.4,5.91,350013.82,8.92
1388863.12,35.4,5.91,349757.55,8.92
1388863.12,35.4,5.91,349757.55,8.92
1388704.49,35.4,5.91,349599.19,8.91
1388406.36,35.4,5.91,349684.26,8.92
1388406.36,35.4,5.91,349684.26,8.92
1388579.28,35.41,5.92,350848.85,8.95
1388579.28,35.41,5.92,350848.85,8.95
1388579.28,35.41,5.92,350848.85,8.95
1388579.28,35.41,5.92,350848.85,8.95
1388420.65,35.41,5.92,350690.49,8.94
1388420.65,35.41,5.92,350690.49,8.94
1388420.65,35.41,5.92,350690.49,8.94
1388025.81,35.4,5.91,350266.84,8.93
1387747.83,35.4,5.91,350271.35,8.94
1388023.39,35.41,5.92,350274.48,8.94
1387725.26,35.41,5.92,350231.99,8.94
1387518.15,35.41,5.92,350204.54,8.94
1387408.25,35.41,5.93,350242.21,8.94
1387110.12,35.42,5.93,350170.11,8.94
1386814.32,35.42,5.93,351104.56,8.97
1386533.24,35.42,5.93,350599.92,8.96
1386423.34,35.42,5.94,350579.54,8.96
1386645.42,35.44,5.95,350924.26,8.97
1386337.48,35.44,5.95,350891.68,8.97
1386227.59,35.44,5.96,350877.81,8.97
1386227.59,35.44,5.96,350877.81,8.97
1386120.02,35.45,5.96,350864.79,8.97
1385812.07,35.45,5.96,350863.3,8.98
1385894.85,35.46,5.97,351491.86,8.99
1385586.91,35.46,5.97,351486.22,8.99
1385281.29,35.46,5.97,351714.05,9.0
1385074.39,35.46,5.97,351089.59,8.99
1384833.33,35.46,5.97,351013.5,8.99
1384833.33,35.46,5.97,351013.5,8.99
1384833.33,35.46,5.97,351013.5,8.99
1384723.44,35.46,5.98,351003.97,8.99
1384723.44,35.46,5.98,351003.97,8.99
1384751.03,35.47,5.98,352755.31,9.04
1384927.66,35.48,5.99,352759.54,9.04
1384560.36,35.47,5.99,352393.47,9.03
1384450.46,35.48,5.99,352373.19,9.03
1384153.19,35.47,5.99,351893.82,9.02
1384225.5,35.48,6.0,352505.02,9.04
1384115.6,35.49,6.0,352491.16,9.04
1383277.9,35.48,5.99,351696.97,9.02
1383277.9,35.48,5.99,351696.97,9.02
1382999.92,35.48,5.99,351701.49,9.02
1382890.02,35.48,6.0,351740.56,9.03
1382890.02,35.48,6.0,351740.56,9.03
1382582.08,35.48,6.0,351707.97,9.03
1382290.4,35.48,5.99,351610.03,9.02
1381982.46,35.48,6.0,351660.65,9.03
1381982.46,35.48,6.0,351660.65,9.03
1381982.46,35.48,6.0,351660.65,9.03
1381982.46,35.48,6.0,351660.65,9.03
1381874.89,35.49,6.0,351633.91,9.03
1381638.14,35.48,6.0,351616.86,9.03
1381638.14,35.48,6.0,351616.86,9.03
1381330.2,35.48,6.0,351579.96,9.03
1381476.1,35.49,6.01,352015.88,9.04
1381476.1,35.49,6.01,352015.88,9.04
1381170.48,35.49,6.01,351996.6,9.05
1380785.68,35.49,6.0,351633.1,9.04
1380476.96,35.49,6.0,351908.46,9.05
1380476.96,35.49,6.0,351908.46,9.05
1380623.64,35.5,6.01,351927.5,9.05
1379866.25,35.49,6.0,351149.24,9.03
1379490.35,35.48,6.0,352267.08,9.06
1379182.41,35.48,6.0,352024.96,9.06
1379182.41,35.48,6.0,352024.96,9.06
1379339.57,35.49,6.01,352270.86,9.06
1379081.87,35.49,6.0,352083.78,9.06
1378772.38,35.49,6.0,352033.64,9.06
1378504.21,35.49,6.01,352037.47,9.06
1378346.25,35.49,6.0,351885.59,9.06
1378048.12,35.49,6.0,351863.82,9.06
1377749.99,35.49,6.01,351941.21,9.07
1377451.86,35.49,6.01,351848.72,9.07
1377371.92,35.5,6.01,351856.95,9.07
1377492.71,35.51,6.02,351821.62,9.07
1377214.73,35.51,6.02,351847.18,9.07
1376918.92,35.51,6.02,352295.42,9.09
1376918.92,35.51,6.02,352295.42,9.09
1376692.07,35.51,6.03,352493.12,9.09
1376761.14,35.52,6.04,352505.14,9.1
1376907.82,35.53,6.05,352544.45,9.1
1376797.92,35.54,6.05,352524.74,9.1
1376413.12,35.53,6.05,352502.44,9.1
1376305.55,35.53,6.05,352498.12,9.1
1376305.55,35.53,6.05,352498.12,9.1
1375997.61,35.54,6.05,352470.06,9.1
1376025.98,35.54,6.06,353184.72,9.12
1375916.08,35.55,6.06,353522.33,9.13
1375608.14,35.55,6.06,353507.53,9.14
1375496.7,35.55,6.07,353845.33,9.15
1375188.76,35.55,6.07,354468.33,9.16
1374891.49,35.55,6.07,354493.05,9.17
1374623.32,35.55,6.07,354488.8,9.17
1374623.32,35.55,6.07,354488.8,9.17
1374426.54,35.56,6.07,355013.37,9.18
1374874.32,35.58,6.09,355560.99,9.2
1374794.38,35.58,6.1,355569.22,9.2
1374505.18,35.58,6.09,355223.02,9.19
1374227.19,35.58,6.1,355227.54,9.2
1374117.3,35.58,6.1,355207.48,9.2
1374263.97,35.59,6.11,355189.41,9.2
1373879.17,35.59,6.1,355212.72,9.2
1374025.84,35.6,6.11,355205.44,9.2
1374025.84,35.6,6.11,355205.44,9.2
1373727.72,35.6,6.11,355180.14,9.2
1373342.91,35.59,6.11,355158.3,9.2
1373044.79,35.59,6.11,355353.25,9.21
1373044.79,35.59,6.11,355353.25,9.21
1372746.66,35.59,6.11,355302.63,9.21
1372895.66,35.6,6.12,355677.14,9.22
1372895.66,35.6,6.12,355677.14,9.22
1372895.66,35.6,6.12,355677.14,9.22
1372895.66,35.6,6.12,355677.14,9.22
1372599.85,35.6,6.12,355644.65,9.23
1372599.85,35.6,6.12,355644.65,9.23
1372373.0,35.61,6.12,356371.7,9.25
1372136.24,35.6,6.12,356169.95,9.24
1372205.32,35.61,6.13,356031.47,9.24
1372205.32,35.61,6.13,356031.47,9.24
1372359.61,35.62,6.14,355978.23,9.24
1372359.61,35.62,6.14,355978.23,9.24
1372359.61,35.62,6.14,355978.23,9.24
1372359.61,35.62,6.14,355978.23,9.24
1372249.72,35.63,6.14,357006.38,9.27
1372249.72,35.63,6.14,357006.38,9.27
1371941.78,35.63,6.15,356973.81,9.27
1371830.33,35.63,6.15,357256.17,9.28
1371522.39,35.63,6.15,357362.86,9.28
1371214.45,35.64,6.15,357380.35,9.29
1371134.51,35.64,6.16,357388.59,9.29
1371218.06,35.65,6.17,357353.18,9.29
1370912.45,35.65,6.17,357303.24,9.29
1370619.48,35.65,6.17,357310.83,9.29
1370509.59,35.66,6.17,357345.41,9.3
1370509.59,35.66,6.17,357345.41,9.3
1370529.6,35.67,6.18,357930.53,9.31
1370261.43,35.67,6.19,357926.09,9.32
1370151.54,35.67,6.19,357907.82,9.32
1370151.54,35.67,6.19,357907.82,9.32
1369778.34,35.67,6.19,357498.9,9.31
1369480.21,35.67,6.19,357526.46,9.31
1369372.64,35.67,6.19,357511.28,9.31
1369261.97,35.68,6.2,357499.96,9.32
1368523.04,35.67,6.19,356822.49,9.3
1368523.04,35.67,6.19,356822.49,9.3
1368526.14,35.67,6.19,357245.16,9.31
1368228.02,35.67,6.19,357224.78,9.31
1367929.89,35.67,6.19,357242.9,9.32
1367660.81,35.67,6.19,358484.64,9.35
1367807.49,35.68,6.2,359709.64,9.38
1367068.56,35.67,6.19,358986.23,9.37
1367622.98,35.7,6.21,359153.41,9.37
1367513.24,35.69,6.21,359047.86,9.37
1367245.07,35.7,6.21,359043.62,9.37
1366946.94,35.7,6.22,359018.32,9.38
1366648.81,35.7,6.22,359205.45,9.38
1366350.69,35.7,6.22,359161.82,9.38
1366054.88,35.7,6.22,359139.07,9.39
1365670.08,35.7,6.22,358626.52,9.37
1365016.88,35.69,6.21,357937.08,9.36
1364905.44,35.69,6.21,358462.32,9.37
1364563.76,35.69,6.21,358432.93,9.37
1364740.39,35.7,6.22,358436.55,9.38
1364365.59,35.69,6.21,358407.48,9.38
1364365.59,35.69,6.21,358407.48,9.38
1364376.09,35.69,6.21,358420.66,9.38
1364376.09,35.69,6.21,358420.66,9.38
1364218.13,35.69,6.21,358301.24,9.37
1364218.13,35.69,6.21,358301.24,9.37
1364057.9,35.7,6.21,358467.61,9.38
1363948.0,35.7,6.22,358505.68,9.38
1363679.83,35.7,6.22,358497.64,9.39
1363781.06,35.71,6.23,359012.5,9.4
1363816.69,35.72,6.23,359725.08,9.42
1363518.57,35.72,6.23,359703.57,9.42
1363665.24,35.72,6.24,359682.01,9.42
1363367.11,35.73,6.24,359861.19,9.43
1362982.31,35.72,6.24,359837.49,9.43
1364706.78,35.77,6.28,361396.79,9.47
1364706.78,35.77,6.28,361355.29,9.47
1364408.65,35.77,6.29,361232.32,9.47
1364555.32,35.78,6.29,361569.02,9.48
1364557.29,35.78,6.29,361610.51,9.48
1364403.54,35.77,6.29,361433.2,9.48
1364403.54,35.77,6.29,361433.2,9.48
1364403.54,35.77,6.29,361433.2,9.48
1364295.97,35.78,6.3,361271.11,9.47
1364002.36,35.78,6.3,361274.26,9.48
1364247.19,35.79,6.31,361999.1,9.5
1363929.32,35.79,6.3,361810.59,9.49
1363929.32,35.79,6.3,361810.59,9.49
1363929.32,35.79,6.3,361810.59,9.49
1363633.52,35.79,6.31,362176.01,9.51
1363745.4,35.8,6.31,363151.3,9.53
1363745.4,35.8,6.31,363151.3,9.53
1363745.4,35.8,6.31,363151.3,9.53
1363902.55,35.8,6.32,363444.49,9.54
1364008.3,35.82,6.33,364353.42,9.57
1364008.3,35.82,6.33,364353.42,9.57
1364008.3,35.82,6.33,364353.42,9.57
1363928.36,35.82,6.34,364361.66,9.57
1363818.46,35.83,6.34,364341.6,9.57
1363818.46,35.83,6.34,364341.6,9.57
1363550.29,35.83,6.35,364345.43,9.57
1362906.52,35.82,6.34,363411.2,9.55
1362545.31,35.82,6.33,363115.81,9.55
1362247.18,35.82,6.34,363082.96,9.55
1361949.05,35.82,6.34,363114.41,9.55
1362095.73,35.83,6.35,363096.34,9.55
1362095.73,35.83,6.35,363096.34,9.55
1361858.97,35.82,6.34,363141.06,9.55
1361858.97,35.82,6.34,363141.06,9.55
1361858.97,35.82,6.34,363141.06,9.55
1361749.08,35.83,6.35,363112.33,9.55
1361749.08,35.83,6.35,363112.33,9.55
1362068.98,35.84,6.36,363094.25,9.55
1361770.85,35.84,6.36,363072.86,9.56
1361770.85,35.84,6.36,363072.86,9.56
1361475.04,35.84,6.36,363052.81,9.56
1361176.14,35.84,6.36,363048.49,9.56
1361018.07,35.84,6.36,362896.75,9.56
1360728.85,35.84,6.36,363118.33,9.57
1360728.85,35.84,6.36,363118.33,9.57
