ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
1019,4660,4197590,6212,4751900
1019,4660,4198060,6212,4752370
1019,4660,4199060,6212,4753370
1019,4660,4199060,6212,4753370
1019,4660,4199060,6212,4753690
1019,4660,4199380,6212,4754010
1019,4660,4200380,6212,4755010
1020,4668,4201190,6212,4755820
1020,4668,4202190,6212,4756820
1020,4668,4202420,6212,4757050
1020,4668,4203420,6212,4758050
1020,4668,4203890,6212,4758520
1020,4668,4203890,6212,4759520
1020,4668,4203890,6212,4760520
1020,4668,4204050,6212,4760680
1020,4668,4204050,6212,4761680
1020,4668,4204050,6212,4762680
1020,4668,4205050,6212,4763680
1020,4668,4206050,6212,4764680
1021,4676,4207050,6212,4765680
1021,4676,4208050,6212,4766680
1021,4676,4208860,6212,4767490
1021,4676,4208860,6212,4767810
1021,4676,4209330,6212,4768280
1021,4676,4210330,6212,4769280
1021,4676,4211330,6212,4770280
1021,4676,4212330,6212,4771280
1021,4676,4213330,6212,4772280
1021,4676,4213330,6212,4772280
1021,4676,4213560,6212,4772510
1021,4676,4214560,6212,4773510
1022,4684,4215560,6212,4774510
1022,4684,4216560,6212,4775510
1022,4684,4217560,6212,4776510
1022,4684,4217880,6212,4776830
1022,4684,4217880,6212,4777420
1022,4684,4218350,6212,4777890
1022,4684,4219350,6212,4778890
1022,4684,4219350,6212,4779890
1022,4684,4219820,6212,4780360
1022,4684,4220820,6212,4781360
1022,4684,4221140,6212,4781680
1022,4684,4221140,6212,4781680
1022,4684,4222140,6212,4782680
1022,4684,4223140,6212,4783680
1022,4684,4224140,6212,4784680
1022,4684,4225140,6212,4785680
1022,4684,4225610,6212,4786150
1022,4684,4226160,6212,4786700
1022,4684,4226160,6212,4787700
1022,4684,4226970,6212,4788510
1022,4684,4227620,6212,4789160
1023,4692,4228620,6212,4790160
1023,4692,4228840,6212,4790380
1023,4692,4228840,6212,4790380
1023,4692,4228840,6212,4790380
1023,4692,4228840,6212,4790380
1023,4692,4229840,6212,4791380
1023,4692,4229840,6212,4791380
1023,4692,4229840,6212,4791380
1023,4692,4230840,6212,4792380
1023,4692,4231840,6212,4793380
1023,4692,4235840,6212,4797380
1023,4692,4236840,6212,4798380
1024,4700,4237310,6212,4798850
1024,4700,4238120,6212,4799660
1024,4700,4239120,6212,4800660
1024,4700,4240120,6212,4801660
1024,4700,4240120,6212,4802660
1024,4700,4241120,6212,4803660
1024,4700,4241120,6212,4804660
1024,4700,4241120,6212,4804660
1024,4700,4241120,6212,4804660
1025,4708,4242120,6212,4805660
1025,4708,4243120,6212,4806660
1025,4708,4243930,6212,4807470
1025,4708,4243930,6212,4807470
1025,4708,4244930,6212,4808470
1025,4708,4244930,6212,4809470
1025,4708,4245740,6212,4810280
1025,4708,4245740,6212,4810280
1025,4708,4246740,6212,4811280
1025,4708,4247550,6212,4812090
1025,4708,4247870,6212,4812410
1025,4708,4248870,6212,4813410
1025,4708,4249870,6212,4814410
1025,4708,4249870,6212,4815220
1025,4708,4250340,6212,4815690
1025,4708,4251340,6212,4816690
1025,4708,4251930,6212,4817280
1025,4708,4252400,6212,4817750
1025,4708,4253210,6212,4818560
1025,4708,4254210,6212,4819560
1025,4708,4254680,6212,4820030
1026,4716,4255680,6212,4821030
1026,4716,4256680,6212,4822030
1026,4716,4256840,6212,4822190
1026,4716,4257840,6212,4823190
1027,4724,4258650,6212,4824000
1027,4724,4258650,6212,4825000
1027,4724,4258650,6212,4825000
1027,4724,4259460,6212,4825810
1027,4724,4259930,6212,4826280
1027,4724,4260250,6212,4826600
1027,4724,4261060,6212,4827410
1027,4724,4261290,6212,4827640
1027,4724,4262290,6212,4828640
1027,4724,4263290,6212,4829640
1027,4724,4263610,6212,4829960
1027,4724,4264420,6212,4830770
1027,4724,4265420,6212,4831770
1027,4724,4266230,6212,4832580
1027,4724,4267230,6212,4833580
1027,4724,4267230,6212,4833580
1027,4724,4267880,6212,4834230
1027,4724,4268110,6212,4834460
1027,4724,4269110,6212,4835460
1028,4732,4270110,6212,4836460
1028,4732,4270110,6212,4837460
1028,4732,4270110,6212,4837460
1028,4732,4270920,6212,4838270
1028,4732,4271920,6212,4839270
1028,4732,4271920,6212,4839270
1028,4732,4272920,6212,4840270
1028,4732,4273920,6212,4841270
1028,4732,4273920,6212,4842080
1029,4740,4274140,6212,4842300
1029,4740,4274730,6212,4842890
1029,4740,4275730,6212,4843890
1029,4740,4276730,6212,4844890
1029,4740,4277730,6212,4845890
1030,4748,4278730,6212,4846890
1030,4748,4279080,6212,4847240
1030,4748,4279730,6212,4847890
1030,4748,4280730,6212,4848890
1030,4748,4280730,6212,4849890
1030,4748,4280730,6212,4849890
1030,4748,4281540,6212,4850700
1030,4748,4281540,6212,4850700
1030,4748,4282350,6212,4851510
1030,4748,4283350,6212,4852510
1030,4748,4284160,6212,4853320
1030,4748,4285160,6212,4854320
1030,4748,4285160,6212,4855320
1030,4748,4286160,6212,4856320
1030,4748,4287160,6212,4857320
1030,4748,4287480,6212,4857640
1030,4748,4288480,6212,4858640
1031,4756,4289480,6212,4859640
1031,4756,4290480,6212,4860640
1031,4756,4291480,6212,4861640
1031,4756,4291710,6212,4861870
1031,4756,4291710,6212,4862870
1031,4756,4292710,6212,4863870
1031,4756,4292710,6212,4863870
1031,4756,4293030,6212,4864190
1031,4756,4293620,6212,4864780
1031,4756,4294270,6212,4865430
1031,4756,4295270,6212,4866430
1031,4756,4296270,6212,4867430
1031,4756,4296270,6212,4867430
1031,4756,4297270,6212,4868430
1031,4756,4298270,6212,4869430
1031,4756,4298640,6212,4869800
1031,4756,4298960,6212,4870120
1031,4756,4299960,6212,4871120
1032,4764,4300420,6212,4871580
1033,4772,4301420,6212,4872580
1033,4772,4302420,6212,4873580
1033,4772,4303420,6212,4874580
1033,4772,4304230,6212,4875390
1033,4772,4305230,6212,4876390
1033,4772,4306230,6212,4877390
1033,4772,4307040,6212,4878200
1033,4772,4308040,6212,4879200
1033,4772,4309040,6212,4880200
1033,4772,4310040,6212,4881200
1033,4772,4310850,6212,4882010
1033,4772,4311660,6212,4882820
1034,4780,4312660,6212,4883820
1034,4780,4312660,6212,4883820
1034,4780,4312890,6212,4884050
1034,4780,4313360,6212,4884520
1034,4780,4314360,6212,4885520
1034,4780,4314360,6212,4885520
1034,4780,4315360,6212,4886520
1034,4780,4316360,6212,4887520
1034,4780,4317360,6212,4888520
1034,4780,4318360,6212,4889520
1034,4780,4318910,6212,4890070
1034,4780,4319230,6212,4890390
1034,4780,4320040,6212,4891200
1034,4780,4320150,6212,4891310
1035,4788,4320800,6212,4891960
1035,4788,4321800,6212,4892960
1036,4796,4322800,6212,4893960
1036,4796,4322800,6212,4894960
1036,4796,4322800,6212,4895770
1036,4796,4323170,6212,4896140
1036,4796,4323640,6212,4896610
1036,4796,4324110,6212,4897080
1036,4796,4325110,6212,4898080
1036,4796,4326110,6212,4899080
1036,4796,4327110,6212,4900080
1036,4796,4327110,6212,4901080
1036,4796,4327110,6212,4901080
1036,4796,4327110,6212,4902080
1036,4796,4327920,6212,4902890
1036,4796,4328470,6212,4903440
1036,4796,4328470,6212,4903440
1036,4796,4329470,6212,4904440
1036,4796,4329470,6212,4904440
1036,4796,4330470,6212,4905440
1036,4796,4331280,6212,4906250
1036,4796,4331750,6212,4906720
1036,4796,4332220,6212,4907190
1036,4796,4333220,6212,4908190
1036,4796,4333220,6212,4909190
1036,4796,4334220,6212,4910190
1037,4804,4335220,6212,4911190
1037,4804,4336220,6212,4912190
1037,4804,4337030,6212,4913000
1037,4804,4338030,6212,4914000
1037,4804,4338500,6212,4914470
1037,4804,4339500,6212,4915470
1037,4804,4340500,6212,4916470
1037,4804,4341500,6212,4917470
1037,4804,4341500,6212,4918470
1037,4804,4341500,6212,4918470
1038,4812,4342310,6212,4919280
1038,4812,4342310,6212,4920280
1038,4812,4343310,6212,4921280
1038,4812,4343310,6212,4921280
1039,4820,4344310,6212,4922280
1039,4820,4344310,6212,4923280
1039,4820,4344310,6212,4923750
1039,4820,4344470,6212,4923910
1039,4820,4345280,6212,4924720
1039,4820,4345280,6212,4924940
1039,4820,4346090,6212,4925750
1039,4820,4346090,6212,4926220
1039,4820,4346090,6212,4926220
1039,4820,4347090,6212,4927220
1039,4820,4347090,6212,4928220
1039,4820,4348090,6212,4929220
1039,4820,4349090,6212,4930220
1039,4820,4349560,6212,4930690
1039,4820,4350560,6212,4931690
1039,4820,4350560,6212,4932690
1039,4820,4351560,6212,4933690
1039,4820,4352030,6212,4934160
1039,4820,4353030,6212,4935160
1039,4820,4353840,6212,4935970
1039,4820,4354310,6212,4936440
1039,4820,4354780,6212,4936910
1039,4820,4355780,6212,4937910
1039,4820,4356100,6212,4938230
1039,4820,4356100,6212,4938700
1040,4828,4357100,6212,4939700
1040,4828,4357100,6212,4940700
1040,4828,4357420,6212,4941020
1040,4828,4357420,6212,4942020
1040,4828,4357530,6212,4942130
1040,4828,4358530,6212,4943130
1040,4828,4359530,6212,4944130
1040,4828,4359850,6212,4944450
1040,4828,4359850,6212,4944450
1040,4828,4360500,6212,4945100
1040,4828,4361500,6212,4946100
1040,4828,4362310,6212,4946910
1040,4828,4363310,6212,4947910
1040,4828,4363310,6212,4947910
1040,4828,4364310,6212,4948910
1040,4828,4364310,6212,4948910
1040,4828,4365310,6212,4949910
1040,4828,4366310,6212,4950910
1041,4836,4367310,6212,4951910
1041,4836,4367310,6212,4952910
1041,4836,4367310,6212,4952910
1041,4836,4367310,6212,4952910
1042,4844,4367780,6212,4953380
1042,4844,4368780,6212,4954380
1042,4844,4368780,6212,4954730
1042,4844,4368940,6212,4954890
1042,4844,4369940,6212,4955890
1042,4844,4369940,6212,4956890
1042,4844,4369940,6212,4957890
1042,4844,4370750,6212,4958700
1042,4844,4371750,6212,4959700
1042,4844,4371750,6212,4959700
1042,4844,4372750,6212,4960700
1042,4844,4373220,6212,4961170
1042,4844,4374030,6212,4961980
1042,4844,4374580,6212,4962530
1042,4844,4375390,6212,4963340
1042,4844,4376390,6212,4964340
1042,4844,4377390,6212,4965340
1042,4844,4377390,6212,4965340
1042,4844,4378390,6212,4966340
1043,4852,4379390,6212,4967340
1043,4852,4380390,6212,4968340
1043,4852,4381200,6212,4969150
1043,4852,4382200,6212,4970150
1043,4852,4383010,6212,4970960
1043,4852,4383490,6212,4971440
1043,4852,4383720,6212,4971670
1043,4852,4383720,6212,4972670
1044,4860,4384370,6212,4973320
1044,4860,4385370,6212,4974320
1044,4860,4386370,6212,4975320
1044,4860,4387370,6212,4976320
1044,4860,4388370,6212,4977320
1044,4860,4389370,6212,4978320
1044,4860,4390370,6212,4979320
1044,4860,4390600,6212,4979550
1044,4860,4391250,6212,4980200
1044,4860,4392060,6212,4981010
1044,4860,4392380,6212,4981330
1044,4860,4392380,6212,4981330
1044,4860,4392380,6212,4982330
1044,4860,4392850,6212,4982800
1045,4868,4393850,6212,4983800
1045,4868,4394850,6212,4984800
1045,4868,4394850,6212,4984800
1045,4868,4395320,6212,4985270
1045,4868,4396320,6212,4986270
1045,4868,4396320,6212,4986270
1045,4868,4396790,6212,4986740
1045,4868,4397790,6212,4987740
1045,4868,4397790,6212,4987740
1045,4868,4398380,6212,4988330
1045,4868,4399380,6212,4989330
1045,4868,4399380,6212,4989330
1045,4868,4399380,6212,4990330
1045,4868,4400030,6212,4990980
1045,4868,4400030,6212,4991790
1045,4868,4400030,6212,4992790
1045,4868,4400030,6212,4993790
1045,4868,4401030,6212,4994790
1045,4868,4401490,6212,4995250
1045,4868,4402300,6212,4996060
1045,4868,4403300,6212,4997060
1046,4876,4404300,6212,4998060
1046,4876,4405300,6212,4999060
1046,4876,4406300,6212,5000060
1046,4876,4407300,6212,5001060
1047,4884,4408110,6212,5001870
1047,4884,4408110,6212,5001870
1047,4884,4408340,6212,5002100
1047,4884,4408890,6212,5002650
1047,4884,4408890,6212,5003650
1047,4884,4408890,6212,5003650
1047,4884,4409890,6212,5004650
1047,4884,4410890,6212,5005650
1047,4884,4410890,6212,5006650
1047,4884,4411540,6212,5007300
1047,4884,4412540,6212,5008300
1047,4884,4413540,6212,5009300
1047,4884,4414350,6212,5010110
1047,4884,4415160,6212,5010920
1047,4884,4415160,6212,5010920
1047,4884,4416160,6212,5011920
1047,4884,4416160,6212,5012390
1047,4884,4416160,6212,5013390
1047,4884,4416630,6212,5013860
1047,4884,4417280,6212,5014510
1048,4892,4418280,6212,5015510
1048,4892,4418280,6212,5016510
1048,4892,4418740,6212,5016970
1048,4892,4419740,6212,5017970
1048,4892,4419740,6212,5018780
1048,4892,4420740,6212,5019780
1048,4892,4420740,6212,5020250
1048,4892,4421550,6212,5021060
1048,4892,4421550,6212,5021060
1049,4900,4422360,6212,5021870
1049,4900,4423170,6212,5022680
1049,4900,4423170,6212,5022680
1049,4900,4423640,6212,5023150
1049,4900,4423640,6212,5023150
1049,4900,4424450,6212,5023960
1049,4900,4425260,6212,5024770
1049,4900,4426070,6212,5025580
1049,4900,4426880,6212,5026390
1049,4900,4427880,6212,5027390
1049,4900,4428880,6212,5028390
1049,4900,4429880,6212,5029390
1049,4900,4430690,6212,5030200
1049,4900,4431690,6212,5031200
1049,4900,4431690,6212,5032010
1049,4900,4432690,6212,5033010
1050,4908,4433690,6212,5034010
1050,4908,4434690,6212,5035010
1050,4908,4435160,6212,5035480
1051,4916,4443160,6212,5043480
1051,4916,4443160,6212,5043950
1051,4916,4444160,6212,5044950
1051,4916,4444270,6212,5045060
1051,4916,4444270,6212,5046060
1051,4916,4444730,6212,5046520
1052,4924,4445540,6212,5047330
1052,4924,4445540,6212,5048330
1052,4924,4446540,6212,5049330
1052,4924,4447540,6212,5050330
1052,4924,4448190,6212,5050980
1052,4924,4449190,6212,5051980
1052,4924,4450000,6212,5052790
1052,4924,4451000,6212,5053790
1052,4924,4451460,6212,5054250
1052,4924,4451930,6212,5054720
1053,4932,4452930,6212,5055720
1053,4932,4453740,6212,5056530
1053,4932,4453740,6212,5057530
1053,4932,4454740,6212,5058530
1053,4932,4454740,6212,5059530
1053,4932,4455200,6212,5059990
1053,4932,4456200,6212,5060990
1053,4932,4456200,6212,5060990
1053,4932,4456200,6212,5060990
1053,4932,4457200,6212,5061990
1053,4932,4458200,6212,5062990
1053,4932,4458520,6212,5063310
1053,4932,4459330,6212,5064120
1053,4932,4460330,6212,5065120
1053,4932,4460330,6212,5065930
1053,4932,4460330,6212,5066250
1053,4932,4460330,6212,5066250
1053,4932,4461330,6212,5067250
1053,4932,4461810,6212,5067730
1053,4932,4461810,6212,5068730
1053,4932,4461810,6212,5068730
1053,4932,4462270,6212,5069190
1053,4932,4463270,6212,5070190
1053,4932,4463270,6212,5071190
1053,4932,4464270,6212,5072190
1054,4940,4464920,6212,5072840
1054,4940,4464920,6212,5073840
1055,4948,4465920,6212,5074840
1055,4948,4466080,6212,5075000
1055,4948,4466670,6212,5075590
1055,4948,4466670,6212,5075590
1055,4948,4467670,6212,5076590
1055,4948,4467670,6212,5077590
1055,4948,4467990,6212,5077910
1055,4948,4467990,6212,5078720
1055,4948,4467990,6212,5079530
1055,4948,4468990,6212,5080530
1055,4948,4469310,6212,5080850
1055,4948,4469310,6212,5081850
1055,4948,4469310,6212,5082850
1055,4948,4469630,6212,5083170
1055,4948,4470630,6212,5084170
1055,4948,4471630,6212,5085170
1055,4948,4471680,6212,5085220
1055,4948,4472680,6212,5086220
1055,4948,4473680,6212,5087220
1055,4948,4473680,6212,5088220
1055,4948,4474680,6212,5089220
1056,4956,4475680,6212,5090220
1056,4956,4476680,6212,5091220
1056,4956,4476680,6212,5092030
1056,4956,4476840,6212,5092190
1056,4956,4476840,6212,5093000
1056,4956,4476840,6212,5093470
1056,4956,4477650,6212,5094280
1056,4956,4478650,6212,5095280
1056,4956,4478650,6212,5095280
1056,4956,4479650,6212,5096280
1056,4956,4479650,6212,5096280
1056,4956,4480650,6212,5097280
1056,4956,4481120,6212,5097750
1056,4956,4481120,6212,5097750
1056,4956,4481120,6212,5097750
1056,4956,4481590,6212,5098220
1056,4956,4481590,6212,5099220
1056,4956,4481590,6212,5099220
1056,4956,4481960,6212,5099590
1056,4956,4482280,6212,5099910
1056,4956,4482280,6212,5099910
1056,4956,4482280,6212,5100140
1056,4956,4483280,6212,5101140
1056,4956,4483280,6212,5102140
1056,4956,4483280,6212,5102140
1056,4956,4483750,6212,5102610
1056,4956,4484750,6212,5103610
1056,4956,4485750,6212,5104610
1057,4964,4486750,6212,5105610
1057,4964,4487750,6212,5106610
1057,4964,4487750,6212,5107610
1057,4964,4488340,6212,5108200
1057,4964,4489150,6212,5109010
1057,4964,4489150,6212,5109010
1057,4964,4490150,6212,5110010
1057,4964,4491150,6212,5111010
1057,4964,4492150,6212,5112010
1057,4964,4493150,6212,5113010
1057,4964,4494150,6212,5114010
1057,4964,4495150,6212,5115010
1057,4964,4495610,6212,5115470
1057,4964,4496420,6212,5116280
1057,4964,4496420,6212,5116280
1057,4964,4496420,6212,5116280
1058,4972,4497420,6212,5117280
1058,4972,4498420,6212,5118280
1058,4972,4499420,6212,5119280
1058,4972,4499420,6212,5119280
1058,4972,4499420,6212,5121280
1058,4972,4500420,6212,5122280
1058,4972,4500740,6212,5122600
1059,4980,4501210,6212,5123070
1059,4980,4502210,6212,5124070
1059,4980,4503210,6212,5125070
1059,4980,4503210,6212,5125540
1059,4980,4503680,6212,5126010
1059,4980,4503680,6212,5127010
1059,4980,4503680,6212,5127010
1059,4980,4503680,6212,5128010
1059,4980,4503680,6212,5129010
1059,4980,4504680,6212,5130010
1059,4980,4505680,6212,5131010
1059,4980,4505680,6212,5133010
1059,4980,4505680,6212,5134010
1059,4980,4505680,6212,5134010
1060,4988,4506680,6212,5135010
1060,4988,4507000,6212,5135330
1060,4988,4507810,6212,5136140
1060,4988,4508280,6212,5136610
1060,4988,4508750,6212,5137080
1060,4988,4508750,6212,5137080
1060,4988,4509750,6212,5138080
1060,4988,4510750,6212,5139080
1060,4988,4511220,6212,5139550
1060,4988,4511690,6212,5140020
1060,4988,4511690,6212,5141020
1060,4988,4512690,6212,5142020
1060,4988,4512690,6212,5142020
1060,4988,4513500,6212,5142830
1060,4988,4513500,6212,5142830
1060,4988,4513500,6212,5143420
1060,4988,4514500,6212,5144420
1060,4988,4514960,6212,5144880
1060,4988,4515960,6212,5145880
1060,4988,4516960,6212,5146880
1060,4988,4516960,6212,5147690
1060,4988,4516960,6212,5148010
1060,4988,4517430,6212,5148480
1060,4988,4517430,6212,5149480
1060,4988,4518430,6212,5150480
1061,4996,4519430,6212,5151480
1061,4996,4520240,6212,5152290
1061,4996,4520240,6212,5153100
1062,5004,4528240,6212,5161100
1062,5004,4528240,6212,5161420
1062,5004,4529050,6212,5162230
1063,5012,4529520,6212,5162700
1063,5012,4529990,6212,5163170
1063,5012,4529990,6212,5163170
1063,5012,4530460,6212,5163640
1063,5012,4531460,6212,5164640
1063,5012,4532460,6212,5165640
1063,5012,4532460,6212,5166110
1063,5012,4532930,6212,5166580
1063,5012,4533250,6212,5166900
1063,5012,4534250,6212,5167900
1063,5012,4534250,6212,5168220
1063,5012,4534250,6212,5168220
1063,5012,4534250,6212,5168220
1063,5012,4535250,6212,5169220
1063,5012,4536250,6212,5170220
1063,5012,4536250,6212,5170540
1063,5012,4536250,6212,5171540
1063,5012,4536250,6212,5172010
1063,5012,4536250,6212,5173010
1063,5012,4536720,6212,5173480
1063,5012,4537720,6212,5174480
1063,5012,4538270,6212,5175030
1063,5012,4539080,6212,5175840
1063,5012,4539080,6212,5176840
1063,5012,4540080,6212,5177840
1063,5012,4540550,6212,5178310
1063,5012,4540550,6212,5179310
1064,5020,4541550,6212,5180310
1064,5020,4542020,6212,5180780
1064,5020,4542490,6212,5181250
1064,5020,4542490,6212,5181250
1064,5020,4542540,6212,5181300
1064,5020,4543540,6212,5182300
1064,5020,4544540,6212,5183300
1065,5028,4545010,6212,5183770
1065,5028,4546010,6212,5184770
1065,5028,4546010,6212,5185240
1065,5028,4546820,6212,5186050
1065,5028,4547820,6212,5187050
1065,5028,4547820,6212,5187700
1065,5028,4548820,6212,5188700
1065,5028,4549820,6212,5189700
1065,5028,4549820,6212,5189700
1065,5028,4549820,6212,5190700
1065,5028,4550820,6212,5191700
1065,5028,4551630,6212,5192510
1066,5036,4552630,6212,5193510
1066,5036,4553630,6212,5194510
1066,5036,4554630,6212,5195510
1066,5036,4555630,6212,5196510
1066,5036,4556630,6212,5197510
1066,5036,4557630,6212,5198510
1066,5036,4558630,6212,5199510
1066,5036,4559630,6212,5200510
1066,5036,4559850,6212,5200730
1067,5044,4560850,6212,5201730
1067,5044,4560850,6212,5202730
1067,5044,4560850,6212,5202730
1067,5044,4561850,6212,5203730
1067,5044,4562080,6212,5203960
1067,5044,4562080,6212,5203960
1067,5044,4562890,6212,5204770
1067,5044,4562890,6212,5204770
1067,5044,4563700,6212,5205580
1067,5044,4564700,6212,5206580
1067,5044,4565020,6212,5206900
1067,5044,4565020,6212,5207370
1067,5044,4565020,6212,5208180
1067,5044,4566020,6212,5209180
1067,5044,4566020,6212,5209990
1067,5044,4566020,6212,5209990
1067,5044,4567020,6212,5210990
1067,5044,4568020,6212,5211990
1067,5044,4569020,6212,5212990
1067,5044,4569020,6212,5213990
1067,5044,4569670,6212,5214640
1067,5044,4570670,6212,5215640
1067,5044,4570670,6212,5215640
1067,5044,4571140,6212,5216110
1068,5052,4572140,6212,5217110
1068,5052,4573140,6212,5218110
1068,5052,4574140,6212,5219110
1068,5052,4575140,6212,5220110
1068,5052,4576140,6212,5221110
1068,5052,4576140,6212,5222110
1068,5052,4577140,6212,5223110
1069,5060,4578140,6212,5224110
1069,5060,4579140,6212,5225110
1069,5060,4580140,6212,5226110
1069,5060,4581140,6212,5227110
1069,5060,4581140,6212,5227760
1069,5060,4581140,6212,5228760
1069,5060,4582140,6212,5229760
1069,5060,4582140,6212,5229760
1069,5060,4582510,6212,5230130
1069,5060,4583510,6212,5231130
1070,5068,4587510,6212,5235130
1070,5068,4588510,6212,5236130
1070,5068,4589510,6212,5237130
1070,5068,4589510,6212,5238130
1070,5068,4590510,6212,5239130
1070,5068,4591160,6212,5239780
1070,5068,4591630,6212,5240250
1070,5068,4591950,6212,5240570
1071,5076,4592950,6212,5241570
1071,5076,4593760,6212,5242380
1071,5076,4594760,6212,5243380
1071,5076,4594760,6212,5243380
1071,5076,4595760,6212,5244380
1071,5076,4595760,6212,5245380
1071,5076,4596760,6212,5246380
1071,5076,4597760,6212,5247380
1071,5076,4597760,6212,5248380
1071,5076,4597760,6212,5248850
1072,5084,4598130,6212,5249220
1072,5084,4598780,6212,5249870
1072,5084,4599590,6212,5250680
1072,5084,4600050,6212,5251140
1072,5084,4601050,6212,5252140
1072,5084,4602050,6212,5253140
1072,5084,4603050,6212,5254140
1072,5084,4603050,6212,5254140
1073,5092,4604050,6212,5255140
1073,5092,4605050,6212,5256140
1073,5092,4605050,6212,5256510
1073,5092,4606050,6212,5257510
1073,5092,4606050,6212,5258510
1073,5092,4606370,6212,5258830
1073,5092,4607370,6212,5259830
1073,5092,4608370,6212,5260830
1073,5092,4608370,6212,5261640
1073,5092,4609180,6212,5262450
1073,5092,4609770,6212,5263040
1073,5092,4610580,6212,5263850
1073,5092,4611580,6212,5264850
1073,5092,4611580,6212,5264850
1073,5092,4612170,6212,5265440
1073,5092,4613170,6212,5266440
1073,5092,4613720,6212,5266990
1074,5100,4614310,6212,5267580
1074,5100,4614310,6212,5267580
1074,5100,4615120,6212,5268390
1074,5100,4615930,6212,5269200
1074,5100,4616930,6212,5270200
1074,5100,4617740,6212,5271010
1074,5100,4617740,6212,5272010
1075,5108,4618740,6212,5273010
1075,5108,4618740,6212,5274010
1075,5108,4618740,6212,5274820
1075,5108,4618740,6212,5275820
1075,5108,4619550,6212,5276630
1075,5108,4619550,6212,5276630
1075,5108,4620550,6212,5277630
1075,5108,4621550,6212,5278630
1075,5108,4622550,6212,5279630
1075,5108,4623360,6212,5280440
1075,5108,4623360,6212,5280440
1075,5108,4624010,6212,5281090
1075,5108,4625010,6212,5282090
1075,5108,4625010,6212,5282090
1075,5108,4626010,6212,5283090
1075,5108,4626480,6212,5283560
1076,5116,4627290,6212,5284370
1076,5116,4628290,6212,5285370
1076,5116,4628940,6212,5286020
1076,5116,4628940,6212,5287020
1076,5116,4629750,6212,5287830
1076,5116,4630220,6212,5288300
1077,5124,4631220,6212,5289300
1077,5124,4632220,6212,5290300
1077,5124,4633220,6212,5291300
1077,5124,4634220,6212,5292300
1077,5124,4635220,6212,5293300
1077,5124,4636220,6212,5294300
1077,5124,4636770,6212,5294850
1077,5124,4636770,6212,5295170
1077,5124,4637770,6212,5296170
1077,5124,4638580,6212,5296980
1077,5124,4639580,6212,5297980
1077,5124,4640580,6212,5298980
1078,5132,4641580,6212,5299980
1078,5132,4642580,6212,5300980
1078,5132,4643580,6212,5301980
1078,5132,4644580,6212,5302980
1078,5132,4645580,6212,5303980
1078,5132,4646580,6212,5304980
1078,5132,4646900,6212,5305300
1078,5132,4646900,6212,5305300
1078,5132,4647450,6212,5305850
1078,5132,4647450,6212,5305850
1078,5132,4647450,6212,5305850
1078,5132,4647450,6212,5306850
1078,5132,4647670,6212,5307070
1078,5132,4648140,6212,5307540
1078,5132,4649140,6212,5308540
1078,5132,4649140,6212,5308540
1078,5132,4649950,6212,5309350
1078,5132,4650270,6212,5309670
1078,5132,4650590,6212,5309990
1078,5132,4650590,6212,5309990
1079,5140,4651400,6212,5310800
1079,5140,4651400,6212,5310800
1079,5140,4651400,6212,5310800
1079,5140,4651400,6212,5310800
1079,5140,4651400,6212,5310800
1079,5140,4651400,6212,5311800
1079,5140,4651400,6212,5312270
1079,5140,4652400,6212,5313270
1079,5140,4652400,6212,5313270
1079,5140,4653210,6212,5314080
1079,5140,4653210,6212,5315080
1079,5140,4653210,6212,5315080
1080,5148,4654210,6212,5316080
1080,5148,4655210,6212,5317080
1080,5148,4656020,6212,5317890
1080,5148,4657020,6212,5318890
1080,5148,4657020,6212,5318890
1080,5148,4658020,6212,5319890
1080,5148,4658490,6212,5320360
1080,5148,4659490,6212,5321360
1080,5148,4660140,6212,5322010
1080,5148,4661140,6212,5323010
1081,5156,4662140,6212,5324010
1081,5156,4662140,6212,5324230
1081,5156,4662610,6212,5324700
1081,5156,4662610,6212,5325700
1081,5156,4663610,6212,5326700
1081,5156,4663900,6212,5326990
1081,5156,4663900,6212,5326990
1081,5156,4664360,6212,5327450
1081,5156,4665170,6212,5328260
1081,5156,4666170,6212,5329260
1081,5156,4666980,6212,5330070
1081,5156,4667980,6212,5331070
1081,5156,4668980,6212,5332070
1081,5156,4669980,6212,5333070
1081,5156,4670790,6212,5333880
1081,5156,4671790,6212,5334880
1081,5156,4672790,6212,5335880
1081,5156,4672790,6212,5335880
1082,5164,4673340,6212,5336430
1082,5164,4673340,6212,5337430
1082,5164,4673340,6212,5337430
