ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3add-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
684,1980,1678020,6212,1721300
684,1980,1679020,6212,1722300
684,1980,1679020,6212,1722770
685,1988,1679250,6212,1723000
685,1988,1679720,6212,1723470
685,1988,1679720,6212,1723470
686,1996,1680720,6212,1724470
686,1996,1681180,6212,1724930
686,1996,1681650,6212,1725400
686,1996,1682650,6212,1726400
686,1996,1683110,6212,1726860
686,1996,1683920,6212,1727670
686,1996,1683920,6212,1727670
686,1996,1684920,6212,1728670
686,1996,1685920,6212,1729670
686,1996,1685920,6212,1730670
686,1996,1686920,6212,1731670
686,1996,1687920,6212,1732670
686,1996,1687920,6212,1732670
686,1996,1687920,6212,1732670
686,1996,1688390,6212,1733140
686,1996,1688390,6212,1733140
686,1996,1689200,6212,1733950
687,2004,1690200,6212,1734950
687,2004,1691200,6212,1735950
687,2004,1692010,6212,1736760
687,2004,1692480,6212,1737230
687,2004,1693290,6212,1738040
687,2004,1694290,6212,1739040
687,2004,1695290,6212,1740040
687,2004,1695290,6212,1740690
687,2004,1696290,6212,1741690
687,2004,1696290,6212,1741690
687,2004,1697290,6212,1742690
687,2004,1698290,6212,1743690
687,2004,1698290,6212,1744690
687,2004,1698610,6212,1745010
688,2012,1698930,6212,1745330
688,2012,1699930,6212,1746330
688,2012,1700930,6212,1747330
688,2012,1701930,6212,1748330
688,2012,1702930,6212,1749330
688,2012,1702930,6212,1750140
688,2012,1702930,6212,1750140
688,2012,1703400,6212,1750610
688,2012,1704400,6212,1751610
688,2012,1705400,6212,1752610
688,2012,1705720,6212,1752930
689,2020,1706720,6212,1753930
689,2020,1707190,6212,1754400
689,2020,1708000,6212,1755210
689,2020,1708320,6212,1755530
689,2020,1708320,6212,1755530
689,2020,1708320,6212,1755530
689,2020,1708320,6212,1755530
689,2020,1709320,6212,1756530
690,2028,1710320,6212,1757530
690,2028,1711130,6212,1758340
690,2028,1711130,6212,1758340
690,2028,1711130,6212,1759150
690,2028,1711130,6212,1759150
690,2028,1711600,6212,1759620
690,2028,1711600,6212,1759620
690,2028,1712600,6212,1760620
690,2028,1712600,6212,1761620
690,2028,1712600,6212,1761620
690,2028,1713410,6212,1762430
690,2028,1713880,6212,1762900
690,2028,1714880,6212,1763900
690,2028,1715470,6212,1764490
690,2028,1715790,6212,1764810
690,2028,1715790,6212,1764810
690,2028,1715790,6212,1765810
690,2028,1716790,6212,1766810
690,2028,1717790,6212,1767810
690,2028,1718790,6212,1768810
691,2036,1719340,6212,1769360
691,2036,1719340,6212,1769360
691,2036,1720340,6212,1770360
691,2036,1721340,6212,1771360
691,2036,1721340,6212,1771360
691,2036,1721340,6212,1771360
691,2036,1721890,6212,1771910
691,2036,1722890,6212,1772910
691,2036,1723890,6212,1773910
691,2036,1724890,6212,1774910
691,2036,1725110,6212,1775130
691,2036,1725570,6212,1775590
692,2044,1726570,6212,1776590
692,2044,1727160,6212,1777180
692,2044,1728160,6212,1778180
692,2044,1729160,6212,1779180
692,2044,1730160,6212,1780180
692,2044,1730160,6212,1781180
692,2044,1731160,6212,1782180
692,2044,1731480,6212,1782500
692,2044,1731480,6212,1782500
692,2044,1731480,6212,1783090
692,2044,1731480,6212,1783090
692,2044,1731480,6212,1783090
692,2044,1731480,6212,1783090
692,2044,1731950,6212,1783560
692,2044,1732950,6212,1784560
692,2044,1733760,6212,1785370
692,2044,1733760,6212,1785370
692,2044,1734080,6212,1785690
692,2044,1734080,6212,1786690
692,2044,1735080,6212,1787690
692,2044,1736080,6212,1788690
693,2052,1737080,6212,1789690
693,2052,1737080,6212,1790500
693,2052,1738080,6212,1791500
693,2052,1739080,6212,1792500
693,2052,1740080,6212,1793500
693,2052,1741080,6212,1794500
693,2052,1742080,6212,1795500
693,2052,1742630,6212,1796050
693,2052,1742630,6212,1796860
693,2052,1742630,6212,1796860
694,2060,1743630,6212,1797860
694,2060,1743630,6212,1797860
694,2060,1744630,6212,1798860
694,2060,1745630,6212,1799860
694,2060,1746280,6212,1800510
694,2060,1746280,6212,1800510
694,2060,1747280,6212,1801510
694,2060,1748280,6212,1802510
694,2060,1748280,6212,1802510
694,2060,1749090,6212,1803320
694,2060,1749090,6212,1803320
694,2060,1750090,6212,1804320
694,2060,1750410,6212,1804640
694,2060,1751410,6212,1805640
694,2060,1752410,6212,1806640
695,2068,1760410,6212,1814640
695,2068,1761410,6212,1815640
696,2076,1762060,6212,1816290
696,2076,1763060,6212,1817290
696,2076,1763060,6212,1817290
696,2076,1764060,6212,1818290
697,2084,1765060,6212,1819290
697,2084,1766060,6212,1820290
697,2084,1766060,6212,1821290
697,2084,1766060,6212,1821290
697,2084,1766060,6212,1822100
697,2084,1766060,6212,1823100
697,2084,1767060,6212,1824100
697,2084,1768060,6212,1825100
697,2084,1768410,6212,1825450
697,2084,1768880,6212,1825920
697,2084,1769880,6212,1826920
697,2084,1770200,6212,1827240
697,2084,1770850,6212,1827890
697,2084,1771170,6212,1828210
697,2084,1771170,6212,1829210
697,2084,1771170,6212,1830210
697,2084,1771540,6212,1830580
697,2084,1771540,6212,1831050
697,2084,1772540,6212,1832050
697,2084,1773130,6212,1832640
697,2084,1773940,6212,1833450
697,2084,1773940,6212,1833450
698,2092,1774940,6212,1834450
699,2100,1775940,6212,1835450
699,2100,1775940,6212,1836450
699,2100,1776750,6212,1837260
699,2100,1776750,6212,1838260
699,2100,1776750,6212,1839260
699,2100,1777750,6212,1840260
699,2100,1778400,6212,1840910
699,2100,1779400,6212,1841910
699,2100,1780400,6212,1842910
699,2100,1781400,6212,1843910
699,2100,1781870,6212,1844380
699,2100,1782870,6212,1845380
699,2100,1783870,6212,1846380
699,2100,1784870,6212,1847380
699,2100,1784870,6212,1847380
699,2100,1785870,6212,1848380
699,2100,1786680,6212,1849190
699,2100,1787680,6212,1850190
700,2108,1788490,6212,1851000
700,2108,1789300,6212,1851810
700,2108,1789300,6212,1851810
700,2108,1789300,6212,1852810
700,2108,1790300,6212,1853810
700,2108,1790950,6212,1854460
700,2108,1791950,6212,1855460
700,2108,1791950,6212,1856270
700,2108,1791950,6212,1856740
700,2108,1792270,6212,1857060
700,2108,1792500,6212,1857290
700,2108,1793500,6212,1858290
700,2108,1794500,6212,1859290
700,2108,1795310,6212,1860100
700,2108,1796310,6212,1861100
700,2108,1797120,6212,1861910
700,2108,1797120,6212,1861910
700,2108,1797120,6212,1862910
700,2108,1797770,6212,1863560
700,2108,1797770,6212,1863560
700,2108,1797770,6212,1863560
700,2108,1798240,6212,1864030
700,2108,1798700,6212,1864490
700,2108,1799020,6212,1864810
700,2108,1800020,6212,1865810
700,2108,1800020,6212,1866620
700,2108,1800020,6212,1867620
700,2108,1800490,6212,1868090
700,2108,1801490,6212,1869090
700,2108,1802140,6212,1869740
700,2108,1802140,6212,1870740
701,2116,1803140,6212,1871740
701,2116,1804140,6212,1872740
702,2124,1804950,6212,1873550
702,2124,1805760,6212,1874360
702,2124,1805760,6212,1875360
702,2124,1806760,6212,1876360
702,2124,1807090,6212,1876690
702,2124,1808090,6212,1877690
702,2124,1809090,6212,1878690
702,2124,1810090,6212,1879690
702,2124,1810090,6212,1879690
702,2124,1811090,6212,1880690
702,2124,1812090,6212,1881690
702,2124,1812900,6212,1882500
703,2132,1813900,6212,1883500
703,2132,1814900,6212,1884500
703,2132,1815060,6212,1884660
703,2132,1816060,6212,1885660
703,2132,1816870,6212,1886470
703,2132,1817870,6212,1887470
703,2132,1817870,6212,1887470
703,2132,1818870,6212,1888470
703,2132,1819870,6212,1889470
704,2140,1820870,6212,1890470
704,2140,1821870,6212,1891470
704,2140,1821870,6212,1891470
704,2140,1822190,6212,1891790
704,2140,1822510,6212,1892110
704,2140,1823510,6212,1893110
704,2140,1823510,6212,1893110
704,2140,1823510,6212,1893110
704,2140,1823730,6212,1893330
704,2140,1824320,6212,1893920
704,2140,1825320,6212,1894920
704,2140,1826320,6212,1895920
704,2140,1827130,6212,1896730
704,2140,1827780,6212,1897380
704,2140,1828430,6212,1898030
705,2148,1829240,6212,1898840
705,2148,1829240,6212,1898840
705,2148,1830240,6212,1899840
705,2148,1831240,6212,1900840
705,2148,1831710,6212,1901310
705,2148,1832520,6212,1902120
705,2148,1832520,6212,1902120
705,2148,1832750,6212,1902350
705,2148,1833750,6212,1903350
705,2148,1833750,6212,1903350
705,2148,1834560,6212,1904160
705,2148,1835560,6212,1905160
705,2148,1835560,6212,1905640
705,2148,1835560,6212,1906100
705,2148,1835560,6212,1906910
705,2148,1836370,6212,1907720
705,2148,1836370,6212,1908530
705,2148,1837370,6212,1909530
706,2156,1838370,6212,1910530
706,2156,1839370,6212,1911530
706,2156,1840370,6212,1912530
706,2156,1841370,6212,1913530
706,2156,1842370,6212,1914530
706,2156,1842530,6212,1914690
706,2156,1843340,6212,1915500
706,2156,1844340,6212,1916500
706,2156,1844800,6212,1916960
706,2156,1845800,6212,1917960
707,2164,1846800,6212,1918960
708,2172,1847800,6212,1919960
708,2172,1848390,6212,1920550
708,2172,1849390,6212,1921550
708,2172,1850200,6212,1922360
708,2172,1851200,6212,1923360
708,2172,1851200,6212,1923590
708,2172,1851200,6212,1923590
708,2172,1851520,6212,1923910
709,2180,1852330,6212,1924720
709,2180,1853330,6212,1925720
709,2180,1853650,6212,1926040
709,2180,1853650,6212,1926410
709,2180,1853970,6212,1926730
709,2180,1853970,6212,1926730
709,2180,1853970,6212,1926730
709,2180,1854440,6212,1927200
709,2180,1854440,6212,1927200
709,2180,1855440,6212,1928200
709,2180,1855440,6212,1929200
709,2180,1856440,6212,1930200
709,2180,1856910,6212,1930670
709,2180,1857910,6212,1931670
709,2180,1858380,6212,1932140
709,2180,1859380,6212,1933140
709,2180,1860380,6212,1934140
709,2180,1860850,6212,1934610
709,2180,1861850,6212,1935610
709,2180,1862850,6212,1936610
709,2180,1863850,6212,1937610
709,2180,1864850,6212,1938610
709,2180,1864850,6212,1938610
709,2180,1864850,6212,1938610
709,2180,1865850,6212,1939610
709,2180,1866500,6212,1940260
709,2180,1866500,6212,1941260
709,2180,1867500,6212,1942260
709,2180,1868500,6212,1943260
709,2180,1868500,6212,1943260
709,2180,1868500,6212,1943260
709,2180,1868500,6212,1943260
709,2180,1869310,6212,1944070
709,2180,1869770,6212,1944530
709,2180,1869770,6212,1945340
710,2188,1870770,6212,1946340
710,2188,1871770,6212,1947340
710,2188,1871770,6212,1947930
710,2188,1872240,6212,1948400
710,2188,1872240,6212,1948400
710,2188,1872700,6212,1948860
710,2188,1873510,6212,1949670
710,2188,1874510,6212,1950670
710,2188,1874980,6212,1951140
711,2196,1875790,6212,1951950
711,2196,1876790,6212,1952950
711,2196,1877790,6212,1953950
711,2196,1878790,6212,1954950
711,2196,1878790,6212,1955420
711,2196,1879790,6212,1956420
711,2196,1880790,6212,1957420
711,2196,1881440,6212,1958070
712,2204,1882440,6212,1959070
712,2204,1883440,6212,1960070
712,2204,1883900,6212,1960530
712,2204,1884900,6212,1961530
712,2204,1885370,6212,1962000
712,2204,1885600,6212,1962230
712,2204,1886250,6212,1962880
712,2204,1887250,6212,1963880
712,2204,1888250,6212,1964880
712,2204,1888900,6212,1965530
712,2204,1889710,6212,1966340
712,2204,1890710,6212,1967340
713,2212,1898710,6212,1975340
713,2212,1899520,6212,1976150
713,2212,1899520,6212,1976800
713,2212,1900520,6212,1977800
714,2220,1901520,6212,1978800
714,2220,1902330,6212,1979610
714,2220,1902560,6212,1979840
714,2220,1903560,6212,1980840
714,2220,1903560,6212,1981650
715,2228,1911560,6212,1989650
716,2236,1912560,6212,1990650
716,2236,1913370,6212,1991460
716,2236,1914370,6212,1992460
717,2244,1914840,6212,1992930
717,2244,1915650,6212,1993740
717,2244,1915650,6212,1994550
717,2244,1916300,6212,1995200
717,2244,1917300,6212,1996200
717,2244,1918300,6212,1997200
717,2244,1919300,6212,1998200
717,2244,1919530,6212,1998430
717,2244,1920530,6212,1999430
717,2244,1921530,6212,2000430
717,2244,1921990,6212,2000890
717,2244,1922460,6212,2001360
717,2244,1923460,6212,2002360
717,2244,1924460,6212,2003360
717,2244,1924730,6212,2003630
717,2244,1924730,6212,2003630
717,2244,1925730,6212,2004630
717,2244,1925840,6212,2004740
717,2244,1925840,6212,2004740
717,2244,1926840,6212,2005740
717,2244,1927840,6212,2006740
717,2244,1928840,6212,2007740
717,2244,1929310,6212,2008210
717,2244,1930310,6212,2009210
717,2244,1931120,6212,2010020
717,2244,1932120,6212,2011020
717,2244,1932930,6212,2011830
717,2244,1932930,6212,2012640
718,2252,1933930,6212,2013640
718,2252,1934930,6212,2014640
718,2252,1935250,6212,2014960
718,2252,1935250,6212,2014960
718,2252,1936250,6212,2015960
718,2252,1936720,6212,2016430
718,2252,1936720,6212,2017430
718,2252,1937720,6212,2018430
719,2260,1938530,6212,2019240
719,2260,1938530,6212,2019240
719,2260,1939530,6212,2020240
720,2268,1940530,6212,2021240
720,2268,1940530,6212,2021240
720,2268,1941530,6212,2022240
720,2268,1942530,6212,2023240
720,2268,1943530,6212,2024240
720,2268,1943530,6212,2024240
720,2268,1944340,6212,2025050
720,2268,1945340,6212,2026050
720,2268,1946340,6212,2027050
720,2268,1947340,6212,2028050
720,2268,1948340,6212,2029050
720,2268,1948990,6212,2029700
720,2268,1949990,6212,2030700
720,2268,1949990,6212,2031700
721,2276,1950990,6212,2032700
721,2276,1951990,6212,2033700
721,2276,1951990,6212,2033700
721,2276,1952800,6212,2034510
721,2276,1953390,6212,2035100
721,2276,1954390,6212,2036100
721,2276,1955390,6212,2037100
722,2284,1956390,6212,2038100
722,2284,1956390,6212,2038650
722,2284,1957390,6212,2039650
723,2292,1958390,6212,2040650
723,2292,1959390,6212,2041650
723,2292,1959390,6212,2041650
723,2292,1960200,6212,2042460
723,2292,1961010,6212,2043270
723,2292,1961010,6212,2043740
723,2292,1962010,6212,2044740
723,2292,1963010,6212,2045740
723,2292,1963480,6212,2046210
723,2292,1963940,6212,2046670
724,2300,1964750,6212,2047480
724,2300,1965220,6212,2047950
724,2300,1965690,6212,2048420
724,2300,1966690,6212,2049420
724,2300,1966690,6212,2049890
724,2300,1967690,6212,2050890
724,2300,1968160,6212,2051360
724,2300,1968160,6212,2051360
724,2300,1969160,6212,2052360
724,2300,1969160,6212,2052360
724,2300,1970160,6212,2053360
724,2300,1970160,6212,2054360
724,2300,1970160,6212,2055170
724,2300,1971160,6212,2056170
724,2300,1971640,6212,2056650
724,2300,1972110,6212,2057120
724,2300,1972110,6212,2057120
724,2300,1973110,6212,2058120
724,2300,1973110,6212,2058120
725,2308,1977110,6212,2062120
725,2308,1977110,6212,2062120
725,2308,1977570,6212,2062580
725,2308,1978570,6212,2063580
725,2308,1979570,6212,2064580
725,2308,1980040,6212,2065050
725,2308,1980690,6212,2065700
725,2308,1981690,6212,2066700
725,2308,1982690,6212,2067700
725,2308,1982690,6212,2068170
725,2308,1983500,6212,2068980
725,2308,1983500,6212,2068980
725,2308,1984310,6212,2069790
725,2308,1984310,6212,2069790
725,2308,1984780,6212,2070260
726,2316,1985590,6212,2071070
726,2316,1986590,6212,2072070
726,2316,1987400,6212,2072880
726,2316,1987400,6212,2073350
726,2316,1987870,6212,2073820
727,2324,1988870,6212,2074820
727,2324,1989870,6212,2075820
728,2332,1990870,6212,2076820
728,2332,1991340,6212,2077290
728,2332,1991340,6212,2077290
728,2332,1991340,6212,2077610
728,2332,1991810,6212,2078080
728,2332,1992280,6212,2078550
728,2332,1993090,6212,2079360
728,2332,1993550,6212,2079820
728,2332,1994360,6212,2080630
728,2332,1994910,6212,2081180
728,2332,1995910,6212,2082180
728,2332,1996910,6212,2083180
728,2332,1997910,6212,2084180
728,2332,1998910,6212,2085180
728,2332,1999720,6212,2085990
728,2332,1999720,6212,2085990
728,2332,1999830,6212,2086100
729,2340,2000300,6212,2086570
729,2340,2001300,6212,2087570
729,2340,2001300,6212,2088570
729,2340,2001950,6212,2089220
729,2340,2002950,6212,2090220
729,2340,2002950,6212,2090220
729,2340,2002950,6212,2090220
729,2340,2003060,6212,2090330
729,2340,2003870,6212,2091140
729,2340,2004090,6212,2091360
729,2340,2005090,6212,2092360
729,2340,2005090,6212,2092360
729,2340,2005560,6212,2092830
729,2340,2006030,6212,2093300
729,2340,2007030,6212,2094300
729,2340,2008030,6212,2095300
729,2340,2009030,6212,2096300
729,2340,2010030,6212,2097300
729,2340,2011030,6212,2098300
729,2340,2011840,6212,2099110
729,2340,2012840,6212,2100110
730,2348,2013840,6212,2101110
730,2348,2014000,6212,2101270
730,2348,2014000,6212,2101740
730,2348,2015000,6212,2102740
730,2348,2015000,6212,2102740
730,2348,2016000,6212,2103740
730,2348,2016650,6212,2104390
730,2348,2016650,6212,2105200
730,2348,2017650,6212,2106200
730,2348,2018650,6212,2107200
730,2348,2019650,6212,2108200
731,2356,2020650,6212,2109200
731,2356,2021650,6212,2110200
731,2356,2022460,6212,2111010
731,2356,2022930,6212,2111480
731,2356,2022930,6212,2112130
731,2356,2023480,6212,2112680
731,2356,2023710,6212,2112910
731,2356,2024710,6212,2113910
731,2356,2025710,6212,2114910
732,2364,2033710,6212,2122910
733,2372,2034520,6212,2123720
733,2372,2035520,6212,2124720
733,2372,2036520,6212,2125720
733,2372,2036520,6212,2125720
733,2372,2036520,6212,2126720
733,2372,2037520,6212,2127720
733,2372,2038520,6212,2128720
733,2372,2038990,6212,2129190
733,2372,2038990,6212,2130190
733,2372,2039310,6212,2130510
733,2372,2040310,6212,2131510
733,2372,2041310,6212,2132510
733,2372,2041310,6212,2132980
733,2372,2041310,6212,2133980
733,2372,2042310,6212,2134980
733,2372,2043120,6212,2135790
733,2372,2044120,6212,2136790
734,2380,2045120,6212,2137790
734,2380,2045590,6212,2138260
734,2380,2045590,6212,2138260
734,2380,2046180,6212,2138850
734,2380,2047180,6212,2139850
734,2380,2047180,6212,2140320
734,2380,2047180,6212,2140320
734,2380,2048180,6212,2141320
734,2380,2048770,6212,2141910
734,2380,2049420,6212,2142560
734,2380,2050230,6212,2143370
734,2380,2050390,6212,2143530
734,2380,2051040,6212,2144180
734,2380,2051040,6212,2144180
734,2380,2051040,6212,2144410
734,2380,2052040,6212,2145410
734,2380,2052040,6212,2145410
734,2380,2053040,6212,2146410
735,2388,2053510,6212,2146880
735,2388,2054510,6212,2147880
735,2388,2055510,6212,2148880
735,2388,2055980,6212,2149350
735,2388,2056300,6212,2149670
735,2388,2056530,6212,2149900
735,2388,2056530,6212,2149900
735,2388,2057000,6212,2150370
735,2388,2057000,6212,2150370
735,2388,2058000,6212,2151370
735,2388,2058160,6212,2151530
735,2388,2058160,6212,2152530
735,2388,2058320,6212,2152690
735,2388,2058970,6212,2153340
736,2396,2059970,6212,2154340
736,2396,2059970,6212,2154340
736,2396,2059970,6212,2155150
736,2396,2060970,6212,2156150
736,2396,2061970,6212,2157150
736,2396,2062440,6212,2157620
736,2396,2062440,6212,2158430
736,2396,2062440,6212,2159430
736,2396,2062440,6212,2160240
736,2396,2062440,6212,2161240
736,2396,2063440,6212,2162240
736,2396,2064440,6212,2163240
736,2396,2065440,6212,2164240
736,2396,2065760,6212,2164560
736,2396,2066760,6212,2165560
736,2396,2066760,6212,2166030
736,2396,2067570,6212,2166840
736,2396,2067790,6212,2167060
736,2396,2068790,6212,2168060
736,2396,2068790,6212,2168060
737,2404,2069790,6212,2169060
737,2404,2069790,6212,2169290
737,2404,2069790,6212,2169290
737,2404,2070790,6212,2170290
737,2404,2071260,6212,2170760
737,2404,2071260,6212,2170760
737,2404,2071260,6212,2171570
737,2404,2072260,6212,2172570
737,2404,2072910,6212,2173220
737,2404,2072960,6212,2173270
737,2404,2073960,6212,2174270
737,2404,2074770,6212,2175080
737,2404,2075240,6212,2175550
738,2412,2075890,6212,2176200
738,2412,2075890,6212,2176200
738,2412,2075890,6212,2177200
738,2412,2075890,6212,2177200
738,2412,2076890,6212,2178200
739,2420,2077890,6212,2179200
739,2420,2078360,6212,2179670
739,2420,2079360,6212,2180670
739,2420,2079360,6212,2181480
739,2420,2080360,6212,2182480
739,2420,2080360,6212,2183290
739,2420,2081360,6212,2184290
739,2420,2082360,6212,2185290
739,2420,2082830,6212,2185760
739,2420,2082830,6212,2186080
740,2428,2083830,6212,2187080
740,2428,2084640,6212,2187890
740,2428,2085640,6212,2188890
740,2428,2086640,6212,2189890
740,2428,2087640,6212,2190890
740,2428,2087640,6212,2190890
740,2428,2088110,6212,2191360
740,2428,2088110,6212,2192360
740,2428,2088110,6212,2193360
740,2428,2088580,6212,2193830
740,2428,2088800,6212,2194050
740,2428,2089030,6212,2194280
740,2428,2089030,6212,2195280
740,2428,2089620,6212,2195870
740,2428,2090430,6212,2196680
740,2428,2091430,6212,2197680
740,2428,2091660,6212,2197910
741,2436,2092660,6212,2198910
741,2436,2093660,6212,2199910
741,2436,2094660,6212,2200910
741,2436,2095660,6212,2201910
741,2436,2095660,6212,2202910
741,2436,2095660,6212,2202910
741,2436,2096470,6212,2203720
741,2436,2097280,6212,2204530
741,2436,2097280,6212,2205530
741,2436,2097280,6212,2205530
742,2444,2098280,6212,2206530
742,2444,2098280,6212,2206530
742,2444,2099280,6212,2207530
742,2444,2099280,6212,2207530
743,2452,2099930,6212,2208180
743,2452,2099930,6212,2208180
744,2460,2100930,6212,2209180
744,2460,2101740,6212,2209990
744,2460,2102740,6212,2210990
744,2460,2103740,6212,2211990
744,2460,2103960,6212,2212210
744,2460,2104960,6212,2213210
744,2460,2105960,6212,2214210
744,2460,2106960,6212,2215210
744,2460,2107960,6212,2216210
744,2460,2107960,6212,2216210
744,2460,2108430,6212,2216680
744,2460,2109430,6212,2217680
744,2460,2109900,6212,2218150
744,2460,2110710,6212,2218960
744,2460,2110710,6212,2219960
744,2460,2111710,6212,2220960
744,2460,2111710,6212,2221550
744,2460,2112710,6212,2222550
744,2460,2112710,6212,2223550
744,2460,2113710,6212,2224550
744,2460,2114710,6212,2225550
744,2460,2114710,6212,2226550
744,2460,2114710,6212,2226550
744,2460,2115520,6212,2227360
744,2460,2116520,6212,2228360
744,2460,2116520,6212,2228360
744,2460,2117520,6212,2229360
744,2460,2118520,6212,2230360
744,2460,2118520,6212,2230830
744,2460,2119070,6212,2231380
744,2460,2120070,6212,2232380
744,2460,2121070,6212,2233380
744,2460,2122070,6212,2234380
744,2460,2122540,6212,2234850
744,2460,2122540,6212,2235850
744,2460,2123540,6212,2236850
744,2460,2123540,6212,2237500
744,2460,2124010,6212,2237970
744,2460,2124010,6212,2237970
745,2468,2125010,6212,2238970
745,2468,2126010,6212,2239970
745,2468,2127010,6212,2240970
745,2468,2127820,6212,2241780
745,2468,2127820,6212,2242100
746,2476,2128630,6212,2242910
746,2476,2128630,6212,2242910
746,2476,2128950,6212,2243230
746,2476,2129950,6212,2244230
746,2476,2130950,6212,2245230
746,2476,2131270,6212,2245550
746,2476,2131500,6212,2245780
746,2476,2131730,6212,2246010
746,2476,2131730,6212,2246820
746,2476,2132540,6212,2247630
746,2476,2132540,6212,2248630
746,2476,2132860,6212,2248950
746,2476,2133670,6212,2249760
746,2476,2134670,6212,2250760
746,2476,2135130,6212,2251220
746,2476,2136130,6212,2252220
746,2476,2136130,6212,2252220
747,2484,2137130,6212,2253220
747,2484,2137940,6212,2254030
747,2484,2138100,6212,2254190
747,2484,2139100,6212,2255190
747,2484,2139320,6212,2255410
747,2484,2140320,6212,2256410
747,2484,2140320,6212,2256410
747,2484,2140320,6212,2257410
747,2484,2140320,6212,2258060
747,2484,2141320,6212,2259060
747,2484,2141320,6212,2259060
747,2484,2142320,6212,2260060
747,2484,2143320,6212,2261060
747,2484,2144320,6212,2262060
747,2484,2144320,6212,2262060
747,2484,2144320,6212,2262710
747,2484,2144790,6212,2263180
747,2484,2145790,6212,2264180
747,2484,2146790,6212,2265180
747,2484,2146790,6212,2265650
747,2484,2147250,6212,2266110
747,2484,2147720,6212,2266580
748,2492,2148720,6212,2267580
749,2500,2149720,6212,2268580
749,2500,2150720,6212,2269580
749,2500,2150720,6212,2270580
749,2500,2150720,6212,2270580
749,2500,2151720,6212,2271580
749,2500,2151940,6212,2271800
749,2500,2151940,6212,2271800
749,2500,2152260,6212,2272120
749,2500,2152260,6212,2273120
749,2500,2152260,6212,2273120
749,2500,2152260,6212,2273670
749,2500,2153260,6212,2274670
749,2500,2153730,6212,2275140
749,2500,2154730,6212,2276140
749,2500,2155730,6212,2277140
749,2500,2156730,6212,2278140
749,2500,2157200,6212,2278610
749,2500,2158200,6212,2279610
749,2500,2158520,6212,2279930
749,2500,2159520,6212,2280930
749,2500,2159520,6212,2280930
749,2500,2160520,6212,2281930
749,2500,2160680,6212,2282090
749,2500,2161150,6212,2282560
749,2500,2162150,6212,2283560
749,2500,2162150,6212,2283560
749,2500,2162150,6212,2283560
750,2508,2162620,6212,2284030
750,2508,2163620,6212,2285030
750,2508,2163620,6212,2285680
751,2516,2164620,6212,2286680
751,2516,2164620,6212,2287150
751,2516,2165430,6212,2287960
751,2516,2166430,6212,2288960
751,2516,2167240,6212,2289770
751,2516,2168050,6212,2290580
751,2516,2169050,6212,2291580
751,2516,2169050,6212,2292580
751,2516,2169520,6212,2293050
751,2516,2170520,6212,2294050
752,2524,2171520,6212,2295050
752,2524,2171840,6212,2295370
752,2524,2171840,6212,2295370
752,2524,2172490,6212,2296020
752,2524,2173300,6212,2296830
752,2524,2173620,6212,2297150
752,2524,2174620,6212,2298150
752,2524,2175620,6212,2299150
752,2524,2175620,6212,2300150
752,2524,2175620,6212,2301150
752,2524,2175940,6212,2301470
752,2524,2176940,6212,2302470
752,2524,2176940,6212,2302470
752,2524,2177940,6212,2303470
752,2524,2177940,6212,2303470
752,2524,2177940,6212,2304470
752,2524,2178940,6212,2305470
752,2524,2179750,6212,2306280
752,2524,2179750,6212,2307280
752,2524,2179750,6212,2308280
752,2524,2179750,6212,2308280
752,2524,2180070,6212,2308600
753,2532,2180880,6212,2309410
754,2540,2181880,6212,2310410
754,2540,2182880,6212,2311410
754,2540,2183880,6212,2312410
754,2540,2183880,6212,2313220
754,2540,2183880,6212,2313220
754,2540,2184880,6212,2314220
754,2540,2184880,6212,2314700
754,2540,2185880,6212,2315700
754,2540,2186880,6212,2316700
754,2540,2186880,6212,2317510
754,2540,2187690,6212,2318320
754,2540,2188690,6212,2319320
754,2540,2189690,6212,2320320
754,2540,2190690,6212,2321320
754,2540,2191690,6212,2322320
754,2540,2192690,6212,2323320
754,2540,2193500,6212,2324130
754,2540,2193500,6212,2324130
754,2540,2193500,6212,2325130
754,2540,2194500,6212,2326130
754,2540,2195310,6212,2326940
754,2540,2196310,6212,2327940
754,2540,2196310,6212,2328410
754,2540,2196310,6212,2328410
754,2540,2197310,6212,2329410
754,2540,2197780,6212,2329880
754,2540,2197780,6212,2330880
754,2540,2197780,6212,2331470
754,2540,2197780,6212,2331470
754,2540,2198590,6212,2332280
754,2540,2198590,6212,2333090
754,2540,2198590,6212,2333090
754,2540,2199590,6212,2334090
