ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1596868.17,25.84,0.26,208354.27,3.37
1596395.23,25.83,0.26,207781.26,3.36
1596020.04,25.83,0.25,207946.61,3.37
1595358.23,25.82,0.25,207184.74,3.35
1594696.43,25.81,0.24,206422.87,3.34
1594034.63,25.81,0.23,205661.0,3.33
1593372.83,25.8,0.23,205044.33,3.32
1593117.09,25.8,0.23,204905.91,3.32
1592861.36,25.8,0.23,204878.98,3.32
1592605.62,25.8,0.23,205991.95,3.34
1592583.96,25.8,0.23,205870.22,3.34
1592328.22,25.8,0.23,205862.82,3.34
1592072.48,25.8,0.23,205862.82,3.34
1592072.48,25.8,0.23,205862.82,3.34
1592041.41,25.8,0.23,205751.94,3.33
1591379.61,25.8,0.22,204990.07,3.32
1591379.61,25.8,0.22,204990.07,3.32
1591453.47,25.8,0.23,205487.39,3.33
1591453.47,25.8,0.23,205325.53,3.33
1591197.73,25.8,0.23,205053.45,3.32
1591197.73,25.8,0.23,205351.02,3.33
1590941.99,25.8,0.23,205351.02,3.33
1590941.99,25.8,0.23,205351.02,3.33
1590686.25,25.8,0.23,205351.02,3.33
1590213.31,25.8,0.22,204778.01,3.32
1590213.31,25.8,0.22,204842.84,3.32
1589551.51,25.79,0.22,204080.97,3.31
1589295.77,25.79,0.22,204039.39,3.31
1588633.97,25.78,0.21,203422.72,3.3
1588378.23,25.78,0.21,203399.47,3.3
1588567.68,25.79,0.21,204132.46,3.31
1588311.94,25.79,0.21,204088.69,3.31
1588311.94,25.79,0.21,203937.39,3.31
1588103.57,25.79,0.21,203604.66,3.31
1588177.43,25.79,0.22,203918.79,3.31
1587515.63,25.78,0.21,203156.92,3.3
1587515.63,25.78,0.21,203139.09,3.3
1587515.63,25.78,0.21,203106.75,3.3
1587515.63,25.78,0.21,203170.55,3.3
1587259.9,25.78,0.21,203163.15,3.3
1586677.88,25.78,0.2,202327.03,3.29
1586677.88,25.78,0.2,202313.07,3.29
1586422.14,25.78,0.2,202313.07,3.29
1586166.4,25.78,0.2,202916.45,3.3
1585866.8,25.77,0.2,202632.64,3.29
1585940.66,25.78,0.2,202406.72,3.29
1585684.93,25.78,0.2,202362.95,3.29
1585429.19,25.78,0.2,202225.68,3.29
1585137.6,25.78,0.2,201934.1,3.28
1585137.6,25.78,0.2,201934.1,3.28
1584978.86,25.77,0.2,203604.64,3.31
1584928.86,25.77,0.2,203895.26,3.32
1585118.32,25.78,0.2,204325.55,3.32
1584862.58,25.78,0.21,204320.68,3.32
1584606.84,25.78,0.21,204318.15,3.32
1584351.1,25.78,0.21,204694.12,3.33
1584188.94,25.78,0.2,206921.2,3.37
1584262.8,25.78,0.21,206650.11,3.36
1583877.61,25.78,0.2,206279.81,3.36
1583951.47,25.78,0.21,206174.94,3.36
1583695.74,25.78,0.21,206170.07,3.36
1583695.74,25.78,0.21,206170.07,3.36
1583695.74,25.78,0.21,206170.07,3.36
1583885.19,25.79,0.21,207792.48,3.38
1583885.19,25.79,0.21,207789.96,3.38
1583885.19,25.79,0.21,207789.96,3.38
1583629.45,25.79,0.21,208449.98,3.39
1583236.29,25.78,0.21,207754.76,3.38
1582685.85,25.78,0.2,207252.27,3.38
1582430.11,25.78,0.2,207081.47,3.37
1582503.97,25.78,0.21,206888.9,3.37
1582322.45,25.78,0.21,208335.65,3.39
1582322.45,25.78,0.21,208335.65,3.39
1582322.45,25.78,0.21,208291.88,3.39
1582322.45,25.78,0.21,208291.88,3.39
1582322.45,25.78,0.21,208453.1,3.4
1582066.71,25.78,0.21,208365.51,3.4
1581875.83,25.78,0.2,207547.36,3.38
1581620.09,25.78,0.2,207473.73,3.38
1581620.09,25.78,0.2,207473.73,3.38
1581364.35,25.78,0.2,207429.96,3.38
1581133.39,25.78,0.2,207147.54,3.38
1580877.65,25.78,0.2,207147.54,3.38
1580621.91,25.78,0.2,207142.72,3.38
1580811.36,25.78,0.21,207140.14,3.38
1580811.36,25.78,0.21,207140.14,3.38
1580555.62,25.78,0.21,207403.27,3.38
1580555.62,25.78,0.21,207403.27,3.38
1580293.46,25.78,0.2,209772.47,3.42
1580217.22,25.78,0.21,208954.42,3.41
1579961.48,25.78,0.21,208094.49,3.4
1579961.48,25.78,0.21,208094.49,3.4
1579705.74,25.78,0.21,207907.6,3.39
1579450.0,25.78,0.21,208917.44,3.41
1579194.26,25.78,0.21,208910.04,3.41
1579194.26,25.78,0.21,208910.04,3.41
1578938.52,25.78,0.21,208910.04,3.41
1578581.41,25.78,0.2,209023.21,3.41
1578581.41,25.78,0.2,210339.78,3.43
1578581.41,25.78,0.2,210339.78,3.43
1578325.68,25.78,0.2,210264.21,3.43
1578325.68,25.78,0.2,210264.21,3.43
1578069.94,25.78,0.2,210220.44,3.43
1577814.2,25.78,0.2,210220.44,3.43
1577558.46,25.78,0.2,210234.03,3.44
1577302.72,25.78,0.2,210176.67,3.43
1577046.98,25.78,0.2,210169.27,3.44
1576791.24,25.78,0.2,210169.27,3.44
1576791.24,25.78,0.2,210169.27,3.44
1576724.36,25.78,0.2,209817.16,3.43
1576468.62,25.78,0.2,210007.91,3.43
1576658.07,25.78,0.21,209924.0,3.43
1576600.55,25.79,0.21,210419.41,3.44
1576335.45,25.79,0.21,210124.74,3.44
1576335.45,25.79,0.21,210124.74,3.44
1576335.45,25.79,0.21,210124.74,3.44
1575950.26,25.78,0.21,210075.01,3.44
1575950.26,25.78,0.21,210075.01,3.44
1575705.44,25.78,0.21,209363.63,3.43
1575952.68,25.79,0.21,209594.98,3.43
1575952.68,25.79,0.21,209594.98,3.43
1575696.94,25.79,0.21,210369.21,3.44
1575452.13,25.79,0.21,209594.37,3.43
1575294.41,25.79,0.21,209453.81,3.43
1575135.55,25.78,0.21,209294.95,3.43
1574793.34,25.78,0.21,208963.82,3.42
1574793.34,25.78,0.21,208963.82,3.42
1574537.61,25.78,0.21,208920.05,3.42
1574537.61,25.78,0.21,208920.05,3.42
1574537.61,25.78,0.21,208920.05,3.42
1574727.06,25.79,0.21,209340.71,3.43
1574351.87,25.78,0.21,208990.05,3.42
1574096.13,25.78,0.21,208946.28,3.42
1574096.13,25.78,0.21,208946.28,3.42
1574096.13,25.78,0.21,208946.28,3.42
1574096.13,25.78,0.21,208946.28,3.42
1573840.39,25.78,0.21,208455.31,3.42
1573584.65,25.78,0.21,208455.31,3.42
1573319.55,25.78,0.21,207318.32,3.4
1573063.81,25.78,0.21,207310.92,3.4
1572808.07,25.78,0.21,207310.92,3.4
1572552.33,25.78,0.21,207893.56,3.41
1572296.6,25.78,0.21,207753.49,3.41
1572296.6,25.78,0.21,207753.49,3.41
1572040.86,25.78,0.21,207515.51,3.4
1571661.41,25.78,0.21,207099.58,3.4
1571405.67,25.78,0.21,207087.89,3.4
1571479.53,25.78,0.21,207085.5,3.4
1571431.37,25.79,0.21,206492.75,3.39
1571383.54,25.79,0.21,205922.87,3.38
1571383.54,25.79,0.21,205922.87,3.38
1571383.54,25.79,0.21,205922.87,3.38
1571278.89,25.79,0.22,206270.66,3.39
1571352.75,25.79,0.22,206676.05,3.39
1571087.65,25.79,0.22,205795.3,3.38
1571277.1,25.8,0.23,205699.37,3.38
1571021.36,25.8,0.23,205446.92,3.37
1570765.62,25.8,0.23,205403.15,3.37
1570765.62,25.8,0.23,205403.15,3.37
1570765.62,25.8,0.23,205403.15,3.37
1570717.8,25.8,0.23,204735.79,3.36
1570613.14,25.8,0.23,205095.76,3.37
1570357.4,25.8,0.23,205095.76,3.37
1570357.4,25.8,0.23,205095.76,3.37
1570101.66,25.8,0.23,206653.97,3.4
1569845.92,25.8,0.23,206653.97,3.4
1569633.68,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206890.71,3.4
1569377.94,25.8,0.23,206930.67,3.4
1569122.2,25.8,0.23,206925.34,3.4
1569066.24,25.8,0.23,206406.39,3.39
1569226.96,25.81,0.24,206499.26,3.4
1568971.22,25.81,0.24,206464.63,3.4
1568904.34,25.81,0.24,205863.01,3.39
1568648.6,25.81,0.24,205441.17,3.38
1568600.44,25.81,0.24,206426.1,3.4
1568600.44,25.81,0.24,207196.55,3.41
1568789.89,25.82,0.25,206905.71,3.41
1568508.1,25.82,0.24,206635.82,3.4
1568132.91,25.81,0.24,206365.57,3.4
1567877.17,25.81,0.24,206360.7,3.4
1567621.43,25.81,0.24,206358.17,3.4
1567621.43,25.81,0.24,206724.49,3.4
1567621.43,25.81,0.24,206798.77,3.41
1567621.43,25.81,0.24,206794.25,3.41
1567621.43,25.81,0.24,206791.37,3.41
1567545.19,25.81,0.24,206374.44,3.4
1567893.93,25.82,0.25,206474.96,3.4
1567647.55,25.82,0.25,206494.11,3.4
1567382.45,25.82,0.25,206194.58,3.4
1567382.45,25.82,0.25,206194.58,3.4
1567315.57,25.82,0.25,206681.01,3.41
1567178.67,25.82,0.25,206861.05,3.41
1567178.67,25.82,0.25,212111.71,3.49
1566627.94,25.82,0.24,211540.73,3.49
1566372.2,25.82,0.24,211535.86,3.49
1566116.46,25.82,0.24,211533.33,3.49
1566116.46,25.82,0.24,211533.33,3.49
1565860.72,25.82,0.24,211846.78,3.49
1565457.22,25.81,0.24,211420.68,3.49
1565752.93,25.82,0.24,211248.45,3.48
1565752.93,25.82,0.24,211160.66,3.48
1565496.68,25.82,0.24,211057.78,3.48
1565154.47,25.81,0.24,211040.9,3.48
1565098.51,25.82,0.24,210521.95,3.47
1565098.51,25.82,0.24,210478.18,3.47
1565345.75,25.82,0.25,210606.04,3.47
1565345.75,25.82,0.25,210603.75,3.47
1564967.44,25.82,0.24,210288.86,3.47
1565151.94,25.82,0.25,211391.18,3.49
1565341.4,25.83,0.25,211391.18,3.49
1565265.15,25.83,0.26,210970.11,3.48
1565028.7,25.83,0.25,211237.11,3.49
1564772.96,25.83,0.25,211125.14,3.48
1564511.47,25.83,0.25,210905.29,3.48
1564255.73,25.83,0.25,210952.41,3.48
1564255.73,25.83,0.25,211029.59,3.48
1564329.6,25.83,0.26,211615.68,3.49
1564329.6,25.83,0.26,211667.0,3.5
1564073.86,25.83,0.26,211698.82,3.5
1563818.12,25.83,0.26,211647.59,3.5
1563573.3,25.83,0.26,210872.75,3.48
1563419.95,25.83,0.26,210730.47,3.48
1563419.95,25.83,0.26,210732.86,3.48
1563609.4,25.84,0.26,210414.41,3.48
1563609.4,25.84,0.26,210409.89,3.48
1563353.66,25.84,0.26,210407.01,3.48
1563097.92,25.84,0.26,210587.04,3.48
1563097.92,25.84,0.26,210523.03,3.48
1562842.18,25.84,0.26,210482.88,3.48
1562586.44,25.84,0.26,211487.37,3.5
1562330.7,25.84,0.26,210836.62,3.49
1562074.97,25.84,0.26,210831.79,3.49
1562074.97,25.84,0.26,210829.22,3.49
1562074.97,25.84,0.26,210827.41,3.49
1561819.23,25.84,0.26,210827.41,3.49
1561563.49,25.84,0.26,211008.93,3.49
1561307.75,25.84,0.26,210903.01,3.49
1561052.01,25.84,0.26,210895.61,3.49
1560796.27,25.84,0.26,210602.39,3.49
1560688.56,25.84,0.26,210495.4,3.48
1560762.42,25.84,0.27,212060.63,3.51
1560468.44,25.84,0.26,211779.87,3.51
1560212.7,25.84,0.26,211779.87,3.51
1560212.7,25.84,0.26,212700.95,3.52
1559966.32,25.84,0.26,212876.25,3.53
1559966.32,25.84,0.26,213273.0,3.53
1559794.16,25.84,0.26,216103.82,3.58
1559717.92,25.84,0.26,215970.63,3.58
1559907.37,25.84,0.27,216036.8,3.58
1559662.55,25.84,0.27,215325.41,3.57
1559320.34,25.84,0.27,214930.83,3.56
1559394.2,25.85,0.27,215307.17,3.57
1559394.2,25.85,0.27,215384.36,3.57
1559009.01,25.84,0.27,215251.81,3.57
1558753.27,25.84,0.27,214315.31,3.55
1558827.14,25.85,0.27,214230.73,3.55
1559016.59,25.85,0.28,215946.99,3.58
1558631.4,25.85,0.27,214320.44,3.55
1558631.4,25.85,0.27,214283.43,3.55
1558820.85,25.85,0.28,214278.75,3.55
1558435.66,25.85,0.27,214276.03,3.55
1558179.92,25.85,0.27,214733.79,3.56
1557924.18,25.85,0.27,214782.23,3.56
1557668.44,25.85,0.27,214552.91,3.56
1557412.7,25.85,0.27,215894.32,3.58
1557412.7,25.85,0.27,215887.06,3.58
1557412.7,25.85,0.27,215889.39,3.58
1557156.96,25.85,0.27,216869.34,3.6
1557156.96,25.85,0.27,217358.11,3.61
1557156.96,25.85,0.27,217368.46,3.61
1557108.8,25.85,0.28,216704.28,3.6
1556853.06,25.85,0.28,216699.46,3.6
1556597.33,25.85,0.28,216696.89,3.6
1556341.59,25.85,0.28,216819.44,3.6
1556085.85,25.85,0.28,216697.01,3.6
1556009.61,25.85,0.28,216101.93,3.59
1555747.31,25.85,0.28,216436.95,3.6
1555491.58,25.85,0.28,217185.86,3.61
1555235.84,25.85,0.28,216178.13,3.59
1554980.1,25.85,0.28,216170.74,3.59
1554980.1,25.85,0.28,216398.11,3.6
1554679.97,25.85,0.28,216091.52,3.59
1554679.97,25.85,0.28,217324.37,3.61
1554424.24,25.85,0.28,217377.5,3.61
1554168.5,25.85,0.28,217372.67,3.62
1553912.76,25.85,0.28,217370.1,3.62
1553657.02,25.85,0.28,217611.28,3.62
1553730.88,25.85,0.28,217483.02,3.62
1553730.88,25.85,0.28,217427.2,3.62
1553730.88,25.85,0.28,217383.43,3.62
1553682.72,25.86,0.28,216960.01,3.61
1553682.72,25.86,0.28,216960.01,3.61
1553426.98,25.86,0.28,217067.13,3.61
1553350.74,25.86,0.28,217475.22,3.62
1553274.5,25.86,0.29,217341.95,3.62
1553018.76,25.86,0.29,216924.83,3.61
1552942.01,25.86,0.29,216880.08,3.61
1552697.2,25.86,0.29,216168.69,3.6
1552543.84,25.86,0.29,215954.39,3.6
1552288.1,25.86,0.29,214984.61,3.58
1552032.36,25.86,0.29,214877.5,3.58
1551965.48,25.87,0.29,215169.7,3.59
1551709.74,25.87,0.29,215183.29,3.59
1551709.74,25.87,0.29,215183.29,3.59
1551642.86,25.87,0.29,215128.05,3.59
1551398.04,25.87,0.29,214416.66,3.58
1551098.44,25.86,0.29,214162.09,3.57
1550756.23,25.86,0.29,213767.5,3.57
1550500.49,25.86,0.29,213710.14,3.56
1550763.62,25.87,0.3,215287.34,3.59
1550507.88,25.87,0.3,215300.93,3.59
1550252.14,25.87,0.3,215243.57,3.59
1549996.41,25.87,0.3,215238.69,3.59
1549740.67,25.87,0.3,215236.17,3.59
1549484.93,25.87,0.3,215458.57,3.6
1547439.02,25.87,0.3,215451.17,3.6
1547439.02,25.87,0.3,215451.17,3.6
1547192.64,25.87,0.3,215196.81,3.6
1547192.64,25.87,0.3,215196.81,3.6
1546927.54,25.87,0.3,215119.26,3.6
1546671.8,25.87,0.3,215231.82,3.6
1546671.8,25.87,0.3,215231.82,3.6
1546671.8,25.87,0.3,215234.44,3.6
1546623.64,25.87,0.3,214495.66,3.59
1546623.64,25.87,0.3,214495.66,3.59
1546623.64,25.87,0.3,214495.66,3.59
1546367.9,25.87,0.3,214401.81,3.59
1546291.66,25.87,0.3,213794.24,3.58
1546291.66,25.87,0.3,213794.24,3.58
1546035.92,25.87,0.3,213786.84,3.58
1545959.68,25.88,0.3,214455.76,3.59
1545703.94,25.88,0.3,215629.72,3.61
1545637.06,25.88,0.31,215076.91,3.6
1545381.32,25.88,0.31,215076.91,3.6
1545021.49,25.88,0.3,214685.51,3.6
1544510.01,25.88,0.3,214531.1,3.59
1544510.01,25.88,0.3,214531.1,3.59
1544510.01,25.88,0.3,214531.1,3.59
1544443.13,25.88,0.3,214973.8,3.6
1544641.94,25.88,0.31,214920.63,3.6
1544534.34,25.88,0.31,214811.6,3.6
1544292.16,25.88,0.31,214784.38,3.6
1544225.28,25.88,0.31,214971.22,3.6
1543969.54,25.88,0.31,214806.54,3.6
1543969.54,25.88,0.31,214806.54,3.6
1543969.54,25.88,0.31,214806.54,3.6
1543807.38,25.88,0.31,217530.72,3.65
1543881.24,25.89,0.31,217508.56,3.65
1543625.5,25.89,0.31,218341.66,3.66
1543549.26,25.89,0.32,217491.59,3.65
1543142.3,25.88,0.31,217138.17,3.64
1543142.3,25.88,0.31,217138.17,3.64
1542886.56,25.88,0.31,217094.4,3.64
1542886.56,25.88,0.31,217094.4,3.64
1542886.56,25.88,0.31,217094.4,3.64
1542640.18,25.88,0.31,216630.84,3.63
1542640.18,25.88,0.31,216630.84,3.63
1542640.18,25.88,0.31,216740.15,3.64
1542375.08,25.88,0.31,216854.77,3.64
1542119.34,25.88,0.31,216745.46,3.64
1541820.88,25.88,0.31,216441.62,3.63
1541754.0,25.88,0.31,216436.5,3.63
1541498.26,25.88,0.31,216434.22,3.63
1541242.53,25.88,0.31,216434.22,3.63
1540986.79,25.88,0.31,216581.0,3.64
1540731.05,25.88,0.31,216533.44,3.64
1540475.31,25.88,0.31,216450.08,3.64
1540475.31,25.88,0.31,216450.08,3.64
1540475.31,25.88,0.31,216450.08,3.64
1540664.76,25.89,0.32,217123.57,3.65
1540597.88,25.89,0.32,217202.41,3.65
1540342.14,25.89,0.32,217197.54,3.65
1540086.4,25.89,0.32,217195.01,3.65
1540160.26,25.9,0.32,217279.28,3.65
1539904.53,25.9,0.32,217691.57,3.66
1539904.53,25.9,0.32,217691.57,3.66
1539606.07,25.89,0.32,217427.41,3.66
1539350.33,25.89,0.32,217470.52,3.66
1539350.33,25.89,0.32,217426.75,3.66
1539506.72,25.9,0.32,219220.54,3.69
1539250.98,25.9,0.32,219220.54,3.69
1538995.24,25.9,0.32,218855.39,3.68
1538995.24,25.9,0.32,218929.07,3.68
1538995.24,25.9,0.32,219153.39,3.69
1538995.24,25.9,0.32,219230.58,3.69
1538748.86,25.9,0.32,219643.6,3.7
1538748.86,25.9,0.32,219790.24,3.7
1538483.76,25.9,0.32,219490.34,3.69
1536437.85,25.9,0.32,219490.34,3.7
1536052.66,25.89,0.32,219085.82,3.69
1535796.92,25.89,0.32,218861.49,3.69
1535541.19,25.89,0.32,218687.46,3.69
1535730.64,25.9,0.32,218642.71,3.69
1535730.64,25.9,0.32,218833.01,3.69
1535474.9,25.9,0.33,218793.19,3.69
1535219.16,25.9,0.33,220626.25,3.72
1534972.78,25.9,0.33,220441.89,3.72
1534288.36,25.9,0.32,219332.71,3.7
1534240.2,25.9,0.33,219076.67,3.7
1533975.1,25.9,0.33,218999.11,3.7
1533719.36,25.9,0.33,219012.7,3.7
1533671.53,25.9,0.33,219578.27,3.71
1533671.53,25.9,0.33,219520.91,3.71
1533378.02,25.9,0.33,219146.05,3.7
1533122.28,25.9,0.33,217926.82,3.68
1533122.28,25.9,0.33,218151.21,3.69
1532866.54,25.9,0.33,217926.82,3.68
1532810.58,25.9,0.33,217407.87,3.67
1532810.58,25.9,0.33,217407.87,3.67
1532810.58,25.9,0.33,217407.87,3.67
1532819.51,25.91,0.33,217360.85,3.67
1532752.63,25.91,0.34,217449.97,3.68
1532685.75,25.91,0.34,217681.45,3.68
1532451.66,25.91,0.34,219993.12,3.72
1532195.92,25.91,0.34,219949.35,3.72
1532195.92,25.91,0.34,219922.78,3.72
1531940.18,25.91,0.34,219922.78,3.72
1531684.44,25.91,0.34,219915.38,3.72
1531684.44,25.91,0.34,219941.54,3.72
1531428.71,25.91,0.34,219941.54,3.72
1531428.71,25.91,0.34,219941.54,3.72
1531172.97,25.91,0.34,220018.79,3.72
1531246.83,25.91,0.34,219964.73,3.72
1530991.09,25.91,0.34,219941.54,3.72
1530691.49,25.91,0.34,220971.24,3.74
1530691.49,25.91,0.34,220913.97,3.74
1530880.94,25.92,0.34,221816.61,3.76
1530880.94,25.92,0.34,221816.61,3.76
1530625.2,25.92,0.34,221809.21,3.76
1530418.41,25.91,0.34,221569.79,3.75
1530172.03,25.91,0.34,221496.17,3.75
1529863.95,25.91,0.34,220957.98,3.74
1529710.6,25.91,0.34,221250.96,3.75
1529900.05,25.92,0.34,221250.96,3.75
1529644.31,25.92,0.34,221476.21,3.75
1529269.12,25.91,0.34,221286.03,3.75
1529202.24,25.91,0.34,221250.96,3.75
1528946.5,25.91,0.34,221814.17,3.76
1529135.95,25.92,0.35,221691.01,3.76
1528880.21,25.92,0.35,221704.6,3.76
1528538.0,25.92,0.35,221076.19,3.75
1528282.26,25.92,0.35,221018.83,3.75
1528026.52,25.92,0.35,220975.06,3.75
1528026.52,25.92,0.35,221064.83,3.75
1527660.05,25.91,0.34,220804.71,3.75
1527404.31,25.91,0.34,220804.71,3.75
1527148.57,25.91,0.34,220797.31,3.75
1527338.03,25.92,0.35,220797.31,3.75
1527338.03,25.92,0.35,220780.45,3.75
1527290.2,25.92,0.35,221463.35,3.76
1527290.2,25.92,0.35,221470.48,3.76
1526905.01,25.92,0.34,221928.23,3.77
1526611.49,25.92,0.34,221572.18,3.76
1526355.76,25.92,0.34,221620.63,3.76
1526355.76,25.92,0.34,221620.63,3.76
1526545.21,25.92,0.35,221535.56,3.76
1526289.47,25.92,0.35,222400.42,3.78
1525942.36,25.92,0.35,222808.63,3.78
1525686.62,25.92,0.35,222764.86,3.78
1525876.07,25.92,0.35,223186.55,3.79
1525876.07,25.92,0.35,223186.55,3.79
1525799.83,25.93,0.35,222474.19,3.78
1525752.0,25.93,0.36,221824.14,3.77
1525449.59,25.93,0.35,221530.77,3.77
1525488.49,25.93,0.36,222045.57,3.77
1525488.49,25.93,0.36,222045.57,3.77
1525188.89,25.93,0.35,221761.76,3.77
1524933.15,25.93,0.35,221479.41,3.77
1524933.15,25.93,0.35,221479.41,3.77
1524677.41,25.93,0.35,221447.61,3.77
1524805.72,25.93,0.36,222316.79,3.78
1524506.12,25.93,0.35,222011.3,3.78
1524250.38,25.93,0.35,221901.02,3.77
1523994.64,25.93,0.35,221857.25,3.77
1523994.64,25.93,0.35,221857.25,3.77
1523838.07,25.93,0.35,221700.8,3.77
1523637.95,25.92,0.35,221494.22,3.77
1523637.95,25.92,0.35,221494.22,3.77
1523711.81,25.93,0.35,221808.35,3.77
1523711.81,25.93,0.35,221808.35,3.77
1523711.81,25.93,0.35,221808.35,3.77
1523456.07,25.93,0.35,221808.35,3.77
1523200.33,25.93,0.35,221808.35,3.78
1523133.45,25.93,0.36,221392.06,3.77
1522877.71,25.93,0.36,221428.02,3.77
1522502.52,25.93,0.35,221076.33,3.76
1522246.78,25.93,0.35,221128.67,3.77
1522246.78,25.93,0.35,221128.67,3.77
1522436.23,25.93,0.36,221061.03,3.77
1522436.23,25.93,0.36,221061.03,3.77
1521413.28,25.93,0.36,221104.7,3.77
1521413.28,25.93,0.36,221104.7,3.77
1521038.09,25.93,0.35,221084.05,3.77
1520782.35,25.93,0.35,221657.51,3.78
1520526.61,25.93,0.35,221607.28,3.78
1520270.87,25.93,0.35,222108.6,3.79
1520024.49,25.93,0.35,221877.79,3.78
1519759.39,25.93,0.35,221606.44,3.78
1519600.54,25.92,0.35,221447.58,3.78
1519600.54,25.92,0.35,221447.58,3.78
1519600.54,25.92,0.35,221447.58,3.78
1519344.8,25.92,0.35,221403.81,3.78
1519098.42,25.93,0.35,220992.18,3.77
1518893.29,25.92,0.35,221955.31,3.79
1518628.19,25.92,0.35,221863.47,3.79
1518372.45,25.92,0.35,221863.47,3.79
1517860.97,25.92,0.35,221819.7,3.79
1517860.97,25.92,0.35,221819.84,3.79
1518058.82,25.93,0.35,221819.84,3.79
1517803.08,25.93,0.35,221819.84,3.79
1517803.08,25.93,0.35,221819.84,3.79
1517547.34,25.93,0.35,221822.29,3.79
1517480.46,25.93,0.36,221158.54,3.78
1517224.72,25.93,0.36,221157.56,3.78
1516968.98,25.93,0.36,221156.1,3.78
