ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1062833.61,28.12,2.54,292624.58,7.74
1062999.39,28.13,2.55,292617.18,7.74
1062999.39,28.13,2.55,292595.75,7.74
1062614.2,28.12,2.54,292200.14,7.73
1062688.06,28.13,2.55,292205.66,7.73
1062761.93,28.13,2.56,292202.75,7.73
1062506.19,28.13,2.56,292200.14,7.74
1062506.19,28.13,2.56,292199.58,7.74
1062250.45,28.13,2.56,292685.44,7.75
1061994.71,28.13,2.56,292418.2,7.75
1061738.97,28.14,2.56,293455.78,7.78
1061483.23,28.14,2.56,293304.21,7.77
1061260.8,28.13,2.56,293160.35,7.77
1061005.06,28.13,2.56,293155.48,7.77
1060705.46,28.13,2.55,292873.07,7.77
1060449.72,28.13,2.55,292870.54,7.77
1060193.98,28.13,2.55,293097.44,7.78
1060193.98,28.13,2.55,293155.35,7.78
1059949.16,28.13,2.56,292380.52,7.76
1059949.16,28.13,2.56,292373.23,7.76
1059606.95,28.13,2.55,292042.09,7.75
1059680.81,28.13,2.56,291988.78,7.75
1059425.07,28.13,2.56,292227.31,7.76
1059614.53,28.14,2.57,292222.62,7.76
1059229.34,28.14,2.56,292219.91,7.76
1059229.34,28.14,2.56,292255.0,7.76
1058973.6,28.14,2.56,292890.19,7.78
1058906.71,28.14,2.57,292739.25,7.78
1058650.98,28.14,2.57,292143.32,7.77
1058404.6,28.14,2.57,292679.46,7.78
1058404.6,28.14,2.57,292679.65,7.78
1058404.6,28.14,2.57,292680.19,7.78
1058404.6,28.14,2.57,292682.2,7.78
1058200.7,28.14,2.57,292479.94,7.78
1058200.7,28.14,2.57,292479.94,7.78
1057935.6,28.14,2.57,292173.95,7.77
1057935.6,28.14,2.57,292173.95,7.77
1057638.81,28.13,2.56,291841.43,7.76
1057638.81,28.13,2.56,291841.43,7.76
1057638.81,28.13,2.56,291841.43,7.76
1057712.67,28.14,2.57,294222.3,7.83
1057456.93,28.14,2.57,294217.43,7.83
1057201.19,28.14,2.57,294214.9,7.83
1057399.05,28.15,2.58,294310.68,7.84
1057399.05,28.15,2.58,294310.68,7.84
1057143.31,28.15,2.58,294248.07,7.84
1057143.31,28.15,2.58,294248.07,7.84
1057143.31,28.15,2.58,294248.07,7.84
1056887.57,28.15,2.58,294214.9,7.84
1056587.54,28.15,2.57,293925.06,7.83
1056661.4,28.15,2.58,294326.53,7.84
1056376.79,28.15,2.58,293925.06,7.83
1056121.05,28.15,2.58,294514.07,7.85
1055865.31,28.15,2.58,294359.57,7.85
1055609.57,28.15,2.58,294352.17,7.85
1055542.69,28.16,2.58,293666.42,7.83
1055286.95,28.16,2.58,293807.93,7.84
1055220.07,28.16,2.59,293423.82,7.83
1054964.33,28.16,2.59,293382.29,7.83
1054964.33,28.16,2.59,293382.29,7.83
1054717.95,28.16,2.59,293730.93,7.84
1054452.85,28.16,2.59,293421.04,7.84
1054452.85,28.16,2.59,293421.04,7.84
1054197.11,28.16,2.59,293500.45,7.84
1053941.37,28.16,2.59,293621.39,7.85
1053685.63,28.16,2.59,293613.99,7.85
1053875.09,28.17,2.6,293613.99,7.85
1053808.2,28.18,2.6,293472.45,7.85
1053741.32,28.18,2.61,293886.2,7.86
1053356.13,28.18,2.6,294315.01,7.87
1053553.98,28.18,2.61,294420.54,7.88
1053298.24,28.18,2.61,293991.72,7.87
1053042.51,28.19,2.61,294291.48,7.88
1052975.62,28.19,2.62,295298.12,7.91
1052975.62,28.19,2.62,295298.12,7.91
1052908.74,28.19,2.62,294646.23,7.89
1052653.0,28.19,2.62,294641.35,7.89
1052595.48,28.2,2.63,294296.21,7.88
1052211.89,28.19,2.62,294067.18,7.88
1052211.89,28.19,2.62,294067.18,7.88
1051912.29,28.19,2.61,293794.47,7.87
1051753.43,28.18,2.61,293644.19,7.87
1051488.33,28.18,2.61,293963.85,7.88
1051421.45,28.19,2.61,294031.18,7.88
1051421.45,28.19,2.61,294031.18,7.88
1051165.71,28.19,2.62,294030.68,7.89
1050909.97,28.19,2.62,294146.34,7.89
1050654.23,28.19,2.62,294101.8,7.89
1050398.49,28.19,2.62,294259.73,7.9
1050661.62,28.2,2.63,294760.1,7.91
1050302.12,28.2,2.62,294580.97,7.91
1050037.02,28.2,2.62,294266.21,7.9
1050226.47,28.2,2.63,294338.56,7.9
1049970.73,28.21,2.63,294532.09,7.91
1049585.54,28.2,2.62,294282.44,7.91
1049329.8,28.2,2.63,294275.04,7.91
1049329.8,28.2,2.63,294272.64,7.91
1049262.92,28.2,2.63,293586.89,7.89
1049007.18,28.2,2.63,293675.03,7.9
1048751.44,28.2,2.63,293644.56,7.9
1048751.44,28.2,2.63,293828.92,7.9
1048684.56,28.21,2.64,293444.81,7.89
1048627.04,28.21,2.64,293264.57,7.89
1048361.94,28.21,2.64,293711.83,7.9
1048361.94,28.21,2.64,293709.52,7.9
1048106.2,28.22,2.64,293878.63,7.91
1047850.46,28.22,2.64,293657.75,7.91
1047550.86,28.21,2.64,293421.46,7.9
1047483.98,28.21,2.64,293829.83,7.91
1047228.24,28.22,2.64,293603.89,7.91
1047161.36,28.22,2.65,293722.01,7.92
1046905.62,28.22,2.65,293714.61,7.92
1046649.88,28.22,2.65,293714.61,7.92
1046394.14,28.22,2.65,293766.46,7.92
1046468.0,28.23,2.65,293717.63,7.92
1046468.0,28.23,2.65,293717.63,7.92
1046212.26,28.23,2.66,294093.79,7.94
1044166.35,28.24,2.66,294086.39,7.95
1044166.35,28.24,2.66,294086.39,7.95
1044099.47,28.24,2.67,293856.34,7.95
1043843.73,28.24,2.67,293812.24,7.95
1043843.73,28.24,2.67,293812.24,7.95
1043587.99,28.24,2.67,294229.18,7.96
1043587.99,28.24,2.67,294229.18,7.96
1043332.25,28.24,2.67,294242.77,7.96
1043076.52,28.24,2.67,294185.41,7.97
1042820.78,28.24,2.67,294180.54,7.97
1043014.64,28.25,2.68,292817.58,7.93
1042749.54,28.25,2.68,292072.63,7.91
1042749.54,28.25,2.68,292072.63,7.91
1042493.8,28.25,2.68,292070.11,7.92
1042493.8,28.25,2.68,292103.92,7.92
1042238.06,28.25,2.68,291222.75,7.89
1041707.86,28.26,2.68,291122.98,7.9
1041897.31,28.26,2.69,291122.98,7.9
1041512.12,28.26,2.68,291357.9,7.9
1041512.12,28.26,2.68,291333.63,7.9
1041256.38,28.26,2.68,291159.37,7.9
1041256.38,28.26,2.68,291159.37,7.9
1041189.5,28.26,2.69,290859.05,7.9
1040933.76,28.26,2.69,291662.81,7.92
1040678.02,28.26,2.69,291655.41,7.92
1040378.42,28.26,2.68,291342.19,7.91
1040122.68,28.26,2.69,291342.19,7.92
1040065.16,28.26,2.69,291802.45,7.93
1039800.06,28.26,2.69,291492.57,7.92
1039800.06,28.26,2.69,291528.2,7.92
1039544.32,28.26,2.69,291721.93,7.93
1039544.32,28.26,2.69,291721.93,7.93
1039733.78,28.27,2.7,291614.34,7.93
1039497.32,28.27,2.7,291528.2,7.93
1039431.22,28.27,2.7,293093.82,7.97
1039175.48,28.27,2.7,294250.22,8.0
1039441.27,28.28,2.71,293712.52,7.99
1039441.27,28.28,2.71,293712.52,7.99
1039441.27,28.28,2.71,293712.52,7.99
1039185.53,28.28,2.71,293707.69,7.99
1038929.79,28.28,2.71,293865.61,8.0
1038674.05,28.28,2.71,293836.08,8.0
1038418.31,28.28,2.71,293851.77,8.0
1038064.38,28.28,2.71,293773.39,8.0
1037808.64,28.28,2.71,293660.54,8.0
1037552.9,28.28,2.71,293668.46,8.0
1037552.9,28.28,2.71,293668.46,8.0
1037297.16,28.28,2.71,293616.77,8.01
1037297.16,28.28,2.71,293616.77,8.01
1036956.29,28.28,2.7,293176.91,7.99
1036956.29,28.28,2.7,293176.91,7.99
1036900.33,28.28,2.71,292657.97,7.98
1036900.33,28.28,2.71,292657.97,7.98
1036644.59,28.28,2.71,292614.2,7.98
1036653.52,28.29,2.71,292567.17,7.98
1036397.78,28.29,2.71,292567.17,7.99
1036684.13,28.3,2.73,292039.43,7.97
1036684.13,28.3,2.73,292039.43,7.97
1036684.13,28.3,2.73,292039.43,7.97
1036684.13,28.3,2.73,292039.43,7.97
1036684.13,28.3,2.73,292039.43,7.97
1036684.13,28.3,2.73,292037.87,7.97
1036428.39,28.3,2.73,292679.49,7.99
1036172.66,28.3,2.73,292687.42,7.99
1036172.66,28.3,2.73,292687.54,7.99
1035916.92,28.3,2.73,292635.85,7.99
1035659.11,28.3,2.72,293624.17,8.02
1035403.93,28.3,2.72,292866.91,8.0
1035260.94,28.3,2.73,292735.64,8.0
1035005.2,28.3,2.73,291985.39,7.98
1034749.46,28.3,2.73,291983.08,7.99
1034749.46,28.3,2.73,291983.08,7.99
1034691.94,28.31,2.73,291685.5,7.98
1034426.84,28.31,2.73,291975.78,7.99
1034171.1,28.31,2.73,291975.76,7.99
1034171.1,28.31,2.73,291975.76,7.99
1033915.37,28.31,2.74,292085.14,8.0
1034104.82,28.32,2.74,292337.11,8.01
1033849.08,28.32,2.74,292332.29,8.01
1033463.89,28.31,2.74,292030.93,8.0
1033208.15,28.31,2.74,292028.36,8.0
1032952.41,28.31,2.74,292028.36,8.0
1032952.41,28.31,2.74,292028.36,8.0
1032696.67,28.31,2.74,292359.69,8.02
1032440.93,28.31,2.74,292241.38,8.01
1032185.19,28.32,2.74,292534.49,8.02
1031938.82,28.32,2.74,292048.68,8.01
1031938.82,28.32,2.74,292048.68,8.01
1031673.72,28.32,2.74,291859.07,8.01
1031673.72,28.32,2.74,291859.07,8.01
1031516.0,28.31,2.74,291701.72,8.01
1031460.04,28.32,2.74,291182.77,7.99
1031118.97,28.32,2.74,290785.75,7.99
1031118.97,28.32,2.74,290785.75,7.99
1030822.78,28.31,2.74,290513.83,7.98
1030822.78,28.31,2.74,290513.83,7.98
1031012.23,28.32,2.75,290509.15,7.98
1030692.23,28.31,2.74,290189.15,7.97
1030436.49,28.31,2.74,290186.43,7.97
1030180.75,28.32,2.74,290525.09,7.99
1030180.75,28.32,2.74,290567.34,7.99
1030113.87,28.32,2.75,290367.24,7.98
1029877.42,28.32,2.74,290067.68,7.98
1029621.68,28.32,2.74,289950.46,7.97
1029365.94,28.32,2.74,289911.36,7.98
1029110.2,28.32,2.74,291034.56,8.01
1029110.2,28.32,2.74,291034.56,8.01
1029299.65,28.33,2.75,291029.88,8.01
1029043.91,28.33,2.75,291027.16,8.01
1029117.78,28.34,2.76,291141.3,8.02
1029117.78,28.34,2.76,291141.3,8.02
1029117.78,28.34,2.76,291129.23,8.02
1029117.78,28.34,2.76,291121.81,8.02
1028862.04,28.34,2.76,291054.28,8.02
1028862.04,28.34,2.76,291035.76,8.02
1028862.04,28.34,2.76,291059.56,8.02
1028606.3,28.34,2.76,291012.94,8.02
1028350.56,28.34,2.76,290289.44,8.0
1028094.82,28.34,2.76,291215.29,8.03
1027813.94,28.33,2.76,290729.43,8.01
1027841.27,28.34,2.76,291180.26,8.03
1027555.78,28.34,2.76,291134.89,8.03
1027300.04,28.34,2.76,291130.01,8.03
1027489.5,28.35,2.77,291127.49,8.03
1027489.5,28.35,2.77,291137.83,8.03
1027021.12,28.34,2.77,290570.7,8.02
1026765.38,28.34,2.77,290966.24,8.03
1026765.38,28.34,2.77,290960.95,8.03
1026707.86,28.35,2.77,290730.84,8.03
1026442.76,28.35,2.77,290960.12,8.04
1026442.76,28.35,2.77,291045.42,8.04
1026442.76,28.35,2.77,291027.69,8.04
1026375.88,28.35,2.78,290816.21,8.03
1026309.0,28.36,2.78,290655.14,8.03
1026053.26,28.36,2.78,290642.19,8.03
1025668.07,28.35,2.78,291335.96,8.05
1025412.33,28.35,2.78,291328.56,8.05
1025165.95,28.35,2.78,291159.28,8.05
1025514.69,28.36,2.79,291362.43,8.06
1025354.44,28.36,2.79,291535.93,8.06
1025098.7,28.36,2.79,291535.93,8.07
1025098.7,28.36,2.79,291509.8,8.06
1024842.96,28.36,2.79,292096.17,8.08
1024587.22,28.36,2.79,291862.75,8.08
1024203.63,28.36,2.78,291458.51,8.07
1024147.67,28.36,2.79,290939.56,8.06
1023891.93,28.36,2.79,290932.16,8.06
1023636.19,28.36,2.79,290932.16,8.06
1023295.13,28.36,2.79,290535.14,8.05
1023492.98,28.37,2.8,290423.6,8.05
1023492.98,28.37,2.8,290430.74,8.05
1023237.24,28.37,2.8,291058.42,8.07
1022981.5,28.37,2.8,291340.24,8.08
1022981.5,28.37,2.8,291324.09,8.08
1022914.62,28.38,2.8,291031.43,8.07
1022914.62,28.38,2.8,291063.3,8.07
1022914.62,28.38,2.8,291063.3,8.07
1022658.88,28.38,2.8,291000.81,8.07
1022658.88,28.38,2.8,291022.21,8.08
1022658.88,28.38,2.8,291051.87,8.08
1022285.29,28.37,2.8,290806.3,8.07
1022029.55,28.37,2.8,290544.81,8.07
1021773.81,28.37,2.8,290729.07,8.07
1021773.81,28.37,2.8,290767.23,8.07
1021243.61,28.37,2.8,290002.88,8.06
1021601.71,28.38,2.81,289995.48,8.06
1021601.71,28.38,2.81,289995.48,8.06
1021345.97,28.38,2.81,289995.48,8.06
1021345.97,28.38,2.81,289995.43,8.06
1021297.81,28.39,2.82,290811.25,8.08
1021297.81,28.39,2.82,290801.49,8.08
1021042.07,28.39,2.82,290868.09,8.09
1021042.07,28.39,2.82,290868.09,8.09
1021042.07,28.39,2.82,290868.09,8.09
1020786.33,28.39,2.82,290824.1,8.09
1020292.5,28.38,2.81,291415.54,8.11
1020292.5,28.38,2.81,291441.37,8.11
1020216.25,28.39,2.81,291001.54,8.1
1019951.16,28.39,2.81,290798.68,8.09
1020149.01,28.4,2.82,290480.75,8.09
1020149.01,28.4,2.82,290480.75,8.09
1019765.42,28.39,2.82,290402.17,8.08
1019954.87,28.4,2.82,290488.1,8.09
1019887.99,28.4,2.83,291098.27,8.11
1019651.53,28.4,2.82,290968.57,8.1
1019395.79,28.4,2.83,291123.6,8.11
1019140.05,28.4,2.83,291116.2,8.11
1019073.17,28.4,2.83,290887.65,8.11
1019073.17,28.4,2.83,290887.65,8.11
1019262.62,28.41,2.84,291062.93,8.11
1019006.89,28.41,2.84,290181.76,8.09
1018751.15,28.42,2.84,290181.76,8.09
1018825.01,28.42,2.85,290256.25,8.1
1018569.27,28.42,2.85,290355.35,8.1
1018313.53,28.42,2.85,290001.04,8.09
1018057.79,28.42,2.85,290702.68,8.12
1018057.79,28.42,2.85,290702.68,8.12
1017802.05,28.43,2.85,290697.85,8.12
1017546.32,28.43,2.85,290695.28,8.12
1017290.58,28.43,2.85,290910.02,8.13
1017034.84,28.43,2.85,290869.03,8.13
1016788.46,28.43,2.86,291033.5,8.14
1016523.36,28.43,2.86,290732.63,8.13
1016523.36,28.43,2.86,290701.8,8.13
1016467.4,28.43,2.86,290182.85,8.12
1016092.21,28.43,2.85,290047.45,8.11
1015580.73,28.43,2.86,290558.91,8.13
1015580.73,28.43,2.86,290558.91,8.13
1015281.13,28.42,2.85,290224.85,8.13
1014940.06,28.42,2.85,289827.82,8.12
1015013.92,28.43,2.86,289820.43,8.12
1014965.76,28.43,2.86,289451.45,8.11
1014710.02,28.44,2.86,289451.45,8.11
1014633.78,28.44,2.87,289962.67,8.13
1014557.54,28.44,2.87,289873.94,8.13
1014557.54,28.44,2.87,289873.94,8.13
1014557.54,28.44,2.87,289858.72,8.13
1014301.8,28.44,2.87,290166.85,8.14
1014046.06,28.45,2.87,290036.81,8.14
1013988.54,28.45,2.88,289756.93,8.13
1014168.63,28.46,2.89,289858.51,8.13
1014101.75,28.46,2.89,289720.6,8.13
1014034.87,28.47,2.89,290329.89,8.15
1013779.13,28.47,2.9,290219.36,8.15
1013712.25,28.47,2.9,290374.27,8.16
1013338.2,28.47,2.89,290127.36,8.15
1013338.2,28.47,2.89,290125.34,8.15
1013338.2,28.47,2.89,290137.15,8.15
1013338.2,28.47,2.89,290209.73,8.15
1013038.6,28.46,2.89,290113.73,8.15
1012782.86,28.46,2.89,290108.9,8.15
1012782.86,28.46,2.89,290092.41,8.15
1012972.31,28.47,2.9,290089.84,8.15
1012716.57,28.47,2.9,290568.97,8.17
1012331.38,28.46,2.89,290643.13,8.17
1012331.38,28.46,2.89,290643.06,8.17
1012520.83,28.47,2.9,290089.77,8.16
1010474.92,28.48,2.91,290082.37,8.18
1010408.04,28.48,2.91,291698.05,8.22
1010171.59,28.48,2.91,290961.83,8.2
1009915.85,28.48,2.91,290975.42,8.21
1009915.85,28.48,2.91,290975.42,8.21
1009660.11,28.48,2.91,290918.06,8.21
1009611.95,28.49,2.91,290244.13,8.19
1009356.21,28.49,2.91,289858.65,8.18
1009356.21,28.49,2.91,289858.65,8.18
1009308.38,28.49,2.92,290834.89,8.21
1009308.38,28.49,2.92,290834.89,8.21
1009347.28,28.5,2.93,290783.31,8.21
1009280.39,28.5,2.93,290729.07,8.21
1009213.51,28.51,2.94,291196.84,8.23
1009213.51,28.51,2.94,291196.84,8.23
1008957.77,28.51,2.94,291019.54,8.22
1008957.77,28.51,2.94,291019.54,8.22
1008957.77,28.51,2.94,290993.17,8.22
1008850.06,28.51,2.93,290885.46,8.22
1009015.84,28.52,2.94,290841.69,8.22
1008760.1,28.52,2.94,291248.0,8.23
1008504.36,28.52,2.94,291243.13,8.24
1008504.36,28.52,2.94,291390.55,8.24
1008248.62,28.52,2.95,291388.03,8.24
1008248.62,28.52,2.95,291401.77,8.24
1008040.91,28.52,2.94,291231.57,8.24
1005995.0,28.52,2.95,291224.17,8.26
1005739.26,28.52,2.95,291285.57,8.26
1005483.52,28.52,2.95,291343.09,8.26
1005227.78,28.52,2.95,291284.95,8.27
1005023.88,28.52,2.95,291040.0,8.26
1004768.14,28.52,2.95,291630.95,8.28
1004512.41,28.52,2.95,291510.26,8.28
1004512.41,28.52,2.95,291544.33,8.28
1004512.41,28.52,2.95,291544.33,8.28
1004512.41,28.52,2.95,291544.33,8.28
1004701.86,28.53,2.96,291384.27,8.27
1004446.12,28.53,2.96,291392.19,8.28
1004190.38,28.53,2.96,291340.5,8.28
1003934.64,28.53,2.96,291354.09,8.28
1003934.64,28.53,2.96,291354.09,8.28
1003678.9,28.53,2.96,291296.73,8.28
1003423.16,28.54,2.96,291284.71,8.28
1003167.42,28.54,2.96,291225.11,8.28
1002911.69,28.54,2.96,291181.34,8.29
1002655.95,28.54,2.96,291181.34,8.29
1002400.21,28.54,2.97,291176.47,8.29
1002144.47,28.54,2.97,291173.94,8.29
1001888.73,28.54,2.97,291298.62,8.3
1001632.99,28.54,2.97,291254.32,8.3
1001477.69,28.54,2.96,291099.56,8.3
1001168.05,28.53,2.96,292073.87,8.32
1001168.05,28.53,2.96,292072.22,8.32
1000921.67,28.53,2.96,291610.55,8.31
1000656.57,28.54,2.96,291420.49,8.31
1000411.75,28.54,2.96,290625.33,8.29
1000453.59,28.54,2.97,290725.23,8.29
1000197.85,28.54,2.97,290656.79,8.29
999853.8,28.54,2.96,290305.2,8.29
999853.8,28.54,2.96,290305.2,8.29
999598.06,28.54,2.96,290300.37,8.29
999342.32,28.54,2.96,290297.8,8.29
999086.58,28.54,2.97,290962.86,8.31
999160.45,28.55,2.97,291097.55,8.32
998904.71,28.55,2.97,291026.08,8.32
998648.97,28.55,2.97,290962.86,8.32
998439.37,28.54,2.97,291577.28,8.34
998736.64,28.55,2.98,291311.59,8.33
998736.64,28.55,2.98,291401.6,8.33
998480.9,28.56,2.98,291045.1,8.32
998225.16,28.56,2.98,291040.22,8.33
998225.16,28.56,2.98,291033.42,8.33
998225.16,28.56,2.98,291033.42,8.33
998199.08,28.56,2.99,291126.24,8.33
997943.34,28.56,2.99,291123.71,8.33
997403.98,28.55,2.98,290508.7,8.32
997148.24,28.55,2.98,290751.93,8.33
997222.1,28.56,2.99,290678.45,8.33
996966.37,28.56,2.99,290534.19,8.32
996710.63,28.56,2.99,289674.26,8.3
996643.74,28.57,2.99,289322.15,8.29
996833.2,28.58,3.0,290512.63,8.33
996833.2,28.58,3.0,290512.63,8.33
996620.95,28.57,3.0,290872.79,8.34
996365.21,28.58,3.0,290865.39,8.34
996118.83,28.58,3.0,291175.75,8.35
995959.98,28.57,3.0,291016.71,8.35
995694.88,28.57,3.0,290726.81,8.34
995439.14,28.57,3.0,290726.81,8.35
995439.14,28.57,3.0,290726.81,8.35
995194.32,28.58,3.0,290015.42,8.33
994852.11,28.57,3.0,289620.84,8.32
994694.39,28.57,3.0,289463.55,8.31
994636.87,28.58,3.0,289169.49,8.31
994372.92,28.58,3.0,288976.54,8.3
994117.18,28.58,3.0,289203.44,8.31
993870.8,28.58,3.0,289032.39,8.31
993605.7,28.58,3.01,289065.52,8.31
993538.82,28.58,3.01,288890.02,8.31
993728.27,28.59,3.02,289237.48,8.32
993472.53,28.59,3.02,289222.42,8.32
993162.89,28.59,3.01,289221.64,8.33
993162.89,28.59,3.01,289221.64,8.33
993352.34,28.6,3.02,289216.96,8.33
993096.61,28.6,3.03,289214.25,8.33
992840.87,28.6,3.03,289353.35,8.34
992688.36,28.6,3.02,289242.2,8.33
992688.36,28.6,3.02,289242.2,8.33
992429.16,28.6,3.02,289542.02,8.34
992101.33,28.6,3.02,289107.61,8.33
992299.18,28.61,3.03,289373.95,8.34
992299.18,28.61,3.03,289374.52,8.34
992299.18,28.61,3.03,289446.94,8.34
992043.44,28.61,3.03,289386.91,8.34
991787.7,28.61,3.03,289346.32,8.35
991531.96,28.61,3.04,289302.55,8.35
991465.08,28.61,3.04,290115.99,8.37
991100.85,28.61,3.03,289387.79,8.35
991100.85,28.61,3.03,289424.75,8.35
990835.75,28.61,3.03,289710.59,8.36
990580.01,28.61,3.03,289710.59,8.37
990324.27,28.61,3.04,289666.82,8.37
990610.62,28.62,3.05,290185.04,8.38
990610.62,28.62,3.05,290185.04,8.38
990354.89,28.62,3.05,290177.64,8.39
990151.81,28.62,3.04,289906.38,8.38
990317.59,28.63,3.05,289958.19,8.38
990483.37,28.64,3.06,289907.16,8.38
990483.37,28.64,3.06,289907.16,8.38
990483.37,28.64,3.06,289940.23,8.38
990324.52,28.63,3.06,289789.95,8.38
989983.0,28.63,3.05,289851.97,8.38
989727.26,28.63,3.05,289812.78,8.38
989471.52,28.63,3.05,289789.17,8.38
989471.52,28.63,3.05,289789.17,8.38
989172.5,28.62,3.05,289582.21,8.38
989172.5,28.62,3.05,289619.18,8.38
989105.62,28.63,3.05,290200.24,8.4
989295.07,28.64,3.06,290236.94,8.4
989039.33,28.64,3.06,290434.73,8.41
989113.19,28.65,3.07,290427.33,8.41
989113.19,28.65,3.07,290427.33,8.41
988857.46,28.65,3.07,290427.33,8.41
988472.27,28.64,3.06,290373.5,8.41
988661.72,28.65,3.07,290400.1,8.41
988405.98,28.65,3.08,290396.3,8.42
988020.79,28.64,3.07,290375.0,8.42
987953.91,28.65,3.07,290923.46,8.44
987698.17,28.65,3.07,290554.76,8.43
987442.43,28.65,3.07,290482.62,8.43
987186.69,28.65,3.08,290947.46,8.44
986930.95,28.65,3.08,290942.28,8.45
986930.95,28.65,3.08,290942.28,8.45
986675.21,28.65,3.08,290940.06,8.45
986419.47,28.65,3.08,291084.84,8.45
986352.59,28.66,3.08,290986.33,8.45
986352.59,28.66,3.08,290986.33,8.45
986352.59,28.66,3.08,290986.33,8.45
986096.85,28.66,3.08,290941.49,8.46
986096.85,28.66,3.08,290941.49,8.46
985841.11,28.66,3.08,290940.06,8.46
985841.11,28.66,3.08,290940.06,8.46
985585.37,28.66,3.09,291369.28,8.47
985329.64,28.66,3.09,291128.92,8.47
985329.64,28.66,3.09,291128.92,8.47
985073.9,28.66,3.09,291121.52,8.47
984851.22,28.66,3.08,290894.72,8.46
984595.48,28.66,3.08,290894.72,8.47
984595.48,28.66,3.08,290894.72,8.47
984339.74,28.66,3.08,291322.67,8.48
984084.0,28.66,3.09,290951.34,8.47
984084.0,28.66,3.09,290951.34,8.47
984084.0,28.66,3.09,290951.34,8.47
984281.85,28.67,3.09,291658.04,8.5
984026.11,28.67,3.1,291248.44,8.49
983968.59,28.67,3.1,291028.89,8.48
983657.74,28.67,3.1,291597.72,8.5
983657.74,28.67,3.1,291597.72,8.5
983518.76,28.67,3.1,291351.82,8.49
983518.76,28.67,3.1,291351.88,8.49
983263.02,28.67,3.1,291347.06,8.5
983007.28,28.67,3.1,291344.48,8.5
982940.4,28.68,3.11,291344.48,8.5
983138.25,28.69,3.11,291467.12,8.51
983071.37,28.69,3.12,291423.85,8.51
982815.63,28.69,3.12,291404.72,8.51
982559.89,28.7,3.12,292052.18,8.53
982493.01,28.7,3.13,292282.26,8.54
982426.13,28.7,3.13,292371.39,8.54
982052.54,28.7,3.12,291957.79,8.53
982052.54,28.7,3.12,291957.79,8.53
982241.99,28.71,3.13,292245.56,8.54
981986.25,28.71,3.13,292240.68,8.54
981919.37,28.71,3.14,292238.16,8.55
981663.63,28.71,3.14,292238.16,8.55
981596.75,28.72,3.14,292341.35,8.55
981596.75,28.72,3.14,292341.35,8.55
981341.01,28.72,3.15,292278.39,8.55
981341.01,28.72,3.15,292327.79,8.56
980955.82,28.71,3.14,292145.21,8.55
981145.27,28.72,3.15,292110.23,8.55
981078.39,28.73,3.15,292919.53,8.58
981078.39,28.73,3.15,292923.83,8.58
980693.2,28.72,3.15,292549.26,8.57
980626.31,28.72,3.15,292770.57,8.58
980370.58,28.73,3.15,292726.8,8.58
980114.84,28.73,3.15,292726.8,8.58
979955.98,28.72,3.15,292568.6,8.58
980145.43,28.73,3.16,292598.21,8.58
979889.69,28.73,3.16,292556.0,8.58
979833.73,28.74,3.16,292037.06,8.57
979833.73,28.74,3.16,292037.06,8.57
979833.73,28.74,3.16,292038.77,8.57
979448.54,28.73,3.16,292037.29,8.57
979295.19,28.73,3.16,291810.83,8.56
979039.45,28.73,3.16,292161.95,8.57
978983.49,28.74,3.17,291643.0,8.56
978983.49,28.74,3.17,291641.55,8.56
978765.86,28.74,3.16,291480.19,8.56
978424.8,28.73,3.16,291083.17,8.55
978424.8,28.73,3.16,291083.17,8.55
978424.8,28.73,3.16,291083.17,8.55
978169.06,28.73,3.16,290853.93,8.54
978169.06,28.73,3.16,290853.93,8.54
978169.06,28.73,3.16,290853.93,8.54
978102.18,28.74,3.17,290752.17,8.54
977846.44,28.74,3.17,291431.85,8.57
977846.44,28.74,3.17,291431.85,8.57
977687.58,28.74,3.16,291281.57,8.56
977431.84,28.74,3.16,291276.69,8.56
977176.1,28.74,3.16,290747.07,8.55
977365.55,28.75,3.17,291282.02,8.57
977109.82,28.75,3.18,291279.5,8.57
976854.08,28.75,3.18,291546.44,8.58
976598.34,28.75,3.18,291597.17,8.58
976598.34,28.75,3.18,291597.17,8.58
976598.34,28.75,3.18,291596.02,8.58
976598.34,28.75,3.18,291596.02,8.58
976598.34,28.75,3.18,291596.02,8.58
976598.34,28.75,3.18,291596.02,8.58
976342.6,28.75,3.18,291435.89,8.58
976275.72,28.76,3.18,291285.57,8.58
976275.72,28.76,3.18,291285.57,8.58
976275.72,28.76,3.18,291285.57,8.58
