ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4759-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4759-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4759-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4759-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4759-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
666773.54,15.02,1.68,210047.19,4.73
666625.07,15.02,1.68,209963.48,4.73
666665.31,15.03,1.68,210473.2,4.74
666665.31,15.03,1.68,210142.67,4.74
666705.54,15.03,1.69,210015.69,4.73
666557.07,15.03,1.69,210795.76,4.75
666639.76,15.03,1.69,212900.92,4.8
665572.28,15.04,1.69,212683.14,4.81
665544.1,15.04,1.7,212646.48,4.81
665395.63,15.04,1.7,212555.58,4.8
665236.55,15.04,1.7,211455.39,4.78
665236.55,15.04,1.7,211455.39,4.78
665088.08,15.04,1.7,211455.4,4.78
664939.6,15.04,1.7,212381.51,4.8
664822.98,15.04,1.7,212377.7,4.8
664665.57,15.04,1.69,212218.79,4.8
665071.22,15.05,1.71,212242.13,4.8
664922.75,15.05,1.71,212151.17,4.8
664962.98,15.05,1.71,212087.02,4.8
664814.51,15.05,1.71,212269.35,4.81
664440.68,15.05,1.7,212154.55,4.8
664292.21,15.05,1.7,212054.74,4.8
664577.57,15.05,1.71,213003.83,4.83
664514.52,15.06,1.71,212976.97,4.83
664514.52,15.06,1.71,212976.97,4.83
664594.69,15.06,1.72,212902.16,4.82
663906.8,15.05,1.7,212309.92,4.81
663878.62,15.05,1.71,212324.88,4.81
663918.85,15.05,1.71,212252.71,4.81
663770.38,15.05,1.71,212170.19,4.81
663770.38,15.05,1.71,212171.45,4.81
663621.91,15.05,1.71,213851.5,4.85
663527.27,15.06,1.71,213028.0,4.83
663583.55,15.06,1.72,213406.12,4.84
663522.06,15.06,1.72,213216.37,4.84
663202.06,15.05,1.71,212896.37,4.83
663202.06,15.05,1.71,212924.33,4.83
663274.14,15.06,1.72,212384.28,4.82
663245.96,15.06,1.72,212409.84,4.82
662178.48,15.06,1.72,212192.06,4.83
662208.1,15.07,1.72,211666.63,4.82
662269.94,15.07,1.73,211142.57,4.81
662078.07,15.07,1.73,210950.22,4.8
661886.76,15.07,1.72,211539.32,4.82
661738.29,15.07,1.72,211409.79,4.81
661589.82,15.07,1.72,211535.22,4.82
661630.05,15.07,1.73,211451.59,4.82
661670.29,15.08,1.73,211393.51,4.82
661521.82,15.08,1.73,211836.65,4.83
661521.82,15.08,1.73,211836.65,4.83
661562.05,15.08,1.74,211884.49,4.83
661413.58,15.08,1.74,211822.4,4.83
661385.4,15.08,1.74,211837.36,4.83
661425.63,15.09,1.74,211765.19,4.83
661277.16,15.09,1.74,211692.24,4.83
661277.16,15.09,1.74,214418.54,4.89
661171.15,15.09,1.74,213173.84,4.86
661489.3,15.1,1.75,213951.9,4.88
661580.96,15.1,1.76,213376.7,4.87
661552.78,15.1,1.76,213360.8,4.87
661404.31,15.1,1.76,213249.14,4.87
661255.84,15.1,1.76,213433.41,4.88
661255.84,15.1,1.76,213433.41,4.88
661107.37,15.1,1.76,213306.21,4.87
661147.6,15.11,1.76,213224.18,4.87
661432.96,15.12,1.77,213865.76,4.89
661473.19,15.12,1.78,213770.28,4.89
661473.19,15.12,1.78,213770.28,4.89
661324.72,15.12,1.78,213815.72,4.89
661296.54,15.12,1.78,213779.06,4.89
661148.07,15.12,1.78,213706.79,4.89
660851.2,15.12,1.77,213456.37,4.88
660702.73,15.12,1.77,213586.77,4.89
660338.9,15.11,1.77,213378.86,4.88
660632.45,15.12,1.77,213267.86,4.88
660483.98,15.12,1.78,213192.85,4.88
660335.5,15.12,1.78,213542.38,4.89
660604.74,15.13,1.78,213282.22,4.88
660456.26,15.13,1.78,214024.24,4.9
660428.09,15.13,1.79,214049.8,4.9
660279.62,15.13,1.79,213915.3,4.9
660131.14,15.13,1.79,213881.64,4.9
659982.67,15.13,1.79,213894.91,4.9
660022.91,15.13,1.79,213876.74,4.9
659726.04,15.13,1.78,213525.43,4.9
659364.02,15.12,1.78,213081.48,4.89
659215.55,15.12,1.78,213388.24,4.89
659015.15,15.12,1.77,213243.81,4.89
659055.38,15.12,1.78,212938.09,4.89
658906.91,15.12,1.78,213207.39,4.89
658586.91,15.11,1.77,212887.39,4.89
658558.73,15.12,1.77,212862.76,4.89
658410.26,15.12,1.77,212761.39,4.89
658450.49,15.12,1.78,212905.66,4.89
658825.64,15.13,1.79,212799.0,4.89
658865.87,15.13,1.79,212730.66,4.89
658392.28,15.14,1.79,213302.59,4.9
657958.66,15.13,1.79,213479.52,4.91
657810.19,15.13,1.79,213385.39,4.91
657850.43,15.13,1.79,213266.5,4.91
657691.72,15.13,1.79,213104.61,4.9
657543.25,15.13,1.79,213732.95,4.92
657812.48,15.14,1.8,213203.01,4.91
657852.72,15.14,1.8,213079.69,4.9
657852.72,15.14,1.8,213079.69,4.9
657892.95,15.15,1.8,213831.56,4.92
657744.48,15.15,1.8,213655.89,4.92
657664.24,15.15,1.8,212669.28,4.9
657456.3,15.15,1.8,212770.58,4.9
657428.13,15.15,1.81,212796.14,4.9
657428.13,15.15,1.81,212857.22,4.9
657279.66,15.15,1.81,212722.72,4.9
657131.18,15.15,1.81,212700.88,4.9
656982.71,15.15,1.81,212853.05,4.91
656834.24,15.15,1.81,212718.97,4.91
656685.77,15.15,1.81,212643.95,4.91
656537.3,15.15,1.81,212799.21,4.91
656537.3,15.15,1.81,212799.21,4.91
656246.73,15.14,1.8,212571.37,4.91
656532.09,15.15,1.81,212791.54,4.91
656503.91,15.15,1.81,212743.54,4.91
656355.44,15.15,1.81,212664.32,4.91
656395.67,15.16,1.82,212796.7,4.91
656253.54,15.16,1.81,212683.78,4.91
656538.9,15.16,1.82,212600.24,4.91
655471.42,15.17,1.82,212382.46,4.91
655322.95,15.17,1.82,212299.2,4.91
655275.54,15.17,1.82,212252.27,4.91
654801.95,15.17,1.83,212199.5,4.92
654653.48,15.17,1.83,212609.78,4.93
654505.01,15.17,1.83,212529.98,4.93
654774.24,15.18,1.84,212944.93,4.94
654625.77,15.18,1.84,212829.35,4.93
654375.58,15.18,1.83,211943.35,4.92
654219.47,15.17,1.83,211784.44,4.91
654068.04,15.17,1.83,211466.13,4.91
654108.28,15.18,1.83,211470.88,4.91
654148.51,15.18,1.84,211437.46,4.91
653674.92,15.18,1.84,211292.1,4.91
653715.15,15.19,1.84,211834.86,4.92
653341.32,15.18,1.84,211701.95,4.92
653519.72,15.19,1.84,211850.55,4.92
653519.72,15.19,1.84,211850.55,4.92
653371.25,15.19,1.84,211770.18,4.92
653411.48,15.19,1.85,211652.7,4.92
653451.71,15.19,1.85,212327.98,4.94
653857.36,15.21,1.86,212351.32,4.94
653708.89,15.21,1.86,212208.39,4.94
653887.29,15.21,1.87,212417.79,4.94
653927.52,15.22,1.87,212302.32,4.94
653967.76,15.22,1.88,212228.57,4.94
653819.29,15.22,1.88,212159.22,4.94
653681.43,15.22,1.88,213356.3,4.97
653548.33,15.22,1.88,213279.34,4.97
653326.63,15.22,1.87,213056.76,4.96
653485.13,15.22,1.88,216037.41,5.03
653456.96,15.23,1.88,216030.15,5.03
653308.48,15.23,1.88,215938.63,5.03
652921.85,15.22,1.88,215554.29,5.02
652773.38,15.22,1.88,215813.01,5.03
653058.74,15.23,1.88,215631.22,5.03
653098.98,15.23,1.89,215545.39,5.03
652950.5,15.23,1.89,215940.77,5.04
652802.03,15.23,1.89,215948.49,5.04
652980.43,15.24,1.89,216220.41,5.05
652609.79,15.23,1.89,216020.07,5.04
652581.61,15.23,1.89,216012.81,5.04
652621.84,15.24,1.89,215937.66,5.04
652473.37,15.24,1.89,216036.78,5.05
652324.9,15.24,1.89,215942.31,5.04
652176.43,15.24,1.89,215850.26,5.04
652049.18,15.24,1.89,216613.85,5.06
652270.67,15.25,1.9,215901.96,5.05
651982.97,15.24,1.9,215573.91,5.04
651823.88,15.24,1.9,216053.7,5.05
651795.71,15.24,1.9,216046.44,5.05
651647.24,15.24,1.9,215944.77,5.05
651498.76,15.24,1.9,215911.38,5.05
651350.29,15.24,1.9,216312.22,5.06
650282.82,15.25,1.9,216094.44,5.07
650134.35,15.25,1.9,215964.7,5.06
650078.88,15.25,1.91,215868.65,5.06
650050.7,15.25,1.91,215894.22,5.07
649843.83,15.25,1.9,215643.97,5.06
650084.65,15.26,1.91,216155.0,5.07
650084.65,15.26,1.91,216155.0,5.07
650084.65,15.26,1.91,216144.27,5.07
649877.19,15.25,1.91,215929.48,5.07
649656.42,15.25,1.91,215577.96,5.06
649949.97,15.26,1.91,215453.55,5.06
650128.37,15.26,1.92,215604.84,5.06
649979.9,15.26,1.92,215465.67,5.06
649607.88,15.26,1.91,215409.08,5.06
649648.11,15.26,1.92,215845.24,5.07
649826.51,15.27,1.92,215730.85,5.07
649667.81,15.27,1.92,215572.76,5.07
649370.87,15.27,1.92,216116.18,5.08
649342.69,15.27,1.92,216202.33,5.08
649382.92,15.27,1.93,216118.22,5.08
649382.92,15.27,1.93,216118.22,5.08
649234.45,15.27,1.93,216023.26,5.08
649234.45,15.27,1.93,216061.54,5.08
649035.17,15.27,1.92,215852.08,5.08
649035.17,15.27,1.92,215819.99,5.08
648886.7,15.27,1.92,215877.37,5.08
648738.23,15.27,1.93,215783.92,5.08
648589.76,15.27,1.93,215728.06,5.08
648768.16,15.28,1.93,216242.36,5.09
648619.69,15.28,1.93,216178.65,5.09
648758.48,15.28,1.94,215459.58,5.08
648814.63,15.29,1.94,214677.58,5.06
648786.46,15.29,1.95,214664.2,5.06
648786.46,15.29,1.95,214701.87,5.06
648637.98,15.29,1.95,214607.4,5.06
648350.28,15.28,1.94,214403.51,5.05
648390.51,15.29,1.94,214371.62,5.05
648242.04,15.29,1.94,214472.77,5.06
648511.27,15.3,1.95,214378.8,5.06
648551.51,15.3,1.96,214336.14,5.06
648403.04,15.3,1.96,215096.99,5.08
648254.57,15.3,1.96,214983.68,5.07
648668.4,15.31,1.97,214978.34,5.07
648296.39,15.3,1.96,214872.21,5.07
647997.63,15.3,1.95,214567.42,5.07
647700.69,15.3,1.95,214546.98,5.07
647407.0,15.29,1.95,214210.86,5.06
647258.53,15.29,1.95,214306.47,5.06
647110.06,15.29,1.95,214215.52,5.06
647150.29,15.3,1.95,214171.87,5.06
647190.52,15.3,1.96,214148.14,5.06
647042.05,15.3,1.96,214568.22,5.07
646743.3,15.29,1.95,214284.69,5.07
646715.12,15.3,1.95,214283.4,5.07
646755.35,15.3,1.96,214208.91,5.07
646755.35,15.3,1.96,214202.09,5.07
646606.88,15.3,1.96,214286.43,5.07
646310.01,15.3,1.95,214019.61,5.07
646350.24,15.3,1.96,213877.05,5.06
646201.77,15.3,1.96,214065.48,5.07
646053.3,15.3,1.96,213973.68,5.07
646053.3,15.3,1.96,214011.97,5.07
646053.3,15.3,1.96,214011.97,5.07
645904.83,15.3,1.96,213904.55,5.07
645945.06,15.3,1.96,214398.25,5.08
645895.65,15.31,1.96,213458.52,5.06
645867.48,15.31,1.97,213441.54,5.06
645650.17,15.3,1.96,213225.3,5.05
645650.17,15.3,1.96,213275.86,5.06
645661.22,15.31,1.96,213762.95,5.07
645661.22,15.31,1.96,213667.42,5.07
645512.75,15.31,1.96,214582.06,5.09
645364.27,15.31,1.96,214655.62,5.09
644296.8,15.31,1.97,214437.84,5.1
644268.62,15.31,1.97,214420.85,5.1
643201.15,15.32,1.98,214203.08,5.1
643139.66,15.32,1.98,214014.95,5.1
642991.19,15.32,1.98,213904.38,5.1
643284.73,15.33,1.99,214065.31,5.1
643090.67,15.33,1.98,213974.11,5.1
643090.67,15.33,1.98,214345.31,5.11
643062.49,15.33,1.98,214316.17,5.11
643240.89,15.33,1.99,214223.02,5.11
643092.42,15.33,1.99,213504.42,5.09
642943.95,15.33,1.99,213503.58,5.09
642795.48,15.34,1.99,213491.04,5.09
642795.48,15.34,1.99,213477.52,5.09
642647.0,15.34,1.99,214819.64,5.13
642719.08,15.34,2.0,215999.3,5.16
642570.61,15.34,2.0,215618.19,5.15
642097.02,15.34,2.0,216190.12,5.17
641980.39,15.34,2.0,216055.6,5.16
641952.21,15.35,2.0,216018.94,5.16
641793.12,15.35,2.0,215255.04,5.15
641669.93,15.35,2.0,214595.54,5.13
641561.22,15.35,2.0,214487.31,5.13
641561.22,15.35,2.0,214467.27,5.13
641554.95,15.35,2.0,214714.96,5.14
641554.95,15.35,2.0,214714.96,5.14
641406.48,15.35,2.01,214624.06,5.14
641258.01,15.35,2.01,215864.86,5.17
641014.5,15.34,2.0,215748.13,5.16
641014.5,15.34,2.0,215734.22,5.16
641192.9,15.35,2.01,215735.45,5.17
641254.36,15.36,2.01,215164.89,5.15
641432.76,15.36,2.02,215618.88,5.16
641284.29,15.36,2.02,215741.72,5.17
641256.11,15.37,2.02,215766.72,5.17
641256.11,15.37,2.02,215766.72,5.17
641098.7,15.36,2.02,215609.72,5.17
640950.23,15.36,2.02,215514.95,5.17
641235.59,15.37,2.03,215460.14,5.16
641087.12,15.37,2.03,215548.97,5.17
641087.12,15.37,2.03,215548.97,5.17
641087.12,15.37,2.03,215548.97,5.17
641087.12,15.37,2.03,215548.97,5.17
641116.74,15.37,2.03,215158.46,5.16
640983.38,15.38,2.03,215425.31,5.17
641044.84,15.38,2.04,214997.75,5.16
640896.37,15.38,2.04,214918.91,5.16
640599.5,15.37,2.03,216047.93,5.18
640599.5,15.37,2.03,216047.93,5.18
640451.03,15.37,2.03,215994.59,5.18
640451.03,15.37,2.03,215994.59,5.18
640302.56,15.37,2.03,216361.95,5.2
640154.09,15.37,2.03,216317.9,5.2
640125.91,15.38,2.03,216304.53,5.2
639977.44,15.38,2.03,216190.34,5.19
638909.96,15.38,2.04,215972.57,5.2
638761.49,15.38,2.04,215965.87,5.2
638613.02,15.38,2.04,217221.53,5.23
638584.84,15.38,2.04,217184.87,5.23
638436.37,15.38,2.04,216426.15,5.22
638497.83,15.39,2.05,216097.63,5.21
638497.83,15.39,2.05,216097.63,5.21
638349.36,15.39,2.05,216025.36,5.21
638200.89,15.39,2.05,216148.62,5.21
638041.8,15.39,2.05,216331.8,5.22
637816.54,15.39,2.04,216175.83,5.21
637678.38,15.38,2.04,215885.44,5.21
637961.31,15.39,2.05,215997.04,5.21
637812.84,15.39,2.05,215916.44,5.21
637450.82,15.38,2.04,215637.88,5.2
637491.05,15.39,2.05,215541.01,5.2
637342.58,15.39,2.05,215950.98,5.21
637279.53,15.39,2.05,215785.63,5.21
637045.64,15.39,2.05,215675.07,5.21
637137.3,15.39,2.05,214762.88,5.19
637109.12,15.4,2.05,214761.6,5.19
636960.65,15.4,2.05,214679.45,5.19
636812.18,15.4,2.05,214620.29,5.19
636663.71,15.4,2.05,214838.27,5.2
637038.86,15.41,2.06,214672.69,5.19
637038.86,15.41,2.06,214672.69,5.19
636890.38,15.41,2.06,214592.42,5.19
636741.91,15.41,2.06,215104.27,5.21
636593.44,15.41,2.06,215042.52,5.2
636565.26,15.41,2.07,215068.08,5.21
636416.79,15.41,2.07,214933.59,5.2
636268.32,15.41,2.07,214922.95,5.21
636119.85,15.41,2.07,215033.06,5.21
635806.23,15.41,2.06,214745.65,5.2
635592.6,15.4,2.06,214555.7,5.2
635632.83,15.41,2.06,214444.41,5.2
635918.19,15.41,2.07,214615.65,5.2
635565.59,15.41,2.06,214491.78,5.2
635674.05,15.41,2.07,214579.89,5.2
635891.85,15.42,2.08,215133.67,5.22
635863.68,15.42,2.08,215107.71,5.22
635903.91,15.43,2.08,215025.27,5.22
636082.31,15.43,2.09,215145.18,5.22
635933.84,15.43,2.09,215051.06,5.22
635785.37,15.43,2.09,214987.1,5.22
635636.89,15.43,2.09,215273.29,5.23
635488.42,15.43,2.09,215261.08,5.23
635012.84,15.43,2.09,214431.73,5.21
634864.37,15.43,2.09,214604.24,5.22
634958.43,15.44,2.09,214265.51,5.21
634930.26,15.44,2.1,214280.47,5.21
634930.26,15.44,2.1,214280.47,5.21
634781.78,15.44,2.1,214162.61,5.21
634389.94,15.43,2.09,213737.6,5.2
634241.47,15.43,2.09,213856.71,5.2
634092.99,15.43,2.09,213711.05,5.2
633944.52,15.43,2.09,213680.78,5.2
633817.28,15.43,2.09,214282.91,5.22
634222.93,15.44,2.1,214306.26,5.22
633629.05,15.44,2.1,214192.68,5.22
633669.03,15.45,2.1,214612.64,5.23
633520.56,15.45,2.1,214615.85,5.23
633492.38,15.45,2.11,214618.63,5.23
633195.51,15.45,2.1,214300.12,5.23
633047.04,15.45,2.1,214179.82,5.23
632704.44,15.44,2.1,214813.17,5.24
632704.44,15.44,2.1,214813.17,5.24
632734.05,15.44,2.1,214242.66,5.23
632763.67,15.45,2.1,214531.77,5.24
632615.2,15.45,2.1,214636.66,5.24
632615.2,15.45,2.1,214636.66,5.24
632644.82,15.45,2.11,214303.15,5.23
632674.44,15.45,2.11,214281.34,5.23
632525.97,15.45,2.11,214195.81,5.23
632377.5,15.45,2.11,214131.34,5.23
632377.5,15.45,2.11,214131.34,5.23
632229.03,15.45,2.11,214258.23,5.24
631161.55,15.46,2.12,214050.49,5.24
631013.08,15.46,2.12,214010.81,5.24
631465.23,15.47,2.13,214520.44,5.26
631356.53,15.47,2.13,214411.53,5.25
631328.35,15.47,2.13,214437.1,5.26
631179.88,15.47,2.13,214302.6,5.25
631220.11,15.48,2.13,214271.8,5.25
630920.91,15.47,2.13,213901.26,5.24
630772.44,15.47,2.13,214025.78,5.25
630623.97,15.47,2.13,213877.23,5.25
630475.5,15.47,2.13,213856.15,5.25
630327.03,15.47,2.13,214156.17,5.26
629259.55,15.48,2.13,213938.39,5.26
629111.08,15.48,2.13,213775.76,5.26
629111.08,15.48,2.13,213775.76,5.26
628860.89,15.47,2.13,213026.27,5.24
628832.71,15.48,2.13,212989.61,5.24
628585.11,15.47,2.13,212614.24,5.23
628625.35,15.48,2.13,212547.14,5.23
628476.88,15.48,2.13,212675.19,5.24
628476.88,15.48,2.13,212675.19,5.24
628328.41,15.48,2.13,212572.81,5.24
628368.64,15.48,2.14,212484.59,5.24
628220.17,15.48,2.14,212485.56,5.24
628082.31,15.48,2.14,213025.15,5.25
628111.93,15.49,2.14,212991.81,5.25
628517.58,15.5,2.15,213014.05,5.25
628369.11,15.5,2.16,212872.22,5.25
628220.64,15.5,2.16,213010.51,5.26
628072.17,15.5,2.16,212927.28,5.25
627923.7,15.5,2.16,212867.08,5.25
627923.7,15.5,2.16,212867.08,5.25
627775.23,15.5,2.16,213324.52,5.27
627626.76,15.5,2.16,213093.77,5.26
627478.28,15.5,2.16,213156.57,5.27
627203.36,15.49,2.15,212932.92,5.26
627135.38,15.5,2.15,213417.21,5.27
626886.49,15.49,2.15,213038.52,5.27
626858.31,15.5,2.15,213022.61,5.27
626646.89,15.49,2.15,212841.2,5.26
626498.42,15.49,2.15,212729.54,5.26
626349.95,15.49,2.15,212859.68,5.27
626201.47,15.49,2.15,212786.61,5.26
626495.02,15.5,2.16,212692.55,5.26
626346.55,15.5,2.16,213074.63,5.27
626386.78,15.51,2.16,213126.04,5.28
626243.62,15.5,2.16,212717.36,5.27
626095.15,15.5,2.16,213127.53,5.28
626500.8,15.52,2.17,213150.87,5.28
626541.03,15.52,2.18,213075.2,5.28
626810.26,15.53,2.19,213166.56,5.28
626661.79,15.53,2.19,213075.88,5.28
626661.79,15.53,2.19,213072.4,5.28
626702.03,15.53,2.19,213017.18,5.28
626702.03,15.53,2.19,213017.18,5.28
626553.55,15.53,2.19,212956.79,5.28
626254.7,15.53,2.18,212644.06,5.27
626294.93,15.53,2.19,213782.3,5.3
625921.1,15.52,2.18,213394.52,5.29
625772.63,15.52,2.18,213491.49,5.3
625744.45,15.53,2.18,213478.21,5.3
625744.45,15.53,2.18,213478.21,5.3
625595.98,15.53,2.18,213388.25,5.3
625447.51,15.53,2.18,213348.89,5.3
625732.87,15.54,2.19,213605.31,5.3
625773.1,15.54,2.2,213400.04,5.3
625624.63,15.54,2.2,213328.52,5.3
625336.93,15.53,2.19,213188.82,5.3
625377.16,15.54,2.2,213887.44,5.31
625228.69,15.54,2.2,213931.28,5.32
625200.51,15.54,2.2,213956.85,5.32
625200.51,15.54,2.2,213956.85,5.32
625052.04,15.54,2.2,213873.73,5.32
624826.78,15.54,2.19,213665.17,5.31
624678.31,15.54,2.19,213580.13,5.31
624529.84,15.54,2.19,213779.75,5.32
624381.37,15.54,2.19,213624.34,5.32
624232.89,15.54,2.2,213996.03,5.33
624283.74,15.54,2.2,213611.22,5.32
624124.66,15.54,2.2,213693.65,5.32
624124.66,15.54,2.2,213693.65,5.32
624096.48,15.55,2.2,213708.61,5.32
624381.84,15.55,2.21,213619.59,5.32
624008.01,15.55,2.2,213567.0,5.32
623859.54,15.55,2.2,213914.36,5.33
624144.9,15.56,2.21,213853.34,5.33
623996.43,15.56,2.21,213661.41,5.33
623968.25,15.56,2.22,213624.75,5.33
623864.32,15.56,2.22,215565.0,5.38
624239.47,15.57,2.23,215484.33,5.37
623924.41,15.56,2.22,215651.67,5.38
624368.86,15.58,2.23,215546.37,5.38
624342.63,15.58,2.23,214887.07,5.36
624041.41,15.57,2.23,214807.44,5.36
623892.94,15.57,2.23,215382.08,5.38
623744.47,15.57,2.23,214988.48,5.37
623784.7,15.58,2.23,214797.82,5.36
623721.65,15.58,2.24,215744.05,5.39
623676.46,15.58,2.24,215599.25,5.39
623648.28,15.58,2.24,215585.97,5.39
623499.81,15.58,2.24,215496.01,5.39
623793.36,15.59,2.25,215616.65,5.39
623421.34,15.59,2.24,215537.41,5.39
623796.49,15.6,2.25,215452.9,5.39
623836.72,15.6,2.26,215660.08,5.39
623836.72,15.6,2.26,215660.08,5.39
623836.72,15.6,2.26,215660.08,5.39
623876.95,15.61,2.26,215589.79,5.39
623728.48,15.61,2.26,215413.5,5.39
623580.01,15.61,2.26,216363.33,5.41
623580.01,15.61,2.26,216363.33,5.41
623086.39,15.6,2.25,215811.74,5.4
623058.21,15.6,2.26,215794.75,5.4
622909.74,15.6,2.26,215702.81,5.4
622761.27,15.6,2.26,215815.7,5.41
622761.27,15.6,2.26,215815.7,5.41
622761.27,15.6,2.26,215815.7,5.41
622761.27,15.6,2.26,215815.7,5.41
622612.8,15.6,2.26,215715.15,5.4
622464.33,15.6,2.26,215649.8,5.4
622504.56,15.6,2.26,215626.89,5.41
622356.09,15.6,2.26,215931.34,5.41
622731.24,15.61,2.27,216207.86,5.42
622703.06,15.62,2.27,216289.63,5.42
622554.59,15.62,2.27,216172.72,5.42
622406.12,15.62,2.28,216103.89,5.42
622257.65,15.62,2.28,216075.63,5.42
622297.88,15.62,2.28,216045.13,5.42
622076.18,15.62,2.27,215810.53,5.42
622013.38,15.62,2.28,215962.47,5.42
621985.2,15.62,2.28,215977.43,5.43
622029.73,15.63,2.28,216511.44,5.44
621881.26,15.63,2.28,216387.55,5.44
621566.21,15.62,2.28,216171.96,5.43
621516.48,15.62,2.28,215997.08,5.43
620449.0,15.63,2.29,215789.34,5.44
620893.45,15.64,2.3,215976.62,5.44
620744.98,15.64,2.3,215910.37,5.44
620561.33,15.64,2.29,216178.28,5.45
620412.86,15.64,2.29,215899.75,5.44
620264.39,15.64,2.29,215831.57,5.44
619906.34,15.63,2.29,216461.9,5.46
619906.34,15.63,2.29,216461.9,5.46
620306.76,15.64,2.3,216275.19,5.45
620174.57,15.64,2.3,215995.76,5.45
620330.76,15.64,2.3,216565.83,5.46
620302.58,15.65,2.3,216536.69,5.46
620302.58,15.65,2.3,216536.69,5.46
620587.94,15.66,2.31,216446.25,5.46
620587.94,15.66,2.31,216446.25,5.46
620359.66,15.65,2.31,216095.18,5.45
620211.19,15.65,2.31,216441.42,5.46
619737.6,15.66,2.31,216296.06,5.46
619777.83,15.66,2.32,216006.65,5.46
619629.36,15.66,2.32,217568.47,5.5
619528.79,15.66,2.32,216375.05,5.47
619707.19,15.67,2.32,216523.64,5.47
619558.72,15.67,2.32,216368.72,5.47
619598.95,15.67,2.33,216325.79,5.47
619892.5,15.68,2.34,217259.73,5.5
619733.79,15.68,2.33,217101.43,5.49
619827.86,15.68,2.34,216832.26,5.49
619455.84,15.68,2.33,216409.43,5.48
619158.97,15.67,2.33,216161.22,5.47
619564.62,15.68,2.34,216183.46,5.47
619620.9,15.69,2.34,217165.09,5.5
619751.29,15.69,2.35,217096.47,5.5
619533.59,15.69,2.34,216971.89,5.49
619573.83,15.69,2.35,216894.93,5.49
619200.0,15.68,2.34,216825.86,5.49
619051.53,15.68,2.34,216984.46,5.5
618903.05,15.68,2.34,216885.41,5.5
618943.29,15.69,2.35,216795.67,5.5
618794.82,15.69,2.35,217363.56,5.51
618835.05,15.69,2.35,217378.89,5.51
618835.05,15.69,2.35,217378.89,5.51
618875.28,15.7,2.35,217466.92,5.52
618847.1,15.7,2.36,217437.77,5.52
618698.63,15.7,2.36,217339.36,5.52
618358.22,15.69,2.35,216986.68,5.51
618209.75,15.69,2.35,217272.64,5.52
618209.75,15.69,2.35,217272.64,5.52
618249.98,15.7,2.35,217123.5,5.51
618535.34,15.71,2.36,217039.84,5.51
618425.34,15.71,2.36,216929.84,5.51
618276.87,15.71,2.36,217309.77,5.52
618128.4,15.71,2.36,217305.98,5.52
617979.93,15.71,2.36,217337.94,5.52
617951.75,15.71,2.37,217324.56,5.52
617951.75,15.71,2.37,217324.56,5.52
617803.28,15.71,2.37,217210.38,5.52
617661.14,15.71,2.36,217142.97,5.52
617450.74,15.7,2.36,216928.9,5.52
617490.97,15.71,2.36,217056.33,5.52
617342.5,15.71,2.36,216956.17,5.52
617194.03,15.71,2.36,216886.64,5.52
617045.56,15.71,2.36,217157.13,5.53
617045.56,15.71,2.36,217157.13,5.53
616897.09,15.71,2.36,216948.67,5.52
616748.62,15.71,2.36,217027.17,5.53
616720.44,15.71,2.37,217042.13,5.53
616571.97,15.71,2.37,216899.61,5.53
616423.5,15.71,2.37,217160.24,5.53
616423.5,15.71,2.37,217160.24,5.53
616423.5,15.71,2.37,217160.24,5.53
616275.03,15.71,2.37,217112.9,5.54
616275.03,15.71,2.37,217112.9,5.54
616727.18,15.72,2.38,217840.23,5.55
616459.82,15.72,2.38,218106.59,5.56
616431.64,15.72,2.38,218132.16,5.56
616283.17,15.72,2.38,217997.66,5.56
616134.7,15.72,2.38,218026.24,5.56
616174.93,15.73,2.38,217992.19,5.56
616026.46,15.73,2.38,218040.8,5.57
615877.99,15.73,2.38,218312.2,5.57
616182.15,15.74,2.39,218700.98,5.59
615911.24,15.73,2.39,218118.13,5.57
615662.35,15.73,2.39,218158.82,5.57
615756.41,15.74,2.39,217254.74,5.55
615728.23,15.74,2.39,217237.75,5.55
615579.76,15.74,2.4,217327.16,5.56
615636.04,15.74,2.4,217239.19,5.56
615574.55,15.75,2.4,217807.97,5.57
615426.08,15.75,2.4,217707.44,5.57
615426.08,15.75,2.4,217707.44,5.57
615277.61,15.75,2.4,217678.28,5.57
615562.97,15.75,2.41,217604.11,5.57
615199.14,15.75,2.4,218383.7,5.59
615570.17,15.76,2.42,218627.17,5.6
615570.17,15.76,2.42,218627.17,5.6
615626.45,15.76,2.42,217840.99,5.58
615598.27,15.77,2.42,217833.73,5.58
615562.77,15.77,2.43,218440.99,5.6
