ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
698,2092,1563050,6212,1563050
698,2092,1563600,6212,1563600
698,2092,1563600,6212,1563600
698,2092,1564410,6212,1564410
698,2092,1565000,6212,1565000
698,2092,1565000,6212,1565000
698,2092,1565000,6212,1565000
699,2100,1565810,6212,1565810
699,2100,1566620,6212,1566620
699,2100,1567430,6212,1567430
699,2100,1567890,6212,1567890
699,2100,1568210,6212,1568210
699,2100,1569020,6212,1569020
699,2100,1569020,6212,1569020
699,2100,1569340,6212,1569340
699,2100,1570150,6212,1570150
699,2100,1570620,6212,1570620
699,2100,1571620,6212,1571620
699,2100,1572430,6212,1572430
699,2100,1572660,6212,1572660
700,2108,1576660,6212,1576660
700,2108,1577130,6212,1577130
700,2108,1577600,6212,1577600
700,2108,1578410,6212,1578410
700,2108,1578730,6212,1578730
700,2108,1578950,6212,1578950
700,2108,1578950,6212,1578950
700,2108,1579760,6212,1579760
701,2116,1580310,6212,1580310
701,2116,1581310,6212,1581310
701,2116,1582120,6212,1582120
701,2116,1582590,6212,1582590
701,2116,1583590,6212,1583590
701,2116,1584140,6212,1584140
701,2116,1584950,6212,1584950
701,2116,1585760,6212,1585760
702,2124,1586410,6212,1586410
702,2124,1587410,6212,1587410
702,2124,1587730,6212,1587730
702,2124,1588200,6212,1588200
702,2124,1588670,6212,1588670
702,2124,1588990,6212,1588990
702,2124,1589800,6212,1589800
702,2124,1590270,6212,1590270
702,2124,1590500,6212,1590500
702,2124,1590500,6212,1590500
702,2124,1591310,6212,1591310
702,2124,1591630,6212,1591630
702,2124,1591630,6212,1591630
702,2124,1592630,6212,1592630
702,2124,1592850,6212,1592850
702,2124,1593320,6212,1593320
702,2124,1594130,6212,1594130
703,2132,1595130,6212,1595130
703,2132,1595130,6212,1595130
703,2132,1595600,6212,1595600
703,2132,1595600,6212,1595600
703,2132,1596410,6212,1596410
703,2132,1596520,6212,1596520
703,2132,1596520,6212,1596520
703,2132,1597330,6212,1597330
703,2132,1597880,6212,1597880
703,2132,1598470,6212,1598470
703,2132,1598690,6212,1598690
703,2132,1599160,6212,1599160
703,2132,1599630,6212,1599630
703,2132,1600100,6212,1600100
703,2132,1600100,6212,1600100
703,2132,1600330,6212,1600330
703,2132,1600790,6212,1600790
703,2132,1601260,6212,1601260
704,2140,1602070,6212,1602070
704,2140,1602070,6212,1602070
704,2140,1602540,6212,1602540
704,2140,1603350,6212,1603350
704,2140,1603350,6212,1603350
704,2140,1603820,6212,1603820
704,2140,1604040,6212,1604040
704,2140,1604510,6212,1604510
704,2140,1604510,6212,1604510
704,2140,1604880,6212,1604880
704,2140,1605880,6212,1605880
704,2140,1606880,6212,1606880
704,2140,1607880,6212,1607880
704,2140,1608530,6212,1608530
705,2148,1609340,6212,1609340
705,2148,1609930,6212,1609930
705,2148,1610930,6212,1610930
705,2148,1611930,6212,1611930
705,2148,1612400,6212,1612400
705,2148,1612870,6212,1612870
705,2148,1613520,6212,1613520
705,2148,1614330,6212,1614330
705,2148,1614980,6212,1614980
705,2148,1615450,6212,1615450
706,2156,1616100,6212,1616100
706,2156,1616560,6212,1616560
706,2156,1617560,6212,1617560
706,2156,1617560,6212,1617560
706,2156,1618210,6212,1618210
706,2156,1618210,6212,1618210
706,2156,1618210,6212,1618210
706,2156,1618210,6212,1618210
706,2156,1618210,6212,1618210
706,2156,1619210,6212,1619210
706,2156,1620020,6212,1620020
706,2156,1620390,6212,1620390
706,2156,1620710,6212,1620710
706,2156,1621180,6212,1621180
706,2156,1621990,6212,1621990
706,2156,1622990,6212,1622990
707,2164,1623800,6212,1623800
707,2164,1624030,6212,1624030
707,2164,1624840,6212,1624840
707,2164,1625390,6212,1625390
707,2164,1625550,6212,1625550
707,2164,1625550,6212,1625550
707,2164,1626020,6212,1626020
707,2164,1626830,6212,1626830
707,2164,1627640,6212,1627640
707,2164,1628110,6212,1628110
707,2164,1628580,6212,1628580
707,2164,1629050,6212,1629050
707,2164,1630050,6212,1630050
707,2164,1630210,6212,1630210
708,2172,1630860,6212,1630860
708,2172,1631330,6212,1631330
708,2172,1631790,6212,1631790
708,2172,1632260,6212,1632260
708,2172,1632260,6212,1632260
708,2172,1632580,6212,1632580
708,2172,1633050,6212,1633050
708,2172,1633370,6212,1633370
708,2172,1634370,6212,1634370
708,2172,1634850,6212,1634850
708,2172,1635320,6212,1635320
708,2172,1635780,6212,1635780
708,2172,1635780,6212,1635780
708,2172,1636100,6212,1636100
708,2172,1636100,6212,1636100
708,2172,1636260,6212,1636260
708,2172,1636730,6212,1636730
708,2172,1637320,6212,1637320
709,2180,1637970,6212,1637970
709,2180,1638620,6212,1638620
709,2180,1639090,6212,1639090
709,2180,1639900,6212,1639900
709,2180,1640220,6212,1640220
709,2180,1640540,6212,1640540
709,2180,1641540,6212,1641540
709,2180,1642540,6212,1642540
709,2180,1643190,6212,1643190
709,2180,1643660,6212,1643660
709,2180,1643980,6212,1643980
709,2180,1644210,6212,1644210
709,2180,1644800,6212,1644800
709,2180,1645350,6212,1645350
710,2188,1646350,6212,1646350
710,2188,1646820,6212,1646820
710,2188,1646820,6212,1646820
710,2188,1647470,6212,1647470
710,2188,1647700,6212,1647700
710,2188,1648510,6212,1648510
710,2188,1649510,6212,1649510
710,2188,1649980,6212,1649980
710,2188,1650530,6212,1650530
710,2188,1651340,6212,1651340
710,2188,1652150,6212,1652150
710,2188,1652470,6212,1652470
711,2196,1653280,6212,1653280
711,2196,1654090,6212,1654090
711,2196,1655090,6212,1655090
711,2196,1655560,6212,1655560
711,2196,1655790,6212,1655790
711,2196,1656790,6212,1656790
711,2196,1657600,6212,1657600
711,2196,1658070,6212,1658070
711,2196,1658880,6212,1658880
711,2196,1658880,6212,1658880
711,2196,1659200,6212,1659200
711,2196,1659670,6212,1659670
711,2196,1659670,6212,1659670
712,2204,1660670,6212,1660670
712,2204,1661130,6212,1661130
712,2204,1661130,6212,1661130
712,2204,1661600,6212,1661600
712,2204,1662070,6212,1662070
712,2204,1662400,6212,1662400
712,2204,1662720,6212,1662720
712,2204,1663190,6212,1663190
712,2204,1663190,6212,1663190
712,2204,1663740,6212,1663740
712,2204,1664210,6212,1664210
712,2204,1664210,6212,1664210
712,2204,1664680,6212,1664680
712,2204,1664680,6212,1664680
712,2204,1665330,6212,1665330
712,2204,1665650,6212,1665650
712,2204,1665810,6212,1665810
712,2204,1666040,6212,1666040
713,2212,1666510,6212,1666510
713,2212,1667320,6212,1667320
713,2212,1668130,6212,1668130
713,2212,1668780,6212,1668780
713,2212,1669590,6212,1669590
713,2212,1669910,6212,1669910
713,2212,1670230,6212,1670230
713,2212,1670230,6212,1670230
713,2212,1670450,6212,1670450
713,2212,1671450,6212,1671450
713,2212,1671450,6212,1671450
713,2212,1671920,6212,1671920
713,2212,1672390,6212,1672390
713,2212,1673200,6212,1673200
713,2212,1674010,6212,1674010
713,2212,1674480,6212,1674480
713,2212,1674480,6212,1674480
714,2220,1674850,6212,1674850
714,2220,1675170,6212,1675170
714,2220,1675980,6212,1675980
714,2220,1676790,6212,1676790
714,2220,1676950,6212,1676950
714,2220,1677410,6212,1677410
714,2220,1678220,6212,1678220
714,2220,1678690,6212,1678690
714,2220,1679340,6212,1679340
714,2220,1679810,6212,1679810
714,2220,1680280,6212,1680280
714,2220,1681280,6212,1681280
715,2228,1681750,6212,1681750
715,2228,1682560,6212,1682560
715,2228,1683370,6212,1683370
715,2228,1683840,6212,1683840
715,2228,1684650,6212,1684650
715,2228,1685110,6212,1685110
715,2228,1685430,6212,1685430
715,2228,1686240,6212,1686240
715,2228,1686710,6212,1686710
715,2228,1687710,6212,1687710
715,2228,1688520,6212,1688520
716,2236,1689170,6212,1689170
716,2236,1690170,6212,1690170
716,2236,1690820,6212,1690820
716,2236,1691630,6212,1691630
716,2236,1692440,6212,1692440
716,2236,1692440,6212,1692440
716,2236,1693250,6212,1693250
716,2236,1694060,6212,1694060
716,2236,1694710,6212,1694710
716,2236,1695030,6212,1695030
717,2244,1695840,6212,1695840
717,2244,1695840,6212,1695840
717,2244,1695840,6212,1695840
717,2244,1696840,6212,1696840
717,2244,1697060,6212,1697060
717,2244,1697530,6212,1697530
717,2244,1697850,6212,1697850
717,2244,1698660,6212,1698660
717,2244,1699120,6212,1699120
717,2244,1699930,6212,1699930
717,2244,1700250,6212,1700250
717,2244,1701250,6212,1701250
717,2244,1702060,6212,1702060
717,2244,1702380,6212,1702380
717,2244,1702850,6212,1702850
718,2252,1703660,6212,1703660
718,2252,1703890,6212,1703890
718,2252,1704480,6212,1704480
718,2252,1704700,6212,1704700
718,2252,1705290,6212,1705290
718,2252,1705520,6212,1705520
718,2252,1705990,6212,1705990
718,2252,1706800,6212,1706800
718,2252,1707120,6212,1707120
718,2252,1707930,6212,1707930
718,2252,1708400,6212,1708400
718,2252,1708630,6212,1708630
718,2252,1709100,6212,1709100
718,2252,1709570,6212,1709570
719,2260,1710220,6212,1710220
719,2260,1711030,6212,1711030
719,2260,1711500,6212,1711500
719,2260,1711970,6212,1711970
719,2260,1712440,6212,1712440
719,2260,1712900,6212,1712900
719,2260,1713900,6212,1713900
719,2260,1713900,6212,1713900
719,2260,1714710,6212,1714710
719,2260,1715300,6212,1715300
719,2260,1715770,6212,1715770
719,2260,1716580,6212,1716580
720,2268,1717390,6212,1717390
720,2268,1717860,6212,1717860
720,2268,1718670,6212,1718670
720,2268,1719140,6212,1719140
720,2268,1720140,6212,1720140
720,2268,1720790,6212,1720790
720,2268,1721440,6212,1721440
720,2268,1722440,6212,1722440
720,2268,1723090,6212,1723090
721,2276,1723560,6212,1723560
721,2276,1723880,6212,1723880
721,2276,1724690,6212,1724690
721,2276,1725500,6212,1725500
721,2276,1725970,6212,1725970
721,2276,1726620,6212,1726620
721,2276,1727090,6212,1727090
721,2276,1727900,6212,1727900
721,2276,1727900,6212,1727900
721,2276,1727900,6212,1727900
721,2276,1728360,6212,1728360
721,2276,1729170,6212,1729170
721,2276,1729630,6212,1729630
721,2276,1729630,6212,1729630
721,2276,1729950,6212,1729950
722,2284,1730760,6212,1730760
722,2284,1731570,6212,1731570
722,2284,1732040,6212,1732040
722,2284,1732850,6212,1732850
722,2284,1733310,6212,1733310
722,2284,1733310,6212,1733310
722,2284,1733630,6212,1733630
722,2284,1734440,6212,1734440
722,2284,1734810,6212,1734810
722,2284,1735810,6212,1735810
722,2284,1735810,6212,1735810
722,2284,1736280,6212,1736280
722,2284,1737090,6212,1737090
722,2284,1737460,6212,1737460
722,2284,1738270,6212,1738270
723,2292,1739080,6212,1739080
723,2292,1739890,6212,1739890
723,2292,1740480,6212,1740480
723,2292,1741290,6212,1741290
723,2292,1742100,6212,1742100
723,2292,1742100,6212,1742100
723,2292,1742100,6212,1742100
723,2292,1742570,6212,1742570
723,2292,1742890,6212,1742890
723,2292,1743700,6212,1743700
723,2292,1744020,6212,1744020
723,2292,1744490,6212,1744490
723,2292,1744950,6212,1744950
723,2292,1744950,6212,1744950
723,2292,1745180,6212,1745180
724,2300,1745990,6212,1745990
724,2300,1746800,6212,1746800
724,2300,1747800,6212,1747800
724,2300,1748270,6212,1748270
724,2300,1749270,6212,1749270
724,2300,1750080,6212,1750080
724,2300,1750730,6212,1750730
724,2300,1751730,6212,1751730
724,2300,1751730,6212,1751730
724,2300,1752200,6212,1752200
724,2300,1752520,6212,1752520
724,2300,1753330,6212,1753330
725,2308,1754330,6212,1754330
725,2308,1754330,6212,1754330
725,2308,1754650,6212,1754650
725,2308,1755460,6212,1755460
725,2308,1756050,6212,1756050
725,2308,1756520,6212,1756520
725,2308,1756520,6212,1756520
725,2308,1757110,6212,1757110
725,2308,1757340,6212,1757340
725,2308,1757800,6212,1757800
725,2308,1758610,6212,1758610
725,2308,1759080,6212,1759080
725,2308,1759310,6212,1759310
725,2308,1759790,6212,1759790
725,2308,1760790,6212,1760790
726,2316,1761110,6212,1761110
726,2316,1762110,6212,1762110
726,2316,1762430,6212,1762430
726,2316,1762900,6212,1762900
726,2316,1763220,6212,1763220
726,2316,1763690,6212,1763690
726,2316,1764500,6212,1764500
726,2316,1765310,6212,1765310
726,2316,1766120,6212,1766120
726,2316,1766770,6212,1766770
726,2316,1767580,6212,1767580
726,2316,1767800,6212,1767800
727,2324,1768260,6212,1768260
727,2324,1768580,6212,1768580
727,2324,1769390,6212,1769390
727,2324,1770390,6212,1770390
727,2324,1770860,6212,1770860
727,2324,1771670,6212,1771670
727,2324,1772130,6212,1772130
727,2324,1772780,6212,1772780
727,2324,1773010,6212,1773010
727,2324,1774010,6212,1774010
727,2324,1775010,6212,1775010
728,2332,1775820,6212,1775820
728,2332,1776470,6212,1776470
728,2332,1777280,6212,1777280
728,2332,1778090,6212,1778090
728,2332,1778090,6212,1778090
728,2332,1778900,6212,1778900
728,2332,1778900,6212,1778900
728,2332,1779270,6212,1779270
728,2332,1780080,6212,1780080
728,2332,1781080,6212,1781080
728,2332,1781400,6212,1781400
729,2340,1782050,6212,1782050
729,2340,1782370,6212,1782370
729,2340,1783020,6212,1783020
729,2340,1783830,6212,1783830
729,2340,1784640,6212,1784640
729,2340,1785450,6212,1785450
729,2340,1785920,6212,1785920
729,2340,1786510,6212,1786510
729,2340,1786730,6212,1786730
729,2340,1787380,6212,1787380
729,2340,1788190,6212,1788190
730,2348,1788840,6212,1788840
730,2348,1789310,6212,1789310
730,2348,1790120,6212,1790120
730,2348,1791120,6212,1791120
730,2348,1792120,6212,1792120
730,2348,1792590,6212,1792590
730,2348,1792960,6212,1792960
730,2348,1793120,6212,1793120
730,2348,1793930,6212,1793930
730,2348,1794740,6212,1794740
731,2356,1795390,6212,1795390
731,2356,1795390,6212,1795390
731,2356,1795760,6212,1795760
731,2356,1796760,6212,1796760
731,2356,1797570,6212,1797570
731,2356,1797570,6212,1797570
731,2356,1798040,6212,1798040
731,2356,1798510,6212,1798510
731,2356,1798980,6212,1798980
731,2356,1799980,6212,1799980
731,2356,1800450,6212,1800450
731,2356,1801040,6212,1801040
731,2356,1801850,6212,1801850
731,2356,1802080,6212,1802080
731,2356,1802890,6212,1802890
732,2364,1803700,6212,1803700
732,2364,1804170,6212,1804170
732,2364,1804640,6212,1804640
732,2364,1804640,6212,1804640
732,2364,1804960,6212,1804960
732,2364,1805770,6212,1805770
732,2364,1806240,6212,1806240
732,2364,1806830,6212,1806830
732,2364,1806830,6212,1806830
732,2364,1807150,6212,1807150
732,2364,1807960,6212,1807960
732,2364,1807960,6212,1807960
732,2364,1808190,6212,1808190
732,2364,1809190,6212,1809190
732,2364,1810000,6212,1810000
733,2372,1810810,6212,1810810
733,2372,1811620,6212,1811620
733,2372,1812620,6212,1812620
733,2372,1813430,6212,1813430
733,2372,1813660,6212,1813660
733,2372,1814310,6212,1814310
733,2372,1814780,6212,1814780
733,2372,1815780,6212,1815780
733,2372,1816250,6212,1816250
733,2372,1816570,6212,1816570
733,2372,1817040,6212,1817040
734,2380,1818040,6212,1818040
734,2380,1818850,6212,1818850
734,2380,1819170,6212,1819170
734,2380,1820170,6212,1820170
734,2380,1820630,6212,1820630
734,2380,1821440,6212,1821440
734,2380,1822250,6212,1822250
734,2380,1822900,6212,1822900
734,2380,1823710,6212,1823710
734,2380,1824030,6212,1824030
734,2380,1824350,6212,1824350
735,2388,1824820,6212,1824820
735,2388,1824820,6212,1824820
735,2388,1825630,6212,1825630
735,2388,1825630,6212,1825630
735,2388,1825950,6212,1825950
735,2388,1826600,6212,1826600
735,2388,1826920,6212,1826920
735,2388,1827570,6212,1827570
735,2388,1828380,6212,1828380
735,2388,1828850,6212,1828850
735,2388,1829170,6212,1829170
735,2388,1829820,6212,1829820
735,2388,1830820,6212,1830820
736,2396,1831410,6212,1831410
736,2396,1832220,6212,1832220
736,2396,1833030,6212,1833030
736,2396,1833680,6212,1833680
736,2396,1834490,6212,1834490
736,2396,1835300,6212,1835300
736,2396,1835760,6212,1835760
736,2396,1836230,6212,1836230
736,2396,1836700,6212,1836700
736,2396,1837510,6212,1837510
737,2404,1837980,6212,1837980
737,2404,1838790,6212,1838790
737,2404,1839110,6212,1839110
737,2404,1839920,6212,1839920
737,2404,1840390,6212,1840390
737,2404,1840390,6212,1840390
737,2404,1841200,6212,1841200
737,2404,1841660,6212,1841660
737,2404,1842470,6212,1842470
737,2404,1843280,6212,1843280
737,2404,1844090,6212,1844090
738,2412,1844900,6212,1844900
738,2412,1845900,6212,1845900
738,2412,1845900,6212,1845900
738,2412,1846710,6212,1846710
738,2412,1846710,6212,1846710
738,2412,1847030,6212,1847030
738,2412,1847250,6212,1847250
738,2412,1847620,6212,1847620
738,2412,1847620,6212,1847620
738,2412,1847940,6212,1847940
738,2412,1848750,6212,1848750
738,2412,1848980,6212,1848980
738,2412,1849440,6212,1849440
738,2412,1849660,6212,1849660
738,2412,1849770,6212,1849770
738,2412,1850580,6212,1850580
738,2412,1851390,6212,1851390
738,2412,1851860,6212,1851860
738,2412,1852330,6212,1852330
738,2412,1852800,6212,1852800
738,2412,1853270,6212,1853270
739,2420,1853860,6212,1853860
739,2420,1854670,6212,1854670
739,2420,1854670,6212,1854670
739,2420,1855320,6212,1855320
739,2420,1856130,6212,1856130
739,2420,1856590,6212,1856590
739,2420,1857060,6212,1857060
739,2420,1857870,6212,1857870
739,2420,1858680,6212,1858680
739,2420,1859000,6212,1859000
739,2420,1859810,6212,1859810
739,2420,1859810,6212,1859810
739,2420,1859810,6212,1859810
740,2428,1860620,6212,1860620
740,2428,1860670,6212,1860670
740,2428,1861480,6212,1861480
740,2428,1862130,6212,1862130
740,2428,1862940,6212,1862940
740,2428,1862940,6212,1862940
740,2428,1862940,6212,1862940
740,2428,1863590,6212,1863590
740,2428,1864050,6212,1864050
740,2428,1864860,6212,1864860
740,2428,1865860,6212,1865860
741,2436,1866670,6212,1866670
741,2436,1867480,6212,1867480
741,2436,1867710,6212,1867710
741,2436,1868260,6212,1868260
741,2436,1868810,6212,1868810
741,2436,1868810,6212,1868810
741,2436,1869130,6212,1869130
741,2436,1869940,6212,1869940
741,2436,1870750,6212,1870750
741,2436,1871400,6212,1871400
741,2436,1871400,6212,1871400
741,2436,1871400,6212,1871400
741,2436,1872400,6212,1872400
741,2436,1872400,6212,1872400
741,2436,1872870,6212,1872870
742,2444,1873330,6212,1873330
742,2444,1873330,6212,1873330
742,2444,1873800,6212,1873800
742,2444,1873800,6212,1873800
742,2444,1874390,6212,1874390
742,2444,1875200,6212,1875200
742,2444,1876010,6212,1876010
742,2444,1877010,6212,1877010
742,2444,1877330,6212,1877330
742,2444,1878330,6212,1878330
742,2444,1878330,6212,1878330
742,2444,1878650,6212,1878650
742,2444,1879650,6212,1879650
742,2444,1880460,6212,1880460
742,2444,1880780,6212,1880780
743,2452,1881430,6212,1881430
743,2452,1882430,6212,1882430
743,2452,1883430,6212,1883430
743,2452,1884430,6212,1884430
743,2452,1884430,6212,1884430
743,2452,1884890,6212,1884890
743,2452,1885210,6212,1885210
743,2452,1885680,6212,1885680
743,2452,1885680,6212,1885680
743,2452,1886490,6212,1886490
743,2452,1886960,6212,1886960
743,2452,1887280,6212,1887280
743,2452,1887330,6212,1887330
744,2460,1887980,6212,1887980
744,2460,1888790,6212,1888790
744,2460,1889600,6212,1889600
744,2460,1889600,6212,1889600
744,2460,1890070,6212,1890070
744,2460,1890880,6212,1890880
744,2460,1891690,6212,1891690
744,2460,1892340,6212,1892340
744,2460,1892570,6212,1892570
744,2460,1893040,6212,1893040
744,2460,1893510,6212,1893510
744,2460,1894320,6212,1894320
744,2460,1894540,6212,1894540
745,2468,1895190,6212,1895190
745,2468,1895840,6212,1895840
745,2468,1896310,6212,1896310
745,2468,1896310,6212,1896310
745,2468,1897310,6212,1897310
745,2468,1897630,6212,1897630
745,2468,1898090,6212,1898090
745,2468,1898740,6212,1898740
745,2468,1899060,6212,1899060
745,2468,1899380,6212,1899380
745,2468,1899700,6212,1899700
745,2468,1899860,6212,1899860
745,2468,1900090,6212,1900090
745,2468,1900560,6212,1900560
745,2468,1901150,6212,1901150
745,2468,1901150,6212,1901150
745,2468,1901620,6212,1901620
745,2468,1902430,6212,1902430
746,2476,1903240,6212,1903240
746,2476,1903790,6212,1903790
746,2476,1904110,6212,1904110
746,2476,1905110,6212,1905110
746,2476,1905920,6212,1905920
746,2476,1905920,6212,1905920
746,2476,1906390,6212,1906390
746,2476,1906710,6212,1906710
746,2476,1907080,6212,1907080
746,2476,1907400,6212,1907400
746,2476,1908210,6212,1908210
746,2476,1908680,6212,1908680
746,2476,1909490,6212,1909490
747,2484,1909810,6212,1909810
747,2484,1910040,6212,1910040
747,2484,1910510,6212,1910510
747,2484,1911510,6212,1911510
747,2484,1912320,6212,1912320
747,2484,1912320,6212,1912320
747,2484,1912320,6212,1912320
747,2484,1912550,6212,1912550
747,2484,1913020,6212,1913020
747,2484,1914020,6212,1914020
747,2484,1914610,6212,1914610
747,2484,1915080,6212,1915080
747,2484,1915890,6212,1915890
748,2492,1916700,6212,1916700
748,2492,1917700,6212,1917700
748,2492,1918170,6212,1918170
748,2492,1918980,6212,1918980
748,2492,1919300,6212,1919300
748,2492,1919620,6212,1919620
748,2492,1920090,6212,1920090
748,2492,1920900,6212,1920900
748,2492,1921130,6212,1921130
748,2492,1921450,6212,1921450
748,2492,1921450,6212,1921450
748,2492,1921770,6212,1921770
748,2492,1922580,6212,1922580
748,2492,1923050,6212,1923050
748,2492,1923520,6212,1923520
749,2500,1924520,6212,1924520
749,2500,1924990,6212,1924990
749,2500,1924990,6212,1924990
749,2500,1925800,6212,1925800
749,2500,1926610,6212,1926610
749,2500,1927080,6212,1927080
749,2500,1927540,6212,1927540
749,2500,1928350,6212,1928350
749,2500,1929160,6212,1929160
749,2500,1929810,6212,1929810
750,2508,1930620,6212,1930620
750,2508,1930620,6212,1930620
750,2508,1931430,6212,1931430
750,2508,1932240,6212,1932240
750,2508,1932710,6212,1932710
750,2508,1933170,6212,1933170
750,2508,1933170,6212,1933170
750,2508,1933640,6212,1933640
750,2508,1934290,6212,1934290
750,2508,1934760,6212,1934760
750,2508,1935410,6212,1935410
750,2508,1935880,6212,1935880
750,2508,1936100,6212,1936100
750,2508,1936750,6212,1936750
751,2516,1937220,6212,1937220
751,2516,1937540,6212,1937540
751,2516,1937540,6212,1937540
751,2516,1938020,6212,1938020
751,2516,1938830,6212,1938830
751,2516,1939290,6212,1939290
751,2516,1939840,6212,1939840
751,2516,1940840,6212,1940840
751,2516,1941650,6212,1941650
751,2516,1942460,6212,1942460
751,2516,1942460,6212,1942460
751,2516,1942690,6212,1942690
751,2516,1943690,6212,1943690
751,2516,1944160,6212,1944160
751,2516,1944380,6212,1944380
752,2524,1945190,6212,1945190
752,2524,1946190,6212,1946190
752,2524,1947000,6212,1947000
752,2524,1947320,6212,1947320
752,2524,1947640,6212,1947640
752,2524,1948110,6212,1948110
752,2524,1948700,6212,1948700
752,2524,1949700,6212,1949700
752,2524,1950510,6212,1950510
752,2524,1950980,6212,1950980
752,2524,1951790,6212,1951790
753,2532,1952260,6212,1952260
753,2532,1953260,6212,1953260
753,2532,1953910,6212,1953910
753,2532,1954720,6212,1954720
753,2532,1955190,6212,1955190
753,2532,1955510,6212,1955510
753,2532,1956320,6212,1956320
753,2532,1957130,6212,1957130
753,2532,1957940,6212,1957940
753,2532,1958410,6212,1958410
754,2540,1959060,6212,1959060
754,2540,1959870,6212,1959870
754,2540,1960680,6212,1960680
754,2540,1961150,6212,1961150
754,2540,1961960,6212,1961960
754,2540,1961960,6212,1961960
754,2540,1962430,6212,1962430
754,2540,1963240,6212,1963240
754,2540,1964240,6212,1964240
754,2540,1964610,6212,1964610
754,2540,1965080,6212,1965080
754,2540,1965400,6212,1965400
754,2540,1966400,6212,1966400
755,2548,1967210,6212,1967210
755,2548,1968020,6212,1968020
755,2548,1968490,6212,1968490
755,2548,1969300,6212,1969300
755,2548,1969950,6212,1969950
755,2548,1970500,6212,1970500
755,2548,1970970,6212,1970970
755,2548,1971440,6212,1971440
755,2548,1972250,6212,1972250
756,2556,1973250,6212,1973250
756,2556,1974060,6212,1974060
756,2556,1974870,6212,1974870
756,2556,1975680,6212,1975680
756,2556,1976000,6212,1976000
756,2556,1976470,6212,1976470
756,2556,1976470,6212,1976470
756,2556,1977280,6212,1977280
756,2556,1978090,6212,1978090
756,2556,1978090,6212,1978090
756,2556,1978410,6212,1978410
756,2556,1979410,6212,1979410
756,2556,1980220,6212,1980220
757,2564,1980690,6212,1980690
757,2564,1980920,6212,1980920
757,2564,1980920,6212,1980920
757,2564,1981380,6212,1981380
757,2564,1981610,6212,1981610
757,2564,1982420,6212,1982420
757,2564,1982740,6212,1982740
757,2564,1983550,6212,1983550
757,2564,1984200,6212,1984200
757,2564,1984670,6212,1984670
757,2564,1985140,6212,1985140
757,2564,1986140,6212,1986140
757,2564,1986610,6212,1986610
757,2564,1986610,6212,1986610
758,2572,1987420,6212,1987420
758,2572,1988230,6212,1988230
758,2572,1989230,6212,1989230
758,2572,1990040,6212,1990040
758,2572,1990510,6212,1990510
758,2572,1991100,6212,1991100
758,2572,1992100,6212,1992100
758,2572,1992910,6212,1992910
758,2572,1993380,6212,1993380
759,2580,2001380,6212,2001380
760,2588,2002190,6212,2002190
760,2588,2002410,6212,2002410
760,2588,2003220,6212,2003220
760,2588,2003870,6212,2003870
760,2588,2004680,6212,2004680
760,2588,2005490,6212,2005490
760,2588,2005720,6212,2005720
760,2588,2006530,6212,2006530
760,2588,2007530,6212,2007530
760,2588,2008340,6212,2008340
761,2596,2008810,6212,2008810
761,2596,2009280,6212,2009280
761,2596,2009280,6212,2009280
761,2596,2009750,6212,2009750
761,2596,2010750,6212,2010750
761,2596,2010970,6212,2010970
761,2596,2011430,6212,2011430
761,2596,2012240,6212,2012240
761,2596,2012710,6212,2012710
761,2596,2013260,6212,2013260
761,2596,2014070,6212,2014070
761,2596,2014070,6212,2014070
761,2596,2014880,6212,2014880
762,2604,2015690,6212,2015690
762,2604,2016160,6212,2016160
762,2604,2016380,6212,2016380
762,2604,2016850,6212,2016850
762,2604,2017660,6212,2017660
762,2604,2018310,6212,2018310
762,2604,2018780,6212,2018780
762,2604,2019250,6212,2019250
762,2604,2019570,6212,2019570
762,2604,2020040,6212,2020040
762,2604,2020510,6212,2020510
762,2604,2020510,6212,2020510
762,2604,2021320,6212,2021320
762,2604,2021320,6212,2021320
762,2604,2021870,6212,2021870
762,2604,2022030,6212,2022030
763,2612,2023030,6212,2023030
763,2612,2023500,6212,2023500
763,2612,2024500,6212,2024500
763,2612,2024820,6212,2024820
763,2612,2025820,6212,2025820
763,2612,2025820,6212,2025820
763,2612,2026630,6212,2026630
763,2612,2027100,6212,2027100
763,2612,2027570,6212,2027570
763,2612,2028380,6212,2028380
763,2612,2029190,6212,2029190
763,2612,2029660,6212,2029660
763,2612,2030130,6212,2030130
764,2620,2030940,6212,2030940
764,2620,2030940,6212,2030940
764,2620,2030940,6212,2030940
764,2620,2031410,6212,2031410
