ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
824595.83,36.55,23.85,591953.23,26.24
824618.31,36.56,23.87,591930.95,26.25
826201.96,36.65,23.96,594986.27,26.39
826223.6,36.67,23.98,594132.01,26.37
826116.39,36.68,23.99,594488.24,26.4
826447.7,36.7,24.01,594723.5,26.41
826447.7,36.7,24.01,594849.75,26.42
826266.45,36.71,24.02,594763.07,26.42
826103.71,36.72,24.03,594611.62,26.43
826103.71,36.72,24.03,594544.45,26.43
826451.01,36.74,24.05,594788.41,26.44
825733.46,36.73,24.03,594016.7,26.42
825626.25,36.74,24.05,594032.33,26.43
825626.25,36.74,24.05,594032.33,26.43
825791.51,36.76,24.06,593819.11,26.43
825791.51,36.76,24.06,594910.26,26.48
825722.16,36.77,24.08,594682.35,26.48
825487.54,36.78,24.08,594447.74,26.48
825125.04,36.79,24.1,594302.68,26.5
824943.79,36.8,24.11,594152.67,26.5
824943.79,36.8,24.11,594108.8,26.5
825275.1,36.82,24.13,594306.16,26.52
826427.03,36.89,24.2,594228.54,26.53
826281.11,36.9,24.21,594031.51,26.53
826157.07,36.91,24.22,594706.26,26.57
826028.83,36.92,24.23,594609.66,26.58
826551.66,36.95,24.25,597440.1,26.7
826551.66,36.95,24.25,597440.1,26.7
826616.39,36.96,24.27,597216.22,26.7
826928.46,36.98,24.29,597040.56,26.7
826765.72,36.99,24.3,596862.11,26.71
826756.34,37.01,24.32,596765.59,26.71
826647.58,37.01,24.32,596660.04,26.71
826667.35,37.02,24.33,596488.68,26.71
826828.41,37.04,24.35,596321.8,26.71
826669.51,37.05,24.36,596175.33,26.72
826695.54,37.06,24.37,595996.41,26.72
826717.17,37.08,24.39,597625.46,26.81
826571.26,37.09,24.4,597448.93,26.81
827410.62,37.15,24.45,600057.06,26.94
827613.51,37.15,24.46,600453.2,26.96
827866.8,37.17,24.48,600775.26,26.98
827776.18,37.19,24.49,600634.1,26.98
828068.79,37.21,24.52,601007.23,27.01
827690.26,37.2,24.51,600511.57,26.99
827523.32,37.21,24.52,600358.04,26.99
827523.32,37.21,24.52,600875.79,27.02
827530.83,37.22,24.53,600828.53,27.02
827361.84,37.23,24.54,600743.01,27.03
827194.9,37.24,24.55,600357.14,27.03
826699.54,37.23,24.54,599754.25,27.01
826575.5,37.24,24.55,599771.55,27.02
826697.5,37.25,24.56,600046.57,27.04
826196.25,37.24,24.54,599631.63,27.03
826417.03,37.26,24.56,599466.44,27.03
826254.29,37.27,24.57,599228.42,27.03
825737.69,37.26,24.56,598669.06,27.01
825591.77,37.27,24.57,599049.19,27.04
825429.03,37.28,24.58,598804.43,27.04
825266.29,37.29,24.59,599105.9,27.07
825085.04,37.29,24.6,598843.59,27.07
825354.58,37.31,24.62,599292.29,27.09
825230.54,37.33,24.63,599206.25,27.1
825565.39,37.36,24.67,599785.28,27.14
825919.3,37.38,24.68,600198.08,27.16
825738.05,37.39,24.69,600143.75,27.17
825575.31,37.4,24.7,599934.45,27.17
825575.31,37.4,24.7,599934.45,27.17
825575.31,37.4,24.7,599934.45,27.17
825381.8,37.4,24.71,599771.85,27.18
825411.67,37.42,24.73,600360.46,27.22
825049.17,37.44,24.74,600113.9,27.23
825324.95,37.46,24.76,600536.53,27.25
825483.96,37.47,24.78,601231.03,27.29
825082.71,37.47,24.77,600954.26,27.29
824913.72,37.48,24.78,600820.6,27.29
824720.21,37.48,24.79,600769.98,27.3
824347.88,37.47,24.78,600358.28,27.29
824347.88,37.47,24.78,600118.01,27.28
823969.36,37.47,24.77,599621.71,27.26
823989.13,37.48,24.79,599641.94,27.28
824015.16,37.49,24.8,599516.52,27.28
823626.63,37.49,24.79,599448.08,27.28
823626.63,37.49,24.79,599448.08,27.28
823463.89,37.5,24.8,599718.28,27.31
823826.15,37.52,24.82,600252.73,27.34
823212.21,37.56,24.87,600341.97,27.39
823504.82,37.58,24.89,600168.41,27.39
823504.82,37.58,24.89,601987.52,27.47
823547.68,37.59,24.9,601976.13,27.48
823437.94,37.61,24.91,603145.32,27.55
823519.5,37.62,24.93,603003.72,27.55
822851.71,37.66,24.97,603210.19,27.61
822851.71,37.66,24.97,603100.91,27.6
822575.02,37.68,24.99,602875.63,27.62
822406.03,37.69,25.0,602683.67,27.62
822260.12,37.7,25.01,603046.56,27.65
822078.87,37.71,25.02,603624.52,27.69
821885.36,37.72,25.03,603552.68,27.7
821600.26,37.74,25.05,604556.65,27.77
821600.26,37.74,25.05,604542.6,27.77
821223.47,37.73,25.04,604163.56,27.76
820603.27,37.78,25.08,604424.45,27.82
820440.53,37.79,25.09,604192.59,27.83
820316.5,37.8,25.1,604165.03,27.84
820153.75,37.81,25.11,604398.28,27.86
820046.54,37.82,25.13,604271.94,27.87
820046.54,37.82,25.13,604271.94,27.87
820086.87,37.84,25.14,603863.36,27.86
820127.2,37.85,25.16,603330.13,27.85
819945.95,37.86,25.17,603897.43,27.88
819966.99,37.86,25.17,603779.09,27.88
819231.65,37.85,25.15,603043.75,27.86
819253.28,37.86,25.17,605080.85,27.97
819318.01,37.88,25.19,604819.53,27.96
819318.01,37.88,25.19,604819.53,27.96
819124.5,37.89,25.2,604752.95,27.97
818943.25,37.9,25.21,605274.09,28.01
818857.77,37.9,25.21,605138.43,28.01
818237.57,37.94,25.25,605564.75,28.08
818237.57,37.94,25.25,605564.75,28.08
818137.81,37.95,25.26,604989.76,28.07
817942.38,37.95,25.26,604932.62,28.07
817942.38,37.95,25.26,604903.22,28.07
817942.38,37.95,25.26,604938.09,28.07
818199.59,37.98,25.29,604692.66,28.07
818281.14,38.0,25.31,604589.25,28.08
818135.23,38.01,25.32,604340.47,28.08
818135.23,38.01,25.32,604340.47,28.08
818089.74,38.02,25.33,604236.12,28.08
818302.76,38.04,25.35,603996.47,28.08
818140.02,38.05,25.36,603961.71,28.09
817958.77,38.06,25.37,603136.91,28.07
817979.8,38.06,25.37,603952.87,28.1
817786.29,38.07,25.38,604175.81,28.13
818491.7,38.12,25.43,604384.25,28.15
818345.79,38.13,25.44,604219.06,28.16
818345.79,38.13,25.44,604015.2,28.15
818009.74,38.13,25.43,604519.42,28.18
818009.74,38.13,25.43,604467.73,28.17
818281.31,38.15,25.45,604261.06,28.17
818112.32,38.16,25.46,604483.66,28.19
818042.97,38.17,25.48,604968.5,28.23
818212.08,38.19,25.5,606549.7,28.31
818212.08,38.19,25.5,606456.47,28.31
818018.57,38.2,25.51,606502.8,28.32
818230.19,38.22,25.53,606635.6,28.33
818225.45,38.23,25.54,606860.61,28.36
818031.94,38.24,25.55,606794.03,28.37
817924.73,38.25,25.56,606619.72,28.37
817800.69,38.27,25.57,606218.17,28.37
817619.44,38.28,25.58,605927.93,28.37
817240.92,38.27,25.57,605616.46,28.36
817603.18,38.29,25.6,605660.76,28.36
817314.71,38.31,25.62,606229.56,28.42
817314.71,38.31,25.62,606175.25,28.41
816694.52,38.35,25.66,606357.94,28.48
816535.63,38.36,25.67,606220.43,28.48
816368.68,38.37,25.68,606759.98,28.52
816433.41,38.39,25.7,606487.02,28.52
815916.0,38.38,25.69,605931.35,28.5
815747.0,38.39,25.7,605796.46,28.51
816154.22,38.42,25.73,606258.97,28.54
816180.24,38.43,25.74,606130.38,28.54
815986.73,38.44,25.75,606254.89,28.56
816283.55,38.46,25.77,606720.7,28.59
816090.04,38.47,25.78,607358.71,28.63
815908.79,38.48,25.79,607044.94,28.63
815904.05,38.5,25.81,607686.38,28.67
815925.87,38.51,25.82,607442.45,28.67
815925.87,38.51,25.82,607442.45,28.67
817945.08,38.63,25.94,607259.18,28.68
817763.83,38.64,25.94,607085.35,28.68
817763.83,38.64,25.94,607050.91,28.68
817594.84,38.65,25.95,607817.94,28.73
817421.28,38.66,25.97,607081.7,28.71
817309.31,38.66,25.96,607115.18,28.71
817115.43,38.65,25.96,606819.16,28.71
816991.39,38.67,25.97,606613.0,28.71
816273.85,38.65,25.96,605841.29,28.69
816281.36,38.66,25.97,605603.95,28.69
816347.17,38.68,25.99,605318.08,28.68
816202.22,38.68,25.99,605315.37,28.69
816259.43,38.68,25.99,606491.35,28.74
816259.43,38.68,25.99,606491.35,28.74
818128.66,38.79,26.1,606291.58,28.75
817828.94,38.78,26.09,605924.16,28.73
817635.43,38.79,26.1,606021.45,28.75
817489.51,38.8,26.11,605868.62,28.76
817296.0,38.81,26.12,606084.43,28.78
817360.73,38.83,26.14,606033.29,28.79
817167.22,38.84,26.15,605892.5,28.8
817006.16,38.85,26.16,606125.76,28.82
816812.65,38.86,26.17,606509.35,28.86
816096.34,38.85,26.15,605845.47,28.84
815915.09,38.86,26.16,606372.17,28.88
816818.17,38.9,26.21,607358.54,28.92
816649.18,38.91,26.22,607072.14,28.92
816503.27,38.92,26.23,606884.27,28.93
817269.02,38.96,26.26,607742.09,28.97
817269.02,38.96,26.26,607742.09,28.97
817290.84,38.97,26.28,607585.85,28.97
817166.8,38.99,26.29,607133.2,28.97
817516.8,39.01,26.32,606984.59,28.96
817354.06,39.02,26.33,607296.13,28.99
817354.06,39.02,26.33,607296.13,28.99
817187.11,39.03,26.34,607134.67,29.0
817555.62,39.05,26.36,607155.77,29.0
817608.86,39.07,26.38,607434.36,29.03
817608.86,39.07,26.38,607455.58,29.03
818008.3,39.11,26.42,606840.22,29.02
817909.12,39.13,26.43,607042.5,29.04
817740.13,39.14,26.45,606722.81,29.04
817595.17,39.13,26.44,606571.7,29.03
817595.17,39.13,26.44,606571.7,29.03
817487.96,39.15,26.46,606493.47,29.04
817528.71,39.15,26.46,607277.79,29.08
817347.46,39.16,26.47,607093.27,29.09
817699.86,39.25,26.56,606904.55,29.13
817604.43,39.27,26.57,606562.91,29.13
817466.93,39.28,26.59,606552.83,29.14
816985.37,39.27,26.58,606017.77,29.13
817005.14,39.28,26.59,606429.47,29.16
817005.14,39.28,26.59,606277.35,29.15
816838.19,39.3,26.6,606501.31,29.18
816656.94,39.31,26.61,606193.58,29.18
815972.23,39.29,26.6,605485.17,29.16
816363.39,39.32,26.63,605305.99,29.15
816377.18,39.33,26.64,605269.6,29.16
816403.2,39.35,26.65,605147.98,29.16
816568.46,39.37,26.67,604907.54,29.16
816468.7,39.38,26.69,605638.84,29.21
816299.71,39.39,26.7,605446.48,29.22
816153.8,39.4,26.71,605300.68,29.22
815646.46,39.39,26.7,604697.78,29.21
815479.51,39.4,26.71,604418.59,29.21
815432.15,39.42,26.73,604295.77,29.21
815308.12,39.43,26.74,603899.29,29.21
815141.17,39.45,26.75,603646.55,29.21
815141.17,39.45,26.75,603625.65,29.21
814959.92,39.46,26.76,602755.68,29.18
814959.92,39.46,26.76,602755.68,29.18
816271.94,39.54,26.85,604116.57,29.26
816147.9,39.55,26.86,604029.88,29.27
816495.3,39.58,26.88,606397.15,29.39
816388.09,39.59,26.9,606236.94,29.4
816342.6,39.6,26.91,606252.64,29.41
816342.6,39.6,26.91,606252.64,29.41
816258.21,39.6,26.91,606669.39,29.43
816113.2,39.62,26.92,606740.34,29.45
816463.2,39.64,26.95,607192.55,29.48
816339.16,39.65,26.96,607201.18,29.49
816193.25,39.66,26.97,607101.38,29.5
816210.07,39.66,26.97,606964.01,29.5
816041.08,39.68,26.98,606662.98,29.5
816320.71,39.7,27.01,606648.66,29.5
816210.98,39.71,27.02,608639.23,29.61
816468.95,39.74,27.04,608873.11,29.63
816468.95,39.74,27.04,608873.11,29.63
816744.73,39.76,27.07,608664.29,29.63
816575.74,39.77,27.08,609412.6,29.68
816820.76,39.79,27.1,609580.53,29.7
816828.27,39.81,27.12,609384.99,29.7
816630.27,39.8,27.11,609307.66,29.7
816461.28,39.81,27.12,609260.05,29.71
816280.03,39.82,27.13,609089.05,29.72
816098.78,39.83,27.14,608853.39,29.72
815974.75,39.85,27.16,608454.19,29.71
815667.21,39.84,27.15,608303.77,29.71
815506.15,39.85,27.16,608795.01,29.75
815225.14,39.88,27.19,609112.66,29.8
815043.89,39.89,27.2,608984.84,29.8
815039.15,39.9,27.21,609177.06,29.83
815039.15,39.9,27.21,609087.68,29.82
815407.66,39.93,27.24,608843.59,29.81
815283.62,39.94,27.25,608812.08,29.83
815291.14,39.96,27.27,608668.38,29.83
815286.4,39.97,27.28,609051.65,29.86
814907.87,39.97,27.27,608672.48,29.85
814924.7,39.97,27.27,608592.5,29.85
814800.66,39.98,27.29,608441.46,29.85
814693.45,39.99,27.3,608314.7,29.86
814569.41,40.01,27.32,608963.44,29.91
814423.5,40.02,27.33,608752.94,29.91
814895.26,40.06,27.37,609382.69,29.96
814714.01,40.07,27.38,609251.65,29.97
814971.29,40.1,27.4,609805.68,30.0
814971.29,40.1,27.4,609805.68,30.0
814777.78,40.11,27.41,609738.33,30.01
816275.04,40.2,27.51,610298.64,30.06
816275.04,40.2,27.51,610250.58,30.05
816108.1,40.21,27.52,609547.58,30.03
815939.11,40.22,27.53,609836.35,30.06
815797.4,40.24,27.54,610170.61,30.09
815650.98,40.23,27.54,610720.94,30.12
815812.03,40.25,27.56,611177.29,30.16
815807.29,40.27,27.58,611284.83,30.17
815873.1,40.29,27.6,611479.21,30.2
815663.06,40.29,27.6,611335.92,30.2
815469.55,40.3,27.61,611609.17,30.22
815295.99,40.31,27.62,610957.85,30.21
815150.07,40.32,27.63,611401.7,30.24
815171.11,40.32,27.63,611938.65,30.27
815063.9,40.34,27.65,611755.31,30.28
814901.16,40.35,27.66,612024.92,30.3
816434.33,40.45,27.75,614859.37,30.46
816776.44,40.47,27.78,615835.51,30.52
816776.44,40.47,27.78,615509.0,30.5
816607.44,40.49,27.79,615314.32,30.51
816866.58,40.52,27.83,615555.32,30.53
816866.58,40.52,27.83,615464.9,30.53
816874.1,40.54,27.84,615461.3,30.54
816884.19,40.54,27.84,615382.91,30.54
817043.2,40.56,27.87,615384.59,30.55
816935.99,40.57,27.88,615248.92,30.56
816935.99,40.57,27.88,615248.92,30.56
816767.0,40.58,27.89,615491.64,30.58
816573.49,40.59,27.9,615675.09,30.61
816573.49,40.59,27.9,615675.09,30.61
816898.15,40.63,27.93,615239.69,30.6
817175.62,40.65,27.96,616498.79,30.67
817175.62,40.65,27.96,616339.48,30.66
817012.88,40.66,27.97,616091.18,30.66
819326.05,40.79,28.1,619288.33,30.83
819677.67,40.82,28.13,620608.16,30.9
819508.68,40.83,28.14,621035.89,30.94
819932.72,40.86,28.17,621263.38,30.96
819932.72,40.86,28.17,621306.41,30.96
820093.77,40.88,28.19,622044.32,31.01
820101.29,40.9,28.2,621768.78,31.01
820123.11,40.91,28.22,621635.76,31.01
819941.86,40.92,28.23,621477.16,31.02
819941.86,40.92,28.23,621429.97,31.02
819941.86,40.92,28.23,621429.97,31.02
819949.38,40.94,28.25,622147.49,31.06
819949.38,40.94,28.25,622147.49,31.06
819949.38,40.94,28.25,622147.49,31.06
819979.67,40.94,28.25,622009.6,31.06
819810.68,40.95,28.26,621841.27,31.07
819581.27,40.95,28.26,621261.12,31.04
819435.35,40.96,28.27,621017.55,31.05
819430.61,40.98,28.29,621136.52,31.06
819237.1,40.99,28.3,621069.93,31.08
819091.19,41.0,28.31,620923.67,31.08
819110.96,41.02,28.33,620841.8,31.09
818929.71,41.03,28.34,621347.3,31.13
818929.71,41.03,28.34,621255.31,31.13
818736.2,41.04,28.35,621114.03,31.14
818736.2,41.04,28.35,621107.01,31.14
818628.99,41.06,28.37,620976.46,31.15
818959.4,41.1,28.4,621543.87,31.19
818800.51,41.11,28.42,621384.3,31.2
818598.66,41.1,28.41,621155.55,31.19
818872.22,41.14,28.45,620960.28,31.2
818690.97,41.15,28.46,621360.82,31.23
818582.2,41.15,28.45,621452.52,31.24
818847.75,41.17,28.48,621276.45,31.24
821552.95,41.31,28.61,625529.86,31.45
821569.78,41.31,28.61,626100.6,31.48
821462.56,41.32,28.63,625970.42,31.49
821462.56,41.32,28.63,625952.5,31.49
821470.85,41.33,28.64,625780.9,31.49
821319.89,41.35,28.65,624754.71,31.45
821319.89,41.35,28.65,624754.71,31.45
821173.98,41.36,28.67,624602.08,31.46
820980.47,41.37,28.68,624407.29,31.46
820799.22,41.38,28.69,624250.55,31.47
820692.01,41.4,28.7,624078.99,31.48
820692.01,41.4,28.7,624078.99,31.48
820498.5,41.41,28.72,623984.19,31.49
820257.49,41.41,28.72,623741.22,31.49
820096.43,41.42,28.73,623665.32,31.5
820535.26,41.45,28.76,624048.12,31.52
820535.26,41.45,28.76,624798.0,31.56
820535.26,41.45,28.76,624798.0,31.56
820354.01,41.46,28.77,624528.47,31.56
820172.76,41.47,28.78,624366.39,31.57
819804.23,41.46,28.77,623997.22,31.56
819635.24,41.48,28.78,623781.81,31.56
820468.91,41.54,28.85,623711.65,31.58
820306.17,41.55,28.86,623518.08,31.58
820124.92,41.56,28.87,623076.63,31.58
819931.41,41.57,28.88,623010.05,31.59
819931.41,41.57,28.88,623010.05,31.59
822249.91,41.7,29.01,624647.12,31.68
822270.1,41.7,29.01,624489.7,31.67
822270.1,41.7,29.01,624514.02,31.67
822076.59,41.71,29.02,624314.24,31.68
822243.53,41.74,29.04,624308.28,31.69
821973.58,41.77,29.07,624566.2,31.73
821973.58,41.77,29.07,624566.2,31.73
821973.58,41.77,29.07,624566.2,31.73
821804.59,41.78,29.09,624166.82,31.73
821658.68,41.79,29.1,623936.87,31.74
821465.17,41.8,29.11,623929.37,31.75
821464.45,41.82,29.13,623976.09,31.77
821861.32,41.87,29.17,623046.6,31.74
821861.32,41.87,29.17,623003.56,31.74
822713.94,41.92,29.23,623447.67,31.77
822335.42,41.91,29.22,623136.42,31.76
822703.93,41.94,29.24,623578.49,31.79
822182.7,41.93,29.23,623118.73,31.78
822182.7,41.93,29.23,623118.73,31.78
822088.92,41.93,29.23,623693.78,31.81
822088.92,41.93,29.23,624141.29,31.83
822364.7,41.95,29.26,624016.6,31.83
822722.39,41.97,29.28,623833.15,31.83
824035.64,42.06,29.37,625348.15,31.92
823872.9,42.08,29.38,625175.36,31.93
823691.65,42.09,29.4,625770.23,31.98
823553.62,42.1,29.41,625616.55,31.98
823390.88,42.12,29.42,625418.36,31.99
823283.67,42.13,29.44,625301.05,32.0
823348.4,42.15,29.46,625165.49,32.01
823179.41,42.17,29.47,624988.91,32.01
823016.67,42.18,29.49,624651.64,32.01
822892.63,42.19,29.5,624486.94,32.02
823095.52,42.2,29.51,624749.34,32.03
823653.99,42.25,29.56,624781.44,32.05
823344.53,42.25,29.56,624406.42,32.04
823163.28,42.26,29.57,624096.92,32.04
823189.31,42.28,29.59,624339.3,32.07
823082.1,42.3,29.6,624165.2,32.07
823101.87,42.32,29.62,624941.45,32.13
823142.2,42.34,29.64,624084.69,32.1
823411.74,42.36,29.67,624082.8,32.11
823242.75,42.37,29.68,624076.87,32.12
823242.75,42.37,29.68,624076.87,32.12
823242.75,42.37,29.68,624076.87,32.12
823118.71,42.39,29.7,624782.49,32.17
823726.42,42.44,29.75,624534.39,32.18
823887.47,42.46,29.77,624774.09,32.2
823946.24,42.47,29.77,624791.01,32.2
823941.5,42.48,29.79,624870.0,32.22
823760.25,42.5,29.8,624593.53,32.22
823782.07,42.52,29.82,625288.57,32.27
823588.56,42.53,29.84,625956.85,32.32
824144.57,42.58,29.89,626012.66,32.34
824422.03,42.6,29.91,625993.09,32.35
824486.76,42.62,29.93,626445.2,32.39
824652.02,42.65,29.95,626861.33,32.42
824458.51,42.66,29.97,626677.15,32.43
824838.98,42.68,29.99,627094.62,32.45
824838.98,42.68,29.99,627162.91,32.45
824702.29,42.68,29.99,627073.24,32.45
824533.3,42.69,30.0,626842.55,32.46
824423.57,42.71,30.02,626847.77,32.47
824582.58,42.73,30.04,626844.46,32.48
824413.59,42.75,30.05,626649.41,32.49
824232.34,42.76,30.07,626428.14,32.5
823853.81,42.75,30.06,626116.68,32.49
823853.81,42.75,30.06,625971.45,32.48
823925.33,42.75,30.06,626265.51,32.5
823764.27,42.77,30.07,627238.6,32.56
823622.56,42.78,30.09,627719.81,32.61
823429.05,42.79,30.1,627887.88,32.63
823247.8,42.81,30.11,627616.3,32.63
822596.84,42.86,30.17,627831.72,32.71
822403.33,42.87,30.18,627968.17,32.74
822209.82,42.89,30.19,628254.07,32.77
822085.78,42.9,30.21,628253.22,32.79
821924.73,42.92,30.22,629298.89,32.86
821824.97,42.93,30.24,629424.66,32.88
822092.48,42.96,30.27,629405.66,32.89
821929.74,42.97,30.28,629707.67,32.92
821551.21,42.96,30.27,629396.42,32.91
821369.96,42.98,30.28,629152.73,32.92
821188.71,42.99,30.3,628950.37,32.93
821007.22,42.99,30.3,628791.12,32.93
820861.31,43.01,30.31,628732.51,32.94
820868.82,43.03,30.33,628594.15,32.95
820722.91,43.04,30.35,628344.86,32.95
820520.06,43.04,30.35,627929.4,32.94
820444.33,43.06,30.37,627877.04,32.95
820263.08,43.07,30.38,628378.99,33.0
820069.57,43.08,30.39,628878.67,33.04
819876.06,43.1,30.4,628730.49,33.05
820133.34,43.12,30.43,628738.39,33.06
819966.39,43.14,30.44,628563.41,33.07
819772.88,43.15,30.46,628496.83,33.08
819794.7,43.17,30.47,629543.79,33.15
819416.18,43.16,30.47,629051.83,33.13
819249.23,43.17,30.48,629040.55,33.15
819082.28,43.19,30.49,628634.25,33.14
819089.8,43.2,30.51,628348.49,33.14
819347.07,43.23,30.54,629739.58,33.23
819223.04,43.25,30.55,629532.67,33.23
819708.37,43.28,30.58,630015.13,33.26
819545.63,43.29,30.6,629811.47,33.27
819545.63,43.29,30.6,629929.95,33.27
819823.22,43.32,30.63,630041.95,33.29
819830.74,43.34,30.65,629698.83,33.29
819856.76,43.36,30.67,629530.87,33.3
820077.55,43.39,30.7,629402.48,33.3
819896.3,43.4,30.71,629701.68,33.33
819702.79,43.41,30.72,629616.82,33.35
820071.3,43.44,30.75,629806.6,33.36
819475.87,43.5,30.81,630690.74,33.48
819313.13,43.52,30.82,630480.41,33.49
819189.09,43.53,30.84,630317.22,33.5
819065.05,43.55,30.86,631063.35,33.55
818953.08,43.55,30.86,631026.78,33.56
819012.25,43.56,30.87,631391.26,33.58
818831.0,43.58,30.88,631372.47,33.6
818479.82,43.57,30.88,630990.06,33.59
817962.41,43.56,30.87,630579.26,33.58
818447.11,43.61,30.92,631764.72,33.66
818728.14,43.65,30.96,632663.72,33.73
819038.42,43.68,30.98,634323.94,33.83
819038.42,43.68,30.98,634302.81,33.82
818715.81,43.67,30.98,633939.9,33.81
820199.73,43.77,31.08,633759.26,33.82
820199.73,43.77,31.08,633817.24,33.82
820058.32,43.79,31.1,633596.41,33.83
820058.32,43.79,31.1,633596.41,33.83
820296.35,43.81,31.12,634171.48,33.87
820129.4,43.83,31.14,633399.7,33.85
819982.49,43.82,31.13,633208.26,33.84
820064.04,43.85,31.16,633111.12,33.85
820071.56,43.87,31.18,633646.16,33.9
820349.37,43.89,31.2,634389.08,33.94
820168.12,43.91,31.21,634787.06,33.98
820189.15,43.91,31.22,634808.09,33.98
820481.76,43.93,31.24,635280.79,34.02
820288.25,43.95,31.26,635214.2,34.03
820288.25,43.95,31.26,635214.2,34.03
820142.34,43.96,31.27,634930.1,34.04
819832.85,43.96,31.27,634551.9,34.02
819663.86,43.97,31.28,634393.16,34.03
818996.07,44.03,31.34,634168.51,34.09
818827.08,44.05,31.35,634157.74,34.11
818818.42,44.07,31.38,634075.19,34.13
818724.64,44.07,31.38,633993.01,34.12
818787.86,44.09,31.4,631782.34,34.02
818626.8,44.11,31.42,632989.94,34.11
819073.44,44.14,31.45,633011.1,34.11
819073.44,44.14,31.45,633011.1,34.11
819058.6,44.16,31.47,633033.13,34.13
819334.38,44.18,31.49,633406.54,34.16
818805.49,44.18,31.49,632703.6,34.14
818426.96,44.17,31.48,632617.65,34.14
818233.45,44.18,31.49,632426.74,34.15
818233.45,44.18,31.49,632426.74,34.15
817857.43,44.18,31.49,632513.02,34.17
817356.18,44.17,31.48,632098.08,34.16
817187.19,44.19,31.49,632933.12,34.22
817141.7,44.2,31.51,632859.42,34.23
817017.67,44.22,31.53,632588.47,34.24
817221.63,44.25,31.55,632431.07,34.24
816720.38,44.23,31.54,631992.43,34.23
816613.16,44.25,31.56,632157.2,34.26
816513.41,44.27,31.58,633283.23,34.34
815862.44,44.33,31.64,632991.1,34.4
815681.19,44.35,31.65,632763.53,34.4
815939.16,44.37,31.68,633384.3,34.45
815759.44,44.38,31.69,632650.28,34.42
815613.53,44.4,31.71,632504.86,34.43
816044.3,44.42,31.73,632856.59,34.45
815987.57,44.45,31.75,632606.94,34.46
815806.32,44.46,31.77,633637.96,34.53
815637.33,44.47,31.78,633487.96,34.54
815513.29,44.49,31.8,633338.13,34.55
815782.82,44.52,31.83,633867.86,34.59
815778.08,44.54,31.85,634102.92,34.62
815654.04,44.56,31.86,633945.59,34.63
815366.15,44.55,31.86,633729.39,34.63
815184.9,44.57,31.88,633546.69,34.64
815075.16,44.59,31.89,633491.89,34.65
815324.16,44.61,31.92,634025.16,34.69
814945.64,44.6,31.91,633645.67,34.68
814821.6,44.62,31.93,633561.09,34.69
814888.15,44.63,31.94,635602.97,34.81
814725.41,44.64,31.95,635896.42,34.84
814725.41,44.64,31.95,635896.42,34.84
815068.5,44.67,31.98,637949.35,34.97
815032.14,44.68,31.99,637918.69,34.97
814514.72,44.67,31.98,637356.51,34.96
813986.24,44.66,31.96,636809.25,34.94
814336.24,44.68,31.99,637216.44,34.96
813771.51,44.68,31.98,636596.22,34.95
813781.19,44.7,32.01,636094.36,34.94
813781.19,44.7,32.01,635947.01,34.93
813599.94,44.71,32.02,636475.61,34.98
813599.94,44.71,32.02,636401.4,34.97
813406.43,44.73,32.03,636287.1,34.99
813337.08,44.75,32.05,635798.74,34.98
813949.66,44.79,32.1,636128.58,35.01
813281.87,44.85,32.16,636463.65,35.1
813112.88,44.87,32.18,637004.57,35.15
812734.36,44.86,32.17,636603.26,35.14
812610.32,44.88,32.19,636193.8,35.14
812503.11,44.9,32.2,636206.99,35.16
812960.88,44.95,32.25,636793.0,35.21
812814.97,44.96,32.27,636595.99,35.22
813184.21,45.01,32.32,638956.94,35.37
813184.21,45.01,32.32,638999.98,35.37
813184.21,45.01,32.32,638999.98,35.37
813424.83,45.05,32.36,639228.74,35.4
813265.94,45.06,32.37,639905.96,35.46
813084.69,45.08,32.39,640366.51,35.5
812707.89,45.07,32.38,639987.95,35.49
812526.64,45.08,32.39,640005.39,35.51
812333.13,45.1,32.41,639939.77,35.53
812139.62,45.11,32.42,639768.25,35.54
812139.62,45.11,32.42,639789.37,35.54
811958.37,45.13,32.44,640255.27,35.58
812119.42,45.15,32.46,639921.98,35.58
812284.68,45.18,32.49,640225.03,35.61
812125.92,45.17,32.48,639987.87,35.6
812125.92,45.17,32.48,639987.87,35.6
812001.88,45.19,32.5,640404.59,35.64
811793.88,45.19,32.49,640531.77,35.65
811789.14,45.21,32.51,640729.92,35.68
811595.63,45.22,32.53,640663.34,35.7
811740.4,45.23,32.54,640648.08,35.7
812078.14,45.26,32.56,641222.05,35.73
812097.91,45.28,32.59,641265.49,35.75
