ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
932725.21,19.27,6.57,518954.87,10.72
932556.22,19.27,6.57,518830.5,10.72
932414.52,19.27,6.57,518792.41,10.72
932957.59,19.28,6.59,518767.77,10.72
933081.39,19.29,6.59,518786.16,10.72
933081.39,19.29,6.59,519197.01,10.73
932918.65,19.29,6.59,518969.2,10.73
932918.65,19.29,6.59,519087.48,10.73
932755.91,19.29,6.6,519365.69,10.74
933120.21,19.3,6.6,518866.4,10.73
932957.47,19.3,6.6,518700.11,10.73
933390.05,19.31,6.61,518910.4,10.73
933227.31,19.31,6.62,518627.28,10.73
933484.52,19.32,6.62,518381.85,10.73
933315.53,19.32,6.63,518558.92,10.73
933122.02,19.32,6.63,518709.22,10.74
932980.31,19.32,6.63,518610.53,10.74
932980.31,19.32,6.63,518727.06,10.74
933104.11,19.33,6.63,518732.21,10.74
932941.37,19.33,6.63,518478.24,10.74
933065.17,19.33,6.64,518551.24,10.74
933443.59,19.34,6.65,518410.3,10.74
933274.6,19.34,6.65,518285.92,10.74
933105.61,19.34,6.65,518178.74,10.74
933229.41,19.35,6.66,518251.74,10.74
933091.91,19.35,6.66,518241.16,10.75
933111.68,19.35,6.66,518080.51,10.75
932948.94,19.35,6.66,517775.68,10.74
932982.6,19.35,6.66,517546.66,10.74
932961.2,19.36,6.67,517358.41,10.73
932798.46,19.36,6.67,517149.22,10.73
932203.03,19.36,6.67,516781.02,10.73
932203.03,19.36,6.67,516805.91,10.73
932326.83,19.37,6.68,516878.91,10.74
932352.85,19.37,6.68,516699.99,10.74
931988.43,19.38,6.69,516468.34,10.74
932263.43,19.39,6.7,516186.54,10.74
932397.92,19.4,6.7,516920.06,10.75
932204.41,19.4,6.7,516763.05,10.75
932023.16,19.4,6.7,516568.55,10.75
931860.42,19.4,6.71,516270.91,10.75
931860.42,19.4,6.71,516629.87,10.75
931984.22,19.4,6.71,516632.82,10.76
931790.71,19.4,6.71,516572.99,10.76
932035.72,19.41,6.72,516817.88,10.76
931866.73,19.41,6.72,516625.52,10.76
931845.34,19.42,6.72,516737.19,10.77
931676.35,19.42,6.72,516539.58,10.76
932651.11,19.44,6.74,517315.34,10.78
933213.43,19.45,6.76,517388.16,10.78
933044.44,19.45,6.76,517195.81,10.78
933209.7,19.46,6.76,516925.67,10.78
933209.7,19.46,6.76,517204.44,10.78
933596.19,19.46,6.77,517748.2,10.79
933414.94,19.47,6.77,517943.54,10.8
933252.19,19.47,6.77,517795.97,10.8
933538.73,19.47,6.78,517927.36,10.8
933662.53,19.48,6.79,517959.55,10.81
933499.79,19.48,6.79,518231.24,10.81
933337.05,19.48,6.79,518437.29,10.82
933143.54,19.48,6.79,518365.46,10.82
932950.03,19.48,6.79,518208.45,10.82
932756.52,19.48,6.79,518051.44,10.82
932756.52,19.48,6.79,517935.45,10.82
932880.32,19.49,6.79,517868.78,10.82
932902.14,19.49,6.8,517534.31,10.81
933067.4,19.5,6.8,517277.47,10.81
933062.66,19.5,6.81,517271.99,10.81
933207.85,19.5,6.81,517228.23,10.81
933331.65,19.51,6.82,517209.14,10.81
933966.04,19.52,6.83,517342.22,10.81
933797.05,19.52,6.83,517149.87,10.81
933628.06,19.53,6.83,516955.19,10.81
933465.32,19.53,6.83,516636.98,10.81
933491.34,19.53,6.84,516458.06,10.81
933486.6,19.53,6.84,516465.7,10.81
933486.6,19.53,6.84,516252.04,10.8
934874.58,19.57,6.87,517346.44,10.83
934767.37,19.57,6.88,517611.29,10.84
934441.89,19.57,6.88,517813.46,10.84
934248.38,19.57,6.88,517880.93,10.85
934616.89,19.58,6.89,518294.17,10.86
934740.69,19.59,6.89,518341.88,10.86
934571.7,19.59,6.89,518218.48,10.86
934566.96,19.59,6.9,518841.54,10.88
934404.22,19.59,6.9,518519.14,10.87
934222.97,19.59,6.9,518339.08,10.87
934085.47,19.59,6.9,518170.41,10.87
934382.28,19.6,6.91,518385.68,10.87
934382.28,19.6,6.91,518164.32,10.87
934219.54,19.6,6.91,517915.27,10.87
934343.34,19.61,6.91,517918.21,10.87
934174.35,19.61,6.92,517811.03,10.87
933980.84,19.61,6.92,517744.44,10.87
934006.87,19.61,6.92,517565.52,10.87
932991.48,19.62,6.93,517082.05,10.88
932828.74,19.62,6.93,516837.3,10.87
932666.0,19.62,6.93,516518.8,10.87
932687.03,19.62,6.93,516397.72,10.87
933049.29,19.63,6.94,516442.01,10.87
933069.07,19.64,6.95,516437.27,10.87
933088.85,19.64,6.95,516432.53,10.87
933088.85,19.64,6.95,516432.53,10.87
933366.66,19.65,6.96,516335.22,10.87
933937.25,19.66,6.97,516342.26,10.87
933768.26,19.66,6.97,516189.39,10.87
934037.79,19.67,6.98,516325.34,10.87
934369.11,19.68,6.99,516265.29,10.87
934492.91,19.69,6.99,516313.0,10.88
934492.18,19.69,7.0,516182.94,10.88
934900.24,19.7,7.01,516993.42,10.89
934737.5,19.7,7.01,516696.51,10.89
935021.55,19.71,7.02,516402.11,10.89
935016.81,19.71,7.02,516521.08,10.89
935046.26,19.71,7.02,516500.05,10.89
934883.52,19.71,7.02,516296.99,10.89
935007.32,19.72,7.03,516277.91,10.89
935036.76,19.72,7.03,516136.99,10.89
934689.17,19.73,7.04,515863.53,10.89
934812.97,19.74,7.05,515844.44,10.89
933797.58,19.75,7.06,515360.97,10.9
933604.07,19.75,7.06,515603.26,10.91
933008.64,19.75,7.06,515209.77,10.91
933253.65,19.76,7.07,515441.2,10.91
932953.41,19.76,7.07,515075.29,10.91
933077.21,19.77,7.08,515148.29,10.91
932883.7,19.77,7.08,515231.05,10.92
932948.43,19.77,7.08,515194.34,10.92
932824.39,19.78,7.08,515251.88,10.92
933100.17,19.78,7.09,515016.69,10.92
933125.41,19.78,7.09,515504.1,10.93
933780.46,19.8,7.11,515494.29,10.93
933611.47,19.8,7.11,515296.68,10.93
932596.09,19.81,7.12,515022.86,10.94
932433.35,19.81,7.12,514751.67,10.94
932239.84,19.81,7.12,514594.67,10.94
932077.1,19.81,7.12,514429.51,10.94
932389.66,19.82,7.13,514529.73,10.94
931775.72,19.83,7.14,514439.77,10.95
931612.98,19.83,7.14,514151.14,10.94
931642.43,19.83,7.14,513957.52,10.94
931448.92,19.83,7.14,513800.52,10.94
931324.88,19.83,7.14,513632.51,10.94
931569.89,19.84,7.15,513846.76,10.94
931127.17,19.83,7.14,513296.36,10.93
930111.78,19.84,7.15,512812.89,10.94
929975.1,19.84,7.15,513082.87,10.95
929598.3,19.84,7.14,513160.07,10.95
929431.36,19.84,7.14,513072.73,10.95
929268.62,19.84,7.15,512773.37,10.95
929544.4,19.85,7.15,513128.66,10.96
929828.46,19.85,7.16,513191.0,10.96
928813.07,19.87,7.17,512733.03,10.97
928791.68,19.87,7.18,512544.05,10.96
928628.94,19.87,7.18,512426.31,10.96
928767.88,19.88,7.19,513116.54,10.98
928598.89,19.88,7.19,513009.35,10.98
928452.47,19.88,7.18,512823.23,10.98
928061.5,19.87,7.18,512260.9,10.97
928061.5,19.87,7.18,512260.9,10.97
927963.48,19.87,7.18,512085.7,10.97
927800.74,19.87,7.18,512029.42,10.97
927638.0,19.87,7.18,511666.44,10.96
927950.57,19.88,7.19,511766.66,10.97
928117.94,19.89,7.2,511705.24,10.97
928459.08,19.9,7.21,511549.58,10.96
928459.08,19.9,7.21,511316.54,10.96
929002.16,19.91,7.22,511291.9,10.96
927986.78,19.93,7.23,510808.43,10.97
927793.27,19.93,7.23,511045.82,10.98
927599.76,19.93,7.23,510906.0,10.98
927406.25,19.93,7.23,510839.41,10.98
927243.51,19.93,7.24,510581.26,10.97
927500.72,19.94,7.25,510335.83,10.97
927745.17,19.94,7.25,510511.55,10.97
927582.43,19.95,7.25,510282.16,10.97
927866.49,19.95,7.26,509985.75,10.97
927703.75,19.95,7.26,509913.29,10.97
927703.75,19.95,7.26,509923.87,10.97
927541.01,19.96,7.26,510288.75,10.98
927568.72,19.96,7.27,510971.53,10.99
927433.62,19.96,7.27,510851.1,10.99
927709.41,19.97,7.28,510613.04,10.99
927985.19,19.98,7.28,510596.21,10.99
928004.97,19.98,7.29,510411.25,10.99
927811.46,19.98,7.29,510271.43,10.99
927927.8,19.98,7.29,511042.42,11.01
927758.81,19.98,7.29,510891.9,11.0
927412.5,19.98,7.29,510481.86,11.0
927218.99,19.98,7.29,510415.27,11.0
927581.25,19.99,7.3,510642.02,11.0
927576.5,19.99,7.3,510646.01,11.01
927889.07,20.0,7.31,510746.23,11.01
927695.56,20.0,7.31,510827.52,11.01
927549.65,20.0,7.31,511432.83,11.03
927411.62,20.0,7.31,511279.15,11.03
926396.23,20.02,7.32,510795.68,11.04
926396.23,20.02,7.32,510942.75,11.04
926422.26,20.02,7.33,510775.02,11.04
926448.28,20.03,7.33,510565.73,11.04
926834.77,20.03,7.34,511039.61,11.05
927397.09,20.05,7.36,511103.5,11.05
927203.59,20.05,7.36,511475.33,11.06
927229.61,20.05,7.36,511310.34,11.06
926069.03,20.06,7.37,510944.31,11.07
926098.48,20.06,7.37,510767.0,11.07
926098.48,20.06,7.37,510767.0,11.07
926180.04,20.07,7.38,510665.77,11.06
926180.04,20.07,7.38,511049.38,11.07
926046.74,20.07,7.38,510714.69,11.07
925519.2,20.06,7.37,510132.98,11.06
925514.45,20.07,7.37,510246.69,11.06
925535.49,20.07,7.37,510120.05,11.06
925535.49,20.07,7.37,510058.23,11.06
925372.75,20.07,7.37,509757.47,11.05
925210.01,20.07,7.37,509545.56,11.05
925772.33,20.08,7.39,509562.41,11.05
926211.15,20.09,7.4,509635.99,11.06
926334.95,20.1,7.41,509709.0,11.06
926969.34,20.11,7.42,509842.07,11.06
926795.78,20.12,7.42,509105.83,11.05
926633.04,20.12,7.42,508851.87,11.05
926439.53,20.12,7.42,508782.35,11.05
926465.56,20.12,7.43,508687.39,11.05
926491.59,20.12,7.43,508535.45,11.05
926318.03,20.13,7.43,507884.13,11.03
926441.83,20.13,7.44,507876.84,11.04
926248.32,20.13,7.44,507736.05,11.04
926085.58,20.13,7.44,507486.99,11.03
926398.14,20.14,7.45,507611.25,11.04
926204.63,20.14,7.45,507538.04,11.04
925917.85,20.14,7.45,507257.14,11.03
925748.86,20.14,7.45,507064.79,11.03
924733.48,20.16,7.46,506606.82,11.04
924759.51,20.16,7.47,506436.91,11.04
924566.0,20.16,7.47,506370.33,11.04
924397.01,20.16,7.47,506246.93,11.04
924228.02,20.16,7.47,506122.55,11.04
924065.28,20.16,7.47,505929.29,11.04
923871.77,20.16,7.47,506211.43,11.05
923995.56,20.17,7.48,506284.43,11.05
924119.36,20.18,7.48,506332.14,11.05
924019.6,20.18,7.49,506255.81,11.06
924143.4,20.19,7.49,506414.79,11.06
923980.66,20.19,7.49,506739.2,11.07
924250.19,20.19,7.5,506764.97,11.07
924502.53,20.2,7.51,506361.51,11.07
924778.31,20.21,7.52,506533.72,11.07
924671.1,20.21,7.52,506924.91,11.08
924057.16,20.22,7.52,507230.53,11.1
923770.38,20.22,7.52,506949.63,11.09
923607.64,20.22,7.52,507197.91,11.1
923438.65,20.22,7.52,507000.3,11.1
923245.14,20.22,7.52,506933.72,11.1
923271.16,20.22,7.53,506624.25,11.1
923516.18,20.23,7.54,507162.97,11.11
923353.44,20.23,7.54,506913.91,11.11
923348.69,20.23,7.54,506937.77,11.11
923624.48,20.24,7.55,507125.89,11.11
923900.26,20.25,7.56,506919.11,11.11
923731.27,20.25,7.56,506795.71,11.11
923855.07,20.26,7.56,506843.41,11.11
923692.33,20.26,7.57,507199.97,11.12
923613.48,20.26,7.57,506907.27,11.12
923450.74,20.26,7.57,507183.12,11.13
923691.37,20.27,7.58,507713.43,11.14
922988.24,20.26,7.57,507010.3,11.13
923264.03,20.27,7.58,507350.01,11.14
922248.64,20.28,7.59,506866.54,11.15
922248.64,20.28,7.59,506590.43,11.14
922081.69,20.28,7.59,506361.54,11.14
921914.75,20.28,7.59,505774.08,11.13
921807.53,20.29,7.59,505604.36,11.13
921832.78,20.29,7.59,506242.42,11.14
921639.27,20.29,7.59,506102.6,11.14
921736.86,20.29,7.6,507960.73,11.18
922099.12,20.3,7.61,508005.03,11.18
921991.91,20.3,7.61,507916.19,11.18
922248.45,20.31,7.62,508138.59,11.19
922079.46,20.31,7.62,508015.18,11.19
922099.23,20.31,7.62,508010.44,11.19
922119.01,20.32,7.62,507825.49,11.19
921925.5,20.32,7.62,507931.8,11.19
921783.79,20.32,7.63,508732.82,11.21
921646.29,20.32,7.63,508471.1,11.21
921483.55,20.32,7.63,508393.76,11.21
921509.58,20.33,7.63,508341.36,11.21
921509.58,20.33,7.63,508120.0,11.21
921402.37,20.33,7.63,508100.78,11.21
921208.86,20.33,7.64,508031.27,11.21
921046.12,20.33,7.64,507724.7,11.21
920852.61,20.33,7.64,507658.11,11.21
920689.87,20.33,7.64,508018.7,11.22
921002.43,20.34,7.65,508118.92,11.22
921002.43,20.34,7.65,507938.71,11.22
920839.69,20.34,7.65,507625.23,11.21
920732.48,20.34,7.65,507499.11,11.21
920569.74,20.34,7.65,507339.41,11.21
920589.52,20.35,7.66,507334.67,11.21
920227.02,20.35,7.66,507070.48,11.21
920350.82,20.36,7.66,507284.37,11.22
920350.82,20.36,7.66,507280.88,11.22
920474.61,20.36,7.67,507264.54,11.22
920731.83,20.37,7.68,507019.11,11.22
920562.84,20.37,7.68,506911.05,11.22
920393.84,20.38,7.68,506803.86,11.22
920517.64,20.38,7.69,506836.06,11.22
920789.22,20.39,7.7,506688.93,11.22
921120.53,20.4,7.71,506703.87,11.22
920951.54,20.4,7.71,506506.27,11.22
920681.59,20.4,7.71,506197.16,11.22
920518.85,20.4,7.71,505968.15,11.22
920388.8,20.41,7.71,504986.76,11.2
920247.09,20.41,7.72,505520.43,11.21
920270.48,20.41,7.72,504916.2,11.2
921109.6,20.43,7.74,505388.65,11.21
920916.09,20.43,7.74,505293.84,11.21
920722.58,20.43,7.74,505227.26,11.21
921107.25,20.44,7.75,504944.34,11.21
920926.0,20.44,7.75,504764.92,11.2
921183.22,20.45,7.76,504508.21,11.2
921459.0,20.46,7.77,504284.26,11.2
921459.0,20.46,7.77,504287.73,11.2
921420.06,20.47,7.78,504103.68,11.2
921257.32,20.47,7.78,503994.52,11.2
921094.58,20.47,7.78,503784.12,11.2
921370.36,20.48,7.79,503977.53,11.2
921494.16,20.49,7.79,504019.92,11.2
921659.42,20.49,7.8,504284.34,11.21
921552.2,20.49,7.8,504474.32,11.22
921406.29,20.5,7.8,504287.53,11.22
921432.32,20.5,7.81,504214.74,11.22
921806.84,20.51,7.82,504220.12,11.22
921972.09,20.52,7.82,504011.08,11.22
922264.71,20.53,7.83,503895.19,11.21
922118.79,20.53,7.83,504415.53,11.23
921956.05,20.53,7.84,504706.48,11.24
921822.76,20.53,7.84,504494.87,11.24
920807.37,20.54,7.85,504036.91,11.25
920644.63,20.54,7.85,503837.63,11.24
920481.89,20.55,7.85,503522.14,11.24
921116.29,20.56,7.87,503655.21,11.24
921137.32,20.56,7.87,503554.51,11.24
920991.41,20.56,7.87,503855.07,11.25
921115.21,20.57,7.88,503840.46,11.25
920952.47,20.57,7.88,503630.06,11.25
921320.97,20.58,7.89,503826.47,11.26
921340.75,20.59,7.89,503821.73,11.26
921751.76,20.6,7.9,504047.68,11.26
921912.81,20.6,7.91,503613.54,11.25
922364.61,20.62,7.92,503640.63,11.26
922171.1,20.62,7.92,503568.79,11.26
922197.12,20.62,7.93,503349.83,11.25
921181.74,20.63,7.94,502866.36,11.26
921019.0,20.63,7.94,502595.44,11.26
921019.0,20.63,7.94,502330.5,11.25
921294.78,20.64,7.95,502128.96,11.25
921187.57,20.65,7.95,501962.47,11.25
921207.35,20.65,7.96,501957.73,11.25
921236.79,20.65,7.96,501780.41,11.25
921236.79,20.65,7.96,502650.46,11.27
921262.03,20.65,7.96,503164.51,11.28
921068.53,20.65,7.96,503450.09,11.29
921406.27,20.66,7.97,503923.15,11.3
920792.32,20.66,7.97,504161.66,11.31
920916.12,20.67,7.98,504145.32,11.32
920941.36,20.67,7.98,504657.99,11.33
920967.39,20.68,7.98,504586.77,11.33
921224.6,20.69,8.0,504330.05,11.33
921061.86,20.69,8.0,504165.27,11.32
920899.12,20.69,8.0,503953.2,11.32
920732.17,20.69,8.0,503790.09,11.32
920538.66,20.69,8.0,503872.85,11.33
920783.68,20.7,8.01,504510.65,11.34
920783.68,20.7,8.01,504250.62,11.34
920066.13,20.69,7.99,503490.2,11.32
919050.74,20.7,8.01,503006.73,11.33
919174.54,20.71,8.02,503054.43,11.33
919011.8,20.71,8.02,502760.63,11.33
919380.31,20.72,8.03,502516.54,11.33
918784.88,20.73,8.03,502106.15,11.33
918591.37,20.73,8.03,501966.33,11.33
918903.93,20.74,8.04,502066.55,11.33
918741.19,20.74,8.04,501816.32,11.33
918986.21,20.74,8.05,502306.49,11.34
919110.01,20.75,8.06,502290.15,11.34
918947.27,20.75,8.06,502083.96,11.34
919200.55,20.76,8.07,502459.95,11.35
919200.55,20.76,8.07,502340.81,11.35
919585.23,20.77,8.08,502540.52,11.35
919611.25,20.78,8.08,502312.93,11.35
919448.51,20.78,8.08,502029.39,11.34
919681.08,20.78,8.09,503731.96,11.38
919487.57,20.78,8.09,503662.82,11.39
919611.37,20.79,8.1,503735.82,11.39
918979.88,20.78,8.09,502996.66,11.38
918817.14,20.78,8.09,502741.36,11.37
918454.64,20.78,8.09,502477.17,11.37
918261.13,20.79,8.09,502410.58,11.37
917896.7,20.8,8.1,502178.93,11.38
916881.32,20.81,8.12,501695.46,11.39
916888.84,20.81,8.12,502076.0,11.4
917259.03,20.82,8.13,501798.72,11.39
917090.04,20.83,8.13,501578.26,11.39
917652.36,20.84,8.15,501651.08,11.39
917458.85,20.84,8.15,501584.5,11.39
916839.86,20.85,8.15,501036.83,11.39
916532.33,20.84,8.15,500853.28,11.39
916527.58,20.84,8.15,500860.92,11.39
916364.84,20.85,8.15,500610.69,11.39
916202.1,20.85,8.15,500408.16,11.39
916039.36,20.85,8.16,500155.54,11.38
915932.15,20.85,8.16,500618.31,11.4
916339.36,20.86,8.17,501591.25,11.42
916172.41,20.86,8.17,501180.17,11.41
915809.91,20.86,8.17,501010.13,11.41
915835.94,20.87,8.18,500820.13,11.41
915204.45,20.86,8.17,500080.97,11.4
914189.07,20.87,8.18,499597.5,11.41
914557.58,20.88,8.19,499838.25,11.41
914394.84,20.88,8.19,499626.17,11.41
914227.89,20.88,8.19,499239.84,11.4
914227.89,20.88,8.19,499132.14,11.4
914060.94,20.89,8.19,500154.68,11.43
914060.94,20.89,8.19,499974.46,11.42
914086.97,20.89,8.2,499792.76,11.42
913928.2,20.89,8.19,499744.55,11.42
913734.69,20.89,8.2,499842.17,11.43
913899.95,20.89,8.2,500042.59,11.43
913899.95,20.89,8.2,499968.38,11.43
913899.95,20.89,8.2,499883.66,11.43
913730.96,20.9,8.2,499776.47,11.43
913877.71,20.9,8.21,500328.97,11.44
913892.92,20.91,8.21,499856.12,11.43
913892.92,20.91,8.21,499748.42,11.43
914038.11,20.91,8.22,499704.65,11.43
913875.37,20.91,8.22,499550.12,11.43
913999.17,20.92,8.23,499511.27,11.43
913832.22,20.92,8.23,499230.04,11.43
913832.22,20.92,8.23,499155.83,11.43
913125.61,20.91,8.22,498406.48,11.41
912775.37,20.91,8.22,498586.85,11.42
913044.91,20.92,8.23,498611.15,11.42
913210.16,20.92,8.23,498352.17,11.42
913043.22,20.93,8.23,499329.27,11.44
913405.48,20.94,8.24,499373.78,11.45
913211.97,20.94,8.24,499301.94,11.45
913882.88,20.96,8.26,499399.1,11.45
914006.68,20.96,8.27,499380.02,11.45
913813.17,20.96,8.27,499791.03,11.47
914088.95,20.97,8.28,499975.44,11.47
913953.86,20.97,8.28,499855.01,11.47
913562.88,20.97,8.28,499292.68,11.46
913541.49,20.97,8.28,499169.65,11.46
913372.5,20.97,8.28,499197.33,11.46
913496.3,20.98,8.29,499200.28,11.47
913327.31,20.98,8.29,499093.09,11.47
912311.92,21.0,8.31,498609.62,11.48
911296.54,21.01,8.32,498126.15,11.49
910281.15,21.03,8.34,497642.68,11.5
910732.95,21.04,8.35,497669.77,11.5
910724.3,21.05,8.35,497734.42,11.5
910969.31,21.06,8.36,498107.6,11.51
910775.8,21.06,8.36,497964.94,11.51
910613.06,21.06,8.36,498213.01,11.52
910613.06,21.06,8.36,498213.01,11.52
911051.88,21.07,8.38,497999.3,11.52
911175.68,21.08,8.38,498047.0,11.52
911008.73,21.08,8.38,498603.22,11.54
911132.53,21.08,8.39,498650.93,11.54
910430.77,21.07,8.38,497864.66,11.52
910268.03,21.07,8.38,497615.17,11.52
910268.03,21.07,8.38,497513.25,11.52
910099.04,21.08,8.38,497315.65,11.52
910374.82,21.08,8.39,497500.55,11.52
910520.01,21.09,8.39,497456.78,11.52
910928.07,21.1,8.41,498259.76,11.54
910928.07,21.1,8.41,498220.94,11.54
910648.5,21.09,8.4,498006.88,11.54
910668.28,21.1,8.41,498002.14,11.54
909652.9,21.11,8.42,497518.67,11.55
909918.44,21.12,8.43,497791.79,11.55
910231.01,21.13,8.44,497916.05,11.56
910089.3,21.13,8.44,498195.51,11.57
909073.92,21.15,8.46,497712.04,11.58
909073.92,21.15,8.46,498120.23,11.59
908726.32,21.16,8.47,497846.77,11.59
908563.58,21.16,8.47,497754.6,11.59
907548.2,21.18,8.49,497271.13,11.6
907574.22,21.18,8.49,497086.01,11.6
907594.0,21.19,8.5,496901.06,11.6
907869.78,21.2,8.5,497049.67,11.6
907707.04,21.2,8.51,496721.24,11.6
907525.79,21.2,8.51,496857.07,11.61
907649.59,21.21,8.51,496904.77,11.61
907679.04,21.21,8.51,496751.55,11.61
907965.58,21.21,8.52,496882.94,11.61
907802.84,21.21,8.52,496670.86,11.61
907640.1,21.22,8.52,496460.46,11.6
907915.88,21.22,8.53,496211.83,11.6
907753.14,21.23,8.53,495889.42,11.6
907590.4,21.23,8.53,495633.16,11.59
907835.41,21.23,8.54,495847.4,11.6
907672.67,21.24,8.54,495605.31,11.6
907672.67,21.24,8.54,495605.31,11.6
907509.93,21.24,8.54,495304.55,11.59
907411.92,21.24,8.55,495129.35,11.59
907796.59,21.25,8.56,495359.18,11.59
907826.04,21.25,8.56,495152.93,11.59
907632.53,21.25,8.56,495083.41,11.59
907439.02,21.25,8.56,495016.83,11.59
906996.3,21.24,8.55,494466.43,11.58
907272.08,21.25,8.56,494466.28,11.58
907395.88,21.26,8.57,494469.23,11.59
907233.14,21.26,8.57,494322.47,11.58
907070.4,21.26,8.57,494096.3,11.58
906901.41,21.26,8.57,493984.95,11.58
905886.02,21.28,8.59,493501.48,11.59
905692.51,21.28,8.59,493429.64,11.59
905718.54,21.29,8.59,493244.02,11.59
905900.63,21.29,8.6,493114.45,11.59
904885.24,21.31,8.62,492630.98,11.6
905009.04,21.32,8.62,492649.37,11.6
904827.79,21.32,8.63,492450.53,11.6
904658.8,21.32,8.63,492345.6,11.6
904824.06,21.33,8.63,492082.34,11.6
904630.55,21.33,8.63,491942.52,11.6
905029.3,21.34,8.64,492444.14,11.61
904905.26,21.34,8.65,492913.62,11.62
904905.26,21.34,8.65,492913.62,11.62
904905.26,21.34,8.65,492965.68,11.62
904795.52,21.34,8.65,494111.59,11.65
904632.78,21.34,8.65,493898.34,11.65
904470.04,21.34,8.65,493646.11,11.65
904631.09,21.35,8.66,494298.68,11.67
904523.88,21.35,8.66,494116.62,11.66
904941.01,21.37,8.67,494001.48,11.66
903925.63,21.38,8.69,493518.01,11.67
903951.65,21.39,8.69,493879.66,11.68
904313.91,21.4,8.7,493923.95,11.69
904132.66,21.4,8.7,493745.23,11.68
903969.92,21.4,8.71,494042.31,11.69
903989.7,21.4,8.71,494037.57,11.7
904604.47,21.42,8.73,494000.06,11.7
904441.73,21.42,8.73,494172.52,11.7
904278.99,21.42,8.73,493969.47,11.7
904278.99,21.42,8.73,494038.87,11.7
904524.0,21.43,8.74,494405.48,11.71
904198.52,21.43,8.74,494007.68,11.71
904218.3,21.44,8.75,494002.94,11.71
904463.31,21.45,8.75,494713.82,11.73
904739.09,21.45,8.76,494477.38,11.73
904570.1,21.46,8.76,494279.77,11.72
904907.84,21.47,8.77,494758.69,11.74
904745.1,21.47,8.77,495035.03,11.75
904551.59,21.47,8.77,494895.21,11.74
904986.21,21.48,8.79,495335.83,11.76
904823.47,21.48,8.79,495170.68,11.75
904843.25,21.48,8.79,495165.94,11.76
904701.54,21.49,8.79,495106.74,11.76
904532.55,21.49,8.79,494982.36,11.76
904532.55,21.49,8.79,494682.75,11.75
904845.11,21.5,8.81,494782.97,11.76
904682.37,21.5,8.81,494555.87,11.75
904927.39,21.51,8.82,494787.31,11.76
904785.68,21.51,8.82,495104.96,11.77
904793.2,21.51,8.82,494775.86,11.76
905239.83,21.53,8.83,495155.07,11.77
905235.09,21.53,8.84,495448.16,11.78
905111.05,21.53,8.84,495236.46,11.78
905111.05,21.53,8.84,494986.38,11.78
904973.55,21.53,8.84,495525.35,11.79
905535.87,21.55,8.86,495598.17,11.79
905535.87,21.55,8.86,495752.02,11.8
905535.87,21.55,8.86,496296.85,11.81
905701.13,21.56,8.86,496059.9,11.81
905532.14,21.56,8.87,496401.58,11.82
905844.71,21.57,8.88,496501.8,11.82
904829.32,21.59,8.89,496018.33,11.83
904599.44,21.58,8.89,495607.86,11.82
904599.44,21.58,8.89,495592.2,11.82
904369.55,21.58,8.89,495955.98,11.83
904395.57,21.58,8.89,496323.24,11.85
903380.19,21.6,8.91,495839.77,11.86
903417.93,21.61,8.91,495233.53,11.84
903417.93,21.61,8.91,495233.53,11.84
903255.19,21.61,8.92,494967.41,11.84
903073.94,21.61,8.92,495068.73,11.85
903094.97,21.61,8.92,495995.78,11.87
902932.23,21.61,8.92,495780.11,11.87
902763.24,21.61,8.92,495996.68,11.87
902930.62,21.62,8.93,495969.53,11.88
907591.19,21.74,9.04,496798.74,11.9
908246.24,21.75,9.06,496852.17,11.9
908016.88,21.75,9.06,496413.85,11.89
908042.9,21.76,9.06,496192.84,11.89
907880.16,21.76,9.06,495982.44,11.89
907772.95,21.76,9.07,496296.96,11.9
908017.97,21.77,9.08,496934.76,11.91
907824.46,21.77,9.08,496862.92,11.91
907850.48,21.77,9.08,496678.88,11.91
907681.49,21.77,9.08,496555.48,11.91
907707.52,21.78,9.09,496471.61,11.91
907733.55,21.78,9.09,496313.26,11.91
907591.84,21.79,9.09,495916.98,11.9
907617.87,21.79,9.1,495742.84,11.9
907874.4,21.8,9.11,495396.97,11.9
907711.66,21.8,9.11,495634.93,11.9
908004.27,21.81,9.12,495508.57,11.9
907841.53,21.81,9.12,495815.39,11.91
908098.81,21.82,9.13,495866.5,11.92
907936.07,21.82,9.13,496162.0,11.93
907742.56,21.82,9.13,496021.2,11.92
907750.07,21.83,9.13,496439.28,11.94
907154.64,21.83,9.14,497139.25,11.97
907154.64,21.83,9.14,497139.25,11.97
907424.18,21.84,9.15,497163.55,11.97
