ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_367d-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
976,5223,1894320,6212,1894320
976,5223,1894320,6212,1894320
976,5223,1894690,6212,1894690
977,5225,1895500,6212,1895500
978,5233,1903500,6212,1903500
978,5233,1903960,6212,1903960
979,5241,1904770,6212,1904770
979,5241,1905770,6212,1905770
980,5249,1913770,6212,1913770
980,5249,1913770,6212,1913770
981,5257,1917770,6212,1917770
981,5257,1918770,6212,1918770
982,5265,1926770,6212,1926770
982,5265,1927580,6212,1927580
983,5267,1928390,6212,1928390
983,5267,1928860,6212,1928860
983,5267,1929860,6212,1929860
983,5267,1930860,6212,1930860
984,5275,1931860,6212,1931860
984,5275,1931860,6212,1931860
985,5283,1931860,6212,1931860
985,5283,1932860,6212,1932860
985,5283,1933860,6212,1933860
985,5283,1934330,6212,1934330
985,5283,1935330,6212,1935330
985,5283,1936330,6212,1936330
985,5283,1936800,6212,1936800
985,5283,1937800,6212,1937800
985,5283,1937800,6212,1937800
985,5283,1938800,6212,1938800
985,5283,1939610,6212,1939610
985,5283,1939770,6212,1939770
985,5283,1939770,6212,1939770
985,5283,1940770,6212,1940770
985,5283,1941770,6212,1941770
986,5284,1942580,6212,1942580
986,5284,1943050,6212,1943050
987,5292,1944050,6212,1944050
987,5292,1945050,6212,1945050
987,5292,1946050,6212,1946050
988,5294,1947050,6212,1947050
989,5302,1955050,6212,1955050
989,5302,1956050,6212,1956050
989,5302,1956860,6212,1956860
989,5302,1957510,6212,1957510
990,5310,1965510,6212,1965510
991,5318,1966510,6212,1966510
991,5318,1967510,6212,1967510
991,5318,1968510,6212,1968510
991,5318,1969160,6212,1969160
991,5318,1970160,6212,1970160
991,5318,1970270,6212,1970270
991,5318,1971270,6212,1971270
991,5318,1971270,6212,1979270
991,5318,1971270,6212,1979270
991,5318,1972270,6212,1980270
991,5318,1973270,6212,1981270
991,5318,1974270,6212,1982270
991,5318,1974920,6212,1982920
991,5318,1975920,6212,1983920
991,5318,1976390,6212,1984390
992,5326,1984390,6212,1992390
992,5326,1985200,6212,1993200
993,5328,1985520,6212,1993520
993,5328,1986520,6212,1994520
993,5328,1987520,6212,1995520
994,5330,1988330,6212,1996330
995,5332,1988790,6212,1996790
995,5332,1989790,6212,1997790
995,5332,1990790,6212,1998790
995,5332,1990790,6212,1998790
995,5332,1991260,6212,1999260
995,5332,1993260,6212,2001260
996,5334,1994070,6212,2002070
996,5334,1994540,6212,2002540
996,5334,1995010,6212,2003010
997,5336,1996010,6212,2004010
997,5336,1996330,6212,2004330
997,5336,1997330,6212,2005330
997,5336,1998330,6212,2006330
997,5336,1998560,6212,2006560
997,5336,1999560,6212,2007560
998,5338,2000370,6212,2008370
998,5338,2001370,6212,2009370
999,5340,2002370,6212,2010370
999,5340,2002370,6212,2010370
1000,5348,2003180,6212,2011180
1000,5348,2004180,6212,2012180
1000,5348,2004650,6212,2012650
1000,5348,2005650,6212,2013650
1000,5348,2006460,6212,2014460
1000,5348,2006680,6212,2014680
1000,5348,2007490,6212,2015490
1000,5348,2008490,6212,2016490
1000,5348,2008490,6212,2016490
1000,5348,2009490,6212,2017490
1001,5356,2009960,6212,2017960
1001,5356,2009960,6212,2017960
1001,5356,2009960,6212,2017960
1001,5356,2010610,6212,2018610
1001,5356,2011610,6212,2019610
1002,5364,2012420,6212,2020420
1003,5372,2020420,6212,2028420
1003,5372,2020740,6212,2028740
1003,5372,2020740,6212,2028740
1003,5372,2021060,6212,2029060
1003,5372,2021870,6212,2029870
1004,5380,2029870,6212,2037870
1004,5380,2030870,6212,2038870
1004,5380,2030870,6212,2038870
1004,5380,2031870,6212,2039870
1004,5380,2032870,6212,2040870
1004,5380,2032870,6212,2040870
1004,5380,2033870,6212,2041870
1004,5380,2034870,6212,2042870
1004,5380,2035680,6212,2043680
1004,5380,2036680,6212,2044680
1005,5388,2037000,6212,2045000
1005,5388,2037320,6212,2045320
1005,5388,2038130,6212,2046130
1005,5388,2039130,6212,2047130
1005,5388,2040130,6212,2048130
1005,5388,2040600,6212,2048600
1005,5388,2041600,6212,2049600
1005,5388,2042410,6212,2050410
1006,5390,2043410,6212,2051410
1006,5390,2044220,6212,2052220
1006,5390,2045030,6212,2053030
1006,5390,2046030,6212,2054030
1006,5390,2046840,6212,2054840
1006,5390,2047390,6212,2055390
1006,5390,2048390,6212,2056390
1006,5390,2048860,6212,2056860
1006,5390,2049860,6212,2057860
1006,5390,2050330,6212,2058330
1006,5390,2051330,6212,2059330
1006,5390,2052330,6212,2060330
1006,5390,2053140,6212,2061140
1006,5390,2057140,6212,2065140
1006,5390,2057140,6212,2073140
1007,5392,2057610,6212,2073610
1007,5392,2058420,6212,2074420
1007,5392,2058420,6212,2074420
1008,5400,2066420,6212,2082420
1008,5400,2066420,6212,2082420
1008,5400,2067420,6212,2083420
1008,5400,2067890,6212,2083890
1008,5400,2068890,6212,2084890
1008,5400,2069890,6212,2085890
1008,5400,2070360,6212,2086360
1008,5400,2071360,6212,2087360
1008,5400,2072010,6212,2088010
1008,5400,2073010,6212,2089010
1009,5402,2073010,6212,2089010
1010,5404,2073010,6212,2089010
1011,5412,2074010,6212,2090010
1011,5412,2074330,6212,2090330
1011,5412,2075330,6212,2091330
1011,5412,2075980,6212,2091980
1011,5412,2076790,6212,2092790
1011,5412,2077790,6212,2093790
1011,5412,2079790,6212,2095790
1011,5412,2080110,6212,2096110
1011,5412,2080660,6212,2096660
1011,5412,2081660,6212,2097660
1011,5412,2082660,6212,2098660
1011,5412,2083660,6212,2099660
1011,5412,2084660,6212,2100660
1011,5412,2084880,6212,2100880
1011,5412,2085100,6212,2101100
1011,5412,2085100,6212,2101100
1011,5412,2086100,6212,2102100
1011,5412,2086420,6212,2102420
1011,5412,2086420,6212,2102420
1011,5412,2087420,6212,2103420
1011,5412,2087420,6212,2103420
1012,5414,2088420,6212,2104420
1012,5414,2089230,6212,2105230
1012,5414,2090230,6212,2106230
1012,5414,2090230,6212,2106230
1013,5416,2091230,6212,2107230
1014,5420,2092230,6212,2108230
1015,5428,2093230,6212,2109230
1015,5428,2093450,6212,2109450
1015,5428,2093920,6212,2109920
1015,5428,2094920,6212,2110920
1016,5430,2095920,6212,2111920
1016,5430,2096920,6212,2112920
1016,5430,2097730,6212,2113730
1016,5430,2098730,6212,2114730
1017,5431,2099730,6212,2115730
1018,5433,2099960,6212,2115960
1018,5433,2100280,6212,2116280
1018,5433,2101090,6212,2117090
1018,5433,2102090,6212,2118090
1019,5441,2102410,6212,2118410
1019,5441,2102640,6212,2118640
1020,5443,2103640,6212,2119640
1021,5445,2104190,6212,2120190
1022,5447,2105190,6212,2121190
1022,5447,2106190,6212,2122190
1022,5447,2106190,6212,2122190
1023,5449,2107190,6212,2123190
1023,5449,2108190,6212,2124190
1023,5449,2109190,6212,2125190
1023,5449,2109190,6212,2125190
1023,5449,2110190,6212,2126190
1024,5451,2111190,6212,2127190
1024,5451,2112190,6212,2128190
1024,5451,2113000,6212,2129000
1024,5451,2114000,6212,2130000
1024,5451,2115000,6212,2131000
1024,5451,2116000,6212,2132000
1025,5459,2124000,6212,2140000
1025,5459,2125000,6212,2141000
1025,5459,2125590,6212,2141590
1025,5459,2125700,6212,2141700
1025,5459,2125700,6212,2141700
1026,5463,2126700,6212,2142700
1026,5463,2127700,6212,2143700
1027,5465,2128700,6212,2144700
1027,5465,2129020,6212,2145020
1027,5465,2129340,6212,2145340
1027,5465,2130340,6212,2146340
1027,5465,2134340,6212,2150340
1027,5465,2135340,6212,2151340
1027,5465,2135660,6212,2151660
1027,5465,2135660,6212,2159660
1027,5465,2136660,6212,2160660
1027,5465,2137660,6212,2161660
1028,5467,2138660,6212,2162660
1029,5475,2140660,6212,2164660
1029,5475,2148660,6212,2172660
1030,5477,2149660,6212,2173660
1031,5485,2153660,6212,2177660
1031,5485,2153660,6212,2177660
1031,5485,2154470,6212,2178470
1031,5485,2154940,6212,2178940
1031,5485,2162940,6212,2186940
1031,5485,2162940,6212,2186940
1031,5485,2163590,6212,2187590
1032,5487,2164400,6212,2188400
1032,5487,2166400,6212,2190400
1033,5489,2167400,6212,2191400
1033,5489,2167720,6212,2191720
1034,5497,2168720,6212,2192720
1034,5497,2169530,6212,2193530
1035,5499,2169530,6212,2193530
1035,5499,2170340,6212,2194340
1035,5499,2171340,6212,2195340
1036,5501,2172340,6212,2196340
1036,5501,2173340,6212,2197340
1036,5501,2174340,6212,2198340
1036,5501,2175340,6212,2199340
1036,5501,2176150,6212,2200150
1037,5509,2177150,6212,2201150
1037,5509,2179150,6212,2203150
1037,5509,2180150,6212,2204150
1037,5509,2180620,6212,2204620
1038,5517,2188620,6212,2212620
1038,5517,2188850,6212,2212850
1039,5519,2189660,6212,2213660
1039,5519,2189660,6212,2213660
1039,5519,2190130,6212,2214130
1040,5527,2191130,6212,2215130
1040,5527,2191290,6212,2215290
1040,5527,2192290,6212,2216290
1040,5527,2193100,6212,2217100
1041,5535,2201100,6212,2225100
1041,5535,2201100,6212,2225100
1041,5535,2202100,6212,2226100
1041,5535,2203100,6212,2227100
1041,5535,2203910,6212,2227910
1041,5535,2204560,6212,2228560
1042,5539,2205370,6212,2229370
1042,5539,2207370,6212,2231370
1043,5541,2208370,6212,2232370
1043,5541,2208690,6212,2232690
1043,5541,2209340,6212,2233340
1043,5541,2210340,6212,2234340
1043,5541,2214340,6212,2238340
1043,5541,2215340,6212,2239340
1043,5541,2216340,6212,2240340
1043,5541,2217340,6212,2241340
1043,5541,2218340,6212,2242340
1043,5541,2219340,6212,2243340
1043,5541,2220340,6212,2244340
1043,5541,2221340,6212,2245340
1044,5549,2229340,6212,2253340
1045,5557,2237340,6212,2261340
1046,5559,2238340,6212,2262340
1047,5561,2239150,6212,2263150
1047,5561,2240150,6212,2264150
1047,5561,2241150,6212,2265150
1047,5561,2242150,6212,2266150
1047,5561,2243150,6212,2267150
1047,5561,2243150,6212,2267150
1047,5561,2243620,6212,2267620
1047,5561,2244620,6212,2268620
1048,5569,2252620,6212,2276620
1048,5569,2253620,6212,2277620
1048,5569,2253620,6212,2277620
1049,5577,2261620,6212,2285620
1049,5577,2262430,6212,2286430
1050,5585,2263430,6212,2287430
1050,5585,2264430,6212,2288430
1051,5593,2272430,6212,2296430
1052,5601,2280430,6212,2304430
1052,5601,2280430,6212,2304430
1052,5601,2281430,6212,2305430
1053,5603,2282430,6212,2306430
1053,5603,2282590,6212,2306590
1053,5603,2283590,6212,2307590
1054,5605,2285590,6212,2309590
1055,5607,2285810,6212,2309810
1055,5607,2286810,6212,2310810
1055,5607,2287460,6212,2311460
1055,5607,2288460,6212,2312460
1055,5607,2289460,6212,2313460
1055,5607,2289930,6212,2313930
1055,5607,2290390,6212,2314390
1055,5607,2291390,6212,2315390
1055,5607,2291710,6212,2315710
1056,5615,2292520,6212,2316520
1057,5623,2300520,6212,2324520
1057,5623,2301520,6212,2325520
1057,5623,2301520,6212,2325520
1057,5623,2302520,6212,2326520
1057,5623,2303520,6212,2327520
1057,5623,2303990,6212,2327990
1058,5631,2311990,6212,2335990
1058,5631,2312800,6212,2336800
1058,5631,2313800,6212,2337800
1058,5631,2314800,6212,2338800
1058,5631,2315800,6212,2339800
1059,5639,2316610,6212,2340610
1059,5639,2316960,6212,2340960
1059,5639,2317960,6212,2341960
1059,5639,2317960,6212,2341960
1059,5639,2318960,6212,2342960
1059,5639,2319430,6212,2343430
1059,5639,2320240,6212,2344240
1059,5639,2320240,6212,2344240
1059,5639,2321240,6212,2345240
1059,5639,2322050,6212,2346050
1060,5641,2323050,6212,2347050
1060,5641,2324050,6212,2348050
1061,5643,2324860,6212,2348860
1062,5651,2325860,6212,2349860
1062,5651,2326090,6212,2350090
1062,5651,2327090,6212,2351090
1063,5655,2328090,6212,2352090
1063,5655,2329090,6212,2353090
1063,5655,2329090,6212,2353090
1063,5655,2329090,6212,2353090
1063,5655,2330090,6212,2354090
1063,5655,2330360,6212,2354360
1063,5655,2331360,6212,2355360
1063,5655,2331360,6212,2355360
1063,5655,2332170,6212,2356170
1063,5655,2333170,6212,2357170
1063,5655,2334170,6212,2358170
1063,5655,2334400,6212,2358400
1064,5659,2335400,6212,2359400
1064,5659,2336400,6212,2360400
1065,5667,2337400,6212,2361400
1065,5667,2338400,6212,2362400
1066,5669,2339400,6212,2363400
1066,5669,2340210,6212,2364210
1066,5669,2341210,6212,2365210
1067,5677,2342020,6212,2366020
1067,5677,2343020,6212,2367020
1067,5677,2343020,6212,2367020
1067,5677,2343490,6212,2367490
1067,5677,2344300,6212,2368300
1067,5677,2345110,6212,2369110
1068,5679,2345480,6212,2369480
1068,5679,2345480,6212,2369480
1068,5679,2346480,6212,2370480
1068,5679,2347480,6212,2371480
1068,5679,2348480,6212,2372480
1068,5679,2348480,6212,2372480
1068,5679,2349480,6212,2373480
1068,5679,2349950,6212,2373950
1068,5679,2349950,6212,2373950
1068,5679,2350760,6212,2374760
1068,5679,2354760,6212,2378760
1069,5681,2355760,6212,2379760
1070,5689,2363760,6212,2387760
1070,5689,2363990,6212,2387990
1070,5689,2364990,6212,2388990
1070,5689,2365990,6212,2389990
1071,5691,2366990,6212,2390990
1072,5693,2366990,6212,2390990
1072,5693,2367990,6212,2391990
1072,5693,2368990,6212,2392990
1072,5693,2369990,6212,2393990
1072,5693,2370800,6212,2394800
1072,5693,2371030,6212,2395030
1072,5693,2371030,6212,2395030
1072,5693,2371260,6212,2395260
1072,5693,2371730,6212,2395730
1072,5693,2372200,6212,2396200
1072,5693,2373200,6212,2397200
1072,5693,2374200,6212,2398200
1072,5693,2374670,6212,2398670
1072,5693,2374670,6212,2398670
1072,5693,2375670,6212,2399670
1072,5693,2377670,6212,2401670
1072,5693,2378670,6212,2402670
1073,5701,2386670,6212,2410670
1073,5701,2387480,6212,2411480
1073,5701,2388480,6212,2412480
1073,5701,2389480,6212,2413480
1074,5709,2390480,6212,2414480
1074,5709,2391290,6212,2415290
1074,5709,2392290,6212,2416290
1074,5709,2393100,6212,2417100
1074,5709,2393570,6212,2417570
1075,5717,2394040,6212,2418040
1075,5717,2395040,6212,2419040
1075,5717,2395500,6212,2419500
1075,5717,2395500,6212,2419500
1075,5717,2396150,6212,2420150
1075,5717,2396800,6212,2420800
1075,5717,2396800,6212,2420800
1075,5717,2398800,6212,2422800
1075,5717,2399260,6212,2423260
1075,5717,2400260,6212,2424260
1075,5717,2401260,6212,2425260
1075,5717,2401910,6212,2425910
1075,5717,2402720,6212,2426720
1076,5719,2402950,6212,2426950
1077,5727,2403950,6212,2427950
1077,5727,2403950,6212,2427950
1078,5729,2403950,6212,2427950
1078,5729,2404420,6212,2428420
1078,5729,2405070,6212,2429070
1078,5729,2406070,6212,2430070
1078,5729,2406540,6212,2430540
1078,5729,2406540,6212,2430540
1078,5729,2407010,6212,2431010
1078,5729,2407660,6212,2431660
1079,5731,2408660,6212,2432660
1079,5731,2409470,6212,2433470
1080,5735,2410470,6212,2434470
1081,5743,2418470,6212,2442470
1082,5745,2418790,6212,2442790
1082,5745,2419790,6212,2443790
1082,5745,2420790,6212,2444790
1082,5745,2421020,6212,2445020
1082,5745,2421240,6212,2445240
1082,5745,2421560,6212,2445560
1082,5745,2422370,6212,2446370
1082,5745,2426370,6212,2450370
1082,5745,2426370,6212,2450370
1082,5745,2427370,6212,2451370
1082,5745,2428370,6212,2452370
1082,5745,2429370,6212,2453370
1082,5745,2430370,6212,2454370
1083,5747,2431180,6212,2455180
1083,5747,2431500,6212,2455500
1083,5747,2432150,6212,2456150
1083,5747,2433150,6212,2457150
1083,5747,2433960,6212,2457960
1083,5747,2435960,6212,2459960
1083,5747,2436430,6212,2460430
1083,5747,2436800,6212,2460800
1084,5755,2437030,6212,2461030
1084,5755,2438030,6212,2462030
1085,5757,2439030,6212,2463030
1085,5757,2441030,6212,2465030
1085,5757,2442030,6212,2466030
1086,5761,2442840,6212,2466840
1086,5761,2443160,6212,2467160
1086,5761,2444160,6212,2468160
1086,5761,2445160,6212,2469160
1086,5761,2445160,6212,2469160
1086,5761,2445970,6212,2469970
1086,5761,2446970,6212,2470970
1086,5761,2447200,6212,2471200
1086,5761,2448200,6212,2472200
1086,5761,2449200,6212,2473200
1086,5761,2450200,6212,2474200
1086,5761,2450520,6212,2474520
1086,5761,2451520,6212,2475520
1086,5761,2452330,6212,2476330
1087,5763,2453330,6212,2477330
1087,5763,2453650,6212,2477650
1088,5771,2461650,6212,2485650
1088,5771,2462650,6212,2486650
1088,5771,2463650,6212,2487650
1088,5771,2464460,6212,2488460
1088,5771,2464690,6212,2488690
1088,5771,2465010,6212,2489010
1089,5773,2466010,6212,2490010
1089,5773,2466010,6212,2490010
1089,5773,2466820,6212,2490820
1089,5773,2467820,6212,2491820
1089,5773,2468820,6212,2492820
1090,5775,2469140,6212,2493140
1090,5775,2469140,6212,2493140
1090,5775,2470140,6212,2494140
1090,5775,2471140,6212,2495140
1091,5777,2472140,6212,2496140
1091,5777,2473140,6212,2497140
1091,5777,2473610,6212,2497610
1091,5777,2474080,6212,2498080
1092,5785,2482080,6212,2506080
1093,5793,2490080,6212,2514080
1093,5793,2491080,6212,2515080
1093,5793,2492080,6212,2516080
1094,5795,2493080,6212,2517080
1094,5795,2494080,6212,2518080
1094,5795,2495080,6212,2519080
1094,5795,2496080,6212,2520080
1094,5795,2496080,6212,2520080
1095,5797,2496730,6212,2520730
1095,5797,2497730,6212,2521730
1096,5799,2498730,6212,2522730
1096,5799,2499730,6212,2523730
1096,5799,2500730,6212,2524730
1096,5799,2501200,6212,2525200
1096,5799,2502200,6212,2526200
1096,5799,2503200,6212,2527200
1096,5799,2503200,6212,2527200
1096,5799,2504200,6212,2528200
1096,5799,2505200,6212,2529200
1097,5801,2505670,6212,2529670
1097,5801,2505830,6212,2529830
1097,5801,2506830,6212,2530830
1097,5801,2507640,6212,2531640
1097,5801,2508450,6212,2532450
1098,5809,2516450,6212,2540450
1098,5809,2517450,6212,2541450
1098,5809,2518450,6212,2542450
1099,5811,2519260,6212,2543260
1099,5811,2520070,6212,2544070
1100,5819,2528070,6212,2552070
1100,5819,2529070,6212,2553070
1100,5819,2530070,6212,2554070
1100,5819,2534070,6212,2558070
1100,5819,2535070,6212,2559070
1100,5819,2535070,6212,2559070
1100,5819,2535300,6212,2559300
1101,5827,2536300,6212,2560300
1102,5829,2538300,6212,2562300
1102,5829,2538770,6212,2562770
1103,5831,2539580,6212,2563580
1103,5831,2540050,6212,2564050
1103,5831,2541050,6212,2565050
1103,5831,2542050,6212,2566050
1103,5831,2542600,6212,2566600
1103,5831,2543410,6212,2567410
1103,5831,2544410,6212,2568410
1103,5831,2544410,6212,2568410
1103,5831,2544410,6212,2568410
1103,5831,2545410,6212,2569410
1103,5831,2546220,6212,2570220
1103,5831,2547030,6212,2571030
1103,5831,2548030,6212,2572030
1103,5831,2549030,6212,2573030
1103,5831,2549030,6212,2573030
1103,5831,2549500,6212,2573500
1103,5831,2549730,6212,2573730
1103,5831,2550540,6212,2574540
1103,5831,2551190,6212,2575190
1103,5831,2552000,6212,2576000
1103,5831,2552000,6212,2576000
1103,5831,2552810,6212,2576810
1103,5831,2553810,6212,2577810
1103,5831,2553810,6212,2577810
1103,5831,2554810,6212,2578810
1103,5831,2555280,6212,2579280
1103,5831,2555280,6212,2579280
1103,5831,2556090,6212,2580090
1103,5831,2556900,6212,2580900
1103,5831,2557710,6212,2581710
1103,5831,2558180,6212,2582180
1103,5831,2558340,6212,2582340
1103,5831,2559340,6212,2583340
1103,5831,2560340,6212,2584340
1104,5839,2568340,6212,2592340
1104,5839,2569150,6212,2593150
1104,5839,2569370,6212,2593370
1104,5839,2570370,6212,2594370
1104,5839,2570370,6212,2594370
1104,5839,2571370,6212,2595370
1105,5841,2572370,6212,2596370
1105,5841,2572840,6212,2596840
1105,5841,2573650,6212,2597650
1105,5841,2574650,6212,2598650
1105,5841,2575110,6212,2599110
1105,5841,2576110,6212,2600110
1105,5841,2576110,6212,2600110
1106,5843,2576920,6212,2600920
1106,5843,2577470,6212,2601470
1106,5843,2577790,6212,2601790
1106,5843,2578790,6212,2602790
1106,5843,2579600,6212,2603600
1106,5843,2579600,6212,2603600
1106,5843,2579820,6212,2603820
1106,5843,2580820,6212,2604820
1106,5843,2581630,6212,2605630
1106,5843,2582280,6212,2606280
1106,5843,2583280,6212,2607280
1106,5843,2584090,6212,2608090
1106,5843,2584900,6212,2608900
1107,5851,2585710,6212,2609710
1107,5851,2585710,6212,2609710
1107,5851,2586710,6212,2610710
1107,5851,2587710,6212,2611710
1108,5853,2588520,6212,2612520
1108,5853,2589520,6212,2613520
1108,5853,2589990,6212,2613990
1108,5853,2590800,6212,2614800
1108,5853,2590800,6212,2614800
1108,5853,2591800,6212,2615800
1108,5853,2591800,6212,2615800
1108,5853,2593800,6212,2617800
1108,5853,2594270,6212,2618270
1109,5855,2594270,6212,2618270
1109,5855,2596270,6212,2620270
1109,5855,2596740,6212,2620740
1109,5855,2596900,6212,2620900
1109,5855,2597220,6212,2621220
1109,5855,2598220,6212,2622220
1110,5863,2606220,6212,2630220
1110,5863,2606440,6212,2630440
1110,5863,2606670,6212,2630670
1110,5863,2606670,6212,2630670
1110,5863,2607670,6212,2631670
1110,5863,2607670,6212,2631670
1110,5863,2607990,6212,2631990
1110,5863,2607990,6212,2631990
1110,5863,2608800,6212,2632800
1110,5863,2608800,6212,2632800
1110,5863,2609800,6212,2633800
1110,5863,2610800,6212,2634800
1111,5871,2610800,6212,2634800
1111,5871,2618800,6212,2642800
1111,5871,2618800,6212,2642800
1111,5871,2619800,6212,2643800
1111,5871,2620800,6212,2644800
1111,5871,2621800,6212,2645800
1111,5871,2622800,6212,2646800
1111,5871,2623270,6212,2647270
1111,5871,2623270,6212,2647270
1111,5871,2624080,6212,2648080
1111,5871,2624240,6212,2648240
1111,5871,2625240,6212,2649240
1111,5871,2625710,6212,2649710
1111,5871,2626710,6212,2650710
1111,5871,2627710,6212,2651710
1111,5871,2631710,6212,2655710
1111,5871,2632710,6212,2656710
1111,5871,2633180,6212,2657180
1111,5871,2634180,6212,2658180
1111,5871,2634180,6212,2658180
1112,5873,2634400,6212,2658400
1112,5873,2634870,6212,2658870
1112,5873,2635870,6212,2659870
1113,5875,2636460,6212,2660460
1113,5875,2637460,6212,2661460
1113,5875,2638270,6212,2662270
1113,5875,2639270,6212,2663270
1113,5875,2639590,6212,2663590
1113,5875,2640590,6212,2664590
1113,5875,2641060,6212,2665060
1113,5875,2641870,6212,2665870
1113,5875,2642870,6212,2666870
1114,5877,2643330,6212,2667330
1114,5877,2644330,6212,2668330
1114,5877,2645140,6212,2669140
1114,5877,2645300,6212,2669300
1114,5877,2646300,6212,2670300
1114,5877,2647300,6212,2671300
1114,5877,2647300,6212,2671300
1114,5877,2648300,6212,2672300
1114,5877,2649300,6212,2673300
1114,5877,2650110,6212,2674110
1114,5877,2651110,6212,2675110
1114,5877,2652110,6212,2676110
1114,5877,2652430,6212,2676430
1114,5877,2653240,6212,2677240
1114,5877,2653240,6212,2677240
1114,5877,2654240,6212,2678240
1115,5879,2655240,6212,2679240
1115,5879,2656050,6212,2680050
1115,5879,2657050,6212,2681050
1115,5879,2657520,6212,2681520
1115,5879,2658520,6212,2682520
1115,5879,2659330,6212,2683330
1115,5879,2660330,6212,2684330
1116,5881,2661330,6212,2685330
1116,5881,2665330,6212,2689330
1116,5881,2665800,6212,2689800
1116,5881,2666800,6212,2690800
1116,5881,2667610,6212,2691610
1116,5881,2668610,6212,2692610
1116,5881,2669420,6212,2693420
1116,5881,2670420,6212,2694420
1116,5881,2670890,6212,2694890
1116,5881,2671700,6212,2695700
1116,5881,2672700,6212,2696700
1116,5881,2673700,6212,2697700
1116,5881,2673700,6212,2697700
1116,5881,2674700,6212,2698700
1116,5881,2675700,6212,2699700
1116,5881,2675700,6212,2699700
1117,5883,2676700,6212,2700700
1118,5885,2677170,6212,2701170
1118,5885,2677980,6212,2701980
1118,5885,2685980,6212,2709980
1118,5885,2685980,6212,2709980
1118,5885,2685980,6212,2717980
1118,5885,2686450,6212,2718450
1118,5885,2690450,6212,2722450
1118,5885,2691450,6212,2723450
1118,5885,2692450,6212,2724450
1118,5885,2693260,6212,2725260
1118,5885,2693480,6212,2725480
1118,5885,2695480,6212,2727480
1118,5885,2699480,6212,2731480
1118,5885,2700480,6212,2732480
1118,5885,2700480,6212,2732480
1118,5885,2701290,6212,2733290
1118,5885,2702290,6212,2734290
1118,5885,2704290,6212,2736290
1118,5885,2705290,6212,2737290
1118,5885,2705760,6212,2737760
1118,5885,2706760,6212,2738760
1118,5885,2706760,6212,2738760
1118,5885,2706760,6212,2738760
1118,5885,2706760,6212,2738760
1118,5885,2707410,6212,2739410
1118,5885,2708410,6212,2740410
1119,5886,2708780,6212,2740780
1119,5886,2709780,6212,2741780
1119,5886,2710780,6212,2742780
1119,5886,2711780,6212,2743780
1119,5886,2712780,6212,2744780
1119,5886,2713780,6212,2745780
1119,5886,2713780,6212,2745780
1119,5886,2714780,6212,2746780
1119,5886,2715780,6212,2747780
1120,5894,2723780,6212,2755780
1120,5894,2724780,6212,2756780
1120,5894,2725250,6212,2757250
1120,5894,2725900,6212,2757900
1120,5894,2726900,6212,2758900
1120,5894,2727710,6212,2759710
1120,5894,2727710,6212,2759710
1120,5894,2728710,6212,2760710
1120,5894,2729710,6212,2761710
1120,5894,2730710,6212,2762710
1121,5896,2731710,6212,2763710
1121,5896,2731710,6212,2763710
1121,5896,2732520,6212,2764520
1121,5896,2733520,6212,2765520
1121,5896,2733520,6212,2765520
1121,5896,2734520,6212,2766520
1121,5896,2735520,6212,2767520
1121,5896,2736330,6212,2768330
1121,5896,2737330,6212,2769330
1121,5896,2738330,6212,2770330
1121,5896,2739330,6212,2771330
1121,5896,2740330,6212,2772330
1121,5896,2741330,6212,2773330
1121,5896,2741650,6212,2773650
1121,5896,2742110,6212,2774110
1121,5896,2742920,6212,2774920
1122,5904,2750920,6212,2782920
1122,5904,2750920,6212,2782920
1123,5906,2751390,6212,2783390
1123,5906,2752390,6212,2784390
1123,5906,2753200,6212,2785200
1123,5906,2753430,6212,2785430
1124,5908,2754430,6212,2786430
1124,5908,2755430,6212,2787430
1125,5910,2756430,6212,2788430
1125,5910,2757430,6212,2789430
1125,5910,2757660,6212,2789660
1125,5910,2757660,6212,2789660
1125,5910,2758660,6212,2790660
1125,5910,2759310,6212,2791310
1125,5910,2760310,6212,2792310
1125,5910,2760310,6212,2792310
1125,5910,2761120,6212,2793120
1125,5910,2761590,6212,2793590
1125,5910,2762400,6212,2794400
1125,5910,2762950,6212,2794950
1125,5910,2763950,6212,2795950
1125,5910,2764420,6212,2796420
1125,5910,2765420,6212,2797420
1125,5910,2769420,6212,2801420
1125,5910,2770420,6212,2802420
1125,5910,2770420,6212,2802420
1125,5910,2770890,6212,2802890
1126,5918,2771890,6212,2803890
1126,5918,2772890,6212,2804890
1126,5918,2773210,6212,2805210
1126,5918,2774210,6212,2806210
1126,5918,2775020,6212,2807020
