ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
842243.58,16.67,3.11,349016.68,6.91
842295.11,16.68,3.11,349396.12,6.92
842295.11,16.68,3.11,349396.12,6.92
842346.64,16.68,3.11,349696.1,6.92
842506.96,16.69,3.12,349695.89,6.93
842417.88,16.68,3.12,349695.5,6.93
842578.2,16.69,3.12,349695.5,6.93
842352.22,16.69,3.12,349765.26,6.93
842403.75,16.69,3.12,349725.02,6.93
842569.65,16.7,3.13,349695.5,6.93
842480.85,16.69,3.13,350401.55,6.94
842497.69,16.69,3.13,350404.16,6.94
842497.69,16.69,3.13,350376.95,6.94
842658.01,16.7,3.13,350249.25,6.94
842658.01,16.7,3.13,350299.93,6.94
842709.54,16.7,3.14,350134.89,6.94
842726.38,16.7,3.14,350137.49,6.94
842490.4,16.7,3.13,350059.46,6.94
842541.93,16.7,3.14,349862.37,6.94
842593.46,16.71,3.14,351037.21,6.96
842753.78,16.71,3.15,351037.01,6.96
842517.8,16.71,3.14,351036.62,6.96
842569.33,16.71,3.15,351036.62,6.96
842735.23,16.72,3.15,351106.47,6.97
842513.66,16.72,3.15,351057.69,6.96
842683.06,16.72,3.15,351036.92,6.96
842584.9,16.72,3.15,351591.51,6.98
842745.22,16.72,3.16,351483.34,6.97
842750.83,16.72,3.16,351489.83,6.98
842802.36,16.73,3.16,351391.49,6.97
842752.36,16.73,3.16,351341.49,6.97
842526.38,16.72,3.16,351097.42,6.97
842724.66,16.73,3.16,352344.9,6.99
842776.19,16.73,3.17,352310.64,7.0
842776.19,16.73,3.17,352310.64,7.0
842776.19,16.73,3.17,352310.64,7.0
842827.72,16.74,3.17,351672.52,6.98
842879.25,16.74,3.17,351575.67,6.98
842722.65,16.74,3.17,351328.03,6.98
842612.65,16.74,3.17,351218.03,6.98
842802.67,16.74,3.18,352076.05,6.99
842854.2,16.75,3.18,352049.97,6.99
842817.05,16.75,3.18,351868.3,6.99
842817.05,16.75,3.18,351868.3,6.99
842977.37,16.75,3.18,351868.09,6.99
842839.02,16.75,3.18,351867.7,6.99
843069.88,16.76,3.19,351886.36,6.99
843069.88,16.76,3.19,351859.16,6.99
843230.2,16.76,3.19,351861.34,6.99
843230.2,16.76,3.19,351908.61,6.99
842994.22,16.76,3.19,351895.63,6.99
843045.75,16.76,3.19,351887.76,7.0
843206.07,16.77,3.2,351887.76,7.0
843257.6,16.77,3.2,352619.13,7.01
843257.6,16.77,3.2,352571.86,7.01
843309.13,16.77,3.21,352811.53,7.02
843463.39,16.78,3.21,353530.14,7.03
843617.66,16.78,3.22,353529.54,7.03
843381.13,16.78,3.21,353280.21,7.03
843611.99,16.79,3.22,353280.21,7.03
843403.46,16.78,3.22,353170.96,7.03
843233.53,16.78,3.21,352927.59,7.02
842947.01,16.78,3.21,352956.76,7.02
842947.01,16.78,3.21,353010.35,7.03
842711.03,16.77,3.21,352871.02,7.02
842762.56,16.78,3.21,352874.73,7.02
842922.88,16.78,3.21,352859.58,7.02
842662.95,16.78,3.21,352848.55,7.03
842714.48,16.78,3.21,352841.85,7.03
842714.48,16.78,3.21,352879.21,7.03
842478.5,16.78,3.21,352879.21,7.03
842647.89,16.78,3.22,353461.52,7.04
842549.73,16.78,3.22,353413.74,7.04
842710.05,16.79,3.22,353259.6,7.04
842710.05,16.79,3.22,353248.53,7.04
842552.86,16.78,3.22,353090.9,7.03
842316.88,16.78,3.21,352828.58,7.03
842368.41,16.78,3.22,353717.96,7.05
842528.72,16.79,3.22,353689.19,7.05
842315.96,16.79,3.22,353502.06,7.04
842367.49,16.79,3.22,353677.03,7.05
842367.49,16.79,3.22,353650.47,7.05
842598.35,16.8,3.23,353738.64,7.05
842649.88,16.8,3.23,353912.4,7.06
842848.16,16.81,3.24,353986.71,7.06
842899.69,16.81,3.24,354147.17,7.06
842663.71,16.81,3.24,354070.99,7.06
842824.02,16.81,3.24,354070.78,7.06
842875.55,16.81,3.25,354070.39,7.06
842875.55,16.81,3.25,354021.27,7.06
842927.08,16.82,3.25,354021.27,7.06
842691.1,16.82,3.25,354021.27,7.06
842742.63,16.82,3.25,354021.27,7.07
842902.95,16.82,3.26,354185.43,7.07
842666.43,16.82,3.25,354062.7,7.07
842422.49,16.82,3.25,353927.32,7.07
842620.77,16.82,3.26,353844.74,7.06
842384.79,16.82,3.25,353763.16,7.06
842550.69,16.82,3.26,354772.66,7.08
842451.92,16.82,3.26,354665.02,7.08
842220.35,16.82,3.25,354570.31,7.08
841926.41,16.81,3.25,353722.59,7.06
842080.68,16.82,3.25,354753.95,7.09
842080.68,16.82,3.25,354783.94,7.09
842240.99,16.82,3.26,354783.73,7.09
841989.49,16.82,3.25,354515.31,7.08
841900.4,16.82,3.25,354514.92,7.08
841951.93,16.82,3.26,354514.92,7.08
841743.23,16.82,3.25,354319.45,7.08
841912.62,16.82,3.26,354353.83,7.08
841814.46,16.82,3.26,354338.95,7.08
841974.78,16.83,3.26,354326.59,7.08
841974.78,16.83,3.26,354325.13,7.08
842026.31,16.83,3.27,354318.0,7.08
841790.33,16.83,3.26,354318.0,7.08
841950.65,16.83,3.27,356034.49,7.12
842181.51,16.84,3.27,355189.92,7.1
842276.28,16.84,3.28,355392.17,7.11
842436.6,16.85,3.28,355363.41,7.11
842251.72,16.85,3.28,355846.56,7.12
842100.14,16.85,3.28,355688.93,7.12
842151.67,16.85,3.28,355863.89,7.12
842151.67,16.85,3.28,355919.6,7.12
841915.69,16.85,3.28,355843.41,7.12
841967.22,16.85,3.28,355670.89,7.12
841967.22,16.85,3.28,355666.79,7.12
841972.84,16.85,3.28,355681.44,7.12
842142.23,16.86,3.29,356198.07,7.13
842049.94,16.85,3.29,356022.33,7.13
842101.47,16.86,3.29,356022.11,7.13
842153.0,16.86,3.3,356021.73,7.13
842272.55,16.87,3.3,355897.74,7.13
842426.82,16.87,3.31,355915.49,7.13
842210.48,16.87,3.3,355446.74,7.12
842221.7,16.87,3.3,355449.29,7.12
842072.93,16.87,3.3,355303.77,7.12
842233.25,16.87,3.31,355286.02,7.12
842284.78,16.88,3.31,355321.36,7.12
842024.85,16.87,3.31,355286.02,7.12
841778.87,16.87,3.3,355541.2,7.13
841790.1,16.87,3.3,355627.22,7.13
841980.12,16.87,3.31,355435.42,7.12
841980.12,16.87,3.31,355424.47,7.12
841896.43,16.87,3.31,356072.28,7.14
841684.44,16.87,3.3,355558.22,7.13
841735.97,16.87,3.31,355806.53,7.13
841735.97,16.87,3.31,355962.18,7.14
841787.5,16.88,3.31,356417.27,7.15
841956.89,16.88,3.32,356416.67,7.15
841858.73,16.88,3.32,356416.67,7.15
842019.05,16.89,3.32,356416.67,7.15
842070.58,16.89,3.32,356416.67,7.15
842122.11,16.89,3.33,356501.49,7.15
842173.64,16.9,3.33,356551.74,7.15
841937.66,16.9,3.33,356470.83,7.15
841989.19,16.9,3.33,356552.87,7.16
842149.51,16.9,3.34,356428.03,7.15
842201.04,16.91,3.34,357926.53,7.19
842252.57,16.91,3.35,357926.31,7.19
842304.1,16.92,3.35,357925.94,7.19
842068.12,16.91,3.35,357684.72,7.18
842277.88,16.92,3.35,357684.72,7.18
842052.45,16.91,3.35,357684.72,7.19
842103.98,16.92,3.35,357770.79,7.19
842269.88,16.92,3.36,357709.17,7.19
842038.32,16.92,3.35,357684.72,7.19
842089.85,16.92,3.36,357684.72,7.19
842250.17,16.93,3.36,358698.33,7.21
842250.17,16.93,3.36,358664.02,7.21
842024.19,16.93,3.36,358400.55,7.2
842193.58,16.93,3.36,358245.75,7.2
842095.42,16.93,3.36,358874.18,7.22
842261.32,16.94,3.37,358873.59,7.22
842029.76,16.93,3.37,358873.59,7.22
842190.08,16.94,3.37,358873.59,7.22
842241.61,16.94,3.37,358902.29,7.22
842241.61,16.94,3.37,358902.29,7.22
842293.14,16.94,3.38,358897.56,7.22
842344.67,16.95,3.38,358905.62,7.22
842344.67,16.95,3.38,358938.94,7.22
842108.69,16.95,3.38,358912.05,7.22
842160.22,16.95,3.38,358906.91,7.22
842314.48,16.95,3.39,360060.8,7.25
842366.01,16.96,3.39,360219.01,7.25
842366.01,16.96,3.39,360175.01,7.25
842366.01,16.96,3.39,360219.01,7.25
842417.54,16.96,3.4,360337.49,7.26
842247.61,16.96,3.39,360044.86,7.25
842407.93,16.96,3.4,360072.59,7.25
842171.95,16.96,3.39,359996.4,7.25
842402.81,16.97,3.4,360084.56,7.25
842454.34,16.97,3.41,360258.33,7.26
842609.07,16.98,3.41,360271.26,7.26
842378.68,16.97,3.41,360257.87,7.26
842430.21,16.98,3.41,360258.04,7.26
842276.45,16.97,3.41,360216.72,7.26
842436.77,16.98,3.41,360217.18,7.26
842591.03,16.98,3.42,360321.97,7.26
842355.05,16.98,3.42,360364.22,7.26
842406.58,16.99,3.42,360313.15,7.26
842560.85,16.99,3.42,360216.41,7.26
842612.38,16.99,3.43,360216.41,7.27
842352.45,16.99,3.42,361313.3,7.29
842092.52,16.99,3.42,360889.23,7.28
842092.52,16.99,3.42,360845.23,7.28
842252.84,16.99,3.42,360761.27,7.28
842163.76,16.99,3.42,361129.26,7.29
842324.07,17.0,3.43,361100.49,7.29
842478.34,17.0,3.43,361328.79,7.29
842529.87,17.0,3.44,361328.56,7.29
842581.4,17.01,3.44,361328.19,7.29
842632.93,17.01,3.45,361328.19,7.29
842396.95,17.01,3.44,361300.61,7.3
842137.02,17.0,3.44,361046.14,7.29
842346.79,17.01,3.44,361057.85,7.29
842398.32,17.01,3.45,361055.83,7.29
842449.85,17.02,3.45,361046.14,7.29
842383.64,17.02,3.45,361484.01,7.3
842543.96,17.02,3.46,361046.14,7.29
842595.49,17.03,3.46,362434.26,7.32
842647.02,17.03,3.46,362434.03,7.32
842437.79,17.03,3.46,362526.14,7.33
842489.32,17.03,3.46,362525.76,7.33
842643.59,17.04,3.47,362525.76,7.33
842407.61,17.03,3.47,362297.17,7.33
842459.14,17.04,3.47,362297.17,7.33
842619.46,17.04,3.48,362478.64,7.33
842670.99,17.05,3.48,362660.57,7.34
842435.01,17.04,3.48,362557.88,7.33
842175.08,17.04,3.47,362297.17,7.33
842180.69,17.04,3.47,362311.82,7.33
842341.01,17.04,3.48,363361.54,7.35
842251.93,17.04,3.48,363216.6,7.35
842303.46,17.05,3.48,363486.18,7.36
842472.85,17.05,3.48,363485.58,7.36
842374.69,17.05,3.48,363485.58,7.36
842426.22,17.05,3.49,363485.58,7.36
842580.49,17.06,3.49,363560.22,7.36
842410.56,17.06,3.49,363492.66,7.36
842462.09,17.06,3.49,363492.12,7.36
842622.41,17.07,3.5,363485.58,7.36
842673.94,17.07,3.5,363485.58,7.36
842725.47,17.07,3.51,363485.58,7.36
842777.0,17.08,3.51,365029.71,7.4
842687.91,17.08,3.51,364952.85,7.4
842739.44,17.08,3.51,364999.69,7.4
842526.68,17.08,3.51,364770.41,7.39
842696.07,17.08,3.51,364730.84,7.39
842679.55,17.08,3.52,365096.16,7.4
842839.87,17.09,3.52,365105.13,7.4
842839.87,17.09,3.52,365155.06,7.4
842891.4,17.09,3.52,365501.44,7.41
842802.32,17.09,3.52,365459.99,7.41
842853.85,17.09,3.53,365113.69,7.4
842696.65,17.09,3.53,364956.94,7.4
842856.97,17.1,3.53,364928.17,7.4
842620.99,17.09,3.53,364784.41,7.4
842672.52,17.1,3.53,364564.32,7.4
842832.84,17.1,3.54,364926.38,7.4
842596.86,17.1,3.53,364684.32,7.4
842439.96,17.1,3.53,364528.61,7.4
842491.49,17.1,3.53,364182.3,7.39
842645.75,17.11,3.54,364274.27,7.39
842844.03,17.11,3.55,364163.26,7.39
842554.1,17.11,3.54,364113.83,7.39
842605.63,17.11,3.54,364077.63,7.39
842836.49,17.12,3.55,364077.03,7.39
842888.02,17.12,3.55,364077.03,7.4
843048.34,17.13,3.56,364077.03,7.4
843048.34,17.13,3.56,364051.67,7.4
843246.62,17.13,3.57,364084.88,7.4
843246.62,17.13,3.57,364114.37,7.4
843010.64,17.13,3.56,364081.16,7.4
843170.96,17.13,3.57,364081.16,7.4
842927.01,17.13,3.56,363884.37,7.39
842691.03,17.13,3.56,364390.27,7.41
842742.56,17.13,3.56,364588.53,7.41
842794.09,17.13,3.57,364922.08,7.42
842794.09,17.13,3.57,364922.08,7.42
842557.57,17.13,3.56,365016.55,7.42
842717.89,17.14,3.57,365146.62,7.42
842717.89,17.14,3.57,365146.62,7.42
842872.16,17.14,3.57,365238.59,7.43
842636.18,17.14,3.57,364900.09,7.42
842392.23,17.13,3.57,364943.8,7.42
842132.31,17.13,3.56,364679.3,7.42
842292.62,17.13,3.57,365014.94,7.43
842056.64,17.13,3.57,364769.3,7.42
842221.55,17.14,3.57,364772.04,7.42
842135.05,17.14,3.57,364772.08,7.42
842186.58,17.14,3.57,364769.05,7.42
842238.11,17.14,3.58,364768.71,7.42
842398.43,17.15,3.58,364768.71,7.43
842309.35,17.15,3.58,364768.71,7.43
842540.21,17.15,3.59,365095.83,7.43
842700.52,17.16,3.59,365074.96,7.43
842543.33,17.16,3.59,364917.77,7.43
842543.33,17.16,3.59,364908.12,7.43
842307.35,17.15,3.59,364770.81,7.43
842070.83,17.15,3.58,365609.42,7.45
842269.11,17.16,3.59,365376.68,7.44
842320.64,17.16,3.59,365754.76,7.45
842320.64,17.16,3.59,365727.56,7.45
842112.1,17.16,3.59,365669.07,7.45
841898.03,17.15,3.59,365813.36,7.45
841654.09,17.15,3.58,365535.32,7.45
841863.86,17.15,3.59,365454.39,7.45
841797.65,17.15,3.59,365362.8,7.45
841797.65,17.15,3.59,365433.24,7.45
841849.18,17.16,3.59,365822.83,7.46
842018.58,17.16,3.6,365822.23,7.46
841920.42,17.16,3.6,365822.23,7.46
841971.95,17.17,3.6,365822.23,7.46
842023.48,17.17,3.6,365822.23,7.46
842221.76,17.18,3.61,365875.92,7.46
842273.29,17.18,3.61,365934.04,7.46
842324.82,17.18,3.62,366072.32,7.47
842485.13,17.19,3.62,366095.58,7.47
842249.15,17.19,3.62,365822.23,7.46
842005.21,17.18,3.62,367008.27,7.49
841795.99,17.18,3.61,366871.01,7.49
841994.26,17.18,3.62,366937.25,7.49
842154.58,17.19,3.62,366937.04,7.49
841997.98,17.19,3.62,366789.19,7.49
842049.51,17.19,3.62,366788.8,7.49
842101.04,17.2,3.63,366788.8,7.49
842152.57,17.2,3.63,366788.8,7.49
842204.1,17.2,3.64,366788.8,7.49
842204.1,17.2,3.64,366789.16,7.49
842255.63,17.21,3.64,367439.24,7.51
842307.16,17.21,3.64,367857.54,7.52
842218.08,17.21,3.64,367761.09,7.51
842218.08,17.21,3.64,367808.36,7.52
842378.4,17.21,3.65,367894.73,7.52
842429.93,17.22,3.65,367548.43,7.51
842481.46,17.22,3.66,367328.34,7.51
842324.56,17.22,3.65,367181.39,7.51
842088.58,17.22,3.65,367320.97,7.51
842248.9,17.22,3.66,367292.2,7.51
842300.43,17.23,3.66,367467.17,7.52
842454.69,17.23,3.66,367559.14,7.52
842194.76,17.23,3.66,367294.64,7.51
842425.62,17.23,3.67,367698.41,7.52
842425.62,17.23,3.67,367665.3,7.52
842477.15,17.24,3.67,367665.07,7.52
842210.63,17.23,3.67,367391.31,7.52
841974.65,17.23,3.66,367315.12,7.52
842134.97,17.24,3.67,367314.75,7.52
842186.5,17.24,3.67,367314.75,7.52
842097.41,17.24,3.67,367314.75,7.52
842257.73,17.24,3.68,367385.33,7.52
842021.75,17.24,3.67,367316.42,7.52
842191.14,17.24,3.68,367314.75,7.52
842092.99,17.24,3.68,367314.75,7.52
842253.3,17.25,3.68,368431.98,7.55
842017.32,17.25,3.68,368656.49,7.55
842177.64,17.25,3.68,368656.28,7.55
842229.17,17.26,3.69,368594.12,7.55
842237.59,17.26,3.69,368626.11,7.55
842289.12,17.26,3.69,368596.43,7.55
842053.14,17.26,3.69,368596.04,7.55
842213.46,17.26,3.69,368596.04,7.55
841977.48,17.26,3.69,368947.38,7.56
841764.71,17.25,3.69,368789.8,7.56
841816.24,17.26,3.69,368443.49,7.55
841985.64,17.26,3.7,368234.92,7.55
842047.1,17.26,3.7,368092.15,7.55
842098.63,17.27,3.7,367872.06,7.54
842048.63,17.27,3.7,367822.06,7.54
842208.95,17.27,3.71,369611.14,7.58
841972.97,17.27,3.7,369756.02,7.58
842133.29,17.27,3.71,370173.19,7.59
842147.32,17.27,3.71,370213.23,7.59
842198.85,17.28,3.71,370331.71,7.6
842215.69,17.28,3.71,370350.47,7.6
842267.22,17.28,3.72,370409.52,7.6
842272.54,17.28,3.72,370423.39,7.6
842432.86,17.29,3.72,370423.39,7.6
842587.12,17.29,3.73,370423.39,7.6
842341.14,17.29,3.72,370424.25,7.6
842507.05,17.3,3.73,370423.39,7.6
842275.48,17.29,3.73,370423.39,7.6
842327.01,17.3,3.73,370423.39,7.61
842481.28,17.3,3.74,370679.41,7.61
842221.35,17.3,3.73,370489.6,7.61
842272.88,17.3,3.74,370595.22,7.61
842433.2,17.31,3.74,370629.62,7.61
842484.73,17.31,3.74,371099.86,7.62
842224.8,17.31,3.74,371446.64,7.63
841988.82,17.3,3.74,371220.11,7.63
842040.35,17.31,3.74,371219.89,7.63
842250.12,17.31,3.75,371219.52,7.63
842183.91,17.31,3.75,371219.52,7.63
842344.23,17.32,3.75,371258.12,7.63
842108.25,17.31,3.75,371251.0,7.63
842274.15,17.32,3.75,371219.69,7.63
842042.59,17.32,3.75,371220.06,7.63
842094.12,17.32,3.75,371221.29,7.64
841884.89,17.32,3.75,372041.68,7.65
842054.28,17.32,3.75,371633.56,7.64
842047.44,17.32,3.76,371353.24,7.64
842098.97,17.33,3.76,371298.87,7.64
842150.5,17.33,3.76,372481.2,7.66
842304.76,17.34,3.77,372573.17,7.67
842465.08,17.34,3.77,372680.74,7.67
842206.87,17.34,3.77,372404.28,7.67
842361.13,17.34,3.78,372403.68,7.67
842412.66,17.35,3.78,372403.68,7.67
842464.19,17.35,3.78,372403.68,7.67
842515.72,17.35,3.79,372403.68,7.67
842515.72,17.35,3.79,372444.28,7.67
842279.74,17.35,3.78,372416.69,7.67
842440.06,17.36,3.79,372651.89,7.68
842180.13,17.35,3.78,372397.41,7.67
841944.15,17.35,3.78,372387.98,7.67
842104.47,17.35,3.79,372301.04,7.67
841934.54,17.35,3.78,372162.22,7.67
841917.79,17.35,3.78,373303.63,7.69
841917.79,17.35,3.78,373276.43,7.69
841931.82,17.35,3.78,373278.98,7.69
841931.82,17.35,3.78,373325.72,7.69
842092.14,17.36,3.79,373312.69,7.69
842143.67,17.36,3.79,373549.97,7.7
841907.69,17.36,3.79,373363.4,7.7
842068.01,17.36,3.8,373363.19,7.7
842068.01,17.36,3.8,373316.45,7.7
842222.27,17.37,3.8,373316.06,7.7
842273.8,17.37,3.81,373316.06,7.7
842273.8,17.37,3.81,373369.31,7.7
842037.82,17.37,3.8,373369.31,7.7
842089.35,17.37,3.81,373579.37,7.71
842089.35,17.37,3.81,373577.67,7.71
842140.88,17.38,3.81,373593.37,7.71
842192.41,17.38,3.81,373717.41,7.71
841932.49,17.38,3.81,373383.23,7.71
842122.51,17.38,3.81,374373.83,7.73
841876.82,17.38,3.81,373998.04,7.72
841876.82,17.38,3.81,373950.99,7.72
841876.82,17.38,3.81,374008.88,7.72
842042.72,17.38,3.82,374611.13,7.73
841811.16,17.38,3.81,374370.42,7.73
841971.48,17.38,3.82,374341.66,7.73
842023.01,17.39,3.82,374516.62,7.73
841787.03,17.39,3.82,374440.43,7.73
841803.87,17.39,3.82,374443.84,7.73
841591.1,17.38,3.82,374212.12,7.73
841642.63,17.39,3.82,374211.89,7.73
841873.49,17.39,3.83,374211.52,7.73
842033.81,17.4,3.83,374211.52,7.73
841797.83,17.39,3.83,374276.65,7.73
841561.31,17.39,3.82,374223.18,7.73
841721.63,17.4,3.83,374226.34,7.73
841773.16,17.4,3.83,374231.66,7.74
841773.16,17.4,3.83,374204.46,7.74
841824.69,17.4,3.84,374250.39,7.74
841876.22,17.41,3.84,374399.56,7.74
841887.74,17.41,3.84,374402.12,7.74
841939.27,17.41,3.85,374892.94,7.75
841741.27,17.41,3.84,374783.85,7.75
841505.29,17.41,3.84,375267.91,7.76
841671.19,17.41,3.84,375210.79,7.76
841439.63,17.41,3.84,375088.85,7.76
841491.16,17.41,3.85,375342.99,7.77
841645.42,17.42,3.85,375342.39,7.77
841385.5,17.41,3.85,375342.39,7.77
841437.03,17.42,3.85,375342.39,7.77
841437.03,17.42,3.85,375342.39,7.77
841597.34,17.42,3.86,375346.15,7.77
841361.36,17.42,3.85,375349.98,7.77
841412.89,17.42,3.86,375371.11,7.77
841573.21,17.43,3.86,375352.06,7.77
841337.23,17.42,3.86,375342.39,7.77
841337.23,17.42,3.86,375389.13,7.77
841337.23,17.42,3.86,375342.39,7.77
841491.5,17.43,3.86,376697.35,7.8
841543.03,17.43,3.87,376484.21,7.8
841543.03,17.43,3.87,376539.01,7.8
841703.34,17.44,3.87,376538.81,7.8
841624.68,17.44,3.87,376192.36,7.79
841624.68,17.44,3.87,376143.24,7.79
841687.45,17.44,3.88,376503.69,7.8
841446.17,17.44,3.87,376227.87,7.8
841497.7,17.44,3.88,376227.48,7.8
841549.23,17.45,3.88,376227.48,7.8
841600.76,17.45,3.88,376227.48,7.8
841511.68,17.45,3.88,376227.48,7.8
841563.21,17.45,3.89,376290.67,7.8
841563.21,17.45,3.89,376340.34,7.81
841761.49,17.46,3.89,376277.15,7.8
841813.02,17.46,3.9,377591.43,7.83
841666.27,17.46,3.9,377046.94,7.82
841717.8,17.47,3.9,377585.48,7.83
841878.12,17.47,3.9,377556.71,7.84
841789.04,17.47,3.9,377412.96,7.83
841998.8,17.48,3.91,377262.33,7.83
842050.33,17.48,3.91,377651.27,7.84
842204.6,17.48,3.92,377650.67,7.84
842204.6,17.48,3.92,377601.0,7.84
842034.67,17.48,3.92,377601.0,7.84
842086.2,17.49,3.92,377601.0,7.84
842276.22,17.49,3.93,377609.97,7.84
842327.75,17.5,3.93,377601.02,7.84
842482.02,17.5,3.93,377601.28,7.84
842312.09,17.5,3.93,377862.44,7.85
842144.04,17.5,3.93,377822.98,7.85
842309.94,17.5,3.94,377624.35,7.85
842309.94,17.5,3.94,377677.37,7.85
842464.21,17.51,3.94,378938.01,7.87
842515.74,17.51,3.94,378746.39,7.87
842567.27,17.52,3.95,378746.16,7.87
842618.8,17.52,3.95,378745.79,7.87
842670.33,17.52,3.96,378745.79,7.88
842670.33,17.52,3.96,378712.56,7.88
842675.94,17.52,3.96,378714.98,7.88
842727.47,17.53,3.96,378714.98,7.88
842779.0,17.53,3.97,378714.98,7.88
842519.08,17.53,3.96,378951.17,7.88
842524.98,17.53,3.96,378991.56,7.88
842576.51,17.53,3.97,378991.56,7.89
842576.51,17.53,3.97,378993.49,7.89
842628.04,17.54,3.97,380349.44,7.92
842615.01,17.54,3.97,380314.34,7.91
842615.01,17.54,3.97,380277.59,7.91
842666.54,17.54,3.97,380408.09,7.92
842718.07,17.54,3.98,380407.86,7.92
842718.07,17.54,3.98,380440.0,7.92
842878.39,17.55,3.98,380439.63,7.92
842929.92,17.55,3.99,380439.63,7.92
842981.45,17.56,3.99,380439.63,7.92
842981.45,17.56,3.99,380403.96,7.92
842994.63,17.56,3.99,380373.56,7.92
843023.65,17.56,4.0,380120.67,7.92
843023.65,17.56,4.0,380157.04,7.92
843023.65,17.56,4.0,380122.63,7.92
843075.18,17.57,4.0,380122.63,7.92
842839.2,17.56,4.0,380441.26,7.93
842585.91,17.56,3.99,380213.43,7.92
842746.22,17.56,4.0,380193.27,7.92
842797.75,17.57,4.0,380457.12,7.93
842849.28,17.57,4.01,380990.41,7.94
842849.28,17.57,4.01,381026.29,7.94
842613.3,17.57,4.0,381048.07,7.95
842664.83,17.57,4.01,381166.55,7.95
842716.36,17.58,4.01,381225.59,7.95
842767.89,17.58,4.01,381225.37,7.95
842610.7,17.58,4.01,381067.73,7.95
842662.23,17.58,4.02,381067.36,7.95
842852.25,17.59,4.02,381067.36,7.95
842815.1,17.59,4.02,381087.35,7.95
842866.63,17.59,4.03,381116.04,7.95
842918.16,17.6,4.03,381067.36,7.95
842969.69,17.6,4.03,381067.36,7.96
843130.01,17.61,4.04,382181.17,7.98
843130.01,17.61,4.04,382145.46,7.98
843181.54,17.61,4.04,382603.75,7.99
842973.01,17.61,4.04,382374.32,7.99
842737.03,17.6,4.04,382174.83,7.98
842788.56,17.61,4.04,382174.61,7.98
842580.02,17.6,4.04,381889.43,7.98
842436.42,17.6,4.03,381746.27,7.98
842487.95,17.6,4.04,381745.9,7.98
842539.48,17.61,4.04,381745.9,7.98
842591.01,17.61,4.05,381745.9,7.98
842789.29,17.62,4.05,382084.59,7.99
842840.82,17.62,4.06,382385.4,8.0
842683.63,17.62,4.05,382228.65,7.99
842576.43,17.62,4.05,382118.85,7.99
842730.7,17.62,4.06,382301.11,8.0
842928.98,17.63,4.06,382918.46,8.01
842980.51,17.63,4.07,383036.94,8.01
843146.41,17.64,4.07,383054.58,8.01
842914.84,17.64,4.07,382998.27,8.01
842914.84,17.64,4.07,382968.13,8.01
842966.37,17.64,4.07,382967.9,8.01
843017.9,17.65,4.08,382967.53,8.02
843017.9,17.65,4.08,383008.07,8.02
843069.43,17.65,4.08,383008.07,8.02
843229.75,17.65,4.09,383094.97,8.02
843281.28,17.66,4.09,383184.61,8.02
843512.14,17.67,4.1,383091.37,8.02
843276.16,17.66,4.1,383008.07,8.02
843281.77,17.66,4.1,383013.69,8.02
843333.3,17.67,4.1,383013.69,8.02
843338.92,17.67,4.1,383016.15,8.02
843182.32,17.66,4.1,383318.23,8.03
843233.85,17.67,4.1,384855.95,8.06
843233.85,17.67,4.1,384887.83,8.06
843063.92,17.67,4.1,384548.77,8.06
843115.45,17.67,4.1,384548.55,8.06
842871.51,17.67,4.1,384284.83,8.05
842717.75,17.66,4.1,384057.94,8.05
842948.61,17.67,4.1,384057.57,8.05
842662.09,17.67,4.1,384069.15,8.05
842871.86,17.67,4.1,384057.57,8.05
842871.86,17.67,4.1,384035.0,8.05
842720.43,17.67,4.1,383877.37,8.05
842494.99,17.67,4.1,383901.38,8.05
842546.52,17.67,4.1,383914.91,8.05
842777.38,17.68,4.11,383877.37,8.05
842777.38,17.68,4.11,383903.21,8.05
842937.7,17.68,4.12,383903.21,8.05
842989.23,17.69,4.12,384927.28,8.08
843000.02,17.69,4.12,384960.81,8.08
842845.63,17.68,4.12,384803.18,8.07
842897.16,17.69,4.12,385237.25,8.08
842661.18,17.68,4.12,385018.21,8.08
842661.18,17.68,4.12,384991.0,8.08
842424.66,17.68,4.11,384771.74,8.08
842476.19,17.68,4.12,384771.52,8.08
842642.09,17.69,4.12,384771.14,8.08
842693.62,17.69,4.13,384771.14,8.08
842745.15,17.7,4.13,384771.14,8.08
842899.42,17.7,4.14,384921.28,8.08
843053.68,17.71,4.14,384917.79,8.09
842822.12,17.71,4.14,384771.14,8.08
