ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
761,2596,2356310,6212,2356310
762,2604,2357310,6212,2357310
762,2604,2357630,6212,2357630
762,2604,2358630,6212,2358630
762,2604,2359630,6212,2359630
762,2604,2360630,6212,2360630
762,2604,2360950,6212,2360950
762,2604,2361950,6212,2361950
762,2604,2362950,6212,2362950
762,2604,2363950,6212,2363950
762,2604,2364950,6212,2364950
762,2604,2364950,6212,2364950
763,2612,2365950,6212,2365950
763,2612,2366760,6212,2366760
763,2612,2367570,6212,2367570
763,2612,2367890,6212,2367890
763,2612,2368700,6212,2368700
763,2612,2369020,6212,2369020
763,2612,2370020,6212,2370020
763,2612,2371020,6212,2371020
763,2612,2371830,6212,2371830
764,2620,2372830,6212,2372830
764,2620,2373150,6212,2373150
764,2620,2373470,6212,2373470
764,2620,2374470,6212,2374470
765,2628,2374700,6212,2374700
765,2628,2375700,6212,2375700
765,2628,2376510,6212,2376510
765,2628,2377510,6212,2377510
765,2628,2378510,6212,2378510
765,2628,2378830,6212,2378830
765,2628,2378830,6212,2378830
765,2628,2379830,6212,2379830
766,2636,2380830,6212,2380830
766,2636,2381830,6212,2381830
766,2636,2382290,6212,2382290
766,2636,2383290,6212,2383290
766,2636,2383760,6212,2383760
766,2636,2384760,6212,2384760
767,2644,2385410,6212,2385410
767,2644,2385880,6212,2385880
767,2644,2386880,6212,2386880
767,2644,2387880,6212,2387880
767,2644,2388880,6212,2388880
767,2644,2389880,6212,2389880
767,2644,2390470,6212,2390470
767,2644,2391470,6212,2391470
767,2644,2391940,6212,2391940
767,2644,2392750,6212,2392750
768,2652,2393750,6212,2393750
768,2652,2394220,6212,2394220
768,2652,2395030,6212,2395030
768,2652,2395840,6212,2395840
768,2652,2396840,6212,2396840
768,2652,2397840,6212,2397840
768,2652,2398650,6212,2398650
768,2652,2399650,6212,2399650
769,2660,2400650,6212,2400650
769,2660,2401650,6212,2401650
769,2660,2402650,6212,2402650
769,2660,2403650,6212,2403650
769,2660,2404120,6212,2404120
769,2660,2404930,6212,2404930
769,2660,2405400,6212,2405400
769,2660,2406400,6212,2406400
769,2660,2407400,6212,2407400
770,2668,2407870,6212,2407870
770,2668,2408680,6212,2408680
770,2668,2409680,6212,2409680
770,2668,2410150,6212,2410150
770,2668,2411150,6212,2411150
770,2668,2411610,6212,2411610
770,2668,2412610,6212,2412610
770,2668,2413610,6212,2413610
770,2668,2414610,6212,2414610
770,2668,2415260,6212,2415260
770,2668,2416260,6212,2416260
770,2668,2416910,6212,2416910
770,2668,2417230,6212,2417230
770,2668,2418230,6212,2418230
770,2668,2419230,6212,2419230
770,2668,2420230,6212,2420230
770,2668,2421230,6212,2421230
770,2668,2422230,6212,2422230
770,2668,2423230,6212,2423230
771,2676,2424040,6212,2424040
771,2676,2424850,6212,2424850
771,2676,2425660,6212,2425660
771,2676,2425980,6212,2425980
771,2676,2426980,6212,2426980
771,2676,2427210,6212,2427210
771,2676,2428020,6212,2428020
771,2676,2429020,6212,2429020
771,2676,2429830,6212,2429830
771,2676,2430830,6212,2430830
772,2684,2431830,6212,2431830
772,2684,2432640,6212,2432640
772,2684,2433640,6212,2433640
772,2684,2434450,6212,2434450
772,2684,2434920,6212,2434920
772,2684,2435920,6212,2435920
772,2684,2436240,6212,2436240
772,2684,2437240,6212,2437240
772,2684,2438240,6212,2438240
773,2692,2438710,6212,2438710
773,2692,2439710,6212,2439710
773,2692,2440710,6212,2440710
773,2692,2441710,6212,2441710
773,2692,2442520,6212,2442520
773,2692,2443520,6212,2443520
773,2692,2444520,6212,2444520
773,2692,2444990,6212,2444990
773,2692,2445990,6212,2445990
774,2700,2446990,6212,2446990
774,2700,2447990,6212,2447990
774,2700,2448460,6212,2448460
774,2700,2448620,6212,2448620
774,2700,2448850,6212,2448850
774,2700,2449660,6212,2449660
774,2700,2450660,6212,2450660
774,2700,2451130,6212,2451130
774,2700,2451600,6212,2451600
774,2700,2452600,6212,2452600
774,2700,2453600,6212,2453600
775,2708,2454070,6212,2454070
775,2708,2455070,6212,2455070
775,2708,2455880,6212,2455880
775,2708,2456880,6212,2456880
775,2708,2457690,6212,2457690
775,2708,2458690,6212,2458690
775,2708,2459690,6212,2459690
775,2708,2460690,6212,2460690
776,2716,2461690,6212,2461690
776,2716,2462340,6212,2462340
776,2716,2463340,6212,2463340
776,2716,2464340,6212,2464340
776,2716,2465340,6212,2465340
776,2716,2466340,6212,2466340
776,2716,2467150,6212,2467150
776,2716,2468150,6212,2468150
776,2716,2468150,6212,2468150
776,2716,2468520,6212,2468520
777,2724,2469330,6212,2469330
778,2732,2469920,6212,2469920
778,2732,2470730,6212,2470730
778,2732,2471200,6212,2471200
778,2732,2472200,6212,2472200
778,2732,2473200,6212,2473200
778,2732,2474200,6212,2474200
778,2732,2475010,6212,2475010
778,2732,2476010,6212,2476010
779,2740,2477010,6212,2477010
779,2740,2478010,6212,2478010
779,2740,2479010,6212,2479010
779,2740,2480010,6212,2480010
779,2740,2480820,6212,2480820
779,2740,2481470,6212,2481470
779,2740,2482470,6212,2482470
779,2740,2483470,6212,2483470
779,2740,2484120,6212,2484120
779,2740,2485120,6212,2485120
779,2740,2485580,6212,2485580
779,2740,2486580,6212,2486580
779,2740,2487050,6212,2487050
779,2740,2488050,6212,2488050
779,2740,2488370,6212,2488370
779,2740,2489180,6212,2489180
779,2740,2489650,6212,2489650
779,2740,2490460,6212,2490460
780,2748,2491460,6212,2491460
780,2748,2492270,6212,2492270
780,2748,2493270,6212,2493270
780,2748,2493270,6212,2493270
780,2748,2494270,6212,2494270
780,2748,2495270,6212,2495270
780,2748,2496270,6212,2496270
780,2748,2497080,6212,2497080
780,2748,2498080,6212,2498080
781,2756,2498730,6212,2498730
781,2756,2499540,6212,2499540
781,2756,2500540,6212,2500540
781,2756,2501540,6212,2501540
781,2756,2502090,6212,2502090
781,2756,2502090,6212,2502090
781,2756,2503090,6212,2503090
781,2756,2504090,6212,2504090
781,2756,2504900,6212,2504900
782,2764,2505900,6212,2505900
782,2764,2506900,6212,2506900
782,2764,2507900,6212,2507900
782,2764,2508900,6212,2508900
782,2764,2509900,6212,2509900
782,2764,2510900,6212,2510900
782,2764,2511710,6212,2511710
782,2764,2511710,6212,2511710
782,2764,2512520,6212,2512520
783,2772,2513520,6212,2513520
783,2772,2513840,6212,2513840
783,2772,2514650,6212,2514650
783,2772,2515650,6212,2515650
783,2772,2516650,6212,2516650
783,2772,2517120,6212,2517120
783,2772,2517350,6212,2517350
783,2772,2518350,6212,2518350
783,2772,2518820,6212,2518820
783,2772,2518930,6212,2518930
783,2772,2519390,6212,2519390
783,2772,2520390,6212,2520390
784,2780,2521390,6212,2521390
784,2780,2522390,6212,2522390
784,2780,2522710,6212,2522710
784,2780,2523710,6212,2523710
784,2780,2524710,6212,2524710
784,2780,2525710,6212,2525710
784,2780,2525930,6212,2525930
784,2780,2526930,6212,2526930
784,2780,2527740,6212,2527740
784,2780,2528740,6212,2528740
785,2788,2529740,6212,2529740
785,2788,2530740,6212,2530740
785,2788,2531060,6212,2531060
785,2788,2532060,6212,2532060
785,2788,2533060,6212,2533060
785,2788,2533380,6212,2533380
785,2788,2534380,6212,2534380
785,2788,2535380,6212,2535380
785,2788,2536380,6212,2536380
785,2788,2537190,6212,2537190
786,2796,2538000,6212,2538000
786,2796,2538810,6212,2538810
786,2796,2539280,6212,2539280
786,2796,2540280,6212,2540280
786,2796,2540750,6212,2540750
786,2796,2541560,6212,2541560
786,2796,2541880,6212,2541880
786,2796,2542530,6212,2542530
786,2796,2543530,6212,2543530
786,2796,2543750,6212,2543750
786,2796,2543750,6212,2543750
787,2804,2551750,6212,2551750
787,2804,2552750,6212,2552750
788,2812,2553560,6212,2553560
788,2812,2554560,6212,2554560
788,2812,2555560,6212,2555560
788,2812,2556560,6212,2556560
788,2812,2557560,6212,2557560
788,2812,2558560,6212,2558560
788,2812,2559560,6212,2559560
789,2820,2560560,6212,2560560
789,2820,2561560,6212,2561560
789,2820,2562030,6212,2562030
789,2820,2562500,6212,2562500
789,2820,2563500,6212,2563500
789,2820,2564500,6212,2564500
789,2820,2565050,6212,2565050
789,2820,2565520,6212,2565520
789,2820,2565840,6212,2565840
789,2820,2566840,6212,2566840
789,2820,2567650,6212,2567650
789,2820,2568120,6212,2568120
790,2828,2569120,6212,2569120
790,2828,2570120,6212,2570120
790,2828,2570930,6212,2570930
790,2828,2571740,6212,2571740
790,2828,2572740,6212,2572740
790,2828,2573550,6212,2573550
791,2836,2581550,6212,2581550
791,2836,2582550,6212,2582550
791,2836,2583550,6212,2583550
792,2844,2584550,6212,2584550
792,2844,2585550,6212,2585550
792,2844,2586550,6212,2586550
792,2844,2587550,6212,2587550
792,2844,2588550,6212,2588550
792,2844,2589200,6212,2589200
792,2844,2590200,6212,2590200
792,2844,2590200,6212,2590200
793,2852,2591200,6212,2591200
793,2852,2592200,6212,2592200
793,2852,2592520,6212,2592520
793,2852,2593520,6212,2593520
793,2852,2594330,6212,2594330
793,2852,2595330,6212,2595330
793,2852,2596330,6212,2596330
793,2852,2597330,6212,2597330
793,2852,2597490,6212,2597490
793,2852,2598490,6212,2598490
793,2852,2599490,6212,2599490
794,2860,2600490,6212,2600490
794,2860,2601490,6212,2601490
794,2860,2602490,6212,2602490
794,2860,2602810,6212,2602810
794,2860,2603810,6212,2603810
794,2860,2604810,6212,2604810
794,2860,2605460,6212,2605460
794,2860,2606460,6212,2606460
794,2860,2606930,6212,2606930
795,2868,2607930,6212,2607930
795,2868,2608400,6212,2608400
795,2868,2609400,6212,2609400
795,2868,2610400,6212,2610400
795,2868,2611400,6212,2611400
795,2868,2611870,6212,2611870
795,2868,2612870,6212,2612870
795,2868,2613100,6212,2613100
795,2868,2614100,6212,2614100
795,2868,2615100,6212,2615100
796,2876,2616100,6212,2616100
796,2876,2617100,6212,2617100
796,2876,2618100,6212,2618100
796,2876,2619100,6212,2619100
796,2876,2619650,6212,2619650
796,2876,2620650,6212,2620650
796,2876,2621650,6212,2621650
796,2876,2622650,6212,2622650
796,2876,2623120,6212,2623120
797,2884,2624120,6212,2624120
797,2884,2625120,6212,2625120
797,2884,2625930,6212,2625930
798,2892,2633930,6212,2633930
798,2892,2634930,6212,2634930
798,2892,2635150,6212,2635150
798,2892,2636150,6212,2636150
798,2892,2636470,6212,2636470
798,2892,2637470,6212,2637470
798,2892,2637940,6212,2637940
798,2892,2638750,6212,2638750
799,2900,2639220,6212,2639220
799,2900,2640220,6212,2640220
799,2900,2641220,6212,2641220
799,2900,2641690,6212,2641690
799,2900,2642500,6212,2642500
799,2900,2643500,6212,2643500
799,2900,2644310,6212,2644310
799,2900,2645310,6212,2645310
799,2900,2646310,6212,2646310
800,2908,2647310,6212,2647310
800,2908,2648120,6212,2648120
800,2908,2649120,6212,2649120
800,2908,2649120,6212,2649120
800,2908,2650120,6212,2650120
800,2908,2651120,6212,2651120
800,2908,2651930,6212,2651930
800,2908,2652930,6212,2652930
800,2908,2653930,6212,2653930
801,2916,2654740,6212,2654740
801,2916,2654900,6212,2654900
801,2916,2655130,6212,2655130
801,2916,2656130,6212,2656130
801,2916,2657130,6212,2657130
801,2916,2658130,6212,2658130
801,2916,2659130,6212,2659130
801,2916,2660130,6212,2660130
802,2924,2664130,6212,2664130
802,2924,2665130,6212,2665130
802,2924,2665780,6212,2665780
803,2932,2666780,6212,2666780
803,2932,2667250,6212,2667250
803,2932,2667720,6212,2667720
803,2932,2668720,6212,2668720
803,2932,2669040,6212,2669040
803,2932,2669150,6212,2669150
803,2932,2669470,6212,2669470
803,2932,2669790,6212,2669790
803,2932,2670790,6212,2670790
804,2940,2671790,6212,2671790
804,2940,2672790,6212,2672790
804,2940,2673260,6212,2673260
804,2940,2674260,6212,2674260
804,2940,2675070,6212,2675070
804,2940,2676070,6212,2676070
804,2940,2676880,6212,2676880
804,2940,2677880,6212,2677880
804,2940,2678880,6212,2678880
804,2940,2679690,6212,2679690
805,2948,2680690,6212,2680690
805,2948,2681690,6212,2681690
805,2948,2682010,6212,2682010
805,2948,2682010,6212,2682010
805,2948,2682600,6212,2682600
805,2948,2683070,6212,2683070
805,2948,2683540,6212,2683540
805,2948,2684540,6212,2684540
805,2948,2685000,6212,2685000
805,2948,2685470,6212,2685470
805,2948,2686470,6212,2686470
805,2948,2687470,6212,2687470
806,2956,2688470,6212,2688470
806,2956,2688790,6212,2688790
806,2956,2689790,6212,2689790
806,2956,2690440,6212,2690440
806,2956,2691440,6212,2691440
806,2956,2692440,6212,2692440
806,2956,2693030,6212,2693030
806,2956,2693500,6212,2693500
806,2956,2694500,6212,2694500
807,2964,2695500,6212,2695500
807,2964,2695730,6212,2695730
807,2964,2696540,6212,2696540
807,2964,2697540,6212,2697540
807,2964,2697860,6212,2697860
807,2964,2698860,6212,2698860
807,2964,2699020,6212,2699020
807,2964,2700020,6212,2700020
807,2964,2701020,6212,2701020
807,2964,2702020,6212,2702020
807,2964,2703020,6212,2703020
808,2972,2703490,6212,2703490
808,2972,2704490,6212,2704490
808,2972,2704490,6212,2704490
808,2972,2705490,6212,2705490
808,2972,2706490,6212,2706490
808,2972,2707300,6212,2707300
808,2972,2708300,6212,2708300
808,2972,2709110,6212,2709110
808,2972,2709110,6212,2709110
808,2972,2709430,6212,2709430
808,2972,2710430,6212,2710430
809,2980,2711430,6212,2711430
809,2980,2711430,6212,2711430
809,2980,2712240,6212,2712240
809,2980,2713240,6212,2713240
809,2980,2714240,6212,2714240
809,2980,2714470,6212,2714470
809,2980,2714470,6212,2714470
809,2980,2715470,6212,2715470
809,2980,2716280,6212,2716280
809,2980,2717280,6212,2717280
810,2988,2718280,6212,2718280
810,2988,2718750,6212,2718750
810,2988,2719560,6212,2719560
810,2988,2720370,6212,2720370
810,2988,2720840,6212,2720840
810,2988,2721840,6212,2721840
810,2988,2722650,6212,2722650
810,2988,2722970,6212,2722970
810,2988,2723970,6212,2723970
810,2988,2724970,6212,2724970
811,2996,2725440,6212,2725440
811,2996,2725910,6212,2725910
811,2996,2726910,6212,2726910
811,2996,2727910,6212,2727910
811,2996,2728720,6212,2728720
811,2996,2729530,6212,2729530
811,2996,2730530,6212,2730530
811,2996,2731530,6212,2731530
811,2996,2732340,6212,2732340
811,2996,2732340,6212,2732340
812,3004,2732990,6212,2732990
812,3004,2733990,6212,2733990
812,3004,2734460,6212,2734460
812,3004,2735460,6212,2735460
812,3004,2736270,6212,2736270
812,3004,2737270,6212,2737270
812,3004,2738270,6212,2738270
812,3004,2738590,6212,2738590
813,3012,2739590,6212,2739590
813,3012,2739910,6212,2739910
813,3012,2740720,6212,2740720
813,3012,2740720,6212,2740720
813,3012,2741190,6212,2741190
813,3012,2742190,6212,2742190
813,3012,2743190,6212,2743190
813,3012,2744190,6212,2744190
813,3012,2744660,6212,2744660
813,3012,2745470,6212,2745470
814,3020,2746280,6212,2746280
814,3020,2746870,6212,2746870
814,3020,2747190,6212,2747190
814,3020,2748000,6212,2748000
814,3020,2749000,6212,2749000
814,3020,2749810,6212,2749810
814,3020,2750810,6212,2750810
814,3020,2751130,6212,2751130
814,3020,2752130,6212,2752130
814,3020,2752360,6212,2752360
814,3020,2753170,6212,2753170
815,3028,2754170,6212,2754170
815,3028,2755170,6212,2755170
815,3028,2756170,6212,2756170
815,3028,2757170,6212,2757170
815,3028,2757490,6212,2757490
815,3028,2757960,6212,2757960
815,3028,2758960,6212,2758960
815,3028,2759960,6212,2759960
816,3036,2760960,6212,2760960
816,3036,2761960,6212,2761960
816,3036,2762960,6212,2762960
816,3036,2763960,6212,2763960
816,3036,2764430,6212,2764430
816,3036,2765430,6212,2765430
816,3036,2766240,6212,2766240
816,3036,2766460,6212,2766460
817,3044,2767460,6212,2767460
817,3044,2767460,6212,2767460
817,3044,2768110,6212,2768110
817,3044,2772110,6212,2772110
817,3044,2773110,6212,2773110
817,3044,2773920,6212,2773920
817,3044,2774920,6212,2774920
817,3044,2775920,6212,2775920
817,3044,2776240,6212,2776240
818,3052,2777050,6212,2777050
818,3052,2777860,6212,2777860
818,3052,2778860,6212,2778860
818,3052,2779670,6212,2779670
818,3052,2780670,6212,2780670
818,3052,2781670,6212,2781670
818,3052,2782220,6212,2782220
818,3052,2783220,6212,2783220
819,3060,2783690,6212,2783690
819,3060,2784690,6212,2784690
819,3060,2785010,6212,2785010
819,3060,2786010,6212,2786010
819,3060,2787010,6212,2787010
819,3060,2787820,6212,2787820
819,3060,2788290,6212,2788290
819,3060,2789290,6212,2789290
819,3060,2790290,6212,2790290
819,3060,2791290,6212,2791290
820,3068,2792100,6212,2792100
820,3068,2792560,6212,2792560
820,3068,2792780,6212,2792780
820,3068,2796780,6212,2796780
820,3068,2797780,6212,2797780
820,3068,2798250,6212,2798250
820,3068,2798570,6212,2798570
820,3068,2798570,6212,2798570
820,3068,2799040,6212,2799040
821,3076,2799630,6212,2799630
821,3076,2800100,6212,2800100
821,3076,2801100,6212,2801100
821,3076,2802100,6212,2802100
821,3076,2803100,6212,2803100
821,3076,2804100,6212,2804100
821,3076,2805100,6212,2805100
821,3076,2805100,6212,2805100
822,3084,2805750,6212,2805750
822,3084,2806750,6212,2806750
822,3084,2807560,6212,2807560
822,3084,2808370,6212,2808370
822,3084,2808590,6212,2808590
822,3084,2809590,6212,2809590
822,3084,2810590,6212,2810590
822,3084,2811590,6212,2811590
822,3084,2812400,6212,2812400
822,3084,2812720,6212,2812720
823,3092,2813720,6212,2813720
823,3092,2814190,6212,2814190
823,3092,2815000,6212,2815000
823,3092,2816000,6212,2816000
823,3092,2817000,6212,2817000
823,3092,2817000,6212,2817000
823,3092,2818000,6212,2818000
823,3092,2819000,6212,2819000
823,3092,2820000,6212,2820000
823,3092,2821000,6212,2821000
824,3100,2822000,6212,2822000
824,3100,2823000,6212,2823000
824,3100,2823810,6212,2823810
824,3100,2824280,6212,2824280
824,3100,2825280,6212,2825280
824,3100,2826280,6212,2826280
824,3100,2827280,6212,2827280
824,3100,2828280,6212,2828280
824,3100,2828600,6212,2828600
824,3100,2828920,6212,2828920
824,3100,2829390,6212,2829390
825,3108,2830200,6212,2830200
825,3108,2830750,6212,2830750
825,3108,2831220,6212,2831220
825,3108,2831690,6212,2831690
825,3108,2832690,6212,2832690
825,3108,2833130,6212,2833130
825,3108,2833940,6212,2833940
825,3108,2834940,6212,2834940
825,3108,2835940,6212,2835940
825,3108,2836750,6212,2836750
826,3116,2837210,6212,2837210
826,3116,2838210,6212,2838210
826,3116,2839210,6212,2839210
826,3116,2840020,6212,2840020
826,3116,2841020,6212,2841020
826,3116,2841830,6212,2841830
826,3116,2842300,6212,2842300
826,3116,2843300,6212,2843300
826,3116,2844300,6212,2844300
827,3124,2845110,6212,2845110
827,3124,2845430,6212,2845430
827,3124,2846430,6212,2846430
827,3124,2847430,6212,2847430
827,3124,2848430,6212,2848430
827,3124,2848430,6212,2848430
827,3124,2848750,6212,2848750
827,3124,2849220,6212,2849220
827,3124,2849690,6212,2849690
827,3124,2850500,6212,2850500
828,3132,2851500,6212,2851500
828,3132,2852500,6212,2852500
828,3132,2852720,6212,2852720
828,3132,2853720,6212,2853720
828,3132,2854720,6212,2854720
828,3132,2855270,6212,2855270
828,3132,2856270,6212,2856270
828,3132,2857270,6212,2857270
828,3132,2858270,6212,2858270
828,3132,2858270,6212,2858270
828,3132,2859270,6212,2859270
829,3140,2860080,6212,2860080
829,3140,2861080,6212,2861080
829,3140,2861400,6212,2861400
829,3140,2862400,6212,2862400
829,3140,2863400,6212,2863400
829,3140,2864400,6212,2864400
829,3140,2864870,6212,2864870
829,3140,2865870,6212,2865870
829,3140,2866680,6212,2866680
830,3148,2867680,6212,2867680
830,3148,2868680,6212,2868680
830,3148,2869680,6212,2869680
830,3148,2870680,6212,2870680
830,3148,2871490,6212,2871490
830,3148,2872490,6212,2872490
830,3148,2873300,6212,2873300
830,3148,2874110,6212,2874110
831,3156,2875110,6212,2875110
831,3156,2876110,6212,2876110
831,3156,2876920,6212,2876920
831,3156,2877730,6212,2877730
831,3156,2878730,6212,2878730
831,3156,2879730,6212,2879730
831,3156,2879730,6212,2879730
831,3156,2880730,6212,2880730
831,3156,2881730,6212,2881730
832,3164,2882540,6212,2882540
832,3164,2883540,6212,2883540
832,3164,2884010,6212,2884010
832,3164,2885010,6212,2885010
832,3164,2886010,6212,2886010
832,3164,2886820,6212,2886820
832,3164,2887630,6212,2887630
832,3164,2887790,6212,2887790
832,3164,2888790,6212,2888790
833,3172,2889790,6212,2889790
833,3172,2890440,6212,2890440
833,3172,2890440,6212,2890440
833,3172,2891440,6212,2891440
833,3172,2892440,6212,2892440
833,3172,2893440,6212,2893440
833,3172,2893760,6212,2893760
833,3172,2894760,6212,2894760
833,3172,2895760,6212,2895760
834,3180,2896230,6212,2896230
834,3180,2896230,6212,2896230
834,3180,2896230,6212,2896230
834,3180,2897040,6212,2897040
834,3180,2897590,6212,2897590
834,3180,2898400,6212,2898400
834,3180,2899400,6212,2899400
834,3180,2900050,6212,2900050
834,3180,2901050,6212,2901050
834,3180,2902050,6212,2902050
834,3180,2903050,6212,2903050
834,3180,2903520,6212,2903520
835,3188,2904520,6212,2904520
835,3188,2904980,6212,2904980
835,3188,2905790,6212,2905790
835,3188,2906600,6212,2906600
835,3188,2907410,6212,2907410
835,3188,2908220,6212,2908220
835,3188,2909030,6212,2909030
835,3188,2910030,6212,2910030
836,3196,2911030,6212,2911030
836,3196,2912030,6212,2912030
836,3196,2912500,6212,2912500
836,3196,2913500,6212,2913500
836,3196,2914500,6212,2914500
836,3196,2915310,6212,2915310
836,3196,2916310,6212,2916310
836,3196,2917310,6212,2917310
836,3196,2917540,6212,2917540
836,3196,2917540,6212,2917540
836,3196,2918540,6212,2918540
837,3204,2919540,6212,2919540
837,3204,2920540,6212,2920540
837,3204,2921130,6212,2921130
837,3204,2922130,6212,2922130
837,3204,2923130,6212,2923130
837,3204,2923130,6212,2923130
837,3204,2923130,6212,2923130
837,3204,2924130,6212,2924130
837,3204,2925130,6212,2925130
837,3204,2926130,6212,2926130
838,3212,2927130,6212,2927130
838,3212,2927940,6212,2927940
838,3212,2928410,6212,2928410
838,3212,2928730,6212,2928730
838,3212,2929200,6212,2929200
838,3212,2929670,6212,2929670
838,3212,2930140,6212,2930140
838,3212,2931140,6212,2931140
838,3212,2932140,6212,2932140
838,3212,2933140,6212,2933140
839,3220,2934140,6212,2934140
839,3220,2935140,6212,2935140
839,3220,2936140,6212,2936140
839,3220,2936610,6212,2936610
839,3220,2937420,6212,2937420
839,3220,2938420,6212,2938420
839,3220,2938890,6212,2938890
839,3220,2939540,6212,2939540
839,3220,2940540,6212,2940540
839,3220,2940860,6212,2940860
839,3220,2941510,6212,2941510
840,3228,2942510,6212,2942510
840,3228,2943320,6212,2943320
840,3228,2944130,6212,2944130
840,3228,2944600,6212,2944600
840,3228,2945600,6212,2945600
840,3228,2946600,6212,2946600
840,3228,2947410,6212,2947410
840,3228,2947880,6212,2947880
840,3228,2948200,6212,2948200
840,3228,2949010,6212,2949010
841,3236,2950010,6212,2950010
841,3236,2950480,6212,2950480
841,3236,2951290,6212,2951290
841,3236,2952290,6212,2952290
841,3236,2953100,6212,2953100
842,3244,2961100,6212,2961100
842,3244,2961560,6212,2961560
842,3244,2962370,6212,2962370
842,3244,2963370,6212,2963370
843,3252,2971370,6212,2971370
843,3252,2972020,6212,2972020
844,3260,2972250,6212,2972250
844,3260,2972410,6212,2972410
845,3268,2973060,6212,2973060
845,3268,2973710,6212,2973710
845,3268,2974520,6212,2974520
845,3268,2975170,6212,2975170
845,3268,2976170,6212,2976170
845,3268,2976630,6212,2976630
845,3268,2977630,6212,2977630
845,3268,2978440,6212,2978440
845,3268,2978880,6212,2978880
845,3268,2979880,6212,2979880
845,3268,2980350,6212,2980350
845,3268,2981350,6212,2981350
845,3268,2981350,6212,2981350
845,3268,2981670,6212,2981670
845,3268,2982670,6212,2982670
845,3268,2982990,6212,2982990
845,3268,2983990,6212,2983990
845,3268,2984800,6212,2984800
845,3268,2984850,6212,2984850
845,3268,2985660,6212,2985660
845,3268,2985660,6212,2985660
845,3268,2986660,6212,2986660
846,3276,2987660,6212,2987660
847,3284,2988660,6212,2988660
847,3284,2989030,6212,2989030
847,3284,2990030,6212,2990030
847,3284,2990140,6212,2990140
847,3284,2991140,6212,2991140
847,3284,2992140,6212,2992140
847,3284,2993140,6212,2993140
847,3284,2994140,6212,2994140
847,3284,2995140,6212,2995140
847,3284,2996140,6212,2996140
847,3284,2997140,6212,2997140
847,3284,2998140,6212,2998140
847,3284,2998140,6212,2998140
847,3284,2999140,6212,2999140
847,3284,3000140,6212,3000140
847,3284,3001140,6212,3001140
847,3284,3002140,6212,3002140
848,3292,3002950,6212,3002950
848,3292,3003760,6212,3003760
848,3292,3004760,6212,3004760
848,3292,3005230,6212,3005230
848,3292,3006040,6212,3006040
848,3292,3007040,6212,3007040
848,3292,3007690,6212,3007690
848,3292,3008690,6212,3008690
848,3292,3009690,6212,3009690
849,3300,3010340,6212,3010340
849,3300,3011150,6212,3011150
849,3300,3012150,6212,3012150
849,3300,3013150,6212,3013150
849,3300,3013960,6212,3013960
849,3300,3014960,6212,3014960
849,3300,3015960,6212,3015960
849,3300,3016770,6212,3016770
849,3300,3016770,6212,3016770
849,3300,3017090,6212,3017090
850,3308,3018090,6212,3018090
850,3308,3018900,6212,3018900
850,3308,3019130,6212,3019130
850,3308,3020130,6212,3020130
850,3308,3021130,6212,3021130
850,3308,3021780,6212,3021780
850,3308,3022250,6212,3022250
850,3308,3023250,6212,3023250
850,3308,3024250,6212,3024250
851,3316,3025250,6212,3025250
851,3316,3026250,6212,3026250
851,3316,3026900,6212,3026900
851,3316,3027370,6212,3027370
851,3316,3027840,6212,3027840
851,3316,3028840,6212,3028840
851,3316,3029840,6212,3029840
851,3316,3030430,6212,3030430
851,3316,3031240,6212,3031240
852,3324,3032240,6212,3032240
852,3324,3033240,6212,3033240
852,3324,3033240,6212,3033240
852,3324,3034240,6212,3034240
852,3324,3035240,6212,3035240
852,3324,3036240,6212,3036240
852,3324,3037240,6212,3037240
852,3324,3038240,6212,3038240
852,3324,3039240,6212,3039240
852,3324,3039240,6212,3039240
853,3332,3040240,6212,3040240
853,3332,3041240,6212,3041240
853,3332,3042240,6212,3042240
853,3332,3042710,6212,3042710
853,3332,3044710,6212,3044710
853,3332,3044940,6212,3044940
853,3332,3045940,6212,3045940
853,3332,3046940,6212,3046940
853,3332,3046940,6212,3046940
854,3340,3047940,6212,3047940
854,3340,3048940,6212,3048940
854,3340,3049750,6212,3049750
854,3340,3050750,6212,3050750
854,3340,3051750,6212,3051750
854,3340,3052750,6212,3052750
854,3340,3053750,6212,3053750
854,3340,3054750,6212,3054750
855,3348,3055750,6212,3055750
855,3348,3056220,6212,3056220
855,3348,3057030,6212,3057030
855,3348,3058030,6212,3058030
855,3348,3058840,6212,3058840
855,3348,3059300,6212,3059300
855,3348,3060300,6212,3060300
